wb_level,time,poverty_population
wb_lvl1,1973,1738292012
wb_lvl1,1974,1786579228
wb_lvl1,1975,1799166447
wb_lvl1,1976,1826669198
wb_lvl1,1977,1850644087
wb_lvl1,1978,1822440070
wb_lvl1,1979,1888720560
wb_lvl1,1980,1882344004
wb_lvl1,1981,1917422627
wb_lvl1,1982,1931893124
wb_lvl1,1983,1924774534
wb_lvl1,1984,1886733376
wb_lvl1,1985,1849283242
wb_lvl1,1986,1823188392
wb_lvl1,1987,1808697250
wb_lvl1,1988,1747174844
wb_lvl1,1989,1943474657
wb_lvl1,1990,1942907225
wb_lvl1,1991,1970346455
wb_lvl1,1992,1947202168
wb_lvl1,1993,1936855883
wb_lvl1,1994,1888817101
wb_lvl1,1995,1830231615
wb_lvl1,1996,1770477991
wb_lvl1,1997,1784352555
wb_lvl1,1998,1826014257
wb_lvl1,1999,1792632228
wb_lvl1,2000,1755288692
wb_lvl1,2001,1726083417
wb_lvl1,2002,1673904474
wb_lvl1,2003,1631204449
wb_lvl1,2004,1545184077
wb_lvl1,2005,1436005230
wb_lvl1,2006,1411284902
wb_lvl1,2007,1347337949
wb_lvl1,2008,1323529190
wb_lvl1,2009,1286318642
wb_lvl1,2010,1194580584
wb_lvl1,2011,1059613881
wb_lvl1,2012,999607812
wb_lvl1,2013,903635406
wb_lvl1,2014,862072163
wb_lvl1,2015,836436179
wb_lvl1,2016,813702394
wb_lvl1,2017,788955277
wb_lvl1,2018,746857844
wb_lvl1,2019,722148787
wb_lvl1,2020,849909288
wb_lvl1,2021,786264943
wb_lvl1,2022,756797253
wb_lvl1,2023,749252437
wb_lvl1,2024,731105028
wb_lvl1,2025,714201375
wb_lvl1,2026,692916574
wb_lvl1,2027,686113981
wb_lvl1,2028,681875580
wb_lvl1,2029,673954636
wb_lvl1,2030,673733476
wb_lvl1,2031,668189673
wb_lvl1,2032,660788879
wb_lvl1,2033,644979243
wb_lvl1,2034,646184988
wb_lvl1,2035,644728124
wb_lvl1,2036,635674172
wb_lvl1,2037,624369406
wb_lvl1,2038,626366657
wb_lvl1,2039,615142984
wb_lvl1,2040,600833598
wb_lvl1,2041,601178847
wb_lvl1,2042,592092664
wb_lvl1,2043,575223742
wb_lvl1,2044,578045336
wb_lvl1,2045,574899188
wb_lvl1,2046,547428562
wb_lvl1,2047,549005240
wb_lvl1,2048,545785404
wb_lvl1,2049,536711574
wb_lvl1,2050,519187360
wb_lvl2,1800,108011434
wb_lvl2,1801,108157280
wb_lvl2,1802,108743785
wb_lvl2,1803,109076464
wb_lvl2,1804,109478126
wb_lvl2,1805,109771647
wb_lvl2,1806,110241407
wb_lvl2,1807,110670512
wb_lvl2,1808,111022343
wb_lvl2,1809,110784943
wb_lvl2,1810,111146339
wb_lvl2,1811,111620920
wb_lvl2,1812,107486472
wb_lvl2,1813,108502893
wb_lvl2,1814,109304058
wb_lvl2,1815,110064909
wb_lvl2,1816,110956427
wb_lvl2,1817,112011536
wb_lvl2,1818,112240833
wb_lvl2,1819,113628402
wb_lvl2,1820,116124874
wb_lvl2,1821,117776156
wb_lvl2,1822,119060542
wb_lvl2,1823,120554286
wb_lvl2,1824,121687833
wb_lvl2,1825,120393751
wb_lvl2,1826,122886998
wb_lvl2,1827,124796180
wb_lvl2,1828,126320740
wb_lvl2,1829,127994423
wb_lvl2,1830,128430298
wb_lvl2,1831,127339582
wb_lvl2,1832,127160549
wb_lvl2,1833,127169648
wb_lvl2,1834,128505503
wb_lvl2,1835,129712489
wb_lvl2,1836,130701380
wb_lvl2,1837,132960677
wb_lvl2,1838,134458654
wb_lvl2,1839,135447985
wb_lvl2,1840,137557260
wb_lvl2,1841,139418242
wb_lvl2,1842,139892421
wb_lvl2,1843,140226795
wb_lvl2,1844,141372328
wb_lvl2,1845,142199203
wb_lvl2,1846,142987849
wb_lvl2,1847,144688086
wb_lvl2,1848,144885565
wb_lvl2,1849,146694094
wb_lvl2,1850,148620440
wb_lvl2,1851,150695710
wb_lvl2,1852,153922787
wb_lvl2,1853,154355099
wb_lvl2,1854,154962558
wb_lvl2,1855,156689867
wb_lvl2,1856,156373355
wb_lvl2,1857,158584229
wb_lvl2,1858,156130703
wb_lvl2,1859,157127927
wb_lvl2,1860,156425866
wb_lvl2,1861,156598894
wb_lvl2,1862,157130573
wb_lvl2,1863,157199687
wb_lvl2,1864,157800378
wb_lvl2,1865,159247275
wb_lvl2,1866,160706434
wb_lvl2,1867,164434150
wb_lvl2,1868,164959036
wb_lvl2,1869,166759374
wb_lvl2,1870,164972981
wb_lvl2,1871,166139435
wb_lvl2,1872,172901133
wb_lvl2,1873,174694305
wb_lvl2,1874,175341717
wb_lvl2,1875,177722054
wb_lvl2,1876,179494796
wb_lvl2,1877,182573341
wb_lvl2,1878,186098433
wb_lvl2,1879,184047305
wb_lvl2,1880,186690217
wb_lvl2,1881,187836621
wb_lvl2,1882,189611621
wb_lvl2,1883,190403503
wb_lvl2,1884,192912651
wb_lvl2,1885,195831476
wb_lvl2,1886,197468436
wb_lvl2,1887,202040574
wb_lvl2,1888,210952895
wb_lvl2,1889,204862067
wb_lvl2,1890,213588897
wb_lvl2,1891,201724412
wb_lvl2,1892,210805181
wb_lvl2,1893,220488674
wb_lvl2,1894,223644337
wb_lvl2,1895,222873893
wb_lvl2,1896,211082124
wb_lvl2,1897,233112308
wb_lvl2,1898,234517502
wb_lvl2,1899,227535184
wb_lvl2,1900,229836961
wb_lvl2,1901,233570937
wb_lvl2,1902,242671632
wb_lvl2,1903,251890665
wb_lvl2,1904,255756716
wb_lvl2,1905,245282131
wb_lvl2,1906,246332505
wb_lvl2,1907,238360995
wb_lvl2,1908,246715441
wb_lvl2,1909,255718165
wb_lvl2,1910,260139934
wb_lvl2,1911,259923689
wb_lvl2,1912,264716702
wb_lvl2,1913,267057416
wb_lvl2,1914,282366269
wb_lvl2,1915,278137968
wb_lvl2,1916,286828218
wb_lvl2,1917,279892069
wb_lvl2,1918,256545680
wb_lvl2,1919,274433305
wb_lvl2,1920,266450434
wb_lvl2,1921,273961000
wb_lvl2,1922,281037588
wb_lvl2,1923,288542446
wb_lvl2,1924,292646367
wb_lvl2,1925,293512503
wb_lvl2,1926,309080217
wb_lvl2,1927,309866729
wb_lvl2,1928,310424942
wb_lvl2,1929,309409534
wb_lvl2,1930,317333621
wb_lvl2,1931,327844892
wb_lvl2,1932,335282212
wb_lvl2,1933,316332504
wb_lvl2,1934,323303823
wb_lvl2,1935,329719652
wb_lvl2,1936,331333358
wb_lvl2,1937,329057635
wb_lvl2,1938,325892941
wb_lvl2,1939,319688818
wb_lvl2,1940,327350852
wb_lvl2,1941,334718609
wb_lvl2,1942,340814307
wb_lvl2,1943,337749336
wb_lvl2,1944,343890197
wb_lvl2,1945,350866506
wb_lvl2,1946,346365034
wb_lvl2,1947,343187241
wb_lvl2,1948,346897568
wb_lvl2,1949,342431269
wb_lvl2,1950,333988229
wb_lvl2,1951,353988866
wb_lvl2,1952,365190303
wb_lvl2,1953,391773397
wb_lvl2,1954,389138468
wb_lvl2,1955,400035089
wb_lvl2,1956,413437007
wb_lvl2,1957,417741709
wb_lvl2,1958,431471612
wb_lvl2,1959,429973827
wb_lvl2,1960,426264355
wb_lvl2,1961,403237913
wb_lvl2,1962,418200312
wb_lvl2,1963,448817677
wb_lvl2,1964,461103299
wb_lvl2,1965,464071814
wb_lvl2,1966,467420249
wb_lvl2,1967,482523092
wb_lvl2,1968,462953251
wb_lvl2,1969,490443132
wb_lvl2,1970,512773492
wb_lvl2,1971,517868433
wb_lvl2,1972,505873113
wb_lvl2,1973,530682242
wb_lvl2,1974,529086323
wb_lvl2,1975,552341679
wb_lvl2,1976,552911089
wb_lvl2,1977,563675264
wb_lvl2,1978,608569879
wb_lvl2,1979,597842244
wb_lvl2,1980,632863120
wb_lvl2,1981,650698193
wb_lvl2,1982,688009263
wb_lvl2,1983,743897528
wb_lvl2,1984,811149880
wb_lvl2,1985,869670675
wb_lvl2,1986,907910362
wb_lvl2,1987,963937561
wb_lvl2,1988,1033314854
wb_lvl2,1989,936969158
wb_lvl2,1990,978302739
wb_lvl2,1991,1005135570
wb_lvl2,1992,1054127592
wb_lvl2,1993,1088933983
wb_lvl2,1994,1145139170
wb_lvl2,1995,1183169511
wb_lvl2,1996,1231721467
wb_lvl2,1997,1228190234
wb_lvl2,1998,1219471372
wb_lvl2,1999,1270391467
wb_lvl2,2000,1273683952
wb_lvl2,2001,1285409546
wb_lvl2,2002,1291950905
wb_lvl2,2003,1314795146
wb_lvl2,2004,1326018965
wb_lvl2,2005,1332800866
wb_lvl2,2006,1322061100
wb_lvl2,2007,1311629795
wb_lvl2,2008,1306740176
wb_lvl2,2009,1307584025
wb_lvl2,2010,1291732878
wb_lvl2,2011,1284845236
wb_lvl2,2012,1266123827
wb_lvl2,2013,1225622879
wb_lvl2,2014,1200268821
wb_lvl2,2015,1174023772
wb_lvl2,2016,1142463087
wb_lvl2,2017,1109007333
wb_lvl2,2018,1066933904
wb_lvl2,2019,1029599441
wb_lvl2,2020,1136610194
wb_lvl2,2021,1052530153
wb_lvl2,2022,996944729
wb_lvl2,2023,985386994
wb_lvl2,2024,929180686
wb_lvl2,2025,877945192
wb_lvl2,2026,812997461
wb_lvl2,2027,775232664
wb_lvl2,2028,753632343
wb_lvl2,2029,727420429
wb_lvl2,2030,718833297
wb_lvl2,2031,682094568
wb_lvl2,2032,681572009
wb_lvl2,2033,664522127
wb_lvl2,2034,656567317
wb_lvl2,2035,657748954
wb_lvl2,2036,643226964
wb_lvl2,2037,640727570
wb_lvl2,2038,639999522
wb_lvl2,2039,630043054
wb_lvl2,2040,628326224
wb_lvl2,2041,626016838
wb_lvl2,2042,619191459
wb_lvl2,2043,621935181
wb_lvl2,2044,615940675
wb_lvl2,2045,618398039
wb_lvl2,2046,607501654
wb_lvl2,2047,603585628
wb_lvl2,2048,604781135
wb_lvl2,2049,599976025
wb_lvl2,2050,591038320
wb_lvl3,1800,47053138
wb_lvl3,1801,47085465
wb_lvl3,1802,47498413
wb_lvl3,1803,47556537
wb_lvl3,1804,47865082
wb_lvl3,1805,48035446
wb_lvl3,1806,48395980
wb_lvl3,1807,48579799
wb_lvl3,1808,48644880
wb_lvl3,1809,48644195
wb_lvl3,1810,48696402
wb_lvl3,1811,48972857
wb_lvl3,1812,47409416
wb_lvl3,1813,48080501
wb_lvl3,1814,48501767
wb_lvl3,1815,48908717
wb_lvl3,1816,49187475
wb_lvl3,1817,49797331
wb_lvl3,1818,50196254
wb_lvl3,1819,50876399
wb_lvl3,1820,52326924
wb_lvl3,1821,53462334
wb_lvl3,1822,54157649
wb_lvl3,1823,54992455
wb_lvl3,1824,55420069
wb_lvl3,1825,55052219
wb_lvl3,1826,56530510
wb_lvl3,1827,57571113
wb_lvl3,1828,58136002
wb_lvl3,1829,59158666
wb_lvl3,1830,59944810
wb_lvl3,1831,59418808
wb_lvl3,1832,59926962
wb_lvl3,1833,59963437
wb_lvl3,1834,60701687
wb_lvl3,1835,61585356
wb_lvl3,1836,62350413
wb_lvl3,1837,63551643
wb_lvl3,1838,64530182
wb_lvl3,1839,65359973
wb_lvl3,1840,66735103
wb_lvl3,1841,68086762
wb_lvl3,1842,68549748
wb_lvl3,1843,69512048
wb_lvl3,1844,70565281
wb_lvl3,1845,71293613
wb_lvl3,1846,72066619
wb_lvl3,1847,73033828
wb_lvl3,1848,73913826
wb_lvl3,1849,75642935
wb_lvl3,1850,76848840
wb_lvl3,1851,78445229
wb_lvl3,1852,80337885
wb_lvl3,1853,80789786
wb_lvl3,1854,81543363
wb_lvl3,1855,82464293
wb_lvl3,1856,83620658
wb_lvl3,1857,85162599
wb_lvl3,1858,84728627
wb_lvl3,1859,85428847
wb_lvl3,1860,86362006
wb_lvl3,1861,85764344
wb_lvl3,1862,86930416
wb_lvl3,1863,88333403
wb_lvl3,1864,88919768
wb_lvl3,1865,90211023
wb_lvl3,1866,91235609
wb_lvl3,1867,92629289
wb_lvl3,1868,94134546
wb_lvl3,1869,95676266
wb_lvl3,1870,95170534
wb_lvl3,1871,96608568
wb_lvl3,1872,100988393
wb_lvl3,1873,103048335
wb_lvl3,1874,104050608
wb_lvl3,1875,105233881
wb_lvl3,1876,106295570
wb_lvl3,1877,108886222
wb_lvl3,1878,110816255
wb_lvl3,1879,110004408
wb_lvl3,1880,112421932
wb_lvl3,1881,114771641
wb_lvl3,1882,116395459
wb_lvl3,1883,118676260
wb_lvl3,1884,121107756
wb_lvl3,1885,123583024
wb_lvl3,1886,125269984
wb_lvl3,1887,129616450
wb_lvl3,1888,133631868
wb_lvl3,1889,132277130
wb_lvl3,1890,137330832
wb_lvl3,1891,133887899
wb_lvl3,1892,139453437
wb_lvl3,1893,146171508
wb_lvl3,1894,149879195
wb_lvl3,1895,149171997
wb_lvl3,1896,146247887
wb_lvl3,1897,154714782
wb_lvl3,1898,158885298
wb_lvl3,1899,157211157
wb_lvl3,1900,158462655
wb_lvl3,1901,161667664
wb_lvl3,1902,166350940
wb_lvl3,1903,171816126
wb_lvl3,1904,176752109
wb_lvl3,1905,170053189
wb_lvl3,1906,171913187
wb_lvl3,1907,170184089
wb_lvl3,1908,177954863
wb_lvl3,1909,182145806
wb_lvl3,1910,185696298
wb_lvl3,1911,184615357
wb_lvl3,1912,188324344
wb_lvl3,1913,191034128
wb_lvl3,1914,199767778
wb_lvl3,1915,197770880
wb_lvl3,1916,202032598
wb_lvl3,1917,197681684
wb_lvl3,1918,185096424
wb_lvl3,1919,194697816
wb_lvl3,1920,194176187
wb_lvl3,1921,202148182
wb_lvl3,1922,203718568
wb_lvl3,1923,208100971
wb_lvl3,1924,213378315
wb_lvl3,1925,217336082
wb_lvl3,1926,229654766
wb_lvl3,1927,228964034
wb_lvl3,1928,230179156
wb_lvl3,1929,231585238
wb_lvl3,1930,238258498
wb_lvl3,1931,248278232
wb_lvl3,1932,255249759
wb_lvl3,1933,250088660
wb_lvl3,1934,250898276
wb_lvl3,1935,255271318
wb_lvl3,1936,250962290
wb_lvl3,1937,252755277
wb_lvl3,1938,252696327
wb_lvl3,1939,248190360
wb_lvl3,1940,253434520
wb_lvl3,1941,252443543
wb_lvl3,1942,251246694
wb_lvl3,1943,247699348
wb_lvl3,1944,236509394
wb_lvl3,1945,242546252
wb_lvl3,1946,252016018
wb_lvl3,1947,257710659
wb_lvl3,1948,266133939
wb_lvl3,1949,267883228
wb_lvl3,1950,268433045
wb_lvl3,1951,273165906
wb_lvl3,1952,280242778
wb_lvl3,1953,292645485
wb_lvl3,1954,295864109
wb_lvl3,1955,301845552
wb_lvl3,1956,310350006
wb_lvl3,1957,313561115
wb_lvl3,1958,320666366
wb_lvl3,1959,321351370
wb_lvl3,1960,323433079
wb_lvl3,1961,314499186
wb_lvl3,1962,321529448
wb_lvl3,1963,334074987
wb_lvl3,1964,341026098
wb_lvl3,1965,342711028
wb_lvl3,1966,341015224
wb_lvl3,1967,345873456
wb_lvl3,1968,339483798
wb_lvl3,1969,351758014
wb_lvl3,1970,360001863
wb_lvl3,1971,361539951
wb_lvl3,1972,354289307
wb_lvl3,1973,362229650
wb_lvl3,1974,364093017
wb_lvl3,1975,376205399
wb_lvl3,1976,383751170
wb_lvl3,1977,388890379
wb_lvl3,1978,410604056
wb_lvl3,1979,403942571
wb_lvl3,1980,424180672
wb_lvl3,1981,432145013
wb_lvl3,1982,444489078
wb_lvl3,1983,462253481
wb_lvl3,1984,488470941
wb_lvl3,1985,519545747
wb_lvl3,1986,542850320
wb_lvl3,1987,577243570
wb_lvl3,1988,627878395
wb_lvl3,1989,591632842
wb_lvl3,1990,621502611
wb_lvl3,1991,641428692
wb_lvl3,1992,690324558
wb_lvl3,1993,741122813
wb_lvl3,1994,788798148
wb_lvl3,1995,820918324
wb_lvl3,1996,879258392
wb_lvl3,1997,894090662
wb_lvl3,1998,902027102
wb_lvl3,1999,951263518
wb_lvl3,2000,973370428
wb_lvl3,2001,997739443
wb_lvl3,2002,1031949971
wb_lvl3,2003,1061741970
wb_lvl3,2004,1101244800
wb_lvl3,2005,1146379241
wb_lvl3,2006,1152361015
wb_lvl3,2007,1170395236
wb_lvl3,2008,1173209844
wb_lvl3,2009,1199438162
wb_lvl3,2010,1230161269
wb_lvl3,2011,1301647658
wb_lvl3,2012,1324202432
wb_lvl3,2013,1361321911
wb_lvl3,2014,1378376960
wb_lvl3,2015,1391945688
wb_lvl3,2016,1402869944
wb_lvl3,2017,1402947267
wb_lvl3,2018,1424316841
wb_lvl3,2019,1445427902
wb_lvl3,2020,1417728956
wb_lvl3,2021,1460793575
wb_lvl3,2022,1470224356
wb_lvl3,2023,1489553121
wb_lvl3,2024,1489110241
wb_lvl3,2025,1481484279
wb_lvl3,2026,1457994951
wb_lvl3,2027,1444147060
wb_lvl3,2028,1426196290
wb_lvl3,2029,1409546757
wb_lvl3,2030,1394446843
wb_lvl3,2031,1353692500
wb_lvl3,2032,1344309378
wb_lvl3,2033,1314649174
wb_lvl3,2034,1306057766
wb_lvl3,2035,1298639057
wb_lvl3,2036,1260975708
wb_lvl3,2037,1260486813
wb_lvl3,2038,1248229878
wb_lvl3,2039,1209079714
wb_lvl3,2040,1215199831
wb_lvl3,2041,1202774951
wb_lvl3,2042,1163086182
wb_lvl3,2043,1179190178
wb_lvl3,2044,1159543227
wb_lvl3,2045,1156294145
wb_lvl3,2046,1127940310
wb_lvl3,2047,1113215005
wb_lvl3,2048,1106964238
wb_lvl3,2049,1074799245
wb_lvl3,2050,1068891252
wb_lvl4,1800,19932624
wb_lvl4,1801,19927137
wb_lvl4,1802,20187958
wb_lvl4,1803,20153118
wb_lvl4,1804,20344150
wb_lvl4,1805,20444597
wb_lvl4,1806,20674081
wb_lvl4,1807,20741809
wb_lvl4,1808,20698954
wb_lvl4,1809,20828714
wb_lvl4,1810,20790351
wb_lvl4,1811,20942728
wb_lvl4,1812,20462655
wb_lvl4,1813,20874736
wb_lvl4,1814,21079441
wb_lvl4,1815,21310448
wb_lvl4,1816,21338904
wb_lvl4,1817,21633272
wb_lvl4,1818,21988940
wb_lvl4,1819,22282115
wb_lvl4,1820,22952551
wb_lvl4,1821,23583493
wb_lvl4,1822,23915599
wb_lvl4,1823,24245920
wb_lvl4,1824,24446645
wb_lvl4,1825,24420582
wb_lvl4,1826,25075836
wb_lvl4,1827,25402117
wb_lvl4,1828,25588745
wb_lvl4,1829,25985646
wb_lvl4,1830,26573714
wb_lvl4,1831,26310874
wb_lvl4,1832,26776592
wb_lvl4,1833,26883766
wb_lvl4,1834,27119535
wb_lvl4,1835,27536297
wb_lvl4,1836,27973461
wb_lvl4,1837,28328461
wb_lvl4,1838,28831963
wb_lvl4,1839,29284225
wb_lvl4,1840,29730835
wb_lvl4,1841,30558281
wb_lvl4,1842,30882362
wb_lvl4,1843,31747045
wb_lvl4,1844,32520937
wb_lvl4,1845,33095071
wb_lvl4,1846,33477806
wb_lvl4,1847,33862144
wb_lvl4,1848,34803803
wb_lvl4,1849,35606837
wb_lvl4,1850,36083587
wb_lvl4,1851,37056960
wb_lvl4,1852,38485310
wb_lvl4,1853,39273649
wb_lvl4,1854,39945282
wb_lvl4,1855,39833778
wb_lvl4,1856,41697349
wb_lvl4,1857,42394898
wb_lvl4,1858,42320986
wb_lvl4,1859,43337831
wb_lvl4,1860,44586581
wb_lvl4,1861,44020333
wb_lvl4,1862,44936008
wb_lvl4,1863,46607120
wb_lvl4,1864,47488901
wb_lvl4,1865,48171167
wb_lvl4,1866,48753179
wb_lvl4,1867,49279762
wb_lvl4,1868,50433193
wb_lvl4,1869,51967975
wb_lvl4,1870,51409482
wb_lvl4,1871,52954152
wb_lvl4,1872,55457196
wb_lvl4,1873,56848186
wb_lvl4,1874,58387579
wb_lvl4,1875,59169712
wb_lvl4,1876,59555839
wb_lvl4,1877,60828867
wb_lvl4,1878,62185046
wb_lvl4,1879,62831598
wb_lvl4,1880,65375115
wb_lvl4,1881,67870347
wb_lvl4,1882,69418046
wb_lvl4,1883,72004114
wb_lvl4,1884,73279031
wb_lvl4,1885,74635817
wb_lvl4,1886,76049895
wb_lvl4,1887,79744763
wb_lvl4,1888,82515581
wb_lvl4,1889,82892212
wb_lvl4,1890,85851924
wb_lvl4,1891,85319997
wb_lvl4,1892,88397641
wb_lvl4,1893,92004054
wb_lvl4,1894,95724616
wb_lvl4,1895,97160196
wb_lvl4,1896,98862517
wb_lvl4,1897,101286516
wb_lvl4,1898,106064154
wb_lvl4,1899,108063695
wb_lvl4,1900,109070987
wb_lvl4,1901,109432426
wb_lvl4,1902,113391092
wb_lvl4,1903,116971388
wb_lvl4,1904,120551213
wb_lvl4,1905,119812678
wb_lvl4,1906,121016034
wb_lvl4,1907,123499184
wb_lvl4,1908,128396491
wb_lvl4,1909,131161329
wb_lvl4,1910,133933309
wb_lvl4,1911,134069872
wb_lvl4,1912,138537955
wb_lvl4,1913,142287082
wb_lvl4,1914,141690277
wb_lvl4,1915,140239963
wb_lvl4,1916,142375066
wb_lvl4,1917,139115531
wb_lvl4,1918,131550336
wb_lvl4,1919,134708798
wb_lvl4,1920,138725793
wb_lvl4,1921,146253524
wb_lvl4,1922,151526820
wb_lvl4,1923,150965205
wb_lvl4,1924,159984991
wb_lvl4,1925,169704050
wb_lvl4,1926,174353344
wb_lvl4,1927,179121393
wb_lvl4,1928,185756499
wb_lvl4,1929,191075771
wb_lvl4,1930,192993283
wb_lvl4,1931,193086128
wb_lvl4,1932,196420897
wb_lvl4,1933,200900499
wb_lvl4,1934,203221400
wb_lvl4,1935,209378503
wb_lvl4,1936,208915913
wb_lvl4,1937,216419261
wb_lvl4,1938,226695936
wb_lvl4,1939,227625088
wb_lvl4,1940,222168228
wb_lvl4,1941,211525240
wb_lvl4,1942,203954287
wb_lvl4,1943,195462321
wb_lvl4,1944,182386835
wb_lvl4,1945,181359095
wb_lvl4,1946,179048471
wb_lvl4,1947,195412398
wb_lvl4,1948,203991190
wb_lvl4,1949,217875653
wb_lvl4,1950,227464929
wb_lvl4,1951,232223378
wb_lvl4,1952,242256459
wb_lvl4,1953,248441753
wb_lvl4,1954,254643755
wb_lvl4,1955,261223211
wb_lvl4,1956,269727730
wb_lvl4,1957,275694996
wb_lvl4,1958,289182091
wb_lvl4,1959,291698140
wb_lvl4,1960,299697519
wb_lvl4,1961,301690125
wb_lvl4,1962,309049248
wb_lvl4,1963,313548045
