gm_level,time,poverty_population
gm_lvl1,1891,1089164187
gm_lvl1,1892,1079908592
gm_lvl1,1893,1071436008
gm_lvl1,1894,1068313724
gm_lvl1,1895,1075121162
gm_lvl1,1896,1094425272
gm_lvl1,1897,1071933883
gm_lvl1,1898,1068354831
gm_lvl1,1899,1079456677
gm_lvl1,1900,1086450988
gm_lvl1,1901,1090383336
gm_lvl1,1902,1083563140
gm_lvl1,1903,1078680087
gm_lvl1,1904,1078335679
gm_lvl1,1905,1103747818
gm_lvl1,1906,1109258507
gm_lvl1,1907,1127305199
gm_lvl1,1908,1128127595
gm_lvl1,1909,1116052375
gm_lvl1,1910,1121459531
gm_lvl1,1911,1130987427
gm_lvl1,1912,1126337835
gm_lvl1,1913,1126305381
gm_lvl1,1914,1125720639
gm_lvl1,1915,1146927901
gm_lvl1,1916,1136392029
gm_lvl1,1917,1165534904
gm_lvl1,1918,1222309810
gm_lvl1,1919,1207639900
gm_lvl1,1920,1226754783
gm_lvl1,1921,1220317738
gm_lvl1,1922,1210349183
gm_lvl1,1923,1211894751
gm_lvl1,1924,1201944659
gm_lvl1,1925,1189037590
gm_lvl1,1926,1173501387
gm_lvl1,1927,1179137449
gm_lvl1,1928,1179027837
gm_lvl1,1929,1180454990
gm_lvl1,1930,1194867379
gm_lvl1,1931,1210728692
gm_lvl1,1932,1231619843
gm_lvl1,1933,1263353890
gm_lvl1,1934,1263954200
gm_lvl1,1935,1257622121
gm_lvl1,1936,1266270345
gm_lvl1,1937,1265775781
gm_lvl1,1938,1276081684
gm_lvl1,1939,1289417542
gm_lvl1,1940,1302701499
gm_lvl1,1941,1319415642
gm_lvl1,1942,1334990757
gm_lvl1,1943,1359636165
gm_lvl1,1944,1394592918
gm_lvl1,1945,1426134430
gm_lvl1,1946,1450418948
gm_lvl1,1947,1443829538
gm_lvl1,1948,1424357429
gm_lvl1,1949,1427475425
gm_lvl1,1950,1435241132
gm_lvl1,1951,1438831423
gm_lvl1,1952,1443958655
gm_lvl1,1953,1428562465
gm_lvl1,1954,1456476105
gm_lvl1,1955,1454101413
gm_lvl1,1956,1457900134
gm_lvl1,1957,1477542136
gm_lvl1,1958,1480440087
gm_lvl1,1959,1514969470
gm_lvl1,1960,1537421549
gm_lvl1,1961,1584371211
gm_lvl1,1962,1593132292
gm_lvl1,1963,1579730670
gm_lvl1,1964,1583666309
gm_lvl1,1965,1611806249
gm_lvl1,1966,1645125108
gm_lvl1,1967,1653157411
gm_lvl1,1968,1717346500
gm_lvl1,1969,1711498183
gm_lvl1,1970,1714607849
gm_lvl1,1971,1748513772
gm_lvl1,1972,1811723729
gm_lvl1,1973,1802583172
gm_lvl1,1974,1850591484
gm_lvl1,1975,1865599440
gm_lvl1,1976,1892429506
gm_lvl1,1977,1917693345
gm_lvl1,1978,1893971416
gm_lvl1,1979,1960555595
gm_lvl1,1980,1957511237
gm_lvl1,1981,1994766810
gm_lvl1,1982,2014678654
gm_lvl1,1983,2014610872
gm_lvl1,1984,1984904190
gm_lvl1,1985,1952378887
gm_lvl1,1986,1929278831
gm_lvl1,1987,1918915233
gm_lvl1,1988,1861959469
gm_lvl1,1989,2051640960
gm_lvl1,1990,2055099605
gm_lvl1,1991,2084723529
gm_lvl1,1992,2064358386
gm_lvl1,1993,2056575935
gm_lvl1,1994,2013482770
gm_lvl1,1995,1957677615
gm_lvl1,1996,1899420379
gm_lvl1,1997,1912960508
gm_lvl1,1998,1954333422
gm_lvl1,1999,1924084409
gm_lvl1,2000,1886234251
gm_lvl1,2001,1856878440
gm_lvl1,2002,1803883811
gm_lvl1,2003,1761848711
gm_lvl1,2004,1672804427
gm_lvl1,2005,1561401109
gm_lvl1,2006,1535941336
gm_lvl1,2007,1469400807
gm_lvl1,2008,1444849566
gm_lvl1,2009,1405883671
gm_lvl1,2010,1310188557
gm_lvl1,2011,1167781339
gm_lvl1,2012,1103459568
gm_lvl1,2013,999085052
gm_lvl1,2014,953190635
gm_lvl1,2015,923730720
gm_lvl1,2016,896973363
gm_lvl1,2017,868475881
gm_lvl1,2018,820766037
gm_lvl1,2019,791778967
gm_lvl1,2020,931596295
gm_lvl1,2021,858133493
gm_lvl1,2022,823962419
gm_lvl1,2023,815403601
gm_lvl1,2024,793264975
gm_lvl1,2025,773118958
gm_lvl1,2026,748024834
gm_lvl1,2027,739468473
gm_lvl1,2028,734107264
gm_lvl1,2029,725006424
gm_lvl1,2030,724453414
gm_lvl1,2031,717306321
gm_lvl1,2032,710035586
gm_lvl1,2033,693460852
gm_lvl1,2034,694321678
gm_lvl1,2035,693087327
gm_lvl1,2036,683501662
gm_lvl1,2037,671898644
gm_lvl1,2038,674065727
gm_lvl1,2039,662389072
gm_lvl1,2040,647664043
gm_lvl1,2041,648017441
gm_lvl1,2042,638667814
gm_lvl1,2043,621458970
gm_lvl1,2044,624122427
gm_lvl1,2045,621136150
gm_lvl1,2046,592620671
gm_lvl1,2047,594080065
gm_lvl1,2048,590923694
gm_lvl1,2049,581678562
gm_lvl1,2050,563075885
gm_lvl2,1800,154921968
gm_lvl2,1801,155074654
gm_lvl2,1802,156190239
gm_lvl2,1803,156511416
gm_lvl2,1804,157316013
gm_lvl2,1805,157811812
gm_lvl2,1806,158755471
gm_lvl2,1807,159362727
gm_lvl2,1808,159707237
gm_lvl2,1809,159562758
gm_lvl2,1810,159892139
gm_lvl2,1811,160693704
gm_lvl2,1812,155150460
gm_lvl2,1813,157010829
gm_lvl2,1814,158278154
gm_lvl2,1815,159507664
gm_lvl2,1816,160583537
gm_lvl2,1817,162343272
gm_lvl2,1818,163196368
gm_lvl2,1819,165300154
gm_lvl2,1820,169456003
gm_lvl2,1821,172525175
gm_lvl2,1822,174594606
gm_lvl2,1823,176995225
gm_lvl2,1824,178524581
gm_lvl2,1825,177036938
gm_lvl2,1826,181217768
gm_lvl2,1827,184213553
gm_lvl2,1828,186214805
gm_lvl2,1829,189067268
gm_lvl2,1830,190680394
gm_lvl2,1831,189010657
gm_lvl2,1832,189739815
gm_lvl2,1833,189843640
gm_lvl2,1834,191988102
gm_lvl2,1835,194262544
gm_lvl2,1836,196233055
gm_lvl2,1837,199739304
gm_lvl2,1838,202434472
gm_lvl2,1839,204529365
gm_lvl2,1840,208192344
gm_lvl2,1841,211793678
gm_lvl2,1842,212911025
gm_lvl2,1843,214820980
gm_lvl2,1844,217457862
gm_lvl2,1845,219300756
gm_lvl2,1846,221069018
gm_lvl2,1847,223852443
gm_lvl2,1848,225578258
gm_lvl2,1849,229591687
gm_lvl2,1850,232900738
gm_lvl2,1851,237063309
gm_lvl2,1852,242714434
gm_lvl2,1853,244020695
gm_lvl2,1854,245804607
gm_lvl2,1855,248310025
gm_lvl2,1856,250433594
gm_lvl2,1857,254493925
gm_lvl2,1858,251861609
gm_lvl2,1859,254077523
gm_lvl2,1860,255303111
gm_lvl2,1861,254414872
gm_lvl2,1862,256759313
gm_lvl2,1863,259357052
gm_lvl2,1864,261047376
gm_lvl2,1865,264170700
gm_lvl2,1866,266941259
gm_lvl2,1867,271899266
gm_lvl2,1868,274781060
gm_lvl2,1869,278958492
gm_lvl2,1870,276561940
gm_lvl2,1871,280105320
gm_lvl2,1872,292342059
gm_lvl2,1873,297078443
gm_lvl2,1874,299621758
gm_lvl2,1875,303429035
gm_lvl2,1876,306372732
gm_lvl2,1877,312704820
gm_lvl2,1878,318661754
gm_lvl2,1879,316320180
gm_lvl2,1880,322775039
gm_lvl2,1881,327887830
gm_lvl2,1882,332134301
gm_lvl2,1883,336929768
gm_lvl2,1884,342591287
gm_lvl2,1885,348677315
gm_lvl2,1886,352793012
gm_lvl2,1887,363849109
gm_lvl2,1888,377402154
gm_lvl2,1889,370917731
gm_lvl2,1890,385760218
gm_lvl2,1891,371608630
gm_lvl2,1892,387374464
gm_lvl2,1893,405361824
gm_lvl2,1894,414410178
gm_lvl2,1895,413573811
gm_lvl2,1896,401298550
gm_lvl2,1897,430821313
gm_lvl2,1898,439466905
gm_lvl2,1899,432545462
gm_lvl2,1900,436459405
gm_lvl2,1901,443590636
gm_lvl2,1902,458822589
gm_lvl2,1903,474910227
gm_lvl2,1904,485879292
gm_lvl2,1905,468469231
gm_lvl2,1906,472141019
gm_lvl2,1907,464724149
gm_lvl2,1908,483812659
gm_lvl2,1909,497668166
gm_lvl2,1910,507023591
gm_lvl2,1911,505495173
gm_lvl2,1912,516150458
gm_lvl2,1913,523309184
gm_lvl2,1914,546463242
gm_lvl2,1915,539686978
gm_lvl2,1916,553051474
gm_lvl2,1917,540170105
gm_lvl2,1918,501729502
gm_lvl2,1919,530233226
gm_lvl2,1920,524822745
gm_lvl2,1921,544704564
gm_lvl2,1922,554936237
gm_lvl2,1923,566188760
gm_lvl2,1924,580627245
gm_lvl2,1925,591607583
gm_lvl2,1926,621903521
gm_lvl2,1927,624362366
gm_lvl2,1928,629780341
gm_lvl2,1929,633673149
gm_lvl2,1930,648878658
gm_lvl2,1931,669895359
gm_lvl2,1932,686246596
gm_lvl2,1933,666797524
gm_lvl2,1934,674218881
gm_lvl2,1935,687939126
gm_lvl2,1936,683750007
gm_lvl2,1937,688171104
gm_lvl2,1938,691151596
gm_lvl2,1939,680786834
gm_lvl2,1940,690193479
gm_lvl2,1941,688329479
gm_lvl2,1942,688232094
gm_lvl2,1943,676397686
gm_lvl2,1944,660806443
gm_lvl2,1945,674204401
gm_lvl2,1946,680352893
gm_lvl2,1947,693688538
gm_lvl2,1948,710598355
gm_lvl2,1949,716181781
gm_lvl2,1950,715764454
gm_lvl2,1951,740160226
gm_lvl2,1952,762877177
gm_lvl2,1953,802346155
gm_lvl2,1954,806862084
gm_lvl2,1955,826082882
gm_lvl2,1956,851552422
gm_lvl2,1957,861895600
gm_lvl2,1958,889201374
gm_lvl2,1959,889565516
gm_lvl2,1960,892930624
gm_lvl2,1961,864156490
gm_lvl2,1962,888035509
gm_lvl2,1963,930441114
gm_lvl2,1964,952687859
gm_lvl2,1965,960072132
gm_lvl2,1966,960816074
gm_lvl2,1967,981707464
gm_lvl2,1968,958244066
gm_lvl2,1969,997985158
gm_lvl2,1970,1032192886
gm_lvl2,1971,1038007206
gm_lvl2,1972,1018564197
gm_lvl2,1973,1049530655
gm_lvl2,1974,1051205271
gm_lvl2,1975,1089998054
gm_lvl2,1976,1103470989
gm_lvl2,1977,1119300049
gm_lvl2,1978,1187174837
gm_lvl2,1979,1170131273
gm_lvl2,1980,1228795625
gm_lvl2,1981,1254693968
gm_lvl2,1982,1303139916
gm_lvl2,1983,1371177093
gm_lvl2,1984,1462306569
gm_lvl2,1985,1556440488
gm_lvl2,1986,1623487873
gm_lvl2,1987,1716379969
gm_lvl2,1988,1843095920
gm_lvl2,1989,1718943295
gm_lvl2,1990,1797660105
gm_lvl2,1991,1850447390
gm_lvl2,1992,1962824326
gm_lvl2,1993,2063058155
gm_lvl2,1994,2170791730
gm_lvl2,1995,2255452239
gm_lvl2,1996,2381793682
gm_lvl2,1997,2409906451
gm_lvl2,1998,2419027238
gm_lvl2,1999,2532605790
gm_lvl2,2000,2585795625
gm_lvl2,2001,2643388931
gm_lvl2,2002,2714546258
gm_lvl2,2003,2783658199
gm_lvl2,2004,2865160308
gm_lvl2,2005,2949081783
gm_lvl2,2006,2960750727
gm_lvl2,2007,2995079096
gm_lvl2,2008,3002652474
gm_lvl2,2009,3054722504
gm_lvl2,2010,3107670588
gm_lvl2,2011,3224585775
gm_lvl2,2012,3254729794
gm_lvl2,2013,3303923239
gm_lvl2,2014,3327406109
gm_lvl2,2015,3344164360
gm_lvl2,2016,3347364917
gm_lvl2,2017,3322851285
gm_lvl2,2018,3325725783
gm_lvl2,2019,3331236535
gm_lvl2,2020,3361647754
gm_lvl2,2021,3367741343
gm_lvl2,2022,3343259397
gm_lvl2,2023,3371281906
gm_lvl2,2024,3342450590
gm_lvl2,2025,3306731150
gm_lvl2,2026,3249285243
gm_lvl2,2027,3237401534
gm_lvl2,2028,3200976755
gm_lvl2,2029,3190502590
gm_lvl2,2030,3167685667
gm_lvl2,2031,3121254599
gm_lvl2,2032,3104791979
gm_lvl2,2033,3087773863
gm_lvl2,2034,3083851746
gm_lvl2,2035,3065879202
gm_lvl2,2036,3033735033
gm_lvl2,2037,3043512818
gm_lvl2,2038,3018323672
gm_lvl2,2039,2979106199
gm_lvl2,2040,3001256563
gm_lvl2,2041,2982444625
gm_lvl2,2042,2920535941
gm_lvl2,2043,2956264719
gm_lvl2,2044,2929496090
gm_lvl2,2045,2920668653
gm_lvl2,2046,2878693695
gm_lvl2,2047,2859126969
gm_lvl2,2048,2844548407
gm_lvl2,2049,2785873460
gm_lvl2,2050,2779631929
gm_lvl3,1800,15646810
gm_lvl3,1801,15634939
gm_lvl3,1802,15891948
gm_lvl3,1803,15821387
gm_lvl3,1804,15999939
gm_lvl3,1805,16105695
gm_lvl3,1806,16328256
gm_lvl3,1807,16365325
gm_lvl3,1808,16275798
gm_lvl3,1809,16465593
gm_lvl3,1810,16406248
gm_lvl3,1811,16546637
gm_lvl3,1812,16267172
gm_lvl3,1813,16669461
gm_lvl3,1814,16841744
gm_lvl3,1815,17072445
gm_lvl3,1816,17020764
gm_lvl3,1817,17260516
gm_lvl3,1818,17645636
gm_lvl3,1819,17845593
gm_lvl3,1820,18315054
gm_lvl3,1821,18839947
gm_lvl3,1822,19085296
gm_lvl3,1823,19253776
gm_lvl3,1824,19441345
gm_lvl3,1825,19487057
gm_lvl3,1826,19876522
gm_lvl3,1827,19996254
gm_lvl3,1828,20043266
gm_lvl3,1829,20256036
gm_lvl3,1830,20791556
gm_lvl3,1831,20516728
gm_lvl3,1832,20988552
gm_lvl3,1833,21103759
gm_lvl3,1834,21052672
gm_lvl3,1835,21314302
gm_lvl3,1836,21687682
gm_lvl3,1837,21799324
gm_lvl3,1838,22148563
gm_lvl3,1839,22556897
gm_lvl3,1840,22774135
gm_lvl3,1841,23450764
gm_lvl3,1842,23732242
gm_lvl3,1843,24642850
gm_lvl3,1844,25342759
gm_lvl3,1845,25776822
gm_lvl3,1846,25865430
gm_lvl3,1847,26062349
gm_lvl3,1848,27026647
gm_lvl3,1849,27528539
gm_lvl3,1850,27835423
gm_lvl3,1851,28671806
gm_lvl3,1852,30147474
gm_lvl3,1853,31308197
gm_lvl3,1854,31876270
gm_lvl3,1855,31255773
gm_lvl3,1856,33639985
gm_lvl3,1857,34101796
gm_lvl3,1858,34137365
gm_lvl3,1859,35518515
gm_lvl3,1860,36738673
gm_lvl3,1861,36302760
gm_lvl3,1862,37149486
gm_lvl3,1863,39206985
gm_lvl3,1864,40564017
gm_lvl3,1865,40953318
gm_lvl3,1866,41392932
gm_lvl3,1867,41658547
gm_lvl3,1868,42620706
gm_lvl3,1869,44590728
gm_lvl3,1870,43808405
gm_lvl3,1871,45714186
gm_lvl3,1872,47852855
gm_lvl3,1873,49032019
gm_lvl3,1874,50799170
gm_lvl3,1875,51691141
gm_lvl3,1876,51789147
gm_lvl3,1877,52122128
gm_lvl3,1878,53540321
gm_lvl3,1879,55154275
gm_lvl3,1880,58688139
gm_lvl3,1881,61022098
gm_lvl3,1882,63357849
gm_lvl3,1883,65695927
gm_lvl3,1884,66716548
gm_lvl3,1885,67999097
gm_lvl3,1886,68978285
gm_lvl3,1887,72137513
gm_lvl3,1888,74811774
gm_lvl3,1889,75309419
gm_lvl3,1890,77628890
gm_lvl3,1891,77675086
gm_lvl3,1892,81323174
gm_lvl3,1893,82514743
gm_lvl3,1894,86799886
gm_lvl3,1895,90880095
gm_lvl3,1896,94281835
gm_lvl3,1897,97556135
gm_lvl3,1898,103206067
gm_lvl3,1899,109640252
gm_lvl3,1900,111066474
gm_lvl3,1901,112310611
gm_lvl3,1902,117338972
gm_lvl3,1903,120527575
gm_lvl3,1904,124256243
gm_lvl3,1905,129501916
gm_lvl3,1906,133649110
gm_lvl3,1907,137848140
gm_lvl3,1908,135810081
gm_lvl3,1909,145536735
gm_lvl3,1910,146139910
gm_lvl3,1911,150032168
gm_lvl3,1912,156496086
gm_lvl3,1913,161362933
gm_lvl3,1914,153438823
gm_lvl3,1915,151922963
gm_lvl3,1916,159876736
gm_lvl3,1917,156760776
gm_lvl3,1918,150528563
gm_lvl3,1919,150649318
gm_lvl3,1920,153358348
gm_lvl3,1921,157057052
gm_lvl3,1922,170674493
gm_lvl3,1923,172812812
gm_lvl3,1924,184992246
gm_lvl3,1925,201262360
gm_lvl3,1926,204005534
gm_lvl3,1927,213295835
gm_lvl3,1928,225553780
gm_lvl3,1929,235687970
gm_lvl3,1930,231470523
gm_lvl3,1931,218281859
gm_lvl3,1932,208307699
gm_lvl3,1933,217549634
gm_lvl3,1934,229539095
gm_lvl3,1935,242530591
gm_lvl3,1936,256092145
gm_lvl3,1937,271858512
gm_lvl3,1938,284152875
gm_lvl3,1939,299313206
gm_lvl3,1940,294935560
gm_lvl3,1941,295773427
gm_lvl3,1942,290101068
gm_lvl3,1943,289319938
gm_lvl3,1944,281789302
gm_lvl3,1945,262245593
gm_lvl3,1946,253857028
gm_lvl3,1947,269809786
gm_lvl3,1948,286133251
gm_lvl3,1949,307089409
gm_lvl3,1950,324232489
gm_lvl3,1951,336242299
gm_lvl3,1952,353378531
gm_lvl3,1953,367161321
gm_lvl3,1954,385700673
gm_lvl3,1955,406156676
gm_lvl3,1956,423427979
gm_lvl3,1957,440771740
gm_lvl3,1958,460493812
gm_lvl3,1959,476107416
gm_lvl3,1960,500347913
gm_lvl3,1961,524419807
gm_lvl3,1962,546425990
gm_lvl3,1963,563635226
gm_lvl3,1964,591219719
gm_lvl3,1965,607615588
gm_lvl3,1966,624567028
gm_lvl3,1967,657564099
gm_lvl3,1968,679336597
gm_lvl3,1969,704797878
gm_lvl3,1970,731165446
gm_lvl3,1971,745056756
gm_lvl3,1972,766360977
gm_lvl3,1973,791135523
gm_lvl3,1974,807801056
gm_lvl3,1975,833720875
gm_lvl3,1976,845936666
gm_lvl3,1977,860879388
gm_lvl3,1978,873909903
gm_lvl3,1979,884246559
gm_lvl3,1980,895909778
gm_lvl3,1981,902621490
gm_lvl3,1982,910885122
gm_lvl3,1983,912268803
gm_lvl3,1984,922903217
gm_lvl3,1985,936239825
gm_lvl3,1986,958748927
gm_lvl3,1987,952564359
gm_lvl3,1988,956693034
gm_lvl3,1989,961879392
gm_lvl3,1990,959175338
gm_lvl3,1991,960060181
gm_lvl3,1992,951098671
gm_lvl3,1993,938935103
gm_lvl3,1994,937917214
gm_lvl3,1995,972763564
gm_lvl3,1996,971997293
gm_lvl3,1997,995422625
gm_lvl3,1998,1009476271
gm_lvl3,1999,992872252
gm_lvl3,2000,1030209460
gm_lvl3,2001,1061881043
gm_lvl3,2002,1107657286
gm_lvl3,2003,1140793539
gm_lvl3,2004,1205490299
gm_lvl3,2005,1288894445
gm_lvl3,2006,1355125322
gm_lvl3,2007,1426860766
gm_lvl3,2008,1514639929
gm_lvl3,2009,1566292499
gm_lvl3,2010,1667775883
gm_lvl3,2011,1765479019
gm_lvl3,2012,1864089365
gm_lvl3,2013,1982564545
gm_lvl3,2014,2070098045
gm_lvl3,2015,2146407087
gm_lvl3,2016,2217817554
gm_lvl3,2017,2321482177
gm_lvl3,2018,2407053845
gm_lvl3,2019,2476436718
gm_lvl3,2020,2437730820
gm_lvl3,2021,2523509144
gm_lvl3,2022,2593249092
gm_lvl3,2023,2632767335
gm_lvl3,2024,2717806100
gm_lvl3,2025,2795549619
gm_lvl3,2026,2894486594
gm_lvl3,2027,2971432844
gm_lvl3,2028,3013981043
gm_lvl3,2029,3082654611
gm_lvl3,2030,3117676585
gm_lvl3,2031,3214135074
gm_lvl3,2032,3234256507
gm_lvl3,2033,3308772165
gm_lvl3,2034,3353811834
gm_lvl3,2035,3366098419
gm_lvl3,2036,3445526486
gm_lvl3,2037,3481877280
gm_lvl3,2038,3493104395
gm_lvl3,2039,3576069796
gm_lvl3,2040,3611389676
gm_lvl3,2041,3649630185
gm_lvl3,2042,3702198081
gm_lvl3,2043,3725535882
gm_lvl3,2044,3769573909
gm_lvl3,2045,3762249371
gm_lvl3,2046,3857925730
gm_lvl3,2047,3902090118
gm_lvl3,2048,3888124900
gm_lvl3,2049,3977516907
gm_lvl3,2050,4029223822
gm_lvl4,1800,2512043
gm_lvl4,1801,2510045
gm_lvl4,1802,2557235
gm_lvl4,1803,2542215
gm_lvl4,1804,2574507
gm_lvl4,1805,2594668
gm_lvl4,1806,2635975
gm_lvl4,1807,2639845
gm_lvl4,1808,2621187
gm_lvl4,1809,2662617
gm_lvl4,1810,2649222
gm_lvl4,1811,2674651
gm_lvl4,1812,2660487
gm_lvl4,1813,2736717
gm_lvl4,1814,2765956
gm_lvl4,1815,2810154
gm_lvl4,1816,2792452
gm_lvl4,1817,2829026
gm_lvl4,1818,2911781
gm_lvl4,1819,2945211
gm_lvl4,1820,2962689
gm_lvl4,1821,3018008
gm_lvl4,1822,3037639
gm_lvl4,1823,3030475
gm_lvl4,1824,3058482
gm_lvl4,1825,3080611
gm_lvl4,1826,3100690
gm_lvl4,1827,3079156
gm_lvl4,1828,3043552
gm_lvl4,1829,3001913
gm_lvl4,1830,3040517
gm_lvl4,1831,3013044
gm_lvl4,1832,3136725
gm_lvl4,1833,3170837
gm_lvl4,1834,3083611
gm_lvl4,1835,3088184
gm_lvl4,1836,3083342
gm_lvl4,1837,3110254
gm_lvl4,1838,3150052
gm_lvl4,1839,3168918
gm_lvl4,1840,3128714
gm_lvl4,1841,3114989
gm_lvl4,1842,3053481
gm_lvl4,1843,3113152
gm_lvl4,1844,3211464
gm_lvl4,1845,3277760
gm_lvl4,1846,3253002
gm_lvl4,1847,3239711
gm_lvl4,1848,3302324
gm_lvl4,1849,3326852
gm_lvl4,1850,3370610
gm_lvl4,1851,3451550
gm_lvl4,1852,3607347
gm_lvl4,1853,3731048
gm_lvl4,1854,3814480
gm_lvl4,1855,3704874
gm_lvl4,1856,4033790
gm_lvl4,1857,4171143
gm_lvl4,1858,4246374
gm_lvl4,1859,4423999
gm_lvl4,1860,4730506
gm_lvl4,1861,4763346
gm_lvl4,1862,4910392
gm_lvl4,1863,5193571
gm_lvl4,1864,5397027
gm_lvl4,1865,5442747
gm_lvl4,1866,5511290
gm_lvl4,1867,5580247
gm_lvl4,1868,5803514
gm_lvl4,1869,6103111
gm_lvl4,1870,5971442
gm_lvl4,1871,6163093
gm_lvl4,1872,6271779
gm_lvl4,1873,6256710
gm_lvl4,1874,6348708
gm_lvl4,1875,6291560
gm_lvl4,1876,6265731
gm_lvl4,1877,6118726
gm_lvl4,1878,6148758
gm_lvl4,1879,6199893
gm_lvl4,1880,6590888
gm_lvl4,1881,6660530
gm_lvl4,1882,7067743
gm_lvl4,1883,7185428
gm_lvl4,1884,7148899
gm_lvl4,1885,7152791
gm_lvl4,1886,7066852
gm_lvl4,1887,7160306
gm_lvl4,1888,7308340
gm_lvl4,1889,7221785
gm_lvl4,1890,7308472
gm_lvl4,1891,7282359
gm_lvl4,1892,7824892
gm_lvl4,1893,7581155
gm_lvl4,1894,7969198
gm_lvl4,1895,8675725
gm_lvl4,1896,9103312
gm_lvl4,1897,9805462
gm_lvl4,1898,10221522
gm_lvl4,1899,11419007
gm_lvl4,1900,11538670
gm_lvl4,1901,12327960
gm_lvl4,1902,12663094
gm_lvl4,1903,12711474
gm_lvl4,1904,12999091
gm_lvl4,1905,14573091
gm_lvl4,1906,16265655
gm_lvl4,1907,16680124
gm_lvl4,1908,14283509
gm_lvl4,1909,17655850
gm_lvl4,1910,16560621
gm_lvl4,1911,18257564
gm_lvl4,1912,18844859
gm_lvl4,1913,19277593
gm_lvl4,1914,17254934
gm_lvl4,1915,17131234
gm_lvl4,1916,19241787
gm_lvl4,1917,19072711
gm_lvl4,1918,20141762
gm_lvl4,1919,20193807
gm_lvl4,1920,18702781
gm_lvl4,1921,17164639
gm_lvl4,1922,19756380
gm_lvl4,1923,21930096
gm_lvl4,1924,22641169
gm_lvl4,1925,25971589
gm_lvl4,1926,26345248
gm_lvl4,1927,27114864
gm_lvl4,1928,28001613
gm_lvl4,1929,31694202
gm_lvl4,1930,26154563
gm_lvl4,1931,23072218
gm_lvl4,1932,17101135
gm_lvl4,1933,17521562
gm_lvl4,1934,19861298
gm_lvl4,1935,22105746
gm_lvl4,1936,27078707
gm_lvl4,1937,30732354
gm_lvl4,1938,28818255
gm_lvl4,1939,33443602
gm_lvl4,1940,36571791
gm_lvl4,1941,41136139
gm_lvl4,1942,50433550
gm_lvl4,1943,56274632
gm_lvl4,1944,62345021
gm_lvl4,1945,54691277
gm_lvl4,1946,50275750
gm_lvl4,1947,46573585
gm_lvl4,1948,53427203
gm_lvl4,1949,49936963
gm_lvl4,1950,57171478
gm_lvl4,1951,64774911
gm_lvl4,1952,66610659
gm_lvl4,1953,75487589
gm_lvl4,1954,71716200
gm_lvl4,1955,82544158
gm_lvl4,1956,85394883
gm_lvl4,1957,88887474
