geo,time,st_int_rcpt_xp_zs
zaf,2011,8.43424
zaf,2012,9.49846
zaf,2013,9.2112
zaf,2014,9.49251
zaf,2015,9.48659
zaf,2016,9.62696
zaf,2017,9.31728
zaf,2018,8.80085
zaf,2019,8.55109
zaf,2020,2.88578
zwe,2009,6.9746
zwe,2010,3.82059
zwe,2011,3.36746
zwe,2012,4.04216
zwe,2013,4.39462
zwe,2014,4.59786
zwe,2015,4.81817
zwe,2016,4.7787
zwe,2017,3.40501
zwe,2018,3.68856
zwe,2019,5.41111
zwe,2020,1.25397
