geo,time,dt_tds_dppg_xp_zs
dom,2003,9.80231
dom,2004,10.45964
dom,2005,8.40799
dom,2006,12.82449
dom,2007,11.83464
dom,2008,11.62413
dom,2009,14.4527
dom,2010,8.89395
dom,2011,8.47145
dom,2012,6.80844
dom,2013,8.63952
dom,2014,10.282
dom,2015,20.14609
dom,2016,9.57332
dom,2017,7.8334
dom,2018,8.81112
dom,2019,9.78328
dom,2020,30.34022
dza,1977,16.64645
dza,1978,22.53197
dza,1979,27.85796
dza,1980,27.36557
dza,1981,25.96085
dza,1982,30.48559
dza,1983,33.70888
dza,1984,36.66916
dza,1985,35.43415
dza,1986,58.39204
dza,1987,55.55236
dza,1988,76.92688
dza,1989,67.64024
dza,1990,63.29975
dza,1991,70.45065
dza,2005,10.11113
dza,2006,22.09711
dza,2007,1.11898
dza,2008,1.17927
dza,2009,0.87545
dza,2010,0.59581
dza,2011,0.58493
dza,2012,0.83831
dza,2013,0.41766
dza,2014,0.35686
dza,2015,0.46866
dza,2016,0.47165
dza,2017,0.41626
dza,2018,0.32386
dza,2019,0.29178
dza,2020,0.38435
ecu,1976,6.09301
ecu,1977,7.62107
ecu,1978,12.33504
ecu,1979,38.62032
ecu,1980,19.07298
ecu,1981,31.0672
ecu,1982,40.77751
ecu,1983,20.30893
ecu,1984,34.18771
ecu,1985,28.65042
ecu,1986,37.55135
ecu,1987,24.45692
ecu,1988,30.99022
ecu,1989,28.64033
ecu,1990,26.82268
ecu,1991,27.16548
ecu,1992,21.71584
ecu,1993,19.99669
ecu,1994,18.55245
ecu,1995,28.29679
ecu,1996,22.0364
ecu,1997,32.82604
ecu,1998,32.50048
ecu,1999,28.52899
ecu,2000,38.02734
ecu,2001,24.88314
ecu,2002,28.14497
ecu,2003,19.57091
ecu,2004,22.54873
ecu,2005,14.68445
ecu,2006,17.41303
ecu,2007,11.946
ecu,2008,8.21358
ecu,2009,44.00924
ecu,2010,4.91482
ecu,2011,5.77625
ecu,2012,6.4768
ecu,2013,6.67072
ecu,2014,6.99003
ecu,2015,14.70497
ecu,2016,15.10749
ecu,2017,20.51357
ecu,2018,21.21654
ecu,2019,23.95861
ecu,2020,22.3214
egy,1977,12.41399
egy,1978,14.05655
egy,1979,9.16044
egy,1980,9.56849
egy,1981,14.01721
egy,1982,14.80069
egy,1983,18.75922
egy,1984,21.67365
egy,1985,28.83692
egy,1986,31.93639
egy,1987,14.59795
egy,1988,24.02795
egy,1989,28.56131
egy,1990,23.15861
egy,1991,17.29285
egy,1992,17.45323
egy,1993,14.86109
egy,1994,13.71593
egy,1995,13.87853
egy,1996,11.96111
egy,1997,10.30187
egy,1998,11.19266
egy,1999,9.9258
egy,2000,8.47898
egy,2001,9.51316
egy,2002,10.98151
egy,2003,11.1316
egy,2004,7.26373
egy,2005,6.82566
egy,2006,6.02269
egy,2007,5.6829
egy,2008,5.47242
egy,2009,6.23115
egy,2010,5.89025
egy,2011,7.50098
egy,2012,6.0238
egy,2013,7.33582
egy,2014,12.35108
egy,2015,9.43512
egy,2016,18.01925
egy,2017,14.07847
egy,2018,13.77512
egy,2019,14.40459
egy,2020,27.00324
eri,1995,0.10544
eri,1997,0.22416
eri,1998,2.92491
eri,1999,4.25601
eri,2000,2.78191
eth,1977,5.76215
eth,1978,6.72064
eth,1979,5.32124
eth,1980,5.97567
eth,1981,8.38013
eth,1982,9.71684
eth,1983,12.5947
eth,1984,13.90866
eth,1985,17.11145
eth,1986,23.40659
eth,1987,32.31781
eth,1988,40.72432
eth,1989,36.12788
eth,1990,33.1582
eth,1991,27.61248
eth,1992,22.7127
eth,1993,17.89642
eth,1994,15.19831
eth,1995,18.29402
eth,1996,41.45546
eth,1997,9.82307
eth,1998,11.62299
eth,1999,15.05126
eth,2000,12.23359
eth,2001,17.11187
eth,2002,6.76813
eth,2003,6.42809
eth,2004,4.9131
eth,2005,4.03848
eth,2006,5.77033
eth,2007,4.59855
eth,2008,2.91262
eth,2009,2.75796
eth,2010,3.76143
eth,2011,5.84688
eth,2012,7.13072
eth,2013,10.66798
eth,2014,11.73499
eth,2015,17.57261
eth,2016,19.74014
eth,2017,21.23026
eth,2018,20.47293
eth,2019,27.45415
eth,2020,25.4949
fji,1979,2.9145
fji,1980,3.46591
fji,1981,4.61389
fji,1982,6.25963
fji,1983,7.31527
fji,1984,9.65963
fji,1985,10.27373
fji,1986,9.74171
fji,1987,10.9912
fji,1988,9.28127
fji,1989,7.95707
fji,1990,8.91697
fji,1991,9.33038
fji,1992,6.9508
fji,1993,5.84757
fji,1994,6.17068
fji,1995,3.73141
fji,1996,2.12833
fji,1997,1.53671
fji,1998,2.20785
fji,1999,2.5884
fji,2000,2.48892
fji,2001,1.78343
fji,2002,1.71784
fji,2003,1.24037
fji,2004,0.7516
