geo,time,ms_mil_xpnd_cn
bel,1974,1431300000
bel,1975,1757500000
bel,1976,2018900000
bel,1977,2218200000
bel,1978,2472100000
bel,1979,2639400000
bel,1980,2869500000
bel,1981,3115750000
bel,1982,3275340000
bel,1983,3386600000
bel,1984,3448500000
bel,1985,3574200000
bel,1986,3769900000
bel,1987,3852800000
bel,1988,3734400000
bel,1989,3790700000
bel,1990,3847400000
bel,1991,3914700000
bel,1992,3292500000
bel,1993,3212700000
bel,1994,3271100000
bel,1995,3251300000
bel,1996,3255700000
bel,1997,3267100000
bel,1998,3297200000
bel,1999,3377600000
bel,2000,3463300000
bel,2001,3392800000
bel,2002,3344000000
bel,2003,3434000000
bel,2004,3433000000
bel,2005,3400000000
bel,2006,3434000000
bel,2007,3773000000
bel,2008,4298000000
bel,2009,4046000000
bel,2010,3960000000
bel,2011,3956000000
bel,2012,4023000000
bel,2013,3964000000
bel,2014,3913000000
bel,2015,3789000000
bel,2016,3848000000
bel,2017,3932000000
bel,2018,4101000000
bel,2019,4303000000
ben,1960,319000000
ben,1961,533000000
ben,1962,670000000
ben,1963,726000000
ben,1964,932000000
ben,1965,979000000
ben,1966,915000000
ben,1967,962000000
ben,1968,1063000000
ben,1969,1044000000
ben,1970,1133000000
ben,1971,1180000000
ben,1972,1236000000
ben,1973,1493000000
ben,1974,1552000000
ben,1975,1684000000
ben,1976,1711000000
ben,1977,2493000000
ben,1978,1930000000
ben,1979,3736000000
ben,1980,4990000000
ben,1981,4670000000
ben,1982,5440000000
ben,1983,6770000000
ben,1984,9280000000
ben,1985,8900000000
ben,1986,9100000000
ben,1987,10700000000
ben,1988,11000000000
ben,1989,9100000000
ben,1990,8935000000
ben,1999,10986000000
ben,2000,10321000000
ben,2001,9612000000
ben,2002,18122000000
ben,2003,20077000000
ben,2004,22072000000
ben,2005,23581000000
ben,2006,24464000000
ben,2008,28984000000
ben,2012,39935000000
ben,2013,42489000000
ben,2014,45976000000
ben,2015,53760490000
ben,2016,47187000000
ben,2017,67898000000
ben,2018,50135000000
ben,2019,39911000000
bfa,1960,311000000
bfa,1961,403000000
bfa,1962,1201000000
bfa,1963,1294000000
bfa,1964,1313000000
bfa,1965,860000000
bfa,1966,960000000
bfa,1967,909000000
bfa,1968,931000000
bfa,1969,1046000000
bfa,1970,1157000000
bfa,1971,1196000000
bfa,1972,1247000000
bfa,1973,1355000000
bfa,1974,1509000000
bfa,1975,3871000000
bfa,1976,4667000000
bfa,1977,5627000000
bfa,1978,7305000000
bfa,1979,6814000000
bfa,1980,7471000000
bfa,1981,9216000000
bfa,1982,10800000000
bfa,1983,11172000000
bfa,1984,11784000000
bfa,1985,12178000000
bfa,1986,17724000000
bfa,1987,15241000000
bfa,1988,17033000000
bfa,1989,21315000000
bfa,1990,22997000000
bfa,1991,19608000000
bfa,1992,18824000000
bfa,1993,17139000000
bfa,1994,16800000000
bfa,1995,18400000000
bfa,1996,19000000000
bfa,1997,22500000000
bfa,1998,23300000000
bfa,1999,25700000000
bfa,2000,26100000000
bfa,2001,27000000000
bfa,2002,29600000000
bfa,2003,29500000000
bfa,2004,34700000000
bfa,2005,38950000000
bfa,2006,37979000000
bfa,2007,51673000000
bfa,2008,52393000000
bfa,2009,60125000000
bfa,2010,61266000000
bfa,2011,65519000000
bfa,2012,75420000000
bfa,2013,82078000000
bfa,2014,87594000000
bfa,2015,87496000000
bfa,2016,88625000000
bfa,2017,111699000000
bfa,2018,169936000000
bfa,2019,209727000000
bgd,1973,381554631.80728
bgd,1974,594725281.42482
bgd,1975,985017363.85432
bgd,1976,1621346797.57963
bgd,1977,1976052574.49481
bgd,1978,2025236899.18941
bgd,1979,2118976435.66617
bgd,1980,2584780922.47973
bgd,1981,3131594885.26087
bgd,1982,4084613506.108
bgd,1983,5705960303.68764
bgd,1984,6194910355.06336
bgd,1985,6297329478.25094
bgd,1986,7565127777.14351
bgd,1987,8923193777.82852
bgd,1988,10535282349.5833
bgd,1989,12223751284.3932
bgd,1990,12894972656.696
bgd,1991,13969505491.4945
bgd,1992,16660177371.8461
bgd,1993,18637965863.6831
bgd,1994,22012589176.84669
bgd,1995,24976378719.03189
bgd,1996,26704773752.71149
bgd,1997,29930686813.5632
bgd,1998,32908363694.48569
bgd,1999,36196191140.5412
bgd,2000,38626475419.5684
bgd,2001,39370605320.242
bgd,2002,39468973969.6312
bgd,2003,41835607946.1126
bgd,2004,45862936179.9292
bgd,2005,49768750199.79449
bgd,2006,57192690033.1088
bgd,2007,65669753054.0016
bgd,2008,70657622217.1481
bgd,2009,86905808539.78769
bgd,2010,113154000000
bgd,2011,133588500000
bgd,2012,149270500000
bgd,2013,159954500000
bgd,2014,182922500000
bgd,2015,219442500000
bgd,2016,254475000000
bgd,2017,262084500000
bgd,2018,308118000000
bgd,2019,368002000000
bgr,1989,1740000
bgr,1990,1740000
bgr,1991,4130000
bgr,1992,5970000
bgr,1993,7800000
bgr,1994,13100000
bgr,1995,20900000
bgr,1996,38000000
bgr,1997,411000000
bgr,1998,564000000
bgr,1999,656000000
bgr,2000,746000000
bgr,2001,887000000
bgr,2002,947000000
bgr,2003,986000000
bgr,2004,978000000
bgr,2005,1051000000
bgr,2006,1116000000
bgr,2007,1415000000
bgr,2008,1553000000
bgr,2009,1273000000
bgr,2010,1230000000
bgr,2011,1066000000
bgr,2012,1099000000
bgr,2013,1196000000
bgr,2014,1102000000
bgr,2015,1116000000
bgr,2016,1186000000
bgr,2017,1255000000
bgr,2018,1593000000
bgr,2019,3716000000
bhr,1971,5500000
bhr,1972,5500000
bhr,1973,6700000
bhr,1974,10400000
bhr,1975,6500000
bhr,1976,10400000
bhr,1977,16000000
bhr,1978,45000000
bhr,1979,60000000
bhr,1980,66000000
bhr,1981,90000000
bhr,1982,117000000
bhr,1983,69000000
bhr,1984,62000000
bhr,1985,63000000
bhr,1986,67000000
bhr,1987,67000000
bhr,1988,78000000
bhr,1989,82000000
bhr,1990,90000000
bhr,1991,99000000
bhr,1992,105000000
bhr,1993,105000000
bhr,1994,107000000
bhr,1995,114000000
bhr,1996,121000000
bhr,1997,121000000
bhr,1998,124000000
bhr,1999,137000000
bhr,2000,135000000
bhr,2001,140000000
bhr,2002,167000000
bhr,2003,194000000
bhr,2004,200000000
bhr,2005,193000000
bhr,2006,215900000
bhr,2007,241600000
bhr,2008,270700000
bhr,2009,311400000
bhr,2010,316900000
bhr,2011,388600000
bhr,2012,444500000
bhr,2013,506700000
bhr,2014,554700000
bhr,2015,542200000
bhr,2016,566081000
bhr,2017,576300000
bhr,2018,574400000
bhr,2019,528200000
bih,2002,500892000
bih,2003,350542000
bih,2004,315190000
bih,2005,272560000
bih,2006,278100000
bih,2007,278726000
bih,2008,311492000
bih,2009,341373000
bih,2010,324758000
bih,2011,298100000
bih,2012,300400000
bih,2013,291100000
bih,2014,280653000
bih,2015,286066000
bih,2016,279278000
bih,2017,271148000
bih,2018,285127000
bih,2019,319996000
blr,1992,1500
blr,1993,27500
blr,1994,644400
blr,1995,2063200
blr,1996,2418500
blr,1997,6489100
blr,1998,10498000
blr,1999,41359000
blr,2000,123031000
blr,2001,247000000
blr,2002,366000000
blr,2003,475000000
blr,2004,679000000
blr,2005,975000000
blr,2006,1355000000
blr,2007,1603000000
blr,2008,1886500000
blr,2009,1886500000
blr,2010,2286600000
blr,2011,3762200000
blr,2012,6811830000
blr,2013,8623486000
blr,2014,10334799000
blr,2015,11525000000
blr,2016,12003000000
blr,2017,12228510000
blr,2018,14572510000
blr,2019,16313000000
blz,1981,4158500
blz,1982,5153750
blz,1983,5799500
blz,1984,6512250
blz,1985,6526000
blz,1989,8710750
blz,1990,9537500
blz,1991,9465750
blz,1992,10584250
blz,1993,12260750
blz,1994,15798750
blz,1995,16105750
blz,1996,15931750
blz,1997,18790000
blz,2000,14232250
blz,2001,14909325
blz,2002,15659875
blz,2003,17104450
blz,2004,18972300
blz,2005,21421925
blz,2006,24566075
blz,2007,27518150
blz,2008,37435475
blz,2009,34535075
blz,2010,30674500
blz,2011,30832500
blz,2012,30438250
blz,2013,35557750
blz,2014,39833750
blz,2015,39435250
blz,2016,43425775
blz,2017,45901525
blz,2018,46384875
blz,2019,46641950
bol,1961,58.63277
bol,1962,61.72395
bol,1963,76.08299
bol,1968,137.60751
bol,1969,145.58476
bol,1970,199.43117
bol,1971,188.46246
bol,1972,275.21502
bol,1973,422.79409
bol,1974,795.73039
bol,1975,1166.67237
bol,1976,1336.18887
bol,1977,1465.81914
bol,1978,1954.42551
bol,1979,2443.03189
bol,1980,3898.87947
bol,1981,5853.30498
bol,1982,7927.3892
bol,1983,20840.55777
bol,1984,453705.92284
bol,1985,57735325.12602
bol,1986,178490901.51221
bol,1987,212394201.24079
bol,1988,218377136.48701
bol,1989,273719287.51454
bol,1990,434859676.81272
bol,1991,514333000
bol,1992,551697000
bol,1993,468720000
bol,1994,621900000
bol,1995,675700000
bol,1996,745780000
bol,1997,946820000
bol,1998,1260040000
bol,1999,1027310000
bol,2000,1071270000
bol,2001,1218300000
bol,2002,1150340000
bol,2003,1328340000
bol,2004,1340290000
bol,2005,1365280000
bol,2006,1438290000
bol,2007,1737330000
bol,2008,2368340000
bol,2009,2427360000
bol,2010,2297350000
bol,2011,2799539000
bol,2012,3454102000
bol,2013,3900072000
bol,2014,4324866000
bol,2015,3976500000
bol,2016,3818043000
bol,2017,3981797000
bol,2018,4277695000
bol,2019,4136045000
bra,1960,0.00003
bra,1961,0.00004
bra,1962,0.00006
bra,1963,0.00011
bra,1964,0.00019
bra,1965,0.00052
bra,1966,0.00069
bra,1967,0.00086
bra,1968,0.00111
bra,1969,0.00144
bra,1970,0.00204
bra,1971,0.00246
bra,1972,0.00307
bra,1973,0.00401
bra,1974,0.00526
bra,1975,0.00753
bra,1976,0.0119
bra,1977,0.0153
bra,1978,0.02104
bra,1979,0.03299
bra,1980,0.05154
bra,1981,0.10147
bra,1982,0.23549
bra,1983,0.52008
bra,1984,1.61
bra,1985,7.21
bra,1986,16.3
bra,1987,73.4
bra,1988,667
bra,1989,10745
bra,1990,273000
bra,1991,1178000
bra,1992,9753000
bra,1993,271760000
bra,1994,7040000000
bra,1995,13140000000
bra,1996,14145000000
bra,1997,15021000000
bra,1998,16662000000
bra,1999,17898000000
bra,2000,20753000000
bra,2001,25682000000
bra,2002,28224000000
bra,2003,25829000000
bra,2004,28608000000
bra,2005,33080000000
bra,2006,35686000000
bra,2007,39887000000
bra,2008,44841000000
bra,2009,51283000000
bra,2010,59819000000
bra,2011,61788000000
bra,2012,66379000000
bra,2013,70881000000
bra,2014,76874200000
bra,2015,81873500000
bra,2016,84509000000
bra,2017,93120100000
bra,2018,102938300000
bra,2019,106274700000
brn,1984,207690000
brn,1985,223870000
brn,1986,239870000
brn,1987,220000000
brn,1988,359000000
brn,1989,363000000
brn,1990,419000000
brn,1991,424000000
brn,1992,410000000
brn,1993,378000000
brn,1994,400000000
brn,1995,405000000
brn,1996,463000000
brn,1997,548000000
brn,1998,492000000
brn,1999,438000000
brn,2000,421000000
brn,2001,390000000
brn,2002,405000000
brn,2003,424000000
brn,2004,337000000
brn,2005,413750000
brn,2006,466250000
brn,2007,487000000
brn,2008,513000000
brn,2009,508750000
brn,2010,532750000
brn,2011,522500000
brn,2012,513900000
brn,2013,515600000
brn,2014,668725000
brn,2015,582992500
brn,2016,557372500
brn,2017,479842500
brn,2018,482517500
brn,2019,565690000
bwa,1977,4757500
bwa,1978,11847500
bwa,1979,19850000
bwa,1980,24750000
bwa,1981,26075000
bwa,1982,24250000
bwa,1983,26825000
bwa,1984,33900000
bwa,1985,39950000
bwa,1986,64475000
bwa,1987,123950000
bwa,1988,171425000
bwa,1989,207127500
bwa,1990,290700000
bwa,1991,348252500
bwa,1992,375502500
bwa,1993,449895000
bwa,1994,457555000
bwa,1995,459837500
bwa,1996,467250000
bwa,1997,585975000
bwa,1998,765100000
bwa,1999,784200000
bwa,2000,942400000
bwa,2001,1228525000
bwa,2002,1414575000
bwa,2003,1490000000
bwa,2004,1473750000
bwa,2005,1450500000
bwa,2006,1593000000
bwa,2007,1881250000
bwa,2008,2269250000
bwa,2009,2362250000
bwa,2010,2368750000
bwa,2011,2484500000
bwa,2012,2490500000
bwa,2013,2573750000
bwa,2014,3108250000
bwa,2015,3885750000
bwa,2016,5607750000
bwa,2017,5413650000
bwa,2018,5081050000
bwa,2019,5546000000
caf,1991,6093000000
caf,1992,6137000000
caf,1993,5421000000
caf,1994,5935000000
caf,1995,6496000000
caf,1996,6239000000
caf,2002,7445200000
caf,2003,8729000000
caf,2004,7979000000
caf,2005,8121000000
caf,2007,9160000000
caf,2008,14111000000
caf,2009,16995100000
caf,2010,25549000000
caf,2011,23534000000
caf,2012,21823000000
caf,2013,23676000000
caf,2014,18989000000
caf,2015,15794000000
caf,2016,15916000000
caf,2017,16157000000
caf,2018,16960000000
caf,2019,18992000000
can,1960,1651000000
can,1961,1699750000
can,1962,1786250000
can,1963,1736500000
can,1964,1787750000
can,1965,1697500000
can,1966,1739250000
can,1967,1915250000
can,1968,1936500000
can,1969,1906000000
can,1970,1974000000
can,1971,2098000000
can,1972,2211250000
can,1973,2363250000
can,1974,2747750000
can,1975,3235500000
can,1976,3531750000
can,1977,3990250000
can,1978,4527500000
can,1979,4784250000
can,1980,5547250000
can,1981,6163750000
can,1982,7423750000
can,1983,8561750000
can,1984,9518500000
can,1985,10187250000
can,1986,10810500000
can,1987,11528750000
can,1988,12180750000
can,1989,12724500000
can,1990,13318250000
can,1991,12990750000
can,1992,13040750000
can,1993,13247500000
can,1994,13079250000
can,1995,12594750000
can,1996,11747500000
can,1997,11001000000
can,1998,11494750000
can,1999,12199000000
can,2000,12325500000
can,2001,12971750000
can,2002,13332000000
can,2003,13952000000
can,2004,14749000000
can,2005,15738500000
can,2006,16799750000
can,2007,18707750000
can,2008,20638750000
can,2009,21646000000
can,2010,19898250000
can,2011,21169750000
can,2012,20435500000
can,2013,19067500000
can,2014,19748000000
can,2015,22944000000
can,2016,23580500000
can,2017,28939250000
can,2018,29459000000
can,2019,29456250000
che,1960,875000000
che,1961,1038000000
che,1962,1197000000
che,1963,1290000000
che,1964,1441000000
che,1965,1502000000
che,1966,1654000000
che,1967,1676000000
che,1968,1635000000
che,1969,1789000000
che,1970,1907000000
che,1971,2114000000
che,1972,2297000000
che,1973,2421000000
che,1974,2647000000
che,1975,2664000000
che,1976,3070000000
che,1977,2948000000
che,1978,2984000000
che,1979,3234000000
che,1980,3346000000
che,1981,3557000000
che,1982,3915000000
che,1983,4085000000
che,1984,4248000000
che,1985,4833000000
che,1986,4615000000
che,1987,4504000000
che,1988,4794000000
che,1989,5042000000
che,1990,5635000000
che,1991,5760000000
che,1992,5819000000
che,1993,5336000000
che,1994,5333000000
che,1995,5493000000
che,1996,5240000000
che,1997,5077000000
che,1998,5066000000
che,1999,4727000000
che,2000,4729000000
che,2001,4664000000
che,2002,4493000000
che,2003,4404000000
che,2004,4357000000
che,2005,4339000000
che,2006,4174000000
che,2007,4231000000
che,2008,4439000000
che,2009,4413000000
che,2010,4292000000
che,2011,4417000000
che,2012,4306000000
che,2013,4665000000
che,2014,4226000000
che,2015,4351000000
che,2016,4506000000
che,2017,4557000000
che,2018,4552000000
che,2019,5148000000
chl,1960,133000
chl,1961,169000
chl,1962,172000
chl,1963,248000
chl,1964,346000
chl,1965,531000
chl,1966,719000
chl,1967,926000
chl,1968,1195000
chl,1969,1551000
chl,1970,4380000
chl,1971,7955000
chl,1972,15536000
chl,1973,72066000
chl,1974,654000000
chl,1975,2390000000
chl,1976,7830000000
chl,1977,19900000000
chl,1978,32800000000
chl,1979,48900000000
chl,1980,69700000000
chl,1981,89400000000
chl,1982,110000000000
chl,1983,118000000000
chl,1984,144000000000
chl,1985,183000000000
chl,1986,215000000000
chl,1987,256000000000
chl,1988,245000000000
chl,1989,264000000000
chl,1990,314500000000
chl,1991,362500000000
chl,1992,423800000000
chl,1993,521800000000
chl,1994,616000000000
chl,1995,725300000000
chl,1996,785000000000
chl,1997,889200000000
chl,1998,972300000000
chl,1999,1039500000000
chl,2000,1135000000000
chl,2001,1202000000000
chl,2002,1226000000000
chl,2003,1429800000000
chl,2004,1638000000000
chl,2005,1735500000000
chl,2006,2044400000000
chl,2007,2101600000000
chl,2008,2425200000000
chl,2009,2188600000000
chl,2010,2497200000000
chl,2011,2750500000000
chl,2012,2659100000000
chl,2013,2738800000000
chl,2014,2910360000000
chl,2015,3029100000000
chl,2016,3247300000000
chl,2017,3479771751396.2002
chl,2018,3556855509043.2002
chl,2019,3646113512000
chn,1989,42935255000
chn,1990,48239063000
chn,1991,52987117000
chn,1992,68492867000
chn,1993,72469127000
chn,1994,86623392400
chn,1995,105279918000
chn,1996,121081401989.40401
chn,1997,133506848385.87199
chn,1998,145113527002.04099
chn,1999,174069587633.25201
chn,2000,189824056296.05801
chn,2001,230726531823.53799
chn,2002,266002752458.24701
chn,2003,290741844847.20203
chn,2004,333991336085.08801
chn,2005,376274009981.57599
chn,2006,441230137680.63898
chn,2007,517400000000
chn,2008,600100000000
chn,2009,721700000000
chn,2010,783400000000
chn,2011,891470218006.6051
chn,2012,993500000000
chn,2013,1114496105304.26001
chn,2014,1233429980236.66992
chn,2015,1335618810239.96997
chn,2016,1439097205422.25
chn,2017,1545757089751.12012
chn,2018,1677172381928.6499
chn,2019,1803554044467.40967
civ,1962,2148000000
civ,1963,1976000000
civ,1964,2742000000
civ,1965,3162000000
civ,1966,3260000000
civ,1967,3619000000
civ,1968,3789000000
civ,1969,4200000000
civ,1970,4900000000
civ,1971,6600000000
civ,1972,8000000000
civ,1973,6400000000
civ,1974,9900000000
civ,1975,9834000000
civ,1976,12536000000
civ,1977,12640000000
civ,1978,19579000000
civ,1979,21854000000
civ,1980,25031000000
civ,1981,25000000000
civ,1982,28400000000
civ,1983,29057000000
civ,1984,30659000000
civ,1985,31253000000
civ,1986,33439000000
civ,1987,36900000000
civ,1988,38155000000
civ,1989,41368000000
civ,1990,39199000000
civ,1991,40671000000
civ,1992,41503000000
civ,1993,42088000000
civ,1994,46677000000
civ,1996,52516000000
civ,1997,54588000000
civ,2003,123800000000
civ,2004,132500000000
civ,2005,131800000000
civ,2006,139800000000
civ,2007,155100000000
civ,2008,165200000000
civ,2009,198346000000
civ,2010,192015000000
civ,2011,168612000000
civ,2012,208089035776.33401
civ,2013,212439000000
civ,2014,257719000000
civ,2015,336932000000
civ,2016,357396000000
