geo,time,se_prm_uner_ma_zs
pan,1987,14.08544
pan,1988,15.14328
pan,1989,13.87328
pan,1990,13.60243
pan,1999,5.74805
pan,2000,4.52759
pan,2001,2.81849
pan,2002,0.50514
pan,2005,0.65196
pan,2006,0.01739
pan,2008,1.01293
pan,2009,3.51553
pan,2010,2.56202
pan,2011,3.78711
pan,2012,4.3872
pan,2013,6.08906
pan,2014,8.58673
pan,2015,10.04821
pan,2017,12.91562
pan,2020,12.19249
per,1970,20.98363
per,1981,9.8189
per,1993,9.84992
per,1995,14.96228
per,1998,3.23337
per,1999,1.9548
per,2000,1.24331
per,2003,2.43607
per,2009,1.55665
per,2011,1.03324
phl,1981,6.39961
phl,1982,7.91286
phl,1983,9.39103
phl,1984,6.72497
phl,1986,6.24002
phl,1987,5.13224
phl,1988,4.4949
phl,1989,2.9947
phl,1990,0.58453
phl,1998,6.60342
phl,1999,11.30962
phl,2001,10.35568
phl,2002,10.34295
phl,2003,10.53042
phl,2004,11.26115
phl,2005,11.12681
phl,2006,12.71309
phl,2007,12.52322
phl,2008,11.53937
phl,2009,9.11349
phl,2014,3.42038
phl,2015,3.25092
phl,2016,3.49171
phl,2017,3.12847
phl,2018,3.51749
phl,2019,2.72096
png,1989,37.57523
png,2016,4.47794
pol,1999,2.77524
pol,2000,2.97184
pol,2001,3.30735
pol,2002,4.24658
pol,2003,5.22913
pol,2004,6.01841
pol,2005,6.65293
pol,2006,6.53968
pol,2007,6.41817
pol,2008,5.81669
pol,2009,5.22798
pol,2010,4.75704
pol,2011,4.84793
pol,2012,4.0234
pol,2013,3.49436
pol,2014,3.58323
pol,2017,2.64548
pol,2018,2.48166
pol,2019,1.32671
pri,2010,12.55057
pri,2011,15.8797
pri,2012,14.95541
pri,2013,14.91848
pri,2014,18.73095
pri,2015,20.11046
pri,2016,21.05163
prk,2009,2.2993
prt,1973,10.98843
prt,1974,10.81933
prt,1976,6.73643
prt,1977,5.61338
prt,1978,3.196
prt,1980,3.74436
prt,1981,3.31887
prt,1991,1.34143
prt,1994,0.13086
prt,2014,0.22181
prt,2015,0.94592
prt,2016,1.47082
prt,2017,0.06078
pry,1970,19.15852
pry,1972,29.7078
pry,1975,20.31179
pry,1976,18.99062
pry,1977,18.12031
pry,1978,16.48166
pry,1979,15.25698
pry,1980,13.14141
pry,1981,11.37252
pry,1983,10.86984
pry,1984,11.45356
pry,1985,11.68159
pry,1986,12.74476
pry,1987,12.13258
pry,1988,10.54286
pry,1989,8.9558
pry,1990,7.0521
pry,1991,5.25587
pry,1992,14.47094
pry,1993,4.08892
pry,1994,9.37915
pry,1996,6.70503
pry,1999,2.78686
pry,2000,1.51901
pry,2001,1.63793
pry,2002,3.26193
pry,2003,3.69137
pry,2004,4.25721
pry,2005,3.98639
pry,2006,5.44354
pry,2007,7.2453
pry,2008,8.77333
pry,2009,10.20482
pry,2010,10.03887
pry,2011,10.30868
pry,2012,10.78072
pry,2020,19.6551
pse,1999,9.19417
pse,2000,8.21406
pse,2001,10.49657
pse,2002,10.7697
pse,2003,11.96171
pse,2004,12.64062
pse,2005,14.49567
pse,2006,15.32266
pse,2007,16.05365
pse,2008,13.44243
pse,2009,11.33388
pse,2010,9.08368
pse,2011,8.35988
pse,2012,4.99717
pse,2013,5.50538
pse,2014,3.96285
pse,2015,4.69567
pse,2016,4.41902
pse,2017,2.48553
pse,2018,2.75965
pse,2019,3.47648
pse,2020,4.57118
pyf,1983,5.19295
pyf,1984,5.50711
pyf,1985,6.48915
qat,1971,13.58145
qat,1972,13.24024
qat,1973,12.54583
qat,1974,12.83181
qat,1976,13.1721
qat,1977,8.24051
qat,1978,4.00478
qat,1979,1.63671
qat,1981,3.27644
qat,1983,3.71892
qat,1984,5.09452
qat,1985,8.75888
qat,1986,10.1405
qat,1987,10.27522
qat,1988,11.77409
qat,1989,12.04979
qat,1990,13.10246
qat,1991,18.32781
qat,1992,20.94366
qat,1993,23.15815
qat,1994,18.78223
qat,2000,5.3942
qat,2006,8.42179
qat,2013,8.00823
qat,2014,7.19476
qat,2015,3.86764
qat,2016,2.39044
qat,2017,1.8791
qat,2018,2.20127
qat,2019,3.38704
rou,1993,24.62129
rou,1994,16.67739
rou,1995,11.79281
rou,1996,10.49456
rou,1997,10.49402
rou,1998,6.98199
rou,1999,9.56215
rou,2000,9.61669
rou,2001,9.05836
rou,2002,6.13499
rou,2003,2.37098
rou,2005,0.16494
rou,2006,2.23517
rou,2007,2.20765
rou,2008,2.16265
rou,2009,1.92795
rou,2010,1.99356
rou,2011,2.57554
rou,2012,3.59309
rou,2015,7.5634
rou,2016,9.50249
rou,2017,11.44794
rou,2018,12.38901
rou,2019,12.60757
rus,1994,3.20329
rus,1995,6.87902
rus,2006,7.98308
rus,2007,7.09627
rus,2008,2.63017
rus,2009,1.48181
rus,2014,3.02475
rus,2015,1.76443
rus,2016,0.96317
rwa,1973,39.56214
rwa,1974,41.66085
rwa,1975,44.87033
rwa,1977,42.18089
rwa,1978,40.35524
rwa,1999,14.25085
rwa,2002,20.12302
rwa,2003,15.71932
rwa,2016,1.40189
rwa,2017,2.67296
rwa,2018,4.56934
rwa,2019,6.48784
sau,1979,44.3219
sau,2009,7.35744
sau,2010,2.67887
sau,2011,2.83439
sau,2016,1.09012
sau,2020,5.37743
sdn,2011,37.86429
sdn,2012,46.12918
sdn,2013,45.48998
sdn,2014,46.02551
sdn,2015,45.09877
sdn,2016,43.58826
sdn,2017,37.63556
sdn,2018,30.52712
sen,1978,63.38108
sen,1979,60.38855
sen,1980,59.06359
sen,1981,57.38724
sen,1982,55.23596
sen,1983,52.92067
sen,1984,52.07635
sen,1985,51.47124
sen,1986,45.84954
sen,1988,45.79803
sen,1990,48.64233
sen,1992,49.65674
sen,1996,45.07709
sen,1997,40.96022
sen,1998,38.83831
sen,1999,39.67072
sen,2000,37.45632
sen,2003,31.54146
sen,2004,35.20639
sen,2005,34.55211
sen,2006,32.18383
sen,2007,30.22581
sen,2008,29.98097
sen,2009,30.14384
sen,2010,29.49175
sen,2011,29.01186
sen,2012,26.65969
sen,2013,27.74661
sen,2014,27.20071
sen,2015,27.67676
sen,2019,30.39308
sen,2020,29.66561
sgp,2018,0.27363
slb,2005,23.30476
slb,2006,18.78251
slb,2007,18.22428
slb,2018,4.6237
slb,2019,9.00979
sle,1983,47.946
sle,2012,3.75454
sle,2015,1.74216
slv,1970,34.00558
slv,1998,22.00314
slv,2000,7.47445
slv,2001,6.76489
slv,2002,5.05701
slv,2003,4.40268
slv,2014,7.03497
slv,2015,9.22827
slv,2016,10.81009
slv,2017,14.89362
slv,2018,14.07936
slv,2019,16.32283
smr,2020,2.45041
som,1976,75.76935
som,1977,79.21084
som,1978,83.15095
som,1979,82.97661
som,1980,82.04955
srb,2006,0.16326
srb,2007,0.98148
srb,2008,1.29833
srb,2009,3.02653
srb,2010,4.85032
srb,2011,2.75315
srb,2012,3.8262
srb,2013,3.83159
srb,2014,1.47976
srb,2015,0.88536
srb,2016,0.88084
srb,2017,1.0867
srb,2018,1.59698
srb,2019,1.75789
srb,2020,2.87314
ssd,2011,48.25635
ssd,2015,57.57169
stp,1983,5.35999
stp,1984,5.19719
stp,1988,9.60309
stp,1990,4.02719
stp,1999,19.03964
stp,2002,2.36509
stp,2003,1.99566
stp,2004,0.89731
stp,2005,0.81846
stp,2007,11.03568
stp,2008,9.7142
stp,2009,10.586
stp,2010,10.40298
stp,2011,8.40237
stp,2012,10.6815
stp,2013,11.92845
stp,2014,11.15752
stp,2015,10.51305
stp,2017,6.04768
sur,1977,4.92523
sur,1978,3.00335
sur,2005,18.02157
sur,2006,16.37805
sur,2007,18.00379
sur,2008,12.93523
sur,2009,10.53333
sur,2010,12.06036
sur,2011,14.13872
sur,2012,13.4364
sur,2013,13.7354
sur,2014,14.82642
sur,2015,12.44757
sur,2016,11.36767
sur,2017,15.60828
sur,2018,15.3987
sur,2019,13.83173
svk,2001,3.44281
svk,2002,6.50402
svk,2003,7.48556
svk,2004,8.39664
svk,2005,6.98636
svk,2006,4.71432
svk,2007,2.48348
svk,2008,2.58146
svk,2009,3.79301
svk,2010,4.77402
svk,2011,5.36879
svk,2012,4.19639
svk,2013,3.82096
svk,2014,5.01422
svk,2015,5.93712
svk,2016,6.3066
svk,2017,5.55508
svk,2018,4.5739
svk,2019,3.27669
svn,1995,7.12938
svn,1996,5.37351
svn,1997,4.48422
svn,1998,2.46677
svn,1999,3.40971
svn,2000,5.50561
svn,2001,3.58505
svn,2002,3.07105
svn,2003,2.08493
svn,2004,0.74761
svn,2007,0.73652
svn,2008,0.61905
svn,2009,0.71612
svn,2010,0.64775
svn,2011,0.59205
svn,2013,1.01827
svn,2014,1.19004
swe,1982,3.90579
swe,1987,1.72559
swe,1988,1.57847
swe,1989,1.2063
swe,1990,0.51002
swe,1991,0.38388
swe,2003,0.3392
swe,2004,2.58182
swe,2005,4.14642
swe,2006,4.53312
swe,2007,3.3145
swe,2008,0.95036
swz,1970,42.33454
swz,1971,42.62291
swz,1972,40.59007
swz,1973,37.47513
swz,1974,36.97717
swz,1975,34.93568
swz,1976,33.98364
swz,1977,32.83008
swz,1978,33.14036
swz,1979,32.87443
swz,1981,29.31858
swz,1982,30.01433
swz,1983,32.22035
swz,1984,31.8077
swz,1985,30.75365
swz,1986,31.35856
swz,1987,30.88461
swz,1988,30.67959
swz,1989,31.56825
swz,1990,29.4382
swz,1991,28.72301
swz,1992,27.01734
swz,1993,27.04731
swz,1994,25.41843
swz,1995,22.39477
swz,1996,22.75556
swz,2009,17.51672
swz,2010,11.52151
swz,2011,3.93522
swz,2012,9.94188
swz,2013,14.55123
swz,2014,13.94693
swz,2015,15.1101
swz,2016,14.97567
swz,2017,17.28135
swz,2018,15.47184
swz,2019,14.56613
syc,1979,17.55681
syc,1993,11.53999
syc,1994,10.0886
syc,1995,9.77199
syc,1996,9.00974
syc,2001,9.17662
syc,2002,0.92215
syc,2014,18.03543
syc,2015,16.2889
syc,2018,18.07466
syc,2019,2.32481
syr,1971,9.08874
syr,1973,1.24257
syr,1978,0.95713
syr,1979,2.27673
syr,1980,3.3989
syr,1981,4.59583
syr,1982,5.77298
syr,1983,6.14243
syr,1984,5.12932
syr,1985,4.46764
syr,1986,3.55331
syr,1987,0.8119
syr,1988,1.11515
syr,1989,1.06355
syr,1990,1.27309
syr,1996,0.00818
syr,1997,1.00057
syr,1998,0.23764
syr,2013,26.8365
tca,1997,22.6178
tca,1999,13.96264
tca,2000,9.66543
tca,2001,1.90641
tca,2002,18.19672
tca,2003,35.04274
tca,2004,30.46062
tca,2005,26.60944
tca,2014,34.34232
tca,2015,27.90304
tca,2016,57.83626
tca,2017,9.46924
tcd,1975,65.07563
tcd,1977,64.38629
tcd,1988,54.13893
tcd,1997,45.54155
tcd,1998,39.94099
tcd,1999,38.87976
tcd,2000,37.99713
tcd,2001,37.34259
tcd,2002,33.36532
tcd,2003,32.14748
tcd,2011,29.23116
tcd,2013,11.19141
tcd,2015,10.66014
tcd,2016,17.34641
tcd,2017,22.8525
tcd,2018,16.8108
tcd,2019,17.30957
tgo,1971,29.35354
tgo,1972,29.63737
tgo,1978,12.83436
tgo,1979,12.53009
tgo,1980,12.86337
tgo,1982,16.3287
tgo,1983,20.86587
tgo,1984,27.91158
tgo,1985,30.19718
tgo,1986,35.64813
tgo,1987,24.17061
tgo,1988,24.34824
tgo,1989,24.25592
tgo,1990,23.75804
tgo,1991,21.50669
tgo,1994,26.05788
tgo,1995,16.49934
tgo,1996,7.56438
tgo,1997,10.37375
tgo,2001,0.12774
tgo,2003,0.29973
tgo,2005,0.31888
tgo,2007,3.74995
tgo,2008,3.27225
tgo,2014,4.64477
tgo,2015,2.86743
tgo,2016,5.04999
tgo,2017,4.45635
tgo,2018,2.82014
tgo,2019,2.2545
tha,1973,20.79514
tha,1974,20.84808
tha,2006,0.28487
tha,2007,0.72302
tha,2008,1.34536
tha,2009,1.49221
tjk,2000,1.13127
tjk,2001,1.01406
tjk,2002,0.99977
tjk,2014,0.95896
tjk,2015,1.34204
tjk,2016,1.25099
tls,2008,14.44666
tls,2009,8.27772
tls,2010,8.69433
tls,2011,5.82792
tls,2012,7.81175
tls,2013,7.27701
tls,2014,7.67583
tls,2015,6.7298
tls,2016,6.66317
tls,2017,4.41791
tls,2018,5.42208
tls,2019,6.71849
ton,1970,12.27818
ton,1971,9.65076
ton,1972,4.51952
ton,1974,10.20732
ton,1975,2.75292
ton,1983,12.42775
ton,1985,4.09726
ton,1986,2.99312
ton,1990,8.50612
ton,1993,8.09842
ton,1998,5.12586
ton,1999,2.52859
tto,1971,7.22882
tto,1972,8.00373
tto,1973,8.76397
tto,1974,8.817
tto,1975,8.10586
tto,1976,5.57069
tto,1977,4.12573
tto,1978,6.50563
tto,1979,11.24427
tto,1980,14.12113
tto,1981,9.78917
tto,1982,7.85261
tto,1983,8.88185
tto,1984,8.89461
tto,1985,8.73502
tto,1986,10.57703
tto,1987,8.20727
tto,1988,7.52133
tto,1989,8.65066
tto,1990,11.76722
tto,1991,10.45469
tto,1992,10.83945
tto,1993,11.88793
tto,1996,11.40357
tto,1997,11.85966
tto,1999,2.52669
tto,2000,0.78224
tto,2001,1.21654
tto,2002,6.37243
tto,2003,3.99555
tto,2004,1.15844
tto,2005,3.83465
tto,2008,1.72428
tto,2009,0.07873
tto,2010,0.88716
tun,1971,8.70143
tun,1975,10.28336
tun,1978,9.7263
tun,1979,9.12314
tun,1980,7.2869
tun,1981,6.41301
tun,1982,4.74395
tun,1983,2.3615
tun,1984,0.26987
tun,1985,0.20339
tun,1989,0.08199
tun,1990,1.49534
tun,1991,0.95708
tun,1992,1.06237
tun,1993,0.79523
tun,1994,1.23029
tun,1995,1.632
tun,1996,2.92863
tun,1997,4.6491
tun,1999,5.35064
tun,2000,4.52505
tun,2001,3.21117
tun,2005,2.38919
tun,2006,2.84702
tun,2007,3.57565
tun,2008,3.09872
tun,2009,2.542
tur,1974,6.49353
tur,1994,4.42978
tur,1995,5.11246
tur,1997,4.31923
tur,1999,0.97433
tur,2006,0.14678
tur,2007,0.10492
tur,2008,1.13745
tur,2009,3.84007
tur,2010,3.13489
tur,2011,4.18114
tur,2012,5.63531
tur,2013,5.9968
tur,2014,4.76386
tur,2015,4.8256
tur,2016,5.48877
tur,2017,4.78482
tur,2018,4.66932
tur,2019,4.54793
tuv,2014,7.87402
tuv,2015,2.86458
tuv,2016,8.41969
tuv,2019,15.97484
tuv,2020,18.43088
tza,1981,30.75414
tza,1982,36.39254
tza,1983,38.2209
tza,1985,44.43101
tza,1986,45.78432
tza,1987,46.8384
tza,1988,48.2471
tza,1989,48.16028
tza,1990,48.68881
tza,1991,49.2699
tza,1992,49.05819
tza,1993,50.04014
tza,1994,51.48089
tza,1995,51.5414
tza,1996,51.36482
tza,1997,50.9943
tza,1998,51.55258
tza,1999,51.11725
tza,2000,47.33084
tza,2001,42.15456
tza,2002,26.59937
tza,2003,17.696
tza,2004,13.2515
tza,2005,8.47162
tza,2006,2.72462
tza,2008,0.82184
tza,2010,8.2904
tza,2012,13.80925
tza,2013,16.60929
tza,2014,18.71878
tza,2015,18.54689
tza,2016,17.50019
tza,2017,17.26574
tza,2018,19.40125
tza,2019,17.28875
tza,2020,17.60916
uga,1979,58.34705
uga,1981,54.38034
uga,1982,53.65444
uga,1986,39.14798
uga,2009,5.57203
uga,2010,9.34314
uga,2011,6.26945
uga,2012,6.65635
uga,2013,5.7699
uga,2014,7.84868
uga,2015,15.61661
uga,2016,14.71449
uga,2017,15.56616
ukr,2002,3.65491
ukr,2003,9.90984
ukr,2004,10.00439
ukr,2005,9.88185
ukr,2006,11.01432
ukr,2007,11.56484
ukr,2008,12.05146
ukr,2009,11.68417
ukr,2010,9.46129
ukr,2011,7.68283
ukr,2012,7.10371
ukr,2013,7.06534
ukr,2014,8.94796
ury,1984,12.63781
ury,1991,8.50492
ury,1992,6.40918
ury,1993,5.75812
ury,1994,7.3375
ury,1995,7.85158
ury,1996,8.48169
ury,1997,8.22524
ury,2007,1.54511
ury,2008,0.06098
ury,2010,1.44442
ury,2011,0.96456
ury,2012,1.49621
ury,2013,0.5407
ury,2014,2.94048
ury,2015,1.25883
ury,2019,1.00179
usa,2005,0.8478
usa,2013,2.66526
usa,2015,1.69895
usa,2016,0.29188
usa,2018,0.51532
usa,2019,0.98131
uzb,2007,6.67734
uzb,2008,5.58301
uzb,2009,6.04621
uzb,2010,5.07412
uzb,2011,4.36885
uzb,2012,2.77029
uzb,2013,1.66469
uzb,2014,0.24092
vct,1984,6.29433
vct,1986,3.10401
vct,2005,0.41934
ven,1999,11.50408
ven,2000,8.93861
ven,2001,6.7685
ven,2002,3.03845
ven,2003,4.78278
ven,2004,4.65438
ven,2005,5.64287
ven,2006,5.49809
ven,2007,3.98627
ven,2008,6.19029
ven,2009,4.38657
ven,2010,3.85936
ven,2011,3.93931
ven,2012,3.05963
ven,2013,3.93175
ven,2014,6.0188
ven,2015,6.17422
ven,2016,8.23467
ven,2017,9.61844
vgb,1983,14.28571
vgb,1984,11.22222
vgb,1999,2.8
vgb,2000,17.89883
vgb,2001,12.17852
vgb,2005,6.57995
vgb,2006,9.64847
vgb,2010,2.93921
vgb,2012,5.97686
vgb,2013,3.69171
vut,1981,13.77782
vut,1989,24.0025
vut,1999,1.73844
vut,2004,2.11666
vut,2015,8.22275
vut,2019,3.69256
vut,2020,2.93369
wsm,1994,8.06486
wsm,1998,6.69402
wsm,1999,7.73938
yem,1999,28.21129
yem,2003,15.91562
yem,2004,13.54298
yem,2005,12.73302
yem,2008,15.63906
yem,2010,9.48483
yem,2012,6.9526
yem,2013,6.75038
yem,2016,10.299
zaf,1970,32.90358
zaf,1991,14.71219
zaf,1994,11.93946
zaf,1995,11.35029
zaf,1998,11.38134
zaf,1999,10.22071
zaf,2000,10.89359
zaf,2001,10.39865
zaf,2002,9.37798
zaf,2003,7.72945
zaf,2004,6.69069
zaf,2005,6.54423
zaf,2017,9.72285
zaf,2018,11.82953
zaf,2019,11.74443
zmb,1972,18.39857
zmb,1976,16.96281
zmb,1977,17.35559
zmb,1978,18.94379
zmb,1979,19.94187
zmb,1980,20.22685
zmb,1981,20.3557
zmb,1982,20.52718
zmb,1983,18.91403
zmb,1984,17.73686
zmb,1986,17.07746
zmb,1988,19.77206
zmb,1994,25.91421
zmb,1995,27.76268
zmb,1998,30.38177
zmb,1999,31.52496
zmb,2000,31.984
zmb,2001,32.50941
zmb,2002,29.24448
zmb,2004,17.03458
zmb,2005,9.4069
zmb,2006,11.69737
zmb,2007,8.17014
zmb,2009,11.92095
zmb,2010,14.86067
zmb,2011,11.30812
zmb,2012,10.38505
zmb,2013,12.60466
zmb,2017,16.798
zwe,1998,16.57277
zwe,1999,13.20415
zwe,2000,10.85433
zwe,2001,7.60813
zwe,2002,10.08329
zwe,2003,10.93583
zwe,2014,2.93952
zwe,2015,14.06203
zwe,2016,13.38293
zwe,2017,16.54261
zwe,2018,16.38394
zwe,2019,16.32906
zwe,2020,14.50443
