geo,time,se_prm_uner_ma_zs
chn,1997,9.73578
civ,1977,37.67894
civ,1996,37.46083
civ,1997,36.30791
civ,1999,34.43353
civ,2000,34.85829
civ,2001,30.73425
civ,2002,29.8705
civ,2003,37.71708
civ,2009,38.7388
civ,2013,28.68458
civ,2014,22.40221
civ,2015,18.60194
civ,2016,8.44549
civ,2017,7.3419
civ,2018,2.24677
civ,2019,1.63027
civ,2020,0.28267
cmr,1971,27.79891
cmr,1972,30.00454
cmr,1973,31.87921
cmr,1974,35.20784
cmr,1975,27.82969
cmr,1976,26.61426
cmr,1977,28.30707
cmr,1978,26.76372
cmr,1979,26.10347
cmr,1980,26.04903
cmr,1988,20.76788
cmr,1990,21.84721
cmr,1991,24.03732
cmr,2011,5.15717
cmr,2016,0.79868
cmr,2017,2.4382
cmr,2019,4.00376
cod,1971,15.65013
cod,1972,18.34196
cod,1975,17.34843
cod,1979,13.75796
cod,1983,12.88109
cod,1984,12.869
cod,1988,27.42897
cod,1991,31.25879
cod,1992,33.70091
cod,1993,35.12744
cod,1994,32.92737
cod,1995,20.30993
cod,1999,62.28584
cog,1972,11.01472
cog,1974,4.84607
cog,1976,3.92741
cog,1978,1.7772
cog,1979,1.79103
cog,1980,11.46063
cog,1981,12.57353
cog,1982,12.18043
cog,1983,12.13793
cog,1984,10.41067
cog,2005,52.75791
cog,2006,41.89948
cog,2010,12.14677
cog,2012,14.50314
cog,2018,14.94113
col,1986,32.91529
col,1991,32.96173
col,1999,4.34099
col,2000,3.32189
col,2001,7.61022
col,2002,6.6746
col,2004,3.45669
col,2009,0.48585
col,2010,1.91273
col,2011,2.51389
col,2012,4.63822
col,2015,3.83761
col,2016,5.03337
col,2017,3.04263
col,2018,2.75516
col,2019,1.53338
com,1987,16.50684
com,1994,24.03492
com,1999,34.29715
com,2000,27.31562
com,2007,18.00098
com,2013,9.79441
com,2014,12.14698
com,2017,14.07567
com,2018,18.13717
cpv,1981,9.62634
cpv,1982,10.59663
cpv,1983,13.19099
cpv,1984,7.86298
cpv,1985,4.75264
cpv,1986,3.67444
cpv,1987,3.06601
cpv,2001,2.55987
cpv,2002,3.2397
cpv,2003,3.19545
cpv,2004,4.86748
cpv,2005,3.34317
cpv,2006,2.09116
cpv,2007,2.0779
cpv,2008,2.36432
cpv,2009,3.15541
cpv,2010,4.41016
cpv,2011,5.30968
cpv,2012,5.08523
cpv,2013,6.06301
cpv,2014,5.89079
cpv,2015,5.88894
cpv,2016,6.14531
cpv,2017,6.12173
cpv,2018,5.57376
cpv,2019,7.2346
cri,1970,14.01393
cri,1972,11.61094
cri,1973,10.01519
cri,1975,9.64995
cri,1976,7.53625
cri,1978,8.21812
cri,1979,9.7333
cri,1980,9.95079
cri,1981,9.47473
cri,1982,11.53315
cri,1985,14.29556
cri,1986,13.70409
cri,1987,13.58227
cri,1989,13.21179
cri,1990,13.4113
cri,1991,13.09534
cri,2013,0.5997
cri,2014,2.31223
cri,2015,1.77299
cri,2016,1.4782
cri,2017,3.18637
cub,1972,5.81537
cub,1973,4.14576
cub,1974,3.15172
cub,1980,0.86515
cub,1981,4.29244
cub,1982,6.16424
cub,1983,6.34213
cub,1984,8.56721
cub,1985,9.95043
cub,1986,9.38145
cub,1987,7.55872
cub,1988,7.36981
cub,1989,7.23585
cub,1990,8.03835
cub,1991,8.45919
cub,1992,6.3709
cub,1993,5.42857
cub,1994,3.1084
cub,1995,3.34358
cub,1996,0.95261
cub,1997,1.06949
cub,1998,1.10836
cub,1999,0.27226
cub,2000,0.04002
cub,2003,1.28504
cub,2004,1.50012
cub,2005,2.70207
cub,2006,4.01838
cub,2007,2.43177
cub,2008,2.58665
cub,2009,1.1253
cub,2010,0.48135
cub,2011,1.02083
cub,2012,1.94266
cub,2013,1.89876
cub,2014,5.02842
cub,2015,5.81407
cub,2016,5.3814
cub,2017,4.16502
cub,2018,1.98104
cub,2019,0.63967
cym,2000,6.02125
cym,2001,3.433
cym,2002,11.83932
cym,2004,13.99793
cym,2005,18.38542
cym,2006,10.60606
cym,2007,5.3719
cym,2008,9.75114
cym,2011,13.49722
cym,2012,13.15671
cym,2013,15.05236
cym,2014,10.26843
cym,2015,5.9315
cym,2016,10.0861
cym,2017,9.37374
cym,2018,9.5544
cym,2019,12.84109
cym,2020,8.01619
cyp,1971,20.11576
cyp,1972,21.46497
cyp,1973,21.5008
cyp,1974,21.82744
cyp,1975,28.56609
cyp,1976,30.79244
cyp,1977,31.95457
cyp,1978,31.30488
cyp,1979,30.82821
cyp,1980,31.72708
cyp,1981,29.07764
cyp,1982,32.53708
cyp,1983,31.86162
cyp,1984,31.36557
cyp,1985,30.63292
cyp,1986,25.91319
cyp,1987,21.79673
cyp,1988,20.12593
cyp,1989,20.06542
cyp,1990,21.141
cyp,1991,20.84592
cyp,1992,22.48782
cyp,1993,2.40719
cyp,1994,2.95461
cyp,1995,3.71045
cyp,1996,3.63994
cyp,1997,3.80079
cyp,2000,2.24498
cyp,2001,2.23775
cyp,2002,1.28335
cyp,2003,0.87807
cyp,2004,0.63489
cyp,2012,1.29749
cyp,2013,2.01944
cyp,2014,2.67076
cyp,2015,1.53204
cyp,2016,1.89543
cyp,2017,1.50517
cyp,2018,0.34225
cze,2011,0.53903
cze,2012,0.51123
cze,2013,1.19013
cze,2014,0.86672
cze,2019,1.21121
deu,2002,4.52692
deu,2003,3.69415
deu,2004,2.51597
deu,2005,1.92079
deu,2006,1.91971
deu,2007,1.61112
deu,2008,2.43115
deu,2009,2.88188
deu,2010,2.26456
deu,2011,2.3682
deu,2012,3.38631
deu,2013,3.7021
deu,2014,3.43086
deu,2015,2.15286
deu,2016,0.82963
deu,2019,1.62742
dji,1985,71.31535
dji,1986,69.16568
dji,1987,68.69287
dji,1988,69.07377
dji,1989,69.42682
dji,1990,69.26215
dji,1992,67.5254
dji,1993,70.70296
dji,1994,69.76685
dji,1995,68.68902
dji,1996,68.29702
dji,1997,69.4985
dji,1999,69.06616
dji,2000,69.40981
dji,2001,66.44794
dji,2002,64.71233
dji,2004,60.60221
dji,2005,59.33121
dji,2006,56.35184
dji,2007,53.43788
dji,2008,50.9685
dji,2009,52.07749
dji,2011,43.0294
dji,2013,42.9455
dji,2014,33.75639
dji,2015,41.2061
dji,2016,44.43088
dji,2017,41.71664
dji,2018,38.55965
dji,2019,32.96895
dji,2020,31.56768
dji,2021,31.00706
dma,1976,7.65538
dma,1977,9.44775
dma,1979,16.4549
dma,1980,15.10773
dma,1981,19.95504
dma,1982,12.78974
dma,2001,9.56955
dma,2002,6.69823
dma,2003,9.59266
dma,2004,10.80397
dma,2005,13.43396
dma,2006,15.16058
dma,2007,16.95202
dma,2008,16.02507
dma,2009,10.31708
dma,2019,4.17604
dma,2020,1.00813
dnk,1981,4.63881
dnk,1982,3.80395
dnk,1983,2.14883
dnk,1984,0.99941
dnk,1985,1.46076
dnk,1986,1.26463
dnk,1987,1.2621
dnk,1988,1.19168
dnk,1989,2.34391
dnk,1990,2.46409
dnk,1991,1.8052
dnk,1992,2.4781
dnk,1993,2.91719
dnk,1994,1.20584
dnk,1995,1.88442
dnk,1996,1.795
dnk,2004,2.30585
dnk,2005,1.42302
dnk,2006,1.19378
dnk,2007,0.6445
dnk,2008,0.79008
dnk,2009,1.1366
dnk,2010,1.33578
dnk,2011,0.98215
dnk,2012,0.65614
dnk,2013,0.25171
dnk,2014,0.61653
dnk,2015,0.07658
dnk,2018,0.95755
dnk,2019,0.92461
dom,1999,14.18885
dom,2000,12.69998
dom,2002,3.54406
dom,2003,6.64653
dom,2004,15.1909
dom,2005,14.01372
dom,2006,15.73329
dom,2007,8.85303
dom,2008,12.4861
dom,2010,1.89698
dom,2011,3.5112
dom,2012,4.87201
dom,2013,5.45165
dom,2014,7.37497
dom,2015,3.98765
dom,2016,4.59149
dom,2017,5.4008
dom,2018,5.83942
dom,2019,4.36859
dom,2020,4.61963
dza,1973,20.57719
dza,1974,16.15411
dza,1975,13.7997
dza,1976,12.05978
dza,1977,11.08962
dza,1978,10.64386
dza,1979,11.13111
dza,1980,10.22232
dza,1981,10.22925
dza,1982,10.84517
dza,1983,11.99927
dza,1984,11.19993
dza,1985,11.35289
dza,1986,10.74447
dza,1987,9.82741
dza,1988,9.02259
dza,1989,8.29113
dza,1990,8.0422
dza,1991,6.64378
dza,1992,5.98392
dza,1993,7.01596
dza,1994,7.63362
dza,1995,7.76922
dza,1996,8.73769
dza,1997,9.69624
dza,1999,8.08434
dza,2000,7.6957
dza,2001,5.77603
dza,2002,4.87368
dza,2003,4.56524
dza,2004,3.89168
dza,2005,3.57681
dza,2006,3.29032
dza,2007,3.20721
dza,2008,1.97623
ecu,1971,20.06601
ecu,1973,19.38039
ecu,1974,18.70816
ecu,1975,19.75227
ecu,1976,19.30059
ecu,1977,15.98513
ecu,1978,13.99789
ecu,1979,10.48666
ecu,1980,11.93193
ecu,1994,8.59019
ecu,1995,8.04699
ecu,1996,6.87222
ecu,1997,4.31535
ecu,1998,4.04637
ecu,1999,4.37057
ecu,2000,3.58958
ecu,2001,2.40038
ecu,2005,2.90451
ecu,2006,2.25977
ecu,2008,6.94801
egy,1971,22.45232
egy,1972,21.7665
egy,1973,21.85311
egy,1978,21.41018
egy,1994,6.41464
egy,1997,5.91515
egy,1999,10.15436
egy,2000,8.82997
egy,2001,8.4089
egy,2002,7.92556
egy,2003,7.20488
egy,2004,6.81881
egy,2012,1.10179
eri,1992,69.61774
eri,1994,65.64386
eri,1995,64.15441
eri,1996,61.87014
eri,1997,60.88077
eri,1999,51.09544
eri,2000,43.02154
eri,2001,39.63049
eri,2002,30.10607
eri,2003,21.36023
eri,2004,14.9979
eri,2005,10.05511
eri,2006,9.10936
eri,2007,16.18788
eri,2008,20.56681
eri,2009,26.21913
eri,2010,30.64842
eri,2011,27.36712
eri,2012,25.14195
eri,2013,30.28872
eri,2014,32.61514
eri,2015,36.44293
eri,2017,44.72456
eri,2018,44.99245
esp,1971,8.16786
esp,1972,6.9913
esp,1973,5.88005
esp,1978,1.63302
esp,1979,1.7271
esp,1988,1.44847
esp,1989,0.88441
esp,1990,0.71512
esp,1992,0.49655
esp,2016,1.26084
esp,2017,2.84712
esp,2018,3.30713
esp,2019,3.00268
est,1995,12.04149
est,1996,8.71938
est,2004,1.7937
est,2005,1.51563
est,2006,1.25006
est,2013,0.97778
est,2014,1.83577
est,2015,2.57867
est,2016,2.8152
est,2017,2.63785
est,2018,2.28104
est,2019,2.85387
eth,1987,65.56991
eth,1988,64.73733
eth,1989,66.75623
eth,1994,77.2577
eth,1995,73.46935
eth,1996,68.04558
eth,1998,59.53666
eth,1999,57.51359
eth,2000,53.8355
eth,2001,49.92867
eth,2002,47.96943
eth,2003,47.62742
eth,2004,45.79509
eth,2005,35.54729
eth,2006,31.69592
eth,2007,26.54464
eth,2008,20.91002
eth,2009,21.96514
eth,2010,23.77057
eth,2011,19.57681
eth,2012,18.17809
eth,2014,11.00098
eth,2015,11.25679
eth,2020,8.82833
fin,1993,1.21004
fin,1994,1.42893
fin,1995,1.72963
fin,1996,1.92096
fin,1997,1.35717
fin,1998,0.38292
fin,2002,0.30641
fin,2003,0.90102
fin,2004,1.81961
fin,2005,2.32625
fin,2006,3.01954
fin,2007,2.34471
fin,2008,1.77233
fin,2009,1.61308
fin,2010,1.3465
fin,2011,1.04261
fin,2012,0.5094
fin,2013,0.66949
fin,2014,0.5145
fin,2015,0.61956
fin,2016,0.77952
fin,2017,1.23154
fin,2018,1.48787
fin,2019,2.18141
fji,1992,3.39024
fji,1994,3.10732
fji,1995,4.76983
fji,1996,6.62383
fji,1997,6.20312
fji,1998,5.46439
fji,1999,6.02632
fji,2000,5.14602
fji,2001,2.15632
fji,2003,1.20522
fji,2009,1.11124
fji,2010,1.62523
fji,2013,1.6165
fji,2015,0.57764
fra,1971,3.08272
fra,1972,3.24883
fra,1977,0.73247
fra,1979,1.22145
fra,1980,1.04923
fra,1982,2.52559
fra,1983,4.88708
fra,1985,5.32538
fra,1986,2.36318
fra,1992,0.77582
fra,1993,2.15867
fra,1994,2.13191
fra,1995,0.97801
fra,1997,0.10949
fra,1999,3.23641
fra,2000,3.66253
fra,2001,3.76962
fra,2002,3.86586
fra,2003,4.09572
fra,2004,4.17341
fra,2008,0.54645
fra,2009,0.96513
fra,2010,1.23192
fra,2011,0.41572
fra,2012,0.71104
fra,2013,0.84388
fra,2014,1.5411
fra,2015,0.58958
fra,2016,0.30242
fsm,2014,9.45274
fsm,2015,14.72943
fsm,2016,9.26487
fsm,2019,9.37715
fsm,2020,17.31298
gab,1997,9.01557
gab,2019,23.74649
gbr,1971,1.80847
gbr,1972,2.5661
gbr,1973,3.54519
gbr,1974,4.10679
gbr,1975,4.2935
gbr,1976,4.33111
gbr,1977,4.00303
gbr,1978,3.95261
gbr,1979,3.75916
gbr,1980,2.36416
gbr,1981,2.53108
gbr,1982,3.53103
gbr,1983,5.03722
gbr,1984,5.33763
gbr,1985,6.53803
gbr,1986,4.8913
gbr,1987,2.18031
gbr,1988,0.49488
gbr,1991,2.06237
gbr,1992,3.51146
gbr,2002,0.24546
gbr,2004,0.67042
gbr,2006,0.60176
gbr,2007,2.4653
gbr,2008,0.95232
gbr,2009,1.75601
gbr,2010,1.55466
gbr,2011,1.62561
gbr,2012,1.47867
gbr,2013,0.15754
gbr,2016,0.26694
gbr,2017,0.29253
gbr,2018,0.51847
gbr,2019,1.01352
geo,1995,7.98028
geo,1996,2.37889
geo,2008,1.85735
geo,2009,3.45515
geo,2011,2.88543
geo,2012,0.84373
geo,2014,0.29473
geo,2016,2.3333
geo,2020,1.12433
gha,1999,39.05184
gha,2000,31.03264
gha,2001,36.93029
gha,2002,33.01315
gha,2003,34.01759
gha,2005,28.89428
gha,2006,27.6744
gha,2007,22.1674
gha,2008,16.62909
gha,2009,16.11974
gha,2011,8.14494
gha,2017,2.6788
gha,2018,3.91078
gha,2019,1.20332
gha,2020,6.86001
gib,1978,30.37717
gib,1979,31.64813
gib,1981,30.85427
gib,1982,28.30568
gin,1984,66.23228
gin,1985,62.02244
gin,1986,65.10815
gin,1987,67.49519
gin,1988,66.4729
gin,1989,66.84783
gin,1990,67.83612
gin,1991,65.41463
gin,1998,50.1742
gin,1999,48.58132
gin,2000,46.83095
gin,2001,44.04307
gin,2002,36.63727
gin,2003,33.8756
gin,2004,31.28418
gin,2005,30.12591
gin,2006,28.91136
gin,2007,27.11451
gin,2008,28.14423
gin,2009,26.74609
gin,2010,22.91158
gin,2011,19.80512
gin,2012,20.19389
gin,2013,18.20469
gin,2014,14.52534
gin,2016,14.55586
gin,2020,7.67858
gmb,1971,70.98225
gmb,1972,71.47903
gmb,1973,70.03642
gmb,1974,69.74247
