geo,time,bx_grt_tech_cd_wd
arg,1998,71720000
arg,1999,59610000
arg,2000,50500000
arg,2001,52490000
arg,2002,51510000
arg,2003,58810000
arg,2004,56200000
arg,2005,53880000
arg,2006,51400000
arg,2007,48100000
arg,2008,59990000
arg,2009,71880000
arg,2010,70420000
arg,2011,52020000
arg,2012,56800000
arg,2013,53140000
arg,2014,52320000
arg,2015,35720000
arg,2016,34820000
arg,2017,45930000
arg,2018,45690000
arg,2019,42800000
arm,1991,10000
arm,1992,3070000
arm,1993,12650000
arm,1994,14780000
arm,1995,38350000
arm,1996,83690000
arm,1997,14620000
arm,1998,25420000
arm,1999,55850000
arm,2000,94200000
arm,2001,87660000
arm,2002,122840000
arm,2003,94090000
arm,2004,97280000
arm,2005,83780000
arm,2006,104150000
arm,2007,42160000
arm,2008,36880000
arm,2009,40800000
arm,2010,36980000
arm,2011,28030000
arm,2012,25010000
arm,2013,33420000
arm,2014,37380000
arm,2015,27190000
arm,2016,30260000
arm,2017,38470000
arm,2018,44870000
arm,2019,46890000
atg,1974,720000
atg,1975,940000
atg,1976,700000
atg,1977,560000
atg,1978,750000
atg,1979,650000
atg,1980,1270000
atg,1981,1090000
atg,1982,870000
atg,1983,750000
atg,1984,700000
atg,1985,1260000
atg,1986,840000
atg,1987,1020000
atg,1988,1530000
atg,1989,1420000
atg,1990,1720000
atg,1991,1470000
atg,1992,1620000
atg,1993,2070000
atg,1994,1860000
atg,1995,800000
atg,1996,650000
atg,1997,1670000
atg,1998,3060000
atg,1999,2080000
atg,2000,1860000
atg,2001,2880000
atg,2002,2520000
atg,2003,1400000
atg,2004,410000
atg,2005,620000
atg,2006,440000
atg,2007,610000
atg,2008,1420000
atg,2009,2720000
atg,2010,740000
atg,2011,1030000
atg,2012,1230000
atg,2013,520000
atg,2014,520000
atg,2015,490000
atg,2016,360000
atg,2017,880000
atg,2018,540000
atg,2019,860000
aze,1992,1050000
aze,1993,11290000
aze,1994,4630000
aze,1995,27550000
aze,1996,17780000
aze,1997,15630000
aze,1998,31890000
aze,1999,22190000
aze,2000,30080000
aze,2001,42100000
aze,2002,74580000
aze,2003,69000000
aze,2004,69150000
aze,2005,73410000
aze,2006,97200000
aze,2007,39610000
aze,2008,46940000
aze,2009,44610000
aze,2010,56010000
aze,2011,48910000
aze,2012,37260000
aze,2013,39920000
aze,2014,35640000
aze,2015,29850000
aze,2016,32230000
aze,2017,36410000
aze,2018,43180000
aze,2019,48640000
bdi,1960,30000
bdi,1961,490000
bdi,1962,1010000
bdi,1963,470000
bdi,1964,2340000
bdi,1965,1280000
bdi,1966,5820000
bdi,1967,7210000
bdi,1968,6930000
bdi,1969,9690000
bdi,1970,10350000
bdi,1971,11430000
bdi,1972,13580000
bdi,1973,15640000
bdi,1974,17050000
bdi,1975,22490000
bdi,1976,22240000
bdi,1977,24980000
bdi,1978,29820000
bdi,1979,34920000
bdi,1980,43680000
bdi,1981,42890000
bdi,1982,45610000
bdi,1983,41470000
bdi,1984,40560000
bdi,1985,43480000
bdi,1986,51900000
bdi,1987,53360000
bdi,1988,53280000
bdi,1989,50660000
bdi,1990,58190000
bdi,1991,70090000
bdi,1992,77590000
bdi,1993,55830000
bdi,1994,48110000
bdi,1995,43540000
bdi,1996,29450000
bdi,1997,18690000
bdi,1998,12670000
bdi,1999,21060000
bdi,2000,15080000
bdi,2001,10900000
bdi,2002,24070000
bdi,2003,30700000
bdi,2004,26810000
bdi,2005,39300000
bdi,2006,50220000
bdi,2007,39760000
bdi,2008,63210000
bdi,2009,60970000
bdi,2010,73440000
bdi,2011,67060000
bdi,2012,75940000
bdi,2013,92940000
bdi,2014,105740000
bdi,2015,57220000
bdi,2016,58170000
bdi,2017,26380000
bdi,2018,25880000
bdi,2019,25090000
ben,1960,20000
ben,1961,310000
ben,1962,1710000
ben,1963,2330000
ben,1964,3590000
ben,1965,3630000
ben,1966,8670000
ben,1967,7710000
ben,1968,4580000
ben,1969,7170000
ben,1970,5880000
ben,1971,9640000
ben,1972,8200000
ben,1973,10200000
ben,1974,12170000
ben,1975,19550000
ben,1976,15800000
ben,1977,13340000
ben,1978,16110000
ben,1979,20260000
ben,1980,23750000
ben,1981,24730000
ben,1982,27020000
ben,1983,24310000
ben,1984,26660000
ben,1985,29560000
ben,1986,37880000
ben,1987,48140000
ben,1988,45590000
ben,1989,46510000
ben,1990,47880000
ben,1991,57560000
ben,1992,54060000
ben,1993,55420000
ben,1994,51930000
ben,1995,61030000
ben,1996,65930000
ben,1997,77470000
ben,1998,66640000
ben,1999,64520000
ben,2000,67930000
ben,2001,60750000
ben,2002,67570000
ben,2003,90550000
ben,2004,87410000
ben,2005,91740000
ben,2006,109730000
ben,2007,81280000
ben,2008,85380000
ben,2009,90050000
ben,2010,94870000
ben,2011,86360000
ben,2012,93190000
ben,2013,90470000
ben,2014,88750000
ben,2015,70060000
ben,2016,66570000
ben,2017,62590000
ben,2018,82300000
ben,2019,76620000
bfa,1960,200000
bfa,1961,1350000
bfa,1962,3430000
bfa,1963,3560000
bfa,1964,4640000
bfa,1965,6480000
bfa,1966,12610000
bfa,1967,4880000
bfa,1968,8210000
bfa,1969,9410000
bfa,1970,8150000
bfa,1971,9540000
bfa,1972,12780000
bfa,1973,15320000
bfa,1974,19130000
bfa,1975,31380000
bfa,1976,34220000
bfa,1977,36100000
bfa,1978,46580000
bfa,1979,58520000
bfa,1980,70690000
bfa,1981,70100000
bfa,1982,71040000
bfa,1983,63030000
bfa,1984,66940000
bfa,1985,62900000
bfa,1986,84130000
bfa,1987,90750000
bfa,1988,92460000
bfa,1989,90220000
bfa,1990,107970000
bfa,1991,100370000
bfa,1992,136320000
bfa,1993,135180000
bfa,1994,110160000
bfa,1995,121520000
bfa,1996,115940000
bfa,1997,94720000
bfa,1998,90560000
bfa,1999,79550000
bfa,2000,75910000
bfa,2001,81180000
bfa,2002,79420000
bfa,2003,104280000
bfa,2004,102850000
bfa,2005,95950000
bfa,2006,126670000
bfa,2007,112860000
bfa,2008,102230000
bfa,2009,116220000
bfa,2010,131900000
bfa,2011,98780000
bfa,2012,104120000
bfa,2013,102190000
bfa,2014,97290000
bfa,2015,94020000
bfa,2016,86620000
bfa,2017,113930000
bfa,2018,106540000
bfa,2019,95610000
bgd,1972,10520000
bgd,1973,11400000
bgd,1974,28550000
bgd,1975,43010000
bgd,1976,30440000
bgd,1977,44790000
bgd,1978,96400000
bgd,1979,145290000
bgd,1980,155150000
bgd,1981,141750000
bgd,1982,130430000
bgd,1983,174120000
bgd,1984,155050000
bgd,1985,166000000
bgd,1986,156350000
bgd,1987,163390000
bgd,1988,198180000
bgd,1989,206440000
bgd,1990,231240000
bgd,1991,252810000
bgd,1992,306790000
bgd,1993,287870000
bgd,1994,284690000
bgd,1995,281860000
bgd,1996,268900000
bgd,1997,233030000
bgd,1998,203450000
bgd,1999,169470000
bgd,2000,208860000
bgd,2001,207240000
bgd,2002,210850000
bgd,2003,246070000
bgd,2004,207590000
bgd,2005,186320000
bgd,2006,164530000
bgd,2007,155950000
bgd,2008,234790000
bgd,2009,196450000
bgd,2010,192400000
bgd,2011,216060000
bgd,2012,200310000
bgd,2013,202640000
bgd,2014,214080000
bgd,2015,179110000
bgd,2016,189260000
bgd,2017,210110000
bgd,2018,197220000
bgd,2019,217370000
bgr,1990,1060000
bgr,1991,7560000
bgr,1992,47470000
bgr,1993,33130000
bgr,1994,42100000
bgr,1995,90860000
bgr,1996,55230000
bgr,1997,44040000
bgr,1998,114180000
bgr,1999,93060000
bgr,2000,150210000
bgr,2001,104190000
bgr,2002,138150000
bgr,2003,181770000
bgr,2004,202120000
bhr,1967,50000
bhr,1968,200000
bhr,1969,140000
bhr,1970,350000
bhr,1971,340000
bhr,1972,680000
bhr,1973,980000
bhr,1974,1210000
bhr,1975,1790000
bhr,1976,1420000
bhr,1977,1820000
bhr,1978,1590000
bhr,1979,2690000
bhr,1980,2610000
bhr,1981,3210000
bhr,1982,2790000
bhr,1983,2580000
bhr,1984,1750000
bhr,1985,1440000
bhr,1986,1700000
bhr,1987,1840000
bhr,1988,1900000
bhr,1989,3090000
bhr,1990,2320000
bhr,1991,1170000
bhr,1992,1590000
bhr,1993,2240000
bhr,1994,2020000
bhr,1995,2240000
bhr,1996,2800000
bhr,1997,2000000
bhr,1998,1230000
bhr,1999,2040000
bhr,2000,13440000
bhr,2001,1600000
bhr,2002,10950000
bhr,2003,1370000
bhr,2004,1060000
bhs,1960,-40000
bhs,1963,20000
bhs,1964,10000
bhs,1965,10000
bhs,1966,50000
bhs,1967,50000
bhs,1968,40000
bhs,1969,70000
bhs,1970,80000
bhs,1971,250000
bhs,1972,400000
bhs,1973,480000
bhs,1974,470000
bhs,1975,660000
bhs,1976,590000
bhs,1977,460000
bhs,1978,500000
bhs,1979,770000
bhs,1980,1250000
bhs,1981,1240000
bhs,1982,820000
bhs,1983,700000
bhs,1984,1040000
bhs,1985,790000
bhs,1986,890000
bhs,1987,490000
bhs,1988,830000
bhs,1989,710000
bhs,1990,940000
bhs,1991,940000
bhs,1992,640000
bhs,1993,690000
bhs,1994,610000
bhs,1995,1070000
bhs,1996,1590000
bhs,1997,720000
bhs,1998,760000
bhs,1999,1480000
bhs,2000,5530000
bhs,2001,7650000
bhs,2002,7460000
bhs,2003,6400000
bhs,2004,6470000
bih,1992,940000
bih,1993,80000
bih,1994,6380000
bih,1995,54600000
bih,1996,85290000
bih,1997,85840000
bih,1998,242940000
bih,1999,105150000
bih,2000,103060000
bih,2001,122830000
bih,2002,122690000
bih,2003,151680000
bih,2004,146480000
bih,2005,136930000
bih,2006,150620000
bih,2007,95070000
bih,2008,121940000
bih,2009,134520000
bih,2010,140760000
bih,2011,116750000
bih,2012,102800000
bih,2013,96510000
bih,2014,104190000
bih,2015,93740000
bih,2016,74570000
bih,2017,71980000
bih,2018,67560000
bih,2019,68680000
blr,1992,2670000
blr,1993,12270000
blr,1994,12860000
blr,1995,26790000
blr,1996,26950000
blr,1997,15480000
blr,1998,23850000
blr,1999,20080000
blr,2000,13740000
blr,2001,19150000
blr,2002,23760000
blr,2003,17700000
blr,2004,25340000
blr,2005,27560000
blr,2006,35020000
blr,2007,29400000
blr,2008,34480000
blr,2009,32340000
blr,2010,38060000
blr,2011,35370000
blr,2012,30820000
blr,2013,37890000
blr,2014,48230000
blr,2015,50640000
blr,2016,54790000
blr,2017,74820000
blr,2018,64750000
blr,2019,66080000
blz,1960,1800000
blz,1961,40000
blz,1962,130000
blz,1963,60000
blz,1964,180000
blz,1965,190000
blz,1966,1020000
blz,1967,1000000
blz,1968,730000
blz,1969,970000
blz,1970,1100000
blz,1971,740000
blz,1972,990000
blz,1973,1070000
blz,1974,1310000
blz,1975,1700000
blz,1976,1690000
blz,1977,1510000
blz,1978,1360000
blz,1979,1720000
blz,1980,2250000
blz,1981,2000000
blz,1982,3500000
blz,1983,3550000
blz,1984,6730000
blz,1985,6800000
blz,1986,8750000
blz,1987,10200000
blz,1988,12840000
blz,1989,13000000
blz,1990,12730000
blz,1991,14730000
blz,1992,13470000
blz,1993,15690000
blz,1994,9010000
blz,1995,11570000
blz,1996,11070000
blz,1997,6540000
blz,1998,4290000
blz,1999,4020000
blz,2000,4460000
blz,2001,5540000
blz,2002,4730000
blz,2003,3490000
blz,2004,3730000
blz,2005,5460000
blz,2006,4340000
blz,2007,4480000
blz,2008,3280000
blz,2009,4920000
blz,2010,4560000
blz,2011,4120000
blz,2012,5360000
blz,2013,4920000
blz,2014,7220000
blz,2015,5320000
blz,2016,7940000
blz,2017,9510000
blz,2018,4350000
blz,2019,5640000
bmu,1966,60000
bmu,1967,60000
bmu,1968,40000
bmu,1969,10000
bmu,1970,10000
bmu,1972,10000
bmu,1974,30000
bmu,1975,20000
bmu,1976,30000
bmu,1977,80000
bmu,1978,160000
bmu,1979,150000
bmu,1980,280000
bmu,1981,210000
bmu,1982,70000
bmu,1983,70000
bmu,1984,80000
bmu,1985,80000
bmu,1986,90000
bmu,1987,170000
bmu,1988,40000
bmu,1989,100000
bmu,1990,10000
bmu,1991,100000
bmu,1992,20000
bmu,1993,20000
bmu,1994,20000
bmu,1995,110000
bmu,1996,70000
bmu,1997,70000
bmu,1998,540000
bmu,1999,70000
bmu,2000,30000
bmu,2002,20000
bmu,2003,20000
bmu,2004,90000
bol,1960,710000
bol,1961,790000
bol,1962,1200000
bol,1963,1460000
bol,1964,1300000
bol,1965,1110000
bol,1966,8350000
bol,1967,8840000
bol,1968,8190000
bol,1969,8200000
bol,1970,9370000
bol,1971,12070000
bol,1972,10490000
bol,1973,13040000
bol,1974,11060000
bol,1975,15260000
bol,1976,17830000
bol,1977,22410000
bol,1978,28690000
bol,1979,31450000
bol,1980,40510000
bol,1981,36130000
bol,1982,26810000
bol,1983,28270000
bol,1984,29090000
bol,1985,42440000
bol,1986,58140000
bol,1987,79040000
bol,1988,84100000
bol,1989,91040000
bol,1990,106400000
bol,1991,153040000
bol,1992,170290000
bol,1993,184350000
bol,1994,182340000
bol,1995,210020000
bol,1996,183670000
bol,1997,188870000
bol,1998,189880000
bol,1999,185610000
bol,2000,141260000
bol,2001,220140000
bol,2002,201440000
bol,2003,256230000
bol,2004,233660000
bol,2005,236570000
bol,2006,299090000
bol,2007,105580000
bol,2008,134530000
bol,2009,153930000
bol,2010,128130000
bol,2011,110560000
bol,2012,117360000
bol,2013,96710000
bol,2014,93330000
bol,2015,79400000
bol,2016,74910000
bol,2017,71910000
bol,2018,71080000
bol,2019,54400000
bra,1960,-720000
bra,1961,-210000
bra,1962,1410000
bra,1963,2060000
bra,1964,2370000
bra,1965,2240000
bra,1966,29200000
bra,1967,31560000
bra,1968,23930000
bra,1969,30770000
bra,1970,31840000
bra,1971,37470000
bra,1972,35760000
bra,1973,41620000
bra,1974,43190000
bra,1975,42170000
bra,1976,39150000
bra,1977,42590000
bra,1978,55540000
bra,1979,63590000
bra,1980,82680000
bra,1981,81000000
bra,1982,75270000
bra,1983,72480000
bra,1984,70600000
bra,1985,72840000
bra,1986,98390000
bra,1987,120560000
bra,1988,138860000
bra,1989,134580000
bra,1990,140850000
bra,1991,157880000
bra,1992,175320000
bra,1993,183140000
bra,1994,193920000
bra,1995,237300000
bra,1996,221650000
bra,1997,200730000
bra,1998,195670000
bra,1999,188540000
bra,2000,179290000
bra,2001,162000000
bra,2002,170800000
bra,2003,213470000
bra,2004,194660000
bra,2005,191600000
bra,2006,204170000
bra,2007,246900000
bra,2008,235440000
bra,2009,230900000
bra,2010,239010000
bra,2011,213280000
bra,2012,241830000
bra,2013,235930000
bra,2014,237620000
bra,2015,189580000
bra,2016,200840000
bra,2017,201990000
bra,2018,180680000
bra,2019,189930000
brb,1966,600000
brb,1967,490000
brb,1968,450000
brb,1969,710000
brb,1970,710000
brb,1971,830000
brb,1972,1120000
brb,1973,1030000
brb,1974,1270000
brb,1975,2780000
brb,1976,2910000
brb,1977,2130000
brb,1978,2230000
brb,1979,1870000
brb,1980,2110000
brb,1981,2060000
brb,1982,2360000
brb,1983,2100000
brb,1984,1510000
brb,1985,2860000
brb,1986,1650000
brb,1987,2630000
brb,1988,2280000
brb,1989,1790000
brb,1990,2130000
brb,1991,3250000
brb,1992,2640000
brb,1993,1880000
brb,1994,1850000
brb,1995,1430000
brb,1996,1350000
brb,1997,1780000
brb,1998,1330000
brb,1999,1680000
brb,2000,1220000
brb,2001,3260000
brb,2002,2670000
brb,2003,2180000
brb,2004,2310000
brb,2005,4910000
brb,2006,2710000
brb,2007,3280000
brb,2008,1070000
brb,2009,2210000
brb,2010,1850000
brn,1961,480000
brn,1962,730000
brn,1963,40000
brn,1964,50000
brn,1965,50000
brn,1966,80000
brn,1967,70000
brn,1968,20000
brn,1969,30000
brn,1970,10000
brn,1971,50000
brn,1972,20000
brn,1973,120000
brn,1974,150000
brn,1975,140000
brn,1976,110000
brn,1977,80000
brn,1978,100000
brn,1979,90000
brn,1980,40000
brn,1981,200000
brn,1982,310000
brn,1983,440000
brn,1984,810000
brn,1985,1400000
brn,1986,2540000
brn,1987,3210000
brn,1988,4390000
brn,1989,4420000
brn,1990,3710000
brn,1991,3250000
brn,1992,5090000
brn,1993,4970000
brn,1994,4970000
brn,1995,4210000
brn,1996,3080000
brn,1997,320000
brn,1998,330000
brn,1999,1410000
brn,2000,760000
brn,2001,340000
brn,2002,2000000
brn,2003,470000
brn,2004,570000
btn,1966,30000
btn,1969,50000
btn,1970,70000
btn,1971,110000
btn,1972,120000
btn,1973,200000
btn,1974,530000
btn,1975,1800000
btn,1976,2700000
btn,1977,2070000
btn,1978,2200000
btn,1979,3990000
btn,1980,5720000
btn,1981,7260000
btn,1982,6170000
btn,1983,7100000
btn,1984,8100000
btn,1985,9640000
btn,1986,9550000
btn,1987,8390000
btn,1988,16640000
btn,1989,18000000
btn,1990,22770000
btn,1991,17800000
btn,1992,19610000
btn,1993,24430000
btn,1994,26040000
btn,1995,26450000
btn,1996,27090000
btn,1997,23220000
btn,1998,19820000
btn,1999,22380000
btn,2000,21750000
btn,2001,17080000
btn,2002,19590000
btn,2003,22740000
btn,2004,21660000
btn,2005,21190000
btn,2006,21150000
btn,2007,20000000
btn,2008,14030000
btn,2009,15870000
btn,2010,18800000
btn,2011,20780000
btn,2012,26680000
btn,2013,26280000
btn,2014,27240000
btn,2015,23010000
btn,2016,20750000
btn,2017,24270000
btn,2018,18210000
btn,2019,18350000
bwa,1961,20000
bwa,1962,10000
bwa,1963,30000
bwa,1964,60000
bwa,1965,60000
bwa,1966,1420000
bwa,1967,1900000
bwa,1968,1900000
bwa,1969,3480000
bwa,1970,2690000
bwa,1971,4800000
bwa,1972,4430000
bwa,1973,7390000
bwa,1974,9250000
bwa,1975,13390000
bwa,1976,15220000
bwa,1977,17750000
bwa,1978,22790000
bwa,1979,36030000
bwa,1980,46710000
bwa,1981,47530000
bwa,1982,42440000
bwa,1983,39990000
bwa,1984,34050000
bwa,1985,36030000
bwa,1986,41740000
bwa,1987,48750000
bwa,1988,64370000
bwa,1989,56640000
bwa,1990,57450000
bwa,1991,54570000
bwa,1992,56610000
bwa,1993,55860000
bwa,1994,44520000
bwa,1995,50820000
bwa,1996,36890000
bwa,1997,40840000
bwa,1998,31670000
bwa,1999,27310000
bwa,2000,18150000
bwa,2001,17550000
bwa,2002,38310000
bwa,2003,27170000
bwa,2004,33080000
bwa,2005,30210000
bwa,2006,36500000
bwa,2007,22060000
bwa,2008,16750000
bwa,2009,11990000
bwa,2010,20840000
bwa,2011,19740000
bwa,2012,19220000
bwa,2013,16790000
bwa,2014,12750000
bwa,2015,12270000
bwa,2016,17190000
bwa,2017,13430000
bwa,2018,12770000
bwa,2019,14320000
caf,1960,30000
caf,1961,420000
caf,1962,1110000
caf,1963,2310000
caf,1964,1660000
caf,1965,4120000
caf,1966,12030000
caf,1967,4820000
caf,1968,7430000
caf,1969,8680000
caf,1970,8040000
caf,1971,8490000
caf,1972,12430000
caf,1973,12040000
caf,1974,12710000
caf,1975,17430000
caf,1976,18570000
caf,1977,20250000
caf,1978,24300000
caf,1979,32620000
caf,1980,33270000
caf,1981,33190000
caf,1982,30990000
caf,1983,28630000
caf,1984,38150000
caf,1985,33540000
caf,1986,45260000
caf,1987,48970000
caf,1988,52500000
caf,1989,48740000
caf,1990,54760000
caf,1991,53360000
caf,1992,51270000
caf,1993,50030000
caf,1994,42120000
caf,1995,46030000
caf,1996,43150000
caf,1997,26110000
caf,1998,26190000
caf,1999,38400000
caf,2000,21570000
caf,2001,20960000
caf,2002,21210000
caf,2003,23510000
caf,2004,32300000
caf,2005,36420000
caf,2006,34690000
caf,2007,37660000
caf,2008,21990000
caf,2009,16420000
caf,2010,17730000
caf,2011,12720000
caf,2012,12840000
caf,2013,9490000
caf,2014,78320000
caf,2015,24010000
caf,2016,25740000
caf,2017,14840000
caf,2018,22650000
caf,2019,24330000
chl,1960,800000
chl,1961,1430000
chl,1962,2510000
chl,1963,2010000
chl,1964,3230000
chl,1965,3390000
chl,1966,14070000
chl,1967,14290000
chl,1968,9460000
chl,1969,13470000
chl,1970,18380000
chl,1971,18270000
chl,1972,17030000
chl,1973,18870000
chl,1974,18300000
chl,1975,23310000
chl,1976,20860000
chl,1977,28090000
chl,1978,23820000
chl,1979,31320000
chl,1980,36420000
chl,1981,33090000
chl,1982,29890000
chl,1983,29180000
chl,1984,23110000
chl,1985,30770000
chl,1986,36990000
chl,1987,50810000
chl,1988,51650000
chl,1989,49960000
chl,1990,66090000
chl,1991,78910000
chl,1992,90100000
chl,1993,87500000
chl,1994,86230000
chl,1995,95970000
chl,1996,85970000
chl,1997,77270000
chl,1998,73410000
chl,1999,61860000
chl,2000,55510000
chl,2001,55840000
chl,2002,45840000
chl,2003,57040000
chl,2004,64470000
chl,2005,59050000
chl,2006,50960000
chl,2007,45980000
chl,2008,61950000
chl,2009,68740000
chl,2010,65740000
chl,2011,55560000
chl,2012,64950000
chl,2013,58860000
chl,2014,56420000
chl,2015,41510000
chl,2016,45810000
chl,2017,47010000
chn,1979,13300000
chn,1980,47210000
chn,1981,67970000
chn,1982,78840000
chn,1983,95810000
chn,1984,101300000
chn,1985,125870000
chn,1986,184130000
chn,1987,275680000
chn,1988,323820000
chn,1989,308370000
chn,1990,376690000
chn,1991,381390000
chn,1992,441300000
chn,1993,477900000
chn,1994,478900000
chn,1995,557740000
chn,1996,528950000
chn,1997,465560000
chn,1998,511540000
chn,1999,559600000
chn,2000,536790000
chn,2001,513090000
chn,2002,564540000
chn,2003,788610000
chn,2004,878140000
chn,2005,857650000
chn,2006,973500000
chn,2007,948260000
chn,2008,969550000
chn,2009,929540000
chn,2010,959150000
chn,2011,834350000
chn,2012,678710000
chn,2013,557750000
chn,2014,552470000
chn,2015,476440000
chn,2016,478550000
chn,2017,504420000
chn,2018,515520000
chn,2019,562310000
civ,1960,130000
civ,1961,2110000
civ,1962,6980000
civ,1963,7140000
civ,1964,7410000
civ,1965,11070000
civ,1966,28740000
civ,1967,11160000
civ,1968,18630000
civ,1969,21820000
civ,1970,20770000
civ,1971,23720000
civ,1972,26730000
civ,1973,35450000
civ,1974,39040000
civ,1975,54230000
civ,1976,53350000
civ,1977,54920000
civ,1978,59740000
civ,1979,82130000
civ,1980,99230000
civ,1981,62180000
civ,1982,55750000
civ,1983,84340000
civ,1984,58690000
civ,1985,43300000
civ,1986,86780000
civ,1987,79040000
civ,1988,64110000
civ,1989,98800000
civ,1990,128080000
civ,1991,135870000
civ,1992,128830000
civ,1993,123130000
civ,1994,113620000
civ,1995,121430000
civ,1996,108800000
civ,1997,100120000
civ,1998,95020000
civ,1999,84620000
civ,2000,72310000
civ,2001,68750000
civ,2002,76860000
civ,2003,75940000
civ,2004,77040000
civ,2005,66620000
civ,2006,130210000
civ,2007,59910000
civ,2008,58500000
civ,2009,58730000
civ,2010,53640000
civ,2011,26080000
civ,2012,39230000
civ,2013,58790000
civ,2014,66710000
civ,2015,60720000
civ,2016,64850000
civ,2017,67470000
civ,2018,92950000
civ,2019,87070000
cmr,1960,80000
cmr,1961,650000
