geo,time,bx_grt_tech_cd_wd
gnb,1984,10990000
gnb,1985,13640000
gnb,1986,20710000
gnb,1987,25560000
gnb,1988,31820000
gnb,1989,23170000
gnb,1990,19160000
gnb,1991,26600000
gnb,1992,46470000
gnb,1993,44140000
gnb,1994,39210000
gnb,1995,45590000
gnb,1996,39990000
gnb,1997,40320000
gnb,1998,31580000
gnb,1999,12550000
gnb,2000,12850000
gnb,2001,15060000
gnb,2002,17500000
gnb,2003,18920000
gnb,2004,15090000
gnb,2005,14820000
gnb,2006,14980000
gnb,2007,14590000
gnb,2008,23660000
gnb,2009,20810000
gnb,2010,17780000
gnb,2011,18760000
gnb,2012,12640000
gnb,2013,8300000
gnb,2014,11630000
gnb,2015,9740000
gnb,2016,10130000
gnb,2017,8170000
gnb,2018,15890000
gnb,2019,17090000
gnq,1973,1010000
gnq,1974,640000
gnq,1975,730000
gnq,1976,420000
gnq,1977,340000
gnq,1978,590000
gnq,1979,2200000
gnq,1980,1980000
gnq,1981,4440000
gnq,1982,4090000
gnq,1983,3920000
gnq,1984,6640000
gnq,1985,5930000
gnq,1986,7630000
gnq,1987,7530000
gnq,1988,9970000
gnq,1989,11670000
gnq,1990,12340000
gnq,1991,33220000
gnq,1992,23720000
gnq,1993,20790000
gnq,1994,13010000
gnq,1995,17060000
gnq,1996,11020000
gnq,1997,12350000
gnq,1998,13230000
gnq,1999,10080000
gnq,2000,7910000
gnq,2001,4870000
gnq,2002,9770000
gnq,2003,12300000
gnq,2004,11690000
gnq,2005,15610000
gnq,2006,14970000
gnq,2007,9260000
gnq,2008,12240000
gnq,2009,18580000
gnq,2010,13720000
gnq,2011,5460000
gnq,2012,11510000
gnq,2013,2790000
gnq,2014,2320000
gnq,2015,1960000
gnq,2016,1190000
gnq,2017,1520000
gnq,2018,2110000
gnq,2019,1530000
grd,1974,440000
grd,1975,460000
grd,1976,630000
grd,1977,310000
grd,1978,490000
grd,1979,420000
grd,1980,760000
grd,1981,1190000
grd,1982,750000
grd,1983,970000
grd,1984,7650000
grd,1985,20450000
grd,1986,12790000
grd,1987,5930000
grd,1988,3080000
grd,1989,2470000
grd,1990,2780000
grd,1991,3720000
grd,1992,3740000
grd,1993,3820000
grd,1994,3270000
grd,1995,3790000
grd,1996,3340000
grd,1997,3260000
grd,1998,3380000
grd,1999,1610000
grd,2000,4650000
grd,2001,1630000
grd,2002,1910000
grd,2003,1270000
grd,2004,1200000
grd,2005,1720000
grd,2006,1160000
grd,2007,780000
grd,2008,1660000
grd,2009,3200000
grd,2010,1300000
grd,2011,1430000
grd,2012,1520000
grd,2013,3520000
grd,2014,2550000
grd,2015,2650000
grd,2016,1700000
grd,2017,1600000
grd,2018,2150000
grd,2019,1090000
gtm,1960,16010000
gtm,1961,570000
gtm,1962,1070000
gtm,1963,580000
gtm,1964,620000
gtm,1965,750000
gtm,1966,5480000
gtm,1967,6830000
gtm,1968,5800000
gtm,1969,5510000
gtm,1970,8630000
gtm,1971,8070000
gtm,1972,8950000
gtm,1973,8340000
gtm,1974,8080000
gtm,1975,10990000
gtm,1976,11150000
gtm,1977,14850000
gtm,1978,14590000
gtm,1979,15380000
gtm,1980,17780000
gtm,1981,16400000
gtm,1982,14600000
gtm,1983,15580000
gtm,1984,14460000
gtm,1985,24100000
gtm,1986,29240000
gtm,1987,42400000
gtm,1988,54390000
gtm,1989,67110000
gtm,1990,86230000
gtm,1991,82410000
gtm,1992,81620000
gtm,1993,92040000
gtm,1994,64960000
gtm,1995,89900000
gtm,1996,76420000
gtm,1997,99290000
gtm,1998,91830000
gtm,1999,82240000
gtm,2000,86020000
gtm,2001,119500000
gtm,2002,122730000
gtm,2003,124330000
gtm,2004,118940000
gtm,2005,93680000
gtm,2006,114090000
gtm,2007,75790000
gtm,2008,108310000
gtm,2009,112220000
gtm,2010,118870000
gtm,2011,109880000
gtm,2012,91650000
gtm,2013,59970000
gtm,2014,56230000
gtm,2015,47790000
gtm,2016,48800000
gtm,2017,52830000
gtm,2018,57910000
gtm,2019,54540000
guy,1960,100000
guy,1961,310000
guy,1962,480000
guy,1963,560000
guy,1964,730000
guy,1965,550000
guy,1966,1390000
guy,1967,2620000
guy,1968,2880000
guy,1969,5680000
guy,1970,3200000
guy,1971,2810000
guy,1972,2830000
guy,1973,2880000
guy,1974,3540000
guy,1975,4590000
guy,1976,3690000
guy,1977,2530000
guy,1978,4250000
guy,1979,4930000
guy,1980,4840000
guy,1981,6770000
guy,1982,6380000
guy,1983,3870000
guy,1984,4550000
guy,1985,3460000
guy,1986,3940000
guy,1987,3850000
guy,1988,5680000
guy,1989,6900000
guy,1990,8490000
guy,1991,11690000
guy,1992,10870000
guy,1993,9700000
guy,1994,11130000
guy,1995,15630000
guy,1996,15830000
guy,1997,13620000
guy,1998,9190000
guy,1999,12670000
guy,2000,16130000
guy,2001,18120000
guy,2002,18660000
guy,2003,30560000
guy,2004,21440000
guy,2005,26710000
guy,2006,32150000
guy,2007,8250000
guy,2008,9790000
guy,2009,14240000
guy,2010,10800000
guy,2011,13870000
guy,2012,13980000
guy,2013,8340000
guy,2014,9370000
guy,2015,7480000
guy,2016,8580000
guy,2017,10720000
guy,2018,7970000
guy,2019,7970000
hkg,1961,200000
hkg,1962,90000
hkg,1963,260000
hkg,1964,280000
hkg,1965,30000
hkg,1966,350000
hkg,1967,460000
hkg,1968,440000
hkg,1969,740000
hkg,1970,1550000
hkg,1971,1100000
hkg,1972,1050000
hkg,1973,1610000
hkg,1974,1640000
hkg,1975,1710000
hkg,1976,2610000
hkg,1977,2260000
hkg,1978,2550000
hkg,1979,12210000
hkg,1980,11250000
hkg,1981,9710000
hkg,1982,8490000
hkg,1983,9340000
hkg,1984,14180000
hkg,1985,20370000
hkg,1986,18410000
hkg,1987,18880000
hkg,1988,21140000
hkg,1989,37760000
hkg,1990,34010000
hkg,1991,35990000
hkg,1992,33050000
hkg,1993,28260000
hkg,1994,9770000
hkg,1995,11630000
hkg,1996,10250000
hkg,1997,3680000
hkg,1998,5470000
hkg,1999,3690000
hkg,2000,4210000
hkg,2001,4520000
hkg,2002,3550000
hkg,2003,4020000
hkg,2004,5270000
hnd,1960,5010000
hnd,1961,440000
hnd,1962,680000
hnd,1963,610000
hnd,1964,530000
hnd,1965,380000
hnd,1966,3800000
hnd,1967,3720000
hnd,1968,3410000
hnd,1969,5220000
hnd,1970,5730000
hnd,1971,5750000
hnd,1972,6210000
hnd,1973,7480000
hnd,1974,7240000
hnd,1975,6840000
hnd,1976,7720000
hnd,1977,10430000
hnd,1978,12570000
hnd,1979,11940000
hnd,1980,17620000
hnd,1981,18580000
hnd,1982,23540000
hnd,1983,36720000
hnd,1984,44070000
hnd,1985,43320000
hnd,1986,59010000
hnd,1987,62770000
hnd,1988,77770000
hnd,1989,89190000
hnd,1990,92490000
hnd,1991,75350000
hnd,1992,81930000
hnd,1993,84360000
hnd,1994,52040000
hnd,1995,81820000
hnd,1996,74130000
hnd,1997,73900000
hnd,1998,67720000
hnd,1999,68440000
hnd,2000,120450000
hnd,2001,219170000
hnd,2002,119060000
hnd,2003,93040000
hnd,2004,103070000
hnd,2005,99080000
hnd,2006,83410000
hnd,2007,55780000
hnd,2008,83640000
hnd,2009,77640000
hnd,2010,54810000
hnd,2011,64590000
hnd,2012,68580000
hnd,2013,51800000
hnd,2014,43170000
hnd,2015,39920000
hnd,2016,42110000
hnd,2017,38870000
hnd,2018,50640000
hnd,2019,34310000
hrv,1994,7300000
hrv,1995,19920000
hrv,1996,28870000
hrv,1997,17980000
hrv,1998,22630000
hrv,1999,31850000
hrv,2000,30560000
hrv,2001,43450000
hrv,2002,61140000
hrv,2003,72690000
hrv,2004,77190000
hrv,2005,53740000
hrv,2006,64020000
hrv,2007,40810000
hrv,2008,77380000
hrv,2009,44680000
hrv,2010,39820000
hrv,2011,20000
hti,1960,10000000
hti,1961,510000
hti,1962,690000
hti,1963,810000
hti,1964,1030000
hti,1965,1170000
hti,1966,3680000
hti,1967,3230000
hti,1968,2220000
hti,1969,3060000
hti,1970,3410000
hti,1971,3330000
hti,1972,4750000
hti,1973,6620000
hti,1974,5940000
hti,1975,8180000
hti,1976,11080000
hti,1977,12100000
hti,1978,17060000
hti,1979,21250000
hti,1980,29630000
hti,1981,31780000
hti,1982,32690000
hti,1983,29820000
hti,1984,31950000
hti,1985,40820000
hti,1986,50890000
hti,1987,47110000
hti,1988,57560000
hti,1989,64600000
hti,1990,64860000
hti,1991,63030000
hti,1992,39250000
hti,1993,48170000
hti,1994,56070000
hti,1995,108360000
hti,1996,90360000
hti,1997,105840000
hti,1998,97370000
hti,1999,100910000
hti,2000,90110000
hti,2001,92560000
hti,2002,75890000
hti,2003,85060000
hti,2004,84520000
hti,2005,123280000
hti,2006,189950000
hti,2007,60630000
hti,2008,136460000
hti,2009,155140000
hti,2010,187230000
hti,2011,166330000
hti,2012,127680000
hti,2013,96250000
hti,2014,83820000
hti,2015,72930000
hti,2016,68550000
hti,2017,70970000
hti,2018,71250000
hti,2019,46490000
hun,1990,400000
hun,1991,39250000
hun,1992,104300000
hun,1993,77910000
hun,1994,59510000
hun,1995,156310000
hun,1996,83680000
hun,1997,54320000
hun,1998,79450000
hun,1999,52530000
hun,2000,38960000
hun,2001,35490000
hun,2002,39110000
hun,2003,52280000
hun,2004,48820000
idn,1960,2020000
idn,1961,3850000
idn,1962,4790000
idn,1963,3820000
idn,1964,3660000
idn,1965,1640000
idn,1966,5170000
idn,1967,4630000
idn,1968,6120000
idn,1969,15600000
idn,1970,25730000
idn,1971,36840000
idn,1972,39940000
idn,1973,54610000
idn,1974,78100000
idn,1975,78740000
idn,1976,83830000
idn,1977,86610000
idn,1978,115090000
idn,1979,142270000
idn,1980,183570000
idn,1981,195920000
idn,1982,218080000
idn,1983,209990000
idn,1984,201410000
idn,1985,199850000
idn,1986,241740000
idn,1987,282980000
idn,1988,345800000
idn,1989,368560000
idn,1990,395710000
idn,1991,442160000
idn,1992,426490000
idn,1993,423420000
idn,1994,443140000
idn,1995,491480000
idn,1996,407450000
idn,1997,370660000
idn,1998,315150000
idn,1999,338920000
idn,2000,418480000
idn,2001,402410000
idn,2002,459520000
idn,2003,487830000
idn,2004,427810000
idn,2005,454470000
idn,2006,554840000
idn,2007,523520000
idn,2008,515070000
idn,2009,468470000
idn,2010,515960000
idn,2011,559980000
idn,2012,684040000
idn,2013,515730000
idn,2014,495810000
idn,2015,403840000
idn,2016,387830000
idn,2017,335280000
idn,2018,361990000
idn,2019,353620000
ind,1960,2420000
ind,1961,4730000
ind,1962,5970000
ind,1963,7470000
ind,1964,8820000
ind,1965,7670000
ind,1966,33830000
ind,1967,36720000
ind,1968,27900000
ind,1969,48090000
ind,1970,45890000
ind,1971,58320000
ind,1972,49870000
ind,1973,46430000
ind,1974,54750000
ind,1975,76190000
ind,1976,63080000
ind,1977,82510000
ind,1978,105150000
ind,1979,119600000
ind,1980,147440000
ind,1981,143970000
ind,1982,166430000
ind,1983,176420000
ind,1984,168120000
ind,1985,173980000
ind,1986,221020000
ind,1987,264030000
ind,1988,330500000
ind,1989,404700000
ind,1990,333200000
ind,1991,329210000
ind,1992,428870000
ind,1993,375530000
ind,1994,380510000
ind,1995,426520000
ind,1996,403630000
ind,1997,330440000
ind,1998,308830000
ind,1999,291250000
ind,2000,286860000
ind,2001,313940000
ind,2002,327970000
ind,2003,418440000
ind,2004,387080000
ind,2005,352370000
ind,2006,358350000
ind,2007,279720000
ind,2008,282110000
ind,2009,266040000
ind,2010,282580000
ind,2011,329020000
ind,2012,356150000
ind,2013,369980000
ind,2014,403620000
ind,2015,389260000
ind,2016,352550000
ind,2017,495320000
ind,2018,409620000
ind,2019,490860000
irn,1960,720000
irn,1961,1960000
irn,1962,2270000
irn,1963,3040000
irn,1964,4760000
irn,1965,4210000
irn,1966,11180000
irn,1967,11330000
irn,1968,6190000
irn,1969,12070000
irn,1970,12150000
irn,1971,12360000
irn,1972,13070000
irn,1973,13750000
irn,1974,17930000
irn,1975,20190000
irn,1976,13540000
irn,1977,21470000
irn,1978,22290000
irn,1979,26970000
irn,1980,18600000
irn,1981,15110000
irn,1982,12810000
irn,1983,21070000
irn,1984,19170000
irn,1985,22910000
irn,1986,23220000
irn,1987,71970000
irn,1988,83230000
irn,1989,83560000
irn,1990,98150000
irn,1991,149070000
irn,1992,109180000
irn,1993,112970000
irn,1994,91820000
irn,1995,101060000
irn,1996,97190000
irn,1997,80940000
irn,1998,94230000
irn,1999,84980000
irn,2000,64060000
irn,2001,57750000
irn,2002,58950000
irn,2003,72040000
irn,2004,76370000
irn,2005,73270000
irn,2006,69450000
irn,2007,76080000
irn,2008,75740000
irn,2009,76310000
irn,2010,73180000
irn,2011,75590000
irn,2012,93090000
irn,2013,89910000
irn,2014,86040000
irn,2015,85920000
irn,2016,87130000
irn,2017,103910000
irn,2018,113310000
irn,2019,139860000
irq,1960,470000
irq,1961,860000
irq,1962,1230000
irq,1963,1230000
irq,1964,1250000
irq,1965,1740000
irq,1966,3960000
irq,1967,3320000
irq,1968,650000
irq,1969,3710000
irq,1970,4020000
irq,1971,4750000
irq,1972,5900000
irq,1973,5820000
irq,1974,5930000
irq,1975,8290000
irq,1976,2960000
irq,1977,4400000
irq,1978,7020000
irq,1979,8640000
irq,1980,11170000
irq,1981,9250000
irq,1982,8410000
irq,1983,7110000
irq,1984,7270000
irq,1985,6670000
irq,1986,10720000
irq,1987,12580000
irq,1988,14810000
irq,1989,18760000
irq,1990,15660000
irq,1991,94020000
irq,1992,53480000
irq,1993,65700000
irq,1994,36060000
irq,1995,39180000
irq,1996,21400000
irq,1997,12250000
irq,1998,23460000
irq,1999,-12400000
irq,2000,8160000
irq,2001,8260000
irq,2002,8350000
irq,2003,551400000
irq,2004,398010000
irq,2005,1043050000
irq,2006,792200000
irq,2007,103920000
irq,2008,113250000
irq,2009,132690000
irq,2010,315010000
irq,2011,165770000
irq,2012,119830000
irq,2013,120550000
irq,2014,79880000
irq,2015,92940000
irq,2016,86420000
irq,2017,190170000
irq,2018,183670000
irq,2019,181910000
isr,1960,300000
isr,1961,570000
isr,1962,880000
isr,1963,850000
isr,1964,960000
isr,1965,880000
isr,1966,9310000
isr,1967,9400000
isr,1968,1330000
isr,1969,2320000
isr,1970,1380000
isr,1971,3260000
isr,1972,3620000
isr,1973,3860000
isr,1974,4680000
isr,1975,5370000
isr,1976,7290000
isr,1977,5510000
isr,1978,6090000
isr,1979,8360000
isr,1980,13840000
isr,1981,10930000
isr,1982,10360000
isr,1983,11550000
isr,1984,12660000
isr,1985,13610000
isr,1986,23840000
isr,1987,45370000
isr,1988,41860000
isr,1989,34720000
isr,1990,30730000
isr,1991,35090000
isr,1992,54360000
isr,1993,50120000
isr,1994,53900000
isr,1995,74950000
isr,1996,71490000
isr,1997,35420000
isr,1998,61020000
isr,1999,49920000
isr,2000,25890000
isr,2001,40760000
isr,2002,64630000
isr,2003,51710000
isr,2004,56320000
jam,1962,100000
jam,1963,90000
jam,1964,260000
jam,1965,380000
jam,1966,3450000
jam,1967,4000000
jam,1968,3230000
jam,1969,5110000
jam,1970,4810000
jam,1971,6990000
jam,1972,7180000
jam,1973,7700000
jam,1974,7530000
jam,1975,8430000
jam,1976,9050000
jam,1977,9670000
jam,1978,11920000
jam,1979,13530000
jam,1980,16260000
jam,1981,15780000
jam,1982,15550000
jam,1983,18210000
jam,1984,14390000
jam,1985,20800000
jam,1986,29860000
jam,1987,32580000
jam,1988,34540000
jam,1989,36940000
jam,1990,32870000
jam,1991,39310000
jam,1992,35550000
jam,1993,38580000
jam,1994,37120000
jam,1995,50520000
jam,1996,36260000
jam,1997,35530000
jam,1998,34050000
jam,1999,33710000
jam,2000,31460000
jam,2001,36100000
jam,2002,44640000
jam,2003,37820000
jam,2004,34620000
jam,2005,43040000
jam,2006,25940000
jam,2007,7870000
jam,2008,13410000
jam,2009,15630000
jam,2010,13490000
jam,2011,14230000
jam,2012,15030000
jam,2013,14280000
jam,2014,15750000
jam,2015,11950000
jam,2016,16030000
jam,2017,24260000
jam,2018,16120000
jam,2019,14550000
jor,1960,19090000
jor,1961,20170000
jor,1962,20900000
jor,1963,19630000
jor,1964,19470000
jor,1965,19380000
jor,1966,24130000
jor,1967,24600000
jor,1968,4020000
jor,1969,29260000
jor,1970,31010000
jor,1971,4690000
jor,1972,6590000
jor,1973,7110000
jor,1974,9930000
jor,1975,12340000
jor,1976,14310000
jor,1977,13530000
jor,1978,14630000
jor,1979,19240000
jor,1980,24880000
jor,1981,27340000
jor,1982,26410000
jor,1983,26970000
jor,1984,27680000
jor,1985,26200000
jor,1986,37550000
jor,1987,54870000
jor,1988,82170000
jor,1989,69150000
jor,1990,65840000
jor,1991,60540000
jor,1992,122440000
jor,1993,128240000
jor,1994,130110000
jor,1995,158810000
jor,1996,144840000
jor,1997,69120000
jor,1998,62840000
jor,1999,157670000
jor,2000,120430000
jor,2001,133190000
jor,2002,155850000
jor,2003,114420000
jor,2004,108780000
jor,2005,124970000
jor,2006,115020000
jor,2007,58460000
jor,2008,62850000
jor,2009,69840000
jor,2010,74960000
jor,2011,84860000
jor,2012,75310000
jor,2013,76150000
jor,2014,83250000
jor,2015,82030000
jor,2016,154700000
jor,2017,196330000
jor,2018,206040000
jor,2019,224800000
kaz,1992,8200000
kaz,1993,4500000
kaz,1994,21620000
kaz,1995,53770000
kaz,1996,66720000
kaz,1997,41020000
kaz,1998,96610000
kaz,1999,85440000
kaz,2000,73280000
kaz,2001,80810000
kaz,2002,102450000
kaz,2003,82280000
kaz,2004,119440000
kaz,2005,88560000
kaz,2006,102580000
kaz,2007,54630000
kaz,2008,101900000
kaz,2009,59120000
kaz,2010,56160000
kaz,2011,48190000
kaz,2012,43530000
kaz,2013,52460000
kaz,2014,40300000
kaz,2015,55430000
kaz,2016,38330000
kaz,2017,40060000
kaz,2018,35130000
kaz,2019,40930000
ken,1960,480000
ken,1961,290000
ken,1962,870000
ken,1963,920000
ken,1964,2220000
ken,1965,2090000
ken,1966,16400000
ken,1967,21840000
ken,1968,21620000
ken,1969,24330000
ken,1970,26970000
ken,1971,32020000
ken,1972,41030000
ken,1973,44920000
ken,1974,48880000
ken,1975,55040000
ken,1976,62340000
ken,1977,64890000
ken,1978,79370000
ken,1979,100660000
ken,1980,124840000
ken,1981,125050000
ken,1982,113600000
ken,1983,119100000
ken,1984,106090000
ken,1985,113800000
ken,1986,154310000
ken,1987,151480000
ken,1988,174410000
ken,1989,170280000
ken,1990,202320000
ken,1991,217920000
ken,1992,277920000
ken,1993,255380000
ken,1994,189130000
ken,1995,217940000
ken,1996,190290000
ken,1997,180060000
ken,1998,151330000
ken,1999,139490000
ken,2000,135580000
ken,2001,135560000
ken,2002,165960000
ken,2003,173490000
ken,2004,211460000
ken,2005,217650000
ken,2006,280740000
ken,2007,140060000
ken,2008,128950000
ken,2009,122180000
ken,2010,153100000
ken,2011,204790000
ken,2012,229590000
ken,2013,213310000
ken,2014,230290000
ken,2015,209160000
ken,2016,215970000
ken,2017,195970000
ken,2018,144650000
ken,2019,171700000
kgz,1992,2320000
kgz,1993,7960000
kgz,1994,11610000
kgz,1995,28470000
kgz,1996,42510000
kgz,1997,26110000
kgz,1998,42690000
kgz,1999,42340000
kgz,2000,37500000
kgz,2001,41320000
kgz,2002,71710000
kgz,2003,67710000
kgz,2004,110210000
kgz,2005,91180000
kgz,2006,99580000
kgz,2007,59340000
kgz,2008,69710000
kgz,2009,61770000
kgz,2010,62110000
kgz,2011,46130000
kgz,2012,53430000
kgz,2013,56870000
kgz,2014,61850000
kgz,2015,69010000
kgz,2016,60810000
kgz,2017,47030000
kgz,2018,51850000
kgz,2019,54780000
khm,1960,460000
khm,1961,650000
khm,1962,980000
khm,1963,940000
khm,1964,1200000
khm,1965,1260000
khm,1966,7270000
khm,1967,8750000
khm,1968,5950000
khm,1969,7930000
khm,1970,7050000
khm,1971,7560000
khm,1972,8980000
khm,1973,6880000
khm,1974,8400000
khm,1975,3550000
khm,1976,720000
khm,1977,300000
khm,1978,250000
khm,1979,38500000
khm,1980,144830000
khm,1981,76400000
khm,1982,13190000
khm,1983,8780000
khm,1984,8990000
khm,1985,6500000
khm,1986,7900000
khm,1987,7840000
khm,1988,8280000
khm,1989,11540000
khm,1990,18690000
khm,1991,49000000
khm,1992,101750000
khm,1993,118970000
khm,1994,103120000
khm,1995,137700000
khm,1996,144400000
khm,1997,122870000
khm,1998,120960000
khm,1999,94020000
khm,2000,99790000
khm,2001,119790000
khm,2002,133640000
khm,2003,162420000
khm,2004,154730000
khm,2005,182010000
khm,2006,180980000
khm,2007,130410000
khm,2008,149630000
khm,2009,156160000
khm,2010,185550000
khm,2011,195220000
khm,2012,196630000
khm,2013,152060000
khm,2014,147900000
khm,2015,113040000
khm,2016,125680000
khm,2017,125780000
khm,2018,121480000
khm,2019,113940000
kir,1964,10000
kir,1965,10000
kir,1966,300000
kir,1967,560000
kir,1968,630000
kir,1969,970000
kir,1970,1460000
kir,1971,1620000
kir,1972,1900000
kir,1973,2060000
kir,1974,2200000
kir,1975,2240000
kir,1976,2700000
kir,1977,2660000
kir,1978,3540000
kir,1979,3370000
kir,1980,5440000
kir,1981,4470000
kir,1982,5010000
kir,1983,4420000
kir,1984,3700000
kir,1985,4850000
kir,1986,4960000
kir,1987,7900000
kir,1988,9430000
kir,1989,8220000
kir,1990,7430000
kir,1991,10190000
kir,1992,9750000
kir,1993,6620000
kir,1994,9410000
kir,1995,7920000
kir,1996,6470000
kir,1997,7470000
kir,1998,8370000
kir,1999,8550000
kir,2000,9080000
kir,2001,8260000
kir,2002,10680000
kir,2003,10830000
kir,2004,10010000
kir,2005,11480000
kir,2006,9660000
kir,2007,7140000
kir,2008,10810000
kir,2009,9160000
kir,2010,14260000
kir,2011,16100000
kir,2012,19930000
kir,2013,15340000
kir,2014,13040000
kir,2015,17580000
kir,2016,16510000
kir,2017,18050000
kir,2018,21270000
kir,2019,17320000
kna,1974,430000
kna,1975,540000
kna,1976,630000
kna,1977,400000
kna,1978,490000
kna,1979,680000
kna,1980,1160000
kna,1981,740000
kna,1982,560000
kna,1983,640000
kna,1984,740000
kna,1985,1140000
kna,1986,770000
kna,1987,1320000
kna,1988,1480000
kna,1989,1830000
kna,1990,2210000
kna,1991,1590000
kna,1992,2030000
kna,1993,6240000
kna,1994,3950000
kna,1995,2240000
kna,1996,2670000
kna,1997,2340000
kna,1998,1050000
kna,1999,780000
kna,2000,550000
kna,2001,1050000
kna,2002,570000
kna,2003,80000
kna,2004,500000
kna,2005,660000
kna,2006,310000
kna,2007,490000
kna,2008,1050000
kna,2009,3200000
kna,2010,2130000
kna,2011,1100000
kna,2012,480000
kna,2013,690000
kor,1960,250000
kor,1961,230000
kor,1962,680000
kor,1963,1290000
kor,1964,1500000
kor,1965,2290000
kor,1966,9880000
kor,1967,11640000
kor,1968,11180000
kor,1969,21060000
kor,1970,13140000
kor,1971,16020000
kor,1972,17090000
kor,1973,16230000
kor,1974,16940000
kor,1975,20480000
kor,1976,21710000
kor,1977,25350000
kor,1978,26780000
kor,1979,30730000
kor,1980,33620000
kor,1981,31910000
kor,1982,30610000
kor,1983,29470000
kor,1984,29590000
kor,1985,33810000
kor,1986,44310000
kor,1987,66580000
kor,1988,71960000
kor,1989,74130000
kor,1990,100440000
kor,1991,94670000
kor,1992,118320000
kor,1993,148970000
kor,1994,115440000
kor,1995,143970000
kor,1996,144760000
kor,1997,104740000
kor,1998,147320000
kor,1999,156280000
kor,2000,118460000
kor,2001,82890000
kor,2002,86940000
kor,2003,94510000
kor,2004,102460000
kos,2009,356030000
kos,2010,274180000
kos,2011,321200000
kos,2012,241310000
kos,2013,253830000
kos,2014,273930000
kos,2015,195820000
kos,2016,142990000
kos,2017,82970000
kos,2018,79150000
kos,2019,77710000
kwt,1961,-160000
kwt,1962,-380000
kwt,1963,-410000
kwt,1964,-200000
kwt,1965,-180000
kwt,1966,-340000
kwt,1967,-350000
kwt,1969,270000
kwt,1970,350000
kwt,1971,510000
kwt,1972,590000
kwt,1973,390000
kwt,1974,380000
kwt,1975,330000
kwt,1976,190000
kwt,1977,510000
kwt,1978,670000
kwt,1979,1130000
kwt,1980,10250000
kwt,1981,9370000
kwt,1982,5860000
kwt,1983,5160000
kwt,1984,4470000
kwt,1985,4210000
kwt,1986,4960000
kwt,1987,4000000
kwt,1988,3640000
kwt,1989,3630000
kwt,1990,1970000
kwt,1991,2540000
kwt,1992,1960000
kwt,1993,1760000
kwt,1994,3380000
kwt,1995,2510000
kwt,1996,1420000
kwt,1997,170000
kwt,1998,5000000
kwt,1999,5670000
kwt,2000,2070000
kwt,2001,3150000
kwt,2002,3130000
kwt,2003,1960000
kwt,2004,2090000
lao,1960,240000
lao,1961,520000
lao,1962,520000
lao,1963,600000
lao,1964,770000
lao,1965,700000
lao,1966,40490000
lao,1967,46250000
lao,1968,37740000
lao,1969,38790000
lao,1970,39540000
lao,1971,41690000
lao,1972,35890000
lao,1973,41960000
lao,1974,29420000
lao,1975,14480000
lao,1976,4150000
lao,1977,4300000
lao,1978,11180000
lao,1979,11920000
lao,1980,14000000
lao,1981,13230000
lao,1982,11200000
lao,1983,10620000
lao,1984,12180000
lao,1985,13490000
lao,1986,17760000
lao,1987,20720000
lao,1988,23320000
lao,1989,29910000
lao,1990,28360000
lao,1991,34120000
lao,1992,46390000
lao,1993,51120000
lao,1994,54760000
lao,1995,73410000
lao,1996,73050000
lao,1997,63740000
lao,1998,68410000
lao,1999,74670000
lao,2000,73780000
lao,2001,77930000
lao,2002,82160000
lao,2003,80200000
lao,2004,76710000
lao,2005,80510000
lao,2006,75160000
lao,2007,97400000
lao,2008,78020000
lao,2009,84730000
lao,2010,109950000
lao,2011,108600000
lao,2012,119880000
lao,2013,99130000
lao,2014,101170000
lao,2015,92310000
lao,2016,100660000
lao,2017,82870000
lao,2018,108260000
lao,2019,98130000
lbn,1960,4390000
lbn,1961,4680000
lbn,1962,4940000
lbn,1963,5200000
lbn,1964,5220000
lbn,1965,5990000
lbn,1966,7000000
lbn,1967,7360000
lbn,1968,910000
lbn,1969,8080000
lbn,1970,9260000
lbn,1971,3320000
lbn,1972,4130000
lbn,1973,5650000
lbn,1974,6380000
lbn,1975,6940000
lbn,1976,7530000
lbn,1977,7730000
lbn,1978,10740000
lbn,1979,17610000
lbn,1980,19060000
lbn,1981,24810000
lbn,1982,37060000
lbn,1983,53070000
lbn,1984,54310000
lbn,1985,32870000
lbn,1986,35320000
lbn,1987,43660000
lbn,1988,54980000
lbn,1989,42330000
lbn,1990,38550000
lbn,1991,33130000
lbn,1992,83080000
lbn,1993,81660000
lbn,1994,96750000
lbn,1995,93230000
lbn,1996,96130000
lbn,1997,42210000
lbn,1998,45060000
lbn,1999,58470000
lbn,2000,55020000
lbn,2001,62640000
lbn,2002,77590000
lbn,2003,100920000
lbn,2004,108860000
lbn,2005,104160000
lbn,2006,121940000
lbn,2007,134690000
lbn,2008,132490000
lbn,2009,125720000
lbn,2010,90470000
lbn,2011,64720000
lbn,2012,83070000
lbn,2013,82830000
lbn,2014,92910000
lbn,2015,88070000
lbn,2016,87340000
lbn,2017,102920000
lbn,2018,100790000
lbn,2019,119400000
lbr,1960,500000
lbr,1961,240000
lbr,1962,470000
lbr,1963,540000
lbr,1964,560000
lbr,1965,920000
lbr,1966,11330000
lbr,1967,11270000
lbr,1968,7550000
lbr,1969,9380000
lbr,1970,8010000
lbr,1971,11350000
lbr,1972,9650000
lbr,1973,9740000
lbr,1974,9490000
lbr,1975,11630000
lbr,1976,10430000
lbr,1977,11280000
lbr,1978,14460000
lbr,1979,18770000
lbr,1980,22890000
lbr,1981,23720000
lbr,1982,22620000
lbr,1983,25600000
lbr,1984,28520000
