geo,time,nv_ind_manf_kn
arg,1975,81272975703.98051
arg,1976,78807367437.97881
arg,1977,84965128239.51411
arg,1978,76024568502.83231
arg,1979,83584967808.6931
arg,1980,85438315282.08249
arg,1981,75125185887.8392
arg,1982,73010248924.3835
arg,1983,77988015611.35489
arg,1984,79918149812.69009
arg,1985,72365939906.15918
arg,1986,79639641218.43878
arg,1987,80498973446.37971
arg,1988,76558646446.6212
arg,1989,70826501575.3231
arg,1990,66996872161.9537
arg,1991,73948578700
arg,1992,81482987800
arg,1993,84360220400
arg,1994,88156123300
arg,1995,81840101500
arg,1996,87120324800
arg,1997,95093083400
arg,1998,96851122500
arg,1999,89171925500
arg,2000,85762688100
arg,2001,79448849800
arg,2002,70745052900
arg,2003,82041048500
arg,2004,91866330500
arg,2005,98685714500
arg,2006,107665903700
arg,2007,115777417900
arg,2008,119969834500
arg,2009,111260235200
arg,2010,123396437200
arg,2011,132856759600
arg,2012,128986208700
arg,2013,130925557200
arg,2014,124308517500
arg,2015,125260636700
arg,2016,118244613400
arg,2017,121288313100
arg,2018,115460503600
arg,2019,108278412000
arg,2020,99875303100
arm,1990,375374498813.29602
arm,1991,360359531100
arm,1992,145224885900
arm,1993,158149908100
arm,1994,173332300500
arm,1995,177838939700
arm,1996,179794483500
arm,1997,182132133500
arm,1998,178077221200
arm,1999,187693391900
arm,2000,200081155700
arm,2001,219775621400
arm,2002,257685211000
arm,2003,301448281700
arm,2004,293781415000
arm,2005,319746566900
arm,2006,318271395000
arm,2007,323347224400
arm,2008,326257349400
arm,2009,303054791300
arm,2010,339724421000
arm,2011,386266666700
arm,2012,402103600000
arm,2013,433065577200
arm,2014,459049511800
arm,2015,433801788700
arm,2016,481953787200
arm,2017,538824334100
arm,2018,599172659500
arm,2019,656094062152.5
arm,2020,632474675915.01001
asm,2002,126000000
asm,2003,124000000
asm,2004,118000000
asm,2005,131000000
asm,2006,127000000
asm,2007,132000000
asm,2008,132000000
asm,2009,105000000
asm,2010,93000000
asm,2011,85000000
asm,2012,89000000
asm,2013,88000000
asm,2014,91000000
asm,2015,105000000
asm,2016,104000000
asm,2017,83000000
asm,2018,97000000
asm,2019,92000000
atg,1977,15970136
atg,1978,19205112
atg,1979,22208044
atg,1980,26384848
atg,1981,32158667
atg,1982,32158667
atg,1983,32854801
atg,1984,34178821
atg,1985,35202547
atg,1986,36608465
atg,1987,38068982
atg,1988,38874314
atg,1989,40034537
atg,1990,41240000
atg,1991,38970000
atg,1992,36640000
atg,1993,34810000
atg,1994,35500000
atg,1995,33730000
atg,1996,35090000
atg,1997,37200000
atg,1998,39240000
atg,1999,41000000
atg,2000,42230000
atg,2001,43030000
atg,2002,45320000
atg,2003,45980000
atg,2004,48190000
atg,2005,50540000
atg,2006,56820000
atg,2007,62010000
atg,2008,56350000
atg,2009,62330000
atg,2010,56840000
atg,2011,58410000
atg,2012,50320000
atg,2013,58220000
atg,2014,60480000
atg,2015,61400000
atg,2016,65330000
atg,2017,63730000
atg,2018,67950000
atg,2019,65420000
atg,2020,54070000
aus,1975,73691000000
aus,1976,72905000000
aus,1977,74706000000
aus,1978,74383000000
aus,1979,77445000000
aus,1980,80783000000
aus,1981,82439000000
aus,1982,84483000000
aus,1983,77534000000
aus,1984,78711000000
aus,1985,82732000000
aus,1986,83258000000
aus,1987,85536000000
aus,1988,91241000000
aus,1989,96496000000
aus,1990,95360000000
aus,1991,93260000000
aus,1992,90493000000
aus,1993,92426000000
aus,1994,96549000000
aus,1995,98600000000
aus,1996,100821000000
aus,1997,102364000000
aus,1998,105736000000
aus,1999,108217000000
aus,2000,109636000000
aus,2001,112158000000
aus,2002,115199000000
aus,2003,120039000000
aus,2004,121702000000
aus,2005,120629000000
aus,2006,119827000000
aus,2007,122139000000
aus,2008,127045000000
aus,2009,120392000000
aus,2010,120913000000
aus,2011,120605000000
aus,2012,121993000000
aus,2013,118008000000
aus,2014,116909000000
aus,2015,115120000000
aus,2016,112671000000
aus,2017,112054000000
aus,2018,114536000000
aus,2019,113497000000
aus,2020,111941000000
aut,1976,21560366000
aut,1977,22551040000
aut,1978,22972557000
aut,1979,24134419000
aut,1980,24976672000
aut,1981,24978396000
aut,1982,24959556000
aut,1983,26005370000
aut,1984,26128164000
aut,1985,27656012000
aut,1986,28696303000
aut,1987,28342556000
aut,1988,29741011000
aut,1989,30819798000
aut,1990,32796289000
aut,1991,33679679000
aut,1992,33507337000
aut,1993,32790266000
aut,1994,34006459000
aut,1995,35991560000
aut,1996,36321570000
aut,1997,37325450000
aut,1998,38382180000
aut,1999,40078540000
aut,2000,42669520000
aut,2001,43834420000
aut,2002,43242810000
aut,2003,43531000000
aut,2004,44849450000
aut,2005,46853220000
aut,2006,50567490000
aut,2007,54504160000
aut,2008,55096890000
aut,2009,46983150000
aut,2010,50797630000
aut,2011,54470430000
aut,2012,55580840000
aut,2013,55725490000
aut,2014,56972210000
aut,2015,57458660000
aut,2016,59961850000
aut,2017,61895600000
aut,2018,64573950000
aut,2019,64990000000
aut,2020,60442600000
aze,1992,2565755900
aze,1993,2061017100
aze,1994,1472155000
aze,1995,1177723900
aze,1996,1051539300
aze,1997,1059951600
aze,1998,935937300
aze,1999,850767000
aze,2000,492315100
aze,2001,512500000
aze,2002,554500000
aze,2003,632200000
aze,2004,698500000
aze,2005,812400000
aze,2006,885516000
aze,2007,975769571.24376
aze,2008,1045077859.14817
aze,2009,913274213.22817
aze,2010,975155701.87928
aze,2011,1041461830.42298
aze,2012,1090095470.68441
aze,2013,1112913387.76394
aze,2014,1154248355.81078
aze,2015,1243628016.45406
aze,2016,1228704480.25661
aze,2017,1215188730.97379
aze,2018,1292960809.75611
aze,2019,1427428733.97075
aze,2020,1575881322.30371
bdi,1997,196728666700
bdi,1998,193600680900
bdi,1999,202486952200
bdi,2000,189871707700
bdi,2001,178042412100
bdi,2002,166950099500
bdi,2003,156548854900
bdi,2004,146795623600
bdi,2005,143600000000
bdi,2006,152790400000
bdi,2007,157374112000
bdi,2008,146357924200
bdi,2009,147528787600
bdi,2010,145565671200
bdi,2011,144110014400
bdi,2012,140651374100
bdi,2013,154716511500
bdi,2014,167093832400
bdi,2015,156032142400
bdi,2016,157917737300
bel,1995,39523000000
bel,1996,40649100000
bel,1997,43200300000
bel,1998,44500500000
bel,1999,44827200000
bel,2000,47364300000
bel,2001,47700300000
bel,2002,47899900000
bel,2003,47804200000
bel,2004,50237600000
bel,2005,51567500000
bel,2006,50370600000
bel,2007,53565700000
bel,2008,51775900000
bel,2009,47264100000
bel,2010,50145200000
bel,2011,50210000000
bel,2012,49420300000
bel,2013,49932200000
bel,2014,51488500000
bel,2015,52893300000
bel,2016,52023600000
bel,2017,52822000000
bel,2018,52757300000
bel,2019,54661000000
bel,2020,52645400000
ben,1971,191514043432.358
ben,1972,200921739853.35297
ben,1973,188154059959.46497
ben,1974,226457017513.51599
ben,1975,198905807935.82297
ben,1976,165306788729.57999
ben,1977,206297503962.00601
ben,1978,189498028259.08701
ben,1979,169338735143.505
ben,1980,167322789124.39301
ben,1981,157243101559.20099
ben,1982,256023897396.19296
ben,1983,227128856811.87799
ben,1984,213017497644.39096
ben,1985,238552568293.33096
ben,1986,228472880840.953
ben,1987,245944347011.19101
ben,1988,268791632342.65701
ben,1989,272457286330.57297
ben,1990,296208860647.086
ben,1991,308943295000
ben,1992,369341942700
ben,1993,346057323900
ben,1994,373954657000
ben,1995,389625409500
ben,1996,439533318000
ben,1997,458125891300
ben,1998,461376441500
ben,1999,479679410600
ben,2000,530526619700
ben,2001,579389632600
ben,2002,594490570600
ben,2003,600921255300
ben,2004,601293052000
ben,2005,641117896600
ben,2006,660828404700
ben,2007,633602843600
ben,2008,554582734500
ben,2009,558947841400
ben,2010,556828679400
ben,2011,558879299100
ben,2012,560780323600
ben,2013,585461117300
ben,2014,635958674500
ben,2015,675683000000
ben,2016,719141000000
ben,2017,715092887500
ben,2018,742215884100
ben,2019,825765664400
ben,2020,853570982500
bfa,1970,114630136429.90199
bfa,1971,118058978888.356
bfa,1972,129093389496.217
bfa,1973,135712369033.347
bfa,1974,137918641718
bfa,1975,144540518511.19699
bfa,1976,150057648921.319
bfa,1977,152263898355.77802
bfa,1978,157781190389.98001
bfa,1979,163433551118.34201
bfa,1980,178526887558.44601
bfa,1981,163836368630.828
bfa,1982,181915443629.70401
bfa,1983,183045781854.255
bfa,1984,181351607669.496
bfa,1985,184346061669.397
bfa,1986,193573819569.23697
bfa,1987,206410658113.39496
bfa,1988,202758520645.056
bfa,1989,204638935511.375
bfa,1990,235435051933.52701
bfa,1991,228259947600
bfa,1992,242109797600
bfa,1993,257809287700
bfa,1994,238627301500
bfa,1995,251202625000
bfa,1996,246976989900
bfa,1997,302111077100
bfa,1998,316936942000
bfa,1999,402673643100
bfa,2000,375661694500
bfa,2001,400926490200
bfa,2002,425409809400
bfa,2003,471119105000
bfa,2004,482665529700
bfa,2005,505441653300
bfa,2006,547645162500
bfa,2007,591868673000
bfa,2008,574737912800
bfa,2009,595905062000
bfa,2010,608914074400
bfa,2011,654811971200
bfa,2012,652506673500
bfa,2013,675080596100
bfa,2014,763365028400
bfa,2015,812948000000
bfa,2016,834384000000
bfa,2017,798905145800
bfa,2018,856365337700
bfa,2019,891035112200
bfa,2020,918542767300
bgd,1960,72352482000
bgd,1961,78306850700
bgd,1962,83791955400
bgd,1963,88374833200
bgd,1964,92741226600
bgd,1965,96710946300
bgd,1966,102564341600
bgd,1967,102534966500
bgd,1968,117619177600
bgd,1969,121326786700
bgd,1970,125631834800
bgd,1971,105174067800
bgd,1972,57273115300
bgd,1973,94479890400
bgd,1974,134716256500
bgd,1975,120006955000
bgd,1976,119177870800
bgd,1977,133073955800
bgd,1978,134640885300
bgd,1979,149707208600
bgd,1980,153187941010.52701
bgd,1981,159803843996.78601
bgd,1982,161031381290.21201
bgd,1983,166135320820.63901
bgd,1984,181672455640.79599
bgd,1985,191649619596.005
bgd,1986,205904141447.06296
bgd,1987,222598286599.259
bgd,1988,224072862277.93799
bgd,1989,229788211121.39301
bgd,1990,247840979417.207
bgd,1991,263381330600
bgd,1992,282781084000
bgd,1993,307497977000
bgd,1994,332646624900
bgd,1995,368517440800
bgd,1996,391275000000
bgd,1997,409735000000
bgd,1998,446077000000
bgd,1999,461617000000
bgd,2000,483311000000
bgd,2001,514882000000
bgd,2002,541340000000
bgd,2003,577452000000
bgd,2004,617771000000
bgd,2005,666308000000
bgd,2006,738340309900
bgd,2007,816125315800
bgd,2008,875957849700
bgd,2009,934589224800
bgd,2010,996709181100
bgd,2011,1096513512900
bgd,2012,1205673804300
bgd,2013,1329941279500
bgd,2014,1446534000000
bgd,2015,1595680000000
bgd,2016,1782228000000
bgd,2017,1977653000000
bgd,2018,2242701000000
bgd,2019,2561179000000
bgd,2020,2607276000000
bhr,2006,1144290000
bhr,2007,1205780000
bhr,2008,1287810000
bhr,2009,1349140000
bhr,2010,1400170000
bhr,2011,1443750000
bhr,2012,1511120000
bhr,2013,1566240000
bhr,2014,1642440000
bhr,2015,1695000000
bhr,2016,1783330000
bhr,2017,1802490000
bhr,2018,1836310000
bhr,2019,1865400000
bhr,2020,1759540000
bhs,1989,271030157.08253
bhs,1990,252832642.68499
bhs,1991,241234500
bhs,1992,220313800
bhs,1993,212986000
bhs,1994,219031300
bhs,1995,229292300
bhs,1996,255358700
bhs,1997,232600000
bhs,1998,229500000
bhs,1999,259600000
bhs,2000,280200000
bhs,2001,243300000
bhs,2002,226800000
bhs,2003,291800000
bhs,2004,319900000
bhs,2005,301900000
bhs,2006,334400000
bhs,2007,292300000
bhs,2008,270900000
bhs,2009,254700000
bhs,2010,277800000
bhs,2011,278600000
bhs,2012,315800000
bhs,2013,277200000
bhs,2014,294600000
bhs,2015,258000000
bhs,2016,328900000
bhs,2017,292000000
bhs,2018,206000000
bhs,2019,101500000
bhs,2020,80800000
bih,2000,1555852601.72377
bih,2001,1656588012.18012
bih,2002,1794944961.10421
bih,2003,1849251543.21751
bih,2004,1935055715.8623
bih,2005,2116887509.74061
bih,2006,2420044464.24134
bih,2007,2677490690.03003
bih,2008,2849113007.47541
bih,2009,2693487956.28805
bih,2010,2887730924.05159
bih,2011,2886574234.19104
bih,2012,2863382009.78131
bih,2013,3006813930.61729
bih,2014,3135959139.63592
bih,2015,3336450326.94059
bih,2016,3516179301.04539
bih,2017,3808311218.92064
bih,2018,3875488909.20649
bih,2019,3878919272.43363
bih,2020,3683465362.3532
blr,1990,5888058033.03269
blr,1991,5918977000
blr,1992,5407054600
blr,1993,4895311000
blr,1994,4082537000
blr,1995,3666137300
blr,1996,3838877900
blr,1997,4514297900
blr,1998,4988874500
blr,1999,5423512100
blr,2000,5769539100
blr,2001,6187113900
blr,2002,6568222400
blr,2003,7248449700
blr,2004,8672780100
blr,2005,9921660000
blr,2006,11271005700
blr,2007,12206499500
blr,2008,14000855500
blr,2009,13692836900
blr,2010,15171764200
blr,2011,16656578600
blr,2012,17813835100
blr,2013,16882169100
blr,2014,16992300000
blr,2015,15894900000
blr,2016,15886800000
blr,2017,16993300000
blr,2018,17881400000
blr,2019,18113858200
blr,2020,18131972100
blz,1970,23317400
blz,1971,26879800
blz,1972,29578600
blz,1973,33248900
blz,1974,38862400
blz,1975,39618000
blz,1976,38430600
blz,1977,46419000
blz,1978,48578000
blz,1979,46095100
blz,1980,83662256.68603
blz,1981,87108958.0449
blz,1982,86027487.41537
blz,1983,85070502.6137
blz,1984,77803642.41238
blz,1985,78581678.8365
blz,1986,80589012.81074
blz,1987,86035267.77961
blz,1988,85513983.37545
blz,1989,94889322.28614
blz,1990,104583656.13072
blz,1991,108900000
blz,1992,120536600
blz,1993,125390500
blz,1994,123308900
blz,1995,119143500
blz,1996,118992800
blz,1997,123596900
blz,1998,119111000
blz,1999,127245300
blz,2000,158221700
blz,2001,158289900
blz,2002,160906200
blz,2003,160449500
blz,2004,180315600
blz,2005,181056100
blz,2006,236213800
blz,2007,243868700
blz,2008,254531400
blz,2009,326049500
blz,2010,299348900
blz,2011,291584700
blz,2012,269520200
blz,2013,217267900
blz,2014,200979700
blz,2015,171531800
blz,2016,158601300
blz,2017,160557600
blz,2018,164470100
blz,2019,171550900
blz,2020,151838700
bmu,2010,65418000
bmu,2011,59801000
bmu,2012,49800000
bmu,2013,33436000
bmu,2014,33343000
bmu,2015,32195000
bmu,2016,32965000
bmu,2017,35077000
bmu,2018,34210000
bmu,2019,34198000
bol,1960,966949730.42694
bol,1961,968976878.70876
bol,1962,1072361441.08146
bol,1963,1143457227.2305
bol,1964,1245361187.37747
bol,1965,1360299374.98509
bol,1966,1528559402.20451
bol,1967,1591360679.9695
bol,1968,1631648292.12062
bol,1969,1758435777.41976
bol,1970,1853230158.95182
bol,1971,1919587914.71014
bol,1972,2074917885.27874
bol,1973,2178416175.97641
bol,1974,2424864258.92956
bol,1975,2572931191.55447
bol,1976,2787355879.93769
bol,1977,2980981868.75487
bol,1978,3116668623.06665
bol,1979,3066652702.68165
bol,1980,2966951000
bol,1981,2753117000
bol,1982,2360860000
bol,1983,2360473000
bol,1984,2393647000
bol,1985,2243902000
bol,1986,2273756000
bol,1987,2330666000
bol,1988,2314851000
bol,1989,2430430000
bol,1990,2619623000
bol,1991,2745888000
bol,1992,2748031000
bol,1993,2860153000
bol,1994,3014947000
bol,1995,3219775000
bol,1996,3376399000
bol,1997,3444617000
bol,1998,3530213000
bol,1999,3633489000
bol,2000,3698532000
bol,2001,3797922000
bol,2002,3807441000
bol,2003,3952364000
bol,2004,4172930000
bol,2005,4298295000
bol,2006,4646134000
bol,2007,4929111000
bol,2008,5109524000
bol,2009,5355324000
bol,2010,5493990551.33956
bol,2011,5695895613.33358
bol,2012,5966185339.32818
bol,2013,6329242685.10926
bol,2014,6584447204.52763
bol,2015,6885790742.776
bol,2016,7311665297.27067
bol,2017,7551997248.39151
bol,2018,7968579185.46224
bol,2019,8223077575.99754
bol,2020,7536387462.19643
bra,1990,329819745519.64093
bra,1991,330312436391.19598
bra,1992,316618521254.83093
bra,1993,342928463808.35498
bra,1994,366775884072.85693
bra,1995,374090187678.31
bra,1996,374390285708.63098
bra,1997,383725362361.00098
bra,1998,365148663815.54199
bra,1999,358347401047.19
bra,2000,378735876350.49402
bra,2001,381437733704.39398
bra,2002,389421244249.26703
bra,2003,399777393932.61298
bra,2004,436088457581.526
bra,2005,445868647967.12
bra,2006,451368882495.29602
bra,2007,479088842227.16199
bra,2008,498968869715.98694
bra,2009,452744612006.77295
bra,2010,494352000000
bra,2011,505461000000
bra,2012,493437649227.07599
bra,2013,508306410909.72803
bra,2014,484481921772.87
bra,2015,443377161552.81696
bra,2016,422241270845.02399
bra,2017,431993109943.17798
bra,2018,438009890683.65295
bra,2019,437854329899.45294
bra,2020,419150904729.69598
brb,1975,717344941.17647
brb,1976,838640000
brb,1977,865236705.88235
brb,1978,944364235.29412
brb,1979,960576941.17647
brb,1980,981707294.11765
brb,1981,946258823.52941
brb,1982,895529411.76471
brb,1983,918305882.35294
brb,1984,935905882.35294
brb,1985,846870588.23529
brb,1986,890352941.17647
brb,1987,831341176.47059
brb,1988,887247058.82353
brb,1989,934870588.23529
brb,1990,910023529.41176
brb,1991,867576500
brb,1992,803388200
brb,1993,812705900
brb,1994,801317600
brb,1995,842729400
brb,1996,896564700
brb,1997,940047100
brb,1998,757835300
brb,1999,717458800
brb,2000,699858800
brb,2001,631529400
brb,2002,637741200
brb,2003,627388200
brb,2004,640847100
brb,2005,654305900
brb,2006,709095800
brb,2007,680518600
brb,2008,678504900
brb,2009,569860800
brb,2010,527980200
brb,2011,524777300
brb,2012,503624300
brb,2013,490118800
brb,2014,468883700
brb,2015,491348900
brb,2016,485161100
brb,2017,492830200
brb,2018,495387700
brb,2019,478600000
brn,1989,2089800700
brn,1990,2071399600
brn,1991,2143745700
brn,1992,2162368300
brn,1993,2122643200
brn,1994,2285411100
brn,1995,2506506700
brn,1996,2500767600
brn,1997,2502456300
brn,1998,2680168300
brn,1999,2748570000
brn,2000,2834131500
brn,2001,2838026200
brn,2002,3032353600
brn,2003,3122797200
brn,2004,3087607000
brn,2005,3027123100
brn,2006,3051606000
brn,2007,2958171300
brn,2008,3041085700
brn,2009,2743485400
brn,2010,2786141800
brn,2011,2967038900
brn,2012,2908350900
brn,2013,2864704400
brn,2014,2670467900
brn,2015,2734551500
brn,2016,2715039600
brn,2017,2960521100
brn,2018,2943105800
brn,2019,3116173900
brn,2020,3860736143.62559
btn,1980,160000000
btn,1981,393000000
btn,1982,342000000
btn,1983,387000000
btn,1984,399000000
btn,1985,371000000
btn,1986,357000000
btn,1987,550000000
btn,1988,565000000
btn,1989,850000000
btn,1990,825767700
btn,1991,797358900
btn,1992,831587900
btn,1993,847644900
btn,1994,1022810200
btn,1995,1257887100
btn,1996,1403009200
btn,1997,1503290200
btn,1998,1503337200
btn,1999,1576302500
btn,2000,1618854900
btn,2001,1820647300
btn,2002,1855248500
btn,2003,1967292600
btn,2004,2055032800
btn,2005,2214384700
btn,2006,2468704900
btn,2007,3086801800
btn,2008,3349416200
btn,2009,3579865400
btn,2010,4302400000
btn,2011,4616410000
btn,2012,4930000000
btn,2013,4671000000
btn,2014,5098820000
btn,2015,5323892700
btn,2016,5452895800
btn,2017,5805016100
btn,2018,5956430000
btn,2019,5956120000
btn,2020,4719580000
bwa,1965,255589154.03849
bwa,1966,231453737.01489
bwa,1967,252495049.56907
bwa,1968,228978219.74567
bwa,1969,218457563.46858
bwa,1970,261777830.3647
bwa,1971,330471389.76588
bwa,1972,420206028.02755
bwa,1973,494469209.16736
bwa,1974,781620332.03712
bwa,1975,1063186876.77201
bwa,1976,1248188384.04341
bwa,1977,1250091585.46327
bwa,1978,1402736799.04755
bwa,1979,1332314373.72003
bwa,1980,1161397585.20782
bwa,1981,1408446637.00082
bwa,1982,1567182609.25476
bwa,1983,1525309841.08096
bwa,1984,1395884900.02615
bwa,1985,1509321920.90191
bwa,1986,1811947772.60519
bwa,1987,2285490412.82068
bwa,1988,3006082104.82916
bwa,1989,3358955138.12478
bwa,1990,3468585522.46713
bwa,1991,3756746202.0822
bwa,1992,3872467111.40052
bwa,1993,3540519011.20094
bwa,1994,3661980138.65236
bwa,1995,4298561753.05498
bwa,1996,5187065166.40254
bwa,1997,6197627495.66322
bwa,1998,6485467313.84049
bwa,1999,6556276502.22668
bwa,2000,6485701007.53153
bwa,2001,6555108033.77146
bwa,2002,6643911636.36801
bwa,2003,5982706652.5149
bwa,2004,5971417845.07535
bwa,2005,6081566094.63705
bwa,2006,7298455882.639
bwa,2007,9173898231.10072
bwa,2008,8938539472.50849
bwa,2009,9386333975.53849
bwa,2010,9753267890.83682
bwa,2011,10860354127.4714
bwa,2012,11262843369.3935
bwa,2013,11998736623.2105
bwa,2014,12059400000
bwa,2015,10187600000
bwa,2016,10692500000
bwa,2017,10461400000
bwa,2018,10339600000
bwa,2019,10807000000
bwa,2020,9196300000
caf,2009,133647000000
caf,2010,140236000000
caf,2011,163954000000
caf,2012,181975000000
caf,2013,102197000000
caf,2014,89401000000
caf,2015,102111000000
caf,2016,106393000000
caf,2017,107487000000
caf,2018,106505000000
caf,2019,109700150000
caf,2020,119223478200
can,1997,179290923000
can,1998,188340364000
can,1999,203376535000
can,2000,221805327000
can,2001,213719353000
can,2002,217642564000
can,2003,214849877000
can,2004,220070667000
can,2005,224489795000
can,2006,220868128000
can,2007,214212119000
can,2008,202766095000
can,2009,174805603000
can,2010,183246705000
can,2011,189604323000
can,2012,192367591000
can,2013,191737187000
can,2014,197436034000
can,2015,198555000000
can,2016,198537139000
can,2017,202398359000
can,2018,208591022000
can,2019,208216982000
can,2020,188050378000
che,1990,74721039000
che,1991,75064973000
che,1992,75147938000
che,1993,75137557000
che,1994,77524246000
che,1995,77152015000
che,1996,77727112000
che,1997,80195195000
che,1998,81969755000
che,1999,83121045000
che,2000,84801867000
che,2001,89612447000
che,2002,91639202000
che,2003,91336135000
che,2004,92813541000
che,2005,97271701000
che,2006,103615776000
che,2007,109032099000
che,2008,112511494000
che,2009,98724023000
che,2010,105871544000
che,2011,115444617000
che,2012,112610645000
che,2013,115132152000
che,2014,117251820000
che,2015,118080724000
che,2016,123296463000
che,2017,129257163000
che,2018,135842751000
che,2019,139905970000
che,2020,135750932000
chl,1960,2823999073509.87988
chl,1961,3033786898750.33008
chl,1962,3320194065465.14941
chl,1963,3450921579060.37012
chl,1964,3626128993546.8999
chl,1965,3786148149192.48975
chl,1966,4262679770326.91016
chl,1967,4384863888324.08984
chl,1968,4526846986596.07031
chl,1969,4648353057323.58008
chl,1970,4740364071819.79004
chl,1971,5383966540204.5293
chl,1972,5504387735300.5293
chl,1973,5078980878300.33984
chl,1974,4949338240336.62012
chl,1975,3688916170719.7002
chl,1976,3910841042087.50977
chl,1977,4242812985325.14941
chl,1978,4636012597015.30957
chl,1979,5002429341552.92969
chl,1980,5311279872894.32031
chl,1981,5447160545739.13965
chl,1982,4305600162497.9502
chl,1983,4438972060444.94043
chl,1984,4833731180855.37988
chl,1985,4963577233000
chl,1986,5341744803153.28027
chl,1987,5623610839997.21973
chl,1988,6119195632884.72949
chl,1989,6789354278538.5
chl,1990,6856356153413.17969
chl,1991,7222291487800
chl,1992,8046634012000
chl,1993,8630432548300
chl,1994,8982710447100
chl,1995,9659444247400
chl,1996,9969901714626.99023
chl,1997,10521347771731.80078
chl,1998,10650015016097
chl,1999,10573632304310.90039
chl,2000,11229687052817.19922
chl,2001,11162520398194.30078
chl,2002,11417254110271.40039
chl,2003,11545118709833.5
chl,2004,12307187253764.19922
chl,2005,12708067249914.5
chl,2006,13361433132770.69922
chl,2007,13709153318644.5
chl,2008,13882485693521.5
chl,2009,13047249002288.5
chl,2010,13473644392486.5
chl,2011,14536242978384.19922
chl,2012,15020437164497.80078
chl,2013,15325681067361.40039
chl,2014,15216903315311.80078
chl,2015,15246787212240.19922
chl,2016,15084816660793.19922
chl,2017,15246630905986.19922
chl,2018,15822685971812.59961
chl,2019,15884905126103.59961
chl,2020,15401711620818.19922
civ,2008,2316543451000
civ,2009,2308833429500
civ,2010,2286749395100
civ,2011,1981070003800
civ,2012,2285706588100
civ,2013,2571594112600
civ,2014,2678825857500
civ,2015,2936689000000
civ,2016,2623275000000
civ,2017,2927631421500
civ,2018,3299656883100
cmr,1965,208014286724.44199
cmr,1966,218601883672.664
cmr,1967,222850791934.85901
cmr,1968,253267687133.32697
cmr,1969,287408911535.03998
cmr,1970,296099385699.29602
cmr,1971,336448669079.82501
cmr,1972,340793651042.34302
cmr,1973,341414676788.71399
cmr,1974,347621479999.73798
cmr,1975,376176730639.52496
cmr,1976,400385743326.19
cmr,1977,454391430150.07898
cmr,1978,523916204950.48999
cmr,1979,542839670611.34003
cmr,1980,594531856275.18506
cmr,1981,788078057689.20898
cmr,1982,1061006992443.44995
cmr,1983,1131478886318.79004
cmr,1984,1150641908513.65991
cmr,1985,1157508669169.17993
cmr,1986,1184887722931.62988
cmr,1987,1167840677822.53003
cmr,1988,1191197507122.86011
cmr,1989,1215021439930.55005
cmr,1990,1126598748528.47998
cmr,1991,1132321415415.88989
cmr,1992,1163165246106.1499
cmr,1993,969870117600
cmr,1994,983145041100
cmr,1995,941151590300
cmr,1996,988447473400
cmr,1997,962913808200
cmr,1998,1050702254100
cmr,1999,1071448463800
cmr,2000,1135619706100
cmr,2001,1274865091000
cmr,2002,1463032482400
cmr,2003,1573912718700
cmr,2004,1672468533000
