geo,time,ic_tax_totl_cp_zs
btn,2006,37.3
btn,2007,37.3
btn,2008,37.3
btn,2009,37.3
btn,2010,37.3
btn,2011,37.3
btn,2012,37.3
btn,2013,35.3
btn,2014,35.3
btn,2015,35.3
btn,2016,35.3
btn,2017,35.3
btn,2018,35.3
btn,2019,35.3
bwa,2005,17.1
bwa,2006,17.1
bwa,2007,17.1
bwa,2008,17.1
bwa,2009,17
bwa,2010,19.5
bwa,2011,19.5
bwa,2012,25.4
bwa,2013,25.3
bwa,2014,25.1
bwa,2015,25.1
bwa,2016,25.1
bwa,2017,25.1
bwa,2018,25.1
bwa,2019,25.1
caf,2005,65.7
caf,2006,203.8
caf,2007,203.8
caf,2008,203.8
caf,2009,203.8
caf,2010,203.8
caf,2011,54.6
caf,2012,67.4
caf,2013,73.3
caf,2014,73.3
caf,2015,73.3
caf,2016,73.3
caf,2017,73.3
caf,2018,73.3
caf,2019,73.3
can,2005,47.5
can,2006,45
can,2007,44.3
can,2008,44.1
can,2009,42.3
can,2010,22
can,2011,20.7
can,2012,20.1
can,2013,19.9
can,2014,21.1
can,2015,21.1
can,2016,21
can,2017,20.9
can,2018,20.5
can,2019,24.5
che,2005,28.8
che,2006,27.6
che,2007,27.9
che,2008,27.8
che,2009,28.7
che,2010,28.8
che,2011,28.9
che,2012,29.4
che,2013,28.8
che,2014,28.8
che,2015,28.8
che,2016,28.8
che,2017,28.8
che,2018,28.8
che,2019,28.8
chl,2005,25.3
chl,2006,25.1
chl,2007,25.1
chl,2008,25.1
chl,2009,24.8
chl,2010,24.5
chl,2011,24.5
chl,2012,27.7
chl,2013,27.7
chl,2014,28.9
chl,2015,29.9
chl,2016,31.4
chl,2017,33
chl,2018,34
chl,2019,34
chn,2013,68.8
chn,2014,68.6
chn,2015,67.9
chn,2016,68.2
chn,2017,66.5
chn,2018,64
chn,2019,59.2
civ,2005,53.4
civ,2006,53.4
civ,2007,50.6
civ,2008,50.6
civ,2009,50.4
civ,2010,50.2
civ,2011,50.1
civ,2012,44.4
civ,2013,52.5
civ,2014,51.9
civ,2015,51.9
civ,2016,51.3
civ,2017,50.1
civ,2018,50.1
civ,2019,50.1
cmr,2005,50.6
cmr,2006,50.8
cmr,2007,50.8
cmr,2008,50.4
cmr,2009,48.8
cmr,2010,48.8
cmr,2011,48.8
cmr,2012,48.8
cmr,2013,48.8
cmr,2014,48.8
cmr,2015,48.8
cmr,2016,57.7
cmr,2017,57.7
cmr,2018,57.7
cmr,2019,57.7
cod,2005,288.2
cod,2006,288.2
cod,2007,288.2
cod,2008,263.3
cod,2009,292.7
cod,2010,339.1
cod,2011,339.1
cod,2012,339.1
cod,2013,55.7
cod,2014,54.7
cod,2015,54.6
cod,2016,54.6
cod,2017,54.6
cod,2018,54.6
cod,2019,50.7
cog,2005,64.5
cog,2006,64.5
cog,2007,64.5
cog,2008,64.5
cog,2009,64.5
cog,2010,64.5
cog,2011,63.1
cog,2012,64.5
cog,2013,55.8
cog,2014,55
cog,2015,56
cog,2016,54.3
cog,2017,54.3
cog,2018,54.3
cog,2019,54.3
col,2005,86.7
col,2006,86.9
col,2007,87.2
col,2008,82.8
col,2009,83
col,2010,83
col,2011,79.1
col,2012,78.7
col,2013,78.8
col,2014,79.9
col,2015,72.3
col,2016,72.2
col,2017,72.3
col,2018,71.9
col,2019,71.2
com,2005,217.9
com,2006,217.9
com,2007,217.9
com,2008,217.9
com,2009,217.9
com,2010,217.9
com,2011,217.9
com,2012,217.9
com,2013,216.5
com,2014,216.5
com,2015,216.5
com,2016,216.5
com,2017,216.5
com,2018,219.6
com,2019,219.6
cpv,2005,53.1
cpv,2006,53.1
cpv,2007,53.1
cpv,2008,53.1
cpv,2009,49.7
cpv,2010,37.5
cpv,2011,37.9
cpv,2012,37.2
cpv,2013,36.5
cpv,2014,36.5
cpv,2015,36.5
cpv,2016,36.6
cpv,2017,36.6
cpv,2018,37
cpv,2019,37.5
cri,2005,58.1
cri,2006,58.1
cri,2007,58.1
cri,2008,58.1
cri,2009,58.1
cri,2010,58.3
cri,2011,58.3
cri,2012,58.6
cri,2013,58.2
cri,2014,58.2
cri,2015,58.2
cri,2016,58.3
cri,2017,58.3
cri,2018,58.3
cri,2019,58.3
cyp,2008,20.6
cyp,2009,20.6
cyp,2010,21.7
cyp,2011,21.6
cyp,2012,21.6
cyp,2013,21.9
cyp,2014,22.5
cyp,2015,24
cyp,2016,24.2
cyp,2017,22.7
cyp,2018,22.2
cyp,2019,22.4
cze,2005,48.7
cze,2006,48.2
cze,2007,47.7
cze,2008,47.7
cze,2009,46.4
cze,2010,45.4
cze,2011,45.7
cze,2012,45.7
cze,2013,45.6
cze,2014,46.5
cze,2015,46.5
cze,2016,46.1
cze,2017,46.1
cze,2018,46.1
cze,2019,46.1
deu,2005,47.7
deu,2006,47.4
deu,2007,49
deu,2008,49.4
deu,2009,43.9
deu,2010,47
deu,2011,45.6
deu,2012,45.9
deu,2013,49.1
deu,2014,48.8
deu,2015,48.8
deu,2016,48.9
deu,2017,48.9
deu,2018,49
deu,2019,48.8
dji,2005,37.8
dji,2006,37.8
dji,2007,37.8
dji,2008,37.8
dji,2009,37.8
dji,2010,38.1
dji,2011,38.1
dji,2012,38.1
dji,2013,37.6
dji,2014,37.6
dji,2015,37.6
dji,2016,37.7
dji,2017,37.9
dji,2018,37.9
dji,2019,37.9
dma,2005,37
dma,2006,37
dma,2007,37
dma,2008,37
dma,2009,37
dma,2010,37
dma,2011,37.1
dma,2012,37.1
dma,2013,37
dma,2014,37
dma,2015,37
dma,2016,35.2
dma,2017,32.6
dma,2018,32.6
dma,2019,32.6
dnk,2005,32.6
dnk,2006,30.8
dnk,2007,31.3
dnk,2008,28.5
dnk,2009,27.6
dnk,2010,27.5
dnk,2011,25.7
dnk,2012,26.3
dnk,2013,25.6
dnk,2014,25.4
dnk,2015,23.9
dnk,2016,24.4
dnk,2017,23.8
dnk,2018,23.8
dnk,2019,23.8
dom,2005,35.5
dom,2006,35.8
dom,2007,39.5
dom,2008,35.2
dom,2009,38.4
dom,2010,40.1
dom,2011,41.2
dom,2012,43.4
dom,2013,43.5
dom,2014,43.5
dom,2015,43.5
dom,2016,42.4
dom,2017,48.8
dom,2018,48.8
dom,2019,48.8
dza,2005,76.9
dza,2006,76.9
dza,2007,74.2
dza,2008,74.2
dza,2009,72.5
dza,2010,72.5
dza,2011,72.5
dza,2012,72.4
dza,2013,72.3
dza,2014,73.2
dza,2015,73.2
dza,2016,66
dza,2017,66.1
dza,2018,66.1
dza,2019,66.1
ecu,2005,35.2
ecu,2006,35.2
ecu,2007,35.2
ecu,2008,34.8
ecu,2009,34.8
ecu,2010,35.2
ecu,2011,34.4
ecu,2012,34.4
ecu,2013,33.5
ecu,2014,32.8
ecu,2015,32.8
ecu,2016,32.5
ecu,2017,32.5
ecu,2018,32.3
ecu,2019,34.4
egy,2005,54.4
egy,2006,46.4
egy,2007,45.1
egy,2008,44
egy,2009,43
egy,2010,42.5
egy,2011,43.6
egy,2012,42.6
egy,2013,40.1
egy,2014,44.7
egy,2015,44.9
egy,2016,43.5
egy,2017,45.8
egy,2018,46.9
egy,2019,44.4
eri,2005,84.5
eri,2006,84.5
eri,2007,84.5
eri,2008,84.5
eri,2009,84.5
eri,2010,84.5
eri,2011,84.5
eri,2012,84.5
eri,2013,83.7
eri,2014,83.7
eri,2015,83.7
eri,2016,83.7
eri,2017,83.7
eri,2018,83.7
eri,2019,83.7
esp,2005,60.4
esp,2006,60.5
esp,2007,60.7
esp,2008,58.8
esp,2009,55.8
esp,2010,55.3
esp,2011,37.6
esp,2012,37.6
esp,2013,56.9
esp,2014,57.9
esp,2015,49.8
esp,2016,48.7
esp,2017,46.9
esp,2018,47
esp,2019,47
est,2005,50.4
est,2006,49.2
est,2007,48.5
est,2008,48
est,2009,48.2
est,2010,48.7
est,2011,57.7
est,2012,66.6
est,2013,49.6
est,2014,49.2
est,2015,49.2
est,2016,48.5
est,2017,48.5
est,2018,48.5
est,2019,47.8
eth,2005,29.1
eth,2006,29.1
eth,2007,29.1
eth,2008,29.1
eth,2009,29.1
eth,2010,29.1
eth,2011,29.1
eth,2012,33.2
eth,2013,35
eth,2014,35.7
eth,2015,36.9
eth,2016,37.7
eth,2017,37.7
eth,2018,37.7
eth,2019,37.7
fin,2005,49.5
fin,2006,47.7
fin,2007,47.8
fin,2008,47.8
fin,2009,47.7
fin,2010,40.8
fin,2011,39.1
fin,2012,40.6
fin,2013,39.9
fin,2014,40.1
fin,2015,37.9
fin,2016,38.1
fin,2017,38.4
fin,2018,37.3
fin,2019,36.6
fji,2005,41.5
fji,2006,41.5
fji,2007,41.5
fji,2008,41.5
fji,2009,41.2
fji,2010,39.3
fji,2011,38.3
fji,2012,37.6
fji,2013,31.1
fji,2014,31.1
fji,2015,31.1
fji,2016,33.1
fji,2017,32
fji,2018,32.2
fji,2019,32.1
fra,2005,68.3
fra,2006,68.2
fra,2007,68.3
fra,2008,67.7
fra,2009,68
fra,2010,68
fra,2011,68
fra,2012,69.7
fra,2013,69.8
fra,2014,71.3
fra,2015,64.9
fra,2016,64.1
fra,2017,62.6
fra,2018,60.4
fra,2019,60.7
fsm,2005,59.6
fsm,2006,59.6
fsm,2007,58.7
fsm,2008,58.7
fsm,2009,58.7
fsm,2010,58.7
fsm,2011,59
fsm,2012,59.9
fsm,2013,60
fsm,2014,60.5
fsm,2015,60.5
fsm,2016,60.5
fsm,2017,60.5
fsm,2018,60.5
fsm,2019,60.5
gab,2005,46
gab,2006,45.7
gab,2007,45.7
gab,2008,45.7
gab,2009,45.7
gab,2010,44.4
gab,2011,44.4
gab,2012,44.4
gab,2013,44.2
gab,2014,41.7
gab,2015,46.8
gab,2016,46.8
gab,2017,46.8
gab,2018,47.1
gab,2019,47.1
gbr,2005,34.7
gbr,2006,34.6
gbr,2007,34.6
gbr,2008,34.2
gbr,2009,34.9
gbr,2010,36.1
gbr,2011,36.2
gbr,2012,35
gbr,2013,34.7
gbr,2014,33.5
gbr,2015,32
gbr,2016,30.9
gbr,2017,30.7
gbr,2018,30
gbr,2019,30.6
geo,2005,57
geo,2006,38.6
geo,2007,38.6
geo,2008,38.6
geo,2009,15.3
geo,2010,15.3
geo,2011,16.5
geo,2012,16.5
geo,2013,16.4
geo,2014,16.4
geo,2015,16.4
geo,2016,16.4
geo,2017,16.4
geo,2018,9.9
geo,2019,9.9
gha,2005,39.1
gha,2006,35.3
gha,2007,32.1
gha,2008,31.9
gha,2009,31.9
gha,2010,31.9
gha,2011,32.9
gha,2012,32.8
gha,2013,32.7
gha,2014,32.7
gha,2015,32.7
gha,2016,32.7
gha,2017,33.2
gha,2018,32.4
gha,2019,55.4
gin,2005,71.6
gin,2006,71.6
gin,2007,71.6
gin,2008,71.6
gin,2009,71.6
gin,2010,78.7
gin,2011,83.1
gin,2012,83.1
gin,2013,61.4
gin,2014,61.4
gin,2015,61.4
gin,2016,61.4
gin,2017,61.4
gin,2018,61.4
gin,2019,69.3
gmb,2005,279.9
gmb,2006,285.9
gmb,2007,285.9
gmb,2008,285.9
gmb,2009,285.9
gmb,2010,285.9
gmb,2011,277.1
gmb,2012,277.1
gmb,2013,272.1
gmb,2014,60.1
gmb,2015,51.3
gmb,2016,51.3
gmb,2017,51.3
gmb,2018,56.6
gmb,2019,48.4
gnb,2005,54.2
gnb,2006,45.9
gnb,2007,45.9
gnb,2008,45.9
gnb,2009,45.9
gnb,2010,45.9
gnb,2011,45.9
gnb,2012,45.9
gnb,2013,45.5
gnb,2014,45.5
gnb,2015,45.5
gnb,2016,45.5
gnb,2017,45.5
gnb,2018,45.5
gnb,2019,45.5
gnq,2005,47.1
gnq,2006,47.1
gnq,2007,47.1
gnq,2008,47.1
gnq,2009,47.1
gnq,2010,47.1
gnq,2011,47.1
gnq,2012,47.1
gnq,2013,47.1
gnq,2014,47.1
gnq,2015,47.1
gnq,2016,79.4
gnq,2017,79.4
gnq,2018,79.4
gnq,2019,79.4
grc,2005,54
grc,2006,49.5
grc,2007,48.9
grc,2008,46.7
grc,2009,46.7
grc,2010,46.7
grc,2011,45.9
grc,2012,44.1
grc,2013,44
grc,2014,50.7
grc,2015,49.6
grc,2016,50.7
grc,2017,51.7
grc,2018,51.9
grc,2019,51.9
grd,2005,45.3
grd,2006,45.3
grd,2007,45.3
grd,2008,45.3
grd,2009,45.3
grd,2010,45.3
grd,2011,45.3
grd,2012,45.3
grd,2013,45.3
grd,2014,45.3
grd,2015,45.3
grd,2016,45.3
grd,2017,48.4
grd,2018,47.8
grd,2019,47.8
gtm,2005,41.1
gtm,2006,41.1
gtm,2007,41.1
gtm,2008,40.9
gtm,2009,40.9
gtm,2010,40.9
gtm,2011,40.9
gtm,2012,40.9
gtm,2013,40.9
gtm,2014,39.9
gtm,2015,37.5
gtm,2016,35.2
gtm,2017,35.2
gtm,2018,35.2
gtm,2019,35.2
guy,2005,39
guy,2006,39
guy,2007,39
guy,2008,39
guy,2009,38.8
guy,2010,38.8
guy,2011,35.9
guy,2012,35.9
guy,2013,32
guy,2014,32.3
guy,2015,32.3
guy,2016,32.3
guy,2017,32.3
guy,2018,30.6
guy,2019,30.6
hkg,2005,24.1
hkg,2006,24.1
hkg,2007,24.1
hkg,2008,24.1
hkg,2009,23
hkg,2010,23
hkg,2011,23
hkg,2012,23
hkg,2013,22.6
hkg,2014,22.8
hkg,2015,22.8
hkg,2016,22.9
hkg,2017,22.9
hkg,2018,22.9
hkg,2019,21.9
hnd,2005,37.2
hnd,2006,37.2
hnd,2007,37.2
hnd,2008,37.2
hnd,2009,37.2
hnd,2010,37.2
hnd,2011,38.7
hnd,2012,35.1
hnd,2013,38.5
hnd,2014,37.7
hnd,2015,40.2
hnd,2016,40.2
hnd,2017,40.5
hnd,2018,40.8
hnd,2019,39.1
hrv,2005,20.8
hrv,2006,20.8
hrv,2007,20.8
hrv,2008,20.8
hrv,2009,20.8
hrv,2010,21.5
hrv,2011,21.3
hrv,2012,21.2
hrv,2013,19.3
hrv,2014,18.4
hrv,2015,20
hrv,2016,20.9
hrv,2017,20.6
hrv,2018,20.5
hrv,2019,20.5
hti,2005,40.4
hti,2006,40.4
hti,2007,40.4
hti,2008,40.4
hti,2009,40.4
hti,2010,40.4
hti,2011,40.4
hti,2012,40.4
hti,2013,40.3
hti,2014,40.3
hti,2015,40.3
hti,2016,40.3
hti,2017,42.8
hti,2018,42.7
hti,2019,42.7
hun,2005,53.6
hun,2006,52.9
hun,2007,55.2
hun,2008,56.4
hun,2009,56.4
hun,2010,54.5
hun,2011,51.8
hun,2012,49.7
hun,2013,49.2
hun,2014,47.9
hun,2015,48.2
hun,2016,46.3
hun,2017,46.4
hun,2018,40.3
hun,2019,37.9
idn,2013,32.2
idn,2014,31.4
idn,2015,29.7
idn,2016,30.6
idn,2017,30
idn,2018,30.1
idn,2019,30.1
ind,2013,55.7
ind,2014,55.5
ind,2015,55.5
ind,2016,56.2
ind,2017,56.2
ind,2018,52.1
ind,2019,49.7
irl,2005,25.4
irl,2006,25.4
irl,2007,25.4
irl,2008,25.5
irl,2009,25.6
irl,2010,25.4
irl,2011,25.5
irl,2012,25.6
irl,2013,25.9
irl,2014,26
irl,2015,26
irl,2016,26
irl,2017,26
irl,2018,26
irl,2019,26.1
irn,2005,44.2
irn,2006,44.2
irn,2007,44.2
irn,2008,44.2
irn,2009,44.2
irn,2010,44.1
irn,2011,44.1
irn,2012,44.1
irn,2013,44.1
irn,2014,44.1
irn,2015,44.1
irn,2016,44.7
irn,2017,44.7
irn,2018,44.7
irn,2019,44.7
irq,2005,26.1
irq,2006,29.9
irq,2007,29.9
irq,2008,29.9
irq,2009,29.9
irq,2010,29.9
irq,2011,29.9
irq,2012,29.9
irq,2013,31.5
irq,2014,31.5
irq,2015,31.5
irq,2016,31.5
irq,2017,30.8
irq,2018,30.8
irq,2019,30.8
isl,2005,26.8
isl,2006,26.8
isl,2007,26.3
isl,2008,26.1
isl,2009,24.4
isl,2010,26.4
isl,2011,30.3
isl,2012,31.1
isl,2013,30.3
isl,2014,30.3
isl,2015,30.1
isl,2016,30.1
isl,2017,29.9
isl,2018,30.6
isl,2019,31.9
isr,2005,35.5
isr,2006,34.8
isr,2007,32.9
isr,2008,30.1
isr,2009,28.3
isr,2010,27.5
isr,2011,26.8
isr,2012,25.6
isr,2013,26.4
isr,2014,26.7
isr,2015,27.9
isr,2016,28.1
isr,2017,27
isr,2018,26.2
isr,2019,25.3
ita,2005,76.7
ita,2006,75.3
ita,2007,75.3
ita,2008,72.5
ita,2009,67.6
ita,2010,67.6
ita,2011,67.6
ita,2012,67.6
ita,2013,65.6
ita,2014,65.2
ita,2015,64.8
ita,2016,62
ita,2017,48
ita,2018,53.1
ita,2019,59.1
jam,2005,47.9
jam,2006,47.9
jam,2007,47.9
jam,2008,47.9
jam,2009,47.9
jam,2010,46.7
jam,2011,46.6
jam,2012,46.6
jam,2013,46.5
jam,2014,41.1
jam,2015,35.3
jam,2016,33.1
jam,2017,33.1
jam,2018,35.1
jam,2019,35.1
jor,2005,31.1
jor,2006,31.1
jor,2007,31.1
jor,2008,31.1
jor,2009,31.1
jor,2010,31.2
jor,2011,28.2
jor,2012,28.6
jor,2013,29.1
jor,2014,29
jor,2015,29.5
jor,2016,27.6
jor,2017,28.1
jor,2018,28.6
jor,2019,28.6
jpn,2013,48.7
jpn,2014,50.3
jpn,2015,50.4
jpn,2016,48.8
jpn,2017,47.4
jpn,2018,46.7
jpn,2019,46.7
kaz,2005,45
kaz,2006,45
kaz,2007,41.9
kaz,2008,42
kaz,2009,36.2
kaz,2010,29.8
kaz,2011,29
kaz,2012,29
kaz,2013,28.9
kaz,2014,28.9
kaz,2015,29.2
kaz,2016,29.2
kaz,2017,29.2
kaz,2018,29.4
kaz,2019,28.4
ken,2005,49.8
ken,2006,49.8
ken,2007,49.3
ken,2008,49.3
ken,2009,49.3
ken,2010,49.3
ken,2011,48.9
ken,2012,43.7
ken,2013,37.4
ken,2014,37.1
ken,2015,37.1
ken,2016,37.4
ken,2017,37.4
ken,2018,37.2
ken,2019,37.2
kgz,2005,68.3
kgz,2006,67.4
kgz,2007,61.7
kgz,2008,61.7
kgz,2009,59.4
kgz,2010,30.6
kgz,2011,33.4
kgz,2012,33.4
kgz,2013,29
kgz,2014,29
kgz,2015,29
kgz,2016,29
kgz,2017,29
kgz,2018,29
kgz,2019,29
khm,2005,21.5
khm,2006,21.5
khm,2007,21.5
khm,2008,21.5
khm,2009,22.6
khm,2010,22.6
khm,2011,22.6
khm,2012,22.6
khm,2013,21
khm,2014,21
khm,2015,21
khm,2016,21
khm,2017,21.7
khm,2018,21.7
khm,2019,23.1
kir,2005,31.8
kir,2006,31.8
kir,2007,31.8
kir,2008,31.8
kir,2009,31.8
kir,2010,31.8
kir,2011,31.8
kir,2012,31.8
kir,2013,32.7
kir,2014,32.7
kir,2015,32.7
kir,2016,32.7
kir,2017,32.7
kir,2018,32.7
kir,2019,32.7
kna,2005,52.3
kna,2006,52.3
kna,2007,52.5
kna,2008,52.5
kna,2009,52.5
kna,2010,52.5
kna,2011,52.5
kna,2012,51.9
kna,2013,51.6
kna,2014,49.7
kna,2015,49.7
kna,2016,49.7
kna,2017,49.7
kna,2018,49.7
kna,2019,49.7
kor,2005,36.8
kor,2006,32.5
kor,2007,31.6
kor,2008,33.9
kor,2009,32.3
kor,2010,30.2
kor,2011,34.1
kor,2012,34
kor,2013,33.4
kor,2014,33.2
kor,2015,33.2
kor,2016,33.1
kor,2017,33.1
kor,2018,33.1
kor,2019,33.2
kos,2009,28.3
kos,2010,16.5
kos,2011,15.8
kos,2012,15.6
kos,2013,15.4
kos,2014,15.4
kos,2015,15.2
kos,2016,15.2
kos,2017,15.2
kos,2018,15.2
kos,2019,15.2
kwt,2005,10.7
kwt,2006,10.7
kwt,2007,10.7
kwt,2008,10.7
kwt,2009,10.7
kwt,2010,10.7
kwt,2011,10.7
kwt,2012,12.4
kwt,2013,12.4
kwt,2014,12.8
kwt,2015,13
kwt,2016,13
kwt,2017,13
kwt,2018,13
kwt,2019,13
lao,2005,35.2
lao,2006,35.2
lao,2007,35.2
lao,2008,33.5
lao,2009,31.4
lao,2010,31.4
lao,2011,31.4
lao,2012,31.4
lao,2013,26.3
lao,2014,25.8
lao,2015,25.3
lao,2016,26.2
lao,2017,26.2
lao,2018,24.1
lao,2019,24.1
lbn,2005,35.4
lbn,2006,35.4
lbn,2007,35.4
lbn,2008,30.6
lbn,2009,30.6
lbn,2010,30.6
lbn,2011,30.6
lbn,2012,30.6
lbn,2013,30
lbn,2014,30.3
lbn,2015,30.3
lbn,2016,30.3
lbn,2017,30.3
lbn,2018,31.1
lbn,2019,32.2
lbr,2006,42.5
lbr,2007,42.2
lbr,2008,42.5
lbr,2009,42.5
