geo,time,sh_sta_brtw_zs
aut,2001,6.56669
aut,2002,6.72844
aut,2003,6.8585
aut,2004,6.95846
aut,2005,7.0299
aut,2006,7.07438
aut,2007,7.09347
aut,2008,7.08877
aut,2009,7.06183
aut,2010,7.01423
aut,2011,6.94755
aut,2012,6.86336
aut,2013,6.76324
aut,2014,6.64876
aut,2015,6.5215
aze,2000,6.52233
aze,2001,6.88198
aze,2002,7.13927
aze,2003,7.30764
aze,2004,7.40051
aze,2005,7.43133
aze,2006,7.41354
aze,2007,7.36056
aze,2008,7.28583
aze,2009,7.20281
aze,2010,7.12491
aze,2011,7.06558
aze,2012,7.03823
aze,2013,7.05634
aze,2014,7.13332
aze,2015,7.28261
bdi,2000,17.35327
bdi,2001,17.25001
bdi,2002,17.09695
bdi,2003,16.9533
bdi,2004,16.80328
bdi,2005,16.61839
bdi,2006,16.43514
bdi,2007,16.23253
bdi,2008,16.0563
bdi,2009,15.87756
bdi,2010,15.73607
bdi,2011,15.60566
bdi,2012,15.48352
bdi,2013,15.36019
bdi,2014,15.25265
bdi,2015,15.13136
bel,2000,7.19029
bel,2001,7.21767
bel,2002,7.21564
bel,2003,7.19023
bel,2004,7.14747
bel,2005,7.09338
bel,2006,7.03398
bel,2007,6.97531
bel,2008,6.92337
bel,2009,6.8842
bel,2010,6.86382
bel,2011,6.86824
bel,2012,6.90352
bel,2013,6.97566
bel,2014,7.09067
bel,2015,7.2546
ben,2000,18.70998
ben,2001,18.5075
ben,2002,18.32273
ben,2003,18.13667
ben,2004,17.95788
ben,2005,17.80388
ben,2006,17.68645
ben,2007,17.57491
ben,2008,17.47131
ben,2009,17.3807
ben,2010,17.30809
ben,2011,17.24496
ben,2012,17.15451
ben,2013,17.07664
ben,2014,16.98694
ben,2015,16.89092
bfa,2000,15.81566
bfa,2001,15.69366
bfa,2002,15.53992
bfa,2003,15.33593
bfa,2004,15.10437
bfa,2005,14.84519
bfa,2006,14.58548
bfa,2007,14.33471
bfa,2008,14.13302
bfa,2009,13.94638
bfa,2010,13.76061
bfa,2011,13.61549
bfa,2012,13.477
bfa,2013,13.35674
bfa,2014,13.2419
bfa,2015,13.1379
bgd,2000,36.23461
bgd,2001,35.45902
bgd,2002,34.71354
bgd,2003,34.00243
bgd,2004,33.36156
bgd,2005,32.71468
bgd,2006,32.12989
bgd,2007,31.55567
bgd,2008,31.01719
bgd,2009,30.48053
bgd,2010,29.97433
bgd,2011,29.45555
bgd,2012,28.98382
bgd,2013,28.55581
bgd,2014,28.16553
bgd,2015,27.80978
bgr,2000,8.63497
bgr,2001,8.61167
bgr,2002,8.61928
bgr,2003,8.65348
bgr,2004,8.70993
bgr,2005,8.7843
bgr,2006,8.87224
bgr,2007,8.96945
bgr,2008,9.07157
bgr,2009,9.17426
bgr,2010,9.27321
bgr,2011,9.36408
bgr,2012,9.44254
bgr,2013,9.50426
bgr,2014,9.54487
bgr,2015,9.56008
bhr,2000,8.47227
bhr,2001,8.61158
bhr,2002,8.70867
bhr,2003,8.77621
bhr,2004,8.82693
bhr,2005,8.87353
bhr,2006,8.92871
bhr,2007,9.00517
bhr,2008,9.11562
bhr,2009,9.27276
bhr,2010,9.4893
bhr,2011,9.77793
bhr,2012,10.15138
bhr,2013,10.62233
bhr,2014,11.20348
bhr,2015,11.90755
bhs,2000,13.3755
bhs,2001,13.35447
bhs,2002,13.34367
bhs,2003,13.34625
bhs,2004,13.34546
bhs,2005,13.34868
bhs,2006,13.3342
bhs,2007,13.31963
bhs,2008,13.30182
bhs,2009,13.28049
bhs,2010,13.25929
bhs,2011,13.23375
bhs,2012,13.20928
bhs,2013,13.18534
bhs,2014,13.1585
bhs,2015,13.13598
bih,2000,3.51692
bih,2001,3.49795
bih,2002,3.48254
bih,2003,3.47062
bih,2004,3.46106
bih,2005,3.45406
bih,2006,3.44907
bih,2007,3.44584
bih,2008,3.44336
bih,2009,3.44098
bih,2010,3.4368
bih,2011,3.43061
bih,2012,3.42283
bih,2013,3.41379
bih,2014,3.40446
bih,2015,3.39569
blr,2000,5.03471
blr,2001,5.1806
blr,2002,5.27351
blr,2003,5.32091
blr,2004,5.33028
blr,2005,5.30912
blr,2006,5.2649
blr,2007,5.2051
blr,2008,5.13721
blr,2009,5.06871
blr,2010,5.00708
blr,2011,4.95979
blr,2012,4.93434
blr,2013,4.93821
blr,2014,4.97888
blr,2015,5.06382
blz,2000,8.97329
blz,2001,8.93511
blz,2002,8.89677
blz,2003,8.86168
blz,2004,8.83356
blz,2005,8.80952
blz,2006,8.78324
blz,2007,8.76158
blz,2008,8.74264
blz,2009,8.71758
blz,2010,8.69848
blz,2011,8.67999
blz,2012,8.66011
blz,2013,8.63911
blz,2014,8.61789
blz,2015,8.5988
bol,2000,7.97098
bol,2001,7.89406
bol,2002,7.84534
bol,2003,7.81001
bol,2004,7.77344
bol,2005,7.73264
bol,2006,7.6753
bol,2007,7.60989
bol,2008,7.54397
bol,2009,7.47954
bol,2010,7.42777
bol,2011,7.37781
bol,2012,7.33118
bol,2013,7.29454
bol,2014,7.25699
bol,2015,7.22233
bra,2000,7.82592
bra,2001,7.92956
bra,2002,8.02301
bra,2003,8.10643
bra,2004,8.17999
bra,2005,8.24384
bra,2006,8.29816
bra,2007,8.34309
bra,2008,8.37881
bra,2009,8.40546
bra,2010,8.42323
bra,2011,8.43225
bra,2012,8.43271
bra,2013,8.42476
bra,2014,8.40856
bra,2015,8.38427
brn,2000,10.25679
brn,2001,9.54871
brn,2002,9.16876
brn,2003,9.06569
brn,2004,9.18822
brn,2005,9.48503
brn,2006,9.90481
brn,2007,10.39637
brn,2008,10.90836
brn,2009,11.3894
brn,2010,11.78833
brn,2011,12.0538
brn,2012,12.13461
brn,2013,11.97938
brn,2014,11.53677
brn,2015,10.75562
btn,2000,13.76622
btn,2001,13.58793
btn,2002,13.41708
btn,2003,13.25678
btn,2004,13.09846
btn,2005,12.9293
btn,2006,12.77
btn,2007,12.6186
btn,2008,12.4612
btn,2009,12.31438
btn,2010,12.17363
btn,2011,12.05721
btn,2012,11.94591
btn,2013,11.8486
btn,2014,11.75759
btn,2015,11.66296
bwa,2000,16.29424
bwa,2001,16.29237
bwa,2002,16.30742
bwa,2003,16.3117
bwa,2004,16.32137
bwa,2005,16.28805
bwa,2006,16.25342
bwa,2007,16.21058
bwa,2008,16.14517
bwa,2009,16.08374
bwa,2010,16.01096
bwa,2011,15.93472
bwa,2012,15.8617
bwa,2013,15.7928
bwa,2014,15.71336
bwa,2015,15.63211
caf,2000,15.41479
caf,2001,15.40308
caf,2002,15.38864
caf,2003,15.36873
caf,2004,15.3439
caf,2005,15.31474
caf,2006,15.25797
caf,2007,15.23388
caf,2008,15.17176
caf,2009,15.11122
caf,2010,15.04017
caf,2011,14.94802
caf,2012,14.83651
caf,2013,14.74653
caf,2014,14.63398
caf,2015,14.5364
can,2000,5.49743
can,2001,5.63684
can,2002,5.75048
can,2003,5.84163
can,2004,5.9136
can,2005,5.96969
can,2006,6.01319
can,2007,6.0474
can,2008,6.07562
can,2009,6.10115
can,2010,6.1273
can,2011,6.15735
can,2012,6.1946
can,2013,6.24237
can,2014,6.30394
can,2015,6.38261
che,2000,6.02434
che,2001,6.07862
che,2002,6.13588
che,2003,6.19462
che,2004,6.25338
che,2005,6.31065
che,2006,6.36494
che,2007,6.41478
che,2008,6.45867
che,2009,6.49511
che,2010,6.52263
che,2011,6.53973
che,2012,6.54493
che,2013,6.53675
che,2014,6.51367
che,2015,6.47422
chl,2000,5.24355
chl,2001,5.34201
chl,2002,5.43081
chl,2003,5.51111
chl,2004,5.58413
chl,2005,5.65104
chl,2006,5.71304
chl,2007,5.77133
chl,2008,5.82709
chl,2009,5.8815
chl,2010,5.93578
chl,2011,5.9911
chl,2012,6.04866
chl,2013,6.10965
chl,2014,6.17525
chl,2015,6.24667
chn,2000,5.77065
chn,2001,5.70145
chn,2002,5.61637
chn,2003,5.53182
chn,2004,5.44526
chn,2005,5.36925
chn,2006,5.29528
chn,2007,5.23366
chn,2008,5.17608
chn,2009,5.12826
chn,2010,5.08468
chn,2011,5.05365
chn,2012,5.02323
chn,2013,4.99616
chn,2014,4.9725
chn,2015,4.95258
civ,2000,17.53572
civ,2001,17.42538
civ,2002,17.30277
civ,2003,17.17379
civ,2004,17.02405
civ,2005,16.85466
civ,2006,16.6964
civ,2007,16.53658
civ,2008,16.39046
civ,2009,16.25072
civ,2010,16.11599
civ,2011,15.98957
civ,2012,15.84866
civ,2013,15.71885
civ,2014,15.5828
civ,2015,15.46018
cmr,2000,13.1386
cmr,2001,12.99486
cmr,2002,12.86851
cmr,2003,12.76993
cmr,2004,12.68753
cmr,2005,12.62342
cmr,2006,12.54821
cmr,2007,12.4672
cmr,2008,12.39477
cmr,2009,12.32853
cmr,2010,12.27722
cmr,2011,12.19678
cmr,2012,12.12617
cmr,2013,12.06359
cmr,2014,12.01391
cmr,2015,11.96143
cod,2000,12.36647
cod,2001,12.2964
cod,2002,12.2217
cod,2003,12.12772
cod,2004,12.02681
cod,2005,11.90972
cod,2006,11.77374
cod,2007,11.64056
cod,2008,11.52191
cod,2009,11.40441
cod,2010,11.29891
cod,2011,11.20572
cod,2012,11.11059
cod,2013,11.01904
cod,2014,10.92494
cod,2015,10.84341
cog,2000,13.48795
cog,2001,13.41091
cog,2002,13.29648
cog,2003,13.1532
cog,2004,12.98933
cog,2005,12.82824
cog,2006,12.6657
cog,2007,12.50371
cog,2008,12.34489
cog,2009,12.19447
cog,2010,12.05716
cog,2011,11.94476
cog,2012,11.83981
cog,2013,11.7542
cog,2014,11.68301
cog,2015,11.61116
col,2000,10.50125
col,2001,10.44548
col,2002,10.40381
col,2003,10.36082
col,2004,10.32007
col,2005,10.28331
col,2006,10.2423
col,2007,10.20512
col,2008,10.16984
col,2009,10.13694
col,2010,10.10948
col,2011,10.07457
col,2012,10.04307
col,2013,10.01349
col,2014,9.98343
col,2015,9.95559
com,2000,25.90858
com,2001,25.86565
com,2002,25.7653
com,2003,25.65898
com,2004,25.53228
com,2005,25.44462
com,2006,25.29615
com,2007,25.14827
com,2008,24.93086
com,2009,24.75816
com,2010,24.59946
com,2011,24.40996
com,2012,24.23192
com,2013,24.06638
com,2014,23.87783
com,2015,23.69614
cri,2000,6.99902
cri,2001,6.91135
cri,2002,6.85465
cri,2003,6.82575
cri,2004,6.82141
cri,2005,6.83843
cri,2006,6.8736
cri,2007,6.92372
cri,2008,6.98557
cri,2009,7.05592
cri,2010,7.1316
cri,2011,7.20937
cri,2012,7.28604
cri,2013,7.3584
cri,2014,7.4232
cri,2015,7.47728
cub,2000,6.12599
cub,2001,5.92594
cub,2002,5.75427
cub,2003,5.60914
cub,2004,5.48869
cub,2005,5.39107
cub,2006,5.31443
cub,2007,5.25694
cub,2008,5.21672
cub,2009,5.19192
cub,2010,5.1807
cub,2011,5.18121
cub,2012,5.19161
cub,2013,5.21004
cub,2014,5.23463
cub,2015,5.26356
cze,2000,5.83324
cze,2001,6.04476
cze,2002,6.26077
cze,2003,6.47762
cze,2004,6.69167
cze,2005,6.89927
cze,2006,7.09677
cze,2007,7.28052
cze,2008,7.44688
cze,2009,7.59218
cze,2010,7.7128
cze,2011,7.80507
cze,2012,7.86536
cze,2013,7.89001
cze,2014,7.87536
cze,2015,7.81779
deu,2000,6.47382
deu,2001,6.58345
deu,2002,6.6759
deu,2003,6.75191
deu,2004,6.8122
deu,2005,6.8575
deu,2006,6.88853
deu,2007,6.90603
deu,2008,6.91072
deu,2009,6.90331
deu,2010,6.88454
deu,2011,6.85514
deu,2012,6.81583
deu,2013,6.76734
deu,2014,6.71039
deu,2015,6.64571
dnk,2000,5.14878
dnk,2001,5.22014
dnk,2002,5.27152
dnk,2003,5.30562
dnk,2004,5.32513
dnk,2005,5.33271
dnk,2006,5.33106
dnk,2007,5.32285
dnk,2008,5.31078
dnk,2009,5.29752
dnk,2010,5.28576
dnk,2011,5.27818
dnk,2012,5.27747
dnk,2013,5.28631
dnk,2014,5.30737
dnk,2015,5.34335
dom,2000,11.64246
dom,2001,11.61816
dom,2002,11.58944
dom,2003,11.56553
dom,2004,11.5546
dom,2005,11.55229
dom,2006,11.55116
dom,2007,11.54912
dom,2008,11.53532
dom,2009,11.5177
dom,2010,11.49829
dom,2011,11.47006
dom,2012,11.4333
dom,2013,11.39288
dom,2014,11.34385
dom,2015,11.29418
dza,2000,7.71818
dza,2001,7.69862
dza,2002,7.66601
dza,2003,7.63422
dza,2004,7.5957
dza,2005,7.54733
dza,2006,7.49496
dza,2007,7.44472
dza,2008,7.40122
dza,2009,7.3622
dza,2010,7.33306
dza,2011,7.30513
dza,2012,7.2844
dza,2013,7.27086
dza,2014,7.26062
dza,2015,7.25249
ecu,2000,12.02015
ecu,2001,11.93372
ecu,2002,11.85488
ecu,2003,11.77967
ecu,2004,11.71555
ecu,2005,11.6481
ecu,2006,11.59337
ecu,2007,11.53962
ecu,2008,11.48799
ecu,2009,11.43994
ecu,2010,11.3944
ecu,2011,11.34648
ecu,2012,11.29979
ecu,2013,11.25356
ecu,2014,11.21619
ecu,2015,11.18064
esp,2000,6.99813
esp,2001,7.15843
esp,2002,7.30591
esp,2003,7.44105
esp,2004,7.56432
esp,2005,7.67621
esp,2006,7.7772
esp,2007,7.86777
esp,2008,7.94841
esp,2009,8.01957
esp,2010,8.08177
esp,2011,8.13546
esp,2012,8.18114
esp,2013,8.21928
esp,2014,8.25036
esp,2015,8.27487
est,2000,4.34055
est,2001,4.3757
est,2002,4.40462
est,2003,4.4276
est,2004,4.44494
est,2005,4.4569
est,2006,4.46378
est,2007,4.46588
est,2008,4.46346
est,2009,4.45682
est,2010,4.44625
est,2011,4.43202
est,2012,4.41444
est,2013,4.39378
est,2014,4.37033
est,2015,4.34437
fin,2000,4.29716
fin,2001,4.25707
fin,2002,4.22768
fin,2003,4.20745
fin,2004,4.19485
fin,2005,4.18836
fin,2006,4.18643
fin,2007,4.18754
fin,2008,4.19016
fin,2009,4.19274
fin,2010,4.19376
fin,2011,4.19169
fin,2012,4.18499
fin,2013,4.17214
fin,2014,4.15159
fin,2015,4.12182
fra,2000,7.53268
fra,2001,7.52173
fra,2002,7.51305
fra,2003,7.50422
fra,2004,7.49228
fra,2005,7.4799
fra,2006,7.47
fra,2007,7.46375
fra,2008,7.45994
fra,2009,7.4573
fra,2010,7.45237
fra,2011,7.44799
fra,2012,7.44614
fra,2013,7.44487
fra,2014,7.44223
fra,2015,7.43716
gab,2000,15.29153
gab,2001,15.24389
gab,2002,15.18044
gab,2003,15.09563
gab,2004,15.03519
gab,2005,14.97229
gab,2006,14.91093
gab,2007,14.84351
gab,2008,14.76548
gab,2009,14.67703
gab,2010,14.60178
gab,2011,14.51848
gab,2012,14.43772
gab,2013,14.36848
gab,2014,14.29734
gab,2015,14.21289
gbr,2000,7.29238
gbr,2001,7.36079
gbr,2002,7.39532
gbr,2003,7.40078
gbr,2004,7.382
gbr,2005,7.34378
gbr,2006,7.29095
gbr,2007,7.22832
gbr,2008,7.1607
gbr,2009,7.09291
gbr,2010,7.02977
gbr,2011,6.97608
gbr,2012,6.93668
gbr,2013,6.91637
gbr,2014,6.91996
gbr,2015,6.95228
geo,2000,6.12046
geo,2001,6.25451
geo,2002,6.26265
geo,2003,6.16951
geo,2004,5.99972
geo,2005,5.7779
geo,2006,5.52871
geo,2007,5.27673
geo,2008,5.04663
geo,2009,4.86304
geo,2010,4.75057
geo,2011,4.73386
geo,2012,4.83753
geo,2013,5.08623
geo,2014,5.50458
geo,2015,6.1172
gha,2000,16.05352
gha,2001,15.88038
gha,2002,15.70513
gha,2003,15.55122
gha,2004,15.41796
gha,2005,15.30268
gha,2006,15.20164
gha,2007,15.09918
gha,2008,15.00392
gha,2009,14.89663
gha,2010,14.79616
gha,2011,14.6711
gha,2012,14.53673
gha,2013,14.40482
gha,2014,14.27872
gha,2015,14.15881
gmb,2000,19.1697
gmb,2001,18.93896
gmb,2002,18.75659
gmb,2003,18.58324
gmb,2004,18.41059
gmb,2005,18.18885
gmb,2006,17.97822
gmb,2007,17.79393
gmb,2008,17.65413
gmb,2009,17.50183
gmb,2010,17.37373
gmb,2011,17.26449
gmb,2012,17.15074
gmb,2013,17.01793
gmb,2014,16.88759
gmb,2015,16.75101
gnb,2000,25.25046
gnb,2001,24.9396
gnb,2002,24.64597
gnb,2003,24.3155
gnb,2004,24.12347
gnb,2005,23.88193
gnb,2006,23.6258
gnb,2007,23.31654
gnb,2008,23.05466
gnb,2009,22.7284
gnb,2010,22.40882
gnb,2011,22.09421
gnb,2012,21.79296
gnb,2013,21.52182
gnb,2014,21.28874
gnb,2015,21.07522
grc,2000,9.03938
grc,2001,8.9876
grc,2002,8.93824
grc,2003,8.89096
grc,2004,8.84857
grc,2005,8.81353
grc,2006,8.78234
grc,2007,8.7569
grc,2008,8.73954
grc,2009,8.73064
grc,2010,8.72892
grc,2011,8.73393
grc,2012,8.74259
grc,2013,8.74971
grc,2014,8.75156
grc,2015,8.74839
gtm,2000,12.18932
gtm,2001,12.06848
gtm,2002,11.94981
gtm,2003,11.84675
gtm,2004,11.73921
gtm,2005,11.64916
gtm,2006,11.565
gtm,2007,11.48628
gtm,2008,11.41793
gtm,2009,11.35088
gtm,2010,11.28845
gtm,2011,11.22262
gtm,2012,11.15372
gtm,2013,11.08369
gtm,2014,11.0177
gtm,2015,10.95771
guy,2000,16.26498
guy,2001,16.16393
guy,2002,16.06919
guy,2003,16.01132
guy,2004,15.95017
guy,2005,15.91622
guy,2006,15.87635
guy,2007,15.85103
guy,2008,15.83763
guy,2009,15.81379
guy,2010,15.80624
guy,2011,15.78496
guy,2012,15.76015
guy,2013,15.72362
guy,2014,15.68016
guy,2015,15.61845
hnd,2000,11.89749
hnd,2001,11.82251
hnd,2002,11.74692
hnd,2003,11.66565
hnd,2004,11.5885
hnd,2005,11.51409
hnd,2006,11.44493
hnd,2007,11.37696
hnd,2008,11.30174
hnd,2009,11.23271
hnd,2010,11.16673
hnd,2011,11.10509
hnd,2012,11.0489
hnd,2013,10.99572
hnd,2014,10.94814
hnd,2015,10.89721
hrv,2000,5.44594
hrv,2001,5.38809
hrv,2002,5.31972
hrv,2003,5.24442
hrv,2004,5.16578
hrv,2005,5.08736
hrv,2006,5.01275
hrv,2007,4.94555
hrv,2008,4.88931
hrv,2009,4.84762
hrv,2010,4.82407
hrv,2011,4.82222
hrv,2012,4.84569
hrv,2013,4.89802
hrv,2014,4.98281
hrv,2015,5.10364
hun,2000,8.57898
hun,2001,8.48945
hun,2002,8.4212
hun,2003,8.37268
hun,2004,8.34236
hun,2005,8.32867
hun,2006,8.33008
hun,2007,8.34505
hun,2008,8.37204
hun,2009,8.40946
hun,2010,8.45583
hun,2011,8.50956
hun,2012,8.56914
hun,2013,8.63301
hun,2014,8.69961
hun,2015,8.76741
idn,2000,11.18828
idn,2001,11.06482
idn,2002,10.95286
idn,2003,10.84075
idn,2004,10.74547
idn,2005,10.65738
idn,2006,10.57785
idn,2007,10.50729
idn,2008,10.43467
idn,2009,10.36833
idn,2010,10.29715
idn,2011,10.2242
idn,2012,10.15339
idn,2013,10.08743
idn,2014,10.02877
idn,2015,9.96945
irl,2000,4.87487
irl,2001,4.91615
irl,2002,4.94194
irl,2003,4.95667
irl,2004,4.96478
irl,2005,4.97071
irl,2006,4.9789
irl,2007,4.9938
irl,2008,5.01983
irl,2009,5.06144
irl,2010,5.12307
irl,2011,5.20914
irl,2012,5.32412
irl,2013,5.47244
irl,2014,5.65852
irl,2015,5.88681
isl,2000,3.45269
isl,2001,3.51157
isl,2002,3.55562
isl,2003,3.58797
isl,2004,3.61171
isl,2005,3.62996
isl,2006,3.64582
isl,2007,3.66239
isl,2008,3.68279
isl,2009,3.71012
isl,2010,3.74748
isl,2011,3.79799
isl,2012,3.86476
isl,2013,3.95088
isl,2014,4.05947
isl,2015,4.19362
isr,2000,8.33679
isr,2001,8.32941
isr,2002,8.32206
isr,2003,8.31375
isr,2004,8.30351
isr,2005,8.29035
isr,2006,8.27329
isr,2007,8.25136
isr,2008,8.22357
isr,2009,8.18893
isr,2010,8.14648
isr,2011,8.09521
isr,2012,8.03417
isr,2013,7.96237
isr,2014,7.8788
isr,2015,7.78252
ita,2000,7.08607
ita,2001,7.06639
ita,2002,7.05072
ita,2003,7.03817
ita,2004,7.026
ita,2005,7.015
ita,2006,7.00476
ita,2007,6.99635
ita,2008,6.99095
ita,2009,6.99037
ita,2010,6.98814
ita,2011,6.98432
ita,2012,6.98012
ita,2013,6.97576
ita,2014,6.97035
ita,2015,6.96467
jam,2000,15.32935
jam,2001,15.24245
jam,2002,15.16361
jam,2003,15.09116
jam,2004,15.02799
jam,2005,14.98572
jam,2006,14.94734
jam,2007,14.92193
jam,2008,14.88503
jam,2009,14.85029
jam,2010,14.81499
jam,2011,14.7658
jam,2012,14.71904
jam,2013,14.6762
jam,2014,14.63308
jam,2015,14.58291
jor,2000,14.61089
jor,2001,14.55695
jor,2002,14.4897
jor,2003,14.42627
jor,2004,14.35142
jor,2005,14.28412
jor,2006,14.22261
jor,2007,14.17198
jor,2008,14.11836
jor,2009,14.06144
jor,2010,14.016
jor,2011,13.97145
jor,2012,13.91871
jor,2013,13.87186
jor,2014,13.82947
jor,2015,13.78271
jpn,2000,8.58197
jpn,2001,8.84108
jpn,2002,9.05598
jpn,2003,9.23029
jpn,2004,9.3677
jpn,2005,9.47185
jpn,2006,9.5464
jpn,2007,9.59501
jpn,2008,9.62133
jpn,2009,9.62902
jpn,2010,9.62173
jpn,2011,9.60313
jpn,2012,9.57687
jpn,2013,9.5466
jpn,2014,9.51598
jpn,2015,9.48867
kaz,2000,6.08222
kaz,2001,5.64637
kaz,2002,5.36831
kaz,2003,5.22457
kaz,2004,5.19168
kaz,2005,5.24614
kaz,2006,5.36445
kaz,2007,5.52317
kaz,2008,5.69881
kaz,2009,5.8678
kaz,2010,6.00676
kaz,2011,6.09215
kaz,2012,6.10054
kaz,2013,6.0084
kaz,2014,5.79221
kaz,2015,5.42857
ken,2000,12.33137
ken,2001,12.3367
ken,2002,12.32304
ken,2003,12.31292
ken,2004,12.28422
ken,2005,12.24619
ken,2006,12.18654
ken,2007,12.11542
ken,2008,12.04305
ken,2009,11.95596
ken,2010,11.8744
ken,2011,11.78907
ken,2012,11.69897
ken,2013,11.6152
ken,2014,11.53872
ken,2015,11.46681
kgz,2000,6.81505
kgz,2001,6.6927
kgz,2002,6.5705
kgz,2003,6.44963
kgz,2004,6.33126
kgz,2005,6.21657
kgz,2006,6.10674
kgz,2007,6.00294
kgz,2008,5.90634
kgz,2009,5.81811
kgz,2010,5.73945
kgz,2011,5.67151
kgz,2012,5.61549
kgz,2013,5.57255
kgz,2014,5.54385
kgz,2015,5.5306
khm,2000,15.41657
khm,2001,15.05618
khm,2002,14.69321
khm,2003,14.35223
khm,2004,14.05174
khm,2005,13.7901
khm,2006,13.5609
khm,2007,13.36542
khm,2008,13.17121
khm,2009,13.01138
khm,2010,12.86362
khm,2011,12.71409
khm,2012,12.5562
khm,2013,12.39491
khm,2014,12.24373
khm,2015,12.12224
kor,2000,3.84194
kor,2001,3.89801
kor,2002,3.97737
kor,2003,4.07704
kor,2004,4.19403
kor,2005,4.32534
kor,2006,4.46799
kor,2007,4.619
kor,2008,4.77535
kor,2009,4.93407
kor,2010,5.09216
kor,2011,5.24664
kor,2012,5.39452
kor,2013,5.5328
kor,2014,5.65849
kor,2015,5.7686
kwt,2000,10.19587
kwt,2001,10.16861
kwt,2002,10.15408
kwt,2003,10.13475
kwt,2004,10.11837
kwt,2005,10.10693
kwt,2006,10.10259
kwt,2007,10.08586
kwt,2008,10.0652
kwt,2009,10.02838
kwt,2010,9.99043
kwt,2011,9.9517
kwt,2012,9.91883
kwt,2013,9.8956
kwt,2014,9.87871
kwt,2015,9.86467
lao,2000,20.44637
lao,2001,20.17439
lao,2002,19.91175
lao,2003,19.639
lao,2004,19.38015
lao,2005,19.12182
lao,2006,18.88081
lao,2007,18.65811
lao,2008,18.45692
lao,2009,18.25131
lao,2010,18.07466
lao,2011,17.88384
lao,2012,17.72993
lao,2013,17.58175
lao,2014,17.44718
lao,2015,17.314
lbn,2000,9.83019
lbn,2001,9.76725
lbn,2002,9.70225
lbn,2003,9.64351
lbn,2004,9.57752
lbn,2005,9.51373
lbn,2006,9.46053
lbn,2007,9.41574
lbn,2008,9.378
lbn,2009,9.34725
lbn,2010,9.3229
lbn,2011,9.30181
lbn,2012,9.28329
lbn,2013,9.2678
lbn,2014,9.25356
lbn,2015,9.23945
lka,2000,16.34361
lka,2001,16.65722
lka,2002,16.90434
lka,2003,17.08897
lka,2004,17.21513
lka,2005,17.28681
lka,2006,17.30801
lka,2007,17.28274
lka,2008,17.21502
lka,2009,17.10881
lka,2010,16.96816
lka,2011,16.79704
lka,2012,16.59947
lka,2013,16.37946
lka,2014,16.141
lka,2015,15.88809
lso,2000,15.42879
lso,2001,15.3274
