geo,time,dt_nfl_mibr_cd
bra,1986,1011134000
bra,1987,47705000
bra,1988,24239000
bra,1989,-52140000
bra,1990,-468527000
bra,1991,-408371000
bra,1992,-684727000
bra,1993,-807706000
bra,1994,-705640000
bra,1995,-539395000
bra,1996,278215000
bra,1997,367541000
bra,1998,245522000
bra,1999,580355000
bra,2000,805410000
bra,2001,810245000
bra,2002,337644000
bra,2003,-342026000
bra,2004,-116344000
bra,2005,-255394000
bra,2006,1460146000
bra,2007,-198596000
bra,2008,914230000
bra,2009,-597850000
bra,2010,3511731000
bra,2011,-4553080000
bra,2012,2408971000
bra,2013,2259021000
bra,2014,1597142000
bra,2015,474158000
bra,2016,515644000
bra,2017,159453000
bra,2018,-114197000
bra,2019,42972000
bra,2020,-569303000
brb,1970,0
brb,1971,0
brb,1972,0
brb,1973,0
brb,1974,0
brb,1975,0
brb,1976,0
brb,1977,0
brb,1978,0
brb,1979,26000
brb,1980,839000
brb,1981,3588000
brb,1982,8158000
brb,1983,5326000
brb,1984,5235000
brb,1985,6133000
brb,1986,519000
brb,1987,-1241000
brb,1988,-2980000
brb,1989,-3469000
brb,1990,-1742000
brb,1991,-4214000
brb,1992,-4924000
brb,1993,-5540000
brb,1994,-3878000
brb,1995,-1203000
brb,1996,-2424000
brb,1997,-582000
brb,1998,4515000
brb,1999,-1450000
brb,2000,-3047000
brb,2001,-2661000
brb,2002,-1374000
brb,2003,1649000
brb,2004,-6000
brb,2005,-411000
brb,2006,2453000
brb,2007,651000
brb,2008,-263000
brb,2009,2783000
brb,2010,806000
brb,2011,2946000
brb,2012,1669000
brb,2013,9177000
brb,2014,5783000
brb,2015,-2810000
brb,2016,-2524000
bwa,1972,12491000
bwa,1973,13435000
bwa,1974,5686000
bwa,1975,2404000
bwa,1976,1969000
bwa,1977,2798000
bwa,1978,1696000
bwa,1979,5193000
bwa,1980,4301000
bwa,1981,10735000
bwa,1982,10890000
bwa,1983,14509000
bwa,1984,18100000
bwa,1985,14159000
bwa,1986,-1162000
bwa,1987,-1991000
bwa,1988,-1416000
bwa,1989,-2042000
bwa,1990,-11948000
bwa,1991,-7294000
bwa,1992,-15812000
bwa,1993,-7480000
bwa,1994,-19885000
bwa,1995,-23111000
bwa,1996,-20875000
bwa,1997,-16518000
bwa,1998,-12901000
bwa,1999,-11151000
bwa,2000,-7412000
bwa,2001,-4521000
bwa,2002,-3525000
bwa,2003,-3044000
bwa,2004,-1679000
bwa,2005,-1088000
bwa,2006,-1066000
bwa,2007,-1086000
bwa,2008,-13000
bwa,2009,0
bwa,2010,6487000
bwa,2011,52976000
bwa,2012,37989000
bwa,2013,11999000
bwa,2014,23299000
bwa,2015,-671000
bwa,2016,27573000
bwa,2017,-6818000
bwa,2018,22493000
bwa,2019,-1619000
bwa,2020,22480000
chl,1970,18938000
chl,1971,11106000
chl,1972,2763000
chl,1973,3956000
chl,1974,-5722000
chl,1975,5890000
chl,1976,6593000
chl,1977,5554000
chl,1978,10502000
chl,1979,6350000
chl,1980,4856000
chl,1981,17566000
chl,1982,19395000
chl,1983,12674000
chl,1984,18747000
chl,1985,211996000
chl,1986,340482000
chl,1987,270603000
chl,1988,211763000
chl,1989,97099000
chl,1990,132226000
chl,1991,44270000
chl,1992,32212000
chl,1993,-65244000
chl,1994,-111174000
chl,1995,-621441000
chl,1996,-187790000
chl,1997,-24719000
chl,1998,-34547000
chl,1999,-67385000
chl,2000,-66667000
chl,2001,-79938000
chl,2002,-171954000
chl,2003,-135180000
chl,2004,18803000
chl,2005,-151239000
chl,2006,56771000
chl,2007,8281000
chl,2008,-154266000
chl,2009,14901000
chl,2010,-25817000
chl,2011,-57937000
chl,2012,-19408000
chl,2013,-763000
chl,2014,-1394000
chl,2015,3775000
chl,2016,85329000
chn,1983,4013000
chn,1984,72927000
chn,1985,353551000
chn,1986,324312000
chn,1987,206076000
chn,1988,513926000
chn,1989,542203000
chn,1990,375589000
chn,1991,537876000
chn,1992,356702000
chn,1993,731895000
chn,1994,1065485000
chn,1995,1107099000
chn,1996,943023000
chn,1997,1210761000
chn,1998,1077974000
chn,1999,788340000
chn,2000,949726000
chn,2001,663126000
chn,2002,-576913000
chn,2003,-837387000
chn,2004,306268000
chn,2005,273697000
chn,2006,233230000
chn,2007,285308000
chn,2008,632871000
chn,2009,298519000
chn,2010,195621000
chn,2011,53804000
chn,2012,-96004000
chn,2013,-74989000
chn,2014,81380000
chn,2015,176614000
chn,2016,90344000
chn,2017,765075000
chn,2018,476575000
chn,2019,715661000
chn,2020,328679000
civ,1970,3407000
civ,1971,6132000
civ,1972,7081000
civ,1973,11227000
civ,1974,20106000
civ,1975,23518000
civ,1976,12915000
civ,1977,34865000
civ,1978,54741000
civ,1979,52826000
civ,1980,78279000
civ,1981,34487000
civ,1982,199788000
civ,1983,178314000
civ,1984,186430000
civ,1985,25731000
civ,1986,60063000
civ,1987,290092000
civ,1988,-19827000
civ,1989,9068000
civ,1990,136102000
civ,1991,34780000
civ,1992,-54412000
civ,1993,-160714000
civ,1994,-174722000
civ,1995,-179887000
civ,1996,-159503000
civ,1997,-157617000
civ,1998,-139472000
civ,1999,-120667000
civ,2000,-57480000
civ,2001,-72142000
civ,2002,-89858000
civ,2003,-82074000
civ,2004,-38363000
civ,2005,0
civ,2006,0
civ,2007,-29653000
civ,2008,-377429000
civ,2009,-73270000
civ,2010,-24872000
civ,2011,-14688000
civ,2018,17198000
civ,2019,12911000
civ,2020,26964000
cmr,1970,3250000
cmr,1971,4317000
cmr,1972,6087000
cmr,1973,9297000
cmr,1974,5548000
cmr,1975,21068000
cmr,1976,7734000
cmr,1977,14116000
cmr,1978,30829000
cmr,1979,27089000
cmr,1980,24172000
cmr,1981,15191000
cmr,1982,14314000
cmr,1983,35858000
cmr,1984,35889000
cmr,1985,31240000
cmr,1986,45294000
cmr,1987,47229000
cmr,1988,12134000
cmr,1989,71794000
cmr,1990,32886000
cmr,1991,59931000
cmr,1992,23685000
cmr,1993,-27823000
cmr,1994,-60346000
cmr,1995,-85342000
cmr,1996,-75825000
cmr,1997,-70420000
cmr,1998,-65255000
cmr,1999,-63332000
cmr,2000,-53314000
cmr,2001,-8583000
cmr,2002,-22037000
cmr,2003,-885000
cmr,2004,-29661000
cmr,2005,-31529000
cmr,2006,-38694000
cmr,2007,-5422000
cmr,2008,-5438000
cmr,2009,-5437000
cmr,2010,-5443000
cmr,2011,-5456000
cmr,2012,-5335000
cmr,2013,-5335000
cmr,2014,-5335000
cmr,2015,-2667000
cmr,2017,223864000
cmr,2018,38186000
cmr,2019,5247000
cmr,2020,10826000
cod,1970,-1310000
cod,1971,-1561000
cod,1972,-980000
cod,1973,-980000
cod,1974,-980000
cod,1975,11286000
cod,1976,20591000
cod,1977,24000000
cod,1978,18467000
cod,1979,-4444000
cod,1980,16888000
cod,1981,-6844000
cod,1982,-7535000
cod,1983,-7948000
cod,1984,-6482000
cod,1985,-8082000
cod,1986,-11294000
cod,1987,-8065000
cod,1988,-7642000
cod,1989,-4243000
cod,1990,15472000
cod,1991,34192000
cod,1992,-2810000
cod,2002,-81547000
cog,1970,-700000
cog,1971,-1460000
cog,1972,-1550000
cog,1973,-1645000
cog,1974,-1745000
cog,1975,-1850000
cog,1976,4588000
cog,1977,-347000
cog,1978,16556000
cog,1979,-52000
cog,1980,-2425000
cog,1981,2466000
cog,1982,584000
cog,1983,1073000
cog,1984,5042000
cog,1985,10133000
cog,1986,8848000
cog,1987,16750000
cog,1988,46790000
cog,1989,5979000
cog,1990,-4157000
cog,1991,-823000
cog,1992,65000
cog,1994,-56970000
cog,1995,-17302000
cog,1996,-14225000
cog,1997,-2830000
cog,1998,-3259000
cog,1999,0
cog,2000,-2363000
cog,2001,-48184000
cog,2002,-6453000
cog,2003,-6424000
cog,2004,-3153000
cog,2015,112000
cog,2016,3967000
cog,2017,4807000
cog,2018,15705000
cog,2019,21837000
cog,2020,34000000
col,1970,40974000
col,1971,36686000
col,1972,62698000
col,1973,51091000
col,1974,57124000
col,1975,71886000
col,1976,38070000
col,1977,44628000
col,1978,35222000
col,1979,86967000
col,1980,152288000
col,1981,174106000
col,1982,185151000
col,1983,169179000
col,1984,308907000
col,1985,424418000
col,1986,277389000
col,1987,65818000
col,1988,146399000
col,1989,28571000
col,1990,-220582000
col,1991,-190610000
col,1992,-419112000
col,1993,-294271000
col,1994,-525837000
col,1995,-176417000
col,1996,-198179000
col,1997,-248081000
col,1998,-47738000
col,1999,218043000
col,2000,24547000
col,2001,136089000
col,2002,248756000
col,2003,775493000
col,2004,199990000
col,2005,486931000
col,2006,683908000
col,2007,132382000
col,2008,688954000
col,2009,1115581000
col,2010,937183000
col,2011,84001000
col,2012,91274000
col,2013,210105000
col,2014,542043000
col,2015,356604000
col,2016,945186000
col,2017,-279297000
col,2018,907538000
col,2019,410450000
col,2020,1158615000
cpv,2012,1361000
cpv,2013,18055000
cpv,2014,23476000
cpv,2015,5618000
cpv,2016,1730000
cpv,2017,-1059000
cpv,2018,-1182000
cpv,2019,-1776000
cpv,2020,3153000
cri,1970,2952000
cri,1971,7608000
cri,1972,11253000
cri,1973,8741000
cri,1974,11503000
cri,1975,9867000
cri,1976,18911000
cri,1977,20093000
cri,1978,16779000
cri,1979,14632000
cri,1980,22805000
cri,1981,13751000
cri,1982,7620000
cri,1983,5974000
cri,1984,18271000
cri,1985,63272000
cri,1986,26663000
cri,1987,-18457000
cri,1988,-32790000
cri,1989,8765000
cri,1990,-40012000
cri,1991,-12647000
cri,1992,-18393000
cri,1993,-37002000
cri,1994,-45418000
cri,1995,-39049000
cri,1996,-31745000
cri,1997,-34160000
cri,1998,-20613000
cri,1999,-22573000
cri,2000,-27243000
cri,2001,-18601000
cri,2002,-11132000
cri,2003,-11568000
cri,2004,-8734000
cri,2005,-12084000
cri,2006,-5681000
cri,2007,-7959000
cri,2008,-4239000
cri,2009,16720000
cri,2010,512333000
cri,2011,16769000
cri,2012,-1419000
cri,2013,13536000
cri,2014,1817000
cri,2015,1541000
cri,2016,134532000
cri,2017,52189000
cri,2018,115216000
cri,2019,51644000
cri,2020,71244000
cze,1970,0
cze,1971,0
cze,1972,0
cze,1973,0
cze,1974,0
cze,1975,0
cze,1976,0
cze,1977,0
cze,1978,0
cze,1979,0
cze,1980,0
cze,1981,0
cze,1982,0
cze,1983,0
cze,1984,0
cze,1985,0
cze,1986,0
cze,1987,0
cze,1988,0
cze,1989,0
cze,1990,0
cze,1991,133265000
cze,1992,87208000
cze,1993,92889000
cze,1994,30025000
cze,1995,56716000
cze,1996,32215000
cze,1997,-16659000
cze,1998,-20843000
cze,1999,-35743000
cze,2000,-42884000
cze,2001,-41235000
cze,2002,-41016000
cze,2003,-134948000
cze,2004,-18862000
cze,2005,-19150000
cze,2006,-18681000
cze,2007,-9854000
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
dma,1998,376000
dma,1999,1297000
dma,2000,730000
dma,2001,265000
dma,2002,989000
dma,2003,430000
dma,2004,4000
dma,2005,-187000
dma,2006,-603000
dma,2007,-757000
dma,2008,-755000
dma,2009,-577000
dma,2010,-408000
dma,2011,-358000
dma,2012,-200000
dma,2013,-97000
dma,2014,-59000
dma,2015,-61000
dma,2016,-31000
dom,1970,10549000
dom,1971,14451000
dom,1973,-1087000
dom,1974,-2174000
dom,1975,-2164000
dom,1976,858000
dom,1977,2853000
dom,1978,2112000
dom,1979,3692000
dom,1980,36638000
dom,1981,27214000
dom,1982,22754000
dom,1983,23370000
dom,1984,10655000
dom,1985,6713000
dom,1986,-5400000
dom,1987,-1803000
dom,1988,-6082000
dom,1989,12102000
dom,1990,19663000
dom,1991,11861000
dom,1992,9964000
dom,1993,822000
dom,1994,-3101000
dom,1995,-4050000
dom,1996,-18759000
dom,1997,-15245000
dom,1998,-6283000
dom,1999,71691000
dom,2000,17803000
dom,2001,25628000
dom,2002,32568000
dom,2003,-1225000
dom,2004,29312000
dom,2005,26445000
dom,2006,32735000
dom,2007,34359000
dom,2008,-22902000
dom,2009,298632000
dom,2010,116170000
dom,2011,-12920000
dom,2012,58338000
dom,2013,-13974000
dom,2014,-12549000
dom,2015,44667000
dom,2016,1804000
dom,2017,-8910000
dom,2018,827000
dom,2019,17099000
dom,2020,244143000
dza,1970,-2614000
dza,1971,-2599000
dza,1972,-2824000
dza,1973,-2888000
dza,1974,-1080000
dza,1975,29856000
dza,1976,48693000
dza,1977,52663000
dza,1978,49584000
dza,1979,39796000
dza,1980,25510000
dza,1981,22387000
dza,1982,4960000
dza,1983,43440000
dza,1984,30294000
dza,1985,106076000
dza,1986,87351000
dza,1987,49895000
dza,1988,58061000
dza,1989,91583000
dza,1990,170232000
dza,1991,170728000
dza,1992,101326000
dza,1993,6137000
dza,1994,92095000
dza,1995,293634000
dza,1996,34272000
dza,1997,16531000
dza,1998,-151986000
dza,1999,-136616000
dza,2000,-113716000
dza,2001,-93899000
dza,2002,-129520000
dza,2003,-151890000
dza,2004,-149239000
dza,2005,-125313000
dza,2006,-661020000
dza,2007,-5885000
dza,2008,-102165000
dza,2009,-506000
dza,2010,-531000
dza,2011,-841000
dza,2012,-1146000
dza,2013,-5252000
dza,2014,-411000
dza,2015,-402000
dza,2016,-392000
dza,2017,-725000
ecu,1970,-222000
ecu,1971,-1672000
ecu,1972,2342000
ecu,1973,1511000
ecu,1974,1387000
ecu,1975,5840000
ecu,1976,-1048000
ecu,1977,1666000
ecu,1978,16745000
ecu,1979,24832000
ecu,1980,24197000
ecu,1981,41829000
ecu,1982,22383000
ecu,1983,27371000
ecu,1984,47727000
ecu,1985,15536000
ecu,1986,125702000
ecu,1987,94865000
ecu,1988,124643000
ecu,1989,30680000
ecu,1990,5146000
ecu,1991,-18379000
ecu,1992,-10999000
ecu,1993,-41032000
ecu,1994,17573000
ecu,1995,221351000
ecu,1996,-29784000
ecu,1997,-55648000
ecu,1998,5854000
ecu,1999,8323000
ecu,2000,-20648000
ecu,2001,48259000
ecu,2002,-60025000
ecu,2003,59335000
ecu,2004,-52933000
ecu,2005,-35160000
ecu,2006,-53475000
ecu,2007,-62240000
ecu,2008,-71316000
ecu,2009,-80685000
ecu,2010,-85461000
ecu,2011,-78982000
ecu,2012,-71221000
ecu,2013,-66610000
ecu,2014,-51843000
ecu,2015,74044000
ecu,2016,-10078000
ecu,2017,153705000
ecu,2018,218847000
ecu,2019,634283000
ecu,2020,1345486000
egy,1970,-5500000
egy,1971,-5500000
egy,1972,-5500000
egy,1973,-5500000
egy,1974,-5500000
egy,1975,13670000
egy,1976,36004000
egy,1977,36947000
egy,1978,56452000
egy,1979,115324000
egy,1980,162077000
egy,1981,119304000
egy,1982,76316000
egy,1983,112102000
egy,1984,165599000
egy,1985,148320000
egy,1986,76634000
egy,1987,14026000
egy,1988,-27660000
egy,1989,-33632000
egy,1990,-83842000
egy,1991,-112848000
egy,1992,50111000
egy,1993,-44862000
egy,1994,-42354000
egy,1995,-155539000
egy,1996,-151782000
egy,1997,-122792000
egy,1998,-66891000
egy,1999,-74225000
egy,2000,-80540000
egy,2001,-55059000
egy,2002,-46594000
egy,2003,-47977000
egy,2004,-51783000
egy,2005,19795000
egy,2006,41975000
egy,2007,626045000
egy,2008,65422000
egy,2009,595397000
egy,2010,693585000
egy,2011,251568000
egy,2012,317815000
egy,2013,335320000
egy,2014,424576000
egy,2015,810363000
egy,2016,1648066000
egy,2017,1399096000
egy,2018,1625286000
egy,2019,1443900000
egy,2020,832107000
est,1970,0
est,1971,0
est,1972,0
est,1973,0
est,1974,0
est,1975,0
est,1976,0
est,1977,0
est,1978,0
est,1979,0
est,1980,0
est,1981,0
est,1982,0
est,1983,0
est,1984,0
est,1985,0
est,1986,0
est,1987,0
est,1988,0
est,1989,0
est,1990,0
est,1991,0
est,1992,1060000
est,1993,18945000
est,1994,9659000
est,1995,18043000
est,1996,16466000
est,1997,10901000
est,1998,10271000
est,1999,15718000
est,2000,-9420000
est,2001,-2525000
est,2002,-35194000
est,2003,1914000
est,2004,-4137000
est,2005,-5086000
est,2006,-6079000
est,2007,-6608000
est,2008,-7234000
est,2009,-6721000
est,2010,-4405000
est,2011,-3478000
est,2012,-3308000
est,2013,-2095000
est,2014,-2132000
est,2015,-842000
est,2016,0
eth,1970,2621000
eth,1971,9732000
eth,1972,7086000
eth,1973,3239000
eth,1974,-928000
eth,1975,2905000
eth,1976,-823000
eth,1977,-2888000
eth,1978,-3074000
eth,1979,-3213000
eth,1980,-3589000
eth,1981,-3916000
eth,1982,-4003000
eth,1983,-4115000
eth,1984,-4669000
eth,1985,-4485000
eth,1986,-6294000
eth,1987,-9363000
eth,1988,-9775000
eth,1989,-9743000
eth,1990,-6794000
eth,1991,-7278000
eth,1992,-6682000
eth,1993,-5753000
eth,1994,-3771000
eth,1995,-4008000
fji,1971,657000
fji,1973,5020000
fji,1974,5343000
fji,1975,3708000
fji,1976,3872000
fji,1977,4376000
fji,1978,2449000
fji,1979,3140000
fji,1980,4976000
fji,1981,9100000
fji,1982,10870000
fji,1983,16832000
fji,1984,-695000
fji,1985,-5473000
fji,1986,-5642000
fji,1987,-6397000
fji,1988,-1472000
fji,1989,-3644000
fji,1990,-4047000
fji,1991,-3439000
fji,1992,-9747000
fji,1993,-10689000
fji,1994,-7048000
fji,1995,-5887000
fji,1996,-92000
fji,1997,423000
fji,1998,-522000
fji,1999,-3304000
fji,2000,-6782000
fji,2001,-3814000
fji,2002,-3839000
fji,2003,-2111000
fji,2004,-2251000
fji,2005,-2262000
fji,2006,-2210000
fji,2007,-1774000
fji,2008,-1320000
fji,2009,-1391000
fji,2010,-18000
fji,2016,50178000
fji,2017,3385000
fji,2018,19537000
fji,2019,3106000
fji,2020,6467000
gab,1970,-965000
gab,1971,-1684000
gab,1972,-3543000
gab,1973,-4199000
gab,1974,-2555000
gab,1975,1999000
gab,1976,1675000
gab,1977,319000
gab,1978,-22000
gab,1979,-948000
gab,1980,-1695000
gab,1981,-1663000
gab,1982,-1731000
gab,1983,-595000
gab,1984,-2305000
gab,1985,-1359000
gab,1986,-1219000
gab,1987,-1257000
gab,1988,7605000
gab,1989,36614000
gab,1990,8763000
gab,1991,9391000
gab,1992,3398000
gab,1993,3047000
gab,1994,22829000
gab,1995,-8420000
gab,1996,-10574000
gab,1997,-7106000
gab,1998,-2685000
gab,1999,-5946000
gab,2000,-3894000
gab,2001,-9061000
gab,2002,-5912000
gab,2003,-3227000
gab,2004,-11684000
gab,2005,-6979000
gab,2006,-11780000
gab,2007,-7764000
gab,2008,9176000
gab,2009,-2286000
gab,2010,5578000
gab,2011,14149000
gab,2012,-1513000
gab,2013,753000
gab,2014,-588000
gab,2015,17285000
gab,2016,21194000
gab,2017,249320000
gab,2018,63910000
gab,2019,220031000
gab,2020,46254000
geo,2009,99966000
geo,2010,72847000
geo,2011,102973000
geo,2012,73870000
geo,2013,47156000
geo,2014,88979000
geo,2015,148522000
geo,2016,49257000
geo,2017,173101000
geo,2018,38914000
geo,2019,37525000
geo,2020,197807000
gha,1970,-1376000
gha,1971,1173000
gha,1972,350000
gha,1973,-682000
gha,1974,-1907000
gha,1975,-2018000
gha,1976,-1446000
gha,1977,4406000
gha,1978,23489000
gha,1979,26821000
gha,1980,21293000
gha,1981,14619000
gha,1982,2297000
gha,1983,-3368000
gha,1984,-2144000
gha,1985,-1777000
gha,1986,-8823000
gha,1987,-11415000
gha,1988,-11172000
gha,1989,-9078000
gha,1990,-10378000
gha,1991,-11696000
gha,1992,-12148000
gha,1993,-13043000
gha,1994,-13429000
gha,1995,-15004000
gha,1996,-10014000
gha,1997,-10906000
gha,1998,-4120000
gha,1999,-7682000
gha,2000,-8110000
gha,2001,-3332000
gha,2002,-1178000
gha,2003,-1926000
gha,2004,-1607000
gha,2005,-2249000
gin,1970,15236000
gin,1971,24159000
gin,1972,22101000
gin,1973,5880000
gin,1974,-1995000
gin,1975,-2135000
gin,1976,-2280000
gin,1977,-2430000
gin,1978,-2595000
gin,1979,-2765000
gin,1980,-2950000
gin,1981,-3150000
gin,1982,-3365000
gin,1983,-3585000
gin,1984,-5590000
gin,1985,-5014000
gin,1986,-7847000
gin,1987,-10020000
gin,1988,-12042000
gin,1989,-10920000
gin,1990,-11862000
gin,1991,-12349000
gin,1992,-14565000
gnq,1985,0
gnq,1986,0
gnq,1987,0
gnq,1988,0
gnq,1989,0
gnq,1990,0
gnq,1991,0
gnq,1992,0
gnq,1993,0
gnq,1994,0
gnq,1995,0
gnq,1996,0
gnq,1997,0
gnq,1998,0
gnq,1999,0
gnq,2000,0
gnq,2001,0
gnq,2002,0
gnq,2003,0
gnq,2004,0
gnq,2005,0
gnq,2006,0
gnq,2007,0
gnq,2008,0
gnq,2009,0
grc,1970,4900000
grc,1971,13100000
grc,1972,8700000
grc,1973,14900000
grc,1974,10200000
grc,1975,8200000
grc,1976,8900000
grc,1977,6900000
grc,1978,100000
grc,1979,699999
grc,1980,9900000
grc,1981,2300000
