geo,time,sh_dth_nmrt
ben,2004,11527
ben,2005,11632
ben,2006,11746
ben,2007,11885
ben,2008,12025
ben,2009,12163
ben,2010,12280
ben,2011,12377
ben,2012,12457
ben,2013,12521
ben,2014,12580
ben,2015,12628
ben,2016,12691
ben,2017,12730
ben,2018,12756
ben,2019,12779
ben,2020,12786
bfa,1970,19067
bfa,1971,19471
bfa,1972,19894
bfa,1973,20232
bfa,1974,20462
bfa,1975,20553
bfa,1976,20498
bfa,1977,20401
bfa,1978,20297
bfa,1979,20244
bfa,1980,20237
bfa,1981,20296
bfa,1982,20329
bfa,1983,20308
bfa,1984,20146
bfa,1985,19889
bfa,1986,19587
bfa,1987,19311
bfa,1988,19117
bfa,1989,19059
bfa,1990,19143
bfa,1991,19365
bfa,1992,19670
bfa,1993,19989
bfa,1994,20320
bfa,1995,20630
bfa,1996,20955
bfa,1997,21264
bfa,1998,21523
bfa,1999,21723
bfa,2000,21887
bfa,2001,21980
bfa,2002,22080
bfa,2003,22088
bfa,2004,21947
bfa,2005,21707
bfa,2006,21408
bfa,2007,21127
bfa,2008,20894
bfa,2009,20715
bfa,2010,20594
bfa,2011,20509
bfa,2012,20429
bfa,2013,20330
bfa,2014,20255
bfa,2015,20175
bfa,2016,20148
bfa,2017,20139
bfa,2018,20042
bfa,2019,19997
bfa,2020,19933
bgd,1960,238503
bgd,1961,241580
bgd,1962,244716
bgd,1963,247772
bgd,1964,251143
bgd,1965,255161
bgd,1966,259447
bgd,1967,264339
bgd,1968,269396
bgd,1969,275023
bgd,1970,282686
bgd,1971,292935
bgd,1972,290218
bgd,1973,294527
bgd,1974,298470
bgd,1975,301987
bgd,1976,304673
bgd,1977,306530
bgd,1978,307315
bgd,1979,307069
bgd,1980,305434
bgd,1981,302122
bgd,1982,297445
bgd,1983,291367
bgd,1984,284422
bgd,1985,277209
bgd,1986,269801
bgd,1987,262167
bgd,1988,254189
bgd,1989,245821
bgd,1990,237129
bgd,1991,228348
bgd,1992,219522
bgd,1993,210551
bgd,1994,201689
bgd,1995,193117
bgd,1996,185054
bgd,1997,177218
bgd,1998,169471
bgd,1999,161953
bgd,2000,154503
bgd,2001,147057
bgd,2002,139774
bgd,2003,132717
bgd,2004,126032
bgd,2005,119612
bgd,2006,113379
bgd,2007,107408
bgd,2008,101761
bgd,2009,96537
bgd,2010,91698
bgd,2011,87247
bgd,2012,82979
bgd,2013,78804
bgd,2014,74680
bgd,2015,70642
bgd,2016,66480
bgd,2017,61886
bgd,2018,57713
bgd,2019,53941
bgd,2020,50560
bgr,1965,1932
bgr,1966,1905
bgr,1967,1890
bgr,1968,1872
bgr,1969,1847
bgr,1970,1820
bgr,1971,1817
bgr,1972,1861
bgr,1973,1919
bgr,1974,1930
bgr,1975,1864
bgr,1976,1757
bgr,1977,1649
bgr,1978,1554
bgr,1979,1468
bgr,1980,1389
bgr,1981,1312
bgr,1982,1235
bgr,1983,1160
bgr,1984,1091
bgr,1985,1030
bgr,1986,971
bgr,1987,912
bgr,1988,864
bgr,1989,841
bgr,1990,844
bgr,1991,843
bgr,1992,816
bgr,1993,765
bgr,1994,709
bgr,1995,657
bgr,1996,614
bgr,1997,582
bgr,1998,558
bgr,1999,536
bgr,2000,516
bgr,2001,499
bgr,2002,485
bgr,2003,472
bgr,2004,454
bgr,2005,432
bgr,2006,411
bgr,2007,398
bgr,2008,392
bgr,2009,385
bgr,2010,375
bgr,2011,358
bgr,2012,335
bgr,2013,310
bgr,2014,288
bgr,2015,269
bgr,2016,252
bgr,2017,235
bgr,2018,217
bgr,2019,198
bgr,2020,181
bhr,1972,235
bhr,1973,224
bhr,1974,216
bhr,1975,211
bhr,1976,210
bhr,1977,211
bhr,1978,214
bhr,1979,214
bhr,1980,216
bhr,1981,219
bhr,1982,224
bhr,1983,228
bhr,1984,231
bhr,1985,233
bhr,1986,233
bhr,1987,233
bhr,1988,230
bhr,1989,226
bhr,1990,218
bhr,1991,207
bhr,1992,192
bhr,1993,174
bhr,1994,153
bhr,1995,132
bhr,1996,113
bhr,1997,97
bhr,1998,85
bhr,1999,76
bhr,2000,70
bhr,2001,66
bhr,2002,64
bhr,2003,63
bhr,2004,62
bhr,2005,61
bhr,2006,60
bhr,2007,60
bhr,2008,60
bhr,2009,61
bhr,2010,62
bhr,2011,64
bhr,2012,66
bhr,2013,68
bhr,2014,69
bhr,2015,69
bhr,2016,69
bhr,2017,68
bhr,2018,67
bhr,2019,65
bhr,2020,64
bhs,1970,93
bhs,1971,96
bhs,1972,100
bhs,1973,103
bhs,1974,105
bhs,1975,106
bhs,1976,106
bhs,1977,105
bhs,1978,103
bhs,1979,102
bhs,1980,102
bhs,1981,102
bhs,1982,102
bhs,1983,103
bhs,1984,103
bhs,1985,102
bhs,1986,100
bhs,1987,97
bhs,1988,94
bhs,1989,90
bhs,1990,85
bhs,1991,80
bhs,1992,75
bhs,1993,70
bhs,1994,65
bhs,1995,60
bhs,1996,55
bhs,1997,50
bhs,1998,47
bhs,1999,44
bhs,2000,42
bhs,2001,42
bhs,2002,42
bhs,2003,42
bhs,2004,43
bhs,2005,43
bhs,2006,44
bhs,2007,45
bhs,2008,45
bhs,2009,44
bhs,2010,43
bhs,2011,42
bhs,2012,41
bhs,2013,41
bhs,2014,40
bhs,2015,40
bhs,2016,39
bhs,2017,38
bhs,2018,38
bhs,2019,38
bhs,2020,36
bih,1986,1036
bih,1987,931
bih,1988,844
bih,1989,777
bih,1990,726
bih,1991,677
bih,1992,643
bih,1993,589
bih,1994,531
bih,1995,476
bih,1996,433
bih,1997,393
bih,1998,355
bih,1999,318
bih,2000,285
bih,2001,256
bih,2002,232
bih,2003,213
bih,2004,200
bih,2005,191
bih,2006,186
bih,2007,183
bih,2008,182
bih,2009,179
bih,2010,174
bih,2011,167
bih,2012,160
bih,2013,152
bih,2014,144
bih,2015,137
bih,2016,129
bih,2017,123
bih,2018,117
bih,2019,111
bih,2020,105
blr,1990,1183
blr,1991,1108
blr,1992,1044
blr,1993,982
blr,1994,917
blr,1995,852
blr,1996,787
blr,1997,720
blr,1998,654
blr,1999,590
blr,2000,533
blr,2001,483
blr,2002,440
blr,2003,402
blr,2004,366
blr,2005,329
blr,2006,293
blr,2007,260
blr,2008,232
blr,2009,213
blr,2010,200
blr,2011,195
blr,2012,193
blr,2013,191
blr,2014,187
blr,2015,179
blr,2016,168
blr,2017,153
blr,2018,138
blr,2019,122
blr,2020,108
blz,1969,173
blz,1970,173
blz,1971,173
blz,1972,173
blz,1973,173
blz,1974,173
blz,1975,173
blz,1976,172
blz,1977,171
blz,1978,168
blz,1979,166
blz,1980,162
blz,1981,158
blz,1982,155
blz,1983,151
blz,1984,148
blz,1985,144
blz,1986,141
blz,1987,137
blz,1988,133
blz,1989,128
blz,1990,125
blz,1991,120
blz,1992,114
blz,1993,109
blz,1994,104
blz,1995,100
blz,1996,97
blz,1997,94
blz,1998,92
blz,1999,90
blz,2000,88
blz,2001,86
blz,2002,83
blz,2003,80
blz,2004,75
blz,2005,70
blz,2006,65
blz,2007,62
blz,2008,63
blz,2009,65
blz,2010,70
blz,2011,76
blz,2012,80
blz,2013,82
blz,2014,81
blz,2015,79
blz,2016,76
blz,2017,72
blz,2018,69
blz,2019,65
blz,2020,62
bol,1967,12508
bol,1968,12347
bol,1969,12167
bol,1970,12018
bol,1971,11898
bol,1972,11822
bol,1973,11775
bol,1974,11724
bol,1975,11644
bol,1976,11516
bol,1977,11374
bol,1978,11220
bol,1979,11072
bol,1980,10953
bol,1981,10868
bol,1982,10815
bol,1983,10771
bol,1984,10715
bol,1985,10615
bol,1986,10496
bol,1987,10369
bol,1988,10248
bol,1989,10125
bol,1990,9965
bol,1991,9767
bol,1992,9579
bol,1993,9402
bol,1994,9205
bol,1995,8984
bol,1996,8729
bol,1997,8436
bol,1998,8113
bol,1999,7813
bol,2000,7551
bol,2001,7335
bol,2002,7162
bol,2003,7012
bol,2004,6856
bol,2005,6685
bol,2006,6484
bol,2007,6254
bol,2008,6000
bol,2009,5737
bol,2010,5480
bol,2011,5222
bol,2012,4968
bol,2013,4667
bol,2014,4384
bol,2015,4139
bol,2016,3932
bol,2017,3759
bol,2018,3605
bol,2019,3462
bol,2020,3332
bra,1964,160270
bra,1965,160917
bra,1966,161229
bra,1967,161059
bra,1968,160139
bra,1969,158627
bra,1970,156743
bra,1971,155004
bra,1972,153204
bra,1973,151251
bra,1974,148869
bra,1975,146528
bra,1976,144318
bra,1977,142224
bra,1978,140337
bra,1979,138194
bra,1980,135869
bra,1981,133192
bra,1982,129865
bra,1983,126000
bra,1984,121648
bra,1985,116911
bra,1986,112057
bra,1987,107304
bra,1988,102667
bra,1989,98159
bra,1990,94025
bra,1991,90147
bra,1992,86652
bra,1993,83634
bra,1994,81002
bra,1995,78574
bra,1996,76367
bra,1997,74115
bra,1998,71788
bra,1999,69127
bra,2000,65162
bra,2001,61004
bra,2002,56795
bra,2003,52831
bra,2004,49046
bra,2005,45588
bra,2006,42504
bra,2007,39788
bra,2008,37357
bra,2009,35209
bra,2010,33359
bra,2011,31894
bra,2012,30709
bra,2013,29669
bra,2014,28716
bra,2015,27998
bra,2016,29606
bra,2017,27224
bra,2018,26687
bra,2019,25808
bra,2020,24804
brb,1969,159
brb,1970,148
brb,1971,138
brb,1972,129
brb,1973,122
brb,1974,115
brb,1975,108
brb,1976,100
brb,1977,93
brb,1978,86
brb,1979,81
brb,1980,77
brb,1981,73
brb,1982,70
brb,1983,68
brb,1984,66
brb,1985,64
brb,1986,62
brb,1987,59
brb,1988,56
brb,1989,53
brb,1990,49
brb,1991,46
brb,1992,43
brb,1993,41
brb,1994,39
brb,1995,38
brb,1996,37
brb,1997,36
brb,1998,35
brb,1999,35
brb,2000,35
brb,2001,35
brb,2002,35
brb,2003,36
brb,2004,36
brb,2005,36
brb,2006,36
brb,2007,35
brb,2008,35
brb,2009,34
brb,2010,33
brb,2011,32
brb,2012,31
brb,2013,30
brb,2014,30
brb,2015,29
brb,2016,28
brb,2017,27
brb,2018,26
brb,2019,26
brb,2020,25
brn,1990,43
brn,1991,43
brn,1992,43
brn,1993,43
brn,1994,42
brn,1995,41
brn,1996,40
brn,1997,39
brn,1998,38
brn,1999,38
brn,2000,38
brn,2001,38
brn,2002,37
brn,2003,37
brn,2004,36
brn,2005,35
brn,2006,34
brn,2007,33
brn,2008,32
brn,2009,32
brn,2010,33
brn,2011,33
brn,2012,33
brn,2013,34
brn,2014,34
brn,2015,35
brn,2016,36
brn,2017,36
brn,2018,37
brn,2019,38
brn,2020,38
btn,1990,837
btn,1991,804
btn,1992,769
btn,1993,734
btn,1994,698
btn,1995,662
btn,1996,627
btn,1997,594
btn,1998,563
btn,1999,535
btn,2000,508
btn,2001,483
btn,2002,460
btn,2003,436
btn,2004,415
btn,2005,395
btn,2006,375
btn,2007,356
btn,2008,337
btn,2009,318
btn,2010,300
btn,2011,284
btn,2012,272
btn,2013,261
btn,2014,249
btn,2015,239
btn,2016,229
btn,2017,221
btn,2018,213
btn,2019,204
btn,2020,197
bwa,1966,1053
bwa,1967,1032
bwa,1968,1009
bwa,1969,989
bwa,1970,977
bwa,1971,976
bwa,1972,984
bwa,1973,998
bwa,1974,1013
bwa,1975,1032
bwa,1976,1058
bwa,1977,1090
bwa,1978,1123
bwa,1979,1161
bwa,1980,1199
bwa,1981,1239
bwa,1982,1266
bwa,1983,1273
bwa,1984,1255
bwa,1985,1220
bwa,1986,1181
bwa,1987,1142
bwa,1988,1110
bwa,1989,1082
bwa,1990,1056
bwa,1991,1033
bwa,1992,1008
bwa,1993,969
bwa,1994,927
bwa,1995,883
bwa,1996,841
bwa,1997,806
bwa,1998,786
bwa,1999,783
bwa,2000,798
bwa,2001,830
bwa,2002,880
bwa,2003,940
bwa,2004,1001
bwa,2005,1055
bwa,2006,1103
bwa,2007,1147
bwa,2008,1184
bwa,2009,1218
bwa,2010,1249
bwa,2011,1272
bwa,2012,1293
bwa,2013,1307
bwa,2014,1317
bwa,2015,1318
bwa,2016,1310
bwa,2017,1294
bwa,2018,1270
bwa,2019,1241
bwa,2020,1216
caf,1972,4476
caf,1973,4496
caf,1974,4522
caf,1975,4549
caf,1976,4596
caf,1977,4659
caf,1978,4731
caf,1979,4820
caf,1980,4930
caf,1981,5060
caf,1982,5207
caf,1983,5368
caf,1984,5527
caf,1985,5678
caf,1986,5809
caf,1987,5913
caf,1988,6001
caf,1989,6077
caf,1990,6138
caf,1991,6211
caf,1992,6294
caf,1993,6391
caf,1994,6500
caf,1995,6633
caf,1996,6774
caf,1997,6920
caf,1998,7075
caf,1999,7222
caf,2000,7363
caf,2001,7501
caf,2002,7624
caf,2003,7752
caf,2004,7839
caf,2005,7915
caf,2006,7965
caf,2007,7979
caf,2008,7935
caf,2009,7873
caf,2010,7773
caf,2011,7650
caf,2012,7497
caf,2013,7320
caf,2014,7164
caf,2015,7023
caf,2016,6891
caf,2017,6777
caf,2018,6678
caf,2019,6616
caf,2020,6551
can,1970,4701
can,1971,4378
can,1972,4077
can,1973,3775
can,1974,3482
can,1975,3236
can,1976,3064
can,1977,2932
can,1978,2785
can,1979,2604
can,1980,2423
can,1981,2274
can,1982,2158
can,1983,2064
can,1984,1983
can,1985,1908
can,1986,1838
can,1987,1777
can,1988,1732
can,1989,1705
can,1990,1682
can,1991,1649
can,1992,1610
can,1993,1573
can,1994,1540
can,1995,1497
can,1996,1434
can,1997,1363
can,1998,1303
can,1999,1263
can,2000,1248
can,2001,1259
can,2002,1288
can,2003,1319
can,2004,1344
can,2005,1362
can,2006,1372
can,2007,1380
can,2008,1393
can,2009,1411
can,2010,1425
can,2011,1426
can,2012,1416
can,2013,1402
can,2014,1389
can,2015,1372
can,2016,1349
can,2017,1321
can,2018,1291
can,2019,1261
can,2020,1232
che,1960,1593
che,1961,1604
che,1962,1600
che,1963,1582
che,1964,1556
che,1965,1520
che,1966,1464
che,1967,1384
che,1968,1286
che,1969,1175
che,1970,1059
che,1971,949
che,1972,854
che,1973,770
che,1974,691
che,1975,618
che,1976,554
che,1977,501
che,1978,459
che,1979,426
che,1980,400
che,1981,380
che,1982,363
che,1983,349
che,1984,339
che,1985,333
che,1986,330
che,1987,328
che,1988,326
che,1989,322
che,1990,314
che,1991,306
che,1992,298
che,1993,291
che,1994,286
che,1995,281
che,1996,277
che,1997,273
che,1998,271
che,1999,268
che,2000,263
che,2001,259
che,2002,253
che,2003,248
che,2004,244
che,2005,243
che,2006,243
che,2007,246
che,2008,249
che,2009,251
che,2010,251
che,2011,252
che,2012,253
che,2013,254
che,2014,255
che,2015,255
che,2016,253
che,2017,252
che,2018,250
che,2019,249
che,2020,248
chl,1969,8769
chl,1970,8393
chl,1971,8222
chl,1972,7968
chl,1973,7582
chl,1974,7126
chl,1975,6659
chl,1976,6204
chl,1977,5771
chl,1978,5324
chl,1979,4843
chl,1980,4213
chl,1981,3674
chl,1982,3241
chl,1983,2927
chl,1984,2740
chl,1985,2670
chl,1986,2674
chl,1987,2712
chl,1988,2734
chl,1989,2683
chl,1990,2544
chl,1991,2369
chl,1992,2207
chl,1993,2070
chl,1994,1954
chl,1995,1856
chl,1996,1776
chl,1997,1713
chl,1998,1649
chl,1999,1561
chl,2000,1451
chl,2001,1358
chl,2002,1310
chl,2003,1301
chl,2004,1311
chl,2005,1325
chl,2006,1334
chl,2007,1331
chl,2008,1322
chl,2009,1318
chl,2010,1324
chl,2011,1329
chl,2012,1320
chl,2013,1298
chl,2014,1267
chl,2015,1230
chl,2016,1186
chl,2017,1138
chl,2018,1089
chl,2019,1041
chl,2020,997
chn,1990,744373
chn,1991,701152
chn,1992,651916
chn,1993,603263
chn,1994,557944
chn,1995,517522
chn,1996,482790
chn,1997,452667
chn,1998,424900
chn,1999,399379
chn,2000,375713
chn,2001,346198
chn,2002,317326
chn,2003,288987
chn,2004,261927
chn,2005,236970
chn,2006,214380
chn,2007,194030
chn,2008,176183
chn,2009,160495
chn,2010,146639
chn,2011,134132
chn,2012,122921
chn,2013,112420
chn,2014,102499
chn,2015,93147
chn,2016,84367
chn,2017,76173
chn,2018,68638
chn,2019,61997
chn,2020,56180
civ,1960,17120
civ,1961,17265
civ,1962,17436
civ,1963,17643
civ,1964,17915
civ,1965,18221
civ,1966,18555
civ,1967,18922
civ,1968,19309
civ,1969,19710
civ,1970,20106
civ,1971,20467
civ,1972,20762
civ,1973,21006
civ,1974,21183
civ,1975,21318
civ,1976,21442
civ,1977,21593
civ,1978,21752
civ,1979,21918
civ,1980,22082
civ,1981,22271
civ,1982,22502
civ,1983,22767
civ,1984,23073
civ,1985,23429
civ,1986,23798
civ,1987,24153
civ,1988,24493
civ,1989,24897
civ,1990,25342
civ,1991,25893
civ,1992,26537
civ,1993,27229
civ,1994,27941
civ,1995,28614
civ,1996,29222
civ,1997,29746
civ,1998,30175
civ,1999,30504
civ,2000,30762
civ,2001,30896
civ,2002,30981
civ,2003,30955
civ,2004,30857
civ,2005,30720
civ,2006,30531
civ,2007,30411
civ,2008,30328
civ,2009,30267
civ,2010,30269
civ,2011,30325
civ,2012,30357
