geo,time,ag_prd_food_xd
arg,1982,49.15
arg,1983,47.83
arg,1984,49.15
arg,1985,50.14
arg,1986,51.48
arg,1987,48.7
arg,1988,49.66
arg,1989,46.17
arg,1990,51.28
arg,1991,52.8
arg,1992,53.03
arg,1993,53.09
arg,1994,55.79
arg,1995,59.13
arg,1996,57.26
arg,1997,62.12
arg,1998,66.91
arg,1999,68.6
arg,2000,69.22
arg,2001,69.43
arg,2002,69.06
arg,2003,71.7
arg,2004,73.26
arg,2005,83.3
arg,2006,82.23
arg,2007,90.08
arg,2008,91.34
arg,2009,76.27
arg,2010,87.96
arg,2011,92.73
arg,2012,86.17
arg,2013,93.97
arg,2014,95.17
arg,2015,104.05
arg,2016,100.79
arg,2017,105.94
arg,2018,97.19
arg,2019,112.79
arm,1992,51.12
arm,1993,45.87
arm,1994,50.86
arm,1995,50.44
arm,1996,52.2
arm,1997,45.2
arm,1998,49.08
arm,1999,48.44
arm,2000,46.65
arm,2001,48.8
arm,2002,50.1
arm,2003,54.11
arm,2004,63.15
arm,2005,73.3
arm,2006,76.18
arm,2007,82.88
arm,2008,85.12
arm,2009,85
arm,2010,73.56
arm,2011,81.8
arm,2012,88.88
arm,2013,93.21
arm,2014,98.15
arm,2015,106.29
arm,2016,95.56
arm,2017,94.41
arm,2018,83.1
arm,2019,81.46
asm,1961,57.65
asm,1962,58.43
asm,1963,64.55
asm,1964,65.47
asm,1965,67.15
asm,1966,68.45
asm,1967,64.68
asm,1968,63.94
asm,1969,66.94
asm,1970,63.1
asm,1971,58.91
asm,1972,58.62
asm,1973,58.22
asm,1974,56.09
asm,1975,55.21
asm,1976,53.97
asm,1977,53.02
asm,1978,49.54
asm,1979,42.73
asm,1980,48.56
asm,1981,46.4
asm,1982,46.15
asm,1983,45.13
asm,1984,43.35
asm,1985,42.16
asm,1986,43.13
asm,1987,40.17
asm,1988,40.08
asm,1989,40.02
asm,1990,43.56
asm,1991,40.75
asm,1992,43.19
asm,1993,47.37
asm,1994,50.38
asm,1995,52.92
asm,1996,56.98
asm,1997,59.18
asm,1998,73.91
asm,1999,59.49
asm,2000,66.06
asm,2001,75.09
asm,2002,78.76
asm,2003,88.07
asm,2004,86.22
asm,2005,88.44
asm,2006,90.14
asm,2007,91.87
asm,2008,93.51
asm,2009,95.84
asm,2010,97.52
asm,2011,95.94
asm,2012,92.68
asm,2013,99.58
asm,2014,100.7
asm,2015,99.46
asm,2016,99.84
asm,2017,100.51
asm,2018,101.42
atg,1961,156.42
atg,1962,156.87
atg,1963,193.25
atg,1964,199.17
atg,1965,136.27
atg,1966,110.5
atg,1967,94.04
atg,1968,76.8
atg,1969,94.31
atg,1970,96.91
atg,1971,153.42999
atg,1972,87.13
atg,1973,83.55
atg,1974,82.11
atg,1975,79.83
atg,1976,82.25
atg,1977,85.97
atg,1978,100.53
atg,1979,109.45
atg,1980,123.16
atg,1981,125.44
atg,1982,121.17
atg,1983,118.81
atg,1984,116.32
atg,1985,133.24001
atg,1986,135.03999
atg,1987,137.92999
atg,1988,141.42999
atg,1989,118.95
atg,1990,126.07
atg,1991,142.61
atg,1992,135
atg,1993,143.13
atg,1994,143.56
atg,1995,135.16
atg,1996,134.7
atg,1997,135.22
atg,1998,134
atg,1999,143.33
atg,2000,144
atg,2001,147.2
atg,2002,143.75999
atg,2003,153.89
atg,2004,156.64
atg,2005,139.67999
atg,2006,144.35001
atg,2007,142.47
atg,2008,145.34
atg,2009,140.75
atg,2010,102.03
atg,2011,104.53
atg,2012,99.24
atg,2013,101
atg,2014,100.23
atg,2015,99.14
atg,2016,100.63
atg,2017,101.59
atg,2018,94.39
atg,2019,92.71
aus,1961,32.14
aus,1962,36.49
aus,1963,38.21
aus,1964,40.56
aus,1965,39.1
aus,1966,42.91
aus,1967,38.94
aus,1968,44.96
aus,1969,42.72
aus,1970,45.02
aus,1971,47.45
aus,1972,48.59
aus,1973,51.9
aus,1974,47.04
aus,1975,51.28
aus,1976,54.88
aus,1977,54.27
aus,1978,62.42
aus,1979,59.83
aus,1980,52.59
aus,1981,56.18
aus,1982,51.37
aus,1983,61.29
aus,1984,58.06
aus,1985,57.15
aus,1986,59.1
aus,1987,58.43
aus,1988,60.97
aus,1989,60.02
aus,1990,62.72
aus,1991,60.63
aus,1992,65.76
aus,1993,68.48
aus,1994,63.11
aus,1995,70.91
aus,1996,76.37
aus,1997,75.65
aus,1998,81.2
aus,1999,85.82
aus,2000,84.9
aus,2001,86.62
aus,2002,88.17
aus,2003,72.97
aus,2004,89.39
aus,2005,86.71
aus,2006,90.37
aus,2007,75.95
aus,2008,80.37
aus,2009,86.2
aus,2010,85.81
aus,2011,89.77
aus,2012,94.9
aus,2013,96.23
aus,2014,100.03
aus,2015,100.62
aus,2016,99.35
aus,2017,104.04
aus,2018,94.18
aus,2019,88.23
aut,1961,79.14
aut,1962,78
aut,1963,83.01
aut,1964,85.43
aut,1965,74.22
aut,1966,81.32
aut,1967,86.89
aut,1968,91.3
aut,1969,89.14
aut,1970,88.41
aut,1971,86.92
aut,1972,84.35
aut,1973,87.52
aut,1974,89.14
aut,1975,89.72
aut,1976,91.62
aut,1977,88.88
aut,1978,93.43
aut,1979,93.78
aut,1980,98.3
aut,1981,94.06
aut,1982,105.29
aut,1983,99.14
aut,1984,102.44
aut,1985,98.56
aut,1986,99.64
aut,1987,98.27
aut,1988,102.97
aut,1989,98.28
aut,1990,99.87
aut,1991,97.92
aut,1992,94.84
aut,1993,94.28
aut,1994,94.28
aut,1995,91.09
aut,1996,91.13
aut,1997,93.31
aut,1998,95.07
aut,1999,97.58
aut,2000,95.64
aut,2001,97.55
aut,2002,96.95
aut,2003,94.3
aut,2004,99.59
aut,2005,95.6
aut,2006,95.26
aut,2007,97.92
aut,2008,103.56
aut,2009,101.87
aut,2010,95.34
aut,2011,102.99
aut,2012,95.95
aut,2013,96.24
aut,2014,102.03
aut,2015,97.36
aut,2016,100.61
aut,2017,98.52
aut,2018,100.49
aut,2019,99.95
aze,1992,50.91
aze,1993,42.21
aze,1994,38.24
aze,1995,37.14
aze,1996,42.08
aze,1997,40.62
aze,1998,43.09
aze,1999,47.87
aze,2000,53.42
aze,2001,59.68
aze,2002,63.5
aze,2003,66.74
aze,2004,67.04
aze,2005,74.86
aze,2006,76.46
aze,2007,78.52
aze,2008,82.67
aze,2009,88.52
aze,2010,86.41
aze,2011,91.13
aze,2012,95.31
aze,2013,98.38
aze,2014,94.77
aze,2015,101.19
aze,2016,104.04
aze,2017,107.74
aze,2018,113.46
aze,2019,121.65
bdi,1961,49.88
bdi,1962,50.12
bdi,1963,50.81
bdi,1964,54.61
bdi,1965,54.96
bdi,1966,55.22
bdi,1967,57.29
bdi,1968,58.87
bdi,1969,58.67
bdi,1970,59.15
bdi,1971,60.53
bdi,1972,55.73
bdi,1973,62.41
bdi,1974,57.83
bdi,1975,63.79
bdi,1976,65.24
bdi,1977,66.53
bdi,1978,63.04
bdi,1979,62.89
bdi,1980,62.25
bdi,1981,65.67
bdi,1982,64.65
bdi,1983,63.74
bdi,1984,63.87
bdi,1985,71.86
bdi,1986,75.94
bdi,1987,77.9
bdi,1988,80.06
bdi,1989,76.16
bdi,1990,81.08
bdi,1991,83.8
bdi,1992,85.53
bdi,1993,83.65
bdi,1994,72.29
bdi,1995,75.89
bdi,1996,76.99
bdi,1997,77.66
bdi,1998,72.32
bdi,1999,75.78
bdi,2000,72.83
bdi,2001,78.52
bdi,2002,80.7
bdi,2003,83.06
bdi,2004,79.01
bdi,2005,80.68
bdi,2006,81.4
bdi,2007,83.64
bdi,2008,84.53
bdi,2009,89.97
bdi,2010,91.37
bdi,2011,90.12
bdi,2012,80.13
bdi,2013,114.13
bdi,2014,100.76
bdi,2015,94.75
bdi,2016,104.49
bdi,2017,111.92
bdi,2018,152.06
bdi,2019,158.72
bel,2000,98.36
bel,2001,94.75
bel,2002,97.84
bel,2003,95.38
bel,2004,98.88
bel,2005,93.39
bel,2006,91.23
bel,2007,93.48
bel,2008,90.22
bel,2009,92.73
bel,2010,95.84
bel,2011,96.72
bel,2012,91.37
bel,2013,95.83
bel,2014,101.81
bel,2015,101.33
bel,2016,96.87
bel,2017,101.91
bel,2018,95.8
bel,2019,101.49
ben,1961,14.41
ben,1962,13.85
ben,1963,13.9
ben,1964,14.25
ben,1965,14.85
ben,1966,14.66
ben,1967,16.35
ben,1968,16.83
ben,1969,16.52
ben,1970,16.8
ben,1971,16.72
ben,1972,16.97
ben,1973,17.68
ben,1974,16.88
ben,1975,17
ben,1976,19.33
ben,1977,19.54
ben,1978,21.81
ben,1979,22.65
ben,1980,21.44
ben,1981,21.19
ben,1982,21.29
ben,1983,21.45
ben,1984,26.25
ben,1985,26.73
ben,1986,27.58
ben,1987,25.04
ben,1988,29.43
ben,1989,30.63
ben,1990,31.39
ben,1991,35.06
ben,1992,34.81
ben,1993,35.73
ben,1994,37.9
ben,1995,39.66
ben,1996,42.36
ben,1997,46.93
ben,1998,48.41
ben,1999,51.69
ben,2000,55.33
ben,2001,55.84
ben,2002,65.36
ben,2003,62.68
ben,2004,66.6
ben,2005,66.88
ben,2006,59.2
ben,2007,61.21
ben,2008,74.64
ben,2009,77.64
ben,2010,80.63
ben,2011,85.14
ben,2012,91.85
ben,2013,99.37
ben,2014,103.18
ben,2015,94.81
ben,2016,102
ben,2017,105.33
ben,2018,110.04
ben,2019,109.35
bfa,1961,17.68
bfa,1962,19.14
bfa,1963,19.4
bfa,1964,21.33
bfa,1965,21.94
bfa,1966,21.86
bfa,1967,22.29
bfa,1968,23.4
bfa,1969,23.07
bfa,1970,23.65
bfa,1971,22.51
bfa,1972,21.41
bfa,1973,19.18
bfa,1974,21.51
bfa,1975,24
bfa,1976,21.75
bfa,1977,22.3
bfa,1978,24.01
bfa,1979,25.11
bfa,1980,23.89
bfa,1981,26.64
bfa,1982,26.59
bfa,1983,27.2
bfa,1984,27.55
bfa,1985,34.37
bfa,1986,37.53
bfa,1987,35.21
bfa,1988,40.52
bfa,1989,39.35
bfa,1990,40.53
bfa,1991,47.09
bfa,1992,48.18
bfa,1993,51.05
bfa,1994,48.54
bfa,1995,49.36
bfa,1996,52.8
bfa,1997,47.15
bfa,1998,56.08
bfa,1999,57.99
bfa,2000,51.3
bfa,2001,64.28
bfa,2002,63.95
bfa,2003,74.6
bfa,2004,66.71
bfa,2005,74.9
bfa,2006,75.89
bfa,2007,70.95
bfa,2008,87.73
bfa,2009,82.69
bfa,2010,94.04
bfa,2011,87.1
bfa,2012,98.38
bfa,2013,102.85
bfa,2014,102.95
bfa,2015,96.47
bfa,2016,100.59
bfa,2017,92.54
bfa,2018,106.6
bfa,2019,111.17
bgd,1961,25.59
bgd,1962,24.49
bgd,1963,27.74
bgd,1964,27.93
bgd,1965,28.12
bgd,1966,27.01
bgd,1967,30.54
bgd,1968,31.29
bgd,1969,32.57
bgd,1970,31.08
bgd,1971,28.96
bgd,1972,28.51
bgd,1973,31.42
bgd,1974,30.54
bgd,1975,33.63
bgd,1976,32.25
bgd,1977,34.35
bgd,1978,35.56
bgd,1979,35.33
bgd,1980,35.89
bgd,1981,35.64
bgd,1982,36.94
bgd,1983,37.85
bgd,1984,38.19
bgd,1985,39.57
bgd,1986,39.96
bgd,1987,40.02
bgd,1988,40.67
bgd,1989,44.51
bgd,1990,44.97
bgd,1991,45.94
bgd,1992,46.54
bgd,1993,46.49
bgd,1994,44.84
bgd,1995,46.84
bgd,1996,49.41
bgd,1997,50.03
bgd,1998,51.95
bgd,1999,58.84
bgd,2000,62.69
bgd,2001,61.4
bgd,2002,63.22
bgd,2003,64.92
bgd,2004,63.88
bgd,2005,71.88
bgd,2006,74.25
bgd,2007,78.56
bgd,2008,84.48
bgd,2009,85.01
bgd,2010,90.24
bgd,2011,92.43
bgd,2012,93.24
bgd,2013,95.74
bgd,2014,98.57
bgd,2015,100.98
bgd,2016,100.45
bgd,2017,107.86
bgd,2018,107.49
bgd,2019,108.38
bgr,1961,96.26
bgr,1962,103.54
bgr,1963,107.35
bgr,1964,111.32
bgr,1965,119.58
bgr,1966,135.08
bgr,1967,132.25
bgr,1968,134.35001
bgr,1969,137.61
bgr,1970,133.60001
bgr,1971,136.03
bgr,1972,141.49001
bgr,1973,143.13
bgr,1974,136.50999
bgr,1975,140.11
bgr,1976,153.00999
bgr,1977,143.09
bgr,1978,150.42
bgr,1979,156.17999
bgr,1980,150.55
bgr,1981,163
bgr,1982,173.14999
bgr,1983,157.96001
bgr,1984,171.28999
bgr,1985,145.48
bgr,1986,164.55
bgr,1987,156.44
bgr,1988,158.64999
bgr,1989,167.24001
bgr,1990,154.35001
bgr,1991,141.85001
bgr,1992,128.12
bgr,1993,102.37
bgr,1994,105.88
bgr,1995,116.57
bgr,1996,94.49
bgr,1997,102.51
bgr,1998,101.26
bgr,1999,102.58
bgr,2000,94
bgr,2001,80.39
bgr,2002,86.97
bgr,2003,77.18
bgr,2004,95.54
bgr,2005,77.41
bgr,2006,82.31
bgr,2007,65.7
bgr,2008,88.42
bgr,2009,82.09
bgr,2010,91.44
bgr,2011,91.56
bgr,2012,83.86
bgr,2013,102.7
bgr,2014,100.75
bgr,2015,97.48
bgr,2016,101.78
bgr,2017,106.23
bgr,2018,105.45
bgr,2019,107.54
bhr,1961,13.37
bhr,1962,13.4
bhr,1963,13.52
bhr,1964,13.49
bhr,1965,13.93
bhr,1966,13.67
bhr,1967,13.88
bhr,1968,13.61
bhr,1969,14.05
bhr,1970,14.37
bhr,1971,14.09
bhr,1972,14.59
bhr,1973,15.1
bhr,1974,16.11
bhr,1975,22.88
bhr,1976,29.37
bhr,1977,36.06
bhr,1978,36.92
bhr,1979,38.28
bhr,1980,40.62
bhr,1981,20.53
bhr,1982,20.79
bhr,1983,19.83
bhr,1984,22.01
bhr,1985,25.05
bhr,1986,22.91
bhr,1987,29.84
bhr,1988,24.37
bhr,1989,25.45
bhr,1990,19.06
bhr,1991,19.67
bhr,1992,22.75
bhr,1993,25.05
bhr,1994,22.88
bhr,1995,25.25
bhr,1996,25.95
bhr,1997,31.42
bhr,1998,33.06
bhr,1999,31.79
bhr,2000,34.57
bhr,2001,30.56
bhr,2002,29.2
bhr,2003,27.88
bhr,2004,25.74
bhr,2005,26.01
bhr,2006,30.71
bhr,2007,31.14
bhr,2008,31.03
bhr,2009,34.88
bhr,2010,32.33
bhr,2011,43.2
bhr,2012,60.04
bhr,2013,76.72
bhr,2014,71.36
bhr,2015,104.2
bhr,2016,124.44
bhr,2017,122.36
bhr,2018,124.36
bhr,2019,129.32001
bhs,1961,26.09
bhs,1962,27.14
bhs,1963,28.65
bhs,1964,29.95
bhs,1965,31.65
bhs,1966,34.25
bhs,1967,35.89
bhs,1968,36.17
bhs,1969,34.27
bhs,1970,35.66
bhs,1971,34.81
bhs,1972,38.11
bhs,1973,48.96
bhs,1974,51.51
bhs,1975,51.38
bhs,1976,57.7
bhs,1977,49.67
bhs,1978,46.3
bhs,1979,44.08
bhs,1980,43.85
bhs,1981,51.05
bhs,1982,48.54
bhs,1983,46.67
bhs,1984,49.06
bhs,1985,48.8
bhs,1986,47.18
bhs,1987,49.82
bhs,1988,50.71
bhs,1989,53.8
bhs,1990,53.64
bhs,1991,48.22
bhs,1992,48.29
bhs,1993,48.49
bhs,1994,47.4
bhs,1995,60.74
bhs,1996,68.73
bhs,1997,65.04
bhs,1998,80.04
bhs,1999,82.06
bhs,2000,64.04
bhs,2001,67.25
bhs,2002,66.04
bhs,2003,72.01
bhs,2004,75.7
bhs,2005,75.45
bhs,2006,78.22
bhs,2007,81.82
bhs,2008,81.87
bhs,2009,79.07
bhs,2010,93.22
bhs,2011,96.19
bhs,2012,94.4
bhs,2013,95.58
bhs,2014,99.34
bhs,2015,100.83
bhs,2016,99.82
bhs,2017,100.32
bhs,2018,100.41
bhs,2019,100.83
bih,1992,78.78
bih,1993,72.62
bih,1994,63.77
bih,1995,60.64
bih,1996,56.27
bih,1997,70.78
bih,1998,79.32
bih,1999,76.45
bih,2000,65.55
bih,2001,70.1
bih,2002,74.11
bih,2003,69.1
bih,2004,92.62
bih,2005,92.48
bih,2006,96.59
bih,2007,94.93
bih,2008,102.99
bih,2009,107.12
bih,2010,100
bih,2011,101.38
bih,2012,91.78
bih,2013,104.94
bih,2014,88.81
bih,2015,99.12
bih,2016,112.08
bih,2017,94.7
bih,2018,115.07
bih,2019,105.53
blr,1992,92.43
blr,1993,96.06
blr,1994,80.45
blr,1995,78.1
blr,1996,80.52
blr,1997,73.74
blr,1998,72.88
blr,1999,67.54
blr,2000,70.99
blr,2001,71.79
blr,2002,72.6
blr,2003,73.63
blr,2004,83.47
blr,2005,82.6
blr,2006,86.75
blr,2007,90.09
blr,2008,98.14
blr,2009,98.28
blr,2010,97.24
blr,2011,94.85
blr,2012,101.04
blr,2013,96.05
blr,2014,101.09
blr,2015,99.95
blr,2016,98.96
blr,2017,102.83
blr,2018,98.78
blr,2019,100.97
blz,1961,14.2
blz,1962,11.94
blz,1963,13.13
blz,1964,15.93
blz,1965,16.92
blz,1966,19.43
blz,1967,21.41
blz,1968,23.94
blz,1969,21.99
blz,1970,23.56
blz,1971,25.6
blz,1972,26.76
blz,1973,29.13
blz,1974,31.44
blz,1975,29.11
blz,1976,27.93
blz,1977,33.08
blz,1978,37.13
blz,1979,33.99
blz,1980,39.96
blz,1981,40
blz,1982,42.44
blz,1983,39.68
blz,1984,40.47
blz,1985,40.15
blz,1986,41.83
blz,1987,47.4
blz,1988,45.18
blz,1989,46.59
blz,1990,53.43
blz,1991,50.97
blz,1992,62.54
blz,1993,64.3
blz,1994,61.94
blz,1995,68.99
blz,1996,74.24
blz,1997,81.2
blz,1998,75.26
blz,1999,82.38
blz,2000,94.33
blz,2001,95.82
blz,2002,87.37
blz,2003,89.63
blz,2004,100.49
blz,2005,102.65
blz,2006,99.77
blz,2007,98.96
blz,2008,96.12
blz,2009,96.42
blz,2010,96.61
blz,2011,88.59
blz,2012,105.78
blz,2013,99.3
blz,2014,101.87
blz,2015,101.75
blz,2016,96.38
blz,2017,104.81
blz,2018,100.17
blz,2019,98.91
bmu,1961,108.24
bmu,1962,110.06
bmu,1963,121.24
bmu,1964,129.63
bmu,1965,125.44
bmu,1966,134.36
bmu,1967,133.38
bmu,1968,123.6
bmu,1969,104.79
bmu,1970,115.53
bmu,1971,103.35
bmu,1972,84.27
bmu,1973,77.99
bmu,1974,72.94
bmu,1975,74.03
bmu,1976,74.39
bmu,1977,70.83
bmu,1978,72.52
bmu,1979,76.24
bmu,1980,78.53
bmu,1981,80.8
bmu,1982,83.36
bmu,1983,84.9
bmu,1984,81.31
bmu,1985,82.47
bmu,1986,79.93
bmu,1987,83.71
bmu,1988,87.22
bmu,1989,94.88
bmu,1990,99.95
bmu,1991,96.67
bmu,1992,92.13
bmu,1993,91.16
bmu,1994,87.39
bmu,1995,85.53
bmu,1996,80.26
bmu,1997,85.12
bmu,1998,89
bmu,1999,90.46
bmu,2000,91.71
bmu,2001,92.82
bmu,2002,89.1
bmu,2003,91.41
bmu,2004,88.46
bmu,2005,86.79
bmu,2006,89.69
bmu,2007,93.06
bmu,2008,96.96
bmu,2009,99.11
bmu,2010,96.15
bmu,2011,97.77
bmu,2012,101.31
bmu,2013,98.57
bmu,2014,99.75
bmu,2015,100.37
bmu,2016,99.88
bmu,2017,99.92
bmu,2018,100.56
bol,1961,13.86
bol,1962,14.35
bol,1963,15.2
bol,1964,15.38
bol,1965,16.02
bol,1966,16.57
bol,1967,16.99
bol,1968,18.06
bol,1969,18.16
bol,1970,19.66
bol,1971,20.22
bol,1972,21.86
bol,1973,22.88
bol,1974,23.74
bol,1975,25.66
bol,1976,26.63
bol,1977,26.06
bol,1978,25.98
bol,1979,26.45
bol,1980,29.35
bol,1981,29.74
bol,1982,30.39
bol,1983,25.34
bol,1984,29.45
bol,1985,32.7
bol,1986,32.45
bol,1987,33.84
bol,1988,35.23
bol,1989,36.19
bol,1990,38.85
bol,1991,38.92
bol,1992,37.79
bol,1993,40.25
bol,1994,42.81
bol,1995,46.52
bol,1996,47.98
bol,1997,49.42
bol,1998,51.27
bol,1999,51.91
bol,2000,54.35
bol,2001,55.21
bol,2002,58.39
bol,2003,61.13
bol,2004,60.79
bol,2005,64.98
bol,2006,69.63
bol,2007,74.01
bol,2008,75.15
bol,2009,79.16
bol,2010,78.54
bol,2011,79.95
bol,2012,87.38
bol,2013,90.77
bol,2014,93.88
bol,2015,103.49
bol,2016,102.63
bol,2017,102.08
bol,2018,109.73
bol,2019,110.08
bra,1961,12.24
bra,1962,12.74
bra,1963,13.27
bra,1964,13.86
bra,1965,15.32
bra,1966,15.01
bra,1967,16.01
bra,1968,16.72
bra,1969,17.2
bra,1970,18.12
bra,1971,18.36
bra,1972,19.57
bra,1973,19.59
bra,1974,20.53
bra,1975,21.66
bra,1976,23.63
bra,1977,24.41
bra,1978,23.89
bra,1979,25.29
bra,1980,28.45
bra,1981,29
bra,1982,30.12
bra,1983,30.01
bra,1984,31.95
bra,1985,34.2
bra,1986,33.86
bra,1987,36.8
bra,1988,38.19
bra,1989,39.95
bra,1990,38.16
bra,1991,39.98
bra,1992,42.53
bra,1993,42.97
bra,1994,46.31
bra,1995,49.43
bra,1996,48.92
bra,1997,51.03
bra,1998,51.5
bra,1999,55.29
bra,2000,56.65
bra,2001,59.47
bra,2002,62.9
bra,2003,68.11
bra,2004,70.56
bra,2005,71.34
bra,2006,74.88
bra,2007,80.1
bra,2008,84.95
bra,2009,84.24
bra,2010,88.84
bra,2011,92.4
bra,2012,91.18
bra,2013,97.62
bra,2014,99.12
bra,2015,101.8
bra,2016,99.08
bra,2017,107.42
bra,2018,107.34
bra,2019,109.51
brb,1961,143.99001
brb,1962,149.75
brb,1963,169.99001
brb,1964,153.31
brb,1965,172.39999
brb,1966,158.48
brb,1967,181.64999
brb,1968,146.8
brb,1969,140.21001
brb,1970,158.35001
brb,1971,144.38
brb,1972,132.17
brb,1973,130.58
brb,1974,125.17
brb,1975,118.15
brb,1976,125.19
brb,1977,139.96001
brb,1978,135.50999
brb,1979,148.58
brb,1980,164.86
brb,1981,147.09
brb,1982,137.12
brb,1983,125.92
brb,1984,131.39
brb,1985,126.41
brb,1986,139.52
brb,1987,128.48
brb,1988,129.67999
brb,1989,129.03
brb,1990,132.38
brb,1991,129.85001
brb,1992,116.77
brb,1993,108.51
brb,1994,105.44
brb,1995,111.54
brb,1996,133.47
brb,1997,127.52
brb,1998,118.66
brb,1999,122.5
brb,2000,119.88
brb,2001,111.36
brb,2002,107.96
brb,2003,112
brb,2004,112
brb,2005,122.94
brb,2006,112.74
brb,2007,118.44
brb,2008,110.1
brb,2009,115.6
brb,2010,106.71
brb,2011,108.65
brb,2012,106.86
