geo,time,ag_prd_food_xd
dom,1971,38.39
dom,1972,39.31
dom,1973,40.83
dom,1974,41.63
dom,1975,39.83
dom,1976,43.69
dom,1977,43.81
dom,1978,45.14
dom,1979,44.26
dom,1980,44.47
dom,1981,45.22
dom,1982,47.75
dom,1983,49.7
dom,1984,49.54
dom,1985,47.78
dom,1986,48.14
dom,1987,49.94
dom,1988,50.21
dom,1989,52.36
dom,1990,45.23
dom,1991,43.58
dom,1992,47.67
dom,1993,48.35
dom,1994,45.9
dom,1995,48.32
dom,1996,50.03
dom,1997,49.6
dom,1998,48.51
dom,1999,50.91
dom,2000,54.47
dom,2001,63.43
dom,2002,64.63
dom,2003,64.74
dom,2004,61.99
dom,2005,65.18
dom,2006,72.6
dom,2007,74.28
dom,2008,68.91
dom,2009,75.12
dom,2010,77.97
dom,2011,83.43
dom,2012,83.12
dom,2013,89.14
dom,2014,95.12
dom,2015,99.89
dom,2016,104.99
dom,2017,107.89
dom,2018,114.64
dom,2019,118.52
dza,1961,22.35
dza,1962,23.27
dza,1963,23.26
dza,1964,20.94
dza,1965,24.09
dza,1966,16.34
dza,1967,18.01
dza,1968,23.03
dza,1969,21.4
dza,1970,21.99
dza,1971,22.91
dza,1972,20.97
dza,1973,19.97
dza,1974,21.46
dza,1975,23.48
dza,1976,22.05
dza,1977,18.44
dza,1978,18.6
dza,1979,20.92
dza,1980,22.68
dza,1981,23.12
dza,1982,21.31
dza,1983,22.27
dza,1984,23.93
dza,1985,29.42
dza,1986,29.58
dza,1987,29.86
dza,1988,28.48
dza,1989,31.67
dza,1990,30.96
dza,1991,36.4
dza,1992,38.88
dza,1993,37.2
dza,1994,34.66
dza,1995,38.74
dza,1996,45.52
dza,1997,37.15
dza,1998,41.64
dza,1999,43.66
dza,2000,40.72
dza,2001,43.86
dza,2002,45.26
dza,2003,53.1
dza,2004,57.99
dza,2005,59.55
dza,2006,62.84
dza,2007,57.91
dza,2008,58.85
dza,2009,72.8
dza,2010,76.12
dza,2011,84.13
dza,2012,89.39
dza,2013,97.5
dza,2014,96.67
dza,2015,100.28
dza,2016,103.06
dza,2017,103.27
dza,2018,107.74
dza,2019,111.61
ecu,1961,29.32
ecu,1962,29.79
ecu,1963,30.42
ecu,1964,35.75
ecu,1965,37.57
ecu,1966,35.38
ecu,1967,34.03
ecu,1968,36.18
ecu,1969,36.18
ecu,1970,36.2
ecu,1971,35.3
ecu,1972,33.78
ecu,1973,33.75
ecu,1974,37.39
ecu,1975,38.12
ecu,1976,37.89
ecu,1977,40.01
ecu,1978,38.26
ecu,1979,38.03
ecu,1980,40.26
ecu,1981,39.82
ecu,1982,48.44
ecu,1983,41.53
ecu,1984,44.91
ecu,1985,46.43
ecu,1986,47.42
ecu,1987,48.47
ecu,1988,53.51
ecu,1989,55.39
ecu,1990,49.87
ecu,1991,46.99
ecu,1992,54.79
ecu,1993,57.96
ecu,1994,63.87
ecu,1995,64.57
ecu,1996,69
ecu,1997,73.37
ecu,1998,67.1
ecu,1999,77.29
ecu,2000,71.24
ecu,2001,78.54
ecu,2002,76.92
ecu,2003,81.12
ecu,2004,84.16
ecu,2005,82.44
ecu,2006,85.46
ecu,2007,89.24
ecu,2008,93.37
ecu,2009,97.88
ecu,2010,102.53
ecu,2011,102.59
ecu,2012,98.62
ecu,2013,95.53
ecu,2014,102.52
ecu,2015,103.9
ecu,2016,93.58
ecu,2017,93.21
ecu,2018,93.45
ecu,2019,98.88
egy,1961,14.11
egy,1962,16.47
egy,1963,17.16
egy,1964,16.92
egy,1965,17.14
egy,1966,17.82
egy,1967,17.62
egy,1968,19.38
egy,1969,20.18
egy,1970,20.15
egy,1971,20.87
egy,1972,21.3
egy,1973,21.6
egy,1974,22.36
egy,1975,23.4
egy,1976,24.18
egy,1977,23.5
egy,1978,24.26
egy,1979,25.52
egy,1980,25.92
egy,1981,26.17
egy,1982,28.09
egy,1983,29.25
egy,1984,29.47
egy,1985,31.43
egy,1986,33.94
egy,1987,35.8
egy,1988,35.23
egy,1989,36.26
egy,1990,43.42
egy,1991,45.9
egy,1992,48.99
egy,1993,50.37
egy,1994,51.49
egy,1995,55.95
egy,1996,59.79
egy,1997,61.9
egy,1998,62.45
egy,1999,67.26
egy,2000,70.35
egy,2001,68.92
egy,2002,74.58
egy,2003,77.67
egy,2004,79.15
egy,2005,82.91
egy,2006,87.68
egy,2007,91.1
egy,2008,95.19
egy,2009,95.29
egy,2010,90.2
egy,2011,93.47
egy,2012,98.3
egy,2013,95.97
egy,2014,99.64
egy,2015,101.44
egy,2016,98.92
egy,2017,101.24
egy,2018,96.8
egy,2019,102.52
eri,1993,58.87
eri,1994,75.55
eri,1995,70.73
eri,1996,68.08
eri,1997,70.59
eri,1998,97.28
eri,1999,88.54
eri,2000,76.48
eri,2001,83.3
eri,2002,70.15
eri,2003,78.4
eri,2004,80.43
eri,2005,100.46
eri,2006,99.81
eri,2007,111.62
eri,2008,79.6
eri,2009,94.01
eri,2010,95.61
eri,2011,101.33
eri,2012,102.36
eri,2013,100.77
eri,2014,100.4
eri,2015,99.36
eri,2016,100.25
eri,2017,101.37
eri,2018,101.67
eri,2019,102.01
esp,1961,36.6
esp,1962,36.14
esp,1963,42.75
esp,1964,39.3
esp,1965,39.46
esp,1966,43.38
esp,1967,41.01
esp,1968,43.93
esp,1969,43.51
esp,1970,46.52
esp,1971,47.33
esp,1972,51.28
esp,1973,56.64
esp,1974,57.5
esp,1975,57.74
esp,1976,56.59
esp,1977,54.12
esp,1978,61.74
esp,1979,64.45
esp,1980,67.18
esp,1981,61.24
esp,1982,68.46
esp,1983,62.21
esp,1984,72.07
esp,1985,69.62
esp,1986,68.53
esp,1987,76.72
esp,1988,69.84
esp,1989,74.27
esp,1990,77.76
esp,1991,74.31
esp,1992,75.97
esp,1993,72.73
esp,1994,69.05
esp,1995,63.46
esp,1996,81.22
esp,1997,87.54
esp,1998,85.02
esp,1999,84.65
esp,2000,91.75
esp,2001,92.24
esp,2002,92.11
esp,2003,101.1
esp,2004,95.04
esp,2005,86.05
esp,2006,94.38
esp,2007,93.71
esp,2008,93.46
esp,2009,92.42
esp,2010,95.46
esp,2011,98.61
esp,2012,85.85
esp,2013,104.2
esp,2014,94.47
esp,2015,99.37
esp,2016,106.16
esp,2017,101.67
esp,2018,117.86
esp,2019,106.56
est,1992,114.08
est,1993,103.34
est,1994,88.56
est,1995,84.1
est,1996,79.84
est,1997,79.67
est,1998,75.73
est,1999,70.86
est,2000,77.71
est,2001,75.05
est,2002,71.25
est,2003,69.62
est,2004,72.74
est,2005,78.03
est,2006,74.47
est,2007,84.53
est,2008,81.4
est,2009,83
est,2010,79.04
est,2011,83.75
est,2012,89.2
est,2013,92.45
est,2014,97.32
est,2015,111.23
est,2016,91.45
est,2017,99.56
est,2018,84.71
est,2019,106.74
eth,1993,25.61
eth,1994,25.52
eth,1995,28.41
eth,1996,33.46
eth,1997,33.76
eth,1998,31.15
eth,1999,33.6
eth,2000,34.56
eth,2001,37.29
eth,2002,42.66
eth,2003,44.01
eth,2004,46.6
eth,2005,51.36
eth,2006,52.73
eth,2007,62.99
eth,2008,68.48
eth,2009,71.84
eth,2010,82.07
eth,2011,83.2
eth,2012,91
eth,2013,90.77
eth,2014,93.42
eth,2015,101.17
eth,2016,105.42
eth,2017,105.97
eth,2018,104.56
eth,2019,108.43
fin,1961,87.01
fin,1962,85.13
fin,1963,92.75
fin,1964,92.1
fin,1965,96.61
fin,1966,91.3
fin,1967,92.83
fin,1968,92.86
fin,1969,96.25
fin,1970,97.5
fin,1971,98.61
fin,1972,96.85
fin,1973,92.56
fin,1974,95.05
fin,1975,99.4
fin,1976,107.47
fin,1977,97.42
fin,1978,99.65
fin,1979,101.66
fin,1980,105.06
fin,1981,97.89
fin,1982,105.31
fin,1983,111.87
fin,1984,109.6
fin,1985,106.93
fin,1986,107.24
fin,1987,94.16
fin,1988,98.17
fin,1989,105.4
fin,1990,109.91
fin,1991,99
fin,1992,92.7
fin,1993,95.8
fin,1994,97.28
fin,1995,95.59
fin,1996,96.71
fin,1997,99.55
fin,1998,89.88
fin,1999,92.14
fin,2000,99.55
fin,2001,98.6
fin,2002,101.94
fin,2003,100.2
fin,2004,99.46
fin,2005,103.24
fin,2006,100.37
fin,2007,102.67
fin,2008,101.33
fin,2009,102.47
fin,2010,94.33
fin,2011,98.43
fin,2012,94.73
fin,2013,99.5
fin,2014,101.04
fin,2015,99.53
fin,2016,99.43
fin,2017,98.01
fin,2018,92.95
fin,2019,102.16
fji,1961,77.99
fji,1962,92.56
fji,1963,105.3
fji,1964,106.41
fji,1965,97.62
fji,1966,95.7
fji,1967,94.87
fji,1968,113.42
fji,1969,108.22
fji,1970,115.94
fji,1971,107.78
fji,1972,97.17
fji,1973,101.04
fji,1974,93.37
fji,1975,93.72
fji,1976,96.59
fji,1977,109.16
fji,1978,112.07
fji,1979,137.00999
fji,1980,126.25
fji,1981,138.75999
fji,1982,142.38
fji,1983,107.28
fji,1984,154.35001
fji,1985,131.02
fji,1986,156.69
fji,1987,128.45
fji,1988,132.53
fji,1989,155.45
fji,1990,160.25999
fji,1991,128.05
fji,1992,133.46001
fji,1993,131.98
fji,1994,141.35001
fji,1995,145.64999
fji,1996,143.14999
fji,1997,137.17
fji,1998,111.16
fji,1999,138.64
fji,2000,138.17999
fji,2001,126.42
fji,2002,132.89
fji,2003,124.08
fji,2004,134.59
fji,2005,137.53
fji,2006,145.07001
fji,2007,130.61
fji,2008,128.83
fji,2009,111.28
fji,2010,89.34
fji,2011,107.27
fji,2012,88.46
fji,2013,100.02
fji,2014,107.64
fji,2015,109.49
fji,2016,82.87
fji,2017,112.54
fji,2018,117.63
fji,2019,114.01
fra,1961,69.12
fra,1962,78.72
fra,1963,74.49
fra,1964,74.34
fra,1965,78.71
fra,1966,75.2
fra,1967,80.22
fra,1968,83.04
fra,1969,78.35
fra,1970,83.75
fra,1971,83.71
fra,1972,82.75
fra,1973,90.64
fra,1974,90.54
fra,1975,85.52
fra,1976,85.75
fra,1977,83.17
fra,1978,89.65
fra,1979,96.94
fra,1980,96.97
fra,1981,94.08
fra,1982,100.67
fra,1983,96.44
fra,1984,103.32
fra,1985,101.82
fra,1986,100.57
fra,1987,103.68
fra,1988,101.39
fra,1989,100.67
fra,1990,102.03
fra,1991,98.34
fra,1992,102.31
fra,1993,96.84
fra,1994,98
fra,1995,100.18
fra,1996,105.84
fra,1997,106.61
fra,1998,107.14
fra,1999,107.6
fra,2000,103.41
fra,2001,99.24
fra,2002,104.34
fra,2003,95.85
fra,2004,104.08
fra,2005,100.13
fra,2006,95.87
fra,2007,94.88
fra,2008,99.62
fra,2009,100.8
fra,2010,98.46
fra,2011,100.79
fra,2012,97.67
fra,2013,96.14
fra,2014,102.49
fra,2015,102.23
fra,2016,95.28
fra,2017,101.37
fra,2018,96.5
fra,2019,97.23
fro,1961,13.04
fro,1962,12.4
fro,1963,13.94
fro,1964,11.48
fro,1965,10.73
fro,1966,90.69
fro,1967,87.54
fro,1968,87.84
fro,1969,83.74
fro,1970,78.15
fro,1971,84.02
fro,1972,86.86
fro,1973,85.73
fro,1974,88.53
fro,1975,88.3
fro,1976,90.73
fro,1977,89.48
fro,1978,66.35
fro,1979,85.81
fro,1980,86.65
fro,1981,86.65
fro,1982,86.65
fro,1983,82.29
fro,1984,87.43
fro,1985,88.16
fro,1986,88.89
fro,1987,90.64
fro,1988,90.98
fro,1989,91.04
fro,1990,91.49
fro,1991,92.73
fro,1992,93.44
fro,1993,94.71
fro,1994,95.65
fro,1995,95.92
fro,1996,95.13
fro,1997,95.74
fro,1998,95.05
fro,1999,94.99
fro,2000,95.57
fro,2001,95.75
fro,2002,95.91
fro,2003,95.84
fro,2004,95.51
fro,2005,94.42
fro,2006,93.27
fro,2007,94.77
fro,2008,94.67
fro,2009,94.7
fro,2010,94.6
fro,2011,97.24
fro,2012,97.57
fro,2013,101.4
fro,2014,102.87
fro,2015,100.41
fro,2016,96.72
fro,2017,96.92
fro,2018,96.24
fro,2019,95.69
fsm,1991,20.22
fsm,1992,20.26
fsm,1993,20.22
fsm,1994,20.31
fsm,1995,91.95
fsm,1996,92.26
fsm,1997,92.33
fsm,1998,92.35
fsm,1999,92.49
fsm,2000,92.52
fsm,2001,92.56
fsm,2002,92.57
fsm,2003,92.6
fsm,2004,90.06
fsm,2005,86.9
fsm,2006,83.26
fsm,2007,85.55
fsm,2008,81.89
fsm,2009,83.59
fsm,2010,82.78
fsm,2011,83.81
fsm,2012,81.53
fsm,2013,88.05
fsm,2014,99.28
fsm,2015,99.79
fsm,2016,100.93
fsm,2017,101.05
fsm,2018,101.08
fsm,2019,101.51
gab,1961,30.99
gab,1962,31.4
gab,1963,32.15
gab,1964,32.55
gab,1965,33.02
gab,1966,33.91
gab,1967,34.55
gab,1968,35.56
gab,1969,35.71
gab,1970,36.85
gab,1971,37.97
gab,1972,38.54
gab,1973,39.56
gab,1974,40.17
gab,1975,40.68
gab,1976,42.04
gab,1977,45.5
gab,1978,48.6
gab,1979,50.96
gab,1980,53.08
gab,1981,51.48
gab,1982,52.81
gab,1983,54.66
gab,1984,56.26
gab,1985,57.09
gab,1986,59.33
gab,1987,59.91
gab,1988,62.24
gab,1989,63.09
gab,1990,62.92
gab,1991,69.59
gab,1992,67.35
gab,1993,65.83
gab,1994,66.73
gab,1995,67.63
gab,1996,70.37
gab,1997,71.57
gab,1998,74.49
gab,1999,73.74
gab,2000,76.69
gab,2001,75.46
gab,2002,76.89
gab,2003,77.51
gab,2004,77.28
gab,2005,77.71
gab,2006,77.83
gab,2007,79.77
gab,2008,83.12
gab,2009,85.11
gab,2010,87.82
gab,2011,92.45
gab,2012,91.66
gab,2013,96.26
gab,2014,98.78
gab,2015,99.71
gab,2016,101.51
gab,2017,103.81
gab,2018,105.04
gab,2019,106.68
gbr,1961,66.71
gbr,1962,69.89
gbr,1963,69.74
gbr,1964,71.24
gbr,1965,73.24
gbr,1966,72.06
gbr,1967,74.66
gbr,1968,74.14
gbr,1969,74.22
gbr,1970,77.97
gbr,1971,79.19
gbr,1972,80.27
gbr,1973,81.24
gbr,1974,84.77
gbr,1975,80.08
gbr,1976,78.96
gbr,1977,85.46
gbr,1978,88.12
gbr,1979,89.39
gbr,1980,92.76
gbr,1981,90.63
gbr,1982,95.51
gbr,1983,95.2
gbr,1984,101.58
gbr,1985,97.69
gbr,1986,98.25
gbr,1987,97.51
gbr,1988,95.84
gbr,1989,96.99
gbr,1990,99.12
gbr,1991,98.2
gbr,1992,100.59
gbr,1993,97.71
gbr,1994,98.02
gbr,1995,98.73
gbr,1996,97.94
gbr,1997,97.64
gbr,1998,97.51
gbr,1999,97.48
gbr,2000,95.57
gbr,2001,88.34
gbr,2002,93.99
gbr,2003,91.94
gbr,2004,92.37
gbr,2005,93.06
gbr,2006,92.56
gbr,2007,90.75
gbr,2008,94.7
gbr,2009,92.51
gbr,2010,94.34
gbr,2011,96.62
gbr,2012,90.8
gbr,2013,92.76
gbr,2014,100.68
gbr,2015,101.37
gbr,2016,97.95
gbr,2017,102.2
gbr,2018,99.41
gbr,2019,103.56
geo,1992,130.09
geo,1993,120.35
geo,1994,126.97
geo,1995,147.00999
geo,1996,142.75999
geo,1997,150.38
geo,1998,134.2
geo,1999,149.53
geo,2000,129.50999
geo,2001,134.77
geo,2002,127.54
geo,2003,151.06
geo,2004,129.14
geo,2005,156.22
geo,2006,100.48
geo,2007,114.95
geo,2008,99.44
geo,2009,92.2
geo,2010,88.35
geo,2011,96.52
geo,2012,91.52
geo,2013,112.64
geo,2014,100.3
geo,2015,102.15
geo,2016,97.56
geo,2017,89.06
geo,2018,103.99
geo,2019,105.09
gha,1961,18.38
gha,1962,18.62
gha,1963,19.04
gha,1964,21.52
gha,1965,19.57
gha,1966,20.12
gha,1967,21.66
gha,1968,20.95
gha,1969,22.67
gha,1970,23.92
gha,1971,24.83
gha,1972,24.36
gha,1973,24.89
gha,1974,28.06
gha,1975,26.17
gha,1976,23.08
gha,1977,20.34
gha,1978,20.09
gha,1979,20.86
gha,1980,20.94
gha,1981,20.7
gha,1982,19.31
gha,1983,19.4
gha,1984,24.68
gha,1985,24.6
gha,1986,26.43
gha,1987,26.85
gha,1988,27.93
gha,1989,30.29
gha,1990,24.92
gha,1991,35.8
gha,1992,35.31
gha,1993,38.02
gha,1994,37.03
gha,1995,42.32
gha,1996,46.07
gha,1997,44.82
gha,1998,48.55
gha,1999,51.54
gha,2000,52.06
gha,2001,54.23
gha,2002,60.05
gha,2003,62.46
gha,2004,64.52
gha,2005,66.34
gha,2006,68.12
gha,2007,66.66
gha,2008,74.92
gha,2009,82.01
gha,2010,83.97
gha,2011,87.28
gha,2012,92.22
gha,2013,94.87
gha,2014,99.08
gha,2015,99.75
gha,2016,101.17
gha,2017,108.18
gha,2018,113.97
gha,2019,118.26
gin,1961,22.57
gin,1962,23.13
gin,1963,21.55
gin,1964,22.81
gin,1965,22.46
gin,1966,23.86
gin,1967,24.87
gin,1968,25.15
gin,1969,25.06
gin,1970,25.69
gin,1971,26.67
gin,1972,26.05
gin,1973,26.22
gin,1974,26.4
gin,1975,26.91
gin,1976,28.25
gin,1977,28.35
gin,1978,28.38
gin,1979,29.59
gin,1980,29.87
gin,1981,29.97
gin,1982,30.18
gin,1983,30.57
gin,1984,32.32
gin,1985,32.5
gin,1986,32.55
gin,1987,33.21
gin,1988,34.02
gin,1989,35.55
gin,1990,37.27
gin,1991,39.3
gin,1992,41.57
gin,1993,42.56
gin,1994,44.91
gin,1995,46.46
gin,1996,47.74
gin,1997,49.18
gin,1998,50.85
gin,1999,52.4
gin,2000,55.19
gin,2001,55.34
gin,2002,58.13
gin,2003,60.96
gin,2004,63.75
gin,2005,66.58
gin,2006,68.79
gin,2007,71.64
gin,2008,75.49
gin,2009,75.35
gin,2010,81.77
gin,2011,86.26
gin,2012,89.29
gin,2013,93
gin,2014,95.8
gin,2015,100
gin,2016,104.21
gin,2017,110.61
gin,2018,115.26
gin,2019,125.98
gmb,1961,62.36
gmb,1962,63.7
gmb,1963,63.81
gmb,1964,66.12
gmb,1965,72.13
gmb,1966,77.18
gmb,1967,70.83
gmb,1968,77.04
gmb,1969,73.09
gmb,1970,75.45
gmb,1971,79.91
gmb,1972,72.28
gmb,1973,83.54
gmb,1974,76.56
gmb,1975,74.6
gmb,1976,73.02
gmb,1977,57.62
gmb,1978,72.89
gmb,1979,47.55
gmb,1980,49.28
gmb,1981,68.79
gmb,1982,83.45
gmb,1983,66.62
gmb,1984,65.68
gmb,1985,59.25
gmb,1986,69.97
gmb,1987,72.35
gmb,1988,66.3
gmb,1989,76.68
gmb,1990,56.41
gmb,1991,71.53
gmb,1992,59.61
gmb,1993,67.24
gmb,1994,69.6
gmb,1995,67.87
gmb,1996,58.24
gmb,1997,69.83
gmb,1998,69.32
gmb,1999,93.87
gmb,2000,103.01
gmb,2001,110.61
gmb,2002,75.41
gmb,2003,93.69
gmb,2004,113.08
gmb,2005,99.96
gmb,2006,105.12
gmb,2007,81.43
gmb,2008,109.02
gmb,2009,126.42
gmb,2010,139.48
gmb,2011,94.27
gmb,2012,113.25
gmb,2013,103.62
gmb,2014,92.49
gmb,2015,106.86
gmb,2016,100.65
gmb,2017,95.35
gmb,2018,93.25
gmb,2019,91.95
gnb,1961,31.97
gnb,1962,32.05
gnb,1963,31.65
gnb,1964,31.06
gnb,1965,28.19
gnb,1966,26.79
gnb,1967,26.01
gnb,1968,26.24
gnb,1969,25.25
gnb,1970,25.76
gnb,1971,23.66
gnb,1972,25.5
gnb,1973,25.39
gnb,1974,25.89
gnb,1975,29.63
gnb,1976,32.87
gnb,1977,30.15
gnb,1978,28.88
gnb,1979,30.33
gnb,1980,30.77
gnb,1981,33.69
gnb,1982,37.25
gnb,1983,34.31
gnb,1984,39
gnb,1985,39.16
gnb,1986,41.03
gnb,1987,40.45
gnb,1988,39.79
gnb,1989,43.15
gnb,1990,45.44
gnb,1991,45.45
gnb,1992,47.86
gnb,1993,48.96
gnb,1994,49.57
gnb,1995,51.32
gnb,1996,52.22
gnb,1997,54.78
gnb,1998,56.38
gnb,1999,59.04
gnb,2000,62.12
gnb,2001,63.64
gnb,2002,63.54
gnb,2003,63.95
gnb,2004,66.66
gnb,2005,70.96
gnb,2006,73.62
gnb,2007,73.89
gnb,2008,85.15
gnb,2009,86.08
gnb,2010,91.27
gnb,2011,89.43
gnb,2012,95.4
gnb,2013,99.65
gnb,2014,96.48
gnb,2015,102.18
gnb,2016,101.34
gnb,2017,101.17
gnb,2018,103.85
gnb,2019,106.87
gnq,1961,78.37
gnq,1962,89.07
gnq,1963,92.91
gnq,1964,97.75
gnq,1965,98.44
gnq,1966,104.8
gnq,1967,95.18
gnq,1968,104.82
gnq,1969,84.57
gnq,1970,99.5
gnq,1971,72.31
gnq,1972,44.85
gnq,1973,48.65
gnq,1974,48.79
gnq,1975,41.66
gnq,1976,33.27
gnq,1977,33.42
gnq,1978,33.4
gnq,1979,33.43
gnq,1980,38.1
gnq,1981,42.92
gnq,1982,37.75
gnq,1983,38.66
gnq,1984,41.26
gnq,1985,40.38
gnq,1986,41.72
gnq,1987,46.69
gnq,1988,46.65
gnq,1989,43.3
gnq,1990,63.64
gnq,1991,62.86
gnq,1992,60.88
gnq,1993,58.96
gnq,1994,60.48
gnq,1995,63.44
gnq,1996,64.2
gnq,1997,65.47
gnq,1998,63.82
gnq,1999,69.14
gnq,2000,69.81
gnq,2001,70.44
gnq,2002,68.89
gnq,2003,72.28
gnq,2004,76.09
gnq,2005,79.17
gnq,2006,79.87
gnq,2007,84.02
gnq,2008,85.71
gnq,2009,86.51
gnq,2010,89.67
gnq,2011,91.51
gnq,2012,92.89
gnq,2013,93.07
gnq,2014,95.03
gnq,2015,101.39
gnq,2016,103.58
gnq,2017,106.15
gnq,2018,108.5
gnq,2019,111.4
grc,1961,57.89
grc,1962,49.44
grc,1963,54.65
grc,1964,54.69
grc,1965,59.27
grc,1966,62.63
grc,1967,63.98
grc,1968,63.5
grc,1969,65.05
grc,1970,70.82
grc,1971,69.68
grc,1972,73.48
grc,1973,75.81
grc,1974,84
grc,1975,89.25
grc,1976,83.85
grc,1977,83.13
grc,1978,89.2
grc,1979,86.31
grc,1980,97.76
grc,1981,100.52
grc,1982,101.21
grc,1983,97.59
grc,1984,100.88
grc,1985,104.31
grc,1986,97.16
grc,1987,94.89
grc,1988,101.72
grc,1989,106.69
grc,1990,91.98
grc,1991,108.46
grc,1992,106.23
grc,1993,99.46
grc,1994,104.7
grc,1995,104.98
grc,1996,104.84
grc,1997,99.21
grc,1998,102.32
grc,1999,106.62
grc,2000,108.2
grc,2001,105.58
grc,2002,106.71
grc,2003,100.87
grc,2004,102.14
grc,2005,106.7
grc,2006,101.84
grc,2007,97.79
grc,2008,100.86
grc,2009,102.54
grc,2010,103.02
grc,2011,101.09
grc,2012,103.32
grc,2013,93.68
grc,2014,97.23
grc,2015,103.64
grc,2016,99.13
grc,2017,99.77
grc,2018,82.15
grc,2019,79.87
grd,1961,36.77
grd,1962,39.97
grd,1963,42.51
grd,1964,40.86
grd,1965,50.96
grd,1966,51.11
grd,1967,54.72
grd,1968,56.65
grd,1969,57.1
grd,1970,56.01
grd,1971,50.92
grd,1972,48.16
grd,1973,46.36
grd,1974,45.5
grd,1975,45.74
grd,1976,53.11
grd,1977,52.48
grd,1978,53.18
grd,1979,55.79
grd,1980,51.6
grd,1981,56.48
grd,1982,49.26
grd,1983,45.91
grd,1984,51.42
grd,1985,46.15
grd,1986,49.37
grd,1987,54.93
grd,1988,47.51
grd,1989,46.37
grd,1990,47.71
grd,1991,46.06
grd,1992,45.33
grd,1993,48.2
grd,1994,50.61
grd,1995,46.56
grd,1996,46.03
grd,1997,45.3
grd,1998,44.46
grd,1999,47.5
grd,2000,47.41
grd,2001,44.09
grd,2002,51.32
grd,2003,46.16
grd,2004,48.44
grd,2005,28.46
grd,2006,33.98
grd,2007,35.02
grd,2008,35.18
grd,2009,36.11
grd,2010,45.29
grd,2011,54.73
grd,2012,68.24
grd,2013,79.67
grd,2014,89.83
grd,2015,99.23
grd,2016,110.94
grd,2017,100.71
grd,2018,98.88
grd,2019,85.46
grl,1961,54.14
grl,1962,63.78
grl,1963,56.6
grl,1964,82.66
grl,1965,74.75
grl,1966,104.85
grl,1967,99.11
grl,1968,60.95
grl,1969,84.67
grl,1970,94.01
grl,1971,95.13
grl,1972,50.99
grl,1973,67.5
grl,1974,51.9
grl,1975,59.44
grl,1976,31.37
grl,1977,58.92
grl,1978,71.91
grl,1979,96.61
grl,1980,104.4
grl,1981,117.4
grl,1982,126.1
grl,1983,110.51
grl,1984,115.71
grl,1985,111.81
grl,1986,111.81
grl,1987,113.11
grl,1988,113.11
grl,1989,114.83
grl,1990,114.41
grl,1991,120.09
grl,1992,121.39
grl,1993,121.93
grl,1994,113.28
grl,1995,107.01
grl,1996,101.78
grl,1997,99.15
grl,1998,96.26
grl,1999,95.71
grl,2000,92.82
grl,2001,90.71
grl,2002,109.39
grl,2003,103.11
grl,2004,110.51
grl,2005,107.01
grl,2006,105.85
grl,2007,111.86
grl,2008,110.54
grl,2009,109.48
grl,2010,101.92
grl,2011,96.7
grl,2012,92
grl,2013,90.15
grl,2014,102.59
grl,2015,99.99
grl,2016,97.41
grl,2017,97.4
grl,2018,96.35
gtm,1961,10.56
gtm,1962,10.91
gtm,1963,11.73
gtm,1964,12.23
gtm,1965,11.95
gtm,1966,12.26
gtm,1967,12.99
gtm,1968,14.39
gtm,1969,15.09
gtm,1970,15.94
gtm,1971,16.3
gtm,1972,17.06
gtm,1973,17.76
gtm,1974,17.96
gtm,1975,18.95
gtm,1976,20.33
gtm,1977,20.7
gtm,1978,20.42
gtm,1979,18.93
gtm,1980,20.85
gtm,1981,22.31
gtm,1982,24.02
gtm,1983,23.42
gtm,1984,23.94
gtm,1985,24.82
gtm,1986,25.07
gtm,1987,26.5
gtm,1988,27.45
gtm,1989,30.74
gtm,1990,33.13
gtm,1991,33.37
gtm,1992,33.86
gtm,1993,35.53
gtm,1994,37.01
gtm,1995,41.06
gtm,1996,42.84
gtm,1997,43.62
gtm,1998,45.97
gtm,1999,45.57
gtm,2000,46.07
gtm,2001,51.21
gtm,2002,56.13
gtm,2003,57.58
gtm,2004,59.9
gtm,2005,61.73
gtm,2006,63.7
gtm,2007,69.78
gtm,2008,70.35
gtm,2009,75.92
gtm,2010,75.75
gtm,2011,77.92
gtm,2012,83.38
gtm,2013,88.42
gtm,2014,96.43
gtm,2015,100.8
gtm,2016,102.78
gtm,2017,99.52
gtm,2018,102.07
gtm,2019,105.44
gum,1961,41.07
gum,1962,42.66
gum,1963,47.78
gum,1964,42.43
gum,1965,49
gum,1966,51.59
gum,1967,56.66
gum,1968,61.97
gum,1969,66.6
gum,1970,62.73
gum,1971,60.69
gum,1972,64.82
gum,1973,68.24
gum,1974,71.14
gum,1975,78.41
gum,1976,66.6
gum,1977,78.65
gum,1978,88.05
gum,1979,87
gum,1980,80.2
gum,1981,87.41
gum,1982,83.63
gum,1983,83.51
gum,1984,84.59
gum,1985,84.9
gum,1986,88.79
gum,1987,91.24
gum,1988,97.04
gum,1989,84.18
gum,1990,85.22
gum,1991,91.29
gum,1992,93.91
gum,1993,96.05
gum,1994,100.23
gum,1995,104.41
gum,1996,110.63
gum,1997,111.06
gum,1998,111.43
gum,1999,112.38
gum,2000,113.29
gum,2001,113.56
gum,2002,115.44
gum,2003,115.17
gum,2004,117.8
gum,2005,117.89
gum,2006,120.27
gum,2007,124
gum,2008,123.57
gum,2009,112.11
gum,2010,113.35
gum,2011,114.57
gum,2012,105.93
gum,2013,104.81
gum,2014,105.15
gum,2015,103.73
gum,2016,91.12
