geo,time,sl_emp_totl_sp_fe_zs
cyp,2005,49.432
cyp,2006,51.085
cyp,2007,52.956
cyp,2008,53.27
cyp,2009,53.34
cyp,2010,53.892
cyp,2011,52.84
cyp,2012,50.414
cyp,2013,48.198
cyp,2014,49.58
cyp,2015,49.018
cyp,2016,48.688
cyp,2017,50.265
cyp,2018,52.205
cyp,2019,52.713
cyp,2020,52.117
cyp,2021,52.651
cze,1991,51.268
cze,1992,50.747
cze,1993,49.489
cze,1994,49.851
cze,1995,49.818
cze,1996,49.412
cze,1997,48.921
cze,1998,47.757
cze,1999,46.649
cze,2000,46.075
cze,2001,46.197
cze,2002,46.405
cze,2003,45.944
cze,2004,45.616
cze,2005,45.705
cze,2006,46.092
cze,2007,46.426
cze,2008,46.567
cze,2009,45.721
cze,2010,45.149
cze,2011,45.561
cze,2012,45.927
cze,2013,46.695
cze,2014,47.098
cze,2015,48.132
cze,2016,49.444
cze,2017,50.423
cze,2018,51.305
cze,2019,51.348
cze,2020,50.293
cze,2021,49.788
deu,1991,44.951
deu,1992,43.921
deu,1993,43.175
deu,1994,42.861
deu,1995,43.104
deu,1996,43.269
deu,1997,43.107
deu,1998,43.376
deu,1999,44.468
deu,2000,44.83
deu,2001,45.478
deu,2002,45.323
deu,2003,45.138
deu,2004,44.466
deu,2005,45.553
deu,2006,46.711
deu,2007,47.817
deu,2008,48.521
deu,2009,49.065
deu,2010,49.594
deu,2011,50.979
deu,2012,51.225
deu,2013,51.898
deu,2014,52.237
deu,2015,52.41
deu,2016,53.587
deu,2017,54.072
deu,2018,54.339
deu,2019,55.046
deu,2020,54.92
deu,2021,55.044
dji,1991,8.843
dji,1992,8.896
dji,1993,8.957
dji,1994,9.046
dji,1995,9.093
dji,1996,9.171
dji,1997,9.227
dji,1998,9.268
dji,1999,9.334
dji,2000,9.424
