geo,time,sl_emp_vuln_ma_zs
arg,2015,22.35
arg,2016,23.02
arg,2017,23.32
arg,2018,22.84
arg,2019,23.98
arm,1991,33.08
arm,1992,35.58
arm,1993,38.26
arm,1994,39.91
arm,1995,41.47
arm,1996,42.54
arm,1997,43.45
arm,1998,43.87
arm,1999,44.44
arm,2000,44.66
arm,2001,44.89
arm,2002,44.27
arm,2003,43.3
arm,2004,42.53
arm,2005,41.29
arm,2006,39.93
arm,2007,38.16
arm,2008,37.09
arm,2009,38.64
arm,2010,36.94
arm,2011,39.9
arm,2012,38.6
arm,2013,37.5
arm,2014,40.8
arm,2015,41.32
arm,2016,41.2
arm,2017,39.58
arm,2018,37.33
arm,2019,36.29
aus,1991,14.3
aus,1992,14.87
aus,1993,15.22
aus,1994,14.77
aus,1995,14.54
aus,1996,14.77
aus,1997,14.63
aus,1998,14.61
aus,1999,14.66
aus,2000,14.91
aus,2001,15.11
aus,2002,15.5
aus,2003,15.19
aus,2004,14.98
aus,2005,14.79
aus,2006,14.42
aus,2007,14.12
aus,2008,13.69
aus,2009,13.93
aus,2010,14
aus,2011,13.69
aus,2012,12.91
aus,2013,12.73
aus,2014,13.02
aus,2015,13.08
aus,2016,12.98
aus,2017,12.8
aus,2018,12.82
aus,2019,12.71
aut,1991,8.16
aut,1992,8.09
aut,1993,8.09
aut,1994,8.01
aut,1995,7.92
aut,1996,7.99
aut,1997,7.8
aut,1998,7.6
aut,1999,7.66
aut,2000,7.81
aut,2001,7.94
aut,2002,7.62
aut,2003,7.46
aut,2004,8.84
aut,2005,8.5
aut,2006,8.49
aut,2007,8.8
aut,2008,9.17
aut,2009,9.2
aut,2010,9.42
aut,2011,8.91
aut,2012,8.73
aut,2013,9.11
aut,2014,9.01
aut,2015,8.98
aut,2016,8.76
aut,2017,8.19
aut,2018,7.9
aut,2019,7.74
aze,1991,43.21
aze,1992,45.12
aze,1993,44.99
aze,1994,47.47
aze,1995,51.27
aze,1996,53.26
aze,1997,54.55
aze,1998,54.89
aze,1999,56.08
aze,2000,57.29
aze,2001,57.77
aze,2002,58.73
aze,2003,57.73
aze,2004,56.42
aze,2005,56.78
aze,2006,56.11
aze,2007,53.58
aze,2008,51.64
aze,2009,49.37
aze,2010,50.16
aze,2011,54.65
aze,2012,52.01
aze,2013,51.1
aze,2014,51.02
aze,2015,47.11
aze,2016,48.55
aze,2017,48.71
aze,2018,48.18
aze,2019,46.55
bdi,1991,83.55
bdi,1992,83.34
bdi,1993,83.3
bdi,1994,83.25
bdi,1995,83.51
bdi,1996,83.83
bdi,1997,83.7
bdi,1998,83.5
bdi,1999,83.19
bdi,2000,83.02
bdi,2001,82.73
bdi,2002,82.56
bdi,2003,81.95
bdi,2004,82.32
bdi,2005,81.96
bdi,2006,81.85
bdi,2007,81.2
bdi,2008,81.12
bdi,2009,80.62
bdi,2010,80.51
bdi,2011,80.28
bdi,2012,79.87
bdi,2013,79.57
bdi,2014,79.33
bdi,2015,79.48
bdi,2016,79.1
bdi,2017,79.08
bdi,2018,78.99
bdi,2019,78.9
bel,1991,12.56
bel,1992,12.82
bel,1993,13.04
bel,1994,13.14
bel,1995,12.9
bel,1996,13.24
bel,1997,12.72
bel,1998,12.63
bel,1999,12.17
bel,2000,11.54
bel,2001,10.51
bel,2002,11.41
bel,2003,11.3
bel,2004,10.75
bel,2005,11.07
bel,2006,11.18
bel,2007,11.15
bel,2008,11.1
bel,2009,11.41
bel,2010,11.12
bel,2011,11.47
bel,2012,11.78
bel,2013,12.77
bel,2014,12.25
bel,2015,12.78
bel,2016,12.73
bel,2017,11.94
bel,2018,11.76
bel,2019,12.31
ben,1991,86.96
ben,1992,86.87
ben,1993,86.76
ben,1994,84.95
ben,1995,84.98
ben,1996,84.8
ben,1997,84.57
ben,1998,84.6
ben,1999,84.25
ben,2000,84.06
ben,2001,83.6
ben,2002,83.4
ben,2003,83.2
ben,2004,83.27
ben,2005,83.08
ben,2006,83.07
ben,2007,83.07
ben,2008,83.22
ben,2009,83.05
ben,2010,82.87
ben,2011,83.02
ben,2012,83.02
ben,2013,82.7
ben,2014,82.36
ben,2015,81.94
ben,2016,82.13
ben,2017,81.6
ben,2018,81.29
ben,2019,80.62
bfa,1991,92.86
bfa,1992,92.83
bfa,1993,92.84
bfa,1994,92.82
bfa,1995,92.79
bfa,1996,92.71
bfa,1997,92.52
bfa,1998,92.47
bfa,1999,92.1
bfa,2000,92.04
bfa,2001,91.89
bfa,2002,91.67
bfa,2003,91.19
bfa,2004,90.9
bfa,2005,90.69
bfa,2006,90.27
bfa,2007,89.54
bfa,2008,89.2
bfa,2009,88.41
bfa,2010,87.36
bfa,2011,86.35
bfa,2012,85.77
bfa,2013,85.35
bfa,2014,84.5
bfa,2015,84.06
bfa,2016,83.4
bfa,2017,82.87
bfa,2018,82.67
bfa,2019,82.29
bgd,1991,65.31
bgd,1992,65.22
bgd,1993,65.11
bgd,1994,65.03
bgd,1995,64.86
bgd,1996,64.69
bgd,1997,64.49
bgd,1998,64.2
bgd,1999,63.9
bgd,2000,63.48
bgd,2001,62.99
bgd,2002,62.59
bgd,2003,62.09
bgd,2004,61.53
bgd,2005,60.8
bgd,2006,59.96
bgd,2007,58.68
bgd,2008,57.39
bgd,2009,56.17
bgd,2010,54.81
bgd,2011,54.59
bgd,2012,54.34
bgd,2013,54.11
bgd,2014,53.76
bgd,2015,53.26
bgd,2016,52.55
bgd,2017,50.93
bgd,2018,50.02
bgd,2019,48.98
bgr,1991,13.78
bgr,1992,14.11
bgr,1993,14.47
bgr,1994,14.77
bgr,1995,15.03
bgr,1996,15.14
bgr,1997,15.52
bgr,1998,15.56
bgr,1999,15.89
bgr,2000,16.05
bgr,2001,13.07
bgr,2002,13.08
bgr,2003,13.89
bgr,2004,13.5
bgr,2005,11.4
bgr,2006,10.36
bgr,2007,9.49
bgr,2008,9.77
bgr,2009,10.06
bgr,2010,9.8
bgr,2011,9.69
bgr,2012,9.3
bgr,2013,9.5
bgr,2014,10.06
bgr,2015,9.87
bgr,2016,9.37
bgr,2017,9.49
bgr,2018,9.21
bgr,2019,8.42
bhr,1991,4.01
bhr,1992,3.7
bhr,1993,3.34
bhr,1994,3.13
bhr,1995,2.91
bhr,1996,2.71
bhr,1997,2.54
bhr,1998,2.37
bhr,1999,2.21
bhr,2000,2.04
bhr,2001,1.88
bhr,2002,2.57
bhr,2003,2.51
bhr,2004,2.41
bhr,2005,2.43
bhr,2006,2.44
bhr,2007,2.3
bhr,2008,2.24
bhr,2009,2.16
bhr,2010,1.06
bhr,2011,1.11
bhr,2012,1.11
bhr,2013,1.1
bhr,2014,1.09
bhr,2015,1.06
bhr,2016,1.05
bhr,2017,1.06
bhr,2018,1.08
bhr,2019,1.09
bhs,1991,6.21
bhs,1992,7.39
bhs,1993,6.97
bhs,1994,7.53
bhs,1995,7.07
bhs,1996,8.66
bhs,1997,8.29
bhs,1998,8.04
bhs,1999,8.73
bhs,2000,8.32
bhs,2001,8.02
bhs,2002,8.82
bhs,2003,8.18
bhs,2004,8.23
bhs,2005,8.21
bhs,2006,8.21
bhs,2007,8.29
bhs,2008,8.48
bhs,2009,9.89
bhs,2010,10.53
bhs,2011,11.11
bhs,2012,11.51
bhs,2013,12.13
bhs,2014,12.46
bhs,2015,12.82
bhs,2016,13.08
bhs,2017,13.39
bhs,2018,13.72
bhs,2019,13.89
bih,1991,32.32
bih,1992,32.16
bih,1993,32.05
bih,1994,31.91
bih,1995,31.64
bih,1996,30.83
bih,1997,29.55
bih,1998,27.91
bih,1999,26.41
bih,2000,25.08
bih,2001,24.03
bih,2002,23.35
bih,2003,22.91
bih,2004,22.48
bih,2005,22.14
bih,2006,21.77
bih,2007,21.57
bih,2008,21.73
bih,2009,20.66
bih,2010,20
bih,2011,20.2
bih,2012,21.24
bih,2013,19.71
bih,2014,18.22
bih,2015,18.31
bih,2016,18.32
bih,2017,18.33
bih,2018,15.72
bih,2019,17.33
blr,1991,3.62
blr,1992,3.8
blr,1993,4.04
blr,1994,4.32
blr,1995,4.62
blr,1996,4.91
blr,1997,5.14
blr,1998,5.35
blr,1999,5.52
blr,2000,5.64
blr,2001,5.75
blr,2002,5.78
blr,2003,5.78
blr,2004,5.71
blr,2005,5.62
blr,2006,5.5
blr,2007,5.38
blr,2008,5.24
blr,2009,5.16
blr,2010,5.07
blr,2011,4.96
blr,2012,4.89
blr,2013,4.84
blr,2014,4.8
blr,2015,4.78
blr,2016,4.76
blr,2017,4.67
blr,2018,4.39
blr,2019,4.65
blz,1991,26.78
blz,1992,26.47
blz,1993,26.36
blz,1994,26.54
blz,1995,26.72
blz,1996,28.99
blz,1997,28.68
blz,1998,28.46
blz,1999,27.93
blz,2000,26.95
blz,2001,26.59
blz,2002,26.21
blz,2003,25.51
blz,2004,25.05
blz,2005,24.59
blz,2006,25.12
blz,2007,26.04
blz,2008,26.71
blz,2009,27.71
blz,2010,28.47
blz,2011,29.29
blz,2012,30.17
blz,2013,31
blz,2014,23.96
blz,2015,24.77
blz,2016,25.62
blz,2017,29.68
blz,2018,29.93
blz,2019,30.7
bol,1991,60.41
bol,1992,60.39
bol,1993,60.33
bol,1994,60.23
bol,1995,60.06
bol,1996,59.93
bol,1997,59.75
bol,1998,59.47
bol,1999,58.66
bol,2000,60.73
bol,2001,58.83
bol,2002,57.06
bol,2003,53.35
bol,2004,49.46
bol,2005,51.67
bol,2006,54.59
bol,2007,49.36
bol,2008,46.87
bol,2009,45.18
bol,2010,46.17
bol,2011,47.09
bol,2012,46.52
bol,2013,49.05
bol,2014,48.11
bol,2015,51.47
bol,2016,62.57
bol,2017,59.21
bol,2018,58.75
bol,2019,58.92
bra,1991,34.5
bra,1992,34.8
bra,1993,34.52
bra,1994,34.04
bra,1995,33.72
bra,1996,33.54
bra,1997,33.78
bra,1998,34.15
bra,1999,34.83
bra,2000,33.73
bra,2001,32.96
bra,2002,32.91
bra,2003,33.24
bra,2004,32.78
bra,2005,32.24
bra,2006,31.46
bra,2007,31.3
bra,2008,29.28
bra,2009,29.36
bra,2010,29.59
bra,2011,30.04
bra,2012,28.7
bra,2013,28.95
bra,2014,29.07
bra,2015,30.36
bra,2016,30.99
bra,2017,30.82
bra,2018,30.99
bra,2019,31.47
brb,1991,14.82
brb,1992,15.21
brb,1993,16.17
brb,1994,14.68
brb,1995,15.02
brb,1996,15.24
brb,1997,15.07
brb,1998,15
brb,1999,17.63
brb,2000,16.62
brb,2001,17.52
brb,2002,17.8
brb,2003,18.43
brb,2004,17.94
brb,2005,17.86
brb,2006,17.59
brb,2007,17.62
brb,2008,17.77
brb,2009,18.65
brb,2010,19.26
brb,2011,19.57
brb,2012,20
brb,2013,20.44
brb,2014,20.77
brb,2015,20.86
brb,2016,20.76
brb,2017,20.87
brb,2018,21.08
brb,2019,21.23
brn,1991,4.44
brn,1992,4.42
brn,1993,4.47
brn,1994,4.47
brn,1995,4.45
brn,1996,4.43
brn,1997,4.49
brn,1998,4.57
brn,1999,4.57
brn,2000,4.55
brn,2001,4.56
brn,2002,4.51
brn,2003,4.47
brn,2004,4.46
brn,2005,4.47
brn,2006,4.41
brn,2007,4.43
brn,2008,4.45
brn,2009,4.53
brn,2010,4.51
brn,2011,4.44
brn,2012,4.42
brn,2013,4.47
brn,2014,4.47
brn,2015,4.87
brn,2016,5.32
brn,2017,5.78
brn,2018,4.02
brn,2019,4.56
btn,1991,75.95
btn,1992,75.76
btn,1993,75.73
btn,1994,75.55
btn,1995,75.31
btn,1996,74.79
btn,1997,74.45
btn,1998,74.2
btn,1999,73.79
btn,2000,73.12
btn,2001,72.47
btn,2002,71.52
btn,2003,70.65
btn,2004,69.85
btn,2005,68.9
btn,2006,68.15
btn,2007,66.59
btn,2008,65.18
btn,2009,63.78
btn,2010,62.52
btn,2011,61.49
btn,2012,58.62
btn,2013,60.72
btn,2014,61.66
btn,2015,63.96
btn,2016,64.13
btn,2017,64.33
btn,2018,64.62
btn,2019,64.43
bwa,1991,36.03
bwa,1992,34.23
bwa,1993,32.31
bwa,1994,30.73
bwa,1995,21.57
bwa,1996,14.58
bwa,1997,15.07
bwa,1998,15.79
bwa,1999,16.33
bwa,2000,17.42
bwa,2001,18.41
bwa,2002,19.13
bwa,2003,19.8
bwa,2004,21.14
bwa,2005,22.69
bwa,2006,23.57
bwa,2007,23.64
bwa,2008,23.65
bwa,2009,24.98
bwa,2010,24.09
bwa,2011,23.41
bwa,2012,22.52
bwa,2013,21.29
bwa,2014,20.78
bwa,2015,20.75
bwa,2016,20.62
bwa,2017,20.29
bwa,2018,20
bwa,2019,19.84
caf,1991,90.37
caf,1992,90.46
caf,1993,90.41
caf,1994,90.43
caf,1995,90.4
caf,1996,90.75
caf,1997,90.9
caf,1998,90.86
caf,1999,90.81
caf,2000,90.8
caf,2001,90.77
caf,2002,90.72
caf,2003,90.87
caf,2004,90.7
caf,2005,90.65
caf,2006,90.37
caf,2007,90.12
caf,2008,89.8
caf,2009,89.55
caf,2010,89.4
caf,2011,89.26
caf,2012,89.13
caf,2013,89.12
caf,2014,89.36
caf,2015,89.46
caf,2016,89.4
caf,2017,89.2
caf,2018,89.03
caf,2019,88.8
can,1991,9.25
can,1992,9.69
can,1993,10.14
can,1994,10.14
can,1995,10.21
can,1996,10.96
can,1997,12.07
can,1998,12.47
can,1999,12.45
can,2000,11.86
can,2001,11.45
can,2002,11.37
can,2003,11.83
can,2004,11.78
can,2005,11.81
can,2006,11.59
can,2007,12.05
can,2008,12.14
can,2009,12.7
can,2010,12.55
can,2011,12.31
can,2012,12.25
can,2013,12.11
can,2014,12.12
can,2015,11.9
can,2016,12.18
can,2017,12.07
can,2018,11.88
can,2019,12.19
chanisl,1991,11.2
chanisl,1992,11.2
chanisl,1993,11.16
chanisl,1994,11.09
chanisl,1995,11.03
chanisl,1996,10.98
chanisl,1997,10.88
chanisl,1998,10.78
chanisl,1999,10.66
chanisl,2000,10.44
chanisl,2001,10.51
chanisl,2002,10.6
chanisl,2003,10.75
chanisl,2004,10.77
chanisl,2005,10.74
chanisl,2006,10.55
chanisl,2007,10.33
chanisl,2008,10.37
chanisl,2009,10.64
chanisl,2010,10.6
chanisl,2011,10.58
chanisl,2012,10.56
chanisl,2013,10.51
chanisl,2014,10.43
chanisl,2015,10.34
chanisl,2016,10.3
chanisl,2017,10.24
chanisl,2018,10.21
chanisl,2019,10.19
che,1991,10
che,1992,10.02
che,1993,10.06
che,1994,10.07
che,1995,10.13
che,1996,10.17
che,1997,10.33
che,1998,10.14
che,1999,10.28
che,2000,10.09
che,2001,10.16
che,2002,10.27
che,2003,10.64
che,2004,9.75
che,2005,9.15
che,2006,9.06
che,2007,9.74
che,2008,9.5
che,2009,9.17
che,2010,9.11
che,2011,9.1
che,2012,8.64
che,2013,8.97
che,2014,8.96
che,2015,8.45
che,2016,8.63
che,2017,8.67
che,2018,8.59
che,2019,8.29
chl,1991,30.41
chl,1992,29.9
chl,1993,29.6
chl,1994,29.36
chl,1995,28.81
chl,1996,28.6
chl,1997,27.56
chl,1998,28.9
chl,1999,29.34
chl,2000,29.87
chl,2001,30.2
chl,2002,30.43
chl,2003,30.85
chl,2004,30.12
chl,2005,28.76
chl,2006,26.82
chl,2007,25.35
chl,2008,24.7
chl,2009,23.39
chl,2010,21.63
chl,2011,20.91
chl,2012,19.86
chl,2013,20.2
chl,2014,20.56
chl,2015,20.59
chl,2016,21.52
chl,2017,22.42
chl,2018,22.67
chl,2019,22.83
chn,1991,69.58
chn,1992,68.48
chn,1993,67.31
chn,1994,66.12
chn,1995,65.1
chn,1996,64.22
chn,1997,63.41
chn,1998,62.8
chn,1999,62.21
chn,2000,61.45
chn,2001,60.63
chn,2002,59.61
chn,2003,58.43
chn,2004,57.18
chn,2005,55.69
chn,2006,54.08
chn,2007,52.27
chn,2008,50.95
chn,2009,49.69
chn,2010,48.29
chn,2011,47.09
chn,2012,46.18
chn,2013,45.36
chn,2014,44.64
chn,2015,43.99
chn,2016,43.45
chn,2017,42.95
chn,2018,41.94
chn,2019,40.82
civ,1991,74.69
civ,1992,74.72
civ,1993,74.85
civ,1994,75.14
civ,1995,74.78
civ,1996,74.22
civ,1997,73.24
civ,1998,73.14
civ,1999,72.54
civ,2000,72.73
civ,2001,73.76
civ,2002,73.81
civ,2003,73.91
civ,2004,73.4
civ,2005,73.23
civ,2006,72.72
civ,2007,72.35
civ,2008,71.58
civ,2009,70.78
civ,2010,70.85
civ,2011,70.78
civ,2012,69.14
civ,2013,68.54
civ,2014,67.1
civ,2015,66.03
civ,2016,64.65
civ,2017,64.27
civ,2018,62.87
civ,2019,61.47
cmr,1991,70.55
cmr,1992,70.91
cmr,1993,71.66
cmr,1994,71.68
cmr,1995,71.47
cmr,1996,71.08
cmr,1997,70.66
cmr,1998,70.43
cmr,1999,69.34
cmr,2000,67.65
cmr,2001,66.64
cmr,2002,67.4
cmr,2003,68.32
cmr,2004,68.53
cmr,2005,69.02
cmr,2006,69.21
cmr,2007,69.69
cmr,2008,69.04
cmr,2009,69.3
cmr,2010,68.79
cmr,2011,68.17
cmr,2012,67.25
cmr,2013,66.58
cmr,2014,65.97
cmr,2015,65.47
cmr,2016,64.89
cmr,2017,64.07
cmr,2018,63.38
cmr,2019,62.9
cod,1991,81.9
cod,1992,82.34
cod,1993,82.77
cod,1994,83.1
cod,1995,83.18
cod,1996,81.8
cod,1997,83.32
cod,1998,83.56
cod,1999,84.01
cod,2000,83.72
cod,2001,82.63
cod,2002,82.16
cod,2003,82.44
cod,2004,81.49
cod,2005,81.02
cod,2006,80.3
cod,2007,79.14
cod,2008,77.4
cod,2009,76.43
cod,2010,74.13
cod,2011,72.35
cod,2012,70.81
cod,2013,69.7
cod,2014,68.55
cod,2015,68.08
cod,2016,67.99
cod,2017,67.58
cod,2018,66.73
cod,2019,66.9
cog,1991,71.55
cog,1992,71.59
cog,1993,71.7
cog,1994,71.06
cog,1995,71.06
cog,1996,70.02
cog,1997,69.78
cog,1998,71.11
cog,1999,68.74
cog,2000,65.64
cog,2001,66.86
cog,2002,67.01
cog,2003,67.26
cog,2004,65.82
cog,2005,63.52
cog,2006,62.19
cog,2007,63.97
cog,2008,62.08
cog,2009,63.91
cog,2010,60.07
cog,2011,59.51
cog,2012,59.62
cog,2013,60.46
cog,2014,60.5
cog,2015,62.7
cog,2016,64.27
cog,2017,64.65
cog,2018,64.87
cog,2019,64.63
col,1991,48.04
col,1992,48
col,1993,47.85
col,1994,47.65
col,1995,47.45
col,1996,47.51
col,1997,47.44
col,1998,47.56
col,1999,48.22
col,2000,47.87
col,2001,47.91
col,2002,46.01
col,2003,45.69
col,2004,46.45
col,2005,46.38
col,2006,46.1
col,2007,45.8
col,2008,45.99
col,2009,47.62
col,2010,47.69
col,2011,47.39
col,2012,46.88
col,2013,46.88
col,2014,46.89
col,2015,46.77
col,2016,47.54
col,2017,47.42
col,2018,47.8
col,2019,45.81
com,1991,54.68
com,1992,54.54
com,1993,54.62
com,1994,55.02
com,1995,55.19
com,1996,55.49
com,1997,55.59
com,1998,55.77
com,1999,55.94
com,2000,55.63
com,2001,55.73
com,2002,55.79
com,2003,55.88
com,2004,55.94
com,2005,55.36
com,2006,54.78
com,2007,54.04
com,2008,53.43
com,2009,52.77
com,2010,52.15
com,2011,51.52
com,2012,50.98
com,2013,50.31
com,2014,49.76
com,2015,49.89
com,2016,49.92
com,2017,49.86
com,2018,49.99
com,2019,50.06
cpv,1991,50.95
cpv,1992,50.42
cpv,1993,50.05
cpv,1994,48.91
cpv,1995,47.73
cpv,1996,46.31
cpv,1997,44.99
cpv,1998,43.26
cpv,1999,41.64
cpv,2000,39.38
cpv,2001,38.48
cpv,2002,37.53
cpv,2003,36.6
cpv,2004,35.3
cpv,2005,34.36
cpv,2006,33.36
cpv,2007,31.85
cpv,2008,30.49
cpv,2009,30.13
cpv,2010,29.78
cpv,2011,29.34
cpv,2012,29.14
cpv,2013,28.96
cpv,2014,28.82
cpv,2015,28.14
cpv,2016,27.7
cpv,2017,27.15
cpv,2018,24.91
cpv,2019,23.92
cri,1991,26.44
cri,1992,24.7
cri,1993,23.84
cri,1994,22.01
cri,1995,23.11
cri,1996,23.33
cri,1997,22.99
cri,1998,21.6
cri,1999,20.97
cri,2000,24.95
cri,2001,22.94
cri,2002,23.08
cri,2003,20.86
cri,2004,22.18
cri,2005,20.35
cri,2006,21.63
cri,2007,19.65
cri,2008,19.24
cri,2009,19.51
cri,2010,22.58
cri,2011,20.26
cri,2012,21.02
cri,2013,23.98
cri,2014,22.29
cri,2015,22.38
cri,2016,21.34
cri,2017,21.22
cri,2018,21.1
cri,2019,24.33
cub,1991,5.33
cub,1992,6.01
cub,1993,6.96
cub,1994,7.3
cub,1995,7.65
cub,1996,7.5
cub,1997,8.58
cub,1998,9.85
cub,1999,11.32
cub,2000,12.07
cub,2001,13.49
cub,2002,13.74
cub,2003,14.72
cub,2004,15.15
cub,2005,14.86
cub,2006,13.65
cub,2007,13.09
cub,2008,13.19
cub,2009,12.88
cub,2010,13.09
cub,2011,19.04
cub,2012,22.31
cub,2013,22.93
cub,2014,23.33
cub,2015,24.86
cub,2016,26.72
cub,2017,28.4
cub,2018,28.98
cub,2019,29.68
cyp,1991,21.25
cyp,1992,21.16
cyp,1993,21.08
cyp,1994,21.09
cyp,1995,20.76
cyp,1996,20.79
cyp,1997,20.9
cyp,1998,20.67
cyp,1999,20.37
cyp,2000,20.17
cyp,2001,19.25
cyp,2002,19.36
cyp,2003,20.43
cyp,2004,19.55
cyp,2005,17.13
cyp,2006,16.64
cyp,2007,16.46
cyp,2008,16.64
cyp,2009,16.45
cyp,2010,15.73
cyp,2011,15.92
cyp,2012,15
cyp,2013,16.4
cyp,2014,16.67
cyp,2015,14.37
cyp,2016,14.89
cyp,2017,12.66
cyp,2018,12.66
cyp,2019,13.69
cze,1991,9.46
cze,1992,9.55
cze,1993,9.58
cze,1994,9.64
cze,1995,9.68
cze,1996,9.79
cze,1997,9.96
cze,1998,11.28
cze,1999,12.46
cze,2000,13.22
cze,2001,13.44
cze,2002,14.53
cze,2003,15.99
cze,2004,15.98
cze,2005,15.26
cze,2006,14.7
cze,2007,15.26
cze,2008,15.41
cze,2009,15.76
cze,2010,16.85
cze,2011,16.99
cze,2012,17.59
cze,2013,16.7
cze,2014,17.1
cze,2015,16.07
cze,2016,15.92
cze,2017,16.1
cze,2018,16.25
cze,2019,16.37
deu,1991,4.8
deu,1992,4.93
deu,1993,5.04
deu,1994,5.2
deu,1995,5.36
deu,1996,5.68
deu,1997,6.04
deu,1998,6.14
deu,1999,6.06
deu,2000,6.31
deu,2001,6.31
deu,2002,6.48
deu,2003,6.91
deu,2004,7.51
deu,2005,7.98
deu,2006,7.77
deu,2007,7.52
deu,2008,7.34
deu,2009,7.47
deu,2010,7.44
deu,2011,7.65
deu,2012,7.63
deu,2013,7.22
deu,2014,7.05
deu,2015,6.9
deu,2016,6.66
deu,2017,6.44
deu,2018,6.23
deu,2019,5.94
dji,1991,30.49
dji,1992,30.99
dji,1993,31.64
dji,1994,32.11
dji,1995,32.7
dji,1996,33.42
dji,1997,34.2
dji,1998,34.88
dji,1999,35.45
dji,2000,36.05
dji,2001,36.42
dji,2002,36.63
dji,2003,36.72
dji,2004,36.74
dji,2005,36.6
dji,2006,36.34
dji,2007,35.99
dji,2008,35.56
dji,2009,35.44
dji,2010,34.94
dji,2011,34.19
dji,2012,33.73
dji,2013,32.91
dji,2014,32.21
dji,2015,31.46
dji,2016,30.82
dji,2017,30.26
dji,2018,29.34
dji,2019,28.51
dnk,1991,7.08
dnk,1992,7.22
dnk,1993,7.18
dnk,1994,6.05
dnk,1995,5.96
dnk,1996,6.1
dnk,1997,6.62
dnk,1998,6.22
dnk,1999,5.85
dnk,2000,5.51
dnk,2001,5.99
dnk,2002,5.88
dnk,2003,6.26
dnk,2004,6.58
dnk,2005,6.13
dnk,2006,5.98
dnk,2007,6.5
dnk,2008,6.65
dnk,2009,7.12
dnk,2010,6.93
dnk,2011,6.96
dnk,2012,7.07
dnk,2013,7.01
dnk,2014,6.7
dnk,2015,6.53
dnk,2016,6.46
dnk,2017,6.38
dnk,2018,6.17
dnk,2019,6.06
dom,1991,42.11
dom,1992,43.13
dom,1993,41.46
dom,1994,39.69
dom,1995,42.17
dom,1996,42.74
dom,1997,43.24
dom,1998,43.91
dom,1999,44.75
dom,2000,45.61
dom,2001,46.51
dom,2002,48.04
dom,2003,48.57
dom,2004,45.34
dom,2005,47.46
dom,2006,48.11
dom,2007,46.93
dom,2008,48.64
dom,2009,49.42
dom,2010,50.74
dom,2011,50.54
dom,2012,49.94
dom,2013,47.86
dom,2014,49.27
dom,2015,47.96
dom,2016,46.18
dom,2017,48.13
dom,2018,47.22
dom,2019,45.58
dza,1991,30.09
dza,1992,30.17
dza,1993,30.39
dza,1994,30.61
dza,1995,30.65
dza,1996,30.63
dza,1997,30.71
dza,1998,30.53
dza,1999,30.42
dza,2000,30.26
dza,2001,30.06
dza,2002,29.38
