geo,time,sl_ind_empl_ma_zs
aze,1998,13.92
aze,1999,14.03
aze,2000,13.76
aze,2001,13.95
aze,2002,15.1
aze,2003,15.15
aze,2004,15.16
aze,2005,15.17
aze,2006,20
aze,2007,20.99
aze,2008,17.84
aze,2009,19.25
aze,2010,20.77
aze,2011,21.51
aze,2012,21.91
aze,2013,22.23
aze,2014,21.96
aze,2015,21.78
aze,2016,22.1
aze,2017,22.19
aze,2018,22.92
aze,2019,23.09
bdi,1991,4.46
bdi,1992,4.4
bdi,1993,4.33
bdi,1994,4.26
bdi,1995,4.14
bdi,1996,3.99
bdi,1997,3.9
bdi,1998,3.87
bdi,1999,3.92
bdi,2000,3.99
bdi,2001,4.07
bdi,2002,4.16
bdi,2003,4.28
bdi,2004,4.29
bdi,2005,4.49
bdi,2006,4.63
bdi,2007,4.84
bdi,2008,5
bdi,2009,5.21
bdi,2010,5.4
bdi,2011,5.63
bdi,2012,5.86
bdi,2013,6.08
bdi,2014,6.32
bdi,2015,6.29
bdi,2016,6.27
bdi,2017,6.24
bdi,2018,6.13
bdi,2019,5.99
bel,1991,40.74
bel,1992,40.42
bel,1993,39.64
bel,1994,38.64
bel,1995,38.07
bel,1996,37.28
bel,1997,37.36
bel,1998,37.36
bel,1999,36.18
bel,2000,36.15
bel,2001,35.4
bel,2002,35.57
bel,2003,34.91
bel,2004,35.66
bel,2005,34.94
bel,2006,35.52
bel,2007,34.97
bel,2008,36.18
bel,2009,34.66
bel,2010,34.27
bel,2011,34.43
bel,2012,32.64
bel,2013,32.79
bel,2014,32.66
bel,2015,32.76
bel,2016,32.44
bel,2017,31.08
bel,2018,31.89
bel,2019,31.6
ben,1991,19.7
ben,1992,19.69
ben,1993,19.66
ben,1994,20.07
ben,1995,20.04
ben,1996,20.01
ben,1997,20.03
ben,1998,19.99
ben,1999,20.04
ben,2000,20.08
ben,2001,20.1
ben,2002,20.08
ben,2003,20.1
ben,2004,20.01
ben,2005,19.98
ben,2006,19.94
ben,2007,19.92
ben,2008,19.89
ben,2009,19.86
ben,2010,19.85
ben,2011,19.78
ben,2012,19.8
ben,2013,19.93
ben,2014,20.01
ben,2015,20.08
ben,2016,19.97
ben,2017,20.08
ben,2018,20.22
ben,2019,20.38
bfa,1991,2.46
bfa,1992,2.49
bfa,1993,2.52
bfa,1994,2.57
bfa,1995,2.86
bfa,1996,3.19
bfa,1997,3.6
bfa,1998,4.04
bfa,1999,4.61
bfa,2000,5.21
bfa,2001,5.87
bfa,2002,6.66
bfa,2003,7.63
bfa,2004,8.72
bfa,2005,9.91
bfa,2006,11.41
bfa,2007,13.09
bfa,2008,14.8
bfa,2009,16.94
bfa,2010,19.33
bfa,2011,22
bfa,2012,24.86
bfa,2013,27.88
bfa,2014,30.89
bfa,2015,29.43
bfa,2016,28.05
bfa,2017,26.67
bfa,2018,25.35
bfa,2019,25.15
bgd,1991,15.1
bgd,1992,14.01
bgd,1993,12.97
bgd,1994,11.97
bgd,1995,11.16
bgd,1996,10.42
bgd,1997,10.61
bgd,1998,10.85
bgd,1999,11.07
bgd,2000,11.3
bgd,2001,11.88
bgd,2002,12.42
bgd,2003,13.02
bgd,2004,13.68
bgd,2005,14.46
bgd,2006,15.13
bgd,2007,16.1
bgd,2008,17.09
bgd,2009,18.08
bgd,2010,19.21
bgd,2011,19.69
bgd,2012,20.2
bgd,2013,20.69
bgd,2014,21.13
bgd,2015,21.69
bgd,2016,22.22
bgd,2017,21.95
bgd,2018,22.38
bgd,2019,22.87
bgr,1991,45.87
bgr,1992,45.08
bgr,1993,44.11
bgr,1994,43.25
bgr,1995,42.39
bgr,1996,41.92
bgr,1997,39.71
bgr,1998,39.79
bgr,1999,38.42
bgr,2000,37.6
bgr,2001,36.32
bgr,2002,36.13
bgr,2003,35.75
bgr,2004,36.76
bgr,2005,38.87
bgr,2006,40.02
bgr,2007,41.5
bgr,2008,43.01
bgr,2009,42.37
bgr,2010,40.74
bgr,2011,38.18
bgr,2012,36.94
bgr,2013,35.88
bgr,2014,36.25
bgr,2015,36.21
bgr,2016,36.27
bgr,2017,36.3
bgr,2018,36.8
bgr,2019,36.75
bhr,1991,32.92
bhr,1992,32.82
bhr,1993,33.23
bhr,1994,33.01
bhr,1995,32.84
bhr,1996,32.69
bhr,1997,32.53
bhr,1998,32.25
bhr,1999,32.15
bhr,2000,32.62
bhr,2001,32.59
bhr,2002,32.97
bhr,2003,33.68
bhr,2004,35
bhr,2005,36.39
bhr,2006,37.99
bhr,2007,39.44
bhr,2008,40.92
bhr,2009,41.01
bhr,2010,42.6
bhr,2011,41.97
bhr,2012,41.76
bhr,2013,42.01
bhr,2014,42.21
bhr,2015,42.11
bhr,2016,42.25
bhr,2017,42.22
bhr,2018,41.98
bhr,2019,41.67
bhs,1991,24.01
bhs,1992,23.82
bhs,1993,18.59
bhs,1994,19.34
bhs,1995,21.86
bhs,1996,22.24
bhs,1997,22.13
bhs,1998,23.83
bhs,1999,26.59
bhs,2000,27.09
bhs,2001,27.11
bhs,2002,28.07
bhs,2003,25.2
bhs,2004,26
bhs,2005,29.33
bhs,2006,30.41
bhs,2007,29.27
bhs,2008,27.08
bhs,2009,27.4
bhs,2010,27.46
bhs,2011,27.14
bhs,2012,27.45
bhs,2013,26.66
bhs,2014,26.28
bhs,2015,25.5
bhs,2016,25.21
bhs,2017,25.23
bhs,2018,25.15
bhs,2019,24.96
bih,1991,33.24
bih,1992,33.14
bih,1993,33.09
bih,1994,33.25
bih,1995,33.6
bih,1996,34.42
bih,1997,35.23
bih,1998,35.98
bih,1999,36.13
bih,2000,36.6
bih,2001,36.51
bih,2002,36.6
bih,2003,36.79
bih,2004,36.93
bih,2005,37.15
bih,2006,37.66
bih,2007,40.18
bih,2008,40.12
bih,2009,40.32
bih,2010,39.41
bih,2011,36.43
bih,2012,38.43
bih,2013,38.24
bih,2014,38.41
bih,2015,38.95
bih,2016,39.04
bih,2017,40.24
bih,2018,40.95
bih,2019,40.74
blr,1991,42.62
blr,1992,42.16
blr,1993,41.76
blr,1994,41.2
blr,1995,40.55
blr,1996,40.12
blr,1997,39.92
blr,1998,39.74
blr,1999,39.45
blr,2000,39.38
blr,2001,39.33
blr,2002,39.36
blr,2003,39.55
blr,2004,39.86
blr,2005,40.2
blr,2006,40.65
blr,2007,41.07
blr,2008,41.57
blr,2009,41.77
blr,2010,42.06
blr,2011,42.26
blr,2012,42.28
blr,2013,42.35
blr,2014,42.33
blr,2015,41.97
blr,2016,43.46
blr,2017,41.96
blr,2018,42.03
blr,2019,41.84
blz,1991,22.97
blz,1992,22.87
blz,1993,22.86
blz,1994,22.62
blz,1995,21.25
blz,1996,19.67
blz,1997,19.53
blz,1998,20.99
blz,1999,19.18
blz,2000,19.89
blz,2001,20.2
blz,2002,20.58
blz,2003,20.85
blz,2004,21.26
blz,2005,21.67
blz,2006,21.5
blz,2007,21.19
blz,2008,21.12
blz,2009,20.7
blz,2010,20.34
blz,2011,20.16
blz,2012,19.99
blz,2013,19.88
blz,2014,19.7
blz,2015,19.72
blz,2016,19.47
blz,2017,19.51
blz,2018,19.37
blz,2019,19.4
bol,1991,24
bol,1992,23.94
bol,1993,23.94
bol,1994,23.95
bol,1995,24.01
bol,1996,23.98
bol,1997,23.84
bol,1998,24.27
bol,1999,24.43
bol,2000,25.04
bol,2001,20.56
bol,2002,22.89
bol,2003,27.59
bol,2004,27.63
bol,2005,25.89
bol,2006,23.07
bol,2007,27.5
bol,2008,26.98
bol,2009,28.35
bol,2010,28.34
bol,2011,28.58
bol,2012,27.63
bol,2013,27.01
bol,2014,28.7
bol,2015,30.35
bol,2016,28.38
bol,2017,27.67
bol,2018,26.82
bol,2019,26.65
bra,1991,27.5
bra,1992,27.27
bra,1993,27.41
bra,1994,27.71
bra,1995,27.61
bra,1996,27.72
bra,1997,27.88
bra,1998,28.04
bra,1999,27.07
bra,2000,27.15
bra,2001,27.17
bra,2002,28.2
bra,2003,27.3
bra,2004,27.5
bra,2005,27.93
bra,2006,28.1
bra,2007,28.94
bra,2008,29.95
bra,2009,29.32
bra,2010,29.48
bra,2011,29.5
bra,2012,30.37
bra,2013,30.55
bra,2014,30.74
bra,2015,29.77
bra,2016,28.2
bra,2017,27.7
bra,2018,27.09
bra,2019,26.95
brb,1991,26.4
brb,1992,25.71
brb,1993,24.74
brb,1994,24.98
brb,1995,25.54
brb,1996,25.23
brb,1997,26.97
brb,1998,28.82
brb,1999,30.48
brb,2000,29.75
brb,2001,28.45
brb,2002,26.75
brb,2003,25.55
brb,2004,25.85
brb,2005,25.74
brb,2006,25.82
brb,2007,26.57
brb,2008,27.34
brb,2009,27.72
brb,2010,28.7
brb,2011,27.92
brb,2012,27.49
brb,2013,28.14
brb,2014,28.8
brb,2015,29.01
brb,2016,28.96
brb,2017,29.1
brb,2018,28.88
brb,2019,28.53
brn,1991,31.46
brn,1992,31.91
brn,1993,32.32
brn,1994,32.31
brn,1995,33.09
brn,1996,32.62
brn,1997,32.45
brn,1998,32.89
brn,1999,31.29
brn,2000,30.52
brn,2001,30.69
brn,2002,29.92
brn,2003,29.05
brn,2004,28.39
brn,2005,27.48
brn,2006,26.94
brn,2007,26.95
brn,2008,25.98
brn,2009,26.3
brn,2010,25.61
brn,2011,24.82
brn,2012,24.5
brn,2013,24.43
brn,2014,24.11
brn,2015,23.29
brn,2016,22.2
brn,2017,21.23
brn,2018,26.96
brn,2019,29.06
btn,1991,6.45
btn,1992,6.53
btn,1993,6.56
btn,1994,6.65
btn,1995,6.75
btn,1996,6.83
btn,1997,6.92
btn,1998,7.05
btn,1999,7.33
btn,2000,7.73
btn,2001,8.21
btn,2002,8.68
btn,2003,8.82
btn,2004,9.01
btn,2005,9.14
btn,2006,8.99
btn,2007,8.24
btn,2008,7.35
btn,2009,6.88
btn,2010,6.56
btn,2011,9.63
btn,2012,10.44
btn,2013,11.45
btn,2014,12.42
btn,2015,9.94
btn,2016,10.32
btn,2017,10.73
btn,2018,10.66
btn,2019,10.55
bwa,1991,29.82
bwa,1992,30.07
bwa,1993,30.15
bwa,1994,30.45
bwa,1995,30.68
bwa,1996,30.28
bwa,1997,28.85
bwa,1998,26.94
bwa,1999,26.63
bwa,2000,26.62
bwa,2001,26.74
bwa,2002,27.12
bwa,2003,27.53
bwa,2004,26.96
bwa,2005,26.39
bwa,2006,25.86
bwa,2007,25.39
bwa,2008,24.86
bwa,2009,24.33
bwa,2010,24.34
bwa,2011,24.51
bwa,2012,24.72
bwa,2013,24.94
bwa,2014,25.11
bwa,2015,25.21
bwa,2016,25.19
bwa,2017,25.16
bwa,2018,25.08
bwa,2019,24.95
caf,1991,11.26
caf,1992,11.11
caf,1993,11
caf,1994,10.88
caf,1995,10.78
caf,1996,10.54
caf,1997,10.37
caf,1998,10.26
caf,1999,10.2
caf,2000,10.04
caf,2001,9.89
caf,2002,9.77
caf,2003,9.55
caf,2004,9.49
caf,2005,9.42
caf,2006,9.41
caf,2007,9.39
caf,2008,9.35
caf,2009,9.29
caf,2010,9.15
caf,2011,8.94
caf,2012,8.73
caf,2013,8.48
caf,2014,8.25
caf,2015,8.04
caf,2016,7.91
caf,2017,7.82
caf,2018,7.75
caf,2019,7.68
can,1991,33.64
can,1992,32.66
can,1993,32.03
can,1994,32.33
can,1995,32.53
can,1996,32.36
can,1997,32.67
can,1998,32.89
can,1999,32.89
can,2000,33.29
can,2001,33.09
can,2002,33.36
can,2003,33.11
can,2004,33.29
can,2005,33.05
can,2006,32.35
can,2007,31.85
can,2008,31.9
can,2009,30.64
can,2010,30.68
can,2011,30.46
can,2012,30.82
can,2013,30.84
can,2014,30.63
can,2015,30.16
can,2016,29.8
can,2017,29.54
can,2018,29.64
can,2019,29.14
chanisl,1991,47.12
chanisl,1992,46.96
chanisl,1993,46.92
chanisl,1994,47.06
chanisl,1995,46.9
chanisl,1996,46.68
chanisl,1997,46.6
chanisl,1998,46.51
chanisl,1999,46.46
chanisl,2000,46.48
chanisl,2001,45.63
chanisl,2002,44.88
chanisl,2003,43.91
chanisl,2004,43.24
chanisl,2005,42.76
chanisl,2006,42.65
chanisl,2007,42.53
chanisl,2008,41.65
chanisl,2009,40.27
chanisl,2010,39.79
chanisl,2011,38.98
chanisl,2012,38.5
chanisl,2013,38.13
chanisl,2014,37.77
chanisl,2015,37.39
chanisl,2016,36.9
chanisl,2017,36.33
chanisl,2018,35.69
chanisl,2019,35.08
che,1991,38.64
che,1992,37.96
che,1993,36.87
che,1994,36.55
che,1995,38.17
che,1996,35.26
che,1997,34.37
che,1998,34.8
che,1999,34.25
che,2000,34.94
che,2001,34.14
che,2002,33.08
che,2003,31.66
che,2004,31.37
che,2005,31.99
che,2006,32.17
che,2007,32.29
che,2008,32.61
che,2009,31.86
che,2010,32.29
che,2011,32.27
che,2012,31.21
che,2013,31.33
che,2014,30.54
che,2015,29.99
che,2016,29.91
che,2017,29.48
che,2018,29.68
che,2019,29.25
chl,1991,31.54
chl,1992,31.77
chl,1993,32.51
chl,1994,31.41
chl,1995,31.71
chl,1996,32.24
chl,1997,33.75
chl,1998,31.46
chl,1999,28.95
chl,2000,29.13
chl,2001,29.56
chl,2002,29.93
chl,2003,29.55
chl,2004,29.81
chl,2005,29.32
chl,2006,30.06
chl,2007,30.64
chl,2008,30.87
chl,2009,30.79
chl,2010,31.12
chl,2011,31.93
chl,2012,32.59
chl,2013,32.93
chl,2014,32.4
chl,2015,31.68
chl,2016,31.38
chl,2017,31.24
chl,2018,31.06
chl,2019,30.97
chn,1991,19.77
chn,1992,20.24
chn,1993,21.06
chn,1994,21.4
chn,1995,21.75
chn,1996,22.3
chn,1997,22.67
chn,1998,22.67
chn,1999,22.45
chn,2000,22.26
chn,2001,22.3
chn,2002,21.71
chn,2003,22.14
chn,2004,23.02
chn,2005,24.49
chn,2006,26.06
chn,2007,27.8
chn,2008,28.4
chn,2009,29.25
chn,2010,30.36
chn,2011,31.35
chn,2012,32.32
chn,2013,32.31
chn,2014,32.32
chn,2015,31.81
chn,2016,31.63
chn,2017,31.16
chn,2018,31.58
chn,2019,30.83
civ,1991,14.19
civ,1992,14.08
civ,1993,13.96
civ,1994,13.84
civ,1995,13.79
civ,1996,13.74
civ,1997,13.7
civ,1998,13.57
civ,1999,13.42
civ,2000,13.18
civ,2001,12.84
civ,2002,12.56
civ,2003,12.29
civ,2004,12.1
civ,2005,11.92
civ,2006,11.75
civ,2007,11.64
civ,2008,11.56
civ,2009,11.56
civ,2010,11.54
civ,2011,11.54
civ,2012,11.83
civ,2013,12.1
civ,2014,12.66
civ,2015,13.13
civ,2016,13.58
civ,2017,14.03
civ,2018,14.35
civ,2019,14.56
cmr,1991,12.54
cmr,1992,12.34
cmr,1993,12.1
cmr,1994,11.98
cmr,1995,11.88
cmr,1996,11.81
cmr,1997,11.79
cmr,1998,11.79
cmr,1999,11.84
cmr,2000,11.84
cmr,2001,11.68
cmr,2002,12.3
cmr,2003,12.67
cmr,2004,12.87
cmr,2005,12.87
cmr,2006,12.82
cmr,2007,12.74
cmr,2008,13.28
cmr,2009,13.82
cmr,2010,14.36
cmr,2011,15.02
cmr,2012,15.7
cmr,2013,16.42
cmr,2014,17.12
cmr,2015,17.28
cmr,2016,17.39
cmr,2017,17.46
cmr,2018,17.47
cmr,2019,17.44
cod,1991,15.27
cod,1992,14.91
cod,1993,14.56
cod,1994,14.24
cod,1995,14.07
cod,1996,14.08
cod,1997,13.59
cod,1998,13.37
cod,1999,12.99
cod,2000,12.86
cod,2001,12.75
cod,2002,12.82
cod,2003,12.86
cod,2004,13.04
cod,2005,13.2
cod,2006,13.31
cod,2007,13.49
cod,2008,13.61
cod,2009,13.7
cod,2010,13.9
cod,2011,14.1
cod,2012,14.34
cod,2013,14.67
cod,2014,15.05
cod,2015,15.35
cod,2016,15.43
cod,2017,15.56
cod,2018,15.75
cod,2019,15.89
cog,1991,25.96
cog,1992,25.78
cog,1993,25.54
cog,1994,25.19
cog,1995,24.97
cog,1996,24.76
cog,1997,24.49
cog,1998,24.3
cog,1999,23.92
cog,2000,23.81
cog,2001,23.67
cog,2002,23.57
cog,2003,23.37
cog,2004,23.25
cog,2005,23.26
cog,2006,23.25
cog,2007,23.08
cog,2008,23.06
cog,2009,23.14
cog,2010,23.22
cog,2011,23.2
cog,2012,23.15
cog,2013,23.02
cog,2014,22.92
cog,2015,22.68
cog,2016,22.23
cog,2017,21.72
cog,2018,21.27
cog,2019,20.76
col,1991,19.89
col,1992,19.9
col,1993,19.99
col,1994,20.08
col,1995,20.13
col,1996,20.06
col,1997,20.07
col,1998,19.91
col,1999,19.44
col,2000,19.29
col,2001,19.2
col,2002,19.44
col,2003,19.76
col,2004,20.2
col,2005,20.55
col,2006,21.11
col,2007,21.66
col,2008,22.02
col,2009,22.46
col,2010,22.85
col,2011,23.86
col,2012,24.01
col,2013,23.17
col,2014,23.71
col,2015,24.05
col,2016,23.83
col,2017,23.35
col,2018,23.66
col,2019,24.21
com,1991,16.78
com,1992,16.66
com,1993,16.51
com,1994,16.32
com,1995,16.15
com,1996,15.99
com,1997,15.87
com,1998,15.75
com,1999,15.66
com,2000,15.59
com,2001,15.56
com,2002,15.54
com,2003,15.53
com,2004,15.59
com,2005,15.96
com,2006,16.36
com,2007,16.9
com,2008,17.35
com,2009,17.8
com,2010,18.31
com,2011,18.84
com,2012,19.39
com,2013,19.96
com,2014,20.54
com,2015,20.62
com,2016,20.64
com,2017,20.61
com,2018,20.61
com,2019,20.54
cpv,1991,19.99
cpv,1992,20.22
cpv,1993,20.49
cpv,1994,20.91
cpv,1995,21.39
cpv,1996,21.96
cpv,1997,22.6
cpv,1998,23.31
cpv,1999,24.05
cpv,2000,24.89
cpv,2001,25.63
cpv,2002,26.37
cpv,2003,27.04
cpv,2004,27.73
cpv,2005,28.35
cpv,2006,28.85
cpv,2007,29.29
cpv,2008,29.6
cpv,2009,29.79
cpv,2010,29.87
cpv,2011,29.9
cpv,2012,29.9
cpv,2013,29.85
cpv,2014,29.79
cpv,2015,29.72
cpv,2016,29.65
cpv,2017,29.62
cpv,2018,30.42
cpv,2019,30.1
cri,1991,27.05
cri,1992,27.33
cri,1993,27.38
cri,1994,28
cri,1995,25.79
cri,1996,25.51
cri,1997,26.55
cri,1998,25.6
cri,1999,26.18
cri,2000,25.3
cri,2001,26.65
cri,2002,26.51
cri,2003,26.36
cri,2004,26.58
cri,2005,26.47
cri,2006,26.63
cri,2007,27.44
cri,2008,26.65
cri,2009,25.02
cri,2010,24.64
cri,2011,24.39
cri,2012,23.67
cri,2013,21.84
cri,2014,22.67
cri,2015,25.09
cri,2016,24.21
cri,2017,23.51
cri,2018,24.94
cri,2019,24.05
cub,1991,32.93
cub,1992,32.63
cub,1993,31.09
cub,1994,29.1
cub,1995,26.41
cub,1996,26.36
cub,1997,26.38
cub,1998,23.89
cub,1999,21.82
cub,2000,21.84
cub,2001,21.65
cub,2002,21.41
cub,2003,21.27
cub,2004,21.25
cub,2005,21.37
cub,2006,21.54
cub,2007,21.54
cub,2008,21.94
cub,2009,21.25
cub,2010,20.54
cub,2011,20.35
cub,2012,22.75
cub,2013,20.88
cub,2014,20.67
cub,2015,20.99
cub,2016,21.04
cub,2017,21.07
cub,2018,21.24
cub,2019,21.28
cyp,1991,32.24
cyp,1992,31.86
cyp,1993,31.32
cyp,1994,31.03
cyp,1995,30.41
cyp,1996,30.3
cyp,1997,30.43
cyp,1998,30.73
cyp,1999,30.78
cyp,2000,30.86
cyp,2001,31.58
cyp,2002,31.25
cyp,2003,31.45
cyp,2004,32.56
cyp,2005,33.68
cyp,2006,31.82
cyp,2007,32.37
cyp,2008,33.44
cyp,2009,31.78
cyp,2010,29.67
cyp,2011,31.29
cyp,2012,30.03
cyp,2013,26.15
cyp,2014,24.77
cyp,2015,24.83
cyp,2016,26.11
cyp,2017,25.72
cyp,2018,25.37
cyp,2019,27.99
cze,1991,53.44
cze,1992,52.61
cze,1993,52.17
cze,1994,51.57
cze,1995,51.29
cze,1996,51.1
cze,1997,51.11
cze,1998,51.15
cze,1999,50.31
cze,2000,49.82
cze,2001,49.97
cze,2002,49.61
cze,2003,49.59
cze,2004,48.99
cze,2005,49.4
cze,2006,49.85
cze,2007,50.36
cze,2008,50.87
cze,2009,49.47
cze,2010,49.02
cze,2011,49.42
cze,2012,49.35
cze,2013,48.7
cze,2014,49.09
cze,2015,49.12
cze,2016,49.03
cze,2017,49.03
cze,2018,48.35
cze,2019,48.2
deu,1991,48.91
deu,1992,48.6
deu,1993,47.97
deu,1994,47.8
deu,1995,47.49
deu,1996,47.01
deu,1997,46.48
deu,1998,46.07
deu,1999,45.6
deu,2000,45.31
deu,2001,44.51
deu,2002,44.17
deu,2003,43.11
deu,2004,42.87
deu,2005,41.07
deu,2006,40.85
deu,2007,41.37
deu,2008,41.16
deu,2009,40.76
deu,2010,40.18
deu,2011,40.19
deu,2012,40.14
deu,2013,39.62
deu,2014,40.05
deu,2015,39.7
deu,2016,39.21
deu,2017,39.24
deu,2018,39
deu,2019,38.74
dji,1991,19.94
dji,1992,19.68
dji,1993,19.4
dji,1994,19.09
dji,1995,18.77
dji,1996,18.44
dji,1997,18.1
dji,1998,17.78
dji,1999,17.5
dji,2000,17.24
dji,2001,17.02
dji,2002,16.86
dji,2003,16.74
dji,2004,16.65
dji,2005,16.57
dji,2006,16.54
dji,2007,16.52
dji,2008,16.52
dji,2009,16.53
dji,2010,16.58
dji,2011,16.67
dji,2012,16.77
dji,2013,16.91
dji,2014,17.08
dji,2015,17.25
dji,2016,17.41
dji,2017,17.56
dji,2018,17.7
dji,2019,17.81
dnk,1991,36.91
dnk,1992,36.79
dnk,1993,36.2
dnk,1994,35.99
dnk,1995,36.76
dnk,1996,35.51
dnk,1997,35.86
dnk,1998,36.34
dnk,1999,36.69
dnk,2000,35.53
dnk,2001,34.86
dnk,2002,33.22
dnk,2003,33
dnk,2004,33.82
dnk,2005,33.88
dnk,2006,33.55
dnk,2007,33.04
dnk,2008,32.9
dnk,2009,29.92
dnk,2010,29.55
dnk,2011,29.66
dnk,2012,29.11
dnk,2013,29.15
dnk,2014,28.43
dnk,2015,28.1
dnk,2016,27.76
dnk,2017,27.95
dnk,2018,28.04
dnk,2019,27.28
dom,1991,28.41
dom,1992,28.37
dom,1993,28.34
dom,1994,28.29
dom,1995,28.2
dom,1996,28.15
dom,1997,27.4
dom,1998,27.93
dom,1999,27.46
dom,2000,26.73
dom,2001,26.74
dom,2002,24.64
dom,2003,25.65
dom,2004,27.06
dom,2005,26.38
dom,2006,26.54
dom,2007,26.95
dom,2008,25.28
dom,2009,22.76
dom,2010,23.41
dom,2011,23.12
dom,2012,23.32
dom,2013,21.91
dom,2014,22.61
dom,2015,24.13
dom,2016,25.13
dom,2017,25.66
dom,2018,26.03
dom,2019,24.9
dza,1991,24.07
dza,1992,23.94
dza,1993,23.73
dza,1994,23.56
dza,1995,23.61
dza,1996,23.62
dza,1997,23.6
dza,1998,23.72
dza,1999,23.7
dza,2000,24.06
dza,2001,24.25
dza,2002,24.29
