geo,time,sl_ind_empl_ma_zs
rou,2012,34.76
rou,2013,34.78
rou,2014,35.41
rou,2015,34.96
rou,2016,36.65
rou,2017,36.67
rou,2018,36.61
rou,2019,37.05
rus,1991,45.63
rus,1992,44.64
rus,1993,43.68
rus,1994,41.67
rus,1995,39.81
rus,1996,38.48
rus,1997,36.18
rus,1998,35.08
rus,1999,35.37
rus,2000,35.77
rus,2001,36.71
rus,2002,37.04
rus,2003,37.97
rus,2004,37.76
rus,2005,37.56
rus,2006,37.52
rus,2007,38
rus,2008,38.17
rus,2009,36.95
rus,2010,37.47
rus,2011,37.46
rus,2012,38.13
rus,2013,38.19
rus,2014,38.11
rus,2015,37.89
rus,2016,37.42
rus,2017,37.51
rus,2018,37.28
rus,2019,37.53
rwa,1991,4.53
rwa,1992,4.52
rwa,1993,4.5
rwa,1994,4.45
rwa,1995,4.41
rwa,1996,4.41
rwa,1997,4.42
rwa,1998,4.43
rwa,1999,4.48
rwa,2000,4.58
rwa,2001,4.73
rwa,2002,4.97
rwa,2003,5.37
rwa,2004,5.85
rwa,2005,6.4
rwa,2006,7.01
rwa,2007,7.67
rwa,2008,8.4
rwa,2009,9.12
rwa,2010,9.89
rwa,2011,10.69
rwa,2012,11.57
rwa,2013,12.45
rwa,2014,13.46
rwa,2015,13.9
rwa,2016,14.12
rwa,2017,14.29
rwa,2018,14.64
rwa,2019,14.92
sau,1991,28.45
sau,1992,28.87
sau,1993,28.45
sau,1994,27.89
sau,1995,27.06
sau,1996,26.27
sau,1997,25.32
sau,1998,24.67
sau,1999,24.07
sau,2000,22.67
sau,2001,24.03
sau,2002,23.85
sau,2003,23.86
sau,2004,23.76
sau,2005,23.48
sau,2006,23.29
sau,2007,23.83
sau,2008,22.55
sau,2009,23.15
sau,2010,24.22
sau,2011,25.45
sau,2012,26.19
sau,2013,27.01
sau,2014,26.2
sau,2015,26.03
sau,2016,28.15
sau,2017,28.35
sau,2018,28.2
sau,2019,28.18
sdn,1991,13.06
sdn,1992,13.21
sdn,1993,13.31
sdn,1994,13.29
sdn,1995,13.42
sdn,1996,13.67
sdn,1997,14.01
sdn,1998,14.02
sdn,1999,13.99
sdn,2000,14.12
sdn,2001,14.3
sdn,2002,14.6
sdn,2003,14.92
sdn,2004,14.89
sdn,2005,15.4
sdn,2006,16.07
sdn,2007,16.93
sdn,2008,17.69
sdn,2009,17.7
sdn,2010,17.67
sdn,2011,19.04
sdn,2012,20.03
sdn,2013,20.49
sdn,2014,20.73
sdn,2015,21.37
sdn,2016,21.8
sdn,2017,22.16
sdn,2018,21.65
sdn,2019,21.1
sen,1991,15.36
sen,1992,15.27
sen,1993,15.19
sen,1994,15.15
sen,1995,15.05
sen,1996,14.97
sen,1997,14.92
sen,1998,14.89
sen,1999,14.89
sen,2000,14.85
sen,2001,14.94
sen,2002,15.1
sen,2003,15.19
sen,2004,15.38
sen,2005,15.5
sen,2006,15.62
sen,2007,15.83
sen,2008,15.98
sen,2009,16.13
sen,2010,16.31
sen,2011,16.55
sen,2012,16.82
sen,2013,17.14
sen,2014,17.49
sen,2015,17.81
sen,2016,17.91
sen,2017,18.03
sen,2018,18.16
sen,2019,18.29
sgp,1991,36.56
sgp,1992,36.19
sgp,1993,36.07
sgp,1994,35.42
sgp,1995,34.67
sgp,1996,32.93
sgp,1997,33.32
sgp,1998,33.03
sgp,1999,32.32
sgp,2000,31.09
sgp,2001,30.07
sgp,2002,29.27
sgp,2003,29.34
sgp,2004,28.35
sgp,2005,26.2
sgp,2006,27.24
sgp,2007,27.42
sgp,2008,28.2
sgp,2009,27.72
sgp,2010,26.22
sgp,2011,25.19
sgp,2012,24.63
sgp,2013,23.5
sgp,2014,21.51
sgp,2015,21.07
sgp,2016,20.44
sgp,2017,19.87
sgp,2018,19.34
sgp,2019,18.83
slb,1991,7.45
slb,1992,7.66
slb,1993,7.8
slb,1994,8.11
slb,1995,8.47
slb,1996,8.72
slb,1997,8.61
slb,1998,8.73
slb,1999,8.85
slb,2000,8.34
slb,2001,8.12
slb,2002,7.93
slb,2003,8.32
slb,2004,8.56
slb,2005,9.31
slb,2006,10
slb,2007,10.76
slb,2008,11.75
slb,2009,11.69
slb,2010,12.41
slb,2011,12.94
slb,2012,13.44
slb,2013,14.31
slb,2014,14.97
slb,2015,15.67
slb,2016,16.25
slb,2017,16.83
slb,2018,17.69
slb,2019,18.4
sle,1991,10.48
sle,1992,10.22
sle,1993,10.18
sle,1994,10.09
sle,1995,9.89
sle,1996,9.86
sle,1997,9.69
sle,1998,9.69
sle,1999,9.59
sle,2000,9.72
sle,2001,9.48
sle,2002,10.05
sle,2003,10.35
sle,2004,10.52
sle,2005,10.12
sle,2006,9.77
sle,2007,9.61
sle,2008,9.44
sle,2009,9.31
sle,2010,9.35
sle,2011,9.48
sle,2012,9.83
sle,2013,10.27
sle,2014,10.76
sle,2015,10.85
sle,2016,11.24
sle,2017,11.58
sle,2018,11.85
sle,2019,12.02
slv,1991,23.34
slv,1992,23.66
slv,1993,23.82
slv,1994,24.01
slv,1995,24.28
slv,1996,24.1
slv,1997,24.13
slv,1998,24.33
slv,1999,25.45
slv,2000,24.17
slv,2001,24.63
slv,2002,24.89
slv,2003,26.49
slv,2004,25.1
slv,2005,23.73
slv,2006,25.85
slv,2007,25.59
slv,2008,25.54
slv,2009,22.38
slv,2010,23.48
slv,2011,23.09
slv,2012,22.87
slv,2013,22.48
slv,2014,23.06
slv,2015,24.12
slv,2016,24.06
slv,2017,24.65
slv,2018,25.36
slv,2019,26.03
som,1991,4.33
som,1992,4.24
som,1993,4.16
som,1994,4.06
som,1995,3.96
som,1996,3.87
som,1997,3.77
som,1998,3.69
som,1999,3.61
som,2000,3.54
som,2001,3.47
som,2002,3.42
som,2003,3.38
som,2004,3.35
som,2005,3.32
som,2006,3.29
som,2007,3.15
som,2008,3.15
som,2009,3.15
som,2010,3.15
som,2011,3.15
som,2012,3.11
som,2013,3.08
som,2014,3.05
som,2015,3.02
som,2016,2.99
som,2017,2.96
som,2018,2.93
som,2019,2.9
srb,1991,33.05
srb,1992,32.29
srb,1993,31.45
srb,1994,31.31
srb,1995,32.02
srb,1996,32.17
srb,1997,32.27
srb,1998,32.26
srb,1999,31.16
srb,2000,31.71
srb,2001,31.94
srb,2002,32.51
srb,2003,32.86
srb,2004,32.76
srb,2005,34.31
srb,2006,36.67
srb,2007,36.59
srb,2008,33.75
srb,2009,32.72
srb,2010,32.82
srb,2011,34.49
srb,2012,33.43
srb,2013,32.33
srb,2014,30.48
srb,2015,30.19
srb,2016,30.76
srb,2017,31.9
srb,2018,33.38
srb,2019,34.13
ssd,1991,20.74
ssd,1992,21.04
ssd,1993,21.31
ssd,1994,21.41
ssd,1995,21.7
ssd,1996,21.95
ssd,1997,22.45
ssd,1998,22.5
ssd,1999,22.45
ssd,2000,22.72
ssd,2001,23.09
ssd,2002,23.48
ssd,2003,24.03
ssd,2004,24.18
ssd,2005,24.69
ssd,2006,25.46
ssd,2007,26.39
ssd,2008,26.91
ssd,2009,26.4
ssd,2010,26.41
ssd,2011,26.67
ssd,2012,26.32
ssd,2013,27.87
ssd,2014,27.91
ssd,2015,25.91
ssd,2016,24.32
ssd,2017,23.62
ssd,2018,23.67
ssd,2019,23.72
stp,1991,26.49
stp,1992,26.41
stp,1993,26.33
stp,1994,26.26
stp,1995,26.22
stp,1996,26.18
stp,1997,26.14
stp,1998,26.14
stp,1999,26.16
stp,2000,26.21
stp,2001,25.46
stp,2002,25.75
stp,2003,25.75
stp,2004,26.1
stp,2005,23.51
stp,2006,23.75
stp,2007,24.06
stp,2008,24.37
stp,2009,24.66
stp,2010,24.82
stp,2011,25.01
stp,2012,25.14
stp,2013,25.22
stp,2014,25.26
stp,2015,25.34
stp,2016,25.37
stp,2017,25.35
stp,2018,25.29
stp,2019,25.13
sur,1991,25.27
sur,1992,25.13
sur,1993,24.86
sur,1994,25.79
sur,1995,30.12
sur,1996,33.26
sur,1997,31.42
sur,1998,33.32
sur,1999,32.49
sur,2000,32.15
sur,2001,32.14
sur,2002,31.85
sur,2003,31.88
sur,2004,31.78
sur,2005,32.04
sur,2006,32.53
sur,2007,32.83
sur,2008,33.19
sur,2009,33.26
sur,2010,33.69
sur,2011,34.36
sur,2012,34.47
sur,2013,34.78
sur,2014,34.8
sur,2015,34.83
sur,2016,33.83
sur,2017,33.86
sur,2018,34.03
sur,2019,33.92
svk,1991,50.95
svk,1992,48.85
svk,1993,48.22
svk,1994,48.17
svk,1995,47.14
svk,1996,48.43
svk,1997,48.97
svk,1998,49.62
svk,1999,48.67
svk,2000,47.23
svk,2001,47.56
svk,2002,48.15
svk,2003,48.56
svk,2004,49.65
svk,2005,49.62
svk,2006,49.82
svk,2007,51.2
svk,2008,52.48
svk,2009,50.32
svk,2010,50.05
svk,2011,50.38
svk,2012,50.73
svk,2013,49.19
svk,2014,47.87
svk,2015,48.44
svk,2016,48.94
svk,2017,50.38
svk,2018,49.6
svk,2019,49.2
svn,1991,53.06
svn,1992,52.32
svn,1993,51.81
svn,1994,49.95
svn,1995,51.34
svn,1996,50.39
svn,1997,49.23
svn,1998,47.79
svn,1999,46.34
svn,2000,45.59
svn,2001,46.71
svn,2002,47.27
svn,2003,46.4
svn,2004,45.67
svn,2005,46.89
svn,2006,45.37
svn,2007,45.41
svn,2008,45.61
svn,2009,42.85
svn,2010,42.71
svn,2011,42.87
svn,2012,41.65
svn,2013,41.54
svn,2014,41.82
svn,2015,43.44
svn,2016,45.19
svn,2017,45.35
svn,2018,44.34
svn,2019,45.68
swe,1991,39.48
swe,1992,39.05
swe,1993,38.44
swe,1994,38.21
swe,1995,38.11
swe,1996,38.55
swe,1997,38.09
swe,1998,37.72
swe,1999,37.28
swe,2000,36.21
swe,2001,35.25
swe,2002,34.57
swe,2003,34.33
swe,2004,34.04
swe,2005,33.59
swe,2006,33.28
swe,2007,32.92
swe,2008,33.03
swe,2009,31.47
swe,2010,30.87
swe,2011,31.03
swe,2012,30.45
swe,2013,29.5
swe,2014,28.99
swe,2015,28.69
swe,2016,28.52
swe,2017,28.28
swe,2018,28.26
swe,2019,28.69
swz,1991,27.34
swz,1992,27.38
swz,1993,27.4
swz,1994,27.37
swz,1995,27.36
swz,1996,27.29
swz,1997,27.2
swz,1998,27.04
swz,1999,26.86
swz,2000,26.71
swz,2001,26.54
swz,2002,26.43
swz,2003,26.34
swz,2004,26.3
swz,2005,26.31
swz,2006,26.31
swz,2007,26.31
swz,2008,26.31
swz,2009,26.3
swz,2010,26.27
swz,2011,26.25
swz,2012,26.18
swz,2013,26.06
swz,2014,25.91
swz,2015,25.68
swz,2016,25.42
swz,2017,25.12
swz,2018,24.81
swz,2019,24.46
syr,1991,29.31
syr,1992,29.95
syr,1993,30.46
syr,1994,33.03
syr,1995,35.56
syr,1996,34.47
syr,1997,33.08
syr,1998,32.44
syr,1999,32.02
syr,2000,30.11
syr,2001,29.31
syr,2002,29.51
syr,2003,29.18
syr,2004,29.48
syr,2005,30.5
syr,2006,31.44
syr,2007,32.18
syr,2008,33.47
syr,2009,33.9
syr,2010,34.58
syr,2011,34.75
syr,2012,31.21
syr,2013,27.64
syr,2014,25.79
syr,2015,25.16
syr,2016,24.95
syr,2017,24.82
syr,2018,25.29
syr,2019,25.69
tcd,1991,3.35
tcd,1992,3.29
tcd,1993,3.2
tcd,1994,3.13
tcd,1995,3.08
tcd,1996,3
tcd,1997,2.96
tcd,1998,2.93
tcd,1999,2.9
tcd,2000,2.87
tcd,2001,2.92
tcd,2002,2.98
tcd,2003,3.03
tcd,2004,3.13
tcd,2005,3.22
tcd,2006,3.27
tcd,2007,3.32
tcd,2008,3.34
tcd,2009,3.37
tcd,2010,3.39
tcd,2011,3.4
tcd,2012,3.41
tcd,2013,3.36
tcd,2014,3.33
tcd,2015,3.29
tcd,2016,3.2
tcd,2017,3.13
tcd,2018,3.05
tcd,2019,3
tgo,1991,13.46
tgo,1992,13.36
tgo,1993,13.11
tgo,1994,13.2
tgo,1995,13.18
tgo,1996,13.13
tgo,1997,13.14
tgo,1998,13.12
tgo,1999,13.02
tgo,2000,12.99
tgo,2001,12.83
tgo,2002,12.69
tgo,2003,12.62
tgo,2004,12.39
tgo,2005,12.03
tgo,2006,11.91
tgo,2007,11.78
tgo,2008,11.6
tgo,2009,11.64
tgo,2010,11.67
tgo,2011,11.75
tgo,2012,11.82
tgo,2013,11.97
tgo,2014,12.05
tgo,2015,14.45
tgo,2016,17.28
tgo,2017,20.57
tgo,2018,20.6
tgo,2019,20.65
tha,1991,16.84
tha,1992,17.76
tha,1993,19.48
tha,1994,20.13
tha,1995,21.94
tha,1996,23.55
tha,1997,22.16
tha,1998,19.3
tha,1999,19.55
tha,2000,20.48
tha,2001,19.18
tha,2002,20.54
tha,2003,21.94
tha,2004,23.39
tha,2005,22.55
tha,2006,23.29
tha,2007,23.29
tha,2008,22.6
tha,2009,22.49
tha,2010,22.71
tha,2011,21.76
tha,2012,21.82
tha,2013,22.48
tha,2014,25.96
tha,2015,26.11
tha,2016,26.33
tha,2017,25.34
tha,2018,25.18
tha,2019,25.43
tjk,1991,33.72
tjk,1992,32.02
tjk,1993,30.38
tjk,1994,28.71
tjk,1995,26.84
tjk,1996,25.22
tjk,1997,24.24
tjk,1998,23.66
tjk,1999,23.25
tjk,2000,23.26
tjk,2001,23.68
tjk,2002,24.3
tjk,2003,25.11
tjk,2004,25.78
tjk,2005,24.67
tjk,2006,23.74
tjk,2007,22.9
tjk,2008,22.1
tjk,2009,21.42
tjk,2010,21.36
tjk,2011,21.19
tjk,2012,21.2
tjk,2013,21.3
tjk,2014,21.25
tjk,2015,21.21
tjk,2016,21.21
tjk,2017,20.79
tjk,2018,20.63
tjk,2019,20.95
tkm,1991,36.58
tkm,1992,36.88
tkm,1993,36.16
tkm,1994,34.83
tkm,1995,35.04
tkm,1996,34.99
tkm,1997,33.8
tkm,1998,33.22
tkm,1999,33.25
tkm,2000,33.09
tkm,2001,32.76
tkm,2002,32.82
tkm,2003,32.86
tkm,2004,32.98
tkm,2005,33.34
tkm,2006,33.84
tkm,2007,34.17
tkm,2008,35.53
tkm,2009,35.94
tkm,2010,36.42
tkm,2011,37.36
tkm,2012,38.08
tkm,2013,38.73
tkm,2014,39.41
tkm,2015,39.88
tkm,2016,40.54
tkm,2017,41.12
tkm,2018,41.68
tkm,2019,42.32
tls,1991,10.36
tls,1992,10.69
tls,1993,11.09
tls,1994,11.46
tls,1995,11.87
tls,1996,12.15
tls,1997,11.84
tls,1998,9.55
tls,1999,9.1
tls,2000,11.08
tls,2001,11.65
tls,2002,11.59
tls,2003,8.79
tls,2004,7.02
tls,2005,7.28
tls,2006,7.45
tls,2007,8.64
tls,2008,9.88
tls,2009,11.27
tls,2010,11.43
tls,2011,12.05
tls,2012,12.5
tls,2013,14.52
tls,2014,15.67
tls,2015,18.88
tls,2016,22.22
tls,2017,18.99
tls,2018,20.48
tls,2019,23.49
ton,1991,11.33
ton,1992,11.04
ton,1993,10.65
ton,1994,11.6
ton,1995,12.21
ton,1996,12.28
ton,1997,11.96
ton,1998,12.21
ton,1999,12.52
ton,2000,13.07
ton,2001,13.86
ton,2002,14.01
ton,2003,14
ton,2004,13.8
ton,2005,14.36
ton,2006,15.04
ton,2007,15.01
ton,2008,15.72
ton,2009,16.87
ton,2010,18.04
ton,2011,19.09
ton,2012,19.27
ton,2013,17.17
ton,2014,17.81
ton,2015,18.46
ton,2016,19.63
ton,2017,20.53
ton,2018,21.05
ton,2019,21.92
tto,1991,35.79
tto,1992,34.1
tto,1993,33.76
tto,1994,32.45
tto,1995,33.08
tto,1996,33.42
tto,1997,34.8
tto,1998,37.34
tto,1999,36.76
tto,2000,37.06
tto,2001,38.86
tto,2002,37.55
tto,2003,38.67
tto,2004,40.65
tto,2005,41.75
tto,2006,41.52
tto,2007,43.35
tto,2008,44.12
tto,2009,41.49
tto,2010,40.73
tto,2011,39.11
tto,2012,39.71
tto,2013,40.28
tto,2014,39.51
tto,2015,38.61
tto,2016,38.31
tto,2017,37.82
tto,2018,37.47
tto,2019,37.19
tun,1991,28.83
tun,1992,29.14
tun,1993,29.08
tun,1994,29.06
tun,1995,28.97
tun,1996,29.3
tun,1997,29.49
tun,1998,29.73
tun,1999,30.14
tun,2000,30.38
tun,2001,30.66
tun,2002,30.46
tun,2003,30.86
tun,2004,31.52
tun,2005,31.66
tun,2006,31.66
tun,2007,32.48
tun,2008,33.26
tun,2009,32.58
tun,2010,33.64
tun,2011,33.79
tun,2012,33.05
tun,2013,33.2
tun,2014,33.4
tun,2015,33.05
tun,2016,33.61
tun,2017,33.44
tun,2018,33.75
tun,2019,33.74
tur,1991,33.92
tur,1992,33.71
tur,1993,33.18
tur,1994,33.09
tur,1995,33
tur,1996,32.95
tur,1997,32.87
tur,1998,32.4
tur,1999,31.68
tur,2000,31.35
tur,2001,30.23
tur,2002,30.18
tur,2003,29.99
tur,2004,29.97
tur,2005,30.15
tur,2006,30.44
tur,2007,30.53
tur,2008,30.01
tur,2009,29.2
tur,2010,30.41
tur,2011,31.15
tur,2012,30.8
tur,2013,31.24
tur,2014,32.52
tur,2015,32.14
tur,2016,31.69
tur,2017,31.57
tur,2018,31.64
tur,2019,29.76
tza,1991,4.14
tza,1992,4.12
tza,1993,4.11
tza,1994,4.1
tza,1995,4.09
tza,1996,4.1
tza,1997,4.12
tza,1998,4.18
tza,1999,4.27
tza,2000,4.39
tza,2001,4.55
tza,2002,5.06
tza,2003,5.64
tza,2004,6.3
tza,2005,7.07
tza,2006,7.91
tza,2007,8.07
tza,2008,8.2
tza,2009,8.33
tza,2010,8.47
tza,2011,8.65
tza,2012,8.78
tza,2013,8.95
tza,2014,9.15
tza,2015,9.25
tza,2016,9.35
tza,2017,9.43
tza,2018,9.52
tza,2019,9.59
uga,1991,9.68
uga,1992,9.66
uga,1993,9.73
uga,1994,9.72
uga,1995,9.81
uga,1996,9.89
uga,1997,9.92
uga,1998,9.95
uga,1999,9.99
uga,2000,9.99
uga,2001,10.03
uga,2002,10.08
uga,2003,10.08
uga,2004,10.11
uga,2005,10.12
uga,2006,10.22
uga,2007,10.34
uga,2008,10.44
uga,2009,10.45
uga,2010,10.64
uga,2011,10.76
uga,2012,10.95
uga,2013,10.27
uga,2014,10
uga,2015,9.95
uga,2016,9.93
uga,2017,9.74
uga,2018,9.74
uga,2019,9.7
ukr,1991,37.82
ukr,1992,37.05
ukr,1993,36.41
ukr,1994,35.28
ukr,1995,34.41
ukr,1996,33.52
ukr,1997,32.81
ukr,1998,32.26
ukr,1999,31.85
ukr,2000,32.07
ukr,2001,32.44
ukr,2002,32.74
ukr,2003,33.23
ukr,2004,33.83
ukr,2005,34.03
ukr,2006,34.55
ukr,2007,35.07
ukr,2008,35.37
ukr,2009,35.25
ukr,2010,35.49
ukr,2011,35.42
ukr,2012,35.76
ukr,2013,34.65
ukr,2014,36.95
ukr,2015,34.65
ukr,2016,33.69
ukr,2017,34.07
ukr,2018,34.48
ukr,2019,34.81
ury,1991,29.04
ury,1992,29.38
ury,1993,29.28
ury,1994,29.43
ury,1995,29.14
ury,1996,29.12
ury,1997,29.45
ury,1998,29.62
ury,1999,29.22
ury,2000,28.6
ury,2001,27.75
ury,2002,26.62
ury,2003,26.39
ury,2004,26.68
ury,2005,27.38
ury,2006,27.57
ury,2007,28.43
ury,2008,28.78
ury,2009,28.01
ury,2010,28.76
ury,2011,28.82
ury,2012,29.55
ury,2013,30.4
ury,2014,29.62
ury,2015,29.03
ury,2016,28.76
ury,2017,28.22
ury,2018,27.69
ury,2019,27.04
usa,1991,35.18
usa,1992,35.11
usa,1993,35.02
usa,1994,35.08
usa,1995,34.95
usa,1996,34.83
usa,1997,34.74
usa,1998,34.58
usa,1999,34.42
usa,2000,34.23
usa,2001,33.69
usa,2002,32.7
usa,2003,32.41
usa,2004,32.48
usa,2005,32.41
usa,2006,32.72
usa,2007,32.38
usa,2008,31.63
usa,2009,29.98
usa,2010,29.44
usa,2011,29.21
usa,2012,29.12
usa,2013,29.46
usa,2014,29.46
usa,2015,29.23
usa,2016,29.19
usa,2017,29.13
usa,2018,29.36
usa,2019,29.33
uzb,1991,29.68
uzb,1992,28.58
uzb,1993,28.18
uzb,1994,27.66
uzb,1995,27.19
uzb,1996,26.22
uzb,1997,26
uzb,1998,25.47
uzb,1999,25.54
uzb,2000,25.33
uzb,2001,25.25
uzb,2002,25.25
uzb,2003,25.38
uzb,2004,25.73
uzb,2005,26.09
uzb,2006,26.58
uzb,2007,27.2
uzb,2008,27.74
uzb,2009,28.34
uzb,2010,28.73
uzb,2011,28.96
uzb,2012,29.02
uzb,2013,29.08
uzb,2014,29.19
uzb,2015,29.4
uzb,2016,29.61
uzb,2017,29.37
uzb,2018,28.74
uzb,2019,29.07
vct,1991,26.74
vct,1992,27.11
vct,1993,27.58
vct,1994,27.52
vct,1995,27.89
vct,1996,27.79
vct,1997,28.38
vct,1998,28.95
vct,1999,28.76
vct,2000,28.43
vct,2001,28.56
vct,2002,28.69
vct,2003,29.24
vct,2004,29.52
vct,2005,29.49
vct,2006,30.25
vct,2007,30.7
vct,2008,30.4
vct,2009,30.08
vct,2010,29.65
vct,2011,29.45
vct,2012,29.34
vct,2013,29.48
vct,2014,29.23
vct,2015,29.36
vct,2016,29.4
vct,2017,29.52
vct,2018,29.58
vct,2019,29.55
ven,1991,31.53
ven,1992,32.53
ven,1993,32.35
ven,1994,29
ven,1995,28.79
ven,1996,27.52
ven,1997,29.72
ven,1998,30.94
ven,1999,28.3
ven,2000,28.82
ven,2001,28.18
ven,2002,25.98
ven,2003,24.68
ven,2004,25.75
ven,2005,26.57
ven,2006,29.03
ven,2007,30.34
ven,2008,30.36
ven,2009,29.89
ven,2010,28.86
ven,2011,28.71
ven,2012,29
ven,2013,28.63
ven,2014,27.86
ven,2015,26.73
ven,2016,25.32
ven,2017,23.88
ven,2018,22.37
ven,2019,20.58
vir,1991,39.21
vir,1992,39.07
vir,1993,38.91
vir,1994,38.94
vir,1995,38.83
vir,1996,38.65
vir,1997,38.66
vir,1998,38.63
vir,1999,38.46
vir,2000,38.5
vir,2001,38.16
vir,2002,37.79
vir,2003,37.47
vir,2004,37.51
vir,2005,37.7
vir,2006,37.84
vir,2007,38.1
vir,2008,37.97
vir,2009,36.74
vir,2010,36.56
vir,2011,35.28
vir,2012,33.6
vir,2013,32.72
vir,2014,32.36
vir,2015,32.17
vir,2016,32.03
vir,2017,31.54
vir,2018,31.32
vir,2019,30.97
vnm,1991,11.38
vnm,1992,11.98
vnm,1993,12.69
vnm,1994,13.21
vnm,1995,13.71
vnm,1996,14.26
vnm,1997,14.84
vnm,1998,13.89
vnm,1999,14.01
vnm,2000,14.62
vnm,2001,16.44
vnm,2002,17.49
vnm,2003,19.6
vnm,2004,20.71
vnm,2005,22.4
vnm,2006,24.16
vnm,2007,24.38
vnm,2008,25.23
vnm,2009,26.36
vnm,2010,25.72
vnm,2011,25.62
vnm,2012,25.22
vnm,2013,25.09
vnm,2014,25.1
vnm,2015,25.88
vnm,2016,28.43
vnm,2017,29.42
vnm,2018,30.38
vnm,2019,31.26
vut,1991,0.42
vut,1992,0.43
vut,1993,0.44
vut,1994,0.46
vut,1995,0.47
vut,1996,0.49
vut,1997,0.47
vut,1998,0.49
vut,1999,0.52
vut,2000,0.58
vut,2001,0.59
vut,2002,0.6
vut,2003,0.68
vut,2004,0.77
vut,2005,0.91
vut,2006,1.12
vut,2007,1.84
vut,2008,3.94
vut,2009,10.5
vut,2010,8.76
vut,2011,8.44
vut,2012,8.67
vut,2013,9.91
vut,2014,10.33
vut,2015,12.53
vut,2016,13.31
vut,2017,14.11
vut,2018,14.71
vut,2019,15.27
wsm,1991,12.2
wsm,1992,12.47
wsm,1993,12.66
wsm,1994,12.34
wsm,1995,12.68
wsm,1996,12.94
wsm,1997,12.92
wsm,1998,13.45
wsm,1999,13.62
wsm,2000,14.13
wsm,2001,14.69
wsm,2002,14.69
wsm,2003,14.91
wsm,2004,15.35
wsm,2005,15.51
wsm,2006,15.75
wsm,2007,15.94
wsm,2008,16.25
wsm,2009,15.55
wsm,2010,16.33
wsm,2011,16.87
wsm,2012,16.75
wsm,2013,16.86
wsm,2014,17.13
wsm,2015,18
wsm,2016,17.98
wsm,2017,17.84
wsm,2018,18.17
wsm,2019,18.58
yem,1991,14.24
yem,1992,14.08
yem,1993,13.37
yem,1994,13.03
yem,1995,13.93
yem,1996,14.52
yem,1997,15.08
yem,1998,15.81
yem,1999,16.3
yem,2000,16.71
yem,2001,16.77
yem,2002,16.94
yem,2003,17.35
yem,2004,17.76
yem,2005,18.16
yem,2006,18.13
yem,2007,18.11
yem,2008,18.75
yem,2009,19.22
yem,2010,19.69
yem,2011,16.61
yem,2012,15.92
yem,2013,15.72
yem,2014,14.63
yem,2015,12.32
yem,2016,11.15
yem,2017,10.27
yem,2018,9.98
yem,2019,10
zaf,1991,34.95
zaf,1992,34.9
zaf,1993,34.78
zaf,1994,34.7
zaf,1995,34.7
zaf,1996,34.62
zaf,1997,34.64
zaf,1998,34.7
zaf,1999,34.69
zaf,2000,34.79
zaf,2001,34.66
zaf,2002,34.17
zaf,2003,34.35
zaf,2004,34.42
zaf,2005,34.34
zaf,2006,34.26
zaf,2007,34.43
zaf,2008,34.99
zaf,2009,34.32
zaf,2010,32.78
zaf,2011,32.55
zaf,2012,31.81
zaf,2013,32.06
zaf,2014,32.15
zaf,2015,33.1
zaf,2016,32.05
zaf,2017,32.01
zaf,2018,32.16
zaf,2019,30.44
zmb,1991,11.44
zmb,1992,11.35
zmb,1993,11.25
zmb,1994,10.86
zmb,1995,10.72
zmb,1996,10.69
zmb,1997,10.62
zmb,1998,10.47
zmb,1999,10.44
zmb,2000,10.42
zmb,2001,10.46
zmb,2002,10.53
zmb,2003,10.66
zmb,2004,10.79
zmb,2005,10.82
zmb,2006,11.08
zmb,2007,11.41
zmb,2008,11.8
zmb,2009,12.64
zmb,2010,13.59
zmb,2011,14.58
zmb,2012,15.72
zmb,2013,16.07
zmb,2014,16.26
zmb,2015,16.4
zmb,2016,16.48
zmb,2017,16.47
zmb,2018,16.37
zmb,2019,16.21
zwe,1991,19.33
zwe,1992,19.35
zwe,1993,19.21
zwe,1994,19.2
zwe,1995,19.22
zwe,1996,19.13
zwe,1997,19.02
zwe,1998,18.78
zwe,1999,18.4
zwe,2000,18.14
zwe,2001,17.83
zwe,2002,17.34
zwe,2003,16.94
zwe,2004,16.62
zwe,2005,15.92
zwe,2006,16.1
zwe,2007,15.15
zwe,2008,14.98
zwe,2009,15.24
zwe,2010,15.47
zwe,2011,15.26
zwe,2012,14.54
zwe,2013,13.5
zwe,2014,12.61
zwe,2015,12.4
zwe,2016,12.15
zwe,2017,11.92
zwe,2018,11.69
zwe,2019,11.34
