geo,time,gc_tax_ypkg_rv_zs
mkd,2014,12.51693
mkd,2015,16.15673
mkd,2016,15.57333
mkd,2017,15.62199
mkd,2018,18.06736
mkd,2019,15.19525
mli,2000,12.47204
mli,2001,12.71147
mli,2002,12.42819
mli,2003,13.76987
mli,2004,12.67333
mli,2005,14.5073
mli,2006,4.86698
mli,2007,13.69124
mli,2008,19.89601
mli,2009,19.47373
mli,2010,21.81899
mli,2011,21.81937
mli,2012,29.40432
mli,2013,21.9026
mli,2014,28.99661
mli,2015,23.6197
mli,2016,22.43598
mli,2017,22.75036
mli,2018,24.15419
mli,2019,27.00388
mlt,1972,19.01961
mlt,1973,19.20472
mlt,1974,14.87615
mlt,1975,14.66754
mlt,1976,14.6006
mlt,1977,19.26597
mlt,1978,20.97713
mlt,1980,27.00555
mlt,1981,24.48638
mlt,1982,24.9117
mlt,1983,23.87946
mlt,1984,22.3312
mlt,1985,22.74689
mlt,1986,23.19406
mlt,1987,23.08467
mlt,1988,20.25041
mlt,1989,21.73986
mlt,1990,20.31961
mlt,1991,19.8584
mlt,1992,23.70002
mlt,1993,25.9019
mlt,1994,24.98671
mlt,1995,22.09721
mlt,1996,19.06613
mlt,1997,22.23666
mlt,1998,21.74613
mlt,1999,22.99449
mlt,2000,24.35743
mlt,2001,25.54586
mlt,2002,27.00333
mlt,2003,28.25141
mlt,2004,26.23655
mlt,2005,25.79195
mlt,2006,27.60927
mlt,2007,31.14533
mlt,2008,30.75248
mlt,2009,32.31644
mlt,2010,30.5577
mlt,2011,30.92734
mlt,2012,32.36036
mlt,2013,33.67424
mlt,2014,32.59557
mlt,2015,32.28384
mlt,2016,34.56533
mlt,2017,34.53105
mlt,2018,33.53625
mlt,2019,35.4552
mmr,1973,27.29659
mmr,1974,23.40426
mmr,1975,25.50712
mmr,1976,4.12884
mmr,1977,5.14943
mmr,1978,4.65907
mmr,1979,3.15982
mmr,1980,2.76344
mmr,1981,2.5763
mmr,1982,2.95025
mmr,1983,3.30722
mmr,1984,3.84379
mmr,1985,4.49781
mmr,1986,6.00406
mmr,1987,6.18397
mmr,1988,9.0561
mmr,1989,8.86217
mmr,1990,17.49595
mmr,1991,11.1659
mmr,1992,16.08271
mmr,1993,17.4559
mmr,1994,21.15886
mmr,1995,19.81842
mmr,1996,16.86366
mmr,1997,17.67828
mmr,1998,17.60778
mmr,1999,17.22387
mmr,2000,19.4649
mmr,2001,17.40374
mmr,2002,16.31809
mmr,2003,23.90805
mmr,2004,23.63817
mmr,2005,25.21872
mmr,2012,7.56345
mmr,2013,10.37583
mmr,2014,10.0244
mmr,2015,12.02259
mmr,2016,13.87346
mmr,2017,12.92988
mmr,2018,10.85206
mmr,2019,13.2282
mng,1992,21.10954
mng,1993,45.40104
mng,1994,32.76465
mng,1995,31.39704
mng,1996,23.46043
mng,1997,25.47281
mng,1998,10.56273
mng,1999,6.80406
mng,2000,11.81747
mng,2001,7.6787
mng,2002,11.39929
mng,2003,16.14244
mng,2006,35.41396
mng,2007,14.75454
mng,2008,36.52758
mng,2009,20.613
mng,2010,27.12388
mng,2011,15.13587
mng,2012,11.36364
mng,2013,12.20123
mng,2014,10.76123
mng,2015,12.68686
mng,2016,9.63187
mng,2017,13.34047
mng,2018,16.61471
moz,2010,20.70936
moz,2011,23.42956
moz,2012,29.54656
moz,2013,31.96843
moz,2014,35.49658
moz,2015,33.11538
moz,2016,35.7709
moz,2017,44.29576
moz,2018,39.79567
moz,2019,50.25631
mus,1973,21.86531
mus,1974,26.63623
mus,1975,26.46448
mus,1976,36.77596
mus,1977,32.08319
mus,1978,22.9641
mus,1979,21.93935
mus,1980,15.29211
mus,1981,17.48673
mus,1982,16.56399
mus,1983,13.23662
mus,1984,12.91008
mus,1985,10.63484
mus,1986,8.13519
mus,1987,9.61728
mus,1988,10.53104
mus,1989,12.73171
mus,1990,13.68262
mus,1991,13.63069
mus,1992,13.72773
mus,1993,11.77298
mus,1994,10.53765
mus,1995,12.30864
mus,1996,13.42969
mus,1997,12.4711
mus,1998,11.72662
mus,1999,11.88537
mus,2000,11.4108
mus,2001,11.88499
mus,2002,12.40322
mus,2003,12.03315
mus,2004,12.58751
mus,2005,14.77578
mus,2006,17.47266
mus,2007,16.45894
mus,2008,18.16471
mus,2009,22.16002
mus,2010,19.94132
mus,2011,18.20638
mus,2012,17.94743
mus,2013,18.77301
mus,2014,18.8098
mus,2015,19.21432
mus,2016,19.24007
mus,2017,20.77645
mus,2018,20.75385
mus,2019,23.16618
mwi,2009,24.81691
mwi,2010,26.35854
mwi,2011,30.40449
mwi,2012,35.23942
mwi,2013,27.94746
mwi,2014,35.60667
mwi,2015,38.73586
mwi,2016,38.24978
mwi,2017,38.59017
mwi,2018,42.02096
mwi,2019,40.67662
mwi,2020,40.03883
mys,1996,38.37075
mys,1997,41.0551
mys,1998,49.92521
mys,1999,42.57879
mys,2000,43.37047
mys,2001,50.22061
mys,2002,50.49094
mys,2003,43.66793
mys,2004,45.1156
mys,2005,46.65532
mys,2006,46.41733
mys,2007,45.9397
mys,2008,48.12356
mys,2009,46.0295
mys,2010,45.58882
mys,2011,51.14848
mys,2012,52.04077
mys,2013,52.01429
mys,2014,52.85811
mys,2015,46.35513
mys,2016,46.894
mys,2017,47.71703
mys,2018,51.16815
mys,2019,46.59867
nam,1990,32.64411
nam,1991,22.66454
nam,1992,27.47448
nam,1993,30.06107
nam,1994,28.24181
nam,1995,26.7282
nam,1996,29.04243
nam,1997,35.055
nam,1998,33.12568
nam,1999,31.92202
nam,2000,31.78898
nam,2001,36.9604
nam,2002,42.43673
nam,2003,37.14804
nam,2004,35.51469
nam,2005,34.99461
nam,2006,32.29401
nam,2007,32.55832
nam,2008,34.44628
nam,2009,33.8895
nam,2010,42.41367
nam,2011,38.76403
nam,2012,38.26149
nam,2013,33.11852
nam,2014,35.59266
nam,2015,36.39659
nam,2016,40.39933
nam,2017,36.37762
nam,2018,36.36593
nam,2019,36.34093
ner,1976,26.63277
ner,1977,27.78929
ner,1978,24.99305
ner,1979,27.60379
ner,1980,23.76727
nic,1990,17.75882
nic,1991,9.00269
nic,1992,13.4309
nic,1993,8.76409
nic,1994,7.14685
nic,1995,9.40351
nic,1996,10.73838
nic,1997,12.37548
nic,1998,12.35056
nic,1999,11.37804
nic,2000,12.54278
nic,2001,13.9254
nic,2002,15.9618
nic,2003,20.0154
nic,2004,21.74703
nic,2005,22.38541
nic,2006,22.54185
nic,2007,23.46175
nic,2008,25.89272
nic,2009,29.0204
nic,2010,27.46145
nic,2011,29.56228
nic,2012,29.96093
nic,2013,31.0932
nic,2014,32.80842
nic,2015,33.75933
nic,2016,34.52308
nic,2017,35.89782
nic,2018,40.3704
nic,2019,40.35375
nld,1973,32.33618
nld,1974,32.34868
nld,1975,32.20208
nld,1976,31.11557
nld,1977,30.99767
nld,1978,30.29017
nld,1979,30.05885
nld,1980,29.48294
nld,1981,27.9922
nld,1982,27.19663
nld,1983,24.17069
nld,1984,23.08547
nld,1985,22.76046
nld,1986,24.06002
nld,1987,25.41103
nld,1988,26.31647
nld,1989,27.30741
nld,1990,30.55521
nld,1991,31.53892
nld,1992,29.73486
nld,1993,30.6696
nld,1994,26.29007
nld,1995,25.95974
nld,1996,26.604
nld,1997,26.26295
nld,1998,25.9206
nld,1999,25.29238
nld,2000,25.15179
nld,2001,25.90367
nld,2002,26.5664
nld,2003,24.67216
nld,2004,23.82704
nld,2005,26.09344
nld,2006,25.72317
nld,2007,26.93139
nld,2008,25.32758
nld,2009,26.11362
nld,2010,26.21854
nld,2011,25.11271
nld,2012,23.48678
nld,2013,22.82016
nld,2014,24.20447
nld,2015,26.73532
nld,2016,26.71044
nld,2017,29.55635
nld,2018,29.12025
nld,2019,30.82898
nor,1972,21.73517
nor,1973,16.02303
nor,1974,17.15521
nor,1975,16.51266
nor,1976,17.30412
nor,1977,17.56685
nor,1978,18.00019
nor,1979,20.59235
nor,1980,27.23074
nor,1981,28.50712
nor,1982,27.17315
nor,1983,24.06365
nor,1984,25.41277
nor,1985,24.49057
nor,1986,20.21218
nor,1987,16.10958
nor,1988,15.32338
nor,1989,14.19061
nor,1990,16.17832
nor,1991,17.5458
nor,1992,14.58359
nor,1993,15.32132
nor,1994,16.20977
nor,1995,18.23042
nor,1996,20.4003
nor,1997,20.54493
nor,1998,20.2967
nor,1999,21.65991
nor,2000,27.78416
nor,2001,27.34169
nor,2002,29.14261
nor,2003,27.78745
nor,2004,30.80257
nor,2005,32.88177
nor,2006,32.86953
nor,2007,31.09199
nor,2008,32.56708
nor,2009,29.10164
nor,2010,31.20607
nor,2011,32.76345
nor,2012,31.94772
nor,2013,29.18133
nor,2014,25.70172
nor,2015,22.24911
nor,2016,20.72578
nor,2017,21.89055
nor,2018,24.17212
nor,2019,22.89783
npl,1990,8.9279
npl,1991,6.10736
npl,1992,5.97637
npl,1993,6.48762
npl,1994,9.09862
npl,1995,10.17269
npl,1996,10.58359
npl,1997,11.20717
npl,1998,12.44357
npl,1999,14.78617
npl,2000,15.14506
npl,2001,16.10049
npl,2002,14.68484
npl,2003,10.58062
npl,2004,11.43096
npl,2005,10.66069
npl,2006,10.89462
npl,2007,13.43006
npl,2008,13.78104
npl,2009,14.48692
npl,2010,15.63994
npl,2011,17.05002
npl,2012,17.99703
npl,2013,19.39667
npl,2014,18.68571
npl,2015,19.14787
npl,2016,21.78746
npl,2017,22.77863
npl,2018,19.26867
npl,2019,21.0622
nru,2014,0
nru,2015,6.50058
nru,2016,9.1824
nru,2017,8.62125
nru,2018,14.32576
nzl,1972,61.4199
nzl,1973,64.69916
nzl,1974,68.4396
nzl,1975,65.67506
nzl,1976,66.14449
nzl,1977,67.61165
nzl,1978,64.71317
nzl,1979,65.45508
nzl,1980,67.32308
nzl,1981,66.83082
nzl,1982,66.54766
nzl,1983,63.64102
nzl,1984,60.99949
nzl,1985,61.94423
nzl,1986,59.30278
nzl,1987,51.11354
nzl,1988,53.57818
nzl,2001,53.78844
nzl,2002,52.22857
nzl,2003,52.94292
nzl,2004,52.71442
nzl,2005,54.92593
nzl,2006,58.17247
nzl,2007,56.66803
nzl,2008,59.45357
nzl,2009,55.99073
nzl,2010,50.96346
nzl,2011,45.41852
nzl,2012,48.95021
nzl,2013,50.30834
nzl,2014,50.31998
nzl,2015,51.55513
nzl,2016,51.89273
nzl,2017,52.81477
nzl,2018,53.30583
nzl,2019,54.17213
pan,2014,29.89207
pan,2015,31.23116
pan,2016,34.1973
pan,2017,30.79843
pan,2018,32.77811
per,1972,15.38462
per,1973,25
per,1974,28.35821
per,1975,23.59551
per,1976,16.66667
per,1977,15.09434
per,1978,12.54753
per,1979,18.14882
per,1980,25.90775
per,1981,15.62705
per,1982,14.92958
per,1983,11.7175
per,1984,9.78648
per,1985,9.34449
per,1986,21.53747
per,1987,19.76093
per,1988,21.33995
per,1989,16.76223
per,1990,5.4374
per,1991,6.72686
per,1992,10.96617
per,1993,13.34165
per,1994,15.41209
per,1995,14.92263
per,1996,18.41122
per,1997,18.55224
per,1998,18.97201
per,1999,19.95772
per,2000,18.82291
per,2001,20.36683
per,2002,19.66705
per,2003,23.53891
per,2004,23.89107
per,2005,24.11453
per,2006,31.68923
per,2007,33.94886
per,2008,32.24355
per,2009,29.28616
per,2010,30.35742
per,2011,33.92912
per,2012,33.95869
per,2013,31.05396
per,2014,32.18352
per,2015,28.82383
per,2016,31.05283
per,2017,29.57456
per,2018,29.66375
per,2019,29.06977
phl,1990,27.93459
phl,1991,28.05708
phl,1992,29.05629
phl,1993,28.90874
phl,1994,30.00366
phl,1995,32.85105
phl,1996,33.6857
phl,1997,35.50274
phl,1998,39.73867
phl,1999,38.79731
phl,2000,39.08681
phl,2001,39.0043
phl,2002,39.03251
phl,2003,38.22361
phl,2004,39.24143
phl,2005,39.64321
phl,2006,38.64838
phl,2007,40.75487
phl,2008,41.11962
phl,2009,38.76551
phl,2010,40.4998
phl,2011,42.07008
phl,2012,42.08177
phl,2013,41.92657
phl,2014,41.16324
phl,2015,41.34354
phl,2016,41.95462
phl,2017,41.46922
phl,2018,36.52748
phl,2019,37.13247
plw,2008,8.21001
plw,2009,8.70813
plw,2010,7.78797
plw,2011,8.17298
plw,2012,7.51691
plw,2013,7.99501
plw,2014,7.64564
plw,2015,7.95976
plw,2016,8.03879
plw,2017,9.54904
plw,2018,8.65608
plw,2019,9.36638
png,1990,29.05813
png,1991,25.83175
png,1992,37.56917
png,1993,42.73175
png,1994,43.13557
png,1995,40.23864
png,1996,47.62222
png,1997,45.81262
png,1998,45.5562
png,1999,43.48321
png,2000,31.21776
png,2001,55.29661
png,2002,49.58839
png,2014,57.08547
png,2015,53.56881
png,2016,50.41435
png,2017,46.13761
png,2018,43.44229
png,2019,43.77966
pol,1984,19.98774
pol,1985,23.64918
pol,1986,25.40471
pol,1987,28.83511
pol,1988,30.14619
pol,1994,27.5281
pol,1995,24.32912
pol,1996,19.38086
pol,1997,22.27016
pol,1998,22.62357
pol,1999,15.85248
pol,2000,15.64224
pol,2001,13.43763
pol,2002,14.02283
pol,2003,13.43962
pol,2004,11.44757
pol,2005,12.23947
pol,2006,13.24378
pol,2007,14.89291
pol,2008,15.26119
pol,2009,13.777
pol,2010,12.52162
pol,2011,12.39142
pol,2012,12.68812
pol,2013,12.14676
pol,2014,12.1065
pol,2015,12.14847
pol,2016,12.29206
pol,2017,12.46208
pol,2018,12.99819
pol,2019,13.31733
prt,1975,17.13689
prt,1976,17.7394
prt,1977,17.39618
prt,1978,18.30727
prt,1979,21.45191
prt,1980,19.25119
prt,1981,21.63248
prt,1982,22.41613
prt,1983,23.34412
prt,1984,23.61565
prt,1985,25.06711
prt,1986,16.7916
prt,1987,16.05279
prt,1988,19.07873
prt,1989,21.1998
prt,1990,21.3895
prt,1995,22.28065
prt,1996,23.32594
prt,1997,23.18362
prt,1998,22.77124
prt,1999,23.12774
prt,2000,24.50858
prt,2001,23.49898
prt,2002,22.23895
prt,2003,20.17287
prt,2004,20.67747
prt,2005,20.11004
prt,2006,20.79029
prt,2007,22.41765
prt,2008,22.75707
prt,2009,21.64402
prt,2010,21.25662
prt,2011,22.95854
prt,2012,21.25212
prt,2013,25.89887
prt,2014,25.2364
prt,2015,25.27932
prt,2016,24.0897
prt,2017,24.01911
prt,2018,24.14865
prt,2019,23.34461
pry,2005,9.84196
pry,2006,8.56898
pry,2007,9.6497
pry,2008,10.38688
pry,2009,13.32918
pry,2010,10.8761
pry,2011,11.51683
pry,2012,11.61429
pry,2013,11.97535
pry,2014,12.1248
pry,2015,11.65097
pry,2016,11.9306
pry,2017,13.08693
pry,2018,13.06907
pry,2019,14.3856
rou,1972,6.30229
rou,1973,6.03868
rou,1974,5.6925
rou,1975,5.92521
rou,1976,6.54827
rou,1977,0
rou,1978,0
rou,1979,0
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,0
rou,1986,0
rou,1987,0
rou,1988,0
rou,1989,0
rou,1990,18.90913
rou,1991,35.16004
rou,1992,35.55587
rou,1993,28.87625
rou,1994,29.96036
rou,1995,30.96133
rou,1996,30.08009
rou,1997,31.43481
rou,1998,22.95647
rou,1999,17.01634
rou,2000,20.34853
rou,2001,18.92434
rou,2002,17.26479
rou,2003,18.81519
rou,2004,20.05554
rou,2005,16.33932
rou,2006,18.25129
rou,2007,18.99643
rou,2008,19.96057
rou,2009,19.78611
rou,2010,17.72015
rou,2011,18.22327
rou,2012,17.24583
rou,2013,17.92344
rou,2014,18.21976
rou,2015,18.79278
rou,2016,20.26939
rou,2017,19.80852
rou,2018,15.22585
rou,2019,15.21317
rus,1998,7.31219
rus,1999,10.11635
rus,2000,11.52339
rus,2001,9.01517
rus,2002,5.08318
rus,2003,4.56182
rus,2004,4.45111
rus,2005,5.72614
rus,2006,6.62728
rus,2007,6.01868
rus,2008,4.69375
rus,2009,1.37515
rus,2010,2.16169
rus,2011,1.70058
rus,2012,1.9004
rus,2013,1.71916
rus,2014,1.8966
rus,2015,1.89971
rus,2016,-1.35086
rus,2017,2.07284
rus,2018,2.27447
rus,2019,2.61335
rwa,1990,13.97898
rwa,1991,9.06437
rwa,1992,11.35403
rwa,2014,18.99658
rwa,2015,20.9949
rwa,2016,22.42965
rwa,2017,21.70555
rwa,2018,22.92236
rwa,2019,24.73219
sau,2010,0.9617
sau,2011,0.84758
sau,2012,1.00374
sau,2013,1.06246
sau,2014,1.33876
sau,2015,2.38259
sau,2016,2.82126
sau,2017,2.02651
sau,2018,1.84749
sau,2019,1.85562
sdn,1998,17.34457
sdn,1999,14.5284
sdn,2009,4.64042
sdn,2010,5.47789
sdn,2011,4.20317
sdn,2012,6.46244
sdn,2013,4.99424
sdn,2014,5.86382
sdn,2015,5.6936
sdn,2016,5.85435
sen,2015,19.35663
sen,2016,20.53024
sen,2017,18.61746
sen,2018,19.25631
sgp,1972,24.19809
sgp,1973,27.53759
sgp,1974,34.59606
sgp,1975,36.90401
sgp,1976,34.20108
sgp,1977,33.90701
sgp,1978,31.01311
sgp,1979,28.95437
sgp,1980,32.49018
sgp,1981,35.03912
sgp,1982,36.74619
sgp,1983,32.58345
sgp,1984,30.14584
sgp,1985,26.95951
sgp,1986,20.91058
sgp,1987,19.10867
sgp,1988,20.91513
sgp,1989,24.31572
sgp,1990,25.60989
sgp,1991,26.95918
sgp,1992,28.47404
sgp,1993,25.96191
sgp,1994,26.4907
sgp,1995,25.55775
sgp,1996,23.91923
sgp,1997,23.80463
sgp,1998,24.68404
sgp,1999,24.97644
sgp,2000,29.02649
sgp,2001,31.57532
sgp,2002,30.97151
sgp,2003,29.60419
sgp,2004,27.55627
sgp,2005,30.16579
sgp,2006,31.18582
sgp,2007,28.45604
sgp,2008,34.43362
sgp,2009,35.66994
sgp,2010,33.98537
sgp,2011,34.36466
sgp,2012,34.71644
sgp,2013,33.12932
sgp,2014,33.26258
sgp,2015,32.65103
sgp,2016,32.36216
sgp,2017,33.45746
sgp,2018,33.27791
sgp,2019,30.2515
slb,2011,25.60836
slb,2012,26.06636
slb,2013,21.33145
slb,2014,20.18182
slb,2015,21.8337
slb,2016,23.10399
slb,2017,22.31844
slb,2018,22.2457
slb,2019,22.30597
slb,2020,19.18151
slv,1998,18.9003
slv,1999,21.98481
slv,2000,16.66893
slv,2001,14.13336
slv,2002,20.45386
slv,2003,21.53667
slv,2004,21.05073
slv,2005,24.03787
slv,2006,24.40622
slv,2007,24.46574
slv,2008,23.6832
slv,2009,26.70022
slv,2010,25.42274
slv,2011,24.2887
slv,2012,23.03128
slv,2013,25.84989
slv,2014,25.91751
slv,2015,25.61999
slv,2016,28.27436
slv,2017,27.14057
slv,2018,27.33156
slv,2019,28.17372
smr,1995,25.88761
smr,2002,23.29684
smr,2003,22.03943
smr,2004,19.23301
smr,2005,20.15947
smr,2006,18.6695
smr,2007,18.85435
smr,2008,18.48056
smr,2009,17.43171
smr,2010,15.60873
smr,2011,16.85448
smr,2012,14.58725
smr,2013,15.47816
smr,2014,17.16344
smr,2015,16.7301
smr,2016,15.41108
smr,2017,16.6359
smr,2018,17.1783
smr,2019,18.16345
som,2017,1.38876
som,2018,3.12572
som,2019,3.42391
srb,2007,9.83991
srb,2008,10.44863
srb,2009,9.49626
srb,2010,9.32486
srb,2011,8.7504
srb,2012,7.59579
srb,2013,13.9433
srb,2014,14.07497
srb,2015,13.59469
srb,2016,14.14595
srb,2017,15.39998
srb,2018,15.17002
srb,2019,15.21789
svk,1995,21.76802
svk,1996,19.4644
svk,1997,19.15507
svk,1998,19.36075
svk,1999,19.67267
svk,2000,16.13591
svk,2001,16.98505
svk,2002,16.48513
svk,2003,16.70661
svk,2004,15.47209
svk,2005,16.85688
svk,2006,17.91068
svk,2007,18.64045
svk,2008,19.73245
svk,2009,15.89545
svk,2010,15.97044
svk,2011,15.35657
svk,2012,15.74808
svk,2013,16.15563
svk,2014,17.07337
svk,2015,17.02591
svk,2016,18.41168
svk,2017,18.58042
svk,2018,18.58372
svk,2019,18.08839
svn,1992,11.64282
svn,1993,10.88285
svn,1994,12.29353
svn,2002,13.31226
svn,2003,13.78057
svn,2004,14.18681
svn,2005,15.60932
svn,2006,16.69371
svn,2007,15.95099
svn,2008,14.91805
svn,2009,12.21552
svn,2010,10.99403
svn,2011,10.68047
svn,2012,9.37883
svn,2013,7.93495
svn,2014,8.75869
svn,2015,9.66175
svn,2016,10.80322
svn,2017,11.1143
svn,2018,12.10342
svn,2019,12.46481
swe,1972,26.82413
swe,1973,22.7234
swe,1974,21.62982
swe,1975,21.41485
swe,1976,25.14648
swe,1977,23.54195
swe,1978,18.65503
swe,1979,18.28661
swe,1980,18.07229
swe,1981,15.93504
swe,1982,15.01906
swe,1983,14.52294
swe,1984,15.78896
swe,1985,19.35935
swe,1986,16.00297
swe,1987,17.60084
swe,1988,17.4979
swe,1989,19.45228
swe,1990,17.88373
swe,1991,12.5086
swe,1992,6.88972
swe,1993,6.02888
swe,1994,5.54459
swe,1995,13.04132
swe,1996,11.8189
swe,1997,13.45346
swe,1998,12.81616
swe,1999,14.64785
swe,2000,17.39793
swe,2001,12.98523
swe,2002,10.04777
swe,2003,10.71427
swe,2004,12.95683
swe,2005,15.59372
swe,2006,17.22711
swe,2007,17.73857
swe,2008,13.97819
swe,2009,13.03437
swe,2010,14.83936
swe,2011,14.11481
swe,2012,12.43209
swe,2013,12.89772
swe,2014,14.08494
swe,2015,15.87409
swe,2016,15.70902
swe,2017,16.22422
swe,2018,15.53777
swe,2019,15.12158
syc,1985,20.44728
syc,1986,18.84641
syc,1987,18.58852
syc,1988,12.42574
syc,1989,14.67584
syc,1993,10.76853
syc,1994,10.96639
syc,1995,11.73617
syc,1996,10.17291
syc,1997,10.16362
syc,1998,12.12946
syc,1999,14.75041
syc,2000,17.3201
syc,2005,13.23892
syc,2006,12.71947
syc,2007,16.5616
syc,2008,15.8245
syc,2009,21.1297
syc,2010,26.36459
syc,2011,31.46396
syc,2012,27.87776
syc,2013,29.92284
syc,2014,30.07255
syc,2015,28.84311
syc,2016,29.44459
syc,2017,31.35671
syc,2018,33.63511
tgo,2004,25.72808
tgo,2005,18.91929
tgo,2006,18.17997
tgo,2007,19.03677
tgo,2008,17.06379
tgo,2009,16.69768
tgo,2010,10.01271
tgo,2011,10.31329
tgo,2012,10.41536
tgo,2013,12.06961
tgo,2014,11.88716
tgo,2015,17.42729
tgo,2016,12.57691
tgo,2017,14.12164
tgo,2018,14.22717
tgo,2019,15.97132
tha,1972,11.53951
tha,1973,12.00045
tha,1974,12.51323
tha,1975,15.69727
tha,1976,16.041
tha,1977,15.64392
tha,1978,18.07181
tha,1979,17.88216
tha,1980,17.38866
tha,1981,18.3604
tha,1982,20.20858
tha,1983,18.27126
tha,1984,19.75658
tha,1985,20.22178
tha,1986,20.05703
tha,1987,17.52544
tha,1988,19.37636
tha,1989,20.1695
tha,1990,23.76945
tha,1991,25.50174
tha,1992,27.29586
tha,1993,27.76431
tha,1994,29.71007
tha,1995,30.87781
tha,1996,31.69673
tha,1997,31.6335
tha,1998,28.37592
tha,1999,28.76205
tha,2000,29.84501
tha,2001,28.16606
tha,2002,29.79037
tha,2003,28.69292
tha,2004,31.98621
tha,2005,32.81476
tha,2006,36.58183
tha,2007,37.05469
tha,2008,38.97091
tha,2009,37.83887
tha,2010,33.22232
tha,2011,38.01975
tha,2012,36.8621
tha,2013,35.40794
tha,2014,33.77271
tha,2015,31.68891
tha,2016,30.8959
tha,2017,30.15659
tha,2018,30.49668
tha,2019,31.68378
tjk,1998,5.94928
tjk,1999,6.7056
tjk,2000,3.10933
tjk,2001,2.71665
tjk,2003,2.20974
tjk,2004,3.11391
tls,2010,34.80646
tls,2011,34.82052
tls,2012,39.11533
tls,2013,33.00807
tls,2014,34.33314
tls,2015,28.89909
tls,2016,17.01451
tls,2017,23.8722
tls,2018,24.39195
tls,2019,24.79662
tto,2001,35.63099
tto,2002,26.69516
tto,2003,41.07386
tto,2004,41.91528
tto,2005,51.64023
tto,2006,60.30468
tto,2007,57.29965
tto,2008,62.79384
tto,2009,47.47728
tto,2010,49.59735
tto,2011,64.29018
tto,2012,53.00396
tto,2013,48.64383
tto,2014,48.48389
tto,2015,36.64326
tto,2016,22.48428
tto,2017,22.48428
tto,2018,28.49909
tun,1972,14.93333
tun,1973,15.0545
tun,1974,13.82637
tun,1975,14.72745
tun,1976,15.47106
tun,1977,13.79638
tun,1978,14.82141
tun,1979,13.20139
tun,1980,14.34763
tun,1981,15.22538
tun,1982,14.66079
tun,1983,13.53728
tun,1984,12.16127
tun,1985,14.26427
tun,1986,15.58874
tun,1987,13.28546
tun,1988,11.81653
tun,1989,12.31105
tun,1990,12.2748
tun,1991,14.30684
tun,1992,13.72669
tun,1993,15.53819
tun,1994,14.62248
tun,1995,15.63698
tun,1996,15.62192
tun,1997,18.20165
tun,1998,19.08571
tun,1999,19.08894
tun,2000,20.40091
tun,2001,21.39488
tun,2002,22.34105
tun,2003,22.78737
tun,2004,23.00585
tun,2005,26.18961
tun,2006,25.6058
tun,2007,27.41332
tun,2008,27.9496
tun,2009,27.33482
tun,2010,27.41757
tun,2011,27.84275
tun,2012,26.69232
tur,1972,30.80169
tur,1973,36.25632
tur,1974,41.06145
tur,1975,39.98162
tur,1976,41.26653
tur,1977,46.92349
tur,1978,47.83802
tur,1979,46.94987
tur,1980,49.05321
tur,1981,51.67302
tur,1983,48.17258
tur,1984,49.44873
tur,1985,37.98984
tur,1986,43.51216
tur,1987,42.595
tur,1988,39.54671
tur,1989,43.16744
tur,1990,42.02841
tur,1991,41.0187
tur,1992,39.56405
tur,1993,35.39536
tur,1994,33.05464
tur,1995,31.14332
tur,1996,31.9427
tur,1997,35.89576
tur,1998,40.17724
tur,2008,17.68034
tur,2009,17.70519
tur,2010,17.2744
tur,2011,17.57112
tur,2012,17.60874
tur,2013,16.34942
tur,2014,17.55602
tur,2015,16.89866
tur,2016,17.43842
tur,2017,18.09849
tur,2018,19.21449
tur,2019,18.53593
tur,2020,18.12148
tza,2009,18.53437
tza,2010,18.53437
tza,2011,20.61691
tza,2012,24.27757
tza,2013,25.82244
tza,2014,31.942
tza,2015,27.18697
tza,2016,32.5031
tza,2017,27.51654
tza,2018,26.32352
uga,2015,29.69522
uga,2016,30.03661
uga,2017,30.20751
uga,2018,29.81274
uga,2019,28.606
ukr,1999,10.94158
ukr,2000,12.3402
ukr,2001,11.07488
ukr,2002,11.78659
ukr,2003,15.86633
ukr,2004,15.42472
ukr,2005,15.39199
ukr,2006,13.013
ukr,2007,13.48718
ukr,2008,13.65781
ukr,2009,10.04509
ukr,2010,10.55592
ukr,2011,12.81392
ukr,2012,11.80772
ukr,2013,11.6198
ukr,2014,8.50997
ukr,2015,11.14907
ukr,2016,15.16648
ukr,2017,14.50349
ukr,2018,16.35945
ukr,2019,16.99131
ury,1972,4.69314
ury,1973,7.09091
ury,1974,7.92079
ury,1975,7.07204
ury,1976,6.91261
ury,1977,8.22616
ury,1978,8.11241
ury,1979,8.41183
ury,1980,10.87126
ury,1981,7.31632
ury,1982,5.81404
ury,1983,8.33562
ury,1984,6.49921
ury,1985,7.90306
ury,1986,8.23495
ury,1987,7.78668
ury,1988,8.47319
ury,1989,7.20486
ury,1990,6.74894
ury,1991,5.86291
ury,1992,6.88726
ury,1993,7.21568
ury,1994,6.86814
ury,1995,9.50197
ury,1996,13.22809
ury,1997,11.97503
ury,1998,12.63123
ury,1999,15.15914
ury,2000,14.95686
ury,2001,7.67863
ury,2002,7.23706
ury,2003,6.3994
ury,2004,9.5941
ury,2005,10.69238
ury,2006,11.18885
ury,2007,12.82709
ury,2008,19.97146
ury,2009,17.87911
ury,2010,18.04122
ury,2011,17.35615
ury,2012,17.64899
ury,2013,18.65934
