geo,time,gc_tax_ypkg_rv_zs
bhr,1989,3.78857
bhr,1990,5.01111
bhr,1991,5.04533
bhr,1992,4.52101
bhr,1993,4.43813
bhr,1994,5.62695
bhr,1995,4.14001
bhr,1996,4.92114
bhr,1997,4.69118
bhr,1998,6.20827
bhr,1999,4.63097
bhr,2000,3.1446
bhr,2001,4.41176
bhr,2002,3.97777
bhr,2003,3.57268
bhr,2004,4.09186
bhs,1990,0
bhs,1991,0
bhs,1992,0
bhs,1993,0
bhs,1994,0
bhs,1995,0
bhs,1996,0
bhs,1997,0
bhs,1998,0
bhs,1999,0
bhs,2000,0
bhs,2001,0
bhs,2002,0
bhs,2003,0
bhs,2004,0
bhs,2005,0
bhs,2006,0
bhs,2007,0
bhs,2008,0
bhs,2009,0
bhs,2010,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bhs,2017,0
bhs,2018,0
bhs,2019,0
bih,2005,2.00258
bih,2006,2.19424
bih,2007,3.30389
bih,2008,2.65994
bih,2009,5.27113
bih,2010,6.39671
bih,2011,6.61659
bih,2012,6.71773
bih,2013,6.86177
bih,2014,6.48601
bih,2015,6.79876
bih,2016,7.47328
bih,2017,8.22684
bih,2018,8.43885
bih,2019,8.23351
blr,1992,11.52542
blr,1993,12.57677
blr,1994,20.84049
blr,1995,16.27786
blr,1996,7.72242
blr,1997,9.62489
blr,1998,10.34241
blr,1999,10.72152
blr,2000,10.9555
blr,2001,9.5827
blr,2002,6.56814
blr,2003,6.39878
blr,2004,7.32805
blr,2005,7.9919
blr,2006,6.34129
blr,2007,6.14509
blr,2008,7.01031
blr,2009,5.94693
blr,2010,6.83931
blr,2011,3.26999
blr,2012,3.45327
blr,2013,2.7237
blr,2014,2.82907
blr,2015,2.92078
blr,2016,2.40109
blr,2017,2.9331
blr,2018,3.1081
blr,2019,2.95238
blz,1990,18.51787
blz,1991,20.32251
blz,1992,23.817
blz,1993,23.83154
blz,1994,21.13341
blz,1995,17.38148
blz,1996,17.90767
blz,1997,18.80672
blz,1998,19.97949
blz,1999,18.3844
blz,2000,21.04613
blz,2001,20.22992
blz,2002,18.97058
blz,2003,19.89072
blz,2004,21.22315
blz,2005,23.46776
blz,2006,22.26563
blz,2007,24.62723
blz,2008,26.13823
blz,2009,30.17129
blz,2010,31.00719
blz,2011,28.80039
blz,2012,28.92174
blz,2013,26.21095
blz,2014,27.51857
blz,2015,25.71943
blz,2016,24.95494
blz,2017,24.37052
bol,1985,2.66667
bol,1986,1.43111
bol,1987,2.575
bol,1988,4.52555
bol,1989,5.36809
bol,1990,4.54166
bol,1991,4.61656
bol,1992,4.58325
bol,1993,3.956
bol,1994,2.57113
bol,1995,2.27751
bol,1996,5.52725
bol,1997,6.64655
bol,1998,6.87881
bol,1999,7.40382
bol,2000,7.09029
bol,2001,6.07072
bol,2002,6.72223
bol,2003,6.32574
bol,2004,7.01384
bol,2005,8.71594
bol,2006,6.5779
bol,2007,9.64107
bra,2010,22.93177
bra,2011,24.64591
bra,2012,22.73857
bra,2013,23.61054
bra,2014,24.15176
bra,2015,22.86372
bra,2016,24.35552
bra,2017,25.01489
bra,2018,24.50141
bra,2019,24.93292
brb,2003,33.0912
brb,2004,30.1141
brb,2005,33.75857
brb,2006,36.78285
brb,2007,36.95669
brb,2008,34.21854
brb,2009,32.26153
brb,2010,31.64215
brb,2011,29.72253
brb,2012,30.74866
brb,2013,27.63192
brb,2014,28.90901
brb,2015,29.66104
brb,2016,29.98273
btn,1982,3.81833
btn,1984,4.20852
btn,1985,4.01532
btn,1986,5.15279
btn,1988,4.07607
btn,1989,4.73527
btn,1990,5.02896
btn,1991,4.21028
btn,1992,4.34347
btn,1993,5.37959
btn,1994,5.47587
btn,1995,7.39255
btn,1996,9.66147
btn,1997,10.71942
btn,1998,13.68176
btn,1999,10.60996
btn,2000,13.56796
btn,2001,13.84076
btn,2002,14.84339
btn,2003,18.14147
btn,2004,13.68602
btn,2005,14.65483
btn,2006,13.62527
btn,2007,13.11351
btn,2008,13.93416
btn,2009,15.91264
btn,2010,22.7683
btn,2011,25.21451
btn,2012,22.99671
btn,2013,25.52113
btn,2014,24.98222
btn,2015,27.31644
btn,2016,24.6763
btn,2017,24.32412
btn,2018,22.73652
bwa,1990,37.59396
bwa,1991,29.56921
bwa,1992,28.41469
bwa,1993,26.84713
bwa,1994,31.34091
bwa,1995,20.86372
bwa,1996,16.87571
bwa,2006,25.1239
bwa,2007,22.22607
bwa,2008,26.55745
bwa,2009,26.47147
bwa,2010,29.40485
bwa,2011,29.30878
bwa,2012,24.01222
bwa,2013,27.94649
bwa,2014,28.44074
bwa,2015,28.43869
bwa,2016,29.27692
bwa,2017,24.45951
bwa,2018,28.22524
bwa,2019,28.28502
caf,2004,13.55194
caf,2008,9.03605
caf,2009,9.99315
caf,2010,8.63639
caf,2011,14.09784
caf,2012,6.90222
caf,2014,1.72696
caf,2015,7.25963
caf,2016,5.27499
caf,2017,8.57946
caf,2018,5.1649
can,1990,51.73286
can,1991,49.10851
can,1992,48.28145
can,1993,47.91593
can,1994,47.98655
can,1995,48.82156
can,1996,51.0883
can,1997,51.82582
can,1998,52.55682
can,1999,53.73077
can,2000,54.44071
can,2001,52.8881
can,2002,50.25606
can,2003,50.34811
can,2004,52.51428
can,2005,53.11425
can,2006,54.45307
can,2007,54.83316
can,2008,55.16834
can,2009,53.50267
can,2010,52.77042
can,2011,53.8084
can,2012,53.0429
can,2013,53.13947
can,2014,54.07004
can,2015,54.01114
can,2016,54.36307
can,2017,54.45904
can,2018,55.23347
can,2019,55.77887
che,1972,13.54306
che,1973,11.60122
che,1974,13.8177
che,1975,13.13073
che,1976,16.99463
che,1977,14.39949
che,1978,14.49919
che,1979,12.60004
che,1980,13.53305
che,1981,13.80988
che,1982,15.09871
che,1983,13.82703
che,1984,14.89422
che,1990,19.92723
che,1991,19.45213
che,1992,20.88102
che,1993,16.04815
che,1994,19.27072
che,1995,15.17024
che,1996,17.49583
che,1997,16.94945
che,1998,19.72466
che,1999,15.89315
che,2000,19.55922
che,2001,15.60751
che,2002,16.52622
che,2003,16.65966
che,2004,16.93488
che,2005,18.09284
che,2006,19.23046
che,2007,19.82197
che,2008,22.67114
che,2009,21.46158
che,2010,21.28063
che,2011,20.78099
che,2012,20.53029
che,2013,20.96815
che,2014,20.68241
che,2015,22.5755
che,2016,22.53678
che,2017,24.59382
che,2018,24.51157
che,2019,25.73396
chl,1972,14.28571
chl,1973,15.625
chl,1974,18.28794
chl,1975,17.26094
chl,1976,12.13115
chl,1977,11.69079
chl,1978,11.51028
chl,1979,14.08707
chl,1980,16.91802
chl,1981,16.28399
chl,1982,19.16916
chl,1983,14.27373
chl,1984,11.33043
chl,1985,11.35675
chl,1986,11.70912
chl,1987,10.38859
chl,1988,12.47429
chl,1989,12.71776
chl,1990,12.4956
chl,1991,18.46576
chl,1992,18.20004
chl,1993,18.26524
chl,1994,18.33835
chl,1995,17.41392
chl,1996,18.55013
chl,1997,17.75692
chl,1998,18.57111
chl,1999,16.97408
chl,2000,21.77723
chl,2001,20.75753
chl,2002,22.62778
chl,2003,23.46953
chl,2004,26.75049
chl,2005,32.838
chl,2006,40.86536
chl,2007,39.99405
chl,2008,29.12204
chl,2009,28.08641
chl,2010,27.22312
chl,2011,27.17411
chl,2012,30.36063
chl,2013,28.67883
chl,2014,28.8902
chl,2015,29.82996
chl,2016,33.85449
chl,2017,36.55148
chl,2018,36.67938
chl,2019,37.95115
chn,2005,23.80263
chn,2006,24.57076
chn,2007,16.4102
chn,2008,25.41333
chn,2009,24.56365
chn,2010,23.11341
chn,2011,24.90311
chn,2012,25.96271
chn,2013,28.26511
chn,2014,19.88172
chn,2015,20.64052
chn,2016,21.23232
chn,2017,19.10207
chn,2018,20.10805
civ,1995,15.21567
civ,2001,11.1372
civ,2002,10.136
civ,2003,19.11947
civ,2004,17.77683
civ,2005,22.46757
civ,2006,25.47906
civ,2007,24.95635
civ,2008,24.42895
civ,2009,19.68622
civ,2010,20.17281
civ,2011,22.67351
civ,2012,21.3909
civ,2013,22.85736
civ,2014,22.05589
civ,2015,21.00366
civ,2016,22.18302
civ,2017,23.15214
civ,2018,25.31968
civ,2019,11.7753
cmr,1990,18.94475
cmr,1991,17.26195
cmr,1992,18.24928
cmr,1993,19.89334
cmr,1994,23.86193
cmr,1995,16.98848
cmr,1998,18.98273
cmr,1999,20.74793
cmr,2012,24.11634
cmr,2013,24.61276
cmr,2014,24.93204
cmr,2015,27.59553
cmr,2016,24.04077
cmr,2017,20.38928
cmr,2018,21.15368
cog,2001,0
cog,2002,0
cog,2003,4.12388
cog,2004,6.72762
cog,2005,4.93929
cog,2006,3.96804
cog,2007,5.32224
cog,2008,4.30141
cog,2009,9.80809
cog,2010,4.8439
cog,2011,7.58709
cog,2012,8.37716
cog,2013,9.34095
cog,2014,11.66566
cog,2015,25.46188
cog,2016,27.28692
cog,2017,28.15171
cog,2018,12.59895
col,1998,23.91251
col,1999,23.48895
col,2000,23.22779
col,2003,20.71391
col,2008,18.41248
col,2009,21.09131
col,2010,16.98152
col,2011,15.72831
col,2012,19.73048
col,2013,16.20328
col,2014,24.26931
col,2015,24.96492
col,2016,23.67753
col,2017,27.05086
col,2018,25.85961
col,2019,22.5075
cpv,2005,18.3392
cpv,2006,18.74692
cpv,2007,19.14034
cpv,2008,18.49705
cpv,2009,18.16673
cpv,2010,16.77702
cpv,2011,19.84548
cpv,2012,18.84065
cpv,2013,18.83121
cpv,2014,18.97187
cpv,2015,18.89798
cpv,2016,17.21042
cpv,2017,19.47985
cri,1972,17.46032
cri,1973,18.51852
cri,1974,15.91837
cri,1975,14.52145
cri,1976,16.16438
cri,1977,17.08428
cri,1978,15.82609
cri,1979,14.87342
cri,1980,13.68564
cri,1981,14.62218
cri,1982,17.32237
cri,1983,16.8979
cri,1984,13.22155
cri,1985,12.65545
cri,1986,10.85044
cri,1987,9.43208
cri,1988,9.16553
cri,1989,9.22545
cri,1990,9.79287
cri,1991,8.94659
cri,1992,8.44508
cri,1993,9.69448
cri,1994,10.66863
cri,1995,11.0365
cri,1996,10.72684
cri,1997,10.80614
cri,1998,11.97696
cri,1999,14.60857
cri,2000,12.9222
cri,2001,13.5536
cri,2002,13.54655
cri,2003,14.75877
cri,2004,14.72925
cri,2005,14.78142
cri,2006,14.32852
cri,2007,15.83439
cri,2008,17.37639
cri,2009,16.57721
cri,2010,16.49747
cri,2011,15.53576
cri,2012,15.0713
cri,2013,15.62213
cri,2014,15.6306
cri,2015,15.51298
cri,2016,15.75384
cri,2017,17.42223
cri,2018,16.49356
cri,2019,17.15477
cyp,1972,13.79179
cyp,1973,15.42033
cyp,1974,14.64332
cyp,1975,18.40766
cyp,1976,17.29352
cyp,1977,13.31522
cyp,1978,15.31198
cyp,1979,17.17675
cyp,1980,20.98716
cyp,1981,18.74815
cyp,1982,17.45113
cyp,1983,19.50391
cyp,1984,19.99012
cyp,1985,20.78695
cyp,1986,19.24953
cyp,1987,20.28919
cyp,1988,19.63006
cyp,1989,20.57316
cyp,1990,21.76674
cyp,1991,18.99306
cyp,1992,18.31189
cyp,1993,18.14486
cyp,1994,19.5051
cyp,1995,25.31897
cyp,1996,24.7191
cyp,1997,25.51353
cyp,1998,27.12194
cyp,1999,30.52747
cyp,2000,29.47074
cyp,2001,28.92193
cyp,2002,29.09669
cyp,2003,22.7364
cyp,2004,18.46249
cyp,2005,20.2276
cyp,2006,23.89417
cyp,2007,28.77291
cyp,2008,27.85845
cyp,2009,25.69958
cyp,2010,24.77643
cyp,2011,27.19618
cyp,2012,26.49427
cyp,2013,26.1794
cyp,2014,23.6979
cyp,2015,23.2098
cyp,2016,23.55513
cyp,2017,24.30175
cyp,2018,23.93794
cyp,2019,22.9795
cze,1993,18.80864
cze,1994,16.31558
cze,1995,14.91357
cze,1996,12.91441
cze,1997,13.97678
cze,1998,13.37274
cze,1999,13.03602
cze,2000,12.7968
cze,2001,18.35094
cze,2002,18.72735
cze,2003,17.67169
cze,2004,18.89786
cze,2005,18.20657
cze,2006,18.24126
cze,2007,18.30995
cze,2008,16.9173
cze,2009,15.53502
cze,2010,14.76884
cze,2011,14.75501
cze,2012,14.68138
cze,2013,14.58569
cze,2014,15.36285
cze,2015,14.90199
cze,2016,15.65298
cze,2017,16.14359
cze,2018,16.6107
cze,2019,16.53556
deu,1972,19.70512
deu,1973,20.44498
deu,1974,21.0401
deu,1975,19.39265
deu,1976,19.66383
deu,1977,20.96152
deu,1978,20.35755
deu,1979,20.15518
deu,1980,18.57455
deu,1981,17.516
deu,1982,17.00144
deu,1983,16.85063
deu,1984,16.54269
deu,1985,17.35325
deu,1986,17.37196
deu,1987,17.36366
deu,1988,17.63757
deu,1989,18.07782
deu,1990,16.29071
deu,1991,16.6128
deu,1992,16.3938
deu,1993,15.12133
deu,1994,14.39617
deu,1995,15.92765
deu,1996,15.6653
deu,1997,15.45488
deu,1998,15.84459
deu,1999,16.4098
deu,2000,17.10897
deu,2001,15.19814
deu,2002,14.76358
deu,2003,14.40137
deu,2004,14.41475
deu,2005,14.75466
deu,2006,15.8588
deu,2007,16.73608
deu,2008,17.06068
deu,2009,15.4557
deu,2010,14.95953
deu,2011,15.39368
deu,2012,16.09641
deu,2013,16.45426
deu,2014,16.48348
deu,2015,16.79496
deu,2016,17.34176
deu,2017,17.70329
deu,2018,17.96169
deu,2019,17.82709
dnk,1972,39.76068
dnk,1973,43.58192
dnk,1974,47.09144
dnk,1975,42.40336
dnk,1976,39.67416
dnk,1977,37.78939
dnk,1978,36.89375
dnk,1979,35.15825
dnk,1980,35.20347
dnk,1981,35.03957
dnk,1982,34.93054
dnk,1983,32.9202
dnk,1984,34.7806
dnk,1985,36.42444
dnk,1986,36.97452
dnk,1987,36.97666
dnk,1988,38.13838
dnk,1989,38.3548
dnk,1990,36.38275
dnk,1991,37.47168
dnk,1992,37.15336
dnk,1993,37.63016
dnk,1994,38.74554
dnk,1995,40.88983
dnk,1996,39.92407
dnk,1997,40.05958
dnk,1998,37.96215
dnk,1999,37.75658
dnk,2000,38.29799
dnk,2001,35.16121
dnk,2002,35.02679
dnk,2003,35.70571
dnk,2004,36.56816
dnk,2005,38.79963
dnk,2006,37.21202
dnk,2007,41.95585
dnk,2008,41.53513
dnk,2009,42.03345
dnk,2010,41.25996
dnk,2011,40.34903
dnk,2012,41.86684
dnk,2013,43.23873
dnk,2014,48.04958
dnk,2015,45.28389
dnk,2016,44.66995
dnk,2017,45.15425
dnk,2018,42.84309
dnk,2019,47.03722
dom,1972,17.94945
dom,1973,18.65285
dom,1974,19.87578
dom,1975,18.55911
dom,1976,20
dom,1977,16.13288
dom,1978,16.38693
dom,1979,17.96694
dom,1980,19.25151
dom,1981,18.92084
dom,1982,21.70779
dom,1983,19.781
dom,1984,19.14455
dom,1985,19.02323
dom,1986,16.63875
dom,1987,15.92124
dom,1988,17.21549
dom,1989,20.6578
dom,1990,21.25448
dom,1991,21.22781
dom,1992,14.67384
dom,1993,14.58275
dom,1994,14.11062
dom,1995,15.56969
dom,1996,16.39178
dom,1997,16.47164
dom,1998,16.424
dom,1999,17.94551
dom,2000,17.905
dom,2001,22.51936
dom,2002,21.24354
dom,2003,24.20397
dom,2004,18.33439
dom,2005,17.95684
dom,2006,19.83916
dom,2007,22.40837
dom,2008,22.44945
dom,2009,21.7895
dom,2010,18.73595
dom,2011,20.49129
dom,2012,26.08668
dom,2013,27.15874
dom,2014,28.23017
dom,2015,20.97073
dom,2016,25.2588
dom,2017,26.49791
dom,2018,26.11362
dom,2019,27.15193
egy,1975,6.35347
egy,1976,8.20957
egy,1977,8.3914
egy,1978,13.55214
egy,1979,14.34793
egy,1981,18.76346
egy,1982,17.60641
egy,1983,18.15382
egy,1984,13.6725
egy,1985,14.93394
egy,1986,15.99185
egy,1987,14.21338
egy,1988,14.26589
egy,1989,15.19152
egy,1990,18.05845
egy,1991,17.85326
egy,1992,20.48816
egy,1993,19.38703
egy,1994,17.80982
egy,1995,16.62602
egy,1996,20.24488
egy,1997,20.6813
egy,2002,20.42169
egy,2003,19.11531
egy,2004,22.00657
egy,2005,23.75136
egy,2006,27.43619
egy,2007,28.46272
egy,2008,26.94871
egy,2009,27.81362
egy,2010,25.2551
egy,2011,29.66572
egy,2012,26.15482
egy,2013,29.17522
egy,2014,23.28904
egy,2015,24.11275
esp,1972,15.8426
esp,1973,16.39875
esp,1974,17.35529
esp,1975,18.14356
esp,1976,20.09752
esp,1977,18.84734
esp,1978,20.85527
esp,1979,21.91406
esp,1980,23.11587
esp,1981,22.92604
esp,1982,19.30274
esp,1983,21.74254
esp,1984,22.55196
esp,1985,24.32747
esp,1986,22.37398
esp,1987,27.94152
esp,1988,28.03123
esp,1989,31.80715
esp,1990,31.66012
esp,1991,31.75989
esp,1992,31.16503
esp,1993,29.98682
esp,1994,29.30219
esp,2017,19.75111
esp,2018,20.6813
esp,2019,19.35732
est,1991,25.98357
est,1992,16.48676
est,1993,15.8682
est,1994,21.1241
est,1995,26.85079
est,1996,24.76725
est,1997,24.50708
est,1998,27.83206
est,1999,27.4263
est,2000,22.14588
est,2001,21.40954
est,2002,21.76475
est,2003,22.9963
est,2004,22.69046
est,2005,20.94746
est,2006,20.29191
est,2007,21.00211
est,2008,22.07894
est,2009,18.01096
est,2010,17.40051
est,2011,17.51183
est,2012,18.2127
est,2013,19.95838
est,2014,20.45853
est,2015,20.83738
est,2016,20.33389
est,2017,19.86674
est,2018,20.46955
est,2019,19.82735
eth,1990,28.17834
eth,1991,28.76712
eth,1992,28.61727
eth,1993,20.30326
eth,1994,19.40257
eth,1995,19.4182
eth,1996,22.06008
eth,1997,20.15091
eth,1998,21.21136
eth,1999,21.4416
eth,2001,14.37585
eth,2002,19.39011
eth,2003,14.30686
eth,2004,9.40224
eth,2005,9.87301
eth,2006,15.13941
eth,2007,15.6175
eth,2008,10.32566
eth,2009,10.87709
eth,2010,13.83506
eth,2011,16.0272
eth,2012,20.02875
eth,2013,17.51778
eth,2014,20.14074
eth,2015,21.40228
eth,2016,20.35751
eth,2017,21.98356
eth,2018,21.6341
eth,2019,22.62233
fin,1972,29.44373
fin,1973,30.9021
fin,1974,33.41073
fin,1975,32.71777
fin,1976,35.41199
fin,1977,32.07909
fin,1978,27.0929
fin,1979,25.50232
fin,1980,28.01641
fin,1981,30.00992
fin,1982,28.52041
fin,1983,28.74266
fin,1984,30.33392
fin,1985,30.94161
fin,1986,31.86485
fin,1987,28.29633
fin,1988,30.35788
fin,1989,29.46833
fin,1990,30.66659
fin,1991,30.33516
fin,1992,30.97323
fin,1993,23.99415
fin,1994,27.13135
fin,1995,16.03888
fin,1996,18.82289
fin,1997,19.60552
fin,1998,20.8193
fin,1999,20.72663
fin,2000,25.29641
fin,2001,22.1163
fin,2002,22.50788
fin,2003,20.81659
fin,2004,20.76811
fin,2005,20.58524
fin,2006,19.89617
fin,2007,20.82847
fin,2008,19.7562
fin,2009,15.06189
fin,2010,14.53657
fin,2011,15.49748
fin,2012,14.72185
fin,2013,14.73126
fin,2014,15.06341
fin,2015,15.17658
fin,2016,15.3206
fin,2017,15.93208
fin,2018,15.951
fin,2019,15.90655
fji,1990,36.57107
fji,1991,40.89288
fji,1992,33.45809
fji,1993,29.65474
fji,1994,27.2781
fji,1995,31.76215
fji,1996,32.05106
fji,2004,28.45272
fji,2005,28.81691
fji,2006,32.48738
fji,2010,28.71071
fji,2011,27.55479
fji,2012,27.34361
fji,2013,22.26183
fji,2014,21.65173
fji,2015,22.51618
fji,2016,27.08082
fji,2017,27.85467
fji,2018,24.58739
fji,2019,23.77447
fra,1972,16.68664
fra,1973,16.43872
fra,1974,19.30055
fra,1975,16.63439
fra,1976,17.99936
fra,1977,18.48355
fra,1978,17.38527
fra,1979,16.94088
fra,1980,17.53091
fra,1981,17.79918
fra,1982,17.74064
fra,1983,17.67906
fra,1984,17.56757
fra,1985,16.86875
fra,1986,17.53534
fra,1987,17.75582
fra,1988,17.07488
fra,1989,17.18166
fra,1990,17.12475
fra,1991,17.79339
fra,1992,16.85968
fra,1993,17.07342
fra,1994,17.44221
fra,1995,16.15145
fra,1996,16.88454
fra,1997,18.22281
fra,1998,23.29304
fra,1999,24.24431
fra,2000,25.30157
fra,2001,25.78494
