geo,time,en_atm_pm25_mc_m3
cze,2016,16.10058
cze,2017,16.07125
deu,1990,17.01652
deu,1995,15.62537
deu,2000,14.90393
deu,2005,14.53521
deu,2010,15.18949
deu,2011,14.66423
deu,2012,13.57764
deu,2013,13.19192
deu,2014,12.75122
deu,2015,12.8261
deu,2016,11.93781
deu,2017,12.02877
dji,1990,40.87717
dji,1995,41.22401
dji,2000,40.98011
dji,2005,39.17294
dji,2010,38.24087
dji,2011,40.44184
dji,2012,39.94282
dji,2013,40.10377
dji,2014,41.25973
dji,2015,45.95081
dji,2016,45.86888
dji,2017,45.54962
dma,1990,23.34143
dma,1995,22.86565
dma,2000,22.95542
dma,2005,23.56284
dma,2010,23.74075
dma,2011,24.27612
dma,2012,22.2158
dma,2013,22.15107
dma,2014,21.01031
dma,2015,20.68879
dma,2016,19.98815
dma,2017,19.49315
dnk,1990,13.25493
dnk,1995,12.66755
dnk,2000,12.41694
dnk,2005,12.07843
dnk,2010,11.92915
dnk,2011,12.66233
dnk,2012,11.11553
dnk,2013,10.82028
dnk,2014,11.0667
dnk,2015,10.65729
dnk,2016,10.09597
dnk,2017,10.02965
dom,1990,15.44407
dom,1995,15.73914
dom,2000,16.45315
dom,2005,16.58545
dom,2010,16.87447
dom,2011,17.29978
dom,2012,16.15284
dom,2013,15.39695
dom,2014,14.18807
dom,2015,14.85822
dom,2016,13.69023
dom,2017,13.72632
dza,1990,36.93026
dza,1995,36.45658
dza,2000,37.53605
dza,2005,35.85883
dza,2010,33.63582
dza,2011,33.83405
dza,2012,33.36683
dza,2013,34.24533
dza,2014,35.56392
dza,2015,36.08916
dza,2016,39.85327
dza,2017,38.88401
ecu,1990,18.42443
ecu,1995,18.48501
ecu,2000,18.70027
ecu,2005,19.91467
ecu,2010,19.97919
ecu,2011,19.32199
ecu,2012,19.55771
ecu,2013,18.11861
ecu,2014,16.23419
ecu,2015,15.69971
ecu,2016,14.98158
ecu,2017,14.8861
egy,1990,75.47527
egy,1995,72.33836
egy,2000,73.26432
egy,2005,74.03844
egy,2010,77.44662
egy,2011,70.78636
egy,2012,72.79057
egy,2013,76.21365
egy,2014,76.5596
egy,2015,88.21339
egy,2016,88.1485
egy,2017,86.99945
eri,1990,46.92133
eri,1995,46.34364
eri,2000,46.37293
eri,2005,47.11026
eri,2010,45.22714
eri,2011,45.25745
eri,2012,46.13385
eri,2013,47.62782
eri,2014,44.37495
eri,2015,49.82891
eri,2016,48.67094
eri,2017,48.0302
esp,1990,12.21132
esp,1995,11.9454
esp,2000,11.77421
esp,2005,11.56903
esp,2010,11.34933
esp,2011,12.038
esp,2012,11.14962
esp,2013,10.74258
esp,2014,10.07459
esp,2015,10.4491
esp,2016,9.70414
esp,2017,9.69793
est,1990,9.05193
est,1995,8.57805
est,2000,8.22739
est,2005,8.45724
est,2010,8.51985
est,2011,8.44256
est,2012,7.8107
est,2013,7.48281
est,2014,7.70555
est,2015,7.00373
est,2016,6.82145
est,2017,6.73212
eth,1990,35.80075
eth,1995,35.8358
eth,2000,35.53397
eth,2005,34.35101
eth,2010,35.63415
eth,2011,36.31794
eth,2012,35.97384
eth,2013,35.88421
eth,2014,35.0436
eth,2015,38.8586
eth,2016,39.24504
eth,2017,38.97874
fin,1990,7.41272
fin,1995,7.23285
fin,2000,7.09388
fin,2005,7.14245
fin,2010,7.19033
fin,2011,7.2837
fin,2012,6.60113
fin,2013,6.27869
fin,2014,6.46864
fin,2015,6.06383
fin,2016,5.89376
fin,2017,5.86133
fji,1990,13.06679
fji,1995,12.95578
fji,2000,13.13845
fji,2005,12.9025
fji,2010,13.53381
fji,2011,13.83646
fji,2012,12.85205
fji,2013,12.14462
fji,2014,11.92289
fji,2015,11.64195
fji,2016,11.05934
fji,2017,10.84016
fra,1990,15.84967
fra,1995,15.2735
fra,2000,14.72302
fra,2005,14.70451
fra,2010,14.84562
fra,2011,14.87802
fra,2012,13.83475
fra,2013,13.59431
fra,2014,12.2897
fra,2015,12.74571
fra,2016,11.85518
fra,2017,11.81496
fsm,1990,14.01098
fsm,1995,14.07006
fsm,2000,14.12448
fsm,2005,14.0063
fsm,2010,13.74925
fsm,2011,13.73165
fsm,2012,12.97444
fsm,2013,12.74252
fsm,2014,11.86687
fsm,2015,11.72598
fsm,2016,11.13451
fsm,2017,11.2834
gab,1990,42.91521
gab,1995,42.84732
gab,2000,42.58917
gab,2005,39.97835
gab,2010,40.27758
gab,2011,41.13028
gab,2012,40.81409
gab,2013,40.72566
gab,2014,41.31957
gab,2015,44.0959
gab,2016,43.72065
gab,2017,44.38555
gbr,1990,13.50819
gbr,1995,13.00544
gbr,2000,12.61823
gbr,2005,12.5379
gbr,2010,12.29911
gbr,2011,12.848
gbr,2012,11.81449
gbr,2013,11.6189
gbr,2014,10.80056
gbr,2015,10.75487
gbr,2016,10.50467
gbr,2017,10.47269
geo,1990,26.52649
geo,1995,25.27307
geo,2000,25.2738
geo,2005,25.62728
geo,2010,26.10124
geo,2011,26.7836
geo,2012,25.00285
geo,2013,23.9102
geo,2014,22.96671
geo,2015,24.25265
geo,2016,21.82964
geo,2017,22.19605
gha,1990,35.59498
gha,1995,34.75965
gha,2000,35.03722
gha,2005,26.80667
gha,2010,27.36828
gha,2011,28.2117
gha,2012,28.89743
gha,2013,27.81534
gha,2014,25.88952
gha,2015,34.6819
gha,2016,36.25266
gha,2017,34.71351
gin,1990,24.69337
gin,1995,24.18143
gin,2000,24.03487
gin,2005,22.44513
gin,2010,21.97103
gin,2011,22.44536
gin,2012,22.98997
gin,2013,21.25856
gin,2014,21.19667
gin,2015,26.94289
gin,2016,24.77771
gin,2017,26.06249
gmb,1990,35.29382
gmb,1995,34.77638
gmb,2000,34.60088
gmb,2005,30.28367
gmb,2010,30.20126
gmb,2011,29.26492
gmb,2012,30.72906
gmb,2013,29.80467
gmb,2014,30.6219
gmb,2015,36.30538
gmb,2016,32.6153
gmb,2017,33.98264
gnb,1990,30.58919
gnb,1995,30.47042
gnb,2000,30.45688
gnb,2005,26.84057
gnb,2010,26.83636
gnb,2011,27.38944
gnb,2012,27.09022
gnb,2013,26.52421
gnb,2014,26.94096
gnb,2015,31.79127
gnb,2016,29.58587
gnb,2017,29.7747
gnq,1990,51.3695
gnq,1995,52.10081
gnq,2000,51.73967
gnq,2005,45.58395
gnq,2010,46.18649
gnq,2011,46.85259
gnq,2012,45.23237
gnq,2013,43.62579
gnq,2014,44.3018
gnq,2015,52.63437
gnq,2016,54.50903
gnq,2017,53.24062
grc,1990,20.64297
grc,1995,19.82827
grc,2000,19.91861
grc,2005,19.3081
grc,2010,19.06109
grc,2011,20.00154
grc,2012,18.42077
grc,2013,17.77942
grc,2014,17.36504
grc,2015,17.74056
grc,2016,16.32892
grc,2017,16.21827
grd,1990,27.73306
grd,1995,27.73431
grd,2000,27.4829
grd,2005,27.77716
grd,2010,27.47291
grd,2011,28.13952
grd,2012,26.46892
grd,2013,25.84731
grd,2014,24.28703
grd,2015,24.16278
grd,2016,22.88869
grd,2017,22.72269
grl,1990,15.07685
grl,1995,15.15752
grl,2000,13.95706
grl,2005,13.76893
grl,2010,13.92232
grl,2011,14.09661
grl,2012,13.40669
grl,2013,12.75797
grl,2014,12.51055
grl,2015,11.76204
grl,2016,11.5725
grl,2017,11.60218
gtm,1990,29.51332
gtm,1995,30.16835
gtm,2000,31.06173
gtm,2005,31.46465
gtm,2010,29.98259
gtm,2011,31.72733
gtm,2012,29.88626
gtm,2013,30.05682
gtm,2014,26.52786
gtm,2015,25.07273
gtm,2016,23.79783
gtm,2017,24.07065
gum,1990,11.81601
gum,1995,11.81292
gum,2000,14.31416
gum,2005,13.80854
gum,2010,13.88834
gum,2011,14.10353
gum,2012,13.2423
gum,2013,12.78879
gum,2014,12.02255
gum,2015,12.53178
gum,2016,11.65177
gum,2017,11.63441
guy,1990,24.94626
guy,1995,24.43404
guy,2000,27.39095
guy,2005,27.77781
guy,2010,27.31186
guy,2011,27.92942
guy,2012,26.9013
guy,2013,24.8555
guy,2014,23.64827
guy,2015,23.88788
guy,2016,22.3715
guy,2017,22.37557
hnd,1990,27.11257
hnd,1995,27.80803
hnd,2000,27.57163
hnd,2005,28.07955
hnd,2010,26.88295
hnd,2011,28.90075
hnd,2012,27.44715
hnd,2013,27.68414
hnd,2014,23.16154
hnd,2015,22.4062
hnd,2016,21.08696
hnd,2017,20.62885
hrv,1990,21.93869
hrv,1995,20.92503
hrv,2000,21.51239
hrv,2005,22.12263
hrv,2010,21.33472
hrv,2011,21.966
hrv,2012,20.20242
hrv,2013,19.58696
hrv,2014,18.4331
hrv,2015,19.20668
hrv,2016,17.78932
hrv,2017,17.90177
hti,1990,17.30372
hti,1995,18.26294
hti,2000,17.77979
hti,2005,17.46177
hti,2010,17.79524
hti,2011,18.75792
hti,2012,17.48024
hti,2013,16.76701
hti,2014,16.26222
hti,2015,15.54028
hti,2016,15.08648
hti,2017,15.01982
hun,1990,21.83986
hun,1995,20.01745
hun,2000,18.98185
hun,2005,19.46655
hun,2010,19.13552
hun,2011,19.36069
hun,2012,17.52996
hun,2013,17.23183
hun,2014,16.31533
hun,2015,17.23213
hun,2016,15.88535
hun,2017,15.92605
idn,1990,18.05281
idn,1995,18.16477
idn,2000,17.87739
idn,2005,18.92664
idn,2010,18.16928
idn,2011,18.04965
idn,2012,18.17017
idn,2013,16.87918
idn,2014,16.45463
idn,2015,16.64028
idn,2016,16.38415
idn,2017,16.50265
ind,1990,81.29063
ind,1995,82.7713
ind,2000,84.16481
ind,2005,90.32646
ind,2010,95.75818
ind,2011,97.59938
ind,2012,88.16944
ind,2013,91.80479
ind,2014,89.62238
ind,2015,89.30333
ind,2016,89.67218
ind,2017,90.87321
irl,1990,10.40503
irl,1995,10.14926
irl,2000,10.13778
irl,2005,9.92223
irl,2010,9.97638
irl,2011,10.28508
irl,2012,9.52269
irl,2013,9.36015
irl,2014,8.75052
irl,2015,8.67247
irl,2016,8.27916
irl,2017,8.20858
irn,1990,38.07174
irn,1995,37.72776
irn,2000,38.41778
irn,2005,37.62776
irn,2010,38.6515
irn,2011,38.04969
irn,2012,38.54205
irn,2013,38.10109
irn,2014,38.10949
irn,2015,39.61053
irn,2016,38.8413
irn,2017,38.97876
irq,1990,63.71657
irq,1995,63.26492
irq,2000,62.45796
irq,2005,62.85179
irq,2010,68.7114
irq,2011,66.36261
irq,2012,66.84208
irq,2013,63.8027
irq,2014,56.56703
irq,2015,66.26504
irq,2016,63.9548
irq,2017,61.63624
isl,1990,8.43009
isl,1995,8.17158
isl,2000,7.95456
isl,2005,7.84295
isl,2010,7.85654
isl,2011,8.09888
isl,2012,7.33693
isl,2013,7.17121
isl,2014,6.9489
isl,2015,6.92797
isl,2016,6.60765
isl,2017,6.48115
isr,1990,24.81053
isr,1995,24.31731
isr,2000,24.50362
isr,2005,22.98279
isr,2010,24.01924
isr,2011,23.90469
isr,2012,23.03885
isr,2013,22.94633
isr,2014,22.05915
isr,2015,22.77978
isr,2016,20.7657
isr,2017,21.3811
ita,1990,21.31973
ita,1995,20.27007
ita,2000,19.77733
ita,2005,19.60088
ita,2010,19.02523
ita,2011,19.99427
ita,2012,18.10525
ita,2013,17.75772
ita,2014,17.76927
ita,2015,17.89145
ita,2016,16.49037
ita,2017,16.75071
jam,1990,15.95386
jam,1995,15.91905
jam,2000,15.89382
jam,2005,16.00963
jam,2010,16.09171
jam,2011,16.5425
jam,2012,15.46047
jam,2013,14.9314
jam,2014,14.07433
jam,2015,14.17666
jam,2016,13.39596
jam,2017,13.40415
jor,1990,35.34312
jor,1995,34.60586
jor,2000,33.51144
jor,2005,32.48284
jor,2010,33.55057
jor,2011,33.01726
jor,2012,33.01694
jor,2013,33.41761
jor,2014,33.20542
jor,2015,34.30545
jor,2016,33.17662
jor,2017,33.00608
jpn,1990,14.41636
jpn,1995,14.31252
jpn,2000,14.20963
jpn,2005,14.34867
jpn,2010,14.14234
jpn,2011,14.14103
jpn,2012,13.12887
jpn,2013,13.36256
jpn,2014,12.58662
jpn,2015,12.68746
jpn,2016,11.62392
jpn,2017,11.70478
kaz,1990,16.87025
kaz,1995,15.73269
kaz,2000,15.94476
kaz,2005,15.61864
kaz,2010,15.91449
kaz,2011,15.24384
kaz,2012,14.48104
kaz,2013,14.59856
kaz,2014,13.74975
kaz,2015,14.3848
kaz,2016,13.08444
kaz,2017,13.82429
ken,1990,28.54755
ken,1995,28.52078
ken,2000,28.3855
ken,2005,27.4773
ken,2010,28.15477
ken,2011,28.66288
ken,2012,29.37228
ken,2013,28.93535
ken,2014,28.94935
ken,2015,28.53628
ken,2016,28.58338
ken,2017,28.57837
kgz,1990,26.1566
kgz,1995,25.43576
kgz,2000,27.08022
kgz,2005,26.77744
kgz,2010,27.26539
kgz,2011,27.5176
kgz,2012,25.48983
kgz,2013,25.44036
kgz,2014,23.29819
kgz,2015,24.34474
kgz,2016,23.19556
kgz,2017,22.73777
khm,1990,29.4776
khm,1995,30.06684
khm,2000,29.97403
khm,2005,31.40893
khm,2010,31.34314
khm,2011,30.91962
khm,2012,31.28373
khm,2013,30.33653
khm,2014,28.58337
khm,2015,26.76924
khm,2016,25.20287
khm,2017,25.61429
kir,1990,13.11509
kir,1995,13.42802
kir,2000,13.52196
kir,2005,13.34559
kir,2010,13.17504
kir,2011,13.35815
kir,2012,12.59423
kir,2013,12.3253
kir,2014,11.39374
kir,2015,11.51432
kir,2016,10.53784
kir,2017,10.64086
kor,1990,29.33102
kor,1995,29.52063
kor,2000,29.76547
kor,2005,30.4069
kor,2010,29.80201
kor,2011,29.68119
kor,2012,27.91595
kor,2013,29.46192
kor,2014,27.21311
kor,2015,28.21424
kor,2016,25.09854
kor,2017,25.03943
kwt,1990,60.55585
kwt,1995,60.0573
kwt,2000,61.48199
kwt,2005,59.67399
kwt,2010,62.74398
kwt,2011,62.82541
kwt,2012,64.07091
kwt,2013,62.61131
kwt,2014,55.6239
kwt,2015,65.40608
kwt,2016,60.84385
kwt,2017,60.74516
lao,1990,26.5363
lao,1995,27.09516
lao,2000,27.54507
lao,2005,30.17021
lao,2010,31.732
lao,2011,29.66966
lao,2012,30.29742
lao,2013,30.25949
lao,2014,28.39017
lao,2015,26.13949
lao,2016,25.80102
lao,2017,25.10954
lbn,1990,30.3422
lbn,1995,29.84509
lbn,2000,30.61421
lbn,2005,30.02477
lbn,2010,30.89213
lbn,2011,30.06911
lbn,2012,30.10805
lbn,2013,30.5881
lbn,2014,30.44457
lbn,2015,31.2293
lbn,2016,30.17187
lbn,2017,30.62111
lbr,1990,17.12343
lbr,1995,17.17619
lbr,2000,17.25314
lbr,2005,16.02441
lbr,2010,15.2492
lbr,2011,16.14705
lbr,2012,16.28821
lbr,2013,15.38286
lbr,2014,14.94227
lbr,2015,18.2128
lbr,2016,17.88678
lbr,2017,17.98411
lby,1990,45.06349
lby,1995,46.71104
lby,2000,46.25517
lby,2005,47.12619
lby,2010,50.14723
lby,2011,44.63173
lby,2012,44.91136
lby,2013,49.27948
lby,2014,47.50123
lby,2015,51.53264
lby,2016,52.12921
lby,2017,54.25468
lca,1990,26.71199
lca,1995,26.84988
lca,2000,27.09613
lca,2005,26.98485
lca,2010,27.63597
lca,2011,28.07866
lca,2012,26.36748
lca,2013,25.4448
lca,2014,24.2363
lca,2015,24.28324
lca,2016,22.3534
lca,2017,22.40082
lka,1990,29.7685
lka,1995,30.18607
lka,2000,30.85576
lka,2005,30.95674
lka,2010,31.03378
lka,2011,31.23207
lka,2012,30.08397
lka,2013,28.89823
lka,2014,26.92278
lka,2015,25.33734
lka,2016,14.02545
