geo,time,tm_tax_mrch_sm_fn_zs
nzl,2019,2.04
nzl,2020,1.99
omn,1992,5.67
omn,1997,4.71
omn,2001,5.66
omn,2002,7.73
omn,2003,7.14
omn,2004,5.09
omn,2005,5.37
omn,2006,5.32
omn,2007,5.56
omn,2008,5.22
omn,2009,5.51
omn,2012,4.5
omn,2013,4.5
omn,2014,4.5
omn,2015,5.61
omn,2016,5.61
omn,2017,5.93
omn,2018,5.92
omn,2019,5.92
omn,2020,5.76
pak,1995,51.25
pak,1998,47.45
pak,1999,25.46
pak,2000,25.16
pak,2001,20.24
pak,2002,17.53
pak,2003,17.26
pak,2004,16.54
pak,2005,14.37
pak,2006,14.37
pak,2007,14.11
pak,2008,13.45
pak,2009,13.91
pak,2010,13.91
pak,2011,13.91
pak,2012,13.56
pak,2013,13.55
pak,2014,13.39
pak,2015,12.38
pak,2016,12.16
pak,2018,12.18
pak,2019,12.21
pak,2020,11.44
pan,1997,12.22
pan,1998,8.3
pan,1999,8.32
pan,2000,8.1
pan,2001,7.79
pan,2002,8.34
pan,2003,7.56
pan,2004,7.43
pan,2005,7.33
pan,2006,7.33
pan,2007,7.24
pan,2008,7.25
pan,2009,7.15
pan,2010,6.97
pan,2011,6.86
pan,2012,7.02
pan,2013,6.88
pan,2015,6.85
pan,2020,5.15
per,1993,17.91
per,1995,16.54
per,1997,13.41
per,1998,13.38
per,1999,13.38
per,2000,13.69
per,2001,11.86
per,2002,10.73
per,2003,10.31
per,2004,10.73
per,2005,10.2
per,2006,10.19
per,2007,10.19
per,2008,6.08
per,2009,5.38
per,2010,5.36
per,2011,3.67
per,2013,3.36
per,2014,3.36
per,2015,2.44
per,2017,2.46
per,2018,2.46
per,2019,2.46
per,2020,2.46
phl,1988,28.58
phl,1989,28.59
phl,1990,19.82
phl,1992,19.74
phl,1993,22.92
phl,1994,22.06
phl,1995,20.31
phl,1996,14.34
phl,1997,12.74
phl,1998,10.68
phl,1999,9.73
phl,2000,7.6
phl,2001,7.3
phl,2002,5.72
phl,2003,4.74
phl,2004,6.27
phl,2005,6.27
phl,2006,6.26
phl,2007,6.26
phl,2008,6.28
phl,2009,6.29
phl,2010,6.28
phl,2011,6.2
phl,2012,6.2
phl,2013,6.32
phl,2015,6.31
phl,2016,6.3
phl,2017,6.31
phl,2018,6.2
phl,2019,6.17
phl,2020,6.17
plw,2005,2.94
plw,2006,2.94
plw,2010,4.38
plw,2011,4.22
plw,2012,4.15
plw,2015,4.39
plw,2016,4.44
plw,2017,4.96
plw,2018,7.23
plw,2019,9.81
plw,2020,4.53
png,1997,20.21
png,1999,20.66
png,2000,8.11
png,2001,7.94
png,2002,7.44
png,2003,6.5
png,2004,6.47
png,2005,6.49
png,2006,5.28
png,2007,5.16
png,2008,4.99
png,2009,5.02
png,2010,5.15
png,2012,5.11
png,2013,5.12
png,2018,5.94
png,2019,6.57
png,2020,4.39
pol,1988,6.24
pol,1989,6.26
pol,1990,8.25
pol,1991,7.05
pol,1992,7.14
pol,1993,7.06
pol,1994,7.05
pol,1995,9.01
pol,1996,8
pol,1997,7.97
pol,1998,7.14
pol,1999,6.79
pol,2000,6.19
pol,2001,6.48
pol,2002,6.13
pol,2003,6
pol,2004,5.83
pol,2005,5.97
pol,2006,5.94
pol,2007,5.57
pol,2008,5.47
pol,2009,5.44
pol,2010,5.6
pol,2011,5.61
pol,2012,5.76
pol,2013,5.71
pol,2014,5.71
pol,2015,5.72
pol,2016,5.69
pol,2017,5.62
pol,2018,5.6
pol,2019,6.16
pol,2020,4.32
prt,1988,6.24
prt,1989,6.26
prt,1990,8.25
prt,1991,7.05
prt,1992,7.14
prt,1993,7.06
prt,1994,7.05
prt,1995,9.01
prt,1996,8
prt,1997,7.97
prt,1998,7.14
prt,1999,6.79
prt,2000,6.19
prt,2001,6.48
prt,2002,6.13
prt,2003,6
prt,2004,5.83
prt,2005,5.97
prt,2006,5.94
prt,2007,5.57
prt,2008,5.47
prt,2009,5.44
prt,2010,5.6
prt,2011,5.61
prt,2012,5.76
prt,2013,5.71
prt,2014,5.71
prt,2015,5.72
prt,2016,5.69
prt,2017,5.62
prt,2018,5.6
prt,2019,6.16
prt,2020,4.32
pry,1991,15.53
pry,1994,7.9
pry,1995,10.74
pry,1996,10.96
pry,1997,11.07
pry,1998,11.13
pry,1999,13.18
pry,2000,13.16
pry,2001,12.74
pry,2002,12.46
pry,2003,12.47
pry,2004,11.86
pry,2005,10.6
pry,2006,9.95
pry,2007,10.38
pry,2008,10.33
pry,2009,10.33
pry,2010,10.32
pry,2011,10.37
pry,2012,10.37
pry,2013,10.14
pry,2014,10.08
pry,2015,10.08
pry,2016,10.08
pry,2017,9.94
pry,2018,9.94
pry,2019,9.94
pry,2020,9.91
pse,2013,4.55
pse,2014,4.97
pse,2015,4.98
pse,2016,4.83
pse,2017,4.84
pyf,2008,10.76
pyf,2009,10.77
pyf,2011,10.77
pyf,2012,9.16
pyf,2013,9.17
pyf,2014,9.17
pyf,2015,9.16
pyf,2016,9.16
pyf,2017,8.53
pyf,2018,8.53
pyf,2019,9.16
pyf,2020,9.16
qat,2002,4.16
qat,2003,5.1
qat,2004,5.34
qat,2005,5.23
qat,2006,5.18
qat,2007,4.87
qat,2008,5.16
qat,2009,5.14
qat,2010,4.85
qat,2011,4.85
qat,2012,4.75
qat,2013,4.75
qat,2014,4.69
qat,2015,4.75
qat,2016,4.76
qat,2017,5.14
qat,2018,5.05
qat,2019,5.05
qat,2020,4.97
rou,1988,6.24
rou,1989,6.26
rou,1990,8.25
rou,1991,7.05
rou,1992,7.14
rou,1993,7.06
rou,1994,7.05
rou,1995,9.01
rou,1996,8
rou,1997,7.97
rou,1998,7.14
rou,1999,6.79
rou,2000,6.19
rou,2001,6.48
rou,2002,6.13
rou,2003,6
rou,2004,5.83
rou,2005,5.97
rou,2006,5.94
rou,2007,5.57
rou,2008,5.47
rou,2009,5.44
rou,2010,5.6
rou,2011,5.61
rou,2012,5.76
rou,2013,5.71
rou,2014,5.71
rou,2015,5.72
rou,2016,5.69
rou,2017,5.62
rou,2018,5.6
rou,2019,6.16
rou,2020,4.32
rus,1993,7.81
rus,1994,11.69
rus,1996,11.65
rus,1997,12.62
rus,2001,10.87
rus,2002,10.68
rus,2005,10.58
rus,2007,10.05
rus,2008,9.9
rus,2009,9.95
rus,2010,9.01
rus,2011,8.96
rus,2012,9.06
rus,2013,8.83
rus,2014,8.07
rus,2015,7.52
rus,2016,6.79
rus,2017,6.42
rus,2018,6.42
rus,2019,8.52
rus,2020,6.33
rwa,1993,36.71
rwa,2000,9.91
rwa,2001,9.9
rwa,2002,19.13
rwa,2003,9.88
rwa,2005,18.74
rwa,2006,18.74
rwa,2008,18.66
rwa,2009,12.61
rwa,2010,12.61
rwa,2011,12.49
rwa,2012,12.86
rwa,2013,12.81
rwa,2014,12.76
rwa,2015,12.81
rwa,2016,12.74
rwa,2018,12.83
rwa,2019,12.78
rwa,2020,12.81
sau,1994,12.13
sau,1999,12.22
sau,2000,12.52
sau,2001,12.79
sau,2002,6.56
sau,2003,6.27
sau,2004,6.29
sau,2005,5.06
sau,2006,5.01
sau,2007,4.9
sau,2008,4.86
sau,2009,4.84
sau,2011,4.82
sau,2012,4.74
sau,2013,4.74
sau,2014,4.68
sau,2015,4.86
sau,2017,5.93
sau,2020,5.77
sdn,1996,5.38
sdn,2002,24.48
sdn,2006,20.1
sdn,2008,20.44
sdn,2009,20.44
sdn,2010,19.93
sdn,2011,19.93
sdn,2020,21.82
sen,2001,11.99
sen,2002,11.95
sen,2003,11.98
sen,2004,11.99
sen,2005,12
sen,2006,11.99
sen,2007,11.94
sen,2008,11.94
sen,2009,11.94
sen,2010,11.94
sen,2011,11.92
sen,2012,11.92
sen,2013,11.92
sen,2014,11.92
sen,2015,12.16
sen,2016,12.16
sen,2017,12.17
sen,2018,12.17
sen,2019,12.17
sen,2020,12.17
sgp,1989,2.77
sgp,1995,0.21
sgp,1996,0.03
sgp,1997,0.03
sgp,1998,0.03
sgp,1999,0.03
sgp,2000,0.03
sgp,2001,0.02
sgp,2002,0.02
sgp,2003,0.02
sgp,2004,0
sgp,2005,0.02
sgp,2006,0.02
sgp,2007,0.02
sgp,2008,0.09
sgp,2009,0.08
sgp,2010,0.09
sgp,2011,0.09
sgp,2012,0.09
sgp,2013,0.09
sgp,2014,0.09
sgp,2015,0.09
sgp,2016,0.09
sgp,2017,0.09
sgp,2018,0.28
sgp,2019,0.59
sgp,2020,0.08
slb,1995,39.88
slb,2006,14.53
slb,2007,10.31
slb,2008,10.22
slb,2010,10.19
slb,2011,10.22
slb,2013,10.16
slb,2015,11.02
slb,2016,11.04
slb,2017,10.9
slb,2018,12.41
slb,2019,16.03
slb,2020,11.18
sle,2004,13.67
sle,2006,13.36
sle,2010,11.87
sle,2011,11.87
sle,2012,11.87
sle,2020,12.17
slv,1995,10.06
slv,1996,8.81
slv,1997,8.09
slv,1998,5.19
slv,1999,7.06
slv,2000,7.12
slv,2001,7.22
slv,2002,6.89
slv,2003,7.26
slv,2004,7.29
slv,2005,5.9
slv,2006,7.22
slv,2007,5.86
slv,2008,5.89
slv,2009,5.87
slv,2010,5.88
slv,2011,5.88
slv,2012,6.02
slv,2013,6.02
slv,2014,6.01
slv,2015,5.99
slv,2017,5.99
slv,2018,5.99
slv,2019,6.02
slv,2020,6.02
srb,2001,14.41
srb,2002,9.4
srb,2005,7.36
srb,2007,7.36
srb,2008,7.36
srb,2009,7.34
srb,2010,7.34
srb,2011,7.34
srb,2013,7.44
srb,2015,7.44
srb,2016,7.44
srb,2017,7.45
srb,2018,7.45
stp,2013,10.15
stp,2014,10.15
stp,2015,10.01
stp,2016,10.01
stp,2018,9.99
stp,2019,9.99
sur,1996,21.18
sur,1999,18.7
sur,2000,17.52
sur,2007,9.96
sur,2009,10.38
sur,2010,10.39
sur,2011,10.28
sur,2012,10.39
sur,2013,10.39
sur,2018,10.4
sur,2019,10.4
sur,2020,10.4
svk,1988,6.24
svk,1989,6.26
svk,1990,8.25
svk,1991,7.05
svk,1992,7.14
svk,1993,7.06
svk,1994,7.05
svk,1995,9.01
svk,1996,8
svk,1997,7.97
svk,1998,7.14
svk,1999,6.79
svk,2000,6.19
svk,2001,6.48
svk,2002,6.13
svk,2003,6
svk,2004,5.83
svk,2005,5.97
svk,2006,5.94
svk,2007,5.57
svk,2008,5.47
svk,2009,5.44
svk,2010,5.6
svk,2011,5.61
svk,2012,5.76
svk,2013,5.71
svk,2014,5.71
svk,2015,5.72
svk,2016,5.69
svk,2017,5.62
svk,2018,5.6
svk,2019,6.16
svk,2020,4.32
svn,1988,6.24
svn,1989,6.26
svn,1990,8.25
svn,1991,7.05
svn,1992,7.14
svn,1993,7.06
svn,1994,7.05
svn,1995,9.01
svn,1996,8
svn,1997,7.97
svn,1998,7.14
svn,1999,6.79
svn,2000,6.19
svn,2001,6.48
svn,2002,6.13
svn,2003,6
svn,2004,5.83
svn,2005,5.97
svn,2006,5.94
svn,2007,5.57
svn,2008,5.47
svn,2009,5.44
svn,2010,5.6
svn,2011,5.61
svn,2012,5.76
svn,2013,5.71
svn,2014,5.71
svn,2015,5.72
svn,2016,5.69
svn,2017,5.62
svn,2018,5.6
svn,2019,6.16
svn,2020,4.32
swe,1988,6.24
swe,1989,6.26
swe,1990,8.25
swe,1991,7.05
swe,1992,7.14
swe,1993,7.06
swe,1994,7.05
swe,1995,9.01
swe,1996,8
swe,1997,7.97
swe,1998,7.14
swe,1999,6.79
swe,2000,6.19
swe,2001,6.48
swe,2002,6.13
swe,2003,6
swe,2004,5.83
swe,2005,5.97
swe,2006,5.94
swe,2007,5.57
swe,2008,5.47
swe,2009,5.44
swe,2010,5.6
swe,2011,5.61
swe,2012,5.76
swe,2013,5.71
swe,2014,5.71
swe,2015,5.72
swe,2016,5.69
swe,2017,5.62
swe,2018,5.6
swe,2019,6.16
swe,2020,4.32
swz,2001,8.33
swz,2002,7.42
swz,2004,7.97
swz,2005,8.07
swz,2006,8.03
swz,2007,7.84
swz,2008,7.8
swz,2009,7.77
swz,2010,7.69
swz,2011,7.67
swz,2012,7.6
swz,2013,7.59
swz,2014,7.56
swz,2015,7.61
swz,2016,7.69
swz,2017,7.84
swz,2018,7.88
swz,2019,10.18
swz,2020,7.82
syc,2000,28.49
syc,2001,28.31
syc,2005,12.25
syc,2006,8.55
syc,2007,8.75
syc,2015,2.76
syc,2016,2.76
syc,2017,2.69
syc,2018,2.99
syc,2019,4.83
syc,2020,2.37
syr,2002,19.62
syr,2009,14.2
syr,2010,14.2
syr,2013,16.52
syr,2020,10.78
tcd,1995,18.24
tcd,1997,18.24
tcd,2001,18.04
tcd,2002,18.04
tcd,2003,18.22
tcd,2004,18.22
tcd,2005,18.05
tcd,2006,18.22
tcd,2007,17.86
tcd,2008,17.75
tcd,2009,17.85
tcd,2010,17.75
tcd,2011,17.85
tcd,2013,17.93
tcd,2015,17.85
tcd,2016,17.85
tgo,1996,13.16
tgo,1997,13.29
tgo,1999,13.41
tgo,2000,12.01
tgo,2001,11.99
tgo,2002,11.95
tgo,2003,11.98
tgo,2004,11.99
tgo,2005,12
tgo,2006,11.99
tgo,2007,11.94
tgo,2008,11.94
tgo,2009,11.94
tgo,2010,11.94
tgo,2011,11.92
tgo,2012,11.92
tgo,2013,11.92
tgo,2014,11.92
tgo,2015,12.16
tgo,2016,12.16
tgo,2017,12.17
tgo,2018,12.17
tgo,2019,12.17
tgo,2020,12.17
tha,1989,45.87
tha,1991,45.56
tha,1993,48.89
tha,1995,25.03
tha,1999,45.76
tha,2000,19.4
tha,2001,16.43
tha,2003,15.65
tha,2004,10.96
tha,2005,11.99
tha,2006,11.98
tha,2007,10.23
tha,2008,10.2
tha,2009,10.18
tha,2010,10.12
tha,2011,10.15
tha,2013,11.29
tha,2014,11.47
tha,2015,11.02
tjk,2002,8.4
tjk,2006,8.02
tjk,2010,7.75
tjk,2012,7.66
tjk,2013,7.64
tjk,2014,7.5
tjk,2015,7.48
tjk,2016,7.5
tjk,2017,7.53
tjk,2020,7.87
tkm,1998,0
tkm,2002,5.06
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.53
ton,2009,11.73
ton,2010,11.73
ton,2011,11.74
ton,2012,11.99
ton,2013,11.72
ton,2015,11.7
ton,2016,11.31
ton,2017,11.24
ton,2020,10.83
tto,1991,18.3
tto,1992,18.43
tto,1996,10.34
tto,1999,20.67
tto,2001,8.3
tto,2002,7.91
tto,2003,7.91
tto,2004,8.39
tto,2005,8.37
tto,2006,8.3
tto,2007,7.86
tto,2008,7.8
tto,2010,10.64
tto,2011,10.63
tto,2012,10.82
tto,2013,10.79
tun,1990,28.94
tun,1992,28.97
tun,1995,29.51
tun,1998,29.27
tun,2000,31.66
tun,2002,33.91
tun,2003,28.57
tun,2004,28.28
tun,2005,26.92
tun,2006,26.85
tun,2008,21.53
tun,2009,20.94
tun,2010,16.47
tun,2011,15.99
tun,2012,15.53
tun,2013,14.06
tun,2015,14.07
tun,2016,11.56
tur,1993,9.34
tur,1995,9.44
tur,1996,10.5
tur,1997,9.85
tur,1998,10.15
tur,1999,11.34
tur,2000,10.39
tur,2001,10.14
tur,2002,10.18
tur,2003,9.92
tur,2004,9.66
tur,2005,9.57
tur,2006,9.61
tur,2007,10
tur,2008,9.69
tur,2009,9.5
tur,2010,9.9
tur,2011,9.61
tur,2013,10.79
tur,2015,11.43
tur,2016,10.82
tur,2017,10.87
tur,2018,10.64
tur,2019,11.24
tur,2020,10.69
tuv,2010,7.73
tuv,2017,7.96
tza,1993,20.28
tza,1997,24.26
tza,1998,24.44
tza,2000,16.34
tza,2003,13.56
tza,2005,12.77
tza,2006,12.67
tza,2007,12.65
tza,2008,12.63
tza,2009,12.61
tza,2010,12.61
tza,2011,12.52
tza,2012,12.86
tza,2013,12.85
tza,2014,12.78
tza,2015,12.85
tza,2016,12.9
tza,2018,13.01
tza,2019,13.09
tza,2020,13.29
uga,1994,17.2
uga,2000,9.22
uga,2001,9.05
uga,2002,8.95
uga,2003,8.61
uga,2004,7.84
uga,2005,12.77
uga,2006,12.67
uga,2007,12.65
uga,2008,12.63
uga,2009,12.61
uga,2010,12.61
uga,2011,12.5
uga,2012,12.86
uga,2013,12.71
uga,2014,12.77
uga,2015,12.83
uga,2016,12.85
uga,2018,12.88
uga,2019,13.01
uga,2020,13.82
ukr,1995,6.98
ukr,1997,8.68
ukr,2002,7.5
ukr,2006,5.09
ukr,2007,5.04
ukr,2008,5.05
ukr,2009,4.47
ukr,2010,4.54
ukr,2011,4.38
ukr,2012,4.38
ukr,2013,4.46
ukr,2014,4.48
ukr,2015,4.48
ukr,2016,4.48
ukr,2017,4.48
ukr,2018,4.48
ukr,2019,6.48
ukr,2020,4.48
ury,1992,5.92
ury,1995,10.91
ury,1996,11.27
ury,1997,11.4
ury,1998,13.68
ury,1999,13.76
ury,2000,13.94
ury,2001,13.77
ury,2002,12.85
ury,2004,12.86
ury,2005,10.82
ury,2006,10.58
ury,2007,10.59
ury,2008,10.52
ury,2009,10.52
ury,2010,10.54
ury,2011,10.52
ury,2012,10.52
ury,2013,10.53
ury,2014,10.5
ury,2015,10.51
ury,2016,10.44
ury,2017,10.47
ury,2018,10.46
ury,2019,10.45
ury,2020,10.45
usa,1989,5.75
usa,1990,5.73
usa,1991,5.72
usa,1992,5.74
usa,1993,5.76
usa,1995,5.34
usa,1996,5.09
usa,1997,4.99
usa,1998,4.51
usa,1999,4.19
usa,2000,4.15
usa,2001,4.09
usa,2002,4
usa,2003,3.86
usa,2004,3.73
usa,2005,3.69
usa,2006,3.68
usa,2007,3.63
usa,2008,3.68
usa,2009,3.7
usa,2010,3.71
usa,2011,3.72
usa,2012,3.57
usa,2013,3.55
usa,2014,3.54
usa,2015,3.56
usa,2016,3.57
usa,2017,3.97
usa,2018,4.2
usa,2019,10.17
usa,2020,3.52
uzb,2001,10.99
uzb,2006,15.37
uzb,2007,15.37
uzb,2008,15.22
uzb,2009,15.08
uzb,2012,15.11
uzb,2014,14.19
uzb,2015,13.92
uzb,2020,6.47
vct,1996,20.75
vct,1999,18.26
vct,2000,18.26
vct,2001,9.88
vct,2002,9.91
vct,2003,9.9
vct,2006,4.04
vct,2007,9.87
vct,2010,10.05
vct,2011,10.05
vct,2012,10.16
vct,2013,10.16
vct,2015,9.96
vct,2016,10.04
vct,2017,10.04
vct,2018,10.04
vct,2019,10.04
vct,2020,10.04
ven,1992,16.59
ven,1995,13.68
ven,1997,12.38
ven,1998,12.42
ven,1999,12.45
ven,2000,12.41
ven,2001,12.45
ven,2002,12.72
ven,2003,12.7
ven,2004,12.44
ven,2005,12.43
ven,2006,13
ven,2007,13.19
ven,2008,13.33
ven,2009,13.33
ven,2010,13.14
ven,2011,13.33
ven,2012,13.33
ven,2013,13.33
ven,2014,13
ven,2015,13.09
ven,2016,12.7
ven,2017,13.99
ven,2018,13.99
ven,2019,13.99
ven,2020,13.99
vnm,1994,14.12
vnm,1999,16.52
vnm,2001,16.46
vnm,2002,16.4
vnm,2003,16.81
vnm,2004,16.82
vnm,2005,16.81
vnm,2006,16.81
vnm,2007,16.81
vnm,2008,10.82
vnm,2009,10.35
vnm,2010,9.76
vnm,2012,9.46
vnm,2013,9.44
vnm,2014,9.54
vnm,2015,9.52
vnm,2016,9.68
vnm,2017,9.68
vnm,2018,9.73
vnm,2019,9.73
vnm,2020,9.73
vut,2002,16.35
vut,2003,16.37
vut,2004,16.44
vut,2005,16.46
vut,2006,16.51
vut,2007,16.75
vut,2008,16.68
vut,2009,16.64
vut,2012,9.11
vut,2015,7.52
vut,2016,7.52
vut,2017,9.16
vut,2020,9.17
wsm,2011,11.7
wsm,2012,11.3
wsm,2013,11.3
wsm,2014,11.86
wsm,2015,11.88
wsm,2016,11.7
wsm,2017,11.66
wsm,2018,12.02
wsm,2020,11.34
yem,2000,12.81
yem,2006,7.05
yem,2009,7.11
yem,2011,7.11
yem,2012,7.48
yem,2013,7.48
yem,2015,7.52
yem,2016,7.52
yem,2017,7.5
zaf,1988,15.3
zaf,1990,10.54
zaf,1991,10.45
zaf,1993,16.29
zaf,1996,13.83
zaf,1997,10.16
zaf,1999,9.48
zaf,2000,8.43
zaf,2001,8.6
zaf,2002,7.69
zaf,2003,7.67
zaf,2004,7.98
zaf,2005,8.06
zaf,2006,8.04
zaf,2007,7.85
zaf,2008,7.8
zaf,2009,7.72
zaf,2010,7.69
zaf,2011,7.68
zaf,2012,7.61
zaf,2013,7.59
zaf,2014,7.56
zaf,2015,7.6
zaf,2016,7.67
zaf,2017,7.82
zaf,2018,7.87
zaf,2019,10.18
zaf,2020,7.82
zmb,1993,26.73
zmb,1997,14.15
zmb,2001,14.79
zmb,2002,13.14
zmb,2003,13.96
zmb,2004,14.95
zmb,2005,13.91
zmb,2006,14.8
zmb,2007,14.27
zmb,2008,14.2
zmb,2009,13.59
zmb,2010,13.38
zmb,2011,13.39
zmb,2012,13.65
zmb,2013,13.16
zmb,2015,13.03
zmb,2016,14.76
zmb,2018,13.37
zmb,2020,13.99
zwe,1996,41.74
zwe,1997,23.81
zwe,1998,21.62
zwe,1999,24.56
zwe,2000,21.88
zwe,2001,19.65
zwe,2002,16.43
zwe,2003,16.14
zwe,2007,16.8
zwe,2010,14.81
zwe,2011,14.76
zwe,2012,14.78
zwe,2015,16.15
zwe,2016,13.1
