geo,time,tm_tax_mrch_sm_fn_zs
cmr,2012,17.82
cmr,2013,17.93
cmr,2014,18.23
cmr,2019,18.25
cod,2003,12.03
cod,2006,12.03
cod,2007,12.02
cod,2008,12.02
cod,2009,12.02
cod,2010,10.93
cod,2014,10.92
cod,2019,10.93
cod,2020,10.93
cog,1994,18.22
cog,1997,15.41
cog,2001,18.04
cog,2002,18.04
cog,2003,18.22
cog,2004,18.22
cog,2005,18.05
cog,2006,18.22
cog,2007,17.86
cog,2008,17.75
cog,2009,17.75
cog,2010,17.75
cog,2011,17.75
cog,2013,18.11
cog,2014,18.09
cog,2015,11.92
col,1991,7.08
col,1992,12.31
col,1994,12.36
col,1995,13.67
col,1996,12.14
col,1997,12.14
col,1998,12.2
col,1999,12.23
col,2000,12.23
col,2001,12.23
col,2002,12.27
col,2003,12.26
col,2004,12.45
col,2005,12.45
col,2006,12.48
col,2007,12.48
col,2008,12.49
col,2009,12.46
col,2010,12.5
col,2011,8.35
col,2012,6.46
col,2013,6.76
col,2014,6.35
col,2015,5.69
col,2016,5.55
col,2017,8.81
col,2018,6.37
col,2019,6.03
col,2020,6.02
com,2008,11.3
com,2010,11.3
com,2011,11.3
com,2012,8.78
com,2013,15.32
com,2014,15.35
com,2015,15.32
com,2017,15.38
com,2018,15.38
com,2019,15.55
com,2020,15.33
cpv,2005,10.42
cpv,2006,10.41
cpv,2007,10.43
cpv,2008,10.43
cpv,2009,10.42
cpv,2010,10.17
cpv,2011,10.16
cpv,2012,10.12
cpv,2013,10.31
cpv,2015,10.27
cpv,2019,10.2
cpv,2020,10.19
cri,1995,10.01
cri,1996,11.15
cri,1997,9.24
cri,1998,7.39
cri,1999,6.67
cri,2000,5.64
cri,2001,5.55
cri,2002,5.83
cri,2003,6.41
cri,2004,5.86
cri,2005,5.85
cri,2006,6.41
cri,2007,5.83
cri,2008,6.38
cri,2009,5.41
cri,2010,5.4
cri,2011,5.35
cri,2012,5.57
cri,2013,5.57
cri,2014,5.62
cri,2016,5.62
cri,2018,5.59
cri,2019,5.59
cri,2020,5.58
cub,1993,12.09
cub,1996,10.7
cub,1997,10.62
cub,1998,10.7
cub,1999,10.64
cub,2000,10.64
cub,2001,10.89
cub,2002,10.66
cub,2003,10.89
cub,2004,10.84
cub,2005,10.83
cub,2006,10.81
cub,2007,10.77
cub,2008,10.76
cub,2009,10.71
cub,2010,10.71
cub,2011,10.71
cub,2012,10.72
cub,2013,10.26
cub,2015,10.17
cub,2016,10.16
cub,2017,10.16
cub,2019,10.18
cub,2020,10.18
cym,2016,21.17
cym,2017,21.24
cym,2018,23.03
cym,2019,25.27
cym,2020,21.21
cyp,1988,6.24
cyp,1989,6.26
cyp,1990,8.25
cyp,1991,7.05
cyp,1992,7.14
cyp,1993,7.06
cyp,1994,7.05
cyp,1995,9.01
cyp,1996,8
cyp,1997,7.97
cyp,1998,7.14
cyp,1999,6.79
cyp,2000,6.19
cyp,2001,6.48
cyp,2002,6.13
cyp,2003,6
cyp,2004,5.83
cyp,2005,5.97
cyp,2006,5.94
cyp,2007,5.57
cyp,2008,5.47
cyp,2009,5.44
cyp,2010,5.6
cyp,2011,5.61
cyp,2012,5.76
cyp,2013,5.71
cyp,2014,5.71
cyp,2015,5.72
cyp,2016,5.69
cyp,2017,5.62
cyp,2018,5.6
cyp,2019,6.16
cyp,2020,4.32
cze,1988,6.24
cze,1989,6.26
cze,1990,8.25
cze,1991,7.05
cze,1992,7.14
cze,1993,7.06
cze,1994,7.05
cze,1995,9.01
cze,1996,8
cze,1997,7.97
cze,1998,7.14
cze,1999,6.79
cze,2000,6.19
cze,2001,6.48
cze,2002,6.13
cze,2003,6
cze,2004,5.83
cze,2005,5.97
cze,2006,5.94
cze,2007,5.57
cze,2008,5.47
cze,2009,5.44
cze,2010,5.6
cze,2011,5.61
cze,2012,5.76
cze,2013,5.71
cze,2014,5.71
cze,2015,5.72
cze,2016,5.69
cze,2017,5.62
cze,2018,5.6
cze,2019,6.16
cze,2020,4.32
deu,1988,6.24
deu,1989,6.26
deu,1990,8.25
deu,1991,7.05
deu,1992,7.14
deu,1993,7.06
deu,1994,7.05
deu,1995,9.01
deu,1996,8
deu,1997,7.97
deu,1998,7.14
deu,1999,6.79
deu,2000,6.19
deu,2001,6.48
deu,2002,6.13
deu,2003,6
deu,2004,5.83
deu,2005,5.97
deu,2006,5.94
deu,2007,5.57
deu,2008,5.47
deu,2009,5.44
deu,2010,5.6
deu,2011,5.61
deu,2012,5.76
deu,2013,5.71
deu,2014,5.71
deu,2015,5.72
deu,2016,5.69
deu,2017,5.62
deu,2018,5.6
deu,2019,6.16
deu,2020,4.32
dji,1998,30.91
dji,1999,31.4
dji,2002,30.96
dji,2005,28.14
dji,2006,30.41
dji,2009,20.93
dji,2011,20.99
dji,2012,20.99
dji,2014,20.86
dma,1996,21.06
dma,1997,11.4
dma,1998,11.41
dma,1999,18.5
dma,2000,17.17
dma,2001,9.91
dma,2002,9.9
dma,2003,9.9
dma,2006,9.92
dma,2007,9.92
dma,2010,10.15
dma,2011,10.02
dma,2012,10.27
dma,2013,10.02
dma,2015,9.95
dma,2016,9.95
dma,2017,9.92
dma,2020,10.63
dnk,1988,6.24
dnk,1989,6.26
dnk,1990,8.25
dnk,1991,7.05
dnk,1992,7.14
dnk,1993,7.06
dnk,1994,7.05
dnk,1995,9.01
dnk,1996,8
dnk,1997,7.97
dnk,1998,7.14
dnk,1999,6.79
dnk,2000,6.19
dnk,2001,6.48
dnk,2002,6.13
dnk,2003,6
dnk,2004,5.83
dnk,2005,5.97
dnk,2006,5.94
dnk,2007,5.57
dnk,2008,5.47
dnk,2009,5.44
dnk,2010,5.6
dnk,2011,5.61
dnk,2012,5.76
dnk,2013,5.71
dnk,2014,5.71
dnk,2015,5.72
dnk,2016,5.69
dnk,2017,5.62
dnk,2018,5.6
dnk,2019,6.16
dnk,2020,4.32
dom,1996,8.36
dom,1997,14.77
dom,1998,8.36
dom,1999,8.36
dom,2000,18.05
dom,2001,8.48
dom,2002,8.55
dom,2003,8.55
dom,2004,8.49
dom,2005,8.54
dom,2006,8.53
dom,2007,7.06
dom,2008,8.57
dom,2010,7.04
dom,2011,7.02
dom,2012,7.31
dom,2013,7.32
dom,2015,7.32
dom,2016,7.32
dom,2017,7.33
dom,2018,7.33
dom,2020,7.33
dza,1993,24.41
dza,1997,24.09
dza,1998,23.95
dza,2001,22.17
dza,2002,19.22
dza,2003,18.74
dza,2005,18.72
dza,2006,18.72
dza,2007,18.57
dza,2008,18.56
dza,2009,18.56
dza,2014,18.79
dza,2015,18.77
dza,2016,18.77
dza,2017,18.88
dza,2018,19.01
dza,2019,19.02
dza,2020,19.03
ecu,1993,9.69
ecu,1994,12.39
ecu,1995,12.86
ecu,1996,11.87
ecu,1997,11.87
ecu,1998,11.91
ecu,1999,13.81
ecu,2000,11.92
ecu,2001,11.92
ecu,2002,11.89
ecu,2003,11.74
ecu,2004,11.9
ecu,2005,11.74
ecu,2006,11.74
ecu,2007,11.74
ecu,2008,11.29
ecu,2009,11.21
ecu,2010,11.2
ecu,2011,10.06
ecu,2012,10.07
ecu,2014,10.21
ecu,2015,13.47
ecu,2016,13.92
ecu,2017,13.89
ecu,2018,13.95
ecu,2019,17.32
ecu,2020,13.89
egy,1995,34.72
egy,1998,25.29
egy,1999,28.56
egy,2000,28.57
egy,2001,28.57
egy,2002,58.46
egy,2003,26.86
egy,2004,19.94
egy,2005,19.59
egy,2006,19.64
egy,2007,17.02
egy,2008,16.94
egy,2009,16.87
egy,2010,16.81
egy,2011,16.81
egy,2012,16.81
egy,2013,16.8
egy,2014,16.79
egy,2015,16.77
egy,2016,17.89
egy,2017,19.69
egy,2018,19.68
egy,2019,19.7
eri,2002,7.9
eri,2006,7.9
esp,1988,6.24
esp,1989,6.26
esp,1990,8.25
esp,1991,7.05
esp,1992,7.14
esp,1993,7.06
esp,1994,7.05
esp,1995,9.01
esp,1996,8
esp,1997,7.97
esp,1998,7.14
esp,1999,6.79
esp,2000,6.19
esp,2001,6.48
esp,2002,6.13
esp,2003,6
esp,2004,5.83
esp,2005,5.97
esp,2006,5.94
esp,2007,5.57
esp,2008,5.47
esp,2009,5.44
esp,2010,5.6
esp,2011,5.61
esp,2012,5.76
esp,2013,5.71
esp,2014,5.71
esp,2015,5.72
esp,2016,5.69
esp,2017,5.62
esp,2018,5.6
esp,2019,6.16
esp,2020,4.32
est,1988,6.24
est,1989,6.26
est,1990,8.25
est,1991,7.05
est,1992,7.14
est,1993,7.06
est,1994,7.05
est,1995,9.01
est,1996,8
est,1997,7.97
est,1998,7.14
est,1999,6.79
est,2000,6.19
est,2001,6.48
est,2002,6.13
est,2003,6
est,2004,5.83
est,2005,5.97
est,2006,5.94
est,2007,5.57
est,2008,5.47
est,2009,5.44
est,2010,5.6
est,2011,5.61
est,2012,5.76
est,2013,5.71
est,2014,5.71
est,2015,5.72
est,2016,5.69
est,2017,5.62
est,2018,5.6
est,2019,6.16
est,2020,4.32
eth,1995,28.89
eth,2001,18.84
eth,2002,18.84
eth,2006,16.82
eth,2008,17.34
eth,2009,17.34
eth,2010,17.34
eth,2011,17.34
eth,2012,17.31
eth,2015,17.41
eth,2018,17.41
fin,1988,6.24
fin,1989,6.26
fin,1990,8.25
fin,1991,7.05
fin,1992,7.14
fin,1993,7.06
fin,1994,7.05
fin,1995,9.01
fin,1996,8
fin,1997,7.97
fin,1998,7.14
fin,1999,6.79
fin,2000,6.19
fin,2001,6.48
fin,2002,6.13
fin,2003,6
fin,2004,5.83
fin,2005,5.97
fin,2006,5.94
fin,2007,5.57
fin,2008,5.47
fin,2009,5.44
fin,2010,5.6
fin,2011,5.61
fin,2012,5.76
fin,2013,5.71
fin,2014,5.71
fin,2015,5.72
fin,2016,5.69
fin,2017,5.62
fin,2018,5.6
fin,2019,6.16
fin,2020,4.32
fji,2003,9.78
fji,2004,10.52
fji,2006,11.11
fji,2007,12.13
fji,2008,13.6
fji,2009,13.54
fji,2010,13.69
fji,2011,15.43
fji,2012,13.87
fji,2013,14.13
fji,2015,10.2
fji,2017,14.08
fji,2018,14.66
fji,2019,16.99
fji,2020,14.4
fra,1988,6.24
fra,1989,6.26
fra,1990,8.25
fra,1991,7.05
fra,1992,7.14
fra,1993,7.06
fra,1994,7.05
fra,1995,9.01
fra,1996,8
fra,1997,7.97
fra,1998,7.14
fra,1999,6.79
fra,2000,6.19
fra,2001,6.48
fra,2002,6.13
fra,2003,6
fra,2004,5.83
fra,2005,5.97
fra,2006,5.94
fra,2007,5.57
fra,2008,5.47
fra,2009,5.44
fra,2010,5.6
fra,2011,5.61
fra,2012,5.76
fra,2013,5.71
fra,2014,5.71
fra,2015,5.72
fra,2016,5.69
fra,2017,5.62
fra,2018,5.6
fra,2019,6.16
fra,2020,4.32
gab,1995,18.24
gab,1998,18.12
gab,2000,17.93
gab,2001,18.04
gab,2002,18.04
gab,2003,18.22
gab,2004,18.22
gab,2005,18.05
gab,2007,17.86
gab,2008,17.76
gab,2009,17.76
gab,2010,17.75
gab,2011,17.75
gab,2012,17.68
gab,2013,17.68
gab,2015,17.68
gab,2016,17.68
gab,2019,18.07
gbr,2000,6.19
gbr,2001,6.48
gbr,2002,6.13
gbr,2003,6
gbr,2004,5.83
gbr,2005,5.97
gbr,2006,5.94
gbr,2007,5.57
gbr,2008,5.47
gbr,2009,5.44
gbr,2010,5.6
gbr,2011,5.61
gbr,2012,5.76
gbr,2013,5.71
gbr,2014,5.71
gbr,2015,5.72
gbr,2016,5.69
gbr,2017,5.62
gbr,2018,5.6
gbr,2019,6.16
gbr,2020,4.32
geo,1999,10.57
geo,2001,10.5
geo,2002,10.76
geo,2003,8.29
geo,2004,7.68
geo,2005,7.03
geo,2006,7.04
geo,2007,1.16
geo,2008,1.15
geo,2009,1.15
geo,2010,1.15
geo,2011,1.43
geo,2012,1.44
geo,2013,1.47
geo,2015,1.47
geo,2016,1.47
geo,2020,1.37
gha,1993,14.9
gha,2000,14.64
gha,2001,13.07
gha,2002,13.07
gha,2003,13.07
gha,2004,13.1
gha,2007,13
gha,2008,13
gha,2009,13
gha,2010,13
gha,2013,12.91
gha,2016,12.15
gha,2017,12.05
gha,2018,12.05
gha,2019,12.05
gha,2020,12.17
gin,1998,6.46
gin,2004,6.47
gin,2005,11.94
gin,2008,11.82
gin,2009,11.82
gin,2010,11.82
gin,2012,11.9
gin,2017,12.17
gin,2018,12.17
gin,2019,12.17
gin,2020,12.17
gmb,2003,12.74
gmb,2007,19.03
gmb,2008,19.03
gmb,2009,19.02
gmb,2010,14.02
gmb,2011,14.08
gmb,2012,14.08
gmb,2013,14
gmb,2018,12.17
gmb,2020,12.17
gnb,2001,11.99
gnb,2002,11.95
gnb,2003,11.98
gnb,2004,11.99
