geo,time,en_atm_ghgo_zg
atg,1992,1495.41985
atg,1993,6754.96183
atg,1994,16922.90076
atg,1995,33258.77863
atg,1996,60739.69466
atg,1997,83869.46565
atg,1998,118220.61069
atg,1999,164022.1374
atg,2000,210587.0229
atg,2001,247228.24427
atg,2002,288449.61832
atg,2003,340358.01527
atg,2004,410587.0229
atg,2005,481579.38931
atg,2006,530434.35114
atg,2007,586159.54198
atg,2008,641884.73282
atg,2009,695319.84733
atg,2010,748754.96183
atg,2011,748754.96183
atg,2012,748754.96183
aus,1991,16.71121
aus,1992,-2.72421
aus,1993,-17.8975
aus,1994,29.54899
aus,1995,-19.91654
aus,1996,-20.28746
aus,1997,1267.91328
aus,1998,1210.58352
aus,1999,2047.55927
aus,2000,1640.20762
aus,2001,2120.7607
aus,2002,1709.07616
aus,2003,1412.97986
aus,2004,1745.93077
aus,2005,937.33092
aus,2006,1651.61277
aus,2007,1343.34964
aus,2008,824.4854
aus,2009,1516.19414
aus,2010,483.46336
aus,2011,483.46336
aus,2012,483.46336
aut,1991,-19.60716
aut,1992,-35.39603
aut,1993,-41.3929
aut,1994,-29.27168
aut,1995,-16.26398
aut,1996,-1.09508
aut,1997,-3.41271
aut,1998,-31.97752
aut,1999,-24.89716
aut,2000,-17.66615
aut,2001,-8.22007
aut,2002,1.97388
aut,2003,12.33676
aut,2004,24.22759
aut,2005,29.29507
aut,2006,45.19961
aut,2007,55.51307
aut,2008,66.59556
aut,2009,162.4297
aut,2010,88.24961
aut,2011,88.24961
aut,2012,88.24961
aze,1991,-2.36727
aze,1992,-19.06484
aze,1993,-34.4601
aze,1994,-50.57964
aze,1995,-60.08858
aze,1996,-66.80556
aze,1997,-56.04884
aze,1998,107.80629
aze,1999,97.12247
aze,2000,84.66938
aze,2001,254.23513
aze,2002,99.11167
aze,2003,135.27138
aze,2004,292.77367
aze,2005,128.06079
aze,2006,372.18296
aze,2007,120.01038
aze,2008,109.50306
aze,2009,61.92808
aze,2010,354.90966
aze,2011,354.90966
aze,2012,354.90966
bdi,1991,15.19683
bdi,1992,30.4359
bdi,1993,45.71825
bdi,1994,61.04374
bdi,1995,76.41176
bdi,1996,91.82202
bdi,1997,107.27602
bdi,1998,4801.56863
bdi,1999,356.63801
bdi,2000,1505.67119
bdi,2001,225.95324
bdi,2002,1828.37104
bdi,2003,1845.14329
bdi,2004,1796.90799
bdi,2005,1242.75415
bdi,2006,906.37707
bdi,2007,554.26848
bdi,2008,777.44947
bdi,2009,840.48416
bdi,2010,636.04827
bdi,2011,636.04827
bdi,2012,636.04827
bel,1991,2.64528
bel,1992,10.89897
bel,1993,13.72717
bel,1994,28.08609
bel,1995,52.59255
bel,1996,76.76057
bel,1997,99.24815
bel,1998,75.66554
bel,1999,104.56549
bel,2000,146.6074
bel,2001,168.81277
bel,2002,204.77807
bel,2003,238.55991
bel,2004,278.15057
bel,2005,311.68522
bel,2006,356.83753
bel,2007,396.88136
bel,2008,436.98699
bel,2009,452.84797
bel,2010,472.54031
bel,2011,472.54031
bel,2012,472.54031
ben,1991,-19.06806
ben,1992,-6.67224
ben,1993,-12.90905
ben,1994,-13.27301
ben,1995,-4.17968
ben,1996,-6.60156
ben,1997,-4.83638
ben,1998,6.84604
ben,1999,-10.63064
ben,2000,-18.67721
ben,2001,-37.63451
ben,2002,-2.07507
ben,2003,-27.49124
ben,2004,-42.96196
ben,2005,1.72799
ben,2006,-33.50705
ben,2007,-29.94662
ben,2008,-42.80372
ben,2009,-41.98878
ben,2010,-53.97027
ben,2011,-53.97027
ben,2012,-53.97027
bfa,1991,0
bfa,1992,0
bfa,1993,0
bfa,1994,0
bfa,1995,0
bfa,1996,0
bfa,1997,0
bfa,1998,14858.05
bfa,1999,13106.2
bfa,2000,15448.4
bfa,2001,12243.1
bfa,2002,16770
bfa,2003,13211.05
bfa,2004,12519.55
bfa,2005,14276
bfa,2006,10760
bfa,2007,10762.05
bfa,2008,9372.6
bfa,2009,10342.2
bfa,2010,10172
bfa,2011,10172
bfa,2012,10172
bgd,1991,0
bgd,1992,0
bgd,1993,0
bgd,1994,0
bgd,1995,0
bgd,1996,0
bgd,1997,0
bgd,1998,-99.52973
bgd,1999,-57.50951
bgd,2000,-93.27912
bgd,2001,-83.4002
bgd,2002,-96.71794
bgd,2003,-96.97216
bgd,2004,-95.80666
bgd,2005,-95.58079
bgd,2006,-81.01301
bgd,2007,-80.86605
bgd,2008,-96.52199
bgd,2009,-84.12852
bgd,2010,-86.98176
bgd,2011,-86.98176
bgd,2012,-86.98176
bgr,1991,-0.82804
bgr,1992,-1.40641
bgr,1993,-0.91008
bgr,1994,1.19349
bgr,1995,8.14442
bgr,1996,12.53304
bgr,1997,15.54999
bgr,1998,-37.77039
bgr,1999,-2.15343
bgr,2000,114.57529
bgr,2001,216.9223
bgr,2002,17.53701
bgr,2003,49.88084
bgr,2004,113.17291
bgr,2005,102.25879
bgr,2006,219.05612
bgr,2007,448.84583
bgr,2008,219.47454
bgr,2009,195.11986
bgr,2010,226.97153
bgr,2011,226.97153
bgr,2012,226.97153
bhr,1991,-84.37008
bhr,1992,-82.87402
bhr,1993,-80.35433
bhr,1994,-86.81102
bhr,1995,-87.71654
bhr,1996,-88.22835
bhr,1997,-88.38583
bhr,1998,-89.01575
bhr,1999,-89.88189
bhr,2000,-90.70866
bhr,2001,-91.41732
bhr,2002,-92.40157
bhr,2003,-92.24409
bhr,2004,-92.24409
bhr,2005,-89.01575
bhr,2006,-87.24409
bhr,2007,-87.3622
bhr,2008,-87.3622
bhr,2009,-87.71654
bhr,2010,-87.40157
bhr,2011,-87.40157
bhr,2012,-87.40157
bhs,1991,0
bhs,1992,0
bhs,1993,0
bhs,1994,0
bhs,1995,0
bhs,1996,0
bhs,1997,0
bhs,1998,-81.66667
bhs,1999,-100
bhs,2000,-100
bhs,2001,-83.22325
bhs,2002,-96.39713
bhs,2003,-95.65469
bhs,2004,-100
bhs,2005,-13.10917
bhs,2006,-57.75592
bhs,2007,-100
bhs,2008,-56.05175
bhs,2009,-68.44267
bhs,2010,-89.34067
bhs,2011,-89.34067
bhs,2012,-89.34067
bih,1991,-7.9406
bih,1992,-29.32217
bih,1993,-47.37855
bih,1994,-53.51214
bih,1995,-54.77956
bih,1996,-55.23613
bih,1997,-51.65889
bih,1998,-53.39766
bih,1999,-0.69297
bih,2000,332.60877
bih,2001,-27.17541
bih,2002,-65.12355
bih,2003,53.86508
bih,2004,-49.16757
bih,2005,-40.84817
bih,2006,-27.70758
bih,2007,55.04946
bih,2008,-15.2868
bih,2009,-4.50868
bih,2010,-7.25129
bih,2011,-7.25129
bih,2012,-7.25129
blr,1991,0.00113
blr,1992,0.00371
blr,1993,0.01144
blr,1994,0.02155
blr,1995,0.04672
blr,1996,0.08095
blr,1997,0.12503
blr,1998,-99.55949
blr,1999,-91.68714
blr,2000,-97.5602
blr,2001,-99.51183
blr,2002,-82.76302
blr,2003,-99.0641
blr,2004,-99.02878
blr,2005,-98.81694
blr,2006,-98.52421
blr,2007,-98.58826
blr,2008,-98.3653
blr,2009,-97.99231
blr,2010,-98.66798
blr,2011,-98.66798
blr,2012,-98.66798
blz,1991,0
blz,1992,0
blz,1993,0
blz,1994,0
blz,1995,0
blz,1996,0
blz,1997,0
blz,1998,605
blz,1999,992.5
blz,2000,2002.5
blz,2001,-100
blz,2002,1650
blz,2003,6350
blz,2004,57.5
blz,2005,2175
blz,2006,180
blz,2007,1510
blz,2008,420
blz,2009,647.5
blz,2010,310
blz,2011,310
blz,2012,310
bmu,1991,-0.5555
bmu,1992,-1.111
bmu,1993,-1.66675
bmu,1994,-2.22225
bmu,1995,-2.77775
bmu,1996,-3.33325
bmu,1997,-3.889
bmu,1998,-100
bmu,1999,-100
bmu,2000,-100
bmu,2001,-100
bmu,2002,-100
bmu,2003,-100
bmu,2004,-100
bmu,2005,-100
bmu,2006,-100
bmu,2007,-100
bmu,2008,-100
bmu,2009,-100
bmu,2010,-100
bmu,2011,-100
bmu,2012,-100
bol,1991,-5.55648
bol,1992,0.13981
bol,1993,9.86408
bol,1994,-22.50325
bol,1995,-14.65564
bol,1996,-11.66926
bol,1997,-10.8352
bol,1998,-35.76853
bol,1999,5.54903
bol,2000,-65.43709
bol,2001,-85.34228
bol,2002,-55.79496
bol,2003,-42.77927
bol,2004,6.55489
bol,2005,70.15508
bol,2006,-16.11708
bol,2007,25.06999
bol,2008,-47.79017
bol,2009,-77.16824
bol,2010,-61.4584
bol,2011,285.41604
bol,2012,285.41604
bra,1991,-5.41643
bra,1992,0.17638
bra,1993,9.66157
bra,1994,-22.04957
bra,1995,-14.40786
bra,1996,-11.63176
bra,1997,-10.81632
bra,1998,51.19418
bra,1999,-20.20276
bra,2000,-59.8941
bra,2001,-58.56009
bra,2002,-26.76987
bra,2003,-27.50032
bra,2004,1.46492
bra,2005,41.62559
bra,2006,-28.29563
bra,2007,87.73543
bra,2008,-44.00152
bra,2009,-76.24679
bra,2010,99.33697
bra,2011,99.33697
bra,2012,99.33697
brb,1991,-200
brb,1992,0
brb,1993,-128.57143
brb,1994,-100
brb,1995,-57.14286
brb,1996,-171.42857
brb,1997,-100
brb,1998,85.71429
brb,1999,-214.28571
brb,2000,-142.85714
brb,2001,-14.28571
brb,2002,-242.85714
brb,2003,-71.42857
brb,2004,-7.14286
brb,2005,-21.42857
brb,2006,-114.28571
brb,2007,-157.14286
brb,2008,50
brb,2009,-135.71429
brb,2010,-114.28571
brb,2011,-228.57143
brb,2012,-128.57143
brn,1991,-10.69042
brn,1992,31.72322
brn,1993,7.54705
brn,1994,-5.82318
brn,1995,7.80975
brn,1996,-18.97077
brn,1997,-19.66722
brn,1998,-70.22011
brn,1999,-99.4932
brn,2000,-99.05907
brn,2001,-98.80754
brn,2002,-97.75482
brn,2003,-98.22062
brn,2004,-97.86661
brn,2005,-97.59644
brn,2006,-97.26106
brn,2007,-96.95363
brn,2008,-96.6462
brn,2009,-96.32014
brn,2010,-96.02202
brn,2011,-96.02202
brn,2012,-96.02202
bwa,1991,0
bwa,1992,0
bwa,1993,0
bwa,1994,0
bwa,1995,0
bwa,1996,0
bwa,1997,0
bwa,1998,6092.325
bwa,1999,6141.9
bwa,2000,7499.525
bwa,2001,10442.8
bwa,2002,9355.225
bwa,2003,1791.3325
bwa,2004,3098.25
bwa,2005,2991.35
bwa,2006,8255.475
bwa,2007,3700.3
bwa,2008,15579.25
bwa,2009,2939.75
bwa,2010,17481.375
bwa,2011,17481.375
bwa,2012,17481.375
caf,1991,-19.16685
caf,1992,-6.70798
caf,1993,-12.9752
caf,1994,-13.3424
caf,1995,-4.20113
caf,1996,-6.63379
caf,1997,-4.86394
caf,1998,847.87961
caf,1999,627.76914
caf,2000,737.1252
caf,2001,611.60936
caf,2002,469.60548
caf,2003,803.02989
caf,2004,455.14193
caf,2005,657.34325
caf,2006,651.28309
caf,2007,610.92062
caf,2008,641.49083
caf,2009,407.20711
caf,2010,522.73906
caf,2011,522.73906
caf,2012,522.73906
can,1991,47.98442
can,1992,-4.92335
can,1993,75.7388
can,1994,352.0338
can,1995,373.86414
can,1996,36.65665
can,1997,-25.58019
can,1998,1061.53059
can,1999,268.41781
can,2000,69.55219
can,2001,-7.21462
can,2002,458.38571
can,2003,495.08844
can,2004,740.81909
can,2005,245.88283
can,2006,425.82507
can,2007,316.3599
can,2008,435.75428
can,2009,88.48817
can,2010,96.3383
can,2011,809.13938
can,2012,809.13938
che,1991,-13.36449
che,1992,-28.80225
che,1993,-29.38355
che,1994,-2.95196
che,1995,-33.55292
che,1996,-44.83995
che,1997,-35.16378
che,1998,-69.83199
che,1999,-63.96368
che,2000,-56.52189
che,2001,-51.06862
che,2002,-44.19402
che,2003,-40.2726
che,2004,-35.19618
che,2005,-29.74976
che,2006,-20.5721
che,2007,-14.7695
che,2008,-8.45164
che,2009,-6.73299
che,2010,-5.53305
che,2011,-5.53305
che,2012,-5.53305
chl,1991,-7.79502
chl,1992,1.61438
chl,1993,14.68113
chl,1994,-38.43887
chl,1995,-23.28019
chl,1996,-17.30975
chl,1997,-15.81697
chl,1998,485.69608
chl,1999,289.13559
chl,2000,105.59567
chl,2001,357.01148
chl,2002,200.99784
chl,2003,220.45666
chl,2004,95.72943
chl,2005,103.37926
chl,2006,-70.26883
chl,2007,206.46073
chl,2008,202.69362
chl,2009,233.99066
chl,2010,92.61884
chl,2011,92.61884
chl,2012,92.61884
chn,1991,-0.50991
chn,1992,10.0025
chn,1993,19.30733
chn,1994,33.71918
chn,1995,28.33958
chn,1996,32.60248
chn,1997,48.89089
chn,1998,3.67022
chn,1999,42.4667
chn,2000,69.2059
chn,2001,28.82602
chn,2002,78.87681
chn,2003,221.34173
chn,2004,187.09233
chn,2005,230.79135
chn,2006,287.58768
chn,2007,260.46473
chn,2008,293.96911
chn,2009,295.65555
chn,2010,306.14035
chn,2011,306.14035
chn,2012,306.14035
civ,1991,-19.01469
civ,1992,-6.64026
civ,1993,-12.84951
civ,1994,-13.20937
civ,1995,-4.12765
civ,1996,-6.53154
civ,1997,-4.76858
civ,1998,-100
civ,1999,-100
civ,2000,-100
civ,2001,-100
civ,2002,-100
civ,2003,-100
civ,2004,-100
civ,2005,-100
civ,2006,-100
civ,2007,-100
civ,2008,-100
civ,2009,-100
civ,2010,-100
civ,2011,-100
civ,2012,-100
cmr,1991,-18.82255
cmr,1992,-6.69862
cmr,1993,-12.79748
cmr,1994,-13.26413
cmr,1995,-4.53733
cmr,1996,-6.85013
cmr,1997,-5.09413
cmr,1998,104.90596
cmr,1999,68.12934
cmr,2000,104.67468
cmr,2001,32.98379
cmr,2002,56.50289
cmr,2003,117.62477
cmr,2004,7.1264
cmr,2005,107.14953
cmr,2006,42.80752
cmr,2007,9.92772
cmr,2008,24.23843
cmr,2009,18.71446
cmr,2010,-3.59931
cmr,2011,-3.59931
cmr,2012,-3.59931
cod,1991,-15.56145
cod,1992,31.13173
cod,1993,-21.841
cod,1994,-10.31672
cod,1995,-9.64188
cod,1996,-22.2103
cod,1997,-25.87536
cod,1998,-25.48627
cod,1999,-39.32395
cod,2000,-37.91826
cod,2001,-52.70087
cod,2002,-46.59123
cod,2003,-45.91599
cod,2004,-41.73527
cod,2005,-42.81058
cod,2006,-37.17795
cod,2007,-53.45801
cod,2008,-48.01847
cod,2009,-49.88165
cod,2010,-44.83824
cod,2011,-44.83824
cod,2012,-44.83824
cog,1991,-15.57907
cog,1992,31.15253
cog,1993,-21.86235
cog,1994,-10.33153
cog,1995,-9.66118
cog,1996,-22.2395
cog,1997,-25.91394
cog,1998,-62.62804
cog,1999,-69.72333
cog,2000,-74.28219
cog,2001,-64.09673
cog,2002,-73.3518
cog,2003,-55.6481
cog,2004,-59.61073
cog,2005,-52.84529
cog,2006,-51.15523
cog,2007,-66.00825
cog,2008,-64.73622
cog,2009,-59.70117
cog,2010,-57.84478
cog,2011,-57.84478
cog,2012,-57.84478
col,1991,-5.52144
col,1992,0.2081
col,1993,9.94378
col,1994,-22.34197
col,1995,-14.48377
col,1996,-11.53011
col,1997,-10.72827
col,1998,-56.31194
col,1999,-66.07215
col,2000,-49.6081
col,2001,-65.51685
col,2002,-78.61498
col,2003,-46.57541
col,2004,-27.94522
col,2005,-77.38659
col,2006,-81.67951
col,2007,-41.04063
col,2008,-74.43866
col,2009,-76.46808
col,2010,-93.08409
col,2011,-93.08409
col,2012,-93.08409
cpv,1991,-100
cpv,1992,200
cpv,1993,-100
cpv,1994,-200
cpv,1995,300
cpv,1996,0
cpv,1997,100
cpv,1998,-500
cpv,1999,100
cpv,2000,300
cpv,2001,-500
cpv,2002,0
cpv,2003,100
cpv,2004,-300
cpv,2005,-500
cpv,2006,-300
cpv,2007,100
cpv,2008,100
cpv,2009,300
cpv,2010,100
cpv,2011,-100
cpv,2012,-100
cri,1991,0.07119
cri,1992,0.28691
cri,1993,1.28928
cri,1994,3.13654
cri,1995,6.66108
cri,1996,11.96039
cri,1997,18.40955
cri,1998,186.46262
cri,1999,495.92223
cri,2000,5.48623
cri,2001,2797.92182
cri,2002,255.45361
cri,2003,742.25259
cri,2004,470.42556
cri,2005,229.45701
cri,2006,434.43026
cri,2007,475.42491
cri,2008,261.7028
cri,2009,625.15537
cri,2010,838.30005
cri,2011,838.30005
cri,2012,838.30005
cub,1991,9.01217
cub,1992,1.5027
cub,1993,7.5738
cub,1994,5.48803
cub,1995,5.43944
cub,1996,8.82533
cub,1997,1.14175
cub,1998,-72.49179
cub,1999,-65.61706
cub,2000,-72.53239
cub,2001,-77.45769
cub,2002,-84.71048
cub,2003,-65.3665
cub,2004,-11.67166
cub,2005,-29.69768
cub,2006,-14.68871
cub,2007,-58.87654
cub,2008,-68.97983
cub,2009,-10.43024
cub,2010,-68.57438
cub,2011,-68.57438
cub,2012,-68.57438
cym,1991,0
cym,1992,0
cym,1993,0
cym,1994,0
cym,1995,0
cym,1996,0
cym,1997,0
cym,1998,-100
cym,1999,-100
cym,2000,-100
cym,2001,-100
cym,2002,-100
cym,2003,-100
cym,2004,-100
cym,2005,-100
cym,2006,-100
cym,2007,-100
cym,2008,-100
cym,2009,-100
cym,2010,-100
cym,2011,-100
cym,2012,-100
cyp,1991,498.87006
cyp,1992,1931.07345
cyp,1993,7922.59887
cyp,1994,19306.77966
cyp,1995,42272.88136
cyp,1996,69391.52542
cyp,1997,92837.85311
cyp,1998,278431.07344
cyp,1999,173628.81356
cyp,2000,455832.20338
cyp,2001,292725.14124
cyp,2002,370002.54237
cyp,2003,543024.29378
cyp,2004,471651.41242
cyp,2005,547922.59886
cyp,2006,610069.49152
cyp,2007,675041.24293
cyp,2008,737188.13558
cyp,2009,803333.75705
cyp,2010,875606.21468
cyp,2011,875606.21468
cyp,2012,875606.21468
cze,1991,0.14938
cze,1992,0.61026
cze,1993,2.76471
cze,1994,7.12665
cze,1995,17.33172
cze,1996,30.60728
cze,1997,39.9269
cze,1998,-46.72434
cze,1999,-29.5316
cze,2000,-9.86411
cze,2001,13.52814
cze,2002,34.41037
cze,2003,62.80962
cze,2004,88.898
cze,2005,129.13246
cze,2006,152.30909
cze,2007,180.00311
cze,2008,207.65351
cze,2009,416.81155
cze,2010,645.69804
cze,2011,645.69804
cze,2012,645.69804
deu,1991,1.56221
deu,1992,-1.93279
deu,1993,-2.1623
deu,1994,-0.54099
deu,1995,1.43279
deu,1996,3.61361
deu,1997,4.94007
deu,1998,-64.25585
deu,1999,-65.206
deu,2000,-60.91741
deu,2001,-64.62755
deu,2002,-63.31189
deu,2003,-61.90791
deu,2004,-58.77443
deu,2005,-54.98482
deu,2006,-50.27758
deu,2007,-47.47402
deu,2008,-43.44679
deu,2009,-45.60871
deu,2010,-44.17811
deu,2011,-44.17811
deu,2012,-44.17811
dji,1991,1.11133
dji,1992,2.222
dji,1993,3.33333
dji,1994,4.44467
dji,1995,5.55533
dji,1996,6.66667
dji,1997,7.778
dji,1998,-63.33333
dji,1999,-100
dji,2000,-70
dji,2001,-80
dji,2002,-60
dji,2003,-96.66667
dji,2004,-78.33333
dji,2005,-90
dji,2006,-90
dji,2007,-78.33333
dji,2008,-61.66667
dji,2009,-68.33333
dji,2010,-71.66667
dji,2011,-71.66667
dji,2012,-71.66667
dma,1991,-0.5555
dma,1992,-1.111
dma,1993,-1.66675
dma,1994,-2.22225
dma,1995,-2.77775
dma,1996,-3.33325
dma,1997,-3.889
dma,1998,-100
dma,1999,-100
dma,2000,-100
dma,2001,-100
dma,2002,-100
dma,2003,-100
dma,2004,-100
dma,2005,-100
dma,2006,-100
dma,2007,-100
dma,2008,-100
dma,2009,-100
dma,2010,-100
dma,2011,-100
dma,2012,-100
dnk,1991,-0.26813
dnk,1992,-0.00636
dnk,1993,0.24931
dnk,1994,1.5074
dnk,1995,3.15606
dnk,1996,4.36919
dnk,1997,6.57415
dnk,1998,-83.4042
dnk,1999,-79.70677
dnk,2000,-75.37128
dnk,2001,-72.6476
dnk,2002,-69.1338
dnk,2003,-65.51207
dnk,2004,-61.70232
dnk,2005,-57.79391
dnk,2006,-53.32812
dnk,2007,-49.33579
dnk,2008,-45.17941
dnk,2009,-44.56494
dnk,2010,-43.8884
dnk,2011,-43.8884
dnk,2012,-43.8884
dom,1991,30.09895
dom,1992,3.99939
dom,1993,24.29926
dom,1994,16.49676
dom,1995,15.88766
dom,1996,26.38514
dom,1997,-0.36662
dom,1998,-18.1425
dom,1999,-56.06741
dom,2000,93.71752
dom,2001,71.73784
dom,2002,-87.13721
dom,2003,-75.73404
dom,2004,-76.7297
dom,2005,146.42386
dom,2006,-82.31437
dom,2007,-82.72035
dom,2008,-67.00062
dom,2009,-83.92157
dom,2010,-69.7027
dom,2011,-69.7027
dom,2012,-69.7027
dza,1991,-28.76954
dza,1992,-37.94227
dza,1993,-48.51993
dza,1994,-57.29361
dza,1995,-64.89927
dza,1996,-52.55846
dza,1997,-43.37042
dza,1998,138.50181
dza,1999,182.30206
dza,2000,319.95067
dza,2001,153.39785
dza,2002,79.76318
dza,2003,156.73017
dza,2004,181.33911
dza,2005,251.56009
dza,2006,284.38063
dza,2007,836.45387
dza,2008,214.48333
dza,2009,322.71759
dza,2010,202.6866
dza,2011,202.6866
dza,2012,202.6866
ecu,1991,-3.20589
ecu,1992,0.38334
ecu,1993,5.93574
ecu,1994,-12.63553
ecu,1995,-7.77897
ecu,1996,-5.81687
ecu,1997,-4.91107
ecu,1998,-8.90375
ecu,1999,-58.92379
ecu,2000,111.75259
ecu,2001,91.95743
ecu,2002,-71.92632
ecu,2003,-49.19176
ecu,2004,1.28527
ecu,2005,4.25121
ecu,2006,-49.97576
ecu,2007,48.14124
ecu,2008,-28.97025
ecu,2009,33.01161
ecu,2010,-84.83454
ecu,2011,-84.83454
ecu,2012,-84.83454
egy,1991,5.085
egy,1992,3.65092
egy,1993,0.24289
egy,1994,0.4262
egy,1995,-7.52725
egy,1996,15.94522
egy,1997,1.469
egy,1998,10.54747
egy,1999,18.55703
egy,2000,26.82975
egy,2001,30.30392
egy,2002,34.79306
egy,2003,37.61006
egy,2004,44.19566
egy,2005,56.99505
egy,2006,65.00972
egy,2007,73.47534
egy,2008,77.85408
egy,2009,85.1694
egy,2010,91.75481
egy,2011,91.75481
egy,2012,91.75481
esp,1991,2.21978
esp,1992,4.87015
esp,1993,3.69302
esp,1994,2.89862
esp,1995,7.23949
esp,1996,11.86739
esp,1997,11.05706
esp,1998,71.11428
esp,1999,22.35806
esp,2000,82.9955
esp,2001,26.65221
esp,2002,28.66302
esp,2003,67.10943
esp,2004,69.05811
esp,2005,87.9652
esp,2006,140.16745
esp,2007,79.79445
esp,2008,85.73077
esp,2009,105.03796
esp,2010,105.49885
esp,2011,105.49885
esp,2012,105.49885
est,1991,-1.87767
est,1992,-3.73929
est,1993,-5.58367
est,1994,-7.41184
est,1995,-9.21728
est,1996,-11.00596
est,1997,-12.77654
est,1998,-99.93359
est,1999,-99.92045
est,2000,-99.90451
est,2001,-99.88383
est,2002,-99.6265
est,2003,-99.78423
est,2004,-99.73498
est,2005,-99.71554
est,2006,-99.34029
est,2007,-99.65257
est,2008,-99.61503
est,2009,-99.57163
est,2010,-99.54129
est,2011,-99.54129
est,2012,-99.54129
eth,1991,2.77859
eth,1992,5.55756
eth,1993,8.3414
eth,1994,11.13028
eth,1995,13.93068
eth,1996,16.80782
eth,1997,19.6941
eth,1998,32356.57729
eth,1999,39229.34072
eth,2000,30490.70024
eth,2001,19120.23249
eth,2002,28418.63494
eth,2003,25051.27169
eth,2004,25806.09335
eth,2005,31650.32126
eth,2006,20743.79564
eth,2007,25040.07456
eth,2008,20362.02481
eth,2009,21096.10937
eth,2010,20910.53823
eth,2011,20910.53823
eth,2012,20910.53823
fin,1991,0.44614
fin,1992,4.17016
fin,1993,5.91627
fin,1994,11.97245
fin,1995,19.28401
fin,1996,24.71504
fin,1997,30.96602
