geo,time,se_prm_oenr_ma_zs
aus,1992,6.56498
aus,1993,6.94692
aus,1994,7.1063
aus,1995,6.4582
aus,1996,6.29554
aus,1997,6.29092
aus,1998,6.31633
aus,1999,6.35614
aus,2000,6.47558
aus,2001,6.53293
aus,2002,6.74044
aus,2003,6.82322
aus,2004,7.01489
aus,2005,7.06497
aus,2006,7.21044
aus,2007,7.22222
aus,2008,7.02066
aus,2009,7.06394
aus,2010,7.67749
aus,2011,7.70133
aus,2012,7.62808
aus,2013,7.39136
aus,2014,7.37002
aus,2015,4.165
aus,2016,4.12484
aus,2017,4.1527
aut,1989,11.52209
aut,1999,13.06833
aut,2000,12.9185
aut,2001,13.19031
aut,2002,13.69405
aut,2003,13.94674
aut,2004,13.94699
aut,2005,13.90415
aut,2006,14.02533
aut,2007,14.26194
aut,2008,13.86075
aut,2009,13.72086
aut,2010,13.50679
aut,2011,13.65978
aut,2012,13.02269
aut,2013,13.65245
aut,2014,13.68867
aut,2015,14.27069
aut,2016,14.11877
aut,2017,14.33064
aze,1998,4.45301
aze,1999,3.50739
aze,2000,9.82159
aze,2001,12.52643
aze,2002,12.66114
aze,2003,12.36923
aze,2004,12.2726
aze,2005,11.00491
aze,2006,10.43679
aze,2007,10.54425
aze,2008,9.19411
aze,2009,8.44624
aze,2010,8.054
aze,2011,7.22462
aze,2012,6.84767
aze,2013,6.64085
aze,2014,6.66263
aze,2015,6.44546
aze,2016,7.03895
aze,2017,8.90961
aze,2018,6.6897
bdi,1970,0
bdi,1971,0
bdi,1972,0
bdi,1973,17.37126
bdi,1978,24.04711
bdi,1980,25.62404
bdi,1981,25.24131
bdi,1982,24.98976
bdi,1983,22.20203
bdi,1984,20.34103
bdi,1985,18.84586
bdi,1986,20.76289
bdi,1987,21.41726
bdi,1988,23.16107
bdi,1993,24.36094
bdi,2000,25.98623
bdi,2001,16.32784
bdi,2002,21.59043
bdi,2003,23.38729
bdi,2004,27.45317
bdi,2005,26.84419
bdi,2006,25.35435
bdi,2007,24.82222
bdi,2008,20.61368
bdi,2009,29.53264
bdi,2010,29.39957
bdi,2017,17.84548
bdi,2018,17.72451
bel,1977,8.34255
bel,1979,6.20261
bel,1980,5.70878
bel,1981,6.39386
bel,1982,5.48936
bel,1983,5.76844
bel,1984,5.40691
bel,1985,5.28729
bel,1986,4.60539
bel,1987,4.29604
bel,1988,4.26271
bel,1991,3.73526
bel,1992,3.8906
bel,1993,4.90393
bel,1994,4.97712
bel,1995,4.85676
bel,1996,4.58945
bel,1999,4.43227
bel,2000,4.35516
bel,2001,4.4127
bel,2002,4.52793
bel,2003,4.74188
bel,2004,4.84046
bel,2005,4.93011
bel,2006,4.83086
bel,2007,4.66722
bel,2008,4.65029
bel,2009,4.69227
bel,2010,4.71683
bel,2011,4.61526
bel,2012,4.63715
bel,2013,5.80872
bel,2014,5.10761
bel,2015,4.85129
bel,2016,4.74608
bel,2017,4.88925
ben,1984,20.11305
ben,1985,18.76535
ben,1986,19.30534
ben,1988,18.4398
ben,1989,17.32893
ben,1990,21.26602
ben,1992,17.36581
ben,1993,17.43353
ben,1994,16.85456
ben,1995,17.21102
ben,1996,16.91113
ben,1997,16.70253
ben,2006,12.2838
ben,2008,11.90093
ben,2009,10.60648
ben,2010,10.12093
ben,2011,10.00605
ben,2012,9.39092
ben,2013,9.57749
ben,2014,8.12356
ben,2017,9.76242
ben,2018,8.41849
bfa,1971,12.41701
bfa,1972,12.28854
bfa,1977,12.82671
bfa,1978,13.4925
bfa,1979,13.91871
bfa,1980,14.27196
bfa,1981,13.72732
bfa,1982,12.6321
bfa,1983,13.93335
bfa,1984,13.91855
bfa,1985,12.57544
bfa,1986,12.34722
bfa,1987,13.44569
bfa,1988,12.08294
bfa,1989,12.41688
bfa,1991,14.58061
bfa,1992,14.17942
bfa,1993,13.39964
bfa,1994,12.87074
bfa,1995,12.40809
bfa,1998,16.93383
bfa,1999,14.87695
bfa,2000,11.64869
bfa,2001,10.17746
bfa,2002,9.97418
bfa,2003,10.96362
bfa,2004,9.2796
bfa,2005,8.41876
bfa,2006,8.31867
bfa,2007,8.05476
bfa,2008,8.30864
bfa,2009,10.05425
bfa,2010,22.78349
bfa,2011,20.88996
bfa,2012,20.76819
bfa,2013,20.82432
bfa,2014,20.68756
bfa,2015,19.90722
bfa,2016,14.9837
bfa,2017,15.44105
bfa,2018,15.50521
bgd,1983,5.43494
bgd,2005,3.59757
bgd,2006,3.59824
bgd,2008,3.6484
bgd,2009,10.81217
bgd,2010,10.8359
bgr,1996,4.4297
bgr,1997,5.21857
bgr,1998,4.97532
bgr,1999,5.62988
bgr,2000,5.9928
bgr,2001,6.60201
bgr,2002,6.99357
bgr,2003,7.15317
bgr,2004,6.97557
bgr,2005,6.86174
bgr,2006,6.49806
bgr,2007,5.1658
bgr,2008,4.19762
bgr,2009,3.66514
bgr,2010,2.73375
bgr,2011,2.59703
bgr,2012,2.45177
bgr,2013,2.81772
bgr,2014,2.71851
bgr,2015,2.52141
bgr,2016,2.27268
bgr,2017,1.934
bhr,1971,30.80632
bhr,1972,30.73413
bhr,1973,31.59032
bhr,1974,29.70849
bhr,1975,28.05006
bhr,1976,28.88722
bhr,1977,26.42359
bhr,1978,26.99798
bhr,1979,27.10971
bhr,1980,26.08843
bhr,1981,23.64293
bhr,1982,24.59059
bhr,1983,19.93637
bhr,1984,18.24684
bhr,1985,15.94785
bhr,1986,11.48924
bhr,1987,11.79019
bhr,1988,9.28939
bhr,1989,9.34727
bhr,1991,7.98394
bhr,1992,8.16864
bhr,1993,6.47206
bhr,1994,6.09175
bhr,1995,5.96481
bhr,1996,5.13443
bhr,1997,5.49036
bhr,1998,5.93464
bhr,1999,5.65083
bhr,2000,6.72525
bhr,2001,5.92392
bhr,2002,5.7419
bhr,2003,5.76298
bhr,2004,4.97466
bhr,2005,4.81764
bhr,2006,6.59747
bhr,2011,3.01083
bhr,2012,2.93348
bhr,2013,3.13937
bhr,2014,2.96613
bhr,2015,2.45337
bhr,2016,2.61177
bhr,2017,2.53467
bhr,2018,2.39747
bhs,1992,6.28626
bhs,1993,6.84948
bhs,1999,7.03355
bhs,2004,10.39996
bhs,2005,11.35785
bhs,2006,11.34635
bhs,2007,12.94877
bhs,2008,12.29464
bhs,2009,11.75966
bhs,2010,10.46736
bhs,2011,9.89347
bhs,2012,11.61756
bhs,2013,10.11871
bhs,2014,10.4716
bhs,2015,8.32024
bhs,2016,8.42553
bhs,2018,9.87231
bih,2009,20.18171
bih,2010,2.94751
bih,2011,2.48419
bih,2012,2.31566
bih,2013,2.56478
bih,2014,2.83601
bih,2015,3.73411
bih,2016,3.6981
bih,2017,4.065
bih,2018,4.09173
blr,1995,10.05147
blr,2008,4.2205
blr,2009,4.78598
blr,2010,5.017
blr,2011,5.0722
blr,2012,5.14637
blr,2013,5.8365
blr,2014,5.27933
blr,2015,5.96909
blr,2016,4.91068
blr,2017,5.25034
blr,2018,5.53119
blz,1999,15.52891
blz,2000,16.02088
blz,2001,16.03175
blz,2003,14.93563
blz,2004,14.65627
blz,2005,14.53199
blz,2006,14.3327
blz,2007,13.89802
blz,2008,12.64738
blz,2009,12.71529
blz,2010,12.25668
blz,2011,10.90572
blz,2012,11.80323
blz,2013,11.21423
blz,2014,10.19666
blz,2015,10.2114
blz,2016,10.21777
blz,2017,10.27891
blz,2018,9.98455
bmu,1978,1.90045
bmu,1984,5.65013
bmu,1985,3.3629
bmu,2005,0.04237
bmu,2011,1.38889
bmu,2012,0.55046
bol,1998,13.37416
bol,1999,13.85802
bol,2000,15.12828
bol,2001,14.86136
bol,2002,14.5868
bol,2003,13.42346
bol,2004,12.87819
bol,2005,12.22316
bol,2006,12.18225
bol,2007,12.80061
bol,2008,14.57822
bol,2009,9.08881
bol,2010,9.97378
bol,2011,9.4999
bol,2012,11.95061
bol,2013,11.25968
bol,2014,10.38181
bol,2015,9.35224
bol,2016,8.41895
bol,2017,7.13894
bol,2018,5.71336
bra,2004,24.65594
bra,2005,26.49139
bra,2007,25.82716
bra,2008,22.05498
bra,2009,22.3156
bra,2010,23.11857
bra,2011,23.30506
bra,2012,22.74822
bra,2013,18.38501
bra,2014,17.42392
bra,2015,16.39569
bra,2016,15.64415
bra,2017,16.14093
brb,1971,15.83706
brb,1972,11.19196
brb,1981,3.73802
brb,1983,2.2623
brb,1989,1.45498
brb,1999,4.73069
brb,2000,5.80475
brb,2001,4.68154
brb,2002,5.00042
brb,2003,5.59328
brb,2004,4.73311
brb,2005,5.95575
brb,2006,6.63022
brb,2007,5.38441
brb,2008,4.37843
brb,2009,6.49396
brb,2010,4.57386
brb,2011,5.28592
brb,2014,2.65176
brb,2015,2.64091
brb,2016,2.34626
brb,2017,2.40038
brb,2018,2.38323
brn,1977,22.54761
brn,1978,22.54063
brn,1979,25.96809
brn,1980,24.75099
brn,1981,28.2522
brn,1982,27.47699
brn,1983,26.77216
brn,1984,27.77778
brn,1986,28.10202
brn,1991,17.3839
brn,1992,16.83523
brn,1993,16.14576
brn,1994,16.04201
brn,2005,5.0786
brn,2006,4.52584
brn,2007,5.07171
brn,2008,3.266
brn,2009,2.60026
brn,2010,3.21085
brn,2011,3.06719
brn,2012,2.42454
brn,2013,2.1941
brn,2014,2.74025
brn,2015,3.34967
brn,2016,4.16447
brn,2017,4.31549
brn,2018,4.38402
btn,1978,26.77966
btn,1979,27.37413
btn,1998,25.8256
btn,1999,26.37642
btn,2000,25.49627
btn,2001,24.22171
btn,2005,23.44752
btn,2006,22.42951
btn,2008,20.5335
btn,2009,19.04579
btn,2010,18.77057
btn,2011,19.56495
btn,2012,18.79045
btn,2013,15.24267
btn,2015,14.98433
btn,2016,14.42618
btn,2017,13.36177
btn,2018,11.98436
bwa,1970,23.63347
bwa,1971,22.29118
bwa,1972,19.07095
bwa,1973,25.05841
bwa,1974,21.38732
bwa,1975,17.80529
bwa,1976,15.09675
bwa,1977,14.09589
bwa,1978,14.43161
bwa,1979,15.68071
bwa,1980,15.78833
bwa,1981,8.26358
bwa,1982,0
bwa,1983,10.72003
bwa,1984,12.60643
bwa,1985,13.02256
bwa,1986,13.50127
bwa,1987,14.17934
bwa,1988,14.6572
bwa,1989,15.11661
bwa,1990,14.87717
bwa,1991,15.58245
bwa,1992,14.75301
bwa,1993,14.78862
bwa,1994,14.98352
bwa,1995,25.68792
bwa,1996,25.99278
bwa,1998,24.95845
bwa,1999,24.22158
bwa,2000,23.64515
bwa,2001,23.16431
bwa,2002,23.16827
bwa,2003,23.01989
bwa,2004,20.71073
bwa,2005,22.04694
bwa,2006,21.80349
bwa,2007,21.91322
bwa,2008,22.00972
bwa,2009,21.70748
bwa,2012,16.05914
bwa,2013,16.4118
bwa,2014,15.09029
caf,1971,24.00974
caf,1972,19.71291
caf,1973,21.58008
caf,1977,31.088
caf,1978,31.03437
caf,1981,21.20214
caf,1982,20.3224
caf,1983,18.77113
caf,1986,20.18093
caf,1987,22.96214
caf,1988,27.83277
caf,1989,27.95204
caf,1990,19.38733
caf,1991,19.38854
caf,2005,25.98523
caf,2006,24.91869
caf,2007,21.68178
caf,2008,21.56744
caf,2009,22.44543
caf,2010,23.98932
caf,2011,22.76362
caf,2012,22.6139
can,1982,5.11846
can,1983,5.17566
can,1984,5.1117
can,1985,4.93302
can,1986,4.78842
can,1987,4.44822
can,1988,4.4482
can,1989,4.43936
can,1990,4.45185
can,1991,3.15518
can,1992,3.21025
can,1993,2.56457
can,1994,2.61517
can,1995,2.53315
can,1996,2.53317
can,1998,0.65372
can,1999,0
can,2000,0
can,2013,0
can,2014,0
can,2015,0
can,2016,0
can,2017,0
che,1977,5.77981
che,1978,6.15675
che,1981,2.82826
che,1982,2.93301
che,1983,2.88388
che,1984,2.89401
che,1985,2.82432
che,1986,2.67576
che,1987,2.52703
che,1988,2.40219
che,1989,2.34613
che,1990,2.29595
che,1991,2.37499
che,1992,2.35873
che,1993,2.18141
che,1994,2.19032
che,1995,2.00212
che,1996,2.10317
che,1999,2.48798
che,2000,2.46568
che,2001,2.40988
che,2002,2.47612
che,2003,2.50508
che,2004,2.5692
che,2005,2.5416
che,2006,2.49122
che,2007,2.43362
che,2008,2.29912
che,2009,2.2315
che,2010,2.18694
che,2011,2.08612
che,2012,1.86173
che,2013,1.71294
che,2014,1.67676
che,2015,1.77022
che,2016,1.78593
che,2017,1.63472
chl,2007,6.95815
chl,2008,6.87139
chl,2009,6.84352
chl,2010,8.97702
chl,2011,9.35322
chl,2012,9.49219
chl,2013,9.11951
chl,2014,8.82253
chl,2015,8.53557
chl,2016,8.2396
chl,2017,7.87484
chn,1987,24.43709
chn,1989,22.26885
chn,1990,21.03414
chn,1991,19.5033
chn,1992,18.57707
chn,1993,17.0036
chn,1994,15.75771
chn,1995,15.20926
chn,1996,13.55078
chn,1997,12.0794
civ,1977,25.47846
civ,1996,18.61345
civ,1997,17.24188
civ,1999,17.62866
civ,2000,8.63538
civ,2001,5.4621
civ,2002,5.40543
civ,2003,9.76429
civ,2009,19.63303
civ,2013,20.0225
civ,2014,13.97656
civ,2016,11.12722
civ,2017,10.84394
civ,2018,7.69654
cmr,1971,26.6964
cmr,1972,27.23086
cmr,1973,25.10682
cmr,1974,35.0033
cmr,1975,26.04737
cmr,1976,25.28598
cmr,1977,24.83003
cmr,1978,23.88052
cmr,1979,23.71915
cmr,1980,23.67918
cmr,1988,24.79932
cmr,1990,23.12765
cmr,1991,23.12987
cmr,2011,12.06136
cmr,2012,12.06558
cmr,2014,10.44737
cmr,2015,10.31691
cmr,2016,14.85672
cmr,2017,12.71804
cod,1971,30.1904
cod,1972,30.99681
cod,1975,27.06826
cod,1979,20.98782
cod,1983,20.63003
cod,1984,20.63007
cod,1988,23.77303
cod,1991,23.70752
cod,1992,23.9041
cod,1993,25.55564
cod,1994,21.20957
cod,1995,16.52692
cod,1999,30.80115
cog,1972,29.02135
cog,1974,26.0587
cog,1976,25.2215
cog,1978,22.44533
cog,1979,22.204
cog,1980,33.6612
cog,1981,33.27499
cog,1982,33.32366
cog,1983,33.31018
cog,1984,33.25907
cog,2005,53.10212
cog,2006,47.00479
cog,2010,14.04092
cog,2012,15.84831
col,1986,35.78733
col,1999,19.78423
col,2000,18.93131
col,2001,18.30476
col,2002,18.19011
col,2004,19.76656
col,2005,19.7603
col,2006,20.72718
col,2007,21.55014
col,2008,22.19063
col,2009,22.43257
col,2010,21.01888
col,2011,20.1688
col,2012,19.883
col,2013,19.92305
col,2014,18.4792
col,2015,17.88307
col,2016,17.87798
col,2017,16.9649
col,2018,16.83619
com,1987,25.43579
com,1994,27.61533
com,1999,33.30755
com,2000,33.30917
com,2007,22.41632
com,2017,17.27054
com,2018,17.87086
cpv,1981,19.79258
cpv,1982,20.72648
cpv,1983,19.35141
cpv,1984,18.27191
cpv,1985,16.40942
cpv,1986,15.85849
cpv,1987,17.09968
cpv,1988,13.68782
cpv,1990,12.74513
cpv,1994,10.02083
cpv,1998,17.45416
cpv,2000,17.97051
cpv,2001,18.10101
cpv,2002,18.9824
cpv,2003,18.39287
cpv,2004,18.79185
cpv,2005,18.14987
cpv,2006,18.43538
cpv,2007,17.30972
cpv,2008,17.31265
cpv,2009,16.52923
cpv,2010,15.70931
cpv,2011,15.1292
cpv,2012,14.1791
cpv,2013,13.44364
cpv,2014,12.57784
cpv,2015,11.10558
cpv,2016,10.37663
cpv,2018,12.32672
cri,1970,18.8222
cri,1972,16.52763
cri,1973,16.52767
cri,1975,14.60292
cri,1976,14.52999
cri,1978,15.64003
cri,1979,16.43172
cri,1980,16.09128
cri,1981,15.84616
cri,1982,15.26062
cri,1985,14.74438
cri,1986,15.06721
cri,1987,14.74452
cri,1989,14.98327
cri,1990,15.23661
cri,1991,15.86014
cri,2011,12.81398
cri,2012,13.19544
cri,2013,13.29111
cri,2014,13.5259
cri,2015,12.41394
cri,2016,11.89651
cri,2017,8.80334
cri,2018,13.28971
cub,1972,20.65845
cub,1973,20.61462
cub,1974,20.42383
cub,1979,15.54205
cub,1980,12.89231
cub,1981,11.29063
cub,1982,10.30049
cub,1983,10.72319
cub,1984,12.05514
cub,1985,12.64974
cub,1986,11.79478
cub,1987,10.76496
cub,1988,10.07764
cub,1989,8.72765
cub,1990,7.75557
cub,1991,6.11631
cub,1992,4.65782
cub,1993,4.08859
cub,1994,3.12158
cub,1995,3.03259
cub,1996,5.71271
cub,1997,5.75286
cub,1998,6.10714
cub,1999,5.52992
cub,2000,5.6947
cub,2001,5.71141
cub,2002,5.63918
cub,2003,5.38218
cub,2004,5.16594
cub,2005,5.58676
cub,2006,5.84283
cub,2007,3.99655
cub,2008,3.84943
cub,2009,3.61806
cub,2010,3.53677
cub,2011,3.51187
cub,2012,3.64464
cub,2013,1.87492
cub,2014,3.71886
cub,2015,4.04878
cub,2016,4.00491
cub,2017,3.69296
cub,2018,3.44345
cym,1999,1.97905
cym,2000,3.19953
cym,2001,1.49254
cym,2002,6.40177
cym,2004,2.48555
cym,2005,3.4689
cym,2006,2.28031
cym,2007,5.41949
cym,2008,6.82752
cym,2011,3.13131
cym,2012,1.98511
cym,2013,1.96276
cym,2018,2.25327
cyp,1971,5.26508
cyp,1972,5.39694
cyp,1973,4.71127
cyp,1974,3.81091
cyp,1975,3.22801
cyp,1976,2.18731
cyp,1977,2.14827
cyp,1978,1.58635
cyp,1979,1.31271
cyp,1980,0.92636
cyp,1981,0.89114
cyp,1982,0.75606
cyp,1983,0.48865
cyp,1999,1.82482
cyp,2000,0.82893
cyp,2001,1.3407
cyp,2002,1.61906
cyp,2003,1.26034
cyp,2004,1.28963
cyp,2005,1.53944
cyp,2006,1.90529
cyp,2007,2.03023
cyp,2008,1.99945
cyp,2009,2.55562
cyp,2010,1.98361
cyp,2011,2.46115
cyp,2012,2.46568
cyp,2013,2.67079
cyp,2014,2.36431
cyp,2015,2.0859
cyp,2016,1.84078
cyp,2017,2.03012
cze,1999,13.99915
cze,2007,14.79485
cze,2008,13.14971
cze,2009,13.4673
cze,2010,13.62834
cze,2011,13.24936
cze,2012,12.60384
cze,2013,12.20903
cze,2014,12.0005
cze,2015,11.58903
cze,2016,11.68941
cze,2017,11.82218
deu,2001,19.37872
deu,2002,18.39101
deu,2003,17.69742
deu,2004,17.09106
deu,2005,16.44473
deu,2006,16.0231
deu,2007,16.10195
deu,2008,15.87995
deu,2009,15.64224
deu,2010,14.42342
deu,2011,14.32083
deu,2012,13.79021
deu,2013,13.64024
deu,2014,13.4002
deu,2015,13.0562
deu,2016,12.72169
deu,2017,12.71832
dji,1985,21.99939
dji,1986,21.59037
dji,1987,20.55893
dji,1988,20.43125
dji,1989,19.30613
dji,1990,19.69273
dji,1992,17.23301
dji,1993,15.37972
dji,1994,17.42703
dji,1995,16.80841
dji,1996,16.58354
dji,1997,18.22322
dji,1999,17.93217
dji,2000,17.1077
dji,2001,18.61979
dji,2002,18.73048
dji,2004,17.18801
dji,2005,12.61178
dji,2006,14.08917
dji,2007,13.01914
dji,2008,17.6065
dji,2009,17.60789
dji,2011,11.38156
dji,2014,12.97756
dji,2015,13.36773
dji,2016,16.24415
dji,2017,13.84606
dji,2018,11.93467
dji,2019,11.45423
dma,1975,19.46922
dma,1976,17.77278
dma,1977,17.84069
dma,1979,21.06264
dma,1980,17.04488
dma,1981,17.56775
dma,1982,18.73232
dma,1999,7.57868
dma,2000,5.0115
dma,2001,4.85782
dma,2002,4.57173
dma,2003,4.7346
dma,2004,3.60784
dma,2005,3.83901
dma,2006,3.67213
dma,2007,4.44544
dma,2008,3.98323
dma,2009,4.34061
dma,2011,5.36102
dma,2012,7.07119
dma,2014,6.98031
dma,2015,5.60868
dma,2016,8.6289
dnk,1993,0.98206
dnk,1994,0.97313
dnk,1995,1.554
dnk,1996,2.0683
dnk,1998,2.12428
dnk,1999,2.08535
dnk,2000,2.16573
dnk,2001,0
dnk,2002,0
dnk,2004,3.08467
dnk,2005,3.34096
dnk,2006,3.6379
dnk,2007,3.58488
dnk,2008,4.11234
dnk,2009,4.19948
dnk,2010,4.29419
dnk,2011,3.81652
dnk,2012,3.90078
dnk,2013,3.69027
dnk,2014,3.72517
dnk,2015,3.56495
dnk,2016,3.48053
dnk,2017,3.1456
dom,1999,24.16707
dom,2000,25.77927
dom,2002,19.91443
dom,2003,18.89131
dom,2004,23.69561
dom,2005,23.15675
dom,2006,21.18794
dom,2007,22.20015
dom,2008,23.5159
dom,2009,12.93549
dom,2010,16.61474
dom,2011,17.01636
dom,2012,17.0709
dom,2013,18.12171
dom,2014,18.576
dom,2015,17.53268
dom,2016,16.94176
dom,2017,15.3398
dom,2018,13.68502
dza,1973,19.18937
dza,1974,17.93429
dza,1975,16.91392
dza,1976,17.27027
dza,1977,17.20049
dza,1978,17.29078
dza,1979,16.80303
dza,1980,15.3908
dza,1981,14.21853
dza,1982,13.51177
dza,1983,12.80471
dza,1984,11.43634
dza,1985,10.41301
dza,1986,7.7519
dza,1987,7.10373
dza,1988,7.17339
dza,1989,6.92522
dza,1990,7.3103
dza,1991,7.3116
dza,1992,7.63377
dza,1993,8.24547
dza,1994,8.68184
dza,1995,8.72066
dza,1996,10.10681
dza,1997,11.41655
dza,1999,13.13184
dza,2000,14.53392
dza,2001,14.29671
dza,2002,13.85289
dza,2003,14.09466
dza,2004,14.2125
dza,2005,14.42329
dza,2006,14.7383
dza,2007,13.76238
dza,2008,12.37911
dza,2009,12.69655
dza,2010,12.53631
dza,2011,11.10654
dza,2012,10.0286
dza,2013,9.65372
dza,2014,8.72875
dza,2015,8.25738
dza,2016,8.36605
dza,2017,8.60557
dza,2018,8.26426
ecu,1971,17.92898
ecu,1973,18.96777
ecu,1974,20.64106
ecu,1975,21.28082
ecu,1976,22.207
ecu,1977,20.88551
ecu,1978,20.19788
ecu,1979,21.14923
ecu,1980,21.8532
ecu,1994,14.7012
ecu,1995,13.87165
ecu,1996,13.23449
ecu,1997,13.22733
ecu,1998,12.74756
ecu,1999,12.74883
ecu,2000,12.32624
ecu,2001,11.60371
ecu,2002,11.02568
ecu,2003,10.81948
ecu,2005,10.69153
ecu,2006,10.23255
ecu,2007,9.92628
ecu,2008,10.43869
ecu,2009,7.01244
ecu,2010,6.52857
ecu,2011,6.60635
ecu,2012,7.07158
ecu,2013,6.92642
ecu,2014,7.25329
ecu,2015,5.41966
ecu,2016,4.56117
ecu,2017,3.62642
ecu,2018,3.36915
egy,1971,5.62969
egy,1972,6.1602
egy,1973,6.9668
egy,1994,5.95937
egy,1997,7.78414
egy,1999,7.64059
egy,2000,7.27862
egy,2001,6.84693
egy,2002,6.94628
egy,2003,6.21831
egy,2004,5.54163
egy,2012,5.07019
egy,2014,3.95174
egy,2016,3.35674
egy,2017,3.06084
egy,2018,2.95117
eri,1992,37.65359
eri,1994,47.50198
eri,1995,48.15969
eri,1996,47.24922
eri,1997,45.03894
eri,1999,36.35446
eri,2000,33.70389
eri,2001,29.42444
eri,2002,28.1995
eri,2003,27.55855
eri,2004,26.68036
eri,2005,24.7809
eri,2006,23.86802
eri,2007,21.22295
eri,2008,21.06706
eri,2009,20.14281
eri,2010,17.27263
eri,2011,15.16035
eri,2012,13.31479
eri,2013,24.7445
eri,2014,22.47608
eri,2015,23.22813
eri,2017,26.35953
eri,2018,26.72101
esp,1973,13.85116
esp,1975,9.75786
esp,1976,7.14765
esp,1977,8.40172
esp,1978,7.08139
esp,1979,6.94627
esp,1980,7.11628
esp,1981,7.1724
esp,1983,6.96889
esp,1984,6.73097
esp,1985,6.20553
esp,1986,5.97915
esp,1987,5.79941
esp,1988,6.40313
esp,1989,5.78456
esp,1990,5.70753
esp,1991,5.58022
esp,1992,5.60115
esp,1993,6.19297
esp,1994,5.79697
esp,1995,5.00188
esp,1996,4.93166
esp,1997,3.76973
esp,1999,2.99705
esp,2000,3.04999
esp,2001,3.10013
esp,2002,3.27914
esp,2003,3.46016
esp,2004,3.55034
esp,2005,3.71988
esp,2006,3.65945
esp,2007,3.5525
esp,2008,3.48463
esp,2009,3.49837
esp,2010,3.53361
esp,2011,3.29918
esp,2012,3.32431
esp,2013,5.44674
esp,2014,5.11528
esp,2015,4.90307
esp,2016,4.71962
esp,2017,4.8259
est,1995,3.09793
est,1996,3.52398
est,1998,4.09
est,1999,4.30782
est,2000,4.6797
est,2001,5.29104
est,2002,5.5672
est,2003,5.85225
est,2004,5.69827
est,2005,4.75966
est,2006,3.67219
est,2007,2.88948
est,2008,2.11957
est,2009,1.81379
est,2010,1.54751
est,2011,1.3839
est,2012,1.25043
est,2013,1.08726
est,2014,4.3116
est,2015,4.20316
