geo,time,se_prm_oenr_ma_zs
mar,1997,9.36677
mar,1998,20.09644
mar,1999,19.71507
mar,2000,19.07859
mar,2001,18.70173
mar,2002,18.70306
mar,2003,19.66074
mar,2004,20.19197
mar,2005,19.80161
mar,2006,18.72048
mar,2007,17.62293
mar,2008,16.53819
mar,2009,16.32744
mar,2010,15.41633
mar,2011,15.15613
mar,2012,15.72056
mar,2013,14.51593
mar,2014,14.20497
mar,2016,16.2177
mar,2017,15.71385
mar,2018,14.91528
mco,2009,3.94456
mco,2012,0
mco,2016,1.90381
mco,2017,5.00491
mco,2018,1.51057
mco,2019,1.69492
mda,2000,3.56991
mda,2001,3.83375
mda,2002,3.72316
mda,2003,3.68469
mda,2004,3.8062
mda,2005,5.30432
mda,2006,7.11225
mda,2007,4.9671
mda,2008,4.15806
mda,2009,3.70942
mda,2010,3.32994
mda,2011,2.70848
mda,2012,2.66975
mda,2013,2.58092
mda,2014,2.20561
mda,2015,2.06617
mda,2016,1.80532
mda,2017,1.88577
mda,2018,1.58873
mdg,1972,22.82749
mdg,1989,32.47911
mdg,1990,31.73826
mdg,1995,32.90607
mdg,1996,30.6794
mdg,1999,31.34749
mdg,2000,34.874
mdg,2001,34.27943
mdg,2002,34.04461
mdg,2003,33.61095
mdg,2018,26.08615
mdv,1997,22.50182
mdv,1999,24.80249
mdv,2000,24.21209
mdv,2001,22.83611
mdv,2002,21.96891
mdv,2004,19.09173
mdv,2005,15.77832
mdv,2006,13.71359
mdv,2007,12.5777
mdv,2008,12.9417
mdv,2009,4.10652
mdv,2010,9.85186
mdv,2011,9.02049
mdv,2012,7.66981
mdv,2013,6.69213
mdv,2014,5.85876
mdv,2015,4.75818
mdv,2016,3.2092
mdv,2017,1.6541
mex,1971,23.77299
mex,1997,11.29296
mex,1998,10.36201
mex,1999,9.47556
mex,2000,8.71828
mex,2001,8.28726
mex,2002,7.84415
mex,2003,7.85468
mex,2004,7.69576
mex,2005,7.69296
mex,2006,7.40514
mex,2007,7.11412
mex,2008,6.5095
mex,2009,5.99225
mex,2010,5.3872
mex,2011,5.01867
mex,2012,4.71879
mex,2013,4.73161
mex,2014,4.3983
mex,2015,3.81953
mex,2016,3.22721
mex,2017,2.62491
mhl,2002,19.5774
mhl,2011,0
mhl,2015,11.88235
mhl,2016,11.69375
mkd,1998,2.05206
mkd,1999,2.05059
mkd,2000,1.41181
mkd,2001,1.4194
mkd,2002,1.34092
mkd,2003,1.02105
mkd,2004,1.13465
mkd,2005,1.29232
mkd,2006,1.19212
mkd,2007,1.12958
mkd,2008,0.93995
mkd,2009,0.93556
mkd,2010,0.79079
mkd,2012,1.23635
mkd,2013,1.04016
mkd,2014,1.23161
mkd,2015,0.91612
mkd,2017,1.55131
mli,1971,26.82895
mli,1999,15.0784
mli,2002,0.00028
mli,2003,11.98134
mli,2004,20.04909
mli,2005,14.07113
mli,2006,10.49029
mli,2007,11.52831
mli,2009,8.21047
mli,2010,7.24649
mli,2011,7.25097
mli,2012,7.52478
mli,2014,8.04431
mli,2015,11.02289
mli,2017,7.49616
mli,2018,7.21478
mlt,1971,21.20846
mlt,1972,19.56892
mlt,1973,18.10672
mlt,1974,16.68655
mlt,1975,12.53543
mlt,1976,11.18485
mlt,1977,12.54001
mlt,1978,12.47514
mlt,1979,13.07245
mlt,1980,13.0284
mlt,1981,13.18418
mlt,1982,11.54545
mlt,1983,10.30898
mlt,1984,8.7162
mlt,1985,9.96428
mlt,1986,11.58269
mlt,1987,11.93289
mlt,1988,12.29919
mlt,1989,11.22084
mlt,1990,11.82455
mlt,1991,11.33344
mlt,1992,7.91538
mlt,1993,7.17672
mlt,1994,8.55285
mlt,1995,7.40882
mlt,1996,6.89882
mlt,1997,7.70621
mlt,2011,0.95355
mlt,2012,0.80238
mlt,2013,0.79993
mlt,2014,0.95912
mlt,2015,0.9044
mlt,2016,1.02437
mlt,2017,1.01819
mmr,1971,29.17574
mmr,1973,17.89749
mmr,1974,29.58274
mmr,1978,23.24153
mmr,2000,8.58643
mmr,2001,6.47095
mmr,2002,8.65662
mmr,2003,8.41925
mmr,2004,9.78784
mmr,2005,9.4244
mmr,2006,9.25535
mmr,2008,9.11775
mmr,2009,9.13564
mmr,2010,9.14716
mmr,2017,10.70437
mmr,2018,8.99754
mne,2003,1.21754
mne,2005,0.5118
mne,2006,1.1042
mne,2007,1.87142
mne,2008,0.77051
mne,2011,0.98735
mne,2012,1.25907
mne,2015,1.87424
mne,2016,2.43207
mne,2017,2.5521
mne,2018,2.63584
mng,1995,3.41647
mng,1996,6.42833
mng,1997,5.38712
mng,1998,5.59534
mng,1999,5.21473
mng,2000,4.72663
mng,2001,5.56832
mng,2002,5.91408
mng,2003,13.03686
mng,2004,8.04031
mng,2005,6.72321
mng,2006,5.1744
mng,2007,5.1766
mng,2008,3.76284
mng,2009,12.62234
mng,2010,18.47332
mng,2011,17.51774
mng,2012,16.39462
mng,2013,12.32413
mng,2014,5.53054
mng,2015,3.34944
mng,2016,3.44641
mng,2017,2.83646
mng,2018,2.09059
moz,1973,23.27903
moz,1979,57.544
moz,1981,58.31467
moz,1982,64.20807
moz,1983,42.29666
moz,1985,41.76101
moz,1986,42.36042
moz,1987,34.25786
moz,1989,32.36038
moz,1991,30.57036
moz,1992,31.06051
moz,1993,30.44372
moz,1994,31.19585
moz,1995,32.10064
moz,1998,25.83521
moz,1999,26.90087
moz,2000,27.55047
moz,2001,27.64703
moz,2002,35.80167
moz,2004,27.7856
moz,2005,26.94348
moz,2006,24.96963
moz,2007,24.35514
moz,2008,23.90293
moz,2009,22.76282
moz,2010,21.96524
moz,2011,20.96438
moz,2012,19.66609
moz,2013,19.15731
moz,2014,17.93531
moz,2015,17.19178
moz,2016,17.98923
moz,2017,18.28761
moz,2018,18.33234
mrt,1994,30.10512
mrt,1995,24.97688
mrt,1996,24.39114
mrt,1998,25.37594
mrt,1999,26.4647
mrt,2000,26.46522
mrt,2001,22.18341
mrt,2002,21.95298
mrt,2003,19.96169
mrt,2004,19.53584
mrt,2005,20.55239
mrt,2006,18.19064
mrt,2007,19.93898
mrt,2008,19.93992
mrt,2009,24.74939
mrt,2010,26.29152
mrt,2011,25.37738
mrt,2013,23.87364
mrt,2014,22.37472
mrt,2016,18.28189
mrt,2017,19.03151
mrt,2018,19.34473
mus,1972,20.8986
mus,1973,21.66225
mus,1974,22.44194
mus,1975,23.48625
mus,1976,22.6053
mus,1977,18.35853
mus,1978,19.66729
mus,1979,16.80436
mus,1980,14.92887
mus,1982,13.26187
mus,1983,9.20588
mus,1984,8.60745
mus,1985,8.58315
mus,1986,13.93267
mus,1987,11.83763
mus,1988,10.21855
mus,1989,10.0723
mus,1990,13.15649
mus,1991,16.59101
mus,1993,11.92893
mus,1998,7.52794
mus,1999,8.27129
mus,2000,9.28963
mus,2001,9.28044
mus,2002,7.61461
mus,2003,7.61307
mus,2004,8.26942
mus,2005,7.60892
mus,2006,7.3954
mus,2007,6.57476
mus,2008,6.97115
mus,2009,6.60406
mus,2010,6.80554
mus,2011,6.64631
mus,2012,9.66267
mus,2013,6.1585
mus,2014,5.62359
mus,2015,5.59028
mus,2016,5.5846
mus,2017,4.48788
mus,2018,2.9109
mwi,1999,27.31834
mwi,2002,22.98055
mwi,2004,22.60354
mwi,2005,21.13487
mwi,2006,21.98332
mwi,2007,26.14903
mwi,2008,25.35326
mwi,2009,24.25474
mwi,2013,19.56193
mwi,2014,20.27414
mwi,2015,19.92839
mwi,2016,20.07247
mwi,2017,20.22908
mwi,2018,18.50312
mys,1970,0.72113
mys,1998,0.16081
mys,1999,0.02392
mys,2000,0.32799
mys,2001,0.32389
mys,2002,0.00486
mys,2003,0
mys,2004,0
mys,2005,0.49507
mys,2006,0.39931
mys,2007,0.11515
mys,2008,0.18305
mys,2009,0.37507
mys,2010,0.04069
mys,2011,0.08989
mys,2012,0.3669
mys,2013,0.49268
mys,2014,0.44107
mys,2015,0.3961
mys,2016,0.29451
mys,2017,0.28778
nam,1970,0
nam,1971,0
nam,1972,0
nam,1973,0
nam,1974,0
nam,1975,0
nam,1976,0
nam,1977,0
nam,1978,0
nam,1979,0
nam,1980,0
nam,1981,0
nam,1982,0
nam,1983,0
nam,1984,0
nam,1985,0
nam,1986,0
nam,1987,0
nam,1988,0
nam,1989,24.86088
nam,1990,24.86121
nam,1991,0
nam,1992,29.11096
nam,1993,0
nam,1994,52.81334
nam,1995,51.15407
nam,1996,49.21063
nam,1997,46.57035
nam,1998,24.42875
nam,1999,22.72765
nam,2000,20.40169
nam,2001,19.36771
nam,2002,18.12896
nam,2003,17.87113
nam,2004,18.96735
nam,2005,19.18041
nam,2006,19.96427
nam,2007,20.53266
nam,2008,20.62966
nam,2009,20.67462
nam,2010,20.53971
nam,2012,19.85827
nam,2013,19.67017
nam,2017,18.22421
nam,2018,18.31154
ner,1973,9.82515
ner,1974,11.17526
ner,1986,1.701
ner,1989,8.78542
ner,1990,10.13841
ner,1991,11.43069
ner,1992,17.6036
ner,1997,11.8991
ner,1998,11.86933
ner,1999,10.56022
ner,2000,14.47581
ner,2001,9.65318
ner,2002,8.18767
ner,2003,6.48497
ner,2004,5.43472
ner,2005,8.61492
ner,2006,9.95969
ner,2007,11.85188
ner,2008,9.44305
ner,2009,7.63041
ner,2010,6.65615
ner,2011,5.56369
ner,2012,6.24193
ner,2013,7.094
ner,2014,8.53563
ner,2015,8.58205
ner,2016,8.25326
ner,2017,7.94215
nga,1999,31.40747
nga,2000,31.41089
nga,2004,31.4385
nga,2005,31.44377
nga,2006,31.46054
nga,2007,12.93601
nga,2008,12.91635
nga,2009,12.88827
nga,2010,12.84523
nic,1971,19.29496
nic,1973,19.7972
nic,1980,20.43764
nic,1982,20.3769
nic,1983,21.24883
nic,1984,18.97753
nic,1985,16.58584
nic,1986,15.54923
nic,1987,14.67426
nic,1988,14.80225
nic,1989,14.29208
nic,1990,14.18762
nic,1991,14.71928
nic,1992,14.38758
nic,1993,16.05187
nic,1994,17.08034
nic,1995,17.02852
nic,1999,14.29156
nic,2000,12.11409
nic,2001,11.7126
nic,2002,12.22014
nic,2004,12.86585
nic,2005,12.79438
nic,2006,22.88649
nic,2007,22.68095
nic,2008,21.79553
nic,2010,21.78637
nld,1971,9.10532
nld,1972,8.63305
nld,1973,8.15646
nld,1974,8.12375
nld,1975,7.98113
nld,1976,8.03041
nld,1977,8.13378
nld,1978,8.04492
nld,1979,7.89741
nld,1980,7.94761
nld,1981,8.20692
nld,1982,8.87476
nld,1983,9.12757
nld,1984,8.96594
nld,1985,8.64406
nld,1986,7.72741
nld,1987,7.48053
nld,1988,7.47675
nld,1989,7.44822
nld,1990,7.32421
nld,1991,7.36547
nld,1992,3.7429
nld,1993,3.87594
nld,1994,8.09641
nld,1995,7.86819
nld,1996,7.79275
nld,1997,7.80386
nld,1999,7.95808
nld,2000,7.95575
nld,2001,7.41802
nld,2002,7.58567
nld,2003,8.62313
nld,2004,8.63516
nld,2005,8.59531
nld,2006,8.44267
nld,2007,8.27367
nld,2008,8.10288
nld,2009,7.85769
nld,2010,7.72569
nld,2011,7.47143
nld,2012,7.45904
nld,2015,6.55329
nld,2016,6.22021
nld,2017,5.75945
nor,1976,0.97816
nor,1977,1.12158
nor,1978,0.96288
nor,1979,0.94123
nor,1981,0.98132
nor,1982,1.00331
nor,1984,0.40781
nor,1985,0.45852
nor,1986,0.3247
nor,1987,0.33744
nor,1988,0.40422
nor,1989,0.36921
nor,1990,0.30236
nor,1991,0.27159
nor,1992,0.25238
nor,1993,0.2174
nor,1994,0.20352
nor,1995,0.19991
nor,1996,0.21048
nor,1997,0.21916
nor,1998,0
nor,1999,0
nor,2000,0
nor,2001,0
nor,2002,0
nor,2003,0
nor,2004,0
nor,2005,0
nor,2006,0
nor,2007,0
nor,2008,0
nor,2009,0
nor,2010,0
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
npl,1988,20.70013
npl,1999,36.80293
npl,2000,40.60068
npl,2003,22.46632
npl,2004,22.46631
npl,2011,28.0965
npl,2012,26.02162
npl,2014,25.0559
npl,2015,23.86752
npl,2016,24.69494
npl,2017,25.32527
npl,2019,24.64745
nru,2007,7.24409
nru,2012,13.52201
nru,2014,2.41838
nru,2016,0.9667
nzl,1970,6.71716
nzl,1971,6.70418
nzl,1972,6.83404
nzl,1973,6.74433
nzl,1974,6.39705
nzl,1975,6.91116
nzl,1976,5.7045
nzl,1977,5.54392
nzl,1978,5.00807
nzl,1979,4.78509
nzl,1980,4.72119
nzl,1981,4.68245
nzl,1982,5.15847
nzl,1983,5.09982
nzl,1984,4.9205
nzl,1985,4.72744
nzl,1986,4.44561
nzl,1987,4.29573
nzl,1988,4.03697
nzl,1989,3.8537
nzl,1990,4.4788
nzl,1991,3.83348
nzl,1992,3.64872
nzl,2013,0.28387
nzl,2014,0.23803
nzl,2015,0.3077
nzl,2016,0.37407
nzl,2017,0.42787
omn,1973,29.7591
omn,1974,29.47667
omn,1975,25.56963
omn,1976,29.42584
omn,1978,23.94146
omn,1979,21.96238
omn,1981,18.52912
omn,1982,18.13958
omn,1983,19.94399
omn,1984,15.69262
omn,1985,18.75055
omn,1986,16.1291
omn,1987,14.79986
omn,1988,17.06146
omn,1989,17.40169
omn,1990,17.02749
omn,1991,17.36844
omn,1992,16.75114
omn,1993,14.64458
omn,1994,12.12246
omn,1995,10.54822
omn,1996,10.40917
omn,1997,10.74734
omn,1998,11.1284
omn,1999,10.74342
omn,2000,10.59777
omn,2001,9.82712
omn,2002,9.00297
omn,2003,8.31031
omn,2009,3.10471
omn,2011,4.19229
omn,2012,4.85094
omn,2013,3.0084
omn,2014,2.9555
omn,2015,3.38418
omn,2016,2.84139
omn,2017,2.33627
omn,2018,0.74142
pak,2003,0.00002
pak,2004,0
pak,2005,0
pak,2007,0.00002
pak,2009,0.00001
pak,2010,0
pak,2011,0.00001
pak,2012,0.00003
pak,2013,0
pak,2014,0
pak,2015,26.30231
pak,2016,26.30227
pak,2017,26.3012
pak,2018,26.30307
pan,1970,27.31318
pan,1971,26.16719
pan,1972,26.21418
pan,1973,25.61249
pan,1975,24.30367
pan,1976,23.87995
pan,1978,19.91293
pan,1979,19.04559
pan,1980,17.69936
pan,1981,17.21361
pan,1982,17.35117
pan,1983,17.58061
pan,1984,18.04912
pan,1985,17.2901
pan,1986,17.11285
pan,1987,16.74132
pan,1988,16.72107
pan,1989,15.78701
pan,1990,15.2457
pan,1999,11.58805
pan,2000,11.08342
pan,2001,10.81471
pan,2002,10.42232
pan,2004,10.3797
pan,2005,9.85028
pan,2006,9.34673
pan,2007,9.85917
pan,2008,10.3939
pan,2009,11.79136
pan,2010,9.73367
pan,2011,10.30476
pan,2012,9.70595
pan,2013,9.57878
pan,2014,9.393
pan,2015,9.83714
pan,2017,9.17518
per,1970,27.99479
per,1981,18.97003
per,1993,19.12993
per,1995,25.57428
per,1998,17.77554
per,1999,17.31519
per,2000,16.44919
per,2001,15.44219
per,2002,14.83404
per,2003,13.45893
per,2004,13.45925
per,2005,12.77221
per,2006,12.59378
per,2007,12.90486
per,2008,12.2097
per,2009,12.00483
per,2010,10.93647
per,2011,10.20607
per,2012,9.7587
per,2013,9.05339
per,2014,8.25942
per,2015,7.25105
per,2016,6.52086
per,2017,6.25057
per,2018,5.82903
phl,1976,10.81778
phl,1981,15.41915
phl,1982,15.44886
phl,1983,15.84564
phl,1984,12.18952
phl,1986,9.73771
phl,1987,10.23189
phl,1988,9.82547
phl,1989,9.82545
phl,1990,9.81404
phl,1998,13.82775
phl,1999,17.45872
phl,2001,18.13327
phl,2002,18.25762
phl,2003,17.77745
phl,2004,17.73449
phl,2005,17.74636
phl,2006,17.92778
phl,2007,17.89731
phl,2008,18.12625
phl,2009,17.9613
phl,2014,15.73657
phl,2015,16.42581
phl,2016,15.50571
phl,2017,11.48171
plw,2014,14.26966
png,2016,28.91454
pol,1999,3.03279
pol,2000,2.57463
pol,2001,2.31734
pol,2002,2.09494
pol,2003,1.92898
pol,2004,1.90192
pol,2005,1.89131
pol,2006,1.83754
pol,2007,1.89323
pol,2008,1.90044
pol,2009,1.80394
pol,2010,1.83852
pol,2011,1.83689
pol,2012,1.74626
pol,2013,1.69003
pol,2014,1.60254
pol,2017,1.24573
pri,2010,6.15657
pri,2011,3.89592
pri,2012,3.5556
pri,2013,4.36713
pri,2014,5.63525
pri,2015,3.99833
pri,2016,4.05634
prk,2009,2.65734
prt,1973,23.63391
prt,1974,24.71076
prt,1976,23.8146
prt,1977,23.74996
prt,1978,22.23926
prt,1980,22.08181
prt,1981,21.51305
prt,1984,18.53294
prt,1985,20.58438
prt,1986,20.58497
prt,1987,20.47945
prt,1990,18.58419
prt,1991,19.43084
prt,1992,16.85762
prt,1993,15.67092
prt,1994,19.61128
prt,1995,15.41385
prt,1996,13.96787
prt,1999,12.79237
prt,2000,14.40753
prt,2001,13.69867
prt,2002,12.03734
prt,2003,11.79617
prt,2004,12.62386
prt,2005,12.5553
prt,2006,12.28448
prt,2007,10.88072
prt,2008,10.32429
prt,2009,9.62502
prt,2010,8.84368
prt,2011,8.25622
prt,2012,8.12523
prt,2013,10.23012
prt,2014,10.66499
prt,2015,10.34148
prt,2016,9.8271
prt,2017,9.24753
pry,1970,18.28001
pry,1972,16.97595
pry,1975,15.27777
pry,1976,15.00596
pry,1977,14.6589
pry,1978,14.49322
pry,1979,14.25594
pry,1980,13.85781
pry,1981,13.61506
pry,1982,13.95222
pry,1983,13.9689
pry,1984,13.66227
pry,1985,12.8016
pry,1986,11.77455
pry,1987,10.7906
pry,1988,9.94249
pry,1989,9.21584
pry,1990,8.52586
pry,1991,8.2558
pry,1992,8.43841
pry,1993,8.80482
pry,1994,19.35926
pry,1996,19.72005
pry,1999,20.13446
pry,2000,19.80803
pry,2001,19.28028
pry,2002,19.85174
pry,2003,17.41435
pry,2004,16.86528
pry,2005,16.11862
pry,2006,15.57812
pry,2007,15.52403
pry,2008,15.37368
pry,2009,15.26317
pry,2010,15.14598
pry,2011,14.2938
pry,2012,16.91719
pry,2016,15.17458
pse,1999,3.69449
pse,2000,3.15617
pse,2001,3.92698
pse,2002,3.25271
pse,2003,2.6629
pse,2004,1.59446
pse,2005,4.38735
pse,2006,2.25773
pse,2007,2.3626
pse,2008,2.40061
pse,2009,1.42314
pse,2010,1.4756
pse,2011,2.44187
pse,2012,2.30876
pse,2013,2.2849
pse,2014,2.39233
pse,2015,2.45066
pse,2016,1.79086
pse,2017,1.70007
pse,2018,1.61868
qat,1971,24.92167
qat,1972,25.73615
qat,1973,25.19062
qat,1974,25.5366
qat,1976,29.66287
qat,1977,26.75897
qat,1978,20.38334
qat,1979,17.64875
qat,1980,15.64852
qat,1981,15.22491
qat,1982,14.87839
qat,1983,14.07703
qat,1984,14.16777
qat,1985,13.65423
qat,1986,15.19481
qat,1987,11.97243
qat,1988,11.70284
qat,1989,11.51704
qat,1990,10.78966
qat,1991,10.66024
qat,1992,9.52994
qat,1993,8.65901
qat,1994,7.76939
qat,1998,2.38251
qat,1999,6.07917
qat,2000,3.85661
qat,2001,4.87142
qat,2002,4.49002
qat,2003,5.74863
qat,2004,3.46979
qat,2005,3.13213
qat,2006,4.11046
qat,2007,3.79583
qat,2009,2.85014
qat,2010,5.36237
qat,2011,2.30017
qat,2012,2.20574
qat,2013,2.59338
qat,2014,2.53882
qat,2015,2.71781
qat,2016,2.35794
qat,2017,2.30625
qat,2018,3.23118
rou,1998,4.92685
rou,1999,5.56093
rou,2000,5.98705
rou,2001,6.75654
rou,2002,6.26007
rou,2003,5.91073
rou,2004,5.47397
rou,2005,5.25883
rou,2006,5.61931
rou,2007,5.19522
rou,2008,4.64187
rou,2009,4.17349
rou,2010,4.13222
rou,2011,4.14956
rou,2012,4.21944
rou,2015,3.69085
rou,2016,3.61577
rou,2017,3.84188
rus,2006,0
rus,2007,0
rus,2008,0
rus,2009,0
rus,2011,0
rus,2012,0
rus,2013,0
rus,2014,0.00664
rus,2015,0.00623
rus,2016,0.00676
rus,2017,3.55954
rwa,1973,8.36735
rwa,1974,9.66279
rwa,1975,9.82235
rwa,1977,9.61431
rwa,1978,9.09581
rwa,1999,19.50545
rwa,2002,25.30104
rwa,2003,26.40936
rwa,2016,27.27212
rwa,2017,26.99966
rwa,2018,25.69242
sau,1979,21.50372
sau,2009,13.01456
sau,2010,9.11509
sau,2011,9.10174
sau,2012,9.01666
sau,2013,9.80947
sau,2014,10.34022
sau,2015,9.94305
sau,2016,6.70699
sau,2017,3.40477
sau,2018,3.81433
sdn,2011,12.6958
sdn,2013,25.21696
sdn,2014,25.217
sdn,2015,25.21696
sdn,2016,25.21698
sdn,2017,19.04807
sen,1978,25.08062
sen,1979,21.09963
sen,1980,20.16519
sen,1981,19.70574
sen,1982,19.00141
sen,1983,18.85177
sen,1984,20.18495
sen,1985,21.1959
sen,1986,11.66391
sen,1988,13.38171
sen,1990,15.69937
sen,1992,15.38206
sen,1996,12.88901
sen,1997,10.80505
sen,1998,11.98491
sen,1999,12.47559
sen,2000,12.50754
sen,2003,9.75216
sen,2004,18.71701
sen,2005,18.80923
sen,2006,16.36631
sen,2007,16.71063
sen,2008,16.04977
sen,2009,15.33019
sen,2010,14.22849
sen,2011,12.70319
sen,2012,10.56951
sen,2013,8.05854
sen,2014,10.55342
sen,2015,7.47744
sen,2016,10.62946
sen,2017,9.31575
sgp,1970,12.2817
sgp,1971,9.97585
sgp,1972,10.15496
sgp,1973,9.13418
sgp,1974,9.68666
sgp,1975,10.179
sgp,1976,10.63668
sgp,1977,11.1373
sgp,1978,10.32363
sgp,1979,9.09958
sgp,1980,8.66668
sgp,1981,8.92552
sgp,1982,11.88698
sgp,1983,10.6989
sgp,1984,12.27175
sgp,1989,7.82997
sgp,1994,2.65752
sgp,2007,1.71433
sgp,2008,1.85843
sgp,2009,2.05746
sgp,2016,0.5927
sgp,2017,0.58853
slb,1970,0
slb,1971,0
slb,1972,0
slb,1973,0
slb,1974,0
slb,1975,0
slb,2005,24.6648
slb,2006,24.42544
slb,2007,24.17997
slb,2013,37.51607
slb,2014,37.6217
slb,2015,37.1603
slb,2016,37.25853
slb,2017,36.78493
slb,2018,36.88989
sle,1983,17.10025
sle,2012,13.23765
sle,2013,8.92738
sle,2015,12.30699
sle,2016,9.6541
sle,2017,8.61757
sle,2018,0.18865
slv,1970,21.07543
slv,1998,33.23748
slv,2000,18.87444
slv,2001,18.88521
slv,2002,18.41922
slv,2003,18.14942
slv,2005,17.86449
slv,2006,17.6486
slv,2007,20.03991
slv,2008,18.04703
slv,2009,17.9935
slv,2010,18.51239
slv,2011,18.31259
slv,2012,17.8744
slv,2013,18.43781
slv,2014,17.98934
slv,2015,17.52507
slv,2016,16.56343
slv,2017,16.38206
slv,2018,14.95772
smr,2000,0.9245
smr,2008,0.24242
smr,2009,0.36496
smr,2010,0.12771
smr,2011,0.60606
smr,2012,0.70093
som,1976,41.28496
som,1977,51.59184
som,1978,54.82587
som,1979,55.72853
som,1980,49.8734
srb,2005,0
srb,2006,0
srb,2007,0.91816
srb,2008,0.80172
srb,2009,0.92784
srb,2010,0.88423
srb,2011,1.86358
srb,2012,1.75813
srb,2013,1.58523
srb,2014,0.86956
srb,2015,0.98759
srb,2016,0.90493
srb,2017,0.96837
srb,2018,0.94962
ssd,2011,50.20034
ssd,2015,50.2003
stp,1983,34.09892
stp,1984,29.05888
stp,1988,25.05356
stp,1990,24.95205
stp,1999,16.43589
stp,2002,15.30139
stp,2003,16.3129
stp,2004,16.57723
stp,2005,17.36297
stp,2007,25.78233
stp,2008,25.98785
stp,2009,25.16019
stp,2010,22.96781
stp,2014,16.32826
stp,2015,17.11101
stp,2017,14.16217
sur,1977,26.43862
sur,1978,25.81674
sur,1985,28.4126
sur,1987,24.77141
sur,1988,24.28799
sur,1989,22.92535
sur,2005,22.35412
sur,2006,20.11065
sur,2007,20.8562
sur,2008,19.538
sur,2009,19.80986
sur,2010,19.59524
sur,2011,20.26467
sur,2012,19.85068
sur,2013,18.99862
sur,2014,19.35804
sur,2015,19.64517
sur,2016,19.39807
sur,2017,18.86378
sur,2018,17.71207
svk,2001,14.11544
svk,2002,15.24814
svk,2003,15.99595
svk,2004,16.8747
svk,2005,16.54018
svk,2006,16.40288
svk,2007,16.63867
svk,2008,17.36839
svk,2009,17.93115
svk,2010,18.25409
svk,2011,18.16755
svk,2012,17.47677
svk,2013,17.23724
svk,2014,17.11127
svk,2015,17.46654
svk,2016,17.24053
svk,2017,17.04168
svn,1995,2.14959
svn,1996,1.64281
svn,1997,2.07653
svn,1998,1.9253
svn,1999,2.09906
svn,2000,1.94972
svn,2002,2.141
svn,2003,1.44297
svn,2004,1.23089
svn,2005,2.79175
svn,2006,4.81145
svn,2007,0.44878
svn,2008,0.66451
svn,2009,1.1919
svn,2010,1.29084
svn,2011,1.586
svn,2012,1.53766
svn,2013,1.92859
svn,2014,1.93607
svn,2015,1.98497
svn,2016,2.04404
svn,2017,2.19425
swe,1976,0.64918
swe,1982,0.70384
swe,1999,4.87384
swe,2000,4.66368
swe,2001,4.81813
swe,2002,5.2934
swe,2003,5.80462
swe,2004,0
swe,2005,0
swe,2006,0.00093
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,14.00249
swe,2014,14.39856
swe,2015,15.74344
swe,2016,17.10265
swe,2017,18.20571
swz,1970,29.39473
swz,1971,30.04351
swz,1972,29.99416
swz,1973,28.38179
swz,1974,28.53827
swz,1975,26.4206
swz,1976,25.31594
swz,1977,23.79034
swz,1978,23.23288
swz,1979,22.84543
swz,1981,22.0485
swz,1982,22.76827
swz,1983,25.20919
swz,1984,24.25364
swz,1985,23.30484
swz,1986,23.13116
swz,1987,22.82288
swz,1988,21.89676
swz,1989,21.88875
swz,1990,21.4706
swz,1991,21.33876
swz,1992,21.09702
swz,1993,22.95728
swz,1994,22.94928
swz,1995,23.04938
swz,1996,23.90087
swz,2009,34.38101
swz,2010,32.29867
swz,2011,29.89092
swz,2012,30.57037
swz,2013,33.13786
swz,2014,31.89918
swz,2015,31.89887
swz,2016,29.98314
swz,2017,31.00655
sxm,2012,15.46162
sxm,2014,17.28197
syc,1979,15.69017
syc,1993,12.39165
syc,1994,11.32075
syc,1995,11.55458
syc,1996,10.26411
syc,1998,9.01556
syc,1999,8.62309
syc,2000,8.30545
syc,2001,8.17963
syc,2002,7.35175
syc,2003,6.88309
syc,2004,6.53365
syc,2005,6.85738
syc,2013,4.21125
syc,2014,4.20488
syc,2015,3.4948
syc,2016,3.81225
syc,2017,4.03101
syc,2018,3.72617
syr,1971,10.77961
syr,1973,10.36684
syr,1974,8.64994
syr,1975,9.1848
syr,1976,9.5357
syr,1977,9.22665
syr,1978,8.67053
syr,1979,8.41052
syr,1980,7.9338
syr,1981,8.06753
syr,1982,8.55978
syr,1983,8.26015
syr,1984,7.98013
syr,1985,7.57229
syr,1986,7.17379
syr,1987,6.83417
syr,1988,6.34351
syr,1989,6.31407
syr,1990,5.87311
syr,1991,5.12053
syr,1992,5.06151
syr,1993,5.04525
syr,1994,4.93653
syr,1995,5.03398
syr,1996,4.73197
syr,1997,4.92575
syr,1998,5.12344
syr,1999,4.8873
syr,2000,4.83934
syr,2001,5.71654
syr,2002,5.22932
syr,2003,8.10144
syr,2004,7.18691
syr,2005,8.22863
syr,2006,5.50617
syr,2007,6.22946
syr,2008,6.45348
syr,2009,7.34046
syr,2010,7.59315
syr,2011,7.27753
syr,2012,7.36858
syr,2013,7.26114
tca,1997,5.125
tca,1999,6.93703
tca,2000,9.2891
tca,2001,0.90498
tca,2002,12.55729
tca,2003,12.95896
tca,2004,12.01923
tca,2005,12.24678
