geo,time,sp_pop_totl_ma_in
bol,2017,5622487
bol,2018,5701161
bol,2019,5779611
bol,2020,5858019
bra,1960,35935856
bra,1961,37006203
bra,1962,38110997
bra,1963,39242350
bra,1964,40389302
bra,1965,41543539
bra,1966,42703487
bra,1967,43870360
bra,1968,45042159
bra,1969,46217302
bra,1970,47395447
bra,1971,48574487
bra,1972,49756347
bra,1973,50949782
bra,1974,52166708
bra,1975,53415740
bra,1976,54697665
bra,1977,56009747
bra,1978,57352248
bra,1979,58724526
bra,1980,60124415
bra,1981,61552968
bra,1982,63005622
bra,1983,64467432
bra,1984,65918870
bra,1985,67345433
bra,1986,68741148
bra,1987,70107877
bra,1988,71448769
bra,1989,72770366
bra,1990,74077777
bra,1991,75369084
bra,1992,76642504
bra,1993,77903598
bra,1994,79159715
bra,1995,80415359
bra,1996,81672541
bra,1997,82927448
bra,1998,84171459
bra,1999,85392586
bra,2000,86581634
bra,2001,87736620
bra,2002,88858471
bra,2003,89944581
bra,2004,90992764
bra,2005,92002092
bra,2006,92970772
bra,2007,93900509
bra,2008,94798466
bra,2009,95674549
bra,2010,96536269
bra,2011,97385186
bra,2012,98220331
bra,2013,99043431
bra,2014,99855752
bra,2015,100657516
bra,2016,101450192
bra,2017,102232088
bra,2018,102996239
bra,2019,103733160
bra,2020,104435783
brb,1960,103392
brb,1961,103934
brb,1962,104842
brb,1963,105988
brb,1964,107146
brb,1965,108193
brb,1966,109069
brb,1967,109827
brb,1968,110541
brb,1969,111314
brb,1970,112218
brb,1971,113277
brb,1972,114458
brb,1973,115655
brb,1974,116732
brb,1975,117619
brb,1976,118270
brb,1977,118711
brb,1978,119043
brb,1979,119340
brb,1980,119705
brb,1981,120143
brb,1982,120643
brb,1983,121191
brb,1984,121774
brb,1985,122369
brb,1986,123000
brb,1987,123649
brb,1988,124306
brb,1989,124949
brb,1990,125539
brb,1991,126079
brb,1992,126564
brb,1993,127027
brb,1994,127485
brb,1995,127956
brb,1996,128445
brb,1997,128957
brb,1998,129472
brb,1999,129976
brb,2000,130452
brb,2001,130900
brb,2002,131321
brb,2003,131736
brb,2004,132170
brb,2005,132646
brb,2006,133169
brb,2007,133720
brb,2008,134295
brb,2009,134854
brb,2010,135386
brb,2011,135877
brb,2012,136340
brb,2013,136769
brb,2014,137169
brb,2015,137548
brb,2016,137902
brb,2017,138223
brb,2018,138525
brb,2019,138813
brb,2020,139084
brn,1960,42166
brn,1961,44148
brn,1962,46166
brn,1963,48256
brn,1964,50463
brn,1965,52816
brn,1966,55340
brn,1967,58020
brn,1968,60845
brn,1969,63774
brn,1970,66792
brn,1971,69866
brn,1972,73004
brn,1973,76262
brn,1974,79687
brn,1975,83327
brn,1976,87195
brn,1977,91274
brn,1978,95399
brn,1979,99383
brn,1980,103089
brn,1981,106459
brn,1982,109536
brn,1983,112464
brn,1984,115425
brn,1985,118550
brn,1986,121872
brn,1987,125342
brn,1988,128944
brn,1989,132659
brn,1990,136439
brn,1991,140337
brn,1992,144318
brn,1993,148260
brn,1994,151974
brn,1995,155344
brn,1996,158296
brn,1997,160895
brn,1998,163322
brn,1999,165879
brn,2000,168750
brn,2001,172015
brn,2002,175598
brn,2003,179343
brn,2004,183005
brn,2005,186429
brn,2006,189534
brn,2007,192399
brn,2008,195119
brn,2009,197855
brn,2010,200719
brn,2011,203743
brn,2012,206870
brn,2013,209997
brn,2014,213022
brn,2015,215828
brn,2016,218376
brn,2017,220728
brn,2018,222904
brn,2019,224982
brn,2020,226987
btn,1960,113811
btn,1961,116597
btn,1962,119453
btn,1963,122442
btn,1964,125638
btn,1965,129123
btn,1966,132892
btn,1967,136945
btn,1968,141285
btn,1969,145901
btn,1970,150782
btn,1971,155922
btn,1972,161291
btn,1973,166906
btn,1974,172733
btn,1975,178764
btn,1976,185000
btn,1977,191422
btn,1978,197900
btn,1979,204270
btn,1980,210430
btn,1981,216210
btn,1982,221664
btn,1983,227062
btn,1984,232827
btn,1985,239216
btn,1986,246479
btn,1987,254396
btn,1988,262117
btn,1989,268513
btn,1990,272811
btn,1991,274651
btn,1992,274468
btn,1993,273335
btn,1994,272786
btn,1995,273921
btn,1996,277046
btn,1997,281842
btn,1998,287998
btn,1999,294963
btn,2000,302283
btn,2001,309999
btn,2002,318131
btn,2003,326219
btn,2004,333701
btn,2005,340162
btn,2006,345393
btn,2007,349522
btn,2008,352967
btn,2009,356338
btn,2010,360083
btn,2011,364318
btn,2012,368926
btn,2013,373822
btn,2014,378889
btn,2015,384018
btn,2016,389210
btn,2017,394499
btn,2018,399810
btn,2019,405032
btn,2020,410087
bwa,1960,243920
bwa,1961,248860
bwa,1962,254418
bwa,1963,260360
bwa,1964,266310
bwa,1965,272037
bwa,1966,277432
bwa,1967,282699
bwa,1968,288219
bwa,1969,294557
bwa,1970,302104
bwa,1971,311025
bwa,1972,321208
bwa,1973,332392
bwa,1974,344229
bwa,1975,356429
bwa,1976,368959
bwa,1977,381904
bwa,1978,395356
bwa,1979,409431
bwa,1980,424234
bwa,1981,439698
bwa,1982,455753
bwa,1983,472612
bwa,1984,490511
bwa,1985,509559
bwa,1986,529887
bwa,1987,551268
bwa,1988,573128
bwa,1989,594658
bwa,1990,615288
bwa,1991,634761
bwa,1992,653213
bwa,1993,670974
bwa,1994,688548
bwa,1995,706299
bwa,1996,724374
bwa,1997,742637
bwa,1998,760800
bwa,1999,778481
bwa,2000,795433
bwa,2001,811386
bwa,2002,826518
bwa,2003,841552
bwa,2004,857471
bwa,2005,874870
bwa,2006,894361
bwa,2007,915523
bwa,2008,936812
bwa,2009,956058
bwa,2010,971864
bwa,2011,983429
bwa,2012,991624
bwa,2013,998695
bwa,2014,1007821
bwa,2015,1021216
bwa,2016,1039714
bwa,2017,1062469
bwa,2018,1088021
bwa,2019,1114116
bwa,2020,1139099
caf,1960,739434
caf,1961,751368
caf,1962,764031
caf,1963,777486
caf,1964,791825
caf,1965,807074
caf,1966,823432
caf,1967,840762
caf,1968,858387
caf,1969,875395
caf,1970,891206
caf,1971,905550
caf,1972,918840
caf,1973,932023
caf,1974,946419
caf,1975,963010
caf,1976,981907
caf,1977,1002898
caf,1978,1026313
caf,1979,1052430
caf,1980,1081323
caf,1981,1113509
caf,1982,1148646
caf,1983,1184858
caf,1984,1219618
caf,1985,1251260
caf,1986,1278801
caf,1987,1303092
caf,1988,1326411
caf,1989,1352032
caf,1990,1382256
caf,1991,1417855
caf,1992,1457934
caf,1993,1501071
caf,1994,1545133
caf,1995,1588510
caf,1996,1630749
caf,1997,1672239
caf,1998,1713183
caf,1999,1754016
caf,2000,1795023
caf,2001,1835903
caf,2002,1876287
caf,2003,1916297
caf,2004,1956164
caf,2005,1995878
caf,2006,2036099
caf,2007,2076368
caf,2008,2114319
caf,2009,2146735
caf,2010,2171641
caf,2011,2187973
caf,2012,2197286
caf,2013,2203461
caf,2014,2211896
caf,2015,2226565
caf,2016,2248836
caf,2017,2277876
caf,2018,2312820
caf,2019,2351973
caf,2020,2394042
can,1960,9055054
can,1961,9228482
can,1962,9389914
can,1963,9553643
can,1964,9723340
can,1965,9890640
can,1966,10068464
can,1967,10244897
can,1968,10406589
can,1969,10544939
can,1970,10689556
can,1971,11005930
can,1972,11131388
can,1973,11264871
can,1974,11418381
can,1975,11579308
can,1976,11723309
can,1977,11849896
can,1978,11955947
can,1979,12062637
can,1980,12208211
can,1981,12350228
can,1982,12489782
can,1983,12606799
can,1984,12720262
can,1985,12831671
can,1986,12955415
can,1987,13123815
can,1988,13292027
can,1989,13529366
can,1990,13730936
can,1991,13897766
can,1992,14057716
can,1993,14207593
can,1994,14359707
can,1995,14506536
can,1996,14658499
can,1997,14806160
can,1998,14932028
can,1999,15056838
can,2000,15200542
can,2001,15369080
can,2002,15539429
can,2003,15682376
can,2004,15831819
can,2005,15984826
can,2006,16150387
can,2007,16311491
can,2008,16492292
can,2009,16683829
can,2010,16871021
can,2011,17035831
can,2012,17219264
can,2013,17399107
can,2014,17572607
can,2015,17703599
can,2016,17906490
can,2017,18125501
can,2018,18387421
can,2019,18657912
can,2020,18878616
chanisl,1960,52960
chanisl,1961,53464
chanisl,1962,54012
chanisl,1963,54590
chanisl,1964,55194
chanisl,1965,55814
chanisl,1966,56455
chanisl,1967,57091
chanisl,1968,57737
chanisl,1969,58369
chanisl,1970,58984
chanisl,1971,59575
chanisl,1972,60159
chanisl,1973,60680
chanisl,1974,61122
chanisl,1975,61449
chanisl,1976,61636
chanisl,1977,61707
chanisl,1978,61754
chanisl,1979,61857
chanisl,1980,62086
chanisl,1981,62487
chanisl,1982,63007
chanisl,1983,63635
chanisl,1984,64322
chanisl,1985,65028
chanisl,1986,65759
chanisl,1987,66520
chanisl,1988,67257
chanisl,1989,67896
chanisl,1990,68400
chanisl,1991,68740
chanisl,1992,68936
chanisl,1993,69064
chanisl,1994,69237
chanisl,1995,69521
chanisl,1996,69965
chanisl,1997,70529
chanisl,1998,71162
chanisl,1999,71774
chanisl,2000,72297
chanisl,2001,72704
chanisl,2002,73036
chanisl,2003,73355
chanisl,2004,73766
chanisl,2005,74320
chanisl,2006,75061
chanisl,2007,75953
chanisl,2008,76923
chanisl,2009,77860
chanisl,2010,78682
chanisl,2011,79367
chanisl,2012,79947
chanisl,2013,80479
chanisl,2014,81045
chanisl,2015,81716
chanisl,2016,82514
chanisl,2017,83410
chanisl,2018,84346
chanisl,2019,85254
chanisl,2020,86070
che,1960,2580676
che,1961,2634745
che,1962,2705265
che,1963,2766800
che,1964,2816035
che,1965,2851652
che,1966,2884370
che,1967,2922919
che,1968,2962183
che,1969,2997301
che,1970,3019831
che,1971,3035656
che,1972,3058065
che,1973,3079325
che,1974,3094238
che,1975,3091079
che,1976,3071588
che,1977,3059260
che,1978,3057764
che,1979,3062575
che,1980,3074064
che,1981,3090980
che,1982,3109850
che,1983,3124464
che,1984,3137168
che,1985,3152496
che,1986,3170336
che,1987,3191679
che,1988,3216495
che,1989,3243718
che,1990,3278114
che,1991,3320023
che,1992,3357274
che,1993,3388260
che,1994,3415540
che,1995,3438577
che,1996,3453945
che,1997,3462457
che,1998,3473009
che,1999,3489950
che,2000,3510099
che,2001,3532974
che,2002,3560570
che,2003,3588235
che,2004,3614779
che,2005,3640621
che,2006,3667010
che,2007,3704130
che,2008,3756221
che,2009,3808334
che,2010,3852990
che,2011,3900689
che,2012,3946780
che,2013,3996588
che,2014,4049415
che,2015,4099073
che,2016,4146846
che,2017,4187971
che,2018,4220798
che,2019,4252686
che,2020,4284690
chl,1960,4068207
chl,1961,4149580
chl,1962,4232072
chl,1963,4314684
chl,1964,4396086
chl,1965,4475371
chl,1966,4552103
chl,1967,4626596
chl,1968,4699743
chl,1969,4772793
chl,1970,4846721
chl,1971,4921761
chl,1972,4997693
chl,1973,5074381
chl,1974,5151568
chl,1975,5229040
chl,1976,5307088
chl,1977,5385878
chl,1978,5464927
chl,1979,5543604
chl,1980,5621595
chl,1981,5698586
chl,1982,5775152
chl,1983,5852920
chl,1984,5934131
chl,1985,6020341
chl,1986,6111872
chl,1987,6208178
chl,1988,6308835
chl,1989,6413021
chl,1990,6519942
chl,1991,6629577
chl,1992,6741482
chl,1993,6853833
chl,1994,6964337
chl,1995,7071271
chl,1996,7174019
chl,1997,7272782
chl,1998,7367716
chl,1999,7459342
chl,2000,7548165
chl,2001,7634046
chl,2002,7717131
chl,2003,7798637
chl,2004,7880156
chl,2005,7962875
chl,2006,8047644
chl,2007,8134410
chl,2008,8222344
chl,2009,8310124
chl,2010,8397001
chl,2011,8481053
chl,2012,8562870
chl,2013,8647028
chl,2014,8739824
chl,2015,8844800
chl,2016,8965258
chl,2017,9097252
chl,2018,9228416
chl,2019,9341774
chl,2020,9425669
chn,1960,343835753
chn,1961,340176563
chn,1962,342816412
chn,1963,351194360
chn,1964,359286788
chn,1965,367783568
chn,1966,378005313
chn,1967,387670493
chn,1968,397756301
chn,1969,408662304
chn,1970,419999230
chn,1971,431629087
chn,1972,442333497
chn,1973,452541867
chn,1974,461994684
chn,1975,470239507
chn,1976,477588522
chn,1977,484162513
chn,1978,490704446
chn,1979,497304484
chn,1980,503578021
chn,1981,510049652
chn,1982,517580797
chn,1983,525071456
chn,1984,531969770
chn,1985,539241508
chn,1986,547318268
chn,1987,556176033
chn,1988,565221328
chn,1989,573970623
chn,1990,582463866
chn,1991,590467414
chn,1992,597745442
chn,1993,604649929
chn,1994,611512985
chn,1995,618182493
chn,1996,624681689
chn,1997,631092006
chn,1998,637170891
chn,1999,642730896
chn,2000,647869175
chn,2001,652684007
chn,2002,657194875
chn,2003,661443843
chn,2004,665529511
chn,2005,669589760
chn,2006,673459543
chn,2007,677091928
chn,2008,680653754
chn,2009,684100628
chn,2010,687429252
chn,2011,691172304
chn,2012,695813520
chn,2013,700367049
chn,2014,704675333
chn,2015,708647978
chn,2016,712569385
chn,2017,716728147
chn,2018,719905214
chn,2019,722264717
chn,2020,723683488
civ,1960,1799131
civ,1961,1867911
civ,1962,1942935
civ,1963,2022566
civ,1964,2104450
civ,1965,2187143
civ,1966,2269849
civ,1967,2353820
civ,1968,2442055
civ,1969,2538742
civ,1970,2646822
civ,1971,2767396
civ,1972,2899520
civ,1973,3041565
civ,1974,3190973
civ,1975,3345808
civ,1976,3505444
civ,1977,3670252
civ,1978,3840509
civ,1979,4016774
civ,1980,4199297
civ,1981,4388284
civ,1982,4583020
civ,1983,4781837
civ,1984,4982473
civ,1985,5183454
civ,1986,5383523
civ,1987,5583258
civ,1988,5785123
civ,1989,5992680
civ,1990,6208226
civ,1991,6432193
civ,1992,6662905
civ,1993,6898008
civ,1994,7134172
civ,1995,7368630
civ,1996,7601485
civ,1997,7832500
civ,1998,8058254
civ,1999,8274523
civ,2000,8478764
civ,2001,8669621
civ,2002,8849176
civ,2003,9022663
civ,2004,9197419
civ,2005,9379140
civ,2006,9569663
civ,2007,9768761
civ,2008,9977533
civ,2009,10196632
civ,2010,10426514
civ,2011,10668125
civ,2012,10921921
civ,2013,11187178
civ,2014,11462641
civ,2015,11747319
civ,2016,12041040
civ,2017,12343867
civ,2018,12655166
civ,2019,12974206
civ,2020,13300380
cmr,1960,2546849
cmr,1961,2601054
cmr,1962,2658084
cmr,1963,2717964
cmr,1964,2780673
cmr,1965,2846200
cmr,1966,2914709
cmr,1967,2986367
cmr,1968,3061246
cmr,1969,3139415
cmr,1970,3220976
cmr,1971,3306050
cmr,1972,3394823
cmr,1973,3487631
cmr,1974,3584834
cmr,1975,3686771
cmr,1976,3793565
cmr,1977,3905332
cmr,1978,4022335
cmr,1979,4144865
cmr,1980,4273118
cmr,1981,4407047
cmr,1982,4546592
cmr,1983,4691862
cmr,1984,4842965
cmr,1985,4999861
cmr,1986,5162573
cmr,1987,5330697
cmr,1988,5503213
cmr,1989,5678777
cmr,1990,5856357
cmr,1991,6035824
cmr,1992,6217256
cmr,1993,6400135
cmr,1994,6583915
cmr,1995,6768384
cmr,1996,6953344
cmr,1997,7139377
cmr,1998,7328153
cmr,1999,7521864
cmr,2000,7722267
cmr,2001,7929955
cmr,2002,8144931
cmr,2003,8367620
cmr,2004,8598312
cmr,2005,8837179
cmr,2006,9084551
cmr,2007,9340473
cmr,2008,9604452
cmr,2009,9875760
cmr,2010,10153792
cmr,2011,10438338
cmr,2012,10729397
cmr,2013,11026877
cmr,2014,11330730
cmr,2015,11640880
cmr,2016,11957213
cmr,2017,12279497
cmr,2018,12607251
cmr,2019,12939928
cmr,2020,13277075
cod,1960,7283489
cod,1961,7481985
cod,1962,7687464
cod,1963,7901430
cod,1964,8125957
cod,1965,8362334
cod,1966,8611594
cod,1967,8872903
cod,1968,9143520
cod,1969,9419615
cod,1970,9698575
cod,1971,9978729
cod,1972,10261287
cod,1973,10549874
cod,1974,10849712
cod,1975,11164285
cod,1976,11496337
cod,1977,11844109
cod,1978,12201176
cod,1979,12558451
cod,1980,12910158
cod,1981,13255365
cod,1982,13598684
cod,1983,13946969
cod,1984,14309785
cod,1985,14695192
cod,1986,15100842
cod,1987,15527306
cod,1988,15988587
cod,1989,16502469
cod,1990,17079144
cod,1991,17729899
cod,1992,18445038
cod,1993,19188198
cod,1994,19909195
cod,1995,20573715
cod,1996,21167682
cod,1997,21706640
cod,1998,22222367
cod,1999,22761644
cod,2000,23359141
cod,2001,24024789
cod,2002,24750634
cod,2003,25531974
cod,2004,26358262
cod,2005,27221813
cod,2006,28123310
cod,2007,29066903
cod,2008,30051807
cod,2009,31077037
cod,2010,32141617
cod,2011,33244602
cod,2012,34385069
cod,2013,35561914
cod,2014,36773965
cod,2015,38019960
cod,2016,39299343
cod,2017,40610874
cod,2018,41951875
cod,2019,43319103
cod,2020,44710172
cog,1960,500587
cog,1961,512660
cog,1962,525364
cog,1963,538710
cog,1964,552708
cog,1965,567360
cog,1966,582684
cog,1967,598685
cog,1968,615411
cog,1969,632918
cog,1970,651253
cog,1971,670410
cog,1972,690396
cog,1973,711150
cog,1974,732549
cog,1975,754540
cog,1976,777085
cog,1977,800201
cog,1978,823938
cog,1979,848386
cog,1980,873593
cog,1981,899609
cog,1982,926396
cog,1983,953837
cog,1984,981728
cog,1985,1009975
cog,1986,1038562
cog,1987,1067579
cog,1988,1097171
cog,1989,1127523
cog,1990,1158799
cog,1991,1191073
cog,1992,1224376
cog,1993,1258885
cog,1994,1294766
cog,1995,1332148
cog,1996,1371223
cog,1997,1412055
cog,1998,1454488
cog,1999,1498289
cog,2000,1543329
cog,2001,1589295
cog,2002,1636369
cog,2003,1685604
cog,2004,1738399
cog,2005,1795605
cog,2006,1857841
cog,2007,1924393
cog,2008,1993142
cog,2009,2061167
cog,2010,2126410
cog,2011,2188038
cog,2012,2246780
cog,2013,2304083
cog,2014,2362141
cog,2015,2422571
cog,2016,2485795
cog,2017,2551316
cog,2018,2618741
cog,2019,2687358
cog,2020,2756678
col,1960,7952216
col,1961,8204221
col,1962,8463701
col,1963,8729277
col,1964,8999215
col,1965,9271969
col,1966,9547499
col,1967,9825087
col,1968,10101751
col,1969,10373792
col,1970,10638882
col,1971,10895366
col,1972,11144643
col,1973,11391243
col,1974,11641657
col,1975,11900516
col,1976,12169365
col,1977,12446882
col,1978,12731454
col,1979,13020323
col,1980,13311400
col,1981,13604520
col,1982,13900240
col,1983,14197975
col,1984,14497134
col,1985,14797311
col,1986,15097840
col,1987,15398706
col,1988,15700973
col,1989,16006190
col,1990,16315306
col,1991,16628624
col,1992,16945302
col,1993,17263587
col,1994,17581099
col,1995,17896051
col,1996,18207335
col,1997,18515067
col,1998,18820109
col,1999,19123924
col,2000,19427307
col,2001,19730607
col,2002,20032617
col,2003,20330598
col,2004,20620944
col,2005,20901092
col,2006,21171770
col,2007,21434180
col,2008,21687044
col,2009,21928840
col,2010,22159658
col,2011,22374122
col,2012,22575015
col,2013,22780030
col,2014,23013034
col,2015,23288781
col,2016,23618154
col,2017,23990081
col,2018,24370780
col,2019,24713193
col,2020,24984564
com,1960,95076
com,1961,96592
com,1962,98127
com,1963,99723
com,1964,101432
com,1965,103275
com,1966,105320
com,1967,107550
com,1968,109908
com,1969,112302
com,1970,114680
com,1971,116989
com,1972,119292
com,1973,121795
com,1974,124754
com,1975,128360
com,1976,132709
com,1977,137707
com,1978,143096
com,1979,148542
com,1980,153770
com,1981,158706
com,1982,163428
com,1983,168061
com,1984,172816
com,1985,177830
com,1986,183114
com,1987,188642
com,1988,194387
com,1989,200314
com,1990,206386
com,1991,212622
com,1992,219008
com,1993,225521
com,1994,232133
com,1995,238801
com,1996,245529
com,1997,252307
com,1998,259139
com,1999,265986
com,2000,272853
com,2001,279726
com,2002,286626
com,2003,293594
com,2004,300706
com,2005,308012
com,2006,315525
com,2007,323238
com,2008,331157
com,2009,339284
com,2010,347627
com,2011,356188
com,2012,364951
com,2013,373895
com,2014,382953
com,2015,392089
com,2016,401274
com,2017,410522
com,2018,419834
com,2019,429210
com,2020,438653
cpv,1960,94712
cpv,1961,96391
cpv,1962,98820
cpv,1963,101881
cpv,1964,105410
cpv,1965,109209
cpv,1966,113346
cpv,1967,117757
cpv,1968,122015
cpv,1969,125547
cpv,1970,127969
cpv,1971,129104
cpv,1972,129108
cpv,1973,128410
cpv,1974,127600
cpv,1975,127141
cpv,1976,127129
cpv,1977,127501
cpv,1978,128300
cpv,1979,129570
cpv,1980,131297
cpv,1981,133594
cpv,1982,136456
cpv,1983,139655
cpv,1984,142872
cpv,1985,145897
cpv,1986,148599
cpv,1987,151087
cpv,1988,153608
cpv,1989,156555
cpv,1990,160191
cpv,1991,164615
cpv,1992,169676
cpv,1993,175097
cpv,1994,180469
cpv,1995,185501
cpv,1996,190096
cpv,1997,194338
cpv,1998,198314
cpv,1999,202166
cpv,2000,206009
cpv,2001,209845
cpv,2002,213640
cpv,2003,217434
cpv,2004,221301
cpv,2005,225288
cpv,2006,229420
cpv,2007,233675
cpv,2008,237959
cpv,2009,242121
cpv,2010,246066
cpv,2011,249767
cpv,2012,253247
cpv,2013,256559
cpv,2014,259819
cpv,2015,263070
cpv,2016,266349
cpv,2017,269626
cpv,2018,272866
cpv,2019,276036
cpv,2020,279117
cri,1960,676237
cri,1961,701675
cri,1962,727999
cri,1963,754834
cri,1964,781726
cri,1965,808334
cri,1966,834566
cri,1967,860474
cri,1968,885982
cri,1969,911080
cri,1970,935808
cri,1971,960081
cri,1972,984042
cri,1973,1008123
cri,1974,1032916
cri,1975,1058864
cri,1976,1086138
cri,1977,1114687
cri,1978,1144451
cri,1979,1175290
cri,1980,1207087
cri,1981,1239883
cri,1982,1273699
cri,1983,1308440
cri,1984,1343969
cri,1985,1380176
cri,1986,1416942
cri,1987,1454280
cri,1988,1492340
cri,1989,1531363
cri,1990,1571469
cri,1991,1612599
cri,1992,1654551
cri,1993,1697095
cri,1994,1739964
cri,1995,1782855
cri,1996,1825771
cri,1997,1868516
cri,1998,1910424
cri,1999,1950658
cri,2000,1988647
cri,2001,2024098
cri,2002,2057179
cri,2003,2088445
cri,2004,2118714
cri,2005,2148586
cri,2006,2178234
cri,2007,2207502
cri,2008,2236410
cri,2009,2264849
cri,2010,2292775
cri,2011,2320217
cri,2012,2347235
cri,2013,2373809
cri,2014,2399916
cri,2015,2425530
cri,2016,2450639
cri,2017,2475235
cri,2018,2499229
cri,2019,2522539
cri,2020,2545076
cub,1960,3648440
cub,1961,3722400
cub,1962,3803018
cub,1963,3887269
cub,1964,3970780
cub,1965,4050425
cub,1966,4124680
cub,1967,4194411
cub,1968,4261711
cub,1969,4329809
cub,1970,4400758
cub,1971,4475342
cub,1972,4551956
cub,1973,4627531
cub,1974,4697811
cub,1975,4759734
cub,1976,4812760
cub,1977,4857934
cub,1978,4895833
cub,1979,4927592
cub,1980,4954429
cub,1981,4975650
cub,1982,4991998
cub,1983,5007857
cub,1984,5028945
cub,1985,5059142
cub,1986,5100536
cub,1987,5151415
cub,1988,5207084
cub,1989,5260697
cub,1990,5307315
cub,1991,5345392
cub,1992,5376390
cub,1993,5401980
cub,1994,5424972
cub,1995,5447439
cub,1996,5469492
cub,1997,5490346
cub,1998,5510185
cub,1999,5529106
cub,2000,5547098
cub,2001,5564815
cub,2002,5582125
cub,2003,5597342
cub,2004,5608177
cub,2005,5613215
cub,2006,5611447
cub,2007,5604005
cub,2008,5594116
cub,2009,5586273
cub,2010,5583618
cub,2011,5587410
cub,2012,5596451
cub,2013,5608387
cub,2014,5619691
cub,2015,5627750
cub,2016,5631930
cub,2017,5632956
cub,2018,5631334
cub,2019,5627928
cub,2020,5623468
cyp,1960,281667
cyp,1961,283341
cyp,1962,283826
cyp,1963,283736
cyp,1964,283952
cyp,1965,285115
cyp,1966,287439
cyp,1967,290715
cyp,1968,294706
cyp,1969,298977
cyp,1970,303231
cyp,1971,307389
cyp,1972,311537
cyp,1973,315698
cyp,1974,319942
cyp,1975,324302
cyp,1976,328848
cyp,1977,333511
cyp,1978,338021
cyp,1979,341966
cyp,1980,345131
cyp,1981,347357
cyp,1982,348849
cyp,1983,350197
cyp,1984,352208
cyp,1985,355457
cyp,1986,360138
cyp,1987,366103
cyp,1988,373085
cyp,1989,380697
cyp,1990,388631
cyp,1991,396833
cyp,1992,405363
cyp,1993,414114
cyp,1994,422947
cyp,1995,431793
cyp,1996,440547
cyp,1997,449172
cyp,1998,457779
cyp,1999,466500
cyp,2000,475427
cyp,2001,484572
cyp,2002,493851
