geo,time,eg_use_comm_gd_pp_kd
pan,2001,65.86897
pan,2002,58.54477
pan,2003,56.24603
pan,2004,51.59908
pan,2005,53.68334
pan,2006,52.7911
pan,2007,46.14318
pan,2008,42.10999
pan,2009,45.90396
pan,2010,46.416
pan,2011,45.24657
pan,2012,42.55457
pan,2013,39.10704
pan,2014,39.47973
per,1990,84.01938
per,1991,80.62932
per,1992,78.84108
per,1993,79.97258
per,1994,73.76467
per,1995,73.36569
per,1996,73.50524
per,1997,66.8236
per,1998,70.56558
per,1999,74.06996
per,2000,71.91819
per,2001,68.9816
per,2002,65.84823
per,2003,61.96164
per,2004,65.30894
per,2005,65.12176
per,2006,58.80384
per,2007,58.63193
per,2008,56.35194
per,2009,58.4355
per,2010,63.88196
per,2011,61.15342
per,2012,62.00327
per,2013,58.35499
per,2014,66.53293
phl,1990,110.18782
phl,1991,110.5114
phl,1992,115.05807
phl,1993,112.51704
phl,1994,115.52125
phl,1995,115.6708
phl,1996,113.00204
phl,1997,113.06151
phl,1998,116.91427
phl,1999,116.12611
phl,2000,115.12688
phl,2001,106.9741
phl,2002,104.551
phl,2003,99.74421
phl,2004,93.29655
phl,2005,89.04975
phl,2006,83.93593
phl,2007,78.95704
phl,2008,78.52476
phl,2009,73.70105
phl,2010,72.63967
phl,2011,70.40792
phl,2012,70.05684
phl,2013,67.96325
phl,2014,68.01297
pol,1990,239.1178
pol,1991,251.91284
pol,1992,239.78134
pol,1993,236.73297
pol,1994,214.27914
pol,1995,206.86989
pol,1996,202.86026
pol,1997,188.06394
pol,1998,167.3204
pol,1999,155.76143
pol,2000,142.72526
pol,2001,141.88839
pol,2002,137.6697
pol,2003,136.41904
pol,2004,130.30829
pol,2005,127.48065
pol,2006,126.1469
pol,2007,117.31835
pol,2008,114.26982
pol,2009,106.93818
pol,2010,110.02765
pol,2011,105.61115
pol,2012,100.81916
pol,2013,99.60156
pol,2014,92.81223
pol,2015,89.58525
prt,1990,71.35767
prt,1991,69.12081
prt,1992,72.75784
prt,1993,73.24166
prt,1994,74.41654
prt,1995,78.90784
prt,1996,75.49067
prt,1997,76.16524
prt,1998,78.52854
prt,1999,81.10875
prt,2000,78.66528
prt,2001,77.7483
prt,2002,80.37574
prt,2003,78.91389
prt,2004,79.72678
prt,2005,81.05782
prt,2006,75.82375
prt,2007,74.49022
prt,2008,72.34362
prt,2009,73.68309
prt,2010,69.89807
prt,2011,69.12617
prt,2012,67.61389
prt,2013,68.49745
prt,2014,66.82672
prt,2015,68.50144
pry,1990,85.83909
pry,1991,85.62585
pry,1992,83.85194
pry,1993,82.97078
pry,1994,86.10589
pry,1995,88.25781
pry,1996,88.91712
pry,1997,92.74749
pry,1998,91.48746
pry,1999,88.50697
pry,2000,84.81308
pry,2001,87.04558
pry,2002,86.31703
pry,2003,84.43853
pry,2004,81.91867
pry,2005,79.32766
pry,2006,77.99522
pry,2007,76.67849
pry,2008,75.45963
pry,2009,76.64684
pry,2010,73.87864
pry,2011,71.84404
pry,2012,74.15507
pry,2013,67.70392
pry,2014,67.25337
qat,2000,212.92264
qat,2001,226.46601
qat,2002,239.00607
qat,2003,238.56134
qat,2004,235.95491
qat,2005,219.51764
qat,2006,204.53343
qat,2007,195.87686
qat,2008,171.05486
qat,2009,162.78482
qat,2010,155.25688
qat,2011,155.02889
qat,2012,180.17951
qat,2013,180.79698
qat,2014,187.51862
rou,1990,201.70542
rou,1991,190.99604
rou,1992,190.84222
rou,1993,183.20989
rou,1994,166.26849
rou,1995,169.50418
rou,1996,167.08165
rou,1997,165.15113
rou,1998,154.14625
rou,1999,136.72219
rou,2000,133.30062
rou,2001,128.7676
rou,2002,126.18069
rou,2003,127.7887
rou,2004,113.25412
rou,2005,107.9462
rou,2006,103.40569
rou,2007,96.00188
rou,2008,87.50412
rou,2009,81.54008
rou,2010,85.21278
rou,2011,85.47001
rou,2012,81.72835
rou,2013,71.90105
rou,2014,68.95005
rus,1990,276.57478
rus,1991,288.60353
rus,1992,308.41895
rus,1993,318.81988
rus,1994,318.91353
rus,1995,322.40963
rus,1996,331.53294
rus,1997,312.37505
rus,1998,322.17595
rus,1999,313.63274
rus,2000,289.93106
rus,2001,278.86316
rus,2002,265.11086
rus,2003,255.88497
rus,2004,239.46512
rus,2005,226.56042
rus,2006,215.48425
rus,2007,199.1708
rus,2008,193.79438
rus,2009,197.53038
rus,2010,201.11834
rus,2011,202.2029
rus,2012,199.24236
rus,2013,192.86609
rus,2014,186.74485
sau,1990,86.32169
sau,1991,87.37157
sau,1992,95.72532
sau,1993,100.74791
sau,1994,105.41948
sau,1995,105.7944
sau,1996,110.33576
sau,1997,104.07104
sau,1998,107.78851
sau,1999,114.02534
sau,2000,112.87414
sau,2001,117.28435
sau,2002,133.66489
sau,2003,121.58545
sau,2004,119.85418
sau,2005,116.12854
sau,2006,125.19076
sau,2007,127.01688
sau,2008,133.36311
sau,2009,144.95517
sau,2010,153.60743
sau,2011,134.10103
sau,2012,143.09107
sau,2013,133.65013
sau,2014,143.2476
sdn,1990,139.44974
sdn,1991,129.45778
sdn,1992,121.38583
sdn,1993,112.73639
sdn,1994,129.37259
sdn,1995,122.50984
sdn,1996,118.48323
sdn,1997,109.47454
sdn,1998,106.13489
sdn,1999,114.29293
sdn,2000,101.59272
sdn,2001,99.9262
sdn,2002,102.33405
sdn,2003,93.59353
sdn,2004,88.98462
sdn,2005,85.80666
sdn,2006,86.51712
sdn,2007,79.12786
sdn,2008,77.4226
sdn,2009,82.36755
sdn,2010,81.03221
sdn,2011,83.46308
sdn,2012,86.45498
sdn,2013,86.62483
sdn,2014,84.79464
sen,1990,90.61319
sen,1991,87.59636
sen,1992,91.89972
sen,1993,90.35823
sen,1994,89.78805
sen,1995,90.1552
sen,1996,90.50406
sen,1997,93.12919
sen,1998,92.85947
sen,1999,92.10982
sen,2000,94.30641
sen,2001,97.71917
sen,2002,99.16204
sen,2003,91.23812
sen,2004,93.30338
sen,2005,91.25872
sen,2006,89.4073
sen,2007,93.28623
sen,2008,93.90157
sen,2009,109.60241
sen,2010,108.0376
sen,2011,112.89589
sen,2012,107.69439
sen,2013,96.97498
sen,2014,97.34298
sgp,1990,101.10893
sgp,1991,107.42046
sgp,1992,114.30292
sgp,1993,125.7749
sgp,1994,137.52857
sgp,1995,109.45174
sgp,1996,106.31581
sgp,1997,110.19287
sgp,1998,101.83327
sgp,1999,87.62353
sgp,2000,82.60552
sgp,2001,95.24174
sgp,2002,91.05797
sgp,2003,105.329
sgp,2004,115.14589
sgp,2005,75.32102
sgp,2006,74.2343
sgp,2007,63.06962
sgp,2008,71.11752
sgp,2009,61.18739
sgp,2010,63.94639
sgp,2011,62.16916
sgp,2012,58.9365
sgp,2013,56.92577
sgp,2014,58.22918
slb,1990,73.74617
slb,2004,61.35957
slb,2005,58.13844
slb,2006,56.39812
slb,2007,58.56934
slv,1990,88.59384
slv,1991,95.97442
slv,1992,93.60852
slv,1993,93.11826
slv,1994,94.2034
slv,1995,95.64091
slv,1996,90.66881
slv,1997,97.29
slv,1998,97.49379
slv,1999,99.02284
slv,2000,102.4416
slv,2001,106.24088
slv,2002,106.63991
slv,2003,109.60519
slv,2004,107.75463
slv,2005,107.93368
slv,2006,108.63693
slv,2007,100.89672
slv,2008,99.21688
slv,2009,94.90993
slv,2010,93.7785
slv,2011,91.20322
slv,2012,87.34103
slv,2013,80.65576
slv,2014,80.83117
srb,1995,233.31026
srb,1996,263.86146
srb,1997,259.43437
srb,1998,250.43175
srb,1999,201.79526
srb,2000,205.19495
srb,2001,209.29974
srb,2002,208.91614
srb,2003,209.50758
srb,2004,209.0067
srb,2005,175.88997
srb,2006,177.5811
srb,2007,162.36518
srb,2008,155.8691
srb,2009,144.28834
srb,2010,147.54736
srb,2011,149.92563
srb,2012,135.64977
srb,2013,135.12994
srb,2014,122.11934
stp,2004,89.49367
stp,2005,94.56119
stp,2006,88.67683
stp,2007,85.88255
sur,2000,102.47671
sur,2001,105.3106
sur,2002,71.58747
sur,2003,71.8459
sur,2004,72.55273
sur,2005,79.54918
sur,2006,71.46725
sur,2007,64.3295
sur,2008,65.24438
sur,2009,63.60148
sur,2010,71.95417
sur,2011,66.21482
sur,2012,71.9469
sur,2013,62.03374
sur,2014,61.7145
svk,1992,291.63116
svk,1993,280.88843
svk,1994,259.6156
svk,1995,250.10683
svk,1996,238.56469
svk,1997,225.47554
svk,1998,210.13558
svk,1999,211.53738
svk,2000,210.1682
svk,2001,213.29881
svk,2002,205.62422
svk,2003,193.93461
svk,2004,181.3835
svk,2005,174.52646
svk,2006,159.25628
svk,2007,137.56716
svk,2008,133.76254
svk,2009,129.23169
svk,2010,129.53263
svk,2011,122.81854
svk,2012,116.34772
svk,2013,117.60077
svk,2014,107.72176
svk,2015,104.58491
svn,1995,141.96183
svn,1996,143.36741
svn,1997,141.87196
svn,1998,134.7247
svn,1999,127.55
svn,2000,122.70755
svn,2001,124.85885
svn,2002,122.32783
svn,2003,120.2388
svn,2004,118.87414
svn,2005,117.12093
svn,2006,111.20629
svn,2007,104.06299
svn,2008,106.34989
svn,2009,105.77894
svn,2010,107.31654
svn,2011,106.29099
svn,2012,104.98846
svn,2013,103.3377
svn,2014,97.78995
svn,2015,93.9319
swe,1990,161.44821
swe,1991,168.49174
swe,1992,162.9372
swe,1993,166.24585
swe,1994,170.94927
swe,1995,166.56583
swe,1996,167.77785
swe,1997,158.59243
swe,1998,154.7412
swe,1999,145.76661
swe,2000,131.94086
swe,2001,138.19381
swe,2002,138.57354
swe,2003,132.39609
swe,2004,131.83236
swe,2005,125.6842
swe,2006,116.91282
swe,2007,112.6942
swe,2008,112.16779
swe,2009,107.34015
swe,2010,113.57542
swe,2011,107.76138
swe,2012,109.09719
swe,2013,106.19695
swe,2014,100.82292
swe,2015,100.19418
swz,1990,73.65385
swz,2004,63.74396
swz,2005,59.09966
swz,2006,56.73674
swz,2007,56.60191
syc,1990,36.95986
syc,2004,183.70273
syc,2005,150.09321
syc,2006,146.21463
syc,2007,111.70819
tgo,1990,187.27567
tgo,1991,193.16302
tgo,1992,203.63077
tgo,1993,240.96994
tgo,1994,237.00351
tgo,1995,231.30575
tgo,1996,238.29671
tgo,1997,205.33633
tgo,1998,224.65245
tgo,1999,250.6268
tgo,2000,252.0684
tgo,2001,249.41879
tgo,2002,248.76111
tgo,2003,246.1595
tgo,2004,251.212
tgo,2005,268.57299
tgo,2006,261.09204
tgo,2007,274.2657
tgo,2008,274.78204
tgo,2009,316.67328
tgo,2010,298.43105
tgo,2011,282.10103
tgo,2012,263.91439
tgo,2013,255.39029
tgo,2014,248.21309
tha,1990,104.42123
tha,1991,104.45422
tha,1992,102.96504
tha,1993,100.36593
tha,1994,102.76562
tha,1995,103.94474
tha,1996,110.00996
tha,1997,115.23304
tha,1998,116.975
tha,1999,119.42188
tha,2000,117.05339
tha,2001,116.44778
tha,2002,121.31159
tha,2003,122.60054
tha,2004,124.64513
tha,2005,123.00232
tha,2006,119.48979
tha,2007,118.13289
tha,2008,119.29264
tha,2009,119.67755
tha,2010,121.79298
tha,2011,120.6355
tha,2012,120.6076
tha,2013,126.31113
tha,2014,124.19483
tjk,1990,245.43479
tjk,1991,252.39497
tjk,1992,290.45931
tjk,1993,272.04568
tjk,1994,265.11815
tjk,1995,270.70286
tjk,1996,313.75179
tjk,1997,307.52659
tjk,1998,306.99289
tjk,1999,294.39982
tjk,2000,260.8842
tjk,2001,234.98773
tjk,2002,212.73999
tjk,2003,195.32058
tjk,2004,191.5052
tjk,2005,179.13327
tjk,2006,172.61949
tjk,2007,171.14342
tjk,2008,150.92534
tjk,2009,126.22704
tjk,2010,120.94991
tjk,2011,112.93842
tjk,2012,112.98246
tjk,2013,116.60239
tjk,2014,117.83244
tkm,1990,659.69777
tkm,1991,600.06325
tkm,1992,482.02287
tkm,1993,480.04262
tkm,1994,735.84053
tkm,1995,815.99268
tkm,1996,668.11092
tkm,1997,755.04344
tkm,1998,737.3285
tkm,1999,749.36111
tkm,2000,712.83351
tkm,2001,696.11308
tkm,2002,724.45086
tkm,2003,782.15065
tkm,2004,777.71388
tkm,2005,716.45071
tkm,2006,661.20941
tkm,2007,678.40894
tkm,2008,598.45832
tkm,2009,495.30701
tkm,2010,517.50076
tkm,2011,490.84112
tkm,2012,457.16242
tkm,2013,425.68799
tkm,2014,393.95117
tls,2004,26.42491
tls,2005,25.65833
tls,2006,27.2221
tls,2007,25.52536
ton,1990,70.80323
ton,2004,106.41734
ton,2005,106.33117
ton,2006,106.48945
ton,2007,108.06473
tto,1990,486.38144
tto,1991,468.80934
tto,1992,468.12856
tto,1993,451.03078
tto,1994,438.02998
tto,1995,412.06005
tto,1996,454.86057
tto,1997,398.78139
tto,1998,428.24305
tto,1999,462.8769
tto,2000,458.38388
tto,2001,491.41531
tto,2002,495.41015
tto,2003,484.13639
tto,2004,470.78426
tto,2005,508.93137
tto,2006,501.59592
tto,2007,509.28931
tto,2008,478.25398
tto,2009,505.65815
tto,2010,523.16689
tto,2011,516.26077
tto,2012,496.98512
tto,2013,495.05399
tto,2014,498.79462
tun,1990,103.55728
tun,1991,98.70157
tun,1992,101.81144
tun,1993,96.97364
tun,1994,101.57934
tun,1995,100.51444
tun,1996,98.05727
tun,1997,95.91857
tun,1998,99.77194
tun,1999,97.24164
tun,2000,96.23963
tun,2001,97.86235
tun,2002,97.86897
tun,2003,96.03289
tun,2004,95.29604
tun,2005,90.47166
tun,2006,90.48493
tun,2007,87.57699
tun,2008,87.62418
tun,2009,82.60885
tun,2010,89.60101
tun,2011,86.96753
tun,2012,87.36531
tun,2013,86.93966
tun,2014,85.4841
tur,1990,77.41128
tur,1991,75.77612
tur,1992,74.43513
tur,1993,73.34994
tur,1994,76.02553
tur,1995,77.19078
tur,1996,78.13558
tur,1997,76.41612
tur,1998,76.04254
tur,1999,77.18811
tur,2000,77.82286
tur,2001,76.35399
tur,2002,75.79903
tur,2003,75.19772
tur,2004,70.99273
tur,2005,67.94806
tur,2006,70.27908
tur,2007,71.82337
tur,2008,70.32412
tur,2009,73.19909
tur,2010,73.63155
tur,2011,70.46649
tur,2012,70.04106
tur,2013,63.86032
tur,2014,63.25002
tur,2015,63.61509
tza,1990,285.29296
tza,1991,285.23116
tza,1992,287.23554
tza,1993,291.51023
tza,1994,292.17272
tza,1995,295.57324
tza,1996,286.22276
tza,1997,279.13858
tza,1998,286.61578
tza,1999,290.56074
tza,2000,293.4433
tza,2001,292.15331
tza,2002,286.64726
tza,2003,279.32977
tza,2004,275.53867
tza,2005,268.46102
tza,2006,261.07104
tza,2007,253.16891
tza,2008,247.63295
tza,2009,241.84683
tza,2010,239.0672
tza,2011,234.71522
tza,2012,238.37237
tza,2013,231.30675
tza,2014,224.06359
ukr,1990,295.62333
ukr,1991,324.1974
ukr,1992,313.04822
ukr,1993,323.34465
ukr,1994,357.3358
ukr,1995,401.89703
ukr,1996,409.10413
ukr,1997,403.55168
ukr,1998,389.00944
ukr,1999,387.96535
ukr,2000,362.91265
ukr,2001,334.3125
ukr,2002,320.92896
ukr,2003,312.57579
ukr,2004,278.06709
ukr,2005,267.96055
ukr,2006,239.43651
ukr,2007,224.50635
ukr,2008,212.15861
ukr,2009,212.66798
ukr,2010,236.22355
ukr,2011,214.09175
ukr,2012,206.93401
ukr,2013,196.08265
ukr,2014,198.42691
ury,1990,65.41917
ury,1991,68.51646
ury,1992,70.15472
ury,1993,63.7744
ury,1994,56.78408
ury,1995,61.6221
ury,1996,64.33982
ury,1997,60.22126
ury,1998,59.30369
ury,1999,66.01116
ury,2000,64.30866
ury,2001,58.65315
ury,2002,59.50105
ury,2003,58.67442
ury,2004,63.54247
ury,2005,60.9475
ury,2006,63.01277
ury,2007,58.82558
ury,2008,72.0107
ury,2009,68.69581
ury,2010,63.05893
ury,2011,64.82397
ury,2012,65.7119
ury,2013,62.32534
ury,2014,61.82325
usa,1990,189.72191
usa,1991,191.47125
usa,1992,188.66807
usa,1993,186.8305
usa,1994,182.95077
usa,1995,180.44032
usa,1996,177.74416
usa,1997,171.99624
usa,1998,166.01982
usa,1999,162.77255
usa,2000,160.73579
usa,2001,156.16195
usa,2002,155.22527
usa,2003,151.25707
usa,2004,148.72432
usa,2005,144.36167
usa,2006,139.0262
usa,2007,138.85297
usa,2008,135.47779
usa,2009,132.15108
usa,2010,131.84767
usa,2011,128.38028
usa,2012,123.63894
usa,2013,122.84388
usa,2014,121.66206
usa,2015,116.22757
uzb,1990,621.28152
uzb,1991,647.41667
uzb,1992,686.41618
uzb,1993,730.87725
uzb,1994,762.79457
uzb,1995,706.17238
uzb,1996,718.03187
uzb,1997,694.21068
uzb,1998,739.75541
uzb,1999,728.32293
uzb,2000,695.37136
uzb,2001,671.70055
uzb,2002,672.83751
uzb,2003,624.10595
uzb,2004,572.52835
uzb,2005,496.16524
uzb,2006,471.72497
uzb,2007,427.92829
uzb,2008,409.02531
uzb,2009,336.1471
uzb,2010,305.37612
uzb,2011,311.20483
uzb,2012,297.1017
uzb,2013,245.53526
vct,1990,41.82328
vct,2004,58.38401
vct,2005,57.82961
vct,2006,56.10563
vct,2007,54.29079
vnm,1990,157.04708
vnm,1991,150.22403
vnm,1992,144.32156
vnm,1993,144.89309
vnm,1994,133.22116
vnm,1995,129.69347
vnm,1996,125.26478
vnm,1997,124.80957
vnm,1998,125.75844
vnm,1999,123.52236
vnm,2000,121.69387
vnm,2001,122.21189
vnm,2002,125.43306
vnm,2003,123.19519
vnm,2004,127.14623
vnm,2005,125.15305
vnm,2006,119.88073
vnm,2007,120.4101
vnm,2008,121.85053
vnm,2009,126.13616
vnm,2010,131.58691
vnm,2011,123.79592
vnm,2012,119.71027
vnm,2013,113.5547
vut,1990,55.69479
vut,2004,53.22855
vut,2005,50.54688
vut,2006,48.15535
vut,2007,52.85123
wsm,1990,65.44715
wsm,2004,54.66243
wsm,2005,53.41822
wsm,2006,52.38682
wsm,2007,50.13597
zaf,1990,219.48517
zaf,1991,231.55487
zaf,1992,220.6812
zaf,1993,233.62294
zaf,1994,234.0818
zaf,1995,239.4751
zaf,1996,234.6271
zaf,1997,234.86275
zaf,1998,232.16739
zaf,1999,229.46623
zaf,2000,219.76734
zaf,2001,220.09434
zaf,2002,208.22488
zaf,2003,216.27544
zaf,2004,225.84811
zaf,2005,214.18149
zaf,2006,201.3495
zaf,2007,204.63515
zaf,2008,213.60803
zaf,2009,212.67288
zaf,2010,203.25651
zaf,2011,196.32506
zaf,2012,189.05102
zaf,2013,185.04383
zaf,2014,191.9763
zmb,1990,309.58212
zmb,1991,318.23135
zmb,1992,328.73046
zmb,1993,308.12779
zmb,1994,339.55466
zmb,1995,335.66215
zmb,1996,313.32038
zmb,1997,314.75716
zmb,1998,319.10428
zmb,1999,305.45169
zmb,2000,301.3946
zmb,2001,295.25954
zmb,2002,292.14954
zmb,2003,282.25854
zmb,2004,271.31553
zmb,2005,261.42052
zmb,2006,247.70656
zmb,2007,228.6903
zmb,2008,219.56152
zmb,2009,205.93099
zmb,2010,193.37709
zmb,2011,193.48479
zmb,2012,188.76282
zmb,2013,189.71573
zwe,1990,213.89299
zwe,1991,214.84614
zwe,1992,243.83454
zwe,1993,230.84698
zwe,1994,209.81466
zwe,1995,213.27768
zwe,1996,192.44241
zwe,1997,185.55398
zwe,1998,184.54699
zwe,1999,198.43293
zwe,2000,193.49743
zwe,2001,190.23759
zwe,2002,205.14356
zwe,2003,236.35804
zwe,2004,245.17017
zwe,2005,272.87961
zwe,2006,289.41317
zwe,2007,294.41307
zwe,2008,332.26668
zwe,2009,302.25486
zwe,2010,261.46419
zwe,2011,248.15423
zwe,2012,224.29116
zwe,2013,229.59574
