geo,time,eg_use_comm_gd_pp_kd
bol,2006,116.87026
bol,2007,91.06231
bol,2008,91.23914
bol,2009,91.95232
bol,2010,96.19791
bol,2011,96.56581
bol,2012,105.61055
bol,2013,99.42519
bol,2014,100.66035
bra,1990,89.4391
bra,1991,90.19932
bra,1992,91.63835
bra,1993,89.52288
bra,1994,89.03304
bra,1995,88.34899
bra,1996,91.03724
bra,1997,92.51793
bra,1998,94.41821
bra,1999,96.10859
bra,2000,92.43895
bra,2001,92.76238
bra,2002,92.39595
bra,2003,92.8554
bra,2004,92.68078
bra,2005,92.06692
bra,2006,91.63681
bra,2007,91.29467
bra,2008,91.70975
bra,2009,88.82354
bra,2010,91.33889
bra,2011,89.22264
bra,2012,91.33357
bra,2013,92.44266
bra,2014,94.95793
brb,1990,88.24167
brb,2004,89.56135
brb,2005,89.59972
brb,2006,86.3412
brb,2007,85.11765
brn,1990,93.70533
brn,1991,102.72784
brn,1992,105.44097
brn,1993,101.19393
brn,1994,91.02926
brn,1995,104.39123
brn,1996,102.14521
brn,1997,107.06931
brn,1998,107.21658
brn,1999,106.08196
brn,2000,103.69186
brn,2001,93.44131
brn,2002,87.90601
brn,2003,99.18708
brn,2004,90.48573
brn,2005,87.04386
brn,2006,118.47411
brn,2007,121.13319
brn,2008,135.60321
brn,2009,118.56192
brn,2010,123.06024
brn,2011,141.77318
brn,2012,138.93671
brn,2013,112.75286
brn,2014,135.11119
btn,1990,36.60861
btn,2004,54.55274
btn,2005,57.62701
btn,2006,55.70519
btn,2007,54.42457
bwa,1990,112.2893
bwa,1991,106.42731
bwa,1992,119.16991
bwa,1993,117.27998
bwa,1994,111.51896
bwa,1995,106.70812
bwa,1996,98.37225
bwa,1997,95.28093
bwa,1998,107.08098
bwa,1999,100.83204
bwa,2000,102.7744
bwa,2001,103.71902
bwa,2002,99.32889
bwa,2003,94.63104
bwa,2004,90.60827
bwa,2005,89.43034
bwa,2006,85.29076
bwa,2007,81.40844
bwa,2008,81.08642
bwa,2009,81.90177
bwa,2010,82.57609
bwa,2011,74.80887
bwa,2012,81.22228
bwa,2013,77.14744
bwa,2014,81.07651
can,1997,236.70846
can,1998,229.07965
can,1999,226.57646
can,2000,222.21305
can,2001,215.93206
can,2002,209.43323
can,2003,212.41973
can,2004,209.15991
can,2005,200.3011
can,2006,190.04363
can,2007,178.98588
can,2008,178.72605
can,2009,177.19273
can,2010,173.61338
can,2011,172.65618
can,2012,167.65654
can,2013,165.80163
can,2014,166.04479
can,2015,160.58497
che,1990,64.40162
che,1991,65.98669
che,1992,66.30865
che,1993,64.73013
che,1994,64.4958
che,1995,63.2714
che,1996,64.19195
che,1997,63.87345
che,1998,62.72404
che,1999,61.75783
che,2000,58.60625
che,2001,61.27794
che,2002,59.73702
che,2003,60.01227
che,2004,58.57749
che,2005,56.61461
che,2006,56.82784
che,2007,51.96117
che,2008,52.55031
che,2009,54.06261
che,2010,50.8604
che,2011,48.31521
che,2012,48.20621
che,2013,49.40574
che,2014,45.21004
che,2015,43.5139
chl,1990,107.14586
chl,1991,101.62882
chl,1992,98.8603
chl,1993,95.05542
chl,1994,97.30538
chl,1995,95.98442
chl,1996,99.54402
chl,1997,103.75817
chl,1998,102.98417
chl,1999,109.8729
chl,2000,104.899
chl,2001,99.64714
chl,2002,100.04948
chl,2003,97.11649
chl,2004,96.47009
chl,2005,94.05761
chl,2006,92.08573
chl,2007,91.04675
chl,2008,87.10043
chl,2009,86.13199
chl,2010,85.02852
chl,2011,87.30637
chl,2012,91.7707
chl,2013,91.72874
chl,2014,84.09913
chl,2015,82.05878
chn,1990,538.65952
chn,1991,480.12593
chn,1992,434.62913
chn,1993,404.26513
chn,1994,374.57152
chn,1995,362.46819
chn,1996,338.91986
chn,1997,309.93454
chn,1998,289.35917
chn,1999,273.96274
chn,2000,260.44926
chn,2001,250.19581
chn,2002,244.71264
chn,2003,254.14138
chn,2004,263.25039
chn,2005,261.25279
chn,2006,253.38277
chn,2007,239.90129
chn,2008,225.6755
chn,2009,220.39353
chn,2010,220.01274
chn,2011,215.39896
chn,2012,207.27599
chn,2013,198.5458
chn,2014,187.68703
civ,1990,85.3023
civ,1991,87.71765
civ,1992,95.90219
civ,1993,99.50937
civ,1994,101.14597
civ,1995,94.06352
civ,1996,98.07609
civ,1997,91.26711
civ,1998,87.31279
civ,1999,102.90048
civ,2000,99.72182
civ,2001,98.01653
civ,2002,107.70732
civ,2003,106.8726
civ,2004,145.96551
civ,2005,149.49028
civ,2006,142.9798
civ,2007,152.21539
civ,2008,146.00807
civ,2009,129.14845
civ,2010,131.00196
civ,2011,158.71176
civ,2012,159.89432
civ,2013,154.61268
civ,2014,144.97086
cmr,1990,125.10098
cmr,1991,131.31595
cmr,1992,136.99053
cmr,1993,153.94555
cmr,1994,156.35276
cmr,1995,154.60994
cmr,1996,152.02114
cmr,1997,149.5776
cmr,1998,146.94564
cmr,1999,141.6932
cmr,2000,142.30499
cmr,2001,138.01673
cmr,2002,135.23169
cmr,2003,133.45021
cmr,2004,128.5466
cmr,2005,126.4924
cmr,2006,116.12432
cmr,2007,104.96118
cmr,2008,102.94809
cmr,2009,108.50141
cmr,2010,106.24952
cmr,2011,99.05116
cmr,2012,97.63228
cmr,2013,97.71619
cmr,2014,96.57801
cod,1990,187.32186
cod,1991,204.7943
cod,1992,233.00466
cod,1993,274.66228
cod,1994,286.84088
cod,1995,296.9244
cod,1996,310.18924
cod,1997,334.42648
cod,1998,348.27084
cod,1999,365.29649
cod,2000,392.81638
cod,2001,414.71605
cod,2002,416.8381
cod,2003,409.53995
cod,2004,398.98191
cod,2005,390.46026
cod,2006,384.77539
cod,2007,375.28835
cod,2008,366.33635
cod,2009,366.85575
cod,2010,355.11797
cod,2011,352.8802
cod,2012,408.84985
cod,2013,396.07884
cod,2014,378.06895
cog,1990,65.91152
cog,1991,67.21075
cog,1992,64.70512
cog,1993,65.75254
cog,1994,60.00389
cog,1995,65.88323
cog,1996,59.52978
cog,1997,57.3237
cog,1998,55.3066
cog,1999,55.88915
cog,2000,51.58895
cog,2001,55.71124
cog,2002,53.65967
cog,2003,62.81434
cog,2004,64.46032
cog,2005,64.72231
cog,2006,78.23321
cog,2007,74.40691
cog,2008,74.89683
cog,2009,76.60656
cog,2010,75.90527
cog,2011,98.88586
cog,2012,103.07816
cog,2013,106.50246
cog,2014,99.91446
col,1990,88.08495
col,1991,87.29812
col,1992,85.82031
col,1993,85.1853
col,1994,83.34646
col,1995,80.61006
col,1996,80.9124
col,1997,75.90358
col,1998,79.03835
col,1999,73.78547
col,2000,72.03228
col,2001,70.55236
col,2002,67.48115
col,2003,66.30131
col,2004,63.59286
col,2005,63.19518
col,2006,62.23966
col,2007,57.94891
col,2008,58.74108
col,2009,60.20831
col,2010,58.55573
col,2011,54.83753
col,2012,53.26811
col,2013,54.05441
col,2014,52.27098
com,1990,14.16369
com,2004,20.30293
com,2005,21.48472
com,2006,23.75917
com,2007,23.00939
cpv,1990,49.1515
cpv,2004,41.39081
cpv,2005,43.06464
cpv,2006,41.08917
cpv,2007,36.02653
cri,1990,54.13833
cri,1991,56.17222
cri,1992,66.41585
cri,1993,63.2786
cri,1994,59.64908
cri,1995,58.44044
cri,1996,57.90705
cri,1997,55.59805
cri,1998,51.58702
cri,1999,54.58608
cri,2000,57.44729
cri,2001,55.84102
cri,2002,56.80645
cri,2003,58.44755
cri,2004,66.30819
cri,2005,63.75115
cri,2006,64.26966
cri,2007,64.01594
cri,2008,62.16931
cri,2009,62.37587
cri,2010,60.30826
cri,2011,57.8754
cri,2012,56.09798
cri,2013,56.01167
cri,2014,54.79699
cyp,1990,93.29643
cyp,1991,94.51072
cyp,1992,97.25013
cyp,1993,103.68757
cyp,1994,111.87878
cyp,1995,90.95097
cyp,1996,99.87842
cyp,1997,95.34807
cyp,1998,96.17079
cyp,1999,92.07715
cyp,2000,93.46587
cyp,2001,88.9569
cyp,2002,86.9368
cyp,2003,92.16731
cyp,2004,82.20287
cyp,2005,79.66158
cyp,2006,79.12877
cyp,2007,79.52602
cyp,2008,81.29523
cyp,2009,81.10316
cyp,2010,76.89456
cyp,2011,74.25123
cyp,2012,72.31275
cyp,2013,67.09386
cyp,2014,69.83954
cze,1990,203.38794
cze,1991,208.13846
cze,1992,203.30587
cze,1993,196.98448
cze,1994,185.58045
cze,1995,176.62798
cze,1996,174.80919
cze,1997,176.88102
cze,1998,171.9436
cze,1999,157.9601
cze,2000,159.67159
cze,2001,159.14089
cze,2002,158.36856
cze,2003,159.97222
cze,2004,156.26866
cze,2005,144.83983
cze,2006,138.82923
cze,2007,131.60938
cze,2008,125.23589
cze,2009,123.07572
cze,2010,126.56809
cze,2011,119.91451
cze,2012,120.34175
cze,2013,118.5329
cze,2014,113.85544
cze,2015,106.72302
deu,1990,120.47485
deu,1991,112.36418
deu,1992,108.19649
deu,1993,108.19238
deu,1994,105.16032
deu,1995,104.65071
deu,1996,107.32128
deu,1997,104.51213
deu,1998,101.82906
deu,1999,97.6766
deu,2000,95.36999
deu,2001,96.60672
deu,2002,94.62589
deu,2003,94.79121
deu,2004,94.35532
deu,2005,92.98224
deu,2006,92.04972
deu,2007,84.62336
deu,2008,84.73043
deu,2009,84.15017
deu,2010,85.04562
deu,2011,77.77286
deu,2012,77.73727
deu,2013,78.86287
deu,2014,74.33224
deu,2015,74.62083
dma,1990,38.66521
dma,2004,54.73761
dma,2005,57.16971
dma,2006,55.95681
dma,2007,53.86696
dnk,1990,86.52212
dnk,1991,94.62585
dnk,1992,88.8055
dnk,1993,91.18403
dnk,1994,89.60222
dnk,1995,86.16487
dnk,1996,94.74963
dnk,1997,85.02307
dnk,1998,81.83096
dnk,1999,76.16875
dnk,2000,71.35204
dnk,2001,72.94363
dnk,2002,71.84443
dnk,2003,75.67264
dnk,2004,71.30663
dnk,2005,67.74301
dnk,2006,69.91769
dnk,2007,67.62484
dnk,2008,66.08808
dnk,2009,66.43269
dnk,2010,69.07562
dnk,2011,62.97497
dnk,2012,60.36322
dnk,2013,60.71061
dnk,2014,55.1905
dnk,2015,53.25153
dom,1990,90.72954
dom,1991,90.59859
dom,1992,90.33433
dom,1993,81.54821
dom,1994,91.29406
dom,1995,90.72626
dom,1996,89.35393
dom,1997,91.57169
dom,1998,90.68693
dom,1999,89.03754
dom,2000,91.4222
dom,2001,86.53595
dom,2002,87.88089
dom,2003,84.31174
dom,2004,74.34351
dom,2005,73.85764
dom,2006,70.03995
dom,2007,66.31671
dom,2008,64.43406
dom,2009,62.63967
dom,2010,60.76211
dom,2011,60.00076
dom,2012,61.67997
dom,2013,55.44271
dom,2014,51.84926
dza,1990,98.47097
dza,1991,105.42472
dza,1992,106.00677
dza,1993,108.66673
dza,1994,105.69412
dza,1995,106.24122
dza,1996,98.81782
dza,1997,100.15906
dza,1998,98.62679
dza,1999,102.0179
dza,2000,99.8353
dza,2001,97.12485
dza,2002,98.38132
dza,2003,97.53276
dza,2004,94.67368
dza,2005,93.09554
dza,2006,98.02213
dza,2007,100.59774
dza,2008,99.39954
dza,2009,106.99563
dza,2010,101.56307
dza,2011,102.96257
dza,2012,109.45344
dza,2013,110.21167
dza,2014,115.31062
ecu,1990,74.60021
ecu,1991,75.18288
ecu,1992,74.54464
ecu,1993,68.15524
ecu,1994,69.95902
ecu,1995,80.11988
ecu,1996,82.95073
ecu,1997,82.54282
ecu,1998,82.13101
ecu,1999,77.57518
ecu,2000,85.0239
ecu,2001,86.74184
ecu,2002,81.3191
ecu,2003,80.3409
ecu,2004,71.70212
ecu,2005,71.06367
ecu,2006,68.36921
ecu,2007,75.68995
ecu,2008,65.56074
ecu,2009,77.65233
ecu,2010,75.81997
ecu,2011,74.4322
ecu,2012,69.55794
ecu,2013,71.4111
ecu,2014,73.59913
egy,1990,94.39113
egy,1991,93.39294
egy,1992,91.73023
egy,1993,92.4385
egy,1994,85.53131
egy,1995,86.92248
egy,1996,87.87457
egy,1997,86.75524
egy,1998,88.04982
egy,1999,84.87797
egy,2000,76.13808
egy,2001,82.58545
egy,2002,83.20261
egy,2003,83.70127
egy,2004,86.9185
egy,2005,96.93892
egy,2006,95.8672
egy,2007,95.89128
egy,2008,92.95794
egy,2009,90.86688
egy,2010,84.77136
egy,2011,87.42202
egy,2012,87.91157
egy,2013,82.4697
egy,2014,79.92309
esp,1990,84.13751
esp,1991,85.10564
esp,1992,85.89032
esp,1993,83.23837
esp,1994,85.8113
esp,1995,87.35771
esp,1996,83.84131
esp,1997,85.92651
esp,1998,86.46571
esp,1999,86.75647
esp,2000,86.42025
esp,2001,85.32133
esp,2002,85.5277
esp,2003,85.90991
esp,2004,86.94019
esp,2005,85.64565
esp,2006,82.19781
esp,2007,80.46476
esp,2008,77.12304
esp,2009,73.67463
esp,2010,73.4972
esp,2011,72.92228
esp,2012,75.01841
esp,2013,71.02014
esp,2014,68.52199
esp,2015,68.79461
est,1995,284.69968
est,1996,298.20921
est,1997,258.70459
est,1998,226.24205
est,1999,213.54569
est,2000,189.96166
est,2001,186.8664
est,2002,167.73616
est,2003,172.24911
est,2004,164.33964
est,2005,147.38838
est,2006,131.00974
est,2007,136.27389
est,2008,138.59464
est,2009,144.0168
est,2010,162.31467
est,2011,151.40081
est,2012,143.9577
est,2013,156.58799
est,2014,150.60674
est,2015,134.45513
eth,1990,624.37336
eth,1991,695.41466
eth,1992,780.0076
eth,1993,718.23821
eth,1994,723.05101
eth,1995,706.52973
eth,1996,649.84937
eth,1997,648.14658
eth,1998,691.93636
eth,1999,676.42968
eth,2000,657.48162
eth,2001,629.92882
eth,2002,638.95479
eth,2003,673.84449
eth,2004,611.06247
eth,2005,559.98463
eth,2006,520.53695
eth,2007,481.6784
eth,2008,447.92593
eth,2009,423.16929
eth,2010,386.56202
eth,2011,359.43993
eth,2012,340.33799
eth,2013,318.50388
eth,2014,297.66983
fin,1990,172.78925
fin,1991,186.26288
fin,1992,181.49143
fin,1993,191.64642
fin,1994,196.84878
fin,1995,179.74409
fin,1996,186.50022
fin,1997,181.90492
fin,1998,174.11783
fin,1999,166.26402
fin,2000,156.97001
fin,2001,156.96028
fin,2002,162.37309
fin,2003,167.82656
fin,2004,163.17575
fin,2005,146.51652
fin,2006,153.23249
fin,2007,143.32687
fin,2008,136.61303
fin,2009,140.34944
fin,2010,148.85742
fin,2011,139.61606
fin,2012,136.57158
fin,2013,134.93094
fin,2014,138.14591
fin,2015,131.44796
fji,1990,46.41596
fji,2004,76.602
fji,2005,66.01828
fji,2006,62.68687
fji,2007,59.26608
fra,1990,114.03485
fra,1991,119.2752
fra,1992,115.38289
fra,1993,118.02973
fra,1994,110.9455
fra,1995,113.17843
fra,1996,117.92084
fra,1997,111.70086
fra,1998,110.96621
fra,1999,107.11866
fra,2000,104.08357
fra,2001,105.5521
fra,2002,104.62025
fra,2003,105.62902
fra,2004,104.22734
fra,2005,102.9478
fra,2006,98.86909
fra,2007,95.42762
fra,2008,95.60345
fra,2009,94.19467
fra,2010,95.30415
fra,2011,89.75062
fra,2012,89.66113
fra,2013,89.53452
fra,2014,85.05275
fra,2015,85.17593
gab,1990,68.44362
gab,1991,66.60543
gab,1992,73.46812
gab,1993,74.78186
gab,1994,63.91514
gab,1995,66.76808
gab,1996,67.09259
gab,1997,64.23447
gab,1998,66.03145
gab,1999,70.57808
gab,2000,72.26492
gab,2001,75.95202
gab,2002,91.91448
gab,2003,105.68242
gab,2004,121.80956
gab,2005,137.05032
gab,2006,158.60761
gab,2007,166.64723
gab,2008,189.40421
gab,2009,206.9344
gab,2010,217.0635
gab,2011,163.21601
gab,2012,137.41905
gab,2013,189.92509
gab,2014,174.52612
gbr,1990,115.22653
gbr,1991,120.47595
gbr,1992,119.56591
gbr,1993,117.84453
gbr,1994,114.36177
gbr,1995,111.72686
gbr,1996,113.78007
gbr,1997,105.39746
gbr,1998,103.19231
gbr,1999,100.4504
gbr,2000,97.28213
gbr,2001,95.65351
gbr,2002,91.60037
gbr,2003,90.43
gbr,2004,87.96879
gbr,2005,86.14621
gbr,2006,82.58661
gbr,2007,77.83085
gbr,2008,76.8142
gbr,2009,75.6279
gbr,2010,76.64976
gbr,2011,70.04969
gbr,2012,71.17045
gbr,2013,69.04494
gbr,2014,62.77948
gbr,2015,61.3777
geo,1990,232.16486
geo,1991,238.3062
geo,1992,372.48829
geo,1993,462.66007
geo,1994,318.13167
geo,1995,246.57193
geo,1996,222.97214
geo,1997,177.06252
geo,1998,158.75755
geo,1999,141.28603
geo,2000,143.05522
geo,2001,122.28304
geo,2002,114.74298
geo,2003,109.87028
geo,2004,106.74
geo,2005,99.50253
geo,2006,97.05053
geo,2007,95.01674
geo,2008,83.42255
geo,2009,89.20462
geo,2010,84.68376
geo,2011,89.50779
geo,2012,87.97464
geo,2013,89.29583
geo,2014,96.31227
gha,1990,148.94887
gha,1991,146.39797
gha,1992,145.96469
gha,1993,145.86786
gha,1994,146.93358
gha,1995,147.71785
gha,1996,146.09616
gha,1997,146.52812
gha,1998,147.922
gha,1999,147.15435
gha,2000,115.9655
gha,2001,112.22082
gha,2002,106.73956
gha,2003,96.00418
gha,2004,90.85972
gha,2005,85.04652
gha,2006,85.15587
gha,2007,81.61514
gha,2008,74.77816
gha,2009,77.24487
gha,2010,78.07724
gha,2011,73.0779
gha,2012,72.36509
gha,2013,70.55207
gha,2014,69.21505
gmb,1990,28.54578
gmb,2004,30.82524
gmb,2005,31.56763
gmb,2006,33.50755
gmb,2007,37.9376
gnb,1990,38.36617
gnb,2004,39.73974
gnb,2005,38.55695
gnb,2006,38.98617
gnb,2007,39.85173
gnq,2004,36.64427
gnq,2005,51.44716
gnq,2006,57.48075
gnq,2007,58.35356
grc,1990,86.66209
grc,1991,84.74545
grc,1992,86.22972
grc,1993,86.52931
grc,1994,87.19504
grc,1995,86.15828
grc,1996,86.44137
grc,1997,86.00605
grc,1998,87.16864
grc,1999,84.90536
grc,2000,86.03841
grc,2001,85.42351
grc,2002,83.12919
grc,2003,80.84696
grc,2004,78.44531
grc,2005,79.40654
grc,2006,75.09897
grc,2007,72.69454
grc,2008,73.42004
grc,2009,74.23663
grc,2010,73.66796
grc,2011,79.41588
grc,2012,84.85212
grc,2013,76.51711
grc,2014,75.50305
grc,2015,77.21307
grd,1990,50.02711
grd,2004,56.21791
grd,2005,52.98238
grd,2006,56.58444
grd,2007,53.31945
gtm,1990,87.64692
gtm,1991,86.94224
gtm,1992,87.4693
gtm,1993,83.88575
gtm,1994,84.9711
gtm,1995,85.72881
gtm,1996,85.58451
gtm,1997,85.80832
gtm,1998,88.87672
gtm,1999,94.01171
gtm,2000,93.46253
gtm,2001,93.24633
gtm,2002,90.52558
gtm,2003,91.75524
gtm,2004,91.62248
gtm,2005,89.1937
gtm,2006,85.98683
gtm,2007,86.88262
