geo,time,se_sec_enrl_gc_fe_zs
lso,1977,57.44278
lso,1978,57.39341
lso,1979,59.50668
lso,1980,59.61036
lso,1981,60.0377
lso,1982,59.84748
lso,1983,60.76952
lso,1984,60.01073
lso,1985,59.42749
lso,1986,59.95501
lso,1987,60.52069
lso,1988,60.35931
lso,1989,59.53533
lso,1990,59.76503
lso,1991,59.21369
lso,1992,59.32942
lso,1993,59.20415
lso,1994,59.393
lso,1995,59.40801
lso,1996,58.87271
lso,1997,58.53935
lso,1998,59.90851
lso,1999,57.43474
lso,2000,56.7939
lso,2001,56.0749
lso,2002,56.28513
lso,2003,55.93353
lso,2004,55.84965
lso,2005,55.86706
lso,2006,55.96065
lso,2007,56.75033
lso,2008,57.25582
lso,2009,57.94761
lso,2010,57.70881
lso,2011,57.55781
lso,2012,57.17236
lso,2013,57.0134
lso,2014,57.28207
lso,2015,57.19147
lso,2016,57.26666
lso,2017,57.18016
ltu,1981,53.27256
ltu,1993,50.58189
ltu,1995,51.85109
ltu,1996,51.79946
ltu,1997,51.68182
ltu,1998,51.30511
ltu,1999,51.15399
ltu,2000,50.52748
ltu,2001,50.13271
ltu,2002,49.79565
ltu,2003,49.7012
ltu,2004,50.13508
ltu,2005,50.11837
ltu,2006,50.27732
ltu,2007,50.31022
ltu,2008,50.4249
ltu,2009,50.51135
ltu,2010,50.28744
ltu,2011,50.06423
ltu,2012,49.56492
ltu,2013,49.06951
ltu,2014,49.00255
ltu,2015,48.96077
ltu,2016,48.97848
ltu,2017,49.0935
lux,1970,45.05697
lux,1971,44.7333
lux,1972,45.308
lux,1973,46.16024
lux,1974,48.24059
lux,1975,49.45048
lux,1976,49.85189
lux,1977,51.56869
lux,1978,50.03617
lux,1979,50.69557
lux,1980,51.13815
lux,1981,54.33219
lux,1982,54.97797
lux,1983,55.31798
lux,1984,54.83405
lux,1985,54.74138
lux,1986,54.77298
lux,1987,54.34894
lux,1988,54.30833
lux,1989,53.38161
lux,1992,53.56295
lux,1993,54.55371
lux,1994,54.42404
lux,1995,53.98358
lux,1996,54.57073
lux,1997,54.78178
lux,1998,54.81001
lux,1999,50.75602
lux,2000,50.89193
lux,2001,51.26148
lux,2002,51.39274
lux,2003,51.45522
lux,2004,51.10114
lux,2005,51.2535
lux,2006,50.91138
lux,2007,50.77752
lux,2008,50.41749
lux,2010,50.40952
lux,2011,50.36082
lux,2012,50.267
lux,2013,50.06004
lux,2014,49.9656
lux,2015,50.17641
lux,2016,49.81188
lux,2017,49.47113
lva,1986,50.00096
lva,1991,50
lva,1992,50.99988
lva,1993,50.85532
lva,1994,52.13608
lva,1995,52.2613
lva,1996,52.28968
lva,1997,52.16469
lva,1998,51.72569
lva,1999,51.56232
lva,2000,51.45488
lva,2001,50.97701
lva,2002,50.70695
lva,2003,50.45221
lva,2004,50.61605
lva,2005,50.81607
lva,2006,50.82581
lva,2007,51.82154
lva,2008,51.80479
lva,2009,51.8401
lva,2010,51.34943
lva,2011,51.09267
lva,2012,50.96857
lva,2013,50.20913
lva,2014,50.25455
lva,2015,50.43599
lva,2016,50.50458
lva,2017,50.4938
mac,1971,46.68527
mac,1972,51.64172
mac,1973,53.71398
mac,1974,51.5926
mac,1990,54.56535
mac,1992,53.92888
mac,1993,54.46584
mac,1999,51.50174
mac,2000,50.84547
mac,2001,50.50871
mac,2002,50.33351
mac,2003,50.39445
mac,2004,49.73048
mac,2005,49.6227
mac,2006,49.60392
mac,2007,49.40543
mac,2008,49.40522
mac,2009,49.43764
mac,2010,48.86201
mac,2011,48.59871
mac,2012,48.71795
mac,2013,48.43731
mac,2014,48.22769
mac,2015,48.3143
mac,2016,48.63439
mac,2017,48.83501
mac,2018,48.80025
mar,1971,28.52378
mar,1972,29.56362
mar,1974,32.16186
mar,1975,32.45278
mar,1976,34.14998
mar,1977,34.94747
mar,1978,35.79174
mar,1979,36.69245
mar,1980,37.44648
mar,1981,37.90883
mar,1982,38.45355
mar,1983,39.05932
mar,1984,39.3086
mar,1985,39.14836
mar,1986,39.24003
mar,1987,39.53688
mar,1988,39.73849
mar,1989,39.75061
mar,1990,40.19474
mar,1991,40.88751
mar,1992,40.63125
mar,1993,41.04837
mar,1994,41.30314
mar,1995,41.66404
mar,1996,41.67334
mar,1997,42.11152
mar,1998,42.63899
mar,1999,43.27908
mar,2000,43.62313
mar,2001,43.75651
mar,2002,44.12415
mar,2003,44.64678
mar,2004,45.20137
mar,2005,45.49806
mar,2006,45.79793
mar,2007,45.91324
mar,2008,46.01745
mar,2009,45.98821
mar,2010,46.03801
mar,2011,45.70542
mar,2012,45.39542
mar,2013,45.56237
mar,2014,45.64403
mar,2015,45.9986
mar,2016,46.59162
mar,2017,47.05559
mar,2018,47.71739
mco,1972,39.49258
mco,1978,33.20178
mco,1991,51.42857
mco,1992,51.19597
mco,1994,50.27254
mco,1995,50.9754
mco,1996,51.98995
mco,1997,51.61154
mco,1998,49.4152
mco,1999,51.69669
mco,2000,52.56724
mco,2001,49.26148
mco,2008,48.99735
mco,2009,49.5082
mco,2010,50.12205
mco,2011,49.38697
mco,2012,48.88973
mco,2013,49.3804
mco,2014,50.05533
mco,2015,50.47684
mco,2016,49.28453
mco,2017,50.19405
mco,2018,50.09622
mco,2019,50.79675
mda,1981,50.99993
mda,1986,51.00005
mda,1989,51
mda,1990,51.00011
mda,1991,50.99999
mda,1992,51.00001
mda,1993,51.00004
mda,1994,50.99995
mda,1995,50.7225
mda,1996,50.66504
mda,1997,50.54931
mda,1999,50.64295
mda,2000,50.51389
mda,2001,50.66895
mda,2002,50.65628
mda,2003,50.79999
mda,2004,50.84669
mda,2005,50.64063
mda,2006,50.84373
mda,2007,50.65687
mda,2008,50.79333
mda,2009,50.69217
mda,2010,50.61116
mda,2011,50.66593
mda,2012,50.40657
mda,2013,50.19437
mda,2014,50.11348
mda,2015,50.13955
mda,2016,49.82457
mda,2017,49.88426
mda,2018,49.82607
mdg,1971,41.31858
mdg,1972,42.09457
mdg,1974,42.47038
mdg,1975,43.23933
mdg,1976,40.71485
mdg,1977,42.18763
mdg,1978,41.77878
mdg,1979,43.05383
mdg,1985,42.46473
mdg,1988,46.08283
mdg,1989,48.50197
mdg,1990,48.97898
mdg,1991,49.67376
mdg,1992,49.6672
mdg,1993,49.50557
mdg,1994,50.26137
mdg,1995,49.85064
mdg,1996,50.15743
mdg,1998,49.88471
mdg,1999,49.54854
mdg,2000,49.45096
mdg,2001,49.62873
mdg,2002,49.29956
mdg,2003,49.68857
mdg,2004,49.47639
mdg,2005,49.65538
mdg,2006,49.3138
mdg,2007,49.24308
mdg,2008,49.05065
mdg,2009,48.95105
mdg,2010,48.94438
mdg,2011,49.099
mdg,2012,49.21114
mdg,2013,49.48054
mdg,2014,49.84709
mdg,2015,50.04484
mdg,2016,50.19131
mdg,2017,50.56829
mdg,2018,50.99791
mdv,1970,36.39144
mdv,1971,39.38462
mdv,1974,54.26009
mdv,1975,55.55556
mdv,1976,50.28571
mdv,1992,49.09308
mdv,1993,49.61987
mdv,1998,50.6392
mdv,1999,51.12757
mdv,2000,51.40899
mdv,2001,50.95296
mdv,2002,52.58686
mdv,2003,52.43632
mdv,2004,52.80769
mdv,2005,51.94521
mdv,2006,51.15023
mdv,2007,50.76639
mdv,2008,50.1866
mdv,2009,50.01377
mdv,2010,49.89041
mdv,2011,49.28044
mdv,2012,49.1336
mdv,2013,49.66714
mdv,2014,50.0432
mdv,2015,50.04894
mdv,2016,49.77545
mdv,2017,49.69717
mex,1971,36.70835
mex,1974,36.48453
mex,1975,36.25729
mex,1976,34.06126
mex,1977,40.44069
mex,1978,41.73228
mex,1979,41.26623
mex,1980,41.39973
mex,1981,43.31498
mex,1982,44.18107
mex,1983,44.25178
mex,1984,45.26114
mex,1985,45.13748
mex,1986,46.2719
mex,1987,46.68552
mex,1988,46.94169
mex,1989,47.19371
mex,1990,47.46719
mex,1991,47.82667
mex,1992,48.17105
mex,1993,48.31613
mex,1994,48.36477
mex,1995,48.54003
mex,1996,48.38255
mex,1997,48.46342
mex,1998,48.65732
mex,1999,48.96134
mex,2000,49.1821
mex,2001,49.54531
mex,2002,49.80537
mex,2003,50.01085
mex,2004,50.10595
mex,2005,50.2922
mex,2006,50.45369
mex,2007,50.55183
mex,2008,50.6189
mex,2009,50.56637
mex,2010,50.33845
mex,2011,50.19496
mex,2012,49.96668
mex,2013,50.1169
mex,2014,50.01973
mex,2015,50.02271
mex,2016,50.05088
mex,2017,50.17608
mhl,1999,50.46164
mhl,2002,49.53565
mhl,2003,50.52759
mhl,2004,49.79473
mhl,2005,48.85932
mhl,2006,49.11529
mhl,2007,49.11094
mhl,2011,49.2517
mhl,2015,50.14106
mhl,2016,50.18636
mkd,1993,49.83818
mkd,1994,49.86605
mkd,1995,49.94123
mkd,1996,49.92865
mkd,1997,50.01305
mkd,1998,49.92515
mkd,1999,49.93266
mkd,2000,49.68083
mkd,2001,49.75766
mkd,2002,49.81722
mkd,2003,50
mkd,2004,49.9727
mkd,2005,50.05707
mkd,2006,50.10264
mkd,2007,49.92779
mkd,2008,49.73258
mkd,2009,49.77141
mkd,2010,49.80928
mkd,2012,50.07949
mkd,2013,50.09391
mkd,2014,49.89456
mkd,2015,49.90753
mkd,2017,49.47684
mli,1971,22.28211
mli,1972,23.21064
mli,1973,23.2442
mli,1974,23.9881
mli,1975,24.88985
mli,1976,25.48672
mli,1977,27.03433
mli,1978,27.34558
mli,1979,27.70124
mli,1980,27.65408
mli,1981,29.48639
mli,1982,27.46104
mli,1983,28.70238
mli,1984,29.44766
mli,1985,29.33793
mli,1986,30.18907
mli,1987,29.88684
mli,1988,29.54008
mli,1989,32.97029
mli,1990,33.91746
mli,1991,34.68154
mli,1992,31.9433
mli,1993,33.16068
mli,1994,32.9247
mli,1995,32.92065
mli,1996,32.82905
mli,1997,32.53874
mli,1998,33.21472
mli,1999,33.36651
mli,2000,34.99308
mli,2003,33.9388
mli,2004,36.21487
mli,2005,37.15215
mli,2006,37.08684
mli,2007,37.71799
mli,2008,38.29025
mli,2009,38.71824
mli,2010,40.01735
mli,2011,40.49637
mli,2012,41.13911
mli,2013,43.54942
mli,2014,42.89034
mli,2015,43.98204
mli,2016,42.17233
mli,2017,44.67276
mli,2018,44.99883
mlt,1971,50.75212
mlt,1972,48.18454
mlt,1973,49.96527
mlt,1974,49.57466
mlt,1975,50.26538
mlt,1976,50.6602
mlt,1977,49.67826
mlt,1978,49.38835
mlt,1979,49.52198
mlt,1980,50.23215
mlt,1981,49.40824
mlt,1982,50.08833
mlt,1983,52.00582
mlt,1984,51.86198
mlt,1985,55.64134
mlt,1986,55.82839
mlt,1987,53.62858
mlt,1988,53.00568
mlt,1989,52.7261
mlt,1990,52.875
mlt,1991,53.09181
mlt,1992,53.01292
mlt,1993,53.09476
mlt,1994,52.0872
mlt,1995,51.80422
mlt,1996,53.61782
mlt,1997,52.46952
mlt,1998,52.09653
mlt,1999,50.54437
mlt,2000,51.23748
mlt,2001,50.16479
mlt,2002,50.09367
mlt,2003,50.36615
mlt,2004,50.58111
mlt,2005,50.48326
mlt,2006,50.14839
mlt,2007,49.37547
mlt,2008,50.2139
mlt,2009,48.73055
mlt,2010,48.01444
mlt,2011,49.59644
mlt,2012,50.08599
mlt,2013,50.05947
mlt,2014,50.31141
mlt,2015,50.95567
mlt,2016,50.45623
mlt,2017,50.09116
mmr,1971,39.27681
mmr,1972,39.44726
mmr,1973,40.31127
mmr,1974,41.4708
mmr,1976,44.25741
mmr,1977,44.23702
mmr,1978,44.82896
mmr,1982,44.69421
mmr,1983,45.1155
mmr,1984,45.21984
mmr,1985,45.83804
mmr,1986,46.71649
mmr,1987,46.91395
mmr,1988,47.36854
mmr,1989,47.75498
mmr,1990,48.35418
mmr,1991,49.20626
mmr,1992,49.83305
mmr,1993,49.90326
mmr,1994,49.86648
mmr,1995,50.11488
mmr,1999,49.55986
mmr,2000,51.19282
mmr,2001,48.4166
mmr,2002,48.09025
mmr,2003,48.1451
mmr,2004,47.96578
mmr,2005,49.12865
mmr,2006,49.33055
mmr,2007,49.92752
mmr,2009,50.33322
mmr,2010,51.12081
mmr,2014,50.43857
mmr,2016,52.13699
mmr,2017,52.08331
mmr,2018,51.96351
mne,2003,50.06677
mne,2004,50.03732
mne,2005,50.39355
mne,2006,50.30623
mne,2007,50.1849
mne,2008,54.55649
mne,2009,50.17802
mne,2010,49.79079
mne,2011,49.91267
mne,2012,50.38034
mne,2015,50.23665
mne,2016,50.25351
mne,2017,49.85586
mne,2018,49.77254
mng,1974,50.69504
mng,1975,50.90107
mng,1976,50.95739
mng,1978,51.25266
mng,1979,51.46842
mng,1980,50.96272
mng,1981,51.46119
mng,1982,51.50602
mng,1983,51.52542
mng,1984,51.90029
mng,1985,51.0115
mng,1987,51.59911
mng,1991,53.04332
mng,1992,53.37145
mng,1993,58.14651
mng,1994,57.05264
mng,1995,57.54273
mng,1996,57.02007
mng,1997,57.63715
mng,1998,57.10238
mng,1999,55.52915
mng,2000,54.91904
mng,2001,54.53411
mng,2002,54.06586
mng,2003,53.26592
mng,2004,52.7601
mng,2005,52.51831
mng,2006,52.5603
mng,2007,52.25116
mng,2008,52.1161
mng,2009,51.88761
mng,2010,51.74929
moz,1973,44.54709
moz,1978,30.93552
moz,1979,29.38175
moz,1980,28.70441
moz,1981,28.85241
moz,1982,30.82652
moz,1983,32.17895
moz,1985,32.91083
moz,1986,34.57487
moz,1987,34.98771
moz,1990,37.82484
moz,1991,38.04891
moz,1992,39.39394
moz,1993,40.09008
moz,1994,39.52337
moz,1995,40.12166
moz,1998,41.85367
moz,1999,41.58331
moz,2000,40.4518
moz,2001,40.63268
moz,2002,41.24345
moz,2004,42.50916
moz,2005,41.84076
moz,2006,42.62423
moz,2007,42.95747
moz,2008,43.58992
moz,2009,44.84503
moz,2010,45.63291
moz,2011,47.06244
moz,2012,47.76714
moz,2013,48.14961
moz,2014,48.34485
moz,2015,48.62981
moz,2016,48.66286
moz,2017,49.03573
moz,2018,48.80982
mrt,1971,11.20892
mrt,1972,11.749
mrt,1979,18.08146
mrt,1980,21.01911
mrt,1981,21.19222
mrt,1982,22.38767
mrt,1983,24.27237
mrt,1984,26.03495
mrt,1985,26.99741
mrt,1986,28.35164
mrt,1987,29.31766
mrt,1988,30.5116
mrt,1989,30.82419
mrt,1990,31.34124
mrt,1991,32.54278
mrt,1992,34.19122
mrt,1993,33.86574
mrt,1994,35.71966
mrt,1995,36.32372
mrt,1996,33.75185
mrt,1997,34.40862
mrt,1998,41.31737
mrt,1999,41.375
mrt,2000,41.92359
mrt,2001,43.03738
mrt,2002,43.3398
mrt,2003,44.44622
mrt,2004,45.42576
mrt,2005,46.18271
mrt,2006,45.33684
mrt,2007,45.97691
mrt,2008,46.22658
mrt,2009,44.96815
mrt,2010,45.39765
mrt,2011,45.19271
mrt,2012,45.20126
mrt,2013,47.78627
mrt,2014,47.09493
mrt,2015,47.50727
mrt,2016,48.62464
mrt,2017,49.53144
mrt,2018,49.75324
mus,1970,39.89629
mus,1971,41.49328
mus,1972,41.31664
mus,1973,42.61535
mus,1974,43.7683
mus,1975,44.40717
mus,1976,45.29809
mus,1977,46.31261
mus,1978,47.35645
mus,1979,47.23903
mus,1980,48.4251
mus,1981,47.68389
mus,1982,47.42
mus,1983,47.2405
mus,1984,46.51776
mus,1985,47.29515
mus,1986,47.40315
mus,1987,47.80534
mus,1988,49.32963
mus,1989,49.55026
mus,1990,49.93215
mus,1991,50.94586
mus,1992,50.65737
mus,1993,50.91888
mus,1994,51.15817
mus,1995,51.40718
mus,1996,51.02379
mus,1997,51.29317
mus,1998,51.27167
mus,1999,51.40828
mus,2000,51.38819
mus,2001,51.46599
mus,2002,51.86032
mus,2003,51.90424
mus,2004,51.96626
mus,2005,51.95445
mus,2006,51.91223
mus,2007,51.93306
mus,2008,52.04158
mus,2009,52.34371
mus,2010,52.30124
mus,2011,52.13073
mus,2012,52.1305
mus,2013,52.23497
mus,2014,52.21422
mus,2015,52.15334
mus,2016,52.30595
mus,2017,52.2463
mus,2018,51.98934
mwi,1972,33.33953
mwi,1973,28.73471
mwi,1974,29.22386
mwi,1975,28.48553
mwi,1976,28.60545
mwi,1977,28.48099
mwi,1978,28.29689
mwi,1979,29.38319
mwi,1980,30.70212
mwi,1981,29.36475
mwi,1982,30.25318
mwi,1983,31.1553
mwi,1984,31.57826
mwi,1985,32.71199
mwi,1986,33.64289
mwi,1987,34.49695
mwi,1988,35.74443
mwi,1989,35.93594
mwi,1990,36.67955
mwi,1991,37.76337
mwi,1993,37.52195
mwi,1994,39.63636
mwi,1995,40.53524
mwi,1996,40.47519
mwi,1999,41.22648
mwi,2000,42.8145
mwi,2001,43.5976
mwi,2002,43.60331
mwi,2004,44.57286
mwi,2005,44.71307
mwi,2006,45.48294
mwi,2007,45.22712
mwi,2008,45.60602
mwi,2009,46.37104
mwi,2010,47.28104
mwi,2011,47.41079
mwi,2012,46.96703
mwi,2013,47.23515
mwi,2014,47.46204
mwi,2015,47.7728
mwi,2016,47.0801
mwi,2017,48.41682
mwi,2018,49.53251
mys,1970,40.73604
mys,1971,40.49625
mys,1972,41.58301
mys,1973,42.59063
mys,1974,43.49992
mys,1975,44.06876
mys,1976,45.1437
mys,1979,47.28995
mys,1980,47.92862
mys,1981,48.41047
mys,1982,48.80337
mys,1983,48.91294
mys,1984,49.27823
mys,1985,49.43874
mys,1986,49.02652
mys,1987,49.8022
mys,1988,50.16878
mys,1989,50.47787
mys,1990,50.8916
mys,1991,50.55991
mys,1992,51.13343
mys,1993,51.47801
mys,1994,51.6464
mys,1995,51.96112
mys,1996,52.1469
mys,1998,52.03154
mys,1999,51.45832
mys,2000,51.79928
mys,2001,51.58054
mys,2002,51.82933
mys,2003,52.54569
mys,2004,52.4557
mys,2005,51.75619
mys,2006,51.35469
mys,2007,51.11233
mys,2008,51.18676
mys,2009,51.07603
mys,2010,51.02222
mys,2011,51.22263
mys,2012,50.92872
mys,2013,51.28684
mys,2014,51.50254
mys,2015,51.91942
mys,2016,50.56833
mys,2017,50.92863
mys,2018,51.27877
nam,1989,56.21331
nam,1990,55.98453
nam,1991,55.59462
nam,1992,55.41962
nam,1993,55.04689
nam,1994,54.53564
nam,1995,53.94237
nam,1996,53.79074
nam,1997,53.39911
nam,1998,53.44671
nam,1999,52.70513
nam,2000,52.84228
nam,2001,53.09578
nam,2002,52.69915
nam,2003,52.86077
nam,2004,52.97424
nam,2005,53.10322
nam,2006,53.66688
nam,2007,53.85554
nam,2008,53.78616
nam,2009,53.70801
nam,2010,53.46965
nam,2012,52.94487
nam,2013,52.66515
nam,2017,52.22742
ncl,1970,49.61282
ncl,1971,51.27937
ncl,1972,52.05761
ncl,1973,52.86542
ncl,1974,53.17239
ncl,1975,53.8187
ncl,1976,53.59038
ncl,1977,53.78371
ncl,1978,54.90689
ncl,1979,55.95429
ncl,1980,54.57928
ncl,1981,55.0952
ncl,1982,55.5205
ncl,1983,54.37919
ncl,1984,54.603
ncl,1985,54.30274
ncl,1986,54.64763
ncl,1987,54.36484
ncl,1988,54.01684
ncl,1989,54.65848
ncl,1990,54.87117
ncl,1991,54.73168
ncl,1992,54.74083
ncl,1993,54.74627
ncl,1994,54.70588
ncl,1995,54.72464
ncl,1996,54.74286
ncl,1997,54.74576
ner,1971,26.11646
ner,1972,25.67422
ner,1973,27.13776
ner,1974,26.92967
ner,1975,26.97522
ner,1976,27.78797
ner,1977,28.538
ner,1978,28.77195
ner,1979,27.67072
ner,1980,28.7398
ner,1981,29.48507
ner,1986,27.98554
ner,1988,29.36383
ner,1989,29.77485
ner,1990,29.4918
ner,1991,29.43891
ner,1992,30.38535
ner,1993,32.75267
ner,1995,33.78523
ner,1996,34.554
ner,1997,35.60766
ner,1998,36.75613
ner,1999,37.85405
ner,2000,38.66105
ner,2001,38.66366
ner,2002,38.56099
ner,2003,38.96555
ner,2004,38.43095
ner,2005,39.07407
ner,2006,38.50284
ner,2007,38.15689
ner,2008,37.97242
ner,2009,37.90552
ner,2010,40.03052
ner,2011,38.72281
ner,2012,39.18898
ner,2013,39.45764
ner,2014,39.81088
ner,2015,40.198
ner,2016,41.0958
ner,2017,41.35818
ner,2018,42.54018
nga,1970,32.9808
nga,1971,33.18268
nga,1972,33.71793
nga,1973,35.9375
nga,1977,34.50018
nga,1978,37.03535
nga,1979,35.58898
nga,1980,33.31176
nga,1981,34.99313
nga,1982,35.523
nga,1983,29.2524
nga,1984,26.52867
nga,1988,41.20783
nga,1989,43.24817
nga,1990,42.76031
nga,1991,41.68602
nga,1992,45.03599
nga,1993,45.88321
nga,1994,45.63911
nga,2011,45.23625
nga,2013,46.81369
nic,1970,47.03552
nic,1971,45.76488
nic,1972,47.04187
nic,1973,47.85865
nic,1974,49.99302
nic,1975,49.09794
nic,1977,49.02103
nic,1980,52.27261
nic,1982,52.46196
nic,1983,52.84603
nic,1984,56.78984
nic,1985,64.63734
nic,1986,63.22036
nic,1987,62.73722
nic,1988,63.15908
nic,1989,61.7739
nic,1990,57.9222
nic,1991,53.84985
nic,1992,53.21181
nic,1993,52.53746
nic,1994,52.69984
nic,1995,53.70372
nic,1996,53.55726
nic,1997,53.70067
nic,1999,53.59027
nic,2000,53.26078
nic,2001,53.27864
nic,2002,53.15429
nic,2004,52.5806
nic,2005,52.54254
nic,2006,52.49578
nic,2007,52.37617
nic,2008,52.45822
nic,2010,51.58546
nld,1971,47.56921
nld,1972,47.80778
nld,1973,48.19277
nld,1974,48.74586
nld,1975,49.23448
nld,1976,49.59792
nld,1977,49.98622
nld,1978,50.27709
nld,1979,50.85182
nld,1980,51.38017
nld,1981,51.98937
nld,1982,52.47577
nld,1983,52.69821
nld,1984,52.80267
nld,1985,52.87553
nld,1986,52.88971
nld,1987,52.76879
nld,1988,52.62093
nld,1989,52.48162
nld,1990,52.28177
nld,1991,52.13205
nld,1992,52.17075
nld,1993,52.28052
nld,1994,52.63014
nld,1995,51.9578
nld,1996,51.73527
nld,1997,50.61534
nld,1998,49.55479
nld,1999,49.41315
nld,2000,49.36635
nld,2001,49.35635
nld,2002,49.38607
nld,2003,49.36601
nld,2004,50.61114
nld,2005,50.53518
nld,2006,50.48933
nld,2007,50.50082
nld,2008,50.5372
nld,2009,50.5305
nld,2010,50.53774
nld,2011,50.43238
nld,2012,50.39213
nld,2015,49.03021
nld,2016,49.03164
nld,2017,48.98434
nld_curacao,2013,57.43049
nor,1971,49.25692
nor,1972,49.24306
nor,1973,49.29901
nor,1974,49.64195
nor,1975,49.41512
nor,1976,50.01042
nor,1977,50.24918
nor,1978,50.48059
nor,1979,50.63072
nor,1980,50.6194
nor,1981,50.80747
nor,1982,51.08475
nor,1983,51.22808
nor,1984,51.06833
nor,1985,50.87262
nor,1986,50.76171
nor,1987,50.63284
nor,1988,50.7321
nor,1989,50.89053
nor,1990,50.95638
nor,1991,51.18007
nor,1992,51.2022
nor,1993,51.37319
nor,1994,51.67985
nor,1995,51.41488
nor,1996,51.13072
nor,1997,51.33488
nor,1998,51.48837
nor,1999,51.82042
nor,2000,51.71736
nor,2001,51.52202
nor,2002,51.43406
nor,2003,51.30705
nor,2004,51.36755
nor,2005,51.19237
nor,2006,51.13773
nor,2007,51.35348
nor,2008,51.41846
nor,2009,51.38969
nor,2010,51.09737
nor,2011,50.93915
nor,2012,51.27651
nor,2013,50.96416
nor,2014,51.1397
nor,2015,51.56288
nor,2016,51.54486
nor,2017,51.10103
npl,1970,13.68692
npl,1999,40.23683
npl,2000,40.32528
npl,2001,40.4977
npl,2002,41.23482
npl,2003,42.04085
npl,2004,43.67002
npl,2005,44.9497
npl,2006,45.72097
npl,2007,46.44298
npl,2008,47.03829
npl,2009,46.66109
npl,2010,48.96717
npl,2011,49.64337
npl,2012,50.3466
npl,2013,50.51475
npl,2014,50.6588
npl,2015,50.78954
npl,2016,50.77086
npl,2017,51.48002
npl,2019,51.43375
nru,1971,51.92308
nru,1972,51.75
nru,1973,53.7246
nru,1985,50.32258
nru,2000,54.38066
nru,2001,49.21384
nru,2002,53.57766
nru,2003,50.3876
nru,2004,52.3622
nru,2005,50.66667
nru,2006,51.65644
nru,2007,51.37881
nru,2012,46.56085
nru,2014,49.02724
nru,2016,50.40323
nzl,1970,48.45887
nzl,1971,48.48087
nzl,1972,48.61881
nzl,1973,48.87656
nzl,1974,49.0495
nzl,1975,48.99153
nzl,1976,49.00518
nzl,1977,49.00286
nzl,1978,48.97091
nzl,1979,49.22128
nzl,1980,49.13841
nzl,1981,49.3162
nzl,1982,49.57504
nzl,1983,49.44833
nzl,1984,49.39952
nzl,1985,49.57056
nzl,1986,49.39258
nzl,1987,49.40101
nzl,1988,49.29795
nzl,1989,49.31231
nzl,1990,49.43255
nzl,1991,49.33549
nzl,1992,49.23425
nzl,1993,49.26407
nzl,1994,49.93943
nzl,1995,49.93229
nzl,1996,49.63047
nzl,1997,49.66691
nzl,1998,49.89304
nzl,2002,50.53888
nzl,2009,49.63957
nzl,2010,49.97933
nzl,2011,50.01517
nzl,2012,50.22369
nzl,2013,49.28492
nzl,2014,49.33031
nzl,2015,49.30589
nzl,2016,49.3744
nzl,2017,49.39736
omn,1973,27.39726
omn,1974,23.23529
omn,1975,23.43032
omn,1976,17.52896
omn,1977,21.44989
omn,1978,19.17178
omn,1979,20.99711
omn,1980,23.14748
omn,1981,25.05236
omn,1982,27.66576
omn,1983,27.34532
omn,1984,29.49059
omn,1985,31.99465
omn,1986,33.88974
omn,1987,36.79541
omn,1988,39.36688
omn,1989,41.71772
omn,1990,42.79606
omn,1991,44.95745
omn,1992,46.38965
omn,1993,47.15217
omn,1994,47.35456
omn,1995,47.70179
omn,1996,48.21012
omn,1997,48.68943
omn,1998,48.93519
omn,1999,49.14357
omn,2000,49.09682
omn,2001,48.91747
omn,2002,48.62301
omn,2003,48.09704
omn,2005,47.68576
omn,2006,47.77218
omn,2007,47.7908
omn,2008,48.02999
omn,2009,48.00292
omn,2011,48.64468
omn,2012,48.84287
omn,2013,48.98686
omn,2015,48.84287
omn,2016,48.2238
omn,2017,48.78776
omn,2018,48.70516
pak,1971,19.68248
pak,1972,20.44944
pak,1973,22.07018
pak,1974,22.38786
pak,1975,23.31451
pak,1976,23.26165
pak,1977,23.88088
pak,1978,24.15869
pak,1979,26.12282
pak,1980,25.61019
pak,1981,25.93866
pak,1982,26.03948
pak,1983,25.12693
pak,1984,25.19925
pak,1985,25.6005
pak,1986,27.14555
pak,1987,27.40481
pak,1988,27.90805
pak,1989,28.13482
pak,1990,28.17438
pak,1991,31.1633
pak,1992,32.19136
pak,1996,35.20559
pak,2002,44.77795
pak,2006,42.4601
pak,2007,42.06713
pak,2008,42.04456
pak,2009,42.86363
pak,2010,42.05559
pak,2011,41.3023
pak,2012,40.58724
pak,2013,40.38621
pak,2014,42.24149
pak,2015,42.537
pak,2016,43.02913
pak,2017,43.09371
pak,2018,44.37783
pan,1970,49.837
pan,1971,50.32814
pan,1972,50.0995
pan,1973,49.92544
pan,1974,51.15112
pan,1975,50.62665
pan,1976,50.17244
pan,1977,50.828
pan,1978,51.21977
pan,1979,50.99142
pan,1980,51.37092
pan,1981,51.61226
pan,1982,51.47017
pan,1983,51.3713
pan,1984,51.23683
pan,1985,51.15044
pan,1986,51.10755
pan,1987,50.99794
pan,1988,50.97035
pan,1989,50.67436
pan,1990,50.7402
pan,1999,50.38415
pan,2000,51.62137
pan,2001,50.47822
pan,2002,51.62296
pan,2004,51.54063
pan,2005,51.90545
pan,2006,51.36306
pan,2007,51.41868
pan,2008,51.41369
pan,2009,51.52935
pan,2010,50.9983
pan,2011,51.26323
pan,2016,50.41576
pan,2017,51.15008
per,1970,42.59328
per,1971,48.71508
per,1972,47.65047
per,1973,43.94131
