geo,time,sh_mmr_risk_zs
qat,2013,0.02221
qat,2014,0.0215
qat,2015,0.02088
qat,2016,0.02039
qat,2017,0.01988
rou,2000,0.0723
rou,2001,0.06596
rou,2002,0.06238
rou,2003,0.05783
rou,2004,0.05337
rou,2005,0.04998
rou,2006,0.04612
rou,2007,0.04395
rou,2008,0.04307
rou,2009,0.0429
rou,2010,0.04109
rou,2011,0.03575
rou,2012,0.03354
rou,2013,0.03066
rou,2014,0.03076
rou,2015,0.03026
rou,2016,0.03022
rou,2017,0.02753
rus,2000,0.06402
rus,2001,0.06201
rus,2002,0.06111
rus,2003,0.06055
rus,2004,0.05677
rus,2005,0.05539
rus,2006,0.04867
rus,2007,0.04534
rus,2008,0.04375
rus,2009,0.04147
rus,2010,0.04054
rus,2011,0.03872
rus,2012,0.03736
rus,2013,0.03607
rus,2014,0.03498
rus,2015,0.03396
rus,2016,0.03298
rus,2017,0.03191
rwa,2000,5.49764
rwa,2001,5.11773
rwa,2002,4.49122
rwa,2003,4.0826
rwa,2004,3.57467
rwa,2005,3.05171
rwa,2006,2.58158
rwa,2007,2.2292
rwa,2008,2.00331
rwa,2009,1.95358
rwa,2010,1.69684
rwa,2011,1.57378
rwa,2012,1.47073
rwa,2013,1.36909
rwa,2014,1.28527
rwa,2015,1.21019
rwa,2016,1.13176
rwa,2017,1.06552
sau,2000,0.09866
sau,2001,0.09334
sau,2002,0.08858
sau,2003,0.08443
sau,2004,0.08052
sau,2005,0.07706
sau,2006,0.07351
sau,2007,0.07037
sau,2008,0.06713
sau,2009,0.06362
sau,2010,0.05914
sau,2011,0.05487
sau,2012,0.05129
sau,2013,0.04849
sau,2014,0.04633
sau,2015,0.04495
sau,2016,0.04363
sau,2017,0.04265
sdn,2000,3.73846
sdn,2001,3.58594
sdn,2002,3.38677
sdn,2003,3.25856
sdn,2004,3.12305
sdn,2005,2.8214
sdn,2006,2.68066
sdn,2007,2.49852
sdn,2008,2.34263
sdn,2009,2.20169
sdn,2010,2.04792
sdn,2011,1.92996
sdn,2012,1.7914
sdn,2013,1.67564
sdn,2014,1.57087
sdn,2015,1.4857
sdn,2016,1.4123
sdn,2017,1.3344
sen,2000,3.0423
sen,2001,2.96038
sen,2002,2.89003
sen,2003,2.83445
sen,2004,2.78402
sen,2005,2.73397
sen,2006,2.6971
sen,2007,2.64549
sen,2008,2.58469
sen,2009,2.48096
sen,2010,2.34281
sen,2011,2.20922
sen,2012,2.07678
sen,2013,1.961
sen,2014,1.84935
sen,2015,1.73622
sen,2016,1.62767
sen,2017,1.52831
sgp,2000,0.01984
sgp,2001,0.01923
sgp,2002,0.01939
sgp,2003,0.01812
sgp,2004,0.01854
sgp,2005,0.01695
sgp,2006,0.01715
sgp,2007,0.01516
sgp,2008,0.01443
sgp,2009,0.0125
sgp,2010,0.01192
sgp,2011,0.01272
sgp,2012,0.01256
sgp,2013,0.01071
sgp,2014,0.01036
sgp,2015,0.01087
sgp,2016,0.0102
sgp,2017,0.01007
slb,2000,1.2338
slb,2001,1.16297
slb,2002,1.09685
slb,2003,1.0292
slb,2004,0.96502
slb,2005,0.90285
slb,2006,0.84615
slb,2007,0.81741
slb,2008,0.7518
slb,2009,0.71822
slb,2010,0.6704
slb,2011,0.63436
slb,2012,0.60279
slb,2013,0.57956
slb,2014,0.57054
slb,2015,0.52977
slb,2016,0.50877
slb,2017,0.48794
sle,2000,14.33465
sle,2001,13.0001
sle,2002,11.8522
sle,2003,10.96329
sle,2004,10.19974
sle,2005,9.53978
sle,2006,9.01252
sle,2007,8.52988
sle,2008,8.0293
sle,2009,7.48131
sle,2010,6.90874
sle,2011,6.34763
sle,2012,5.9009
sle,2013,5.62156
sle,2014,5.40012
sle,2015,5.3711
sle,2016,5.00176
sle,2017,4.89552
slv,2000,0.24169
slv,2001,0.23724
slv,2002,0.20663
slv,2003,0.19368
slv,2004,0.18217
slv,2005,0.17324
slv,2006,0.16242
slv,2007,0.15427
slv,2008,0.14735
slv,2009,0.14281
slv,2010,0.13444
slv,2011,0.12891
slv,2012,0.12355
slv,2013,0.11847
slv,2014,0.11415
slv,2015,0.1105
slv,2016,0.10707
slv,2017,0.10371
som,2000,8.59904
som,2001,8.31042
som,2002,8.01734
som,2003,7.71892
som,2004,7.48976
som,2005,7.19341
som,2006,7.13294
som,2007,7.04189
som,2008,6.83871
som,2009,6.65008
som,2010,6.50379
som,2011,6.23917
som,2012,6.07608
som,2013,5.69464
som,2014,5.53225
som,2015,5.332
som,2016,5.33575
som,2017,5.0843
srb,2000,0.02309
srb,2001,0.02325
srb,2002,0.02257
srb,2003,0.022
srb,2004,0.02111
srb,2005,0.02039
srb,2006,0.01971
srb,2007,0.01854
srb,2008,0.01936
srb,2009,0.01889
srb,2010,0.01846
srb,2011,0.01817
srb,2012,0.01797
srb,2013,0.01716
srb,2014,0.01788
srb,2015,0.01833
srb,2016,0.01751
srb,2017,0.01726
ssd,2000,10.2572
ssd,2001,9.91625
ssd,2002,9.61488
ssd,2003,9.26025
ssd,2004,8.82492
ssd,2005,8.30929
ssd,2006,7.74614
ssd,2007,7.18214
ssd,2008,6.61841
ssd,2009,6.07558
ssd,2010,5.64102
ssd,2011,5.4179
ssd,2012,5.24788
ssd,2013,5.37609
ssd,2014,5.55354
ssd,2015,5.3528
ssd,2016,5.40714
ssd,2017,5.50774
stp,2000,0.9992
stp,2001,0.96094
stp,2002,0.93663
stp,2003,0.92245
stp,2004,0.90853
stp,2005,0.88834
stp,2006,0.85326
stp,2007,0.81914
stp,2008,0.78396
stp,2009,0.74811
stp,2010,0.71337
stp,2011,0.68699
stp,2012,0.66335
stp,2013,0.6475
stp,2014,0.63418
stp,2015,0.62254
stp,2016,0.61042
stp,2017,0.60178
sur,2000,0.69134
sur,2001,0.67182
sur,2002,0.62693
sur,2003,0.56611
sur,2004,0.5172
sur,2005,0.4748
sur,2006,0.46811
sur,2007,0.46366
sur,2008,0.45951
sur,2009,0.42584
sur,2010,0.3925
sur,2011,0.36486
sur,2012,0.35157
sur,2013,0.33488
sur,2014,0.3202
sur,2015,0.31218
sur,2016,0.30833
sur,2017,0.30231
svk,2000,0.00994
svk,2001,0.00987
svk,2002,0.00906
svk,2003,0.009
svk,2004,0.00881
svk,2005,0.00906
svk,2006,0.00823
svk,2007,0.00951
svk,2008,0.00827
svk,2009,0.00847
svk,2010,0.00806
svk,2011,0.00827
svk,2012,0.00796
svk,2013,0.00832
svk,2014,0.00809
svk,2015,0.00835
svk,2016,0.00846
svk,2017,0.00796
svn,2000,0.0136
svn,2001,0.01194
svn,2002,0.01269
svn,2003,0.01243
svn,2004,0.01357
svn,2005,0.01256
svn,2006,0.01029
svn,2007,0.01196
svn,2008,0.0113
svn,2009,0.01167
svn,2010,0.01205
svn,2011,0.01255
svn,2012,0.01147
svn,2013,0.01202
svn,2014,0.01109
svn,2015,0.01154
svn,2016,0.0115
svn,2017,0.01075
swe,2000,0.00866
swe,2001,0.00839
swe,2002,0.00875
swe,2003,0.00909
swe,2004,0.009
swe,2005,0.00869
swe,2006,0.00915
swe,2007,0.00896
swe,2008,0.00887
swe,2009,0.00875
swe,2010,0.00811
swe,2011,0.00846
swe,2012,0.00859
swe,2013,0.00861
swe,2014,0.00854
swe,2015,0.00796
swe,2016,0.00817
swe,2017,0.00795
swz,2000,1.90681
swz,2001,1.86634
swz,2002,1.83953
swz,2003,1.81749
swz,2004,1.79249
swz,2005,1.75701
swz,2006,1.72309
swz,2007,1.67219
swz,2008,1.61667
swz,2009,1.56334
swz,2010,1.51263
swz,2011,1.47824
swz,2012,1.45065
swz,2013,1.43247
swz,2014,1.42457
swz,2015,1.41856
swz,2016,1.40441
swz,2017,1.39129
syc,2000,0.1273
syc,2001,0.12543
syc,2002,0.12446
syc,2003,0.1237
syc,2004,0.1254
syc,2005,0.12351
syc,2006,0.12597
syc,2007,0.12822
syc,2008,0.12971
syc,2009,0.13047
syc,2010,0.13038
syc,2011,0.12981
syc,2012,0.12926
syc,2013,0.12917
syc,2014,0.12889
syc,2015,0.12884
syc,2016,0.12823
syc,2017,0.12678
syr,2000,0.11086
syr,2001,0.11022
syr,2002,0.11017
syr,2003,0.10995
syr,2004,0.11106
syr,2005,0.10918
syr,2006,0.10637
syr,2007,0.10304
syr,2008,0.09967
syr,2009,0.09641
syr,2010,0.09504
syr,2011,0.09632
syr,2012,0.09268
syr,2013,0.09178
syr,2014,0.09232
syr,2015,0.09345
syr,2016,0.09462
syr,2017,0.09601
tcd,2000,10.49372
tcd,2001,10.41694
tcd,2002,10.29068
tcd,2003,9.96576
tcd,2004,9.71667
tcd,2005,9.47898
tcd,2006,9.47687
tcd,2007,9.14444
tcd,2008,9.07225
tcd,2009,8.76091
tcd,2010,8.46311
tcd,2011,8.14588
tcd,2012,7.84653
tcd,2013,7.5832
tcd,2014,7.45404
tcd,2015,7.22601
tcd,2016,7.03879
tcd,2017,6.87386
tgo,2000,2.59673
tgo,2001,2.58354
tgo,2002,2.57666
tgo,2003,2.56511
tgo,2004,2.5471
tgo,2005,2.55058
tgo,2006,2.4898
tgo,2007,2.45589
tgo,2008,2.39799
tgo,2009,2.30291
tgo,2010,2.19366
tgo,2011,2.08602
tgo,2012,2.00033
tgo,2013,1.94287
tgo,2014,1.89824
tgo,2015,1.85485
tgo,2016,1.8117
tgo,2017,1.78704
tha,2000,0.07238
tha,2001,0.07068
tha,2002,0.0696
tha,2003,0.06909
tha,2004,0.07048
tha,2005,0.06568
tha,2006,0.06332
tha,2007,0.06292
tha,2008,0.06296
tha,2009,0.06207
tha,2010,0.06026
tha,2011,0.05826
tha,2012,0.05628
tha,2013,0.05542
tha,2014,0.05432
tha,2015,0.05352
tha,2016,0.05283
tha,2017,0.05248
tjk,2000,0.22861
tjk,2001,0.21883
tjk,2002,0.17567
tjk,2003,0.14026
tjk,2004,0.12844
tjk,2005,0.12411
tjk,2006,0.11446
tjk,2007,0.10764
tjk,2008,0.10283
tjk,2009,0.10603
tjk,2010,0.09501
tjk,2011,0.0908
tjk,2012,0.08695
tjk,2013,0.08364
tjk,2014,0.08054
tjk,2015,0.07715
tjk,2016,0.07377
tjk,2017,0.07139
tkm,2000,0.08814
tkm,2001,0.07947
tkm,2002,0.07114
tkm,2003,0.0612
tkm,2004,0.05636
tkm,2005,0.05193
tkm,2006,0.05015
tkm,2007,0.04406
tkm,2008,0.03915
tkm,2009,0.03446
tkm,2010,0.03171
tkm,2011,0.03074
tkm,2012,0.03017
tkm,2013,0.03019
tkm,2014,0.0278
tkm,2015,0.02615
tkm,2016,0.02448
tkm,2017,0.0229
tls,2000,4.63091
tls,2001,4.43861
tls,2002,4.05218
tls,2003,3.57546
tls,2004,2.9284
tls,2005,2.3214
tls,2006,1.8872
tls,2007,1.56632
tls,2008,1.34596
tls,2009,1.16742
tls,2010,1.02237
tls,2011,0.89292
tls,2012,0.81696
tls,2013,0.7654
tls,2014,0.72466
tls,2015,0.68553
tls,2016,0.64568
tls,2017,0.598
ton,2000,0.3205
ton,2001,0.30411
ton,2002,0.29358
ton,2003,0.28615
ton,2004,0.27992
ton,2005,0.27247
ton,2006,0.26191
ton,2007,0.25067
ton,2008,0.23938
ton,2009,0.24045
ton,2010,0.22109
ton,2011,0.21527
ton,2012,0.21183
ton,2013,0.20886
ton,2014,0.20491
ton,2015,0.1982
ton,2016,0.1918
ton,2017,0.18435
tto,2000,0.14651
tto,2001,0.13975
tto,2002,0.13307
tto,2003,0.13541
tto,2004,0.13684
tto,2005,0.13873
tto,2006,0.13353
tto,2007,0.12082
tto,2008,0.13442
tto,2009,0.13872
tto,2010,0.13448
tto,2011,0.13574
tto,2012,0.13365
tto,2013,0.13123
tto,2014,0.12872
tto,2015,0.12653
tto,2016,0.12357
tto,2017,0.11965
tun,2000,0.14354
tun,2001,0.13335
tun,2002,0.12472
tun,2003,0.11689
tun,2004,0.1096
tun,2005,0.10362
tun,2006,0.09928
tun,2007,0.0977
tun,2008,0.09809
tun,2009,0.10013
tun,2010,0.1023
tun,2011,0.10499
tun,2012,0.10753
tun,2013,0.10999
tun,2014,0.11032
tun,2015,0.10949
tun,2016,0.10658
tun,2017,0.10281
tur,2000,0.1158
tur,2001,0.10981
tur,2002,0.10306
tur,2003,0.09614
tur,2004,0.08838
tur,2005,0.08071
tur,2006,0.07347
tur,2007,0.06783
tur,2008,0.0631
tur,2009,0.05876
tur,2010,0.0553
tur,2011,0.05218
tur,2012,0.0487
tur,2013,0.04528
tur,2014,0.04258
tur,2015,0.04047
tur,2016,0.03806
tur,2017,0.03619
tza,2000,4.68891
tza,2001,4.49801
tza,2002,4.32618
tza,2003,4.19101
tza,2004,4.07297
tza,2005,3.96361
tza,2006,3.88394
tza,2007,3.80503
tza,2008,3.72167
tza,2009,3.64285
tza,2010,3.55816
tza,2011,3.45817
tza,2012,3.35279
tza,2013,3.22493
tza,2014,3.10549
tza,2015,2.97998
tza,2016,2.85622
tza,2017,2.74938
uga,2000,3.78154
uga,2001,3.60787
uga,2002,3.51954
uga,2003,3.40879
uga,2004,3.34302
uga,2005,3.21261
uga,2006,3.09308
uga,2007,3.00533
uga,2008,2.90681
uga,2009,2.80075
uga,2010,2.68552
uga,2011,2.58573
uga,2012,2.49907
uga,2013,2.40734
uga,2014,2.32364
uga,2015,2.22708
uga,2016,2.13377
uga,2017,2.04351
ukr,2000,0.03841
ukr,2001,0.03622
ukr,2002,0.0359
ukr,2003,0.03604
ukr,2004,0.03823
ukr,2005,0.0399
ukr,2006,0.03918
ukr,2007,0.04341
ukr,2008,0.04492
ukr,2009,0.03922
ukr,2010,0.03654
ukr,2011,0.03482
ukr,2012,0.03559
ukr,2013,0.03511
ukr,2014,0.03586
ukr,2015,0.03084
ukr,2016,0.0288
ukr,2017,0.02726
ury,2000,0.0602
ury,2001,0.05635
ury,2002,0.05608
ury,2003,0.05182
ury,2004,0.05039
ury,2005,0.04696
ury,2006,0.04187
ury,2007,0.04292
ury,2008,0.03888
ury,2009,0.03843
ury,2010,0.03533
ury,2011,0.03519
ury,2012,0.03532
ury,2013,0.03685
ury,2014,0.03554
ury,2015,0.03669
ury,2016,0.03639
ury,2017,0.03486
usa,2000,0.0229
usa,2001,0.0245
usa,2002,0.02491
usa,2003,0.02566
usa,2004,0.02579
usa,2005,0.02644
usa,2006,0.02705
usa,2007,0.02719
usa,2008,0.02766
usa,2009,0.02861
usa,2010,0.02822
usa,2011,0.02901
usa,2012,0.0291
usa,2013,0.02945
usa,2014,0.03016
usa,2015,0.032
usa,2016,0.0342
usa,2017,0.03356
uzb,2000,0.12288
uzb,2001,0.1174
uzb,2002,0.11343
uzb,2003,0.10626
uzb,2004,0.09841
uzb,2005,0.10206
uzb,2006,0.09827
uzb,2007,0.09496
uzb,2008,0.09182
uzb,2009,0.08886
uzb,2010,0.0868
uzb,2011,0.08784
uzb,2012,0.08975
uzb,2013,0.08819
uzb,2014,0.08408
uzb,2015,0.08317
uzb,2016,0.08116
uzb,2017,0.08036
vct,2000,0.20985
vct,2001,0.19098
vct,2002,0.17659
vct,2003,0.16511
vct,2004,0.1484
vct,2005,0.13504
vct,2006,0.13841
vct,2007,0.14908
vct,2008,0.15376
vct,2009,0.14419
vct,2010,0.13425
vct,2011,0.13629
vct,2012,0.14877
vct,2013,0.14931
vct,2014,0.13973
vct,2015,0.129
vct,2016,0.13347
vct,2017,0.13383
ven,2000,0.37278
ven,2001,0.37803
ven,2002,0.40598
ven,2003,0.37564
ven,2004,0.34571
ven,2005,0.32366
ven,2006,0.32361
ven,2007,0.31885
ven,2008,0.32142
ven,2009,0.32463
ven,2010,0.31472
ven,2011,0.30673
ven,2012,0.30056
ven,2013,0.29176
ven,2014,0.28031
ven,2015,0.27842
ven,2016,0.29239
ven,2017,0.30079
vnm,2000,0.1502
vnm,2001,0.13856
vnm,2002,0.13002
vnm,2003,0.12305
vnm,2004,0.11621
vnm,2005,0.10998
vnm,2006,0.10532
vnm,2007,0.10194
vnm,2008,0.10036
vnm,2009,0.09905
vnm,2010,0.09859
vnm,2011,0.09834
vnm,2012,0.09826
vnm,2013,0.09849
vnm,2014,0.09799
vnm,2015,0.09744
vnm,2016,0.09592
vnm,2017,0.09452
vut,2000,0.66624
vut,2001,0.63338
vut,2002,0.59895
vut,2003,0.56952
vut,2004,0.5438
vut,2005,0.51624
vut,2006,0.48644
vut,2007,0.46159
vut,2008,0.4423
vut,2009,0.42483
vut,2010,0.40584
vut,2011,0.38891
vut,2012,0.3719
vut,2013,0.35559
vut,2014,0.34569
vut,2015,0.3252
vut,2016,0.31089
vut,2017,0.29893
wsm,2000,0.41651
wsm,2001,0.39318
wsm,2002,0.3866
wsm,2003,0.36478
wsm,2004,0.33401
wsm,2005,0.32465
wsm,2006,0.29546
wsm,2007,0.27776
wsm,2008,0.26159
wsm,2009,0.25094
wsm,2010,0.24804
wsm,2011,0.22536
wsm,2012,0.21258
wsm,2013,0.19355
wsm,2014,0.18609
wsm,2015,0.18026
wsm,2016,0.17404
wsm,2017,0.16963
yem,2000,1.88205
yem,2001,1.75097
yem,2002,1.63096
yem,2003,1.51766
yem,2004,1.41149
yem,2005,1.30825
yem,2006,1.21016
yem,2007,1.12352
yem,2008,1.04199
yem,2009,0.97525
yem,2010,0.91916
yem,2011,0.87834
yem,2012,0.84492
yem,2013,0.79246
yem,2014,0.77241
yem,2015,0.73108
yem,2016,0.70095
yem,2017,0.68006
zaf,2000,0.43469
zaf,2001,0.44574
zaf,2002,0.45909
zaf,2003,0.47446
zaf,2004,0.4913
zaf,2005,0.50287
zaf,2006,0.50607
zaf,2007,0.50568
zaf,2008,0.49134
zaf,2009,0.46702
zaf,2010,0.44852
zaf,2011,0.42371
zaf,2012,0.38086
zaf,2013,0.35451
zaf,2014,0.33878
zaf,2015,0.32562
zaf,2016,0.31338
zaf,2017,0.30061
zmb,2000,2.95221
zmb,2001,2.74289
zmb,2002,2.58976
zmb,2003,2.50718
zmb,2004,2.42335
zmb,2005,2.33564
zmb,2006,2.25837
zmb,2007,2.15859
zmb,2008,2.01941
zmb,2009,1.87398
zmb,2010,1.73076
zmb,2011,1.5951
zmb,2012,1.48238
zmb,2013,1.38348
zmb,2014,1.29302
zmb,2015,1.2144
zmb,2016,1.13634
zmb,2017,1.06999
zwe,2000,2.00395
zwe,2001,2.15797
zwe,2002,2.28398
zwe,2003,2.3454
zwe,2004,2.39906
zwe,2005,2.44944
zwe,2006,2.50334
zwe,2007,2.558
zwe,2008,2.59349
zwe,2009,2.57915
zwe,2010,2.52208
zwe,2011,2.42077
zwe,2012,2.31701
zwe,2013,2.21742
zwe,2014,2.11564
zwe,2015,2.00875
zwe,2016,1.9111
zwe,2017,1.81529
