geo,time,sh_mmr_risk_zs
arm,2002,0.06225
arm,2003,0.06078
arm,2004,0.06026
arm,2005,0.06017
arm,2006,0.06316
arm,2007,0.05655
arm,2008,0.06504
arm,2009,0.05909
arm,2010,0.06025
arm,2011,0.05811
arm,2012,0.05836
arm,2013,0.05049
arm,2014,0.05202
arm,2015,0.05377
arm,2016,0.05055
arm,2017,0.04922
atg,2000,0.09931
atg,2001,0.09951
atg,2002,0.09517
atg,2003,0.09705
atg,2004,0.08965
atg,2005,0.08517
atg,2006,0.09606
atg,2007,0.09856
atg,2008,0.09917
atg,2009,0.08854
atg,2010,0.08675
atg,2011,0.0845
atg,2012,0.08655
atg,2013,0.08476
atg,2014,0.08207
atg,2015,0.08457
atg,2016,0.08355
atg,2017,0.08274
aus,2000,0.01185
aus,2001,0.0105
aus,2002,0.01006
aus,2003,0.0101
aus,2004,0.00972
aus,2005,0.00984
aus,2006,0.00959
aus,2007,0.00987
aus,2008,0.0099
aus,2009,0.01059
aus,2010,0.01054
aus,2011,0.01122
aus,2012,0.01108
aus,2013,0.01144
aus,2014,0.01195
aus,2015,0.01223
aus,2016,0.01233
aus,2017,0.01221
aut,2000,0.0089
aut,2001,0.00821
aut,2002,0.00799
aut,2003,0.00796
aut,2004,0.00696
aut,2005,0.0073
aut,2006,0.00684
aut,2007,0.00683
aut,2008,0.0066
aut,2009,0.00703
aut,2010,0.00716
aut,2011,0.00728
aut,2012,0.00695
aut,2013,0.00703
aut,2014,0.00749
aut,2015,0.00749
aut,2016,0.00739
aut,2017,0.00743
aze,2000,0.09985
aze,2001,0.09025
aze,2002,0.08388
aze,2003,0.08496
aze,2004,0.07394
aze,2005,0.07791
aze,2006,0.06664
aze,2007,0.06503
aze,2008,0.06422
aze,2009,0.06513
aze,2010,0.06571
aze,2011,0.06556
aze,2012,0.0651
aze,2013,0.06456
aze,2014,0.0636
aze,2015,0.06206
aze,2016,0.06013
aze,2017,0.05767
bdi,2000,6.38362
bdi,2001,5.92066
bdi,2002,5.6273
bdi,2003,5.32537
bdi,2004,4.99648
bdi,2005,4.77978
bdi,2006,4.59648
bdi,2007,4.40961
bdi,2008,4.26438
bdi,2009,4.05388
bdi,2010,3.85797
bdi,2011,3.68807
bdi,2012,3.52853
bdi,2013,3.41583
bdi,2014,3.30732
bdi,2015,3.23094
bdi,2016,3.13794
bdi,2017,3.0348
bel,2000,0.01266
bel,2001,0.01237
bel,2002,0.01188
bel,2003,0.01158
bel,2004,0.01126
bel,2005,0.0115
bel,2006,0.01116
bel,2007,0.01206
bel,2008,0.0114
bel,2009,0.01139
bel,2010,0.01135
bel,2011,0.01096
bel,2012,0.00995
bel,2013,0.01036
bel,2014,0.00971
bel,2015,0.00946
bel,2016,0.00954
bel,2017,0.0089
ben,2000,3.16809
ben,2001,3.11033
ben,2002,3.0491
ben,2003,3.005
ben,2004,2.94184
ben,2005,2.879
ben,2006,2.81835
ben,2007,2.7588
ben,2008,2.70171
ben,2009,2.64075
ben,2010,2.57882
ben,2011,2.5231
ben,2012,2.45573
ben,2013,2.38208
ben,2014,2.30297
ben,2015,2.21756
ben,2016,2.12442
ben,2017,2.04213
bfa,2000,3.3084
bfa,2001,3.19714
bfa,2002,3.09128
bfa,2003,2.97948
bfa,2004,2.85881
bfa,2005,2.73864
bfa,2006,2.63489
bfa,2007,2.54202
bfa,2008,2.46291
bfa,2009,2.38722
bfa,2010,2.30833
bfa,2011,2.23416
bfa,2012,2.1591
bfa,2013,2.08785
bfa,2014,2.00676
bfa,2015,1.92183
bfa,2016,1.82927
bfa,2017,1.74548
bgd,2000,1.63581
bgd,2001,1.53541
bgd,2002,1.43592
bgd,2003,1.33116
bgd,2004,1.20546
bgd,2005,1.0701
bgd,2006,0.94976
bgd,2007,0.86523
bgd,2008,0.78859
bgd,2009,0.73395
bgd,2010,0.68446
bgd,2011,0.64048
bgd,2012,0.59917
bgd,2013,0.55772
bgd,2014,0.51576
bgd,2015,0.47296
bgd,2016,0.42995
bgd,2017,0.39307
bgr,2000,0.02241
bgr,2001,0.02146
bgr,2002,0.02022
bgr,2003,0.0201
bgr,2004,0.02066
bgr,2005,0.0207
bgr,2006,0.0201
bgr,2007,0.01942
bgr,2008,0.01864
bgr,2009,0.01832
bgr,2010,0.0186
bgr,2011,0.01747
bgr,2012,0.01569
bgr,2013,0.01526
bgr,2014,0.01583
bgr,2015,0.01513
bgr,2016,0.01493
bgr,2017,0.01419
bhr,2000,0.08389
bhr,2001,0.05861
bhr,2002,0.07411
bhr,2003,0.06103
bhr,2004,0.06041
bhr,2005,0.05424
bhr,2006,0.0632
bhr,2007,0.04073
bhr,2008,0.04357
bhr,2009,0.04563
bhr,2010,0.04204
bhr,2011,0.03451
bhr,2012,0.04133
bhr,2013,0.04024
bhr,2014,0.03564
bhr,2015,0.03593
bhr,2016,0.03443
bhr,2017,0.03282
bhs,2000,0.16051
bhs,2001,0.15496
bhs,2002,0.15193
bhs,2003,0.15012
bhs,2004,0.14669
bhs,2005,0.14458
bhs,2006,0.14455
bhs,2007,0.14292
bhs,2008,0.14341
bhs,2009,0.144
bhs,2010,0.14203
bhs,2011,0.14152
bhs,2012,0.14027
bhs,2013,0.13806
bhs,2014,0.13492
bhs,2015,0.12912
bhs,2016,0.12592
bhs,2017,0.12203
bih,2000,0.02498
bih,2001,0.02177
bih,2002,0.01935
bih,2003,0.01847
bih,2004,0.01808
bih,2005,0.01625
bih,2006,0.01609
bih,2007,0.01599
bih,2008,0.01438
bih,2009,0.01455
bih,2010,0.01374
bih,2011,0.01316
bih,2012,0.0133
bih,2013,0.01341
bih,2014,0.01361
bih,2015,0.01276
bih,2016,0.01246
bih,2017,0.01226
blr,2000,0.02525
blr,2001,0.02176
blr,2002,0.02074
blr,2003,0.01796
blr,2004,0.01632
blr,2005,0.01437
blr,2006,0.01222
blr,2007,0.01031
blr,2008,0.009
blr,2009,0.00851
blr,2010,0.00779
blr,2011,0.00731
blr,2012,0.00609
blr,2013,0.00556
blr,2014,0.00519
blr,2015,0.00453
blr,2016,0.00447
blr,2017,0.00421
blz,2000,0.36569
blz,2001,0.3529
blz,2002,0.32011
blz,2003,0.30003
blz,2004,0.27226
blz,2005,0.24454
blz,2006,0.21848
blz,2007,0.19908
blz,2008,0.18692
blz,2009,0.17463
blz,2010,0.16416
blz,2011,0.15424
blz,2012,0.14511
blz,2013,0.13664
blz,2014,0.12624
blz,2015,0.11528
blz,2016,0.10472
blz,2017,0.09412
bol,2000,1.3958
bol,2001,1.32618
bol,2002,1.25551
bol,2003,1.18278
bol,2004,1.10665
bol,2005,1.03499
bol,2006,0.96568
bol,2007,0.90037
bol,2008,0.83463
bol,2009,0.77716
bol,2010,0.7242
bol,2011,0.67426
bol,2012,0.62829
bol,2013,0.58819
bol,2014,0.54965
bol,2015,0.51416
bol,2016,0.48332
bol,2017,0.45753
bra,2000,0.17294
bra,2001,0.16431
bra,2002,0.16147
bra,2003,0.15821
bra,2004,0.15642
bra,2005,0.15145
bra,2006,0.14836
bra,2007,0.14366
bra,2008,0.13822
bra,2009,0.13298
bra,2010,0.12263
bra,2011,0.11534
bra,2012,0.11102
bra,2013,0.1123
bra,2014,0.11347
bra,2015,0.11468
bra,2016,0.11156
bra,2017,0.10625
brb,2000,0.08863
brb,2001,0.0842
brb,2002,0.08098
brb,2003,0.07789
brb,2004,0.07408
brb,2005,0.07155
brb,2006,0.06939
brb,2007,0.06684
brb,2008,0.06451
brb,2009,0.06164
brb,2010,0.05852
brb,2011,0.05557
brb,2012,0.05299
brb,2013,0.0508
brb,2014,0.04914
brb,2015,0.04787
brb,2016,0.04685
brb,2017,0.04208
brn,2000,0.07269
brn,2001,0.07189
brn,2002,0.07132
brn,2003,0.07076
brn,2004,0.06861
brn,2005,0.06464
brn,2006,0.05973
brn,2007,0.05715
brn,2008,0.0558
brn,2009,0.05636
brn,2010,0.05752
brn,2011,0.05873
brn,2012,0.05956
brn,2013,0.05881
brn,2014,0.05986
brn,2015,0.06105
brn,2016,0.0609
brn,2017,0.05994
btn,2000,1.57941
btn,2001,1.37171
btn,2002,1.25083
btn,2003,1.14376
btn,2004,1.04599
btn,2005,0.93974
btn,2006,0.85091
btn,2007,0.77669
btn,2008,0.71644
btn,2009,0.66831
btn,2010,0.62283
btn,2011,0.58379
btn,2012,0.54756
btn,2013,0.51443
btn,2014,0.48381
btn,2015,0.45374
btn,2016,0.4256
btn,2017,0.39984
bwa,2000,0.81054
bwa,2001,0.81814
bwa,2002,0.82592
bwa,2003,0.82271
bwa,2004,0.79517
bwa,2005,0.74064
bwa,2006,0.70016
bwa,2007,0.67133
bwa,2008,0.65326
bwa,2009,0.61613
bwa,2010,0.5863
bwa,2011,0.57576
bwa,2012,0.5574
bwa,2013,0.53948
bwa,2014,0.52472
bwa,2015,0.50599
bwa,2016,0.47971
bwa,2017,0.44951
caf,2000,6.57409
caf,2001,6.58847
caf,2002,6.49223
caf,2003,6.34942
caf,2004,6.20742
caf,2005,6.0388
caf,2006,5.8943
caf,2007,5.68782
caf,2008,5.48167
caf,2009,5.28258
caf,2010,5.0058
caf,2011,4.92483
caf,2012,4.83962
caf,2013,5.1231
caf,2014,4.80628
caf,2015,4.57388
caf,2016,4.41027
caf,2017,4.06768
can,2000,0.01342
can,2001,0.01396
can,2002,0.01451
can,2003,0.01492
can,2004,0.01515
can,2005,0.01656
can,2006,0.01688
can,2007,0.01737
can,2008,0.01835
can,2009,0.01863
can,2010,0.01773
can,2011,0.01774
can,2012,0.01819
can,2013,0.0176
can,2014,0.01724
can,2015,0.01694
can,2016,0.01661
can,2017,0.01644
che,2000,0.01064
che,2001,0.01044
che,2002,0.01071
che,2003,0.00984
che,2004,0.00953
che,2005,0.00996
che,2006,0.00951
che,2007,0.00896
che,2008,0.00887
che,2009,0.00857
che,2010,0.00909
che,2011,0.00921
che,2012,0.00857
che,2013,0.00853
che,2014,0.0081
che,2015,0.0081
che,2016,0.00818
che,2017,0.00722
chl,2000,0.06708
chl,2001,0.06591
chl,2002,0.05705
chl,2003,0.05428
chl,2004,0.05311
chl,2005,0.04827
chl,2006,0.04749
chl,2007,0.04493
chl,2008,0.04098
chl,2009,0.03994
chl,2010,0.03907
chl,2011,0.03346
chl,2012,0.03121
chl,2013,0.02966
chl,2014,0.02664
chl,2015,0.0254
chl,2016,0.0233
chl,2017,0.02151
chn,2000,0.09914
chn,2001,0.09124
chn,2002,0.08388
chn,2003,0.07767
chn,2004,0.07266
chn,2005,0.06887
chn,2006,0.06573
chn,2007,0.06323
chn,2008,0.06318
chn,2009,0.05895
chn,2010,0.05688
chn,2011,0.05467
chn,2012,0.05284
chn,2013,0.05145
chn,2014,0.05027
chn,2015,0.04913
chn,2016,0.04803
chn,2017,0.0472
civ,2000,3.92564
civ,2001,3.90131
civ,2002,3.90195
civ,2003,3.85041
civ,2004,3.8007
civ,2005,3.74961
civ,2006,3.6945
civ,2007,3.6439
civ,2008,3.59355
civ,2009,3.5724
civ,2010,3.54349
civ,2011,3.52125
civ,2012,3.46496
civ,2013,3.37772
civ,2014,3.26758
civ,2015,3.15463
civ,2016,3.03085
civ,2017,2.91332
cmr,2000,4.97027
cmr,2001,4.70011
cmr,2002,4.44352
cmr,2003,4.23334
cmr,2004,3.99726
cmr,2005,3.76955
cmr,2006,3.57303
cmr,2007,3.42535
cmr,2008,3.31679
cmr,2009,3.22621
cmr,2010,3.14355
cmr,2011,3.06428
cmr,2012,2.9834
cmr,2013,2.89206
cmr,2014,2.82314
cmr,2015,2.73167
cmr,2016,2.61579
cmr,2017,2.53131
cod,2000,4.99701
cod,2001,4.88063
cod,2002,4.83456
cod,2003,4.61131
cod,2004,4.36325
cod,2005,4.14449
cod,2006,3.96379
cod,2007,3.83416
cod,2008,3.74502
cod,2009,3.67206
cod,2010,3.57464
cod,2011,3.49312
cod,2012,3.42247
cod,2013,3.33525
cod,2014,3.21952
cod,2015,3.11961
cod,2016,3.02855
cod,2017,2.93912
cog,2000,3.56454
cog,2001,3.62638
cog,2002,3.70385
cog,2003,3.65507
cog,2004,3.51052
cog,2005,3.29884
cog,2006,3.05366
cog,2007,2.8371
cog,2008,2.68747
cog,2009,2.55699
cog,2010,2.44066
cog,2011,2.35257
cog,2012,2.25645
cog,2013,2.15013
cog,2014,2.05328
cog,2015,1.95274
cog,2016,1.84603
cog,2017,1.73451
col,2000,0.26348
col,2001,0.25355
col,2002,0.24547
col,2003,0.22737
col,2004,0.21308
col,2005,0.20196
col,2006,0.19385
col,2007,0.18845
col,2008,0.18483
col,2009,0.1857
col,2010,0.17809
col,2011,0.17233
col,2012,0.17195
col,2013,0.17016
col,2014,0.16943
col,2015,0.16703
col,2016,0.16251
col,2017,0.15801
com,2000,2.36332
com,2001,2.29428
com,2002,2.22439
com,2003,2.16366
com,2004,2.09558
com,2005,2.02657
com,2006,1.95511
com,2007,1.88556
com,2008,1.81115
com,2009,1.73278
com,2010,1.64646
com,2011,1.5631
com,2012,1.48252
com,2013,1.41527
com,2014,1.35427
com,2015,1.29954
com,2016,1.25215
com,2017,1.20639
cpv,2000,0.45598
cpv,2001,0.40091
cpv,2002,0.35792
cpv,2003,0.32619
cpv,2004,0.29943
cpv,2005,0.27533
cpv,2006,0.25438
cpv,2007,0.23807
cpv,2008,0.22327
cpv,2009,0.21161
cpv,2010,0.20179
cpv,2011,0.1914
cpv,2012,0.1823
cpv,2013,0.17526
cpv,2014,0.16882
cpv,2015,0.16248
cpv,2016,0.15577
cpv,2017,0.1494
cri,2000,0.10047
cri,2001,0.09062
cri,2002,0.08916
cri,2003,0.08404
cri,2004,0.07813
cri,2005,0.07033
cri,2006,0.07351
cri,2007,0.05906
cri,2008,0.05963
cri,2009,0.05762
cri,2010,0.06294
cri,2011,0.05988
cri,2012,0.05706
cri,2013,0.05578
cri,2014,0.05549
cri,2015,0.05389
cri,2016,0.05263
cri,2017,0.05131
cub,2000,0.0758
cub,2001,0.07045
cub,2002,0.06517
cub,2003,0.06275
cub,2004,0.06008
cub,2005,0.06027
cub,2006,0.05437
cub,2007,0.05526
cub,2008,0.05724
cub,2009,0.05821
cub,2010,0.06036
cub,2011,0.05713
cub,2012,0.0591
cub,2013,0.06042
cub,2014,0.05955
cub,2015,0.0586
cub,2016,0.05666
cub,2017,0.05507
cyp,2000,0.02548
cyp,2001,0.01485
cyp,2002,0.01593
cyp,2003,0.01511
cyp,2004,0.01479
cyp,2005,0.0198
cyp,2006,0.01449
cyp,2007,0.01308
cyp,2008,0.01321
cyp,2009,0.01234
cyp,2010,0.01136
cyp,2011,0.01185
cyp,2012,0.0102
cyp,2013,0.00922
cyp,2014,0.01141
cyp,2015,0.00962
cyp,2016,0.00936
cyp,2017,0.00905
cze,2000,0.00803
cze,2001,0.00789
cze,2002,0.00759
cze,2003,0.00771
cze,2004,0.00748
cze,2005,0.00766
cze,2006,0.00728
cze,2007,0.00689
cze,2008,0.00692
cze,2009,0.00689
cze,2010,0.00644
cze,2011,0.00649
cze,2012,0.00629
cze,2013,0.00598
cze,2014,0.00579
cze,2015,0.00575
cze,2016,0.00603
cze,2017,0.00558
deu,2000,0.00952
deu,2001,0.00896
deu,2002,0.00865
deu,2003,0.00822
deu,2004,0.00774
deu,2005,0.00755
deu,2006,0.00732
deu,2007,0.00713
deu,2008,0.0072
deu,2009,0.00727
deu,2010,0.00724
deu,2011,0.00723
deu,2012,0.00708
deu,2013,0.00731
deu,2014,0.00712
deu,2015,0.00756
deu,2016,0.00743
deu,2017,0.01065
dji,2000,2.10018
dji,2001,1.9695
dji,2002,1.82809
dji,2003,1.69332
dji,2004,1.55709
dji,2005,1.39889
dji,2006,1.24981
dji,2007,1.13548
dji,2008,1.06295
dji,2009,0.97741
dji,2010,0.90713
dji,2011,0.85688
dji,2012,0.81065
dji,2013,0.77641
dji,2014,0.76007
dji,2015,0.71807
dji,2016,0.70117
dji,2017,0.69122
dnk,2000,0.01383
dnk,2001,0.0138
dnk,2002,0.01481
dnk,2003,0.01311
dnk,2004,0.01271
dnk,2005,0.01159
dnk,2006,0.01101
dnk,2007,0.01124
dnk,2008,0.01067
dnk,2009,0.00999
dnk,2010,0.00923
dnk,2011,0.00862
dnk,2012,0.00778
dnk,2013,0.00711
dnk,2014,0.00717
dnk,2015,0.00671
dnk,2016,0.00675
dnk,2017,0.00618
dom,2000,0.25599
dom,2001,0.23721
dom,2002,0.23074
dom,2003,0.2319
dom,2004,0.24411
dom,2005,0.24552
dom,2006,0.24987
dom,2007,0.25686
dom,2008,0.26171
dom,2009,0.26653
dom,2010,0.26518
dom,2011,0.26039
dom,2012,0.25555
dom,2013,0.25304
dom,2014,0.25136
dom,2015,0.24894
dom,2016,0.24668
dom,2017,0.2466
dza,2000,0.40337
dza,2001,0.37753
dza,2002,0.35679
dza,2003,0.35126
dza,2004,0.33089
dza,2005,0.32148
dza,2006,0.31968
dza,2007,0.32315
dza,2008,0.32983
dza,2009,0.33893
dza,2010,0.34417
dza,2011,0.35344
dza,2012,0.36134
dza,2013,0.36642
dza,2014,0.36953
dza,2015,0.37206
dza,2016,0.37141
dza,2017,0.36872
ecu,2000,0.41239
ecu,2001,0.38599
ecu,2002,0.35553
ecu,2003,0.31764
ecu,2004,0.29341
ecu,2005,0.28627
ecu,2006,0.26794
ecu,2007,0.25015
ecu,2008,0.23706
ecu,2009,0.22926
ecu,2010,0.22065
ecu,2011,0.21362
ecu,2012,0.19582
ecu,2013,0.18459
ecu,2014,0.17719
ecu,2015,0.17096
ecu,2016,0.1628
ecu,2017,0.15514
egy,2000,0.23426
egy,2001,0.22524
egy,2002,0.20945
egy,2003,0.195
egy,2004,0.18007
egy,2005,0.17266
egy,2006,0.16593
egy,2007,0.15854
egy,2008,0.15713
egy,2009,0.15908
egy,2010,0.16332
egy,2011,0.15578
egy,2012,0.15883
egy,2013,0.15256
egy,2014,0.14893
egy,2015,0.1487
egy,2016,0.14254
egy,2017,0.13722
eri,2000,6.0623
eri,2001,5.9111
eri,2002,5.51471
eri,2003,5.07257
eri,2004,4.44409
eri,2005,3.79652
eri,2006,3.39229
eri,2007,3.09482
eri,2008,2.96019
eri,2009,2.84784
eri,2010,2.74387
eri,2011,2.69379
eri,2012,2.63698
eri,2013,2.57415
eri,2014,2.51004
eri,2015,2.43355
eri,2016,2.28285
eri,2017,2.15629
esp,2000,0.00612
esp,2001,0.00621
esp,2002,0.00628
esp,2003,0.00674
esp,2004,0.00664
esp,2005,0.00671
esp,2006,0.00674
esp,2007,0.00671
esp,2008,0.00671
esp,2009,0.00641
esp,2010,0.00587
esp,2011,0.00588
esp,2012,0.00561
esp,2013,0.00533
esp,2014,0.00517
esp,2015,0.00497
esp,2016,0.00487
esp,2017,0.00465
est,2000,0.03676
est,2001,0.03484
est,2002,0.03264
est,2003,0.02808
est,2004,0.02548
est,2005,0.02642
est,2006,0.02433
est,2007,0.0265
est,2008,0.02317
est,2009,0.02256
est,2010,0.01842
est,2011,0.02184
est,2012,0.01994
est,2013,0.01717
est,2014,0.01777
est,2015,0.0174
est,2016,0.01756
est,2017,0.01455
eth,2000,6.33111
eth,2001,6.00584
eth,2002,5.86418
eth,2003,5.66967
eth,2004,5.31929
eth,2005,4.87634
eth,2006,4.41297
eth,2007,3.99879
eth,2008,3.66908
eth,2009,3.38157
eth,2010,3.1108
eth,2011,2.85672
eth,2012,2.63992
eth,2013,2.44376
eth,2014,2.26398
eth,2015,2.09691
eth,2016,1.9483
eth,2017,1.81417
fin,2000,0.00903
fin,2001,0.00844
fin,2002,0.00834
fin,2003,0.0078
fin,2004,0.00864
fin,2005,0.00815
fin,2006,0.00754
fin,2007,0.00786
fin,2008,0.00755
fin,2009,0.0079
fin,2010,0.00745
fin,2011,0.00678
fin,2012,0.00688
fin,2013,0.00658
fin,2014,0.00559
fin,2015,0.00544
fin,2016,0.00553
fin,2017,0.00478
fji,2000,0.16565
fji,2001,0.15669
fji,2002,0.15093
fji,2003,0.14654
fji,2004,0.14197
fji,2005,0.13674
fji,2006,0.13155
fji,2007,0.12604
fji,2008,0.12098
fji,2009,0.11693
fji,2010,0.11292
fji,2011,0.11124
fji,2012,0.11063
fji,2013,0.109
fji,2014,0.10806
fji,2015,0.10626
fji,2016,0.10323
fji,2017,0.10023
fra,2000,0.01745
fra,2001,0.01759
fra,2002,0.01758
fra,2003,0.01744
fra,2004,0.01711
fra,2005,0.01729
fra,2006,0.01738
fra,2007,0.01734
fra,2008,0.01808
fra,2009,0.01831
fra,2010,0.01796
fra,2011,0.01774
fra,2012,0.01703
fra,2013,0.01634
fra,2014,0.0159
fra,2015,0.01544
fra,2016,0.01483
fra,2017,0.01387
fsm,2000,0.6321
fsm,2001,0.60429
fsm,2002,0.63744
fsm,2003,0.54201
fsm,2004,0.51469
fsm,2005,0.48957
fsm,2006,0.45719
fsm,2007,0.42995
fsm,2008,0.4049
fsm,2009,0.38521
fsm,2010,0.36705
fsm,2011,0.34972
fsm,2012,0.33191
fsm,2013,0.31475
fsm,2014,0.29885
fsm,2015,0.2933
fsm,2016,0.27561
fsm,2017,0.26762
gab,2000,1.77863
gab,2001,1.69278
gab,2002,1.62395
gab,2003,1.57606
gab,2004,1.54782
gab,2005,1.51691
gab,2006,1.48139
gab,2007,1.46032
gab,2008,1.43686
gab,2009,1.40423
gab,2010,1.36216
gab,2011,1.31394
gab,2012,1.25672
gab,2013,1.19795
gab,2014,1.15118
gab,2015,1.11627
gab,2016,1.09533
gab,2017,1.0727
gbr,2000,0.01791
gbr,2001,0.01789
gbr,2002,0.01819
gbr,2003,0.01875
gbr,2004,0.01892
gbr,2005,0.01908
gbr,2006,0.01926
gbr,2007,0.01931
gbr,2008,0.0195
gbr,2009,0.0186
gbr,2010,0.0178
gbr,2011,0.01684
gbr,2012,0.01537
gbr,2013,0.01469
gbr,2014,0.01441
gbr,2015,0.01389
gbr,2016,0.0131
gbr,2017,0.01192
geo,2000,0.05033
geo,2001,0.05261
geo,2002,0.06663
geo,2003,0.05876
geo,2004,0.05968
geo,2005,0.06281
geo,2006,0.05531
geo,2007,0.06229
geo,2008,0.0698
geo,2009,0.07904
geo,2010,0.06049
geo,2011,0.06157
geo,2012,0.06041
geo,2013,0.0613
geo,2014,0.05939
geo,2015,0.05679
geo,2016,0.05383
geo,2017,0.05163
gha,2000,2.32881
gha,2001,2.10609
gha,2002,1.92923
gha,2003,1.82006
gha,2004,1.72793
gha,2005,1.6448
gha,2006,1.57306
gha,2007,1.51698
gha,2008,1.47466
gha,2009,1.45158
gha,2010,1.43732
gha,2011,1.42852
gha,2012,1.41027
gha,2013,1.37481
gha,2014,1.3368
gha,2015,1.3012
gha,2016,1.25968
gha,2017,1.22066
gin,2000,6.09056
gin,2001,6.29638
gin,2002,6.34306
gin,2003,6.24567
gin,2004,5.8294
gin,2005,5.26248
gin,2006,4.73241
gin,2007,4.36142
gin,2008,4.20268
gin,2009,4.12782
gin,2010,4.06111
gin,2011,4.0114
gin,2012,3.94244
gin,2013,3.83334
gin,2014,3.95593
gin,2015,3.57761
gin,2016,3.1435
gin,2017,2.87722
gmb,2000,5.72901
gmb,2001,5.50029
gmb,2002,5.26229
gmb,2003,5.00958
gmb,2004,4.71084
gmb,2005,4.39881
gmb,2006,4.14332
gmb,2007,3.95955
gmb,2008,3.83623
gmb,2009,3.76366
gmb,2010,3.69234
gmb,2011,3.64688
gmb,2012,3.60248
gmb,2013,3.54365
gmb,2014,3.47478
gmb,2015,3.38314
gmb,2016,3.28681
gmb,2017,3.18443
gnb,2000,6.92866
gnb,2001,6.70734
gnb,2002,6.47275
gnb,2003,6.18154
gnb,2004,5.77149
gnb,2005,5.30987
gnb,2006,4.90268
gnb,2007,4.58552
gnb,2008,4.36895
gnb,2009,4.19103
gnb,2010,4.0375
gnb,2011,3.90775
gnb,2012,3.78111
gnb,2013,3.65551
gnb,2014,3.52959
gnb,2015,3.39487
gnb,2016,3.27743
gnb,2017,3.16954
gnq,2000,2.66019
gnq,2001,2.45725
gnq,2002,2.2812
gnq,2003,2.14885
gnq,2004,2.06192
gnq,2005,1.98308
gnq,2006,1.89228
gnq,2007,1.82811
gnq,2008,1.77193
gnq,2009,1.72689
gnq,2010,1.69053
gnq,2011,1.66552
gnq,2012,1.62636
gnq,2013,1.57985
gnq,2014,1.54096
gnq,2015,1.52686
gnq,2016,1.52795
gnq,2017,1.50332
grc,2000,0.00436
grc,2001,0.00405
grc,2002,0.00409
grc,2003,0.00393
grc,2004,0.00416
grc,2005,0.00419
grc,2006,0.0038
grc,2007,0.00441
grc,2008,0.00417
grc,2009,0.00442
grc,2010,0.0044
grc,2011,0.00442
grc,2012,0.00437
grc,2013,0.00404
grc,2014,0.00401
grc,2015,0.00409
grc,2016,0.00393
grc,2017,0.00371
grd,2000,0.0998
grd,2001,0.09051
grd,2002,0.08391
grd,2003,0.08155
grd,2004,0.08802
grd,2005,0.07637
grd,2006,0.07242
grd,2007,0.07194
grd,2008,0.07169
grd,2009,0.07075
grd,2010,0.06929
grd,2011,0.06747
grd,2012,0.06496
grd,2013,0.06248
grd,2014,0.06047
grd,2015,0.05893
grd,2016,0.05809
grd,2017,0.05801
gtm,2000,0.80805
gtm,2001,0.72361
gtm,2002,0.69643
gtm,2003,0.64228
gtm,2004,0.6243
gtm,2005,0.62401
gtm,2006,0.58112
gtm,2007,0.54094
gtm,2008,0.49561
gtm,2009,0.5033
gtm,2010,0.48242
gtm,2011,0.4437
gtm,2012,0.42076
gtm,2013,0.39228
gtm,2014,0.36504
gtm,2015,0.34277
gtm,2016,0.3206
gtm,2017,0.30446
guy,2000,0.75529
guy,2001,0.69945
guy,2002,0.72231
guy,2003,0.70894
guy,2004,0.68008
guy,2005,0.67678
guy,2006,0.6536
guy,2007,0.59762
