geo,time,ne_gdi_totl_cn
bfa,2011,1259452342100
bfa,2012,1581022542000
bfa,2013,1574370354100
bfa,2014,1326103071700
bfa,2015,1357559000000
bfa,2016,1581527000000
bfa,2017,1807151000000
bfa,2018,1918711000000
bfa,2019,2105120810500
bgd,1960,1414668300
bgd,1961,1787378900
bgd,1962,2924554800
bgd,1963,2516477200
bgd,1964,3095947300
bgd,1965,3253737100
bgd,1966,2787168500
bgd,1967,3728467000
bgd,1968,5084644100
bgd,1969,5086004600
bgd,1970,4896928700
bgd,1971,3456415400
bgd,1972,1772416200
bgd,1973,5481839800
bgd,1974,7350834400
bgd,1975,10612732500
bgd,1976,14890744400
bgd,1977,17204542100
bgd,1978,23188317700
bgd,1979,26542713700
bgd,1980,40542489700
bgd,1981,56765000000
bgd,1982,64461000000
bgd,1983,69297000000
bgd,1984,77974000000
bgd,1985,91699000000
bgd,1986,105668000000
bgd,1987,116552000000
bgd,1988,130493000000
bgd,1989,148940000000
bgd,1990,171102000000
bgd,1991,186731000000
bgd,1992,206868572200
bgd,1993,224998434000
bgd,1994,249193301400
bgd,1995,291610900500
bgd,1996,393731000000
bgd,1997,449421000000
bgd,1998,502001000000
bgd,1999,560102000000
bgd,2000,639268000000
bgd,2001,704287000000
bgd,2002,765003000000
bgd,2003,859626000000
bgd,2004,957922000000
bgd,2005,1103151000000
bgd,2006,1261028793900
bgd,2007,1439292983400
bgd,2008,1647290162900
bgd,2009,1847715179100
bgd,2010,2093272404600
bgd,2011,2511291713500
bgd,2012,2982253005100
bgd,2013,3403697416300
bgd,2014,3839936000000
bgd,2015,4378651000000
bgd,2016,5138386000000
bgd,2017,6028302000000
bgd,2018,7029355000000
bgd,2019,8026695000000
bgd,2020,8346312000000
bgr,1980,8768000
bgr,1981,9872000
bgr,1982,9902000
bgr,1983,9806000
bgr,1984,10515800
bgr,1985,10494800
bgr,1986,12350000
bgr,1987,12020200
bgr,1988,13197400
bgr,1989,13104300
bgr,1990,11614900
bgr,1991,30665000
bgr,1992,39937000
bgr,1993,45678000
bgr,1994,49360000
bgr,1995,226162000
bgr,1996,25313000
bgr,1997,1851352000
bgr,1998,4950305000
bgr,1999,4969446000
bgr,2000,5356705000
bgr,2001,6615990000
bgr,2002,6993973000
bgr,2003,8087516000
bgr,2004,9654845000
bgr,2005,13042428000
bgr,2006,17184900000
bgr,2007,21338106000
bgr,2008,26898437000
bgr,2009,20884688000
bgr,2010,16863166000
bgr,2011,17327106000
bgr,2012,18088106000
bgr,2013,17278163000
bgr,2014,18098345000
bgr,2015,18809928000
bgr,2016,18080573000
bgr,2017,20348682000
bgr,2018,23328129000
bgr,2019,25280458000
bgr,2020,22488369000
bhr,1980,534200100
bhr,1981,542600200
bhr,1982,497300000
bhr,1983,615899900
bhr,1984,625300000
bhr,1985,489500000
bhr,1986,305600000
bhr,1987,324700000
bhr,1988,281200000
bhr,1989,357900000
bhr,1990,261300000
bhr,1991,496400000
bhr,1992,525500000
bhr,1993,357900000
bhr,1994,411000000
bhr,1995,321300000
bhr,1996,330500000
bhr,1997,416500000
bhr,1998,498100000
bhr,1999,196800000
bhr,2000,564820000
bhr,2001,530200000
bhr,2002,842190000
bhr,2003,988390000
bhr,2004,1014600000
bhr,2005,1605250000
bhr,2006,2114330000
bhr,2007,2836240000
bhr,2008,3378540000
bhr,2009,2254920000
bhr,2010,2638110000
bhr,2011,2424000000
bhr,2012,3254210000
bhr,2013,3173790000
bhr,2014,3370000000
bhr,2015,2980730000
bhr,2016,3533560000
bhr,2017,4394040000
bhr,2018,4955950000
bhr,2019,4785060000
bhs,1977,89200000
bhs,1978,94400000
bhs,1979,146200000
bhs,1980,244200000
bhs,1981,268800000
bhs,1982,338800000
bhs,1983,352300000
bhs,1984,333700000
bhs,1985,444900000
bhs,1986,455500000
bhs,1987,510100000
bhs,1989,964520000
bhs,1990,931270000
bhs,1991,913340000
bhs,1992,866210000
bhs,1993,721660000
bhs,1994,842800000
bhs,1995,948290000
bhs,1996,1100520000
bhs,1997,1841400000
bhs,1998,2194300000
bhs,1999,2209300000
bhs,2000,2437900000
bhs,2001,2235300000
bhs,2002,2150000000
bhs,2003,2153100000
bhs,2004,2100000000
bhs,2005,2688900000
bhs,2006,3407700000
bhs,2007,3239700000
bhs,2008,3100500000
bhs,2009,2800300000
bhs,2010,2825400000
bhs,2011,3039600000
bhs,2012,3360000000
bhs,2013,3062500000
bhs,2014,3505500000
bhs,2015,2915900000
bhs,2016,3087800000
bhs,2017,3406800000
bhs,2018,3370400000
bhs,2019,3488900000
bhs,2020,2244300000
bih,1995,534546300
bih,1996,1727868500
bih,1997,2674264700
bih,1998,2752779300
bih,1999,2408839900
bih,2000,3513642524.76896
bih,2001,3927651536.57454
bih,2002,4309667844.94149
bih,2003,4372650827.03451
bih,2004,4782759818.96316
bih,2005,5072668910.64043
bih,2006,5069825383.44006
bih,2007,6728569877.74561
bih,2008,8088355610.24797
bih,2009,5864477782.31475
bih,2010,4999118175.56249
bih,2011,5823311171.38294
bih,2012,5883435123.14418
bih,2013,5686088273.22563
bih,2014,6162785829.07099
bih,2015,6274568347.81158
bih,2016,6874708949.60712
bih,2017,7834473363.43929
bih,2018,8285226733.08315
bih,2019,8890322098.54465
bih,2020,7856613000
blr,1990,114.8
blr,1991,300
blr,1992,2900
blr,1993,40400
blr,1994,586000
blr,1995,3004700
blr,1996,4511900
blr,1997,9844600
blr,1998,18756100
blr,1999,71738200
blr,2000,231986400
blr,2001,408050000
blr,2002,579665200
blr,2003,912450000
blr,2004,1433130000
blr,2005,1851840000
blr,2006,2551140000
blr,2007,3312550000
blr,2008,4885540000
blr,2009,5238060000
blr,2010,6930520000
blr,2011,11434920000
blr,2012,19218210000
blr,2013,26021390000
blr,2014,28074650000
blr,2015,26105040000
blr,2016,25140200000
blr,2017,29641600000
blr,2018,34346000000
blr,2019,39274400000
blr,2020,38621000000
blz,1980,92297620.03145
blz,1981,98453767.19146
blz,1982,70246982.75675
blz,1983,75155110.56883
blz,1984,99653149.40323
blz,1985,92130662.44775
blz,1986,93267383.87254
blz,1987,117948355.39943
blz,1988,154035208.60404
blz,1989,218308692.97912
blz,1990,205271967.40224
blz,1991,244100000
blz,1992,270355100
blz,1993,317530200
blz,1994,238757800
blz,1995,269231600
blz,1996,261118700
blz,1997,264000400
blz,1998,262726000
blz,1999,360353500
blz,2000,527653200
blz,2001,432254600
blz,2002,444418300
blz,2003,405881200
blz,2004,413668900
blz,2005,465736300
blz,2006,469826400
blz,2007,506113300
blz,2008,700539900
blz,2009,510062900
blz,2010,369591900
blz,2011,502486500
blz,2012,454416300
blz,2013,571396300
blz,2014,642026800
blz,2015,740506500
blz,2016,761128600
blz,2017,670600100
blz,2018,654407600
blz,2019,704475800
blz,2020,729832131.48044
bmu,2010,865343000
bmu,2011,794297000
bmu,2012,702521000
bmu,2013,704322000
bmu,2014,775746000
bmu,2015,791397000
bmu,2016,883410000
bmu,2017,983043000
bmu,2018,968986000
bmu,2019,1110091000
bmu,2020,851200000
bol,1970,1980
bol,1971,2191
bol,1972,3367
bol,1973,5160
bol,1974,6128
bol,1975,11078
bol,1976,10488
bol,1977,12372
bol,1978,18571
bol,1979,18792
bol,1980,19000
bol,1981,23000
bol,1982,56000
bol,1983,166000
bol,1984,3806000
bol,1985,460557000
bol,1986,1031803000
bol,1987,1206862000
bol,1988,1510693000
bol,1989,1470914000
bol,1990,1935324000
bol,1991,2980359000
bol,1992,3677294000
bol,1993,4051328000
bol,1994,3971673000
bol,1995,4913916000
bol,1996,6094908000
bol,1997,8175511000
bol,1998,11053118000
bol,1999,9039806000
bol,2000,9421635000
bol,2001,7675038000
bol,2002,9236200000
bol,2003,8191242000
bol,2004,7673983000
bol,2005,10978683000
bol,2006,12721135000
bol,2007,15643649000
bol,2008,21185063000
bol,2009,20658564000
bol,2010,23448524000
bol,2011,32939703000
bol,2012,33075690000
bol,2013,40290200000
bol,2014,47957826000
bol,2015,46247673000
bol,2016,49386502000
bol,2017,57591587000
bol,2018,57337702000
bol,2019,56164134000
bol,2020,40039487000
bra,1960,0.0002
bra,1961,0.00032
bra,1962,0.00055
bra,1963,0.00093
bra,1964,0.00179
bra,1965,0.00301
bra,1966,0.00435
bra,1967,0.00501
bra,1968,0.00791
bra,1969,0.0124
bra,1970,0.01452
bra,1971,0.01997
bra,1972,0.02673
bra,1973,0.04103
bra,1974,0.06587
bra,1975,0.09807
bra,1976,0.13691
bra,1977,0.19987
bra,1978,0.30297
bra,1979,0.50157
bra,1980,1.05127
bra,1981,2.05927
bra,1982,3.87673
bra,1983,7.1131
bra,1984,22.09927
bra,1985,96.5291
bra,1986,254.23801
bra,1987,935.70502
bra,1988,7151.27002
bra,1989,114497
bra,1990,2329127.27273
bra,1991,11917821.81818
bra,1992,121362567.63636
bra,1993,2938734545.45455
bra,1994,77333342000
bra,1995,122082504497.164
bra,1996,147591573822.62201
bra,1997,169128987836.03201
bra,1998,182074575980.733
bra,1999,189148059590.46201
bra,2000,226665804314.59
bra,2001,246597051581.69
bra,2002,259779671507.74496
bra,2003,289589545154.02893
bra,2004,350683523987.05902
bra,2005,373446534229.31403
bra,2006,429279016527.91498
bra,2007,539137779377.77399
bra,2008,672320235244.83801
bra,2009,626482578377.81604
bra,2010,847166000000
bra,2011,955201000000
bra,2012,1031188000000
bra,2013,1156629000000
bra,2014,1187483000000
bra,2015,1043964000000
bra,2016,938490000000
bra,2017,963165000000
bra,2018,1057278000000
bra,2019,1140904543499.98999
bra,2020,1147332522769.25
brb,1975,156209000
brb,1976,235913000
brb,1977,238552000
brb,1978,254480000
brb,1979,317300000
brb,1980,424300000
brb,1981,525000000
brb,1982,450500000
brb,1983,421300000
brb,1984,374000000
brb,1985,371800000
brb,1986,423700000
brb,1987,466700000
brb,1988,543300000
brb,1989,656300000
brb,1990,604200000
brb,1991,543700000
brb,1992,275200000
brb,1993,397800000
brb,1994,479300000
brb,1995,539400000
brb,1996,575800000
brb,1997,774600000
brb,1998,1071800000
brb,1999,1158500000
brb,2000,1108000000
brb,2001,954600000
brb,2002,1081200000
brb,2003,1172400000
brb,2004,1325200000
brb,2005,1445200000
brb,2006,1794100000
brb,2007,1773798400
brb,2008,1750967400
brb,2009,1514077500
brb,2010,1438735100
brb,2011,1588768500
brb,2012,1491848800
brb,2013,1545611000
brb,2014,1552989700
brb,2015,1595867300
brb,2016,1583720400
brb,2017,1556351200
brb,2018,1454019300
brb,2019,1634731700
brn,1989,1082000000
brn,1990,1192000000
brn,1991,1319000000
brn,1992,1585000000
brn,1993,1967000000
brn,1994,1789000000
brn,1995,2460000000
brn,1996,2980000000
brn,1997,2739000000
brn,1998,2292000000
brn,1999,1667000000
brn,2000,1350970800
brn,2001,1448118200
brn,2002,2224418800
brn,2003,1719963800
brn,2004,1794480900
brn,2005,1803221600
brn,2006,1902300000
brn,2007,2396800000
brn,2008,2788000000
brn,2009,2740800000
brn,2010,4428000000
brn,2011,6064000000
brn,2012,7827000000
brn,2013,8963000000
brn,2014,5945000000
brn,2015,6266000000
brn,2016,5451903200
brn,2017,5828989200
brn,2018,7515458300
brn,2019,7107032100
brn,2020,6723145872.58961
btn,1980,318961900
btn,1981,406884200
btn,1982,495654200
btn,1983,644130500
btn,1984,720131800
btn,1985,927605300
btn,1986,1057884800
btn,1987,1209171800
btn,1988,1518400000
btn,1989,1452400000
btn,1990,1403129306.32479
btn,1991,1772105800
btn,1992,2489646500
btn,1993,2831161200
btn,1994,3974037300
btn,1995,4212232200
btn,1996,4027188100
btn,1997,3480738700
btn,1998,4695350000
btn,1999,6059916200
btn,2000,9603256900
btn,2001,13624694800
btn,2002,15727794000
btn,2003,17076804000
btn,2004,20568256700
btn,2005,18990685700
btn,2006,19072346000
btn,2007,14508910900
btn,2008,23494700000
btn,2009,28000550461.6735
btn,2010,44727457266.5962
btn,2011,57469547984.0866
btn,2012,66139986865.2471
btn,2013,48388060288.2112
btn,2014,61813466846.4051
btn,2015,71286962498.58591
btn,2016,83081806492.00598
btn,2017,83377200227.7905
btn,2018,79634102082.99139
btn,2019,67837675024.2946
btn,2020,57903932151.1084
bwa,1960,1305000
bwa,1961,1740000
bwa,1962,2237100
bwa,1963,2672100
bwa,1964,3666400
bwa,1965,4350000
bwa,1966,8050000
bwa,1967,10700000
bwa,1968,14600000
bwa,1969,21250000
bwa,1970,31250000
bwa,1971,45800000
bwa,1972,64750000
bwa,1973,86250000
bwa,1974,99550000
bwa,1975,110050000
bwa,1976,109250000
bwa,1977,127250000
bwa,1978,177800000
bwa,1979,248700000
bwa,1980,330250000
bwa,1981,390000000
bwa,1982,393550000
bwa,1983,377900000
bwa,1984,474350000
bwa,1985,487700000
bwa,1986,562250000
bwa,1987,511450000
bwa,1988,1140500000
bwa,1989,2243600000
bwa,1990,2635250000
bwa,1991,2647100000
bwa,1992,2661050000
bwa,1993,2901064500
bwa,1994,2971000000
bwa,1995,3557900000
bwa,1996,3777900000
bwa,1997,4408200000
bwa,1998,7679900000
bwa,1999,6499100000
bwa,2000,8726700000
bwa,2001,9583900000
bwa,2002,10391500000
bwa,2003,11207646700
bwa,2004,14708300000
bwa,2005,13796800000
bwa,2006,16866700000
bwa,2007,19860700000
bwa,2008,31143400000
bwa,2009,22650000000
bwa,2010,33055693700
bwa,2011,37219097000
bwa,2012,41841767500
bwa,2013,36807903900
bwa,2014,35066700000
bwa,2015,39988300000
bwa,2016,36283300000
bwa,2017,39671500000
bwa,2018,47130900000
bwa,2019,53246500000
bwa,2020,56923900000
caf,1960,5399998500
caf,1961,6400000000
caf,1962,7100002300
caf,1963,6899998700
caf,1964,7700000800
caf,1965,7900000000
caf,1966,8199999000
caf,1967,8800002000
caf,1968,7700000800
caf,1969,8000000000
caf,1970,9400000500
caf,1971,10399998000
caf,1972,10700001300
caf,1973,12600000500
caf,1974,10500001800
caf,1975,11200000000
caf,1976,12899999700
caf,1977,14399999700
caf,1978,15000000800
caf,1979,14599998200
caf,1980,11799998700
caf,1981,16499998000
caf,1982,16400000800
caf,1983,29700002300
caf,1984,34300003600
caf,1985,59774000000
caf,1986,49667000000
caf,1987,45591000000
