geo,time,sh_hiv_incd_tl_p3
gmb,2015,1.03
gmb,2016,1.03
gmb,2017,1
gmb,2018,0.97
gmb,2019,0.94
gmb,2020,0.93
gnb,1990,0.44
gnb,1991,0.64
gnb,1992,0.95
gnb,1993,1.3
gnb,1994,1.74
gnb,1995,2.28
gnb,1996,2.83
gnb,1997,3.35
gnb,1998,3.66
gnb,1999,3.79
gnb,2000,3.74
gnb,2001,3.68
gnb,2002,3.43
gnb,2003,3.18
gnb,2004,2.99
gnb,2005,2.85
gnb,2006,2.69
gnb,2007,2.62
gnb,2008,2.54
gnb,2009,2.35
gnb,2010,2.24
gnb,2011,2.06
gnb,2012,1.85
gnb,2013,1.64
gnb,2014,1.41
gnb,2015,1.35
gnb,2016,1.3
gnb,2017,1.18
gnb,2018,1.13
gnb,2019,0.98
gnb,2020,0.88
grc,1990,0.05
grc,1991,0.04
grc,1992,0.04
grc,1993,0.03
grc,1994,0.02
grc,1995,0.02
grc,1996,0.02
grc,1997,0.02
grc,1998,0.02
grc,1999,0.03
grc,2000,0.03
grc,2001,0.03
grc,2002,0.04
grc,2003,0.04
grc,2004,0.04
grc,2005,0.05
grc,2006,0.06
grc,2007,0.07
grc,2008,0.08
grc,2009,0.1
grc,2010,0.1
grc,2011,0.1
grc,2012,0.09
grc,2013,0.08
grc,2014,0.06
grc,2015,0.05
grc,2016,0.04
grc,2017,0.04
grc,2018,0.05
grc,2019,0.07
grc,2020,0.09
gtm,1990,0.15
gtm,1991,0.19
gtm,1992,0.22
gtm,1993,0.25
gtm,1994,0.29
gtm,1995,0.3
gtm,1996,0.31
gtm,1997,0.32
gtm,1998,0.32
gtm,1999,0.32
gtm,2000,0.33
gtm,2001,0.32
gtm,2002,0.31
gtm,2003,0.29
gtm,2004,0.25
gtm,2005,0.24
gtm,2006,0.21
gtm,2007,0.19
gtm,2008,0.17
gtm,2009,0.14
gtm,2010,0.12
gtm,2011,0.1
gtm,2012,0.09
gtm,2013,0.08
gtm,2014,0.07
gtm,2015,0.07
gtm,2016,0.06
gtm,2017,0.06
gtm,2018,0.05
gtm,2019,0.05
gtm,2020,0.05
guy,1990,0.05
guy,1991,0.07
guy,1992,0.1
guy,1993,0.14
guy,1994,0.19
guy,1995,0.26
guy,1996,0.34
guy,1997,0.44
guy,1998,0.57
guy,1999,0.72
guy,2000,0.87
guy,2001,1
guy,2002,1.07
guy,2003,1.09
guy,2004,1.05
guy,2005,0.95
guy,2006,0.84
guy,2007,0.76
guy,2008,0.71
guy,2009,0.66
guy,2010,0.62
guy,2011,0.59
guy,2012,0.57
guy,2013,0.54
guy,2014,0.53
guy,2015,0.51
guy,2016,0.5
guy,2017,0.49
guy,2018,0.46
guy,2019,0.43
guy,2020,0.43
hnd,1990,0.79
hnd,1991,0.83
hnd,1992,0.86
hnd,1993,0.85
hnd,1994,0.83
hnd,1995,0.79
hnd,1996,0.72
hnd,1997,0.65
hnd,1998,0.56
hnd,1999,0.47
hnd,2000,0.4
hnd,2001,0.31
hnd,2002,0.26
hnd,2003,0.21
hnd,2004,0.15
hnd,2005,0.13
hnd,2006,0.12
hnd,2007,0.1
hnd,2008,0.1
hnd,2009,0.09
hnd,2010,0.09
hnd,2011,0.09
hnd,2012,0.09
hnd,2013,0.08
hnd,2014,0.08
hnd,2015,0.08
hnd,2016,0.08
hnd,2017,0.08
hnd,2018,0.08
hnd,2019,0.08
hnd,2020,0.07
hrv,1990,0.01
hrv,1991,0.01
hrv,1992,0.01
hrv,1993,0.01
hrv,1994,0.01
hrv,1995,0.01
hrv,1996,0.01
hrv,1997,0.01
hrv,1998,0.01
hrv,1999,0.01
hrv,2000,0.01
hrv,2001,0.01
hrv,2002,0.01
hrv,2003,0.02
hrv,2004,0.02
hrv,2005,0.02
hrv,2006,0.02
hrv,2007,0.02
hrv,2008,0.02
hrv,2009,0.02
hrv,2010,0.02
hrv,2011,0.02
hrv,2012,0.02
hrv,2013,0.02
hrv,2014,0.02
hrv,2015,0.02
hrv,2016,0.02
hrv,2017,0.02
hrv,2018,0.02
hrv,2019,0.02
hrv,2020,0.02
hti,1990,2.85
hti,1991,2.83
hti,1992,2.66
hti,1993,2.41
hti,1994,2.25
hti,1995,2.07
hti,1996,1.92
hti,1997,1.82
hti,1998,1.76
hti,1999,1.63
hti,2000,1.54
hti,2001,1.56
hti,2002,1.45
hti,2003,1.39
hti,2004,1.28
hti,2005,1.19
hti,2006,1.12
hti,2007,1.04
hti,2008,0.99
hti,2009,0.94
hti,2010,0.91
hti,2011,0.86
hti,2012,0.8
hti,2013,0.77
hti,2014,0.73
hti,2015,0.69
hti,2016,0.66
hti,2017,0.59
hti,2018,0.53
hti,2019,0.52
hti,2020,0.45
idn,1990,0.01
idn,1991,0.01
idn,1992,0.01
idn,1993,0.01
idn,1994,0.01
idn,1995,0.01
idn,1996,0.02
idn,1997,0.02
idn,1998,0.03
idn,1999,0.04
idn,2000,0.06
idn,2001,0.1
idn,2002,0.16
idn,2003,0.18
idn,2004,0.19
idn,2005,0.2
idn,2006,0.21
idn,2007,0.21
idn,2008,0.2
idn,2009,0.2
idn,2010,0.2
idn,2011,0.2
idn,2012,0.19
idn,2013,0.18
idn,2014,0.16
idn,2015,0.15
idn,2016,0.14
idn,2017,0.13
idn,2018,0.12
idn,2019,0.11
idn,2020,0.1
ind,1990,0.26
ind,1991,0.29
ind,1992,0.32
ind,1993,0.36
ind,1994,0.43
ind,1995,0.47
ind,1996,0.51
ind,1997,0.52
ind,1998,0.5
ind,1999,0.43
ind,2000,0.35
ind,2001,0.28
ind,2002,0.23
ind,2003,0.19
ind,2004,0.16
ind,2005,0.14
ind,2006,0.13
ind,2007,0.11
ind,2008,0.1
ind,2009,0.09
ind,2010,0.08
ind,2011,0.08
ind,2012,0.07
ind,2013,0.07
ind,2014,0.06
ind,2015,0.06
ind,2016,0.05
ind,2017,0.05
ind,2018,0.05
ind,2019,0.04
ind,2020,0.04
irl,1990,0.03
irl,1991,0.03
irl,1992,0.03
irl,1993,0.03
irl,1994,0.04
irl,1995,0.04
irl,1996,0.04
irl,1997,0.05
irl,1998,0.05
irl,1999,0.05
irl,2000,0.05
irl,2001,0.05
irl,2002,0.05
irl,2003,0.05
irl,2004,0.06
irl,2005,0.06
irl,2006,0.06
irl,2007,0.06
irl,2008,0.07
irl,2009,0.07
irl,2010,0.07
irl,2011,0.08
irl,2012,0.08
irl,2013,0.08
irl,2014,0.08
irl,2015,0.08
irl,2016,0.08
irl,2017,0.08
irl,2018,0.08
irl,2019,0.08
irl,2020,0.08
irn,1990,0.01
irn,1991,0.01
irn,1992,0.01
irn,1993,0.01
irn,1994,0.01
irn,1995,0.02
irn,1996,0.02
irn,1997,0.03
irn,1998,0.04
irn,1999,0.06
irn,2000,0.08
irn,2001,0.1
irn,2002,0.13
irn,2003,0.15
irn,2004,0.16
irn,2005,0.16
irn,2006,0.15
irn,2007,0.13
irn,2008,0.1
irn,2009,0.08
irn,2010,0.07
irn,2011,0.06
irn,2012,0.05
irn,2013,0.04
irn,2014,0.04
irn,2015,0.03
irn,2016,0.03
irn,2017,0.03
irn,2018,0.03
irn,2019,0.03
irn,2020,0.03
isl,1990,0.01
isl,1991,0.02
isl,1992,0.02
isl,1993,0.03
isl,1994,0.03
isl,1995,0.03
isl,1996,0.04
isl,1997,0.04
isl,1998,0.04
isl,1999,0.04
isl,2000,0.04
isl,2001,0.04
isl,2002,0.04
isl,2003,0.04
isl,2004,0.04
isl,2005,0.04
isl,2006,0.04
isl,2007,0.04
isl,2008,0.04
isl,2009,0.04
isl,2010,0.04
isl,2011,0.04
isl,2012,0.04
isl,2013,0.04
isl,2014,0.04
isl,2015,0.04
isl,2016,0.04
isl,2017,0.04
isl,2018,0.04
isl,2019,0.04
isl,2020,0.04
ita,1990,0.09
ita,1991,0.09
ita,1992,0.09
ita,1993,0.09
ita,1994,0.09
ita,1995,0.09
ita,1996,0.09
ita,1997,0.09
ita,1998,0.09
ita,1999,0.09
ita,2000,0.09
ita,2001,0.09
ita,2002,0.09
ita,2003,0.09
ita,2004,0.09
ita,2005,0.09
ita,2006,0.09
ita,2007,0.08
ita,2008,0.08
ita,2009,0.08
ita,2010,0.08
ita,2011,0.08
ita,2012,0.08
ita,2013,0.07
ita,2014,0.07
ita,2015,0.07
ita,2016,0.07
ita,2017,0.06
ita,2018,0.06
ita,2019,0.05
ita,2020,0.04
jam,1990,0.96
jam,1991,0.99
jam,1992,1.04
jam,1993,1.09
jam,1994,1.09
jam,1995,1.07
jam,1996,1.04
jam,1997,1.01
jam,1998,1
jam,1999,1
jam,2000,0.99
jam,2001,1
jam,2002,1
jam,2003,0.93
jam,2004,0.81
jam,2005,0.79
jam,2006,0.71
jam,2007,0.71
jam,2008,0.7
jam,2009,0.71
jam,2010,0.68
jam,2011,0.67
jam,2012,0.66
jam,2013,0.65
jam,2014,0.63
jam,2015,0.62
jam,2016,0.61
jam,2017,0.6
jam,2018,0.59
jam,2019,0.57
jam,2020,0.53
jor,1990,0.01
jor,1991,0.01
jor,1992,0.01
jor,1993,0.01
jor,1994,0.01
jor,1995,0.01
jor,1996,0.01
jor,1997,0.01
jor,1998,0.01
jor,1999,0.01
jor,2000,0.01
jor,2001,0.01
jor,2002,0.01
jor,2003,0.01
jor,2004,0.01
jor,2005,0.01
jor,2006,0.01
jor,2007,0.01
jor,2008,0.01
jor,2009,0.01
jor,2010,0.01
jor,2011,0.01
jor,2012,0.01
jor,2013,0.01
jor,2014,0.01
jor,2015,0.01
jor,2016,0.01
jor,2017,0.01
jor,2018,0.01
jor,2019,0.01
jor,2020,0.01
jpn,1990,0.01
jpn,1991,0.01
jpn,1992,0.01
jpn,1993,0.01
jpn,1994,0.01
jpn,1995,0.01
jpn,1996,0.01
jpn,1997,0.01
jpn,1998,0.01
jpn,1999,0.01
jpn,2000,0.01
jpn,2001,0.01
jpn,2002,0.01
jpn,2003,0.01
jpn,2004,0.01
jpn,2005,0.01
jpn,2006,0.01
jpn,2007,0.01
jpn,2008,0.01
jpn,2009,0.01
jpn,2010,0.01
jpn,2011,0.01
jpn,2012,0.01
jpn,2013,0.01
jpn,2014,0.01
jpn,2015,0.01
jpn,2016,0.01
jpn,2017,0.01
jpn,2018,0.01
jpn,2019,0.01
jpn,2020,0.01
kaz,1990,0.01
kaz,1991,0.01
kaz,1992,0.01
kaz,1993,0.01
kaz,1994,0.02
kaz,1995,0.03
kaz,1996,0.03
kaz,1997,0.04
kaz,1998,0.05
kaz,1999,0.06
kaz,2000,0.07
kaz,2001,0.07
kaz,2002,0.08
kaz,2003,0.08
kaz,2004,0.08
kaz,2005,0.09
kaz,2006,0.1
kaz,2007,0.1
kaz,2008,0.11
kaz,2009,0.12
kaz,2010,0.13
kaz,2011,0.11
kaz,2012,0.1
kaz,2013,0.11
kaz,2014,0.12
kaz,2015,0.14
kaz,2016,0.16
kaz,2017,0.17
kaz,2018,0.16
kaz,2019,0.18
kaz,2020,0.19
ken,1990,8.51
ken,1991,9.92
ken,1992,10.73
ken,1993,10.54
ken,1994,9.79
ken,1995,8.51
ken,1996,7.34
ken,1997,6.38
ken,1998,5.65
ken,1999,5.02
ken,2000,4.55
ken,2001,4.14
ken,2002,3.78
ken,2003,3.52
ken,2004,3.24
ken,2005,3
ken,2006,2.79
ken,2007,2.57
ken,2008,2.26
ken,2009,2.15
ken,2010,1.96
ken,2011,1.72
ken,2012,1.62
ken,2013,1.51
ken,2014,1.37
ken,2015,1.18
ken,2016,1.03
ken,2017,0.93
ken,2018,0.8
ken,2019,0.77
ken,2020,0.72
kgz,1990,0.01
kgz,1991,0.01
kgz,1992,0.01
kgz,1993,0.01
kgz,1994,0.01
kgz,1995,0.01
kgz,1996,0.01
kgz,1997,0.01
kgz,1998,0.01
kgz,1999,0.01
kgz,2000,0.01
kgz,2001,0.04
kgz,2002,0.04
kgz,2003,0.02
kgz,2004,0.06
kgz,2005,0.09
kgz,2006,0.1
kgz,2007,0.12
kgz,2008,0.13
kgz,2009,0.12
kgz,2010,0.12
kgz,2011,0.13
kgz,2012,0.13
kgz,2013,0.12
kgz,2014,0.11
kgz,2015,0.11
kgz,2016,0.11
kgz,2017,0.11
kgz,2018,0.11
kgz,2019,0.11
kgz,2020,0.11
khm,1990,0.03
khm,1991,0.08
khm,1992,0.24
khm,1993,0.53
khm,1994,0.89
khm,1995,1.18
khm,1996,1.3
khm,1997,1.25
khm,1998,1.11
khm,1999,0.91
khm,2000,0.71
khm,2001,0.53
khm,2002,0.45
khm,2003,0.4
khm,2004,0.35
khm,2005,0.31
khm,2006,0.26
khm,2007,0.22
khm,2008,0.19
khm,2009,0.16
khm,2010,0.14
khm,2011,0.12
khm,2012,0.11
khm,2013,0.1
khm,2014,0.09
khm,2015,0.09
khm,2016,0.08
khm,2017,0.08
khm,2018,0.07
khm,2019,0.07
khm,2020,0.07
lao,1990,0.01
lao,1991,0.01
lao,1992,0.01
lao,1993,0.01
lao,1994,0.02
lao,1995,0.02
lao,1996,0.03
lao,1997,0.05
lao,1998,0.09
lao,1999,0.1
lao,2000,0.1
lao,2001,0.14
lao,2002,0.15
lao,2003,0.15
lao,2004,0.15
lao,2005,0.16
lao,2006,0.16
lao,2007,0.17
lao,2008,0.17
lao,2009,0.17
lao,2010,0.17
lao,2011,0.17
lao,2012,0.16
lao,2013,0.16
lao,2014,0.16
lao,2015,0.15
lao,2016,0.15
lao,2017,0.14
lao,2018,0.14
lao,2019,0.13
lao,2020,0.13
lbn,1990,0.02
lbn,1991,0.02
lbn,1992,0.02
lbn,1993,0.02
lbn,1994,0.02
lbn,1995,0.02
lbn,1996,0.02
lbn,1997,0.02
lbn,1998,0.02
lbn,1999,0.02
lbn,2000,0.02
lbn,2001,0.02
lbn,2002,0.02
lbn,2003,0.02
lbn,2004,0.02
lbn,2005,0.03
lbn,2006,0.03
lbn,2007,0.03
lbn,2008,0.03
lbn,2009,0.03
lbn,2010,0.03
lbn,2011,0.03
lbn,2012,0.03
lbn,2013,0.03
lbn,2014,0.03
lbn,2015,0.03
lbn,2016,0.03
lbn,2017,0.03
lbn,2018,0.03
lbn,2019,0.03
lbn,2020,0.03
lbr,1990,2.48
lbr,1991,2.96
lbr,1992,2.5
lbr,1993,2.38
lbr,1994,2.24
lbr,1995,2.06
lbr,1996,1.86
lbr,1997,1.65
lbr,1998,1.8
lbr,1999,1.66
lbr,2000,1.55
lbr,2001,1.43
lbr,2002,1.26
lbr,2003,1.12
lbr,2004,1.07
lbr,2005,0.99
lbr,2006,0.94
lbr,2007,0.87
lbr,2008,0.79
lbr,2009,0.75
lbr,2010,0.67
lbr,2011,0.61
lbr,2012,0.56
lbr,2013,0.55
lbr,2014,0.51
lbr,2015,0.45
lbr,2016,0.42
lbr,2017,0.38
lbr,2018,0.33
lbr,2019,0.3
lbr,2020,0.29
lby,1990,0.01
lby,1991,0.01
lby,1992,0.01
lby,1993,0.01
lby,1994,0.01
lby,1995,0.02
lby,1996,0.02
lby,1997,0.03
lby,1998,0.03
lby,1999,0.04
lby,2000,0.05
lby,2001,0.06
lby,2002,0.08
lby,2003,0.09
lby,2004,0.1
lby,2005,0.11
lby,2006,0.12
lby,2007,0.11
lby,2008,0.09
lby,2009,0.07
lby,2010,0.06
lby,2011,0.04
lby,2012,0.04
lby,2013,0.04
lby,2014,0.04
lby,2015,0.04
lby,2016,0.04
lby,2017,0.04
lby,2018,0.05
lby,2019,0.05
lby,2020,0.05
lka,1990,0.01
lka,1991,0.01
lka,1992,0.01
lka,1993,0.01
lka,1994,0.01
lka,1995,0.01
lka,1996,0.01
lka,1997,0.02
lka,1998,0.02
lka,1999,0.02
lka,2000,0.02
lka,2001,0.02
lka,2002,0.02
lka,2003,0.02
lka,2004,0.02
lka,2005,0.02
lka,2006,0.02
lka,2007,0.02
lka,2008,0.02
lka,2009,0.02
lka,2010,0.01
lka,2011,0.01
lka,2012,0.01
lka,2013,0.01
lka,2014,0.01
lka,2015,0.01
lka,2016,0.01
lka,2017,0.01
lka,2018,0.01
lka,2019,0.01
lka,2020,0.01
lso,1990,4.24
lso,1991,6.75
lso,1992,10.21
lso,1993,14.62
lso,1994,18.56
lso,1995,21.4
lso,1996,22.48
lso,1997,21.61
lso,1998,20.35
lso,1999,18.87
lso,2000,17.67
lso,2001,16.7
lso,2002,16.02
lso,2003,15.62
lso,2004,15.43
lso,2005,15.42
lso,2006,15.16
lso,2007,14.41
lso,2008,13.8
lso,2009,12.85
lso,2010,12.05
lso,2011,11.02
lso,2012,10.88
lso,2013,10.59
lso,2014,9.84
lso,2015,8.95
lso,2016,7.92
lso,2017,6.83
lso,2018,5.87
lso,2019,5.49
lso,2020,4.91
mar,1990,0.03
mar,1991,0.03
mar,1992,0.03
mar,1993,0.04
mar,1994,0.04
mar,1995,0.04
mar,1996,0.04
mar,1997,0.05
mar,1998,0.05
mar,1999,0.05
mar,2000,0.05
mar,2001,0.05
mar,2002,0.06
mar,2003,0.06
mar,2004,0.06
mar,2005,0.06
mar,2006,0.05
mar,2007,0.05
mar,2008,0.05
mar,2009,0.05
mar,2010,0.05
mar,2011,0.05
mar,2012,0.04
mar,2013,0.04
mar,2014,0.04
mar,2015,0.03
mar,2016,0.03
mar,2017,0.03
mar,2018,0.02
mar,2019,0.02
mar,2020,0.02
mda,1990,0.01
mda,1991,0.01
mda,1992,0.02
mda,1993,0.03
mda,1994,0.04
mda,1995,0.09
mda,1996,0.19
mda,1997,0.3
mda,1998,0.38
mda,1999,0.4
mda,2000,0.39
mda,2001,0.34
mda,2002,0.33
mda,2003,0.33
mda,2004,0.34
mda,2005,0.37
mda,2006,0.39
mda,2007,0.41
mda,2008,0.42
mda,2009,0.42
mda,2010,0.4
mda,2011,0.39
mda,2012,0.37
mda,2013,0.34
mda,2014,0.33
mda,2015,0.31
mda,2016,0.28
mda,2017,0.27
mda,2018,0.26
mda,2019,0.24
mda,2020,0.24
mdg,1990,0.01
mdg,1991,0.01
mdg,1992,0.01
mdg,1993,0.01
mdg,1994,0.01
mdg,1995,0.01
mdg,1996,0.01
mdg,1997,0.01
mdg,1998,0.02
mdg,1999,0.02
mdg,2000,0.03
mdg,2001,0.03
mdg,2002,0.04
mdg,2003,0.05
mdg,2004,0.05
mdg,2005,0.06
mdg,2006,0.07
mdg,2007,0.08
mdg,2008,0.09
mdg,2009,0.1
mdg,2010,0.11
mdg,2011,0.12
mdg,2012,0.14
mdg,2013,0.16
mdg,2014,0.17
mdg,2015,0.19
mdg,2016,0.2
mdg,2017,0.21
mdg,2018,0.19
mdg,2019,0.22
mdg,2020,0.22
mex,1990,0.11
mex,1991,0.12
mex,1992,0.13
mex,1993,0.14
mex,1994,0.15
mex,1995,0.15
mex,1996,0.16
mex,1997,0.17
mex,1998,0.17
mex,1999,0.17
mex,2000,0.17
mex,2001,0.17
mex,2002,0.16
mex,2003,0.16
mex,2004,0.15
mex,2005,0.15
mex,2006,0.14
mex,2007,0.14
mex,2008,0.14
mex,2009,0.14
mex,2010,0.14
mex,2011,0.15
mex,2012,0.16
mex,2013,0.17
mex,2014,0.16
mex,2015,0.16
mex,2016,0.16
mex,2017,0.16
mex,2018,0.16
mex,2019,0.16
mex,2020,0.16
mli,1990,1.62
mli,1991,1.81
mli,1992,1.82
mli,1993,1.8
mli,1994,1.75
mli,1995,1.65
mli,1996,1.54
mli,1997,1.46
mli,1998,1.27
mli,1999,1.21
mli,2000,1.1
mli,2001,1.02
mli,2002,0.95
mli,2003,0.87
mli,2004,0.84
mli,2005,0.8
mli,2006,0.73
mli,2007,0.69
mli,2008,0.67
mli,2009,0.6
mli,2010,0.54
mli,2011,0.48
mli,2012,0.44
mli,2013,0.44
mli,2014,0.42
mli,2015,0.39
mli,2016,0.36
mli,2017,0.33
mli,2018,0.31
mli,2019,0.29
mli,2020,0.27
mne,1990,0.01
mne,1991,0.01
mne,1992,0.01
mne,1993,0.01
mne,1994,0.01
mne,1995,0.01
mne,1996,0.01
mne,1997,0.01
mne,1998,0.01
mne,1999,0.01
mne,2000,0.01
mne,2001,0.02
mne,2002,0.02
mne,2003,0.02
mne,2004,0.02
mne,2005,0.03
mne,2006,0.03
mne,2007,0.03
mne,2008,0.03
mne,2009,0.04
mne,2010,0.04
mne,2011,0.04
mne,2012,0.04
mne,2013,0.04
mne,2014,0.04
mne,2015,0.04
mne,2016,0.04
mne,2017,0.04
mne,2018,0.04
mne,2019,0.04
mne,2020,0.04
mng,1990,0.01
mng,1991,0.01
mng,1992,0.01
mng,1993,0.01
mng,1994,0.01
mng,1995,0.01
mng,1996,0.01
mng,1997,0.01
mng,1998,0.01
mng,1999,0.01
mng,2000,0.01
mng,2001,0.01
mng,2002,0.01
mng,2003,0.02
mng,2004,0.02
mng,2005,0.02
mng,2006,0.02
mng,2007,0.02
mng,2008,0.02
mng,2009,0.02
mng,2010,0.02
mng,2011,0.02
mng,2012,0.02
mng,2013,0.02
mng,2014,0.02
mng,2015,0.02
mng,2016,0.01
mng,2017,0.01
mng,2018,0.01
mng,2019,0.01
mng,2020,0.01
moz,1990,2.07
moz,1991,2.72
moz,1992,3.42
moz,1993,4.27
moz,1994,5.1
moz,1995,5.91
moz,1996,6.67
moz,1997,7.38
moz,1998,7.98
moz,1999,8.5
moz,2000,8.83
moz,2001,8.94
moz,2002,8.61
moz,2003,8.46
moz,2004,8.11
moz,2005,7.9
moz,2006,7.66
moz,2007,7.12
moz,2008,7.01
moz,2009,6.78
moz,2010,6.92
moz,2011,6.5
moz,2012,6.08
moz,2013,5.85
moz,2014,5.46
moz,2015,5.11
moz,2016,4.78
moz,2017,4.36
moz,2018,4.01
moz,2019,3.72
moz,2020,3.5
mus,1990,0.01
mus,1991,0.01
mus,1992,0.02
mus,1993,0.05
mus,1994,0.1
mus,1995,0.2
mus,1996,0.34
mus,1997,0.54
mus,1998,0.76
mus,1999,0.96
mus,2000,1.1
mus,2001,1.12
mus,2002,1.14
mus,2003,1.15
mus,2004,1.14
mus,2005,1.13
mus,2006,1.14
mus,2007,1.14
mus,2008,1.12
mus,2009,1.1
mus,2010,1.07
mus,2011,1.02
mus,2012,0.94
mus,2013,0.89
mus,2014,0.85
mus,2015,0.81
mus,2016,0.8
mus,2017,0.8
mus,2018,0.79
mus,2019,0.78
mus,2020,0.8
mwi,1990,11.64
mwi,1991,12.58
mwi,1992,13.06
mwi,1993,13.23
mwi,1994,12.92
mwi,1995,12.7
mwi,1996,12.11
mwi,1997,11.43
mwi,1998,10.72
mwi,1999,9.98
mwi,2000,9.24
mwi,2001,8.5
mwi,2002,7.9
mwi,2003,7.31
mwi,2004,6.82
mwi,2005,6.29
mwi,2006,5.8
mwi,2007,5.37
mwi,2008,4.78
mwi,2009,4.48
mwi,2010,4.25
mwi,2011,3.81
mwi,2012,3.44
mwi,2013,3.1
mwi,2014,2.79
mwi,2015,2.49
mwi,2016,2.21
mwi,2017,1.88
mwi,2018,1.61
mwi,2019,1.33
mwi,2020,1.21
mys,1990,0.28
mys,1991,0.42
mys,1992,0.46
mys,1993,0.4
mys,1994,0.33
mys,1995,0.29
mys,1996,0.27
mys,1997,0.26
mys,1998,0.26
mys,1999,0.26
mys,2000,0.26
mys,2001,0.26
mys,2002,0.25
mys,2003,0.24
mys,2004,0.23
mys,2005,0.22
mys,2006,0.21
mys,2007,0.2
mys,2008,0.2
mys,2009,0.19
mys,2010,0.18
mys,2011,0.18
mys,2012,0.18
mys,2013,0.17
mys,2014,0.17
mys,2015,0.16
mys,2016,0.16
mys,2017,0.15
mys,2018,0.16
mys,2019,0.18
mys,2020,0.19
nam,1990,3.88
nam,1991,5.36
nam,1992,7.17
nam,1993,9.27
nam,1994,11.36
nam,1995,13.15
nam,1996,13.93
nam,1997,13.93
nam,1998,13.24
nam,1999,12.39
nam,2000,11.39
nam,2001,10.58
nam,2002,9.87
nam,2003,9.32
nam,2004,8.9
nam,2005,8.16
nam,2006,7.54
nam,2007,6.85
nam,2008,6.23
nam,2009,5.96
nam,2010,5.66
nam,2011,5.32
nam,2012,5.01
nam,2013,4.54
nam,2014,4.16
nam,2015,4.11
nam,2016,3.79
nam,2017,3.66
nam,2018,3.23
nam,2019,2.87
nam,2020,2.44
ner,1990,0.25
ner,1991,0.31
ner,1992,0.37
ner,1993,0.43
ner,1994,0.48
ner,1995,0.52
ner,1996,0.55
ner,1997,0.55
ner,1998,0.54
ner,1999,0.53
ner,2000,0.5
ner,2001,0.45
ner,2002,0.39
ner,2003,0.35
ner,2004,0.3
ner,2005,0.26
ner,2006,0.22
ner,2007,0.17
ner,2008,0.15
ner,2009,0.13
ner,2010,0.08
ner,2011,0.08
ner,2012,0.08
ner,2013,0.07
ner,2014,0.06
ner,2015,0.07
ner,2016,0.06
ner,2017,0.06
ner,2018,0.06
ner,2019,0.05
ner,2020,0.05
nga,1990,0.81
nga,1991,0.91
nga,1992,1
nga,1993,1.09
nga,1994,1.15
nga,1995,1.19
nga,1996,1.21
nga,1997,1.21
nga,1998,1.18
nga,1999,1.15
nga,2000,1.11
nga,2001,1.05
nga,2002,1
nga,2003,0.96
nga,2004,0.91
nga,2005,0.88
nga,2006,0.83
nga,2007,0.8
nga,2008,0.78
nga,2009,0.75
nga,2010,0.72
nga,2011,0.7
nga,2012,0.67
nga,2013,0.61
nga,2014,0.55
nga,2015,0.53
nga,2016,0.51
nga,2017,0.49
nga,2018,0.48
nga,2019,0.46
nga,2020,0.42
nic,1990,0.02
nic,1991,0.02
nic,1992,0.03
nic,1993,0.04
nic,1994,0.05
nic,1995,0.08
nic,1996,0.1
nic,1997,0.13
nic,1998,0.15
nic,1999,0.17
nic,2000,0.16
nic,2001,0.15
nic,2002,0.14
nic,2003,0.14
nic,2004,0.14
nic,2005,0.12
nic,2006,0.12
nic,2007,0.12
nic,2008,0.12
nic,2009,0.12
nic,2010,0.12
nic,2011,0.12
nic,2012,0.12
nic,2013,0.12
nic,2014,0.13
nic,2015,0.12
nic,2016,0.12
nic,2017,0.12
nic,2018,0.12
nic,2019,0.12
nic,2020,0.11
nld,1990,0.05
nld,1991,0.05
nld,1992,0.06
nld,1993,0.06
nld,1994,0.07
nld,1995,0.06
nld,1996,0.06
nld,1997,0.06
nld,1998,0.06
nld,1999,0.06
nld,2000,0.06
nld,2001,0.06
nld,2002,0.06
nld,2003,0.06
nld,2004,0.06
nld,2005,0.07
nld,2006,0.07
nld,2007,0.07
nld,2008,0.06
nld,2009,0.06
nld,2010,0.06
nld,2011,0.05
nld,2012,0.05
nld,2013,0.05
nld,2014,0.04
nld,2015,0.04
nld,2016,0.03
nld,2017,0.03
nld,2018,0.02
nld,2019,0.02
nld,2020,0.02
nor,1990,0.02
nor,1991,0.02
nor,1992,0.02
nor,1993,0.02
nor,1994,0.02
nor,1995,0.02
nor,1996,0.03
nor,1997,0.03
nor,1998,0.04
nor,1999,0.04
nor,2000,0.04
nor,2001,0.05
nor,2002,0.05
nor,2003,0.05
nor,2004,0.06
nor,2005,0.06
nor,2006,0.05
nor,2007,0.05
nor,2008,0.05
nor,2009,0.05
nor,2010,0.04
nor,2011,0.04
nor,2012,0.04
nor,2013,0.03
nor,2014,0.03
nor,2015,0.03
nor,2016,0.02
nor,2017,0.02
nor,2018,0.02
nor,2019,0.01
nor,2020,0.01
npl,1990,0.01
npl,1991,0.01
npl,1992,0.01
npl,1993,0.01
npl,1994,0.01
npl,1995,0.03
npl,1996,0.05
npl,1997,0.1
npl,1998,0.16
npl,1999,0.19
npl,2000,0.19
npl,2001,0.18
npl,2002,0.17
npl,2003,0.16
npl,2004,0.15
npl,2005,0.14
npl,2006,0.13
npl,2007,0.11
npl,2008,0.1
npl,2009,0.09
npl,2010,0.08
npl,2011,0.07
npl,2012,0.06
npl,2013,0.05
npl,2014,0.05
npl,2015,0.05
