geo,time,sl_emp_work_ma_zs
arm,1997,56.05
arm,1998,55.57
arm,1999,54.95
arm,2000,54.73
arm,2001,54.5
arm,2002,55.12
arm,2003,56.08
arm,2004,56.84
arm,2005,58.06
arm,2006,59.41
arm,2007,61.14
arm,2008,62.14
arm,2009,60.43
arm,2010,62.23
arm,2011,59.16
arm,2012,60.6
arm,2013,61.81
arm,2014,57.06
arm,2015,57.28
arm,2016,57.2
arm,2017,58.6
arm,2018,61.32
arm,2019,62.34
aus,1991,76.68
aus,1992,76.34
aus,1993,76.02
aus,1994,76.25
aus,1995,76.41
aus,1996,76.4
aus,1997,76.41
aus,1998,76.28
aus,1999,76.39
aus,2000,75.81
aus,2001,75.44
aus,2002,75.25
aus,2003,75.72
aus,2004,75.9
aus,2005,76.04
aus,2006,76.69
aus,2007,77.59
aus,2008,77.89
aus,2009,77.49
aus,2010,77.47
aus,2011,78.22
aus,2012,79.08
aus,2013,79.3
aus,2014,79.01
aus,2015,79.13
aus,2016,79.14
aus,2017,79.26
aus,2018,79.65
aus,2019,79.72
aut,1991,85.45
aut,1992,85.49
aut,1993,85.48
aut,1994,85.54
aut,1995,85.62
aut,1996,85.45
aut,1997,85.72
aut,1998,85.67
aut,1999,85.88
aut,2000,85.71
aut,2001,85.68
aut,2002,85.39
aut,2003,85.74
aut,2004,85.24
aut,2005,84.94
aut,2006,84.87
aut,2007,84.47
aut,2008,84.4
aut,2009,84.22
aut,2010,83.94
aut,2011,84.47
aut,2012,84.66
aut,2013,84.48
aut,2014,84.27
aut,2015,84.69
aut,2016,84.91
aut,2017,85.39
aut,2018,85.74
aut,2019,85.5
aze,1991,50.82
aze,1992,48.58
aze,1993,46.26
aze,1994,43.63
aze,1995,40.75
aze,1996,38.3
aze,1997,36.3
aze,1998,34.79
aze,1999,33.44
aze,2000,32.78
aze,2001,32.11
aze,2002,31.82
aze,2003,31.88
aze,2004,32.07
aze,2005,32.4
aze,2006,33.13
aze,2007,34.04
aze,2008,34.8
aze,2009,35.73
aze,2010,35.27
aze,2011,34.67
aze,2012,37.42
aze,2013,37.55
aze,2014,37.47
aze,2015,36.83
aze,2016,36.05
aze,2017,35.89
aze,2018,36.36
aze,2019,36.76
bdi,1991,15.19
bdi,1992,15.47
bdi,1993,15.5
bdi,1994,15.48
bdi,1995,15.2
bdi,1996,14.84
bdi,1997,14.87
bdi,1998,15.05
bdi,1999,15.34
bdi,2000,15.36
bdi,2001,15.64
bdi,2002,15.75
bdi,2003,16.41
bdi,2004,16.05
bdi,2005,16.19
bdi,2006,16.31
bdi,2007,17.09
bdi,2008,17.18
bdi,2009,17.64
bdi,2010,17.8
bdi,2011,18.04
bdi,2012,18.45
bdi,2013,18.76
bdi,2014,19.02
bdi,2015,18.67
bdi,2016,19.04
bdi,2017,19.05
bdi,2018,19.12
bdi,2019,19.23
bel,1991,81.55
bel,1992,81.2
bel,1993,80.8
bel,1994,80.69
bel,1995,81.01
bel,1996,80.57
bel,1997,81.19
bel,1998,81.24
bel,1999,81.81
bel,2000,82.3
bel,2001,83.19
bel,2002,83.12
bel,2003,83.03
bel,2004,82.98
bel,2005,82.48
bel,2006,82.38
bel,2007,82.59
bel,2008,83
bel,2009,82.33
bel,2010,82.71
bel,2011,82.53
bel,2012,82.45
bel,2013,81.22
bel,2014,82.15
bel,2015,81.26
bel,2016,81.57
bel,2017,82.62
bel,2018,83.1
bel,2019,82.71
ben,1991,11.66
ben,1992,11.73
ben,1993,11.82
ben,1994,13.63
ben,1995,13.57
ben,1996,13.71
ben,1997,13.93
ben,1998,13.89
ben,1999,14.08
ben,2000,14.26
ben,2001,14.7
ben,2002,14.88
ben,2003,15.1
ben,2004,15
ben,2005,15.17
ben,2006,15.16
ben,2007,15.14
ben,2008,14.99
ben,2009,15.17
ben,2010,15.32
ben,2011,15.15
ben,2012,15.13
ben,2013,15.44
ben,2014,15.76
ben,2015,16.2
ben,2016,15.94
ben,2017,16.49
ben,2018,16.79
ben,2019,17.47
bfa,1991,6.16
bfa,1992,6.18
bfa,1993,6.16
bfa,1994,6.22
bfa,1995,6.24
bfa,1996,6.31
bfa,1997,6.5
bfa,1998,6.53
bfa,1999,6.7
bfa,2000,6.8
bfa,2001,6.96
bfa,2002,7.17
bfa,2003,7.62
bfa,2004,7.93
bfa,2005,8.13
bfa,2006,8.58
bfa,2007,9.38
bfa,2008,9.7
bfa,2009,10.53
bfa,2010,11.6
bfa,2011,12.64
bfa,2012,13.25
bfa,2013,13.7
bfa,2014,14.58
bfa,2015,15.02
bfa,2016,15.69
bfa,2017,16.21
bfa,2018,16.34
bfa,2019,16.73
bgd,1991,34.38
bgd,1992,34.47
bgd,1993,34.57
bgd,1994,34.65
bgd,1995,34.82
bgd,1996,34.99
bgd,1997,35.19
bgd,1998,35.47
bgd,1999,35.78
bgd,2000,36.19
bgd,2001,36.68
bgd,2002,37.08
bgd,2003,37.57
bgd,2004,38.14
bgd,2005,38.87
bgd,2006,39.72
bgd,2007,41.03
bgd,2008,42.33
bgd,2009,43.57
bgd,2010,44.95
bgd,2011,45.03
bgd,2012,45.05
bgd,2013,44.92
bgd,2014,44.71
bgd,2015,44.37
bgd,2016,43.81
bgd,2017,43
bgd,2018,43.27
bgd,2019,43.58
bgr,1991,83.39
bgr,1992,83.02
bgr,1993,82.63
bgr,1994,82.33
bgr,1995,82.05
bgr,1996,81.94
bgr,1997,81.5
bgr,1998,81.32
bgr,1999,80.82
bgr,2000,80.67
bgr,2001,81.7
bgr,2002,82.2
bgr,2003,81.07
bgr,2004,81.3
bgr,2005,83.42
bgr,2006,84.2
bgr,2007,84.99
bgr,2008,85.39
bgr,2009,85.24
bgr,2010,85.27
bgr,2011,85.48
bgr,2012,85.91
bgr,2013,85.11
bgr,2014,84.71
bgr,2015,85.14
bgr,2016,85.82
bgr,2017,85.61
bgr,2018,85.71
bgr,2019,86.81
bhr,1991,93.56
bhr,1992,93.84
bhr,1993,94.21
bhr,1994,94.43
bhr,1995,94.65
bhr,1996,94.85
bhr,1997,95.04
bhr,1998,95.19
bhr,1999,95.37
bhr,2000,95.62
bhr,2001,95.79
bhr,2002,95.14
bhr,2003,95.26
bhr,2004,94.86
bhr,2005,95.35
bhr,2006,95.31
bhr,2007,95.55
bhr,2008,95.65
bhr,2009,95.77
bhr,2010,97.49
bhr,2011,97.44
bhr,2012,97.41
bhr,2013,97.41
bhr,2014,97.4
bhr,2015,97.41
bhr,2016,97.42
bhr,2017,97.42
bhr,2018,97.42
bhr,2019,97.41
bhs,1991,85.19
bhs,1992,82.61
bhs,1993,83.91
bhs,1994,82.71
bhs,1995,83.63
bhs,1996,80.14
bhs,1997,81.15
bhs,1998,81.58
bhs,1999,79.78
bhs,2000,80.73
bhs,2001,81.54
bhs,2002,79.95
bhs,2003,82.09
bhs,2004,82.11
bhs,2005,82.4
bhs,2006,82.65
bhs,2007,82.81
bhs,2008,82.98
bhs,2009,81.09
bhs,2010,80.29
bhs,2011,79.55
bhs,2012,79
bhs,2013,78.51
bhs,2014,78.27
bhs,2015,77.96
bhs,2016,77.87
bhs,2017,77.64
bhs,2018,77.35
bhs,2019,77.24
bih,1991,61.29
bih,1992,61.48
bih,1993,61.57
bih,1994,61.59
bih,1995,61.63
bih,1996,62.28
bih,1997,63.56
bih,1998,65.19
bih,1999,66.72
bih,2000,68.19
bih,2001,69.37
bih,2002,70
bih,2003,70.52
bih,2004,71.11
bih,2005,71.61
bih,2006,72.09
bih,2007,72.72
bih,2008,72.49
bih,2009,74.23
bih,2010,74.24
bih,2011,74.92
bih,2012,72.72
bih,2013,74.62
bih,2014,76.47
bih,2015,76.12
bih,2016,75.89
bih,2017,75.55
bih,2018,78.48
bih,2019,75.76
blr,1991,95.63
blr,1992,95.48
blr,1993,95.14
blr,1994,94.76
blr,1995,94.38
blr,1996,94.04
blr,1997,93.77
blr,1998,93.54
blr,1999,93.35
blr,2000,93.23
blr,2001,93.03
blr,2002,93.03
blr,2003,93.05
blr,2004,93.19
blr,2005,93.3
blr,2006,93.52
blr,2007,93.68
blr,2008,93.91
blr,2009,93.99
blr,2010,94.07
blr,2011,94.24
blr,2012,94.27
blr,2013,94.28
blr,2014,94.26
blr,2015,94.16
blr,2016,94.07
blr,2017,94.07
blr,2018,94.43
blr,2019,94.24
blz,1991,66.21
blz,1992,66.5
blz,1993,66.48
blz,1994,66.09
blz,1995,65.78
blz,1996,62.13
blz,1997,62.48
blz,1998,62.65
blz,1999,63.25
blz,2000,64.35
blz,2001,64.73
blz,2002,65.14
blz,2003,66.01
blz,2004,66.52
blz,2005,67.05
blz,2006,67.4
blz,2007,67.22
blz,2008,67.27
blz,2009,66.89
blz,2010,66.74
blz,2011,66.44
blz,2012,66.04
blz,2013,65.65
blz,2014,68.16
blz,2015,67.79
blz,2016,67.36
blz,2017,66.29
blz,2018,66.03
blz,2019,65.53
bol,1991,36.51
bol,1992,36.4
bol,1993,36.39
bol,1994,36.43
bol,1995,36.51
bol,1996,36.57
bol,1997,36.76
bol,1998,37.02
bol,1999,37.26
bol,2000,36.62
bol,2001,38.38
bol,2002,36.73
bol,2003,40.11
bol,2004,43.67
bol,2005,41.26
bol,2006,39.23
bol,2007,43.62
bol,2008,44.65
bol,2009,47.93
bol,2010,46.5
bol,2011,45.1
bol,2012,44.67
bol,2013,43.61
bol,2014,41.29
bol,2015,42.64
bol,2016,31.06
bol,2017,33.33
bol,2018,34.4
bol,2019,34.23
bra,1991,60.76
bra,1992,60.25
bra,1993,60.32
bra,1994,60.52
bra,1995,60.72
bra,1996,61.51
bra,1997,60.66
bra,1998,60.38
bra,1999,59.55
bra,2000,60.56
bra,2001,61.42
bra,2002,61.56
bra,2003,61.22
bra,2004,61.85
bra,2005,62.2
bra,2006,62.68
bra,2007,63.8
bra,2008,64.94
bra,2009,65.01
bra,2010,65.48
bra,2011,65.68
bra,2012,66.32
bra,2013,65.96
bra,2014,65.83
bra,2015,64.19
bra,2016,63.65
bra,2017,63.35
bra,2018,63
bra,2019,62.76
brb,1991,83.93
brb,1992,83.83
brb,1993,82.47
brb,1994,84.41
brb,1995,84.3
brb,1996,84.43
brb,1997,84.45
brb,1998,84.33
brb,1999,81.92
brb,2000,83.09
brb,2001,81.61
brb,2002,81.64
brb,2003,80.53
brb,2004,80.15
brb,2005,80.35
brb,2006,80.73
brb,2007,80.79
brb,2008,80.73
brb,2009,79.92
brb,2010,79.4
brb,2011,79.19
brb,2012,78.83
brb,2013,78.47
brb,2014,78.15
brb,2015,78.08
brb,2016,78.19
brb,2017,78.11
brb,2018,77.9
brb,2019,77.76
brn,1991,94.37
brn,1992,94.3
brn,1993,94.15
brn,1994,94.02
brn,1995,93.94
brn,1996,93.87
brn,1997,93.73
brn,1998,93.47
brn,1999,93.33
brn,2000,93.22
brn,2001,93
brn,2002,92.89
brn,2003,92.83
brn,2004,92.73
brn,2005,92.63
brn,2006,92.5
brn,2007,92.27
brn,2008,92.2
brn,2009,91.81
brn,2010,91.61
brn,2011,91.53
brn,2012,91.39
brn,2013,91.18
brn,2014,90.93
brn,2015,90.92
brn,2016,90.9
brn,2017,90.81
brn,2018,93.12
brn,2019,92.24
btn,1991,24.02
btn,1992,24.2
btn,1993,24.24
btn,1994,24.41
btn,1995,24.65
btn,1996,25.17
btn,1997,25.5
btn,1998,25.76
btn,1999,26.16
btn,2000,26.82
btn,2001,27.46
btn,2002,28.41
btn,2003,29.27
btn,2004,30.07
btn,2005,31.02
btn,2006,31.77
btn,2007,33.3
btn,2008,34.7
btn,2009,36.1
btn,2010,37.35
btn,2011,38.28
btn,2012,41.28
btn,2013,39.19
btn,2014,38.25
btn,2015,35.93
btn,2016,35.75
btn,2017,35.55
btn,2018,35.25
btn,2019,35.44
bwa,1991,62.14
bwa,1992,63.87
bwa,1993,65.69
bwa,1994,67.21
bwa,1995,75.82
bwa,1996,82.03
bwa,1997,81.74
bwa,1998,81.12
bwa,1999,80.5
bwa,2000,79.31
bwa,2001,78.25
bwa,2002,77.49
bwa,2003,76.8
bwa,2004,75.43
bwa,2005,73.94
bwa,2006,73.01
bwa,2007,73.05
bwa,2008,73.22
bwa,2009,71.92
bwa,2010,72.87
bwa,2011,73.6
bwa,2012,74.53
bwa,2013,75.83
bwa,2014,76.49
bwa,2015,76.55
bwa,2016,76.62
bwa,2017,76.97
bwa,2018,77.28
bwa,2019,77.47
caf,1991,8.86
caf,1992,8.76
caf,1993,8.78
caf,1994,8.76
caf,1995,8.78
caf,1996,8.38
caf,1997,8.21
caf,1998,8.24
caf,1999,8.36
caf,2000,8.34
caf,2001,8.32
caf,2002,8.35
caf,2003,8.1
caf,2004,8.26
caf,2005,8.26
caf,2006,8.48
caf,2007,8.7
caf,2008,9.01
caf,2009,9.26
caf,2010,9.41
caf,2011,9.52
caf,2012,9.75
caf,2013,9.81
caf,2014,9.48
caf,2015,9.33
caf,2016,9.35
caf,2017,9.52
caf,2018,9.67
caf,2019,9.9
can,1991,81.45
can,1992,81.11
can,1993,80.56
can,1994,81.1
can,1995,81
can,1996,80.51
can,1997,79.69
can,1998,79.58
can,1999,79.64
can,2000,80.66
can,2001,81.27
can,2002,81.6
can,2003,81.11
can,2004,80.95
can,2005,80.79
can,2006,81.32
can,2007,80.89
can,2008,80.71
can,2009,80.05
can,2010,80.32
can,2011,80.96
can,2012,81.13
can,2013,81.26
can,2014,81.42
can,2015,81.52
can,2016,81.43
can,2017,81.7
can,2018,81.75
can,2019,81.78
chanisl,1991,82.95
chanisl,1992,82.97
chanisl,1993,83.03
chanisl,1994,83.13
chanisl,1995,83.2
chanisl,1996,83.29
chanisl,1997,83.4
chanisl,1998,83.53
chanisl,1999,83.68
chanisl,2000,83.96
chanisl,2001,83.91
chanisl,2002,83.87
chanisl,2003,83.77
chanisl,2004,83.82
chanisl,2005,83.93
chanisl,2006,84.19
chanisl,2007,84.49
chanisl,2008,84.5
chanisl,2009,84.27
chanisl,2010,84.37
chanisl,2011,84.46
chanisl,2012,84.55
chanisl,2013,84.66
chanisl,2014,84.81
chanisl,2015,84.94
chanisl,2016,85.05
chanisl,2017,85.17
chanisl,2018,85.26
chanisl,2019,85.34
che,1991,80.71
che,1992,80.67
che,1993,80.65
che,1994,80.65
che,1995,80.6
che,1996,80.48
che,1997,79.89
che,1998,80.41
che,1999,80.21
che,2000,80.41
che,2001,80.61
che,2002,80.82
che,2003,80.18
che,2004,81.23
che,2005,81.82
che,2006,82.07
che,2007,82.02
che,2008,81.86
che,2009,82.78
che,2010,82.09
che,2011,82.53
che,2012,82.68
che,2013,82.66
che,2014,82.8
che,2015,83.58
che,2016,83.15
che,2017,83.37
che,2018,83.41
che,2019,83.97
chl,1991,65.95
chl,1992,66.37
chl,1993,66.63
chl,1994,66.88
chl,1995,67.39
chl,1996,67.59
chl,1997,68.43
chl,1998,67.38
chl,1999,66.64
chl,2000,66.63
chl,2001,66.19
chl,2002,66.04
chl,2003,65.63
chl,2004,66.12
chl,2005,67.71
chl,2006,69.57
chl,2007,70.81
chl,2008,71.79
chl,2009,72.08
chl,2010,72.5
chl,2011,73.35
chl,2012,74.74
chl,2013,74.33
chl,2014,73.96
chl,2015,74.07
chl,2016,73.18
chl,2017,71.87
chl,2018,71.78
chl,2019,71.75
chn,1991,27.29
chn,1992,28.49
chn,1993,29.76
chn,1994,31.06
chn,1995,32.16
chn,1996,33.13
chn,1997,33.99
chn,1998,34.64
chn,1999,35.26
chn,2000,36.04
chn,2001,36.86
chn,2002,37.87
chn,2003,39.04
chn,2004,40.27
chn,2005,41.74
chn,2006,43.37
chn,2007,45.18
chn,2008,46.5
chn,2009,47.76
chn,2010,49.13
chn,2011,50.32
chn,2012,51.19
chn,2013,51.98
chn,2014,52.64
chn,2015,53.24
chn,2016,53.73
chn,2017,54.17
chn,2018,55.14
chn,2019,56.28
civ,1991,24.77
civ,1992,24.72
civ,1993,24.57
civ,1994,24.26
civ,1995,24.59
civ,1996,25.15
civ,1997,26.13
civ,1998,26.21
civ,1999,26.8
civ,2000,26.58
civ,2001,25.52
civ,2002,25.43
civ,2003,25.31
civ,2004,25.79
civ,2005,25.94
civ,2006,26.4
civ,2007,26.72
civ,2008,27.45
civ,2009,28.22
civ,2010,28.09
civ,2011,28.08
civ,2012,29.6
civ,2013,30.35
civ,2014,31.48
civ,2015,32.01
civ,2016,32.79
civ,2017,33.54
civ,2018,34.81
civ,2019,36.28
cmr,1991,24.17
cmr,1992,23.67
cmr,1993,22.88
cmr,1994,22.7
cmr,1995,22.96
cmr,1996,23.48
cmr,1997,24.73
cmr,1998,25.67
cmr,1999,27.47
cmr,2000,29.73
cmr,2001,31.21
cmr,2002,30.18
cmr,2003,29
cmr,2004,28.52
cmr,2005,27.76
cmr,2006,27.25
cmr,2007,26.46
cmr,2008,27.11
cmr,2009,26.82
cmr,2010,27.31
cmr,2011,27.95
cmr,2012,28.89
cmr,2013,29.59
cmr,2014,30.27
cmr,2015,30.71
cmr,2016,31.27
cmr,2017,32.09
cmr,2018,32.84
cmr,2019,33.34
cod,1991,16.75
cod,1992,16.3
cod,1993,15.76
cod,1994,15.18
cod,1995,15.06
cod,1996,16.44
cod,1997,14.86
cod,1998,14.57
cod,1999,13.97
cod,2000,14.01
cod,2001,15.13
cod,2002,15.65
cod,2003,15.25
cod,2004,16.23
cod,2005,16.69
cod,2006,17.24
cod,2007,18.34
cod,2008,20.06
cod,2009,20.84
cod,2010,23.11
cod,2011,24.85
cod,2012,26.3
cod,2013,27.44
cod,2014,28.62
cod,2015,29.11
cod,2016,29.12
cod,2017,29.34
cod,2018,30.23
cod,2019,30.02
cog,1991,27.27
cog,1992,27.19
cog,1993,27.06
cog,1994,27.63
cog,1995,27.54
cog,1996,28.53
cog,1997,28.84
cog,1998,27.49
cog,1999,29.73
cog,2000,32.82
cog,2001,31.58
cog,2002,31.46
cog,2003,31.14
cog,2004,32.52
cog,2005,34.81
cog,2006,36.23
cog,2007,34.49
cog,2008,36.37
cog,2009,34.51
cog,2010,38.45
cog,2011,39.03
cog,2012,39.02
cog,2013,38.15
cog,2014,38.13
cog,2015,35.92
cog,2016,34.31
cog,2017,33.8
cog,2018,33.51
cog,2019,33.78
col,1991,46.65
col,1992,46.68
col,1993,46.77
col,1994,46.94
col,1995,47.07
col,1996,47.05
col,1997,47.14
col,1998,47.03
col,1999,46.46
col,2000,46.64
col,2001,46.55
col,2002,48.51
col,2003,48.77
col,2004,47.76
col,2005,47.65
col,2006,47.81
col,2007,47.99
col,2008,47.65
col,2009,45.9
col,2010,45.68
col,2011,46.06
col,2012,46.7
col,2013,47.15
col,2014,47.58
col,2015,47.89
col,2016,47.58
col,2017,47.37
col,2018,46.92
col,2019,49.66
com,1991,39.87
com,1992,40.01
com,1993,39.91
com,1994,39.41
com,1995,39.2
com,1996,38.82
com,1997,38.69
com,1998,38.45
com,1999,38.24
com,2000,38.65
com,2001,38.58
com,2002,38.59
com,2003,38.68
com,2004,38.79
com,2005,40.05
com,2006,41.23
com,2007,42.52
com,2008,43.61
com,2009,44.72
com,2010,45.68
com,2011,46.61
com,2012,47.39
com,2013,48.29
com,2014,49.05
com,2015,48.97
com,2016,48.99
com,2017,49.09
com,2018,48.94
com,2019,48.88
cpv,1991,45.61
cpv,1992,46.17
cpv,1993,46.52
cpv,1994,47.64
cpv,1995,48.84
cpv,1996,50.24
cpv,1997,51.61
cpv,1998,53.3
cpv,1999,54.91
cpv,2000,57.15
cpv,2001,57.9
cpv,2002,58.82
cpv,2003,59.83
cpv,2004,61.16
cpv,2005,62.03
cpv,2006,62.87
cpv,2007,64.39
cpv,2008,65.72
cpv,2009,66.05
cpv,2010,66.29
cpv,2011,66.62
cpv,2012,66.59
cpv,2013,66.65
cpv,2014,66.7
cpv,2015,67.28
cpv,2016,66.86
cpv,2017,66.54
cpv,2018,69.11
cpv,2019,70.33
cri,1991,67.56
cri,1992,69.25
cri,1993,70.14
cri,1994,70.02
cri,1995,69.53
cri,1996,68.52
cri,1997,67.94
cri,1998,68.66
cri,1999,69.18
cri,2000,68.01
cri,2001,67.54
cri,2002,67.34
cri,2003,68.63
cri,2004,67.83
cri,2005,70.48
cri,2006,69.04
cri,2007,71.33
cri,2008,71.4
cri,2009,71.45
cri,2010,72.94
cri,2011,75.46
cri,2012,75.2
cri,2013,71.88
cri,2014,73.42
cri,2015,73.64
cri,2016,74.07
cri,2017,73.65
cri,2018,73.56
cri,2019,71.55
cub,1991,93.25
cub,1992,92.41
cub,1993,91.26
cub,1994,90.82
cub,1995,90.38
cub,1996,90.57
cub,1997,89.2
cub,1998,87.6
cub,1999,85.73
cub,2000,84.79
cub,2001,82.99
cub,2002,82.68
cub,2003,81.44
cub,2004,80.88
cub,2005,81.2
cub,2006,82.65
cub,2007,83.35
cub,2008,83.22
cub,2009,83.63
cub,2010,83.35
cub,2011,75.83
cub,2012,71.68
cub,2013,70.93
cub,2014,70.51
cub,2015,68.58
cub,2016,66.33
cub,2017,64.26
cub,2018,63.58
cub,2019,62.8
cyp,1991,69.72
cyp,1992,69.7
cyp,1993,69.81
cyp,1994,69.66
cyp,1995,70.05
cyp,1996,70.01
cyp,1997,69.77
cyp,1998,70.02
cyp,1999,70.39
cyp,2000,70.67
cyp,2001,70.98
cyp,2002,71.83
cyp,2003,70.49
cyp,2004,70.6
cyp,2005,71.7
cyp,2006,73.61
cyp,2007,74.17
cyp,2008,74.54
cyp,2009,75.52
cyp,2010,76.77
cyp,2011,77.04
cyp,2012,78.62
cyp,2013,77.24
cyp,2014,77.23
cyp,2015,82.12
cyp,2016,82.36
cyp,2017,84.13
cyp,2018,84.06
cyp,2019,83.7
cze,1991,84.89
cze,1992,84.85
cze,1993,84.86
cze,1994,84.81
cze,1995,84.81
cze,1996,84.73
cze,1997,84.55
cze,1998,83.15
cze,1999,81.78
cze,2000,81.07
cze,2001,80.86
cze,2002,79.95
cze,2003,78.19
cze,2004,78.5
cze,2005,79.7
cze,2006,79.84
cze,2007,79.58
cze,2008,79.75
cze,2009,79.2
cze,2010,78.13
cze,2011,78.06
cze,2012,77.81
cze,2013,78.81
cze,2014,78.07
cze,2015,79.12
cze,2016,79.75
cze,2017,79.53
cze,2018,79.43
cze,2019,79.6
deu,1991,89.11
deu,1992,88.59
deu,1993,88.25
deu,1994,87.74
deu,1995,87.66
deu,1996,87.4
deu,1997,87
deu,1998,86.89
deu,1999,86.89
deu,2000,86.77
deu,2001,86.81
deu,2002,86.67
deu,2003,86.1
deu,2004,85.27
deu,2005,85.24
deu,2006,85.48
deu,2007,85.74
deu,2008,86.03
deu,2009,85.76
deu,2010,85.76
deu,2011,85.63
deu,2012,85.68
deu,2013,86.14
deu,2014,86.48
deu,2015,86.64
deu,2016,87.16
deu,2017,87.49
deu,2018,87.83
deu,2019,88.11
dji,1991,68.62
dji,1992,68.15
dji,1993,67.47
dji,1994,66.97
dji,1995,66.35
dji,1996,65.58
dji,1997,64.78
dji,1998,64.03
dji,1999,63.49
dji,2000,62.87
dji,2001,62.46
dji,2002,62.26
dji,2003,62.19
dji,2004,62.17
dji,2005,62.27
dji,2006,62.56
dji,2007,62.94
dji,2008,63.41
dji,2009,63.55
dji,2010,63.98
dji,2011,64.72
dji,2012,65.21
dji,2013,65.91
dji,2014,66.62
dji,2015,67.4
dji,2016,68.1
dji,2017,68.68
dji,2018,69.6
dji,2019,70.44
dnk,1991,85.97
dnk,1992,86.18
dnk,1993,85.87
dnk,1994,87.83
dnk,1995,87.82
dnk,1996,88.04
dnk,1997,87.69
dnk,1998,87.48
dnk,1999,87.91
dnk,2000,87.96
dnk,2001,87.52
dnk,2002,87.91
dnk,2003,87.96
dnk,2004,88.09
dnk,2005,88.08
dnk,2006,88.09
dnk,2007,87.74
dnk,2008,87.4
dnk,2009,86.75
dnk,2010,87.45
dnk,2011,87.52
dnk,2012,87.39
dnk,2013,87.69
dnk,2014,87.99
dnk,2015,88.11
dnk,2016,88.42
dnk,2017,88.91
dnk,2018,89.15
dnk,2019,89.01
dom,1991,52.79
dom,1992,52.62
dom,1993,53.92
dom,1994,56.18
dom,1995,53.4
dom,1996,52.97
dom,1997,52.64
dom,1998,52.12
dom,1999,51.43
dom,2000,50.75
dom,2001,49.4
dom,2002,48.12
dom,2003,47.44
dom,2004,48.71
dom,2005,46.85
dom,2006,46.97
dom,2007,48.16
dom,2008,45.97
dom,2009,44.65
dom,2010,44.72
dom,2011,44.71
dom,2012,45.75
dom,2013,47.35
dom,2014,46.32
dom,2015,48.03
dom,2016,49.61
dom,2017,47.5
dom,2018,48.49
dom,2019,50.36
dza,1991,61.95
dza,1992,61.85
dza,1993,61.6
dza,1994,61.35
dza,1995,61.3
dza,1996,61.31
dza,1997,61.22
dza,1998,61.39
dza,1999,61.55
dza,2000,61.82
dza,2001,62.12
dza,2002,63.42
