geo,time,fm_lbl_bmny_gd_zs
aus,1994,59.22641
aus,1995,60.52414
aus,1996,62.77269
aus,1997,64.01688
aus,1998,65.57256
aus,1999,69.46278
aus,2000,67.61778
aus,2001,70.26617
aus,2002,70.31329
aus,2003,74.65091
aus,2004,77.30945
aus,2005,78.32971
aus,2006,83.46251
aus,2007,90.58327
aus,2008,97.81283
aus,2009,94.3916
aus,2010,100.57193
aus,2011,99.7753
aus,2012,101.25748
aus,2013,105.51113
aus,2014,108.54457
aus,2015,113.29269
aus,2016,118.32734
aus,2017,116.53781
aus,2018,113.89024
aus,2019,123.00903
aus,2020,137.37722
aze,1992,38.59422
aze,1993,54.84959
aze,1994,55.91758
aze,1995,12.31527
aze,1996,11.26034
aze,1997,13.77847
aze,1998,10.72909
aze,1999,11.7409
aze,2000,16.29082
aze,2001,12.93163
aze,2002,12.97995
aze,2003,14.28476
aze,2004,17.65356
aze,2005,14.68335
aze,2006,18.32354
aze,2007,20.79392
aze,2008,21.16298
aze,2009,23.78884
aze,2010,24.79098
aze,2011,26.69478
aze,2012,30.64335
aze,2013,33.1543
aze,2014,36.54487
aze,2015,39.20355
aze,2016,34.572
aze,2017,32.3753
aze,2018,30.04094
aze,2019,35.24743
aze,2020,40.29397
bdi,1964,10.27804
bdi,1965,10.33902
bdi,1966,9.47059
bdi,1967,10.49356
bdi,1968,10.53213
bdi,1969,10.54858
bdi,1970,10.49762
bdi,1971,12.34965
bdi,1972,12.39986
bdi,1973,12.86301
bdi,1974,13.59422
bdi,1975,10.71979
bdi,1976,13.93747
bdi,1977,13.88679
bdi,1978,16.06856
bdi,1979,13.5417
bdi,1980,11.9132
bdi,1981,14.72684
bdi,1982,13.36671
bdi,1983,15.72135
bdi,1984,13.78672
bdi,1985,14.30338
bdi,1986,14.4886
bdi,1987,14.45953
bdi,1988,15.39187
bdi,1989,15.73663
bdi,1990,15.77853
bdi,1991,17.0356
bdi,1992,16.90754
bdi,1993,17.73313
bdi,1994,23.00521
bdi,1995,19.80361
bdi,1996,22.33231
bdi,1997,18.58638
bdi,1998,15.78588
bdi,1999,20.47374
bdi,2000,17.17286
bdi,2001,17.22578
bdi,2002,21.25234
bdi,2003,24.02435
bdi,2004,22.32541
bdi,2005,23.22286
bdi,2006,26.27487
bdi,2007,24.61961
bdi,2008,25.25888
bdi,2009,25.79046
bdi,2010,28.24273
bdi,2011,26.8059
bdi,2012,26.06364
bdi,2013,25.88194
bdi,2014,26.45376
bdi,2015,22.67268
bdi,2016,24.24091
bdi,2017,27.33809
bdi,2018,33.19741
bdi,2019,39.62199
bdi,2020,43.81461
ben,1962,10.09842
ben,1963,9.74019
ben,1964,9.27201
ben,1965,8.65645
ben,1966,8.68021
ben,1967,8.38965
ben,1968,9.03497
ben,1969,9.94749
ben,1970,10.8745
ben,1971,13.29113
ben,1972,13.43809
ben,1973,13.15247
ben,1974,13.81865
ben,1975,21.96233
ben,1976,18.35456
ben,1977,18.94916
ben,1978,18.61507
ben,1979,16.14547
ben,1980,20.43813
ben,1981,21.50166
ben,1982,23.6289
ben,1983,23.2391
ben,1984,24.3231
ben,1985,23.75907
ben,1986,23.58805
ben,1987,20.61794
ben,1988,20.27863
ben,1989,21.74097
ben,1990,25.11561
ben,1991,26.46787
ben,1992,29.6221
ben,1993,26.49094
ben,1994,28.44137
ben,1995,22.87363
ben,1996,23.18018
ben,1997,22.12861
ben,1998,19.50703
ben,1999,16.82628
ben,2000,19.18931
ben,2001,17.9978
ben,2002,14.64104
ben,2003,16.788
ben,2004,14.03384
ben,2005,15.45997
ben,2006,18.53484
ben,2007,20.71098
ben,2008,23.2666
ben,2009,23.95242
ben,2010,25.52344
ben,2011,26.13823
ben,2012,24.88315
ben,2013,26.86197
ben,2014,29.96543
ben,2015,30.98476
ben,2016,29.83209
ben,2017,28.63099
ben,2018,27.9343
ben,2019,27.82163
ben,2020,30.54665
bfa,1962,5.93554
bfa,1963,6.32856
bfa,1964,6.23633
bfa,1965,6.18485
bfa,1966,6.21029
bfa,1967,5.99716
bfa,1968,6.6629
bfa,1969,7.00345
bfa,1970,7.39043
bfa,1971,7.47393
bfa,1972,7.26433
bfa,1973,9.63167
bfa,1974,9.69738
bfa,1975,12.07357
bfa,1976,13.52153
bfa,1977,12.79977
bfa,1978,12.76826
bfa,1979,12.43266
bfa,1980,13.05966
bfa,1981,13.20396
bfa,1982,12.38094
bfa,1983,13.12848
bfa,1984,14.54246
bfa,1985,13.38037
bfa,1986,16.19348
bfa,1987,17.90332
bfa,1988,19.08326
bfa,1989,18.4878
bfa,1990,18.1784
bfa,1991,18.13057
bfa,1992,18.76154
bfa,1993,19.86546
bfa,1994,22.13048
bfa,1995,23.97028
bfa,1996,22.63043
bfa,1997,24.67565
bfa,1998,21.52619
bfa,1999,17.51094
bfa,2000,18.62896
bfa,2001,16.28399
bfa,2002,14.68477
bfa,2003,22.69471
bfa,2004,20.76003
bfa,2005,17.96416
bfa,2006,18.7748
bfa,2007,18.99529
bfa,2008,20.88266
bfa,2009,24.45058
bfa,2010,25.62624
bfa,2011,25.75645
bfa,2012,26.4212
bfa,2013,28.28734
bfa,2014,30.28943
bfa,2015,35.5971
bfa,2016,36.56257
bfa,2017,41.10114
bfa,2018,42.12816
bfa,2019,42.79381
bfa,2020,46.29974
bgd,1974,13.72832
bgd,1975,8.35373
bgd,1976,11.41806
bgd,1977,14.25468
bgd,1978,13.38644
bgd,1979,13.90603
bgd,1980,14.19689
bgd,1981,14.0729
bgd,1982,14.05757
bgd,1983,17.50571
bgd,1984,21.10456
bgd,1985,19.5926
bgd,1986,20.19791
bgd,1987,20.81079
bgd,1988,21.48481
bgd,1989,22.87819
bgd,1990,22.44664
bgd,1991,24.00871
bgd,1992,24.86765
bgd,1993,26.20495
bgd,1994,28.95216
bgd,1995,28.82792
bgd,1996,25.63388
bgd,1997,25.93688
bgd,1998,26.23251
bgd,1999,27.88516
bgd,2000,30.55399
bgd,2001,40.26715
bgd,2002,42.74018
bgd,2003,43.98858
bgd,2004,45.62299
bgd,2005,47.42107
bgd,2006,50.476
bgd,2007,50.28191
bgd,2008,51.18763
bgd,2009,54.88172
bgd,2010,58.7459
bgd,2011,59.81177
bgd,2012,60.74246
bgd,2013,61.39991
bgd,2014,63.33755
bgd,2015,64.50655
bgd,2016,65.84828
bgd,2017,65.6861
bgd,2018,64.30484
bgd,2019,63.69587
bgd,2020,66.85426
bgr,1991,74.53058
bgr,1992,76.38994
bgr,1993,78.96788
bgr,1994,79.70282
bgr,1995,46.12677
bgr,1996,60.23518
bgr,1997,31.24949
bgr,1998,25.11982
bgr,1999,30.09081
bgr,2000,35.0459
bgr,2001,40.06624
bgr,2002,40.94024
bgr,2003,45.76096
bgr,2004,50.462
bgr,2005,53.72423
bgr,2006,59.80663
bgr,2007,66.33388
bgr,2008,62.94797
bgr,2009,65.22377
bgr,2010,67.76514
bgr,2011,70.16612
bgr,2012,74.6821
bgr,2013,81.75526
bgr,2014,80.81518
bgr,2015,82.55305
bgr,2016,83.4401
bgr,2017,83.44044
bgr,2018,84.80272
bgr,2019,85.10987
bgr,2020,94.7228
bhr,1980,48.48122
bhr,1981,58.34374
bhr,1982,32.31347
bhr,1983,61.09029
bhr,1984,56.36772
bhr,1985,65.78596
bhr,1986,77.12556
bhr,1987,75.93312
bhr,1988,72.37979
bhr,1989,72.44648
bhr,1990,58.52213
bhr,1991,66.06821
bhr,1992,67.31314
bhr,1993,65.02112
bhr,1994,64.36562
bhr,1995,65.81209
bhr,1996,65.0469
bhr,1997,67.41926
bhr,1998,80.82233
bhr,1999,78.59812
bhr,2000,63.28995
bhr,2001,69.80637
bhr,2002,72.06706
bhr,2003,66.39632
bhr,2004,58.23676
bhr,2005,58.50414
bhr,2006,58.00549
bhr,2007,68.80869
bhr,2008,69.59958
bhr,2009,82.54481
bhr,2010,81.37511
bhr,2011,75.18577
bhr,2012,73.21389
bhr,2013,74.86081
bhr,2014,77.70966
bhr,2015,86.02026
bhs,1969,37.27492
bhs,1970,34.03151
bhs,1971,32.99616
bhs,1972,34.60822
bhs,1973,30.9137
bhs,1974,32.96964
bhs,1975,38.34284
bhs,1976,42.56346
bhs,1977,39.35484
bhs,1978,38.23883
bhs,1979,32.22495
bhs,1980,31.54347
bhs,1981,32.76551
bhs,1982,34.22036
bhs,1983,35.24354
bhs,1984,32.71765
bhs,1985,30.45202
bhs,1986,31.4095
bhs,1987,33.09506
bhs,1988,34.547
bhs,1989,34.30438
bhs,1990,38.75869
bhs,1991,42.05827
bhs,1992,44.39691
bhs,1993,51.84023
bhs,1994,53.47653
bhs,1995,55.1706
bhs,1996,55.36714
bhs,1997,38.96374
bhs,1998,41.97289
bhs,1999,41.26957
bhs,2000,42.91974
bhs,2001,43.72054
bhs,2002,42.16792
bhs,2003,43.77295
bhs,2004,46.83119
bhs,2005,47.78471
bhs,2006,49.81681
bhs,2007,52.72293
bhs,2008,55.98043
bhs,2009,60.01427
bhs,2010,60.91666
bhs,2011,62.22264
bhs,2012,58.24728
bhs,2013,60.01563
bhs,2014,56.79581
bhs,2015,53.10245
bhs,2016,57.22612
bhs,2017,56.26239
bih,1997,23.47792
bih,1998,25.17838
bih,1999,27.03645
bih,2000,21.89266
bih,2001,36.28661
bih,2002,36.26905
bih,2003,37.31767
bih,2004,42.70223
bih,2005,45.75035
bih,2006,49.36778
bih,2007,53.01261
bih,2008,48.74459
bih,2009,51.24939
bih,2010,53.72429
bih,2011,54.96255
bih,2012,56.85795
bih,2013,60.09834
bih,2014,63.12045
bih,2015,65.22499
bih,2016,67.54029
bih,2017,70.4874
bih,2018,72.33296
bih,2019,74.60584
bih,2020,82.50251
blr,1994,39.0053
blr,1995,14.77267
blr,1996,14.24994
blr,1997,15.75096
blr,1998,30.94054
blr,1999,16.70296
blr,2000,17.6675
blr,2001,14.92027
blr,2002,14.60898
blr,2003,16.11862
blr,2004,17.6819
blr,2005,19.31942
blr,2006,22.08468
blr,2007,25.22096
blr,2008,23.85462
blr,2009,26.81872
blr,2010,29.48402
blr,2011,36.19109
blr,2012,29.45377
blr,2013,28.82214
blr,2014,29.71518
blr,2015,36.36297
blr,2016,35.7402
blr,2017,37.68248
blr,2018,35.34419
blr,2019,36.00456
blr,2020,34.55686
blz,1976,33.12355
blz,1977,31.20697
blz,1978,34.09024
blz,1979,31.5998
blz,1980,27.33075
blz,1981,30.04031
blz,1982,34.32071
blz,1983,38.56235
blz,1984,36.06414
blz,1985,39.43967
blz,1986,42.97562
blz,1987,42.98559
blz,1988,39.38101
blz,1989,38.91122
blz,1990,40.1366
blz,1991,40.94659
blz,1992,39.6719
blz,1993,37.9252
blz,1994,39.61381
blz,1995,43.86616
blz,1996,45.62993
blz,1997,49.89047
blz,1998,50.17696
blz,1999,54.63257
blz,2000,54.08441
blz,2001,57.11176
blz,2002,55.17749
blz,2003,54.4617
blz,2004,57.65049
blz,2005,58.58825
blz,2006,62.15066
blz,2007,68.2645
blz,2008,72.76617
blz,2009,79.44873
blz,2010,75.90805
blz,2011,75.34196
blz,2012,80.22581
blz,2013,78.40178
blz,2014,80.12957
blz,2015,83.467
blz,2016,82.44104
blz,2017,79.07785
blz,2018,78.74419
blz,2019,79.63006
blz,2020,107.98275
bol,1960,9.70083
bol,1961,10.53161
bol,1962,10.97804
bol,1963,12.23152
bol,1964,13.19511
bol,1965,13.85794
bol,1966,15.76352
bol,1967,14.95155
bol,1968,14.84007
bol,1969,15.09507
bol,1970,15.83513
bol,1971,17.35326
bol,1972,17.01136
bol,1973,14.94065
bol,1974,12.96578
bol,1975,13.95465
bol,1976,18.11422
bol,1977,19.8433
bol,1978,19.256
bol,1979,18.4362
bol,1980,20.83243
bol,1981,20.42896
bol,1982,27.15117
bol,1983,21.10796
bol,1984,20.95105
bol,1985,12.14205
bol,1986,10.73902
bol,1987,17.92693
bol,1988,18.84318
bol,1989,19.47785
bol,1990,24.4743
bol,1991,29.77766
bol,1992,34.80103
bol,1993,41.87871
bol,1994,46.03757
bol,1995,42.49223
bol,1996,51.0279
bol,1997,54.71792
bol,1998,55.19878
bol,1999,55.40371
bol,2000,52.17691
bol,2001,63.47843
bol,2002,56.74488
bol,2003,59.34691
bol,2004,50.06967
bol,2005,51.52731
bol,2006,53.36273
bol,2007,60.33327
bol,2008,64.20738
bol,2009,70.1104
bol,2010,69.71874
bol,2011,71.10652
bol,2012,75.39001
bol,2013,78.65996
bol,2014,84.52307
bol,2015,95.61782
bol,2016,92.96938
bol,2017,92.5313
bol,2018,89.70696
bol,2019,86.99403
bol,2020,106.30246
bra,1960,21.93175
bra,1961,21.85781
bra,1962,22.26188
bra,1963,20.38757
bra,1964,18.57051
bra,1965,19.81623
bra,1966,16.30222
bra,1967,18.75868
bra,1968,19.35209
bra,1969,19.34941
bra,1970,19.40815
bra,1971,20.13193
bra,1972,18.75465
bra,1973,18.16994
bra,1974,16.90966
bra,1975,17.15074
bra,1976,15.30022
bra,1977,14.52079
bra,1978,14.5691
bra,1979,15.29884
bra,1980,11.76865
bra,1981,11.52992
bra,1982,10.46821
bra,1983,10.98583
bra,1984,12.78522
bra,1985,14.36892
bra,1986,20.87996
bra,1987,20.65932
bra,1988,80.44764
bra,1989,111.3253
bra,1990,30.39451
bra,1991,35.0296
bra,1992,60.93241
bra,1993,93.65885
bra,1994,45.4613
bra,1995,32.44855
bra,1996,35.11848
bra,1997,36.96513
bra,1998,39.33173
bra,1999,42.81105
bra,2000,46.48659
bra,2001,58.63617
bra,2002,55.00498
bra,2003,56.52636
bra,2004,56.33207
bra,2005,60.13304
bra,2006,63.24978
bra,2007,68.3592
bra,2008,70.48945
bra,2009,76.09042
bra,2010,74.21938
bra,2011,76.82528
bra,2012,79.05286
bra,2013,78.62653
bra,2014,81.90656
bra,2015,88.06963
bra,2016,93.82114
bra,2017,93.05956
bra,2018,93.71303
bra,2019,95.82581
bra,2020,111.52463
brb,1974,46.16945
brb,1975,42.57663
brb,1976,44.71315
brb,1977,43.23434
brb,1978,47.92291
brb,1979,50.01483
brb,1980,37.80206
brb,1981,39.3668
brb,1982,40.98419
brb,1983,42.92599
brb,1984,42.31561
brb,1985,44.12557
brb,1986,43.33633
brb,1987,46.44282
brb,1988,48.51454
brb,1989,45.01214
brb,1990,50.96121
brb,1991,50.37549
brb,1992,55.09274
brb,1993,53.82193
brb,1994,55.51999
brb,1995,56.43821
brb,1996,62.43542
brb,1997,62.6995
brb,1998,60.01959
brb,1999,61.36534
brb,2000,65.25494
brb,2001,87.73364
brb,2002,99.52813
brb,2003,100.78157
brb,2004,104.92016
brb,2005,110.59622
brb,2006,105.51311
brb,2007,115.11803
brb,2008,113.74523
brb,2009,122.58195
brb,2012,102.67318
brb,2013,105.00625
brb,2014,107.88329
brb,2015,114.03831
brb,2016,115.94623
brb,2017,113.86598
brb,2018,111.22692
brn,1999,77.03515
brn,2000,85.72546
brn,2001,77.83412
brn,2002,76.06082
brn,2003,72.49777
brn,2004,72.10194
brn,2005,57.75493
brn,2006,51.33512
brn,2007,54.08717
brn,2008,53.63294
brn,2009,76.8438
brn,2010,67.27119
brn,2011,59.37941
brn,2012,58.65647
brn,2013,62.57479
brn,2014,67.49857
brn,2015,80.80412
brn,2016,92.59695
brn,2017,86.68519
brn,2018,81.57871
brn,2019,84.71877
brn,2020,93.57502
btn,1983,20.51132
btn,1984,20.13358
btn,1985,22.97395
btn,1986,20.67662
btn,1987,17.56025
btn,1988,19.09703
btn,1989,22.72785
btn,1990,21.41796
btn,1991,25.57972
btn,1992,25.48827
btn,1993,28.18299
btn,1994,29.48287
btn,1995,34.48915
btn,1996,32.92431
btn,1997,43.98466
btn,1998,42.74722
btn,1999,49.2348
btn,2000,52.08484
btn,2001,49.20911
btn,2002,60.57121
btn,2003,57.27455
btn,2004,60.52375
btn,2005,60.18764
btn,2006,63.31664
btn,2007,58.07864
btn,2008,66.27062
btn,2009,74.57863
btn,2010,73.41069
btn,2011,65.40155
btn,2012,60.28535
btn,2013,57.84988
btn,2014,64.40622
btn,2015,60.58725
btn,2016,66.31373
btn,2017,70.73476
btn,2018,71.86938
btn,2019,75.7223
btn,2020,100.87395
bwa,1976,26.63833
bwa,1977,28.55358
bwa,1978,24.73648
bwa,1979,29.78075
bwa,1980,28.72597
bwa,1981,25.20846
bwa,1982,23.5051
bwa,1983,24.59463
bwa,1984,22.89749
bwa,1985,26.28068
bwa,1986,23.16367
bwa,1987,30.71223
bwa,1988,25.40097
bwa,1989,28.92469
bwa,1990,21.92021
bwa,1991,27.45639
bwa,1992,28.33217
bwa,1993,21.03786
bwa,1994,20.92185
bwa,1995,20.47826
bwa,1996,19.79454
bwa,1997,22.38968
bwa,1998,28.26306
bwa,1999,28.50095
bwa,2000,24.81621
bwa,2001,39.39923
bwa,2002,45.24854
bwa,2003,47.87831
bwa,2004,46.88414
bwa,2005,44.42584
bwa,2006,41.56482
bwa,2007,48.09431
bwa,2008,52.49906
bwa,2009,52.70287
bwa,2010,49.33968
bwa,2011,42.63982
bwa,2012,44.81359
bwa,2013,42.65785
bwa,2014,39.74031
bwa,2015,48.67058
bwa,2016,42.90886
bwa,2017,43.53052
bwa,2018,45.49782
bwa,2019,47.49378
bwa,2020,52.02011
caf,1963,13.02839
caf,1964,12.38506
caf,1965,15.06775
caf,1966,14.71649
caf,1967,15.48387
caf,1968,16.84892
caf,1969,15.73765
caf,1970,16.23505
caf,1971,15.43335
caf,1972,17.1156
caf,1973,17.13824
caf,1974,19.79804
caf,1975,16.61949
caf,1976,17.76108
caf,1977,16.45954
caf,1978,16.40288
caf,1979,18.20983
caf,1980,21.75356
caf,1981,24.02807
caf,1982,17.67303
caf,1983,19.34181
caf,1984,18.73089
caf,1985,14.78104
caf,1986,15.10548
caf,1987,16.85783
caf,1988,15.13824
caf,1989,16.28848
caf,1990,15.76653
caf,1991,15.24113
caf,1992,15.31669
caf,1993,17.8347
caf,1994,24.39586
caf,1995,21.59301
caf,1996,24.45348
caf,1997,21.25368
caf,1998,17.0925
caf,1999,17.60497
caf,2000,17.0348
caf,2001,15.91463
caf,2002,14.93287
caf,2003,14.38667
caf,2004,16.06062
caf,2005,18.06934
caf,2006,15.92339
caf,2007,14.00403
caf,2008,15.17682
caf,2009,15.50311
caf,2010,16.51147
caf,2011,17.3376
caf,2012,15.78458
caf,2013,25.57295
caf,2014,26.16564
caf,2015,25.71385
caf,2016,25.20804
caf,2017,24.99061
caf,2018,27.80109
caf,2019,28.71422
can,1960,37.06253
can,1961,38.03968
can,1962,35.95066
can,1963,37.29007
can,1964,37.38336
can,1965,37.35976
can,1966,42.95294
can,1967,45.75273
can,1968,47.78097
can,1969,47.06364
can,1970,47.91566
can,1971,48.28778
can,1972,49.51551
can,1973,51.12956
can,1974,50.96899
can,1975,52.4007
can,1976,53.80112
can,1977,55.87437
can,1978,58.88983
can,1979,60.78607
can,1980,60.60216
can,1981,68.52455
can,1982,68.91639
can,1983,65.03547
can,1984,63.72851
can,1985,63.11439
can,1986,65.08971
can,1987,64.76118
can,1988,66.57485
can,1989,70.45481
can,1990,73.52268
can,1991,75.69421
can,1992,78.6535
can,1993,77.07451
can,1994,76.05734
can,1995,75.93504
can,1996,76.42094
can,1997,75.37587
can,1998,74.43884
can,1999,73.18747
can,2000,71.11051
can,2001,154.64181
can,2002,152.21164
can,2003,145.54458
can,2004,144.18973
can,2005,148.54959
can,2006,158.7142
can,2007,112.08855
can,2008,122.64335
che,1960,98.75969
che,1961,96.84252
che,1962,99.36368
che,1963,98.34637
che,1964,99.26606
che,1965,100.16907
che,1966,100.18944
che,1967,100.40967
che,1968,105.29409
che,1969,111.00972
che,1980,87.70189
che,1981,88.53937
che,1982,99.10255
che,1983,99.93633
che,1984,106.37271
che,1985,104.51011
che,1986,102.90108
che,1987,109.59771
che,1988,108.83915
che,1989,107.16949
che,1990,99.6465
che,1991,97.63084
che,1992,98.1253
che,1993,104.56327
che,1994,106.2847
che,1995,109.83785
che,1996,119.41822
che,1997,125.10293
che,1998,127.82246
che,1999,142.25639
che,2000,112.13091
che,2001,113.60359
che,2002,120.43438
che,2003,129.03435
che,2004,128.67484
che,2005,132.44636
che,2006,130.38601
che,2007,126.53908
che,2008,126.24324
che,2009,138.15297
che,2010,140.66983
che,2011,153.56773
che,2012,171.45873
che,2013,175.29516
che,2014,179.99057
che,2015,179.35579
che,2016,182.66424
chl,1960,0
chl,1961,13.72592
chl,1962,24.42136
chl,1963,13.27585
chl,1964,12.6459
chl,1965,11.04998
chl,1966,13.62419
