geo,time,sl_emp_work_zs
bhs,1993,86.76
bhs,1994,85.59
bhs,1995,85.61
bhs,1996,83.23
bhs,1997,85.04
bhs,1998,85.17
bhs,1999,83.99
bhs,2000,85.04
bhs,2001,85.94
bhs,2002,84.52
bhs,2003,85.58
bhs,2004,84.89
bhs,2005,85.38
bhs,2006,85.85
bhs,2007,86.19
bhs,2008,86.57
bhs,2009,86.56
bhs,2010,86.15
bhs,2011,85.7
bhs,2012,85.64
bhs,2013,85.41
bhs,2014,85.29
bhs,2015,85.12
bhs,2016,85.07
bhs,2017,84.97
bhs,2018,84.88
bhs,2019,84.83
bih,1991,60.38
bih,1992,59.23
bih,1993,58.62
bih,1994,59.45
bih,1995,60.88
bih,1996,64.4
bih,1997,66.67
bih,1998,68.31
bih,1999,69.4
bih,2000,70.14
bih,2001,70.68
bih,2002,70.95
bih,2003,71.18
bih,2004,71.67
bih,2005,72.08
bih,2006,72.51
bih,2007,73.01
bih,2008,72.49
bih,2009,72.79
bih,2010,73.44
bih,2011,74.75
bih,2012,72.61
bih,2013,74.88
bih,2014,76.96
bih,2015,76.45
bih,2016,75.96
bih,2017,75.44
bih,2018,78.64
bih,2019,75.1
blr,1991,96.82
blr,1992,96.71
blr,1993,96.5
blr,1994,96.25
blr,1995,96
blr,1996,95.75
blr,1997,95.54
blr,1998,95.37
blr,1999,95.24
blr,2000,95.16
blr,2001,95.05
blr,2002,95.05
blr,2003,95.07
blr,2004,95.17
blr,2005,95.26
blr,2006,95.42
blr,2007,95.54
blr,2008,95.7
blr,2009,95.78
blr,2010,95.85
blr,2011,95.97
blr,2012,96
blr,2013,96.03
blr,2014,96.03
blr,2015,95.99
blr,2016,95.94
blr,2017,95.63
blr,2018,95.82
blr,2019,95.73
blz,1991,68.77
blz,1992,68.93
blz,1993,68.94
blz,1994,68.61
blz,1995,68.4
blz,1996,65.91
blz,1997,66.09
blz,1998,66.28
blz,1999,66.7
blz,2000,67.51
blz,2001,67.81
blz,2002,68.12
blz,2003,68.65
blz,2004,69.03
blz,2005,69.39
blz,2006,69.63
blz,2007,69.47
blz,2008,69.45
blz,2009,69.09
blz,2010,68.89
blz,2011,68.61
blz,2012,68.19
blz,2013,67.8
blz,2014,69.25
blz,2015,67.98
blz,2016,66.5
blz,2017,66.78
blz,2018,66.41
blz,2019,65.91
bol,1991,29.8
bol,1992,29.75
bol,1993,29.78
bol,1994,29.84
bol,1995,29.92
bol,1996,30.06
bol,1997,30.4
bol,1998,30.67
bol,1999,31.1
bol,2000,31.94
bol,2001,33.61
bol,2002,32.32
bol,2003,34.46
bol,2004,36.67
bol,2005,35.33
bol,2006,35.19
bol,2007,38.35
bol,2008,39.19
bol,2009,41.93
bol,2010,40.78
bol,2011,39.66
bol,2012,40.9
bol,2013,39.83
bol,2014,37.31
bol,2015,38.9
bol,2016,30.4
bol,2017,31.14
bol,2018,31.47
bol,2019,31.75
bra,1991,62.47
bra,1992,62.14
bra,1993,62.29
bra,1994,62.45
bra,1995,62.58
bra,1996,63.98
bra,1997,63.22
bra,1998,63.08
bra,1999,62.45
bra,2000,62.9
bra,2001,63.2
bra,2002,63.06
bra,2003,63
bra,2004,63.56
bra,2005,63.47
bra,2006,64.26
bra,2007,65.42
bra,2008,66.45
bra,2009,66.95
bra,2010,67.86
bra,2011,68.51
bra,2012,70.12
bra,2013,69.87
bra,2014,69.99
bra,2015,68.7
bra,2016,68.25
bra,2017,67.7
bra,2018,67.25
bra,2019,66.92
brb,1991,87.29
brb,1992,86.99
brb,1993,85.83
brb,1994,87.01
brb,1995,87.12
brb,1996,87.29
brb,1997,87.84
brb,1998,87.39
brb,1999,86.01
brb,2000,87.3
brb,2001,85.94
brb,2002,85.93
brb,2003,85.56
brb,2004,84.76
brb,2005,84.84
brb,2006,85.12
brb,2007,85.12
brb,2008,85.04
brb,2009,84.47
brb,2010,84.05
brb,2011,83.77
brb,2012,83.49
brb,2013,83.24
brb,2014,83
brb,2015,82.99
brb,2016,83.01
brb,2017,82.93
brb,2018,82.77
brb,2019,82.65
brn,1991,94.93
brn,1992,94.87
brn,1993,94.75
brn,1994,94.66
brn,1995,94.6
brn,1996,94.54
brn,1997,94.41
brn,1998,94.23
brn,1999,94.09
brn,2000,93.96
brn,2001,93.79
brn,2002,93.68
brn,2003,93.58
brn,2004,93.45
brn,2005,93.31
brn,2006,93.17
brn,2007,92.98
brn,2008,92.85
brn,2009,92.57
brn,2010,92.36
brn,2011,92.23
brn,2012,92.09
brn,2013,91.91
brn,2014,91.67
brn,2015,91.56
brn,2016,91.37
brn,2017,91.09
brn,2018,92.43
brn,2019,91.02
btn,1991,22.92
btn,1992,23.02
btn,1993,23.07
btn,1994,23.2
btn,1995,23.4
btn,1996,23.6
btn,1997,23.8
btn,1998,24.03
btn,1999,24.36
btn,2000,24.71
btn,2001,25.2
btn,2002,25.88
btn,2003,26.48
btn,2004,27.03
btn,2005,27.61
btn,2006,28.13
btn,2007,29.01
btn,2008,29.54
btn,2009,30.15
btn,2010,30.89
btn,2011,28.89
btn,2012,29.11
btn,2013,29.2
btn,2014,29.21
btn,2015,27.6
btn,2016,27.61
btn,2017,27.63
btn,2018,27.56
btn,2019,27.89
bwa,1991,61.28
bwa,1992,62.79
bwa,1993,64.49
bwa,1994,66.17
bwa,1995,74.39
bwa,1996,80.29
bwa,1997,79.79
bwa,1998,79.21
bwa,1999,78.44
bwa,2000,77.28
bwa,2001,76.42
bwa,2002,75.59
bwa,2003,74.83
bwa,2004,73.49
bwa,2005,71.96
bwa,2006,70.96
bwa,2007,70.93
bwa,2008,70.97
bwa,2009,69.69
bwa,2010,70.71
bwa,2011,71.56
bwa,2012,72.52
bwa,2013,73.69
bwa,2014,74.34
bwa,2015,74.66
bwa,2016,74.92
bwa,2017,75.4
bwa,2018,75.8
bwa,2019,76.11
caf,1991,7.83
caf,1992,7.65
caf,1993,7.62
caf,1994,7.52
caf,1995,7.51
caf,1996,7.06
caf,1997,6.85
caf,1998,6.81
caf,1999,6.73
caf,2000,6.6
caf,2001,6.57
caf,2002,6.52
caf,2003,6.24
caf,2004,6.31
caf,2005,6.26
caf,2006,6.45
caf,2007,6.61
caf,2008,6.82
caf,2009,7.01
caf,2010,7.11
caf,2011,7.21
caf,2012,7.32
caf,2013,7.02
caf,2014,6.7
caf,2015,6.54
caf,2016,6.52
caf,2017,6.62
caf,2018,6.7
caf,2019,6.85
can,1991,85.26
can,1992,84.86
can,1993,84.28
can,1994,84.47
can,1995,84.33
can,1996,83.8
can,1997,82.9
can,1998,82.82
can,1999,83.05
can,2000,83.87
can,2001,84.75
can,2002,84.8
can,2003,84.6
can,2004,84.57
can,2005,84.39
can,2006,84.73
can,2007,84.5
can,2008,84.42
can,2009,83.9
can,2010,84.19
can,2011,84.54
can,2012,84.64
can,2013,84.57
can,2014,84.69
can,2015,84.62
can,2016,84.68
can,2017,84.76
can,2018,84.67
can,2019,84.77
chanisl,1991,82.83
chanisl,1992,82.87
chanisl,1993,82.95
chanisl,1994,83.05
chanisl,1995,83.15
chanisl,1996,83.24
chanisl,1997,83.38
chanisl,1998,83.52
chanisl,1999,83.68
chanisl,2000,83.95
chanisl,2001,83.96
chanisl,2002,83.96
chanisl,2003,83.9
chanisl,2004,83.95
chanisl,2005,84.05
chanisl,2006,84.27
chanisl,2007,84.54
chanisl,2008,84.57
chanisl,2009,84.42
chanisl,2010,84.51
chanisl,2011,84.58
chanisl,2012,84.65
chanisl,2013,84.76
chanisl,2014,84.88
chanisl,2015,85
chanisl,2016,85.1
chanisl,2017,85.19
chanisl,2018,85.27
chanisl,2019,85.34
che,1991,82.28
che,1992,82.27
che,1993,82.25
che,1994,82.26
che,1995,82.24
che,1996,82.2
che,1997,81.62
che,1998,82.17
che,1999,82.25
che,2000,82.63
che,2001,82.84
che,2002,83.05
che,2003,82.49
che,2004,83.77
che,2005,83.98
che,2006,84.08
che,2007,83.85
che,2008,84.12
che,2009,84.75
che,2010,84.28
che,2011,84.6
che,2012,84.7
che,2013,84.67
che,2014,84.73
che,2015,85.13
che,2016,84.94
che,2017,85.14
che,2018,85.25
che,2019,85.63
chl,1991,68.68
chl,1992,69.01
chl,1993,69.26
chl,1994,69.47
chl,1995,69.91
chl,1996,70.08
chl,1997,70.4
chl,1998,69.19
chl,1999,69.2
chl,2000,69.42
chl,2001,68.61
chl,2002,68.47
chl,2003,68.24
chl,2004,68.16
chl,2005,70.16
chl,2006,71.08
chl,2007,72.13
chl,2008,72.75
chl,2009,73.07
chl,2010,73.51
chl,2011,73.62
chl,2012,74.92
chl,2013,74.58
chl,2014,74.13
chl,2015,74.35
chl,2016,73.53
chl,2017,72.57
chl,2018,72.89
chl,2019,72.79
chn,1991,30.19
chn,1992,31.37
chn,1993,32.6
chn,1994,33.8
chn,1995,34.82
chn,1996,35.68
chn,1997,36.43
chn,1998,36.95
chn,1999,37.44
chn,2000,38.09
chn,2001,38.78
chn,2002,39.62
chn,2003,40.64
chn,2004,41.7
chn,2005,42.96
chn,2006,44.33
chn,2007,45.86
chn,2008,46.99
chn,2009,48.04
chn,2010,49.24
chn,2011,50.25
chn,2012,50.97
chn,2013,51.62
chn,2014,52.17
chn,2015,52.63
chn,2016,53.02
chn,2017,53.4
chn,2018,54.29
chn,2019,55.34
civ,1991,18.22
civ,1992,18.18
civ,1993,18.06
civ,1994,17.81
civ,1995,18.04
civ,1996,18.44
civ,1997,19.2
civ,1998,19.22
civ,1999,19.64
civ,2000,19.48
civ,2001,18.64
civ,2002,18.58
civ,2003,18.52
civ,2004,18.9
civ,2005,19.01
civ,2006,19.38
civ,2007,19.64
civ,2008,20.21
civ,2009,20.85
civ,2010,20.81
civ,2011,20.95
civ,2012,22.18
civ,2013,23.43
civ,2014,24.27
civ,2015,24.51
civ,2016,25.02
civ,2017,26.6
civ,2018,27.75
civ,2019,29.07
cmr,1991,14.92
cmr,1992,14.67
cmr,1993,14.28
cmr,1994,14.21
cmr,1995,14.44
cmr,1996,14.83
cmr,1997,15.7
cmr,1998,16.34
cmr,1999,17.61
cmr,2000,19.27
cmr,2001,20.36
cmr,2002,19.84
cmr,2003,19.2
cmr,2004,19.05
cmr,2005,18.77
cmr,2006,18.67
cmr,2007,18.33
cmr,2008,19.05
cmr,2009,19.05
cmr,2010,19.67
cmr,2011,20.3
cmr,2012,21.19
cmr,2013,21.85
cmr,2014,22.53
cmr,2015,22.98
cmr,2016,23.55
cmr,2017,24.35
cmr,2018,25.08
cmr,2019,25.61
cod,1991,10.34
cod,1992,10.02
cod,1993,9.7
cod,1994,9.43
cod,1995,9.33
cod,1996,10.47
cod,1997,9.14
cod,1998,8.9
cod,1999,8.46
cod,2000,8.55
cod,2001,9.39
cod,2002,9.73
cod,2003,9.38
cod,2004,10.1
cod,2005,10.39
cod,2006,10.72
cod,2007,11.45
cod,2008,12.7
cod,2009,13.23
cod,2010,15.02
cod,2011,16.35
cod,2012,17.46
cod,2013,18.42
cod,2014,19.45
cod,2015,19.76
cod,2016,19.69
cod,2017,20.02
cod,2018,20.83
cod,2019,20.52
cog,1991,16.53
cog,1992,16.48
cog,1993,16.4
cog,1994,16.75
cog,1995,16.72
cog,1996,17.34
cog,1997,17.61
cog,1998,16.82
cog,1999,18.24
cog,2000,20.25
cog,2001,19.49
cog,2002,19.5
cog,2003,19.34
cog,2004,20.3
cog,2005,21.82
cog,2006,22.83
cog,2007,21.8
cog,2008,23.12
cog,2009,21.9
cog,2010,24.45
cog,2011,24.8
cog,2012,24.84
cog,2013,24.27
cog,2014,24.24
cog,2015,22.81
cog,2016,21.81
cog,2017,21.52
cog,2018,21.35
cog,2019,21.64
col,1991,48.4
col,1992,48.45
col,1993,48.57
col,1994,48.74
col,1995,48.89
col,1996,48.84
col,1997,48.91
col,1998,48.74
col,1999,48.09
col,2000,48.22
col,2001,48.16
col,2002,49.81
col,2003,49.7
col,2004,49.06
col,2005,48.98
col,2006,49.14
col,2007,49.32
col,2008,48.99
col,2009,46.88
col,2010,46.6
col,2011,46.45
col,2012,46.82
col,2013,47.67
col,2014,48.49
col,2015,48.95
col,2016,48.87
col,2017,48.91
col,2018,48.61
col,2019,50.44
com,1991,31.83
com,1992,31.96
com,1993,31.84
com,1994,31.37
com,1995,31.13
com,1996,30.73
com,1997,30.54
com,1998,30.22
com,1999,29.92
com,2000,30.16
com,2001,30.01
com,2002,29.92
com,2003,29.91
com,2004,29.93
com,2005,31.15
com,2006,32.32
com,2007,33.71
com,2008,34.83
com,2009,35.98
com,2010,37.1
com,2011,38.23
com,2012,39.26
com,2013,40.46
com,2014,41.43
com,2015,41.4
com,2016,41.49
com,2017,41.62
com,2018,41.55
com,2019,41.57
cpv,1991,43.97
cpv,1992,44.47
cpv,1993,44.69
cpv,1994,45.56
cpv,1995,46.52
cpv,1996,47.72
cpv,1997,48.83
cpv,1998,50.17
cpv,1999,51.4
cpv,2000,53.25
cpv,2001,53.6
cpv,2002,54.14
cpv,2003,55.05
cpv,2004,55.97
cpv,2005,56.45
cpv,2006,56.85
cpv,2007,57.84
cpv,2008,58.99
cpv,2009,59.33
cpv,2010,59.45
cpv,2011,59.58
cpv,2012,59.36
cpv,2013,59.35
cpv,2014,59.4
cpv,2015,59.77
cpv,2016,63.68
cpv,2017,66.21
cpv,2018,68.14
cpv,2019,68.18
cri,1991,69.65
cri,1992,71.92
cri,1993,71.9
cri,1994,71.86
cri,1995,71.38
cri,1996,71.22
cri,1997,69.92
cri,1998,70.94
cri,1999,70.96
cri,2000,70.76
cri,2001,68.83
cri,2002,68.3
cri,2003,69.47
cri,2004,68.77
cri,2005,71.41
cri,2006,70.69
cri,2007,73.04
cri,2008,72.87
cri,2009,72.68
cri,2010,75.19
cri,2011,77.84
cri,2012,77.26
cri,2013,74.5
cri,2014,75.6
cri,2015,75.69
cri,2016,76.56
cri,2017,75.69
cri,2018,74.87
cri,2019,73.36
cub,1991,93.22
cub,1992,92.98
cub,1993,92.64
cub,1994,92.5
cub,1995,92.3
cub,1996,92.61
cub,1997,91.58
cub,1998,90.41
cub,1999,88.94
cub,2000,88.41
cub,2001,87.2
cub,2002,87.15
cub,2003,86.1
cub,2004,85.8
cub,2005,86.12
cub,2006,87.4
cub,2007,88.09
cub,2008,87.83
cub,2009,88.34
cub,2010,88.18
cub,2011,81.47
cub,2012,79.49
cub,2013,78.37
cub,2014,76.92
cub,2015,75.82
cub,2016,74.4
cub,2017,73.1
cub,2018,72.71
cub,2019,72.26
cyp,1991,74
cyp,1992,74.2
cyp,1993,74.24
cyp,1994,74.39
cyp,1995,74.64
cyp,1996,74.71
cyp,1997,74.84
cyp,1998,75.09
cyp,1999,75.43
cyp,2000,75.76
cyp,2001,76.34
cyp,2002,76.96
cyp,2003,76.32
cyp,2004,76.31
cyp,2005,76.78
cyp,2006,78.51
cyp,2007,79.66
cyp,2008,80.05
cyp,2009,80.22
cyp,2010,81.45
cyp,2011,82.05
cyp,2012,83.4
cyp,2013,82.44
cyp,2014,82.11
cyp,2015,85.07
cyp,2016,85.72
cyp,2017,86.81
cyp,2018,86.72
cyp,2019,86.35
cze,1991,88.13
cze,1992,88.09
cze,1993,88.06
cze,1994,88.03
cze,1995,88.03
cze,1996,87.95
cze,1997,87.83
cze,1998,86.57
cze,1999,85.52
cze,2000,85
cze,2001,84.7
cze,2002,84.12
cze,2003,82.59
cze,2004,83.06
cze,2005,83.98
cze,2006,83.86
cze,2007,83.83
cze,2008,83.88
cze,2009,83.23
cze,2010,82.28
cze,2011,81.95
cze,2012,81.59
cze,2013,82.14
cze,2014,82.01
cze,2015,82.66
cze,2016,82.84
cze,2017,82.88
cze,2018,83.06
cze,2019,83.2
deu,1991,90.33
deu,1992,89.97
deu,1993,89.67
deu,1994,89.37
deu,1995,89.28
deu,1996,89.36
deu,1997,89.09
deu,1998,89.02
deu,1999,89.2
deu,2000,89.13
deu,2001,88.87
deu,2002,88.91
deu,2003,88.63
deu,2004,87.93
deu,2005,87.64
deu,2006,87.86
deu,2007,88.01
deu,2008,88.35
deu,2009,88.41
deu,2010,88.43
deu,2011,88.33
deu,2012,88.43
deu,2013,88.8
deu,2014,89.04
deu,2015,89.25
deu,2016,89.58
deu,2017,89.8
deu,2018,90.1
deu,2019,90.39
dji,1991,62.94
dji,1992,62.57
dji,1993,61.99
dji,1994,61.55
dji,1995,61.04
dji,1996,60.38
dji,1997,59.77
dji,1998,59.11
dji,1999,58.74
dji,2000,58.27
dji,2001,57.91
dji,2002,57.8
dji,2003,57.8
dji,2004,57.84
dji,2005,57.94
dji,2006,58.25
dji,2007,58.64
dji,2008,59.13
dji,2009,59.41
dji,2010,59.76
dji,2011,60.41
dji,2012,60.94
dji,2013,61.39
dji,2014,62.03
dji,2015,62.73
dji,2016,63.45
dji,2017,64
dji,2018,64.8
dji,2019,65.55
dnk,1991,89.17
dnk,1992,89.26
dnk,1993,89.25
dnk,1994,90.18
dnk,1995,90.46
dnk,1996,90.67
dnk,1997,90.57
dnk,1998,90.3
dnk,1999,90.72
dnk,2000,90.88
dnk,2001,91.12
dnk,2002,91.13
dnk,2003,90.87
dnk,2004,91.23
dnk,2005,91.11
dnk,2006,90.95
dnk,2007,90.99
dnk,2008,90.83
dnk,2009,90.34
dnk,2010,90.85
dnk,2011,90.9
dnk,2012,90.73
dnk,2013,90.87
dnk,2014,91.03
dnk,2015,91.13
dnk,2016,91.21
dnk,2017,91.66
dnk,2018,91.86
dnk,2019,91.66
dom,1991,57.44
dom,1992,55.73
dom,1993,57.72
dom,1994,60.23
dom,1995,58.31
dom,1996,58.14
dom,1997,58.01
dom,1998,57.8
dom,1999,57.45
dom,2000,57.07
dom,2001,55.51
dom,2002,54.7
dom,2003,54.98
dom,2004,55.88
dom,2005,53.76
dom,2006,54.38
dom,2007,55.1
dom,2008,52.88
dom,2009,52.64
dom,2010,52.49
dom,2011,53.05
dom,2012,54.11
dom,2013,55.19
dom,2014,55.17
dom,2015,55.6
dom,2016,56.93
dom,2017,56.04
dom,2018,56.63
dom,2019,58.23
dza,1991,61.64
dza,1992,61.53
dza,1993,61.32
dza,1994,61.12
dza,1995,61.07
dza,1996,61.09
dza,1997,61.02
dza,1998,61.19
dza,1999,61.39
dza,2000,61.72
dza,2001,62.05
dza,2002,63.49
dza,2003,64.97
