geo,time,fm_ast_prvt_zg_m3
geo,2011,21.90008
geo,2012,14.97174
geo,2013,21.23303
geo,2014,25.3593
geo,2015,23.73
geo,2016,26.02094
geo,2017,18.31777
geo,2018,23.24802
geo,2019,25.31582
geo,2020,24.05868
gha,1961,9.06817
gha,1962,3.90805
gha,1963,11.17764
gha,1964,1.2093
gha,1965,13.19539
gha,1966,1.13145
gha,1967,-4.59879
gha,1968,10.46399
gha,1969,10.54786
gha,1970,0.54058
gha,1971,30.01428
gha,1972,-6.6154
gha,1973,-14.39805
gha,1974,9.76295
gha,1975,4.08446
gha,1976,5.74413
gha,1977,9.21034
gha,1978,5.86903
gha,1979,1.10251
gha,1980,2.42405
gha,1981,5.05751
gha,1982,1.79933
gha,1983,8.6272
gha,1984,15.08949
gha,1985,14.6595
gha,1986,16.88985
gha,1987,7.20001
gha,1988,8.93649
gha,1989,32.14631
gha,1990,4.93848
gha,1991,-2.16721
gha,1992,13.16418
gha,1993,8.4863
gha,1994,11.18747
gha,1995,10.24257
gha,1996,17.14314
gha,1997,20.37007
gha,1998,13.73289
gha,1999,24.44839
gha,2000,24.37062
gha,2001,9.55647
gha,2002,11.79502
gha,2003,13.97223
gha,2004,10.99412
gha,2005,17.57771
gha,2006,18.03617
gha,2007,29.40502
gha,2008,24.15363
gha,2009,11.31234
gha,2010,12.66452
gha,2011,14.39245
gha,2012,15.21605
gha,2013,18.21044
gha,2014,24.21191
gha,2015,15.46876
gha,2016,9.94543
gha,2017,4.36006
gha,2018,-0.59695
gha,2019,10.47298
gha,2020,0.80118
gin,1992,13.11383
gin,1993,9.11506
gin,1994,4.49076
gin,1995,12.13373
gin,1996,2.03819
gin,1997,-0.2839
gin,1998,-6.09163
gin,2001,2.34595
gin,2002,2.72569
gin,2003,5.73268
gin,2004,1.78772
gin,2005,19.77093
gin,2006,19.75
gin,2007,-3.60434
gin,2008,5.21252
gin,2009,-3.82056
gin,2010,12.30986
gin,2011,14.77158
gin,2012,0.63585
gin,2013,9.79716
gin,2014,14.81139
gin,2015,11.54792
gin,2016,3.19243
gin,2017,1.35045
gin,2018,8.14296
gin,2019,10.09048
gin,2020,2.73596
gmb,1965,19.50806
gmb,1966,4.23323
gmb,1967,10.59322
gmb,1968,6.88259
gmb,1969,5.80162
gmb,1970,9.79104
gmb,1971,10.68663
gmb,1972,-22.86742
gmb,1973,20.22929
gmb,1974,8.16433
gmb,1975,-2.65089
gmb,1976,33.72991
gmb,1977,20.90961
gmb,1978,35.73637
gmb,1979,8.69759
gmb,1980,18.90741
gmb,1981,6.9129
gmb,1982,-0.93927
gmb,1983,27.32641
gmb,1984,12.83549
gmb,1985,31.97668
gmb,1986,-7.75248
gmb,1987,-2.62661
gmb,1988,7.19588
gmb,1989,6.58058
gmb,1990,7.81007
gmb,1991,7.25649
gmb,1992,-11.60095
gmb,1993,18.97551
gmb,1994,3.06768
gmb,1995,-4.95119
gmb,1996,0.06886
gmb,1997,8.56694
gmb,1998,5.40136
gmb,1999,7.83025
gmb,2000,4.18758
gmb,2001,11.22153
gmb,2002,14.10212
gmb,2003,12.57258
gmb,2004,-3.93995
gmb,2005,4.7326
gmb,2006,6.86592
gmb,2007,3.50964
gmb,2008,7.62861
gmb,2009,5.3295
gmb,2010,5.05827
gmb,2011,1.67759
gmb,2012,1.73748
gmb,2013,2.32004
gmb,2014,-2.26974
gmb,2018,5.21368
gmb,2019,5.58615
gmb,2020,0.40017
gnb,1987,77.71429
gnb,1988,63.96495
gnb,1989,94.04626
gnb,1990,90.52177
gnb,1991,2.2106
gnb,1992,28.30568
gnb,1993,49.22901
gnb,1994,42.24652
gnb,1995,-6.74331
gnb,1996,10.46091
gnb,1997,21.83234
gnb,1998,3.86183
gnb,1999,-8.04897
gnb,2000,5.54882
gnb,2001,-16.72865
gnb,2002,-2.03945
gnb,2003,2.86509
gnb,2004,4.81128
gnb,2005,3.34789
gnb,2006,4.48576
gnb,2007,8.20344
gnb,2008,15.11855
gnb,2009,-3.67747
gnb,2010,11.7816
gnb,2011,15.88878
gnb,2012,11.12971
gnb,2013,0.13099
gnb,2014,5.9382
gnb,2015,-9.26294
gnb,2016,-0.4289
gnb,2017,14.41358
gnb,2018,5.70787
gnb,2019,1.43564
gnb,2020,2.38836
gnq,1986,20.45252
gnq,1987,-8.03987
gnq,1988,-1.50519
gnq,1989,7.37237
gnq,1990,1.01484
gnq,1991,108.19022
gnq,1992,-131.73509
gnq,1993,-128.27237
gnq,1994,8.02469
gnq,1995,14.77902
gnq,1996,24.2128
gnq,1997,35.26596
gnq,1998,11.7171
gnq,1999,34.32299
gnq,2000,16.41545
gnq,2001,21.09921
gnq,2002,24.95971
gnq,2003,-0.70956
gnq,2004,7.62658
gnq,2005,14.68275
gnq,2006,11.56382
gnq,2007,16.15111
gnq,2008,42.75335
gnq,2009,8.72572
gnq,2010,10.44276
gnq,2011,16.96678
gnq,2012,-10.18422
gnq,2013,13.2266
gnq,2014,8.27618
gnq,2015,8.11107
gnq,2016,1.59342
gnq,2017,0.50204
gnq,2018,3.51716
gnq,2019,-1.94895
grd,1971,16.89355
grd,1972,17.1365
grd,1973,8.14631
grd,1974,-8.6169
grd,1975,-3.51144
grd,1976,-3.95833
grd,1977,11.87734
grd,1978,10.26435
grd,1979,4.00451
grd,1980,6.48217
grd,1981,2.1153
grd,1982,2.61411
grd,1983,-1.92715
grd,1984,3.9108
grd,1985,19.13864
grd,1986,23.92093
grd,1987,16.16148
grd,1988,9.45197
grd,1989,19.4313
grd,1990,-0.6786
grd,1991,4.62832
grd,1992,7.19839
grd,1993,24.21223
grd,1994,0.19124
grd,1995,4.01865
grd,1996,9.29522
grd,1997,13.51603
grd,1998,12.81627
grd,1999,9.81765
grd,2000,11.45881
grd,2001,0.73028
grd,2002,0.8069
grd,2003,2.72498
grd,2004,4.46336
grd,2005,5.32939
grd,2006,8.41559
grd,2007,11.24533
grd,2008,8.31048
grd,2009,4.64178
grd,2010,4.74537
grd,2011,1.74641
grd,2012,0.18819
grd,2013,-5.01031
grd,2014,-4.13093
grd,2015,-2.83685
grd,2016,-0.13369
grd,2017,0.4992
grd,2018,1.71127
grd,2019,1.02777
grd,2020,1.85705
gtm,1961,5.87361
gtm,1962,2.85307
gtm,1963,11.29568
gtm,1964,11.50865
gtm,1965,8.89698
gtm,1966,6.39731
gtm,1967,9.29832
gtm,1968,5.2975
gtm,1969,5.59316
gtm,1970,2.15805
gtm,1971,2.68495
gtm,1972,5.39568
gtm,1973,6.99793
gtm,1974,15.94791
gtm,1975,8.39265
gtm,1976,9.51632
gtm,1977,14.42832
gtm,1978,13.72412
gtm,1979,12.01232
gtm,1980,14.98724
gtm,1981,9.01176
gtm,1982,5.24558
gtm,1983,9.04184
gtm,1984,8.90306
gtm,1985,8.03372
gtm,1986,6.5926
gtm,1987,14.53309
gtm,1988,9.79395
gtm,1989,6.58013
gtm,1990,19.81303
gtm,1991,10.78727
gtm,1992,19.96214
gtm,1993,8.5022
gtm,1994,16.47987
gtm,1995,36.06746
gtm,1996,10.15339
gtm,1997,10.90107
gtm,1998,24.7349
gtm,1999,9.56582
gtm,2000,5.6597
gtm,2001,6.77053
gtm,2002,3.10948
gtm,2003,21.56986
gtm,2004,5.49916
gtm,2005,3.18671
gtm,2006,13.12685
gtm,2007,7.95523
gtm,2008,5.94836
gtm,2009,-2.12744
gtm,2010,0.88461
gtm,2011,4.93242
gtm,2012,22.53781
gtm,2013,6.98826
gtm,2014,5.90337
gtm,2015,8.18758
gtm,2016,4.88852
gtm,2017,2.23446
gtm,2018,2.96411
gtm,2019,3.06802
gtm,2020,3.89846
guy,1961,-5.46624
guy,1962,-0.98684
guy,1963,-0.13928
guy,1964,3.68609
guy,1965,-0.83682
guy,1966,9.84252
guy,1967,5.78755
guy,1968,11.17052
guy,1969,8.64259
guy,1970,8.89918
guy,1971,3.6153
guy,1972,1.47546
guy,1973,8.1943
guy,1974,3.0909
guy,1975,4.57383
guy,1976,1.74893
guy,1977,0.27001
guy,1978,2.76537
guy,1979,6.95303
guy,1980,5.10144
guy,1981,8.15889
guy,1982,5.22475
guy,1983,5.1112
guy,1984,5.84211
guy,1985,3.31004
guy,1986,6.87925
guy,1987,11.73421
guy,1988,16.0404
guy,1989,18.79279
guy,1990,20.53759
guy,1991,21.34613
guy,1992,10.72472
guy,1993,6.16636
guy,1994,10.03584
guy,1995,17.3624
guy,1996,28.07954
guy,1997,13.7712
guy,1998,10.84375
guy,1999,6.2527
guy,2000,4.08249
guy,2001,4.88229
guy,2002,2.88041
guy,2003,-6.89842
guy,2004,-0.66618
guy,2005,3.08311
guy,2006,6.50414
guy,2007,6.95555
guy,2008,7.87229
guy,2009,3.58408
guy,2010,7.23272
guy,2011,8.3748
guy,2012,9.25496
guy,2013,7.44917
guy,2014,5.23251
guy,2015,3.34733
guy,2016,1.14235
guy,2017,1.18846
guy,2018,2.35554
guy,2019,4.49902
guy,2020,1.3263
hkg,1992,7.94514
hkg,1993,15.98028
hkg,1994,16.59777
hkg,1995,9.82166
hkg,1996,14.12269
hkg,1997,18.54361
hkg,1998,-6.24447
hkg,1999,-8.56523
hkg,2000,1.68009
hkg,2001,-1.42472
hkg,2002,-2.60173
hkg,2003,-1.75064
hkg,2004,2.1511
hkg,2005,3.31388
hkg,2006,0.97412
hkg,2007,4.7968
hkg,2008,2.90014
hkg,2009,3.7192
hkg,2010,13.70019
hkg,2011,11.01152
hkg,2012,2.09102
hkg,2013,9.06221
hkg,2014,8.00294
hkg,2015,-3.46529
hkg,2016,4.00725
hkg,2017,6.46061
hkg,2018,2.7953
hkg,2019,4.74709
hkg,2020,1.68164
hnd,1961,6.1144
hnd,1962,6.49718
hnd,1963,6.77258
hnd,1964,12.55743
hnd,1965,20.89041
hnd,1966,20.60712
hnd,1967,22.86013
hnd,1968,14.62793
hnd,1969,25.15667
hnd,1970,18.28442
hnd,1971,7.1805
hnd,1972,13.21822
hnd,1973,24.52337
hnd,1974,16.04542
hnd,1975,23.92255
hnd,1976,26.1473
hnd,1977,28.17976
hnd,1978,19.06933
hnd,1979,15.38685
hnd,1980,10.46211
hnd,1981,9.14926
hnd,1982,13.65162
hnd,1983,12.05263
hnd,1984,10.26733
hnd,1985,12.97989
hnd,1986,9.71387
hnd,1987,17.75241
hnd,1988,6.03732
hnd,1989,8.84575
hnd,1990,12.28906
hnd,1991,9.43219
hnd,1992,21.13824
hnd,1993,12.68193
hnd,1994,21.73342
hnd,1995,18.0451
hnd,1996,27.85891
hnd,1997,45.14737
hnd,1998,26.2311
hnd,1999,17.57189
hnd,2000,11.621
hnd,2001,15.30411
hnd,2002,5.90731
hnd,2003,9.49812
hnd,2004,12.23006
hnd,2005,12.80409
hnd,2006,22.18569
hnd,2007,26.0116
hnd,2008,9.03066
hnd,2009,2.82456
hnd,2010,2.6466
hnd,2011,10.56572
hnd,2012,15.48358
hnd,2013,11.22949
hnd,2014,11.00084
hnd,2015,9.95723
hnd,2016,12.91043
hnd,2017,9.37116
hnd,2018,13.70767
hnd,2019,9.01755
hnd,2020,3.21445
hrv,1994,68.88508
hrv,1995,30.4974
hrv,1996,3.77498
hrv,1997,39.65609
hrv,1998,20.76613
hrv,1999,-6.41789
hrv,2000,7.27324
hrv,2001,17.54591
hrv,2002,19.99369
hrv,2003,11.83753
hrv,2004,11.79501
hrv,2005,14.3514
hrv,2006,20.5797
hrv,2007,14.14407
hrv,2008,11.00847
hrv,2009,-0.61955
hrv,2010,1.6428
hrv,2011,3.62899
hrv,2012,0.17448
hrv,2013,-1.52415
hrv,2014,-2.20718
hrv,2015,-2.96687
hrv,2016,-3.07681
hrv,2017,-0.65763
hrv,2018,1.43984
hrv,2019,1.91874
hrv,2020,2.4485
hti,1961,4.19075
hti,1962,1.09254
hti,1963,3.49345
hti,1964,1.53392
hti,1965,3.20794
hti,1966,1.50928
hti,1967,6.06973
hti,1968,-1.86333
hti,1969,4.63662
hti,1970,3.95498
hti,1971,4.36056
hti,1972,12.92586
hti,1973,27.99442
hti,1974,28.58073
hti,1975,20.25718
hti,1976,16.96374
hti,1977,12.63747
hti,1978,20.46721
hti,1979,1.92425
hti,1980,6.54744
hti,1981,8.39135
hti,1982,-0.248
hti,1983,-4.41159
hti,1984,4.35777
hti,1985,2.33998
hti,1986,-0.90875
hti,1987,-1.36324
hti,1988,6.6748
hti,1989,8.59632
hti,1990,-0.56793
hti,1991,1.31801
hti,1992,4.55163
hti,1993,6.09947
hti,1994,8.36322
hti,1995,15.70699
hti,1996,6.07065
hti,1997,16.83626
hti,1998,2.41611
hti,1999,5.68447
hti,2000,8.44348
hti,2001,1.8318
hti,2002,11.70211
hti,2003,8.07517
hti,2004,0.271
hti,2005,7.08553
hti,2006,3.54904
hti,2007,1.3819
hti,2008,8.40192
hti,2009,4.4417
hti,2010,-1.40602
hti,2011,5.60815
hti,2012,12.095
hti,2013,4.99187
hti,2014,4.93608
hti,2015,0.27835
hti,2016,5.16919
hti,2017,3.32043
hti,2018,8.20378
hti,2019,3.2305
hti,2020,-1.63126
hun,1983,6.62599
hun,1984,9.78383
hun,1985,11.5281
hun,1986,12.69542
hun,1987,10.48543
hun,1988,3.86363
hun,1989,22.50934
hun,1990,22.97903
hun,1991,0.55694
hun,1992,0.40805
hun,1993,1.48228
hun,1994,7.57718
hun,1995,4.8829
hun,1996,9.37126
hun,1997,16.75804
hun,1998,9.1509
hun,1999,11.48472
hun,2000,24.08158
hun,2001,13.0069
hun,2002,13.83833
hun,2003,12.45142
hun,2004,14.0725
hun,2005,15.80384
hun,2006,15.43092
hun,2007,17.09958
hun,2008,17.43683
hun,2009,-2.01159
hun,2010,4.30708
hun,2011,0.64812
hun,2012,-11.63965
hun,2013,-3.49065
hun,2014,-0.13899
hun,2015,-8.96951
hun,2016,-0.90781
hun,2017,3.02098
hun,2018,5.72137
hun,2019,7.2188
hun,2020,8.88315
idn,1981,23.59093
idn,1982,26.94081
idn,1983,23.27355
idn,1984,26.97444
idn,1985,20
idn,1986,21.74459
idn,1987,25.42588
idn,1988,32.48309
idn,1989,46.02964
idn,1990,66.45389
idn,1991,19.57049
idn,1992,10.43968
idn,1993,27.46508
idn,1994,25.66794
idn,1995,25.85828
idn,1996,23.59609
idn,1997,30.84264
idn,1998,36.09546
idn,1999,-49.35293
idn,2000,7.82064
idn,2001,7.66039
idn,2002,6.39561
idn,2003,8.4899
idn,2004,15.17993
idn,2005,12.30866
idn,2006,7.35523
idn,2007,13.31581
idn,2008,18.68928
idn,2009,4.9935
idn,2010,12.86503
idn,2011,17.28583
idn,2012,16.33351
idn,2013,15.62801
idn,2014,10.46734
idn,2015,7.99004
idn,2016,6.4565
idn,2017,5.93184
idn,2018,8.41228
idn,2019,4.91382
idn,2020,-0.36673
ind,1961,5.3443
ind,1962,5.27757
ind,1963,6.7454
ind,1964,4.02547
ind,1965,6.25117
ind,1966,7.21178
ind,1967,5.67819
ind,1968,6.70935
ind,1969,8.2486
ind,1970,7.85534
ind,1971,10.0048
ind,1972,7.48978
ind,1973,12.32124
ind,1974,8.95448
ind,1975,13.65254
ind,1976,17.88579
ind,1977,9.1108
ind,1978,11.16303
ind,1979,9.96789
ind,1980,9.87134
ind,1981,12.74594
ind,1982,12.0488
ind,1983,11.00697
ind,1984,11.90847
ind,1985,8.99366
ind,1986,10.89128
ind,1987,7.31949
ind,1988,10.8066
ind,1989,12.4055
ind,1990,5.86373
ind,1991,5.84961
ind,1992,10.51682
ind,1993,6.17959
ind,1994,8.70501
ind,1995,6.00398
ind,1996,10.48336
ind,1997,6.02854
ind,1998,7.58676
ind,1999,9.9037
ind,2000,9.94392
ind,2001,4.80398
ind,2002,10.67228
ind,2003,4.99064
ind,2004,15.30454
ind,2005,14.66991
ind,2006,16.83811
ind,2007,13.0861
ind,2008,14.05424
ind,2009,7.75863
ind,2010,15.80848
ind,2011,10.47407
ind,2012,9.85852
ind,2013,9.47876
ind,2014,6.64825
ind,2015,6.94448
ind,2016,3.85685
ind,2017,6.81014
ind,2018,9.27158
ind,2019,4.90788
ind,2020,4.00924
irn,1961,12.54081
irn,1962,-2.69513
irn,1963,12.86729
irn,1964,13.67561
irn,1965,7.90426
irn,1966,11.84498
irn,1967,10.3744
irn,1968,14.21411
irn,1969,10.35212
irn,1970,14.95795
irn,1971,12.08747
irn,1972,19.79846
irn,1973,24.68897
irn,1974,20.34749
irn,1975,33.11215
irn,1976,28.82329
irn,1977,12.0192
irn,1980,11.49287
irn,1981,2.44485
irn,1982,2.01785
irn,1983,8.57764
irn,1984,0.38235
irn,1987,5.45796
irn,1988,4.15063
irn,1989,10.72246
irn,1990,14.72421
irn,1991,16.33042
irn,1992,17.98862
irn,1993,17.16001
irn,1994,13.02653
irn,1995,9.76958
irn,1996,11.26635
irn,1997,12.10648
irn,1998,9.4495
irn,1999,15.49525
irn,2000,45.92342
irn,2001,24.51696
irn,2002,25.11932
irn,2003,28.43122
irn,2004,33.67612
irn,2005,32.19515
irn,2006,37.43032
irn,2007,37.73713
irn,2008,15.20064
irn,2009,15.07915
irn,2010,27.35655
irn,2011,28.48798
irn,2012,15.92585
irn,2013,18.80898
irn,2014,22.78697
irn,2015,10.98025
irn,2016,20.07297
irq,1961,6.43452
irq,1962,2.41935
irq,1963,1.21622
irq,1964,2.32274
irq,1965,34.96999
irq,1966,3.28891
irq,1967,-1.42225
irq,1968,4.62823
irq,1969,2.18599
irq,1970,6.53
irq,1971,1.89979
irq,1972,0.92177
irq,1973,3.46143
irq,1974,11.08804
irq,1975,7.50207
irq,1976,6.3723
irq,2005,3.27294
irq,2006,6.84973
irq,2007,2.98854
irq,2008,5.3177
irq,2009,1.96284
irq,2010,8.12896
irq,2011,4.93016
irq,2012,4.38804
irq,2013,2.99922
irq,2014,0.91066
irq,2015,1.15891
irq,2016,0.73003
irq,2017,1.46496
irq,2018,2.05107
isl,1961,10.78044
isl,1962,14.04819
isl,1963,14.66281
isl,1964,-1.18827
isl,1965,25.57887
isl,1966,16.74463
isl,1967,15.57241
isl,1968,13.85044
isl,1969,9.28992
isl,1970,17.23174
isl,1971,19.35097
isl,1972,16.21865
isl,1973,31.57411
isl,1974,52.7493
isl,1975,35.48863
isl,1976,31.63429
isl,1977,44.19037
isl,1978,52.47352
isl,1979,61.89743
isl,1980,70.43804
isl,1981,75.7984
isl,1982,139.35923
isl,1983,138.8105
isl,1984,62.94655
isl,1985,54.44994
isl,1986,22.81202
isl,1987,51.7853
isl,1988,49.40206
isl,1989,59.68149
isl,1990,8.46107
isl,1991,13.89512
isl,1992,8.42376
isl,1993,3.84216
isl,1994,1.64323
isl,1995,7.60022
isl,1996,16.20221
isl,1997,61.34343
isl,1998,13.71782
isl,1999,36.89848
isl,2000,75.236
isl,2001,33.3125
isl,2002,27.93537
isl,2003,60.48842
isl,2004,90.04884
isl,2005,180.32066
isl,2006,168.15907
isl,2007,-27.60179
isl,2008,-29.60186
isl,2009,-16.29352
isl,2010,-7.65692
isl,2011,-18.83921
isl,2012,-15.08431
isl,2013,-4.2576
isl,2014,-9.42775
isl,2015,3.04927
isl,2016,5.74868
isl,2017,10.895
isl,2018,16.90554
isl,2019,5.4902
isl,2020,12.67941
isr,1961,11.42857
isr,1962,14.11765
isr,1963,10
isr,1964,18.14815
isr,1965,10.21021
isr,1966,15.24548
isr,1967,7.72627
isr,1968,11.3438
isr,1969,11.35057
isr,1970,13.54037
isr,1971,13.67876
isr,1972,25.78663
isr,1973,35.701
isr,1974,60.77769
isr,1975,47.44896
isr,1976,41.00641
isr,1977,83.59736
isr,1978,130.29105
isr,1979,280.37127
isr,1980,460.71883
isr,1981,351.38676
isr,1982,108.92882
isr,1983,126.40268
isr,1984,307.77945
isr,1985,106.15417
isr,1986,22.71647
isr,1987,25.51933
isr,1988,21.46092
isr,1989,17.01481
isr,1990,18.47226
isr,1991,19.53064
isr,1992,21.29069
isr,1993,25.046
isr,1994,24.07605
isr,1995,18.34415
isr,1996,16.97405
isr,1997,13.70769
isr,1998,16.51941
isr,1999,12.49836
isr,2000,10.72079
isr,2001,7.06572
isr,2002,7.5949
isr,2003,-3.06578
isr,2004,1.90948
isr,2005,7.36986
isr,2006,3.25146
isr,2007,-2.30016
isr,2008,9.23448
isr,2009,-0.28767
isr,2010,8.50401
isr,2011,7.1266
isr,2012,3.74096
isr,2013,3.03957
isr,2014,4.16383
isr,2015,4.60524
isr,2016,2.57316
isr,2017,3.26591
isr,2018,4.66049
isr,2019,3.14293
isr,2020,3.32736
jam,1961,8.36614
jam,1962,-4.32855
jam,1963,-4.9701
jam,1964,19.19319
jam,1965,14.27493
jam,1966,4.73413
jam,1967,5.58469
jam,1968,12.39979
jam,1969,25.06099
jam,1970,10.08579
jam,1971,11.88753
jam,1972,18.70411
jam,1973,23.3113
jam,1974,18.31678
jam,1975,9.61379
jam,1976,-1.03942
jam,1977,-8.2377
jam,1978,9.87973
jam,1979,9.35171
jam,1980,9.48256
jam,1981,15.29169
jam,1982,20.46051
jam,1983,15.54653
jam,1984,8.66832
jam,1985,4.96199
jam,1986,10.87204
jam,1987,15.04024
jam,1988,14.61368
jam,1989,15.33591
jam,1990,8.31717
jam,1991,19.36708
jam,1992,14.78318
jam,1993,20.40809
jam,1994,11.61769
jam,1995,18.02382
jam,1996,5.34245
jam,1997,0.24138
jam,1998,14.22554
jam,1999,5.03774
jam,2000,9.64832
jam,2001,-28.33165
jam,2002,7.37021
jam,2003,13.61348
jam,2004,9.86009
jam,2005,7.68654
jam,2006,11.84852
jam,2007,16.11041
jam,2008,14.37325
jam,2009,0.82424
jam,2010,-0.06673
jam,2011,5.57228
jam,2012,9.18645
jam,2013,7.91101
jam,2014,3.98594
jam,2015,6.69529
jam,2016,8.35189
jam,2017,23.33161
jam,2018,9.28379
jam,2019,13.67471
jam,2020,7.99364
jor,1961,7.17054
jor,1962,6.26404
jor,1963,12.75558
jor,1964,4.37851
jor,1965,7.00443
jor,1966,8.63643
jor,1967,-0.4196
jor,1968,1.53179
jor,1969,4.73106
jor,1970,0.12285
jor,1971,1.00963
jor,1972,2.23095
jor,1973,7.76174
jor,1974,11.88634
jor,1975,16.02405
jor,1976,21.09441
jor,1977,5.16604
jor,1978,24.58105
jor,1979,21.60107
jor,1980,12.59757
jor,1981,15.24832
jor,1982,12.83066
jor,1983,10.6825
jor,1984,8.66883
jor,1985,3.60787
jor,1986,5.27364
jor,1987,2.81174
jor,1988,4.68923
jor,1989,3.63431
jor,1990,4.66787
jor,1991,3.57119
jor,1992,4.27141
jor,1993,8.06056
jor,1994,10.3629
jor,1995,9.62755
jor,1996,3.34429
jor,1997,3.97814
jor,1998,5.52377
jor,1999,4.5505
jor,2000,3.17697
jor,2001,7.31013
jor,2002,1.69998
jor,2003,2.22255
jor,2004,10.01604
jor,2005,17.81618
jor,2006,15.60174
jor,2007,9.4339
jor,2008,9.51522
jor,2009,0.84709
jor,2010,4.02903
jor,2011,5.1414
jor,2012,3.59981
jor,2013,4.77192
jor,2014,0.6322
jor,2015,2.93917
jor,2016,5.94798
jor,2017,5.98333
jor,2018,4.00988
jor,2019,3.16599
jor,2020,4.45493
jpn,1961,24.46479
jpn,1962,56.53336
jpn,1963,27.83717
jpn,1964,14.70509
jpn,1965,16.73636
jpn,1966,17.49626
jpn,1967,17.20692
jpn,1968,14.39381
jpn,1969,18.33274
jpn,1970,61.88064
jpn,1971,21.37045
jpn,1972,23.17111
jpn,1973,19.83739
jpn,1974,13.72125
jpn,1975,13.02022
jpn,1976,12.08568
jpn,1977,8.7631
jpn,1978,8.55863
jpn,1979,8.1932
jpn,1980,8.08801
jpn,1981,8.03926
jpn,1982,7.67393
jpn,1983,6.71792
jpn,1984,6.68609
jpn,1985,7.6557
jpn,1986,7.6721
jpn,1987,12.27216
jpn,1988,10.65699
jpn,1989,10.12764
jpn,1990,8.45972
jpn,1991,5.2013
jpn,1992,4.16002
jpn,1993,1.33164
jpn,1994,1.87756
jpn,1995,1.25828
jpn,1996,1.80576
jpn,1997,6.47229
jpn,1998,1.80357
jpn,1999,-1.20161
jpn,2000,-1.58283
jpn,2001,-33.50882
jpn,2002,-4.32097
jpn,2003,-1.90671
jpn,2004,-0.9138
jpn,2005,0.63535
jpn,2006,0.71907
jpn,2007,0.07386
jpn,2008,0.51276
jpn,2009,-0.3538
jpn,2010,-0.20681
jpn,2011,-0.54455
jpn,2012,1.01369
jpn,2013,1.91213
jpn,2014,0.73241
jpn,2015,0.8077
jpn,2016,1.13989
jpn,2017,1.72224
jpn,2018,0.36349
jpn,2019,1.2352
jpn,2020,2.7156
kaz,1994,1195.41352
kaz,1995,-72.51746
kaz,1996,14.76288
kaz,1997,-2.05618
kaz,1998,13.68604
kaz,1999,37.71682
kaz,2000,45.57107
kaz,2001,57.50914
kaz,2002,33.01471
kaz,2003,42.63793
kaz,2004,56.52772
kaz,2005,69.55183
kaz,2006,105.15286
kaz,2007,73.23705
kaz,2008,8.55325
kaz,2009,9.25246
kaz,2010,0.30554
kaz,2011,15.95152
kaz,2012,12.34178
kaz,2013,13.51663
kaz,2014,6.46914
kaz,2015,4.70391
kaz,2016,0.07289
kaz,2017,0.6684
kaz,2018,-0.173
kaz,2019,3.69356
kaz,2020,3.70414
ken,1967,12.46684
ken,1968,-1.82167
ken,1969,3.45274
ken,1970,14.76203
ken,1971,13.77349
ken,1972,7.0848
ken,1973,15.40475
ken,1974,12.51627
ken,1975,6.14208
ken,1976,11.33889
ken,1977,19.78372
ken,1978,19.57409
ken,1979,6.17178
ken,1980,12.39389
ken,1981,7.84915
ken,1982,7.28427
ken,1983,4.78738
ken,1984,6.97567
ken,1985,10.07005
ken,1986,11.87022
ken,1987,4.11919
ken,1988,9.85764
ken,1989,10.95516
ken,1990,8.03506
ken,1991,13.94907
ken,1992,19.91484
ken,1993,3.22885
ken,1994,14.36406
ken,1995,26.67729
ken,1996,14.79433
ken,1997,15.61119
ken,1998,5.49764
ken,1999,12.17228
ken,2000,2.56879
ken,2001,2.35884
ken,2002,2.88274
ken,2003,4.30686
ken,2004,14.27019
ken,2005,4.84392
ken,2006,9.83665
ken,2007,10.80062
ken,2008,17.32712
ken,2009,9.62895
ken,2010,14.02305
ken,2011,21.61674
ken,2012,7.85263
ken,2013,14.13711
ken,2014,28.28809
ken,2015,17.87025
ken,2016,5.92953
ken,2017,3.6247
ken,2018,3.04808
ken,2019,6.59477
ken,2020,7.39889
kgz,1996,0.06337
kgz,1997,-30.11087
kgz,1998,18.08278
kgz,1999,13.2919
kgz,2000,3.52266
kgz,2001,1.4755
kgz,2002,3.88693
kgz,2003,7.83187
kgz,2004,18.12381
kgz,2005,6.90809
kgz,2006,18.72843
kgz,2007,-9.36948
kgz,2008,38.90707
kgz,2009,3.70191
kgz,2010,4.27671
kgz,2011,4.02596
kgz,2012,10.88472
kgz,2013,14.34984
kgz,2014,20.42543
kgz,2015,14.34475
kgz,2016,-0.02045
kgz,2017,9.35363
kgz,2018,10.11591
kgz,2019,9.45454
kgz,2020,7.76424
khm,1994,22.63629
khm,1995,12.4567
khm,1996,21.74421
khm,1997,22.18462
khm,1998,1.67621
khm,1999,8.83114
khm,2000,9.37447
khm,2001,2.05687
khm,2002,5.56624
khm,2003,9.60215
khm,2004,17.91772
khm,2005,8.79784
khm,2006,25.549
khm,2007,40.14992
khm,2008,30.70197
khm,2009,6.24913
khm,2010,14.72467
khm,2011,8.91796
khm,2012,35.6213
khm,2013,35.04647
khm,2014,29.97902
khm,2015,27.08753
khm,2016,22.17471
khm,2017,17.85784
khm,2018,26.86587
khm,2019,26.44542
khm,2020,18.73812
kna,1980,11.13735
kna,1981,15.14042
kna,1982,7.11253
kna,1983,6.94562
kna,1984,-2.48326
kna,1985,8.8774
kna,1986,4.08998
