geo,time,fm_ast_prvt_zg_m3
aus,1976,11.45189
aus,1977,8.55153
aus,1978,8.05776
aus,1979,10.6429
aus,1980,7.22584
aus,1981,9.3001
aus,1982,8.37869
aus,1983,10.51531
aus,1984,13.66925
aus,1985,26.74835
aus,1986,18.13423
aus,1987,16.05679
aus,1988,23.19451
aus,1989,44.96705
aus,1990,13.83735
aus,1991,2.10434
aus,1992,5.49568
aus,1993,8.10503
aus,1994,12.11429
aus,1995,12.45283
aus,1996,10.74529
aus,1997,12.37867
aus,1998,13.16453
aus,1999,14.63408
aus,2000,13.31202
aus,2001,10.05293
aus,2002,13.0873
aus,2003,19.9796
aus,2004,15.10585
aus,2005,17.50302
aus,2006,18.23437
aus,2007,21.22326
aus,2008,12.52113
aus,2009,9.50664
aus,2010,7.36307
aus,2011,7.63629
aus,2012,6.04902
aus,2013,6.48209
aus,2014,8.46202
aus,2015,9.24382
aus,2016,8.19087
aus,2017,5.46685
aus,2018,5.20629
aus,2019,3.49297
aus,2020,6.93309
aze,1993,134.09029
aze,1994,55.02296
aze,1995,6.11468
aze,1996,2.49639
aze,1997,14.78646
aze,1998,6.58372
aze,1999,1.60528
aze,2000,37.54574
aze,2001,28.54332
aze,2002,-23.1532
aze,2003,20.65449
aze,2004,28.8063
aze,2005,26.44092
aze,2006,54.54342
aze,2007,55.22895
aze,2008,36.71855
aze,2009,6.22906
aze,2010,9.52773
aze,2011,13.35277
aze,2012,13.27009
aze,2013,22.79042
aze,2014,17.6888
aze,2015,13.29299
aze,2016,-8.04971
aze,2017,-20.60094
aze,2018,4.65867
aze,2019,9.036
aze,2020,0.08423
bdi,1965,0
bdi,1966,1.44196
bdi,1967,13.2531
bdi,1968,3.58561
bdi,1969,-5.74542
bdi,1970,18.84256
bdi,1971,10.40994
bdi,1972,0.62221
bdi,1973,7.73023
bdi,1974,38.38419
bdi,1975,-41.3614
bdi,1976,14.50519
bdi,1977,1.84587
bdi,1978,26.51261
bdi,1979,20.63253
bdi,1980,5.03528
bdi,1981,28.62633
bdi,1982,-7.72585
bdi,1983,-3.76976
bdi,1984,-15.04411
bdi,1985,1.63762
bdi,1986,5.80552
bdi,1987,-0.21279
bdi,1988,14.75043
bdi,1989,14.23722
bdi,1990,15.53244
bdi,1991,19.85578
bdi,1992,3.90824
bdi,1993,20.42424
bdi,1994,6.09767
bdi,1995,-7.05587
bdi,1996,13.7433
bdi,1997,5.52809
bdi,1998,21.14399
bdi,1999,25.19838
bdi,2000,39.74971
bdi,2001,10.71521
bdi,2002,29.77266
bdi,2003,9.18331
bdi,2004,1.86439
bdi,2005,0.39746
bdi,2006,11.27832
bdi,2007,2.73341
bdi,2008,12.27509
bdi,2009,12.327
bdi,2010,24.5252
bdi,2011,21.04422
bdi,2012,9.55014
bdi,2013,6.74403
bdi,2014,6.91136
bdi,2015,-0.7068
bdi,2016,3.72598
bdi,2017,0.62072
bdi,2018,8.54801
bdi,2019,9.71976
bdi,2020,11.16929
ben,1963,9.74359
ben,1964,6.93069
ben,1965,-5.54649
ben,1966,-4.22764
ben,1967,4.79876
ben,1968,8.97152
ben,1969,19.46842
ben,1970,9.83281
ben,1971,11.32828
ben,1972,15.33067
ben,1973,16.69425
ben,1974,25.15217
ben,1975,86.67136
ben,1976,-1.07976
ben,1977,17.95567
ben,1978,21.47889
ben,1979,47.19225
ben,1980,52.74048
ben,1981,3.29592
ben,1982,51.56689
ben,1983,7.11107
ben,1984,-16.53196
ben,1985,25.5693
ben,1986,-11.48359
ben,1987,-7.15399
ben,1988,13.46396
ben,1989,-35.1607
ben,1990,-1.30336
ben,1991,-11.83517
ben,1992,-11.33609
ben,1993,-0.95071
ben,1994,4.26427
ben,1995,2.15987
ben,1996,8.86056
ben,1997,-10.96546
ben,1998,9.7058
ben,1999,21.77589
ben,2000,8.50104
ben,2001,-11.69841
ben,2002,0.5627
ben,2003,22.84825
ben,2004,3.22631
ben,2005,12.67764
ben,2006,12.50539
ben,2007,14.90106
ben,2008,9.46251
ben,2009,13.29463
ben,2010,4.93612
ben,2011,7.31797
ben,2012,4.16534
ben,2013,8.98631
ben,2014,4.85125
ben,2015,1.47244
ben,2016,4.69269
ben,2017,-0.09612
ben,2018,4.92418
ben,2019,7.15452
ben,2020,-3.63464
bfa,1963,18.47826
bfa,1964,11.45663
bfa,1965,1.11643
bfa,1966,-7.17629
bfa,1967,1.81269
bfa,1968,4.75188
bfa,1969,21.47465
bfa,1970,-0.65457
bfa,1971,5.07262
bfa,1972,12.18775
bfa,1973,17.39828
bfa,1974,42.98633
bfa,1975,35.81247
bfa,1976,44.16166
bfa,1977,43.357
bfa,1978,27.75701
bfa,1979,4.04093
bfa,1980,5.53393
bfa,1981,12.19136
bfa,1982,14.3606
bfa,1983,3.0191
bfa,1984,-2.25833
bfa,1985,18.17112
bfa,1986,5.32847
bfa,1987,4.38807
bfa,1988,10.23312
bfa,1989,14.23001
bfa,1990,3.55825
bfa,1991,-21.18846
bfa,1992,-8.2058
bfa,1993,-5.11541
bfa,1994,-8.1214
bfa,1995,2.85851
bfa,1996,3.81844
bfa,1997,24.57134
bfa,1998,4.90923
bfa,1999,1.47763
bfa,2000,8.29479
bfa,2001,2.27815
bfa,2002,-1.11606
bfa,2003,24.25874
bfa,2004,9.66011
bfa,2005,9.80122
bfa,2006,12.22512
bfa,2007,-5.51787
bfa,2008,24.44894
bfa,2009,8.93975
bfa,2010,6.18716
bfa,2011,7.25025
bfa,2012,13.11438
bfa,2013,18.60499
bfa,2014,12.18145
bfa,2015,6.71947
bfa,2016,8.48985
bfa,2017,10.18861
bfa,2018,4.45747
bfa,2019,7.17344
bfa,2020,6.46887
bgd,1975,5.16019
bgd,1976,7.94563
bgd,1977,17.45616
bgd,1978,7.77909
bgd,1979,13.18394
bgd,1980,10.79124
bgd,1981,15.59973
bgd,1982,8.8965
bgd,1983,21.52539
bgd,1984,29.473
bgd,1985,16.17165
bgd,1986,6.79543
bgd,1987,12.35059
bgd,1988,12.7594
bgd,1989,15.72017
bgd,1990,9.25297
bgd,1991,3.78827
bgd,1992,-0.77749
bgd,1993,6.00893
bgd,1994,8.70179
bgd,1995,25.03571
bgd,1996,9.26089
bgd,1997,10.78906
bgd,1998,9.99405
bgd,1999,8.77281
bgd,2000,9.80951
bgd,2001,14.58547
bgd,2002,10.16332
bgd,2003,6.20202
bgd,2004,10.63339
bgd,2005,10.48177
bgd,2006,12.34615
bgd,2007,10.61662
bgd,2008,13.68994
bgd,2009,12.78889
bgd,2010,18.48006
bgd,2011,13.29124
bgd,2012,11.8279
bgd,2013,7.38618
bgd,2014,11.76194
bgd,2015,10.04063
bgd,2016,11.4043
bgd,2017,13.62993
bgd,2018,8.95291
bgd,2019,6.61447
bgd,2020,5.52747
bgr,1992,37.53683
bgr,1993,31.47773
bgr,1994,25.51952
bgr,1995,22.07043
bgr,1996,128.77764
bgr,1997,39.27832
bgr,1998,12.44703
bgr,1999,7.63752
bgr,2000,6.47624
bgr,2001,10.96096
bgr,2002,15.74125
bgr,2003,22.15595
bgr,2004,24.86345
bgr,2005,22.6566
bgr,2006,17.38134
bgr,2007,44.7919
bgr,2008,27.63353
bgr,2009,3.74384
bgr,2010,1.27735
bgr,2011,3.71262
bgr,2012,2.47139
bgr,2013,0.12278
bgr,2014,-6.8462
bgr,2015,-1.11385
bgr,2016,0.70336
bgr,2017,1.93428
bgr,2018,4.91669
bgr,2019,4.59762
bgr,2020,2.36525
bhr,1966,-18.11702
bhr,1967,6.43432
bhr,1968,16.26797
bhr,1969,12.30941
bhr,1970,2.43666
bhr,1971,22.75852
bhr,1972,21.27063
bhr,1973,26.43856
bhr,1974,44.67361
bhr,1975,27.35533
bhr,1976,58.15312
bhr,1977,14.10874
bhr,1978,4.05692
bhr,1979,11.65913
bhr,1980,13.32171
bhr,1981,9.36646
bhr,1982,7.5137
bhr,1983,14.05093
bhr,1984,3.88437
bhr,1985,-5.04615
bhr,1986,-3.58029
bhr,1987,-7.69061
bhr,1988,-0.65878
bhr,1989,-0.91951
bhr,1990,-0.73696
bhr,1991,14.77175
bhr,1992,5.60717
bhr,1993,11.81722
bhr,1994,7.59031
bhr,1995,2.43426
bhr,1996,0.47669
bhr,1997,8.01409
bhr,1998,5.58559
bhr,1999,7.35951
bhr,2000,3.9863
bhr,2001,1.42811
bhr,2002,8.28812
bhr,2003,5.67755
bhr,2004,15.13946
bhr,2005,15.63377
bhr,2006,14.22218
bhr,2007,30.16675
bhr,2008,33.22127
bhr,2009,-0.68961
bhr,2010,5.39098
bhr,2011,12.46266
bhr,2012,5.76022
bhr,2013,6.20215
bhr,2014,-5.45905
bhr,2015,6.23443
bhs,1970,12.99801
bhs,1971,-69.88017
bhs,1972,11.04651
bhs,1973,62.59169
bhs,1974,-50.57859
bhs,1975,14.05276
bhs,1976,-12.7734
bhs,1977,7.93999
bhs,1978,8.08981
bhs,1979,12.28401
bhs,1980,14.81078
bhs,1981,9.63913
bhs,1982,8.4938
bhs,1983,4.92501
bhs,1984,4.12641
bhs,1985,8.59539
bhs,1986,11.99943
bhs,1987,14.34458
bhs,1988,7.05856
bhs,1989,7.73498
bhs,1990,18.5834
bhs,1991,3.34121
bhs,1992,3.97402
bhs,1993,13.3739
bhs,1994,11.95333
bhs,1995,10.65527
bhs,1996,9.27688
bhs,1997,26.79236
bhs,1998,11.31732
bhs,1999,10.60284
bhs,2000,13.86585
bhs,2001,7.80925
bhs,2002,3.95149
bhs,2003,0.59279
bhs,2004,6.48518
bhs,2005,14.32311
bhs,2006,17.01842
bhs,2007,11.4847
bhs,2008,5.80176
bhs,2009,0.98939
bhs,2010,1.02346
bhs,2011,1.69874
bhs,2012,2.58802
bhs,2013,-0.85154
bhs,2014,-1.09446
bhs,2015,-0.77968
bhs,2016,-3.52262
bhs,2017,-2.36664
bhs,2018,-1.09547
bih,1998,23.90908
bih,1999,-3.4699
bih,2000,10.26236
bih,2001,-41.81576
bih,2002,19.70618
bih,2003,16.63992
bih,2004,14.30531
bih,2005,23.49357
bih,2006,13.73508
bih,2007,25.97738
bih,2008,20.47082
bih,2009,-3.71665
bih,2010,2.32979
bih,2011,4.01549
bih,2012,2.84711
bih,2013,2.29767
bih,2014,1.64294
bih,2015,2.16264
bih,2016,3.066
bih,2017,5.66503
bih,2018,4.14641
bih,2019,4.69121
bih,2020,-2.04967
blr,1995,61.43365
blr,1996,27.53003
blr,1997,65.94598
blr,1998,143.61478
blr,1999,77.51303
blr,2000,104.51989
blr,2001,37.3785
blr,2002,37.45126
blr,2003,50.33427
blr,2004,45.48462
blr,2005,38.11627
blr,2006,44.98766
blr,2007,46.24432
blr,2008,53.30697
blr,2009,43.9129
blr,2010,57.36046
blr,2011,83.98028
blr,2012,-0.90378
blr,2013,18.74579
blr,2014,17.77949
blr,2015,15.56637
blr,2016,-2.95147
blr,2017,8.64652
blr,2018,11.82354
blr,2019,10.12161
blr,2020,13.35988
blz,1977,-6.96424
blz,1978,3.59935
blz,1979,16.58022
blz,1980,6.86388
blz,1981,12.4561
blz,1982,14.31773
blz,1983,7.59661
blz,1984,-0.68777
blz,1985,2.79959
blz,1986,-0.42031
blz,1987,13.47943
blz,1988,21.24809
blz,1989,13.1394
blz,1990,12.97669
blz,1991,18.96915
blz,1992,11.23214
blz,1993,3.39875
blz,1994,4.5364
blz,1995,6.76813
blz,1996,7.6414
blz,1997,10.58732
blz,1998,10.82356
blz,1999,4.3982
blz,2000,4.81751
blz,2001,10.14629
blz,2002,11.4021
blz,2003,12.40203
blz,2004,10.65671
blz,2005,4.75641
blz,2006,12.4268
blz,2007,14.03603
blz,2008,9.41664
blz,2009,3.42024
blz,2010,-2.00097
blz,2011,0.06013
blz,2012,1.71086
blz,2013,1.81194
blz,2014,3.43046
blz,2015,3.79947
blz,2016,-0.31622
blz,2017,0.24996
blz,2018,2.08505
blz,2019,3.85987
blz,2020,2.09994
bol,1961,7.64097
bol,1962,4.96979
bol,1963,28.52257
bol,1964,17.061
bol,1965,4.3152
bol,1966,8.91457
bol,1967,4.22119
bol,1968,12.58101
bol,1969,6.80992
bol,1970,11.41503
bol,1971,6.54401
bol,1972,22.48196
bol,1973,38.13592
bol,1974,43.62784
bol,1975,21.87374
bol,1976,27.59319
bol,1977,28.08685
bol,1978,21.60749
bol,1979,21.47311
bol,1980,17.33539
bol,1981,21.88635
bol,1982,248.17202
bol,1983,121.59716
bol,1984,962.00342
bol,1985,11046.93097
bol,1986,182.89523
bol,1987,48.93513
bol,1988,29.89264
bol,1989,38.17101
bol,1990,43.72902
bol,1991,46.90973
bol,1992,44.03644
bol,1993,40.93799
bol,1994,26.08683
bol,1995,13.65548
bol,1996,31.08537
bol,1997,23.34924
bol,1998,25.11305
bol,1999,4.04749
bol,2000,-2.03635
bol,2001,-6.21921
bol,2002,0.29482
bol,2003,2.27343
bol,2004,0.15203
bol,2005,2.74149
bol,2006,4.08983
bol,2007,6.3421
bol,2008,4.23552
bol,2009,4.38855
bol,2010,9.68097
bol,2011,11.88109
bol,2012,10.00841
bol,2013,9.77281
bol,2014,7.82256
bol,2015,9.11634
bol,2016,7.94481
bol,2017,7.92854
bol,2018,9.34829
bol,2019,4.68679
bol,2020,6.85856
bra,1961,31.51862
bra,1962,46.90265
bra,1963,42.07354
bra,1964,57.86579
bra,1965,41.86524
bra,1966,22.32079
bra,1967,41.94021
bra,1968,47.74293
bra,1969,95.48636
bra,1970,66.7998
bra,1971,98.03516
bra,1972,92.30769
bra,1973,106.15385
bra,1974,139.78495
bra,1975,165.07937
bra,1976,187.77778
bra,1977,186.4
bra,1978,129.28177
bra,1979,230.92979
bra,1980,243.3114
bra,1981,371.80707
bra,1982,414.98736
bra,1983,647.37049
bra,1984,999.39253
bra,1985,906.74041
bra,1989,2169.6267
bra,1990,911.01995
bra,1991,637.13437
bra,1992,2434.73917
bra,1993,4702.26021
bra,1994,1695.59055
bra,1995,40.4965
bra,1996,18.11216
bra,1997,13.45526
bra,1998,-26.4058
bra,1999,7.20712
bra,2000,10.51811
bra,2001,1.47343
bra,2002,7.74209
bra,2003,4.18521
bra,2004,10.2379
bra,2005,10.52405
bra,2006,12.44541
bra,2007,16.62425
bra,2008,17.0384
bra,2009,7.26548
bra,2010,18.42775
bra,2011,17.03793
bra,2012,13.932
bra,2013,10.88684
bra,2014,9.33256
bra,2015,4.03964
bra,2016,-2.04187
bra,2017,0.30909
bra,2018,4.90259
bra,2019,6.4276
bra,2020,8.28178
brb,1967,6.11791
brb,1968,10.4186
brb,1969,34.36402
brb,1970,21.90974
brb,1971,13.20113
brb,1972,13.68597
brb,1973,15.43297
brb,1974,1.43455
brb,1975,9.05339
brb,1976,11.00575
brb,1977,7.56094
brb,1978,10.44092
brb,1979,18.33893
brb,1980,14.50434
brb,1981,16.89989
brb,1982,5.60864
brb,1983,9.2085
brb,1984,2.11968
brb,1985,3.06282
brb,1986,5.79155
brb,1987,10.31755
brb,1988,7.41743
brb,1989,10.99704
brb,1990,1.22341
brb,1991,3.09251
brb,1992,-1.0199
brb,1993,1.12645
brb,1994,6.86422
brb,1995,8.72354
brb,1996,3.33349
brb,1997,8.14573
brb,1998,11.12532
brb,1999,7.42698
brb,2000,2.94105
brb,2001,17.23886
brb,2002,2.54334
brb,2003,4.04018
brb,2004,9.71531
brb,2005,12.78873
brb,2006,7.76921
brb,2007,5.06892
brb,2008,5.30245
brb,2009,1.45058
brb,2013,-0.99746
brb,2014,-0.94972
brb,2015,1.221
brb,2016,1.09482
brb,2017,2.28829
brb,2018,0.25932
brb,2019,0.65385
brn,2000,8.51349
brn,2001,2.01842
brn,2002,2.99308
brn,2003,2.41019
brn,2004,4.47618
brn,2005,2.22329
brn,2006,-0.62131
brn,2007,5.8489
brn,2008,2.54942
brn,2009,-1.97974
brn,2010,-0.68146
brn,2011,-2.72921
brn,2012,0.82865
brn,2013,2.79378
brn,2014,0.91081
brn,2015,1.26408
brn,2016,-3.15464
brn,2017,-2.48009
brn,2018,-1.40215
brn,2019,0.8327
brn,2020,0.06455
btn,1984,4.52865
btn,1985,-0.65395
btn,1986,2.56466
btn,1987,3.00842
btn,1988,6.08145
btn,1989,10.54304
btn,1990,2.42704
btn,1991,8.36114
btn,1992,8.55569
btn,1993,3.97606
btn,1994,12.10608
btn,1995,1.11886
btn,1996,-0.07295
btn,1997,20.45627
btn,1998,-0.00178
btn,1999,0.27767
btn,2000,3.04086
btn,2001,4.54286
btn,2002,6.54457
btn,2003,5.61988
btn,2004,7.90836
btn,2005,7.9536
btn,2006,10.31853
btn,2007,11.45411
btn,2008,17.17569
btn,2009,9.73849
btn,2010,22.90204
btn,2011,18.69595
btn,2012,8.82515
btn,2013,6.16674
btn,2014,7.20528
btn,2015,9.75013
btn,2016,13.11937
btn,2017,12.4216
btn,2018,13.60415
btn,2019,14.57905
btn,2020,6.1175
bwa,1977,1.85785
bwa,1978,1.4764
bwa,1979,12.37629
bwa,1980,4.33277
bwa,1981,18.04146
bwa,1982,-0.53466
bwa,1983,8.15014
bwa,1984,15.63004
bwa,1985,-6.11022
bwa,1986,6.38859
bwa,1987,7.30158
bwa,1988,5.89431
bwa,1989,9.28896
bwa,1990,12.60871
bwa,1991,18.33572
bwa,1992,15.51533
bwa,1993,6.02832
bwa,1994,7.80363
bwa,1995,-1.67201
bwa,1996,2.46764
bwa,1997,4.67546
bwa,1998,16.7102
bwa,1999,18.48408
bwa,2000,11.42602
bwa,2001,13.29301
bwa,2002,10.42415
bwa,2003,5.08863
bwa,2004,10.07253
bwa,2005,4.1066
bwa,2006,9.21372
bwa,2007,12.66689
bwa,2008,12.53611
bwa,2009,5.06096
bwa,2010,6.11774
bwa,2011,12.03618
bwa,2012,13.8276
bwa,2013,9.78626
bwa,2014,10.2206
bwa,2015,7.31585
bwa,2016,6.59993
bwa,2017,4.01262
bwa,2018,5.20423
bwa,2019,5.47793
bwa,2020,4.05642
caf,1964,5.08475
caf,1965,13.22506
caf,1966,16.90647
caf,1967,19.43958
caf,1968,15.48077
caf,1969,19.63995
caf,1970,4.71858
caf,1971,-25.22979
caf,1972,9.95211
caf,1973,8.54555
caf,1974,46.22068
caf,1975,-9.60477
caf,1976,-9.54994
caf,1977,14.03353
caf,1978,17.10539
caf,1979,-11.58407
caf,1980,28.9114
caf,1981,2.62605
caf,1982,13.04089
caf,1983,1.14133
caf,1984,-0.45934
caf,1985,8.45354
caf,1986,-5.33162
caf,1987,-4.28058
caf,1988,-3.15381
caf,1989,3.75397
caf,1990,-1.71873
caf,1991,-3.6543
caf,1992,-15.99237
caf,1993,-1.60022
caf,1994,4.28771
caf,1995,3.86854
caf,1996,0.07154
caf,1997,0.73691
caf,1998,3.24771
caf,1999,-0.18658
caf,2000,2.8919
caf,2001,9.76342
caf,2002,-1.26486
caf,2003,0.58536
caf,2004,7.43329
caf,2005,0.57628
caf,2006,1.99743
caf,2007,3.28265
caf,2008,6.32729
caf,2009,3.91459
caf,2010,13.52856
caf,2011,9.93287
caf,2012,16.35365
caf,2013,-12.1712
caf,2014,2.9216
caf,2015,-0.90359
caf,2016,6.10112
caf,2017,0.64777
caf,2018,5.76321
caf,2019,0.01604
can,1961,2.12473
can,1962,5.71791
can,1963,5.06009
can,1964,7.47101
can,1965,11.999
can,1966,25.88021
can,1967,11.7518
can,1968,9.26566
can,1969,9.9378
can,1970,5.08103
can,1971,11.6436
can,1972,16.11164
can,1973,18.28498
can,1974,17.74508
can,1975,13.54302
can,1976,16.56648
can,1977,15.42196
can,1978,18.99161
can,1979,17.94673
can,1980,12.81842
can,1981,39.23068
can,1982,2.71815
can,1983,0.46858
can,1984,8.7306
can,1985,9.16108
can,1986,5.47848
can,1987,10.1625
can,1988,12.70512
can,1989,12.90276
can,1990,8.36344
can,1991,3.54517
can,1992,4.45065
can,1993,2.56457
can,1994,4.83688
can,1995,3.82645
can,1996,9.71054
can,1997,9.66325
can,1998,1.71675
can,1999,3.92482
can,2000,5.38643
can,2001,72.54355
can,2002,1.00053
can,2003,0.78417
can,2004,6.63242
can,2005,9.73517
can,2006,13.15104
can,2007,-2.45345
can,2008,6.07386
che,1961,13.23737
che,1962,11.5789
che,1963,9.65517
che,1964,8.24997
che,1965,7.02377
che,1966,6.46644
che,1967,7.22269
che,1968,8.82481
che,1969,9.44727
che,1970,9.37011
che,1971,7.47904
che,1972,7.83114
che,1973,7.27938
che,1974,-5.81873
che,1975,6.9706
che,1976,8.83002
che,1977,7.9709
che,1978,10.67784
che,1979,6.92619
che,1980,11.32144
che,1981,9.91929
che,1982,24.7712
che,1983,8.44171
che,1984,9.75785
che,1985,11.01177
che,1986,6.9909
che,1987,11.21169
che,1988,13.37783
che,1989,16.93464
che,1990,11.71201
che,1991,5.22619
che,1992,3.15829
che,1993,2.68592
