geo,time,sl_emp_totl_sp_zs
aus,1999,58.448
aus,2000,59.175
aus,2001,59.034
aus,2002,59.324
aus,2003,59.819
aus,2004,60.04
aus,2005,61.161
aus,2006,61.664
aus,2007,62.325
aus,2008,62.71
aus,2009,61.792
aus,2010,61.983
aus,2011,62.097
aus,2012,61.749
aus,2013,61.264
aus,2014,60.766
aus,2015,61.067
aus,2016,61.166
aus,2017,61.527
aus,2018,62.152
aus,2019,62.547
aus,2020,60.829
aus,2021,62.387
aut,1991,53.93
aut,1992,54.549
aut,1993,54.281
aut,1994,56.969
aut,1995,56.845
aut,1996,55.724
aut,1997,55.43
aut,1998,55.601
aut,1999,56.217
aut,2000,55.957
aut,2001,55.905
aut,2002,56.1
aut,2003,56.323
aut,2004,53.922
aut,2005,55.263
aut,2006,55.984
aut,2007,57.027
aut,2008,57.685
aut,2009,57.246
aut,2010,57.489
aut,2011,57.732
aut,2012,57.801
aut,2013,57.673
aut,2014,57.279
aut,2015,57.247
aut,2016,57.531
aut,2017,57.853
aut,2018,58.394
aut,2019,58.605
aut,2020,57.513
aut,2021,56.957
aze,1991,72.144
aze,1992,73.167
aze,1993,73.101
aze,1994,73.504
aze,1995,73.898
aze,1996,73.159
aze,1997,71.991
aze,1998,70.614
aze,1999,69.439
aze,2000,68.053
aze,2001,66.951
aze,2002,65.887
aze,2003,64.88
aze,2004,64.03
aze,2005,63.434
aze,2006,62.546
aze,2007,62.778
aze,2008,62.424
aze,2009,61.316
aze,2010,61.161
aze,2011,60.919
aze,2012,60.934
aze,2013,61.332
aze,2014,61.856
aze,2015,62.27
aze,2016,62.947
aze,2017,63.261
aze,2018,63.565
aze,2019,63.275
aze,2020,58.728
aze,2021,59.585
bdi,1991,88.439
bdi,1992,87.882
bdi,1993,87.289
bdi,1994,86.699
bdi,1995,86.063
bdi,1996,85.411
bdi,1997,84.751
bdi,1998,84.06
bdi,1999,83.693
bdi,2000,83.337
bdi,2001,82.982
bdi,2002,82.618
bdi,2003,82.224
bdi,2004,81.857
bdi,2005,81.454
bdi,2006,81.068
bdi,2007,80.656
bdi,2008,80.246
bdi,2009,79.838
bdi,2010,79.429
bdi,2011,79.005
bdi,2012,78.579
bdi,2013,78.145
bdi,2014,77.701
bdi,2015,77.688
bdi,2016,77.701
bdi,2017,77.702
bdi,2018,77.696
bdi,2019,77.68
bdi,2020,76.849
bdi,2021,76.8
bel,1991,45.826
bel,1992,46.305
bel,1993,45.712
bel,1994,45.473
bel,1995,45.82
bel,1996,45.631
bel,1997,45.993
bel,1998,46.111
bel,1999,47.42
bel,2000,48.844
bel,2001,47.745
bel,2002,47.653
bel,2003,47.406
bel,2004,48.201
bel,2005,48.801
bel,2006,48.728
bel,2007,49.592
bel,2008,49.933
bel,2009,49.241
bel,2010,49.588
bel,2011,49.402
bel,2012,49.235
bel,2013,49.045
bel,2014,48.951
bel,2015,48.789
bel,2016,48.951
bel,2017,50.023
bel,2018,50.966
bel,2019,51.475
bel,2020,50.842
bel,2021,50.773
ben,1991,71.1
ben,1992,71.07
ben,1993,71.1
ben,1994,71.1
ben,1995,71.134
ben,1996,71.145
ben,1997,71.167
ben,1998,71.179
ben,1999,71.201
ben,2000,71.221
ben,2001,71.238
ben,2002,71.255
ben,2003,71.237
ben,2004,71.224
ben,2005,71.201
ben,2006,71.191
ben,2007,71.18
ben,2008,71.16
ben,2009,71.136
ben,2010,71.118
ben,2011,69.975
ben,2012,70.071
ben,2013,70.163
ben,2014,70.23
ben,2015,70.273
ben,2016,70.361
ben,2017,70.446
ben,2018,70.519
ben,2019,70.462
ben,2020,69.712
ben,2021,69.83
bfa,1991,81.769
bfa,1992,81.14
bfa,1993,80.548
bfa,1994,79.914
bfa,1995,79.303
bfa,1996,78.676
bfa,1997,77.985
bfa,1998,77.298
bfa,1999,76.516
bfa,2000,75.691
bfa,2001,74.892
bfa,2002,74.045
bfa,2003,73.205
bfa,2004,71.911
bfa,2005,70.648
bfa,2006,70.052
bfa,2007,69.503
bfa,2008,68.6
bfa,2009,67.662
bfa,2010,66.754
bfa,2011,65.796
bfa,2012,64.835
bfa,2013,63.861
bfa,2014,62.872
bfa,2015,62.75
bfa,2016,62.643
bfa,2017,62.521
bfa,2018,62.397
bfa,2019,62.346
bfa,2020,61.623
bfa,2021,61.785
bgd,1991,57.694
bgd,1992,57.584
bgd,1993,57.554
bgd,1994,57.537
bgd,1995,57.48
bgd,1996,57.393
bgd,1997,57.23
bgd,1998,57.053
bgd,1999,56.906
bgd,2000,56.716
bgd,2001,56.431
bgd,2002,56.189
bgd,2003,55.866
bgd,2004,55.819
bgd,2005,55.739
bgd,2006,55.985
bgd,2007,55.485
bgd,2008,55.042
bgd,2009,54.605
bgd,2010,55.345
bgd,2011,54.93
bgd,2012,54.542
bgd,2013,54.175
bgd,2014,54.012
bgd,2015,53.832
bgd,2016,53.65
bgd,2017,55.781
bgd,2018,55.774
bgd,2019,55.747
bgd,2020,53.644
bgd,2021,53.992
bgr,1991,50.555
bgr,1992,48.423
bgr,1993,47.072
bgr,1994,48.342
bgr,1995,48.51
bgr,1996,46.982
bgr,1997,45.581
bgr,1998,45.602
bgr,1999,43.86
bgr,2000,42.041
bgr,2001,41.137
bgr,2002,41.616
bgr,2003,43.066
bgr,2004,44.464
bgr,2005,44.681
bgr,2006,46.7
bgr,2007,48.981
bgr,2008,50.791
bgr,2009,49.404
bgr,2010,47.902
bgr,2011,46.597
bgr,2012,46.567
bgr,2013,46.925
bgr,2014,47.957
bgr,2015,49.128
bgr,2016,49.293
bgr,2017,51.94
bgr,2018,52.438
bgr,2019,54.187
bgr,2020,52.706
bgr,2021,52.611
bhr,1991,64.559
bhr,1992,65.011
bhr,1993,65.037
bhr,1994,64.974
bhr,1995,64.992
bhr,1996,65.09
bhr,1997,65.083
bhr,1998,65.089
bhr,1999,65.084
bhr,2000,65.186
bhr,2001,64.982
bhr,2002,65.715
bhr,2003,66.451
bhr,2004,67.168
bhr,2005,67.871
bhr,2006,68.566
bhr,2007,69.262
bhr,2008,69.929
bhr,2009,70.577
bhr,2010,71.246
bhr,2011,70.201
bhr,2012,70.319
bhr,2013,70.462
bhr,2014,70.588
bhr,2015,70.71
bhr,2016,70.8
bhr,2017,70.933
bhr,2018,71.179
bhr,2019,71.411
bhr,2020,68.684
bhr,2021,68.988
bhs,1991,63.372
bhs,1992,61.932
bhs,1993,63.922
bhs,1994,63.568
bhs,1995,65.897
bhs,1996,65.254
bhs,1997,67.59
bhs,1998,70.059
bhs,1999,71.078
bhs,2000,70.993
bhs,2001,70.965
bhs,2002,69.486
bhs,2003,67.799
bhs,2004,67.961
bhs,2005,67.561
bhs,2006,69.145
bhs,2007,68.471
bhs,2008,67.824
bhs,2009,62.941
bhs,2010,62.485
bhs,2011,61.922
bhs,2012,64.055
bhs,2013,60.937
bhs,2014,62.662
bhs,2015,63.961
bhs,2016,63.438
bhs,2017,65.52
bhs,2018,65.39
bhs,2019,65.366
bhs,2020,57.556
bhs,2021,59.377
bih,1991,38.385
bih,1992,38.207
bih,1993,37.765
bih,1994,36.902
bih,1995,36.141
bih,1996,35.452
bih,1997,34.91
bih,1998,34.294
bih,1999,33.557
bih,2000,33
bih,2001,32.439
bih,2002,31.807
bih,2003,31.289
bih,2004,30.622
bih,2005,29.87
bih,2006,29.395
bih,2007,30.837
bih,2008,33.209
bih,2009,32.787
bih,2010,32.1
bih,2011,31.619
bih,2012,31.524
bih,2013,31.419
bih,2014,31.478
bih,2015,31.737
bih,2016,32.111
bih,2017,33.608
bih,2018,34.199
bih,2019,35.242
bih,2020,36.076
bih,2021,35.621
blr,1991,57.682
blr,1992,56.721
blr,1993,53.953
blr,1994,52.029
blr,1995,49.644
blr,1996,45.455
blr,1997,49.286
blr,1998,50.716
blr,1999,51.247
blr,2000,51.86
blr,2001,52.576
blr,2002,53.259
blr,2003,53.908
blr,2004,54.512
blr,2005,55.273
blr,2006,55.979
blr,2007,56.729
blr,2008,57.429
blr,2009,58.314
blr,2010,58.526
blr,2011,58.886
blr,2012,59.264
blr,2013,59.597
blr,2014,59.908
blr,2015,60.309
blr,2016,60.611
blr,2017,60.79
blr,2018,61.458
blr,2019,61.671
blr,2020,60.994
blr,2021,60.716
blz,1991,50.242
blz,1992,50.556
blz,1993,50.646
blz,1994,49.846
blz,1995,49.903
blz,1996,49.952
blz,1997,51.431
blz,1998,50.3
blz,1999,51.686
blz,2000,53.081
blz,2001,54.36
blz,2002,53.996
blz,2003,54.091
blz,2004,54.096
blz,2005,54.113
blz,2006,55.252
blz,2007,56.006
blz,2008,56.426
blz,2009,56.6
blz,2010,56.821
blz,2011,57.011
blz,2012,57.213
blz,2013,57.4
blz,2014,58.258
blz,2015,59.029
blz,2016,59.753
blz,2017,59.804
blz,2018,59.781
blz,2019,59.679
blz,2020,55.546
blz,2021,56.547
bol,1991,67.45
bol,1992,67.193
bol,1993,67.517
bol,1994,67.759
bol,1995,68.23
bol,1996,68.663
bol,1997,69.19
bol,1998,69.055
bol,1999,68.732
bol,2000,68.677
bol,2001,68.995
bol,2002,69.379
bol,2003,69.734
bol,2004,70.142
bol,2005,70.493
bol,2006,70.847
bol,2007,69.978
bol,2008,69.943
bol,2009,69.978
bol,2010,70.166
bol,2011,70.36
bol,2012,67.2
bol,2013,67.609
bol,2014,69.928
bol,2015,64.994
bol,2016,65.002
bol,2017,66.125
bol,2018,69.273
bol,2019,67.98
bol,2020,59.366
bol,2021,69.524
bra,1991,57.357
bra,1992,57.667
bra,1993,58.281
bra,1994,58.568
bra,1995,58.78
bra,1996,56.72
bra,1997,56.898
bra,1998,56.271
bra,1999,56.247
bra,2000,57.144
bra,2001,57.599
bra,2002,58.396
bra,2003,57.951
bra,2004,59.163
bra,2005,59.442
bra,2006,59.707
bra,2007,59.634
bra,2008,60.121
bra,2009,59.529
bra,2010,59.267
bra,2011,58.401
bra,2012,57.997
bra,2013,57.998
bra,2014,58.001
bra,2015,56.993
bra,2016,54.87
bra,2017,54.365
bra,2018,54.575
bra,2019,55.141
bra,2020,49.438
bra,2021,49.995
brb,1991,50.414
brb,1992,50.952
brb,1993,50.406
brb,1994,51.965
brb,1995,54.76
brb,1996,57.144
brb,1997,57.826
brb,1998,59.367
brb,1999,60.633
brb,2000,62.273
brb,2001,62.699
brb,2002,61.422
brb,2003,61.633
brb,2004,63.012
brb,2005,63.244
brb,2006,61.945
brb,2007,62.776
brb,2008,62.129
brb,2009,60.251
brb,2010,59.48
brb,2011,60.027
brb,2012,58.519
brb,2013,59.005
brb,2014,56.106
brb,2015,57.692
brb,2016,60.041
brb,2017,58.821
brb,2018,58.281
brb,2019,57.061
brb,2020,53.18
brb,2021,53.515
brn,1991,62.488
brn,1992,62.612
brn,1993,62.866
brn,1994,62.96
brn,1995,63.083
brn,1996,63.274
brn,1997,63.529
brn,1998,63.66
brn,1999,63.719
brn,2000,63.871
brn,2001,64.019
brn,2002,63.769
brn,2003,63.577
brn,2004,63.425
brn,2005,63.21
brn,2006,62.874
brn,2007,62.78
brn,2008,62.623
brn,2009,62.4
brn,2010,62.048
brn,2011,61.791
brn,2012,61.25
brn,2013,60.71
brn,2014,60.085
brn,2015,58.992
brn,2016,58.043
brn,2017,56.884
brn,2018,59.701
brn,2019,59.953
brn,2020,58.897
brn,2021,58.7
btn,1991,69.57
btn,1992,69.368
btn,1993,69.216
btn,1994,69.017
btn,1995,68.825
btn,1996,68.821
btn,1997,68.83
btn,1998,68.85
btn,1999,68.883
btn,2000,68.793
btn,2001,68.634
btn,2002,68.706
btn,2003,68.836
btn,2004,68.4
btn,2005,67.998
btn,2006,67.868
btn,2007,67.356
btn,2008,67.271
btn,2009,66.94
btn,2010,65.887
btn,2011,65.213
btn,2012,63.041
btn,2013,63.426
btn,2014,60.963
btn,2015,61.593
btn,2016,61.413
btn,2017,61.282
btn,2018,61.12
btn,2019,60.897
btn,2020,57.316
btn,2021,57.534
bwa,1991,50.848
bwa,1992,49.272
bwa,1993,47.714
bwa,1994,46.158
bwa,1995,45.917
bwa,1996,45.666
bwa,1997,45.765
bwa,1998,45.782
bwa,1999,47.101
bwa,2000,48.319
bwa,2001,46.983
bwa,2002,45.674
bwa,2003,44.308
bwa,2004,45.636
bwa,2005,47.002
bwa,2006,48.386
bwa,2007,49.655
bwa,2008,50.921
bwa,2009,52.134
bwa,2010,48.569
bwa,2011,48.342
bwa,2012,48.127
bwa,2013,47.96
bwa,2014,47.709
bwa,2015,47.462
bwa,2016,47.286
bwa,2017,47.062
bwa,2018,46.856
bwa,2019,46.627
bwa,2020,45.583
bwa,2021,45.536
caf,1991,67.628
caf,1992,67.572
caf,1993,67.534
caf,1994,67.51
caf,1995,67.494
caf,1996,67.472
caf,1997,67.456
caf,1998,67.485
caf,1999,67.493
caf,2000,67.517
caf,2001,67.488
caf,2002,67.43
caf,2003,67.425
caf,2004,67.493
caf,2005,67.504
caf,2006,67.574
caf,2007,67.65
caf,2008,67.777
caf,2009,67.779
caf,2010,67.646
caf,2011,67.763
caf,2012,67.878
caf,2013,67.948
caf,2014,67.973
caf,2015,67.94
caf,2016,67.853
caf,2017,67.788
caf,2018,67.742
caf,2019,67.648
caf,2020,66.389
caf,2021,66.558
can,1991,59.709
can,1992,58.342
can,1993,57.904
can,1994,58.383
can,1995,58.669
can,1996,58.449
can,1997,58.967
can,1998,59.737
can,1999,60.563
can,2000,61.269
can,2001,61.151
can,2002,61.739
can,2003,62.446
can,2004,62.637
can,2005,62.601
can,2006,62.784
can,2007,63.367
can,2008,63.412
can,2009,61.495
can,2010,61.517
can,2011,61.7
can,2012,61.652
can,2013,61.761
can,2014,61.43
can,2015,61.29
can,2016,61.11
can,2017,61.591
can,2018,61.597
can,2019,61.991
can,2020,57.964
can,2021,60.316
chanisl,1991,54.283
chanisl,1992,53.945
chanisl,1993,53.236
chanisl,1994,53.083
chanisl,1995,53.415
chanisl,1996,53.594
chanisl,1997,53.761
chanisl,1998,54.159
chanisl,1999,54.506
chanisl,2000,54.812
chanisl,2001,55.786
chanisl,2002,55.95
chanisl,2003,56.065
chanisl,2004,55.791
chanisl,2005,55.786
chanisl,2006,55.743
chanisl,2007,55.848
chanisl,2008,56.279
chanisl,2009,55.656
chanisl,2010,55.057
chanisl,2011,54.842
chanisl,2012,54.436
chanisl,2013,54.135
chanisl,2014,54.324
chanisl,2015,54.67
chanisl,2016,55.076
chanisl,2017,55.533
chanisl,2018,55.972
chanisl,2019,56.137
chanisl,2020,54.847
chanisl,2021,54.942
che,1991,67.212
che,1992,66.371
che,1993,65.682
che,1994,64.737
che,1995,64.817
che,1996,65.14
che,1997,64.588
che,1998,65.542
che,1999,65.722
che,2000,65.571
che,2001,66.112
che,2002,65.743
che,2003,65.055
che,2004,64.364
che,2005,64.006
che,2006,64.656
che,2007,65.162
che,2008,65.906
che,2009,65.429
che,2010,63.784
che,2011,64.482
che,2012,64.495
che,2013,64.332
che,2014,64.63
che,2015,64.879
che,2016,65.196
che,2017,65.155
che,2018,65.255
che,2019,65.235
che,2020,64.599
che,2021,63.572
chl,1991,50.435
chl,1992,51.903
chl,1993,52.357
chl,1994,51.967
chl,1995,53.397
chl,1996,52.434
chl,1997,52.577
chl,1998,52.602
chl,1999,50.328
chl,2000,50.045
chl,2001,49.294
chl,2002,48.966
chl,2003,49.654
chl,2004,49.771
chl,2005,50.534
chl,2006,51.749
chl,2007,52.515
chl,2008,53.111
chl,2009,51.751
chl,2010,53.712
chl,2011,55.55
chl,2012,55.715
chl,2013,56.021
chl,2014,55.976
chl,2015,55.954
chl,2016,55.602
chl,2017,55.722
chl,2018,55.514
chl,2019,55.237
chl,2020,49.117
chl,2021,49.648
chn,1991,77.072
chn,1992,76.849
chn,1993,76.373
chn,1994,75.982
chn,1995,75.677
chn,1996,75.355
chn,1997,75.039
chn,1998,74.8
chn,1999,74.559
chn,2000,74.316
chn,2001,73.375
chn,2002,72.507
chn,2003,71.71
chn,2004,71.23
chn,2005,70.652
chn,2006,70.154
chn,2007,69.64
chn,2008,68.886
chn,2009,68.205
chn,2010,67.746
chn,2011,67.836
chn,2012,67.584
chn,2013,67.34
chn,2014,67.212
chn,2015,67.074
chn,2016,66.915
chn,2017,66.653
chn,2018,66.43
chn,2019,66.015
chn,2020,64.837
chn,2021,64.779
civ,1991,61.172
civ,1992,61.065
civ,1993,61.554
civ,1994,62.039
civ,1995,62.538
civ,1996,62.538
civ,1997,62.513
civ,1998,62.498
civ,1999,61.903
civ,2000,61.305
civ,2001,60.727
civ,2002,60.133
civ,2003,59.546
civ,2004,58.969
civ,2005,58.382
civ,2006,57.792
civ,2007,57.203
civ,2008,56.617
civ,2009,56.03
civ,2010,55.433
civ,2011,54.809
civ,2012,54.3
civ,2013,55.569
civ,2014,55.414
civ,2015,55.254
civ,2016,55.085
civ,2017,54.227
civ,2018,54.156
civ,2019,54.087
civ,2020,53.479
civ,2021,53.574
cmr,1991,77.044
cmr,1992,76.952
cmr,1993,76.792
cmr,1994,76.76
cmr,1995,76.628
cmr,1996,76.499
cmr,1997,76.572
cmr,1998,76.619
cmr,1999,76.666
cmr,2000,76.707
cmr,2001,76.785
cmr,2002,77.384
cmr,2003,77.989
cmr,2004,78.607
cmr,2005,79.187
cmr,2006,79.729
cmr,2007,80.266
cmr,2008,78.029
cmr,2009,75.635
cmr,2010,73.097
cmr,2011,73.199
cmr,2012,73.297
cmr,2013,73.394
cmr,2014,73.484
cmr,2015,73.441
cmr,2016,73.395
cmr,2017,73.342
cmr,2018,73.288
cmr,2019,73.225
cmr,2020,72.379
cmr,2021,72.506
cod,1991,70.251
cod,1992,70.277
cod,1993,70.294
cod,1994,70.322
cod,1995,70.32
cod,1996,70.351
cod,1997,70.359
cod,1998,70.367
cod,1999,70.354
cod,2000,70.343
cod,2001,70.378
cod,2002,70.406
cod,2003,70.425
cod,2004,70.438
cod,2005,70.443
cod,2006,69.424
cod,2007,68.394
cod,2008,67.351
cod,2009,66.287
cod,2010,65.23
cod,2011,64.152
cod,2012,63.065
cod,2013,63.084
cod,2014,63.092
cod,2015,63.081
cod,2016,63.074
cod,2017,63.068
cod,2018,63.051
cod,2019,63.014
cod,2020,61.402
cod,2021,61.566
cog,1991,54.797
cog,1992,54.747
cog,1993,54.673
cog,1994,54.597
cog,1995,54.603
cog,1996,54.567
cog,1997,54.506
cog,1998,54.501
cog,1999,54.44
cog,2000,54.472
cog,2001,54.449
cog,2002,54.448
cog,2003,54.424
cog,2004,54.44
cog,2005,54.472
cog,2006,54.421
cog,2007,54.295
cog,2008,54.323
cog,2009,54.307
cog,2010,54.248
cog,2011,54.211
cog,2012,54.247
cog,2013,54.171
cog,2014,54.186
cog,2015,54.094
cog,2016,54.002
cog,2017,53.976
cog,2018,53.902
cog,2019,53.85
cog,2020,50.704
cog,2021,51.062
col,1991,59.968
col,1992,60.619
col,1993,62.046
col,1994,62.113
col,1995,62.11
col,1996,60.031
col,1997,59.959
col,1998,57.907
col,1999,53.954
col,2000,53.752
col,2001,57.467
col,2002,56.956
col,2003,58.524
col,2004,57.539
col,2005,58.113
col,2006,57.679
col,2007,56.731
col,2008,57
col,2009,59.045
col,2010,60.32
col,2011,61.548
col,2012,62.649
col,2013,62.783
col,2014,63.224
col,2015,63.713
col,2016,63.068
col,2017,62.779
col,2018,62.16
col,2019,60.759
col,2020,53.27
col,2021,55.433
com,1991,40.139
com,1992,40.179
com,1993,40.156
com,1994,40.11
com,1995,40.093
com,1996,40.039
com,1997,39.999
com,1998,39.93
com,1999,39.86
com,2000,39.8
com,2001,39.716
com,2002,39.643
com,2003,39.565
com,2004,39.489
com,2005,39.636
com,2006,39.778
com,2007,39.914
com,2008,40.063
com,2009,40.198
com,2010,40.335
com,2011,40.47
com,2012,40.598
com,2013,40.733
com,2014,40.85
com,2015,40.796
com,2016,40.766
com,2017,40.718
com,2018,40.657
com,2019,40.587
com,2020,39.188
com,2021,39.264
cpv,1991,53.893
cpv,1992,53.914
cpv,1993,53.897
cpv,1994,53.905
cpv,1995,53.852
cpv,1996,53.76
cpv,1997,53.653
cpv,1998,53.525
cpv,1999,53.367
cpv,2000,53.199
cpv,2001,53.01
cpv,2002,52.847
cpv,2003,52.664
cpv,2004,52.508
cpv,2005,52.343
cpv,2006,52.335
cpv,2007,52.364
cpv,2008,52.361
cpv,2009,52.362
cpv,2010,52.389
cpv,2011,52.213
cpv,2012,52.067
cpv,2013,51.968
cpv,2014,51.897
cpv,2015,51.839
cpv,2016,51.779
cpv,2017,51.724
cpv,2018,48.681
cpv,2019,50.242
cpv,2020,44.877
cpv,2021,45.937
cri,1991,53.466
cri,1992,53.473
cri,1993,54.307
cri,1994,54.711
cri,1995,55.024
cri,1996,52.522
cri,1997,54.828
cri,1998,56.509
cri,1999,56.168
cri,2000,55.879
cri,2001,57.426
cri,2002,56.811
cri,2003,57.008
cri,2004,55.979
cri,2005,57.992
cri,2006,58.177
cri,2007,59.77
cri,2008,59.17
cri,2009,56.758
cri,2010,54.965
cri,2011,52.919
cri,2012,56.406
cri,2013,56.435
cri,2014,56.51
cri,2015,55.355
cri,2016,52.82
cri,2017,53.472
cri,2018,54.43
cri,2019,55.151
cri,2020,48.497
cri,2021,48.611
cub,1991,48.66
cub,1992,48.115
cub,1993,47.411
cub,1994,47.492
cub,1995,47.496
cub,1996,48.091
cub,1997,48.439
cub,1998,48.883
cub,1999,49.07
cub,2000,49.691
cub,2001,50.514
cub,2002,50.961
cub,2003,51.609
cub,2004,52.068
cub,2005,52.414
cub,2006,52.867
cub,2007,53.2
cub,2008,53.472
cub,2009,54.671
cub,2010,53.625
cub,2011,53.813
cub,2012,53.762
cub,2013,53.951
cub,2014,54.312
cub,2015,54.639
cub,2016,54.879
cub,2017,55.114
cub,2018,55.2
cub,2019,55.202
cub,2020,52.144
cub,2021,52.683
cyp,1991,57.988
cyp,1992,58.041
cyp,1993,57.801
cyp,1994,57.923
cyp,1995,58.105
cyp,1996,57.928
cyp,1997,57.869
cyp,1998,58.05
cyp,1999,56.727
cyp,2000,57.284
cyp,2001,59.235
cyp,2002,59.819
cyp,2003,60.555
cyp,2004,60.31
cyp,2005,59.85
cyp,2006,60.655
cyp,2007,61.866
cyp,2008,61.866
cyp,2009,60.314
cyp,2010,60.247
cyp,2011,58.73
cyp,2012,55.945
cyp,2013,53.254
cyp,2014,53.493
cyp,2015,53.003
cyp,2016,53.327
cyp,2017,54.82
cyp,2018,57.177
cyp,2019,58.509
cyp,2020,57.941
cyp,2021,58.828
cze,1991,60.02
cze,1992,59.823
cze,1993,58.767
cze,1994,58.97
cze,1995,59.037
cze,1996,58.858
cze,1997,58.099
cze,1998,57.025
cze,1999,55.464
cze,2000,54.799
cze,2001,54.875
cze,2002,55.286
cze,2003,54.764
cze,2004,54.129
cze,2005,54.671
cze,2006,55.032
cze,2007,55.643
cze,2008,55.932
cze,2009,54.772
cze,2010,54.186
cze,2011,54.351
cze,2012,54.547
cze,2013,55.16
cze,2014,55.686
cze,2015,56.419
cze,2016,57.553
cze,2017,58.48
cze,2018,59.203
cze,2019,59.166
cze,2020,58.265
cze,2021,57.956
deu,1991,56.259
deu,1992,55.018
deu,1993,53.832
deu,1994,53.083
deu,1995,53.01
deu,1996,52.529
deu,1997,51.984
deu,1998,52.033
deu,1999,52.743
deu,2000,52.909
deu,2001,53.014
deu,2002,52.414
deu,2003,51.714
deu,2004,50.768
deu,2005,51.894
deu,2006,52.917
deu,2007,54.028
deu,2008,54.785
deu,2009,54.793
deu,2010,55.232
deu,2011,56.593
deu,2012,56.838
deu,2013,57.194
deu,2014,57.402
deu,2015,57.39
deu,2016,58.496
deu,2017,58.915
deu,2018,59.209
deu,2019,59.976
deu,2020,59.253
deu,2021,59.192
dji,1991,25.587
dji,1992,25.58
dji,1993,25.47
dji,1994,25.42
dji,1995,25.375
dji,1996,25.304
dji,1997,25.285
dji,1998,25.278
dji,1999,25.255
dji,2000,25.171
