geo,time,se_sec_cmpt_lo_zs
tto,1996,69.26846
tto,1997,67.34473
tto,1999,69.26556
tto,2001,74.27129
tto,2003,91.18801
tto,2004,82.5321
tto,2005,76.03502
tto,2007,89.63497
tto,2008,90.18456
tto,2009,94.14828
tto,2010,80.93737
tun,1979,16.77444
tun,1980,18.14458
tun,1981,19.6006
tun,1982,18.78209
tun,1983,23.42766
tun,1984,29.3203
tun,1985,28.82109
tun,1986,31.16023
tun,1987,31.89587
tun,1988,34.55915
tun,1990,34.10914
tun,1991,45.16801
tun,1992,42.23432
tun,1993,44.86467
tun,1994,48.90764
tun,1995,50.92708
tun,1996,51.94251
tun,1997,55.90572
tun,2004,70.65601
tun,2005,69.37921
tun,2006,67.34421
tun,2008,71.81724
tun,2009,80.52268
tun,2010,73.99821
tun,2013,70.03428
tun,2014,71.93107
tun,2015,70.77582
tun,2017,73.3321
tun,2018,77.38397
tur,1976,28.01594
tur,1977,28.2162
tur,1982,24.2308
tur,1983,22.77517
tur,1984,26.6789
tur,1986,30.70497
tur,1987,31.96557
tur,1988,30.69186
tur,1989,33.5923
tur,1990,35.42181
tur,1991,39.33903
tur,1992,42.42823
tur,2004,87.02439
tur,2005,91.4695
tur,2006,90.47634
tur,2007,92.96333
tur,2008,96.58487
tur,2009,93.27038
tur,2010,101.86824
tur,2011,96.11075
tur,2012,95.32123
tur,2013,94.67233
tur,2014,96.86766
tur,2015,94.90616
tur,2017,87.50612
tur,2018,86.52295
tur,2019,88.78901
tuv,1990,42.37288
tuv,2014,96.33028
tuv,2015,73.87387
tuv,2016,61.06195
tuv,2019,64.70588
tuv,2020,62.6556
tza,2002,6.42399
tza,2003,7.20194
tza,2004,7.52394
tza,2005,9.13944
tza,2008,14.23197
tza,2009,21.22432
tza,2012,40.44018
tza,2013,36.2233
tza,2016,30.80284
tza,2017,26.89966
tza,2018,29.56954
tza,2019,34.21926
tza,2020,33.16817
uga,1976,4.35336
uga,1977,4.53468
uga,1995,10.00929
uga,2000,14.92185
uga,2001,15.37731
uga,2002,18.35819
uga,2003,19.14424
uga,2004,18.95763
uga,2006,20.77218
uga,2007,22.5799
uga,2008,23.94282
uga,2009,25.42012
uga,2010,27.99541
uga,2011,27.10889
uga,2012,25.75736
uga,2013,29.68144
uga,2014,30.05451
uga,2015,26.07067
uga,2016,28.86174
uga,2017,26.42558
ukr,1971,92.48243
ukr,1972,95.89792
ukr,1973,102.21403
ukr,1974,106.50503
ukr,1976,103.24572
ukr,1977,99.01102
ukr,1978,98.725
ukr,1979,97.32
ukr,1980,94.20837
ukr,1981,99.19455
ukr,1982,100.80633
ukr,1983,101.29281
ukr,1984,99.71108
ukr,1985,100.64084
ukr,1986,99.5249
ukr,1988,95.77293
ukr,1990,95.41715
ukr,1991,95.55641
ukr,1992,93.61424
ukr,1993,92.25845
ukr,1994,89.29386
ukr,1999,98.25078
ukr,2000,97.8732
ukr,2001,101.61419
ukr,2002,102.59299
ukr,2003,105.08236
ukr,2004,102.4153
ukr,2005,103.46219
ukr,2006,99.7262
ukr,2007,98.88373
ukr,2008,101.82141
ukr,2009,62.30351
ukr,2010,116.36738
ukr,2011,104.31053
ukr,2012,100.31096
ukr,2013,97.94137
ukr,2014,94.37717
ury,1998,60.44173
ury,2001,69.79532
ury,2002,73.17375
ury,2003,74.2734
ury,2004,72.68472
ury,2005,70.45679
ury,2006,68.18763
ury,2007,65.79113
ury,2008,69.61828
ury,2009,73.06482
ury,2010,74.28864
ury,2019,94.58672
usa,2017,104.85226
usa,2018,103.38417
usa,2019,103.40846
uzb,2001,96.20829
uzb,2002,101.32255
uzb,2003,98.8893
uzb,2004,94.27059
uzb,2005,92.95408
uzb,2006,97.61788
uzb,2007,98.77373
uzb,2008,92.86458
uzb,2009,91.56307
uzb,2010,94.00834
uzb,2011,95.81278
uzb,2012,94.24008
uzb,2013,92.71539
uzb,2014,90.86062
uzb,2015,89.58236
uzb,2016,90.83382
uzb,2017,91.27142
uzb,2018,95.90342
uzb,2019,94.70954
uzb,2020,97.52832
vct,2003,58.82353
vct,2004,72.60771
vct,2005,74.53218
vct,2008,111.33924
vct,2010,113.83381
vct,2012,93.04348
vct,2013,91.35375
vct,2014,91.61585
vct,2015,99.26969
vct,2016,103.84615
vct,2017,100.6963
vct,2018,92.0436
ven,1972,20.82969
ven,1973,30.25413
ven,1974,31.55294
ven,1975,33.33247
ven,1976,34.41285
ven,1977,36.044
ven,1978,36.90128
ven,1979,36.48348
ven,1980,37.01449
ven,1981,36.40076
ven,1982,37.22405
ven,1983,39.34521
ven,1984,40.7053
ven,1985,43.39075
ven,1986,44.60427
ven,1987,42.75121
ven,1988,42.25508
ven,1989,41.66661
ven,1990,41.4932
ven,1991,42.4061
ven,1992,43.10872
ven,1993,43.40908
ven,1996,45.55357
ven,1997,48.1999
ven,1999,47.89654
ven,2000,51.15855
ven,2001,54.40822
ven,2002,57.74389
ven,2003,59.64963
ven,2004,63.97945
ven,2005,67.38187
ven,2006,69.30486
ven,2007,74.18487
ven,2008,78.93372
ven,2009,78.88118
ven,2010,77.08965
ven,2011,77.45841
ven,2012,79.33124
ven,2013,80.00233
ven,2014,77.41789
ven,2015,76.9495
ven,2016,76.018
ven,2017,75.23426
vgb,1994,86.71329
vgb,2001,91.90031
vgb,2010,86.66667
vgb,2011,86.26943
vgb,2012,87.90123
vgb,2013,70.2381
vgb,2014,76.04651
vgb,2015,91.30435
vgb,2016,98.19005
vgb,2020,73.70892
vir,1986,88.14549
vnm,1979,11.37395
vnm,1999,66.98676
vnm,2000,68.87141
vnm,2001,67.47553
vnm,2002,72.75754
vnm,2005,87.24596
vnm,2011,78.30978
vnm,2012,78.82952
vnm,2014,94.33925
vnm,2015,100.3055
vnm,2018,97.66271
vut,1994,24.36207
vut,1998,23.98307
vut,2001,33.69938
vut,2004,40.31277
vut,2006,28.55343
vut,2010,53.80605
vut,2013,53.26107
vut,2014,53.10513
vut,2019,46.95427
vut,2020,51.12908
wsm,1994,111.91943
wsm,1995,102.31308
wsm,1996,97.79359
wsm,1997,100.6244
wsm,1998,96.23188
wsm,1999,98.81499
wsm,2000,96.74017
wsm,2001,99.4302
wsm,2002,94.90535
wsm,2003,92.69469
wsm,2004,95.03482
wsm,2005,97.43929
wsm,2006,96.3515
wsm,2007,102.21019
wsm,2009,108.04441
wsm,2010,108.59729
wsm,2011,106.13088
wsm,2012,105.94291
wsm,2013,111.41356
wsm,2014,110.13216
wsm,2015,113.82557
wsm,2016,108.97313
wsm,2017,109.63632
wsm,2018,105.46769
wsm,2019,102.76121
wsm,2020,104.07407
yem,1999,41.0719
yem,2001,47.07544
yem,2005,45.8434
yem,2010,45.92752
yem,2012,48.88045
yem,2013,49.12023
yem,2016,53.10474
zaf,1991,56.15262
zaf,1999,74.0231
zaf,2000,71.71394
zaf,2002,89.02274
zaf,2003,76.62613
zaf,2004,74.07794
zaf,2016,80.76885
zaf,2018,80.03323
zaf,2019,80.37233
zmb,1976,16.2165
zmb,1977,17.693
zmb,1978,17.5866
zmb,1979,17.54321
zmb,1980,17.32058
zmb,1981,17.34566
zmb,1983,18.97178
zmb,1984,19.95305
zmb,2000,24.02537
zmb,2001,26.52638
zmb,2002,37.24365
zmb,2004,36.85987
zmb,2005,41.24898
zmb,2007,50.45329
zmb,2008,65.57
zmb,2009,63.86486
zmb,2010,59.82199
zmb,2011,57.44394
zmb,2012,55.33307
zmb,2013,54.76887
zwe,1984,51.18915
zwe,2012,69.9453
zwe,2013,71.12759
zwe,2014,72.62954
zwe,2015,64.79256
zwe,2016,65.41772
zwe,2017,66.38518
zwe,2018,61.66582
zwe,2019,69.03192
zwe,2020,67.99164
