geo,time,nv_srv_empl_kd
com,2009,7168.33034
com,2010,6755.23815
com,2011,6719.94046
com,2012,6642.87762
com,2013,6468.40217
com,2014,6371.05962
com,2015,6274.81276
com,2016,6228.64786
com,2017,6209.2331
com,2018,6126.19097
com,2019,6053.37412
cpv,1991,3370.88213
cpv,1992,3657.98597
cpv,1993,3824.29854
cpv,1994,4454.00036
cpv,1995,4955.41799
cpv,1996,5378.25184
cpv,1997,6044.80286
cpv,1998,6674.32815
cpv,1999,7092.17499
cpv,2000,8010.96165
cpv,2001,8288.32885
cpv,2002,8519.53215
cpv,2003,8664.02903
cpv,2004,9274.99217
cpv,2005,9571.26109
cpv,2006,9966.10304
cpv,2007,8837.53931
cpv,2008,8832.14992
cpv,2009,8590.81946
cpv,2010,8565.70256
cpv,2011,8528.73808
cpv,2012,8599.88127
cpv,2013,8376.38876
cpv,2014,8125.00278
cpv,2015,7883.52762
cpv,2016,8088.39901
cpv,2017,7990.1126
cpv,2018,7946.63324
cpv,2019,8116.53721
cri,1991,19633.58428
cri,1992,20217.05555
cri,1993,20246.18019
cri,1994,20340.64901
cri,1995,19497.49874
cri,1996,19771.83936
cri,1997,19075.07518
cri,1998,18692.82486
cri,1999,19323.29709
cri,2000,19430.99231
cri,2001,19149.21054
cri,2002,19408.41323
cri,2003,19368.15326
cri,2004,19899.44262
cri,2005,19568.99625
cri,2006,19981.04063
cri,2007,20435.64029
cri,2008,21105.17278
cri,2009,21401.9677
cri,2010,22226.13799
cri,2011,23615.59097
cri,2012,22403.40865
cri,2013,22318.36453
cri,2014,23944.65585
cri,2015,26045.26281
cri,2016,27544.25133
cri,2017,28092.57271
cri,2018,28327.51544
cri,2019,27930.12316
cub,1996,11885.59212
cub,1997,11956.66836
cub,1998,12106.98444
cub,1999,12519.7312
cub,2000,12918.44734
cub,2001,12988.1401
cub,2002,12693.67188
cub,2003,12752.97399
cub,2004,13124.26743
cub,2005,14402.19683
cub,2006,15646.13002
cub,2007,16220.7742
cub,2008,16690.78832
cub,2009,16682.01795
cub,2010,17409.63228
cub,2011,18342.56114
cub,2012,19369.27079
cub,2013,18947.86737
cub,2014,19248.58456
cub,2015,19773.51934
cub,2016,19849.32363
cub,2017,20087.64871
cub,2018,20463.69137
cyp,1991,29876.57453
cyp,1992,31495.04027
cyp,1993,30532.86444
cyp,1994,31248.0852
cyp,1995,34918.19539
cyp,1996,33965.48868
cyp,1997,33834.36197
cyp,1998,34673.41522
cyp,1999,35154.70591
cyp,2000,35599.02392
cyp,2001,34461.57415
cyp,2002,34428.68946
cyp,2003,33820.15188
cyp,2004,34510.18106
cyp,2005,36309.33113
cyp,2006,36088.76039
cyp,2007,36647.77464
cyp,2008,37944.87324
cyp,2009,37325.7443
cyp,2010,37234.18525
cyp,2011,38958.1678
cyp,2012,38790.82734
cyp,2013,37053.8313
cyp,2014,36274.16531
cyp,2015,36494.54695
cyp,2016,37863.49436
cyp,2017,38022.38753
cyp,2018,37463.83853
cyp,2019,38182.96225
cze,1993,25541.23267
cze,1994,24711.2354
cze,1995,24917.39686
cze,1996,25448.69462
cze,1997,25430.68518
cze,1998,25783.67143
cze,1999,26399.29314
cze,2000,27385.37945
cze,2001,28301.26252
cze,2002,28149.61526
cze,2003,29201.08024
cze,2004,29945.2255
cze,2005,30747.64863
cze,2006,31849.95408
cze,2007,33454.28915
cze,2008,33558.16631
cze,2009,31730.3385
cze,2010,32272.23461
cze,2011,32314.89016
cze,2012,32347.05763
cze,2013,32183.80669
cze,2014,32803.51623
cze,2015,33966.52897
cze,2016,34166.31717
cze,2017,35112.65058
cze,2018,35929.73953
cze,2019,36969.69468
deu,1991,61131.96917
deu,1992,63745.63489
deu,1993,65172.40875
deu,1994,66495.44172
deu,1995,67818.94098
deu,1996,69160.72892
deu,1997,70410.84823
deu,1998,72060.95104
deu,1999,71971.94795
deu,2000,72739.98052
deu,2001,73986.09996
deu,2002,74510.45593
deu,2003,73447.95594
deu,2004,74806.69824
deu,2005,73276.95826
deu,2006,74111.22502
deu,2007,74964.14217
deu,2008,74266.67865
deu,2009,71264.23175
deu,2010,70545.9253
deu,2011,72628.59104
deu,2012,72581.2059
deu,2013,71990.21365
deu,2014,72585.12312
deu,2015,72412.9601
deu,2016,71929.6795
deu,2017,73020.92551
deu,2018,73137.2689
deu,2019,73425.51123
dji,2013,9209.87934
dji,2014,9512.59107
dji,2015,9800.635
dji,2016,10171.41053
dji,2017,10185.25796
dji,2018,10113.48343
dji,2019,10439.52879
dnk,1991,71006.46196
dnk,1992,71781.38497
dnk,1993,74728.46792
dnk,1994,77413.7407
dnk,1995,76681.4398
dnk,1996,77635.12179
dnk,1997,77242.64842
dnk,1998,78943.4648
dnk,1999,80959.83605
dnk,2000,83371.49781
dnk,2001,84544.80244
dnk,2002,81973.32549
dnk,2003,84064.37039
dnk,2004,85110.4436
dnk,2005,87132.30067
dnk,2006,87899.34077
dnk,2007,89187.54161
dnk,2008,89542.18088
dnk,2009,87266.90138
dnk,2010,89858.46713
dnk,2011,91255.21374
dnk,2012,91398.80381
dnk,2013,93029.07675
dnk,2014,93201.98164
dnk,2015,94268.68421
dnk,2016,94352.88627
dnk,2017,94715.45173
dnk,2018,95271.38927
dnk,2019,94843.16014
dom,1991,10043.19237
dom,1992,10549.21765
dom,1993,10921.29516
dom,1994,10853.46005
dom,1995,11023.78995
dom,1996,11161.20578
dom,1997,11846.71936
dom,1998,11453.05765
dom,1999,11712.77785
dom,2000,11328.17452
dom,2001,11517.15155
dom,2002,11317.90563
dom,2003,11233.05354
dom,2004,11455.23146
dom,2005,12010.77084
dom,2006,12161.30876
dom,2007,12675.15088
dom,2008,12694.20561
dom,2009,12786.61822
dom,2010,13062.11974
dom,2011,12896.32982
dom,2012,13068.67484
dom,2013,12974.59247
dom,2014,13600.72138
dom,2015,13563.81702
dom,2016,14068.25003
dom,2017,14374.39451
dom,2018,14644.90188
dom,2019,14556.22719
dza,1999,10074.09901
dza,2000,10438.8085
dza,2001,10067.12046
dza,2002,10126.62289
dza,2003,9975.92906
dza,2004,9306.26208
dza,2005,9254.54465
dza,2006,9099.0637
dza,2007,9670.69207
dza,2008,9815.01873
dza,2009,10137.8241
dza,2010,10446.52394
dza,2011,10928.33877
dza,2012,11333.56547
dza,2013,11429.2809
dza,2014,12635.97659
dza,2015,13007.04928
dza,2016,12817.22024
dza,2017,13085.55096
dza,2018,13298.83188
dza,2019,13342.0768
