geo,time,nv_srv_empl_kd
lca,2016,22593.78599
lca,2017,22576.73668
lca,2018,22756.04323
lca,2019,21961.43701
lka,1991,6108.92936
lka,1992,5765.89276
lka,1993,5486.63864
lka,1994,5967.99529
lka,1995,6436.2078
lka,1996,5859.84436
lka,1997,6645.3819
lka,1998,6870.28702
lka,1999,7121.82398
lka,2000,7405.4575
lka,2001,7195.34812
lka,2002,7466.2136
lka,2003,7794.35795
lka,2004,8137.24245
lka,2005,8401.71727
lka,2006,8738.55669
lka,2007,9119.30404
lka,2008,9373.67322
lka,2009,9562.2418
lka,2010,9873.21429
lka,2011,10627.37604
lka,2012,11898.62749
lka,2013,11734.94727
lka,2014,12088.55578
lka,2015,12301.46175
lka,2016,12370.60566
lka,2017,12876.78307
lka,2018,13550.51109
lka,2019,13656.31834
lso,1991,4448.2304
lso,1992,4400.42279
lso,1993,4346.0743
lso,1994,4335.36752
lso,1995,4419.3327
lso,1996,4289.05368
lso,1997,4416.60344
lso,1998,4549.54431
lso,1999,4395.9325
lso,2000,4067.16147
lso,2001,4070.71054
lso,2002,4030.32076
lso,2003,4077.40112
lso,2004,4088.55756
lso,2005,4039.15125
lso,2006,4012.9624
lso,2007,4054.12362
lso,2008,3984.59178
lso,2009,3893.56408
lso,2010,3943.76542
lso,2011,3998.61322
lso,2012,4092.31991
lso,2013,4220.38259
lso,2014,4350.97854
lso,2015,4378.39058
lso,2016,4259.33048
lso,2017,4042.5521
lso,2018,3841.21317
lso,2019,3746.33837
ltu,1995,15045.29094
ltu,1996,15453.56231
ltu,1997,16397.45973
ltu,1998,17399.13388
ltu,1999,17080.02368
ltu,2000,18344.33201
ltu,2001,19352.57385
ltu,2002,20592.64461
ltu,2003,21491.10779
ltu,2004,22696.51266
ltu,2005,23849.45935
ltu,2006,25299.15841
ltu,2007,26915.28703
ltu,2008,26669.85822
ltu,2009,24700.58158
ltu,2010,25562.15386
ltu,2011,25884.54593
ltu,2012,26910.13614
ltu,2013,27577.74374
ltu,2014,27746.29175
ltu,2015,28193.9292
ltu,2016,28153.19865
ltu,2017,29239.44221
ltu,2018,30182.69583
ltu,2019,31102.15261
lux,1995,185233.5511
lux,1996,175886.80888
lux,1997,181180.66718
lux,1998,188468.06977
lux,1999,195624.99644
lux,2000,202482.27802
lux,2001,209298.64238
lux,2002,209098.35749
lux,2003,213709.44015
lux,2004,213706.14787
lux,2005,209152.3424
lux,2006,219176.0409
lux,2007,230906.2086
lux,2008,226291.84628
lux,2009,198981.1067
lux,2010,205442.41781
lux,2011,207275.96402
lux,2012,195609.96448
lux,2013,196299.32224
lux,2014,193848.54525
lux,2015,200310.22482
lux,2016,206483.10607
lux,2017,199413.23747
lux,2018,199498.70759
lux,2019,194519.70363
lva,1995,13202.19184
lva,1996,13891.7388
lva,1997,14727.92841
lva,1998,15697.84175
lva,1999,15958.25025
lva,2000,17004.36768
lva,2001,18103.57009
lva,2002,18724.09627
lva,2003,20337.06514
lva,2004,21676.59908
lva,2005,23394.94297
lva,2006,24681.10856
lva,2007,26567.72625
lva,2008,25925.72278
lva,2009,25831.55328
lva,2010,25755.15843
lva,2011,27035.62638
lva,2012,27428.69498
lva,2013,27675.25353
lva,2014,27976.80654
lva,2015,28624.21533
lva,2016,29448.509
lva,2017,29192.86524
lva,2018,30179.92884
lva,2019,31155.09796
mac,2008,107330.52346
mac,2009,104379.87388
mac,2010,129518.32516
mac,2011,153832.27144
mac,2012,163963.363
mac,2013,180662.14534
mac,2014,174662.10214
mac,2015,133287.46616
mac,2016,131294.35305
mac,2017,139899.49616
mac,2018,146599.1913
mac,2019,141709.77625
mar,1991,8876.35186
mar,1992,8988.72578
mar,1993,8721.97845
mar,1994,8875.47337
mar,1995,8626.04896
mar,1996,8795.06018
mar,1997,8585.48981
mar,1998,8737.61611
mar,1999,8864.64856
mar,2000,9010.81402
mar,2001,9178.58336
mar,2002,9075.04751
mar,2003,9141.76643
mar,2004,9661.12238
mar,2005,10065.15661
mar,2006,9973.32688
mar,2007,10373.59496
mar,2008,10608.16526
mar,2009,10568.37027
mar,2010,10578.22368
mar,2011,10892.90782
mar,2012,11251.23535
mar,2013,11249.44399
mar,2014,11412.84227
mar,2015,11459.9107
mar,2016,11601.16029
mar,2017,11797.27134
mar,2018,11787.44863
mar,2019,11863.12971
mda,1995,4550.08357
mda,1996,4378.9967
mda,1997,4231.98634
mda,1998,4760.58197
mda,1999,5445.42867
mda,2000,5159.06483
mda,2001,5352.57022
mda,2002,5774.26812
mda,2003,5504.81804
mda,2004,5399.96375
mda,2005,5904.9172
mda,2006,5844.6178
mda,2007,6598.92651
mda,2008,6851.12572
mda,2009,6670.93175
mda,2010,7079.7253
mda,2011,7220.89115
mda,2012,7516.67478
mda,2013,7742.83287
mda,2014,8206.14303
mda,2015,8431.43593
mda,2016,8966.10865
mda,2017,9185.51246
mda,2018,9595.84009
mda,2019,9324.39441
mdg,1995,3821.61939
mdg,1996,3950.72673
mdg,1997,3983.53688
mdg,1998,4011.70926
mdg,1999,4059.01242
mdg,2000,4067.69069
mdg,2001,4071.00036
mdg,2002,3374.86374
mdg,2003,3569.32608
mdg,2004,3706.46873
mdg,2005,3869.35371
mdg,2006,3720.53612
mdg,2007,3580.61607
mdg,2008,3445.83821
mdg,2009,2975.09199
mdg,2010,2711.89204
mdg,2011,2434.05542
mdg,2012,2239.86615
mdg,2013,2137.49626
mdg,2014,2098.83187
mdg,2015,2064.07198
mdg,2016,2039.79153
mdg,2017,2030.60325
mdg,2018,1980.14417
mdg,2019,1960.0861
mdv,1995,27878.79575
mdv,1996,28700.72946
mdv,1997,29358.79503
mdv,1998,29551.49224
mdv,1999,29299.71193
mdv,2000,28609.16182
mdv,2001,24848.96029
mdv,2002,24653.34846
mdv,2003,26766.23402
mdv,2004,25720.51043
mdv,2005,19560.38799
mdv,2006,23842.91582
mdv,2007,24681.91716
mdv,2008,25809.92675
mdv,2009,23497.99367
mdv,2010,22642.80972
mdv,2011,21621.82194
mdv,2012,19750.82543
mdv,2013,19173.70171
mdv,2014,18421.92651
mdv,2015,17969.79956
mdv,2016,18406.00291
mdv,2017,18328.80582
mdv,2018,18600.56864
mdv,2019,19181.06231
mex,1991,22539.50746
mex,1992,22458.24004
mex,1993,22146.22732
mex,1994,22792.17073
mex,1995,21993.91527
mex,1996,21819.67924
mex,1997,21749.75903
mex,1998,22092.41236
mex,1999,22432.2578
mex,2000,23359.15135
mex,2001,22770.21746
mex,2002,22458.3154
mex,2003,21952.90008
mex,2004,22096.50524
mex,2005,21606.64481
mex,2006,21644.39216
mex,2007,21659.23096
mex,2008,21601.60764
mex,2009,20213.85656
mex,2010,21056.88065
mex,2011,21406.33125
mex,2012,21487.40399
mex,2013,21700.59811
mex,2014,22320.9642
mex,2015,22721.40944
mex,2016,23139.54827
mex,2017,23538.28161
mex,2018,23632.74334
mex,2019,22848.11249
mkd,1991,19603.96164
mkd,1992,19034.28196
mkd,1993,18749.08269
mkd,1994,18748.94011
mkd,1995,16390.23122
mkd,1996,16416.93031
mkd,1997,16677.53884
mkd,1998,16504.40042
mkd,1999,16479.64217
mkd,2000,16589.18747
mkd,2001,15274.61316
mkd,2002,15081.18109
mkd,2003,15050.42073
mkd,2004,15388.66109
mkd,2005,15327.52228
mkd,2006,15269.60058
mkd,2007,15623.38299
mkd,2008,15596.2059
mkd,2009,14416.03609
mkd,2010,14908.94253
mkd,2011,13994.4688
mkd,2012,14058.49137
mkd,2013,14348.27615
mkd,2014,14535.42461
mkd,2015,14762.53078
mkd,2016,14700.65184
mkd,2017,14781.73521
mkd,2018,14901.36288
mkd,2019,14057.60062
mli,1991,2831.66289
mli,1992,3089.13567
mli,1993,2894.4857
mli,1994,2883.35506
mli,1995,2895.01449
mli,1996,2807.336
mli,1997,2891.93228
mli,1998,2915.8311
mli,1999,3021.44359
mli,2000,2916.27834
mli,2001,3043.78005
mli,2002,3019.03094
mli,2003,3035.71762
mli,2004,3048.27941
mli,2005,3179.46846
mli,2006,3284.34334
mli,2007,3401.7719
mli,2008,3341.20089
mli,2009,3147.42075
mli,2010,3239.8226
mli,2011,3263.75402
mli,2012,3039.64942
mli,2013,3118.40553
mli,2014,3072.28471
mli,2015,2784.22698
mli,2016,3001.27921
mli,2017,3058.08976
mli,2018,3023.73765
mli,2019,3009.27068
mlt,2015,54266.58657
mmr,2010,2076.40278
mmr,2011,2203.61151
mmr,2012,2433.35225
mmr,2013,2650.02855
mmr,2014,2862.36259
mmr,2015,3041.18986
mmr,2016,3249.62427
mmr,2017,3485.31091
mmr,2018,3567.427
mmr,2019,3749.66803
mne,2000,16928.76112
mne,2001,16033.36786
mne,2002,15867.39952
mne,2003,14911.67962
mne,2004,14491.29607
mne,2005,14248.38524
mne,2006,14252.92585
mne,2007,14172.85822
mne,2008,14279.9694
mne,2009,14223.48013
mne,2010,14549.32708
mne,2011,15261.73949
mne,2012,14598.77159
mne,2013,14594.51202
mne,2014,14165.73831
mne,2015,14778.97369
mne,2016,14835.86739
mne,2017,15225.97312
mne,2018,15786.00408
mne,2019,16210.16272
mng,2010,6673.60028
mng,2011,7558.42133
mng,2012,8717.57315
mng,2013,8679.4973
mng,2014,8940.04982
mng,2015,8883.20789
mng,2016,9384.80429
mng,2017,9543.13705
mng,2018,9542.6128
mng,2019,9516.85277
moz,1991,1871.98063
moz,1992,1917.20662
moz,1993,1901.40781
moz,1994,2038.27619
moz,1995,1805.47222
moz,1996,1803.5263
moz,1997,1880.28764
moz,1998,1888.68325
moz,1999,1888.41444
moz,2000,1929.85012
moz,2001,2020.73465
moz,2002,2014.95831
moz,2003,2005.03856
moz,2004,2067.4093
moz,2005,2147.73885
moz,2006,2274.85085
moz,2007,2366.69309
moz,2008,2469.10726
moz,2009,2551.59247
moz,2010,2696.01114
moz,2011,2817.23237
moz,2012,3014.08203
moz,2013,3073.21645
moz,2014,3245.61797
moz,2015,3345.44086
moz,2016,3275.96067
moz,2017,3177.10106
moz,2018,3124.23415
moz,2019,3072.71625
mrt,1991,3554.05644
mrt,1992,3400.55412
mrt,1993,3207.25094
mrt,1994,3502.8131
mrt,1995,3263.74399
mrt,1996,3304.32755
mrt,1997,4009.50497
mrt,1998,4101.54956
mrt,1999,4196.06731
mrt,2000,4461.50329
mrt,2001,4452.35574
mrt,2002,4417.3309
mrt,2003,4750.78587
mrt,2004,4545.06215
mrt,2005,4455.78579
mrt,2006,5021.77852
mrt,2007,5102.03601
mrt,2008,5214.16961
mrt,2009,5406.61945
mrt,2010,5486.27868
mrt,2011,5627.93122
mrt,2012,5561.94772
mrt,2013,5588.05399
mrt,2014,5919.96432
mrt,2015,5949.23334
mrt,2016,5749.12294
mrt,2017,5823.078
mrt,2018,5993.50647
mrt,2019,6128.457
mus,1991,10903.7258
mus,1992,11272.95327
mus,1993,11755.56616
mus,1994,12135.68403
mus,1995,12984.39089
mus,1996,12807.86132
mus,1997,13135.59362
mus,1998,13753.61893
mus,1999,14111.55024
mus,2000,15539.44218
mus,2001,15118.77139
mus,2002,15300.62212
mus,2003,16279.13924
mus,2004,16078.89578
mus,2005,16583.27842
mus,2006,17280.20772
mus,2007,18162.75357
mus,2008,18540.82154
mus,2009,18284.67756
mus,2010,18563.54716
mus,2011,19160.22521
mus,2012,19773.42288
mus,2013,19839.60144
mus,2014,20326.80423
mus,2015,20700.3031
mus,2016,21334.01796
mus,2017,21639.65967
mus,2018,22262.4042
mus,2019,22769.95994
mwi,1991,2669.89154
mwi,1992,2461.19219
mwi,1993,2647.65055
mwi,1994,2375.77997
mwi,1995,2683.71776
mwi,1996,2793.63797
mwi,1997,2811.42428
mwi,1998,2819.91128
mwi,1999,2803.21287
mwi,2000,2750.17474
mwi,2001,2572.2982
mwi,2002,2528.92305
mwi,2003,2555.49168
mwi,2004,2572.42088
mwi,2005,2547.94433
mwi,2006,2548.15898
mwi,2007,2635.01137
mwi,2008,2687.13801
mwi,2009,2758.85597
mwi,2010,2796.63014
mwi,2011,2798.01868
mwi,2012,2800.60159
mwi,2013,2762.87831
mwi,2014,2776.08582
mwi,2015,2798.20749
mwi,2016,2812.28511
mwi,2017,2781.57376
mwi,2018,2775.33255
mwi,2019,2798.91341
mys,1991,8350.79269
mys,1992,9085.17939
mys,1993,10585.9236
mys,1994,11505.40292
mys,1995,11844.87629
mys,1996,12306.35418
mys,1997,12977.07639
mys,1998,11695.51322
mys,1999,11877.09475
mys,2000,12460.90205
mys,2001,12162.52479
mys,2002,12407.61821
mys,2003,12427.00021
mys,2004,12574.84874
mys,2005,13196.01195
mys,2006,13888.08541
mys,2007,15597.27566
mys,2008,16523.78404
mys,2009,15908.72381
mys,2010,16398.57092
mys,2011,16610.37855
mys,2012,17173.87315
mys,2013,17374.99297
mys,2014,17973.28734
mys,2015,18441.80995
mys,2016,18892.4687
mys,2017,19760.66462
mys,2018,20181.78955
mys,2019,20916.8088
nam,1991,15729.68923
nam,1992,15453.5438
nam,1993,15040.54243
nam,1994,13421.44954
nam,1995,13571.99284
nam,1996,13828.48644
nam,1997,14013.47033
nam,1998,12791.48047
nam,1999,11911.36161
nam,2000,11155.52457
nam,2001,11311.82542
nam,2002,11252.96994
nam,2003,11841.56196
nam,2004,12834.38776
nam,2005,12639.34332
nam,2006,12758.58317
nam,2007,13155.55036
nam,2008,13325.78638
nam,2009,13756.93643
nam,2010,13874.55684
nam,2011,13915.96795
nam,2012,13545.08491
nam,2013,15126.87094
nam,2014,15370.05097
nam,2015,16012.69105
nam,2016,16123.03816
nam,2017,15386.69245
nam,2018,14751.96206
nam,2019,14407.74664
ner,1991,3712.05841
ner,1992,3604.9579
ner,1993,3532.12361
ner,1994,3474.6807
ner,1995,3420.87233
ner,1996,3059.8222
ner,1997,2993.20957
ner,1998,2832.55324
ner,1999,2788.47247
ner,2000,2753.79026
ner,2001,2724.1051
ner,2002,2659.66517
ner,2003,2539.23652
ner,2004,2562.70786
ner,2005,2612.99009
ner,2006,2561.84094
ner,2007,2538.23117
ner,2008,2453.81412
ner,2009,2466.98772
ner,2010,2374.88838
ner,2011,2403.94894
ner,2012,2439.33462
ner,2013,2532.46561
ner,2014,2641.7693
ner,2015,2695.39169
ner,2016,2646.37265
ner,2017,2603.88819
ner,2018,2592.86577
ner,2019,2605.21619
nga,1991,4760.08061
nga,1992,4777.50946
nga,1993,4808.98391
nga,1994,4755.8588
nga,1995,4692.46253
nga,1996,4647.59679
nga,1997,4651.83496
nga,1998,4691.8593
nga,1999,4706.74227
nga,2000,4658.87232
nga,2001,4795.18409
nga,2002,5070.71296
nga,2003,4972.137
nga,2004,5684.92863
nga,2005,5990.94729
nga,2006,6422.36033
nga,2007,6915.74272
nga,2008,7460.12126
nga,2009,8015.54604
nga,2010,8640.1354
nga,2011,8673.84734
nga,2012,9100.52757
nga,2013,9958.0091
nga,2014,10411.67975
nga,2015,10601.23217
nga,2016,10620.48601
nga,2017,10108.20875
nga,2018,9741.97001
nga,2019,9437.98779
nic,1991,4080.30252
nic,1992,4017.26359
nic,1993,3849.9781
nic,1994,3794.85695
nic,1995,3821.98347
nic,1996,3830.60314
nic,1997,3859.78105
nic,1998,3865.23111
nic,1999,3889.1122
nic,2000,3862.75209
nic,2001,3858.76874
nic,2002,3828.59934
nic,2003,3836.57832
nic,2004,3875.7922
nic,2005,3847.80526
nic,2006,3885.45721
nic,2007,4040.36485
nic,2008,4043.81859
nic,2009,3920.38923
nic,2010,4047.70608
nic,2011,4103.17081
nic,2012,4162.07309
nic,2013,4265.10749
nic,2014,4368.73792
nic,2015,4469.1233
nic,2016,4520.45614
nic,2017,4569.02853
nic,2018,4339.81437
nic,2019,4030.44683
nld,1991,66613.9991
nld,1992,65337.38586
nld,1993,65801.56106
nld,1994,66200.49615
nld,1995,67634.18441
nld,1996,68509.20969
nld,1997,69538.38885
nld,1998,70660.79086
nld,1999,71489.15251
nld,2000,71737.62903
nld,2001,71654.51193
nld,2002,70355.72826
nld,2003,70316.03633
nld,2004,72271.93513
nld,2005,77500.72166
nld,2006,78812.43726
nld,2007,78196.87497
nld,2008,77547.10909
nld,2009,75106.74357
nld,2010,76107.23604
nld,2011,76661.45468
nld,2012,76096.73679
nld,2013,76012.38234
nld,2014,77634.68877
nld,2015,78426.93761
nld,2016,79009.14124
nld,2017,79543.27423
nld,2018,78973.54241
nld,2019,79074.63839
nor,1991,77717.03657
nor,1992,79196.65391
nor,1993,81581.18353
nor,1994,82897.43428
nor,1995,84179.08914
nor,1996,84115.09069
nor,1997,85561.46559
nor,1998,86401.18156
nor,1999,88043.25668
nor,2000,89085.81072
nor,2001,90589.42825
nor,2002,90767.70193
nor,2003,93121.65586
nor,2004,94947.72128
nor,2005,98144.39282
nor,2006,100274.79385
nor,2007,101385.09201
nor,2008,99597.80183
nor,2009,98351.87091
nor,2010,99717.35125
nor,2011,100949.60194
nor,2012,101884.65162
nor,2013,103407.076
nor,2014,104930.42742
nor,2015,105802.18801
nor,2016,106572.31887
nor,2017,107921.7589
nor,2018,109138.11188
nor,2019,110011.98937
npl,1991,2615.55847
npl,1992,2747.46095
npl,1993,2873.15106
npl,1994,3012.36715
npl,1995,3096.10164
npl,1996,3208.41993
npl,1997,3306.58807
npl,1998,3433.11473
npl,1999,3550.70154
npl,2000,3652.05537
npl,2001,3736.3477
npl,2002,3562.17426
npl,2003,3567.62326
npl,2004,3678.84986
npl,2005,3673.38639
npl,2006,3733.43815
npl,2007,3757.11322
npl,2008,3885.61059
npl,2009,3986.88667
npl,2010,4098.73792
npl,2011,4143.30972
npl,2012,4220.86069
npl,2013,4301.06007
npl,2014,4436.24553
npl,2015,4542.02931
npl,2016,4397.24105
npl,2017,4526.65907
npl,2018,4693.50402
npl,2019,4754.85978
nzl,1991,54813.56036
nzl,1992,55210.9411
nzl,1993,56736.66837
nzl,1994,56731.527
nzl,1995,56367.34499
nzl,1996,55577.33014
nzl,1997,55993.38305
nzl,1998,57669.83713
nzl,1999,59724.76761
nzl,2000,60411.69716
nzl,2001,61668.06042
nzl,2002,61432.93537
nzl,2003,61483.16222
nzl,2004,61948.5635
nzl,2005,61669.44276
nzl,2006,63025.10203
nzl,2007,63464.83858
nzl,2008,62832.94387
nzl,2009,62735.13693
nzl,2010,64024.96452
nzl,2011,64725.83323
nzl,2012,65780.60008
nzl,2013,65844.65083
nzl,2014,66212.85227
nzl,2015,68119.1643
nzl,2016,67054.34907
nzl,2017,67230.71166
nzl,2018,66822.55532
nzl,2019,66711.88484
omn,1998,18947.67904
omn,1999,19187.24491
omn,2000,19611.44475
omn,2001,20526.30682
omn,2002,21090.78619
omn,2003,21806.5223
omn,2004,23499.99806
omn,2005,24840.88593
omn,2006,26851.77769
omn,2007,28996.33657
omn,2008,30633.49005
omn,2009,29955.27795
omn,2010,30409.37475
omn,2011,28631.46597
omn,2012,28859.01966
omn,2013,27343.19006
omn,2014,25747.47607
omn,2015,24313.93965
omn,2016,23583.2176
omn,2017,23299.8334
omn,2018,22669.06934
omn,2019,21483.74964
pak,1991,4356.10839
pak,1992,4509.08144
pak,1993,4613.92889
pak,1994,4612.83809
pak,1995,4765.66256
pak,1996,4753.71307
pak,1997,4673.99452
pak,1998,4560.79262
pak,1999,4561.22884
pak,2000,4521.49536
pak,2001,4577.86013
pak,2002,4557.57985
pak,2003,4591.42823
pak,2004,4731.44471
pak,2005,5037.15161
pak,2006,5442.84003
pak,2007,5646.79324
pak,2008,5788.94231
pak,2009,5569.85319
pak,2010,5632.74728
pak,2011,5779.21088
pak,2012,5878.14308
pak,2013,6046.25892
pak,2014,6089.34633
pak,2015,6176.60047
pak,2016,6568.16348
pak,2017,6533.23887
pak,2018,6502.19482
pak,2019,6482.23069
pan,1991,18322.86087
pan,1992,19030.96438
pan,1993,18257.53499
pan,1994,17393.86942
pan,1995,17079.18688
pan,1996,17268.92262
pan,1997,17625.39751
pan,1998,18160.17585
pan,1999,18057.99741
pan,2000,18044.87085
pan,2001,18301.83256
pan,2002,17899.1827
pan,2003,18092.9395
pan,2004,18752.68522
pan,2005,19531.47699
pan,2006,21488.7911
pan,2007,23412.70684
pan,2008,25457.9108
pan,2009,25940.95633
pan,2010,26807.47756
pan,2011,28783.14915
pan,2012,29164.52769
pan,2013,29892.08305
pan,2014,30198.77678
pan,2015,29659.3874
pan,2016,30359.90396
pan,2017,31405.14582
pan,2018,31241.82002
pan,2019,31218.71166
per,1994,8818.73353
per,1995,8943.3672
per,1996,8676.70667
per,1997,8632.72335
per,1998,8194.38279
per,1999,7900.85969
per,2000,8041.90567
per,2001,7430.46203
per,2002,7304.50729
per,2003,7468.66512
per,2004,7374.14138
per,2005,7884.10065
per,2006,7920.78136
per,2007,7912.22689
per,2008,8386.13711
per,2009,8449.19974
per,2010,8872.50528
per,2011,9511.46425
per,2012,10016.3926
per,2013,10541.62491
per,2014,10930.8524
per,2015,11526.09575
per,2016,11723.37829
per,2017,11250.15724
per,2018,11299.95155
per,2019,11279.36003
phl,1991,5902.10155
phl,1992,5867.25456
phl,1993,5836.54056
phl,1994,5864.56198
phl,1995,5762.42036
phl,1996,5876.73586
phl,1997,5706.87292
phl,1998,5466.50056
phl,1999,5632.94717
phl,2000,5527.07511
phl,2001,5576.57857
phl,2002,5643.39144
phl,2003,5771.54081
phl,2004,6034.41304
phl,2005,6112.19678
phl,2006,6277.3386
phl,2007,6492.17751
phl,2008,6562.01487
phl,2009,6529.46478
phl,2010,6743.37487
phl,2011,6766.55691
phl,2012,7083.1515
phl,2013,7373.50704
phl,2014,7592.06032
phl,2015,7874.34912
phl,2016,8143.3733
phl,2017,8827.61336
phl,2018,9162.50488
phl,2019,9312.90451
png,2006,10374.93109
png,2007,11625.3231
png,2008,11937.22807
png,2009,12263.40354
png,2010,13868.21464
png,2011,14545.45196
png,2012,14742.18812
png,2013,14965.28621
png,2014,14677.4904
png,2015,13707.29271
png,2016,13459.87124
png,2017,13173.50391
png,2018,13365.39926
pol,1995,17453.65742
pol,1996,18390.16941
pol,1997,19339.39626
pol,1998,19896.68105
pol,1999,21280.68784
pol,2000,23154.54012
pol,2001,23960.86619
pol,2002,24650.65511
pol,2003,24479.5196
pol,2004,25320.57083
pol,2005,25318.46107
pol,2006,25279.77418
pol,2007,25438.21437
pol,2008,25486.95561
pol,2009,25340.41394
pol,2010,25446.34657
pol,2011,26103.66235
pol,2012,26386.6609
pol,2013,26696.6139
pol,2014,26543.52841
pol,2015,27374.3106
pol,2016,28034.72756
pol,2017,29028.14494
pol,2018,30118.22312
pol,2019,31701.13994
pri,2015,59042.70726
prt,1995,38193.15426
prt,1996,38203.25443
prt,1997,39264.02219
prt,1998,42675.70313
prt,1999,42108.74664
prt,2000,42824.88027
prt,2001,42607.6217
prt,2002,42372.09296
prt,2003,42517.45482
prt,2004,41781.78784
prt,2005,42025.27605
prt,2006,42535.96402
prt,2007,43826.53574
prt,2008,43208.26208
prt,2009,43408.22035
prt,2010,44213.61044
prt,2011,44282.81567
prt,2012,44188.60463
prt,2013,43801.34938
prt,2014,42347.15469
prt,2015,41982.73697
prt,2016,41910.19936
prt,2017,41628.68779
prt,2018,41435.20023
prt,2019,41822.11059
pry,1991,10654.47021
pry,1992,10540.84183
pry,1993,10571.88192
pry,1994,10694.61031
pry,1995,10771.1649
pry,1996,10698.59552
pry,1997,10775.79621
pry,1998,10481.8585
pry,1999,9998.1932
pry,2000,9526.49841
pry,2001,9163.25351
pry,2002,8833.0089
pry,2003,8348.64108
pry,2004,8415.52953
pry,2005,8263.63484
pry,2006,8783.93424
pry,2007,8901.09313
pry,2008,8676.81055
pry,2009,8914.70306
pry,2010,9519.07636
pry,2011,9346.65589
pry,2012,9004.49645
pry,2013,8903.79675
pry,2014,9585.52086
pry,2015,9403.97088
pry,2016,9664.69915
pry,2017,9818.58079
pry,2018,9722.32578
pry,2019,9540.97819
pse,1994,13799.46754
pse,1995,13559.87137
pse,1996,12475.86919
pse,1997,14560.92481
pse,1998,16303.77017
pse,1999,16769.15208
pse,2000,14897.04947
pse,2001,15144.03117
pse,2002,14871.46067
pse,2003,14326.19959
pse,2004,15045.39634
pse,2005,15564.93542
pse,2006,14961.44554
pse,2007,14614.29225
pse,2008,14106.56351
pse,2009,13971.79064
pse,2010,14457.9599
pse,2011,15034.71159
pse,2012,15850.10718
pse,2013,16269.62998
pse,2014,16158.01407
pse,2015,15955.33898
pse,2016,17017.83235
pse,2017,16453.80085
pse,2018,16560.7548
pse,2019,15566.55294
qat,2011,75878.85674
qat,2012,72953.92371
qat,2013,76145.54037
qat,2014,81494.7084
qat,2015,85662.32286
qat,2016,86032.19911
qat,2017,85893.75142
qat,2018,85627.69513
qat,2019,85838.26174
rou,1995,13076.88468
rou,1996,13343.67839
rou,1997,13148.2752
rou,1998,12799.73338
rou,1999,13360.23121
rou,2000,14409.31504
rou,2001,14233.85824
rou,2002,15694.04381
rou,2003,15425.25968
rou,2004,15774.80222
rou,2005,17321.44886
rou,2006,17730.92806
rou,2007,20181.5299
rou,2008,20407.99736
rou,2009,19266.72407
rou,2010,18247.23282
rou,2011,18145.80584
rou,2012,25868.73884
rou,2013,23883.81161
rou,2014,24697.67175
rou,2015,24378.86183
rou,2016,25395.13701
rou,2017,26670.97986
rou,2018,27745.2684
rou,2019,28831.21021
rus,1991,17259.12527
rus,1992,15853.64981
rus,1993,13004.00314
rus,1994,12904.06794
rus,1995,11281.59955
rus,1996,10914.18144
rus,1997,10443.55813
rus,1998,10111.04157
rus,1999,10290.35825
rus,2000,10609.20911
rus,2001,10703.53552
rus,2002,10880.51263
rus,2003,11667.04945
rus,2004,11914.23716
rus,2005,12514.0841
rus,2006,13672.27478
rus,2007,15002.3852
rus,2008,15740.19993
rus,2009,14909.53754
rus,2010,15296.19223
rus,2011,15609.53495
rus,2012,16187.8174
rus,2013,16555.42025
rus,2014,16675.88619
rus,2015,16370.91732
rus,2016,16253.07312
rus,2017,16453.85304
rus,2018,16883.1473
rus,2019,17454.08389
rwa,1991,4657.81254
rwa,1992,4873.40837
rwa,1993,5167.05431
rwa,1994,2282.04944
rwa,1995,3156.1876
rwa,1996,3109.87981
rwa,1997,3610.73198
rwa,1998,3587.2222
rwa,1999,3386.72717
rwa,2000,3601.55264
rwa,2001,3566.83848
rwa,2002,3652.86314
rwa,2003,3689.44875
rwa,2004,3696.25727
rwa,2005,3805.77695
rwa,2006,3895.34462
rwa,2007,4008.97568
rwa,2008,4127.35257
rwa,2009,4040.9658
rwa,2010,4000.13676
rwa,2011,3893.22008
rwa,2012,3993.63477
rwa,2013,3430.24911
rwa,2014,2994.72133
rwa,2015,3040.60557
rwa,2016,3041.60707
rwa,2017,2992.0202
rwa,2018,3064.33087
rwa,2019,3125.18941
sau,1991,34694.6678
sau,1992,35698.8728
sau,1993,34939.45661
sau,1994,33989.59661
sau,1995,32581.73796
sau,1996,32138.99944
sau,1997,32714.6475
sau,1998,32413.34932
sau,1999,32130.09116
sau,2000,30984.79705
sau,2001,31454.79916
sau,2002,30788.37911
sau,2003,30241.97399
sau,2004,31228.28677
sau,2005,31828.50798
sau,2006,32813.45425
sau,2007,34225.33327
sau,2008,34883.87437
sau,2009,36237.48106
sau,2010,37580.28634
sau,2011,38331.98526
sau,2012,38253.50018
sau,2013,38961.58726
sau,2014,38921.10989
sau,2015,38363.80941
sau,2016,37822.90111
sau,2017,37360.89526
sau,2018,37368.97934
sau,2019,38001.88409
sdn,1991,4918.65094
sdn,1992,4619.4383
sdn,1993,4626.83078
sdn,1994,4732.89188
sdn,1995,4789.63796
sdn,1996,4018.467
sdn,1997,4068.07512
sdn,1998,4103.75211
sdn,1999,4105.11446
sdn,2000,3954.96753
sdn,2001,4082.81939
sdn,2002,4091.56759
sdn,2003,4532.64906
sdn,2004,4731.50611
sdn,2005,5298.94729
