geo,time,sl_fam_work_ma_zs
lby,2004,1.48
lby,2005,1.36
lby,2006,1.28
lby,2007,1.19
lby,2008,1.14
lby,2009,1.11
lby,2010,1.04
lby,2011,1.3
lby,2012,1.04
lby,2013,1.08
lby,2014,1.19
lby,2015,1.27
lby,2016,1.3
lby,2017,1.18
lby,2018,1.07
lby,2019,1.03
lca,1991,2.13
lca,1992,2.02
lca,1993,1.83
lca,1994,1.31
lca,1995,0.94
lca,1996,1.86
lca,1997,1.57
lca,1998,1.04
lca,1999,0.66
lca,2000,0.57
lca,2001,0.53
lca,2002,0.49
lca,2003,0.44
lca,2004,0.4
lca,2005,0.36
lca,2006,0.32
lca,2007,0.3
lca,2008,0.26
lca,2009,0.23
lca,2010,0.22
lca,2011,0.2
lca,2012,0.18
lca,2013,0.17
lca,2014,0.14
lca,2015,0.14
lca,2016,0.13
lca,2017,0.12
lca,2018,0.13
lca,2019,0.15
lka,1991,6.42
lka,1992,7.32
lka,1993,6.81
lka,1994,5.87
lka,1995,5.15
lka,1996,6.15
lka,1997,5.62
lka,1998,6.85
lka,1999,6.32
lka,2000,6.63
lka,2001,5.5
lka,2002,4.89
lka,2003,4.75
lka,2004,4.5
lka,2005,3.18
lka,2006,4.67
lka,2007,4.56
lka,2008,4.74
lka,2009,4.63
lka,2010,4.49
lka,2011,4.47
lka,2012,3.84
lka,2013,3.11
lka,2014,2.94
lka,2015,2.96
lka,2016,2.86
lka,2017,2.75
lka,2018,2.49
lka,2019,2.3
lso,1991,13.16
lso,1992,12.84
lso,1993,12.62
lso,1994,12.55
lso,1995,12.43
lso,1996,11.89
lso,1997,12.15
lso,1998,11.6
lso,1999,10.87
lso,2000,9.71
lso,2001,8.7
lso,2002,8.13
lso,2003,8.05
lso,2004,7.86
lso,2005,7.48
lso,2006,6.62
lso,2007,6.32
lso,2008,5.51
lso,2009,6.64
lso,2010,6.51
lso,2011,5.78
lso,2012,5.74
lso,2013,5.57
lso,2014,4.67
lso,2015,4.19
lso,2016,3.81
lso,2017,3.62
lso,2018,3.39
lso,2019,3.21
ltu,1991,2.82
ltu,1992,2.94
ltu,1993,3.14
ltu,1994,3.34
ltu,1995,3.49
ltu,1996,3.56
ltu,1997,3.45
ltu,1998,3.41
ltu,1999,3.89
ltu,2000,2.47
ltu,2001,3.25
ltu,2002,2.93
ltu,2003,3.04
ltu,2004,2.04
ltu,2005,2.04
ltu,2006,1.59
ltu,2007,1.21
ltu,2008,1
ltu,2009,1.33
ltu,2010,1.44
ltu,2011,1.3
ltu,2012,1.15
ltu,2013,0.87
ltu,2014,1.16
ltu,2015,0.86
ltu,2016,0.74
ltu,2017,0.65
ltu,2018,0.64
ltu,2019,0.46
lux,1991,0.08
lux,1992,0.07
lux,1993,0.08
lux,1994,0.07
lux,1995,0.08
lux,1996,0.07
lux,1997,0.07
lux,1998,0.07
lux,1999,0.06
lux,2000,0.06
lux,2001,0.06
lux,2002,0.06
lux,2003,0.06
lux,2004,0.06
lux,2005,0.04
lux,2006,0.03
lux,2007,0.06
lux,2008,0.13
lux,2009,0.28
lux,2010,0.25
lux,2011,0.33
lux,2012,0.32
lux,2013,0.22
lux,2014,0.42
lux,2015,0.64
lux,2016,0.61
lux,2017,0.71
lux,2018,0.83
lux,2019,0.67
lva,1991,2.83
lva,1992,3.06
lva,1993,3.35
lva,1994,3.59
lva,1995,3.67
lva,1996,3.84
lva,1997,5.28
lva,1998,4.73
lva,1999,5.25
lva,2000,3.43
lva,2001,4.69
lva,2002,4.18
lva,2003,3.53
lva,2004,3.15
lva,2005,2.26
lva,2006,1.58
lva,2007,1.61
lva,2008,1.5
lva,2009,1.68
lva,2010,1.4
lva,2011,1.12
lva,2012,1.07
lva,2013,1.06
lva,2014,1.04
lva,2015,1.03
lva,2016,1.03
lva,2017,1.03
lva,2018,0.56
lva,2019,0.74
mac,1991,0.36
mac,1992,0.33
mac,1993,0.31
mac,1994,0.29
mac,1995,0.28
mac,1996,0.29
mac,1997,0.19
mac,1998,0.29
mac,1999,0.29
mac,2000,0.2
mac,2001,0.19
mac,2002,0.28
mac,2003,0.48
mac,2004,0.27
mac,2005,0.17
mac,2006,0.15
mac,2007,0.12
mac,2008,0.17
mac,2009,0.24
mac,2010,0.24
mac,2011,0.12
mac,2012,0.17
mac,2013,0.05
mac,2014,0.1
mac,2015,0.09
mac,2016,0.05
mac,2017,0.05
mac,2018,0.04
mac,2019,0.03
mar,1991,20.48
mar,1992,20.43
mar,1993,20.51
mar,1994,19.98
mar,1995,20.22
mar,1996,19.69
mar,1997,19.45
mar,1998,18.83
mar,1999,23.4
mar,2000,23.22
mar,2001,22.71
mar,2002,22.59
mar,2003,21.9
mar,2004,23.25
mar,2005,22.9
mar,2006,17.15
mar,2007,16.7
mar,2008,15.16
mar,2009,15.71
mar,2010,14.2
mar,2011,13.33
mar,2012,12.63
mar,2013,12.91
mar,2014,13.53
mar,2015,12.55
mar,2016,11.77
mar,2017,10.82
mar,2018,9.81
mar,2019,8.92
mda,1991,4.77
mda,1992,4.81
mda,1993,4.76
mda,1994,4.86
mda,1995,4.81
mda,1996,4.85
mda,1997,4.79
mda,1998,5
mda,1999,5.23
mda,2000,5.41
mda,2001,4.67
mda,2002,4.73
mda,2003,1.31
mda,2004,0.54
mda,2005,0.8
mda,2006,1.56
mda,2007,1.27
mda,2008,1.31
mda,2009,1.76
mda,2010,1.88
mda,2011,1.77
mda,2012,1.35
mda,2013,1.3
mda,2014,1.33
mda,2015,2.6
mda,2016,2.19
mda,2017,2.06
mda,2018,1.92
mda,2019,1.81
mdg,1991,25.05
mdg,1992,24.31
mdg,1993,23.27
mdg,1994,24.04
mdg,1995,24.39
mdg,1996,25.22
mdg,1997,26.12
mdg,1998,26.7
mdg,1999,27.53
mdg,2000,27.76
mdg,2001,28.55
mdg,2002,29.43
mdg,2003,30.04
mdg,2004,29.68
mdg,2005,29.54
mdg,2006,29.3
mdg,2007,29.74
mdg,2008,29.52
mdg,2009,30.69
mdg,2010,30.76
mdg,2011,28.73
mdg,2012,26.87
mdg,2013,25.8
mdg,2014,24.49
mdg,2015,23.51
mdg,2016,22.55
mdg,2017,21.57
mdg,2018,19.6
mdg,2019,18.84
mdv,1991,16.61
mdv,1992,16.23
mdv,1993,15.86
mdv,1994,15.39
mdv,1995,14.88
mdv,1996,14.33
mdv,1997,13.7
mdv,1998,13.07
mdv,1999,12.5
mdv,2000,12.05
mdv,2001,12.35
mdv,2002,12.05
mdv,2003,11.49
mdv,2004,11.15
mdv,2005,11.34
mdv,2006,8.78
mdv,2007,12.35
mdv,2008,13.49
mdv,2009,13.1
mdv,2010,11.16
mdv,2011,9.1
mdv,2012,7.29
mdv,2013,5.27
mdv,2014,3.43
mdv,2015,3.06
mdv,2016,2.61
mdv,2017,2.52
mdv,2018,2.42
mdv,2019,2.31
mex,1991,11.15
mex,1992,11.67
mex,1993,12.22
mex,1994,10.63
mex,1995,9.26
mex,1996,9.14
mex,1997,8.94
mex,1998,7.93
mex,1999,7.41
mex,2000,6.18
mex,2001,6.05
mex,2002,5.7
mex,2003,5.48
mex,2004,5.23
mex,2005,5.14
mex,2006,4.65
mex,2007,4.58
mex,2008,4.55
mex,2009,4.68
mex,2010,4.81
mex,2011,4.35
mex,2012,4.45
mex,2013,4.28
mex,2014,4.04
mex,2015,3.88
mex,2016,3.48
mex,2017,3.34
mex,2018,3.14
mex,2019,3.22
mkd,1991,3.18
mkd,1992,3.46
mkd,1993,3.9
mkd,1994,4.15
mkd,1995,4.39
mkd,1996,4.57
mkd,1997,5.39
mkd,1998,6.16
mkd,1999,6.66
mkd,2000,7.47
mkd,2001,9.61
mkd,2002,7.79
mkd,2003,7.01
mkd,2004,6.34
mkd,2005,6.47
mkd,2006,7.11
mkd,2007,7.01
mkd,2008,6.33
mkd,2009,6.66
mkd,2010,6.02
mkd,2011,6.08
mkd,2012,4.98
mkd,2013,5.37
mkd,2014,5.54
mkd,2015,5.06
mkd,2016,4.23
mkd,2017,3.38
mkd,2018,3.47
mkd,2019,3.43
mli,1991,34.63
mli,1992,34.32
mli,1993,33.96
mli,1994,33.75
mli,1995,32.55
mli,1996,32
mli,1997,30.8
mli,1998,30.14
mli,1999,29.69
mli,2000,27.74
mli,2001,26.44
mli,2002,25.75
mli,2003,24.92
mli,2004,24.27
mli,2005,23.43
mli,2006,21.41
mli,2007,21.7
mli,2008,21.95
mli,2009,20.2
mli,2010,20.23
mli,2011,20.62
mli,2012,20.18
mli,2013,19.95
mli,2014,19.07
mli,2015,18.86
mli,2016,20.54
mli,2017,21.31
mli,2018,24.58
mli,2019,23.65
mlt,1991,0.21
mlt,1992,0.21
mlt,1993,0.2
mlt,1994,0.2
mlt,1995,0.19
mlt,1996,0.19
mlt,1997,0.18
mlt,1998,0.18
mlt,1999,0.17
mlt,2000,0.16
mlt,2001,0.16
mlt,2002,0.15
mlt,2003,0.14
mlt,2004,0.14
mlt,2005,0.13
mlt,2006,0.13
mlt,2007,0.12
mlt,2008,0.12
mlt,2009,0.11
mlt,2010,0.11
mlt,2011,0.1
mlt,2012,0.1
mlt,2013,0.09
mlt,2014,0.09
mlt,2015,0.08
mlt,2016,0.08
mlt,2017,0.07
mlt,2018,0.07
mlt,2019,0.07
mmr,1991,29.12
mmr,1992,28.78
mmr,1993,28.4
mmr,1994,28
mmr,1995,27.64
mmr,1996,27.25
mmr,1997,26.89
mmr,1998,26.55
mmr,1999,26.14
mmr,2000,25.73
mmr,2001,25.36
mmr,2002,25.1
mmr,2003,24.7
mmr,2004,24.29
mmr,2005,23.75
mmr,2006,23.17
mmr,2007,22.52
mmr,2008,21.95
mmr,2009,21.28
mmr,2010,20.59
mmr,2011,20.32
mmr,2012,19.76
mmr,2013,19.07
mmr,2014,18.49
mmr,2015,17.84
mmr,2016,17.36
mmr,2017,16.89
mmr,2018,16.9
mmr,2019,16.98
mne,1991,1.23
mne,1992,1.36
mne,1993,1.68
mne,1994,1.77
mne,1995,1.73
mne,1996,1.61
mne,1997,1.56
mne,1998,1.53
mne,1999,1.71
mne,2000,1.76
mne,2001,1.83
mne,2002,1.86
mne,2003,1.89
mne,2004,1.86
mne,2005,1.89
mne,2006,1.65
mne,2007,1.48
mne,2008,2.52
mne,2009,1.4
mne,2010,1.43
mne,2011,1.01
mne,2012,1.81
mne,2013,0.99
mne,2014,1.79
mne,2015,1.8
mne,2016,1.68
mne,2017,2.16
mne,2018,1.67
mne,2019,1.83
mng,1991,13.25
mng,1992,13.97
mng,1993,14.37
mng,1994,14.44
mng,1995,14.3
mng,1996,14.32
mng,1997,14.23
mng,1998,14.07
mng,1999,13.98
mng,2000,14.18
mng,2001,13.28
mng,2002,12.22
mng,2003,10.97
mng,2004,9.5
mng,2005,8.47
mng,2006,7.41
mng,2007,6.35
mng,2008,5.46
mng,2009,5.27
mng,2010,4.65
mng,2011,2.87
mng,2012,2.74
mng,2013,0.97
mng,2014,1.33
mng,2015,0.84
mng,2016,1.43
mng,2017,1.45
mng,2018,1.64
mng,2019,1.56
moz,1991,18.69
moz,1992,18.31
moz,1993,18.69
moz,1994,18.06
moz,1995,17.54
moz,1996,16.48
moz,1997,15.87
moz,1998,14.59
moz,1999,14.01
moz,2000,13.46
moz,2001,12.77
moz,2002,13.04
moz,2003,12.47
moz,2004,12.32
moz,2005,12.73
moz,2006,12.49
moz,2007,12.83
moz,2008,13.49
moz,2009,13.71
moz,2010,13.8
moz,2011,13.8
moz,2012,13.79
moz,2013,13.88
moz,2014,13.68
moz,2015,13.8
moz,2016,12.46
moz,2017,11.04
moz,2018,10.43
moz,2019,10.19
mrt,1991,17.86
mrt,1992,18.04
mrt,1993,17.34
mrt,1994,17.7
mrt,1995,17.55
mrt,1996,17.47
mrt,1997,16.92
mrt,1998,16.33
mrt,1999,15.13
mrt,2000,16.69
mrt,2001,16.12
mrt,2002,16.53
mrt,2003,17.09
mrt,2004,16.29
mrt,2005,13.81
mrt,2006,9.1
mrt,2007,9.89
mrt,2008,8.54
mrt,2009,10.16
mrt,2010,7.52
mrt,2011,6.82
mrt,2012,7.39
mrt,2013,6.43
mrt,2014,7.25
mrt,2015,7.51
mrt,2016,5.82
mrt,2017,5.33
mrt,2018,5.31
mrt,2019,4.64
mus,1991,1.03
mus,1992,1.04
mus,1993,1.03
mus,1994,1.03
mus,1995,1.02
mus,1996,1
mus,1997,0.99
mus,1998,0.96
mus,1999,0.93
mus,2000,0.94
mus,2001,0.9
mus,2002,0.64
mus,2003,0.87
mus,2004,0.77
mus,2005,0.85
mus,2006,0.66
mus,2007,0.92
mus,2008,0.87
mus,2009,0.68
mus,2010,0.88
mus,2011,0.67
mus,2012,0.78
mus,2013,0.8
mus,2014,0.85
mus,2015,1.07
mus,2016,0.87
mus,2017,1.19
mus,2018,0.8
mus,2019,0.74
mwi,1991,10.92
mwi,1992,10.18
mwi,1993,10.94
mwi,1994,10.92
mwi,1995,10.94
mwi,1996,10.76
mwi,1997,10.71
mwi,1998,10.37
mwi,1999,10.08
mwi,2000,9.8
mwi,2001,9.68
mwi,2002,9.29
mwi,2003,8.46
mwi,2004,8.42
mwi,2005,8.14
mwi,2006,7.46
mwi,2007,6.76
mwi,2008,6.92
mwi,2009,6.75
mwi,2010,6.49
mwi,2011,6.08
mwi,2012,5.93
mwi,2013,5.66
mwi,2014,5.41
mwi,2015,5.13
mwi,2016,4.89
mwi,2017,4.68
mwi,2018,4.44
mwi,2019,4.32
mys,1991,3.94
mys,1992,3.78
mys,1993,3.6
mys,1994,3.4
mys,1995,3.2
mys,1996,2.88
mys,1997,2.66
mys,1998,2.88
mys,1999,3.21
mys,2000,2.65
mys,2001,2.3
mys,2002,2.07
mys,2003,2.18
mys,2004,2.46
mys,2005,2.32
mys,2006,2.78
mys,2007,2.79
mys,2008,2.65
mys,2009,2.48
mys,2010,2.51
mys,2011,2.42
mys,2012,2.61
mys,2013,2.49
mys,2014,2.29
mys,2015,2.17
mys,2016,2.35
mys,2017,2.35
mys,2018,2.64
mys,2019,2.49
nam,1991,6.8
nam,1992,6.68
nam,1993,6.93
nam,1994,6.76
nam,1995,6.84
nam,1996,6.75
nam,1997,6.4
nam,1998,6.27
nam,1999,6.42
nam,2000,6.16
nam,2001,5.8
nam,2002,5.66
nam,2003,6.13
nam,2004,5.75
nam,2005,5.76
nam,2006,4.85
nam,2007,4.42
nam,2008,4.14
nam,2009,4.71
nam,2010,4.72
nam,2011,4.73
nam,2012,4.59
nam,2013,3.79
nam,2014,5.05
nam,2015,3.77
nam,2016,2.77
nam,2017,3.25
nam,2018,3.71
nam,2019,3.46
ncl,1991,0.27
ncl,1992,0.26
ncl,1993,0.26
ncl,1994,0.26
ncl,1995,0.25
ncl,1996,0.25
ncl,1997,0.27
ncl,1998,0.27
ncl,1999,0.28
ncl,2000,0.29
ncl,2001,0.27
ncl,2002,0.27
ncl,2003,0.27
ncl,2004,0.27
ncl,2005,0.26
ncl,2006,0.26
ncl,2007,0.27
ncl,2008,0.24
ncl,2009,0.23
ncl,2010,0.23
ncl,2011,0.22
ncl,2012,0.21
ncl,2013,0.21
ncl,2014,0.21
ncl,2015,0.21
ncl,2016,0.21
ncl,2017,0.21
ncl,2018,0.2
ncl,2019,0.2
ner,1991,45.66
ner,1992,45.46
ner,1993,45.3
ner,1994,44.36
ner,1995,44.07
ner,1996,43.35
ner,1997,42.46
ner,1998,42.22
ner,1999,41.97
ner,2000,40.81
ner,2001,39.99
ner,2002,39.28
ner,2003,38.14
ner,2004,36.88
ner,2005,36.35
ner,2006,35.27
ner,2007,33.34
ner,2008,31.89
ner,2009,30.65
ner,2010,29.41
ner,2011,28.34
ner,2012,19.05
ner,2013,22
ner,2014,25.81
ner,2015,25.65
ner,2016,25.68
ner,2017,24.81
ner,2018,24.92
ner,2019,24.12
nga,1991,8.72
nga,1992,8.59
nga,1993,9.01
nga,1994,9.13
nga,1995,8.35
nga,1996,8.09
nga,1997,8.28
nga,1998,9.3
nga,1999,8.98
nga,2000,7.84
nga,2001,8.88
nga,2002,9.88
nga,2003,8.76
nga,2004,7.77
nga,2005,7.48
nga,2006,7.7
nga,2007,7.6
nga,2008,7.13
nga,2009,7.52
nga,2010,6.25
nga,2011,5.32
nga,2012,5.21
nga,2013,5.12
nga,2014,4.96
nga,2015,5.38
nga,2016,5.4
nga,2017,4.34
nga,2018,3.52
nga,2019,3.06
nic,1991,5.23
nic,1992,5.15
nic,1993,5.1
nic,1994,5.88
nic,1995,6.81
nic,1996,7.86
nic,1997,8.95
nic,1998,10.13
nic,1999,11.59
nic,2000,13.02
nic,2001,13.71
nic,2002,14.19
nic,2003,14.7
nic,2004,14.32
nic,2005,14.49
nic,2006,12.21
nic,2007,12.82
nic,2008,13.4
nic,2009,10.42
nic,2010,10.39
nic,2011,10.42
nic,2012,10.43
nic,2013,10.3
nic,2014,10.07
nic,2015,9.66
nic,2016,9.17
nic,2017,8.65
nic,2018,7.93
nic,2019,7.19
nld,1991,0.35
nld,1992,0.33
nld,1993,0.38
nld,1994,0.43
nld,1995,0.43
nld,1996,0.41
nld,1997,0.32
nld,1998,0.23
nld,1999,0.2
nld,2000,0.33
nld,2001,0.27
nld,2002,0.18
nld,2003,0.19
nld,2004,0.18
nld,2005,0.24
nld,2006,0.21
nld,2007,0.26
nld,2008,0.2
nld,2009,0.23
nld,2010,0.25
nld,2011,0.3
nld,2012,0.3
nld,2013,0.26
nld,2014,0.23
nld,2015,0.3
nld,2016,0.22
nld,2017,0.16
nld,2018,0.16
nld,2019,0.18
nor,1991,1.42
nor,1992,0.86
nor,1993,0.67
nor,1994,0.75
nor,1995,0.6
nor,1996,0.76
nor,1997,0.47
nor,1998,0.41
nor,1999,0.32
nor,2000,0.28
nor,2001,0.26
nor,2002,0.27
nor,2003,0.29
nor,2004,0.33
nor,2005,0.25
nor,2006,0.27
nor,2007,0.2
nor,2008,0.26
nor,2009,0.17
nor,2010,0.16
nor,2011,0.15
nor,2012,0.19
nor,2013,0.18
nor,2014,0.15
nor,2015,0.2
nor,2016,0.17
nor,2017,0.08
nor,2018,0.09
nor,2019,0.1
npl,1991,35.9
npl,1992,35.8
npl,1993,35.62
npl,1994,35.31
npl,1995,35
npl,1996,34.51
npl,1997,33.92
npl,1998,33.29
npl,1999,32.55
npl,2000,31.71
npl,2001,30.94
npl,2002,30.38
npl,2003,29.64
npl,2004,28.82
npl,2005,28.06
npl,2006,27.33
npl,2007,26.6
npl,2008,25.72
npl,2009,24.74
npl,2010,23.71
npl,2011,22.59
npl,2012,21.29
npl,2013,20.06
npl,2014,18.77
npl,2015,17.75
npl,2016,17.14
npl,2017,16.3
npl,2018,15.6
npl,2019,14.96
nzl,1991,0.8
nzl,1992,0.7
nzl,1993,0.69
nzl,1994,0.64
nzl,1995,0.68
nzl,1996,0.71
nzl,1997,0.57
nzl,1998,0.49
nzl,1999,0.63
nzl,2000,0.5
nzl,2001,0.59
nzl,2002,0.56
nzl,2003,0.48
nzl,2004,0.34
nzl,2005,0.39
nzl,2006,0.61
nzl,2007,0.76
nzl,2008,0.7
nzl,2009,0.81
nzl,2010,0.79
nzl,2011,0.67
nzl,2012,0.72
nzl,2013,0.88
nzl,2014,0.74
nzl,2015,0.74
nzl,2016,0.79
nzl,2017,0.64
nzl,2018,0.68
nzl,2019,0.64
omn,1991,0.3
omn,1992,0.3
omn,1993,0.29
omn,1994,0.29
omn,1995,0.29
omn,1996,0.29
omn,1997,0.27
omn,1998,0.24
omn,1999,0.24
omn,2000,0.25
omn,2001,0.23
omn,2002,0.23
omn,2003,0.23
omn,2004,0.23
omn,2005,0.25
omn,2006,0.24
omn,2007,0.23
omn,2008,0.24
omn,2009,0.22
omn,2010,0.23
omn,2011,0.25
omn,2012,0.25
omn,2013,0.24
omn,2014,0.21
omn,2015,0.2
omn,2016,0.2
omn,2017,0.21
omn,2018,0.2
omn,2019,0.19
pak,1991,16.95
pak,1992,16.89
pak,1993,16.7
pak,1994,16.46
pak,1995,17.17
pak,1996,16.79
pak,1997,14.8
pak,1998,15.46
pak,1999,15.36
pak,2000,16.35
pak,2001,16.36
pak,2002,16.15
pak,2003,15.96
pak,2004,18.36
pak,2005,18.17
pak,2006,16.44
pak,2007,16.5
pak,2008,17.32
pak,2009,18.15
pak,2010,16.68
pak,2011,15.58
pak,2012,15.18
pak,2013,14.74
pak,2014,13.99
pak,2015,13.34
pak,2016,15.79
pak,2017,13.86
pak,2018,12.01
pak,2019,11.33
pan,1991,6.44
pan,1992,5.62
pan,1993,4.94
pan,1994,4.15
pan,1995,4.56
pan,1996,4.5
pan,1997,3.81
pan,1998,3.21
pan,1999,2.86
pan,2000,2.99
pan,2001,3.44
pan,2002,2.94
pan,2003,3.07
pan,2004,2.77
pan,2005,2.77
pan,2006,2.84
pan,2007,2.33
pan,2008,2.52
pan,2009,3.72
pan,2010,3.02
pan,2011,2.8
pan,2012,3.35
pan,2013,3.17
pan,2014,3.29
pan,2015,3.22
pan,2016,3.35
pan,2017,3.39
pan,2018,3.44
pan,2019,3.92
per,1991,12.64
per,1992,12.96
per,1993,12.76
per,1994,11.83
per,1995,11.14
per,1996,11.04
per,1997,10.48
per,1998,11.05
per,1999,11.18
per,2000,11.45
per,2001,11.54
per,2002,10.82
per,2003,11.72
per,2004,11.71
per,2005,10.78
per,2006,10.51
per,2007,9.04
per,2008,9.05
per,2009,9.12
per,2010,8.96
per,2011,9.28
per,2012,8.28
per,2013,8.11
per,2014,8.49
per,2015,7.62
per,2016,7.29
per,2017,7.17
per,2018,7.32
per,2019,7.58
phl,1991,10.64
phl,1992,10.65
phl,1993,10.61
phl,1994,10.5
phl,1995,10.35
phl,1996,10.16
phl,1997,9.84
phl,1998,9.85
phl,1999,10.15
phl,2000,9.36
phl,2001,10.64
phl,2002,10.18
phl,2003,9.77
phl,2004,8.61
phl,2005,9.11
phl,2006,9.52
phl,2007,9.46
phl,2008,9.36
phl,2009,9.14
phl,2010,8.77
phl,2011,8.64
phl,2012,8.27
phl,2013,7.76
phl,2014,7.99
phl,2015,7.48
phl,2016,5.86
phl,2017,4.31
phl,2018,4.12
phl,2019,4.24
png,1991,39.14
png,1992,38.67
png,1993,37.92
png,1994,37.4
png,1995,37.4
png,1996,36.57
png,1997,36.39
png,1998,36.25
png,1999,35.59
png,2000,35.3
png,2001,34.49
png,2002,33.71
png,2003,32.83
png,2004,31.93
png,2005,30.72
png,2006,29.61
png,2007,28.2
png,2008,27.68
png,2009,26.35
png,2010,24.84
png,2011,24.27
png,2012,23.33
png,2013,22.52
png,2014,20.96
png,2015,19.38
png,2016,18.35
png,2017,17.35
png,2018,16.7
png,2019,15.49
pol,1991,5.43
pol,1992,5.54
pol,1993,5.48
pol,1994,4.83
pol,1995,4.61
pol,1996,4.74
pol,1997,4.15
pol,1998,3.43
pol,1999,2.99
pol,2000,3.39
pol,2001,4.18
pol,2002,4.49
pol,2003,3.92
pol,2004,3.9
pol,2005,3.82
pol,2006,3.17
pol,2007,2.8
pol,2008,2.71
pol,2009,2.51
pol,2010,2.5
pol,2011,2.51
pol,2012,2.37
pol,2013,2.17
pol,2014,1.98
pol,2015,1.95
pol,2016,1.68
pol,2017,1.67
pol,2018,1.63
pol,2019,1.4
pri,1991,0.34
pri,1992,0.2
pri,1993,0.2
pri,1994,0.5
pri,1995,0.32
pri,1996,0.16
pri,1997,0.17
pri,1998,0.16
pri,1999,0.14
pri,2000,0.15
pri,2001,0.13
pri,2002,0.16
pri,2003,0.13
pri,2004,0.15
pri,2005,0.15
pri,2006,0.09
pri,2007,0.05
pri,2008,0.05
pri,2009,0.05
pri,2010,0.05
pri,2011,0.05
pri,2012,0.05
pri,2013,0.05
pri,2014,0.04
pri,2015,0.04
pri,2016,0.04
pri,2017,0.04
pri,2018,0.04
pri,2019,0.03
prk,1991,54.02
prk,1992,53.93
prk,1993,53.78
prk,1994,53.51
prk,1995,53.34
prk,1996,53.01
prk,1997,52.72
prk,1998,52.25
prk,1999,51.62
prk,2000,51.09
prk,2001,50.33
prk,2002,49.67
prk,2003,49.06
prk,2004,48.38
prk,2005,47.69
prk,2006,47.12
prk,2007,46.61
prk,2008,45.91
prk,2009,45.31
prk,2010,44.75
prk,2011,44.03
prk,2012,43.3
prk,2013,42.61
prk,2014,41.87
prk,2015,41.21
prk,2016,40.46
prk,2017,39.84
prk,2018,39.21
prk,2019,38.37
prt,1991,1.27
prt,1992,1.21
prt,1993,1.27
prt,1994,1.55
prt,1995,1.48
prt,1996,1.28
prt,1997,1.12
prt,1998,1.64
prt,1999,1.38
prt,2000,1.36
prt,2001,1.13
prt,2002,1.01
prt,2003,1.04
prt,2004,0.83
prt,2005,0.94
prt,2006,0.74
prt,2007,0.71
prt,2008,0.68
prt,2009,0.63
prt,2010,0.72
prt,2011,0.45
prt,2012,0.57
prt,2013,0.59
prt,2014,0.47
prt,2015,0.44
prt,2016,0.61
prt,2017,0.44
prt,2018,0.42
prt,2019,0.32
pry,1991,13.3
pry,1992,13.29
pry,1993,13.07
pry,1994,12.81
pry,1995,12.41
pry,1996,12.42
pry,1997,12.16
pry,1998,12.33
pry,1999,12.67
pry,2000,13.05
pry,2001,13.57
pry,2002,13.7
pry,2003,10.82
pry,2004,10.88
pry,2005,10.14
pry,2006,10.9
pry,2007,8.61
pry,2008,8.01
pry,2009,9.25
pry,2010,8.08
pry,2011,7.24
pry,2012,6.68
pry,2013,6.47
pry,2014,5.63
pry,2015,5.6
pry,2016,6.08
pry,2017,5.27
pry,2018,5.11
pry,2019,4.71
pse,1991,7.16
pse,1992,7.12
pse,1993,7.1
pse,1994,6.82
pse,1995,6.65
pse,1996,6.76
pse,1997,6.44
pse,1998,5.83
pse,1999,5.14
pse,2000,5.07
pse,2001,5.84
pse,2002,6.46
pse,2003,6.94
pse,2004,6.43
pse,2005,6.03
pse,2006,6.7
pse,2007,6.81
pse,2008,5.96
pse,2009,5.32
pse,2010,4.61
pse,2011,5.2
pse,2012,5.33
pse,2013,4.64
pse,2014,4.29
pse,2015,4.6
pse,2016,3.99
pse,2017,3.55
pse,2018,3.5
pse,2019,3.07
pyf,1991,2.74
pyf,1992,2.72
pyf,1993,2.66
pyf,1994,2.62
pyf,1995,2.58
pyf,1996,2.55
pyf,1997,2.19
pyf,1998,1.83
pyf,1999,1.53
pyf,2000,1.27
pyf,2001,1.09
pyf,2002,0.92
pyf,2003,0.77
pyf,2004,0.64
pyf,2005,0.53
pyf,2006,0.45
pyf,2007,0.37
pyf,2008,0.37
pyf,2009,0.38
pyf,2010,0.37
pyf,2011,0.37
pyf,2012,0.37
pyf,2013,0.36
pyf,2014,0.35
pyf,2015,0.34
pyf,2016,0.34
pyf,2017,0.33
pyf,2018,0.32
pyf,2019,0.31
qat,1991,0.02
qat,1992,0.02
qat,1993,0.02
qat,1994,0.02
qat,1995,0.02
qat,1996,0.02
qat,1997,0.02
qat,1998,0.01
qat,1999,0.01
qat,2000,0.01
qat,2001,0.01
qat,2002,0.01
qat,2003,0.01
qat,2004,0.01
qat,2005,0.01
qat,2006,0.01
qat,2007,0.02
qat,2008,0.02
qat,2009,0.02
qat,2010,0.03
qat,2011,0.04
qat,2012,0.05
qat,2013,0.06
qat,2014,0.01
qat,2015,0
qat,2016,0
qat,2017,0.01
qat,2018,0.01
qat,2019,0.01
rou,1991,3.48
rou,1992,6.39
rou,1993,7.24
rou,1994,7.53
rou,1995,6.76
rou,1996,8.09
rou,1997,9.55
rou,1998,10.41
rou,1999,11.03
rou,2000,11.48
rou,2001,11
rou,2002,8.25
rou,2003,8.4
rou,2004,7.73
rou,2005,7.82
rou,2006,7.49
rou,2007,6.49
rou,2008,5.97
rou,2009,6.14
rou,2010,6.53
rou,2011,6.55
rou,2012,6.44
rou,2013,6.27
rou,2014,6.3
