geo,time,sl_fam_work_ma_zs
bdi,2001,34.57
bdi,2002,33.75
bdi,2003,31.93
bdi,2004,33.07
bdi,2005,31.07
bdi,2006,30.73
bdi,2007,29.1
bdi,2008,28.86
bdi,2009,27.25
bdi,2010,27.03
bdi,2011,26.32
bdi,2012,25.08
bdi,2013,24.31
bdi,2014,23.63
bdi,2015,22.92
bdi,2016,21.41
bdi,2017,20.74
bdi,2018,19.95
bdi,2019,19.22
bel,1991,0.61
bel,1992,0.75
bel,1993,0.54
bel,1994,0.59
bel,1995,0.63
bel,1996,0.68
bel,1997,0.5
bel,1998,0.48
bel,1999,0.42
bel,2000,0.55
bel,2001,0.54
bel,2002,0.43
bel,2003,0.51
bel,2004,0.53
bel,2005,0.39
bel,2006,0.43
bel,2007,0.35
bel,2008,0.43
bel,2009,0.48
bel,2010,0.29
bel,2011,0.49
bel,2012,0.41
bel,2013,0.43
bel,2014,0.42
bel,2015,0.49
bel,2016,0.46
bel,2017,0.43
bel,2018,0.48
bel,2019,0.5
ben,1991,23.89
ben,1992,23.45
ben,1993,23.14
ben,1994,18.62
ben,1995,18.66
ben,1996,18.2
ben,1997,17.73
ben,1998,17.68
ben,1999,16.93
ben,2000,16.57
ben,2001,15.74
ben,2002,15.33
ben,2003,14.86
ben,2004,14.86
ben,2005,14.22
ben,2006,14
ben,2007,13.94
ben,2008,14.1
ben,2009,13.59
ben,2010,13
ben,2011,12.74
ben,2012,12.54
ben,2013,12.1
ben,2014,11.65
ben,2015,10.88
ben,2016,10.94
ben,2017,10.21
ben,2018,9.91
ben,2019,9.23
bfa,1991,33.52
bfa,1992,33.07
bfa,1993,32.99
bfa,1994,32.53
bfa,1995,32.28
bfa,1996,32.2
bfa,1997,31.38
bfa,1998,31.9
bfa,1999,30.75
bfa,2000,30.82
bfa,2001,30.99
bfa,2002,30.51
bfa,2003,29.07
bfa,2004,28.6
bfa,2005,29.36
bfa,2006,28.79
bfa,2007,28.38
bfa,2008,30.1
bfa,2009,29.4
bfa,2010,28.56
bfa,2011,28.1
bfa,2012,29.41
bfa,2013,31.28
bfa,2014,31.65
bfa,2015,30.86
bfa,2016,29.62
bfa,2017,28.83
bfa,2018,28.67
bfa,2019,28.23
bgd,1991,14.28
bgd,1992,14.19
bgd,1993,14.07
bgd,1994,13.94
bgd,1995,13.75
bgd,1996,13.55
bgd,1997,13.33
bgd,1998,13.05
bgd,1999,12.74
bgd,2000,12.37
bgd,2001,11.97
bgd,2002,11.59
bgd,2003,11.17
bgd,2004,10.86
bgd,2005,10.46
bgd,2006,9.93
bgd,2007,9.54
bgd,2008,9.14
bgd,2009,8.81
bgd,2010,8.36
bgd,2011,7.74
bgd,2012,7.15
bgd,2013,6.62
bgd,2014,6.05
bgd,2015,5.5
bgd,2016,4.95
bgd,2017,4.32
bgd,2018,3.85
bgd,2019,3.47
bgr,1991,0.79
bgr,1992,0.84
bgr,1993,0.86
bgr,1994,0.88
bgr,1995,0.88
bgr,1996,0.87
bgr,1997,1
bgr,1998,1.02
bgr,1999,1.17
bgr,2000,1.14
bgr,2001,1.18
bgr,2002,1.17
bgr,2003,1.43
bgr,2004,1.43
bgr,2005,0.93
bgr,2006,0.8
bgr,2007,0.75
bgr,2008,0.58
bgr,2009,0.58
bgr,2010,0.69
bgr,2011,0.78
bgr,2012,0.55
bgr,2013,0.44
bgr,2014,0.4
bgr,2015,0.42
bgr,2016,0.43
bgr,2017,0.53
bgr,2018,0.53
bgr,2019,0.39
bhr,1991,0.09
bhr,1992,0.07
bhr,1993,0.06
bhr,1994,0.06
bhr,1995,0.06
bhr,1996,0.05
bhr,1997,0.05
bhr,1998,0.04
bhr,1999,0.04
bhr,2000,0.04
bhr,2001,0.03
bhr,2002,0.55
bhr,2003,0.54
bhr,2004,0.08
bhr,2005,0.53
bhr,2006,0.53
bhr,2007,0.5
bhr,2008,0.49
bhr,2009,0.47
bhr,2010,0.49
bhr,2011,0.52
bhr,2012,0.5
bhr,2013,0.48
bhr,2014,0.46
bhr,2015,0.42
bhr,2016,0.41
bhr,2017,0.42
bhr,2018,0.44
bhr,2019,0.44
bhs,1991,0.28
bhs,1992,0.19
bhs,1993,0.32
bhs,1994,0.35
bhs,1995,0.22
bhs,1996,0.32
bhs,1997,0.2
bhs,1998,0.09
bhs,1999,0.08
bhs,2000,0.06
bhs,2001,0.05
bhs,2002,0.08
bhs,2003,0.22
bhs,2004,0.03
bhs,2005,0.04
bhs,2006,0.05
bhs,2007,0.06
bhs,2008,0.07
bhs,2009,0.24
bhs,2010,0.28
bhs,2011,0.31
bhs,2012,0.3
bhs,2013,0.3
bhs,2014,0.3
bhs,2015,0.29
bhs,2016,0.29
bhs,2017,0.29
bhs,2018,0.28
bhs,2019,0.27
bih,1991,2.15
bih,1992,2.57
bih,1993,2.98
bih,1994,3.06
bih,1995,3.08
bih,1996,2.58
bih,1997,2.5
bih,1998,2.63
bih,1999,2.79
bih,2000,2.91
bih,2001,3.02
bih,2002,3.19
bih,2003,3.23
bih,2004,3.09
bih,2005,3.05
bih,2006,2.97
bih,2007,2.05
bih,2008,2.62
bih,2009,3.13
bih,2010,2.44
bih,2011,2.25
bih,2012,2.15
bih,2013,1.86
bih,2014,1.66
bih,2015,1.72
bih,2016,1.82
bih,2017,1.85
bih,2018,1.87
bih,2019,1.44
blr,1991,0.04
blr,1992,0.04
blr,1993,0.04
blr,1994,0.04
blr,1995,0.04
blr,1996,0.04
blr,1997,0.03
blr,1998,0.03
blr,1999,0.03
blr,2000,0.03
blr,2001,0.03
blr,2002,0.03
blr,2003,0.03
blr,2004,0.02
blr,2005,0.02
blr,2006,0.02
blr,2007,0.02
blr,2008,0.02
blr,2009,0.02
blr,2010,0.02
blr,2011,0.02
blr,2012,0.02
blr,2013,0.02
blr,2014,0.02
blr,2015,0.02
blr,2016,0.02
blr,2017,0.02
blr,2018,0.03
blr,2019,0.03
blz,1991,4.62
blz,1992,4.38
blz,1993,4.14
blz,1994,3.9
blz,1995,3.71
blz,1996,4
blz,1997,3.95
blz,1998,3.91
blz,1999,3.88
blz,2000,3.83
blz,2001,3.8
blz,2002,3.75
blz,2003,3.73
blz,2004,3.74
blz,2005,3.74
blz,2006,3.72
blz,2007,3.69
blz,2008,3.68
blz,2009,3.68
blz,2010,3.7
blz,2011,3.74
blz,2012,3.79
blz,2013,3.82
blz,2014,2.72
blz,2015,3.02
blz,2016,3.3
blz,2017,2.85
blz,2018,2.84
blz,2019,2.9
bol,1991,17.28
bol,1992,17.3
bol,1993,17.28
bol,1994,17.23
bol,1995,17.16
bol,1996,17.06
bol,1997,16.96
bol,1998,16.99
bol,1999,16.71
bol,2000,15.07
bol,2001,20.53
bol,2002,18.42
bol,2003,16.93
bol,2004,15.42
bol,2005,16.46
bol,2006,17.14
bol,2007,15.36
bol,2008,10.24
bol,2009,8.56
bol,2010,8.64
bol,2011,8.68
bol,2012,7.81
bol,2013,7.55
bol,2014,8.71
bol,2015,7.02
bol,2016,7.69
bol,2017,8.47
bol,2018,9.16
bol,2019,8.72
bra,1991,6.37
bra,1992,6.38
bra,1993,6.01
bra,1994,5.62
bra,1995,5.16
bra,1996,4.89
bra,1997,4.7
bra,1998,4.63
bra,1999,4.86
bra,2000,4.34
bra,2001,4.04
bra,2002,3.97
bra,2003,3.97
bra,2004,4.07
bra,2005,3.72
bra,2006,3.33
bra,2007,3.27
bra,2008,2.56
bra,2009,2.46
bra,2010,1.99
bra,2011,1.66
bra,2012,1.87
bra,2013,1.8
bra,2014,1.65
bra,2015,1.66
bra,2016,1.4
bra,2017,1.47
bra,2018,1.5
bra,2019,1.45
brb,1991,0.71
brb,1992,0.1
brb,1993,0.78
brb,1994,0.12
brb,1995,0.15
brb,1996,0.16
brb,1997,0.12
brb,1998,0.09
brb,1999,0.07
brb,2000,0.15
brb,2001,0.07
brb,2002,0.07
brb,2003,0.07
brb,2004,0.07
brb,2005,0.07
brb,2006,0.07
brb,2007,0.06
brb,2008,0.06
brb,2009,0.06
brb,2010,0.05
brb,2011,0.05
brb,2012,0.05
brb,2013,0.04
brb,2014,0.04
brb,2015,0.04
brb,2016,0.04
brb,2017,0.04
brb,2018,0.03
brb,2019,0.03
brn,1991,0.38
brn,1992,0.37
brn,1993,0.36
brn,1994,0.33
brn,1995,0.32
brn,1996,0.32
brn,1997,0.33
brn,1998,0.32
brn,1999,0.33
brn,2000,0.36
brn,2001,0.34
brn,2002,0.33
brn,2003,0.34
brn,2004,0.35
brn,2005,0.37
brn,2006,0.36
brn,2007,0.36
brn,2008,0.38
brn,2009,0.35
brn,2010,0.35
brn,2011,0.36
brn,2012,0.35
brn,2013,0.35
brn,2014,0.35
brn,2015,0.34
brn,2016,0.35
brn,2017,0.36
brn,2018,0.41
brn,2019,0.58
btn,1991,44.39
btn,1992,44.33
btn,1993,44.37
btn,1994,44.34
btn,1995,44.24
btn,1996,43.89
btn,1997,43.66
btn,1998,43.5
btn,1999,43.26
btn,2000,42.85
btn,2001,42.49
btn,2002,41.91
btn,2003,41.29
btn,2004,40.74
btn,2005,40.14
btn,2006,39.69
btn,2007,38.61
btn,2008,37.41
btn,2009,36.4
btn,2010,35.73
btn,2011,36.11
btn,2012,26.52
btn,2013,27.67
btn,2014,27.9
btn,2015,26.09
btn,2016,24.38
btn,2017,23.04
btn,2018,21.73
btn,2019,20.56
bwa,1991,1.61
bwa,1992,1.58
bwa,1993,1.56
bwa,1994,1.44
bwa,1995,1.1
bwa,1996,0.74
bwa,1997,0.81
bwa,1998,0.98
bwa,1999,1.06
bwa,2000,1.18
bwa,2001,1.46
bwa,2002,1.74
bwa,2003,2.2
bwa,2004,2.54
bwa,2005,2.61
bwa,2006,2.95
bwa,2007,3.37
bwa,2008,4.27
bwa,2009,5.04
bwa,2010,4.23
bwa,2011,3.6
bwa,2012,3.96
bwa,2013,3.42
bwa,2014,3.01
bwa,2015,3.14
bwa,2016,2.82
bwa,2017,2.82
bwa,2018,2.67
bwa,2019,2.57
caf,1991,51.35
caf,1992,50.98
caf,1993,50.09
caf,1994,49.74
caf,1995,49.26
caf,1996,49.85
caf,1997,50
caf,1998,49.44
caf,1999,49.05
caf,2000,48.07
caf,2001,47.24
caf,2002,46.53
caf,2003,45.66
caf,2004,44.39
caf,2005,43.23
caf,2006,41.51
caf,2007,40.02
caf,2008,38.13
caf,2009,37.13
caf,2010,36.41
caf,2011,35.8
caf,2012,35.55
caf,2013,32.4
caf,2014,31.25
caf,2015,30.31
caf,2016,29.29
caf,2017,28.12
caf,2018,27.29
caf,2019,26.32
can,1991,0.19
can,1992,0.22
can,1993,0.26
can,1994,0.17
can,1995,0.2
can,1996,0.18
can,1997,0.25
can,1998,0.22
can,1999,0.2
can,2000,0.16
can,2001,0.13
can,2002,0.13
can,2003,0.15
can,2004,0.12
can,2005,0.12
can,2006,0.12
can,2007,0.09
can,2008,0.11
can,2009,0.09
can,2010,0.07
can,2011,0.1
can,2012,0.08
can,2013,0.11
can,2014,0.1
can,2015,0.09
can,2016,0.11
can,2017,0.1
can,2018,0.1
can,2019,0.09
chanisl,1991,1.8
chanisl,1992,1.78
chanisl,1993,1.76
chanisl,1994,1.73
chanisl,1995,1.7
chanisl,1996,1.68
chanisl,1997,1.64
chanisl,1998,1.6
chanisl,1999,1.55
chanisl,2000,1.5
chanisl,2001,1.48
chanisl,2002,1.46
chanisl,2003,1.45
chanisl,2004,1.43
chanisl,2005,1.41
chanisl,2006,1.36
chanisl,2007,1.31
chanisl,2008,1.29
chanisl,2009,1.29
chanisl,2010,1.26
chanisl,2011,1.24
chanisl,2012,1.21
chanisl,2013,1.18
chanisl,2014,1.15
chanisl,2015,1.11
chanisl,2016,1.09
chanisl,2017,1.06
chanisl,2018,1.03
chanisl,2019,1.01
che,1991,1.97
che,1992,1.96
che,1993,1.96
che,1994,1.95
che,1995,1.96
che,1996,1.94
che,1997,1.73
che,1998,1.87
che,1999,1.83
che,2000,1.67
che,2001,1.91
che,2002,1.9
che,2003,1.75
che,2004,1.42
che,2005,1.32
che,2006,1.37
che,2007,1.69
che,2008,1.46
che,2009,1.73
che,2010,1.64
che,2011,1.59
che,2012,1.56
che,2013,1.71
che,2014,1.57
che,2015,1.47
che,2016,1.57
che,2017,1.61
che,2018,1.47
che,2019,1.3
chl,1991,2.7
chl,1992,2.53
chl,1993,2.38
chl,1994,2.27
chl,1995,2.12
chl,1996,1.97
chl,1997,1.49
chl,1998,1.63
chl,1999,1.66
chl,2000,1.58
chl,2001,1.26
chl,2002,1.4
chl,2003,1.34
chl,2004,1.54
chl,2005,1.37
chl,2006,1.3
chl,2007,0.94
chl,2008,1.04
chl,2009,1.01
chl,2010,0.96
chl,2011,0.84
chl,2012,0.78
chl,2013,0.82
chl,2014,0.81
chl,2015,0.69
chl,2016,0.73
chl,2017,0.69
chl,2018,0.7
chl,2019,0.67
chn,1991,22.46
chn,1992,21.63
chn,1993,20.79
chn,1994,19.96
chn,1995,19.22
chn,1996,18.56
chn,1997,17.93
chn,1998,17.42
chn,1999,16.91
chn,2000,16.28
chn,2001,15.64
chn,2002,14.95
chn,2003,14.2
chn,2004,13.46
chn,2005,12.67
chn,2006,11.83
chn,2007,10.91
chn,2008,10.25
chn,2009,9.65
chn,2010,8.99
chn,2011,8.43
chn,2012,7.99
chn,2013,7.59
chn,2014,7.22
chn,2015,6.89
chn,2016,6.6
chn,2017,6.31
chn,2018,6.01
chn,2019,5.68
civ,1991,26.32
civ,1992,26.12
civ,1993,26.09
civ,1994,26.47
civ,1995,25.9
civ,1996,25.08
civ,1997,23.11
civ,1998,23.32
civ,1999,22.2
civ,2000,22.09
civ,2001,23.82
civ,2002,23.17
civ,2003,22.46
civ,2004,20.96
civ,2005,20.37
civ,2006,19.24
civ,2007,18.5
civ,2008,17.29
civ,2009,16.05
civ,2010,16.5
civ,2011,15.47
civ,2012,14.2
civ,2013,10.06
civ,2014,9.16
civ,2015,9.24
civ,2016,8.85
civ,2017,10.91
civ,2018,9.4
civ,2019,8.1
cmr,1991,9.14
cmr,1992,9.13
cmr,1993,9.1
cmr,1994,9.15
cmr,1995,9.06
cmr,1996,9.11
cmr,1997,9.49
cmr,1998,10.41
cmr,1999,10.28
cmr,2000,9.58
cmr,2001,9.87
cmr,2002,11.17
cmr,2003,12.82
cmr,2004,13.85
cmr,2005,14.69
cmr,2006,15.21
cmr,2007,16.43
cmr,2008,14.98
cmr,2009,14.92
cmr,2010,13.67
cmr,2011,12.46
cmr,2012,10.94
cmr,2013,10.01
cmr,2014,9.06
cmr,2015,8.86
cmr,2016,8.4
cmr,2017,7.5
cmr,2018,6.77
cmr,2019,6.33
cod,1991,23.6
cod,1992,23.28
cod,1993,22.57
cod,1994,21.77
cod,1995,20.78
cod,1996,16.64
cod,1997,18.66
cod,1998,18.16
cod,1999,18.03
cod,2000,16.09
cod,2001,13.05
cod,2002,11.72
cod,2003,11.93
cod,2004,10.62
cod,2005,10.14
cod,2006,10.44
cod,2007,10.3
cod,2008,9.56
cod,2009,9.57
cod,2010,8.37
cod,2011,7.82
cod,2012,7.48
cod,2013,6.83
cod,2014,6.27
cod,2015,6.19
cod,2016,6.14
cod,2017,5.76
cod,2018,5.17
cod,2019,5.28
cog,1991,15
cog,1992,15.17
cog,1993,15.23
cog,1994,13.8
cog,1995,13.86
cog,1996,12.44
cog,1997,11.6
cog,1998,13.51
cog,1999,10.01
cog,2000,7.08
cog,2001,8.38
cog,2002,8.67
cog,2003,8.96
cog,2004,7.62
cog,2005,6.04
cog,2006,4.96
cog,2007,5.64
cog,2008,4.21
cog,2009,5.45
cog,2010,3.26
cog,2011,2.95
cog,2012,2.84
cog,2013,3.11
cog,2014,3.12
cog,2015,4.13
cog,2016,4.6
cog,2017,4.29
cog,2018,3.99
cog,2019,3.22
col,1991,4.84
col,1992,4.79
col,1993,4.67
col,1994,4.54
col,1995,4.39
col,1996,4.41
col,1997,4.35
col,1998,4.43
col,1999,4.9
col,2000,4.96
col,2001,5.06
col,2002,3.92
col,2003,4.32
col,2004,3.63
col,2005,3.5
col,2006,3.26
col,2007,3.03
col,2008,2.85
col,2009,3.57
col,2010,2.98
col,2011,2.81
col,2012,2.82
col,2013,2.64
col,2014,2.53
col,2015,2.34
col,2016,2.21
col,2017,2.02
col,2018,1.98
col,2019,1.92
com,1991,15.01
com,1992,14.52
com,1993,14.21
com,1994,13.95
com,1995,13.7
com,1996,13.36
com,1997,12.98
com,1998,12.58
com,1999,12.15
com,2000,11.77
com,2001,11.41
com,2002,11.03
com,2003,10.64
com,2004,10.19
com,2005,9.47
com,2006,8.8
com,2007,7.69
com,2008,7.16
com,2009,6.56
com,2010,6.06
com,2011,5.58
com,2012,5.16
com,2013,4.66
com,2014,4.25
com,2015,4.07
com,2016,3.85
com,2017,3.58
com,2018,3.49
com,2019,3.25
cpv,1991,7.67
cpv,1992,7.51
cpv,1993,7.88
cpv,1994,7.79
cpv,1995,7.79
cpv,1996,7.43
cpv,1997,7.49
cpv,1998,7.39
cpv,1999,7.72
cpv,2000,7.37
cpv,2001,8.11
cpv,2002,8.48
cpv,2003,7.84
cpv,2004,7.59
cpv,2005,7.83
cpv,2006,8.18
cpv,2007,8.15
cpv,2008,7.4
cpv,2009,7.31
cpv,2010,7.47
cpv,2011,7.32
cpv,2012,7.44
cpv,2013,7.16
cpv,2014,6.72
cpv,2015,6.55
cpv,2016,5.74
cpv,2017,4.18
cpv,2018,1.73
cpv,2019,1.97
cri,1991,4.15
cri,1992,3.51
cri,1993,3.29
cri,1994,3.3
cri,1995,3.22
cri,1996,2.9
cri,1997,2.64
cri,1998,2.97
cri,1999,2.37
cri,2000,2.2
cri,2001,2.55
cri,2002,2.62
cri,2003,2.13
cri,2004,1.79
cri,2005,1.66
cri,2006,1.71
cri,2007,1.29
cri,2008,0.93
cri,2009,1.18
cri,2010,2.79
cri,2011,1.15
cri,2012,0.89
cri,2013,1.29
cri,2014,1.46
cri,2015,1.64
cri,2016,1.4
cri,2017,1.28
cri,2018,1.12
cri,2019,1.32
cub,1991,0.94
cub,1992,1
cub,1993,1.09
cub,1994,1.1
cub,1995,1.11
cub,1996,1.05
cub,1997,1.16
cub,1998,1.28
cub,1999,1.42
cub,2000,1.45
cub,2001,1.54
cub,2002,1.48
cub,2003,1.52
cub,2004,1.5
cub,2005,1.44
cub,2006,1.29
cub,2007,1.2
cub,2008,1.16
cub,2009,1.09
cub,2010,1.08
cub,2011,1.51
cub,2012,1.74
cub,2013,1.74
cub,2014,1.71
cub,2015,1.8
cub,2016,1.89
cub,2017,1.98
cub,2018,2
cub,2019,2.02
cyp,1991,0.95
cyp,1992,0.92
cyp,1993,0.91
cyp,1994,0.87
cyp,1995,0.87
cyp,1996,0.85
cyp,1997,0.82
cyp,1998,0.8
cyp,1999,0.76
cyp,2000,0.7
cyp,2001,1.18
cyp,2002,0.94
cyp,2003,1.12
cyp,2004,1.18
cyp,2005,1.27
cyp,2006,1.12
cyp,2007,0.93
cyp,2008,0.96
cyp,2009,1.46
cyp,2010,1.45
cyp,2011,1.49
cyp,2012,1.29
cyp,2013,1.22
cyp,2014,1.57
cyp,2015,1.2
cyp,2016,1.19
cyp,2017,0.8
cyp,2018,0.62
cyp,2019,0.66
cze,1991,0.16
cze,1992,0.17
cze,1993,0.17
cze,1994,0.17
cze,1995,0.17
cze,1996,0.17
cze,1997,0.18
cze,1998,0.16
cze,1999,0.22
cze,2000,0.21
cze,2001,0.26
cze,2002,0.15
cze,2003,0.33
cze,2004,0.33
cze,2005,0.34
cze,2006,0.22
cze,2007,0.25
cze,2008,0.33
cze,2009,0.31
cze,2010,0.27
cze,2011,0.2
cze,2012,0.25
cze,2013,0.45
cze,2014,0.23
cze,2015,0.26
cze,2016,0.21
cze,2017,0.18
cze,2018,0.16
cze,2019,0.2
deu,1991,0.39
deu,1992,0.42
deu,1993,0.41
deu,1994,0.45
deu,1995,0.42
deu,1996,0.33
deu,1997,0.38
deu,1998,0.38
deu,1999,0.32
deu,2000,0.32
deu,2001,0.44
deu,2002,0.44
deu,2003,0.42
deu,2004,0.49
deu,2005,0.51
deu,2006,0.44
deu,2007,0.44
deu,2008,0.41
deu,2009,0.31
deu,2010,0.3
deu,2011,0.34
deu,2012,0.33
deu,2013,0.28
deu,2014,0.25
deu,2015,0.24
deu,2016,0.23
deu,2017,0.22
deu,2018,0.21
deu,2019,0.18
dji,1991,4.97
dji,1992,5.24
dji,1993,5.4
dji,1994,5.46
dji,1995,5.33
dji,1996,5.33
dji,1997,5.28
dji,1998,5.36
dji,1999,5.18
dji,2000,5
dji,2001,4.78
dji,2002,4.53
dji,2003,4.35
dji,2004,4.13
dji,2005,3.95
dji,2006,3.67
dji,2007,3.33
dji,2008,2.94
dji,2009,3.03
dji,2010,2.99
dji,2011,3.03
dji,2012,2.91
dji,2013,2.79
dji,2014,2.6
dji,2015,2.36
dji,2016,2.19
dji,2017,1.97
dji,2018,1.82
dji,2019,1.63
dnk,1991,0.07
dnk,1992,0.38
dnk,1993,0.29
dnk,1994,0.2
dnk,1995,0.28
dnk,1996,0.3
dnk,1997,0.27
dnk,1998,0.27
dnk,1999,0.25
dnk,2000,0.18
dnk,2001,0.33
dnk,2002,0.28
dnk,2003,0.23
dnk,2004,0.3
dnk,2005,0.27
dnk,2006,0.25
dnk,2007,0.4
dnk,2008,0.33
dnk,2009,0.3
dnk,2010,0.2
dnk,2011,0.16
dnk,2012,0.15
dnk,2013,0.13
dnk,2014,0.17
dnk,2015,0.28
dnk,2016,0.33
dnk,2017,0.31
dnk,2018,0.35
dnk,2019,0.3
dom,1991,6.17
dom,1992,5.83
dom,1993,5.77
dom,1994,4.59
dom,1995,4.34
dom,1996,3.5
dom,1997,2.78
dom,1998,2.22
dom,1999,1.77
dom,2000,1.41
dom,2001,1.09
dom,2002,1.08
dom,2003,1.07
dom,2004,1.23
dom,2005,1.95
dom,2006,1.9
dom,2007,2.02
dom,2008,2.07
dom,2009,1.25
dom,2010,1.42
dom,2011,1.32
dom,2012,1.25
dom,2013,1.29
dom,2014,0.99
dom,2015,1.54
dom,2016,1.17
dom,2017,1.28
dom,2018,1
dom,2019,0.9
dza,1991,10.06
dza,1992,10.01
dza,1993,10.03
dza,1994,10.03
dza,1995,9.92
dza,1996,9.76
dza,1997,9.68
dza,1998,9.45
dza,1999,9.26
dza,2000,9.06
dza,2001,8.84
dza,2002,8.05
dza,2003,7.25
dza,2004,6.21
dza,2005,5.26
dza,2006,4.55
