geo,time,is_air_good_mt_k1
mda,2014,0.62857
mda,2015,0.48963
mda,2016,0.48691
mda,2017,0.55191
mda,2018,0.6445
mda,2019,1.22909
mda,2020,0.45188
mdg,1970,6.9
mdg,1971,7.2
mdg,1972,7.7
mdg,1973,8.7
mdg,1974,9
mdg,1975,7.6
mdg,1976,6.7
mdg,1977,6.6
mdg,1978,6.2
mdg,1979,17.3
mdg,1980,19.8
mdg,1981,21
mdg,1982,19.7
mdg,1983,19.3
mdg,1984,22.1
mdg,1985,20.1
mdg,1986,19.2
mdg,1987,21
mdg,1988,23.4
mdg,1989,29
mdg,1990,30.2
mdg,1991,26.1
mdg,1992,27.5
mdg,1993,27.1
mdg,1994,23.6
mdg,1995,31.5
mdg,1996,25.2
mdg,1997,29
mdg,1998,28.9
mdg,1999,27.9
mdg,2000,27.323
mdg,2001,10.206
mdg,2002,10.863
mdg,2003,9.72
mdg,2004,12.657
mdg,2005,15.363
mdg,2006,18.773
mdg,2007,23.941
mdg,2008,12.188
mdg,2009,14.27
mdg,2010,23.775
mdg,2011,21.27152
mdg,2012,24.97688
mdg,2013,34.55841
mdg,2014,31.07096
mdg,2015,25.62026
mdg,2016,11.96217
mdg,2017,15.02506
mdg,2018,16.24747
mdg,2019,16.18255
mdg,2020,5.38437
mdv,1975,0.1
mdv,1976,0.2
mdv,1977,0.2
mdv,1978,0.2
mdv,1979,0.3
mdv,1980,0.3
mdv,1981,0.4
mdv,1982,0.4
mdv,1983,0.4
mdv,1984,0.4
mdv,1985,1.3
mdv,1986,1.4
mdv,1994,0.2
mdv,1995,2.9
mdv,1996,6.8
mdv,1997,6.6
mdv,1998,10.3
mdv,1999,11.9
mdv,2000,13.17
mdv,2001,0.008
mdv,2002,0.009
mdv,2003,0.009
mdv,2004,0.011
mdv,2005,0.013
mdv,2006,0.013
mdv,2007,0.013
mdv,2008,0.013
mdv,2009,0.013
mdv,2015,5.87871
mdv,2016,6.8728
mdv,2017,7.74565
mdv,2018,0
mdv,2019,0
mdv,2020,0
mex,1970,36.7
mex,1971,42.4
mex,1972,54.3
mex,1973,67.6
mex,1974,67.5
mex,1975,76.2
mex,1976,87.1
mex,1977,92.3
mex,1978,106.1
mex,1979,121.7
mex,1980,131.5
mex,1981,137
mex,1982,110.6
mex,1983,109.2
mex,1984,145.8
mex,1985,170
mex,1986,155.10001
mex,1987,169
mex,1988,121.5
mex,1989,114.4
mex,1990,143.2
mex,1991,162.7
mex,1992,158.8
mex,1993,150.89999
mex,1994,225.2
mex,1995,155.89999
mex,1996,168.8
mex,1997,227.2
mex,1998,284.79999
mex,1999,317
mex,2000,309.858
mex,2001,295.884
mex,2002,341.598
mex,2003,350.089
mex,2004,394.925
mex,2005,390.425
mex,2006,456.958
mex,2007,482.34
mex,2008,482.785
mex,2009,714.057
mex,2010,908.94817
mex,2011,774.60352
mex,2012,763.88626
mex,2013,677.13999
mex,2014,617.52955
mex,2015,714.00321
mex,2016,760.84924
mex,2017,928.83551
mex,2018,1062.9876
mex,2019,1072.52473
mex,2020,732.79648
mhl,1990,2.5
mhl,1991,2.5
mhl,1992,3.5
mhl,1993,4.6
mhl,1994,6.6
mhl,1995,8.5
mhl,1996,2.6
mhl,1997,0.1
mhl,1998,0.2
mhl,1999,0.2
mhl,2000,0.22
mhl,2001,0.183
mhl,2002,0.292
mhl,2003,0.312
mhl,2004,0.453
mhl,2005,0.327
mhl,2006,0.35
mhl,2007,0.351
mhl,2008,0.359
mhl,2009,0.347
mhl,2017,0.16109
mhl,2018,0.13384
mhl,2019,0.18257
mhl,2020,0.08484
mkd,1993,1.3
mkd,1994,0.1
mkd,1995,0.2
mkd,1996,0.7
mkd,1997,0.8
mkd,1998,1
mkd,1999,1.5
mkd,2000,1.442
mkd,2001,0.675
mkd,2002,0.212
mkd,2003,0.141
mkd,2004,0.131
mkd,2005,0.111
mkd,2006,0.117
mkd,2007,0.119
mkd,2009,0
mli,1970,2.4
mli,1971,2.4
mli,1972,2.2
mli,1973,1.7
mli,1974,1.6
mli,1975,1.2
mli,1976,0.8
mli,1977,0.5
mli,1978,0.5
mli,1979,0.5
mli,1980,0.5
mli,1981,0.5
mli,1982,0.6
mli,1983,0.6
mli,1984,0.6
mli,1985,0.7
mli,1986,0.8
mli,1992,15.2
mli,1993,14.2
mli,1994,14.4
mli,1995,15.3
mli,1996,16.4
mli,1997,15.3
mli,1998,13.5
mli,1999,13.7
mli,2000,12.273
mli,2001,7.364
mli,2010,8.32878
mli,2011,9.11551
mli,2012,5.44871
mli,2013,1.19358
mli,2014,0
mlt,1970,2.4
mlt,1971,1.9
mlt,1972,1.7
mlt,1973,2.3
mlt,1974,2.6
mlt,1975,2.5
mlt,1976,3.5
mlt,1977,4
mlt,1978,3.8
mlt,1979,5
mlt,1980,4.1
mlt,1981,4.2
mlt,1982,3.2
mlt,1983,3.3
mlt,1984,3.5
mlt,1985,4.4
mlt,1986,4
mlt,1987,4.7
mlt,1988,4.9
mlt,1989,5.5
mlt,1990,4.8
mlt,1991,5.6
mlt,1992,6.4
mlt,1993,7.3
mlt,1994,11.8
mlt,1995,13.7
mlt,1996,9.7
mlt,1997,9
mlt,1998,11.2
mlt,1999,10.5
mlt,2000,14.286
mlt,2001,13.781
mlt,2002,12.014
mlt,2003,11.979
mlt,2004,11.62
mlt,2005,11.106
mlt,2006,11.661
mlt,2007,11.894
mlt,2008,11.763
mlt,2009,6.672
mlt,2010,6.733
mlt,2011,6.352
mlt,2012,5.266
mlt,2013,3.541
mlt,2014,3.422
mlt,2015,3.352
mlt,2016,2.442
mlt,2017,2.63621
mlt,2018,5.14323
mlt,2019,6.72727
mlt,2020,2.90353
mmr,1970,1.8
mmr,1971,2
mmr,1972,2.1
mmr,1973,2.2
mmr,1974,1.8
mmr,1975,1.1
mmr,1976,1.1
mmr,1977,1.2
mmr,1978,1.2
mmr,1979,1.3
mmr,1980,1.5
mmr,1981,1.5
mmr,1982,1.7
mmr,1983,1.6
mmr,1984,2.3
mmr,1985,2.3
mmr,1986,2.4
mmr,1987,2.5
mmr,1988,2.5
mmr,1989,1
mmr,1990,1.1
mmr,1991,1.1
mmr,1992,1.1
mmr,1993,1.1
mmr,1994,1.1
mmr,1995,1.2
mmr,1996,1.2
mmr,1997,7.6
mmr,1998,6.6
mmr,1999,6.2
mmr,2000,0.774
mmr,2001,0.882
mmr,2002,1.988
mmr,2003,2.078
mmr,2004,2.463
mmr,2005,2.722
mmr,2006,2.788
mmr,2007,2.867
mmr,2008,2.83
mmr,2009,2.614
mmr,2010,2.06226
mmr,2011,3.53038
mmr,2012,3.82988
mmr,2013,2.86156
mmr,2014,3.90162
mmr,2015,3.38579
mmr,2016,5.06529
mmr,2017,4.83394
mmr,2018,4.74217
mmr,2019,8.30683
mmr,2020,1.24232
mne,2001,0
mne,2003,42.871
mne,2004,0.119
mne,2005,0.123
mne,2010,0
mne,2011,0
mne,2012,0
mne,2013,0
mne,2016,0.0587
mne,2017,0.1119
mne,2018,0.1345
mne,2019,0.15295
mne,2020,0
mng,1991,1.2
mng,1992,1.4
mng,1993,3
mng,1994,3
mng,1995,3.2
mng,1996,3.3
mng,1997,0.8
mng,1998,7.4
mng,1999,8.4
mng,2000,8.441
mng,2001,7.388
mng,2002,8.184
mng,2003,7.583
mng,2004,6.324
mng,2005,6.069
mng,2006,6.34
mng,2007,5.364
mng,2008,5.927
mng,2009,2.562
mng,2010,3.90082
mng,2011,7.1495
mng,2012,9.49361
mng,2013,8.86931
mng,2014,13.21171
mng,2015,7.84399
mng,2016,8.02203
mng,2017,8.36736
mng,2018,7.819
mng,2019,7.38543
mng,2020,1.37475
moz,1975,4.9
moz,1976,5.3
moz,1977,5.4
moz,1978,7.2
moz,1979,9.7
moz,1980,8.7
moz,1981,9.2
moz,1982,10.4
moz,1983,15.3
moz,1984,12.4
moz,1985,9.1
moz,1986,10.3
moz,1987,8.6
moz,1988,10.2
moz,1989,10.1
moz,1990,9.1
moz,1991,9.4
moz,1992,8.6
moz,1993,9.9
moz,1994,11.3
moz,1995,5.5
moz,1996,5.4
moz,1997,5.2
moz,1998,5.9
moz,1999,6.6
moz,2000,7.164
moz,2001,6.885
moz,2002,7.095
moz,2003,6.627
moz,2004,5.344
moz,2005,4.928
moz,2006,5.196
moz,2007,5.778
moz,2008,6.743
moz,2009,5.827
moz,2010,6.14
moz,2011,8.075
moz,2012,4.92238
moz,2013,5.8825
moz,2014,5.3665
moz,2015,4.86366
moz,2016,4.37
moz,2017,3.557
moz,2018,4.775
moz,2019,6.347
moz,2020,2.42353
mrt,1970,5.8
mrt,1971,7.1
mrt,1972,8
mrt,1973,8.8
mrt,1974,11.3
mrt,1975,12
mrt,1976,13.7
mrt,1977,13.6
mrt,1978,15.3
mrt,1979,17.8
mrt,1980,18.5
mrt,1981,21.5
mrt,1982,21.6
mrt,1983,19.3
mrt,1984,17.5
mrt,1985,18.6
mrt,1986,16.6
mrt,1987,16.5
mrt,1988,16.1
mrt,1989,18.2
mrt,1990,17.9
mrt,1991,16.3
mrt,1992,15.4
mrt,1993,14.4
mrt,1994,14.7
mrt,1995,15.5
mrt,1996,16.7
mrt,1997,15.5
mrt,1998,13.8
mrt,1999,13.9
mrt,2000,12.508
mrt,2001,7.439
mrt,2002,0.074
mrt,2003,0.083
mrt,2004,0.09
mrt,2005,0.095
mrt,2006,0.111
mrt,2007,0.099
mrt,2008,0.116
mrt,2009,0.099
mrt,2010,0.20813
mrt,2011,0.13925
mrt,2012,0
mrt,2013,0
mrt,2018,0
mrt,2019,0
mrt,2020,0
mus,1972,0.1
mus,1973,0.1
mus,1974,0.1
mus,1975,0.1
mus,1976,0.1
mus,1977,0.2
mus,1978,2.5
mus,1979,2.7
mus,1980,2.3
mus,1981,1.9
mus,1982,2.9
mus,1983,3.4
mus,1984,7.8
mus,1985,15.5
mus,1986,17
mus,1987,28.7
mus,1988,58.1
mus,1989,55.1
mus,1990,64.1
mus,1991,66.5
mus,1992,74.7
mus,1993,78.8
mus,1994,88.3
mus,1995,116.4
mus,1996,128.5
mus,1997,164.39999
mus,1998,160.8
mus,1999,176.7
mus,2000,182.982
mus,2001,174.226
mus,2002,185.571
mus,2003,186.807
mus,2004,219.624
mus,2005,211.715
mus,2006,194.842
mus,2007,202.814
mus,2008,191.185
mus,2009,153.031
mus,2010,179.321
mus,2011,178.132
mus,2012,172.006
mus,2013,171.534
mus,2014,192.99
mus,2015,168.773
mus,2016,157.239
mus,2017,196.047
mus,2018,233.717
mus,2019,213.641
mus,2020,62.063
mwi,1970,0.4
mwi,1971,0.5
mwi,1972,0.6
mwi,1973,0.8
mwi,1974,1
mwi,1975,3.4
mwi,1976,4.5
mwi,1977,6.6
mwi,1978,6.8
mwi,1979,4.7
mwi,1980,0.8
mwi,1981,1
mwi,1982,1.2
mwi,1983,0.7
mwi,1984,1
mwi,1985,0.8
mwi,1986,0.6
mwi,1987,0.6
mwi,1988,0.7
mwi,1989,0.9
mwi,1990,0.9
mwi,1991,1.4
mwi,1992,1.6
mwi,1993,2.9
mwi,1994,3.3
mwi,1995,3.5
mwi,1996,3.5
mwi,1997,3.9
mwi,1998,3.5
mwi,1999,0.8
mwi,2000,0.8
mwi,2001,0.798
mwi,2002,1.246
mwi,2003,1.176
mwi,2004,1.289
mwi,2005,1.364
mwi,2006,1.601
mwi,2007,1.438
mwi,2008,1.589
mwi,2009,1.384
mwi,2010,0.55416
mwi,2011,0.509
mwi,2012,0.317
mwi,2013,0.00548
mwi,2014,0.00548
mwi,2015,0.00547
mwi,2016,0.00725
mwi,2017,0.01088
mwi,2018,0.01088
mwi,2019,0.00246
mwi,2020,0.00009
mys,1970,9.3
mys,1971,14.6
mys,1972,16.2
mys,1973,8.3
mys,1974,19.1
mys,1975,26.8
mys,1976,33.4
mys,1977,45
mys,1978,82.3
mys,1979,68.7
mys,1980,109.9
mys,1981,130.3
mys,1982,141.3
mys,1983,163.10001
mys,1984,192.60001
mys,1985,200.5
mys,1986,259.29999
mys,1987,343.39999
mys,1988,373.20001
mys,1989,403.70001
mys,1990,574.20001
mys,1991,713.59998
mys,1992,763.70001
mys,1993,677.79999
mys,1994,797.09998
mys,1995,1198.80005
mys,1996,1414.59998
mys,1997,1425.69995
mys,1998,1375.59998
mys,1999,1424.59998
mys,2000,1863.841
mys,2001,1774.745
mys,2002,1923.655
mys,2003,2178.51
mys,2004,2599.165
mys,2005,2577.581
mys,2006,2597.404
mys,2007,2661.528
mys,2008,2444.462
mys,2009,2853.263
mys,2010,2564.65822
mys,2011,2193.26001
mys,2012,1943.95888
mys,2013,2161.99284
mys,2014,2193.30063
mys,2015,2005.97938
mys,2016,1149.87696
mys,2017,1455.20982
mys,2018,1359.12559
mys,2019,1378.74471
mys,2020,816.74595
nam,1991,2
nam,1992,11.1
nam,1993,21.8
nam,1994,25.4
nam,1995,27.3
nam,1996,28.7
nam,1997,35.3
nam,1999,36.7
nam,2000,76.007
nam,2001,74.744
nam,2002,21.059
nam,2003,45.675
nam,2004,56.479
nam,2005,0
nam,2006,0
nam,2009,0
nam,2010,0.484
nam,2011,0.6926
nam,2012,0.88839
nam,2013,0.67706
nam,2014,34.36805
nam,2015,30.30241
nam,2016,21.08489
nam,2017,22.20689
nam,2018,26.29387
nam,2019,6.90014
nam,2020,1.63671
ner,1970,5.8
ner,1971,7.1
ner,1972,8
ner,1973,8.3
ner,1974,10.9
ner,1975,11.6
ner,1976,13.2
ner,1977,13.1
ner,1978,14.8
ner,1979,17.3
ner,1980,18.2
ner,1981,21.1
ner,1982,21.1
ner,1983,18.8
ner,1984,17.4
ner,1985,18.4
ner,1986,16.5
ner,1987,16.4
ner,1988,16
ner,1989,18
ner,1990,17.7
ner,1991,16.1
ner,1992,15.2
ner,1993,14.2
ner,1994,14.4
ner,1995,15.3
ner,1996,16.4
ner,1997,15.3
ner,1998,13.5
ner,1999,13.7
ner,2000,12.273
ner,2001,7.364
ner,2010,0
ner,2011,0
ner,2012,1.46578
ner,2013,1.08071
nga,1970,5.3
nga,1971,6.5
nga,1972,7
nga,1973,7.2
nga,1974,6.7
nga,1975,4.3
nga,1976,3.6
nga,1977,4.1
nga,1978,3.4
nga,1979,4.5
nga,1980,9.3
nga,1981,15.7
nga,1982,25.5
nga,1983,33.3
nga,1984,30.5
nga,1985,28.7
nga,1986,32.4
nga,1987,37.2
nga,1988,29.5
nga,1989,17
nga,1990,23.5
nga,1991,27.5
nga,1992,10.3
nga,1993,9.8
nga,1994,7.2
nga,1995,1.9
nga,1996,4.7
nga,1997,5
nga,1998,27
nga,1999,9.7
nga,2000,8.824
nga,2001,2.792
nga,2002,8.724
nga,2003,9.996
nga,2004,9.809
nga,2005,10.029
nga,2006,11.269
nga,2007,10.036
nga,2008,10.036
nga,2009,7.966
nga,2010,0
nga,2011,0
nga,2012,0
nga,2013,12.19835
nga,2014,12.19835
nga,2015,24.80196
nga,2016,24.16193
nga,2017,22.00155
nga,2018,19.79297
nga,2019,1.84342
nga,2020,0.73563
nic,1970,0.8
nic,1971,0.9
nic,1972,0.9
nic,1973,1.9
nic,1974,1.9
nic,1975,1.9
nic,1976,2
nic,1977,2
nic,1978,2
nic,1979,2.1
nic,1980,1.3
nic,1981,1.1
nic,1982,1
nic,1983,1.1
nic,1984,1.3
nic,1985,1.4
nic,1986,1
nic,1987,1.1
nic,1988,1.2
nic,1989,1.8
nic,1990,3.6
nic,1991,3.6
nic,1992,6.8
nic,1993,3.8
nic,1994,7
nic,1995,9
nic,1996,9
nic,1997,9
nic,1998,0.4
nic,1999,0.5
nic,2000,0.535
nld,1970,376.89999
nld,1971,408.39999
nld,1972,461
nld,1973,498.5
nld,1974,609
nld,1975,586.70001
nld,1976,631.90002
nld,1977,719.40002
nld,1978,786.90002
nld,1979,869.5
nld,1980,947.09998
nld,1981,1046.40002
nld,1982,1032.5
nld,1983,1193.69995
nld,1984,1392.5
nld,1985,1403.90002
nld,1986,1509.40002
nld,1987,1734.30005
nld,1988,1881.80005
nld,1989,2002.90002
nld,1990,2129.1001
nld,1991,2224.30005
nld,1992,2396.8999
nld,1993,2770.69995
nld,1994,3203.80005
nld,1995,3742.19995
nld,1996,3902.3999
nld,1997,3893.1001
nld,1998,3833.3999
nld,1999,4053
nld,2000,4367.344
nld,2001,4115.852
nld,2002,4203.584
nld,2003,4330.731
nld,2004,4780.432
nld,2005,4893.971
nld,2006,4959.004
nld,2007,5005.596
nld,2008,4903.379
nld,2009,4520.328
nld,2010,6444.38162
nld,2011,6347.25316
nld,2012,6014.58855
nld,2013,5753.72848
nld,2014,5726.17965
nld,2015,5292.79468
nld,2016,4745.95852
nld,2017,5855.48048
nld,2018,5886.5149
nld,2019,5656.442
nld,2020,5305.43216
nor,1970,63.6
nor,1971,65.6
nor,1972,79.4
nor,1973,85.4
nor,1974,96
nor,1975,91.1
nor,1976,105.4
nor,1977,117.3
nor,1978,128.89999
nor,1979,124.9
nor,1980,119.8
nor,1981,125
nor,1982,120.5
nor,1983,116.5
nor,1984,120.7
nor,1985,121.7
nor,1986,123.6
nor,1987,115.9
nor,1988,120.8
nor,1989,127.6
nor,1990,129.60001
nor,1991,122.8
nor,1992,118.4
nor,1993,127
nor,1994,136
nor,1995,139.10001
nor,1996,177.10001
nor,1997,205.5
nor,1998,203.39999
nor,1999,201.39999
nor,2000,201.042
nor,2001,184.961
nor,2002,184.859
nor,2003,174.549
nor,2004,176.585
nor,2019,985.65567
nor,2020,304.4185
npl,1970,0.4
npl,1971,0.4
npl,1972,0.5
npl,1973,0.5
npl,1974,0.6
npl,1975,2
npl,1976,1.4
npl,1977,1.5
npl,1978,1.6
npl,1979,1.8
npl,1980,2.5
npl,1981,2.9
npl,1982,2.7
npl,1983,3.9
npl,1984,4.6
npl,1985,6.7
npl,1986,6.2
npl,1987,5.9
npl,1988,27.9
npl,1989,10.5
npl,1990,11.2
npl,1991,23.9
npl,1992,13.8
npl,1993,18.3
npl,1994,16
npl,1995,16.9
npl,1996,17.9
npl,1997,17.9
npl,1998,15.6
npl,1999,16
npl,2000,16.997
npl,2001,16.178
npl,2002,5.477
npl,2003,5.751
npl,2004,6.73
npl,2005,6.936
npl,2006,7.212
npl,2007,7.643
npl,2008,7.233
npl,2009,6.282
npl,2010,6.46352
npl,2011,6.48656
npl,2012,5.76237
npl,2013,5.75987
npl,2014,4.5996
npl,2015,4.53637
npl,2016,4.89508
npl,2017,4.56684
npl,2018,8.84572
npl,2019,5.84755
npl,2020,13.68919
nru,2009,2.85
nru,2010,6.3433
nru,2011,8.41823
nru,2012,8.43889
nru,2013,7.27003
nru,2014,7.27003
nru,2015,7.79347
nru,2016,9.71846
nru,2017,7.93998
nru,2018,10.34721
nru,2019,1.72681
nru,2020,2.72839
nzl,1970,35.8
nzl,1971,41.5
nzl,1972,48.7
nzl,1973,68.6
nzl,1974,110.3
nzl,1975,114.5
nzl,1976,136.7
nzl,1977,140.7
nzl,1978,164
nzl,1979,176.3
nzl,1980,185.89999
nzl,1981,199.60001
nzl,1982,221.39999
nzl,1983,262.89999
nzl,1984,288.39999
nzl,1985,305.39999
nzl,1986,318.60001
nzl,1987,335.39999
nzl,1988,320.29999
nzl,1989,317.39999
nzl,1990,325.10001
nzl,1991,379.89999
nzl,1992,409.89999
nzl,1993,473
nzl,1994,555.59998
nzl,1995,580.29999
nzl,1996,745
nzl,1997,928.40002
nzl,1998,826.20001
nzl,1999,855.59998
nzl,2000,817.137
nzl,2001,762.982
nzl,2002,687.521
nzl,2003,800.524
nzl,2004,748.833
nzl,2005,781.469
nzl,2006,819
nzl,2007,868.14
nzl,2008,920.847
nzl,2009,799.295
nzl,2010,468.638
nzl,2011,892.848
nzl,2012,975.021
nzl,2013,934.54052
nzl,2014,999.30471
nzl,2015,1155.45872
nzl,2016,1231.85419
nzl,2017,1335.95321
nzl,2018,1349.29523
nzl,2019,1207.8822
nzl,2020,773.95314
omn,1974,2.2
omn,1975,4
omn,1976,6.8
omn,1977,8.2
omn,1978,9.6
omn,1979,14
omn,1980,26.2
omn,1981,21.4
omn,1982,21.6
omn,1983,23.8
omn,1984,30.7
omn,1985,32.6
omn,1986,31.4
omn,1987,31.5
omn,1988,33.9
omn,1989,40
omn,1990,44.3
omn,1991,51.2
omn,1992,69.8
omn,1993,88.2
omn,1994,122.2
omn,1995,132.8
omn,1996,105.8
omn,1997,99.5
omn,1998,110.3
omn,1999,126.4
omn,2000,152.145
omn,2001,143.092
omn,2002,130.409
omn,2003,189.972
omn,2004,235.186
omn,2009,39.196
omn,2010,106.579
omn,2011,171.732
omn,2012,240.695
omn,2013,251.141
omn,2014,291.939
omn,2015,412.23401
omn,2016,425.20218
omn,2017,434.92173
omn,2018,510.42598
omn,2019,566.923
omn,2020,51.91814
pak,1970,69.6
pak,1971,63.4
pak,1972,52
pak,1973,70.6
pak,1974,90.4
pak,1975,125.3
pak,1976,144.10001
pak,1977,161.60001
pak,1978,194.8
pak,1979,214.7
pak,1980,235.39999
pak,1981,248.5
pak,1982,224.10001
pak,1983,230.10001
pak,1984,270.60001
pak,1985,309.79999
pak,1986,319.5
pak,1987,327.89999
pak,1988,388.79999
pak,1989,418.70001
pak,1990,420.5
pak,1991,373.29999
pak,1992,398.60001
pak,1993,408.39999
pak,1994,441.5
pak,1995,445.5
pak,1996,427.20001
pak,1997,422.70001
pak,1998,402.39999
pak,1999,331.79999
pak,2000,340.309
pak,2001,371.228
pak,2002,346.88
pak,2003,346.607
pak,2004,402.035
pak,2005,407.926
pak,2006,426.991
pak,2007,313.872
pak,2008,319.796
pak,2009,303.905
pak,2010,332.9573
pak,2011,297.68352
pak,2012,286.07569
pak,2013,292.7608
pak,2014,204.62313
pak,2015,183.17731
pak,2016,175.4744
pak,2017,214.52857
pak,2018,217.53413
pak,2019,192.97793
pak,2020,95.88035
pan,1970,4.2
pan,1971,4.8
pan,1972,4.5
pan,1973,2.9
pan,1974,3.5
pan,1975,5.4
pan,1976,4.7
pan,1977,3.9
pan,1978,3.6
pan,1979,5.1
pan,1980,2.7
pan,1981,15.1
pan,1982,14.4
pan,1983,1.8
pan,1984,3.9
pan,1985,4.3
pan,1986,9.3
pan,1987,14.8
pan,1988,14.1
pan,1989,14.4
pan,1990,2.8
pan,1991,3.6
pan,1992,5
pan,1993,5.4
pan,1994,7
pan,1995,8.9
pan,1996,18.3
pan,1997,32
pan,1998,11.9
pan,1999,15
pan,2000,21.985
pan,2001,25.235
pan,2002,22.207
pan,2003,20.384
pan,2004,34.461
pan,2005,37.226
pan,2006,35.883
pan,2007,35.197
pan,2008,38.458
pan,2009,0
pan,2010,71.89437
pan,2011,66.82218
pan,2012,79.89597
pan,2013,147.71151
pan,2014,134.10594
pan,2015,121.56707
pan,2016,126.05237
pan,2017,45.77686
pan,2018,64.71071
pan,2019,94.84048
pan,2020,73.43113
per,1970,22.4
per,1971,17.3
per,1972,15.9
per,1973,12.3
per,1974,34.4
per,1975,22.3
per,1976,25.1
per,1977,34.8
per,1978,37.7
per,1979,35.7
per,1980,40.1
per,1981,47.6
per,1982,83.3
per,1983,75.7
per,1984,61
per,1985,47.4
per,1986,80.1
per,1987,78.7
per,1988,52.1
per,1989,30.2
per,1990,25.6
per,1991,25
per,1992,40.5
per,1993,40.1
per,1994,22.4
per,1995,34.6
per,1996,14.1
per,1997,9.5
per,1998,8.7
per,1999,6
per,2000,53.662
per,2001,117.132
per,2002,100.417
per,2003,116
per,2004,221.044
per,2005,138.691
per,2006,112.233
per,2007,161.576
per,2008,230.125
per,2009,256.939
per,2010,83.5804
per,2011,107.17909
per,2012,122.15124
per,2013,334.88049
per,2014,295.31227
per,2015,329.56882
per,2016,276.1751
per,2017,316.8257
per,2018,313.26464
per,2019,340.33505
per,2020,96.45184
phl,1970,21.7
phl,1971,31.6
phl,1972,36.9
phl,1973,46.8
phl,1974,67.5
phl,1975,100.2
phl,1976,130.8
phl,1977,129.7
phl,1978,121.9
phl,1979,106.7
phl,1980,149.8
phl,1981,194.89999
phl,1982,181.10001
phl,1983,243.5
phl,1984,244.5
phl,1985,225.39999
phl,1986,235.3
phl,1987,238.60001
phl,1988,303.70001
phl,1989,327.39999
phl,1990,316
phl,1991,307.60001
phl,1992,314.10001
phl,1993,351.39999
phl,1994,380.20001
phl,1995,373.5
phl,1996,384.5
phl,1997,471.60001
phl,1998,184.89999
phl,1999,240.89999
phl,2000,289.946
phl,2001,274.979
phl,2002,275.053
phl,2003,278.368
phl,2004,300.637
phl,2005,322.706
phl,2006,318.85
phl,2007,285.577
phl,2008,277.362
phl,2009,227.454
phl,2010,460.19405
phl,2011,470.00341
phl,2012,533.28361
phl,2013,325.68235
phl,2014,577.47493
phl,2015,604.50881
phl,2016,665.12457
phl,2017,753.35174
phl,2018,835.90451
phl,2019,926.88864
phl,2020,360.69603
png,1975,4.7
png,1976,3.9
png,1977,6.2
png,1978,8.8
png,1979,8
png,1980,8.6
png,1981,8.9
png,1982,8.8
png,1983,7.5
png,1984,11.2
png,1985,9.6
png,1986,9.5
png,1987,9.4
png,1988,12.9
png,1989,14.8
png,1990,14.8
png,1991,15.6
png,1992,16.1
png,1993,14.6
png,1994,17.2
png,1995,18
png,1996,18
png,1997,15.7
png,1998,13.5
png,1999,20.7
png,2000,22.322
png,2001,21.744
png,2002,24.176
png,2003,17.071
png,2004,23.213
png,2005,21.112
png,2006,21.89
png,2007,23.069
png,2008,22.002
png,2009,19.336
png,2010,28.50441
png,2011,32.20144
png,2012,28.52681
png,2013,32.72884
png,2014,33.40213
png,2015,27.37065
png,2016,26.90178
png,2017,29.23132
png,2018,31.03632
png,2019,30.68584
png,2020,42.46056
pol,1970,6.2
pol,1971,6.5
pol,1972,7.6
pol,1973,9.5
pol,1974,10.3
pol,1975,10.2
pol,1976,10.6
pol,1977,11.8
pol,1978,14.4
pol,1979,14.1
pol,1980,13.8
pol,1981,12.8
pol,1982,4.2
pol,1983,4.9
pol,1984,6.5
pol,1985,7.9
pol,1986,9.5
pol,1987,10.3
pol,1988,13.5
pol,1989,28.8
pol,1990,48.9
pol,1991,38.1
pol,1992,42.8
pol,1993,49.3
pol,1994,54.8
pol,1995,66.2
pol,1996,70
pol,1997,92
pol,1998,91.8
pol,1999,80.3
pol,2000,77.827
pol,2001,68.514
pol,2002,66.715
pol,2003,70.898
pol,2004,77.109
pol,2005,71.284
pol,2006,79.824
pol,2007,83.145
pol,2008,78.921
pol,2009,55.475
pol,2010,76.60604
pol,2011,39.418
pol,2012,91.83116
pol,2013,97.64576
pol,2014,120.85183
pol,2015,114.79159
pol,2016,155.55204
pol,2017,221.814
pol,2018,271.488
pol,2019,317.866
pol,2020,140.55664
prk,1977,1.7
prk,1978,1.8
prk,1979,2
prk,1980,2.2
prk,1981,1.9
prk,1982,1.9
prk,1983,2.4
prk,1984,2.4
prk,1985,2.4
prk,1986,2.6
prk,1987,2.7
prk,1988,2.9
prk,1989,3
prk,1990,3.1
prk,1991,3.1
prk,1992,3.1
prk,1993,3.1
prk,1994,3.1
prk,1995,3.3
prk,1996,3.3
prk,1997,3.9
prk,1998,1.5
prk,1999,1.6
prk,2000,1.758
prk,2001,1.565
prk,2002,1.737
prk,2003,1.824
prk,2004,2.134
prk,2005,2.198
prk,2006,2.286
prk,2007,2.423
prk,2008,2.292
prk,2009,1.989
prk,2010,1.61925
prk,2011,1.3648
prk,2012,2.78624
prk,2013,3.03917
prk,2014,0.34235
prk,2015,0.288
prk,2016,0.23011
prk,2017,0.25149
prk,2018,0.49019
prk,2019,0.4871
prk,2020,0.37326
prt,1970,37
prt,1971,48.5
prt,1972,55.3
prt,1973,90.5
prt,1974,106.4
prt,1975,67.5
prt,1976,68
prt,1977,85.6
prt,1978,105.7
prt,1979,116.8
prt,1980,105.8
