geo,time,gc_xpn_comp_zs
bel,2005,6.35645
bel,2006,6.72513
bel,2007,6.62361
bel,2008,6.54372
bel,2009,6.46059
bel,2010,6.32663
bel,2011,6.12072
bel,2012,5.93508
bel,2013,5.99221
bel,2014,6.29917
bel,2015,6.40294
bel,2016,6.3192
bel,2017,6.3432
bel,2018,6.1902
bel,2019,6.07905
bfa,2002,41.26146
bfa,2003,43.98373
bfa,2004,42.2136
bfa,2005,42.72429
bfa,2006,41.47233
bfa,2007,41.7422
bfa,2008,43.82965
bfa,2009,45.77194
bfa,2010,46.38455
bfa,2011,44.78857
bfa,2012,40.10542
bfa,2013,43.41101
bfa,2014,49.32005
bfa,2015,50.7503
bfa,2016,49.56646
bfa,2017,40.80969
bfa,2018,45.95368
bfa,2019,49.08972
bgd,2001,27.23907
bgd,2002,26.38163
bgd,2003,25.32989
bgd,2004,25.49404
bgd,2005,23.21459
bgd,2006,23.80514
bgd,2007,24.8387
bgd,2008,20.60819
bgd,2009,18.91973
bgd,2010,21.26352
bgd,2011,21.77142
bgd,2012,20.37316
bgd,2013,19.27946
bgd,2014,21.01432
bgd,2015,21.58127
bgd,2016,25.15057
bgr,1990,3.244
bgr,1991,4.3497
bgr,1992,6.24197
bgr,1993,5.98759
bgr,1994,5.92905
bgr,2005,19.67997
bgr,2006,20.14431
bgr,2007,18.33208
bgr,2008,19.58143
bgr,2009,19.34253
bgr,2010,19.94214
bgr,2011,19.96957
bgr,2012,19.08076
bgr,2013,19.18253
bgr,2014,17.14447
bgr,2015,18.40125
bgr,2016,18.20441
bgr,2017,18.75558
bgr,2018,18.48462
bgr,2019,20.08215
bhr,1974,34.80885
bhr,1975,30.97345
bhr,1976,29.60222
bhr,1977,30.48376
bhr,1978,33.75486
bhr,1979,41.93389
bhr,1980,43.80299
bhr,1981,44.17713
bhr,1982,41.64134
bhr,1983,41.65666
bhr,1984,46.19897
bhr,1985,49.19163
bhr,1986,53.72315
bhr,1987,52.7081
bhr,1988,59.90021
bhr,1989,57.15703
bhr,1990,57.31509
bhr,1991,61.61892
bhr,1992,60.1425
bhr,1993,54.47404
bhr,1994,53.26486
bhr,1995,62.09285
bhr,1996,64.9023
bhr,1997,64.68176
bhr,1998,66.09583
bhr,1999,62.85163
bhr,2000,56.40119
bhr,2001,56.75344
bhr,2002,52.10798
bhr,2003,61.50033
bhr,2004,57.90898
bhs,1990,54.97243
bhs,1991,53.72722
bhs,1992,52.63252
bhs,1993,55.93692
bhs,1994,57.47538
bhs,1995,54.9362
bhs,1996,50.64501
bhs,1997,51.56805
bhs,1998,52.46342
bhs,1999,47.83722
bhs,2000,42.54538
bhs,2001,42.92964
bhs,2002,43.40522
bhs,2003,42.17217
bhs,2004,44.07014
bhs,2005,42.07987
bhs,2006,43.30276
bhs,2007,42.58763
bhs,2008,41.0422
bhs,2009,40.30912
bhs,2010,48.00622
bhs,2011,44.40314
bhs,2012,44.30325
bhs,2013,43.95103
bhs,2014,45.00032
bhs,2015,34.70248
bhs,2016,32.2452
bhs,2017,29.56686
bhs,2018,32.69595
bhs,2019,29.03807
bih,2005,27.94357
bih,2006,28.78303
bih,2007,27.53971
bih,2008,27.58329
bih,2009,28.23368
bih,2010,28.21699
bih,2011,29.25608
bih,2012,28.65403
bih,2013,28.7752
bih,2014,26.25855
bih,2015,27.39732
bih,2016,27.24448
bih,2017,26.79273
bih,2018,25.53758
bih,2019,26.96698
blr,1992,2.4055
blr,1993,4.15969
blr,1994,3.38627
blr,1995,4.75077
blr,1996,9.93111
blr,1997,8.99424
blr,1998,10.20731
blr,1999,9.16524
blr,2000,10.62812
blr,2001,12.21379
blr,2002,13.73457
blr,2003,12.17262
blr,2004,13.28734
blr,2005,13.45104
blr,2006,12.76107
blr,2007,11.25606
blr,2008,10.13728
blr,2009,10.5796
blr,2010,11.93736
blr,2011,11.67311
blr,2012,11.4901
blr,2013,12.08152
blr,2014,11.97356
blr,2015,12.31445
blr,2016,11.73917
blr,2017,12.98141
blr,2018,14.45861
blr,2019,13.74637
blz,1990,63.87388
blz,1991,63.74743
blz,1992,55.422
blz,1993,54.56533
blz,1994,53.78907
blz,1995,54.9068
blz,1996,51.31643
blz,1997,51.63683
blz,1998,52.96416
blz,1999,51.05253
blz,2000,51.01304
blz,2001,48.38411
blz,2002,49.07406
blz,2003,44.97905
blz,2004,39.52516
blz,2005,40.61867
blz,2006,35.35499
blz,2007,38.20468
blz,2008,39.45848
blz,2009,40.96027
blz,2010,40.45278
blz,2011,40.65557
blz,2012,52.7773
blz,2013,50.56434
blz,2014,51.9459
blz,2015,53.52406
blz,2016,53.00715
blz,2017,52.38014
bol,1986,39.94512
bol,1987,49.71024
bol,1988,51.22821
bol,1989,51.49542
bol,1990,41.82142
bol,1991,42.26148
bol,1992,36.98301
bol,1993,33.71722
bol,1994,39.95195
bol,1995,40.41487
bol,1996,21.23355
bol,1997,25.54152
bol,1998,26.73859
bol,1999,26.24772
bol,2000,28.25582
bol,2001,26.38754
bol,2002,25.26336
bol,2003,24.27015
bol,2004,24.34274
bol,2005,23.25523
bol,2006,20.83057
bol,2007,22.21607
bra,2010,13.63866
bra,2011,12.78203
bra,2012,12.30403
bra,2013,12.20808
bra,2014,11.83363
bra,2015,10.91684
bra,2016,11.01872
bra,2017,11.61743
bra,2018,11.71656
bra,2019,11.8834
brb,2003,45.20241
brb,2004,41.55318
brb,2005,32.66601
brb,2006,31.8148
brb,2007,29.58531
brb,2008,28.16023
brb,2009,29.06403
brb,2010,28.4385
brb,2011,29.71735
brb,2012,27.66993
brb,2013,26.95612
brb,2014,26.30166
brb,2015,24.33395
brb,2016,24.70098
btn,1982,38.12207
btn,1983,34.9629
btn,1984,29.92511
btn,1988,43.45231
btn,1989,51.77305
btn,1990,47.86396
btn,1991,47.44473
btn,1992,43.33418
btn,1993,39.77987
btn,1994,31.01905
btn,1995,30.96764
btn,1996,25.69943
btn,1997,34.77394
btn,1998,40.55525
btn,1999,37.64627
btn,2000,42.41648
btn,2001,37.97108
btn,2002,39.30152
btn,2003,36.23542
btn,2004,38.57789
btn,2005,37.17788
btn,2006,39.40285
btn,2007,39.53994
btn,2008,31.59795
btn,2009,35.01013
btn,2010,38.07506
btn,2011,37.91308
btn,2012,38.04416
btn,2013,37.4724
btn,2014,38.08967
btn,2015,39.93318
btn,2016,36.18866
btn,2017,33.79036
btn,2018,30.53693
bwa,1990,29.07561
bwa,1991,33.29728
bwa,1992,34.05172
bwa,1993,34.4664
bwa,1994,32.5694
bwa,1995,30.4848
bwa,1996,30.94937
bwa,2006,39.95153
bwa,2007,39.54298
bwa,2008,38.43372
bwa,2009,37.66493
bwa,2010,41.35296
bwa,2011,42.04422
bwa,2012,43.43434
bwa,2013,43.39722
bwa,2014,41.00675
bwa,2015,43.30734
bwa,2016,43.6591
bwa,2017,43.36521
bwa,2018,43.73951
bwa,2019,50.66702
caf,2004,53.46569
caf,2008,39.47419
caf,2009,27.38745
caf,2010,24.71834
caf,2011,29.73136
caf,2012,48.82556
caf,2014,69.49666
caf,2015,60.74112
caf,2016,50.40828
caf,2017,47.89101
caf,2018,49.11389
can,1990,10.50663
can,1991,10.44412
can,1992,10.3394
can,1993,9.93087
can,1994,9.89281
can,1995,9.5842
can,1996,9.23224
can,1997,9.30152
can,1998,9.19325
can,1999,9.24043
can,2000,10.36608
can,2001,9.79622
can,2002,10.82347
can,2003,10.86726
can,2004,10.90775
can,2005,10.69615
can,2006,11.14617
can,2007,11.12494
can,2008,11.29865
can,2009,11.82636
can,2010,11.2099
can,2011,11.81527
can,2012,11.52802
can,2013,11.98719
can,2014,11.59093
can,2015,10.73226
can,2016,10.41615
can,2017,10.85212
can,2018,10.86078
can,2019,10.51874
che,1972,8.69231
che,1973,7.95367
che,1974,7.79819
che,1975,7.26868
che,1976,6.71
che,1977,6.41542
che,1978,6.48399
che,1979,6.50846
che,1980,6.45152
che,1981,6.7848
che,1982,6.59928
che,1983,6.56552
che,1984,6.40103
che,1990,7.40818
che,1991,7.1347
che,1992,7.15308
che,1993,6.70842
che,1994,6.6304
che,1995,6.51069
che,1996,6.3274
che,1997,5.98666
che,1998,5.80542
che,1999,5.55209
che,2000,5.87467
che,2001,6.41507
che,2002,6.08586
che,2003,6.55573
che,2004,6.58222
che,2005,6.42685
che,2006,6.40034
che,2007,6.51875
che,2008,6.60162
che,2009,6.72946
che,2010,6.79856
che,2011,6.79376
che,2012,6.94476
che,2013,6.9444
che,2014,7.06802
che,2015,7.06053
che,2016,6.93527
che,2017,6.99774
che,2018,6.99972
che,2019,7.10434
chl,1990,19.79944
chl,1991,19.84861
chl,1992,20.63121
chl,1993,21.56812
chl,1994,22.31435
chl,1995,22.69468
chl,1996,22.7388
chl,1997,23.23277
chl,1998,22.93279
chl,1999,22.85926
chl,2000,20.9196
chl,2001,20.77297
chl,2002,20.66964
chl,2003,20.82987
chl,2004,20.93046
chl,2005,21.36796
chl,2006,21.2963
chl,2007,21.48912
chl,2008,20.51204
chl,2009,20.5501
chl,2010,20.81506
chl,2011,20.88393
chl,2012,20.88915
chl,2013,21.25477
chl,2014,21.28508
chl,2015,21.00594
chl,2016,21.2257
chl,2017,21.40403
chl,2018,21.56911
chl,2019,21.62326
civ,2001,47.40416
civ,2002,46.02209
civ,2003,42.41566
civ,2004,43.55598
civ,2005,42.22439
civ,2006,45.75732
civ,2007,43.63587
civ,2008,42.49209
civ,2009,44.61185
civ,2010,43.582
civ,2011,43.31656
civ,2012,44.54265
civ,2013,49.53583
civ,2014,53.23791
civ,2015,33.39634
civ,2016,33.27638
civ,2017,30.33097
civ,2018,30.97388
civ,2019,32.37619
cmr,1990,55.61611
cmr,1991,53.71272
cmr,1992,59.18581
cmr,1993,60.60359
cmr,1994,47.49743
cmr,1995,40.40213
cmr,1998,38.42277
cmr,1999,37.09155
cmr,2012,35.96444
cmr,2013,36.66516
cmr,2014,36.85782
cmr,2015,38.50089
cmr,2016,39.51187
cmr,2017,43.86386
cmr,2018,39.93786
cod,1972,45.06667
cod,1973,37.41794
cod,1974,32.77439
cod,1975,40.68627
cod,1976,33.46574
cod,1977,42.97674
cod,1978,50.19365
cod,1979,48.65602
cod,1980,50.74047
cod,1981,41.20659
cod,1982,33.70722
cod,1988,20.24878
cod,1989,28.19183
cog,2001,26.80436
cog,2002,21.34373
cog,2003,30.26815
cog,2004,16.96096
cog,2005,16.94528
cog,2006,17.44823
cog,2007,17.73206
cog,2008,29.39998
cog,2009,26.49867
cog,2010,24.60483
cog,2011,26.33646
cog,2012,22.51924
cog,2013,27.40084
cog,2014,27.25768
cog,2015,31.03177
cog,2016,31.08097
cog,2017,33.84098
cog,2018,24.84808
col,1998,43.37222
col,1999,42.22809
col,2000,45.0073
col,2003,20.18107
col,2008,18.35883
col,2009,18.77099
col,2010,18.36149
col,2011,23.02664
col,2012,11.25047
col,2013,7.82903
col,2014,9.61091
col,2015,11.14038
col,2016,10.70679
col,2017,11.38258
col,2018,11.73823
col,2019,9.9481
cpv,2005,42.15939
cpv,2006,40.42543
cpv,2007,40.55733
cpv,2008,40.94782
cpv,2009,42.27873
cpv,2010,42.95689
cpv,2011,41.44261
cpv,2012,43.20242
cpv,2013,43.80187
cpv,2014,42.9739
cpv,2015,39.72659
cpv,2016,40.351
cpv,2017,39.33614
cri,1973,55.6962
cri,1974,54.27136
cri,1976,55.32544
cri,1977,51.05882
cri,1978,49.83871
cri,1979,50.81522
cri,1980,51.45414
cri,1981,52.75895
cri,1982,47.62492
cri,1983,41.37168
cri,1984,39.21569
cri,1985,39.86014
cri,1986,32.83732
cri,1987,38.48481
cri,1988,44.41434
cri,1989,45.42651
cri,1990,45.31903
cri,1991,43.69261
cri,1992,42.35219
cri,1993,40.92339
cri,1994,35.73521
cri,1995,38.27422
cri,1996,37.01382
cri,1997,37.3636
cri,1998,38.43051
cri,1999,39.00993
cri,2000,39.86445
cri,2001,39.1801
cri,2002,40.88515
cri,2003,42.8589
cri,2004,42.58845
cri,2005,41.41274
cri,2006,41.95534
cri,2007,41.62249
cri,2008,43.95834
cri,2009,45.57551
cri,2010,47.95046
cri,2011,49.15566
cri,2012,47.66048
cri,2013,47.52125
cri,2014,46.22778
cri,2015,43.41312
cri,2016,45.15479
cri,2017,46.93211
cri,2018,41.38344
cri,2019,39.76526
cyp,1972,44.85357
cyp,1973,40.94716
cyp,1974,39.78495
cyp,1975,40.16742
cyp,1976,38.76417
cyp,1977,38.28085
cyp,1978,37.6767
cyp,1979,40.97805
cyp,1980,38.98041
cyp,1981,39.78881
cyp,1982,39.07509
cyp,1983,35.48303
cyp,1984,37.53717
cyp,1985,36.30817
cyp,1986,38.85648
cyp,1987,36.02093
cyp,1988,33.99588
cyp,1989,32.7388
cyp,1990,30.66985
cyp,1991,31.34123
cyp,1992,30.25491
cyp,1993,31.86601
cyp,1994,32.53301
cyp,1995,40.52599
cyp,1996,41.03703
cyp,1997,40.44782
cyp,1998,37.15511
cyp,1999,37.70664
cyp,2000,37.41648
cyp,2001,35.53955
cyp,2002,35.22131
cyp,2003,36.10745
cyp,2004,36.22425
cyp,2005,34.66139
cyp,2006,35.11989
cyp,2007,35.13738
cyp,2008,34.27966
cyp,2009,35.68234
cyp,2010,34.63998
cyp,2011,34.32257
cyp,2012,33.62102
cyp,2013,32.23251
cyp,2014,25.82187
cyp,2015,29.9862
cyp,2016,30.721
cyp,2017,30.98121
cyp,2018,27.56466
cyp,2019,29.92638
cze,1993,8.2274
cze,1994,9.87098
cze,1995,9.40261
cze,1996,12.56911
cze,1997,13.33115
cze,1998,11.71061
cze,1999,13.34981
cze,2000,12.86362
cze,2001,13.03632
cze,2002,13.80615
cze,2003,11.47979
cze,2004,11.93144
cze,2005,12.52684
cze,2006,12.75853
cze,2007,12.51881
cze,2008,12.57356
cze,2009,12.41065
cze,2010,12.12692
cze,2011,11.41698
cze,2012,11.19236
cze,2013,11.79737
cze,2014,11.70584
cze,2015,11.97877
cze,2016,12.40446
cze,2017,13.22064
cze,2018,13.71398
cze,2019,13.75176
deu,1972,12.01763
deu,1973,11.98558
deu,1974,11.74585
deu,1975,10.84529
deu,1976,10.26699
deu,1977,10.0734
deu,1978,9.90557
deu,1979,9.76618
deu,1980,9.44605
deu,1981,9.27467
deu,1982,9.00104
deu,1983,8.99138
deu,1984,8.62375
deu,1985,8.68548
deu,1986,8.72623
deu,1987,8.6822
deu,1988,8.50275
deu,1989,8.54131
deu,1990,8.20514
deu,1991,6.42633
deu,1992,6.41671
deu,1993,6.30782
deu,1994,6.12106
deu,1995,4.88352
deu,1996,5.82175
deu,1997,5.79013
deu,1998,5.70352
deu,1999,5.74448
deu,2000,5.67619
deu,2001,5.66145
deu,2002,5.64762
deu,2003,5.59857
deu,2004,5.63449
deu,2005,5.58826
deu,2006,5.63976
deu,2007,5.64432
deu,2008,5.70971
deu,2009,5.67511
deu,2010,5.5186
deu,2011,5.75986
deu,2012,5.82665
deu,2013,5.81661
deu,2014,5.81338
deu,2015,5.79559
deu,2016,5.78103
deu,2017,5.76266
deu,2018,5.82496
deu,2019,5.82043
dnk,1972,20.70207
dnk,1973,21.29243
dnk,1974,20.25153
dnk,1975,20.46012
dnk,1976,18.79836
dnk,1977,17.94328
dnk,1978,17.01431
dnk,1979,16.00621
dnk,1980,13.78423
dnk,1981,13.61791
dnk,1982,13.30752
dnk,1983,12.94794
dnk,1984,12.45172
dnk,1985,12.5117
dnk,1986,12.50983
dnk,1987,12.96015
dnk,1988,13.1174
dnk,1989,12.78444
dnk,1990,12.40121
dnk,1991,12.02372
dnk,1992,11.69279
dnk,1993,11.53038
dnk,1994,11.32257
dnk,1995,10.30585
dnk,1996,10.33602
dnk,1997,10.41427
dnk,1998,10.52773
dnk,1999,11.08678
dnk,2000,10.90153
dnk,2001,10.98923
dnk,2002,11.19601
dnk,2003,10.89348
dnk,2004,10.7031
dnk,2005,10.70052
dnk,2006,11.02409
dnk,2007,11.42351
dnk,2008,11.43833
dnk,2009,11.13846
dnk,2010,11.04379
dnk,2011,10.80961
dnk,2012,10.45315
dnk,2013,10.93171
dnk,2014,10.85687
dnk,2015,10.8275
dnk,2016,11.0439
dnk,2017,11.07157
dnk,2018,11.28495
dnk,2019,11.56012
dom,1972,62.79894
dom,1973,59.92809
dom,1974,50.93996
dom,1975,55.43027
dom,1976,49.29372
dom,1978,49.95131
dom,1979,45.03555
dom,1980,47.40114
dom,1981,50.41815
dom,1982,55.99208
dom,1983,50.1431
dom,1984,51.76704
dom,1985,43.82698
dom,1986,41.72407
dom,1987,42.81653
dom,1988,37.95091
dom,1989,41.23516
dom,1990,48.19054
dom,1991,38.56633
dom,1992,34.26124
dom,1993,31.72918
dom,1994,36.00521
dom,1995,41.25713
dom,1996,40.89145
dom,1997,43.40918
dom,1998,46.34203
dom,1999,44.31503
dom,2000,49.44984
dom,2001,48.29651
dom,2002,48.53052
dom,2003,45.15903
dom,2004,28.21543
dom,2005,34.43494
dom,2006,33.03829
dom,2007,34.46071
dom,2008,31.31667
dom,2009,35.68332
dom,2010,37.20639
dom,2011,36.77549
dom,2012,32.00289
dom,2013,37.98519
dom,2014,36.66899
dom,2015,38.52268
dom,2016,37.20905
dom,2017,37.9398
dom,2018,39.2253
dom,2019,39.13778
egy,1975,19.45063
egy,1976,21.82066
egy,1977,22.73249
egy,1978,24.71296
egy,1979,20.21168
egy,1981,20.92659
egy,1982,19.32386
egy,1983,22.23548
egy,1984,22.15459
egy,1985,23.98563
egy,1986,22.52641
egy,1987,24.01623
egy,1988,23.34764
egy,1989,25.26948
egy,1990,26.55729
egy,1991,23.42565
egy,1992,17.42753
egy,1993,20.26031
egy,1994,20.66728
egy,1995,22.0305
egy,1996,22.72602
egy,1997,23.85889
egy,2002,29.84871
egy,2003,29.92735
egy,2004,28.83624
egy,2005,28.48484
egy,2006,23.35054
egy,2007,24.14115
egy,2008,23.40005
egy,2009,24.55381
egy,2010,24.80474
egy,2011,24.33595
egy,2012,25.90356
egy,2013,24.21442
egy,2014,25.78816
egy,2015,27.19721
esp,1972,32.40132
esp,1973,32.02156
esp,1974,31.93131
esp,1975,31.99017
esp,1976,33.71334
esp,1977,34.09162
esp,1978,32.68083
esp,1979,32.43343
esp,1980,33.37226
esp,1981,32.12993
esp,1982,28.44898
esp,1983,26.75128
esp,1984,24.73889
esp,1985,18.79365
esp,1986,17.63461
esp,1987,20.15228
esp,1988,20.44654
esp,1989,20.44763
esp,1990,14.25
esp,1991,13.3344
esp,1992,12.66538
esp,1993,12.11721
esp,1994,11.25186
esp,2017,6.72106
esp,2018,6.56812
esp,2019,6.60291
est,1991,8.25306
est,1995,19.6729
est,1996,19.23857
est,1997,19.48306
est,1998,19.37854
est,1999,21.80863
est,2000,22.53364
est,2001,18.48515
est,2002,18.8369
est,2003,18.98721
est,2004,18.64959
est,2005,18.34315
est,2006,17.6668
est,2007,18.42313
est,2008,18.43797
est,2009,17.87114
est,2010,18.00266
est,2011,17.97802
est,2012,17.69122
est,2013,17.85249
est,2014,18.49034
est,2015,18.22595
est,2016,18.28488
est,2017,18.4207
est,2018,18.02521
est,2019,18.07975
eth,1990,48.11416
eth,1991,56.68685
eth,1992,44.59367
eth,1993,47.35842
eth,1994,41.17576
eth,1995,39.68064
eth,1996,41.10805
eth,1997,31.79933
eth,1998,25.68605
eth,1999,21.75412
eth,2001,23.27935
eth,2002,16.08061
eth,2003,16.95959
eth,2004,13.75124
eth,2005,12.34318
eth,2006,21.38257
eth,2007,27.46873
eth,2008,15.85327
eth,2009,14.97128
eth,2010,14.46435
eth,2011,12.80112
eth,2012,10.26355
eth,2013,9.33909
eth,2014,9.86933
eth,2015,10.80581
eth,2016,10.51023
eth,2017,11.11028
eth,2018,11.76462
eth,2019,12.08859
fin,1972,14.99723
fin,1973,14.65476
fin,1974,13.6782
fin,1975,12.9302
fin,1976,12.94494
fin,1977,12.31361
fin,1978,12.08786
fin,1979,11.82363
fin,1980,11.88286
fin,1981,11.95079
fin,1982,11.75377
fin,1983,10.86613
fin,1984,11.02593
fin,1985,10.70724
fin,1986,10.35688
fin,1987,10.58803
fin,1988,11.00416
fin,1989,10.81203
fin,1990,10.20759
fin,1991,9.32606
fin,1992,8.38349
fin,1993,7.44695
fin,1994,7.11064
fin,1995,8.14668
fin,1996,8.50305
fin,1997,8.68075
fin,1998,9.14209
fin,1999,9.16933
fin,2000,9.50159
fin,2001,9.35533
fin,2002,9.23286
fin,2003,9.34584
fin,2004,9.25435
fin,2005,9.22327
fin,2006,9.05736
fin,2007,9.042
fin,2008,9.04604
fin,2009,8.81053
fin,2010,8.54316
fin,2011,8.36849
fin,2012,8.23901
fin,2013,8.22908
fin,2014,8.06641
fin,2015,7.88019
fin,2016,7.57025
fin,2017,7.43802
fin,2018,7.73678
fin,2019,8.01133
fji,1990,64.03213
fji,1991,53.19016
fji,1992,50.92305
fji,1993,45.60248
fji,1994,46.87977
fji,1995,46.13601
fji,1996,40.32819
fji,2004,44.08092
fji,2005,42.17465
fji,2006,44.76546
fji,2010,38.36679
fji,2011,36.7211
fji,2012,35.78827
fji,2013,32.22807
fji,2014,31.94014
fji,2015,31.184
fji,2016,31.5771
fji,2017,31.33907
fji,2018,29.92287
fji,2019,30.80299
fra,1972,18.27922
fra,1973,18.49493
fra,1974,17.77101
fra,1975,17.63573
fra,1976,17.52236
fra,1977,17.68816
fra,1978,17.09657
fra,1979,16.50129
fra,1980,20.65519
fra,1981,19.81698
fra,1982,19.37586
fra,1983,19.03308
fra,1984,18.82186
fra,1985,18.42246
fra,1986,17.91517
fra,1987,17.55139
fra,1988,17.10413
fra,1989,17.1843
fra,1990,17.16387
fra,1991,16.84851
fra,1992,16.67803
fra,1993,16.55276
fra,1994,16.46065
fra,1995,21.59583
fra,1996,21.82805
fra,1997,21.53811
fra,1998,21.87559
fra,1999,21.78877
fra,2000,21.9097
fra,2001,21.59619
fra,2002,21.31574
fra,2003,21.23577
fra,2004,21.03113
fra,2005,20.83858
fra,2006,20.50787
fra,2007,20.11102
fra,2008,19.56191
fra,2009,19.16554
fra,2010,18.47151
fra,2011,18.75918
fra,2012,18.58897
fra,2013,18.50639
fra,2014,18.42599
fra,2015,18.24303
fra,2016,18.19021
fra,2017,18.19578
fra,2018,18.2914
fra,2019,18.10013
fsm,2008,30.70472
fsm,2009,36.30978
fsm,2010,36.17728
fsm,2011,36.57142
fsm,2012,32.12669
fsm,2013,31.02576
fsm,2014,29.36827
fsm,2015,27.85384
fsm,2016,28.09779
fsm,2017,24.94997
fsm,2018,24.07445
fsm,2019,25.17812
gab,2012,36.05561
gab,2013,38.94987
gab,2014,42.68381
gab,2015,48.90707
gab,2016,51.47665
gab,2017,53.95364
gab,2018,54.62741
gab,2019,51.45743
gbr,1972,16.58036
gbr,1973,16.02471
gbr,1974,16.45069
gbr,1975,16.08607
gbr,1976,15.58565
gbr,1977,14.36994
gbr,1978,13.76382
gbr,1979,13.52821
gbr,1980,14.08641
gbr,1981,13.47544
gbr,1982,12.89742
gbr,1983,13.10103
gbr,1984,12.60646
gbr,1985,12.52318
gbr,1986,12.60399
gbr,1987,15.29435
gbr,1988,15.74172
gbr,1989,16.35029
gbr,1990,15.11179
