geo,time,eg_elc_accs_zs
dom,2010,98.14542
dom,2011,97.89887
dom,2012,97.86705
dom,2013,98.38586
dom,2014,98.47098
dom,2015,98.56036
dom,2016,98.9
dom,2017,100
dom,2018,98.9
dom,2019,99
dom,2020,100
dza,2000,98.9731
dza,2001,98.96687
dza,2002,98.95306
dza,2003,98.93401
dza,2004,98.91208
dza,2005,98.88961
dza,2006,98.86901
dza,2007,98.85294
dza,2008,99.3
dza,2009,98.84518
dza,2010,98.85893
dza,2011,98.88803
dza,2012,98.76466
dza,2013,99.0022
dza,2014,99.08701
dza,2015,99.18666
dza,2016,99.35025
dza,2017,99.63549
dza,2018,99.69784
dza,2019,99.5
dza,2020,99.80413
ecu,1995,89.83017
ecu,1996,92.05138
ecu,1997,92.42982
ecu,1998,92.72664
ecu,1999,93.07143
ecu,2000,93.73226
ecu,2001,94.02462
ecu,2002,94.30939
ecu,2003,94.97305
ecu,2004,94.86557
ecu,2005,95.83265
ecu,2006,96.31526
ecu,2007,96.81261
ecu,2008,97.20657
ecu,2009,96.47086
ecu,2010,97.46214
ecu,2011,96.8727
ecu,2012,97.19493
ecu,2013,98.03468
ecu,2014,98.97607
ecu,2015,98.82588
ecu,2016,98.7
ecu,2017,99.2
ecu,2018,98.7
ecu,2019,99.09
ecu,2020,98.85
egy,1992,93.4
egy,1993,95.39224
egy,1994,95.64854
egy,1995,95.5
egy,1996,96.15433
egy,1997,96.40247
egy,1998,96.64652
egy,1999,96.88573
egy,2000,97.7
egy,2001,97.34408
egy,2002,97.53618
egy,2003,98.8
egy,2004,97.90703
egy,2005,99.4
egy,2006,99.04
egy,2007,98.46563
egy,2008,99.8
egy,2009,98.86971
egy,2010,99.39455
egy,2011,99.45216
egy,2012,99.7
egy,2013,99.85039
egy,2014,99.8
egy,2015,99.3
egy,2016,100
egy,2017,100
egy,2018,100
egy,2019,100
egy,2020,100
eri,1995,22.9
eri,1996,24.75545
eri,1997,25.87461
eri,1998,26.98969
eri,1999,28.09994
eri,2000,29.25451
eri,2001,30.35256
eri,2002,32.2
eri,2003,32.52826
eri,2004,33.6106
eri,2005,34.69241
eri,2006,35.77609
eri,2007,36.86429
eri,2008,37.95972
eri,2009,39.0651
eri,2010,40.18312
eri,2011,41.3165
eri,2012,42.46795
eri,2013,43.63923
eri,2014,44.82831
eri,2015,46.03224
eri,2016,47.24804
eri,2017,48.47274
eri,2018,49.70338
eri,2019,50.93699
eri,2020,52.1711
esp,1990,100
esp,1991,100
esp,1992,100
esp,1993,100
esp,1994,100
esp,1995,100
esp,1996,100
esp,1997,100
esp,1998,100
esp,1999,100
esp,2000,100
esp,2001,100
esp,2002,100
esp,2003,100
esp,2004,100
esp,2005,100
esp,2006,100
esp,2007,100
esp,2008,100
esp,2009,100
esp,2010,100
esp,2011,100
esp,2012,100
esp,2013,100
esp,2014,100
esp,2015,100
esp,2016,100
esp,2017,100
esp,2018,100
esp,2019,100
esp,2020,100
est,1990,100
est,1991,100
est,1992,100
est,1993,100
est,1994,100
est,1995,100
est,1996,100
est,1997,100
est,1998,100
est,1999,100
est,2000,100
est,2001,100
est,2002,100
est,2003,100
est,2004,100
est,2005,100
est,2006,100
est,2007,100
est,2008,100
est,2009,100
est,2010,100
est,2011,100
est,2012,100
est,2013,100
est,2014,100
est,2015,100
est,2016,100
est,2017,100
est,2018,100
est,2019,100
est,2020,100
eth,2000,12.7
eth,2001,10.16249
eth,2002,11.85483
eth,2003,13.54194
eth,2004,15.22616
eth,2005,14
eth,2006,18.5954
eth,2007,20.28548
eth,2008,21.98279
eth,2009,23.69004
eth,2010,25.40994
eth,2011,23
eth,2012,28.89852
eth,2013,30.67167
eth,2014,27.2
eth,2015,29
eth,2016,42.9
eth,2017,44.3
eth,2018,44.9406
eth,2019,48.06359
eth,2020,51.09398
fin,1990,100
fin,1991,100
fin,1992,100
fin,1993,100
fin,1994,100
fin,1995,100
fin,1996,100
fin,1997,100
fin,1998,100
fin,1999,100
fin,2000,100
fin,2001,100
fin,2002,100
fin,2003,100
fin,2004,100
fin,2005,100
fin,2006,100
fin,2007,100
fin,2008,100
fin,2009,100
fin,2010,100
fin,2011,100
fin,2012,100
fin,2013,100
fin,2014,100
fin,2015,100
fin,2016,100
fin,2017,100
fin,2018,100
fin,2019,100
fin,2020,100
fji,1996,66.9
fji,1997,71.77151
fji,1998,73.08958
fji,1999,74.40282
fji,2000,75.72492
fji,2001,77.00068
fji,2002,79.63
fji,2003,80
fji,2004,80.79184
fji,2005,82.05135
fji,2006,83.31274
fji,2007,88.9
fji,2008,86.16
fji,2009,87.13486
fji,2010,89.24858
fji,2011,90.14613
fji,2012,91.07083
fji,2013,91.75
fji,2014,93.78661
fji,2015,95.16824
fji,2016,96.56174
fji,2017,96
fji,2018,99.37251
fji,2019,99.71588
fji,2020,100
fra,1990,100
fra,1991,100
fra,1992,100
fra,1993,100
fra,1994,100
fra,1995,100
fra,1996,100
fra,1997,100
fra,1998,100
fra,1999,100
fra,2000,100
fra,2001,100
fra,2002,100
fra,2003,100
fra,2004,100
fra,2005,100
fra,2006,100
fra,2007,100
fra,2008,100
fra,2009,100
fra,2010,100
fra,2011,100
fra,2012,100
fra,2013,100
fra,2014,100
fra,2015,100
fra,2016,100
fra,2017,100
fra,2018,100
fra,2019,100
fra,2020,100
fro,1990,100
fro,1991,100
fro,1992,100
fro,1993,100
fro,1994,100
fro,1995,100
fro,1996,100
fro,1997,100
fro,1998,100
fro,1999,100
fro,2000,100
fro,2001,100
fro,2002,100
fro,2003,100
fro,2004,100
fro,2005,100
fro,2006,100
fro,2007,100
fro,2008,100
fro,2009,100
fro,2010,100
fro,2011,100
fro,2012,100
fro,2013,100
fro,2014,100
fro,2015,100
fro,2016,100
fro,2017,100
fro,2018,100
fro,2019,100
fro,2020,100
fsm,2000,46
fsm,2001,48.33747
fsm,2002,50.10003
fsm,2003,51.85736
fsm,2004,53.61181
fsm,2005,55.36572
fsm,2006,57.1215
fsm,2007,58.8818
fsm,2008,60.64933
fsm,2009,62.42681
fsm,2010,64.53152
fsm,2011,66.59399
fsm,2012,68.43237
fsm,2013,70.24882
fsm,2014,72.05325
fsm,2015,73.93906
fsm,2016,75.96201
fsm,2017,77.94391
fsm,2018,79.70291
fsm,2019,81.27673
fsm,2020,82.92592
gab,2000,73.6
gab,2001,77.1408
gab,2002,77.84244
gab,2003,78.53884
gab,2004,79.23235
gab,2005,81.6
gab,2006,80.62018
gab,2007,81.31955
gab,2008,82.02615
gab,2009,82.7427
gab,2010,89.46172
gab,2011,88.85957
gab,2012,89.3
gab,2013,86.4
gab,2014,86.96431
gab,2015,87.37686
gab,2016,88.20383
gab,2017,86.27
gab,2018,89.88152
gab,2019,90.7263
gab,2020,91.57156
gbm,1990,100
gbm,1991,100
gbm,1992,100
gbm,1993,100
gbm,1994,100
gbm,1995,100
gbm,1996,100
gbm,1997,100
gbm,1998,100
gbm,1999,100
gbm,2000,100
gbm,2001,100
gbm,2002,100
gbm,2003,100
gbm,2004,100
gbm,2005,100
gbm,2006,100
gbm,2007,100
gbm,2008,100
gbm,2009,100
gbm,2010,100
gbm,2011,100
gbm,2012,100
gbm,2013,100
gbm,2014,100
gbm,2015,100
gbm,2016,100
gbm,2017,100
gbm,2018,100
gbm,2019,100
gbm,2020,100
gbr,1990,100
gbr,1991,100
gbr,1992,100
gbr,1993,100
gbr,1994,100
gbr,1995,100
gbr,1996,100
gbr,1997,100
gbr,1998,100
gbr,1999,100
gbr,2000,100
gbr,2001,100
gbr,2002,100
gbr,2003,100
gbr,2004,100
gbr,2005,100
gbr,2006,100
gbr,2007,100
gbr,2008,100
gbr,2009,100
gbr,2010,100
gbr,2011,100
gbr,2012,100
gbr,2013,100
gbr,2014,100
gbr,2015,100
gbr,2016,100
gbr,2017,100
gbr,2018,100
gbr,2019,100
gbr,2020,100
geo,2000,99.81181
geo,2001,99.80533
geo,2002,99.9
geo,2003,100
geo,2004,99.93
geo,2005,97.93505
geo,2006,100
geo,2007,100
geo,2008,100
geo,2009,100
geo,2010,100
geo,2011,100
geo,2012,100
geo,2013,100
geo,2014,100
geo,2015,100
geo,2016,100
geo,2017,100
geo,2018,99.9
geo,2019,100
geo,2020,100
gha,1993,30.6
gha,1994,30.36941
gha,1995,32.45045
gha,1996,34.52877
gha,1997,36.60369
gha,1998,42.6
gha,1999,40.74054
gha,2000,43.7
gha,2001,44.83751
gha,2002,46.85807
gha,2003,48.3
gha,2004,50.88583
gha,2005,41.25
gha,2006,55.09345
gha,2007,56.92979
gha,2008,60.5
gha,2009,60.99078
gha,2010,64.2
gha,2011,64.06256
gha,2012,56.51
gha,2013,70.7
gha,2014,78.3
gha,2015,74.07884
gha,2016,79.3
gha,2017,79
gha,2018,80.4
gha,2019,83.5
gha,2020,85.87355
gib,1990,100
gib,1991,100
gib,1992,100
gib,1993,100
gib,1994,100
gib,1995,100
gib,1996,100
gib,1997,100
gib,1998,100
gib,1999,100
gib,2000,100
gib,2001,100
gib,2002,100
gib,2003,100
gib,2004,100
gib,2005,100
gib,2006,100
gib,2007,100
gib,2008,100
gib,2009,100
gib,2010,100
gib,2011,100
gib,2012,100
gib,2013,100
gib,2014,100
gib,2015,100
gib,2016,100
gib,2017,100
gib,2018,100
gib,2019,100
gib,2020,100
gin,1999,16.4
gin,2000,15.14626
gin,2001,16.43238
gin,2002,17.71093
gin,2003,18.98423
gin,2004,20.25465
gin,2005,20.2
gin,2006,22.79629
gin,2007,24.07257
gin,2008,25.35608
gin,2009,26.64953
gin,2010,27.95562
gin,2011,29.27708
gin,2012,26.2
gin,2013,31.97596
gin,2014,33.35312
gin,2015,34.74512
gin,2016,33.5
gin,2017,35.4
gin,2018,45
gin,2019,42.2
gin,2020,44.66868
gmb,1993,17.7
gmb,1994,18.25005
gmb,1995,19.92144
gmb,1996,21.59012
gmb,1997,23.25539
gmb,1998,24.91659
gmb,1999,26.57294
gmb,2000,34.3
gmb,2001,29.87002
gmb,2002,31.51756
gmb,2003,27.8
gmb,2004,34.7993
gmb,2005,30.45627
gmb,2006,38.07895
gmb,2007,39.72423
gmb,2008,41.37674
gmb,2009,43.03919
gmb,2010,46.65528
gmb,2011,48.24709
gmb,2012,49.82793
gmb,2013,51.5
gmb,2014,52.93373
gmb,2015,54.56199
gmb,2016,56.32741
gmb,2017,56.2
gmb,2018,60.3
gmb,2019,62.1
gmb,2020,62.27307
gnb,2002,1.25371
gnb,2003,2.59146
gnb,2004,3.92633
gnb,2005,5.26067
gnb,2006,14.5362
gnb,2007,7.9376
gnb,2008,9.28556
gnb,2009,4.7
gnb,2010,6
gnb,2011,13.39991
gnb,2012,14.80389
gnb,2013,16.22769
gnb,2014,17.2
gnb,2015,20.05315
gnb,2016,22.96879
gnb,2017,26
gnb,2018,28.49506
gnb,2019,30.96156
gnb,2020,33.33547
gnq,2000,65.55956
gnq,2001,65.57119
gnq,2002,65.57523
gnq,2003,65.57404
gnq,2004,65.56997
gnq,2005,65.56535
gnq,2006,65.56261
gnq,2007,65.56439
gnq,2008,65.57341
gnq,2009,65.59236
gnq,2010,66.15726
gnq,2011,66.1
gnq,2012,65.73595
gnq,2013,65.82081
gnq,2014,65.92347
gnq,2015,66.04098
gnq,2016,66.17036
gnq,2017,66.30864
gnq,2018,66.45286
gnq,2019,66.60004
gnq,2020,66.74773
grc,1990,100
grc,1991,100
grc,1992,100
grc,1993,100
grc,1994,100
grc,1995,100
grc,1996,100
grc,1997,100
grc,1998,100
grc,1999,100
grc,2000,100
grc,2001,100
grc,2002,100
grc,2003,100
grc,2004,100
grc,2005,100
grc,2006,100
grc,2007,100
grc,2008,100
grc,2009,100
grc,2010,100
grc,2011,100
grc,2012,100
grc,2013,100
grc,2014,100
grc,2015,100
grc,2016,100
grc,2017,100
grc,2018,100
grc,2019,100
grc,2020,100
grd,1998,85.04
grd,1999,85.52946
grd,2000,86.04223
grd,2001,86.37166
grd,2002,86.69351
grd,2003,87.01012
grd,2004,87.32384
grd,2005,87.63704
grd,2006,87.9521
grd,2007,88.27168
grd,2008,90
grd,2009,88.93526
grd,2010,89.28466
grd,2011,88.8
grd,2012,90.03225
grd,2013,90.43491
grd,2014,90.85538
grd,2015,91.29069
grd,2016,91.73787
grd,2017,92.19395
grd,2018,92.3
grd,2019,93.12096
grd,2020,93.58645
grl,1990,100
grl,1991,100
grl,1992,100
grl,1993,100
grl,1994,100
grl,1995,100
grl,1996,100
grl,1997,100
grl,1998,100
grl,1999,100
grl,2000,100
grl,2001,100
grl,2002,100
grl,2003,100
grl,2004,100
grl,2005,100
grl,2006,100
grl,2007,100
grl,2008,100
grl,2009,100
grl,2010,100
grl,2011,100
grl,2012,100
grl,2013,100
grl,2014,100
grl,2015,100
grl,2016,100
grl,2017,100
grl,2018,100
grl,2019,100
grl,2020,100
gtm,1995,60.8
gtm,1996,67.67994
gtm,1997,68.90408
gtm,1998,70.12413
gtm,1999,70.9
gtm,2000,73.31821
gtm,2001,73.73273
gtm,2002,78.66784
gtm,2003,78.51221
gtm,2004,77.22824
gtm,2005,78.38921
gtm,2006,83.731
gtm,2007,80.71941
gtm,2008,81.894
gtm,2009,83.07853
gtm,2010,84.27571
gtm,2011,84.02641
gtm,2012,86.71886
gtm,2013,87.96929
gtm,2014,85.49437
gtm,2015,90.52062
gtm,2016,91.81558
gtm,2017,93.3
gtm,2018,94.42924
gtm,2019,95.742
gtm,2020,97.05527
gum,1990,99.84431
gum,1991,99.87582
gum,1992,99.90687
gum,1993,99.93726
gum,1994,99.96508
gum,1995,100
gum,1996,100
gum,1997,100
gum,1998,100
gum,1999,100
gum,2000,100
gum,2001,100
gum,2002,100
gum,2003,100
gum,2004,100
gum,2005,100
gum,2006,100
gum,2007,100
gum,2008,100
gum,2009,100
gum,2010,100
gum,2011,100
gum,2012,100
gum,2013,100
gum,2014,100
gum,2015,100
gum,2016,100
gum,2017,100
gum,2018,100
gum,2019,100
gum,2020,100
guy,1993,72.37663
guy,1994,70.71398
guy,1995,71.35198
guy,1996,71.98727
guy,1997,72.61916
guy,1998,73.24696
guy,1999,73.86992
guy,2000,74.51728
guy,2001,75.10074
guy,2002,75.67661
guy,2003,76.24725
guy,2004,76.81501
guy,2005,77.5
guy,2006,73.38259
guy,2007,78.52493
guy,2008,79.10577
guy,2009,77.6
guy,2010,83.09163
guy,2011,84.08454
guy,2012,85.06648
guy,2013,86.02649
guy,2014,86.9
guy,2015,88.00384
guy,2016,89.17036
guy,2017,90.29581
guy,2018,91.19838
guy,2019,91.91576
guy,2020,92.54054
hkg,1990,100
hkg,1991,100
hkg,1992,100
hkg,1993,100
hkg,1994,100
hkg,1995,100
hkg,1996,100
hkg,1997,100
hkg,1998,100
hkg,1999,100
hkg,2000,100
hkg,2001,100
hkg,2002,100
hkg,2003,100
hkg,2004,100
hkg,2005,100
hkg,2006,100
hkg,2007,100
hkg,2008,100
hkg,2009,100
hkg,2010,100
hkg,2011,100
hkg,2012,100
hkg,2013,100
hkg,2014,100
hkg,2015,100
hkg,2016,100
hkg,2017,100
hkg,2018,100
hkg,2019,100
hkg,2020,100
hnd,1991,54.78194
hnd,1992,58.91311
hnd,1993,61.10016
hnd,1994,64.73395
hnd,1995,66.12202
hnd,1996,61.68112
hnd,1997,64.79475
hnd,1998,66.85952
hnd,1999,67.3941
hnd,2000,67.38335
hnd,2001,64.2
hnd,2002,63.14114
hnd,2003,65.09046
hnd,2004,67.11353
hnd,2005,68.90331
hnd,2006,71.26645
hnd,2007,73.54819
hnd,2008,76.3969
hnd,2009,78.26968
hnd,2010,80.98466
hnd,2011,82.1953
hnd,2012,83.60773
hnd,2013,87.18488
hnd,2014,88.65377
hnd,2015,89.98171
hnd,2016,91.6
hnd,2017,86.5
hnd,2018,91.6
hnd,2019,91.1
hnd,2020,93.20671
hrv,1990,100
hrv,1991,100
hrv,1992,100
hrv,1993,100
hrv,1994,100
hrv,1995,100
hrv,1996,100
hrv,1997,100
hrv,1998,100
hrv,1999,100
hrv,2000,100
hrv,2001,100
hrv,2002,100
hrv,2003,100
hrv,2004,100
hrv,2005,100
hrv,2006,100
hrv,2007,100
hrv,2008,100
hrv,2009,100
hrv,2010,100
hrv,2011,100
hrv,2012,100
hrv,2013,100
hrv,2014,100
hrv,2015,100
hrv,2016,100
hrv,2017,100
hrv,2018,100
hrv,2019,100
hrv,2020,100
hti,1995,31.3
hti,1996,30.01302
hti,1997,30.55704
hti,1998,31.09698
hti,1999,31.63207
hti,2000,33.7
hti,2001,31.54238
hti,2002,33.15247
hti,2003,31.6
hti,2004,34.11081
hti,2005,34.58801
hti,2006,33.9
hti,2007,35.55065
hti,2008,36.04147
hti,2009,36.54222
hti,2010,37.05562
hti,2011,37.58438
hti,2012,37.9
hti,2013,38.69788
hti,2014,39.49641
hti,2015,40.83628
hti,2016,40.4
hti,2017,43.74927
hti,2018,44.96235
hti,2019,45.99023
hti,2020,46.92553
hun,1990,100
hun,1991,100
hun,1992,100
hun,1993,100
hun,1994,100
hun,1995,100
hun,1996,100
hun,1997,100
hun,1998,100
hun,1999,100
hun,2000,100
hun,2001,100
hun,2002,100
hun,2003,100
hun,2004,100
hun,2005,100
hun,2006,100
hun,2007,100
hun,2008,100
hun,2009,100
hun,2010,100
hun,2011,100
hun,2012,100
hun,2013,100
hun,2014,100
hun,2015,100
hun,2016,100
hun,2017,100
hun,2018,100
hun,2019,100
hun,2020,100
idn,1991,48.9
idn,1992,66.69656
idn,1993,55.43
idn,1994,62.8
idn,1995,66.86
idn,1996,72.39
idn,1997,80.3
idn,1998,80.94
idn,1999,83.73
idn,2000,86.3
idn,2001,86.26
idn,2002,87.6
idn,2003,87.94
idn,2004,89.01
idn,2005,85.03832
idn,2006,90.62
idn,2007,91.1
idn,2008,92.73
idn,2009,93.55
idn,2010,94.15
idn,2011,94.83
idn,2012,96
idn,2013,96.46426
idn,2014,97.01
idn,2015,97.53737
idn,2016,97.62
idn,2017,98.14
idn,2018,98.51
idn,2019,98.85
idn,2020,96.95
ind,1993,50.9
ind,1994,49.81131
ind,1995,51.40878
ind,1996,53.00352
ind,1997,54.59486
ind,1998,56.18213
ind,1999,60.1
ind,2000,58.72147
ind,2001,55.8
ind,2002,62.3
ind,2003,64.04749
ind,2004,64.4
ind,2005,67.57981
ind,2006,67.9
ind,2007,71.11987
ind,2008,72.89938
ind,2009,75
ind,2010,76.3
ind,2011,67.6
ind,2012,79.9
ind,2013,81.99933
ind,2014,83.8725
ind,2015,88
ind,2016,89.2178
ind,2017,92.12495
ind,2018,95.7
ind,2019,97.30827
ind,2020,99
irl,1990,100
irl,1991,100
irl,1992,100
irl,1993,100
irl,1994,100
irl,1995,100
irl,1996,100
irl,1997,100
irl,1998,100
irl,1999,100
irl,2000,100
irl,2001,100
irl,2002,100
irl,2003,100
irl,2004,100
irl,2005,100
irl,2006,100
irl,2007,100
irl,2008,100
irl,2009,100
irl,2010,100
irl,2011,100
irl,2012,100
irl,2013,100
irl,2014,100
irl,2015,100
irl,2016,100
irl,2017,100
irl,2018,100
irl,2019,100
irl,2020,100
irn,2000,97.9
irn,2001,98.1293
irn,2002,98.23328
irn,2003,98.33202
irn,2004,98.42788
irn,2005,98.52319
irn,2006,98.4
irn,2007,98.7221
irn,2008,98.83105
irn,2009,99.71
irn,2010,99.49104
irn,2011,99.57265
irn,2012,99.64328
irn,2013,99.83
irn,2014,100
irn,2015,99.96
irn,2016,99.95
irn,2017,99.94
irn,2018,100
irn,2019,100
irn,2020,100
irq,2000,96.92168
irq,2001,97.0628
irq,2002,97.19633
irq,2003,97.32463
irq,2004,97.45004
irq,2005,97.57492
irq,2006,97.62211
irq,2007,98.1
irq,2008,97.97144
irq,2009,98.11988
irq,2010,98.28097
irq,2011,98
irq,2012,99.3
irq,2013,98.86628
irq,2014,99.09843
irq,2015,99.34543
irq,2016,99.6043
irq,2017,99.87207
irq,2018,99.9
irq,2019,99.992
irq,2020,100
isl,1990,100
isl,1991,100
isl,1992,100
isl,1993,100
isl,1994,100
isl,1995,100
isl,1996,100
isl,1997,100
isl,1998,100
isl,1999,100
isl,2000,100
isl,2001,100
isl,2002,100
isl,2003,100
isl,2004,100
isl,2005,100
isl,2006,100
isl,2007,100
isl,2008,100
isl,2009,100
isl,2010,100
isl,2011,100
isl,2012,100
isl,2013,100
isl,2014,100
isl,2015,100
isl,2016,100
isl,2017,100
isl,2018,100
isl,2019,100
isl,2020,100
isr,1990,100
isr,1991,100
isr,1992,100
isr,1993,100
isr,1994,100
isr,1995,100
isr,1996,100
isr,1997,100
isr,1998,100
isr,1999,100
isr,2000,100
isr,2001,100
isr,2002,100
isr,2003,100
isr,2004,100
isr,2005,100
isr,2006,100
isr,2007,100
isr,2008,100
isr,2009,100
isr,2010,100
isr,2011,100
isr,2012,100
isr,2013,100
isr,2014,100
isr,2015,100
isr,2016,100
isr,2017,100
isr,2018,100
isr,2019,100
isr,2020,100
ita,1990,100
ita,1991,100
ita,1992,100
ita,1993,100
ita,1994,100
ita,1995,100
ita,1996,100
ita,1997,100
ita,1998,100
ita,1999,100
ita,2000,100
ita,2001,100
ita,2002,100
ita,2003,100
ita,2004,100
ita,2005,100
ita,2006,100
ita,2007,100
ita,2008,100
ita,2009,100
ita,2010,100
ita,2011,100
ita,2012,100
ita,2013,100
ita,2014,100
ita,2015,100
ita,2016,100
ita,2017,100
ita,2018,100
ita,2019,100
ita,2020,100
jam,1990,70.33459
jam,1991,77.22887
jam,1992,78.03292
jam,1993,78.8363
jam,1994,79.63831
jam,1995,80.43829
jam,1996,85.70605
jam,1997,82.0294
jam,1998,82.81918
jam,1999,84.55411
jam,2000,84.39413
jam,2001,87.70811
jam,2002,86.68129
jam,2003,86.60857
jam,2004,87.33781
jam,2005,88.06651
jam,2006,88.79708
jam,2007,89.53218
jam,2008,92
jam,2009,91.02678
jam,2010,92.2
jam,2011,91.1
jam,2012,93.1
jam,2013,93.9
jam,2014,93.3
jam,2015,94.9
jam,2016,96.73798
jam,2017,97.60958
jam,2018,98.48712
jam,2019,99.36762
jam,2020,100
jor,1990,96.8
jor,1991,97.85468
jor,1992,97.97486
jor,1993,98.09436
jor,1994,98.2125
jor,1995,98.3286
jor,1996,98.44198
jor,1997,98.9
jor,1998,98.65785
jor,1999,98.75891
jor,2000,98.93427
jor,2001,98.97807
jor,2002,99.5
jor,2003,99.04525
jor,2004,99.17344
jor,2005,99.10089
jor,2006,100
jor,2007,98.8
jor,2008,100
jor,2009,99.4
jor,2010,100
jor,2011,99.65157
jor,2012,99.5
jor,2013,99.70144
jor,2014,99.7485
jor,2015,99.89817
jor,2016,99.95882
jor,2017,100
jor,2018,99.9
jor,2019,100
jor,2020,99.9
jpn,1990,100
jpn,1991,100
jpn,1992,100
jpn,1993,100
jpn,1994,100
jpn,1995,100
jpn,1996,100
jpn,1997,100
jpn,1998,100
jpn,1999,100
jpn,2000,100
jpn,2001,100
jpn,2002,100
jpn,2003,100
jpn,2004,100
jpn,2005,100
jpn,2006,100
jpn,2007,100
jpn,2008,100
jpn,2009,100
jpn,2010,100
jpn,2011,100
jpn,2012,100
jpn,2013,100
jpn,2014,100
jpn,2015,100
jpn,2016,100
jpn,2017,100
jpn,2018,100
jpn,2019,100
jpn,2020,100
kaz,1995,99.9
kaz,1996,99.19212
kaz,1997,99.26947
kaz,1998,99.34275
kaz,1999,97
kaz,2000,99.50956
kaz,2001,99.65
kaz,2002,99.81
kaz,2003,99.92
kaz,2004,99.96
kaz,2005,100
kaz,2006,99.76655
kaz,2007,100
kaz,2008,100
kaz,2009,100
kaz,2010,100
kaz,2011,99.79747
kaz,2012,100
kaz,2013,100
kaz,2014,100
kaz,2015,100
kaz,2016,100
kaz,2017,100
kaz,2018,100
kaz,2019,100
kaz,2020,100
ken,1993,10.9
ken,1994,3.47344
ken,1995,5.42734
ken,1996,7.37853
ken,1997,9.32632
ken,1998,14.5
ken,1999,13.20889
ken,2000,15.13117
ken,2001,17.03308
ken,2002,18.92741
ken,2003,16
ken,2004,22.70271
ken,2005,24.58839
ken,2006,26.47593
ken,2007,28.36799
ken,2008,30.26729
ken,2009,23
ken,2010,19.2
ken,2011,36.03566
ken,2012,37.99097
ken,2013,39.96611
ken,2014,36
ken,2015,41.6
ken,2016,53.1
ken,2017,55.97641
ken,2018,61.28457
ken,2019,69.7
ken,2020,71.43794
kgz,1997,99.8
kgz,1998,99.55383
kgz,1999,99.56558
kgz,2000,99.61024
kgz,2001,99.58101
kgz,2002,100
kgz,2003,99.50212
kgz,2004,99.45718
kgz,2005,99.44231
kgz,2006,98.89
kgz,2007,99.54
kgz,2008,99.51
kgz,2009,99.5
kgz,2010,99
kgz,2011,98.32
kgz,2012,99.8
kgz,2013,98.93
kgz,2014,99.8
kgz,2015,98.69
kgz,2016,99.71
kgz,2017,100
kgz,2018,100
kgz,2019,99.87424
kgz,2020,99.98105
khm,1998,18.67
khm,1999,8.82004
khm,2000,16.6
khm,2001,14.62478
khm,2002,18.1871
khm,2003,19.3
khm,2004,25.29838
khm,2005,20.5
khm,2006,32.40758
khm,2007,35.96764
khm,2008,26.4
khm,2009,43.11215
khm,2010,31.1
khm,2011,50.30726
khm,2012,53.93056
khm,2013,57.5737
khm,2014,56.1
khm,2015,64.91042
khm,2016,69.54431
khm,2017,89.07
khm,2018,81.07565
khm,2019,84
khm,2020,86.4
kir,2000,55.1249
kir,2001,56.91903
kir,2002,58.70557
kir,2003,60.48688
kir,2004,62.2653
kir,2005,69.67641
kir,2006,68.8
kir,2007,67.60722
kir,2008,69.39873
kir,2009,64.19
kir,2010,63.16774
kir,2011,74.84373
kir,2012,76.69126
kir,2013,78.93106
kir,2014,83.45395
kir,2015,90.55818
kir,2016,92.79961
kir,2017,86.17645
kir,2018,88.10316
kir,2019,90.03285
kir,2020,91.96303
kna,1990,91.30682
kna,1991,91.67117
kna,1992,92.03543
kna,1993,92.399
kna,1994,92.76121
kna,1995,93.12138
kna,1996,93.47884
kna,1997,93.83289
kna,1998,94.18286
kna,1999,94.52799
kna,2000,95.28154
kna,2001,93.53
kna,2002,95.80318
kna,2003,96.05499
kna,2004,96.30389
kna,2005,96.55227
kna,2006,96.80252
kna,2007,97.05729
kna,2008,97.31929
kna,2009,97.59122
kna,2010,99.84339
kna,2011,100
kna,2012,100
kna,2013,100
kna,2014,100
kna,2015,100
kna,2016,100
kna,2017,100
kna,2018,100
kna,2019,100
kna,2020,100
kor,1990,99.88284
kor,1991,99.91267
kor,1992,99.94221
kor,1993,99.96944
kor,1994,99.98912
kor,1995,100
kor,1996,100
kor,1997,100
kor,1998,100
kor,1999,100
kor,2000,100
kor,2001,100
kor,2002,100
kor,2003,100
kor,2004,100
kor,2005,100
kor,2006,100
kor,2007,100
kor,2008,100
kor,2009,100
kor,2010,100
kor,2011,100
kor,2012,100
kor,2013,100
kor,2014,100
kor,2015,100
kor,2016,100
kor,2017,100
kor,2018,100
kor,2019,100
kor,2020,100
kos,1990,100
kos,1991,100
kos,1992,100
kos,1993,100
kos,1994,100
kos,1995,100
kos,1996,100
kos,1997,100
kos,1998,100
kos,1999,100
kos,2010,99
kos,2012,99.75
kos,2013,99.75
kos,2014,99.68
kos,2015,99.86
kos,2016,99.8
kos,2017,99.8
kos,2019,100
kwt,1990,100
kwt,1991,100
kwt,1992,100
kwt,1993,100
kwt,1994,100
kwt,1995,100
kwt,1996,100
kwt,1997,100
kwt,1998,100
kwt,1999,100
kwt,2000,100
kwt,2001,100
kwt,2002,100
kwt,2003,100
kwt,2004,100
kwt,2005,100
kwt,2006,100
kwt,2007,100
kwt,2008,100
kwt,2009,100
kwt,2010,100
kwt,2011,100
kwt,2012,100
kwt,2013,100
kwt,2014,100
kwt,2015,100
kwt,2016,100
kwt,2017,100
kwt,2018,100
