geo,time,sl_emp_work_fe_zs
rou,2010,65.63
rou,2011,66.73
rou,2012,66.62
rou,2013,67.32
rou,2014,68.27
rou,2015,72.26
rou,2016,75.01
rou,2017,75.47
rou,2018,76.09
rou,2019,77.45
rus,1991,99.54
rus,1992,99.45
rus,1993,99.15
rus,1994,98.76
rus,1995,98.3
rus,1996,98.07
rus,1997,96.57
rus,1998,96.63
rus,1999,88.68
rus,2000,89.62
rus,2001,91.52
rus,2002,91.79
rus,2003,92.5
rus,2004,92.43
rus,2005,92.01
rus,2006,92.38
rus,2007,92.65
rus,2008,92.64
rus,2009,92.48
rus,2010,94.08
rus,2011,93.79
rus,2012,94
rus,2013,93.63
rus,2014,93.78
rus,2015,93.74
rus,2016,93.64
rus,2017,94.53
rus,2018,94.23
rus,2019,93.31
rwa,1991,2.79
rwa,1992,2.93
rwa,1993,2.98
rwa,1994,2.54
rwa,1995,2.67
rwa,1996,3.18
rwa,1997,3.96
rwa,1998,4.52
rwa,1999,4.59
rwa,2000,4.99
rwa,2001,5.82
rwa,2002,7.02
rwa,2003,7.22
rwa,2004,8.07
rwa,2005,9.09
rwa,2006,10.32
rwa,2007,11.79
rwa,2008,13.17
rwa,2009,13.97
rwa,2010,15.25
rwa,2011,17.26
rwa,2012,18.41
rwa,2013,19.71
rwa,2014,21.31
rwa,2015,22.15
rwa,2016,22.35
rwa,2017,22.29
rwa,2018,23.04
rwa,2019,23.68
sau,1991,97.94
sau,1992,97.96
sau,1993,97.93
sau,1994,97.9
sau,1995,97.85
sau,1996,97.82
sau,1997,97.78
sau,1998,97.77
sau,1999,97.67
sau,2000,97.66
sau,2001,97.6
sau,2002,97.51
sau,2003,97.48
sau,2004,97.45
sau,2005,97.41
sau,2006,97.36
sau,2007,97.31
sau,2008,97.27
sau,2009,97.21
sau,2010,97.77
sau,2011,98.22
sau,2012,98.56
sau,2013,98.81
sau,2014,98.61
sau,2015,98.65
sau,2016,98.7
sau,2017,98.68
sau,2018,98.66
sau,2019,98.67
sdn,1991,27.25
sdn,1992,27.31
sdn,1993,27.36
sdn,1994,27.4
sdn,1995,27.63
sdn,1996,27.84
sdn,1997,28.13
sdn,1998,28.37
sdn,1999,28.51
sdn,2000,29.05
sdn,2001,29.49
sdn,2002,29.76
sdn,2003,30.35
sdn,2004,30.91
sdn,2005,30.98
sdn,2006,31.38
sdn,2007,31.98
sdn,2008,32.06
sdn,2009,32.18
sdn,2010,31.4
sdn,2011,31.86
sdn,2012,32.65
sdn,2013,32.97
sdn,2014,33.25
sdn,2015,33.62
sdn,2016,34.41
sdn,2017,35.28
sdn,2018,35.96
sdn,2019,36.52
sen,1991,6.77
sen,1992,7.23
sen,1993,7.85
sen,1994,8.92
sen,1995,9.56
sen,1996,10.08
sen,1997,10.7
sen,1998,11.74
sen,1999,12.75
sen,2000,13.6
sen,2001,14.69
sen,2002,15.05
sen,2003,15.56
sen,2004,16.49
sen,2005,17.15
sen,2006,17.8
sen,2007,19.02
sen,2008,19.63
sen,2009,20.5
sen,2010,21.38
sen,2011,22.49
sen,2012,23.37
sen,2013,23.98
sen,2014,25.23
sen,2015,26.27
sen,2016,27.05
sen,2017,28.08
sen,2018,28.87
sen,2019,29.76
sgp,1991,92.49
sgp,1992,92.53
sgp,1993,92.96
sgp,1994,92.43
sgp,1995,93.51
sgp,1996,91.98
sgp,1997,91.81
sgp,1998,91.76
sgp,1999,90.54
sgp,2000,90.63
sgp,2001,90.62
sgp,2002,90.68
sgp,2003,90.57
sgp,2004,90.4
sgp,2005,90.19
sgp,2006,90
sgp,2007,90.06
sgp,2008,90.21
sgp,2009,90.2
sgp,2010,90.61
sgp,2011,89.76
sgp,2012,89.43
sgp,2013,89.74
sgp,2014,90.21
sgp,2015,91.01
sgp,2016,90.95
sgp,2017,90.7
sgp,2018,90.86
sgp,2019,91.32
slb,1991,19.37
slb,1992,20.03
slb,1993,20.16
slb,1994,20.72
slb,1995,21.22
slb,1996,21.08
slb,1997,20.51
slb,1998,20.25
slb,1999,19.63
slb,2000,17.28
slb,2001,15.36
slb,2002,14.42
slb,2003,15.11
slb,2004,15.58
slb,2005,16.2
slb,2006,17.24
slb,2007,18.45
slb,2008,19.67
slb,2009,18.77
slb,2010,20
slb,2011,22.43
slb,2012,23.27
slb,2013,23.85
slb,2014,24.16
slb,2015,24.59
slb,2016,25.19
slb,2017,25.96
slb,2018,26.83
slb,2019,27.57
sle,1991,4.47
sle,1992,4.27
sle,1993,4.21
sle,1994,4.13
sle,1995,3.98
sle,1996,3.9
sle,1997,3.75
sle,1998,3.67
sle,1999,3.45
sle,2000,3.4
sle,2001,3
sle,2002,3.3
sle,2003,3.52
sle,2004,3.66
sle,2005,3.62
sle,2006,3.57
sle,2007,3.67
sle,2008,3.58
sle,2009,3.48
sle,2010,3.6
sle,2011,3.67
sle,2012,4.39
sle,2013,5.41
sle,2014,5.18
sle,2015,3.75
sle,2016,3.88
sle,2017,3.87
sle,2018,3.93
sle,2019,4.03
slv,1991,49.59
slv,1992,49.73
slv,1993,50.42
slv,1994,50.39
slv,1995,51.1
slv,1996,50.84
slv,1997,51.78
slv,1998,51.73
slv,1999,51.54
slv,2000,51.3
slv,2001,50.86
slv,2002,50.16
slv,2003,52.22
slv,2004,51.91
slv,2005,49.87
slv,2006,53.09
slv,2007,51.74
slv,2008,51.73
slv,2009,51.22
slv,2010,51.08
slv,2011,51.74
slv,2012,51.79
slv,2013,51.12
slv,2014,54.34
slv,2015,52.73
slv,2016,52.48
slv,2017,52.3
slv,2018,54.04
slv,2019,52.64
som,1991,8.81
som,1992,8.35
som,1993,8.18
som,1994,7.38
som,1995,7.06
som,1996,6.87
som,1997,6.37
som,1998,6.04
som,1999,5.75
som,2000,5.45
som,2001,5.15
som,2002,4.9
som,2003,4.81
som,2004,4.73
som,2005,4.68
som,2006,4.58
som,2007,3.38
som,2008,3.55
som,2009,3.73
som,2010,3.94
som,2011,4.18
som,2012,3.97
som,2013,3.79
som,2014,3.65
som,2015,3.56
som,2016,3.45
som,2017,3.29
som,2018,3.19
som,2019,3.09
srb,1991,66.24
srb,1992,64.79
srb,1993,62.23
srb,1994,61.73
srb,1995,63.57
srb,1996,63.78
srb,1997,64.18
srb,1998,64.09
srb,1999,61.27
srb,2000,61.81
srb,2001,62.52
srb,2002,63.15
srb,2003,63.5
srb,2004,64.52
srb,2005,65.18
srb,2006,66.09
srb,2007,67.22
srb,2008,67.92
srb,2009,70.56
srb,2010,71.08
srb,2011,73.57
srb,2012,73.93
srb,2013,71.67
srb,2014,72.86
srb,2015,75.25
srb,2016,73.54
srb,2017,73.59
srb,2018,76.13
srb,2019,76.52
ssd,1991,2.33
ssd,1992,2.34
ssd,1993,2.36
ssd,1994,2.36
ssd,1995,2.36
ssd,1996,2.37
ssd,1997,2.4
ssd,1998,2.41
ssd,1999,2.41
ssd,2000,2.41
ssd,2001,2.42
ssd,2002,2.44
ssd,2003,2.47
ssd,2004,2.48
ssd,2005,2.51
ssd,2006,2.56
ssd,2007,2.64
ssd,2008,2.74
ssd,2009,2.85
ssd,2010,2.91
ssd,2011,2.99
ssd,2012,3.09
ssd,2013,3.4
ssd,2014,3.74
ssd,2015,3.96
ssd,2016,4
ssd,2017,4.02
ssd,2018,4.1
ssd,2019,4.38
stp,1991,18.57
stp,1992,18.84
stp,1993,19
stp,1994,19.23
stp,1995,19.42
stp,1996,19.63
stp,1997,19.69
stp,1998,20.12
stp,1999,20.72
stp,2000,21.38
stp,2001,22.8
stp,2002,23.23
stp,2003,23.79
stp,2004,24.97
stp,2005,25.95
stp,2006,27.29
stp,2007,28.65
stp,2008,30.35
stp,2009,32.08
stp,2010,33.1
stp,2011,34.29
stp,2012,35.32
stp,2013,36.54
stp,2014,37.97
stp,2015,38.96
stp,2016,40.15
stp,2017,41.14
stp,2018,42.13
stp,2019,43.08
sur,1991,84.82
sur,1992,84.98
sur,1993,84.9
sur,1994,86.43
sur,1995,87.44
sur,1996,88.15
sur,1997,87.49
sur,1998,88.96
sur,1999,88.91
sur,2000,88.97
sur,2001,89.03
sur,2002,89.09
sur,2003,89.17
sur,2004,89.3
sur,2005,89.34
sur,2006,89.4
sur,2007,89.44
sur,2008,89.48
sur,2009,89.47
sur,2010,89.53
sur,2011,89.59
sur,2012,89.53
sur,2013,89.45
sur,2014,89.28
sur,2015,89.26
sur,2016,89.15
sur,2017,89.3
sur,2018,89.36
sur,2019,89.31
svk,1991,96.06
svk,1992,96.07
svk,1993,96.09
svk,1994,96.16
svk,1995,96.15
svk,1996,96.15
svk,1997,96.13
svk,1998,96.11
svk,1999,95.61
svk,2000,95.7
svk,2001,95.06
svk,2002,95.6
svk,2003,94.58
svk,2004,92.73
svk,2005,93.02
svk,2006,92.6
svk,2007,92.7
svk,2008,92.2
svk,2009,90.28
svk,2010,90.66
svk,2011,90.19
svk,2012,90
svk,2013,90.17
svk,2014,90.03
svk,2015,89.75
svk,2016,89.37
svk,2017,89.49
svk,2018,90.16
svk,2019,90.09
svn,1991,87.97
svn,1992,87.86
svn,1993,87.73
svn,1994,85.39
svn,1995,85.84
svn,1996,86.72
svn,1997,83.62
svn,1998,83.95
svn,1999,84.58
svn,2000,86.94
svn,2001,86.09
svn,2002,87.05
svn,2003,88.99
svn,2004,86.94
svn,2005,87.35
svn,2006,86.69
svn,2007,86.76
svn,2008,88.71
svn,2009,87.16
svn,2010,85.98
svn,2011,86.58
svn,2012,87.22
svn,2013,86.42
svn,2014,84
svn,2015,86.54
svn,2016,89.34
svn,2017,88.33
svn,2018,88.07
svn,2019,90.27
swe,1991,93.08
swe,1992,93.07
swe,1993,93.04
swe,1994,93.08
swe,1995,93.14
swe,1996,93.25
swe,1997,93.38
swe,1998,93.39
swe,1999,93.66
swe,2000,93.91
swe,2001,94.23
swe,2002,94.31
swe,2003,94.57
swe,2004,94.42
swe,2005,94.23
swe,2006,94.25
swe,2007,94.18
swe,2008,94.08
swe,2009,93.78
swe,2010,93.56
swe,2011,94
swe,2012,94.07
swe,2013,93.78
swe,2014,93.79
swe,2015,93.77
swe,2016,93.88
swe,2017,94.22
swe,2018,94.4
swe,2019,94.33
swz,1991,70.87
swz,1992,70.77
swz,1993,70.56
swz,1994,70.56
swz,1995,70.08
swz,1996,69.95
swz,1997,69.43
swz,1998,68.64
swz,1999,67.95
swz,2000,66.96
swz,2001,66.08
swz,2002,65.19
swz,2003,64.73
swz,2004,63.96
swz,2005,63.35
swz,2006,62.85
swz,2007,62.36
swz,2008,62.25
swz,2009,61.77
swz,2010,61.5
swz,2011,61
swz,2012,60.32
swz,2013,59.96
swz,2014,59.45
swz,2015,58.96
swz,2016,58.44
swz,2017,58.62
swz,2018,58.69
swz,2019,58.82
syr,1991,41.34
syr,1992,41.85
syr,1993,42.57
syr,1994,42.45
syr,1995,42.79
syr,1996,42.41
syr,1997,42.28
syr,1998,42.58
syr,1999,44.49
syr,2000,45.99
syr,2001,46.43
syr,2002,51.65
syr,2003,56.99
syr,2004,61.71
syr,2005,65.63
syr,2006,69.73
syr,2007,68.86
syr,2008,71.95
syr,2009,78.35
syr,2010,75.88
syr,2011,83.04
syr,2012,86.2
syr,2013,88.05
syr,2014,89.68
syr,2015,90.43
syr,2016,90.95
syr,2017,91.48
syr,2018,91.92
syr,2019,92.4
tcd,1991,0.91
tcd,1992,0.89
tcd,1993,0.77
tcd,1994,0.79
tcd,1995,0.78
tcd,1996,0.74
tcd,1997,0.75
tcd,1998,0.75
tcd,1999,0.7
tcd,2000,0.62
tcd,2001,0.69
tcd,2002,0.71
tcd,2003,0.85
tcd,2004,1.43
tcd,2005,1.7
tcd,2006,1.74
tcd,2007,1.75
tcd,2008,1.75
tcd,2009,1.38
tcd,2010,1.73
tcd,2011,1.77
tcd,2012,1.91
tcd,2013,1.54
tcd,2014,1.63
tcd,2015,1.62
tcd,2016,1.27
tcd,2017,1.09
tcd,2018,1.06
tcd,2019,1.05
tgo,1991,7.24
tgo,1992,7.18
tgo,1993,6.59
tgo,1994,6.81
tgo,1995,6.98
tgo,1996,7.01
tgo,1997,7.27
tgo,1998,6.77
tgo,1999,6.66
tgo,2000,6.58
tgo,2001,6.14
tgo,2002,6.35
tgo,2003,6.49
tgo,2004,6.18
tgo,2005,5.51
tgo,2006,5.55
tgo,2007,5.76
tgo,2008,5.87
tgo,2009,6.18
tgo,2010,6.4
tgo,2011,6.85
tgo,2012,7.46
tgo,2013,8.17
tgo,2014,8.61
tgo,2015,9.06
tgo,2016,9.95
tgo,2017,10.52
tgo,2018,11.01
tgo,2019,11.37
tha,1991,27.88
tha,1992,28.05
tha,1993,31.26
tha,1994,31.51
tha,1995,32.39
tha,1996,34.33
tha,1997,35.26
tha,1998,35.35
tha,1999,37.61
tha,2000,38.92
tha,2001,40.09
tha,2002,39.48
tha,2003,40.34
tha,2004,43.15
tha,2005,42.84
tha,2006,42.98
tha,2007,42.58
tha,2008,42.73
tha,2009,43.51
tha,2010,43.27
tha,2011,41.47
tha,2012,40.88
tha,2013,43.91
tha,2014,46.72
tha,2015,47.82
tha,2016,48.74
tha,2017,49.36
tha,2018,48.4
tha,2019,49.74
tjk,1991,61.46
tjk,1992,59.85
tjk,1993,58.42
tjk,1994,57.38
tjk,1995,55.3
tjk,1996,53.23
tjk,1997,51.24
tjk,1998,49.09
tjk,1999,47.11
tjk,2000,46.18
tjk,2001,45.68
tjk,2002,46.07
tjk,2003,46.97
tjk,2004,48.71
tjk,2005,50.32
tjk,2006,50.99
tjk,2007,51.87
tjk,2008,53.17
tjk,2009,54.09
tjk,2010,54.76
tjk,2011,56.24
tjk,2012,57.41
tjk,2013,58.6
tjk,2014,60.1
tjk,2015,61.36
tjk,2016,62.59
tjk,2017,64.59
tjk,2018,65.98
tjk,2019,68.02
tkm,1991,64.45
tkm,1992,62.71
tkm,1993,61.55
tkm,1994,60.24
tkm,1995,58.55
tkm,1996,56.7
tkm,1997,55.95
tkm,1998,54.39
tkm,1999,52.84
tkm,2000,51.93
tkm,2001,50.77
tkm,2002,50.01
tkm,2003,49.61
tkm,2004,49.32
tkm,2005,49.4
tkm,2006,49.53
tkm,2007,49.9
tkm,2008,49.84
tkm,2009,50.85
tkm,2010,51.97
tkm,2011,53
tkm,2012,54.32
tkm,2013,55.87
tkm,2014,57.47
tkm,2015,59.05
tkm,2016,60.34
tkm,2017,61.77
tkm,2018,63.22
tkm,2019,64.67
tls,1991,13.04
tls,1992,13.47
tls,1993,13.95
tls,1994,14.51
tls,1995,15.15
tls,1996,16.03
tls,1997,16.54
tls,1998,16.4
tls,1999,13.5
tls,2000,14.65
tls,2001,16.24
tls,2002,14.97
tls,2003,14.63
tls,2004,15.54
tls,2005,16.29
tls,2006,15.51
tls,2007,16.83
tls,2008,18.59
tls,2009,19.91
tls,2010,21.48
tls,2011,21.7
tls,2012,21.78
tls,2013,21.22
tls,2014,20.76
tls,2015,20.14
tls,2016,19.91
tls,2017,19.34
tls,2018,19.33
tls,2019,19.89
ton,1991,34.66
ton,1992,34.83
ton,1993,35.19
ton,1994,35.87
ton,1995,36.29
ton,1996,36.4
ton,1997,36.43
ton,1998,36.8
ton,1999,37.4
ton,2000,38.06
ton,2001,38.82
ton,2002,39.6
ton,2003,40.23
ton,2004,40.55
ton,2005,41.15
ton,2006,41.34
ton,2007,41.11
ton,2008,41.78
ton,2009,42.46
ton,2010,43.45
ton,2011,44.44
ton,2012,45.25
ton,2013,45.47
ton,2014,46.47
ton,2015,47.54
ton,2016,48.58
ton,2017,49.53
ton,2018,50.19
ton,2019,50.78
tto,1991,77.59
tto,1992,77.68
tto,1993,76.94
tto,1994,76.83
tto,1995,77.9
tto,1996,79.28
tto,1997,78.73
tto,1998,80.76
tto,1999,80.1
tto,2000,80.63
tto,2001,80.57
tto,2002,83.07
tto,2003,83.07
tto,2004,84.79
tto,2005,83.99
tto,2006,84.75
tto,2007,85.19
tto,2008,85.38
tto,2009,85.67
tto,2010,85.43
tto,2011,84.84
tto,2012,86.42
tto,2013,85.14
tto,2014,85.13
tto,2015,85.43
tto,2016,84.27
tto,2017,83.82
tto,2018,83.6
tto,2019,83.41
tun,1991,69.56
tun,1992,69.56
tun,1993,69.72
tun,1994,69.7
tun,1995,69.85
tun,1996,69.81
tun,1997,70.25
tun,1998,70.5
tun,1999,70.71
tun,2000,71.11
tun,2001,71.37
tun,2002,71.73
tun,2003,71.85
tun,2004,71.95
tun,2005,72.17
tun,2006,71.08
tun,2007,75.73
tun,2008,78.39
tun,2009,79.44
tun,2010,73.93
tun,2011,79.49
tun,2012,80.23
tun,2013,81.36
tun,2014,82.7
tun,2015,83.98
tun,2016,84.63
tun,2017,85.12
tun,2018,85.43
tun,2019,85.73
tur,1991,38.11
tur,1992,38.07
tur,1993,36.6
tur,1994,38.35
tur,1995,39.11
tur,1996,40.06
tur,1997,40.46
tur,1998,41.64
tur,1999,42.22
tur,2000,42.72
tur,2001,42.92
tur,2002,44.8
tur,2003,45.82
tur,2004,46.69
tur,2005,48.89
tur,2006,51
tur,2007,52.69
tur,2008,53.36
tur,2009,51.34
tur,2010,50.98
tur,2011,51.93
tur,2012,54.6
tur,2013,56.86
tur,2014,60.51
tur,2015,62.07
tur,2016,63.7
tur,2017,63.66
tur,2018,65.51
tur,2019,66.71
tza,1991,3.84
tza,1992,3.84
tza,1993,3.8
tza,1994,3.76
tza,1995,3.82
tza,1996,3.8
tza,1997,3.86
tza,1998,3.96
tza,1999,3.96
tza,2000,3.96
tza,2001,4.04
tza,2002,4.32
tza,2003,4.62
tza,2004,4.82
tza,2005,5.11
tza,2006,5.53
tza,2007,5.72
tza,2008,6.14
tza,2009,6.03
tza,2010,6.69
tza,2011,7.57
tza,2012,7.87
tza,2013,8.58
tza,2014,9.21
tza,2015,9.56
tza,2016,10.26
tza,2017,10.94
tza,2018,11.91
tza,2019,12.65
uga,1991,4.8
uga,1992,4.76
uga,1993,4.89
uga,1994,4.96
uga,1995,5.22
uga,1996,5.52
uga,1997,5.68
uga,1998,5.83
uga,1999,6.11
uga,2000,6.13
uga,2001,6.32
uga,2002,6.75
uga,2003,6.91
uga,2004,7.71
uga,2005,8.29
uga,2006,9.11
uga,2007,10.33
uga,2008,11.33
uga,2009,11.7
uga,2010,12.39
uga,2011,13.19
uga,2012,14.09
uga,2013,14.49
uga,2014,14.72
uga,2015,15.03
uga,2016,15.62
uga,2017,15.63
uga,2018,16.24
uga,2019,16.82
ukr,1991,93.02
ukr,1992,92.6
ukr,1993,92.08
ukr,1994,91.2
ukr,1995,90.05
ukr,1996,88.66
ukr,1997,87.07
ukr,1998,85.53
ukr,1999,83.99
ukr,2000,82.57
ukr,2001,81.65
ukr,2002,81.02
ukr,2003,80.71
ukr,2004,80.91
ukr,2005,80.99
ukr,2006,81.14
ukr,2007,81.46
ukr,2008,81.75
ukr,2009,80.86
ukr,2010,80.44
ukr,2011,79.93
ukr,2012,80.48
ukr,2013,80.34
ukr,2014,85.89
ukr,2015,86.15
ukr,2016,86.56
ukr,2017,86.43
ukr,2018,86.29
ukr,2019,87.6
ury,1991,76.93
ury,1992,76.96
ury,1993,76.98
ury,1994,77.05
ury,1995,77.13
ury,1996,77.19
ury,1997,77.35
ury,1998,77.5
ury,1999,77.04
ury,2000,77.73
ury,2001,75.93
ury,2002,76.19
ury,2003,76.52
ury,2004,75.1
ury,2005,76.15
ury,2006,73.54
ury,2007,73.12
ury,2008,73.23
ury,2009,73.22
ury,2010,74.01
ury,2011,74.29
ury,2012,75.57
ury,2013,75.86
ury,2014,76.31
ury,2015,75.87
ury,2016,75.54
ury,2017,75.72
ury,2018,75.76
ury,2019,74.74
usa,1991,93.21
usa,1992,93.66
usa,1993,93.66
usa,1994,92.93
usa,1995,93.05
usa,1996,93.13
usa,1997,93.24
usa,1998,93.59
usa,1999,93.82
usa,2000,93.73
usa,2001,93.8
usa,2002,93.97
usa,2003,93.89
usa,2004,93.93
usa,2005,94.08
usa,2006,94.05
usa,2007,94.17
usa,2008,94.44
usa,2009,94.36
usa,2010,94.42
usa,2011,94.5
usa,2012,94.41
usa,2013,94.43
usa,2014,94.64
usa,2015,94.74
usa,2016,94.84
usa,2017,94.72
usa,2018,94.83
usa,2019,94.92
uzb,1991,62.07
uzb,1992,61.5
uzb,1993,60.06
uzb,1994,58.89
uzb,1995,57.12
uzb,1996,55.21
uzb,1997,53.51
uzb,1998,52.43
uzb,1999,51.63
uzb,2000,50.76
uzb,2001,50.14
uzb,2002,49.65
uzb,2003,49.15
uzb,2004,49.04
uzb,2005,49.23
uzb,2006,49.76
uzb,2007,50.83
uzb,2008,52.02
uzb,2009,53.31
uzb,2010,54.42
uzb,2011,55.59
uzb,2012,56.57
uzb,2013,57.77
uzb,2014,58.97
uzb,2015,60.39
uzb,2016,61.86
uzb,2017,62.96
uzb,2018,64.3
uzb,2019,65.9
vct,1991,79.47
vct,1992,79.17
vct,1993,79.15
vct,1994,79.23
vct,1995,79
vct,1996,78.96
vct,1997,78.97
vct,1998,78.91
vct,1999,78.79
vct,2000,78.69
vct,2001,78.64
vct,2002,78.54
vct,2003,78.59
vct,2004,78.6
vct,2005,78.55
vct,2006,78.66
vct,2007,78.75
vct,2008,78.59
vct,2009,78.49
vct,2010,78.45
vct,2011,78.31
vct,2012,78.26
vct,2013,78.25
vct,2014,78.2
vct,2015,78.19
vct,2016,78.19
vct,2017,78.17
vct,2018,78.17
vct,2019,78.11
ven,1991,71.83
ven,1992,71.54
ven,1993,70.91
ven,1994,70.21
ven,1995,67.68
ven,1996,65.04
ven,1997,65.68
ven,1998,59.57
ven,1999,59
ven,2000,58.09
ven,2001,56.97
ven,2002,58.11
ven,2003,57.85
ven,2004,61.8
ven,2005,63.15
ven,2006,64.32
ven,2007,65.28
ven,2008,65.3
ven,2009,64.81
ven,2010,64.19
ven,2011,65.16
ven,2012,65.95
ven,2013,65.7
ven,2014,64.69
ven,2015,63.29
ven,2016,61.49
ven,2017,59.73
ven,2018,58.06
ven,2019,57.07
vir,1991,94.39
vir,1992,94.38
vir,1993,94.37
vir,1994,94.38
vir,1995,94.38
vir,1996,94.37
vir,1997,94.38
vir,1998,94.36
vir,1999,94.35
vir,2000,94.36
vir,2001,94.32
vir,2002,94.29
vir,2003,94.24
vir,2004,94.24
vir,2005,94.26
vir,2006,94.3
vir,2007,94.34
vir,2008,94.33
vir,2009,94.2
vir,2010,94.21
vir,2011,94.04
vir,2012,93.84
vir,2013,93.68
vir,2014,93.6
vir,2015,93.55
vir,2016,93.53
vir,2017,93.45
vir,2018,93.42
vir,2019,93.37
vnm,1991,8.85
vnm,1992,9.45
vnm,1993,10.08
vnm,1994,11.01
vnm,1995,12.14
vnm,1996,13.41
vnm,1997,14.93
vnm,1998,17.65
vnm,1999,15.29
vnm,2000,15.42
vnm,2001,17.45
vnm,2002,17.11
vnm,2003,18.04
vnm,2004,21.06
vnm,2005,22.85
vnm,2006,24.43
vnm,2007,25.85
vnm,2008,26.79
vnm,2009,27.56
vnm,2010,27.98
vnm,2011,28.72
vnm,2012,29.13
vnm,2013,29.4
vnm,2014,30.56
vnm,2015,34.19
vnm,2016,35.74
vnm,2017,37.68
vnm,2018,39.39
vnm,2019,41.1
vut,1991,14.47
vut,1992,14.61
vut,1993,14.62
vut,1994,15.18
vut,1995,15.29
vut,1996,15.52
vut,1997,16.05
vut,1998,16.64
vut,1999,16.87
vut,2000,17.92
vut,2001,17.51
vut,2002,16.72
vut,2003,17.31
vut,2004,17.95
vut,2005,18.96
vut,2006,20.57
vut,2007,21.52
vut,2008,22.67
vut,2009,23.42
vut,2010,24.52
vut,2011,25.16
vut,2012,25.56
vut,2013,26.1
vut,2014,26.52
vut,2015,26.64
vut,2016,27.19
vut,2017,27.96
vut,2018,28.51
vut,2019,29.07
wsm,1991,52.84
wsm,1992,52.72
wsm,1993,52.91
wsm,1994,52.75
wsm,1995,53.17
wsm,1996,53.7
wsm,1997,53.81
wsm,1998,54.02
wsm,1999,54.22
wsm,2000,54.97
wsm,2001,55.89
wsm,2002,56.52
wsm,2003,57.27
wsm,2004,57.95
wsm,2005,58.64
wsm,2006,59.15
wsm,2007,60.19
wsm,2008,60.84
wsm,2009,60.96
wsm,2010,61.7
wsm,2011,62.84
wsm,2012,63.12
wsm,2013,65.36
wsm,2014,67.48
wsm,2015,69.77
wsm,2016,72.2
wsm,2017,74.22
wsm,2018,74.75
wsm,2019,75.77
yem,1991,28.4
yem,1992,28.58
yem,1993,28.69
yem,1994,28.77
yem,1995,28.7
yem,1996,28.97
yem,1997,29.88
yem,1998,31.24
yem,1999,31.3
yem,2000,30.51
yem,2001,30.87
yem,2002,30.97
yem,2003,30.49
yem,2004,29.91
yem,2005,29.49
yem,2006,29.98
yem,2007,30.62
yem,2008,29.88
yem,2009,30.83
yem,2010,29.96
yem,2011,30.62
yem,2012,31.34
yem,2013,31.91
yem,2014,32.96
yem,2015,35.1
yem,2016,35.64
yem,2017,36.66
yem,2018,38.03
yem,2019,38.43
zaf,1991,79.42
zaf,1992,79.22
zaf,1993,78.95
zaf,1994,78.7
zaf,1995,78.43
zaf,1996,78.27
zaf,1997,78.11
zaf,1998,77.94
zaf,1999,77.69
zaf,2000,77.36
zaf,2001,77.63
zaf,2002,77.82
zaf,2003,77.99
zaf,2004,78.93
zaf,2005,76.89
zaf,2006,77.25
zaf,2007,79.46
zaf,2008,84.01
zaf,2009,85.36
zaf,2010,85.35
zaf,2011,85.86
zaf,2012,86.92
zaf,2013,87.05
zaf,2014,88.18
zaf,2015,87.93
zaf,2016,87.66
zaf,2017,87.02
zaf,2018,87.46
zaf,2019,86.69
zmb,1991,12.64
zmb,1992,12.51
zmb,1993,11.91
zmb,1994,11.85
zmb,1995,11.33
zmb,1996,11.24
zmb,1997,11.17
zmb,1998,10.25
zmb,1999,9.44
zmb,2000,9.49
zmb,2001,9.23
zmb,2002,9.08
zmb,2003,8.97
zmb,2004,9.16
zmb,2005,9.13
zmb,2006,9.57
zmb,2007,9.64
zmb,2008,9.71
zmb,2009,9.55
zmb,2010,10.09
zmb,2011,10.67
zmb,2012,10.89
zmb,2013,11.75
zmb,2014,12.62
zmb,2015,13.29
zmb,2016,14.35
zmb,2017,15.91
zmb,2018,15.54
zmb,2019,17.82
zwe,1991,17.38
zwe,1992,17.01
zwe,1993,17.29
zwe,1994,17.8
zwe,1995,18.41
zwe,1996,20.24
zwe,1997,21.71
zwe,1998,22.33
zwe,1999,22.67
zwe,2000,21.97
zwe,2001,23.32
zwe,2002,23.36
zwe,2003,23.14
zwe,2004,23.68
zwe,2005,25.79
zwe,2006,28.19
zwe,2007,27.2
zwe,2008,22.97
zwe,2009,22.98
zwe,2010,23.13
zwe,2011,24.05
zwe,2012,24.73
zwe,2013,24.59
zwe,2014,24.36
zwe,2015,24.05
zwe,2016,23.72
zwe,2017,23.12
zwe,2018,22.56
zwe,2019,20.44
