geo,time,gf_xpd_budg_zs
stp,2016,73.37272
stp,2018,85.94974
stp,2019,73.49037
sur,2011,83.92168
sur,2012,80.04078
sur,2013,66.72075
sur,2015,67.06707
sur,2016,100.37752
sur,2017,93.98646
svk,2007,99.11077
svk,2008,95.52298
svk,2009,94.38584
svk,2010,94.22498
svk,2011,90.09317
svk,2012,90.4104
svk,2013,87.16622
svk,2014,88.66145
svk,2015,103.93043
svk,2016,93.90041
svk,2017,87.63735
svk,2018,103.80421
svk,2019,102.78237
svn,2007,95.92089
svn,2008,100.83333
svn,2009,94.87705
svn,2013,96.97917
svn,2014,103.76344
svn,2015,98.59155
svn,2017,96.11752
svn,2018,98.23468
svn,2019,102.16495
svn,2020,121.23552
syc,2005,111.80395
syc,2006,120.83502
syc,2007,124.10557
syc,2008,100.46059
syc,2009,111.53846
syc,2013,95.05217
syc,2014,101.29977
syc,2015,94.09334
tca,2009,84.19558
tca,2010,95.0116
tca,2011,105.5794
tcd,2007,102.93945
tcd,2008,94.9271
tcd,2009,108.14893
tcd,2010,144.44701
tcd,2011,101.64189
tcd,2012,95.30374
tcd,2013,84.86745
tcd,2014,87.50212
tcd,2015,64.92509
tcd,2016,57.64443
tcd,2017,95.03776
tgo,2005,89.26862
tgo,2006,85.65009
tgo,2007,86.16444
tgo,2010,86.63628
tgo,2011,80.12665
tgo,2012,75.61659
tgo,2013,76.69943
tgo,2014,83.09749
tgo,2015,102.60696
tha,2015,100.67433
tha,2016,100.51952
tha,2017,96.30151
tha,2018,93.78911
tha,2019,94.9268
tjk,2007,106.19627
tjk,2008,106.01778
tjk,2009,95.93688
tjk,2010,98.97868
tjk,2011,99.62953
tjk,2012,86.0225
tjk,2013,91.6607
tjk,2014,97.96736
tjk,2015,105.60628
tjk,2016,115.4367
tjk,2017,102.27259
tjk,2018,112.69157
tkm,2010,92.19586
tkm,2011,93.67357
tkm,2012,99.80779
tkm,2013,98.66283
tkm,2014,95.84611
tkm,2015,90.00685
tkm,2016,86.53515
tkm,2017,99.49752
tls,2008,70.64889
tls,2009,88.76487
tls,2010,115.26683
tls,2011,84.01225
tls,2012,71.53695
tls,2013,65.56203
tls,2014,89.28
tls,2015,85.12739
tls,2016,104.40405
tls,2017,84.50389
tls,2018,90.62158
tls,2019,83.36707
ton,2007,96.84144
ton,2008,97.57536
ton,2009,95.8256
ton,2010,94.72
ton,2011,103.92732
ton,2012,97.19134
ton,2013,97.01249
ton,2014,97.1328
ton,2015,96.0051
ton,2016,90.91583
ton,2017,92.01401
ton,2018,81.65457
tun,2006,99.52926
tun,2007,98.43685
tun,2008,99.6085
tun,2009,99.76258
tun,2010,97.22766
tun,2011,95.87995
tun,2012,92.0265
tun,2013,95.6297
tun,2014,96.45221
tun,2015,95.89335
tun,2016,99.74834
tun,2017,99.85421
tun,2018,99.63978
tun,2019,98.21978
tun,2020,98.42016
tur,2007,99.55077
tur,2008,102.01181
tur,2009,103.49722
tur,2010,102.5707
tur,2011,100.65079
tur,2012,103.1168
tur,2013,101.03426
tur,2014,102.82276
tur,2015,107.0542
tur,2016,102.37766
tur,2017,105.13776
tur,2018,108.92243
tur,2019,104.00778
tur,2020,109.74707
tuv,2007,101.54353
tuv,2008,110.10061
tuv,2009,102.55515
tza,2007,91.92079
tza,2008,99.73893
tza,2009,98.19253
tza,2010,97.99707
tza,2011,106.89758
tza,2012,100.16394
tza,2013,110.92749
tza,2014,107.09915
tza,2015,90.69263
tza,2016,92.66971
tza,2017,102.76037
tza,2018,122.43493
uga,2006,98.22445
uga,2007,90.6166
uga,2008,86.4046
uga,2009,101.10004
uga,2010,102.47962
uga,2011,128.67899
uga,2014,88.09058
uga,2015,96.07796
uga,2016,100.06793
uga,2017,88.26631
uga,2018,84.86934
uga,2019,90.20117
ukr,2004,109.75421
ukr,2005,94.42478
ukr,2008,95.37226
ukr,2009,88.43025
ukr,2010,98.64841
ukr,2012,109.47779
ukr,2013,96.63184
ukr,2014,89.52928
ukr,2016,102.56065
ukr,2017,104.9375
ukr,2018,99.41515
ury,2007,123.25819
ury,2008,127.68706
ury,2009,136.97203
ury,2010,103.7343
ury,2011,104.6397
ury,2012,116.30231
ury,2013,130.31581
ury,2014,142.42517
ury,2015,107.2307
ury,2016,110.70246
ury,2017,122.69208
ury,2018,135.52907
ury,2019,150.08753
uzb,2007,99.71407
uzb,2008,100.0122
uzb,2009,100.98509
uzb,2010,98.79631
uzb,2011,99.54412
uzb,2012,98.54648
uzb,2013,98.15106
uzb,2014,99.2
uzb,2015,95.49512
uzb,2016,95.76324
uzb,2017,105.11385
uzb,2018,128.25495
uzb,2019,110.1666
vct,2008,88.95349
vct,2009,88.15081
vct,2010,87.44286
vct,2016,65.31274
vct,2017,75.31094
vct,2018,76.97131
vct,2019,104.63996
vnm,2007,104.81248
vnm,2008,113.39813
vnm,2009,112.58844
vnm,2010,109.3976
vnm,2011,105.63024
vnm,2012,108.65708
vnm,2013,111.80962
vnm,2014,109.62479
vnm,2015,110.08475
vnm,2016,100.10527
vnm,2017,97.34643
vut,2007,97.24089
vut,2008,98.30847
vut,2009,95.58387
vut,2010,93.2202
vut,2011,94.62234
vut,2012,95.26664
vut,2013,95.81191
vut,2014,107.5872
vut,2015,105.44685
vut,2016,66.55353
vut,2017,88.06555
vut,2018,71.99932
wsm,2014,93.2741
wsm,2015,98.41969
wsm,2016,96.0193
wsm,2017,97.04093
wsm,2018,94.85888
zaf,2006,100.35344
zaf,2007,99.36405
zaf,2008,101.42318
zaf,2011,98.94602
zaf,2012,99.96529
zaf,2013,99.23941
zmb,2007,89.72222
zmb,2008,97.45157
zmb,2009,110.70092
zmb,2010,118.56009
zmb,2011,132.53479
zmb,2012,99.28846
zmb,2013,106.69663
zmb,2014,93.89084
zmb,2015,115.32916
zmb,2016,110
zmb,2017,96.00697
zmb,2018,110.48945
zmb,2019,108.63067
zmb,2020,114.31527
zwe,2009,5.64661
zwe,2010,40.92889
zwe,2011,66.89954
zwe,2012,60.11426
zwe,2013,92.44352
zwe,2014,97.7339
zwe,2015,85.43478
zwe,2016,92.90254
zwe,2017,74.82712
zwe,2018,81.07271
