geo,time,bn_gsr_fcty_cd
jam,2003,-571400000
jam,2004,-582543022.70966
jam,2005,-676215655.56563
jam,2006,-615632152.94213
jam,2007,-661594847.69696
jam,2008,-568261568.93192
jam,2009,-667914291.37205
jam,2010,-494617266.89284
jam,2011,-518435818.16799
jam,2012,-199612597.03832
jam,2013,-333569171.65863
jam,2014,-298413539.04255
jam,2015,-439978409.99551
jam,2016,-594987973.40233
jam,2017,-421148628.37129
jam,2018,-596023171.36779
jam,2019,-441499585.42181
jam,2020,-454540833.89517
jor,1972,9519989.49365
jor,1973,15217417.2688
jor,1974,20801531.71965
jor,1975,25641693.89126
jor,1976,25001255.1584
jor,1977,22191082.79873
jor,1978,26796896.60034
jor,1979,39122622.61467
jor,1980,47230004.28321
jor,1981,87343762.09744
jor,1982,92755418.30971
jor,1983,45074691.5982
jor,1984,-60622213.43116
jor,1985,-88556096.23555
jor,1986,-140293118.01805
jor,1987,-220239517.41988
jor,1988,-314107785.35914
jor,1989,-196648613.66423
jor,1990,-214478477.30693
jor,1991,-333397182.70072
jor,1992,-347558202.44872
jor,1993,-310450602.12686
jor,1994,-314746007.47717
jor,1995,-278789271.66502
jor,1996,-300987306.06488
jor,1997,-208744710.86037
jor,1998,-138081805.35966
jor,1999,-12129760.22567
jor,2000,100429108.60367
jor,2001,162416827.52123
jor,2002,68754446.87353
jor,2003,130014487.91509
jor,2004,231502228.94965
jor,2005,257886608.55831
jor,2006,363737504.05883
jor,2007,575742589.69157
jor,2008,411638491.63183
jor,2009,375966369.08704
jor,2010,-214483620.76565
jor,2011,-264467908.4507
jor,2012,-387997887.32394
jor,2013,-338802837.84491
jor,2014,-416760563.38028
jor,2015,-432887323.94366
jor,2016,-305633802.8169
jor,2017,-206619718.30986
jor,2018,-199661971.83099
jor,2019,7464788.73239
jor,2020,-124126760.56338
jpn,1996,56691378321.9376
jpn,1997,56839889709.7605
jpn,1998,50558736481.2995
jpn,1999,57100799582.207
jpn,2000,71430006679.7052
jpn,2001,67643699062.4724
jpn,2002,62182866017.1118
jpn,2003,74405325066.16161
jpn,2004,95638600689.66701
jpn,2005,107784018487.722
jpn,2006,122311105011.10201
jpn,2007,139746829824.53699
jpn,2008,137817973173.534
jpn,2009,134822693628.50301
jpn,2010,155086253572.17599
jpn,2011,182966004362.48801
jpn,2012,175660256907.88
jpn,2013,181625747435.93097
jpn,2014,183920851999.16599
jpn,2015,176017253249.28601
jpn,2016,176310559903.66299
jpn,2017,184481754328.83701
jpn,2018,194053381060.776
jpn,2019,197448114806.34201
jpn,2020,179078668286.629
kaz,1995,-145500000
kaz,1996,-220400000
kaz,1997,-315000000
kaz,1998,-296300000
kaz,1999,-499700000
kaz,2000,-1139053644.39373
kaz,2001,-1094461041.04122
kaz,2002,-984866895.58116
kaz,2003,-1604057292.84813
kaz,2004,-2720605987.72782
kaz,2005,-5555546293.42858
kaz,2006,-9350027348.86518
kaz,2007,-12945654289.7914
kaz,2008,-19375316673.5686
kaz,2009,-12417470418.6567
kaz,2010,-19375636780.3271
kaz,2011,-27745066470.5139
kaz,2012,-28117074671.255
kaz,2013,-25147719264.7249
kaz,2014,-22701185382.8429
kaz,2015,-11617930004.8501
kaz,2016,-13450347369.7312
kaz,2017,-18148538565.4344
kaz,2018,-21974383829.73569
kaz,2019,-22754458596.2649
kaz,2020,-14983373938.9976
ken,1975,-92875125.18526
ken,1976,-141983914.47959
ken,1977,-158278302.6096
ken,1978,-187595819.44065
ken,1979,-187818318.79923
ken,1980,-194334711.91858
ken,1981,-201050050.86866
ken,1982,-179540528.23961
ken,1983,-184501891.2299
ken,1984,-201819427.46955
ken,1985,-243608299.60274
ken,1986,-240851856.28639
ken,1987,-282536835.18026
ken,1988,-345352198.38734
ken,1989,-318357545.84607
ken,1990,-418332865.41575
ken,1991,-428742808.11792
ken,1992,-357887439.79597
ken,1993,-174818408.77221
ken,1994,-170518785.93574
ken,1995,-219222643.14811
ken,1996,-117799277.01252
ken,1997,-170554501.88079
ken,1998,-135739074.68853
ken,1999,-71848028.22466
ken,2000,-133109664.57409
ken,2001,-121655897.52301
ken,2002,-143170881.12177
ken,2003,-88602614.6801
ken,2004,-126518752.11813
ken,2005,-108453663.9965
ken,2006,-70079632.20881
ken,2007,-144188066.35306
ken,2008,-45201768.44033
ken,2009,-30490686.37485
ken,2010,-147626834.99371
ken,2011,-130293242.25421
ken,2012,-315669703.064
ken,2013,-599970159.0742
ken,2014,-868237481.87324
ken,2015,-812638777.61613
ken,2016,-1013297203.58924
ken,2017,-1597273027.76751
ken,2018,-1434584335.28199
ken,2019,-1633569215.60965
ken,2020,-1670616330.8467
kgz,1993,-5683000
kgz,1994,-22004000
kgz,1995,-35420000
kgz,1996,-39470000
kgz,1997,-64672000
kgz,1998,-79150851.76651
kgz,1999,-73549364.89691
kgz,2000,-82014991.04497
kgz,2001,-59109295.96997
kgz,2002,-57803618.93423
kgz,2003,-62022059.56959
kgz,2004,-102158724.28475
kgz,2005,-88200025.97362
kgz,2006,-48213680.18624
kgz,2007,-50617921.69301
kgz,2008,-206736579.03497
kgz,2009,-181438466.68706
kgz,2010,-331588185.41555
kgz,2011,-659126494.92369
kgz,2012,-169328970.25421
kgz,2013,-424246836.74592
kgz,2014,-307493073.37015
kgz,2015,-258417118.6314
kgz,2016,-356011591.14326
kgz,2017,-398449252.58499
kgz,2018,-255831211.72556
kgz,2019,-774639225.4218
kgz,2020,-256424382.93419
khm,1992,-20600000
khm,1993,-16124000
khm,1994,-47000000
khm,1995,-57200000
khm,1996,-85700000
khm,1997,-42500000
khm,1998,-60063627.33102
khm,1999,-98598133.87052
khm,2000,-123145227.93158
khm,2001,-137896323.34374
khm,2002,-183819922.38532
khm,2003,-179339220.74695
khm,2004,-221041225.54536
khm,2005,-293409392.31214
khm,2006,-306147767.87616
khm,2007,-363919329.57941
khm,2008,-474815028.44135
khm,2009,-450102096.30817
khm,2010,-398925274.55588
khm,2011,-532756146.2491
khm,2012,-679137802.26893
khm,2013,-825086594.87254
khm,2014,-931184175.19814
khm,2015,-998037150.26703
khm,2016,-1050319349.88769
khm,2017,-1140677097.0452
khm,2018,-1327761869.06499
khm,2019,-1564014409.94015
khm,2020,-1049785969.74578
kir,1979,6930154.75978
kir,1980,9247995.91752
kir,1981,8443894.35569
kir,1982,9510450.83808
kir,1983,7269271.14143
kir,1984,9430293.33899
kir,1985,9735350.70998
kir,1986,10696708.77962
kir,1987,13097088.60228
kir,1988,15013575.19093
kir,1989,15857229.8414
kir,1990,16775214.21119
kir,1991,19011403.38862
kir,1992,18070745.13855
kir,1993,14716162.55032
kir,1994,14833111.05032
kir,2006,48189425.66925
kir,2007,59400974.07653
kir,2008,65629685.25643
kir,2009,51702884.7632
kir,2010,73285878.67999
kir,2011,69440826.2325
kir,2012,98705265.06208
kir,2013,117814669.65886
kir,2014,157573838.52027
kir,2015,180307630.16127
kir,2016,140540843.1543
kir,2017,171793931.52786
kir,2018,168687178.56167
kir,2019,194254074.01847
kir,2020,155564439.58344
kna,1980,-1244444.44444
kna,1981,-1044444.44444
kna,1982,600000
kna,1983,1100000
kna,1984,100000
kna,1985,-1300000
kna,1986,-1688888.88889
kna,1987,-1762962.96296
kna,1988,-4122222.22222
kna,1989,-9166666.66667
kna,1990,-4459259.25926
kna,1991,-7007407.40741
kna,1992,-10688888.88889
kna,1993,-11900000
kna,1994,-13007407.40741
kna,1995,-10959259.25926
kna,1996,-15588888.88889
kna,1997,-19581481.48148
kna,1998,-25355555.55556
kna,1999,-28455555.55556
kna,2000,-30107407.40741
kna,2001,-34585185.18519
kna,2002,-38063025.92593
kna,2003,-43757460.37037
kna,2004,-38901629.62963
kna,2005,-35138333.33333
kna,2006,-32339809.25926
kna,2007,-30944481.48148
kna,2008,-34138398.14815
kna,2009,-33901252.22222
kna,2010,-29184471.11111
kna,2011,-29645648.51852
kna,2012,-23777175.92593
kna,2013,-14621764.44444
kna,2014,-67598399.11266
kna,2015,-64788981.29381
kna,2016,-58661220.96509
kna,2017,-48883917.60483
kna,2018,-47129748.48697
kna,2019,-22540446.67452
kna,2020,-13858173.91159
kor,1976,-402000000
kor,1977,-493000000
kor,1978,-640000000
kor,1979,-1084000000
kor,1980,-1987400000
kor,1981,-2790000000
kor,1982,-2920000000
kor,1983,-2609700000
kor,1984,-2985000000
kor,1985,-2961800000
kor,1986,-2941200000
kor,1987,-2586300000
kor,1988,-1787400000
kor,1989,-876100000
kor,1990,-548100000
kor,1991,-606800000
kor,1992,-533600000
kor,1993,-742300000
kor,1994,-1174800000
kor,1995,-2122100000
kor,1996,-2214800000
kor,1997,-3167400000
kor,1998,-5201000000
kor,1999,-5536800000
kor,2000,-4151700000
kor,2001,-3713800000
kor,2002,-2407100000
kor,2003,-2819800000
kor,2004,-1794400000
kor,2005,-8041400000
kor,2006,-4997700000
kor,2007,-4536700000
kor,2008,-2415600000
kor,2009,-3435700000
kor,2010,-692500000
kor,2011,5396000000
kor,2012,10732900000
kor,2013,7518000000
kor,2014,5159400000
kor,2015,4454600000
kor,2016,4567100000
kor,2017,5336900000
kor,2018,4901900000
kor,2019,12856000000
kor,2020,13486900000
kor,2021,19328200000
kos,2004,171983328.51138
kos,2005,173031996.16054
kos,2006,199367507.63366
kos,2007,255254428.04155
kos,2008,241203206.99703
kos,2009,84498349.1924
kos,2010,89905217.58538
kos,2011,154714334.68035
kos,2012,198101430.37602
kos,2013,161835167.75682
kos,2014,151540861.81625
kos,2015,102905847.87804
kos,2016,81800618.01136
kos,2017,147301088.55689
kos,2018,133877121.81488
kos,2019,180230047.18478
kos,2020,185828314.53473
kwt,1975,1151595745.59479
kwt,1976,1508272847.4975
kwt,1977,1765736346.13226
kwt,1978,2606772710.35019
kwt,1979,3158853621.361
kwt,1980,4846513226.06614
kwt,1981,7586482338.57287
kwt,1982,6026167829.73269
kwt,1983,5029562132.00448
kwt,1984,5015842696.78247
kwt,1985,4664953746.59707
kwt,1986,7739302398.22575
kwt,1987,5583800519.08531
kwt,1988,7257303669.77655
kwt,1989,8417880422.1875
kwt,1990,7737775389.5755
kwt,1991,5410376400
kwt,1992,5245160674.25437
kwt,1993,3826548360.61392
kwt,1994,3169734232.26906
kwt,1995,4880586777.25146
kwt,1996,5180212558.82807
kwt,1997,6276602314.95532
kwt,1998,5866995603.42837
kwt,1999,5108163864.20277
kwt,2000,6699231924.63827
kwt,2001,4903455809.22672
kwt,2002,3346996708.51785
kwt,2003,3360608329.36707
kwt,2004,5187987784.18731
kwt,2005,7181849315.06849
kwt,2006,10966784063.7185
kwt,2007,12394535513.5179
kwt,2008,10742541926.689
kwt,2009,7682979585.66466
kwt,2010,8462029754.1505
kwt,2011,9180384623.85316
kwt,2012,12695394124.3978
kwt,2013,13254949838.6926
kwt,2014,14751795424.372
kwt,2015,14854485161.8447
kwt,2016,18138389812.506
kwt,2017,19934231824.1688
kwt,2018,21909878492.1112
kwt,2019,36919245089.3766
kwt,2020,36226941033.02889
lao,1984,-3100000
lao,1985,-2400000
lao,1986,-1500000
lao,1987,-1400000
lao,1988,-2100000
lao,1989,-2300000
lao,1990,-1000000
lao,1991,-1100000
lao,1992,1000000
lao,1993,3000000
lao,1994,-2000000
lao,1995,-5500000
lao,1996,-4300000
lao,1997,-17800000
lao,1998,-34900000
lao,1999,-39400000
lao,2000,-52370000
lao,2001,-46277854.461
lao,2002,-40909751.96918
lao,2003,-41896343.74462
lao,2004,-54873610.84164
lao,2005,-77320878.69203
lao,2006,-59162252.0903
lao,2007,-50317676.1278
lao,2008,-45639847.75554
lao,2009,-47020796.98656
lao,2010,-83174053.44
lao,2011,-79148451.47966
lao,2012,-79216865.99808
lao,2013,-148552910.40741
lao,2014,-149191894.57468
lao,2015,-232079239.25072
lao,2016,-324725975.10237
lao,2017,-446437334.06542
lao,2018,-785733490.05878
lao,2019,-1084457302.43347
lao,2020,-1012409283.16924
lbn,2002,-867858465
lbn,2003,-3437588254.66818
lbn,2004,-817644256.17904
lbn,2005,-186403755.8736
lbn,2006,183627413.71485
lbn,2007,740090000
lbn,2008,437260000
lbn,2009,-228075847.25124
lbn,2010,-508913522.63637
lbn,2011,-239346078.4
lbn,2012,-204194605.3
lbn,2013,-218457286.3
lbn,2014,-577313507.6
lbn,2015,-508517761.8
lbn,2016,-817790955.9
lbn,2017,-209229560.6
lbn,2018,-1112561342.18097
lbn,2019,-1397230450.10085
lbn,2020,-1042992024.35194
lbr,1979,-295012.38679
lbr,1980,-516566.86584
lbr,1981,-454635.47708
lbr,1982,-1556890.18719
lbr,1983,-3306641.09855
lbr,1984,-2731122.43061
lbr,1985,-2758070.09663
lbr,1986,-3901915.65197
lbr,1987,-3942829.77857
lbr,2004,-162599463.17667
lbr,2005,-146614263.75375
lbr,2006,-148322620.00205
lbr,2007,-157009673.12675
lbr,2008,-148304535.90788
lbr,2009,-127773450.22288
lbr,2010,-1106129688.07952
lbr,2011,-1183660054.44521
lbr,2012,-862548951.12159
lbr,2013,-562493796.84087
lbr,2014,116867028.4611
lbr,2015,112913084.20717
lbr,2016,-169146422.14291
lbr,2017,-235164394.86579
lbr,2018,-109235073.82428
lbr,2019,-96354002.5273
lby,1977,-1215331146.37455
lby,1978,-1053196918.95382
lby,1979,-849853575.39698
lby,1980,-64853745.73398
lby,1981,109440326.25863
lby,1982,-508692702.01178
lby,1983,-756621282.9492
lby,1984,-667448059.18866
lby,1985,-76675460.13721
lby,1986,-44071607.45267
lby,1987,364611299.42119
lby,1988,324740995.92495
lby,1989,59745998.17975
lby,1990,173742807.64677
lby,1991,148542193.43549
lby,1992,323917291.95174
lby,1993,-30883442.00382
lby,1994,45067257.98974
lby,1995,133446552.67297
lby,1996,179716212.17606
lby,1997,236728187.16338
lby,1998,314816183.67984
lby,1999,310902656.34682
lby,2000,-429000000
lby,2001,-899000000
lby,2002,265000000
lby,2003,540000000
lby,2004,-55000000
lby,2005,-281000000
lby,2006,-595000000
lby,2007,2017000000
lby,2008,586400000
lby,2009,577600000
lby,2010,-30000000
lby,2011,55600000
lby,2012,-1931900000
lby,2013,-415000000
lby,2014,583200000
lby,2015,1236700000
lby,2016,751000000
lby,2017,1285600000
lby,2018,913300000
lby,2019,1487100000
lca,1976,202702.37972
lca,1977,900000
lca,1978,800000
lca,1979,400000
lca,1980,300000
lca,1981,600000
lca,1982,-1200000
lca,1983,-811111.11111
lca,1984,-3200000
lca,1985,-3300000
lca,1986,-4814814.81481
lca,1987,-5037037.03704
lca,1988,-10814814.81481
lca,1989,-10592592.59259
lca,1990,-26192592.59259
lca,1991,-29648148.14815
lca,1992,-28774074.07407
lca,1993,-33781481.48148
lca,1994,-33362962.96296
lca,1995,-38992592.59259
lca,1996,-34300000
lca,1997,-36051851.85185
lca,1998,-42296296.2963
lca,1999,-41922222.22222
lca,2000,-44600000
lca,2001,-46984074.07407
lca,2002,-36321816.2963
lca,2003,-50836775.55556
lca,2004,-68990352.96296
lca,2005,-72509929.62963
lca,2006,-54492587.03704
lca,2007,-67976380.37037
lca,2008,-71873767.77778
lca,2009,-45159633.7037
lca,2010,-39567503.33333
lca,2011,-19848255.55556
lca,2012,-37713244.07407
lca,2013,-37814230
lca,2014,-106933136.24045
lca,2015,-152933466.82241
lca,2016,-114019316.49279
lca,2017,-118656333.56083
lca,2018,-104019830.99883
lca,2019,-123962395.5096
lca,2020,-27060109.07084
lka,1975,-18409723.3811
lka,1976,-20209224.9189
lka,1977,-15788025.2091
lka,1978,-15033836.701
lka,1979,-15346349.4776
lka,1980,-25597623.5916
lka,1981,-95823371.9544
lka,1982,-93980081.0778
lka,1983,-137061904.9853
lka,1984,-133825272.3171
lka,1985,-126803748.7917
lka,1986,-137926041.6405
lka,1987,-141481637.0794
lka,1988,-172077034.3754
lka,1989,-162644462.1709
lka,1990,-166767712.9616
lka,1991,-177939213.9098
lka,1992,-178027721.6637
lka,1993,-122946690.218
lka,1994,-168127445.5763
lka,1995,-137266232.6645
lka,1996,-203067155.296
lka,1997,-159591746.8784
lka,1998,-180343671.5589
lka,1999,-252607600.6411
lka,2000,-299852035.063
lka,2001,-266690000
lka,2002,-252490000
lka,2003,-171710000
lka,2004,-203530000
lka,2005,-299524000
lka,2006,-388400000
lka,2007,-357750000
lka,2008,-972400000
lka,2009,-487700000
lka,2010,-616840000
lka,2011,-647070000
lka,2012,-1245972839.96014
lka,2013,-1751413281.68112
lka,2014,-1808123031.79364
lka,2015,-2012770096.49044
lka,2016,-2201577340.40122
lka,2017,-2318530140.43727
lka,2018,-2384815447.43372
lka,2019,-2461686799.89504
lka,2020,-2101234365.51536
lso,1975,122513928.1517
lso,1976,138574999.8795
lso,1977,165599999.856
lso,1978,177789999.8454
lso,1979,213652222.14534
lso,1980,265525220.72719
lso,1981,292737197.17178
lso,1982,778097353.14164
lso,1983,861008171.04824
lso,1984,750931169.31344
lso,1985,573525017.97091
lso,1986,600792834.76711
lso,1987,923554682.7065
lso,1988,835173811.50605
lso,1989,837412571.33836
lso,1990,956450220.48027
lso,1991,978066846.8747
lso,1992,1064008676.31095
lso,1993,984905006.35631
lso,1994,1079925564.30502
lso,1995,1052448685.87975
lso,1996,899204875.18352
lso,1997,845569848.15496
lso,1998,592957424.23021
lso,1999,574182425.98855
lso,2000,463438876.10234
lso,2001,356542723.13185
lso,2002,333379000.19563
lso,2003,498482738.54374
lso,2004,569049335.45971
lso,2005,677971330.19672
lso,2006,685432173.53905
lso,2007,688669633.75784
lso,2008,649249168.61895
lso,2009,573203962.11892
lso,2010,660002055.30525
lso,2011,530891979.83233
lso,2012,435740709.61541
lso,2013,376744449.91118
lso,2014,317511700.77792
lso,2015,315842360.73364
lso,2016,409601615.65459
lso,2017,477651080.88856
lso,2018,505005315.44477
lso,2019,476037123.55981
lso,2020,409160313.62757
lso,2021,484898321.27231
ltu,1993,8260129.76579
ltu,1994,8628958.06699
ltu,1995,-12865000
ltu,1996,-91000000
ltu,1997,-198360000
ltu,1998,-255400000
ltu,1999,-257740000
ltu,2000,-193782500
ltu,2001,-179750000
ltu,2002,-183344207.3717
ltu,2003,-482253330.23038
ltu,2004,-530485424.43831
ltu,2005,-435685934.50846
ltu,2006,-612046731.10646
ltu,2007,-1553963541.1776
ltu,2008,-1584102002.89516
ltu,2009,904637779.53565
ltu,2010,-239363115.55844
ltu,2011,-1277150516.42884
ltu,2012,-1343643027.01408
ltu,2013,-1020961657.9472
ltu,2014,-592049246.0162
ltu,2015,-1492309066.26331
ltu,2016,-1539210073.70567
ltu,2017,-1717470872.93991
ltu,2018,-1678651592.41154
ltu,2019,-1907689383.32441
ltu,2020,-1638234142.08475
lux,1999,-481353392.63736
lux,2000,-1277358176.57915
lux,2001,-1639777666.82651
lux,2002,-4841301248.50265
lux,2003,-5850484707.37931
lux,2004,-6245835069.44
lux,2005,-7469742588.86398
lux,2006,-11475945730.587
lux,2007,-14007691227.3593
lux,2008,-14608786719.7954
lux,2009,-15013562663.5822
lux,2010,-16005528048.929
lux,2011,-17487090230.6063
lux,2012,-18871906095.9058
lux,2013,-22742858935.2528
lux,2014,-24930630603.4782
lux,2015,-25362990553.4296
lux,2016,-25443565091.793
lux,2017,-22825836498.1125
lux,2018,-23640670096.0268
lux,2019,-22926126846.9614
lux,2020,-23994414214.8653
lux,2021,-26023817705.3176
lva,1992,1500337
lva,1993,7216000
lva,1994,8601000
lva,1995,18587000
lva,1996,41175000
lva,1997,54914000
lva,1998,53400000
lva,1999,-55800000
lva,2000,-11278443.35933
lva,2001,26804739.38822
lva,2002,28835890.87767
lva,2003,-33050092.2678
lva,2004,-285723476.04618
lva,2005,-169239311.31709
lva,2006,-609604584.0553
lva,2007,-1191258092.25264
lva,2008,-883272401.48002
lva,2009,1599391228.50215
lva,2010,198866026.26263
lva,2011,-30556911.61391
lva,2012,-167683518.0335
lva,2013,-102746207.15253
lva,2014,24625208.69554
lva,2015,-130179246.04041
lva,2016,-46604205.24678
lva,2017,-66756047.17476
lva,2018,-564459795.00916
lva,2019,-514364909.25325
lva,2020,3016150.14009
lva,2021,-767601805.772
mac,2002,-81656132.76803
mac,2003,-207351291.73551
mac,2004,-616837295.37212
mac,2005,-845734147.88516
mac,2006,-1626951605.45221
mac,2007,-383946951.48457
mac,2008,-2600857213.71866
mac,2009,-2325978658.2483
mac,2010,-3332266368.5057
mac,2011,-5306399069.85999
mac,2012,-6837786285.00259
mac,2013,-8754009016.53371
mac,2014,-8776245368.91792
mac,2015,-4803048855.69491
mac,2016,-4426868506.88911
mac,2017,-5546171321.86378
mac,2018,-6378469807.07904
mac,2019,-6239879136.07638
mac,2020,4775480072.07312
mar,1975,-66625745.31485
mar,1976,-98884159.04032
mar,1977,-158104668.50846
mar,1978,-283679716.38837
mar,1979,-408808707.85
mar,1980,-562153694.85964
mar,1981,-702202680.92468
mar,1982,-649839843.80763
mar,1983,-620418984.45818
mar,1984,-575220406.13711
mar,1985,-765714729.6259
mar,1986,-688565013.61575
mar,1987,-766697869.71878
mar,1988,-1036891761.02276
mar,1989,-1159378287.66389
mar,1990,-987826072.88988
mar,1991,-1115482022.15573
mar,1992,-1056820344.64079
mar,1993,-1207694508.85253
mar,1994,-1170415469.78256
mar,1995,-1317762204.65419
mar,1996,-1308646453.67921
mar,1997,-1175278118.7153
mar,1998,-1033482949.11915
mar,1999,-985575977.09128
mar,2000,-864324719.56934
mar,2001,-832665736.23316
mar,2002,-738336597.42754
mar,2003,-792004927.33282
mar,2004,-670613277.67729
mar,2005,-383672174.2449
mar,2006,-476764412.85742
mar,2007,-404635038.01792
mar,2008,-521956968.75412
mar,2009,-1495282916.56368
mar,2010,-1242256361.23758
mar,2011,-2051887113.97557
mar,2012,-2283385958.5746
mar,2013,-1771194126.6601
mar,2014,-2651635452.83056
mar,2015,-1882142545.38354
mar,2016,-1642941455.89109
mar,2017,-1939161400.16289
mar,2018,-2075182067.06803
mar,2019,-2032924298.71828
mar,2020,-1530467897.83066
mda,1994,-15315000
mda,1995,-18160000
mda,1996,55120000
mda,1997,47430000
mda,1998,34500000
mda,1999,24710000
mda,2000,21580000
mda,2001,95830000
mda,2002,156580000
mda,2003,230790000
mda,2004,357040000
mda,2005,410890000
mda,2006,402530000
mda,2007,416410000
mda,2008,604790000
mda,2009,322170000
mda,2010,505720000
mda,2011,577520000
mda,2012,810090000
mda,2013,894130000
mda,2014,822330000
mda,2015,449480000
mda,2016,445970000
mda,2017,555840000
mda,2018,535790944.00102
mda,2019,614964072.75082
mda,2020,390350000
mdg,1974,-17822738.53232
mdg,1975,-16891254.77191
mdg,1976,-16865482.43384
mdg,1977,-5698498.54826
mdg,1978,-7267731.71542
mdg,1979,-27218772.65176
mdg,1980,-43875685.56711
mdg,1981,-88327569.54413
mdg,1982,-95267625.25013
mdg,1983,-118132415.94536
mdg,1984,-146025963.10737
mdg,1985,-128831639.61888
mdg,1986,-155090571.03679
mdg,1987,-174698532.25424
mdg,1988,-179282783.58428
mdg,1989,-189318261.54746
mdg,1990,-160907898.37678
mdg,1991,-161194534.04237
mdg,1992,-147068080.61661
mdg,1993,-150941917.38089
mdg,1994,-155336756.68054
mdg,1995,-166739666.14558
mdg,1996,-162747855.64877
mdg,1997,-94959898.10549
mdg,1998,-78281348.63618
mdg,1999,-42471285.17491
mdg,2000,-41733402.27414
mdg,2001,-82355709.85548
mdg,2002,-132039289.87943
mdg,2003,-77150646.6
mdg,2004,-74146280.6
mdg,2005,-122427979.75722
mdg,2006,-147012931.08969
mdg,2007,-85968691.47818
mdg,2008,-99818330.25881
mdg,2009,-146856612.16978
mdg,2010,-179338079.45959
mdg,2011,-211858428.70516
mdg,2012,-371133498.79684
mdg,2013,-423374486.84093
mdg,2014,-349900178.18431
mdg,2015,-428242218.45034
mdg,2016,-469142071.08436
mdg,2017,-416267551.57536
mdg,2018,-460462853.83566
mdg,2019,-518390948.49522
mdg,2020,-451093379.11614
mdv,1977,0
mdv,1978,0
mdv,1979,-1600000
mdv,1980,-2700000
mdv,1981,-3500000
mdv,1982,-5300000
mdv,1983,-9500000
mdv,1984,-12200000
mdv,1985,-13200000
mdv,1986,-18487000
mdv,1987,-15605000
mdv,1988,-9689200
mdv,1989,-12504800
mdv,1990,-13793800
mdv,1991,-14830216
mdv,1992,-17100000
mdv,1993,-19011040
mdv,1994,-20203424.82973
mdv,1995,-19963471.29522
mdv,1996,-21878672.04806
mdv,1997,-27443298.8572
mdv,1998,-28160183.99704
mdv,1999,-31027370.84756
mdv,2000,-29986644.60458
mdv,2001,-37244912.61049
mdv,2002,-35428571.69953
mdv,2003,-38406064.37661
mdv,2004,-35171697.84626
mdv,2005,-30953107.67485
mdv,2006,-40755393.43031
mdv,2007,-280616437.73584
mdv,2008,-289761103.6525
mdv,2009,-272415602.82264
mdv,2010,-311252912.7083
mdv,2011,-294664027.12791
mdv,2012,-272148361.92786
mdv,2013,-363699154.43634
mdv,2014,-355098559.71643
mdv,2015,-332464183.7172
mdv,2016,-352910758.10562
mdv,2017,-375583653.56353
mdv,2018,-492401559.20948
mdv,2019,-559826717.31607
mdv,2020,-305792475.3844
mex,1979,-3783000000
mex,1980,-6277000000
mex,1981,-9875000000
mex,1982,-12049000000
mex,1983,-9024000000
mex,1984,-9967000000
mex,1985,-8867000000
mex,1986,-7367000000
mex,1987,-6585000000
mex,1988,-7043000000
mex,1989,-8101000000
mex,1990,-8316000000
mex,1991,-8265000000
mex,1992,-9209000000
mex,1993,-11030000000
mex,1994,-12258810000
mex,1995,-12689090000
mex,1996,-13475132000
mex,1997,-12105641000
mex,1998,-12824329000
mex,1999,-11962403112
mex,2000,-13804583808
mex,2001,-12981100862
mex,2002,-12246643374
mex,2003,-12292910733.2778
mex,2004,-10094961624.2422
mex,2005,-16459913784.1377
mex,2006,-15660491156
mex,2007,-18075643462
mex,2008,-16145522270
mex,2009,-14498268445
mex,2010,-12376716751
mex,2011,-18692823497
mex,2012,-26665052101
mex,2013,-38495533469
mex,2014,-32698962946
mex,2015,-30983715264
mex,2016,-29440378548
mex,2017,-29815650055
mex,2018,-33295034814
mex,2019,-37064116012
mex,2020,-36819335468
mhl,2005,41566081.00858
mhl,2006,41271857.13891
mhl,2007,42829848.86981
mhl,2008,41835760.29764
mhl,2009,40572161.48395
mhl,2010,35535941.82241
mhl,2011,35747603.8456
mhl,2012,-4077238.51783
mhl,2013,4651091.07043
mhl,2014,33982863.56126
mhl,2015,50702443.57605
mhl,2016,54000165.29935
mhl,2017,54675616.56874
mhl,2018,55884681.68
mkd,1996,-29710000
mkd,1997,-33550000
mkd,1998,-53526571.00724
mkd,1999,-72126085.00024
mkd,2000,-70031311.43208
mkd,2001,-27243161.1164
mkd,2002,-45482834.0864
mkd,2003,-59964223.182
mkd,2004,-35289291.12
mkd,2005,-109151622.14283
mkd,2006,-27470015.59358
mkd,2007,-389338163.94
mkd,2008,-119775047.78095
mkd,2009,-66853049.17628
mkd,2010,-131155692.22906
mkd,2011,-187280071.66896
mkd,2012,-211032521.2898
mkd,2013,-256289081.73372
mkd,2014,-212594271.5632
mkd,2015,-317300601.40851
mkd,2016,-424859141.48659
mkd,2017,-447819359.55738
mkd,2018,-531692634.44872
mkd,2019,-581628527.74665
mkd,2020,-469907527.7055
mkd,2021,-662273772.31533
mli,1975,-21673916.93456
mli,1976,-16551545.59161
mli,1977,-19781855.26007
mli,1978,-13294580.50365
mli,1979,-11752447.7054
mli,1980,-16874980.7041
mli,1981,-32576017.30103
mli,1982,-24197633.34732
mli,1983,-27501953.32148
mli,1984,-19223874.25959
mli,1985,-13800380.87845
mli,1986,-21657153.17879
mli,1987,-24879752.14171
mli,1988,-32533348.82582
mli,1989,-30908286.76191
mli,1990,-36728950.79504
mli,1991,-24175232.10898
mli,1992,-28221501.30385
mli,1993,-13031382.91266
