geo,time,ic_prp_proc
bgr,2016,8
bgr,2017,8
bgr,2018,8
bgr,2019,8
bhr,2007,2
bhr,2008,2
bhr,2009,2
bhr,2010,2
bhr,2011,2
bhr,2012,2
bhr,2013,2
bhr,2014,2
bhr,2015,2
bhr,2016,2
bhr,2017,2
bhr,2018,2
bhr,2019,2
bhs,2007,7
bhs,2008,7
bhs,2009,7
bhs,2010,7
bhs,2011,7
bhs,2012,7
bhs,2013,7
bhs,2014,7
bhs,2015,7
bhs,2016,7
bhs,2017,7
bhs,2018,7
bhs,2019,7
bih,2004,7
bih,2005,7
bih,2006,7
bih,2007,7
bih,2008,7
bih,2009,7
bih,2010,7
bih,2011,7
bih,2012,7
bih,2013,7
bih,2014,7
bih,2015,7
bih,2016,7
bih,2017,7
bih,2018,7
bih,2019,7
blr,2004,9
blr,2005,9
blr,2006,9
blr,2007,9
blr,2008,6
blr,2009,5
blr,2010,5
blr,2011,4
blr,2012,4
blr,2013,4
blr,2014,4
blr,2015,4
blr,2016,4
blr,2017,4
blr,2018,4
blr,2019,4
blz,2005,8
blz,2006,8
blz,2007,8
blz,2008,8
blz,2009,8
blz,2010,8
blz,2011,8
blz,2012,8
blz,2013,9
blz,2014,9
blz,2015,9
blz,2016,9
blz,2017,9
blz,2018,9
blz,2019,9
bol,2004,7
bol,2005,7
bol,2006,7
bol,2007,7
bol,2008,7
bol,2009,7
bol,2010,7
bol,2011,7
bol,2012,7
bol,2013,7
bol,2014,7
bol,2015,7
bol,2016,7
bol,2017,7
bol,2018,7
bol,2019,7
bra,2013,13.61
bra,2014,13.61
bra,2015,13.61
bra,2016,13.61
bra,2017,13.61
bra,2018,13.61
bra,2019,13.61
brb,2011,7
brb,2012,7
brb,2013,7
brb,2014,7
brb,2015,7
brb,2016,7
brb,2017,7
brb,2018,7
brb,2019,7
brn,2006,8
brn,2007,8
brn,2008,8
brn,2009,8
brn,2010,7
brn,2011,7
brn,2012,7
brn,2013,7
brn,2014,7
brn,2015,7
brn,2016,7
brn,2017,7
brn,2018,7
brn,2019,7
btn,2004,3
btn,2005,3
btn,2006,3
btn,2007,3
btn,2008,3
btn,2009,3
btn,2010,3
btn,2011,3
btn,2012,3
btn,2013,3
btn,2014,3
btn,2015,3
btn,2016,3
btn,2017,3
btn,2018,3
btn,2019,3
bwa,2004,3
bwa,2005,3
bwa,2006,3
bwa,2007,3
bwa,2008,3
bwa,2009,4
bwa,2010,4
bwa,2011,4
bwa,2012,4
bwa,2013,4
bwa,2014,4
bwa,2015,4
bwa,2016,4
bwa,2017,4
bwa,2018,4
bwa,2019,4
caf,2004,5
caf,2005,5
caf,2006,5
caf,2007,5
caf,2008,5
caf,2009,5
caf,2010,5
caf,2011,5
caf,2012,5
caf,2013,5
caf,2014,5
caf,2015,5
caf,2016,5
caf,2017,5
caf,2018,5
caf,2019,5
can,2004,5
can,2005,5
can,2006,5
can,2007,5
can,2008,5
can,2009,5
can,2010,5
can,2011,5
can,2012,5
can,2013,5
can,2014,5
can,2015,5
can,2016,5
can,2017,5
can,2018,5
can,2019,5
che,2004,4
che,2005,4
che,2006,4
che,2007,4
che,2008,4
che,2009,4
che,2010,4
che,2011,4
che,2012,4
che,2013,4
che,2014,4
che,2015,4
che,2016,4
che,2017,4
che,2018,4
che,2019,4
chl,2004,6
chl,2005,6
chl,2006,6
chl,2007,6
chl,2008,6
chl,2009,6
chl,2010,6
chl,2011,6
chl,2012,6
chl,2013,6
chl,2014,6
chl,2015,6
chl,2016,6
chl,2017,6
chl,2018,6
chl,2019,6
chn,2013,5
chn,2014,5
chn,2015,5
chn,2016,5
chn,2017,5
chn,2018,3.55
chn,2019,3.55
civ,2004,7
civ,2005,7
civ,2006,6
civ,2007,6
civ,2008,6
civ,2009,6
civ,2010,6
civ,2011,6
civ,2012,6
civ,2013,6
civ,2014,6
civ,2015,6
civ,2016,6
civ,2017,6
civ,2018,5
civ,2019,5
cmr,2004,5
cmr,2005,5
cmr,2006,5
cmr,2007,5
cmr,2008,5
cmr,2009,5
cmr,2010,5
cmr,2011,5
cmr,2012,5
cmr,2013,5
cmr,2014,5
cmr,2015,5
cmr,2016,5
cmr,2017,5
cmr,2018,5
cmr,2019,5
cod,2004,7
cod,2005,7
cod,2006,7
cod,2007,7
cod,2008,7
cod,2009,7
cod,2010,7
cod,2011,7
cod,2012,7
cod,2013,7
cod,2014,7
cod,2015,7
cod,2016,7
cod,2017,8
cod,2018,8
cod,2019,8
cog,2004,5
cog,2005,5
cog,2006,5
cog,2007,5
cog,2008,5
cog,2009,5
cog,2010,5
cog,2011,5
cog,2012,5
cog,2013,5
cog,2014,5
cog,2015,5
cog,2016,5
cog,2017,5
cog,2018,5
cog,2019,5
col,2004,9
col,2005,9
col,2006,9
col,2007,9
col,2008,9
col,2009,7
col,2010,7
col,2011,7
col,2012,8
col,2013,8
col,2014,7
col,2015,7
col,2016,7
col,2017,7
col,2018,7
col,2019,7
com,2005,4
com,2006,4
com,2007,4
com,2008,4
com,2009,4
com,2010,4
com,2011,4
com,2012,4
com,2013,4
com,2014,4
com,2015,4
com,2016,4
com,2017,4
com,2018,4
com,2019,4
cpv,2005,6
cpv,2006,6
cpv,2007,6
cpv,2008,6
cpv,2009,6
cpv,2010,6
cpv,2011,6
cpv,2012,6
cpv,2013,6
cpv,2014,6
cpv,2015,6
cpv,2016,6
cpv,2017,6
cpv,2018,6
cpv,2019,6
cri,2004,6
cri,2005,6
cri,2006,6
cri,2007,6
cri,2008,6
cri,2009,6
cri,2010,6
cri,2011,5
cri,2012,5
cri,2013,5
cri,2014,5
cri,2015,5
cri,2016,5
cri,2017,5
cri,2018,5
cri,2019,5
cyp,2008,7
cyp,2009,7
cyp,2010,7
cyp,2011,7
cyp,2012,7
cyp,2013,7
cyp,2014,7
cyp,2015,7
cyp,2016,7
cyp,2017,7
cyp,2018,7
cyp,2019,7
cze,2004,5
cze,2005,5
cze,2006,5
cze,2007,5
cze,2008,5
cze,2009,5
cze,2010,5
cze,2011,5
cze,2012,4
cze,2013,4
cze,2014,4
cze,2015,4
cze,2016,4
cze,2017,4
cze,2018,4
cze,2019,4
deu,2004,6
deu,2005,6
deu,2006,6
deu,2007,6
deu,2008,6
deu,2009,6
deu,2010,6
deu,2011,6
deu,2012,6
deu,2013,6
deu,2014,6
deu,2015,6
deu,2016,6
deu,2017,6
deu,2018,6
deu,2019,6
dji,2005,6
dji,2006,6
dji,2007,6
dji,2008,6
dji,2009,6
dji,2010,6
dji,2011,6
dji,2012,6
dji,2013,6
dji,2014,6
dji,2015,6
dji,2016,6
dji,2017,6
dji,2018,6
dji,2019,6
dma,2005,5
dma,2006,5
dma,2007,5
dma,2008,5
dma,2009,5
dma,2010,5
dma,2011,5
dma,2012,5
dma,2013,5
dma,2014,5
dma,2015,5
dma,2016,5
dma,2017,5
dma,2018,5
dma,2019,5
dnk,2004,6
dnk,2005,6
dnk,2006,6
dnk,2007,6
dnk,2008,6
dnk,2009,6
dnk,2010,3
dnk,2011,3
dnk,2012,3
dnk,2013,3
dnk,2014,3
dnk,2015,3
dnk,2016,3
dnk,2017,3
dnk,2018,3
dnk,2019,3
dom,2004,6
dom,2005,6
dom,2006,6
dom,2007,6
dom,2008,6
dom,2009,6
dom,2010,6
dom,2011,6
dom,2012,6
dom,2013,6
dom,2014,6
dom,2015,6
dom,2016,6
dom,2017,6
dom,2018,6
dom,2019,6
dza,2004,14
dza,2005,14
dza,2006,14
dza,2007,14
dza,2008,14
dza,2009,10
dza,2010,10
dza,2011,10
dza,2012,10
dza,2013,10
dza,2014,10
dza,2015,10
dza,2016,10
dza,2017,10
dza,2018,10
dza,2019,10
ecu,2004,9
ecu,2005,7
ecu,2006,7
ecu,2007,7
ecu,2008,7
ecu,2009,7
ecu,2010,7
ecu,2011,7
ecu,2012,7
ecu,2013,7
ecu,2014,7
ecu,2015,7
ecu,2016,7
ecu,2017,8
ecu,2018,8
ecu,2019,8
egy,2004,9
egy,2005,9
egy,2006,9
egy,2007,9
egy,2008,9
egy,2009,9
egy,2010,9
egy,2011,9
egy,2012,9
egy,2013,9
egy,2014,9
egy,2015,9
egy,2016,9
egy,2017,9
egy,2018,9
egy,2019,9
eri,2004,11
eri,2005,11
eri,2006,11
eri,2007,11
eri,2008,11
eri,2009,11
eri,2010,11
eri,2011,11
eri,2012,11
eri,2013,11
eri,2014,11
eri,2015,11
eri,2016,11
eri,2017,11
eri,2018,11
eri,2019,11
esp,2004,5
esp,2005,5
esp,2006,5
esp,2007,5
esp,2008,5
esp,2009,5
esp,2010,5
esp,2011,6
esp,2012,6
esp,2013,6
esp,2014,6
esp,2015,6
esp,2016,6
esp,2017,6
esp,2018,6
esp,2019,6
est,2004,3
est,2005,3
est,2006,3
est,2007,3
est,2008,3
est,2009,3
est,2010,3
est,2011,3
est,2012,3
est,2013,3
est,2014,3
est,2015,3
est,2016,3
est,2017,3
est,2018,3
est,2019,3
eth,2004,9
eth,2005,9
eth,2006,9
eth,2007,9
eth,2008,9
eth,2009,7
eth,2010,7
eth,2011,7
eth,2012,7
eth,2013,7
eth,2014,7
eth,2015,7
eth,2016,7
eth,2017,7
eth,2018,7
eth,2019,7
fin,2004,3
fin,2005,3
fin,2006,3
fin,2007,3
fin,2008,3
fin,2009,3
fin,2010,3
fin,2011,3
fin,2012,3
fin,2013,3
fin,2014,3
fin,2015,3
fin,2016,3
fin,2017,3
fin,2018,3
fin,2019,3
fji,2004,3
fji,2005,3
fji,2006,3
fji,2007,3
fji,2008,3
fji,2009,3
fji,2010,3
fji,2011,3
fji,2012,4
fji,2013,4
fji,2014,4
fji,2015,4
fji,2016,4
fji,2017,4
fji,2018,4
fji,2019,4
fra,2004,9
fra,2005,9
fra,2006,9
fra,2007,9
fra,2008,9
fra,2009,8
fra,2010,8
fra,2011,8
fra,2012,8
fra,2013,8
fra,2014,8
fra,2015,8
fra,2016,8
fra,2017,8
fra,2018,8
fra,2019,8
gab,2005,6
gab,2006,6
gab,2007,6
gab,2008,6
gab,2009,5
gab,2010,5
gab,2011,5
gab,2012,5
gab,2013,5
gab,2014,5
gab,2015,5
gab,2016,5
gab,2017,6
gab,2018,6
gab,2019,6
gbr,2004,6
gbr,2005,6
gbr,2006,6
gbr,2007,6
gbr,2008,6
gbr,2009,6
gbr,2010,6
gbr,2011,6
gbr,2012,6
gbr,2013,6
gbr,2014,6
gbr,2015,6
gbr,2016,6
gbr,2017,6
gbr,2018,6
gbr,2019,6
geo,2004,8
geo,2005,6
geo,2006,6
geo,2007,5
geo,2008,2
geo,2009,2
geo,2010,1
geo,2011,1
geo,2012,1
geo,2013,1
geo,2014,1
geo,2015,1
geo,2016,1
geo,2017,1
geo,2018,1
geo,2019,1
gha,2004,6
gha,2005,6
gha,2006,6
gha,2007,5
gha,2008,5
gha,2009,5
gha,2010,5
gha,2011,5
gha,2012,5
gha,2013,5
gha,2014,5
gha,2015,5
gha,2016,5
gha,2017,5
gha,2018,5
gha,2019,5
gin,2004,6
gin,2005,6
gin,2006,6
gin,2007,6
gin,2008,6
gin,2009,6
gin,2010,6
gin,2011,6
gin,2012,6
gin,2013,6
gin,2014,6
gin,2015,6
gin,2016,6
gin,2017,6
gin,2018,6
gin,2019,6
gmb,2005,6
gmb,2006,6
gmb,2007,6
gmb,2008,6
gmb,2009,6
gmb,2010,6
gmb,2011,6
gmb,2012,6
gmb,2013,6
gmb,2014,6
gmb,2015,6
gmb,2016,6
gmb,2017,6
gmb,2018,6
gmb,2019,6
gnb,2005,5
gnb,2006,5
gnb,2007,5
gnb,2008,5
gnb,2009,5
gnb,2010,5
gnb,2011,5
gnb,2012,5
gnb,2013,5
gnb,2014,5
gnb,2015,5
gnb,2016,5
gnb,2017,5
gnb,2018,5
gnb,2019,5
gnq,2005,6
gnq,2006,6
gnq,2007,6
gnq,2008,6
gnq,2009,6
gnq,2010,6
gnq,2011,6
gnq,2012,6
gnq,2013,6
gnq,2014,6
gnq,2015,6
gnq,2016,6
gnq,2017,6
gnq,2018,6
gnq,2019,6
grc,2004,11
grc,2005,11
grc,2006,11
grc,2007,11
grc,2008,11
grc,2009,11
grc,2010,11
grc,2011,11
grc,2012,11
grc,2013,11
grc,2014,10
grc,2015,10
grc,2016,10
grc,2017,10
grc,2018,11
grc,2019,11
grd,2005,8
grd,2006,8
grd,2007,8
grd,2008,8
grd,2009,8
grd,2010,8
grd,2011,8
grd,2012,8
grd,2013,8
grd,2014,8
grd,2015,8
grd,2016,8
grd,2017,8
grd,2018,8
grd,2019,8
gtm,2004,7
gtm,2005,7
gtm,2006,7
gtm,2007,7
gtm,2008,7
gtm,2009,7
gtm,2010,7
gtm,2011,7
gtm,2012,7
gtm,2013,7
gtm,2014,7
gtm,2015,7
gtm,2016,7
gtm,2017,7
gtm,2018,7
gtm,2019,7
guy,2004,7
guy,2005,7
guy,2006,7
guy,2007,7
guy,2008,7
guy,2009,7
guy,2010,7
guy,2011,7
guy,2012,7
guy,2013,7
guy,2014,7
guy,2015,7
guy,2016,7
guy,2017,7
guy,2018,7
guy,2019,7
hkg,2004,5
hkg,2005,5
hkg,2006,5
hkg,2007,5
hkg,2008,5
hkg,2009,5
hkg,2010,5
hkg,2011,5
hkg,2012,5
hkg,2013,5
hkg,2014,5
hkg,2015,5
hkg,2016,5
hkg,2017,5
hkg,2018,5
hkg,2019,5
hnd,2004,6
hnd,2005,6
hnd,2006,6
hnd,2007,6
hnd,2008,6
hnd,2009,6
hnd,2010,6
hnd,2011,6
hnd,2012,6
hnd,2013,6
hnd,2014,6
hnd,2015,6
hnd,2016,6
hnd,2017,6
hnd,2018,6
hnd,2019,6
hrv,2004,5
hrv,2005,5
hrv,2006,5
hrv,2007,5
hrv,2008,5
hrv,2009,5
hrv,2010,5
hrv,2011,5
hrv,2012,5
hrv,2013,5
hrv,2014,5
hrv,2015,5
hrv,2016,5
hrv,2017,5
hrv,2018,5
hrv,2019,5
hti,2004,6
hti,2005,6
hti,2006,6
hti,2007,6
hti,2008,6
hti,2009,6
hti,2010,6
hti,2011,6
hti,2012,6
hti,2013,6
hti,2014,6
hti,2015,6
hti,2016,6
hti,2017,6
hti,2018,6
hti,2019,6
hun,2004,4
hun,2005,4
hun,2006,4
hun,2007,4
hun,2008,4
hun,2009,4
hun,2010,4
hun,2011,4
hun,2012,4
hun,2013,4
hun,2014,4
hun,2015,4
hun,2016,4
hun,2017,4
hun,2018,4
hun,2019,4
idn,2013,5
idn,2014,5
idn,2015,5
idn,2016,5
idn,2017,5
idn,2018,6
idn,2019,6
ind,2013,8
ind,2014,8
ind,2015,8
ind,2016,9
ind,2017,9
ind,2018,9
ind,2019,9
irl,2004,5
irl,2005,5
irl,2006,5
irl,2007,5
irl,2008,5
irl,2009,5
irl,2010,5
irl,2011,5
irl,2012,5
irl,2013,5
irl,2014,5
irl,2015,5
irl,2016,5
irl,2017,5
irl,2018,5
irl,2019,5
irn,2004,7
irn,2005,7
irn,2006,7
irn,2007,7
irn,2008,7
irn,2009,7
irn,2010,7
irn,2011,7
irn,2012,7
irn,2013,7
irn,2014,7
irn,2015,6
irn,2016,6
irn,2017,6
irn,2018,6
irn,2019,6
irq,2004,5
irq,2005,5
irq,2006,5
irq,2007,5
irq,2008,5
irq,2009,5
irq,2010,5
irq,2011,5
irq,2012,5
irq,2013,5
irq,2014,5
irq,2015,5
irq,2016,5
irq,2017,5
irq,2018,5
irq,2019,5
isl,2004,3
isl,2005,3
isl,2006,3
isl,2007,3
isl,2008,3
isl,2009,3
isl,2010,3
isl,2011,3
isl,2012,3
isl,2013,3
isl,2014,3
isl,2015,3
isl,2016,3
isl,2017,3
isl,2018,3
isl,2019,3
isr,2004,6
isr,2005,6
isr,2006,6
isr,2007,6
isr,2008,6
isr,2009,6
isr,2010,6
isr,2011,6
isr,2012,6
isr,2013,6
isr,2014,6
isr,2015,6
isr,2016,6
isr,2017,6
isr,2018,6
isr,2019,6
ita,2004,5
ita,2005,5
ita,2006,5
ita,2007,5
ita,2008,5
ita,2009,5
ita,2010,5
ita,2011,5
ita,2012,5
ita,2013,4
ita,2014,4
ita,2015,4
ita,2016,4
ita,2017,4
ita,2018,4
ita,2019,4
jam,2004,7
jam,2005,7
jam,2006,7
jam,2007,7
jam,2008,7
jam,2009,7
jam,2010,7
jam,2011,7
jam,2012,7
jam,2013,7
jam,2014,8
jam,2015,8
jam,2016,8
jam,2017,8
jam,2018,8
jam,2019,8
jor,2004,7
jor,2005,7
jor,2006,7
jor,2007,7
jor,2008,7
jor,2009,7
jor,2010,7
jor,2011,7
jor,2012,7
jor,2013,7
jor,2014,6
jor,2015,6
jor,2016,6
jor,2017,6
jor,2018,6
jor,2019,6
jpn,2013,6
jpn,2014,6
jpn,2015,6
jpn,2016,6
jpn,2017,6
jpn,2018,6
jpn,2019,6
kaz,2004,7
kaz,2005,7
kaz,2006,7
kaz,2007,7
kaz,2008,4
kaz,2009,4
kaz,2010,4
kaz,2011,4
kaz,2012,4
kaz,2013,4
kaz,2014,4
kaz,2015,3
kaz,2016,3
kaz,2017,3
kaz,2018,3
kaz,2019,4
ken,2004,9
ken,2005,9
ken,2006,9
ken,2007,9
ken,2008,9
ken,2009,9
ken,2010,9
ken,2011,9
ken,2012,9
ken,2013,9
ken,2014,9
ken,2015,9
ken,2016,9
ken,2017,9
ken,2018,9
ken,2019,10
kgz,2004,6
kgz,2005,6
kgz,2006,6
kgz,2007,6
kgz,2008,6
kgz,2009,3
kgz,2010,3
kgz,2011,3
kgz,2012,3
kgz,2013,3
kgz,2014,3
kgz,2015,3
kgz,2016,3
kgz,2017,3
kgz,2018,3
kgz,2019,3
khm,2004,7
khm,2005,7
khm,2006,7
khm,2007,7
khm,2008,7
khm,2009,7
khm,2010,7
khm,2011,7
khm,2012,7
khm,2013,7
khm,2014,7
khm,2015,7
khm,2016,7
khm,2017,7
khm,2018,7
khm,2019,7
kir,2004,5
kir,2005,5
kir,2006,5
kir,2007,5
kir,2008,5
kir,2009,5
kir,2010,5
kir,2011,5
kir,2012,5
kir,2013,5
kir,2014,5
kir,2015,5
kir,2016,5
kir,2017,5
kir,2018,5
kir,2019,5
kna,2005,6
kna,2006,6
kna,2007,6
kna,2008,6
kna,2009,6
kna,2010,6
kna,2011,6
kna,2012,6
kna,2013,6
kna,2014,6
kna,2015,6
kna,2016,6
kna,2017,6
kna,2018,6
kna,2019,6
kor,2004,7
kor,2005,7
kor,2006,7
kor,2007,7
kor,2008,7
kor,2009,7
kor,2010,7
kor,2011,7
kor,2012,7
kor,2013,7
kor,2014,7
kor,2015,7
kor,2016,7
kor,2017,7
kor,2018,7
kor,2019,7
kos,2009,6
kos,2010,7
kos,2011,7
kos,2012,7
kos,2013,6
kos,2014,6
kos,2015,6
kos,2016,6
kos,2017,6
kos,2018,6
kos,2019,6
kwt,2004,9
kwt,2005,9
kwt,2006,9
kwt,2007,9
kwt,2008,9
kwt,2009,9
kwt,2010,9
kwt,2011,9
kwt,2012,9
kwt,2013,9
kwt,2014,9
kwt,2015,9
kwt,2016,9
kwt,2017,9
kwt,2018,9
kwt,2019,7
lao,2004,9
lao,2005,9
lao,2006,9
lao,2007,9
lao,2008,9
lao,2009,9
lao,2010,6
lao,2011,6
lao,2012,6
lao,2013,6
lao,2014,6
lao,2015,6
lao,2016,6
lao,2017,6
lao,2018,6
lao,2019,6
lbn,2004,8
lbn,2005,8
lbn,2006,8
lbn,2007,8
lbn,2008,8
lbn,2009,8
lbn,2010,8
lbn,2011,8
lbn,2012,8
lbn,2013,8
lbn,2014,8
lbn,2015,8
lbn,2016,8
lbn,2017,8
lbn,2018,8
lbn,2019,8
lbr,2006,10
lbr,2007,10
lbr,2008,10
lbr,2009,10
lbr,2010,10
lbr,2011,10
lbr,2012,10
lbr,2013,10
lbr,2014,10
lbr,2015,10
lbr,2016,10
lbr,2017,10
lbr,2018,10
lbr,2019,10
lca,2005,9
lca,2006,9
lca,2007,9
lca,2008,9
lca,2009,9
lca,2010,9
lca,2011,9
lca,2012,9
lca,2013,9
lca,2014,9
lca,2015,9
lca,2016,9
lca,2017,9
lca,2018,9
lca,2019,9
lie,2018,8
lie,2019,8
lka,2004,8
lka,2005,8
lka,2006,8
lka,2007,8
lka,2008,8
lka,2009,8
lka,2010,8
lka,2011,8
lka,2012,8
lka,2013,9
lka,2014,9
lka,2015,9
lka,2016,9
lka,2017,9
lka,2018,8
lka,2019,8
lso,2004,6
lso,2005,6
lso,2006,6
lso,2007,6
lso,2008,6
lso,2009,6
lso,2010,6
lso,2011,6
lso,2012,6
lso,2013,4
lso,2014,4
lso,2015,4
lso,2016,4
lso,2017,4
lso,2018,4
lso,2019,4
ltu,2004,3
ltu,2005,3
ltu,2006,3
ltu,2007,3
ltu,2008,3
ltu,2009,3
ltu,2010,3
ltu,2011,3
ltu,2012,3
ltu,2013,3
ltu,2014,3
ltu,2015,3
ltu,2016,3
ltu,2017,3
ltu,2018,3
ltu,2019,3
lux,2006,7
lux,2007,7
lux,2008,7
lux,2009,7
lux,2010,7
lux,2011,7
lux,2012,7
lux,2013,7
lux,2014,7
lux,2015,7
lux,2016,7
lux,2017,7
lux,2018,7
lux,2019,7
lva,2004,10
lva,2005,10
lva,2006,8
lva,2007,8
lva,2008,7
lva,2009,6
lva,2010,6
lva,2011,5
lva,2012,5
lva,2013,5
lva,2014,5
lva,2015,4
lva,2016,4
lva,2017,4
lva,2018,4
lva,2019,4
mar,2004,6
mar,2005,6
mar,2006,6
mar,2007,9
mar,2008,9
mar,2009,9
mar,2010,9
mar,2011,9
mar,2012,9
mar,2013,9
mar,2014,9
mar,2015,6
mar,2016,6
mar,2017,6
mar,2018,6
mar,2019,6
mda,2004,6
mda,2005,6
mda,2006,6
mda,2007,6
mda,2008,6
mda,2009,5
mda,2010,5
mda,2011,5
mda,2012,5
mda,2013,5
mda,2014,5
mda,2015,5
mda,2016,5
mda,2017,5
mda,2018,5
mda,2019,5
mdg,2004,6
mdg,2005,6
mdg,2006,6
mdg,2007,6
mdg,2008,6
mdg,2009,6
mdg,2010,6
mdg,2011,6
mdg,2012,6
mdg,2013,6
mdg,2014,6
mdg,2015,6
mdg,2016,6
mdg,2017,6
mdg,2018,6
mdg,2019,6
mdv,2010,6
mdv,2011,6
mdv,2012,6
mdv,2013,6
mdv,2014,6
mdv,2015,6
mdv,2016,6
mdv,2017,6
mdv,2018,6
mdv,2019,6
mex,2013,7.66
mex,2014,7.66
mex,2015,7.66
mex,2016,7.66
mex,2017,7.66
mex,2018,7.66
mex,2019,7.66
mkd,2004,8
mkd,2005,8
mkd,2006,8
mkd,2007,8
mkd,2008,8
mkd,2009,7
mkd,2010,7
mkd,2011,7
mkd,2012,7
mkd,2013,7
mkd,2014,7
mkd,2015,7
mkd,2016,7
mkd,2017,7
mkd,2018,7
mkd,2019,7
mli,2004,5
mli,2005,5
mli,2006,5
mli,2007,5
mli,2008,5
mli,2009,5
mli,2010,5
mli,2011,5
mli,2012,5
mli,2013,5
mli,2014,5
mli,2015,5
mli,2016,5
mli,2017,5
mli,2018,5
mli,2019,5
mlt,2011,7
mlt,2012,7
mlt,2013,7
mlt,2014,7
mlt,2015,7
mlt,2016,7
mlt,2017,7
mlt,2018,7
mlt,2019,7
mmr,2012,6
mmr,2013,6
mmr,2014,6
mmr,2015,6
mmr,2016,6
mmr,2017,6
mmr,2018,6
mmr,2019,6
mne,2006,7
mne,2007,7
mne,2008,7
mne,2009,7
mne,2010,7
mne,2011,7
mne,2012,7
mne,2013,6
mne,2014,6
mne,2015,6
mne,2016,6
mne,2017,6
mne,2018,6
mne,2019,6
mng,2004,5
mng,2005,5
mng,2006,5
mng,2007,5
mng,2008,5
mng,2009,5
mng,2010,5
mng,2011,5
mng,2012,5
mng,2013,5
mng,2014,5
mng,2015,5
mng,2016,5
mng,2017,5
