geo,time,se_prm_rept_zs
qat,1979,13.11827
qat,1980,13.07952
qat,1981,10.57584
qat,1982,7.79018
qat,1984,8.45768
qat,1985,9.16322
qat,1986,8.38173
qat,1987,9.76425
qat,1988,7.45696
qat,1989,6.3663
qat,1990,6.26498
qat,1991,5.62384
qat,1992,4.75556
qat,1993,3.8627
qat,1994,3.33167
qat,1995,3.27259
qat,1996,3.0281
qat,1998,2.6589
qat,1999,2.70705
qat,2005,2.70606
qat,2006,1.5382
qat,2007,0.85618
qat,2008,0.6285
qat,2009,0.47492
qat,2011,0.2253
qat,2013,0.77967
qat,2014,1.90968
qat,2015,1.51275
qat,2016,1.87146
qat,2017,1.56721
rou,1990,1.7637
rou,1993,4.23708
rou,1995,2.76435
rou,1996,2.75139
rou,1997,2.79867
rou,1999,3.36822
rou,2000,3.38091
rou,2001,3.16042
rou,2002,3.12794
rou,2003,2.76431
rou,2004,2.44805
rou,2005,2.25849
rou,2006,2.18858
rou,2007,1.27442
rou,2008,1.70555
rou,2009,1.68072
rou,2010,1.80246
rou,2011,1.64269
rou,2012,1.50004
rou,2015,0.85332
rou,2016,1.15
rou,2017,1.30266
rus,1994,1.97726
rus,1995,1.87285
rus,1999,1.37325
rus,2000,1.20392
rus,2001,1.10205
rus,2002,0.89365
rus,2003,0.75015
rus,2006,0.56866
rus,2007,0.49249
rus,2008,0.4258
rus,2009,0.38871
rus,2011,0.36656
rus,2012,0.36159
rus,2013,0.36727
rus,2014,0.38222
rus,2015,0.30472
rus,2016,0.27733
rus,2017,0.28838
rwa,1971,29.61492
rwa,1972,27.79178
rwa,1973,24.21705
rwa,1974,23.68586
rwa,1975,21.05146
rwa,1977,16.89186
rwa,1978,16.71838
rwa,1980,7.07557
rwa,1981,6.57568
rwa,1982,14.50377
rwa,1983,14.43176
rwa,1984,12.8716
rwa,1985,12.56589
rwa,1986,12.87176
rwa,1987,13.41357
rwa,1988,10.34357
rwa,1989,10.62768
rwa,1990,11.0831
rwa,1991,12.7926
rwa,1992,14.38077
rwa,1999,29.10196
rwa,2000,32.54292
rwa,2001,36.09305
rwa,2002,36.09309
rwa,2003,16.5118
rwa,2004,18.83329
rwa,2006,14.60962
rwa,2008,17.70001
rwa,2009,14.78007
rwa,2010,13.78895
rwa,2011,13.54264
rwa,2012,12.60861
rwa,2013,12.45681
rwa,2014,17.07883
rwa,2015,18.79345
rwa,2016,18.28248
rwa,2017,16.14479
rwa,2018,13.58886
sau,1979,13.62736
sau,2005,5.05568
sau,2007,3.19786
sau,2008,3.31031
sau,2011,1.98406
sau,2012,1.43627
sau,2013,1.38265
sau,2014,0.96491
sau,2015,1.17897
sau,2016,1.22627
sau,2017,1.37092
sau,2018,1.22919
sdn,2010,4.25182
sdn,2012,3.52636
sdn,2013,3.28622
sdn,2014,3.65499
sdn,2015,3.47549
sdn,2016,3.80982
sdn,2017,2.55224
sen,1971,19.829
sen,1972,19.2191
sen,1973,17.61109
sen,1978,14.92996
sen,1979,15.34157
sen,1980,16.05972
sen,1981,15.56863
sen,1982,15.66187
sen,1983,15.72633
sen,1984,15.23677
sen,1985,15.95231
sen,1986,16.31026
sen,1988,14.83639
sen,1989,15.88234
sen,1990,16.1782
sen,1992,16.08968
sen,1994,15.02018
sen,1996,13.95334
sen,1997,13.41722
sen,1998,13.34561
sen,1999,14.36796
sen,2000,13.61708
sen,2001,13.91266
sen,2002,13.64502
sen,2003,13.77437
sen,2004,12.94277
sen,2005,11.85524
sen,2006,10.63467
sen,2007,10.63467
sen,2008,7.68305
sen,2009,7.49595
sen,2010,6.25785
sen,2011,2.99014
sen,2012,3.42277
sen,2013,2.79379
sen,2014,2.87852
sen,2015,2.72686
sen,2016,3.70608
sen,2017,1.40761
sen,2018,3.58786
sgp,1972,8.37383
sgp,1973,7.35742
sgp,1974,7.592
sgp,1975,7.84346
sgp,1976,9.83384
sgp,1977,20.87782
sgp,1978,12.57985
sgp,1979,8.53988
sgp,1980,6.61897
sgp,1981,4.04483
sgp,1982,1.90076
sgp,1983,1.26135
sgp,1984,1.12846
sgp,2007,0.3454
sgp,2008,0.30964
sgp,2009,0.39375
sgp,2016,0.16249
sgp,2017,0.15683
slb,1975,5.46086
slb,1980,4.8805
slb,1981,4.16709
slb,1982,4.23635
slb,1983,4.0111
slb,1984,4.32813
slb,1986,7.28964
slb,1990,10.42481
slb,1991,6.17755
slb,1992,6.15716
slb,1993,5.94964
slb,1994,8.66051
slb,2010,7.24059
slb,2011,8.14655
slb,2012,8.1899
slb,2013,7.06846
slb,2014,7.09936
slb,2015,9.4027
slb,2016,8.86169
slb,2017,6.79914
slb,2018,5.7812
sle,1978,15.03413
sle,1982,14.57097
sle,1983,14.76468
sle,2007,9.94278
sle,2011,15.64709
sle,2012,14.07242
sle,2013,13.74022
sle,2015,13.3732
sle,2016,5.86047
sle,2017,6.19393
sle,2018,1.48204
slv,1971,17.4365
slv,1972,9.38551
slv,1973,7.60983
slv,1974,8.30355
slv,1975,8.56552
slv,1976,8.74699
slv,1977,8.73881
slv,1981,10.368
slv,1982,9.3538
slv,1983,9.12477
slv,1984,9.83564
slv,1987,8.87716
slv,1988,8.25712
slv,1989,9.37657
slv,1991,9.61967
slv,1992,8.07467
slv,1993,9.13858
slv,1995,7.36927
slv,1996,5.10881
slv,1998,7.52298
slv,2000,6.65489
slv,2001,6.46997
slv,2002,6.96696
slv,2003,6.71943
slv,2005,6.41416
slv,2006,7.54101
slv,2007,6.64812
slv,2008,6.10418
slv,2009,5.2006
slv,2010,5.73422
slv,2011,5.76486
slv,2012,6.36178
slv,2013,6.78741
slv,2014,6.05582
slv,2015,5.63361
slv,2016,4.63183
slv,2017,3.21713
slv,2018,3.78063
smr,1971,4.39292
smr,1972,1.87424
smr,1973,1.48544
smr,1983,1.13865
smr,1984,0.41209
smr,1985,0.20833
smr,1986,0.28349
smr,1987,0.2201
smr,1988,0.69876
smr,1989,0.63191
smr,1990,0.326
smr,1991,0.24752
smr,1992,0.16667
smr,1993,0.33613
smr,1994,0.42882
smr,1996,0.08818
smr,1997,0.08547
smr,2000,0
smr,2004,0
smr,2008,0
smr,2009,0
smr,2010,0
smr,2011,0
smr,2012,0
smr,2018,0
som,1975,0
srb,2007,0.61615
srb,2008,0.62184
srb,2009,0.65015
srb,2010,0.52126
srb,2011,0.39004
srb,2012,0.39011
srb,2013,0.42714
srb,2014,0.44846
srb,2015,0.6479
srb,2016,0.7873
srb,2017,0.66293
srb,2018,0.55998
ssd,2011,11.06272
stp,1977,46.59243
stp,1980,30.5712
stp,1981,29.50049
stp,1982,25.18008
stp,1983,20.76761
stp,1984,19.05632
stp,1985,20.85181
stp,1987,47.48971
stp,1988,35.20862
stp,1990,29.4723
stp,1999,30.67441
stp,2002,25.78874
stp,2003,28.87518
stp,2004,24.64075
stp,2005,23.47381
stp,2007,25.94834
stp,2008,24.22048
stp,2009,14.86283
stp,2010,12.83855
stp,2011,12.38014
stp,2012,11.37403
stp,2014,10.7732
stp,2016,13.66154
stp,2017,12.25128
sur,1976,23.89517
sur,1977,22.59252
sur,1978,25.36774
sur,1979,25.79121
sur,1981,22.33357
sur,1982,21.22174
sur,1983,21.72448
sur,1984,22.6401
sur,1985,21.69228
sur,1987,23.06292
sur,1988,23.39291
sur,1989,22.89431
sur,2005,20.2573
sur,2006,13.98345
sur,2007,15.73362
sur,2008,17.21022
sur,2009,17.0836
sur,2010,17.59654
sur,2011,16.56967
sur,2012,16.80336
sur,2013,16.16065
sur,2014,15.81612
sur,2015,16.58601
sur,2016,17.14249
sur,2017,16.80879
sur,2018,16.44005
svk,1992,2.39934
svk,1993,2.15599
svk,1994,2.08771
svk,1995,2.1378
svk,1996,2.14104
svk,1997,2.12971
svk,1998,2.32
svk,1999,2.31459
svk,2000,2.42212
svk,2001,2.40082
svk,2002,2.51942
svk,2003,2.46293
svk,2004,2.60174
svk,2005,2.64168
svk,2006,2.75599
svk,2007,2.71498
svk,2008,2.95904
svk,2009,3.22307
svk,2010,3.15035
svk,2011,2.83826
svk,2012,2.88403
svk,2013,2.7738
svk,2014,2.94762
svk,2015,3.12855
svk,2016,3.09188
svk,2017,3.29685
svn,1993,1.01971
svn,1994,0.98316
svn,1995,1.15576
svn,1996,0.97356
svn,1997,1.1288
svn,1998,0.87985
svn,1999,1.03675
svn,2000,0.95452
svn,2001,0.78483
svn,2002,0.75563
svn,2003,0.57989
svn,2004,0.50872
svn,2005,0.46481
svn,2006,0.46422
svn,2007,0.42653
svn,2008,0.57225
svn,2009,0.60689
svn,2010,0.74193
svn,2011,0.71718
svn,2012,0.77988
svn,2013,0.77873
svn,2014,0.78332
svn,2015,0.73953
svn,2016,0.84463
svn,2017,0.84917
swe,1971,0
swe,1972,0
swe,1973,0
swe,1974,0
swe,1975,0
swe,1976,0
swe,1977,0
swe,1978,0
swe,1979,0
swe,1980,0
swe,1981,0
swe,1982,0
swe,1983,0
swe,1984,0
swe,1987,0
swe,1988,0
swe,1989,0
swe,1990,0
swe,1991,0
swe,1992,0
swe,1999,0
swe,2000,0
swe,2001,0
swe,2002,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swz,1970,10.53508
swz,1971,15.27675
swz,1972,15.44346
swz,1973,13.31432
swz,1974,10.40413
swz,1975,10.14655
swz,1976,10.55532
swz,1977,10.51996
swz,1978,10.7001
swz,1979,10.87428
swz,1980,10.87762
swz,1981,11.81273
swz,1982,12.81454
swz,1983,12.9039
swz,1984,12.58028
swz,1985,13.97754
swz,1986,14.8742
swz,1987,15.28194
swz,1988,15.08159
swz,1989,14.89275
swz,1990,14.8888
swz,1991,15.30872
swz,1992,15.36234
swz,1993,15.78184
swz,1994,14.79291
swz,1995,15.58366
swz,1996,15.49454
swz,1997,15.74948
swz,1998,15.3138
swz,1999,17.06244
swz,2000,16.08189
swz,2001,16.70164
swz,2002,15.47812
swz,2003,16.34012
swz,2004,16.15786
swz,2005,17.31529
swz,2006,16.53692
swz,2007,18.03571
swz,2009,16.88315
swz,2010,15.11957
swz,2011,15.48717
swz,2012,15.48521
swz,2013,16.88987
swz,2014,15.66315
swz,2015,15.60372
swz,2016,13.93142
swz,2017,13.44909
sxm,2012,10.37657
sxm,2014,6.58145
syc,1970,0.61795
syc,1971,0.46173
syc,1972,0.49633
syc,1974,1.81555
syc,1975,1.14347
syc,1976,0.38191
syc,1977,0.54995
syc,1978,0.81004
syc,1980,0
syc,1981,0
syc,1982,0
syc,1983,0
syc,1984,0
syc,1985,0
syc,1986,0
syc,1987,0
syc,1988,0
syc,1989,0
syc,1991,0
syc,1992,0
syc,1993,0
syc,1994,0
syr,1971,10.88988
syr,1972,9.27288
syr,1973,9.10614
syr,1974,9.28033
syr,1975,9.83253
syr,1976,10.13671
syr,1977,9.82029
syr,1978,8.80548
syr,1979,8.83712
syr,1980,8.80873
syr,1981,8.13846
syr,1982,8.19794
syr,1983,8.20552
syr,1984,7.73555
syr,1985,7.78572
syr,1986,7.48259
syr,1987,7.14122
syr,1988,7.12387
syr,1989,7.11946
syr,1990,7.33755
syr,1991,7.03919
syr,1992,6.84795
syr,1993,7.24248
syr,1994,7.03286
syr,1995,7.56452
syr,1996,7.22727
syr,1997,7.32375
syr,1998,6.8679
syr,1999,6.4834
syr,2000,7.06787
syr,2001,7.1938
syr,2002,6.7524
syr,2003,8.02464
syr,2004,7.47819
syr,2005,7.3089
syr,2006,6.4158
syr,2007,6.98646
syr,2008,7.45747
syr,2009,7.69487
syr,2010,7.59501
syr,2011,7.49737
syr,2012,7.43726
syr,2013,7.35015
tca,1994,0
tca,1997,8.70947
tca,2000,8.37463
tca,2001,8.68566
tca,2002,6.83201
tca,2004,5.47945
tca,2005,2.92793
tca,2009,1.83328
tca,2014,1.54892
tca,2015,4.65658
tca,2018,2.09239
tcd,1971,27.05484
tcd,1974,33.95748
tcd,1976,34.88494
tcd,1977,35.92054
tcd,1988,32.33979
tcd,1989,32.83883
tcd,1990,33.30245
tcd,1991,32.29461
tcd,1994,28.7608
tcd,1995,34.51002
tcd,1996,32.87579
tcd,1997,32.01661
tcd,1998,30.66594
tcd,1999,25.934
tcd,2000,24.56327
tcd,2001,25.51889
tcd,2002,25.25784
tcd,2003,23.83916
tcd,2004,20.23027
tcd,2005,22.45434
tcd,2006,21.80502
tcd,2007,21.80499
tcd,2008,22.82621
tcd,2009,22.82622
tcd,2010,22.35584
tcd,2011,21.64583
tcd,2012,22.99458
tcd,2013,24.31167
tcd,2015,23.32902
tcd,2016,16.82343
tgo,1971,33.89641
tgo,1972,31.60795
tgo,1976,28.81081
tgo,1978,27.79995
tgo,1979,29.80655
tgo,1980,30.86612
tgo,1981,35.50124
tgo,1982,36.77831
tgo,1983,34.88094
tgo,1984,35.82435
tgo,1985,36.56334
tgo,1986,34.82753
tgo,1987,34.70917
tgo,1988,30.90614
tgo,1989,37.08947
tgo,1990,33.61171
tgo,1991,35.77737
tgo,1992,37.02287
tgo,1994,45.95537
tgo,1995,33.07909
tgo,1996,24.21692
tgo,1999,31.16567
tgo,2000,26.95244
tgo,2001,24.00553
tgo,2002,22.47369
tgo,2003,23.6758
tgo,2004,23.83601
tgo,2005,22.92278
tgo,2006,23.79082
tgo,2007,23.73071
tgo,2008,22.84332
tgo,2009,22.36464
tgo,2010,22.12897
tgo,2011,21.54467
tgo,2012,19.98708
tgo,2013,17.92848
tgo,2014,11.19977
tgo,2015,8.8242
tgo,2016,7.90809
tgo,2017,7.72607
tgo,2018,7.56026
tha,1975,10.31878
tha,1976,10.29022
tha,1977,10.10394
tha,1978,10.15614
tha,1981,8.25463
tha,1999,3.48275
tha,2000,3.54549
tha,2001,3.85686
tha,2015,1.9588
tha,2016,1.85378
tha,2017,1.71618
tha,2018,1.38965
tjk,1995,0.46603
tjk,1997,0.49305
tjk,1999,0.54208
tjk,2000,0.34326
tjk,2001,0.45376
tjk,2002,0.37602
tjk,2003,0.29931
tjk,2004,0.23353
tjk,2005,0.21469
tjk,2006,0.19363
tjk,2007,0.18418
tjk,2008,0.25179
tjk,2009,0.29536
tjk,2010,0.2916
tjk,2011,0.09451
tjk,2012,0.21252
tjk,2014,0.05601
tjk,2015,0.03733
tjk,2016,0.04189
tjk,2017,0.07522
tls,2008,12.79239
tls,2009,18.42469
tls,2010,16.83849
tls,2011,18.31141
tls,2012,17.3218
tls,2013,17.82737
tls,2014,17.74844
tls,2015,14.91795
tls,2016,16.29705
tls,2017,14.99091
tls,2018,13.39682
ton,1977,5.2225
ton,1978,5.778
ton,1979,5.13067
ton,1981,9.16264
ton,1982,7.90372
ton,1983,7.5816
ton,1984,6.48898
ton,1985,7.53276
ton,1986,5.59366
ton,1990,4.11572
ton,1991,8.93113
ton,1993,7.9383
ton,1998,7.43013
ton,1999,8.82441
ton,2001,6.21734
ton,2005,4.84382
ton,2006,5.17679
ton,2012,2.81036
ton,2013,3.0491
tto,1982,3.87258
tto,1985,4.835
tto,1988,3.53844
tto,1991,3.40323
tto,1992,3.22106
tto,1993,3.58372
tto,1996,5.92634
tto,1997,5.6057
tto,1999,4.65378
tto,2000,7.91956
tto,2001,6.29417
tto,2003,4.96965
tto,2004,5.19834
tto,2005,5.23041
tto,2007,3.71769
tto,2008,6.59306
tto,2009,5.79388
tto,2010,6.32509
tun,1971,29.22805
tun,1972,29.3481
tun,1973,16.95301
tun,1974,16.79257
tun,1975,17.05497
tun,1976,19.3341
tun,1977,24.28121
tun,1978,21.61874
tun,1979,22.13109
tun,1980,22.31613
tun,1981,20.60327
tun,1982,19.57685
tun,1983,20.32488
tun,1984,19.86387
tun,1985,20.92114
tun,1986,20.36206
tun,1987,22.17873
tun,1988,22.84361
tun,1989,21.14062
tun,1990,20.57022
tun,1991,19.75947
tun,1992,20.46332
tun,1993,18.54361
tun,1994,17.81798
tun,1995,16.3173
tun,1996,17.29975
tun,1997,16.0662
tun,1999,18.26303
tun,2000,16.15453
tun,2001,14.10834
tun,2002,9.83664
tun,2003,9.15502
tun,2004,7.27938
tun,2005,8.50713
tun,2006,6.05211
tun,2007,7.41059
tun,2008,8.45843
tun,2009,6.78293
tun,2010,5.95452
tun,2013,7.2111
tun,2014,6.82369
tun,2015,0.03112
tun,2016,11.52009
tun,2017,11.23848
tur,1984,8.82067
tur,1985,9.15722
tur,1986,8.34329
tur,1987,8.04163
tur,1988,7.54361
tur,1989,7.5889
tur,1990,6.94222
tur,1991,6.76081
tur,1992,6.67001
tur,1993,5.72416
tur,1994,5.12841
tur,1995,4.905
tur,2004,2.92024
tur,2005,2.54156
tur,2006,2.53105
tur,2007,2.22117
tur,2008,2.12794
tur,2009,1.75646
tur,2010,1.69514
tur,2011,2.35584
tur,2012,2.26257
tur,2013,2.06249
tur,2014,1.84557
tur,2015,1.76959
tur,2016,2.04456
tur,2017,2.37347
tuv,1990,0
tuv,1991,0
tuv,1993,0
tuv,1994,0
tuv,1998,6.48344
tuv,2015,0.0672
tuv,2016,0.07553
tuv,2018,0.45317
tza,1971,1.5747
tza,1972,1.31422
tza,1973,1.0906
tza,1974,0.85787
tza,1975,0.4875
tza,1976,0.4096
tza,1981,1.22147
tza,1982,1.22205
tza,1983,1.119
tza,1984,1.01306
tza,1985,0.96951
tza,1986,1.18639
tza,1987,4.70721
tza,1988,5.60735
tza,1989,4.5097
tza,1990,4.31347
tza,1991,3.71897
tza,1992,3.44932
tza,1993,3.08261
tza,1994,2.9321
tza,1997,2.14603
tza,1998,2.94612
tza,1999,3.1625
tza,2000,2.62264
tza,2001,2.52383
tza,2002,2.40844
tza,2004,5.30402
tza,2005,5.82542
tza,2006,4.8785
tza,2007,4.22038
tza,2009,2.3555
tza,2010,2.39149
tza,2012,2.62955
tza,2013,3.50361
tza,2016,4.51278
tza,2018,1.87322
uga,1975,10.20518
uga,1976,11.33154
uga,1979,9.60338
uga,1982,10.08826
uga,1986,14.07535
uga,2001,9.50398
uga,2002,10.52894
uga,2003,13.28744
uga,2004,13.74929
uga,2005,13.14414
uga,2007,14.7897
uga,2008,10.95258
uga,2009,13.88002
uga,2010,10.75543
uga,2011,10.24992
uga,2012,10.61228
uga,2013,10.33076
uga,2014,7.10697
uga,2015,7.17833
uga,2016,7.88989
uga,2017,8.80427
ukr,1971,0.49478
ukr,1972,0.46609
ukr,1973,0.38841
ukr,1974,0.35065
ukr,1976,0.25933
ukr,1977,0.2734
ukr,1978,0.27635
ukr,1979,0.26568
ukr,1980,0.25259
ukr,1982,0.33191
ukr,1983,0.38568
ukr,1984,0.46592
ukr,1985,0.54207
ukr,1988,0.62334
ukr,1990,0.9175
ukr,1991,0.97163
ukr,1992,0.95289
ukr,1993,1.03952
ukr,1994,0.92457
ukr,1998,0.85233
ukr,1999,0.79428
ukr,2000,0.70347
ukr,2001,0.48113
ukr,2002,0.19682
ukr,2003,0.13792
ukr,2004,0.12411
ukr,2005,0.10783
ukr,2006,0.11872
ukr,2007,0.11882
ukr,2008,0.1165
ukr,2009,0.09263
ukr,2010,0.07103
ukr,2011,0.06396
ukr,2012,0.05586
ukr,2013,0.05475
ukr,2014,0.05668
ukr,2015,0.05115
ukr,2016,0.06178
ukr,2017,0.07049
ukr,2018,0.07265
ury,1970,14.39525
ury,1971,13.60661
ury,1972,13.62912
ury,1973,13.37752
ury,1974,14.00556
ury,1976,13.78607
ury,1977,12.94422
ury,1978,12.87958
ury,1979,13.01117
ury,1980,12.42306
ury,1985,11.34572
ury,1986,10.26085
ury,1987,9.76687
ury,1988,9.02854
ury,1989,8.57098
ury,1990,9.16182
ury,1991,10.32574
ury,1992,10.22573
ury,1993,9.83578
ury,1994,9.8923
ury,1995,9.70817
ury,1996,9.47672
ury,1997,8.20882
ury,1998,8.40248
ury,1999,7.93127
ury,2000,8.89855
ury,2001,9.00664
ury,2002,8.35558
ury,2003,8.33856
ury,2004,7.45976
ury,2005,7.48846
ury,2006,7.0109
ury,2007,6.95751
ury,2008,6.75727
ury,2009,5.41109
ury,2010,5.5273
ury,2011,5.38069
ury,2012,5.28029
ury,2013,4.84566
ury,2014,4.62806
ury,2015,4.45226
ury,2016,4.23555
usa,2017,1.60894
uzb,1994,0.21497
uzb,1995,0.16914
uzb,1999,0.06997
uzb,2000,0.05899
uzb,2001,0.05093
uzb,2002,0.03509
uzb,2003,0.02523
uzb,2004,0.02056
uzb,2005,0.01435
uzb,2006,0.01287
uzb,2007,0.0085
uzb,2008,0.00589
uzb,2009,0.00396
uzb,2010,0.007
uzb,2011,0.00431
uzb,2012,0.00496
uzb,2013,0.00439
uzb,2014,0.00423
uzb,2015,0.00286
uzb,2016,0.00208
uzb,2017,0.00205
uzb,2018,0.00125
vct,1999,9.10374
vct,2002,10.40265
vct,2003,9.95759
vct,2004,6.35265
vct,2005,4.05981
vct,2008,4.55833
vct,2010,4.65535
vct,2011,4.78186
vct,2012,4.90189
vct,2013,4.44559
vct,2014,2.62158
vct,2015,3.98144
vct,2016,2.29152
vct,2017,2.82512
vct,2018,2.06092
ven,1971,2.15011
ven,1972,2.66418
ven,1973,2.54212
ven,1974,2.65202
ven,1975,2.88369
ven,1976,2.72191
ven,1977,2.53635
ven,1978,7.57899
ven,1979,8.58164
ven,1980,9.27567
ven,1981,9.84036
ven,1982,9.9445
ven,1983,9.98521
ven,1984,9.88404
ven,1985,9.7036
ven,1986,9.4169
ven,1987,9.23494
ven,1988,9.46609
ven,1989,9.98753
ven,1990,10.19541
ven,1991,10.47982
ven,1992,10.64067
ven,1993,10.98845
ven,1996,10.18429
ven,1997,9.88719
ven,1999,7.01413
ven,2000,6.68319
ven,2001,6.6832
ven,2002,7.65369
ven,2003,7.50177
ven,2004,7.34837
ven,2005,6.77531
ven,2006,6.11539
ven,2007,4.91432
ven,2008,3.37052
ven,2009,3.47701
ven,2010,3.69488
ven,2011,3.52591
ven,2012,3.16562
ven,2013,3.22968
ven,2014,3.00046
ven,2015,3.00004
ven,2016,2.99774
ven,2017,2.93829
vgb,1985,9.61817
vgb,1994,6.59472
vgb,2000,2.7402
vgb,2002,3.69975
vgb,2003,4.38849
vgb,2004,4.10765
vgb,2005,6.84647
vgb,2006,6.77386
vgb,2007,4.46781
vgb,2009,6.32992
vgb,2010,5.62324
vgb,2011,7.17017
vgb,2012,4.99368
vgb,2013,5.84923
vgb,2014,5.85902
vgb,2015,5.53901
vgb,2016,2.65941
vgb,2017,3.08938
vir,1993,46.60341
vnm,1979,6.85674
vnm,1999,3.75809
vnm,2000,3.33336
vnm,2001,2.88088
vnm,2002,2.3953
vnm,2003,2.39529
vnm,2011,1.50767
vnm,2012,1.3039
vnm,2013,1.02726
vnm,2014,0.9943
vnm,2015,0.94751
vnm,2016,0.80931
vnm,2017,0.80931
vnm,2018,0.81974
vut,1992,12.63943
vut,1994,14.53794
vut,1998,10.96142
vut,2000,10.55951
vut,2001,6.71838
vut,2002,8.11849
vut,2003,9.14238
vut,2004,10.67505
vut,2007,13.55739
vut,2008,13.01671
vut,2009,14.01114
vut,2010,13.3958
vut,2013,15.56325
wsm,1994,1.10566
wsm,1995,1.9194
wsm,1996,1.79927
wsm,1997,0.85295
wsm,1998,1.6728
wsm,1999,0.97447
wsm,2000,0.99907
wsm,2001,0.90744
wsm,2002,2.15853
wsm,2003,2.06381
wsm,2004,1.65196
wsm,2005,1.32089
wsm,2006,1.32062
wsm,2007,1.2122
wsm,2009,0.97091
wsm,2010,0.94263
wsm,2011,1.57066
wsm,2012,1.08139
wsm,2014,1.3748
wsm,2015,1.34696
wsm,2016,1.33317
wsm,2017,1.14416
wsm,2018,0.99025
yem,1999,10.61674
yem,2001,6.9614
yem,2002,6.93835
yem,2003,4.33378
yem,2004,4.33145
yem,2005,4.90346
yem,2008,5.72388
yem,2010,6.52228
yem,2012,6.6545
yem,2013,8.42028
yem,2016,5.87759
zaf,1991,12.33967
zaf,1998,7.9732
zaf,1999,10.38967
zaf,2000,8.7918
zaf,2001,9.36351
zaf,2002,7.40127
zaf,2003,5.21703
zaf,2004,7.96037
zaf,2015,9.24749
zaf,2016,8.78802
zmb,1972,2.00187
zmb,1973,1.92734
zmb,1974,2.03999
zmb,1975,2.05435
zmb,1976,1.72514
zmb,1977,1.32128
zmb,1978,1.14881
zmb,1979,1.58098
zmb,1980,1.85021
zmb,1981,1.46328
zmb,1982,1.28537
zmb,1983,1.46074
zmb,1984,1.75324
zmb,1986,2.16411
zmb,1994,2.40472
zmb,1995,2.79902
zmb,1998,6.2023
zmb,1999,6.08501
zmb,2000,6.17957
zmb,2002,7.56489
zmb,2004,6.93448
zmb,2005,6.32626
zmb,2006,6.85602
zmb,2007,6.49999
zmb,2008,5.88221
zmb,2009,6.17844
zmb,2010,6.02232
zmb,2011,5.90343
zmb,2012,5.34776
zmb,2013,5.5269
zwe,1984,0.81779
zwe,2012,2.11712
zwe,2013,1.89476
