geo,time,sp_pop_65up_ma_in
qat,1965,849
qat,1966,887
qat,1967,919
qat,1968,964
qat,1969,1015
qat,1970,1086
qat,1971,1188
qat,1972,1328
qat,1973,1487
qat,1974,1662
qat,1975,1828
qat,1976,1856
qat,1977,1839
qat,1978,1807
qat,1979,1807
qat,1980,1858
qat,1981,1974
qat,1982,2139
qat,1983,2333
qat,1984,2514
qat,1985,2663
qat,1986,2888
qat,1987,3116
qat,1988,3336
qat,1989,3556
qat,1990,3784
qat,1991,4050
qat,1992,4265
qat,1993,4411
qat,1994,4502
qat,1995,4538
qat,1996,4840
qat,1997,5220
qat,1998,5670
qat,1999,6150
qat,2000,6645
qat,2001,6409
qat,2002,6172
qat,2003,6077
qat,2004,6280
qat,2005,6834
qat,2006,6875
qat,2007,7102
qat,2008,7235
qat,2009,7169
qat,2010,6944
qat,2011,8436
qat,2012,10221
qat,2013,12151
qat,2014,14155
qat,2015,16264
qat,2016,19332
qat,2017,22713
qat,2018,26435
qat,2019,30507
qat,2020,34915
rou,1960,512214
rou,1961,533766
rou,1962,556917
rou,1963,581574
rou,1964,605880
rou,1965,628336
rou,1966,652294
rou,1967,675729
rou,1968,694785
rou,1969,713287
rou,1970,736495
rou,1971,760924
rou,1972,789187
rou,1973,818892
rou,1974,847770
rou,1975,876194
rou,1976,911499
rou,1977,940476
rou,1978,962356
rou,1979,972076
rou,1980,969811
rou,1981,961341
rou,1982,942351
rou,1983,918754
rou,1984,900148
rou,1985,892018
rou,1986,904284
rou,1987,922445
rou,1988,944650
rou,1989,969688
rou,1990,994383
rou,1991,1017632
rou,1992,1043746
rou,1993,1078904
rou,1994,1110949
rou,1995,1136942
rou,1996,1174917
rou,1997,1203648
rou,1998,1226617
rou,1999,1247956
rou,2000,1269311
rou,2001,1282874
rou,2002,1290801
rou,2003,1309505
rou,2004,1320746
rou,2005,1319280
rou,2006,1325048
rou,2007,1308463
rou,2008,1283844
rou,2009,1271582
rou,2010,1267987
rou,2011,1274162
rou,2012,1285751
rou,2013,1302331
rou,2014,1321078
rou,2015,1339564
rou,2016,1371631
rou,2017,1402244
rou,2018,1430763
rou,2019,1458207
rou,2020,1482565
rus,1960,2166124
rus,1961,2214620
rus,1962,2260276
rus,1963,2305234
rus,1964,2351065
rus,1965,2400467
rus,1966,2459893
rus,1967,2519822
rus,1968,2582993
rus,1969,2652238
rus,1970,2728326
rus,1971,2841969
rus,1972,2947218
rus,1973,3048223
rus,1974,3153194
rus,1975,3266524
rus,1976,3407930
rus,1977,3560527
rus,1978,3702046
rus,1979,3800177
rus,1980,3840091
rus,1981,3871828
rus,1982,3855705
rus,1983,3808719
rus,1984,3758985
rus,1985,3714318
rus,1986,3727312
rus,1987,3732053
rus,1988,3757556
rus,1989,3845149
rus,1990,4000336
rus,1991,4266361
rus,1992,4591207
rus,1993,4921895
rus,1994,5193977
rus,1995,5372737
rus,1996,5540033
rus,1997,5604862
rus,1998,5621331
rus,1999,5654088
rus,2000,5736051
rus,2001,5933463
rus,2002,6167888
rus,2003,6378921
rus,2004,6480950
rus,2005,6431062
rus,2006,6404960
rus,2007,6290584
rus,2008,6141787
rus,2009,6020263
rus,2010,5946935
rus,2011,5967819
rus,2012,6014140
rus,2013,6083183
rus,2014,6172125
rus,2015,6278602
rus,2016,6498727
rus,2017,6731767
rus,2018,6964320
rus,2019,7190286
rus,2020,7394786
rwa,1960,41924
rwa,1961,42797
rwa,1962,43549
rwa,1963,44187
rwa,1964,44703
rwa,1965,45116
rwa,1966,45804
rwa,1967,46428
rwa,1968,46980
rwa,1969,47464
rwa,1970,47863
rwa,1971,48609
rwa,1972,49229
rwa,1973,49705
rwa,1974,49982
rwa,1975,50063
rwa,1976,50552
rwa,1977,50934
rwa,1978,51186
rwa,1979,51283
rwa,1980,51230
rwa,1981,51655
rwa,1982,51910
rwa,1983,52275
rwa,1984,53066
rwa,1985,54453
rwa,1986,57235
rwa,1987,60529
rwa,1988,63813
rwa,1989,66533
rwa,1990,68433
rwa,1991,71662
rwa,1992,73271
rwa,1993,74178
rwa,1994,75816
rwa,1995,79193
rwa,1996,85644
rwa,1997,95844
rwa,1998,108871
rwa,1999,122040
rwa,2000,132767
rwa,2001,131434
rwa,2002,126463
rwa,2003,119654
rwa,2004,112993
rwa,2005,107430
rwa,2006,106691
rwa,2007,106749
rwa,2008,107235
rwa,2009,107665
rwa,2010,107836
rwa,2011,110420
rwa,2012,113006
rwa,2013,115925
rwa,2014,119613
rwa,2015,124347
rwa,2016,131663
rwa,2017,139852
rwa,2018,148723
rwa,2019,158022
rwa,2020,167671
sau,1960,69203
sau,1961,71354
sau,1962,73596
sau,1963,75884
sau,1964,78136
sau,1965,80333
sau,1966,82776
sau,1967,85189
sau,1968,87669
sau,1969,90324
sau,1970,93224
sau,1971,96343
sau,1972,99828
sau,1973,103722
sau,1974,108037
sau,1975,112787
sau,1976,116555
sau,1977,120669
sau,1978,125329
sau,1979,130732
sau,1980,137005
sau,1981,141662
sau,1982,146636
sau,1983,151760
sau,1984,156829
sau,1985,161616
sau,1986,170647
sau,1987,181019
sau,1988,192717
sau,1989,205473
sau,1990,219116
sau,1991,230280
sau,1992,240372
sau,1993,249571
sau,1994,257952
sau,1995,265490
sau,1996,273791
sau,1997,281614
sau,1998,289750
sau,1999,298958
sau,2000,309564
sau,2001,316867
sau,2002,325508
sau,2003,335102
sau,2004,345243
sau,2005,356000
sau,2006,366494
sau,2007,377982
sau,2008,390337
sau,2009,403047
sau,2010,416146
sau,2011,428151
sau,2012,440799
sau,2013,456125
sau,2014,476885
sau,2015,504762
sau,2016,533787
sau,2017,564395
sau,2018,594613
sau,2019,622236
sau,2020,646548
sdn,1960,113192
sdn,1961,115889
sdn,1962,118406
sdn,1963,120786
sdn,1964,123082
sdn,1965,125342
sdn,1966,128657
sdn,1967,131909
sdn,1968,135149
sdn,1969,138421
sdn,1970,141781
sdn,1971,146421
sdn,1972,151098
sdn,1973,155861
sdn,1974,160737
sdn,1975,165773
sdn,1976,171807
sdn,1977,177970
sdn,1978,184246
sdn,1979,190627
sdn,1980,197134
sdn,1981,204280
sdn,1982,211443
sdn,1983,218640
sdn,1984,225895
sdn,1985,233275
sdn,1986,241349
sdn,1987,249280
sdn,1988,257317
sdn,1989,265719
sdn,1990,274663
sdn,1991,286347
sdn,1992,298732
sdn,1993,311593
sdn,1994,324622
sdn,1995,337663
sdn,1996,348872
sdn,1997,359038
sdn,1998,368487
sdn,1999,377651
sdn,2000,386889
sdn,2001,399309
sdn,2002,411734
sdn,2003,423998
sdn,2004,435858
sdn,2005,447193
sdn,2006,462327
sdn,2007,476924
sdn,2008,491473
sdn,2009,506569
sdn,2010,522716
sdn,2011,541016
sdn,2012,560167
sdn,2013,580163
sdn,2014,600920
sdn,2015,622378
sdn,2016,646385
sdn,2017,670911
sdn,2018,696028
sdn,2019,721764
sdn,2020,748267
sen,1960,38080
sen,1961,39125
sen,1962,40068
sen,1963,40918
sen,1964,41719
sen,1965,42487
sen,1966,43832
sen,1967,45125
sen,1968,46373
sen,1969,47569
sen,1970,48711
sen,1971,50594
sen,1972,52428
sen,1973,54170
sen,1974,55778
sen,1975,57221
sen,1976,59560
sen,1977,61699
sen,1978,63693
sen,1979,65603
sen,1980,67476
sen,1981,70315
sen,1982,73189
sen,1983,76099
sen,1984,79051
sen,1985,82046
sen,1986,85759
sen,1987,89560
sen,1988,93449
sen,1989,97388
sen,1990,101364
sen,1991,105936
sen,1992,110401
sen,1993,114752
sen,1994,118960
sen,1995,122999
sen,1996,127355
sen,1997,131343
sen,1998,135054
sen,1999,138572
sen,2000,141956
sen,2001,146033
sen,2002,149926
sen,2003,153586
sen,2004,156936
sen,2005,159912
sen,2006,164049
sen,2007,167811
sen,2008,171150
sen,2009,173952
sen,2010,176179
sen,2011,179335
sen,2012,181986
sen,2013,184450
sen,2014,187157
sen,2015,190379
sen,2016,195272
sen,2017,200632
sen,2018,206231
sen,2019,211716
sen,2020,216913
sgp,1960,13322
sgp,1961,14472
sgp,1962,15732
sgp,1963,17116
sgp,1964,18678
sgp,1965,20413
sgp,1966,22251
sgp,1967,24235
sgp,1968,26254
sgp,1969,28325
sgp,1970,30516
sgp,1971,32736
sgp,1972,34986
sgp,1973,37373
sgp,1974,39873
sgp,1975,42465
sgp,1976,44441
sgp,1977,46430
sgp,1978,48211
sgp,1979,49739
sgp,1980,50930
sgp,1981,55066
sgp,1982,59027
sgp,1983,61166
sgp,1984,63694
sgp,1985,65179
sgp,1986,65863
sgp,1987,67449
sgp,1988,69741
sgp,1989,72461
sgp,1990,76081
sgp,1991,78805
sgp,1992,81797
sgp,1993,84544
sgp,1994,88178
sgp,1995,92505
sgp,1996,98504
sgp,1997,103830
sgp,1998,108869
sgp,1999,110780
sgp,2000,113894
sgp,2001,121401
sgp,2002,126349
sgp,2003,127151
sgp,2004,130213
sgp,2005,134141
sgp,2006,138790
sgp,2007,144243
sgp,2008,151046
sgp,2009,155579
sgp,2010,161196
sgp,2011,175716
sgp,2012,191143
sgp,2013,203496
sgp,2014,213682
sgp,2015,224121
sgp,2016,249024
sgp,2017,274511
sgp,2018,303657
sgp,2019,336648
sgp,2020,365582
slb,1960,2280
slb,1961,2531
slb,1962,2807
slb,1963,3075
slb,1964,3293
slb,1965,3437
slb,1966,3537
slb,1967,3582
slb,1968,3591
slb,1969,3600
slb,1970,3612
slb,1971,3672
slb,1972,3739
slb,1973,3810
slb,1974,3878
slb,1975,3948
slb,1976,4030
slb,1977,4123
slb,1978,4223
slb,1979,4334
slb,1980,4450
slb,1981,4509
slb,1982,4549
slb,1983,4584
slb,1984,4600
slb,1985,4615
slb,1986,4674
slb,1987,4717
slb,1988,4751
slb,1989,4771
slb,1990,4772
slb,1991,4833
slb,1992,4882
slb,1993,4927
slb,1994,4988
slb,1995,5070
slb,1996,5238
slb,1997,5429
slb,1998,5623
slb,1999,5805
slb,2000,5964
slb,2001,6255
slb,2002,6517
slb,2003,6772
slb,2004,7047
slb,2005,7338
slb,2006,7681
slb,2007,8038
slb,2008,8415
slb,2009,8779
slb,2010,9125
slb,2011,9416
slb,2012,9692
slb,2013,9961
slb,2014,10230
slb,2015,10500
slb,2016,10808
slb,2017,11120
slb,2018,11449
slb,2019,11798
slb,2020,12171
sle,1960,38042
sle,1961,39232
sle,1962,40388
sle,1963,41500
sle,1964,42548
sle,1965,43518
sle,1966,44740
sle,1967,45890
sle,1968,46968
sle,1969,47956
sle,1970,48859
sle,1971,50131
sle,1972,51297
sle,1973,52372
sle,1974,53340
sle,1975,54202
sle,1976,55512
sle,1977,56714
sle,1978,57809
sle,1979,58775
sle,1980,59623
sle,1981,60959
sle,1982,62103
sle,1983,63127
sle,1984,64104
sle,1985,65062
sle,1986,66733
sle,1987,68369
sle,1988,69733
sle,1989,70573
sle,1990,70778
sle,1991,71394
sle,1992,71063
sle,1993,69987
sle,1994,68420
sle,1995,66500
sle,1996,66535
sle,1997,66510
sle,1998,66503
sle,1999,66582
sle,2000,66715
sle,2001,68599
sle,2002,70924
sle,2003,73432
sle,2004,75844
sle,2005,78015
sle,2006,80418
sle,2007,82264
sle,2008,83657
sle,2009,84747
sle,2010,85645
sle,2011,87649
sle,2012,89415
sle,2013,90882
sle,2014,91974
sle,2015,92653
sle,2016,94589
sle,2017,96123
sle,2018,97350
sle,2019,98387
sle,2020,99304
slv,1960,40301
slv,1961,41529
slv,1962,42709
slv,1963,43860
slv,1964,44998
slv,1965,46121
slv,1966,47586
slv,1967,49020
slv,1968,50412
slv,1969,51721
slv,1970,52961
slv,1971,54807
slv,1972,56546
slv,1973,58181
slv,1974,59707
slv,1975,61130
slv,1976,63334
slv,1977,65438
slv,1978,67461
slv,1979,69431
slv,1980,71379
slv,1981,73980
slv,1982,76578
slv,1983,79201
slv,1984,81899
slv,1985,84702
slv,1986,88099
slv,1987,91562
slv,1988,95104
slv,1989,98681
slv,1990,102268
slv,1991,105959
slv,1992,109572
slv,1993,113188
slv,1994,116943
slv,1995,120922
slv,1996,125685
slv,1997,130529
slv,1998,135428
slv,1999,140345
slv,2000,145275
slv,2001,151062
slv,2002,156806
slv,2003,162407
slv,2004,167704
slv,2005,172583
slv,2006,177636
slv,2007,182083
slv,2008,186068
slv,2009,189777
slv,2010,193312
slv,2011,196763
slv,2012,200152
slv,2013,203531
slv,2014,206955
slv,2015,210497
slv,2016,214806
slv,2017,219254
slv,2018,223747
slv,2019,228228
slv,2020,232675
som,1960,35458
som,1961,36884
som,1962,38225
som,1963,39488
som,1964,40657
som,1965,41740
som,1966,43363
som,1967,44994
som,1968,46500
som,1969,47725
som,1970,48611
som,1971,49487
som,1972,49980
som,1973,50790
som,1974,52775
som,1975,56367
som,1976,61880
som,1977,69853
som,1978,79152
som,1979,88386
som,1980,96691
som,1981,100623
som,1982,101692
som,1983,100805
som,1984,99109
som,1985,97295
som,1986,98361
som,1987,99380
som,1988,100034
som,1989,99913
som,1990,98800
som,1991,99259
som,1992,98925
som,1993,98031
som,1994,96816
som,1995,95356
som,1996,97258
som,1997,99566
som,1998,102174
som,1999,105015
som,2000,108033
som,2001,111898
som,2002,116000
som,2003,120213
som,2004,124372
som,2005,128409
som,2006,133522
som,2007,138281
som,2008,142891
som,2009,147657
som,2010,152736
som,2011,158922
som,2012,165323
som,2013,171848
som,2014,178305
som,2015,184627
som,2016,192383
som,2017,199909
som,2018,207275
som,2019,214575
som,2020,221843
srb,1960,181049
srb,1961,187088
srb,1962,193668
srb,1963,200616
srb,1964,207707
srb,1965,214741
srb,1966,223764
srb,1967,232374
srb,1968,240718
srb,1969,248840
srb,1970,256819
srb,1971,267095
srb,1972,276960
srb,1973,285656
srb,1974,292403
srb,1975,296728
srb,1976,300829
srb,1977,302810
srb,1978,302638
srb,1979,300078
srb,1980,295171
srb,1981,290959
srb,1982,284503
srb,1983,277450
srb,1984,271950
srb,1985,269253
srb,1986,272402
srb,1987,277134
srb,1988,283162
srb,1989,290159
srb,1990,297919
srb,1991,310528
srb,1992,325635
srb,1993,341215
srb,1994,355729
srb,1995,362709
srb,1996,379084
srb,1997,393328
srb,1998,405597
srb,1999,416295
srb,2000,425542
srb,2001,434428
srb,2002,442243
srb,2003,447765
srb,2004,450651
srb,2005,450355
srb,2006,452296
srb,2007,451776
srb,2008,450498
srb,2009,451158
srb,2010,455035
srb,2011,462784
srb,2012,474459
srb,2013,488019
srb,2014,502678
srb,2015,517655
srb,2016,529784
srb,2017,541445
srb,2018,551774
srb,2019,559812
srb,2020,564214
ssd,1960,38917
ssd,1961,39261
ssd,1962,39468
ssd,1963,39544
ssd,1964,39458
ssd,1965,39211
ssd,1966,40027
ssd,1967,40707
ssd,1968,41267
ssd,1969,41728
ssd,1970,42095
ssd,1971,43323
ssd,1972,44495
ssd,1973,45604
ssd,1974,46626
ssd,1975,47557
ssd,1976,49232
ssd,1977,50823
ssd,1978,52368
ssd,1979,53928
ssd,1980,55537
ssd,1981,57784
ssd,1982,60062
ssd,1983,62275
ssd,1984,64296
ssd,1985,66051
ssd,1986,68529
ssd,1987,70450
ssd,1988,71697
ssd,1989,72168
ssd,1990,71843
ssd,1991,72456
ssd,1992,72142
ssd,1993,71311
ssd,1994,70434
ssd,1995,69743
ssd,1996,71824
ssd,1997,75027
ssd,1998,78987
ssd,1999,83251
ssd,2000,87529
ssd,2001,91681
ssd,2002,95817
ssd,2003,100190
ssd,2004,105114
ssd,2005,110786
ssd,2006,117162
ssd,2007,124130
ssd,2008,131444
ssd,2009,138829
ssd,2010,146094
ssd,2011,152656
ssd,2012,158484
ssd,2013,163357
ssd,2014,166962
ssd,2015,169251
ssd,2016,171543
ssd,2017,172240
ssd,2018,172079
ssd,2019,171954
ssd,2020,172368
stp,1960,1060
stp,1961,1023
stp,1962,959
stp,1963,879
stp,1964,783
stp,1965,663
stp,1966,766
stp,1967,894
stp,1968,1058
stp,1969,1252
stp,1970,1471
stp,1971,1401
stp,1972,1335
stp,1973,1284
stp,1974,1240
stp,1975,1195
stp,1976,1302
stp,1977,1405
stp,1978,1512
stp,1979,1622
stp,1980,1736
stp,1981,1746
stp,1982,1758
stp,1983,1773
stp,1984,1785
stp,1985,1799
stp,1986,1826
stp,1987,1851
stp,1988,1869
stp,1989,1872
stp,1990,1875
stp,1991,1947
stp,1992,2005
stp,1993,2050
stp,1994,2087
stp,1995,2121
stp,1996,2143
stp,1997,2140
stp,1998,2130
stp,1999,2099
stp,2000,2066
stp,2001,2127
stp,2002,2195
stp,2003,2257
stp,2004,2301
stp,2005,2319
stp,2006,2319
stp,2007,2303
stp,2008,2279
stp,2009,2251
stp,2010,2234
stp,2011,2290
stp,2012,2341
stp,2013,2390
stp,2014,2436
stp,2015,2479
stp,2016,2541
stp,2017,2602
stp,2018,2665
stp,2019,2744
stp,2020,2841
sur,1960,6001
sur,1961,6018
sur,1962,6076
sur,1963,6166
sur,1964,6282
sur,1965,6392
sur,1966,6531
sur,1967,6658
sur,1968,6761
sur,1969,6807
sur,1970,6793
sur,1971,6908
sur,1972,6941
sur,1973,6924
sur,1974,6891
sur,1975,6882
sur,1976,7034
sur,1977,7210
sur,1978,7381
sur,1979,7521
sur,1980,7607
sur,1981,7660
sur,1982,7665
sur,1983,7662
sur,1984,7702
sur,1985,7824
sur,1986,7932
sur,1987,8119
sur,1988,8352
sur,1989,8589
sur,1990,8806
sur,1991,9120
sur,1992,9398
sur,1993,9655
sur,1994,9909
sur,1995,10166
sur,1996,10613
sur,1997,11043
sur,1998,11457
sur,1999,11846
sur,2000,12215
sur,2001,12504
sur,2002,12774
sur,2003,13020
sur,2004,13222
sur,2005,13362
sur,2006,13552
sur,2007,13695
sur,2008,13808
sur,2009,13944
sur,2010,14115
sur,2011,14411
sur,2012,14736
sur,2013,15068
sur,2014,15386
sur,2015,15673
sur,2016,16042
sur,2017,16395
sur,2018,16749
sur,2019,17131
sur,2020,17566
svk,1960,116063
svk,1961,123351
svk,1962,128989
svk,1963,134997
svk,1964,141404
svk,1965,148047
svk,1966,154750
svk,1967,161338
svk,1968,167756
svk,1969,173946
svk,1970,179168
svk,1971,184343
svk,1972,189313
svk,1973,193814
svk,1974,198290
svk,1975,202893
svk,1976,208474
svk,1977,214376
svk,1978,219360
svk,1979,221747
svk,1980,220489
svk,1981,217461
svk,1982,211448
svk,1983,204206
svk,1984,198474
svk,1985,195748
svk,1986,198803
svk,1987,203700
svk,1988,209261
svk,1989,213740
svk,1990,216284
svk,1991,219271
svk,1992,220573
svk,1993,221525
svk,1994,222004
svk,1995,222085
svk,1996,225185
svk,1997,228002
svk,1998,230164
svk,1999,231228
svk,2000,230503
svk,2001,232017
svk,2002,232702
svk,2003,232598
svk,2004,232442
svk,2005,232529
svk,2006,235481
svk,2007,238623
svk,2008,242113
svk,2009,246035
svk,2010,250313
svk,2011,257667
svk,2012,265476
svk,2013,273694
svk,2014,282793
svk,2015,292968
svk,2016,306385
svk,2017,320548
svk,2018,334878
svk,2019,348885
svk,2020,362105
svn,1960,49053
svn,1961,50530
svn,1962,52048
svn,1963,53754
svn,1964,55601
svn,1965,57598
svn,1966,59767
svn,1967,61878
svn,1968,63723
svn,1969,65202
svn,1970,66568
svn,1971,69163
svn,1972,71511
svn,1973,73578
svn,1974,75104
svn,1975,76588
svn,1976,78728
svn,1977,80471
svn,1978,81794
svn,1979,82491
svn,1980,82383
svn,1981,80586
svn,1982,77865
svn,1983,74893
svn,1984,71908
svn,1985,69489
svn,1986,70086
svn,1987,71197
svn,1988,72044
svn,1989,72895
svn,1990,73810
svn,1991,76239
svn,1992,78573
svn,1993,80914
svn,1994,83475
svn,1995,86311
svn,1996,89853
svn,1997,93311
svn,1998,96538
svn,1999,99741
svn,2000,102813
svn,2001,106230
svn,2002,109347
svn,2003,112204
svn,2004,114949
svn,2005,117774
svn,2006,121274
svn,2007,125008
svn,2008,128129
svn,2009,132037
svn,2010,135165
svn,2011,138478
svn,2012,141614
svn,2013,144816
svn,2014,148605
svn,2015,153265
svn,2016,159001
svn,2017,165506
svn,2018,172939
svn,2019,180911
svn,2020,188525
swe,1960,402153
swe,1961,409240
swe,1962,416826
swe,1963,424577
swe,1964,433051
swe,1965,442301
swe,1966,453097
swe,1967,462653
swe,1968,470989
swe,1969,480054
swe,1970,490590
swe,1971,503697
swe,1972,514562
swe,1973,524469
swe,1974,534596
swe,1975,544905
swe,1976,555961
swe,1977,566173
swe,1978,575110
swe,1979,582446
swe,1980,588415
swe,1981,597038
swe,1982,603276
swe,1983,608162
swe,1984,612966
swe,1985,618292
swe,1986,625163
swe,1987,632217
swe,1988,639044
swe,1989,645254
swe,1990,649746
swe,1991,654217
swe,1992,656005
swe,1993,656069
swe,1994,656004
swe,1995,654379
swe,1996,654256
swe,1997,653582
swe,1998,652955
swe,1999,652185
swe,2000,651584
swe,2001,655759
swe,2002,658724
swe,2003,662024
swe,2004,667695
swe,2005,676782
swe,2006,688889
swe,2007,705168
swe,2008,723902
swe,2009,744274
swe,2010,765326
swe,2011,788222
swe,2012,812067
swe,2013,836751
swe,2014,860921
swe,2015,882737
swe,2016,907754
swe,2017,929841
swe,2018,947970
swe,2019,964653
swe,2020,979782
swz,1960,4271
swz,1961,4416
swz,1962,4555
swz,1963,4679
swz,1964,4808
swz,1965,4937
swz,1966,5095
swz,1967,5244
swz,1968,5375
swz,1969,5481
swz,1970,5562
swz,1971,5752
swz,1972,5922
swz,1973,6072
swz,1974,6210
swz,1975,6336
swz,1976,6498
swz,1977,6658
swz,1978,6817
swz,1979,6968
swz,1980,7106
swz,1981,7306
swz,1982,7480
swz,1983,7640
swz,1984,7793
swz,1985,7948
swz,1986,8150
swz,1987,8365
swz,1988,8591
swz,1989,8807
swz,1990,9007
swz,1991,9303
swz,1992,9566
swz,1993,9814
swz,1994,10072
swz,1995,10340
swz,1996,10613
swz,1997,10888
swz,1998,11152
swz,1999,11369
swz,2000,11525
swz,2001,11853
swz,2002,12107
swz,2003,12316
swz,2004,12522
swz,2005,12735
swz,2006,13047
swz,2007,13329
swz,2008,13594
swz,2009,13831
swz,2010,14029
swz,2011,14372
swz,2012,14700
swz,2013,14988
swz,2014,15205
swz,2015,15330
swz,2016,15757
swz,2017,16109
swz,2018,16400
swz,2019,16663
swz,2020,16913
syc,1960,1038
syc,1961,1070
syc,1962,1096
syc,1963,1118
syc,1964,1144
syc,1965,1172
syc,1966,1194
syc,1967,1225
syc,1968,1259
syc,1969,1293
syc,1970,1326
syc,1971,1359
syc,1972,1392
syc,1973,1421
syc,1974,1454
syc,1975,1500
syc,1976,1552
syc,1977,1609
syc,1978,1648
syc,1979,1688
syc,1980,1722
syc,1981,1761
syc,1982,1789
syc,1983,1797
syc,1984,1823
syc,1985,1857
syc,1986,1855
syc,1987,1919
syc,1988,1906
syc,1989,1889
syc,1990,1861
syc,1991,1904
syc,1992,1929
syc,1993,1991
syc,1994,2064
syc,1995,2117
syc,1996,2194
syc,1997,2272
syc,1998,2365
syc,1999,2460
syc,2000,2515
syc,2001,2466
syc,2002,2471
syc,2003,2350
syc,2004,2251
syc,2005,2181
syc,2006,2241
syc,2007,2304
syc,2008,2451
syc,2009,2565
syc,2010,2747
syc,2011,2688
syc,2012,2699
syc,2013,2725
syc,2014,2750
syc,2015,2820
syc,2016,2908
syc,2017,3018
syc,2018,3139
syc,2019,3280
syc,2020,3438
syr,1960,98376
syr,1961,100146
syr,1962,101335
syr,1963,102103
syr,1964,102669
syr,1965,103138
syr,1966,104481
syr,1967,105686
syr,1968,106742
syr,1969,107603
syr,1970,108259
syr,1971,110222
syr,1972,111959
syr,1973,113495
syr,1974,114864
syr,1975,116105
syr,1976,118527
syr,1977,120873
syr,1978,123185
syr,1979,125509
syr,1980,127902
syr,1981,131252
syr,1982,134618
syr,1983,138187
syr,1984,142264
syr,1985,147000
syr,1986,153328
syr,1987,160114
syr,1988,167209
syr,1989,174407
syr,1990,181621
syr,1991,189400
syr,1992,197099
syr,1993,204749
syr,1994,212340
syr,1995,219837
syr,1996,228085
syr,1997,235860
syr,1998,243157
syr,1999,249952
syr,2000,256228
syr,2001,265082
syr,2002,274110
syr,2003,283843
syr,2004,295043
syr,2005,308335
syr,2006,318274
syr,2007,329093
syr,2008,338846
syr,2009,345345
syr,2010,347535
syr,2011,351394
syr,2012,349478
syr,2013,344298
syr,2014,339193
syr,2015,336632
syr,2016,337910
syr,2017,342449
syr,2018,351338
syr,2019,365849
syr,2020,386622
tcd,1960,49874
tcd,1961,50939
tcd,1962,51883
tcd,1963,52692
tcd,1964,53325
tcd,1965,53783
tcd,1966,55134
tcd,1967,56299
tcd,1968,57288
tcd,1969,58082
tcd,1970,58680
tcd,1971,60238
tcd,1972,61609
tcd,1973,62777
tcd,1974,63733
tcd,1975,64471
tcd,1976,65927
tcd,1977,67127
tcd,1978,68105
tcd,1979,68899
tcd,1980,69535
tcd,1981,71178
tcd,1982,72707
tcd,1983,74126
tcd,1984,75427
tcd,1985,76591
tcd,1986,78675
tcd,1987,80703
tcd,1988,82636
tcd,1989,84427
tcd,1990,86061
tcd,1991,88249
tcd,1992,90242
tcd,1993,92075
tcd,1994,93793
tcd,1995,95432
tcd,1996,97826
tcd,1997,100133
tcd,1998,102415
tcd,1999,104723
tcd,2000,107119
tcd,2001,110386
tcd,2002,113702
tcd,2003,117006
tcd,2004,120220
tcd,2005,123311
tcd,2006,126970
tcd,2007,130425
tcd,2008,133692
tcd,2009,136766
tcd,2010,139674
tcd,2011,143449
tcd,2012,147021
tcd,2013,150575
tcd,2014,154345
tcd,2015,158498
tcd,2016,163944
tcd,2017,169554
tcd,2018,175225
tcd,2019,180839
tcd,2020,186330
tgo,1960,24367
tgo,1961,24294
tgo,1962,24090
tgo,1963,23823
tgo,1964,23584
tgo,1965,23396
tgo,1966,23985
tgo,1967,24756
tgo,1968,25611
tgo,1969,26445
tgo,1970,27212
tgo,1971,28152
tgo,1972,28902
tgo,1973,29505
tgo,1974,30029
tgo,1975,30513
tgo,1976,31431
tgo,1977,32280
tgo,1978,33099
tgo,1979,33929
tgo,1980,34781
tgo,1981,36151
tgo,1982,37616
tgo,1983,39148
tgo,1984,40659
tgo,1985,42131
tgo,1986,43777
tgo,1987,45333
tgo,1988,46784
tgo,1989,48138
tgo,1990,49390
tgo,1991,50924
tgo,1992,52295
tgo,1993,53593
tgo,1994,54917
tgo,1995,56325
tgo,1996,57787
tgo,1997,59287
tgo,1998,60788
tgo,1999,62209
tgo,2000,63514
tgo,2001,65219
tgo,2002,66698
tgo,2003,68021
tgo,2004,69273
tgo,2005,70519
tgo,2006,72596
tgo,2007,74621
tgo,2008,76584
tgo,2009,78458
tgo,2010,80237
tgo,2011,83105
tgo,2012,85893
tgo,2013,88626
tgo,2014,91311
tgo,2015,93979
tgo,2016,97290
tgo,2017,100496
tgo,2018,103651
tgo,2019,106785
tgo,2020,109949
tha,1960,393030
tha,1961,409386
tha,1962,426367
tha,1963,443652
tha,1964,460727
tha,1965,477320
tha,1966,496186
tha,1967,514209
tha,1968,531666
tha,1969,549021
tha,1970,566570
tha,1971,585921
tha,1972,605373
tha,1973,624733
tha,1974,643654
tha,1975,662017
tha,1976,688226
tha,1977,713674
tha,1978,738337
tha,1979,762208
tha,1980,785399
tha,1981,812739
tha,1982,839059
tha,1983,865241
tha,1984,892360
tha,1985,921388
tha,1986,958568
tha,1987,998531
tha,1988,1042378
tha,1989,1091506
tha,1990,1147029
tha,1991,1207848
tha,1992,1271817
tha,1993,1338219
tha,1994,1406247
tha,1995,1475821
tha,1996,1549142
tha,1997,1623592
tha,1998,1699681
tha,1999,1777904
tha,2000,1858405
tha,2001,1941837
tha,2002,2026682
tha,2003,2111041
tha,2004,2192280
tha,2005,2269633
tha,2006,2346154
tha,2007,2419535
tha,2008,2493148
