geo,time,fm_ast_doms_cn
atg,1992,747337000
atg,1993,790582000
atg,1994,800843810
atg,1995,922269739
atg,1996,1063218771
atg,1997,1274738698
atg,1998,1405046266
atg,1999,1571134360
atg,2000,1711687383
atg,2001,1730743464
atg,2002,1835607081
atg,2003,1907718525
atg,2004,1919516792
atg,2005,2084112913
atg,2006,2315367765
atg,2007,2704785019
atg,2008,3049877821
atg,2009,3211691153
atg,2010,3088662121
atg,2011,3063121574.43
atg,2012,3001194221.74
atg,2013,2917968672.11
atg,2014,2787474629.63
atg,2015,2383408000
atg,2016,2464794000
atg,2017,2455622857.14
atg,2018,2533671447.34
atg,2019,2563891320
atg,2020,2621165976.75
aus,1960,6983323224.72255
aus,1961,7118855342.40757
aus,1962,7628067867.81418
aus,1963,8232614300.1
aus,1964,9250296442.96002
aus,1965,10131037519.425
aus,1966,10988578595.89
aus,1967,12196642886.6854
aus,1968,13146619679.6055
aus,1969,14812044680.3104
aus,1970,15389571466.987
aus,1971,16124808952.6574
aus,1972,18723917472.8074
aus,1973,22528293761.2068
aus,1974,26111135903.5521
aus,1975,32432988032.1466
aus,1976,38091261963.9491
aus,1977,41204274717.1692
aus,1978,45574851480.8443
aus,1979,52472841974.2396
aus,1980,58472143185.8935
aus,1981,64883958301.97
aus,1982,67623736603.0023
aus,1983,78043813327.72581
aus,1984,89890461342.474
aus,1985,116616607475.97099
aus,1986,138326275125.90302
aus,1987,156595424127.612
aus,1988,185030711748.68497
aus,1989,259291616701.39999
aus,1990,284288133734.81097
aus,1991,293309694310.40503
aus,1992,315755207152.96301
aus,1993,333604871338.87598
aus,1994,361257956726.29102
aus,1995,398075030342.48297
aus,1996,440868697544.10693
aus,1997,464023648423.09601
aus,1998,517676116422.87097
aus,1999,566393636533.00195
aus,2000,617262828947.86096
aus,2001,650577248000
aus,2002,748054952426.26001
aus,2003,831218993254.57983
aus,2004,930902508124.35999
aus,2005,1045226778489.43005
aus,2006,1178459719930.73999
aus,2007,1590850952021.20996
aus,2008,1876846333038.42969
aus,2009,1900190528513.8501
aus,2010,2001140164622.87012
aus,2011,2141382579870.73999
aus,2012,2247564032467.25
aus,2013,2385693829326.9502
aus,2014,2628417003613.3501
aus,2015,2853299773316.37012
aus,2016,3033298096683.35986
aus,2017,3108316522026.24023
aus,2018,3266415607928.3999
aus,2019,4400743219185.41992
aus,2020,5241936162327.33984
aut,2001,265975999999.99896
aut,2002,269723850000
aut,2003,273739000000
aut,2004,287327000000
aut,2005,320083000000
aut,2006,336549000000
aut,2007,348437000000
aut,2008,371022000000
aut,2009,389125000000
aut,2010,399634000000
aut,2011,409641000000
aut,2012,430990000000
aut,2013,422462000000
aut,2014,417773000000
aut,2015,425230000000
aut,2016,458650000000
aut,2017,462671000000
aut,2018,477970000000
aut,2019,494554000000
aut,2020,524586000000
aze,1992,3176660
aze,1993,16354126.4
aze,1994,166000504
aze,1995,267731940
aze,1996,356012024
aze,1997,409237615
aze,1998,445386246.45726
aze,1999,399160458.44719
aze,2000,453078794.5956
aze,2001,519430059.10403
aze,2002,530220553.99914
aze,2003,668848633.41709
aze,2004,932162238.09261
aze,2005,1398279961.62547
aze,2006,2452568377.27
aze,2007,4867406283.18
aze,2008,6508278924.13
aze,2009,7995258585.91
aze,2010,9779305498.34
aze,2011,10005746902.32
aze,2012,13346000115.21
aze,2013,13443972641.54
aze,2014,16091817897.11
aze,2015,22112201663.6
aze,2016,26891376816.721
aze,2017,22631492771
aze,2018,23599989565.43
aze,2019,23939667953.8
aze,2020,22876953515.39
bdi,1964,996000000
bdi,1965,556000000
bdi,1966,809000000
bdi,1967,1196200000
bdi,1968,1455400000
bdi,1969,1495100000
bdi,1970,1694200000
bdi,1971,1804300000
bdi,1972,1905800000
bdi,1973,2218900000
bdi,1974,3434000000
bdi,1975,2343400000
bdi,1976,2665900000
bdi,1977,2138600000
bdi,1978,6113700000
bdi,1979,10345300000
bdi,1980,11255700000
bdi,1981,16358500000
bdi,1982,17734000000
bdi,1983,21543100000
bdi,1984,22159200000
bdi,1985,24999000000
bdi,1986,24183100000
bdi,1987,24757100000
bdi,1988,29861000000
bdi,1989,29958800000
bdi,1990,32626900000
bdi,1991,38443500000
bdi,1992,37101300000
bdi,1993,37979200000
bdi,1994,44214800000
bdi,1995,39932700000
bdi,1996,55618100000
bdi,1997,68365200000
bdi,1998,89162200000
bdi,1999,119186900000
bdi,2000,135571900000
bdi,2001,173362300000
bdi,2002,201909900000
bdi,2003,223581100000
bdi,2004,258225400000
bdi,2005,282283800000
bdi,2006,374320300000
bdi,2007,349443100000
bdi,2008,377750500000
bdi,2009,498115400000
bdi,2010,666362500000
bdi,2011,834896000000
bdi,2012,970505400000
bdi,2013,1038043700000
bdi,2014,1228927300000
bdi,2015,1486031400000
bdi,2016,1747427200000
bdi,2017,1985799200000
bdi,2018,2352601100000
bdi,2019,2806989900000
bdi,2020,3491544900000
bel,2001,308635000000
bel,2002,300841000000
bel,2003,298047000000
bel,2004,297590000000
bel,2005,313827000000
bel,2006,346263000000
bel,2007,375001000000
bel,2008,391602000000
bel,2009,404773000000
bel,2010,415043000000
bel,2011,432184000000
bel,2012,438784000000
bel,2013,439667000000
bel,2014,618286000000
bel,2015,607364000000
bel,2016,649614000000
bel,2017,593090000000
bel,2018,616329000000
bel,2019,638224000000
bel,2020,666689000000
ben,1962,4120000000
ben,1963,4660000000
ben,1964,5060000000
ben,1965,4880000000
ben,1966,5040000000
ben,1967,5210000000
ben,1968,5617000000
ben,1969,7677000000
ben,1970,7252000000
ben,1971,7718000000
ben,1972,9907000000
ben,1973,11570000000
ben,1974,14032000000
ben,1975,29493000000
ben,1976,29800000000
ben,1977,31479000000
ben,1978,40177000000
ben,1979,46914999999.9844
ben,1980,69815999999.9707
ben,1981,68423999999.9688
ben,1982,115714999999.953
ben,1983,132320999999.96899
ben,1984,131490000000
ben,1985,150927100000
ben,1986,140540900000
ben,1987,136730000000
ben,1988,144045100000
ben,1989,100910400000
ben,1990,112427300000
ben,1991,78156700000
ben,1992,75197600000
ben,1993,55659100000
ben,1994,97029000000
ben,1995,117709600000
ben,1996,122381900000
ben,1997,93237500000
ben,1998,94699200000
ben,1999,99912440000
ben,2000,134609700000
ben,2001,64676155959.7051
ben,2002,69119577308.7308
ben,2003,185510429728.33896
ben,2004,188390571496.776
ben,2005,255457819363.32901
ben,2006,261597987580.117
ben,2007,249195025369.164
ben,2008,427224811578.02197
ben,2009,637067848073.48499
ben,2010,643118523751.25696
ben,2011,802562718571.04211
ben,2012,832796499903.95483
ben,2013,948519461422.96997
ben,2014,1092200886117.28003
ben,2015,1123993071630.12988
ben,2016,1342767286304.6499
ben,2017,1526813013008.92993
ben,2018,1550450781560
ben,2019,1449867534232
ben,2020,1720881838366
bfa,1962,2230000000
bfa,1963,3320000000
bfa,1964,4020000000
bfa,1965,4210000000
bfa,1966,3920000000
bfa,1967,3390000000
bfa,1968,3140000000
bfa,1969,3447000000
bfa,1970,1794000000
bfa,1971,1652000000
bfa,1972,2166000000
bfa,1973,2885000000
bfa,1974,6108000000
bfa,1975,16743000000
bfa,1976,25621000000
bfa,1977,38789000000
bfa,1978,53078000000
bfa,1979,56227000000
bfa,1980,57716999999.7654
bfa,1981,69345999999.7048
bfa,1982,78215999999.66969
bfa,1983,73376999999.7749
bfa,1984,72442000000
bfa,1985,77803100000
bfa,1986,78395800000
bfa,1987,72459400000
bfa,1988,81251500000
bfa,1989,101701100000
bfa,1990,103211900000
bfa,1991,93051000000
bfa,1992,78365200000
bfa,1993,74065900000
bfa,1994,76959000000
bfa,1995,66292900000
bfa,1996,86510600000
bfa,1997,187270500000
bfa,1998,203512000000
bfa,1999,214151500000
bfa,2000,268537900000
bfa,2001,303978886384.68402
bfa,2002,252230422720.02496
bfa,2003,366383252515.54797
bfa,2004,369129952522.66895
bfa,2005,476785808737.12201
bfa,2006,505329015390.59003
bfa,2007,384436335317.41907
bfa,2008,620640019752.26001
bfa,2009,654540576390.61499
bfa,2010,817083832025.72302
bfa,2011,941892618538.47412
bfa,2012,1165780600759.73999
bfa,2013,1534331579439.47998
bfa,2014,1879272117604.97998
bfa,2015,2042309008296.25
bfa,2016,2063820747008.82007
bfa,2017,2443937992095.5
bfa,2018,2731310273424
bfa,2019,3074358609156
bfa,2020,3389595068803
bgd,1974,14721300000
bgd,1975,16464300000
bgd,1976,18941400000
bgd,1977,23843400000
bgd,1978,28145300000
bgd,1979,35204400000
bgd,1980,46719300000
bgd,1981,59351000000
bgd,1982,65197900000
bgd,1983,79083400000
bgd,1984,102571000000
bgd,1985,121188000000
bgd,1986,132249000000
bgd,1987,150485000000
bgd,1988,169044000000
bgd,1989,209583000000
bgd,1990,224875000000
bgd,1991,229534000000
bgd,1992,244895000000
bgd,1993,261179000000
bgd,1994,287268000000
bgd,1995,406711000000
bgd,1996,476938000000
bgd,1997,540991000000
bgd,1998,606107000000
bgd,1999,698236000000
bgd,2000,810282000000
bgd,2001,1211335000000
bgd,2002,1378004000000
bgd,2003,1492469000000
bgd,2004,1726745000000
bgd,2005,2034469000000
bgd,2006,2415134000000
bgd,2007,2733752000000
bgd,2008,3240304000000
bgd,2009,3706541000000
bgd,2010,4577437000000
bgd,2011,5611424000000
bgd,2012,6324564000000
bgd,2013,6944445000000
bgd,2014,8064856000000
bgd,2015,9119651000000
bgd,2016,10647236000000
bgd,2017,12579879000000
bgd,2018,14416908000000
bgd,2019,16389016000000
bgd,2020,17915237000000
bgr,1991,160839000
bgr,1992,242370000
bgr,1993,397876000
bgr,1994,543712000
bgr,1995,605940000
bgr,1996,1914247000
bgr,1997,3627303000
bgr,1998,3502610000
bgr,1999,3640351000
bgr,2000,4770172000
bgr,2001,6008559000
bgr,2002,7656355000
bgr,2003,10251357000
bgr,2004,13808200000
bgr,2005,18320610000
bgr,2006,21125390000
bgr,2007,33515680000
bgr,2008,44639770000
bgr,2009,47663240000
bgr,2010,50113540000
bgr,2011,53887680000
bgr,2012,55245780000
bgr,2013,57170810000
bgr,2014,52228750000
bgr,2015,53399620000
bgr,2016,51146760000
bgr,2017,54542040000
bgr,2018,58618840000
bgr,2019,65322460000
bgr,2020,70496730000
bhr,1965,8681000
bhr,1966,7988000
bhr,1967,4201000
bhr,1968,1069000
bhr,1969,4877000
bhr,1970,7018000
bhr,1971,13888000
bhr,1972,31985525.0025
bhr,1973,54963525.0025
bhr,1974,55097836.73582
bhr,1975,54373309.20943
bhr,1976,158122137.80517
bhr,1977,226056938.31759
bhr,1978,259694571.8958
bhr,1979,271410740.01996
bhr,1980,193750952.21205
bhr,1981,52133229.96107
bhr,1982,177038853.44107
bhr,1983,223410878.8602
bhr,1984,147129079.55669
bhr,1985,58157287.34352
bhr,1986,86173083.208
bhr,1987,257999894.11942
bhr,1988,22455774.17657
bhr,1989,-84569187.0958
bhr,1990,-16532418.25839
bhr,1991,192216808.58776
bhr,1992,453764186.34381
bhr,1993,543062523.98696
bhr,1994,558412156.26099
bhr,1995,623846175.42258
bhr,1996,580165671.89782
bhr,1997,724800492.28879
bhr,1998,880470798.44455
bhr,1999,1083300072.89103
bhr,2000,1153761702.56573
bhr,2001,1235089695.37742
bhr,2002,1464224749.57711
bhr,2003,1639369515.54387
bhr,2004,2019507155.15761
bhr,2005,2511781197.06374
bhr,2006,2803698566.97677
bhr,2007,3921655190.40456
bhr,2008,5539702065.94446
bhr,2009,6142213044.96809
bhr,2010,6489277368.63709
bhr,2011,7813733461.11403
bhr,2012,8343407127.74624
bhr,2013,9689215377.48722
bhr,2014,9564201506.18563
bhr,2015,10637700654.5702
bhs,1969,323900000
bhs,1970,366900000
bhs,1971,371300000
bhs,1972,265300000
bhs,1973,468200000
bhs,1974,524800000
bhs,1975,601500000
bhs,1976,606800000
bhs,1977,461600000
bhs,1978,460500000
bhs,1979,500300000
bhs,1980,523600000
bhs,1981,562000000
bhs,1982,636400000
bhs,1983,697800000
bhs,1984,706700000
bhs,1985,735800000
bhs,1986,785200000
bhs,1987,977300000
bhs,1988,1097400000
bhs,1989,1245700000
bhs,1990,1500800000
bhs,1991,1582800000
bhs,1992,1654300000
bhs,1993,1914200000
bhs,1994,2077600000
bhs,1995,2277000000
bhs,1996,2454000000
bhs,1997,3014406000
bhs,1998,3379000000
bhs,1999,3742800000
bhs,2000,4180100000
bhs,2001,4593900000
bhs,2002,4847300000
bhs,2003,4851800000
bhs,2004,5086300000
bhs,2005,5811400000
bhs,2006,6638700000
bhs,2007,7394900000
bhs,2008,7883000000
bhs,2009,7993100000
bhs,2010,9329252608.02
bhs,2011,9030260805.38
bhs,2012,9338221272.3
bhs,2013,10861122785.54
bhs,2014,10730162029.02
bhs,2015,10838364315.28
bhs,2016,10805141401.38
bhs,2017,10403860149.22
bhs,2018,10496826803.01
bhs,2019,10173148642.62
bhs,2020,9988616992.6
bih,1997,3968981439
bih,1998,4297422159
bih,1999,4147761793
bih,2000,4373173272
bih,2001,2939201098
bih,2002,3804008380
bih,2003,4555017210
bih,2004,5357495650
bih,2005,6872748930
bih,2006,7964959133.03
bih,2007,9257885927.21
bih,2008,12474112836.41
bih,2009,12365819877.19
bih,2010,13095250250.49
bih,2011,14274045730.26
bih,2012,15015783126.89
bih,2013,15612496308.91
bih,2014,16039367992.18
bih,2015,16499780397.6
bih,2016,16962031581.79
bih,2017,17909371448.56
bih,2018,18556944944.87
bih,2019,19584690713.55
bih,2020,19553621036.56
blr,1994,708334.9738
blr,1995,1823163.40354
blr,1996,2889593.25944
blr,1997,6227108.04375
blr,1998,24745154.70679
blr,1999,60173174.69444
blr,2000,174998069.02703
blr,2001,302515001.28029
blr,2002,470856215.26
blr,2003,810799746.57
blr,2004,1060330000
blr,2005,1416044080
blr,2006,2155410080
blr,2007,2614863900
blr,2008,4269487880
blr,2009,4738448070
blr,2010,7575211880
blr,2011,11099808230
blr,2012,17462317240
blr,2013,25023811623.7471
blr,2014,32350323636.0978
blr,2015,41283978739.8592
blr,2016,40441739581.1
blr,2017,39075656648.2
blr,2018,43034016499.1
blr,2019,45910548995
blr,2020,56060774000
blz,1976,65371000
blz,1977,64820000
blz,1978,73788000
blz,1979,91484000
blz,1980,104527000
blz,1981,126647000
blz,1982,161207000
blz,1983,187826000
blz,1984,205360000
blz,1985,207048000
blz,1986,187645000
blz,1987,208223000
blz,1988,192974000
blz,1989,203031000
blz,1990,220962000
blz,1991,306486000
blz,1992,377784000
blz,1993,432398000
blz,1994,464822000
blz,1995,542054000
blz,1996,538934000
blz,1997,623147000
blz,1998,711485000
blz,1999,747939000
blz,2000,723481000
blz,2001,944921000
blz,2002,931916000
blz,2003,1121757000
blz,2004,1353187000
blz,2005,1371478000
blz,2006,1526340360.3
blz,2007,1764126429.61
blz,2008,1919681065.65
blz,2009,1968836722.86
blz,2010,1943962365.73
blz,2011,1936177695.79
blz,2012,1990537278.2
blz,2013,1894692802.94
blz,2014,1959493633.98
blz,2015,2347766708.5
blz,2016,2554903698.58
blz,2017,2644676334.89
blz,2018,2747231185.26
blz,2019,2931059402.77
blz,2020,3110963143.9
bol,1960,665.7
bol,1961,743.4
bol,1962,798.5
bol,1963,982.8
bol,1964,1125.7
bol,1965,1252.3
bol,1966,1410.7
bol,1967,1633.9
bol,1968,1814.8
bol,1969,1921.5
bol,1970,2271.6
bol,1971,2639.9
bol,1972,3473
bol,1973,4592.5
bol,1974,4751.2
bol,1975,6773.3
bol,1976,9421.4
bol,1977,12518.8
bol,1978,16819.2
bol,1979,23933.1
bol,1980,32043.1
bol,1981,40667
bol,1982,183069.6
bol,1983,487645
bol,1984,5612300
bol,1985,235342000
bol,1986,435000000
bol,1987,1235100000
bol,1988,1660300000
bol,1989,2416900000
bol,1990,3547100000
bol,1991,5119000000
bol,1992,7427300000
bol,1993,11973600000
bol,1994,14584800000
bol,1995,15690500000
bol,1996,19105724344.79
bol,1997,23721993466.71
bol,1998,30610484053.8
bol,1999,31907560097.08
bol,2000,32211450120.64
bol,2001,32568122139.6498
bol,2002,34646249351.225
bol,2003,35965822605.6629
bol,2004,36868643879.472
bol,2005,37691119236.66209
bol,2006,35211016510.0523
bol,2007,36260862931.6721
bol,2008,38142516510.0001
bol,2009,40267399010.8322
bol,2010,42772684181.19289
bol,2011,53127248782.35
bol,2012,62949355223.67809
bol,2013,82277330106.2099
bol,2014,100555505458.233
bol,2015,130572295982.935
bol,2016,154728922391.97198
bol,2017,176950683722.54501
bol,2018,210618528812.34
bol,2019,232895491201.93799
bol,2020,275159850126.84302
bra,1960,0.00032
bra,1961,0.00045
bra,1962,0.00072
bra,1963,0.00116
bra,1964,0.00205
bra,1965,0.00307
bra,1966,0.0039
bra,1967,0.00614
bra,1968,0.00946
bra,1969,0.01825
bra,1970,0.026
bra,1971,0.03636
bra,1972,0.05891
bra,1973,0.08509
bra,1974,0.12909
bra,1975,0.20691
bra,1976,0.34255
bra,1977,0.53455
bra,1978,0.60036
bra,1979,1.09382
bra,1980,1.93818
bra,1981,4.09636
bra,1982,8.90364
bra,1983,24.4
bra,1984,71.28218
bra,1985,255.95964
bra,1988,52108.36364
bra,1989,906172
bra,1990,10119888.36364
bra,1991,53015374.54545
bra,1992,831661090.90909
bra,1993,25381001818.1818
bra,1994,301746965700.875
bra,1995,396019356218.36298
bra,1996,482171807170.43494
bra,1997,558260154930.18604
bra,1998,654012761190.60303
bra,1999,754910953799.15796
bra,2000,847533204866.90588
bra,2001,958727175941.71484
bra,2002,1119295077310.02002
bra,2003,1275787496000.1499
bra,2004,1427372425868.59009
bra,2005,1654749257974.48999
bra,2006,1997677103717.31006
bra,2007,2375206601646.72949
bra,2008,2671593851551.93018
bra,2009,3015565742436.75977
bra,2010,3628942111904.88965
bra,2011,4164365848153.47998
bra,2012,4865991414655.66992
bra,2013,5334068274223.51953
bra,2014,5977780008572.63965
bra,2015,6419279566351.12988
bra,2016,6969750489768.96973
bra,2017,7298406970717.19043
bra,2018,7763603483574.7998
bra,2019,8670798792544.34863
bra,2020,10112959209725.19922
brb,1966,58200000
brb,1967,65890000
brb,1968,78200000
brb,1969,121540000
brb,1970,149120000
brb,1971,181480000
brb,1972,193800000
brb,1973,251010000
brb,1974,295710000
brb,1975,318210000
brb,1976,411470000
brb,1977,468070000
brb,1978,538450000
brb,1979,643230000
brb,1980,741870000
brb,1981,960450000
brb,1982,1019570000
brb,1983,1120100000
brb,1984,1188890000
brb,1985,1187430000
brb,1986,1263960000
brb,1987,1483050000
brb,1988,1704140000
brb,1989,1881610000
brb,1990,2078890000
brb,1991,2209530000
brb,1992,2232800000
brb,1993,2312770000
brb,1994,2391650000
brb,1995,2479070000
brb,1996,2678360000
brb,1997,3005830000
brb,1998,3399350000
brb,1999,3584900000
brb,2000,3631250000
brb,2001,4309888000
brb,2002,4999621000
brb,2003,5445817000
brb,2004,6281746000
brb,2005,7187949000
brb,2006,7805625547.24
brb,2007,8457560010.3
brb,2008,9377546199.46
brb,2009,9777088500.92
brb,2012,11360787567.5282
brb,2013,11337249031.422
brb,2014,11404331249.5476
brb,2015,11995247316.55
brb,2016,12695876693.3596
brb,2017,13163508298.601
brb,2018,10970672180.7719
brb,2019,10842953472.5751
brn,1999,3196710000
brn,2000,3992455670.06632
brn,2001,3575269885.16259
brn,2002,3946546934.46972
brn,2003,3362768552.21328
brn,2004,2731021241.79207
brn,2005,1647117667.49
brn,2006,2977061721.74
brn,2007,3428327624.7
brn,2008,1853068824.07
brn,2009,5002256214.41
brn,2010,4193805332.65
brn,2011,1729748662.861
brn,2012,2877000066.03369
brn,2013,4382241544.24747
brn,2014,5915136294.86266
brn,2015,7526291739.04206
brn,2016,5880235658.62129
brn,2017,4900688689.02481
brn,2018,5192031571.35856
brn,2019,5307555135.51478
brn,2020,6279542421.58937
btn,1983,110400000
btn,1984,59100000
btn,1985,117900000
btn,1986,70700000
btn,1987,-185000000
btn,1988,-226600000
btn,1989,-27070000
btn,1990,-53700000
btn,1991,-9700000
btn,1992,1021600000
btn,1993,1023700000
btn,1994,1175000000
btn,1995,969200000
btn,1996,544570000
btn,1997,1941100000
btn,1998,404200000
btn,1999,-235500000
btn,2000,580790000
btn,2001,1431854618.52
btn,2002,5436539270.45
btn,2003,5363362090.55
btn,2004,7817705770.7
btn,2005,7864862763.41
btn,2006,9227980378.05
btn,2007,10952782565.4
btn,2008,10774239359.21
btn,2009,23499095579.82
btn,2010,33038085650.515
btn,2011,42878284695.649
btn,2012,51206963586.197
btn,2013,52425605552.97169
btn,2014,56598039719.03729
btn,2015,68404116184.4004
btn,2016,79532865664.6629
btn,2017,98102755277.76099
btn,2018,110910054433.121
btn,2019,121268834970.84
btn,2020,131997970415.838
bwa,1976,27480000
bwa,1977,32428000
bwa,1978,17472000
bwa,1979,8357000
bwa,1980,10857000
bwa,1981,86505000
bwa,1982,53400000
bwa,1983,5920000
bwa,1984,-109480000
bwa,1985,-389820000
bwa,1986,-962270000
bwa,1987,-1504020000
bwa,1988,-1959060000
bwa,1989,-2486390000
bwa,1990,-3215200000
bwa,1991,-3237320000
bwa,1992,-3690810000
bwa,1993,-4066360000
bwa,1994,-4874150000
