geo,time,se_pre_enrr_fe
ita,1972,58.9091
ita,1973,62.01545
ita,1974,65.16478
ita,1975,66.8487
ita,1976,69.67739
ita,1977,72.36407
ita,1978,74.45962
ita,1979,76.68737
ita,1980,78.92725
ita,1981,80.54615
ita,1982,81.02827
ita,1983,82.47382
ita,1984,83.53081
ita,1985,84.314
ita,1986,87.24701
ita,1987,88.90093
ita,1988,88.35319
ita,1989,87.92408
ita,1990,90.90823
ita,1991,91.71917
ita,1992,92.41352
ita,1993,93.83066
ita,1994,94.56566
ita,1995,94.26003
ita,1996,94.48673
ita,1997,95.89313
ita,1998,96.36988
ita,1999,96.8298
ita,2000,97.96139
ita,2001,97.65011
ita,2002,99.24701
ita,2003,101.00429
ita,2004,102.21144
ita,2005,101.35971
ita,2006,100.90785
ita,2007,99.42277
ita,2008,98.65167
ita,2009,97.36193
ita,2010,98.71839
ita,2011,98.85279
ita,2012,98.71961
ita,2013,97.85681
ita,2014,96.33207
ita,2015,95.71808
ita,2016,94.83785
ita,2017,92.83334
ita,2018,92.1619
ita,2019,91.91056
jam,1975,55.75004
jam,1976,75.62715
jam,1977,75.52302
jam,1979,78.81132
jam,1980,80.96827
jam,1981,72.68522
jam,1987,73.99844
jam,1990,78.01561
jam,1991,76.59948
jam,1995,78.85668
jam,1996,79.01846
jam,1999,81.97715
jam,2000,85.43375
jam,2001,78.19679
jam,2002,83.33412
jam,2003,81.40596
jam,2004,90.57493
jam,2005,92.88403
jam,2007,90.70165
jam,2008,90.20168
jam,2009,93.62954
jam,2013,96.76701
jam,2014,79.32067
jam,2015,86.76547
jam,2016,71.06624
jam,2017,74.66416
jam,2018,74.81904
jam,2019,77.81923
jam,2020,63.25038
jor,1971,8.3521
jor,1972,9.07946
jor,1973,9.33642
jor,1974,9.31546
jor,1975,9.44577
jor,1976,9.13227
jor,1977,8.64755
jor,1978,7.78704
jor,1979,8.40559
jor,1980,9.52141
jor,1981,10.17848
jor,1982,11.18638
jor,1983,11.94833
jor,1984,12.60238
jor,1985,14.1187
jor,1986,13.72082
jor,1987,14.86748
jor,1988,16.24179
jor,1989,16.20089
jor,1990,17.31552
jor,1991,17.87209
jor,1992,19.45109
jor,1993,20.36289
jor,1994,21.64149
jor,1995,21.78998
jor,1996,23.67738
jor,1997,25.16616
jor,1998,24.3666
jor,1999,25.59385
jor,2000,27.1519
jor,2002,28.73812
jor,2003,28.46144
jor,2004,29.02397
jor,2005,29.76866
jor,2006,30.35514
jor,2007,28.48768
jor,2008,30.41193
jor,2010,26.1557
jor,2011,26.18333
jor,2012,26.54518
jor,2013,25.61945
jor,2014,26.26039
jor,2015,25.24543
jor,2016,24.07762
jor,2017,25.79261
jor,2018,27.02684
jor,2019,28.70838
jor,2020,31.46932
jpn,1971,32.52457
jpn,1972,32.72163
jpn,1973,34.43859
jpn,1974,38.6847
jpn,1975,39.46795
jpn,1976,39.66063
jpn,1977,39.9271
jpn,1978,40.29391
jpn,1979,40.49087
jpn,1980,41.11722
jpn,1981,40.85633
jpn,1982,41.07302
jpn,1983,42.79268
jpn,1984,45.36254
jpn,1985,45.28549
jpn,1986,45.12161
jpn,1987,44.63794
jpn,1988,44.7574
jpn,1989,45.48517
jpn,1990,46.8039
jpn,1991,47.37859
jpn,1992,47.85879
jpn,1993,48.4196
jpn,1994,48.61884
jpn,1995,48.22767
jpn,1996,47.99442
jpn,1997,48.65599
jpn,1998,80.89372
jpn,1999,82.79692
kaz,1990,77.78026
kaz,1991,73.08435
kaz,1992,67.89623
kaz,1993,58.67138
kaz,1994,49.6198
kaz,1995,37.08244
kaz,1996,28.28628
kaz,1997,24.54938
kaz,1998,14.09619
kaz,1999,14.65629
kaz,2000,20.08881
kaz,2001,26.93783
kaz,2002,27.46804
kaz,2003,29.34081
kaz,2004,30.18358
kaz,2005,32.44659
kaz,2006,33.64803
kaz,2007,36.15677
kaz,2008,37.38934
kaz,2009,37.98455
kaz,2011,48.32051
kaz,2012,53.84807
kaz,2013,57.57213
kaz,2014,57.53047
kaz,2015,63.96318
kaz,2016,60.01348
kaz,2019,63.09374
kaz,2020,73.55629
ken,1983,26.18488
ken,1985,26.33324
ken,1986,27.6095
ken,1987,28.72452
ken,1990,35.24676
ken,1993,33.40291
ken,1994,34.1385
ken,1995,34.89275
ken,1996,36.23469
ken,1997,37.36616
ken,1998,37.00064
ken,1999,40.66482
ken,2000,41.03518
ken,2001,40.06307
ken,2002,38.94896
ken,2003,46.37289
ken,2004,46.57696
ken,2005,46.00187
ken,2006,44.70221
ken,2007,44.4329
ken,2008,44.80235
ken,2009,49.72388
ken,2012,59.62231
ken,2014,71.09512
ken,2015,74.66486
ken,2016,74.73512
ken,2019,64.44053
kgz,1986,31.07206
kgz,1989,33.46407
kgz,1990,34.56474
kgz,1991,34.15454
kgz,1992,30.07944
kgz,1993,21.75315
kgz,1994,12.77577
kgz,1995,8.31056
kgz,1999,9.00974
kgz,2000,9.8606
kgz,2001,10.33021
kgz,2002,10.56533
kgz,2003,11.03873
kgz,2004,12.00264
kgz,2005,13.43713
kgz,2006,14.96317
kgz,2007,16.66542
kgz,2008,17.67703
kgz,2009,18.37674
kgz,2010,18.98996
kgz,2011,20.31867
kgz,2012,24.33376
kgz,2013,26.61083
kgz,2014,25.52967
kgz,2015,27.97278
kgz,2016,30.82831
kgz,2017,38.80765
kgz,2018,39.73289
kgz,2019,40.00907
kgz,2020,40.89881
khm,1991,4.46405
khm,1994,5.22397
khm,1995,4.74231
khm,1997,4.24974
khm,1998,4.40545
khm,1999,5.31455
khm,2000,6.50697
khm,2001,8.17565
khm,2002,9.50177
khm,2003,9.19874
khm,2004,10.2137
khm,2005,10.92549
khm,2006,11.6164
khm,2007,12.67718
khm,2008,13.50239
khm,2010,12.67216
khm,2011,12.65322
khm,2012,14.87558
khm,2013,15.02011
khm,2014,17.62112
khm,2015,18.60347
khm,2016,19.9139
khm,2017,22.02444
khm,2018,24.31475
khm,2019,25.58252
khm,2020,27.69798
kir,2020,93.02103
kna,1985,57.05706
kna,1986,75.35642
kna,1989,93.10345
kna,1990,83.39022
kna,1991,83.33333
kna,1992,99.75962
kna,1993,114.97525
kna,1994,109.7867
kna,1995,106.70732
kna,1996,138.68263
kna,1997,138.00475
kna,2002,130.90279
kna,2004,113.15483
kna,2005,120.07126
kna,2007,111.0828
kna,2008,109.58165
kna,2009,111.53846
kna,2010,115.31915
kna,2011,136.76682
kna,2013,103.93258
kna,2014,120.24965
kna,2015,107.58427
kna,2016,80.28169
kor,1971,2.24559
kor,1972,2.25169
kor,1973,2.2576
kor,1974,2.55596
kor,1975,2.84335
kor,1976,3.29844
kor,1977,3.80576
kor,1978,4.23069
kor,1979,4.90088
kor,1980,6.0313
kor,1981,7.24753
kor,1982,17.53406
kor,1983,19.99943
kor,1984,25.4578
kor,1985,32.23033
kor,1986,40.56169
kor,1987,45.57229
kor,1988,50.66899
kor,1989,52.5901
kor,1990,55.01167
kor,1991,58.23814
kor,1992,64.75119
kor,1993,73.57049
kor,1994,80.86265
kor,1995,87.79012
kor,1996,87.53621
kor,2013,92.80528
kor,2014,92.48743
kor,2015,93.79593
kor,2016,96.52543
kor,2017,95.12632
kor,2018,93.71816
kor,2019,92.3926
kwt,1971,36.24466
kwt,1972,33.11463
kwt,1973,31.51543
kwt,1974,30.22596
kwt,1975,30.33226
kwt,1976,32.26112
kwt,1977,32.63705
kwt,1978,32.09538
kwt,1979,33.23597
kwt,1980,32.85552
kwt,1981,35.49615
kwt,1982,38.88821
kwt,1983,40.2177
kwt,1984,43.57005
kwt,1985,41.43516
kwt,1986,43.12936
kwt,1987,44.04369
kwt,1988,44.70362
kwt,1989,45.59522
kwt,1990,46.80177
kwt,1991,34.90148
kwt,1992,39.12132
kwt,1993,52.55567
kwt,1994,56.53379
kwt,1995,64.69761
kwt,1996,66.58438
kwt,1997,70.6248
kwt,1998,79.3051
kwt,1999,83.62
kwt,2000,84.04754
kwt,2001,81.02979
kwt,2002,78.54903
kwt,2003,75.48603
kwt,2004,71.18913
kwt,2005,75.46817
kwt,2006,75.03345
kwt,2007,80.37126
kwt,2008,83.14617
kwt,2010,83.71554
kwt,2011,84.08871
kwt,2012,82.26471
kwt,2013,77.07189
kwt,2014,71.4816
kwt,2015,67.30119
kwt,2016,69.35556
kwt,2017,66.19893
kwt,2018,64.17503
kwt,2019,62.19924
kwt,2020,62.13861
lao,1972,0.74431
lao,1973,0.40167
lao,1978,0.66742
lao,1979,1.0931
lao,1980,1.09627
lao,1981,1.74044
lao,1982,3.00236
lao,1985,5.1591
lao,1986,5.50974
lao,1988,7.24523
lao,1990,7.17913
lao,1991,6.56753
lao,1992,6.51682
lao,1993,6.67428
lao,1994,6.83285
lao,1995,7.14429
lao,1996,7.79661
lao,1997,8.07025
lao,1998,8.18335
lao,1999,7.74592
lao,2000,7.92934
lao,2001,7.30334
lao,2002,6.7683
lao,2003,7.87662
lao,2004,8.56617
lao,2005,9.46685
lao,2006,10.5203
lao,2007,12.52461
lao,2008,14.8868
lao,2009,18.24696
lao,2010,20.34226
lao,2011,22.07181
lao,2012,25.29336
lao,2013,28.36616
lao,2014,32.37794
lao,2015,35.69883
lao,2016,40.32688
lao,2017,43.44654
lao,2018,47.29727
lao,2019,49.16613
lao,2020,49.86536
lbn,1971,64.3763
lbn,1974,62.96471
lbn,1982,54.92951
lbn,1983,54.8833
lbn,1985,53.90249
lbr,1970,35.64822
lbr,1971,38.46995
lbr,1972,41.5856
lbr,1975,44.05912
lbr,1976,39.12262
lbr,1978,47.19409
lbr,1979,51.50815
lbr,1980,58.13493
lbr,1998,24.10244
lbr,1999,41.76949
lbr,2000,70.74161
lbr,2014,160.29208
lbr,2015,154.66405
lbr,2016,135.10362
lbr,2017,125.73549
lby,1971,0.85501
lby,1972,1.50243
lby,1973,2.12106
lby,1974,2.59075
lby,1975,2.94499
lby,1976,3.53704
lby,1977,3.58418
lby,1980,3.26414
lby,1981,3.73046
lby,1983,5.13699
lby,1984,5.50691
lby,1985,5.76722
lby,1986,6.04213
lby,1999,4.3259
lby,2001,7.50231
lby,2002,7.21498
lby,2006,9.6911
lca,2000,64.61909
lca,2001,66.17375
lca,2002,64.8189
lca,2003,65.21318
lca,2004,68.33167
lca,2005,72.03775
lca,2006,70.14218
lca,2007,72.88395
lca,2008,78.08219
lca,2009,80.29536
lca,2010,70.81545
lca,2011,73.27473
lca,2012,78.49414
lca,2013,79.25483
lca,2014,86.23425
lca,2015,76.41509
lca,2016,80.92979
lca,2017,82.7328
lca,2018,77.48162
lca,2019,72.90819
lie,2003,94.95413
lie,2004,100.23095
lie,2005,95.26882
lie,2006,95.79208
lie,2007,99.18033
lie,2008,98.33795
lie,2009,100.56818
lie,2010,105.44413
lie,2011,93.4555
lie,2012,97.05882
lie,2014,102.12121
lie,2015,105.88235
lie,2016,105.66572
lie,2017,105.17711
lie,2018,93.80054
lie,2019,96.82997
lka,2010,61.48893
lka,2011,63.3209
lka,2012,64.89739
lka,2013,67.16775
lka,2014,69.91952
lka,2015,75.00254
lka,2016,74.6949
lka,2017,74.82473
lka,2018,70.74908
lka,2019,72.68494
lso,1998,23.51077
lso,1999,21.21119
lso,2000,19.0775
lso,2001,25.72272
lso,2002,25.83087
lso,2003,26.36819
lso,2005,31.43079
lso,2010,37.36032
lso,2011,42.83731
lso,2012,43.87793
lso,2013,40.7349
lso,2014,35.7928
lso,2015,39.777
lso,2016,39.75298
lso,2018,35.4095
ltu,1991,58.39886
ltu,1992,48.66407
ltu,1993,40.13618
ltu,1994,31.15848
ltu,1995,33.83658
ltu,1996,36.72794
ltu,1997,39.58532
ltu,1998,45.02748
ltu,1999,51.5635
ltu,2000,55.43461
ltu,2001,55.27775
ltu,2002,57.46367
ltu,2003,61.07033
ltu,2004,61.74265
ltu,2005,64.4943
ltu,2006,70.3794
ltu,2007,72.44905
ltu,2008,76.17217
ltu,2009,78.43241
ltu,2010,77.85449
ltu,2011,78.70765
ltu,2012,79.53378
ltu,2013,81.91549
ltu,2014,84.95123
ltu,2015,86.23393
ltu,2016,86.98962
ltu,2017,87.72205
ltu,2018,87.96994
ltu,2019,88.58603
lux,1971,77.77334
lux,1972,82.37439
lux,1973,85.90272
lux,1974,88.03616
lux,1975,89.87532
lux,1976,92.98747
lux,1977,91.28753
lux,1978,80.05678
lux,1979,82.41218
lux,1980,93.43766
lux,1981,93.86565
lux,1982,92.94986
lux,1983,92.74703
lux,1984,94.09125
lux,1999,71.08753
lux,2001,79.20359
lux,2002,83.5449
lux,2003,86.55181
lux,2004,85.38118
lux,2005,87.28947
lux,2006,87.39099
lux,2007,86.33986
lux,2008,86.40517
lux,2010,89.0048
lux,2011,88.76272
lux,2012,93.44147
lux,2013,93.89491
lux,2014,93.55917
lux,2015,91.86456
lux,2016,92.17333
lux,2017,90.83434
lux,2018,90.84281
lux,2019,91.65179
lva,1981,57.70897
lva,1986,67.81757
lva,1990,54.47554
lva,1991,45.77076
lva,1992,37.27107
lva,1993,27.52671
lva,1994,30.93522
lva,1995,36.3979
lva,1996,42.80432
lva,1997,45.89536
lva,1998,48.73483
lva,1999,56.77258
lva,2000,62.49275
lva,2001,63.82909
lva,2002,66.21013
lva,2003,78.19177
lva,2004,79.04614
lva,2005,81.26224
lva,2006,82.27798
lva,2007,83.36393
lva,2008,85.5456
lva,2009,86.5837
lva,2010,84.66428
lva,2011,87.80666
lva,2012,89.69908
lva,2013,91.52114
lva,2014,93.25407
lva,2015,93.77064
lva,2016,94.52427
lva,2017,95.31518
lva,2018,94.64956
lva,2019,94.61792
mac,1971,44.0757
mac,1972,45.58824
mac,1974,45.20056
mac,1990,90.99961
mac,1991,94.06171
mac,1992,96.57058
mac,1993,97.36644
mac,1999,92.76654
mac,2000,92.64351
mac,2001,89.53607
mac,2002,88.07875
mac,2003,87.68095
mac,2004,88.72262
mac,2005,87.87031
mac,2006,85.07229
mac,2007,83.07159
mac,2008,82.61608
mac,2009,83.76673
mac,2010,88.69844
mac,2011,95.16304
mac,2012,94.45831
mac,2013,91.72673
mac,2014,86.82927
mac,2015,88.89309
mac,2016,95.03245
mac,2017,94.08965
mac,2018,94.08129
mac,2019,89.2457
mac,2020,89.02709
mar,1975,12.58837
mar,1977,20.42008
mar,1978,19.99526
mar,1979,20.97636
mar,1981,25.4246
mar,1982,28.42383
mar,1983,29.8228
mar,1984,32.56992
mar,1985,33.78095
mar,1986,34.55515
mar,1987,34.72988
mar,1988,33.2205
mar,1989,34.48142
mar,1990,35.53882
mar,1991,36.49194
mar,1992,33.52272
mar,1993,34.1685
mar,1994,35.16898
mar,1995,37.18155
mar,1996,39.64649
mar,1997,40.87716
mar,1998,44.33001
mar,1999,41.95175
mar,2000,43.35153
mar,2001,41.72249
mar,2002,42.63095
mar,2003,42.92751
mar,2004,44.23118
mar,2005,46.22083
mar,2006,48.95401
mar,2007,49.71412
mar,2008,47.35253
mar,2009,51.28347
mar,2010,47.15221
mar,2012,47.81163
mar,2013,47.57489
mar,2014,52.45159
mar,2015,50.83039
mar,2016,45.78733
mar,2017,49.08614
mar,2018,46.86409
mar,2019,51.53497
mar,2020,57.63518
mda,2014,87.14859
mda,2015,89.3871
mda,2016,92.44265
mda,2017,93.30662
mda,2018,93.70904
mda,2019,92.83496
mda,2020,93.59562
mdg,1995,4.51833
mdg,1999,3.37646
mdg,2000,3.37608
mdg,2001,3.38621
mdg,2005,7.58779
mdg,2006,8.28115
mdg,2007,8.4609
mdg,2008,8.74434
mdg,2009,9.6372
mdg,2010,8.61885
mdg,2011,10.77556
mdg,2013,12.56229
mdg,2014,14.21676
mdg,2015,18.69122
mdg,2016,29.76535
mdg,2017,39.2738
mdg,2018,41.44253
mdg,2019,42.19484
mdv,1970,9.92033
mdv,1971,11.39871
mdv,1977,9.40189
mdv,1992,19.02815
mdv,1993,56.16029
mdv,1995,68.36377
mdv,1996,64.74652
mdv,1997,67.42145
mdv,1998,50.1621
mdv,1999,54.42209
mdv,2000,61.56542
mdv,2001,64.76181
mdv,2002,67.91622
mdv,2003,62.3102
mdv,2004,75.1076
mdv,2005,78.89021
mdv,2006,85.5
mdv,2007,91.11385
mdv,2010,50.168
mdv,2011,97.28576
mdv,2012,110.99149
mdv,2013,107.25043
mdv,2014,105.07629
mdv,2015,104.96631
mdv,2016,97.76577
mdv,2017,92.93134
mdv,2018,91.22888
mdv,2019,88.76332
mex,1971,12.66322
mex,1972,12.79281
mex,1976,13.58225
mex,1977,15.68615
mex,1978,16.10913
mex,1981,24.91718
mex,1982,32.77896
mex,1983,39.20528
mex,1984,44.09999
mex,1985,50.07367
mex,1986,55.43441
mex,1987,59.17388
mex,1988,60.8329
mex,1989,61.62387
mex,1990,60.14873
mex,1991,62.38014
mex,1992,62.97819
mex,1993,63.52709
mex,1994,65.53534
mex,1995,67.4948
mex,1996,69.23104
mex,1997,70.75398
mex,1998,72.68656
mex,1999,73.85991
mex,2000,74.79742
mex,2001,75.39113
mex,2002,75.84464
mex,2003,80.6091
mex,2004,83.47275
mex,2005,91.58259
mex,2006,99.86668
mex,2007,106.18176
mex,2008,106.08751
mex,2009,103.26707
mex,2010,102.60466
mex,2011,103.76472
mex,2012,105.61249
mex,2013,71.84388
mex,2014,72.58083
mex,2015,72.86381
mex,2016,73.09589
mex,2017,74.75398
mex,2018,73.78244
mex,2019,71.96013
mhl,1999,64.71049
mhl,2002,63.46667
mhl,2007,45.7405
mhl,2008,46.24682
mhl,2009,44.0625
mhl,2011,45.32329
mhl,2015,39.30943
mhl,2016,36.54105
mhl,2019,87.2191
mhl,2020,62.51788
mkd,1993,22.24205
mkd,1994,22.28359
mkd,1995,24.01739
mkd,1996,24.68052
mkd,1997,24.78016
mkd,1998,25.33286
mkd,1999,26.53769
mkd,2000,28.34737
mkd,2001,28.6962
mkd,2002,28.55901
mkd,2003,29.61699
mkd,2004,30.66551
mkd,2005,32.0117
mkd,2006,33.93991
mkd,2007,37.08808
mkd,2008,21.71148
mkd,2009,23.80248
mkd,2010,24.53537
mkd,2011,25.84588
mkd,2012,29.10954
mkd,2013,31.40786
mkd,2014,34.8759
mkd,2015,36.29052
mkd,2017,41.57437
mkd,2018,42.29109
mli,1995,1.25365
mli,1996,1.32331
mli,1997,1.54811
mli,1998,1.75086
mli,1999,1.60036
mli,2000,1.56105
mli,2001,1.56293
mli,2002,1.33706
mli,2003,1.77309
mli,2004,2.20386
mli,2005,2.74271
mli,2006,2.97728
mli,2008,3.33139
mli,2009,3.28429
mli,2010,3.28499
mli,2011,3.47014
mli,2013,3.77964
mli,2014,4.03106
mli,2015,4.16393
mli,2016,4.47049
mli,2017,7.08405
mli,2018,7.08232
mlt,1971,43.93723
mlt,1972,45.56575
mlt,1973,50.16584
mlt,1974,50.24565
mlt,1975,75.46382
mlt,1976,64.75771
mlt,1977,72.46558
mlt,1978,66.51716
mlt,1979,62.92692
mlt,1980,65.76626
mlt,1981,65.71325
mlt,1982,62.5
mlt,1983,62.16554
mlt,1984,65.06153
mlt,1985,67.22883
mlt,1986,67.83937
mlt,1987,70.66667
mlt,1988,69.95364
mlt,1989,95.98062
mlt,1990,97.7475
mlt,1991,98.47623
mlt,1992,107.4397
mlt,1993,111.15074
mlt,1994,113.93847
mlt,1995,103.04656
mlt,1996,105.26723
mlt,1997,107.83965
mlt,1998,104.13057
mlt,1999,103.45111
mlt,2000,99.54319
mlt,2001,99.93655
mlt,2002,98.55976
mlt,2003,101.20879
mlt,2004,104.43439
mlt,2005,100.97202
mlt,2006,97.70654
mlt,2007,108.47371
mlt,2008,110.72464
mlt,2009,105.57058
mlt,2010,111.86952
mlt,2011,114.69455
mlt,2012,116.36753
mlt,2013,111.34421
mlt,2014,109.10231
mlt,2015,111.11111
mlt,2016,111.70972
mlt,2017,107.07857
mlt,2018,107.71828
mlt,2019,110.20604
mmr,2006,4.40997
mmr,2007,4.70873
mmr,2008,5.36445
mmr,2009,5.73251
mmr,2010,7.84819
mmr,2016,9.23343
mmr,2017,9.85954
mmr,2018,8.60972
mne,2001,32.0341
mne,2002,34.50131
mne,2003,33.27428
mne,2004,31.15257
mne,2005,31.63561
mne,2006,30.95114
mne,2007,26.58393
mne,2008,28.75246
mne,2009,30.43105
mne,2010,31.10299
mne,2011,54.39316
mne,2012,59.20142
mne,2015,54.08508
mne,2016,53.54769
mne,2017,61.85473
mne,2018,65.64074
mne,2019,71.8848
mne,2020,77.01828
mng,1975,21.21484
mng,1976,21.43752
mng,1980,24.10092
mng,1981,25.46304
mng,1983,28.07177
mng,1986,31.67956
mng,1991,43.84391
mng,1992,41.67083
mng,1993,36.01753
mng,1994,24.28675
mng,1995,25.50701
mng,1996,26.25482
mng,1997,28.59236
mng,2004,49.9361
mng,2005,63.32624
mng,2006,73.697
mng,2007,72.14062
mng,2008,77.63035
mng,2009,72.46954
mng,2010,75.1274
mng,2011,79.56544
mng,2012,76.09101
mng,2013,77.84219
mng,2014,78.04296
mng,2015,79.30132
mng,2016,82.54178
mng,2017,85.15994
mng,2018,86.58337
mng,2019,85.67232
moz,1971,0.2165
moz,1972,0.20927
moz,1973,0.2331
moz,1982,10.92521
moz,1983,14.35388
moz,1984,16.37686
moz,1985,15.59252
moz,1986,10.69896
mrt,2015,11.72213
mus,1970,20.4684
mus,1971,19.7561
mus,1972,20.0161
mus,1973,20.38826
mus,1974,19.88057
mus,1975,22.26402
mus,1976,18.95626
mus,1977,18.53015
mus,1978,26.53932
mus,1979,27.48039
mus,1980,26.23071
mus,1981,25.17758
mus,1982,24.46469
mus,1990,53.83987
mus,1993,83.54621
mus,1995,76.09927
mus,1996,80.29981
mus,1997,96.57195
mus,1998,93.18706
mus,1999,94.92956
mus,2000,91.90243
mus,2001,93.69928
mus,2002,95.11966
mus,2003,105.72515
mus,2004,100.14725
mus,2005,101.41481
mus,2006,100.46413
mus,2007,97.70115
mus,2008,96.62493
mus,2009,100.54556
mus,2010,104.21518
mus,2011,106.60159
mus,2012,106.6744
mus,2013,105.55782
mus,2014,104.57019
mus,2015,106.74206
mus,2016,105.39842
mus,2017,100.51934
mus,2018,98.73853
mus,2019,97.59706
mus,2020,99.61043
mus,2021,99.61043
mwi,2015,84.0181
mys,1974,7.74961
mys,1987,33.69732
mys,1988,33.14944
mys,1989,36.21317
mys,1990,35.31819
mys,1991,39.38
mys,1992,39.83315
mys,1993,40.46544
mys,1994,61.23053
mys,1995,46.05721
mys,1996,41.33492
mys,1998,56.16101
mys,1999,55.59366
mys,2001,54.45147
mys,2002,54.75478
mys,2003,59.07339
mys,2004,63.3449
mys,2005,64.74301
mys,2006,59.98997
mys,2007,64.30697
mys,2008,77.01522
mys,2009,79.99706
mys,2010,82.55571
mys,2012,86.44227
mys,2013,90.88208
mys,2014,94.14733
mys,2015,98.63405
mys,2016,99.52032
mys,2017,101.56374
mys,2018,100.43794
mys,2019,99.76405
nam,1989,11.59979
nam,1990,13.93561
nam,1991,13.02043
nam,1992,11.95647
nam,1993,10.62296
nam,1994,9.66188
nam,1999,35.55107
nam,2001,43.89301
nam,2002,53.80706
nam,2006,31.71168
nam,2012,16.51398
nam,2013,22.52812
nam,2015,28.00175
nam,2016,34.35627
nam,2017,34.13225
nam,2018,34.80725
nam,2019,36.09258
ner,1973,0.23775
ner,1974,0.25529
ner,1975,0.23911
ner,1976,0.25572
ner,1977,0.24312
ner,1978,0.41188
ner,1979,0.44711
ner,1980,0.58809
ner,1981,0.43751
ner,1982,0.44974
ner,1983,0.43795
ner,1984,0.50544
ner,1985,0.55577
ner,1986,0.57477
ner,1987,0.63486
ner,1989,1.21644
ner,1990,1.3372
ner,1991,1.40083
ner,1992,1.53902
ner,1993,1.49301
ner,1995,1.07609
ner,1996,0.97194
ner,1997,1.07985
ner,1998,1.17579
ner,1999,1.0984
ner,2000,0.94313
ner,2001,1.05938
ner,2002,1.26962
ner,2003,1.37179
ner,2004,1.36445
ner,2005,1.43208
ner,2006,1.76281
ner,2007,1.92837
ner,2008,2.42458
ner,2009,2.83439
ner,2010,4.01498
ner,2011,5.5754
ner,2012,6.09454
ner,2013,7.09042
ner,2014,7.25206
ner,2015,7.53264
ner,2016,7.94767
ner,2017,8.12774
ner,2018,8.33489
ner,2019,7.61688
ner,2020,7.60285
nga,2001,24.69789
nga,2003,34.92649
nga,2004,44.36541
nga,2005,43.47414
nga,2008,39.17027
nga,2009,37.03735
nga,2010,41.48419
nga,2014,14.81951
nga,2015,24.18293
nga,2016,16.07873
nga,2017,19.86554
nga,2018,22.48821
nic,1970,3.33479
nic,1971,2.69185
nic,1972,2.73158
nic,1973,2.42664
nic,1978,2.30946
nic,1980,7.10898
nic,1982,8.66314
nic,1983,10.86175
nic,1984,12.65383
nic,1985,12.98542
nic,1986,14.50574
nic,1987,15.17195
nic,1988,14.41121
nic,1989,12.48261
nic,1990,12.03714
nic,1991,13.00268
nic,1992,12.67539
nic,1993,14.97777
nic,1994,18.18098
nic,1995,18.59887
nic,1996,21.55217
nic,1997,24.7635
nic,1998,26.4243
nic,1999,29.85612
nic,2000,31.15244
nic,2001,30.6774
nic,2002,33.94781
nic,2003,35.61047
nic,2004,38.83855
nic,2005,41.57399
nic,2006,54.53231
nic,2007,55.65833
nic,2008,56.86971
nic,2010,56.4677
nld,1971,99.30682
nld,1972,100.06334
nld,1973,101.68364
nld,1974,105.99735
nld,1975,109.80814
nld,1976,113.24962
nld,1977,112.33698
nld,1978,109.03832
nld,1979,106.33472
nld,1980,105.42379
nld,1981,106.17689
nld,1982,107.42877
nld,1983,110.94182
nld,1984,113.7238
nld,1985,116.96691
nld,1986,107.03989
nld,1987,103.79681
nld,1988,98.3704
nld,1989,97.07944
nld,1990,97.46845
nld,1991,99.91353
nld,1992,100.97275
nld,1993,98.34843
nld,1994,98.04238
nld,1995,99.72549
nld,1996,100.53655
nld,1997,99.48519
nld,2011,90.04854
nld,2012,90.74353
nld,2013,93.17757
nld,2014,93.95173
nld,2015,95.29222
nld,2016,95.26849
nld,2017,94.37779
nld,2018,89.77504
nld,2019,89.72221
nld_curacao,2020,94.2298
nor,1994,70.88017
nor,1995,74.53345
nor,1996,76.60375
nor,1997,78.06739
nor,1998,74.98267
nor,1999,77.23135
nor,2000,78.66283
nor,2001,79.89635
nor,2002,81.5147
nor,2008,94.86026
nor,2009,97.30284
nor,2010,98.40908
nor,2011,98.77377
nor,2012,98.96312
nor,2013,98.63503
nor,2014,98.09349
nor,2015,97.48513
nor,2016,95.91568
nor,2017,95.53794
nor,2018,96.08293
nor,2019,96.38153
npl,1983,0.80188
npl,1984,0.94662
npl,1997,6.3524
npl,1999,9.06791
npl,2000,10.28713
npl,2001,10.81479
npl,2002,11.17676
npl,2003,15.89792
npl,2004,16.32251
npl,2005,34.39246
npl,2007,40.3299
npl,2008,59.42708
npl,2009,67.31272
npl,2010,74.4136
npl,2011,82.2555
npl,2012,86.65454
npl,2013,87.2645
npl,2014,87.06998
npl,2015,86.63371
npl,2016,84.52814
npl,2017,83.31636
npl,2019,83.24051
nru,1985,50.95368
nru,1991,59.14787
nru,1998,66.90821
nru,2000,72.3192
nru,2001,75.06361
nru,2002,78.125
nru,2003,76
nru,2004,65.02732
nru,2005,84.16667
nru,2006,89.54802
nru,2007,113.50575
nru,2008,95.66474
nru,2011,87.73842
nru,2012,69.21053
nru,2013,108.90585
nru,2014,110.30151
nru,2015,85.57214
nru,2016,79.85258
nru,2019,34.55882
nru,2020,33.58025
nzl,1970,20.63199
nzl,1971,21.57676
nzl,1972,22.52356
nzl,1973,23.75571
nzl,1975,45.99168
nzl,1976,48.44943
nzl,1977,48.70809
nzl,1978,48.51208
nzl,1980,50.99301
nzl,1981,52.75946
nzl,1982,57.65372
nzl,1984,62.55857
nzl,1985,62.68669
nzl,1986,62.88615
nzl,1987,61.17295
