geo,time,se_pre_enrr_fe
atg,2007,82.71605
atg,2008,84.46886
atg,2010,92.87339
atg,2011,95.47546
atg,2012,94.59865
atg,2013,92.3921
atg,2014,92.53945
atg,2016,77.82609
atg,2017,76.54584
atg,2018,74.02507
aus,1971,73.24151
aus,1974,73.68037
aus,1975,75.4814
aus,1976,81.78628
aus,1977,80.24438
aus,1978,75.72678
aus,1979,66.62331
aus,1980,64.60455
aus,1981,64.17459
aus,1982,65.51004
aus,1983,68.21711
aus,1984,69.52041
aus,1985,71.5623
aus,1986,73.64969
aus,1987,73.33878
aus,1988,71.29738
aus,1989,71.13672
aus,1990,70.93567
aus,1991,70.36164
aus,1992,70.50768
aus,1993,71.03307
aus,1994,72.54891
aus,2001,104.74588
aus,2002,102.43447
aus,2003,83.09973
aus,2004,84.41846
aus,2005,86.88604
aus,2006,81.91334
aus,2007,80.94191
aus,2008,80.56704
aus,2009,80.50683
aus,2010,77.64784
aus,2013,107.53827
aus,2014,112.04691
aus,2015,122.12468
aus,2016,163.33891
aus,2017,161.19096
aus,2018,161.90076
aus,2019,162.65265
aut,1971,30.87791
aut,1972,32.73998
aut,1973,35.44564
aut,1974,38.31673
aut,1975,41.8626
aut,1976,45.27862
aut,1977,48.24032
aut,1978,53.43112
aut,1979,58.10765
aut,1980,61.00173
aut,1981,62.34187
aut,1982,62.7907
aut,1983,64.01058
aut,1984,65.5251
aut,1985,68.00908
aut,1986,72.00072
aut,1987,73.99294
aut,1988,72.93308
aut,1989,70.99293
aut,1990,71.32006
aut,1991,71.79664
aut,1992,72.7785
aut,1993,75.01666
aut,1994,78.13317
aut,1995,78.14891
aut,1996,78.89277
aut,1997,79.67358
aut,1998,79.45379
aut,1999,78.77251
aut,2000,79.88277
aut,2001,81.50351
aut,2002,83.52262
aut,2003,86.17208
aut,2004,87.84006
aut,2005,88.56239
aut,2006,89.44449
aut,2007,90.78311
aut,2008,93.60499
aut,2009,97.6627
aut,2010,100.48172
aut,2011,100.68808
aut,2012,103.05027
aut,2013,99.90553
aut,2014,100.61403
aut,2015,103.51175
aut,2016,103.98052
aut,2017,103.82226
aut,2018,102.78301
aut,2019,102.22131
aze,1981,18.26861
aze,1986,19.54607
aze,1991,17.37439
aze,1992,16.28295
aze,1993,15.03398
aze,1994,14.98996
aze,1995,17.3372
aze,1996,16.68728
aze,1997,15.80593
aze,1998,15.25915
aze,1999,17.02426
aze,2000,18.72403
aze,2001,20.20689
aze,2002,21.57386
aze,2003,22.22259
aze,2004,22.87071
aze,2005,24.66433
aze,2006,26.2543
aze,2007,25.9952
aze,2008,24.31133
aze,2009,23.63473
aze,2010,25.1221
aze,2011,26.14941
aze,2012,24.69575
aze,2013,25.95468
aze,2014,23.55787
aze,2015,24.0609
aze,2016,22.83683
aze,2017,35.98803
aze,2018,39.49166
aze,2019,43.59908
aze,2020,44.41009
bdi,1971,0.25361
bdi,1972,0.16026
bdi,1973,0.22332
bdi,1974,0.17053
bdi,1982,0.26999
bdi,1983,0.29389
bdi,1984,0.28373
bdi,1985,0.30082
bdi,1986,0.37123
bdi,1987,0.39424
bdi,1988,0.40026
bdi,1989,0.43498
bdi,1998,0.64751
bdi,1999,0.75007
bdi,2000,0.76715
bdi,2001,1.12128
bdi,2002,1.22372
bdi,2003,1.23832
bdi,2004,1.31367
bdi,2005,1.76985
bdi,2006,1.84328
bdi,2007,3.63745
bdi,2009,12.41905
bdi,2010,10.72109
bdi,2011,8.2201
bdi,2012,8.50392
bdi,2013,9.29972
bdi,2014,11.15785
bdi,2015,13.88393
bdi,2016,14.32253
bdi,2017,14.19575
bdi,2018,15.66362
bdi,2019,16.98606
bdi,2021,16.74617
bel,1971,100.26325
bel,1972,100.86237
bel,1973,101.90056
bel,1974,105.26953
bel,1975,106.91951
bel,1976,108.73389
bel,1977,107.39926
bel,1978,103.21374
bel,1979,101.48596
bel,1980,101.57273
bel,1981,103.7522
bel,1982,106.46293
bel,1983,108.52731
bel,1984,110.6349
bel,1985,111.97334
bel,1986,111.92489
bel,1987,108.06305
bel,1988,104.94338
bel,1989,102.97902
bel,1990,103.71352
bel,1991,104.57314
bel,1992,111.04733
bel,1993,114.3986
bel,1994,117.05612
bel,1995,117.60247
bel,1996,116.68469
bel,1999,107.68765
bel,2000,109.06577
bel,2001,110.26902
bel,2002,112.27774
bel,2003,114.15238
bel,2004,115.39463
bel,2005,118.99498
bel,2006,118.44449
bel,2007,117.5564
bel,2008,117.50148
bel,2009,118.16396
bel,2010,119.04306
bel,2011,120.44427
bel,2012,119.76945
bel,2013,118.45204
bel,2014,117.74789
bel,2015,116.60245
bel,2016,115.89755
bel,2017,115.02363
bel,2018,114.22538
bel,2019,113.87814
ben,1976,0
ben,1978,0
ben,1979,0
ben,1980,0
ben,1982,1.14353
ben,1983,1.2965
ben,1984,1.673
ben,1985,2.09207
ben,1986,2.38163
ben,1987,2.61851
ben,1988,2.62567
ben,1989,2.58491
ben,1990,2.46233
ben,1991,2.48
ben,1992,2.44326
ben,1993,2.55024
ben,1994,2.46356
ben,1995,2.68154
ben,1996,2.7218
ben,1999,4.13446
ben,2000,6.24814
ben,2001,5.52204
ben,2002,5.02727
ben,2003,4.5744
ben,2004,4.54756
ben,2005,5.63063
ben,2006,6.3076
ben,2008,12.73754
ben,2009,13.90978
ben,2010,17.87455
ben,2011,19.5406
ben,2012,19.43694
ben,2013,20.07721
ben,2014,20.99348
ben,2015,24.26564
ben,2016,25.26524
ben,2017,25.62429
ben,2018,25.87497
ben,2019,24.73801
ben,2020,22.39895
bfa,1971,0.06827
bfa,1972,0.07052
bfa,1973,0.0985
bfa,1974,0.08591
bfa,1975,0.0823
bfa,1976,0.08549
bfa,1977,0.12371
bfa,1978,0.08668
bfa,1979,0.11838
bfa,1980,0.11739
bfa,1981,0.05664
bfa,1982,0.08216
bfa,1983,0.09908
bfa,1984,0.22141
bfa,1985,0.35213
bfa,1986,0.47164
bfa,1987,0.61195
bfa,1988,0.69233
bfa,1989,0.74886
bfa,1990,0.66954
bfa,1991,0.78841
bfa,1992,0.85992
bfa,1993,0.86106
bfa,1994,1.06838
bfa,1995,1.06457
bfa,1996,1.43576
bfa,1997,1.72955
bfa,1998,1.76731
bfa,1999,1.86568
bfa,2007,3.01179
bfa,2009,2.91861
bfa,2010,2.75828
bfa,2011,3.10031
bfa,2012,3.67018
bfa,2013,4.023
bfa,2014,4.29556
bfa,2015,4.17316
bfa,2016,3.04476
bfa,2017,3.6621
bfa,2018,4.34599
bfa,2019,5.51135
bfa,2020,6.39163
bgd,1973,0.45434
bgd,1988,71.28105
bgd,1998,22.56127
bgd,1999,19.34734
bgd,2000,17.83414
bgd,2001,16.68171
bgd,2002,14.68292
bgd,2003,12.00524
bgd,2004,11.44683
bgd,2005,11.47422
bgd,2009,11.27194
bgd,2010,13.02952
bgd,2011,25.25352
bgd,2013,32.84742
bgd,2015,32.63316
bgd,2016,36.16616
bgd,2017,42.48155
bgd,2018,41.63366
bgd,2020,46.83121
bgr,1971,67.06877
bgr,1972,64.59489
bgr,1973,66.59902
bgr,1974,69.39709
bgr,1975,73.69052
bgr,1976,75.4512
bgr,1977,75.02503
bgr,1978,74.73042
bgr,1979,74.06657
bgr,1980,77.57128
bgr,1981,77.43246
bgr,1982,74.7241
bgr,1983,73.68127
bgr,1984,72.04601
bgr,1985,70.69495
bgr,1986,68.22147
bgr,1987,68.16405
bgr,1988,69.96529
bgr,1989,71.96203
bgr,1990,69.19962
bgr,1991,68.09232
bgr,1992,58.8073
bgr,1993,60.24267
bgr,1994,57.46633
bgr,1995,59.85041
bgr,1996,64.7887
bgr,1997,66.00262
bgr,1998,63.32805
bgr,1999,67.65321
bgr,2000,69.83867
bgr,2001,69.62173
bgr,2002,73.35356
bgr,2003,77.7744
bgr,2004,81.11975
bgr,2005,84.0138
bgr,2006,86.60358
bgr,2007,84.53273
bgr,2008,81.62384
bgr,2009,80.07441
bgr,2010,79.97823
bgr,2011,80.23598
bgr,2012,79.21352
bgr,2013,79.28771
bgr,2014,79.45507
bgr,2015,79.30542
bgr,2016,76.64692
bgr,2017,76.29205
bgr,2018,78.97222
bgr,2019,82.31971
bhr,1974,5.65933
bhr,1975,6.0276
bhr,1976,8.50989
bhr,1977,11.35356
bhr,1978,9.92666
bhr,1979,10.53244
bhr,1980,10.93268
bhr,1981,13.41528
bhr,1982,15.26992
bhr,1983,17.25319
bhr,1984,17.52018
bhr,1985,21.44654
bhr,1986,23.85497
bhr,1987,24.48109
bhr,1988,25.24813
bhr,1989,25.47254
bhr,1991,25.10813
bhr,1992,27.61331
bhr,1993,30.41106
bhr,1994,31.64787
bhr,1995,33.84946
bhr,1996,33.30665
bhr,1997,33.35746
bhr,1998,35.8257
bhr,1999,34.43135
bhr,2000,34.115
bhr,2001,33.86616
bhr,2002,34.66957
bhr,2003,35.56351
bhr,2004,38.31666
bhr,2005,38.34332
bhr,2006,38.20727
bhr,2008,43.86502
bhr,2009,48.68834
bhr,2010,50.46518
bhr,2011,51.93424
bhr,2012,50.5569
bhr,2013,53.12286
bhr,2014,55.81908
bhr,2015,55.36503
bhr,2016,55.0439
bhr,2017,54.59025
bhr,2018,54.60325
bhr,2019,53.60061
bhr,2020,55.7392
bhs,1993,7.03463
bhs,1997,9.31347
bhs,1999,11.8472
bhs,2000,16.38796
bhs,2002,31.56453
bhs,2011,36.23395
bhs,2012,40.86056
bhs,2013,31.22085
bhs,2014,38.17855
bhs,2015,29.31973
bhs,2016,32.54052
bhs,2017,38.97484
bhs,2018,35.91521
bih,2011,14.06748
bih,2013,14.5863
bih,2014,13.74975
bih,2015,15.3988
bih,2016,15.98281
bih,2017,22.8974
bih,2018,25.6837
bih,2019,24.18382
bih,2020,26.99096
blr,1995,76.62234
blr,1996,77.21596
blr,1999,81.54742
blr,2000,83.5704
blr,2001,86.72774
blr,2002,91.15397
blr,2003,92.56953
blr,2004,95.34528
blr,2005,102.32794
blr,2006,104.60393
blr,2007,104.39803
blr,2008,102.26443
blr,2009,99.07991
blr,2010,101.13
blr,2011,103.57042
blr,2012,101.35741
blr,2013,101.8561
blr,2014,100.18361
blr,2015,98.08913
blr,2016,95.81306
blr,2017,96.39973
blr,2018,96.99082
blr,2019,98.43754
blz,1986,22.43478
blz,1987,20.28024
blz,1990,24.22392
blz,1991,24.38324
blz,1992,27.74596
blz,1993,28.143
blz,1994,26.7418
blz,1995,29.11825
blz,1996,28.59065
blz,1997,27.79397
blz,1999,26.69018
blz,2000,25.35851
blz,2001,25.94989
blz,2003,25.6557
blz,2004,24.55909
blz,2005,29.59781
blz,2006,32.4104
blz,2007,33.1211
blz,2008,38.24144
blz,2009,40.0315
blz,2010,44.0596
blz,2011,43.82199
blz,2012,46.60285
blz,2013,49.18166
blz,2014,50.85652
blz,2015,50.58392
blz,2016,50.4053
blz,2017,50.04659
blz,2018,48.66667
blz,2019,48.32862
blz,2020,46.64607
bmu,1971,106.44567
bmu,1977,114.7806
bmu,1979,122.07506
bmu,1980,124.55752
bmu,1981,126.15741
bmu,1982,129.63855
bmu,1983,130.2267
bmu,1984,163.42105
bmu,1985,171.23656
bmu,2001,58.06452
bmu,2002,53.65239
bmu,2003,51.6624
bmu,2004,56.36364
bmu,2005,49.34037
bmu,2006,50.13405
bmu,2010,45.14286
bmu,2011,48.83041
bmu,2012,59.94065
bmu,2013,54.54545
bmu,2014,60.99071
bmu,2015,63.05732
bol,1971,25.18217
bol,1972,26.26322
bol,1980,28.11574
bol,1984,38.5456
bol,1986,37.35667
bol,1989,30.02643
bol,1990,32.06511
bol,1991,32.56386
bol,1992,33.40767
bol,1993,35.26624
bol,1994,36.37219
bol,1995,37.95776
bol,1996,37.99668
bol,1997,38.10277
bol,1998,46.87722
bol,1999,47.88652
bol,2000,49.20785
bol,2001,49.15401
bol,2002,49.67278
bol,2003,49.06555
bol,2004,51.49021
bol,2005,52.31907
bol,2006,52.04538
bol,2007,50.75086
bol,2008,48.64351
bol,2009,46.64874
bol,2010,47.67387
bol,2011,54.30342
bol,2012,57.19369
bol,2013,62.60147
bol,2014,67.62376
bol,2015,70.53272
bol,2016,73.61515
bol,2017,73.96895
bol,2018,75.10007
bol,2019,78.02762
bra,2013,87.9503
bra,2014,91.21104
bra,2015,90.78406
bra,2016,98.77426
bra,2017,97.14378
bra,2018,96.14645
bra,2019,95.86658
brb,1974,20.06868
brb,1978,35.60232
brb,1979,33.69362
brb,1980,36.14907
brb,1981,40.5959
brb,1982,41.46987
brb,1983,35.25214
brb,1999,72.17547
brb,2000,70.38748
brb,2001,71.78295
brb,2002,78.84258
brb,2003,79.09389
brb,2004,81.53631
brb,2005,83.64447
brb,2006,87.67812
brb,2007,83.31011
brb,2008,82.43767
brb,2009,82.47451
brb,2010,80.50871
brb,2011,77.50557
brb,2014,89.17788
brb,2015,90.15592
brb,2016,85.96051
brb,2017,91.06163
brb,2018,87.75307
brb,2019,85.18015
brb,2020,86.3683
brn,1978,16.49312
brn,1979,38.0182
brn,1980,40.32498
brn,1981,40.82129
brn,1982,41.4919
brn,1983,42.04187
brn,1984,42.80151
brn,1986,42.46223
brn,1987,47.02817
brn,1988,47.6987
brn,1989,44.88113
brn,1991,45.75163
brn,1992,47.96756
brn,1993,57.18336
brn,1994,50.99083
brn,1995,51.97648
brn,1996,53.98348
brn,1997,55.20128
brn,1998,52.25352
brn,1999,53.20935
brn,2000,47.60427
brn,2001,47.24593
brn,2002,52.81937
brn,2003,52.34978
brn,2004,56.38046
brn,2005,57.85132
brn,2006,56.9028
brn,2007,58.84576
brn,2008,60.53695
brn,2009,66.59708
brn,2010,66.73315
brn,2011,68.98252
brn,2012,69.81607
brn,2013,71.17477
brn,2014,71.22523
brn,2015,70.12847
brn,2016,69.52718
brn,2017,68.42526
brn,2018,65.1338
brn,2019,63.67008
brn,2020,63.10795
btn,1995,1.52416
btn,1998,1.07072
btn,1999,0.8525
btn,2000,1.10266
btn,2005,1.35628
btn,2007,0.76656
btn,2008,1.08805
btn,2010,2.32437
btn,2011,5.85582
btn,2012,9.45259
btn,2013,14.38424
btn,2014,19.38135
btn,2015,23.64066
btn,2016,28.96105
btn,2017,29.80175
btn,2018,34.63218
btn,2019,35.7309
btn,2020,32.62059
bwa,2005,15.9614
bwa,2006,16.94555
bwa,2007,15.55656
bwa,2008,16.77046
bwa,2009,17.12313
bwa,2012,14.7151
bwa,2013,17.44511
bwa,2014,20.3796
bwa,2015,21.81983
caf,1971,4.41993
caf,1972,4.9209
caf,1973,4.74255
caf,1987,3.71164
caf,2003,1.73763
caf,2005,3.34823
caf,2006,3.33061
caf,2007,3.28511
caf,2008,3.89145
caf,2009,4.2529
caf,2011,5.18083
caf,2017,2.99059
can,1971,40.36868
can,1972,40.49567
can,1973,43.23455
can,1974,46.53529
can,1975,53.55865
can,1976,56.29438
can,1977,55.94651
can,1978,53.52489
can,1980,52.8051
can,1981,55.92162
can,1982,54.91063
can,1983,55.78636
can,1984,55.84265
can,1985,56.83591
can,1986,57.85792
can,1987,58.40521
can,1988,59.0596
can,1989,59.8508
can,1990,61.87344
can,1991,61.10071
can,1992,62.50837
can,1993,61.70182
can,1994,62.63475
can,1995,63.75557
can,1996,64.29558
che,1977,65.06246
che,1978,69.77287
che,1979,71.88551
che,1980,74.40148
che,1981,77.09123
che,1982,79.27198
che,1983,82.03952
che,1984,82.66093
che,1985,84.65981
che,1986,86.88608
che,1987,89.28808
che,1988,91.75961
che,1989,91.10673
che,1990,89.96638
che,1991,90.8988
che,1992,90.20759
che,1993,92.12442
che,1994,93.75112
che,1995,95.90774
che,1996,96.66142
che,1998,95.03445
che,1999,92.45333
che,2000,92.41592
che,2001,92.00645
che,2002,92.9567
che,2003,94.40076
che,2004,94.78451
che,2005,98.19669
che,2006,99.79786
che,2007,99.52714
che,2008,100.49205
che,2009,102.42279
che,2010,99.32053
che,2011,100.38551
che,2012,99.49754
che,2013,102.3415
che,2014,104.57819
che,2015,104.17721
che,2016,104.66827
che,2017,103.10643
che,2018,101.76714
che,2019,101.83587
chl,1970,24.52635
chl,1971,27.83385
chl,1972,30.90708
chl,1973,31.40879
chl,1976,52.93712
chl,1977,59.82337
chl,1978,63.44539
chl,1979,65.62188
chl,1984,68.5203
chl,1985,78.24449
chl,1986,80.89864
chl,1988,83.4166
chl,1989,81.24488
chl,1990,83.05733
chl,1991,76.19834
chl,1992,87.49899
chl,1993,90.82262
chl,1994,91.76511
chl,1995,97.56409
chl,1996,99.29621
chl,1998,74.04868
chl,1999,77.30593
chl,2000,78.92415
chl,2002,77.68041
chl,2003,74.8485
chl,2004,77.5245
chl,2005,82.15616
chl,2006,82.96269
chl,2007,85.70486
chl,2008,85.66776
chl,2009,88.60183
chl,2010,106.17958
chl,2011,111.61568
chl,2012,112.81864
chl,2013,77.88076
chl,2014,80.77934
chl,2015,81.39916
chl,2016,81.45526
chl,2017,81.0007
chl,2018,81.39831
chl,2019,83.96749
chn,1984,14.21923
chn,1985,16.19247
chn,1986,18.92766
chn,1987,20.56564
chn,1988,21.67481
chn,1989,21.11805
chn,1990,20.06034
chn,1991,21.09115
chn,1992,22.06453
chn,1993,22.86963
chn,1994,23.00202
chn,1995,23.90509
chn,1996,25.29718
chn,1997,26.75321
chn,1998,40.11966
chn,1999,44.32966
chn,2000,44.0795
chn,2001,44.07704
chn,2002,38.89001
chn,2003,37.94449
chn,2006,41.11455
chn,2007,43.14146
chn,2008,45.41913
chn,2009,48.63462
chn,2010,52.29121
chn,2011,58.90279
chn,2012,68.24071
chn,2013,73.03579
chn,2014,76.09639
chn,2015,78.82756
chn,2016,82.54248
chn,2017,85.09948
chn,2018,88.37187
chn,2019,89.16474
chn,2020,90.73433
civ,1971,1.26511
civ,1972,1.1632
civ,1973,1.24577
civ,1976,0.69542
civ,1977,0.65024
civ,1978,0.64619
civ,1979,0.68056
civ,1980,0.72594
civ,1981,0.70941
civ,1982,0.76386
civ,1983,0.77844
civ,1984,0.7808
civ,1985,0.82595
civ,1986,0.80081
civ,1987,0.84695
civ,1988,0.96433
civ,1989,1.03058
civ,1990,1.05442
civ,1991,0.95277
civ,1992,0.89092
civ,1993,1.37107
civ,1994,1.70306
civ,1995,1.86276
civ,1996,2.20348
civ,1997,2.21873
civ,1998,2.46121
civ,1999,2.3404
civ,2000,2.50257
civ,2001,2.62923
civ,2002,2.73864
civ,2003,2.88469
civ,2006,3.03011
civ,2007,2.90824
civ,2008,2.84173
civ,2009,3.39811
civ,2011,3.94701
civ,2012,4.69628
civ,2013,5.62622
civ,2014,6.45562
civ,2015,7.08811
civ,2016,7.80233
civ,2017,8.21726
civ,2018,8.27898
civ,2019,8.46656
civ,2020,10.9628
cmr,1971,3.10621
cmr,1976,4.52826
cmr,1977,4.73299
cmr,1978,4.97174
cmr,1979,6.17521
cmr,1980,6.61464
cmr,1981,7.19258
cmr,1983,6.51831
cmr,1984,8.8538
cmr,1985,10.6801
cmr,1986,10.77477
cmr,1987,12.04559
cmr,1988,12.0004
cmr,1989,12.02145
cmr,1990,11.94127
cmr,1991,11.81047
cmr,1992,11.4977
cmr,1994,10.50942
cmr,1995,10.30569
cmr,1997,9.6393
cmr,1998,9.84251
cmr,1999,10.65549
cmr,2000,12.62642
cmr,2001,12.90862
cmr,2002,13.26229
cmr,2003,13.63422
cmr,2004,16.84201
cmr,2005,18.22599
cmr,2006,17.94485
cmr,2007,19.36255
cmr,2008,22.84958
cmr,2009,24.19352
cmr,2010,25.75419
cmr,2011,27.05076
cmr,2012,30.07681
cmr,2014,34.27406
cmr,2015,37.35676
cmr,2016,39.00036
cmr,2017,36.177
cmr,2018,34.79948
cmr,2019,35.99301
cod,1973,0.91158
cod,1993,0.92718
cod,2001,0.85089
cod,2002,1.42262
cod,2007,3.08907
cod,2008,3.46288
cod,2009,4.14265
cod,2010,3.5315
cod,2011,3.79876
cod,2012,4.11178
cod,2013,4.10953
cod,2014,4.32966
cod,2015,4.59968
cod,2018,5.8186
cog,1971,0.23564
cog,1973,1.00087
cog,1978,1.89294
cog,1981,1.93407
cog,1982,1.92542
cog,1983,2.40763
cog,1984,2.82289
cog,1985,2.59609
cog,1986,2.70769
cog,1987,2.85557
cog,1988,2.72258
cog,1989,2.61236
cog,1990,2.68248
cog,1991,2.61323
cog,1992,3.10164
cog,1993,2.10868
cog,1994,1.94616
cog,1995,1.13466
cog,1996,0.92075
cog,1997,1.50711
cog,1998,0.50667
cog,1999,2.77207
cog,2000,3.45941
cog,2001,3.52243
cog,2002,5.38677
cog,2003,6.29349
cog,2004,7.19771
cog,2005,7.41399
cog,2006,8.80533
cog,2007,9.56705
cog,2008,10.86364
cog,2009,11.49279
cog,2010,11.86122
cog,2011,11.50915
cog,2012,13.24468
cog,2018,14.91496
col,1983,9.80601
col,1984,11.15519
col,1985,12.14028
col,1986,11.67505
col,1987,12.44802
col,1988,13.07687
col,1989,13.64534
col,1992,19.34651
col,1993,20.15572
col,1996,35.67111
col,1998,37.40256
col,1999,38.95452
com,1999,2.77928
com,2003,2.95344
com,2004,4.21597
com,2008,24.19073
com,2013,24.09402
com,2014,21.62674
com,2017,20.77329
com,2018,22.16235
cpv,1999,41.59084
cpv,2001,54.4232
cpv,2002,57.29097
cpv,2003,61.56833
cpv,2004,64.36581
cpv,2005,65.86385
cpv,2006,66.62491
cpv,2007,67.47064
cpv,2008,69.1686
cpv,2009,69.94498
cpv,2010,68.58725
cpv,2011,72.55976
cpv,2012,70.92052
cpv,2013,71.03534
cpv,2014,71.60389
cpv,2015,74.9202
cpv,2016,76.93008
cpv,2017,74.36392
cpv,2018,73.51729
cpv,2019,75.59995
cri,1970,6.65511
cri,1971,7.80964
cri,1972,11.56976
cri,1973,13.44172
cri,1974,13.6357
cri,1975,14.22726
cri,1976,16.81944
cri,1977,15.73387
cri,1980,19.27625
cri,1981,20.37215
cri,1982,22.17509
cri,1983,23.89596
cri,1984,21.52997
cri,1985,26.28585
cri,1986,26.97547
cri,1987,26.55313
cri,1988,27.42862
cri,1989,28.33124
cri,1990,29.50486
cri,1991,32.29109
cri,1992,32.01801
cri,1993,32.06504
cri,1994,32.5986
cri,1995,34.36189
cri,1996,35.4972
cri,1997,83.5743
cri,1998,40.54516
cri,1999,45.6744
cri,2000,45.72018
cri,2001,58.18018
cri,2002,61.3907
cri,2004,66.21147
cri,2005,71.82421
cri,2006,74.09887
cri,2008,75.1232
cri,2009,77.40392
cri,2010,77.79731
cri,2011,78.15999
cri,2012,77.69917
cri,2013,79.19387
cri,2014,80.78216
cri,2015,78.94866
cri,2016,77.90289
cri,2017,80.84242
cri,2018,98.26507
cri,2019,95.75406
cri,2020,97.18476
cub,1971,50.89207
cub,1972,48.39603
cub,1973,46.39002
cub,1974,48.31429
cub,1975,51.74782
cub,1976,53.89856
cub,1977,65.20364
cub,1978,66.07037
cub,1979,58.85179
cub,1980,55.14582
cub,1981,58.45975
cub,1982,62.69254
cub,1983,65.93995
cub,1984,67.00683
cub,1985,74.75494
cub,1986,69.70277
cub,1987,70.65899
cub,1988,85.15256
cub,1989,84.17558
cub,1990,80.76815
cub,1991,91.14264
cub,1992,76.72324
cub,1993,81.76847
cub,1994,78.73509
cub,1995,88.31325
cub,1996,93.08706
cub,1997,87.49927
cub,1998,92.05362
cub,1999,111.63074
cub,2000,109.56496
cub,2001,110.47327
cub,2002,108.67105
cub,2003,106.62868
cub,2004,106.33459
cub,2005,104.63441
cub,2006,106.45712
cub,2007,107.70708
cub,2008,109.84644
cub,2009,105.09086
cub,2010,101.33228
cub,2011,104.07715
cub,2013,90.8446
cub,2014,99.23858
cub,2015,101.949
cub,2016,104.03481
cub,2017,100.59909
cub,2018,98.4198
cub,2019,96.61233
cub,2020,97.57045
cym,1980,51.63399
cym,1999,37.82895
cym,2000,47.86054
cym,2001,53.40557
cym,2002,42.67717
cym,2004,44.35216
cym,2005,48.1775
cym,2006,52.85054
cym,2007,70.47478
cym,2012,37.94416
cym,2013,76.75
cym,2014,80.94059
