geo,time,se_sec_enrr_ma
atg,2010,109.93059
atg,2011,110.20408
atg,2012,101.50806
atg,2014,106.66667
atg,2015,107.13525
atg,2017,110.66409
atg,2018,113.27731
aus,1993,134.04968
aus,1994,132.80771
aus,1995,143.50146
aus,1996,148.9346
aus,1997,150.6002
aus,2015,167.87904
aus,2016,163.5806
aus,2017,159.00876
aus,2018,136.70801
aus,2019,145.33823
aut,1971,93.21249
aut,1976,95.91327
aut,1981,97.25181
aut,1982,95.29643
aut,1983,96.58694
aut,1984,96.43401
aut,1985,97.22661
aut,1986,101.45982
aut,1987,102.7831
aut,1988,103.1384
aut,1989,102.90983
aut,1990,105.57686
aut,1991,106.83437
aut,1992,108.8767
aut,1993,110.03597
aut,1994,110.22568
aut,1995,109.84794
aut,1996,108.55077
aut,1997,107.56781
aut,1998,100.3887
aut,1999,100.66515
aut,2000,100.6901
aut,2001,100.96632
aut,2002,101.42236
aut,2003,102.04348
aut,2004,102.27083
aut,2005,102.77765
aut,2006,102.32062
aut,2007,101.66666
aut,2008,101.50583
aut,2009,101.87961
aut,2010,100.73624
aut,2011,99.96218
aut,2012,99.66845
aut,2013,100.88945
aut,2014,101.51981
aut,2015,102.09594
aut,2016,102.90952
aut,2017,102.47356
aut,2018,101.73599
aut,2019,101.42894
aze,1981,93.9038
aze,1986,97.3556
aze,1991,91.14349
aze,1992,92.98429
aze,1993,93.54367
aze,1994,90.85466
aze,1995,84.51506
aze,1996,73.97871
aze,1997,71.08012
aze,2018,94.42806
aze,2019,94.87436
aze,2020,94.97268
bdi,1971,2.89387
bdi,1972,2.96469
bdi,1973,2.10987
bdi,1974,2.51102
bdi,1975,2.98878
bdi,1976,3.21012
bdi,1977,3.07711
bdi,1978,3.31713
bdi,1979,3.46863
bdi,1980,3.51011
bdi,1981,4.03548
bdi,1982,4.00944
bdi,1983,4.12631
bdi,1984,4.3903
bdi,1985,4.77798
bdi,1986,5.16242
bdi,1987,5.53527
bdi,1988,5.75448
bdi,1989,6.22156
bdi,1990,6.51827
bdi,1991,7.4817
bdi,1992,7.8314
bdi,1993,8.54108
bdi,2003,11.94865
bdi,2004,13.66514
bdi,2005,14.95289
bdi,2006,16.27858
bdi,2007,17.56923
bdi,2009,23.40532
bdi,2010,27.14669
bdi,2011,30.11656
bdi,2012,32.59342
bdi,2013,36.89779
bdi,2014,42.05691
bdi,2015,45.79981
bdi,2016,47.60054
bdi,2017,48.07758
bdi,2018,45.84184
bdi,2019,41.90257
bdi,2021,43.01041
bel,1971,82.84583
bel,1972,84.7564
bel,1973,85.05184
bel,1974,85.38705
bel,1975,84.17944
bel,1976,83.81267
bel,1977,84.20302
bel,1978,86.03346
bel,1979,87.21961
bel,1980,87.62776
bel,1981,88.553
bel,1982,90.77028
bel,1983,90.63966
bel,1984,94.1765
bel,1985,96.51735
bel,1986,98.66129
bel,1987,99.13312
bel,1988,100.16517
bel,1989,100.52924
bel,1990,100.62101
bel,1991,100.92901
bel,1992,102.04161
bel,1993,136.95091
bel,1994,139.81192
bel,1995,140.84169
bel,1996,140.92867
bel,1999,136.52206
bel,2000,137.75443
bel,2001,145.66422
bel,2002,147.13094
bel,2003,151.01851
bel,2004,146.3801
bel,2005,151.09897
bel,2006,151.6015
bel,2007,149.74326
bel,2008,148.13905
bel,2009,145.8994
bel,2010,146.86118
bel,2011,146.79428
bel,2012,147.68753
bel,2013,150.86568
bel,2014,152.30896
bel,2015,153.64386
bel,2016,152.11926
bel,2017,149.7196
bel,2018,147.08553
bel,2019,146.9023
ben,1971,6.03485
ben,1973,8.95336
ben,1974,9.96506
ben,1975,11.25905
ben,1977,13.45586
ben,1985,26.95497
ben,1986,23.42093
ben,1987,21.60649
ben,1999,28.70624
ben,2000,29.90376
ben,2001,32.08181
ben,2002,34.77006
ben,2003,36.74524
ben,2004,39.15271
ben,2011,60.36506
ben,2013,66.86577
ben,2014,66.41464
ben,2015,68.5192
ben,2016,67.14241
ben,2020,52.43653
bfa,1971,1.82582
bfa,1972,1.88462
bfa,1973,1.95787
bfa,1974,2.25434
bfa,1975,2.33448
bfa,1976,2.35549
bfa,1977,2.67279
bfa,1979,2.84004
bfa,1980,3.13843
bfa,1981,3.47668
bfa,1982,3.78739
bfa,1983,3.93055
bfa,1984,4.17954
bfa,1985,4.89613
bfa,1986,5.92717
bfa,1994,10.61357
bfa,1999,12.06779
bfa,2000,12.54921
bfa,2001,12.76105
bfa,2003,14.30638
bfa,2004,15.59358
bfa,2005,16.7062
bfa,2006,17.40405
bfa,2007,18.6175
bfa,2008,21.67097
bfa,2009,23.2119
bfa,2010,24.78439
bfa,2011,26.72422
bfa,2012,28.58323
bfa,2013,30.68042
bfa,2014,32.36835
bfa,2015,35.06678
bfa,2016,36.66853
bfa,2017,38.6337
bfa,2018,40.69022
bfa,2019,40.65269
bfa,2020,39.39075
bgd,1973,30.48655
bgd,1976,26.32892
bgd,1977,27.08596
bgd,1979,26.91519
bgd,1980,28.23211
bgd,1981,26.81498
bgd,1984,29.26004
bgd,1985,29.04753
bgd,1986,27.33888
bgd,1987,28.0606
bgd,1988,27.60733
bgd,1989,27.10783
bgd,1990,27.55629
bgd,1998,46.49169
bgd,1999,48.52343
bgd,2000,49.04772
bgd,2001,49.07169
bgd,2002,49.75098
bgd,2003,49.51751
bgd,2004,47.75255
bgd,2005,45.50961
bgd,2006,46.25743
bgd,2007,47.08351
bgd,2008,43.57576
bgd,2009,48.157
bgd,2010,48.71956
bgd,2011,48.81148
bgd,2012,51.73942
bgd,2013,57.85262
bgd,2015,61.7782
bgd,2016,67.97476
bgd,2017,64.34774
bgd,2018,67.35348
bgd,2019,67.0911
bgd,2020,67.54806
bgr,1971,90.36293
bgr,1972,91.07853
bgr,1973,92.26176
bgr,1974,93.68248
bgr,1975,94.64268
bgr,1976,91.71094
bgr,1977,93.76921
bgr,1978,92.99765
bgr,1979,90.45977
bgr,1980,90.65752
bgr,1981,90.55541
bgr,1982,91.26822
bgr,1983,92.09157
bgr,1984,92.19815
bgr,1985,93.50925
bgr,1986,99.11657
bgr,1987,100.33625
bgr,1988,101.96262
bgr,1989,102.59882
bgr,1990,98.94488
bgr,1991,97.60091
bgr,1992,95.5679
bgr,1993,92.88175
bgr,1994,90.1821
bgr,1995,91.77743
bgr,1996,92.93321
bgr,1997,92.314
bgr,1998,92.30843
bgr,1999,92.68886
bgr,2000,93.73422
bgr,2001,94.8385
bgr,2002,96.39621
bgr,2003,87.78975
bgr,2004,90.45212
bgr,2005,91.04229
bgr,2006,91.42935
bgr,2007,91.97388
bgr,2008,90.79276
bgr,2009,90.21685
bgr,2010,92.12592
bgr,2011,95.96421
bgr,2012,96.63185
bgr,2013,103.70654
bgr,2014,105.9073
bgr,2015,103.88185
bgr,2016,101.18294
bgr,2017,99.4624
bgr,2018,98.35792
bgr,2019,93.21998
bhr,1971,58.50887
bhr,1972,54.26908
bhr,1973,54.69155
bhr,1974,56.70416
bhr,1975,60.15801
bhr,1976,61.53555
bhr,1977,63.39711
bhr,1978,68.47634
bhr,1979,73.62478
bhr,1980,63.8698
bhr,1981,71.20099
bhr,1982,76.11728
bhr,1983,90.32594
bhr,1984,89.46013
bhr,1985,95.84328
bhr,1986,99.62163
bhr,1987,96.36254
bhr,1988,92.9394
bhr,1989,90.04544
bhr,1990,85.94824
bhr,1991,97.38831
bhr,1992,95.21048
bhr,1993,98.65311
bhr,1994,102.28173
bhr,1995,104.12436
bhr,1996,101.72973
bhr,1997,93.64093
bhr,1998,92.75195
bhr,1999,91.48483
bhr,2000,95.23794
bhr,2001,94.55289
bhr,2002,89.16833
bhr,2003,89.17802
bhr,2004,90.66933
bhr,2005,91.46955
bhr,2006,92.13224
bhr,2008,88.39384
bhr,2009,89.85635
bhr,2010,92.22031
bhr,2011,96.39167
bhr,2012,90.8566
bhr,2013,96.12025
bhr,2014,98.67224
bhr,2015,102.50689
bhr,2016,103.44397
bhr,2017,100.47131
bhr,2018,95.81735
bhr,2019,93.22514
bhs,1982,83.90906
bhs,1983,83.23119
bhs,1985,79.78241
bhs,1986,80.58806
bhs,1987,88.63095
bhs,1992,94.73517
bhs,1993,95.12118
bhs,1995,86.85969
bhs,1997,73.02315
bhs,1999,78.05161
bhs,2002,90.04522
bhs,2004,86.70311
bhs,2005,88.81735
bhs,2006,89.94796
bhs,2007,92.23997
bhs,2008,91.83728
bhs,2009,89.77481
bhs,2010,87.56211
bhs,2011,84.05879
bhs,2012,83.54047
bhs,2013,74.92293
blr,1971,88.15104
blr,1972,92.23824
blr,1973,95.79693
blr,1974,99.01072
blr,1975,98.02013
blr,1976,94.17192
blr,1977,94.70355
blr,1978,94.26598
blr,1979,94.1382
blr,1980,95.52529
blr,1987,98.03018
blr,1988,97.32827
blr,1989,96.69495
blr,1990,95.32363
blr,1998,84.82501
blr,2008,113.57719
blr,2009,112.43081
blr,2010,109.93764
blr,2011,109.12682
blr,2012,109.08929
blr,2013,106.72434
blr,2014,106.51978
blr,2015,106.2572
blr,2016,105.6441
blr,2017,104.28937
blr,2018,103.14892
blz,1986,56.20277
blz,1987,59.71963
blz,1991,59.2455
blz,1994,68.00714
blz,1995,66.31766
blz,1999,61.98357
blz,2000,66.21614
blz,2001,68.84794
blz,2003,75.35431
blz,2004,75.83338
blz,2005,75.25452
blz,2006,74.95703
blz,2007,73.24172
blz,2008,72.32548
blz,2009,71.94194
blz,2010,72.42847
blz,2011,73.53259
blz,2012,77.14298
blz,2013,78.38202
blz,2014,77.87265
blz,2015,79.57441
blz,2016,86.30877
blz,2017,81.90868
blz,2018,83.65849
blz,2019,85.59892
blz,2020,83.68098
bmu,1971,74.02985
bmu,1972,78.86413
bmu,1973,77.59104
bmu,1974,72.98318
bmu,1975,74.4249
bmu,1976,77.20884
bmu,1977,86.92876
bmu,1978,86.45337
bmu,1979,91.90509
bmu,1980,97.05669
bmu,2001,74.6988
bmu,2002,73.34437
bmu,2003,72.72727
bmu,2004,73.58799
bmu,2005,73.92157
bmu,2006,72.04336
bmu,2010,71.18644
bmu,2011,70.65826
bmu,2012,70.80657
bmu,2013,71.10708
bmu,2014,71.71829
bmu,2015,72.61504
bol,1971,33.71079
bol,1998,73.98417
bol,1999,79.5502
bol,2000,75.50125
bol,2001,78.37346
bol,2002,83.07275
bol,2003,85.85749
bol,2004,88.522
bol,2005,89.01384
bol,2006,87.67733
bol,2007,86.68417
bol,2008,85.66778
bol,2009,83.62458
bol,2010,88.8904
bol,2011,85.90398
bol,2012,88.26472
bol,2013,90.13009
bol,2014,90.75731
bol,2015,92.02634
bol,2016,92.30623
bol,2017,91.241
bol,2018,90.65176
bol,2019,90.77581
bra,2002,105.91827
bra,2003,96.59882
bra,2004,97.55779
bra,2005,96.5187
bra,2007,89.76165
bra,2008,91.1273
bra,2009,91.45065
bra,2011,90.85149
bra,2012,89.53226
bra,2013,98.98102
bra,2014,97.30409
bra,2015,97.9348
bra,2016,99.73876
bra,2017,99.78598
bra,2018,103.41901
bra,2019,101.3036
brb,1971,76.89592
brb,1972,78.53733
brb,1973,79.57423
brb,1974,76.16158
brb,1975,80.23453
brb,1976,74.8337
brb,1977,74.96649
brb,1978,81.21219
brb,1979,81.64871
brb,1980,82.80666
brb,1981,88.02217
brb,1982,83.29003
brb,1983,85.69726
brb,1984,86.5012
brb,1985,90.48768
brb,1989,84.00785
brb,1990,89.64281
brb,1999,104.27549
brb,2000,101.72229
brb,2001,103.31832
brb,2002,104.29799
brb,2003,104.89141
brb,2004,107.498
brb,2005,109.11285
brb,2006,104.77248
brb,2007,104.78799
brb,2008,103.27685
brb,2009,102.45607
brb,2010,101.68545
brb,2011,101.76367
brb,2014,106.64752
brb,2015,105.69097
brb,2016,104.04965
brb,2017,104.20838
brb,2018,101.76398
brb,2019,100.5973
brb,2020,102.42729
brn,1970,58.06359
brn,1971,58.31589
brn,1972,60.07188
brn,1973,59.04422
brn,1974,59.40684
brn,1975,60.90548
brn,1976,61.08597
brn,1977,58.01289
brn,1978,57.33379
brn,1979,57.86639
brn,1980,59.49945
brn,1981,59.84433
brn,1982,61.74725
brn,1983,63.65537
brn,1984,61.6655
brn,1991,70.35669
brn,1992,70.21129
brn,1993,72.43348
brn,1994,73.63035
brn,1998,78.60401
brn,1999,81.87965
brn,2000,83.39401
brn,2001,84.70102
brn,2002,87.1191
brn,2003,88.93563
brn,2004,93.61823
brn,2005,97.30596
brn,2006,97.27152
brn,2007,95.38592
brn,2008,95.88266
brn,2009,98.20798
brn,2010,98.88301
brn,2011,101.36305
brn,2012,105.014
brn,2013,103.06756
brn,2014,98.78371
brn,2015,95.45899
brn,2016,92.85941
brn,2017,91.69897
brn,2018,92.43452
brn,2019,90.60678
brn,2020,89.89722
btn,1970,4.46775
btn,1971,4.8988
btn,1972,5.85316
btn,1974,9.01681
btn,1977,6.51322
btn,1983,17.77553
btn,1984,18.93339
btn,1998,26.62042
btn,1999,29.82946
btn,2000,33.393
btn,2001,36.49998
btn,2005,46.32599
btn,2006,48.64932
btn,2007,52.39377
btn,2008,55.53636
btn,2009,58.97034
btn,2010,62.47275
btn,2011,65.33666
btn,2012,69.25482
btn,2013,72.73316
btn,2014,79.68853
btn,2015,81.28268
btn,2016,81.12439
btn,2017,83.18544
btn,2018,84.70749
bwa,1970,8.51646
bwa,1971,9.47192
bwa,1972,10.66604
bwa,1973,13.77984
bwa,1974,14.48147
bwa,1975,15.97135
bwa,1976,17.21568
bwa,1977,17.94527
bwa,1978,18.96014
bwa,1979,18.4447
bwa,1980,18.84574
bwa,1981,20.34195
bwa,1983,20.64454
bwa,1984,24.78053
bwa,1985,27.89991
bwa,1986,30.17772
bwa,1987,32.19348
bwa,1988,31.87322
bwa,1989,36.42591
bwa,1990,39.54925
bwa,1991,46.70965
bwa,1992,46.95002
bwa,1993,51.78189
bwa,1994,51.67832
bwa,1995,58.33929
bwa,1998,74.93029
bwa,1999,76.35447
bwa,2000,78.24121
bwa,2001,78.70975
bwa,2002,79.52602
bwa,2003,80.23484
bwa,2004,81.85402
bwa,2005,82.43027
bwa,2006,82.80909
bwa,2007,82.79162
bwa,2008,76.36355
caf,1971,7.23697
caf,1972,9.03607
caf,1973,10.33068
caf,1976,13.13641
caf,1977,13.85041
caf,1978,15.93121
caf,1979,16.43372
caf,1980,17.79179
caf,1981,20.0805
caf,1982,23.46687
caf,1986,22.75681
caf,1987,18.6261
caf,1988,16.9258
caf,1989,15.95076
caf,1990,16.97518
caf,1991,16.94349
caf,1992,14.14137
caf,2001,15.66374
caf,2009,17.40653
caf,2011,22.62219
caf,2012,22.86283
caf,2016,18.22627
caf,2017,20.48121
can,1971,96.61106
can,1972,96.14
can,1973,94.37829
can,1974,91.82169
can,1975,91.25496
can,1976,90.07842
can,1977,89.57114
can,1978,88.51402
can,1979,87.38629
can,1980,86.40113
can,1981,87.36099
can,1982,91.76268
can,1983,94.94095
can,1984,98.06409
can,1985,99.03071
can,1986,99.1469
can,1987,99.10189
can,1988,99.23723
can,1989,98.79039
can,1990,99.3829
can,1991,101.16796
can,1992,102.73418
can,1993,104.92347
can,1994,106.02247
can,1995,105.10636
can,1996,105.39528
can,1998,105.90754
can,1999,101.52245
can,2000,100.96672
can,2005,102.48706
can,2006,102.73236
can,2007,103.0019
can,2008,103.52593
can,2009,103.90808
can,2010,103.58298
can,2011,104.38077
can,2012,110.1125
can,2013,109.36333
can,2014,109.0323
can,2015,109.88395
can,2016,111.69309
can,2017,113.04668
can,2018,113.53153
can,2019,113.86975
che,1978,99.11628
che,1979,99.29839
che,1980,99.71283
che,1981,99.90237
che,1982,99.50225
che,1983,99.37608
che,1984,99.81308
che,1985,99.40497
che,1986,98.79371
che,1987,98.23113
che,1988,98.14743
che,1989,98.07609
che,1990,98.97594
che,1991,99.81477
che,1992,101.26582
che,1993,103.24213
che,1994,105.14109
che,1995,104.79616
che,1996,104.0134
che,1998,99.80752
che,1999,99.29077
che,2000,98.62243
che,2001,97.72565
che,2002,96.3507
che,2003,96.58736
che,2004,97.4966
che,2005,98.30631
che,2006,98.77877
che,2007,98.3975
che,2008,98.10765
che,2009,97.55049
che,2010,97.50992
che,2011,97.61037
che,2012,97.81677
che,2013,100.08557
che,2015,103.21552
che,2016,104.47638
che,2017,104.68979
che,2018,105.08062
che,2019,105.09279
chl,1970,42.40429
chl,1971,49.29286
chl,1972,53.86094
chl,1973,56.79253
chl,1974,56.79542
chl,1975,56.00359
chl,1976,55.73267
chl,1977,58.35641
chl,1978,59.95958
chl,1979,61.50475
chl,1980,61.65403
chl,1981,61.93836
chl,1982,63.47127
chl,1983,68.11007
chl,1984,70.94071
chl,1985,73.7546
chl,1986,75.29248
chl,1989,76.00131
chl,1990,72.21525
chl,1991,90.9401
chl,1992,90.20361
chl,1993,70.77432
chl,1998,77.34928
chl,1999,79.96431
chl,2000,84.58439
chl,2002,88.17961
chl,2003,90.69347
chl,2004,91.73838
chl,2005,92.90392
chl,2006,92.33358
chl,2007,90.94495
chl,2008,90.22352
chl,2009,87.72057
chl,2010,88.66489
chl,2011,89.13009
chl,2012,87.97164
chl,2013,99.12471
chl,2014,100.26068
chl,2015,101.45508
chl,2016,101.4721
chl,2017,101.64105
chl,2018,102.34644
chl,2019,104.05232
chn,1976,66.64048
chn,1977,66.47057
chn,1978,61.34658
chn,1979,57.00543
chn,1980,50.08725
chn,1981,46.22465
chn,1982,39.63783
chn,1983,36.09065
chn,1984,35.24439
chn,1985,36.41831
chn,1986,38.34206
chn,1987,40.04067
chn,1988,41.63943
chn,1989,41.67745
chn,1990,42.09648
chn,1991,44.3442
chn,1992,47.29294
chn,1993,50.1365
chn,1994,50.76776
chn,1995,54.22171
chn,1996,58.42521
chn,1997,61.03506
chn,2001,62.04706
chn,2003,63.90282
chn,2006,71.65891
chn,2007,76.80814
chn,2008,81.21425
chn,2009,84.41122
chn,2010,88.31697
civ,1971,15.08255
civ,1972,16.23531
civ,1973,17.65608
civ,1974,17.09348
civ,1981,27.38086
civ,1983,27.44859
civ,1984,26.96031
civ,1999,31.24035
civ,2014,46.07655
civ,2015,49.87944
civ,2016,52.42869
civ,2017,55.58123
civ,2018,57.71112
civ,2019,60.91135
civ,2020,62.86607
cmr,1971,11.63768
cmr,1972,12.77205
cmr,1973,14.08032
cmr,1974,14.93693
cmr,1975,16.54248
cmr,1976,17.91117
cmr,1977,19.41038
cmr,1978,20.77696
cmr,1979,21.54546
cmr,1980,22.12311
cmr,1981,23.46171
cmr,1982,23.86396
cmr,1983,25.28848
cmr,1984,26.11005
cmr,1985,27.51248
cmr,1986,27.51373
cmr,1987,29.61537
cmr,1988,30.5766
cmr,1989,30.80511
cmr,1990,30.72104
cmr,1991,31.87466
cmr,1992,32.78509
cmr,1995,30.73274
cmr,1997,26.63233
cmr,1998,28.68832
cmr,1999,28.48051
cmr,2001,35.75223
cmr,2002,34.89799
cmr,2003,32.44397
cmr,2004,29.68881
cmr,2005,30.24349
cmr,2006,26.28953
cmr,2007,36.43685
cmr,2008,40.74629
cmr,2009,44.13158
cmr,2011,52.36614
cmr,2012,55.59756
cmr,2013,57.55974
cmr,2014,62.13511
cmr,2015,63.61805
cmr,2016,64.62172
cod,1971,15.0097
cod,1972,17.25161
cod,1973,17.6875
cod,1974,17.27758
cod,1975,22.44724
cod,1976,24.93955
cod,1977,28.40925
cod,1978,32.3674
cod,1979,36.93811
cod,1980,36.23424
cod,1981,35.59394
cod,1982,35.19606
cod,1983,34.82805
cod,1984,34.46015
cod,1985,34.07242
cod,1986,33.67293
cod,1987,33.39679
cod,1988,34.2797
cod,1992,30.71284
cod,1993,33.08162
cod,1994,35.57499
cod,1995,34.77069
cod,2007,47.64171
cod,2008,50.62903
cod,2009,53.07254
cod,2010,52.19487
cod,2011,54.51029
cod,2012,54.24775
cod,2013,52.91508
cod,2014,56.05989
cod,2015,56.263
cog,1971,24.0863
cog,1972,28.06821
cog,1973,34.05354
cog,1974,43.01056
cog,1975,50.08956
cog,1976,55.66035
cog,1977,63.19978
cog,1978,67.24836
cog,1979,70.41022
cog,1980,71.92521
cog,1981,78.75646
cog,1982,83.35676
cog,1984,75.89127
cog,1985,71.99122
cog,1986,75.06687
cog,1987,75.51093
cog,1988,70.03106
cog,1989,60.15684
cog,1990,54.16475
cog,1992,53.4665
cog,1996,54.64299
cog,2002,44.09704
cog,2003,46.89498
cog,2004,48.45979
cog,2012,56.34437
col,1970,24.5004
col,1971,26.32025
col,1972,27.63186
col,1973,33.56465
col,1974,35.62754
col,1975,36.6475
col,1976,37.5323
col,1977,39.97839
col,1978,39.81526
col,1979,40.86322
col,1980,41.61515
col,1981,42.41176
col,1982,43.64104
col,1983,41.37218
col,1984,46.09682
col,1985,47.31952
col,1986,52.0199
col,1987,52.91519
col,1988,53.32179
col,1989,53.41483
col,1991,49.4714
col,1992,54.81454
col,1993,57.70155
col,1995,60.17427
col,1996,67.32945
col,1998,70.05723
col,1999,70.39821
col,2000,69.60877
col,2002,70.91665
col,2004,74.99736
col,2005,78.66983
col,2006,81.62587
col,2007,84.49651
col,2008,86.42665
col,2009,90.63373
col,2010,93.01108
col,2011,94.92404
col,2012,91.36877
col,2013,92.39229
col,2014,91.38949
col,2015,91.4541
col,2016,92.05164
col,2017,93.11688
col,2018,95.03002
col,2019,98.36582
com,1971,5.3379
com,1973,10.79247
com,1981,37.18345
com,1986,46.40619
com,1987,44.75524
com,1999,36.91807
com,2002,39.14761
com,2003,43.50312
com,2004,49.84037
com,2013,58.89318
com,2014,59.10475
com,2017,53.86696
com,2018,57.58629
cpv,1972,12.92496
cpv,1987,16.18351
cpv,1988,17.70711
cpv,1989,18.67486
cpv,1990,20.39291
cpv,1994,30.02455
cpv,2001,63.82367
cpv,2002,67.06113
cpv,2003,65.98424
cpv,2004,64.69405
cpv,2005,66.83038
cpv,2006,75.21975
cpv,2007,74.18375
cpv,2008,79.62632
cpv,2009,76.7568
cpv,2010,79.57856
cpv,2011,83.17394
cpv,2012,85.37928
cpv,2013,89.84026
cpv,2014,89.09778
cpv,2015,89.59079
cpv,2016,89.07728
cpv,2017,88.32448
cpv,2018,83.85197
cpv,2019,85.32165
cri,1970,26.7825
cri,1971,27.89269
cri,1972,30.38055
cri,1973,34.80795
cri,1974,38.22545
cri,1975,38.56497
cri,1976,38.60844
cri,1977,39.374
cri,1979,43.1428
cri,1980,43.54763
cri,1981,43.76266
cri,1982,43.12127
cri,1983,41.11181
cri,1984,40.32748
cri,1985,39.15988
cri,1986,40.50897
cri,1987,41.29948
cri,1988,41.35245
cri,1989,41.93335
cri,1990,42.62814
cri,1991,43.45745
cri,1992,45.46714
cri,1993,45.96544
cri,1994,47.06725
cri,1995,48.16067
cri,1996,47.39068
cri,1997,48.05935
cri,1998,55.87622
cri,1999,60.73806
cri,2000,59.86062
cri,2001,64.8952
cri,2002,66.14251
cri,2004,77.85967
cri,2005,79.89622
cri,2006,86.49095
cri,2007,88.33204
cri,2008,89.39513
cri,2009,95.93024
cri,2010,99.03473
cri,2011,101.77686
cri,2012,105.42867
cri,2013,111.18246
cri,2014,116.98618
cri,2015,120.41575
cri,2016,122.5698
cri,2017,124.55417
cri,2018,128.10262
cri,2019,136.31804
cri,2020,136.26932
cub,1972,23.07106
