geo,time,sp_pop_0014_ma_in
ago,1995,3301450
ago,1996,3410536
ago,1997,3518997
ago,1998,3627595
ago,1999,3737379
ago,2000,3849534
ago,2001,3977967
ago,2002,4108411
ago,2003,4242893
ago,2004,4384193
ago,2005,4534509
ago,2006,4708201
ago,2007,4888928
ago,2008,5076743
ago,2009,5270779
ago,2010,5469888
ago,2011,5688059
ago,2012,5908107
ago,2013,6129427
ago,2014,6350390
ago,2015,6569082
ago,2016,6794455
ago,2017,7015196
ago,2018,7231974
ago,2019,7446078
ago,2020,7658353
alb,1960,330542
alb,1961,343886
alb,1962,357252
alb,1963,370360
alb,1964,382940
alb,1965,394466
alb,1966,406081
alb,1967,416641
alb,1968,427218
alb,1969,437489
alb,1970,445849
alb,1971,452943
alb,1972,460463
alb,1973,467116
alb,1974,472688
alb,1975,477343
alb,1976,482295
alb,1977,486084
alb,1978,488590
alb,1979,490963
alb,1980,494383
alb,1981,498194
alb,1982,503249
alb,1983,508983
alb,1984,515136
alb,1985,521569
alb,1986,528455
alb,1987,536563
alb,1988,544163
alb,1989,554789
alb,1990,557783
alb,1991,555986
alb,1992,551898
alb,1993,546160
alb,1994,540883
alb,1995,538007
alb,1996,523505
alb,1997,512626
alb,1998,503876
alb,1999,494910
alb,2000,484042
alb,2001,470917
alb,2002,458798
alb,2003,444841
alb,2004,430308
alb,2005,415759
alb,2006,399800
alb,2007,384502
alb,2008,370140
alb,2009,357079
alb,2010,345606
alb,2011,329212
alb,2012,315495
alb,2013,304001
alb,2014,294107
alb,2015,285043
alb,2016,280418
alb,2017,274603
alb,2018,268103
alb,2019,262237
alb,2020,257626
are,1960,20574
are,1961,22039
are,1962,24153
are,1963,26518
are,1964,28649
are,1965,30327
are,1966,31370
are,1967,32308
are,1968,33985
are,1969,37395
are,1970,43232
are,1971,47321
are,1972,52768
are,1973,59902
are,1974,69008
are,1975,80223
are,1976,90697
are,1977,102834
are,1978,117059
are,1979,132141
are,1980,146304
are,1981,161603
are,1982,175709
are,1983,189842
are,1984,205381
are,1985,223129
are,1986,237340
are,1987,251063
are,1988,264691
are,1989,277919
are,1990,290296
are,1991,299722
are,1992,309828
are,1993,320166
are,1994,329921
are,1995,339059
are,1996,352127
are,1997,365010
are,1998,381241
are,1999,401415
are,2000,423956
are,2001,405962
are,2002,389858
are,2003,385076
are,2004,399418
are,2005,435155
are,2006,450690
are,2007,480205
are,2008,519063
are,2009,554954
are,2010,575316
are,2011,618658
are,2012,638237
are,2013,645584
are,2014,653800
are,2015,669178
are,2016,683993
are,2017,696693
are,2018,712330
are,2019,730453
are,2020,747458
arg,1960,3223404
arg,1961,3267081
arg,1962,3304645
arg,1963,3337365
arg,1964,3367509
arg,1965,3396530
arg,1966,3430320
arg,1967,3462979
arg,1968,3495690
arg,1969,3529981
arg,1970,3567218
arg,1971,3610549
arg,1972,3659214
arg,1973,3713302
arg,1974,3773119
arg,1975,3839023
arg,1976,3922494
arg,1977,4013707
arg,1978,4109457
arg,1979,4204593
arg,1980,4296141
arg,1981,4399079
arg,1982,4485854
arg,1983,4563790
arg,1984,4643433
arg,1985,4728705
arg,1986,4791710
arg,1987,4870885
arg,1988,4954198
arg,1989,5024622
arg,1990,5075021
arg,1991,5132139
arg,1992,5167930
arg,1993,5189156
arg,1994,5207801
arg,1995,5229340
arg,1996,5248583
arg,1997,5267096
arg,1998,5285992
arg,1999,5304716
arg,2000,5323070
arg,2001,5333124
arg,2002,5350072
arg,2003,5369400
arg,2004,5384889
arg,2005,5393566
arg,2006,5407217
arg,2007,5410359
arg,2008,5408041
arg,2009,5409174
arg,2010,5404603
arg,2011,5422973
arg,2012,5449188
arg,2013,5480320
arg,2014,5510397
arg,2015,5536053
arg,2016,5565696
arg,2017,5589652
arg,2018,5609438
arg,2019,5627960
arg,2020,5646296
arm,1960,366637
arm,1961,391799
arm,1962,415820
arm,1963,438068
arm,1964,457909
arm,1965,474760
arm,1966,488269
arm,1967,497720
arm,1968,503629
arm,1969,507233
arm,1970,509445
arm,1971,506919
arm,1972,505426
arm,1973,504103
arm,1974,501467
arm,1975,496921
arm,1976,493941
arm,1977,488672
arm,1978,482905
arm,1979,479176
arm,1980,478618
arm,1981,480801
arm,1982,485851
arm,1983,492970
arm,1984,500827
arm,1985,508667
arm,1986,518016
arm,1987,527927
arm,1988,536558
arm,1989,541158
arm,1990,539324
arm,1991,532876
arm,1992,520698
arm,1993,505021
arm,1994,489332
arm,1995,476157
arm,1996,460943
arm,1997,447692
arm,1998,435494
arm,1999,423067
arm,2000,409874
arm,2001,392433
arm,2002,376496
arm,2003,361877
arm,2004,348365
arm,2005,335789
arm,2006,325764
arm,2007,316025
arm,2008,307490
arm,2009,301563
arm,2010,299090
arm,2011,299257
arm,2012,301360
arm,2013,305055
arm,2014,309435
arm,2015,313717
arm,2016,317322
arm,2017,320852
arm,2018,323937
arm,2019,326199
arm,2020,327414
atg,1960,11645
atg,1961,11857
atg,1962,12074
atg,1963,12318
atg,1964,12602
atg,1965,12918
atg,1966,13199
atg,1967,13528
atg,1968,13874
atg,1969,14170
atg,1970,14341
atg,1971,14082
atg,1972,13768
atg,1973,13451
atg,1974,13181
atg,1975,12978
atg,1976,12622
atg,1977,12315
atg,1978,12074
atg,1979,11893
atg,1980,11752
atg,1981,11464
atg,1982,11200
atg,1983,10974
atg,1984,10794
atg,1985,10641
atg,1986,10374
atg,1987,10109
atg,1988,9882
atg,1989,9720
atg,1990,9628
atg,1991,9661
atg,1992,9732
atg,1993,9855
atg,1994,10024
atg,1995,10221
atg,1996,10291
atg,1997,10392
atg,1998,10525
atg,1999,10686
atg,2000,10854
atg,2001,10867
atg,2002,10871
atg,2003,10866
atg,2004,10849
atg,2005,10822
atg,2006,10879
atg,2007,10910
atg,2008,10912
atg,2009,10882
atg,2010,10820
atg,2011,10847
atg,2012,10823
atg,2013,10778
atg,2014,10730
atg,2015,10691
atg,2016,10724
atg,2017,10747
atg,2018,10770
atg,2019,10804
atg,2020,10843
aus,1960,1587509
aus,1961,1623916
aus,1962,1659338
aus,1963,1680807
aus,1964,1702788
aus,1965,1727457
aus,1966,1759802
aus,1967,1776279
aus,1968,1804219
aus,1969,1838216
aus,1970,1866498
aus,1971,1912929
aus,1972,1930385
aus,1973,1940511
aus,1974,1966205
aus,1975,1960679
aus,1976,1957370
aus,1977,1943432
aus,1978,1924127
aus,1979,1906884
aus,1980,1900660
aus,1981,1891676
aus,1982,1898522
aus,1983,1905420
aus,1984,1907483
aus,1985,1906792
aus,1986,1921415
aus,1987,1922771
aus,1988,1921293
aus,1989,1925479
aus,1990,1934235
aus,1991,1940392
aus,1992,1954497
aus,1993,1969313
aus,1994,1984496
aus,1995,1998761
aus,1996,2019215
aus,1997,2032697
aus,1998,2042924
aus,1999,2055991
aus,2000,2071031
aus,2001,2076261
aus,2002,2078937
aus,2003,2081768
aus,2004,2083013
aus,2005,2089032
aus,2006,2094326
aus,2007,2085263
aus,2008,2109908
aus,2009,2138775
aus,2010,2156909
aus,2011,2186553
aus,2012,2217950
aus,2013,2247732
aus,2014,2276877
aus,2015,2311139
aus,2016,2353914
aus,2017,2407153
aus,2018,2460104
aus,2019,2508785
aus,2020,2543515
aut,1960,799572
aut,1961,812286
aut,1962,824466
aut,1963,837331
aut,1964,852215
aut,1965,868827
aut,1966,885551
aut,1967,903807
aut,1968,919683
aut,1969,931036
aut,1970,937875
aut,1971,940170
aut,1972,939121
aut,1973,933505
aut,1974,921175
aut,1975,902612
aut,1976,880818
aut,1977,860524
aut,1978,838413
aut,1979,814757
aut,1980,792317
aut,1981,773277
aut,1982,753777
aut,1983,733919
aut,1984,716784
aut,1985,701623
aut,1986,691026
aut,1987,679235
aut,1988,668760
aut,1989,663811
aut,1990,665851
aut,1991,673540
aut,1992,688109
aut,1993,704450
aut,1994,716378
aut,1995,722017
aut,1996,722264
aut,1997,716691
aut,1998,707119
aut,1999,698018
aut,2000,691415
aut,2001,684952
aut,2002,681977
aut,2003,680364
aut,2004,678306
aut,2005,673977
aut,2006,668212
aut,2007,658966
aut,2008,648489
aut,2009,638708
aut,2010,631065
aut,2011,624798
aut,2012,620956
aut,2013,619866
aut,2014,621481
aut,2015,626489
aut,2016,636364
aut,2017,644272
aut,2018,651075
aut,2019,657295
aut,2020,662503
aze,1960,791637
aze,1961,843157
aze,1962,896720
aze,1963,949454
aze,1964,997519
aze,1965,1038372
aze,1966,1079070
aze,1967,1109313
aze,1968,1130901
aze,1969,1147361
aze,1970,1160670
aze,1971,1167808
aze,1972,1173779
aze,1973,1176724
aze,1974,1174188
aze,1975,1165721
aze,1976,1156189
aze,1977,1142081
aze,1978,1125428
aze,1979,1109690
aze,1980,1097128
aze,1981,1090495
aze,1982,1088758
aze,1983,1091748
aze,1984,1098834
aze,1985,1109677
aze,1986,1131750
aze,1987,1156123
aze,1988,1181128
aze,1989,1205850
aze,1990,1218572
aze,1991,1241426
aze,1992,1265368
aze,1993,1288149
aze,1994,1306845
aze,1995,1319789
aze,1996,1324731
aze,1997,1324903
aze,1998,1320148
aze,1999,1309812
aze,2000,1294838
aze,2001,1266228
aze,2002,1237199
aze,2003,1207979
aze,2004,1179500
aze,2005,1152394
aze,2006,1133813
aze,2007,1114912
aze,2008,1108272
aze,2009,1106542
aze,2010,1102584
aze,2011,1108410
aze,2012,1122158
aze,2013,1141727
aze,2014,1162950
aze,2015,1182734
aze,2016,1209112
aze,2017,1227657
aze,2018,1241004
aze,2019,1253698
aze,2020,1264702
bdi,1960,608428
bdi,1961,625062
bdi,1962,643219
bdi,1963,662127
bdi,1964,680472
bdi,1965,697832
bdi,1966,720521
bdi,1967,741747
bdi,1968,760838
bdi,1969,776927
bdi,1970,789013
bdi,1971,802944
bdi,1972,812539
bdi,1973,819523
bdi,1974,826760
bdi,1975,836653
bdi,1976,849701
bdi,1977,865357
bdi,1978,883407
bdi,1979,903086
bdi,1980,924074
bdi,1981,954270
bdi,1982,984772
bdi,1983,1017068
bdi,1984,1052570
bdi,1985,1091509
bdi,1986,1135803
bdi,1987,1181396
bdi,1988,1226356
bdi,1989,1267985
bdi,1990,1304632
bdi,1991,1357704
bdi,1992,1405185
bdi,1993,1446898
bdi,1994,1482608
bdi,1995,1511919
bdi,1996,1531529
bdi,1997,1546216
bdi,1998,1558827
bdi,1999,1573918
bdi,2000,1595276
bdi,2001,1612348
bdi,2002,1635886
bdi,2003,1664922
bdi,2004,1697642
bdi,2005,1732958
bdi,2006,1773387
bdi,2007,1815848
bdi,2008,1861180
bdi,2009,1910602
bdi,2010,1964693
bdi,2011,2031257
bdi,2012,2100885
bdi,2013,2173612
bdi,2014,2248837
bdi,2015,2325913
bdi,2016,2404121
bdi,2017,2482363
bdi,2018,2559984
bdi,2019,2636217
bdi,2020,2710353
bel,1960,1098742
bel,1961,1115304
bel,1962,1125042
bel,1963,1133495
bel,1964,1143325
bel,1965,1153752
bel,1966,1162384
bel,1967,1167926
bel,1968,1170146
bel,1969,1169370
bel,1970,1164497
bel,1971,1155651
bel,1972,1149466
bel,1973,1141269
bel,1974,1130320
bel,1975,1115892
bel,1976,1099799
bel,1977,1079934
bel,1978,1058041
bel,1979,1036833
bel,1980,1017936
bel,1981,998441
bel,1982,981771
bel,1983,967803
bel,1984,955133
bel,1985,943412
bel,1986,935142
bel,1987,927113
bel,1988,921912
bel,1989,919100
bel,1990,918252
bel,1991,917381
bel,1992,919895
bel,1993,924419
bel,1994,928291
bel,1995,929872
bel,1996,930275
bel,1997,928775
bel,1998,925504
bel,1999,922633
bel,2000,921162
bel,2001,917146
bel,2002,916266
bel,2003,916613
bel,2004,917193
bel,2005,918333
bel,2006,921833
bel,2007,925329
bel,2008,929200
bel,2009,933825
bel,2010,940342
bel,2011,954377
bel,2012,961146
bel,2013,966457
bel,2014,972159
bel,2015,980023
bel,2016,986978
bel,2017,993610
bel,2018,1001201
bel,2019,1008667
bel,2020,1013506
ben,1960,459508
ben,1961,472806
ben,1962,487594
ben,1963,503370
ben,1964,519074
ben,1965,534198
ben,1966,551477
ben,1967,567905
ben,1968,583836
ben,1969,599832
ben,1970,616187
ben,1971,635852
ben,1972,655210
ben,1973,674552
ben,1974,694165
ben,1975,714278
ben,1976,737510
ben,1977,761050
ben,1978,784939
ben,1979,809129
ben,1980,833637
ben,1981,861596
ben,1982,889410
ben,1983,917408
ben,1984,945997
ben,1985,975443
ben,1986,1008166
ben,1987,1041111
ben,1988,1074894
ben,1989,1110269
ben,1990,1147751
ben,1991,1187849
ben,1992,1229347
ben,1993,1271508
ben,1994,1313068
ben,1995,1353046
ben,1996,1398408
ben,1997,1441567
ben,1998,1483403
ben,1999,1525235
ben,2000,1567953
ben,2001,1614069
ben,2002,1660407
ben,2003,1706656
ben,2004,1752273
ben,2005,1796927
ben,2006,1847549
ben,2007,1897338
ben,2008,1946572
ben,2009,1995686
ben,2010,2045058
ben,2011,2098392
ben,2012,2151179
ben,2013,2203675
ben,2014,2256164
ben,2015,2308717
ben,2016,2364082
ben,2017,2418852
ben,2018,2473008
ben,2019,2526470
ben,2020,2579221
bfa,1960,1015882
bfa,1961,1036452
bfa,1962,1054755
bfa,1963,1071871
bfa,1964,1089318
bfa,1965,1108027
bfa,1966,1133134
bfa,1967,1159058
bfa,1968,1185327
bfa,1969,1210932
bfa,1970,1235297
bfa,1971,1266603
bfa,1972,1295702
bfa,1973,1323502
bfa,1974,1351504
bfa,1975,1380651
bfa,1976,1417927
bfa,1977,1456323
bfa,1978,1495798
bfa,1979,1536149
bfa,1980,1577531
bfa,1981,1627580
bfa,1982,1677172
bfa,1983,1727034
bfa,1984,1777908
bfa,1985,1829833
bfa,1986,1887326
bfa,1987,1944518
bfa,1988,2001494
bfa,1989,2058135
bfa,1990,2114320
bfa,1991,2175462
bfa,1992,2235978
bfa,1993,2295905
bfa,1994,2355386
bfa,1995,2414698
bfa,1996,2483129
bfa,1997,2550572
bfa,1998,2618013
bfa,1999,2686701
bfa,2000,2757336
bfa,2001,2837974
bfa,2002,2919116
bfa,2003,3001374
bfa,2004,3085401
bfa,2005,3171698
bfa,2006,3269516
bfa,2007,3368214
bfa,2008,3467876
bfa,2009,3568140
bfa,2010,3668598
bfa,2011,3777543
bfa,2012,3884599
bfa,2013,3990388
bfa,2014,4095554
bfa,2015,4200144
bfa,2016,4307060
bfa,2017,4413296
bfa,2018,4518060
bfa,2019,4620383
bfa,2020,4720002
bgd,1960,10274899
bgd,1961,10657028
bgd,1962,11021273
bgd,1963,11386499
bgd,1964,11779877
bgd,1965,12213876
bgd,1966,12713108
bgd,1967,13247403
bgd,1968,13783481
bgd,1969,14263564
bgd,1970,14644643
bgd,1971,14985563
bgd,1972,15256687
bgd,1973,15487142
bgd,1974,15733285
bgd,1975,16036716
bgd,1976,16430959
bgd,1977,16844813
bgd,1978,17276231
bgd,1979,17706745
bgd,1980,18121673
bgd,1981,18576610
bgd,1982,18996016
bgd,1983,19394241
bgd,1984,19791027
bgd,1985,20194151
bgd,1986,20624988
bgd,1987,21048667
bgd,1988,21453838
bgd,1989,21819540
bgd,1990,22133098
bgd,1991,22450418
bgd,1992,22718805
bgd,1993,22947988
bgd,1994,23153863
bgd,1995,23345950
bgd,1996,23536617
bgd,1997,23706563
bgd,1998,23853161
bgd,1999,23971488
bgd,2000,24058654
bgd,2001,24201512
bgd,2002,24310347
bgd,2003,24379309
bgd,2004,24400643
bgd,2005,24368435
bgd,2006,24377766
bgd,2007,24336404
bgd,2008,24258887
bgd,2009,24168929
bgd,2010,24082592
bgd,2011,23926223
bgd,2012,23789171
bgd,2013,23658247
bgd,2014,23516040
bgd,2015,23355679
bgd,2016,23195495
bgd,2017,23019934
bgd,2018,22838157
bgd,2019,22664419
bgd,2020,22504586
bgr,1960,1047392
bgr,1961,1047718
bgr,1962,1042824
bgr,1963,1034306
bgr,1964,1025694
bgr,1965,1017509
bgr,1966,1010979
bgr,1967,1004979
bgr,1968,1000664
bgr,1969,997512
bgr,1970,993832
bgr,1971,992741
bgr,1972,991656
bgr,1973,992154
bgr,1974,995159
bgr,1975,997140
bgr,1976,1001683
bgr,1977,1006879
bgr,1978,1007408
bgr,1979,1007122
bgr,1980,1008227
bgr,1981,1010089
bgr,1982,1009292
bgr,1983,1006311
bgr,1984,1002447
bgr,1985,995858
bgr,1986,983848
bgr,1987,975816
bgr,1988,967440
bgr,1989,943684
bgr,1990,909921
bgr,1991,886395
bgr,1992,856632
bgr,1993,825677
bgr,1994,798484
bgr,1995,772556
bgr,1996,745871
bgr,1997,721253
bgr,1998,698464
bgr,1999,677070
bgr,2000,656042
bgr,2001,623112
bgr,2002,591902
bgr,2003,570990
bgr,2004,552317
bgr,2005,536230
bgr,2006,528270
bgr,2007,521492
bgr,2008,516627
bgr,2009,514109
bgr,2010,513245
bgr,2011,516251
bgr,2012,518499
bgr,2013,520709
bgr,2014,523570
bgr,2015,526805
bgr,2016,524745
bgr,2017,525521
bgr,2018,527046
bgr,2019,526472
bgr,2020,523107
bhr,1960,33631
bhr,1961,36008
bhr,1962,38235
bhr,1963,40449
bhr,1964,42621
bhr,1965,44560
bhr,1966,45101
bhr,1967,45484
bhr,1968,45925
bhr,1969,46629
bhr,1970,47726
bhr,1971,48446
bhr,1972,49021
bhr,1973,49773
bhr,1974,51064
bhr,1975,53087
bhr,1976,54555
bhr,1977,56767
bhr,1978,59343
bhr,1979,61624
bhr,1980,63148
bhr,1981,65230
bhr,1982,66840
bhr,1983,68271
bhr,1984,69926
bhr,1985,72054
bhr,1986,74370
bhr,1987,76743
bhr,1988,79220
bhr,1989,81541
bhr,1990,83322
bhr,1991,85032
bhr,1992,86019
bhr,1993,86500
bhr,1994,86784
bhr,1995,87225
bhr,1996,89137
bhr,1997,90975
bhr,1998,93703
bhr,1999,97926
bhr,2000,103732
bhr,2001,104699
bhr,2002,106365
bhr,2003,109245
bhr,2004,113509
bhr,2005,118954
bhr,2006,119997
bhr,2007,122507
bhr,2008,125685
bhr,2009,128167
bhr,2010,129007
bhr,2011,133445
bhr,2012,135819
bhr,2013,137814
bhr,2014,141187
bhr,2015,146896
bhr,2016,149286
bhr,2017,152057
bhr,2018,154722
bhr,2019,157159
bhr,2020,159244
bhs,1960,23212
bhs,1961,24443
bhs,1962,25825
bhs,1963,27342
bhs,1964,28928
bhs,1965,30497
bhs,1966,31779
bhs,1967,32983
bhs,1968,34120
bhs,1969,35203
bhs,1970,36198
bhs,1971,36499
bhs,1972,36940
bhs,1973,37469
bhs,1974,37967
bhs,1975,38405
bhs,1976,38897
bhs,1977,39114
bhs,1978,39190
bhs,1979,39349
bhs,1980,39707
bhs,1981,39768
bhs,1982,40248
bhs,1983,40940
bhs,1984,41517
bhs,1985,41822
bhs,1986,42282
bhs,1987,42307
bhs,1988,42109
bhs,1989,42041
bhs,1990,42283
bhs,1991,42454
bhs,1992,43079
bhs,1993,43905
bhs,1994,44517
bhs,1995,44681
bhs,1996,44967
bhs,1997,44783
bhs,1998,44327
bhs,1999,43984
bhs,2000,43996
bhs,2001,44021
bhs,2002,44306
bhs,2003,44772
bhs,2004,45286
bhs,2005,45805
bhs,2006,46218
bhs,2007,46778
bhs,2008,47285
bhs,2009,47601
bhs,2010,47674
bhs,2011,47475
bhs,2012,47014
bhs,2013,46374
bhs,2014,45729
bhs,2015,45190
bhs,2016,44548
bhs,2017,44164
bhs,2018,43927
bhs,2019,43632
bhs,2020,43204
bih,1960,627721
bih,1961,640706
bih,1962,652188
bih,1963,661303
bih,1964,667570
bih,1965,670763
bih,1966,677517
bih,1967,679313
bih,1968,677849
bih,1969,675913
bih,1970,675143
bih,1971,672786
bih,1972,672949
bih,1973,673764
bih,1974,672542
bih,1975,668147
bih,1976,660852
bih,1977,650588
bih,1978,638733
bih,1979,627858
bih,1980,619401
bih,1981,611584
bih,1982,606236
bih,1983,602413
bih,1984,598428
bih,1985,593371
bih,1986,589572
bih,1987,585613
bih,1988,579918
bih,1989,570349
bih,1990,555000
bih,1991,531982
bih,1992,504903
bih,1993,476565
bih,1994,451422
bih,1995,433101
bih,1996,419557
bih,1997,412022
bih,1998,408450
bih,1999,405224
bih,2000,399781
bih,2001,391916
bih,2002,380502
bih,2003,366960
bih,2004,354010
bih,2005,343164
bih,2006,331456
bih,2007,323593
bih,2008,317543
bih,2009,310232
bih,2010,300494
bih,2011,296494
bih,2012,288789
bih,2013,279401
bih,2014,271779
bih,2015,267538
bih,2016,258616
bih,2017,253989
bih,2018,251679
bih,2019,248994
bih,2020,244784
blr,1960,1214197
blr,1961,1252298
blr,1962,1283854
blr,1963,1309208
blr,1964,1329906
blr,1965,1346186
blr,1966,1350441
blr,1967,1351107
blr,1968,1346926
blr,1969,1337208
blr,1970,1322421
blr,1971,1297616
blr,1972,1275244
blr,1973,1254060
blr,1974,1232312
blr,1975,1208914
blr,1976,1190609
blr,1977,1168851
blr,1978,1147236
blr,1979,1130040
blr,1980,1120934
blr,1981,1118232
blr,1982,1124620
blr,1983,1137225
blr,1984,1150450
blr,1985,1161151
blr,1986,1175455
blr,1987,1186929
blr,1988,1190867
blr,1989,1192648
blr,1990,1190720
blr,1991,1186789
blr,1992,1179444
blr,1993,1167554
blr,1994,1148735
blr,1995,1125535
blr,1996,1091309
blr,1997,1058632
blr,1998,1025415
blr,1999,989083
blr,2000,948974
blr,2001,913271
blr,2002,874801
blr,2003,836362
blr,2004,802380
blr,2005,774793
blr,2006,754791
blr,2007,739889
blr,2008,730374
blr,2009,726018
blr,2010,726217
blr,2011,732678
blr,2012,743624
blr,2013,758388
blr,2014,774845
blr,2015,791499
blr,2016,803971
blr,2017,811380
blr,2018,815846
blr,2019,821270
blr,2020,827140
blz,1960,20980
blz,1961,21897
blz,1962,22731
blz,1963,23536
blz,1964,24348
blz,1965,25183
blz,1966,25993
blz,1967,26840
blz,1968,27668
blz,1969,28409
blz,1970,29019
blz,1971,29778
blz,1972,30450
blz,1973,31034
blz,1974,31555
blz,1975,32030
blz,1976,32423
blz,1977,32745
blz,1978,33019
blz,1979,33346
blz,1980,33814
blz,1981,34239
blz,1982,34877
blz,1983,35671
blz,1984,36491
blz,1985,37257
blz,1986,38206
blz,1987,39071
blz,1988,39851
blz,1989,40570
blz,1990,41215
blz,1991,41839
blz,1992,42429
blz,1993,43030
blz,1994,43745
blz,1995,44675
blz,1996,45618
blz,1997,46746
blz,1998,48062
blz,1999,49485
blz,2000,50880
blz,2001,52069
blz,2002,53140
blz,2003,54089
blz,2004,54950
blz,2005,55758
blz,2006,56273
blz,2007,56763
blz,2008,57221
blz,2009,57627
blz,2010,57979
blz,2011,58199
blz,2012,58428
blz,2013,58609
blz,2014,58696
blz,2015,58692
blz,2016,58837
blz,2017,58867
blz,2018,58838
blz,2019,58840
blz,2020,58913
bol,1960,761453
bol,1961,778417
bol,1962,794416
bol,1963,809777
bol,1964,824789
bol,1965,839628
bol,1966,859047
bol,1967,877559
bol,1968,895572
bol,1969,913494
bol,1970,931542
bol,1971,954089
bol,1972,976130
bol,1973,997821
bol,1974,1019192
bol,1975,1040179
bol,1976,1065693
bol,1977,1090155
bol,1978,1113570
bol,1979,1135815
bol,1980,1156761
bol,1981,1181644
bol,1982,1204528
bol,1983,1226103
bol,1984,1247327
bol,1985,1268779
bol,1986,1293309
bol,1987,1317992
bol,1988,1342562
bol,1989,1366380
bol,1990,1389094
bol,1991,1415758
bol,1992,1440148
bol,1993,1462918
bol,1994,1485015
bol,1995,1506878
bol,1996,1531395
bol,1997,1555181
bol,1998,1578019
bol,1999,1599511
bol,2000,1619532
bol,2001,1641015
bol,2002,1661077
bol,2003,1679651
bol,2004,1696558
bol,2005,1711600
bol,2006,1727237
bol,2007,1740137
bol,2008,1750875
bol,2009,1760347
bol,2010,1769081
bol,2011,1776660
bol,2012,1784231
bol,2013,1791110
bol,2014,1796235
bol,2015,1799140
bol,2016,1802404
bol,2017,1803158
bol,2018,1802267
bol,2019,1801268
bol,2020,1801059
bra,1960,15683666
bra,1961,16210947
bra,1962,16741218
bra,1963,17261985
bra,1964,17755203
bra,1965,18209564
bra,1966,18700796
bra,1967,19129695
bra,1968,19510692
bra,1969,19865183
bra,1970,20203144
bra,1971,20538990
bra,1972,20859789
bra,1973,21164689
bra,1974,21451442
bra,1975,21724207
bra,1976,22023907
bra,1977,22324075
bra,1978,22625339
bra,1979,22930647
bra,1980,23243638
bra,1981,23648197
bra,1982,24041681
bra,1983,24426019
bra,1984,24796493
bra,1985,25142623
bra,1986,25515333
bra,1987,25832958
bra,1988,26103911
bra,1989,26338911
bra,1990,26541570
bra,1991,26670475
bra,1992,26794090
bra,1993,26892916
bra,1994,26944346
bra,1995,26943831
bra,1996,26949293
bra,1997,26910643
bra,1998,26835595
bra,1999,26738423
