geo,time,ne_imp_gnfs_kd
arg,1970,6397858479.2275
arg,1971,7160082050.10577
arg,1972,6811402885.67656
arg,1973,6722205023.61472
arg,1974,7087106326.53602
arg,1975,7216836222.87957
arg,1976,5700500111.18935
arg,1977,7816908932.37858
arg,1978,7411452870.92324
arg,1979,11457697349.4433
arg,1980,16769053807.8028
arg,1981,15387464167.0533
arg,1982,8835486125.73104
arg,1983,8223741299.92929
arg,1984,8610677487.54553
arg,1985,7488023414.49021
arg,1986,8825941665.50061
arg,1987,9839615866.33769
arg,1988,8933579592.26021
arg,1989,7458048127.52002
arg,1990,7316351404.82901
arg,1991,13173507666.735
arg,1992,21826389355.7422
arg,1993,25058137515.0363
arg,1994,30353180910.1739
arg,1995,27376556729.9706
arg,1996,32175418245.8577
arg,1997,40821452847.1832
arg,1998,44256140758.4191
arg,1999,39269903517.757
arg,2000,39208026466.9415
arg,2001,33739846877.6181
arg,2002,16849830033.987
arg,2003,23179531291.83369
arg,2004,32479571849.74269
arg,2005,37627009711.9028
arg,2006,41762919036.896
arg,2007,49965275067.2182
arg,2008,56741659099.4596
arg,2009,46291865845.2115
arg,2010,62588647492.181
arg,2011,76376060673.97021
arg,2012,72764799491.18571
arg,2013,75590170049.39539
arg,2014,66912422371.9764
arg,2015,70064879911.70419
arg,2016,74145572745.4628
arg,2017,85700267253.0233
arg,2018,81876889517.2886
arg,2019,66329039460.0385
arg,2020,54479317990.1162
arm,1994,3526316742.17475
arm,1995,2493916418.26391
arm,1996,2483362890.77367
arm,1997,2779161584.49128
arm,1998,2635235061.23874
arm,1999,2590413072.301
arm,2000,2772344493.88143
arm,2001,2962750255.68417
arm,2002,3503420265.24001
arm,2003,4463653983.9492
arm,2004,4317744861.77989
arm,2005,4929000480.48924
arm,2006,5114378574.67713
arm,2007,5778981358.603
arm,2008,6199582120.0298
arm,2009,5012137467.33503
arm,2010,5653691266.15678
arm,2011,5523658187.12726
arm,2012,5372726480.58449
arm,2013,5372726480.58449
arm,2014,5227662865.6087
arm,2015,4427830447.17057
arm,2016,4706783765.34232
arm,2017,5864652571.61654
arm,2018,6644651363.64152
arm,2019,7415430921.82396
arm,2020,5086985612.37123
asm,2002,897750000
asm,2003,891782051.28205
asm,2004,776685897.4359
asm,2005,777538461.53846
asm,2006,748551282.05128
asm,2007,720416666.66667
asm,2008,735762820.51282
asm,2009,640275641.02564
asm,2010,569512820.51282
asm,2011,529442307.69231
asm,2012,550756410.25641
asm,2013,573775641.02564
asm,2014,641980769.23077
asm,2015,665000000
asm,2016,643685897.4359
asm,2017,569512820.51282
asm,2018,566102564.10256
asm,2019,535410256.41026
asm,2020,607025641.02564
atg,2015,852148148.14815
aus,1960,11699922489.1295
aus,1961,13164314608.2176
aus,1962,11287610526.2486
aus,1963,13243429818.8073
aus,1964,14731404356.4365
aus,1965,17542276501.9068
aus,1966,18025335720.4112
aus,1967,18329624991.91
aus,1968,20141667603.6854
aus,1969,20836207865.8815
aus,1970,22572938882.961
aus,1971,23265957698.7995
aus,1972,21410553865.83549
aus,1973,21680610594.2907
aus,1974,28257062474.5589
aus,1975,28984313833.4411
aus,1976,27563282935.5416
aus,1977,30187017179.0401
aus,1978,28772832789.7494
aus,1979,31094559931.2854
aus,1980,31125749581.614
aus,1981,34068987560.18629
aus,1982,38009533626.096
aus,1983,34801563981.3197
aus,1984,36885945491.0866
aus,1985,43024220820.3965
aus,1986,42922283914.4444
aus,1987,40893435196.726
aus,1988,45482878134.1069
aus,1989,56800156864.3267
aus,1990,59990629875.9918
aus,1991,56562050509.3788
aus,1992,58540691497.2999
aus,1993,62401361629.4411
aus,1994,67082091348.2717
aus,1995,78045633800.37411
aus,1996,81703190843.7899
aus,1997,89787396064.3347
aus,1998,98986821464.92268
aus,1999,104047912773.127
aus,2000,116583109312.521
aus,2001,115447349606.651
aus,2002,117004549953.54601
aus,2003,132446469758.933
aus,2004,150324985905.84601
aus,2005,169114848420.89801
aus,2006,183424051413.12897
aus,2007,202433762926.83896
aus,2008,231758120021.17999
aus,2009,223155101592.73001
aus,2010,238652554190.16501
aus,2011,263541895152.41
aus,2012,293325729046.71503
aus,2013,295372074397.54401
aus,2014,286770577415.45099
aus,2015,291125717613.77802
aus,2016,290177856533.05902
aus,2017,305405252402.039
aus,2018,326651490061.26501
aus,2019,327311037057.23901
aus,2020,302217061559.90997
aut,1970,25760527167.3684
aut,1971,27380225151.4637
aut,1972,30705896842.0293
aut,1973,33639260307.6504
aut,1974,35962184204.5172
aut,1975,34290395699.71989
aut,1976,40262930218.2636
aut,1977,43661689960.9863
aut,1978,43221448560.141
aut,1979,47649871769.77609
aut,1980,50369587433.1785
aut,1981,50064179586.3664
aut,1982,48247379965.7902
aut,1983,50262629281.00929
aut,1984,53601732734.6289
aut,1985,56570166793.20969
aut,1986,54566880245.97729
aut,1987,56658444076.8394
aut,1988,62008399846.0925
aut,1989,68307438489.5507
aut,1990,73758597367.60931
aut,1991,77530881282.03819
aut,1992,79171520212.4312
aut,1993,74825421749.7675
aut,1994,82556032700.1254
aut,1995,87430869530.81641
aut,1996,91077505548.4335
aut,1997,97699023004.039
aut,1998,103324197883.86301
aut,1999,107523093942.789
aut,2000,118475683727.98
aut,2001,124627322474.40601
aut,2002,124989767050.38699
aut,2003,129373674383.82401
aut,2004,139691411988.129
aut,2005,147311635281.97299
aut,2006,155936078693.121
aut,2007,164723054647.617
aut,2008,166294934845.15201
aut,2009,146507138580.10901
aut,2010,164043333765.43399
aut,2011,173810919402.922
aut,2012,175416284699.496
aut,2013,176633764289.508
aut,2014,181856152704.64801
aut,2015,188457898640.54297
aut,2016,195479351112.703
aut,2017,205818679837.85901
aut,2018,216810812662.47296
aut,2019,221101476532.582
aut,2020,200369806556.35501
aze,2015,18473453054.8507
bdi,1997,50194319.31656
bdi,1998,69613071.33756
bdi,1999,63443937.09631
bdi,2000,71455399.1374
bdi,2001,83685707.68021
bdi,2002,98023336.46933
bdi,2003,137810746.94729
bdi,2004,175200607.54207
bdi,2005,283318189.81242
bdi,2006,364794951.7163
bdi,2007,354936697.03745
bdi,2008,433851121.9909
bdi,2009,352633108.67334
bdi,2010,396394875.61434
bdi,2011,436562678.79314
bdi,2012,489209694.27465
bdi,2013,549565048.99567
bdi,2014,518321630.89943
bdi,2015,832256768.77442
bdi,2016,679749185.67985
bdi,2017,847438697.61715
bdi,2018,606687402.31816
bdi,2019,680096638.63901
bdi,2020,734484079.79239
bel,1970,57493506749.32649
bel,1971,59588892852.0968
bel,1972,65291000246.24409
bel,1973,77426317458.687
bel,1974,80845799573.66789
bel,1975,73503067672.7953
bel,1976,82606798462.43588
bel,1977,86547906967.8152
bel,1978,88857272617.15849
bel,1979,96815234963.4472
bel,1980,94955420637.6144
bel,1981,93117839840.5968
bel,1982,94379349340.16008
bel,1983,93216377899.43901
bel,1984,99175253204.7863
bel,1985,99579152510.89908
bel,1986,104148742374.147
bel,1987,111181794803.57899
bel,1988,122767112052.47099
bel,1989,134667536509.866
bel,1990,141224139694.78
bel,1991,145262053199.866
bel,1992,151242585087.32501
bel,1993,150696833448.633
bel,1994,161668179549.241
bel,1995,169188511178.51599
bel,1996,178585419654.375
bel,1997,193233541690.27301
bel,1998,203007573597.65601
bel,1999,209855598109.88297
bel,2000,237169364548.71097
bel,2001,235377612181.64001
bel,2002,237863142959.21896
bel,2003,241334697842.69501
bel,2004,256554884725
bel,2005,273042579133.55399
bel,2006,287082022397.65601
bel,2007,303099283340.586
bel,2008,314632226033.47601
bel,2009,280466662738.59399
bel,2010,307638189624.84399
bel,2011,324942929326.05493
bel,2012,322750199000.31201
bel,2013,322059971031.05493
bel,2014,339864324386.914
bel,2015,353165497773.59399
bel,2016,379481923075.03906
bel,2017,399287504831.71893
bel,2018,404786694522.81201
bel,2019,411461524072.81201
bel,2020,387002978106.71893
ben,1960,189092484.40871
ben,1961,153130372.86788
ben,1962,160089900.37042
ben,1963,199532476.19626
ben,1964,218093741.28631
ben,1965,277255849.63968
ben,1966,356140359.25071
ben,1967,444305159.14318
ben,1968,468665425.59569
ben,1969,509267253.95372
ben,1970,551032187.28549
ben,1971,659263083.72947
ben,1972,711460217.01646
ben,1973,702520239.70571
ben,1974,711171731.09351
ben,1975,754424349.11292
ben,1976,704751916.32929
ben,1977,771826490.51367
ben,1978,815958223.64702
ben,1979,1040219408.51239
ben,1980,1227147242.85264
ben,1981,1343019802.09927
ben,1982,1030147837.20413
ben,1983,761903658.23002
ben,1984,762805336.65657
ben,1985,899857839.13622
ben,1986,778246134.54132
ben,1987,713430123.64357
ben,1988,736838875.16522
ben,1989,567059461.54974
ben,1990,767631071.95997
ben,1991,969160753.4154
ben,1992,1156093838.12939
ben,1993,1252492379.29493
ben,1994,1103339869.11964
ben,1995,1164091032.87367
ben,1996,1042295347.50412
ben,1997,1161484126.92103
ben,1998,1276214981.02964
ben,1999,1488214287.20034
ben,2000,1330723214.71311
ben,2001,1509663273.91694
ben,2002,1457692422.18989
ben,2003,1532299932.49457
ben,2004,1474045694.79934
ben,2005,1409064268.51837
ben,2006,1513679713.20595
ben,2007,1972357661.90013
ben,2008,2055468992.91743
ben,2009,2152935168.23162
ben,2010,2311167744.98881
ben,2011,2205626030.91245
ben,2012,2456235645.03206
ben,2013,3212044040.90785
ben,2014,3683947783.34055
ben,2015,3648295525.9512
ben,2016,3768810732.26393
ben,2017,4308626250.12326
ben,2018,4517107152.64938
ben,2019,4670415417.86132
ben,2020,3746009205.67032
bfa,1965,374918517.37173
bfa,1966,382360509.5902
bfa,1967,456854091.37636
bfa,1968,521404112.53523
bfa,1969,551205643.98744
bfa,1970,486651209.90295
bfa,1971,581100564.75513
bfa,1972,620834285.26397
bfa,1973,645662381.68492
bfa,1974,663049843.69075
bfa,1975,784737892.10222
bfa,1976,715207477.26704
bfa,1977,901452421.05673
bfa,1978,903934174.03104
bfa,1979,912067739.28737
bfa,1980,1003949207.02063
bfa,1981,1076821439.014
bfa,1982,1052529025.9255
bfa,1983,917591581.12882
bfa,1984,854617169.68503
bfa,1985,1066692712.39003
bfa,1986,1132411351.35714
bfa,1987,1101273559.8691
bfa,1988,1128843465.25044
bfa,1989,993236638.42357
bfa,1990,1048548971.27051
bfa,1991,1039520803.9692
bfa,1992,914498575.72169
bfa,1993,971650350.45822
bfa,1994,830395530.73798
bfa,1995,931478197.06545
bfa,1996,1039154375.15868
bfa,1997,1050531912.68035
bfa,1998,1279515369.36769
bfa,1999,1161728539.87836
bfa,2000,1112364127.43523
bfa,2001,995442521.01235
bfa,2002,1048367089.31843
bfa,2003,1049504292.45565
bfa,2004,1271612539.80596
bfa,2005,1372735330.50851
bfa,2006,1405360378.69345
bfa,2007,1463844533.35413
bfa,2008,1717867018.70075
bfa,2009,1934229542.4803
bfa,2010,2417735412.88171
bfa,2011,2906419027.56661
bfa,2012,3444495306.50358
bfa,2013,3853450520.51575
bfa,2014,3510311628.64334
bfa,2015,3902427844.37453
bfa,2016,4188141066.89702
bfa,2017,4611433488.88393
bfa,2018,5003464408.94184
bfa,2019,5433639267.1187
bgd,1960,6050892188.21214
bgd,1961,8006169829.07164
bgd,1962,7944495541.37102
bgd,1963,9290857836.21147
bgd,1964,10806799120.9795
bgd,1965,10763180002.5341
bgd,1966,11200085088.2194
bgd,1967,13085822657.5316
bgd,1968,12366393983.4707
bgd,1969,13363340002.6912
bgd,1970,14948464286.7665
bgd,1971,11718866440.0382
bgd,1972,11705994604.2944
bgd,1973,5806697060.30027
bgd,1974,3638638801.83521
bgd,1975,3244740709.58408
bgd,1976,4465700272.88459
bgd,1977,2470724735.0465
bgd,1978,3919970863.92986
bgd,1979,4349730697.56851
bgd,1980,5804206661.403
bgd,1981,2756330832.63446
bgd,1982,3015549202.58914
bgd,1983,2890481637.26829
bgd,1984,2703518280.62163
bgd,1985,2899305357.87881
bgd,1986,2778736157.73081
bgd,1987,2937173816.50242
bgd,1988,3157247747.89739
bgd,1989,3632322832.75159
bgd,1990,3970590457.8988
bgd,1991,3374309255.68127
bgd,1992,3077685085.54362
bgd,1993,4229321180.42358
bgd,1994,3970863882.75649
bgd,1995,5892618861.49432
bgd,1996,6724041491.95811
bgd,1997,6928534128.50323
bgd,1998,7238306855.39475
bgd,1999,7405191650.73617
bgd,2000,8163033381.03864
bgd,2001,9211871248.91073
bgd,2002,8765332797.17668
bgd,2003,9514729161.97629
bgd,2004,17578413340.4165
bgd,2005,24269247327.242
bgd,2006,28683932320.2854
bgd,2007,33269355819.1423
bgd,2008,32636828007.3856
bgd,2009,31788383084.067
bgd,2010,32006596023.14429
bgd,2011,41337467664.9336
bgd,2012,45685573660.032
bgd,2013,46242093182.26289
bgd,2014,46782350592.9269
bgd,2015,48280651359.4871
bgd,2016,44856643270.5938
bgd,2017,46146488365.0169
bgd,2018,58611793184.687
bgd,2019,57427255511.8902
bgd,2020,51432412568.8527
bgr,1980,57748800604.6231
bgr,1981,62088772189.351
bgr,1982,61172559312.9624
bgr,1983,64461660662.721
bgr,1984,70620545498.7684
bgr,1985,78384161969.20529
bgr,1986,80478187231.25078
bgr,1987,86648894360.00508
bgr,1988,75823035174.75969
bgr,1989,65962373553.5842
bgr,1990,20116137753.6974
bgr,1991,6809755171.18777
bgr,1992,8204768508.72336
bgr,1993,8967736233.50827
bgr,1994,7790885989.95437
bgr,1995,10270094649.7393
bgr,1996,10131966674.2235
bgr,1997,10086700861.4827
bgr,1998,9860851847.65359
bgr,1999,11485239174.7903
bgr,2000,10376205508.9549
bgr,2001,11679615733.3938
bgr,2002,12414380525.9578
bgr,2003,14295278281.5688
bgr,2004,18046830083.8812
bgr,2005,20636190206.3024
bgr,2006,23920504987.5312
bgr,2007,29330439809.567
bgr,2008,30757083427.7942
bgr,2009,24141755837.6785
bgr,2010,24075931194.7404
bgr,2011,26394734754.024
bgr,2012,27811810247.1095
bgr,2013,29017715937.4292
bgr,2014,30509126048.51509
bgr,2015,31942310133.7565
bgr,2016,33587810020.4035
bgr,2017,36058364883.2464
bgr,2018,38136361936.06889
bgr,2019,40127086828.3836
bgr,2020,37962734073.9062
bhr,2000,8392339366.08394
bhr,2001,8130381662.54464
bhr,2002,9683466356.78722
bhr,2003,9724688834.3245
bhr,2004,9820558947.62405
bhr,2005,10663920702.5912
bhr,2006,10944846316.4028
bhr,2007,11431048727.1398
bhr,2008,13465489405.7063
bhr,2009,11692672194.3748
bhr,2010,13716222340.0243
bhr,2011,19389521517.1438
bhr,2012,24760643222.0999
bhr,2013,25527771246.64849
bhr,2014,23642093576.546
bhr,2015,22301861702.1277
bhr,2016,21598600664.7365
bhr,2017,23240564362.91249
bhr,2018,24570936266.35229
bhr,2019,23202879219.59629
bhs,1989,2222853784.07912
bhs,1990,2232011650.81738
bhs,1991,2146450831.2995
bhs,1992,1989541730.67558
bhs,1993,1973158179.02563
bhs,1994,2116548064.29251
bhs,1995,2180954947.02522
bhs,1996,2403559062.78132
bhs,1997,3907235680.54289
bhs,1998,3446181152.03079
bhs,1999,4023392693.40626
bhs,2000,4244013941.86164
bhs,2001,4083748444.84959
bhs,2002,3970569367.77069
bhs,2003,3984083941.05135
bhs,2004,4125124234.9843
bhs,2005,4714107381.34306
bhs,2006,5289610988.95979
bhs,2007,5094731367.77069
bhs,2008,4794275164.38772
bhs,2009,4208953127.31693
bhs,2010,4192469376.88646
bhs,2011,4505459186.46815
bhs,2012,4330855804.51737
bhs,2013,4384730166.31216
bhs,2014,4596584021.4727
bhs,2015,4323700000
bhs,2016,4613724669.50268
bhs,2017,4984153605.18586
bhs,2018,4950529206.72541
bhs,2019,4735031759.54624
bhs,2020,2655162579.96556
bih,2000,4944264616.62232
bih,2001,5288014170.69869
bih,2002,5437850760.58877
bih,2003,5777056990.92443
bih,2004,6154681706.19772
bih,2005,6796623431.53852
bih,2006,6776165725.73505
bih,2007,7967215330.87825
bih,2008,8774413907.22654
bih,2009,7515881541.84222
bih,2010,7702170519.45773
bih,2011,7926806156.86787
bih,2012,7975568426.01554
bih,2013,7971093967.82288
bih,2014,8574952879.64706
bih,2015,8727773964.90514
bih,2016,9355717899.52638
bih,2017,10071540527.2909
bih,2018,10463280151.692
bih,2019,10599840499.4824
bih,2020,9159114943.83298
blr,1990,25743665431.9928
blr,1991,25795152013.4908
blr,1992,14703236741.3907
blr,1993,11674370638.3481
blr,1994,10343491313.8009
blr,1995,7095635347.79163
blr,1996,7861963431.50238
blr,1997,9945383850.84723
blr,1998,9756422685.10678
blr,1999,9736909266.93883
blr,2000,11041655407.7368
blr,2001,12452435127.6697
blr,2002,13723200266.8651
blr,2003,15562176441.4765
blr,2004,18573553147.4823
blr,2005,18369202788.75
blr,2006,22334792976.2832
blr,2007,23970997856.1903
blr,2008,27926267662.5577
blr,2009,25378672490.9299
blr,2010,28481315594.1619
blr,2011,33750359909.16529
blr,2012,37429162981.1701
blr,2013,35857139639.4124
blr,2014,36576801981.2234
blr,2015,32689583071.7066
blr,2016,32231890792.8022
blr,2017,35824302196.305
blr,2018,38439535328.948
blr,2019,40399951630.7243
blr,2020,37491155095.71269
blz,1980,284752725.60919
blz,1981,287616597.02701
blz,1982,233516710.82412
blz,1983,209659065.07408
blz,1984,244163042.2576
blz,1985,205947106.75954
blz,1986,209853370.7924
blz,1987,269219002.90233
blz,1988,323453695.06008
blz,1989,368186464.70405
blz,1990,354769764.58031
blz,1991,354756656.19364
blz,1992,388787002.73593
blz,1993,397112584.3376
blz,1994,422207007.01165
blz,1995,400180887.99469
blz,1996,422264697.2468
blz,1997,473425533.7139
blz,1998,522873212.70024
blz,1999,651513694.20626
blz,2000,782408562.04736
blz,2001,776158169.67867
blz,2002,796481788.59238
blz,2003,813312021.26456
blz,2004,752663438.51403
blz,2005,802758664.86328
blz,2006,806470112.53568
blz,2007,809345307.06494
blz,2008,916096045.69617
blz,2009,720528445.93629
blz,2010,798754745.56731
blz,2011,895839051.34606
blz,2012,911461490.44473
blz,2013,1007324920.24045
blz,2014,1042430130.3122
blz,2015,1142213050
blz,2016,1160393578.7845
blz,2017,1153294361.39619
blz,2018,1103533151.2978
blz,2019,1145127364.12455
blz,2020,997026312.89007
bmu,2014,1575610911.66528
bmu,2015,1552149000
bmu,2016,1647976554.81855
bmu,2017,1594321043.75279
bmu,2018,1666243214.93707
bmu,2019,1686467379.75549
bmu,2020,1327414218.07343
bol,1960,1047127257.05872
bol,1961,1108436752.59283
bol,1962,1312801737.70653
bol,1963,1414055063.22112
bol,1964,1352953918.51403
bol,1965,1786772045.93434
bol,1966,1949126516.15603
bol,1967,2118463974.34423
bol,1968,2138540064.74799
bol,1969,2166472016.61408
bol,1970,2061727197.11623
bol,1971,2350380103.19015
bol,1972,2606384987.52613
bol,1973,2658732807.08326
bol,1974,2393109242.12194
bol,1975,2858135455.43167
bol,1976,2845002256.88553
bol,1977,2820493118.75366
bol,1978,2932772717.59176
bol,1979,2898274949.57972
bol,1980,2293222943.32033
bol,1981,2481642499.70823
bol,1982,1856126994.99707
bol,1983,1611924847.61784
bol,1984,2002615034.06222
bol,1985,2418628172.39733
bol,1986,2634947506.2611
bol,1987,2838734714.37756
bol,1988,2833741372.6331
bol,1989,2842859501.34941
bol,1990,3134066238.40973
bol,1991,3528623359.62785
bol,1992,3878804456.82922
bol,1993,3850550980.77896
bol,1994,3825729313.91812
bol,1995,4166971252.18543
bol,1996,4497839728.66665
bol,1997,5106806890.00524
bol,1998,6246174326.47455
bol,1999,5175526197.19947
bol,2000,5417218526.63716
bol,2001,5144190369.54409
bol,2002,5817822451.54072
bol,2003,5871057055.67961
bol,2004,6191938000.4739
bol,2005,7107514326.72019
bol,2006,7474289569.98724
bol,2007,7801094329.75405
bol,2008,8537099501.35837
bol,2009,7665538714.97025
bol,2010,8511895614.54051
bol,2011,9959787627.11832
bol,2012,10386156806.0256
bol,2013,11235679131.5282
bol,2014,12930333890.4177
bol,2015,12231374674.3849
bol,2016,11718553714.9543
bol,2017,12372529283.0772
bol,2018,12611660115.0017
bol,2019,12803945110.1327
bol,2020,9610871612.63016
bra,1960,11180684748.9669
bra,1961,10790654042.6815
bra,1962,10660700916.0094
bra,1963,10400708202.6642
bra,1964,9100577214.31461
bra,1965,7800446146.27838
bra,1966,10270557771.8794
bra,1967,11050610100.1737
bra,1968,13650674533.7002
bra,1969,15210780385.5884
bra,1970,18850972017.6769
bra,1971,23468905535.047
bra,1972,28169028088.6758
bra,1973,33915992635.31689
bra,1974,43578180148.8624
bra,1975,41606374005.1098
bra,1976,41089285426.7272
bra,1977,37977655415.9283
bra,1978,39717689151.5799
bra,1979,42977628344.8986
bra,1980,43268471500.6222
bra,1981,37921733007.6391
bra,1982,35634691389.5774
bra,1983,29422568770.7723
bra,1984,28557184644.95029
bra,1985,28557184644.95029
bra,1986,36747316534.0634
bra,1987,35665545258.4813
bra,1988,35263789380.7699
bra,1989,38416212494.9946
bra,1990,42283332145.473
bra,1991,50180908416.8788
bra,1992,52450750947.0663
bra,1993,66499024285.0764
bra,1994,80027223212.17191
bra,1995,104585071093.515
bra,1996,110427050277.22301
bra,1997,126543963159.459
bra,1998,126472261785.039
bra,1999,107382354602.436
bra,2000,118978131268.817
bra,2001,122941772121.75101
bra,2002,106581579794.862
bra,2003,106066260845.489
bra,2004,117059016113.74699
bra,2005,125793194378.13499
bra,2006,148137316885.93701
bra,2007,177109418873.49301
bra,2008,207263555407.95801
bra,2009,191507447308.52896
bra,2010,255928684714.16
bra,2011,279968740385.73199
bra,2012,283134771749.11499
bra,2013,302018953000.73694
bra,2014,295157397719.19598
bra,2015,253272683265.64801
bra,2016,227076859769.617
bra,2017,242329477848.70801
bra,2018,261092513634.048
bra,2019,264031596247.40897
bra,2020,237755051184.70401
brb,2015,2031609600
brn,1989,1984517322.74514
brn,1990,2340692575.13212
brn,1991,2675638895.41468
brn,1992,3321943686.52241
brn,1993,3435951184.20903
brn,1994,3183562088.76377
brn,1995,3689126530.26893
brn,1996,4469881583.30757
brn,1997,3725294472.31513
brn,1998,3224447534.49784
brn,1999,3107294951.59814
brn,2000,2913602472.66259
brn,2001,3006342557.39689
brn,2002,3407523933.6682
brn,2003,3132392739.87404
brn,2004,3034094282.85958
brn,2005,3342774569.42607
brn,2006,3479588548.47161
brn,2007,3939392724.22829
brn,2008,4371441947.09633
brn,2009,4336374805.56333
brn,2010,4324750775.84694
brn,2011,5782885270.11451
brn,2012,6973722691.93689
brn,2013,7986637913.83445
brn,2014,5518898378.13303
brn,2015,4872585642.59219
brn,2016,5004795905.4033
brn,2017,5069165095.41917
brn,2018,6492205883.95552
brn,2019,7385925645.08019
brn,2020,7234140022.06393
btn,1990,151445562.64934
btn,1991,186100356.65711
btn,1992,256908379.56992
btn,1993,116682525.64426
btn,1994,123570727.61029
btn,1995,154573170.6315
btn,1996,188892428.6326
btn,1997,226089457.13907
btn,1998,283571078.25896
btn,1999,337525585.78509
btn,2000,351602085.83913
btn,2001,382948001.8385
btn,2002,448350612.48541
btn,2003,502235935.45704
btn,2004,645485366.927
btn,2005,729306977.97879
btn,2006,713880460.43894
btn,2007,792154146.86418
btn,2008,813947133.95633
btn,2009,930712789.23029
btn,2010,1198163839.97975
btn,2011,1269569721.89009
btn,2012,1179118861.10124
btn,2013,1158070847.10887
btn,2014,1120172237.76507
btn,2015,1271189006.09335
btn,2016,1186979186.82924
btn,2017,1182261560.37351
btn,2018,1259958406.20802
btn,2019,1181745483.72848
btn,2020,1035416318.48541
bwa,1975,553933854.7209
bwa,1976,615849573.68638
bwa,1977,676424933.37274
bwa,1978,774616704.68164
bwa,1979,869976425.32098
bwa,1980,925947023.63677
bwa,1981,970481376.98707
bwa,1982,965357760.49354
bwa,1983,959088361.08801
bwa,1984,1059528469.15446
bwa,1985,1140295630.59235
bwa,1986,1162973559.34558
bwa,1987,1319708529.29423
bwa,1988,1651705648.09752
bwa,1989,2027177810.66139
bwa,1990,2239426800.39187
bwa,1991,2113473614.26259
bwa,1992,1822809422.02011
bwa,1993,1772393379.00444
bwa,1994,1863133270.37655
bwa,1995,2107682802.84893
bwa,1996,2003665709.78241
bwa,1997,2702773584.41433
bwa,1998,3107039783.59151
bwa,1999,2995625446.903
bwa,2000,2937617082.64759
bwa,2001,2892777938.55701
bwa,2002,2950664787.51678
bwa,2003,2735259984.80091
bwa,2004,3217147223.27542
bwa,2005,3058359100.51284
bwa,2006,3059709575.94033
bwa,2007,3823271836.71538
bwa,2008,4494008942.88753
bwa,2009,4004897361.86731
bwa,2010,4264440317.31205
bwa,2011,5084274640.66196
bwa,2012,6715195416.41817
bwa,2013,7387646632.54
bwa,2014,7646475290.69815
bwa,2015,8092733734.82081
bwa,2016,6399596669.81293
bwa,2017,5570921936.29343
bwa,2018,6457632677.2402
bwa,2019,7228619432.62955
bwa,2020,7601290901.70658
caf,2009,501554355.11631
caf,2010,557165331.87214
caf,2011,542489309.00024
caf,2012,569065192.29952
caf,2013,348837121.35575
caf,2014,554445768.05033
caf,2015,611811302.11056
caf,2016,643823483.12232
caf,2017,747384813.04853
caf,2018,914214913.3849
caf,2019,989280988.08406
caf,2020,748569945.19338
can,1961,32674788155.781
can,1962,33410753321.2885
can,1963,34000557150.7806
can,1964,38289101541.1187
can,1965,43404746972.2729
can,1966,49174679177.5789
can,1967,51870065544.923
can,1968,57150787279.9984
can,1969,64769229966.0229
can,1970,63771893823.05849
can,1971,67989937452.7968
can,1972,77725139447.23859
can,1973,88927973008.7704
can,1974,97893678900.41548
can,1975,95045253581.4115
can,1976,100870210856.42799
can,1977,100502228312.774
can,1978,103661032332.201
can,1979,111089464835.67
can,1980,107676168705.618
can,1981,109854187198.547
can,1982,92412845606.99319
can,1983,101751477792.84399
