geo,time,it_mlt_main
egy,1996,3024947
egy,1997,3452707
egy,1998,3971518
egy,1999,4686361
egy,2000,5483601
egy,2001,6694894
egy,2002,7794763
egy,2003,8735653
egy,2004,9464147
egy,2005,10396148
egy,2006,10807678
egy,2007,11228849
egy,2008,11852539
egy,2009,10312559
egy,2010,9618123
egy,2011,8714286
egy,2012,8557497
egy,2013,6820892
egy,2014,6315915
egy,2015,6235133
egy,2016,6118250
egy,2017,6604849
egy,2018,7865286
egy,2019,8760436
egy,2020,9858331
eri,1992,13011
eri,1993,13335
eri,1994,15192
eri,1995,17540
eri,1996,18919
eri,1997,21979
eri,1998,24308
eri,1999,27375
eri,2000,30554
eri,2001,31249
eri,2002,35897
eri,2003,38078
eri,2004,39271
eri,2005,37712
eri,2006,37541
eri,2007,37412
eri,2008,40415
eri,2009,48473
eri,2010,54232
eri,2011,58473
eri,2012,60090
eri,2013,61935
eri,2014,64000
eri,2015,66000
eri,2016,66086
eri,2017,66170
eri,2019,66000
eri,2020,66000
esp,1960,1302750
esp,1961,1302750
esp,1962,1302750
esp,1963,1302750
esp,1964,1302750
esp,1965,1775000
esp,1966,1775000
esp,1967,1775000
esp,1968,1775000
esp,1969,1775000
esp,1970,2845000
esp,1971,2845000
esp,1972,2845000
esp,1973,2845000
esp,1974,2845000
esp,1975,4698000
esp,1976,5118000
esp,1977,5679000
esp,1978,6185000
esp,1979,6698000
esp,1980,7228800
esp,1981,7654200
esp,1982,8017690
esp,1983,8453700
esp,1984,8881727
esp,1985,9340458
esp,1986,9785300
esp,1987,10236408
esp,1988,10971635
esp,1989,11797159
esp,1990,12602600
esp,1991,13264360
esp,1992,13792156
esp,1993,14253470
esp,1994,14685406
esp,1995,15095377
esp,1996,15412785
esp,1997,15854448
esp,1998,16288605
esp,1999,16480426
esp,2000,17104000
esp,2001,17531000
esp,2002,17640745
esp,2003,17759164
esp,2004,17934477
esp,2005,19460832
esp,2006,19865037
esp,2007,20192505
esp,2008,20576070
esp,2009,20244312
esp,2010,20181424
esp,2011,19889038
esp,2012,19574626
esp,2013,19384245
esp,2014,19236519
esp,2015,19373709
esp,2016,19487737
esp,2017,19587220
esp,2018,19762671
esp,2019,19639778
esp,2020,19455658
est,1975,120000
est,1976,130000
est,1977,160000
est,1978,170000
est,1979,190000
est,1980,200000
est,1981,230000
est,1982,240000
est,1983,250000
est,1984,260000
est,1985,270000
est,1986,280000
est,1987,290000
est,1988,298000
est,1989,310000
est,1990,320000
est,1991,332007
est,1992,339370
est,1993,349720
est,1994,377884
est,1995,411678
est,1996,438811
est,1997,468593
est,1998,498556
est,1999,515486
est,2000,522816
est,2001,506292
est,2002,475000
est,2003,461000
est,2004,444031
est,2005,442045
est,2006,451912
est,2007,495492
est,2008,498129
est,2009,492759
est,2010,482211
est,2011,471908
est,2012,448212
est,2013,426490
est,2014,407289
est,2015,387607
est,2016,370589
est,2017,362117
est,2018,345690
est,2019,324388
est,2020,304728
eth,1960,8636
eth,1961,8636
eth,1962,8636
eth,1963,8636
eth,1964,8636
eth,1965,17000
eth,1966,17000
eth,1967,17000
eth,1968,17000
eth,1969,17000
eth,1970,33000
eth,1971,33000
eth,1972,33000
eth,1973,33000
eth,1974,33000
eth,1975,45250
eth,1976,52100
eth,1977,57190
eth,1978,59326
eth,1979,61165
eth,1980,64065
eth,1981,68792
eth,1982,74562
eth,1983,83798
eth,1984,89844
eth,1985,95573
eth,1986,103186
eth,1987,106131
eth,1988,105985
eth,1989,115843
eth,1990,125398
eth,1991,133091
eth,1992,127041
eth,1993,132478
eth,1994,137731
eth,1995,142452
eth,1996,148739
eth,1997,156538
eth,1998,164140
eth,1999,194494
eth,2000,231945
eth,2001,283683
eth,2002,353816
eth,2003,404790
eth,2004,484368
eth,2005,610347
eth,2006,725046
eth,2007,880088
eth,2008,897287
eth,2009,915058
eth,2010,908882
eth,2011,829008
eth,2012,797501
eth,2013,761450
eth,2014,820000
eth,2015,890642
eth,2016,1147000
eth,2017,1181000
eth,2019,1252000
eth,2020,1252000
fin,1960,428283
fin,1961,428283
fin,1962,428283
fin,1963,428283
fin,1964,428283
fin,1965,607000
fin,1966,607000
fin,1967,607000
fin,1968,607000
fin,1969,607000
fin,1970,863000
fin,1971,863000
fin,1972,863000
fin,1973,863000
fin,1974,863000
fin,1975,1353000
fin,1976,1430000
fin,1977,1493000
fin,1978,1561000
fin,1979,1646000
fin,1980,1739954
fin,1981,1838000
fin,1982,1928000
fin,1983,2021000
fin,1984,2104000
fin,1985,2189677
fin,1986,2272000
fin,1987,2365000
fin,1988,2470000
fin,1989,2582000
fin,1990,2669697
fin,1991,2717600
fin,1992,2742046
fin,1993,2763132
fin,1994,2801000
fin,1995,2810000
fin,1996,2842000
fin,1997,2861000
fin,1998,2841497
fin,1999,2850305
fin,2000,2848809
fin,2001,2806172
fin,2002,2725607
fin,2003,2567592
fin,2004,2368000
fin,2005,2120000
fin,2006,1910000
fin,2007,1740000
fin,2008,1650000
fin,2009,1430000
fin,2010,1250000
fin,2011,1080000
fin,2012,889500
fin,2013,752200
fin,2014,638800
fin,2015,537200
fin,2016,457300
fin,2017,378000
fin,2018,323000
fin,2019,269000
fin,2020,225000
fji,1960,5164
fji,1961,5164
fji,1962,5164
fji,1963,5164
fji,1964,5164
fji,1965,7100
fji,1966,7100
fji,1967,7100
fji,1968,7100
fji,1969,7100
fji,1970,9600
fji,1971,9600
fji,1972,9600
fji,1973,9600
fji,1974,9600
fji,1975,16174
fji,1976,17362
fji,1977,18506
fji,1978,19608
fji,1979,21341
fji,1980,23923
fji,1981,24494
fji,1982,25756
fji,1983,26530
fji,1984,28821
fji,1985,29829
fji,1986,33230
fji,1987,34001
fji,1988,35655
fji,1989,39174
fji,1990,42425
fji,1991,45596
fji,1992,49610
fji,1993,53997
fji,1994,59471
fji,1995,64772
fji,1996,70018
fji,1997,71793
fji,1998,76933
fji,1999,81518
fji,2000,86400
fji,2001,92222
fji,2002,97515
fji,2003,102023
fji,2004,105000
fji,2005,112493
fji,2006,115000
fji,2007,121845
fji,2008,129100
fji,2009,136782
fji,2010,129845
fji,2011,129845
fji,2012,88417
fji,2013,70225
fji,2014,75750
fji,2015,72565
fji,2016,74182
fji,2017,75952
fji,2018,56278
fji,2019,51064
fji,2020,48510
fra,1960,2193711
fra,1961,2193710
fra,1962,2193710
fra,1963,2193710
fra,1964,2193710
fra,1965,3065000
fra,1966,3065000
fra,1967,3065000
fra,1968,3065000
fra,1969,3065000
fra,1970,4268000
fra,1971,4268000
fra,1972,4268000
fra,1973,4268000
fra,1974,4268000
fra,1975,7099000
fra,1976,8444000
fra,1977,10060000
fra,1978,12010000
fra,1979,13959000
fra,1980,15898000
fra,1981,17743000
fra,1982,19478000
fra,1983,20942000
fra,1984,22086286
fra,1985,23030564
fra,1986,23911096
fra,1987,24803608
fra,1988,25827282
fra,1989,26942452
fra,1990,28084922
fra,1991,29100000
fra,1992,30100000
fra,1993,30900000
fra,1994,31700000
fra,1995,32400000
fra,1996,32900000
fra,1997,33700000
fra,1998,34098847
fra,1999,33887995
fra,2000,33987106
fra,2001,34083938
fra,2002,34124175
fra,2003,33913000
fra,2004,33703000
fra,2005,33707000
fra,2006,34125000
fra,2007,34800000
fra,2008,35100000
fra,2009,40934000
fra,2010,40622000
fra,2011,40370000
fra,2012,39710000
fra,2013,39080000
fra,2014,38805000
fra,2015,38929000
fra,2016,39006000
fra,2017,38728000
fra,2018,38132000
fra,2019,37797000
fra,2020,37759000
fro,1960,3208
fro,1961,3208
fro,1962,3208
fro,1963,3208
fro,1964,3208
fro,1965,4765
fro,1966,4765
fro,1967,4765
fro,1968,4765
fro,1969,4765
fro,1970,6910
fro,1971,6910
fro,1972,6910
fro,1973,6910
fro,1974,6910
fro,1975,10529
fro,1976,11400
fro,1977,12091
fro,1978,12709
fro,1979,13279
fro,1980,13781
fro,1981,14639
fro,1982,15517
fro,1983,15921
fro,1984,17040
fro,1985,17673
fro,1986,18311
fro,1987,19441
fro,1988,20816
fro,1989,22053
fro,1990,22825
fro,1991,23716
fro,1992,23741
fro,1993,23256
fro,1994,22637
fro,1995,22246
fro,1996,22856
fro,1997,23557
fro,1998,24032
fro,1999,24851
fro,2000,24952
fro,2001,23156
fro,2002,24408
fro,2003,24292
fro,2004,23958
fro,2005,23823
fro,2006,23043
fro,2007,22459
fro,2008,21822
fro,2009,20924
fro,2010,20175
fro,2011,19561
fro,2012,18685
fro,2013,21577
fro,2014,20999
fro,2015,20083
fro,2016,19078
fro,2017,18021
fro,2018,17188
fro,2019,15783
fro,2020,15341
fsm,1983,1000
fsm,1984,1100
fsm,1985,1270
fsm,1986,1335
fsm,1987,1459
fsm,1988,1774
fsm,1989,2093
fsm,1990,2441
fsm,1991,2678
fsm,1992,2999
fsm,1993,6142
fsm,1994,7212
fsm,1995,7882
fsm,1996,8235
fsm,1997,8411
fsm,1998,9106
fsm,1999,9863
fsm,2000,9647
fsm,2001,10078
fsm,2002,10106
fsm,2003,11144
fsm,2004,11999
fsm,2005,12449
fsm,2006,8917
fsm,2007,8697
fsm,2008,8700
fsm,2009,8700
fsm,2010,8453
fsm,2011,8400
fsm,2012,8400
fsm,2013,10047
fsm,2014,7025
fsm,2015,6808
fsm,2016,6883
fsm,2017,6947
fsm,2019,7000
fsm,2020,7000
gab,1981,10440
gab,1982,10500
gab,1983,10969
gab,1984,11000
gab,1985,12000
gab,1986,13000
gab,1987,14000
gab,1988,17000
gab,1989,18877
gab,1990,20754
gab,1991,26288
gab,1992,27630
gab,1993,29834
gab,1994,31398
gab,1995,32000
gab,1996,35000
gab,1997,37253
gab,1998,38698
gab,1999,37978
gab,2000,38974
gab,2001,37233
gab,2002,32075
gab,2003,38415
gab,2004,38654
gab,2005,39128
gab,2006,36476
gab,2007,26497
gab,2008,33165
gab,2009,36460
gab,2010,30381
gab,2011,22499
gab,2012,22611
gab,2013,19252
gab,2014,18498
gab,2015,18758
gab,2016,18946
gab,2017,21235
gab,2018,21818
gab,2019,22291
gab,2020,25428
gbr,1960,5037000
gbr,1961,5037000
gbr,1962,5037000
gbr,1963,5037000
gbr,1964,5037000
gbr,1965,6534000
gbr,1966,6534000
gbr,1967,6534000
gbr,1968,6534000
gbr,1969,6534000
gbr,1970,9213000
gbr,1971,9213000
gbr,1972,9213000
gbr,1973,9213000
gbr,1974,9213000
gbr,1975,13230000
gbr,1976,13960000
gbr,1977,15070000
gbr,1978,16358000
gbr,1979,17326000
gbr,1980,18161000
gbr,1981,18797000
gbr,1982,19241000
gbr,1983,19871000
gbr,1984,20546000
gbr,1985,21175000
gbr,1986,21727000
gbr,1987,22664000
gbr,1988,23740000
gbr,1989,24797000
gbr,1990,25368000
gbr,1991,25911000
gbr,1992,26514000
gbr,1993,27336000
gbr,1994,28358000
gbr,1995,29411411
gbr,1996,30677755
gbr,1997,31879000
gbr,1998,32829000
gbr,1999,34021000
gbr,2000,35228000
gbr,2001,34579000
gbr,2002,34737600
gbr,2003,34550320
gbr,2004,34576487
gbr,2005,34068428
gbr,2006,33848510
gbr,2007,33462200
gbr,2008,34191893
gbr,2009,33506000
gbr,2010,33409000
gbr,2011,33252352
gbr,2012,33197391
gbr,2013,33383853
gbr,2014,33238083
gbr,2015,33211498
gbr,2016,32633398
gbr,2017,31768000
gbr,2018,31511000
gbr,2019,32402000
gbr,2020,32037000
geo,1975,220000
geo,1976,245000
geo,1977,260000
geo,1978,270000
geo,1979,295000
geo,1980,320000
geo,1981,340000
geo,1982,360000
geo,1983,380000
geo,1984,400000
geo,1985,420000
geo,1986,440000
geo,1987,460000
geo,1988,485000
geo,1989,510000
geo,1990,540000
geo,1991,556800
geo,1992,572700
geo,1993,570896
geo,1994,525596
geo,1995,554300
geo,1996,567400
geo,1997,616517
geo,1998,628770
geo,1999,671511
geo,2000,508750
geo,2001,569040
geo,2002,640400
geo,2003,667120
geo,2004,683230
geo,2005,570200
geo,2006,553105
geo,2007,556100
geo,2008,618028
geo,2009,620000
geo,2010,1111897
geo,2011,1340488
geo,2012,1275850
geo,2013,1200286
geo,2014,1097364
geo,2015,950167
geo,2016,840431
geo,2017,713826
geo,2018,604848
geo,2019,519802
geo,2020,387698
gha,1965,17300
gha,1966,17300
gha,1967,17300
gha,1968,17300
gha,1969,17300
gha,1970,23400
gha,1971,23400
gha,1972,23400
gha,1973,23400
gha,1974,23400
gha,1975,31259
gha,1976,32979
gha,1977,33839
gha,1978,35396
gha,1979,36406
gha,1980,37694
gha,1981,37103
gha,1982,37151
gha,1983,37129
gha,1984,38104
gha,1985,38240
gha,1986,38472
gha,1987,39610
gha,1988,40442
gha,1989,43021
gha,1990,44243
gha,1991,46613
gha,1992,47761
gha,1993,48681
gha,1994,50007
gha,1995,63067
gha,1996,77886
gha,1997,105534
gha,1998,133426
gha,1999,160698
gha,2000,212548
gha,2001,244632
gha,2002,275039
gha,2003,291030
gha,2004,313326
gha,2005,321526
gha,2006,356355
gha,2007,376509
gha,2008,143900
gha,2009,267389
gha,2010,277897
gha,2011,284721
gha,2012,284981
gha,2013,270422
gha,2014,260407
gha,2015,275570
gha,2016,251490
gha,2017,301551
gha,2018,278379
gha,2019,288531
gha,2020,307668
gib,1960,1960
gib,1961,1960
gib,1962,1960
gib,1963,1960
gib,1964,1960
gib,1966,1960
gib,1967,1960
gib,1968,1960
gib,1969,1960
gib,1970,3600
gib,1971,3600
gib,1972,3600
gib,1973,3600
gib,1974,3600
gib,1983,6500
gib,1984,7000
gib,1985,7813
gib,1986,8000
gib,1987,8500
gib,1988,9181
gib,1989,9713
gib,1990,10750
gib,1991,11541
gib,1992,12831
gib,1993,13658
gib,1994,15153
gib,1995,16517
gib,1996,17500
gib,1997,18632
gib,1998,20380
gib,1999,21916
gib,2000,23541
gib,2001,24512
gib,2002,24552
gib,2003,25000
gib,2004,25354
gib,2005,25000
gib,2006,24000
gib,2007,24000
gib,2008,24000
gib,2009,24000
gib,2010,24000
gib,2011,24000
gib,2012,23108
gib,2014,23400
gib,2016,17027
gib,2017,19753
gib,2018,17671
gib,2019,16968
gib,2020,17041
gin,1960,2054
gin,1961,2054
gin,1962,2054
gin,1963,2054
gin,1964,2054
gin,1966,2054
gin,1967,2054
gin,1968,2054
gin,1969,2054
gin,1970,4700
gin,1971,4700
gin,1972,4700
gin,1973,4700
gin,1974,4700
gin,1976,6600
gin,1977,6600
gin,1981,10380
gin,1982,11580
gin,1983,13050
gin,1984,14630
gin,1985,14506
gin,1986,13007
gin,1987,12112
gin,1988,10000
gin,1989,11053
gin,1990,11300
gin,1991,11553
gin,1992,10788
gin,1993,11579
gin,1994,9308
gin,1995,10855
gin,1996,16206
gin,1997,19786
gin,1998,15213
gin,1999,21064
gin,2000,24311
gin,2001,25490
gin,2002,25989
gin,2003,26165
gin,2004,26200
gin,2005,25000
gin,2006,23000
gin,2007,22000
gin,2008,27000
gin,2009,22000
gin,2010,18000
gin,2011,18000
gin,2012,0
gin,2013,0
gin,2014,0
gin,2015,0
gin,2016,0
gin,2017,0
gin,2018,0
gmb,1965,780
gmb,1966,780
gmb,1967,780
gmb,1968,780
gmb,1969,780
gmb,1970,990
gmb,1971,990
gmb,1972,990
gmb,1973,990
gmb,1974,990
gmb,1975,1470
gmb,1976,1600
gmb,1977,1700
gmb,1978,1800
gmb,1979,1980
gmb,1980,2150
gmb,1981,2300
gmb,1982,2300
gmb,1983,2300
gmb,1984,2420
gmb,1985,2500
gmb,1986,3000
gmb,1987,4100
gmb,1988,5175
gmb,1989,5700
gmb,1990,6168
gmb,1991,10030
gmb,1992,14000
gmb,1993,16274
gmb,1994,18306
gmb,1995,19202
gmb,1996,21319
gmb,1997,24833
gmb,1998,25609
gmb,1999,29216
gmb,2000,33300
gmb,2001,35029
gmb,2002,38350
gmb,2003,41986
gmb,2004,42993
gmb,2005,44000
gmb,2006,46302
gmb,2007,48700
gmb,2008,48868
gmb,2009,48451
gmb,2010,48777
gmb,2011,50450
gmb,2012,64196
gmb,2013,64196
gmb,2014,55841
gmb,2015,45000
gmb,2016,37969
gmb,2017,32040
gmb,2018,44000
gmb,2019,60000
gmb,2020,60000
gnb,1960,325
gnb,1961,325
gnb,1962,325
gnb,1963,325
gnb,1964,325
gnb,1965,325
gnb,1966,325
gnb,1967,325
gnb,1968,325
gnb,1969,325
gnb,1970,325
gnb,1971,325
gnb,1972,325
gnb,1973,325
gnb,1974,325
gnb,1975,325
gnb,1976,325
gnb,1977,325
gnb,1981,1860
gnb,1982,3140
gnb,1983,3860
gnb,1984,4940
gnb,1985,5500
gnb,1986,5500
gnb,1987,5500
gnb,1988,5500
gnb,1989,5700
gnb,1990,5955
gnb,1991,6175
gnb,1992,6425
gnb,1993,6665
gnb,1994,6935
gnb,1995,7363
gnb,1996,7926
gnb,1997,7633
gnb,1998,8079
gnb,1999,6098
gnb,2000,11123
gnb,2001,9901
gnb,2002,11197
gnb,2003,10558
gnb,2004,9719
gnb,2005,9614
gnb,2006,6784
gnb,2007,4574
gnb,2008,4647
gnb,2009,4844
gnb,2010,0
gnb,2011,0
gnb,2012,0
gnb,2013,0
gnb,2014,0
gnb,2015,0
gnb,2016,0
gnb,2017,0
gnb,2018,0
gnq,1981,500
gnq,1982,600
gnq,1983,700
gnq,1984,800
gnq,1985,900
gnq,1986,1000
gnq,1987,1200
gnq,1988,1300
gnq,1989,1300
gnq,1990,1300
gnq,1991,1300
gnq,1992,1300
gnq,1993,1300
gnq,1994,2515
gnq,1995,2515
gnq,1996,3668
gnq,1997,3800
gnq,1998,5580
gnq,1999,5800
gnq,2000,6100
gnq,2001,6900
gnq,2002,8800
gnq,2003,9600
gnq,2004,10500
gnq,2005,10000
gnq,2006,10000
gnq,2007,10000
gnq,2008,10000
gnq,2009,10000
gnq,2010,13537
gnq,2011,14520
gnq,2012,14868
gnq,2013,14873
gnq,2014,15110
gnq,2015,11334
gnq,2016,10989
gnq,2017,11179
gnq,2018,10848
gnq,2019,11000
gnq,2020,11000
grc,1960,181734
grc,1961,181734
grc,1962,181734
grc,1963,181734
grc,1964,181734
grc,1965,415000
grc,1966,415000
grc,1967,415000
grc,1968,415000
grc,1969,415000
grc,1970,887000
grc,1971,887000
grc,1972,887000
grc,1973,887000
grc,1974,887000
grc,1975,1687000
grc,1976,1806000
grc,1977,1904742
grc,1978,2025307
grc,1979,2156046
grc,1980,2270406
grc,1981,2401169
grc,1982,2534413
grc,1983,2714395
grc,1984,2926885
grc,1985,3116798
grc,1986,3291971
grc,1987,3465815
grc,1988,3618065
grc,1989,3788146
grc,1990,3948654
grc,1991,4190087
grc,1992,4496544
grc,1993,4744016
grc,1994,4976205
grc,1995,5162772
grc,1996,5328794
grc,1997,5430855
grc,1998,5535521
grc,1999,5610931
grc,2000,5659274
grc,2001,5607779
grc,2002,6293806
grc,2003,6300432
grc,2004,6352302
grc,2005,6311656
grc,2006,6170455
grc,2007,5469425
grc,2008,5253695
grc,2009,6000361
grc,2010,5898097
grc,2011,5744955
grc,2012,5461193
grc,2013,5392610
grc,2014,5319159
grc,2015,5260560
grc,2016,5200950
grc,2017,5176475
grc,2018,5114735
grc,2019,4982221
grc,2020,5028332
grd,1960,1053
grd,1961,1053
grd,1962,1053
grd,1963,1053
grd,1964,1053
grd,1966,1053
grd,1967,1053
grd,1968,1053
grd,1969,1053
grd,1971,1053
grd,1972,1053
grd,1973,1053
grd,1974,1053
grd,1975,3050
grd,1980,3024
grd,1981,3000
grd,1982,3000
grd,1983,3131
grd,1984,3596
grd,1985,3904
grd,1986,5000
grd,1987,7000
grd,1988,9000
grd,1989,12000
grd,1990,15200
grd,1991,16200
grd,1992,18508
grd,1993,20100
grd,1994,21000
grd,1995,23200
grd,1996,24100
grd,1997,26500
grd,1998,27484
grd,1999,29429
grd,2000,31355
grd,2001,32750
grd,2002,33544
grd,2003,32644
grd,2004,32705
grd,2005,27426
grd,2006,27702
grd,2007,28530
grd,2008,28579
grd,2009,28332
grd,2010,28369
grd,2011,28072
grd,2012,27727
grd,2013,28585
grd,2014,27279
grd,2015,27034
grd,2016,26776
grd,2017,32491
grd,2018,22542
grd,2019,24359
grd,2020,16000
grl,1965,580
grl,1966,580
grl,1967,580
grl,1968,580
grl,1969,580
grl,1970,1560
grl,1971,1560
grl,1972,1560
grl,1973,1560
grl,1974,1560
grl,1975,4673
grl,1976,5454
grl,1977,5993
grl,1978,7113
grl,1979,8337
grl,1980,9559
grl,1981,10103
grl,1982,10721
grl,1983,11060
grl,1984,11770
grl,1985,12325
grl,1986,13300
grl,1987,14729
grl,1988,15757
grl,1989,16561
grl,1990,16605
grl,1991,16770
grl,1992,16860
grl,1993,17555
grl,1994,18475
grl,1995,19599
grl,1996,21116
grl,1997,23361
grl,1998,24968
grl,1999,25617
grl,2000,26180
grl,2001,24217
grl,2002,25330
grl,2003,25248
grl,2004,25128
grl,2005,32151
grl,2006,35983
grl,2007,23159
grl,2008,22818
grl,2009,22040
grl,2010,21822
grl,2011,19896
grl,2012,18910
grl,2013,18000
grl,2014,17200
grl,2015,16000
grl,2017,9267
grl,2018,8060
grl,2019,7133
grl,2020,6352
gtm,1960,17821
gtm,1961,17821
gtm,1962,17821
gtm,1963,17821
gtm,1964,17821
gtm,1965,24306
gtm,1966,24306
gtm,1967,24306
gtm,1968,24306
gtm,1969,24306
gtm,1970,37871
gtm,1971,37871
gtm,1972,37871
gtm,1973,37871
gtm,1974,37871
gtm,1975,47583
gtm,1976,52770
gtm,1977,64486
gtm,1978,74237
gtm,1979,78623
gtm,1980,82975
gtm,1981,88587
gtm,1982,98670
gtm,1983,106125
gtm,1984,117151
gtm,1985,128179
gtm,1986,130971
gtm,1987,132718
gtm,1988,138222
gtm,1989,158840
gtm,1990,190218
gtm,1991,202209
gtm,1992,214409
gtm,1993,231090
gtm,1994,245094
gtm,1995,286352
gtm,1996,338035
gtm,1997,429712
gtm,1998,517000
gtm,1999,610701
gtm,2000,676631
gtm,2001,756085
gtm,2002,845968
gtm,2003,944140
gtm,2004,1132121
gtm,2005,1248161
gtm,2006,1354926
gtm,2007,1413695
gtm,2008,1448891
gtm,2009,1413234
gtm,2010,1498604
gtm,2011,1626341
gtm,2012,1743842
gtm,2013,1863052
gtm,2014,1718298
gtm,2015,1718851
gtm,2016,2454778
gtm,2017,2461109
gtm,2018,2436093
gtm,2019,1974006
gtm,2020,2272467
gum,1960,2644
gum,1961,2644
gum,1962,2644
gum,1963,2644
gum,1964,2644
gum,1965,4992
gum,1966,4992
gum,1967,4992
gum,1968,4992
gum,1969,4992
gum,1970,6785
gum,1971,6785
gum,1972,6785
gum,1973,6785
gum,1974,6785
gum,1975,12420
gum,1976,11449
gum,1977,11815
gum,1978,12332
gum,1979,21966
gum,1980,25033
gum,1981,27378
gum,1982,29056
gum,1983,30543
gum,1984,32175
gum,1985,32922
gum,1986,27412
gum,1987,29000
gum,1988,32000
gum,1989,35553
gum,1990,39036
gum,1991,43209
gum,1992,46285
gum,1993,65841
gum,1994,63584
gum,1995,69206
gum,1996,69922
gum,1997,71136
gum,1998,75051
gum,1999,77609
gum,2000,74367
gum,2001,80000
gum,2002,70000
gum,2003,65531
gum,2004,65500
gum,2005,65500
gum,2006,65500
gum,2007,65500
gum,2008,65500
gum,2009,65500
gum,2010,65500
gum,2012,67000
gum,2013,67000
gum,2014,67400
gum,2015,68000
gum,2019,70000
gum,2020,70000
guy,1960,5323
guy,1961,5323
guy,1962,5323
guy,1963,5323
guy,1964,5323
guy,1965,6100
guy,1966,6100
guy,1967,6100
guy,1968,6100
guy,1969,6100
guy,1970,7300
guy,1971,7300
guy,1972,7300
guy,1973,7300
guy,1974,7300
guy,1975,14200
guy,1976,15300
guy,1981,16243
guy,1982,16500
guy,1983,17000
guy,1984,17500
guy,1985,18000
guy,1986,20000
guy,1987,16000
guy,1988,16000
guy,1989,16000
guy,1990,16000
guy,1991,16000
guy,1992,28373
guy,1993,41287
guy,1994,44063
guy,1995,44615
guy,1996,50190
guy,1997,55108
guy,1998,59910
guy,1999,64034
guy,2000,68400
guy,2001,79913
guy,2002,80441
guy,2003,92332
guy,2004,102688
guy,2005,110136
guy,2006,118000
guy,2007,128394
guy,2008,138822
guy,2009,147042
guy,2010,149857
guy,2011,152299
guy,2012,154207
guy,2013,156805
guy,2014,159729
guy,2015,154057
guy,2016,141595
guy,2017,135795
guy,2019,125000
guy,2020,125000
hkg,1960,79145
hkg,1961,79145
hkg,1962,79145
hkg,1963,79145
hkg,1964,79145
hkg,1966,79145
hkg,1967,79145
hkg,1968,79145
hkg,1969,79145
hkg,1970,473000
hkg,1971,473000
hkg,1972,473000
hkg,1973,473000
hkg,1974,473000
hkg,1975,837023
hkg,1976,909679
hkg,1977,993882
hkg,1978,1082408
hkg,1979,1172530
hkg,1980,1278866
hkg,1981,1383667
hkg,1982,1476960
hkg,1983,1573420
hkg,1984,1664372
hkg,1985,1764338
hkg,1986,1877322
hkg,1987,2021394
hkg,1988,2190997
hkg,1989,2345236
hkg,1990,2474998
hkg,1991,2642414
hkg,1992,2819797
hkg,1993,2992056
hkg,1994,3149280
hkg,1995,3277854
hkg,1996,3451241
hkg,1997,3646516
hkg,1998,3729191
hkg,1999,3868794
hkg,2000,3925843
hkg,2001,3897558
hkg,2002,3831829
hkg,2003,3806444
hkg,2004,3763350
hkg,2005,3792912
hkg,2006,3835936
hkg,2007,4209125
hkg,2008,4183017
hkg,2009,4277297
hkg,2010,4361669
hkg,2011,4342230
hkg,2012,4381555
hkg,2013,4419423
hkg,2014,4417856
hkg,2015,4331725
hkg,2016,4318346
hkg,2017,4249372
hkg,2018,4196061
hkg,2019,4029603
hkg,2020,3900599
hnd,1975,17003
hnd,1976,17140
hnd,1977,17781
hnd,1978,20177
hnd,1979,26927
hnd,1980,28944
hnd,1981,31468
hnd,1982,32965
hnd,1983,35365
hnd,1984,43097
hnd,1985,45903
hnd,1986,50126
hnd,1987,54258
hnd,1988,66476
hnd,1989,78689
hnd,1990,88038
hnd,1991,94432
hnd,1992,104751
hnd,1993,117123
hnd,1994,131176
hnd,1995,160819
hnd,1996,190236
hnd,1997,233593
hnd,1998,249497
hnd,1999,279197
hnd,2000,298713
hnd,2001,309702
hnd,2002,322497
hnd,2003,334400
hnd,2004,387314
hnd,2005,493680
hnd,2006,715106
hnd,2007,821245
hnd,2008,825769
hnd,2009,716335
hnd,2010,673399
hnd,2011,614281
hnd,2012,610506
hnd,2013,619095
hnd,2014,527339
hnd,2015,497072
hnd,2016,442929
hnd,2017,491107
hnd,2018,532004
hnd,2019,490103
hnd,2020,531763
hrv,1970,132000
hrv,1971,132000
hrv,1972,132000
hrv,1973,132000
hrv,1974,132000
hrv,1975,219000
hrv,1976,244914
hrv,1977,266799
hrv,1978,302480
hrv,1979,331627
hrv,1980,362000
hrv,1981,396000
hrv,1982,443000
hrv,1983,500000
hrv,1984,540000
hrv,1985,580000
hrv,1986,620000
hrv,1987,660000
hrv,1988,704619
hrv,1989,753924
hrv,1990,822988
hrv,1991,891217
hrv,1992,954616
hrv,1993,1027430
hrv,1994,1205220
hrv,1995,1287061
hrv,1996,1389026
hrv,1997,1488065
hrv,1998,1557969
hrv,1999,1633564
hrv,2000,1721139
hrv,2001,1781000
hrv,2002,1825000
hrv,2003,1871300
hrv,2004,1887600
hrv,2005,1882500
hrv,2006,1831050
hrv,2007,1846700
hrv,2008,1878080
hrv,2009,1859190
hrv,2010,1865729
hrv,2011,1848031
hrv,2012,1743540
hrv,2013,1668265
hrv,2014,1568981
hrv,2015,1476506
hrv,2016,1435977
hrv,2017,1401354
hrv,2018,1355662
hrv,2019,1333661
hrv,2020,1299329
hti,1981,20000
hti,1982,24000
hti,1983,26000
hti,1984,28000
hti,1985,31000
hti,1986,34000
hti,1987,37000
hti,1988,40000
