geo,time,ic_elc_time
svn,2012,38
svn,2013,38
svn,2014,38
svn,2015,38
svn,2016,38
svn,2017,38
svn,2018,38
svn,2019,38
swe,2009,52
swe,2010,52
swe,2011,52
swe,2012,52
swe,2013,52
swe,2014,52
swe,2015,52
swe,2016,52
swe,2017,52
swe,2018,52
swe,2019,52
swz,2009,137
swz,2010,137
swz,2011,137
swz,2012,137
swz,2013,137
swz,2014,137
swz,2015,137
swz,2016,137
swz,2017,137
swz,2018,137
swz,2019,125
syc,2009,147
syc,2010,147
syc,2011,147
syc,2012,147
syc,2013,137
syc,2014,137
syc,2015,137
syc,2016,52
syc,2017,52
syc,2018,52
syc,2019,52
syr,2009,71
syr,2010,71
syr,2011,71
syr,2012,71
syr,2013,71
syr,2014,71
syr,2015,71
syr,2016,146
syr,2017,146
syr,2018,146
syr,2019,146
tcd,2009,67
tcd,2010,67
tcd,2011,67
tcd,2012,67
tcd,2013,67
tcd,2014,67
tcd,2015,67
tcd,2016,67
tcd,2017,67
tcd,2018,67
tcd,2019,67
tgo,2009,89
tgo,2010,89
tgo,2011,89
tgo,2012,89
tgo,2013,89
tgo,2014,89
tgo,2015,66
tgo,2016,66
tgo,2017,66
tgo,2018,66
tgo,2019,66
tha,2009,37
tha,2010,37
tha,2011,37
tha,2012,37
tha,2013,37
tha,2014,37
tha,2015,37
tha,2016,32
tha,2017,32
tha,2018,30
tha,2019,30
tjk,2009,165
tjk,2010,165
tjk,2011,165
tjk,2012,150
tjk,2013,150
tjk,2014,105
tjk,2015,105
tjk,2016,105
tjk,2017,105
tjk,2018,105
tjk,2019,98
tls,2009,39
tls,2010,39
tls,2011,63
tls,2012,63
tls,2013,63
tls,2014,63
tls,2015,63
tls,2016,93
tls,2017,93
tls,2018,93
tls,2019,93
ton,2009,50
ton,2010,50
ton,2011,42
ton,2012,42
ton,2013,42
ton,2014,42
ton,2015,42
ton,2016,42
ton,2017,42
ton,2018,42
ton,2019,42
tto,2009,61
tto,2010,61
tto,2011,61
tto,2012,61
tto,2013,61
tto,2014,61
tto,2015,61
tto,2016,61
tto,2017,61
tto,2018,61
tto,2019,61
tun,2009,65
tun,2010,65
tun,2011,65
tun,2012,65
tun,2013,65
tun,2014,65
tun,2015,65
tun,2016,65
tun,2017,65
tun,2018,65
tun,2019,65
tur,2009,63
tur,2010,63
tur,2011,63
tur,2012,63
tur,2013,62
tur,2014,62
tur,2015,55
tur,2016,55
tur,2017,55
tur,2018,55
tur,2019,34
tza,2009,382
tza,2010,109
tza,2011,109
tza,2012,109
tza,2013,109
tza,2014,109
tza,2015,109
tza,2016,109
tza,2017,109
tza,2018,105
tza,2019,105
uga,2009,150
uga,2010,90
uga,2011,132
uga,2012,132
uga,2013,132
uga,2014,132
uga,2015,86
uga,2016,66
uga,2017,66
uga,2018,66
uga,2019,66
ukr,2009,288
ukr,2010,288
ukr,2011,288
ukr,2012,288
ukr,2013,263
ukr,2014,263
ukr,2015,263
ukr,2016,281
ukr,2017,281
ukr,2018,281
ukr,2019,267
ury,2009,48
ury,2010,48
ury,2011,48
ury,2012,48
ury,2013,48
ury,2014,48
ury,2015,48
ury,2016,48
ury,2017,48
ury,2018,48
ury,2019,48
usa,2013,89.6
usa,2014,89.6
usa,2015,89.6
usa,2016,89.6
usa,2017,89.6
usa,2018,89.6
usa,2019,89.6
uzb,2009,98
uzb,2010,98
uzb,2011,98
uzb,2012,89
uzb,2013,89
uzb,2014,89
uzb,2015,89
uzb,2016,89
uzb,2017,88
uzb,2018,88
uzb,2019,88
vct,2009,52
vct,2010,52
vct,2011,52
vct,2012,52
vct,2013,52
vct,2014,52
vct,2015,52
vct,2016,52
vct,2017,52
vct,2018,52
vct,2019,52
ven,2009,158
ven,2010,158
ven,2011,158
ven,2012,158
ven,2013,158
ven,2014,178
ven,2015,178
ven,2016,208
ven,2017,208
ven,2018,208
ven,2019,208
vnm,2009,115
vnm,2010,115
vnm,2011,115
vnm,2012,115
vnm,2013,115
vnm,2014,115
vnm,2015,49
vnm,2016,46
vnm,2017,46
vnm,2018,31
vnm,2019,31
vut,2009,255
vut,2010,255
vut,2011,255
vut,2012,120
vut,2013,120
vut,2014,120
vut,2015,120
vut,2016,120
vut,2017,120
vut,2018,120
vut,2019,120
wsm,2009,34
wsm,2010,34
wsm,2011,34
wsm,2012,34
wsm,2013,34
wsm,2014,34
wsm,2015,34
wsm,2016,34
wsm,2017,34
wsm,2018,34
wsm,2019,34
yem,2009,35
yem,2010,35
yem,2011,35
yem,2012,110
yem,2013,110
yem,2014,110
zaf,2009,214
zaf,2010,214
zaf,2011,226
zaf,2012,226
zaf,2013,226
zaf,2014,226
zaf,2015,84
zaf,2016,109
zaf,2017,109
zaf,2018,109
zaf,2019,109
zmb,2009,117
zmb,2010,117
zmb,2011,117
zmb,2012,117
zmb,2013,117
zmb,2014,117
zmb,2015,117
zmb,2016,117
zmb,2017,117
zmb,2018,117
zmb,2019,117
zwe,2009,125
zwe,2010,125
zwe,2011,125
zwe,2012,106
zwe,2013,106
zwe,2014,106
zwe,2015,106
zwe,2016,106
zwe,2017,106
zwe,2018,106
zwe,2019,106
